MAT.1.1	Գիրք ծնունդին Յիսուսի Քրիստոսի՝ Դաւիթի որդիին, Աբրահամի որդիին։
ACT.1.24	Աղօթելով՝ ըսին. «Դո՛ւն, ո՛վ Տէր, որ ամենուն սիրտը կը ճանչնաս, այս երկուքէն ո՞ր մէկը ընտրեցիր, մեզի յայտնէ. 
ACT.1.25	որպէս զի այս պաշտօնին եւ առաքելութեանը վիճակը առնէ, որմէ Յուդա ինկաւ իր տեղը երթալու»։ 
ACT.1.26	Անոնց համար վիճակ ձգեցին ու վիճակը Մատաթիային ելաւ։ Անիկա տասնըմէկ առաքեալներուն հետ սեպուեցաւ։
ACT.2.1	Երբ Պէնտէկոստէի տօնը հասաւ, ամէնքն ալ միաբան մէկտեղ էին։ 
ACT.2.2	Յանկարծակի երկնքէն ձայն մը եղաւ սաստկաշունչ հովի մը ձայնին պէս եւ բոլոր տունը լեցուց՝ ուր նստեր էին 
ACT.2.3	եւ բաժնուած լեզուներ երեւցան իրենց՝ որպէս թէ կրակէ՝ ու ամէն մէկուն վրայ նստան։ 
ACT.2.4	Եւ ամէնքն ալ Սուրբ Հոգիով լեցուեցան ու սկսան ուրիշ լեզուներով խօսիլ, ինչպէս Հոգին իրենց խօսիլ կու տար։ 
ACT.2.5	Երուսաղէմի մէջ բնակող Հրեաներ կային՝ աստուածավախ մարդիկ՝ երկնքի տակ եղած բոլոր ազգերէն ժողվուած, 
ACT.2.6	երբ այս ձայնը եղաւ, բազմութիւնը մէկտեղ եկաւ ու խռովեցաւ, վասն զի կը լսէին որ անոնք իրենց ամէն մէկուն լեզուովը կը խօսէին։ 
ACT.2.7	Ամէքն ալ կը սքանչանային ու կը զարմանային եւ իրարու կ’ըսէին. ‘Չէ՞ որ ահա ասոնք ամէնքն ալ որ կը խօսին, Գալիլիացի են. 
ACT.2.8	ուրեմն ի՞նչպէս կը լսենք մենք մեր ամէն մէկ լեզուովը՝ որուն մէջ ծնած ենք, 
ACT.2.9	Պարթեւներ եւ Մարեր ու Եղամացիներ եւ անոնք որ կը բնակին Միջագետքի մէջ եւ Հրէաստանի ու Կապադովկիայի մէջ, Պոնտոսի ու Ասիայի մէջ, 
ACT.2.10	Փռիւգիայի եւ Պամփիւլիայի մէջ, Եգիպտոսի մէջ եւ Կիւրենէի մօտ Լիբէացիներու կողմերուն մէջ, նաեւ Հռովմայեցի պանդուխտներ, 
ACT.2.11	թէ՛ Հրեաներ եւ թէ՛ նորահաւատներ, Կրետացիներ եւ Արաբացիներ, կը լսենք որ մեր լեզուներով կը պատմեն Աստուծոյ մեծամեծ բաներու մասին’։ 
ACT.2.12	Կը սքանչանային ամէնքն ալ ու տարակուսած իրարու կ’ըսէին. «Ի՞նչ պիտի ըլլայ այս»։ 
ACT.2.13	Ոմանք ալ ծաղր ընելով՝ կ’ըսէին. «Անոնք նոր գինիով լեցուեր են»։
ACT.2.14	Բայց Պետրոս ելաւ տասնըմէկին հետ մէկտեղ ձայնը վերցուց ու խօսեցաւ անոնց. «Ո՛վ Հրեայ մարդիկ եւ դուք ամէնքդ որ Երուսաղէմ կը բնակիք, այս ձեզի յայտնի ըլլայ ու ականջ դրէք իմ խօսքերուս։ 
ACT.2.15	Քանզի ասոնք ո՛չ թէ գինովցած են, ինչպէս դուք կը կարծէք, վասն զի դեռ օրուան երրորդ ժամն է. 
ACT.2.16	հապա ասիկա այն է որ Յովէլ մարգարէին միջոցով ըսուեցաւ. 
ACT.2.17	‘Եւ պիտի ըլլայ որ վերջին օրերը, կ’ըսէ Աստուած, իմ Հոգիէս ամէն մարմնի վրայ պիտի թափեմ ու ձեր տղաքը եւ ձեր աղջիկները պիտի մարգարէանան ու ձեր երիտասարդները տեսիլքներ պիտի տեսնեն եւ ձեր ծերերը երազներ պիտի տեսնեն 
ACT.2.18	եւ իմ ծառաներուս ու իմ աղախիններուս վրայ ալ այն օրերը իմ Հոգիէս պիտի թափեմ ու պիտի մարգարէանան։ 
ACT.2.19	Վերը երկինքը հրաշքներ պիտի ցուցնեմ ու վարը երկիրը՝ նշաններ, արիւն ու կրակ եւ ծուխի մառախուղ. 
ACT.2.20	արեւը խաւարի պիտի դառնայ եւ լուսինը՝ արիւնի, դեռ Տէրոջը մեծ ու երեւելի օրը չեկած։ 
ACT.2.21	Եւ պիտի ըլլայ որ ամէն ո՛վ որ Տէրոջը անունը կանչէ՝ պիտի փրկուի’։ 
ACT.2.22	Ո՛վ Իսրայելացի մարդիկ, լսեցէ՛ք այս խօսքերը, Յիսուս Նազովրեցին, Աստուծմէ ձեզի ցուցուած մարդ մը զօրութիւններով ու հրաշքներով եւ նշաններով, որոնք Աստուած անոր ձեռքով ըրաւ ձեր մէջ, ինչպէս դուք ալ գիտէք, 
ACT.2.23	անիկա Աստուծոյ որոշած խորհրդովը եւ կանխագիտութիւնովը մատնուած ըլլալով՝ առիք եւ անօրէններու ձեռքով փայտի վրայ գամելով սպաննեցիք. 
ACT.2.24	բայց Աստուած յարուցանեց զայն, մահուան ցաւերը քակելով, քանզի հնարաւոր չէր որ ինք անկէ բռնուի։ 
ACT.2.25	Վասն զի Դաւիթ անոր համար կ’ըսէ. ‘Ամէն ատեն Տէրը կը տեսնեմ իմ առջեւս, քանզի իմ աջ կողմս է, որպէս զի չսասանիմ. 
ACT.2.26	անոր համար ուրախ եղաւ իմ սիրտս ու իմ լեզուս ցնծաց. նաեւ իմ մարմինս ալ յուսով պիտի հանգստանայ, 
ACT.2.27	վասն զի իմ անձս գերեզմանին մէջ պիտի չթողուս ու քու Սուրբիդ ալ ապականութիւն տեսնել պիտի չտաս։ 
ACT.2.28	Կենաց ճամբաները ինծի ճանչցուցիր. քու երեսիդ ուրախութիւնովը զիս պիտի լեցնես’։ 
ACT.2.29	Մարդի՛կ եղբայրներ, արժան է համարձակ ըսել ձեզի Դաւիթ նահապետին համար, որ մեռաւ ու թաղուեցաւ եւ անոր գերեզմանը մինչեւ այսօր մեր մէջն է։ 
ACT.2.30	Արդ որովհետեւ անիկա մարգարէ էր եւ գիտէր թէ Աստուած հաստատ երդում ըրաւ իրեն, թէ իր երիկամունքներուն պտուղէն՝ մարմնի կողմանէ՝ Քրիստոսը պիտի յարուցանէ որ իր աթոռը նստի, 
ACT.2.31	ինք կանխատեսութեամբ խօսեցաւ Քրիստոսին յարութեանը համար եւ թէ անոր անձը գերեզմանը չթողուեցաւ եւ անոր մարմինը ապականութիւն չտեսաւ։ 
ACT.2.32	Աստուած այս Յիսուսը յարուցանեց, որուն մենք ամէնքս ալ վկայ ենք։ 
ACT.2.33	Ուստի Աստուծոյ ձեռքով բարձրանալով ու Սուրբ Հոգիին խոստումը Հօրմէն առնելով՝ տարածեց ասիկա, որ դուք հիմա կը տեսնէք ու կը լսէք։ 
ACT.2.34	Վասն զի Դաւիթ երկինք չելաւ, բայց ինք կ’ըսէ. ‘Տէրը իմ Տէրոջս ըսաւ, Նստէ՛ իմ աջ կողմս, 
ACT.2.35	մինչեւ քու թշնամիներդ ոտքերուդ պատուանդան ընեմ’։ 
ACT.2.36	Ուստի բոլոր Իսրայէլի տունը ճշմարտապէս թող գիտնայ թէ Աստուած զանիկա Տէ՛ր ալ ըրաւ՝ Օծեա՛լ ալ, այն Յիսուսը, որ դուք խաչեցիք»։
ACT.2.37	Երբ ասիկա լսեցին, իրենց սրտերուն մէջ զղջացին եւ ըսին Պետրոսին եւ միւս առաքեալներուն. «Մարդիկ եղբայրներ, ի՞նչ ընենք»։ 
ACT.2.38	Պետրոս ըսաւ անոնց. «Ապաշխարեցէ՛ք ու ձեզմէ ամէն մէկը թող մկրտուի Յիսուս Քրիստոսին անունովը մեղքերու թողութեան համար եւ Սուրբ Հոգիին պարգեւը պիտի ընդունիք։ 
ACT.2.39	Վասն զի խոստումը ձեզի է ու ձեր որդիներուն եւ բոլոր հեռու եղողներուն՝ որոնք մեր Տէր Աստուածը պիտի կանչէ»։ 
ACT.2.40	Ուրիշ շատ խօսքերով վկայութիւն կու տար ու կը յորդորէր զանոնք եւ կ’ըսէր. «Այս խոտորած ազգէն ինքզինքնիդ ազատեցէ՛ք»։ 
ACT.2.41	Անոնք որոնք սրտանց ընդունեցին անոր խօսքերը, մկրտուեցան։ Այն օրը երեք հազար հոգիի չափ աւելցան։ 
ACT.2.42	Միշտ առաքեալներուն վարդապետութեան, միաբանութեան, հաց կտրելու եւ աղօթելու ետեւէն էին։
ACT.2.43	Ամէն մարդու վրայ վախ ինկաւ եւ առաքեալներուն ձեռքով շատ հրաշքներ ու նշաններ գործուեցան։ 
ACT.2.44	Բոլոր հաւատացեալները մէկտեղ էին եւ ամէն բաներնին հասարակաց էր։ 
ACT.2.45	Ստացուածքնին եւ ունեցած բաներնին կը ծախէին ու անոնց գինը կը բաժնէին ամենուն, որու որ բան մը պէտք ըլլար։ 
ACT.2.46	Ամէն օր միաբանութեամբ տաճարը երթալու ետեւէ էին եւ տուներնին հաց կը կտրէին ու կերակուրնին կ’ուտէին ուրախութեամբ եւ սրտի միամտութեամբ։ 
ACT.2.47	Աստուած կ’օրհնէին ու բոլոր ժողովուրդին առջեւ շնորհք կը գտնէին։ Տէրը օրէ օր փրկուածներ կ’աւելցնէր եկեղեցիին։
ACT.3.1	Օր մը Պետրոս ու Յովհաննէս իններորդ ժամու աղօթքին ատենը մէկտեղ տաճար գացին։ 
ACT.3.2	Հոն իր մօրը որովայնէն կաղ ծնած մարդ մը կը բերէին եւ ամէն օր տաճարին Գեղեցիկ կոչուած դրանը քով կը դնէին, որպէս զի տաճարը մտնողներէն ողորմութիւն խնդրէ։ 
ACT.3.3	Ան՝ տեսնելով Պետրոսը եւ Յովհաննէսը, որ տաճարը մտնելու վրայ էին, կ’աղաչէր որ ողորմութիւն տան։ 
ACT.3.4	Իսկ Պետրոս Յովհաննէսին հետ մէկտեղ անոր նայեցաւ ու ըսաւ. «Մեզի՛ նայէ»։ 
ACT.3.5	Ան ալ դէպի անոնց դարձաւ ու կը յուսար թէ անոնցմէ բան մը պիտի առնէ։ 
ACT.3.6	Պետրոս ըսաւ. «Արծաթ ու ոսկի չունիմ, հապա ինչ որ ունիմ՝ զայն քեզի կու տամ։ Նազովրեցի Յիսուս Քրիստոսին անունով ելի՛ր ու քալէ՛»։ 
ACT.3.7	Անոր աջ ձեռքէն բռնեց ու վերցուց զանիկա ու իսկոյն անոր ոտքին թաթերը ու կոճերը զօրացան։ 
ACT.3.8	Եւ վեր ցատկելով կայնեցաւ ու քալեց եւ անոնց հետ տաճարը մտաւ, քալելով ու ցատկելով եւ Աստուած օրհնելով։ 
ACT.3.9	Բոլոր ժողովուրդը տեսաւ զանիկա որ կը քալէր ու Աստուած կ’օրհնէր։ 
ACT.3.10	Գիտէին թէ ան ողորմութեան համար տաճարին Գեղեցիկ կոչուած դրանը քով կը նստէր։ Զարմանքով ու ապշութեամբ լեցուեցան այս եղած բանին համար։
ACT.3.11	Քանի որ անիկա Պետրոսին ու Յովհաննէսին յարեր էր, բոլոր ժողովուրդը զարմացած մէկտեղ վազեցին անոնց քով այն սրահը, որ Սողոմոնին Սրահը կը կոչուէր։ 
ACT.3.12	Պետրոս ասիկա տեսնելով՝ ըսաւ ժողովուրդին. «Ո՛վ Իսրայէլացի մարդիկ, ինչո՞ւ զարմացեր էք ասոր վրայ, կամ ինչո՞ւ աչքերնիդ տնկած մեզի կը նայիք։ Միթէ մեր զօրութիւնովը կամ բարեպաշտութիւնո՞վը ատոր քալել տուինք։ 
ACT.3.13	Աբրահամին ու Իսահակին եւ Յակոբին Աստուածը, մեր հայրերուն Աստուածը, փառաւորեց իր Որդին Յիսուսը, որ դուք մատնեցիք եւ ուրացաք Պիղատոսին առջեւ՝ երբ ինք վճռեց որ արձակէ։ 
ACT.3.14	Բայց դուք այն Սուրբը եւ Արդարը ուրացաք ու խնդրեցիք որ մարդասպան մարդ մը ձեզի շնորհուի. 
ACT.3.15	բայց կենաց Առաջնորդը սպաննեցիք, որ Աստուած մեռելներէն յարուցանեց, որուն մենք վկայ ենք։ 
ACT.3.16	Անոր անուանը հաւատքով՝ անոր անունը զօրացուց ասիկա, որ դուք կը տեսնէք ու կը ճանչնաք։ Այդ հաւատքն է, որ առողջացուց զայն ձեր ամենուն առջեւ։ 
ACT.3.17	Հիմա, ե՛ղբայրներ, գիտեմ թէ չգիտնալով ըրիք, ինչպէս ձեր իշխաններն ալ։ 
ACT.3.18	Բայց Աստուած՝ ինչ որ նախապէս իր բոլոր մարգարէներուն բերնով յայտներ էր Քրիստոսին չարչարուելուն մասին՝ այնպէս կատարեց։ 
ACT.3.19	Ուստի ապաշխարեցէ՛ք ու դարձի՛ եկէք, որպէս զի մեղքերնիդ ջնջուի. 
ACT.3.20	որպէս զի սփոփանքի ժամանակները գան Տէրոջը երեսէն եւ նախապէս ձեզի քարոզուած՝՝ Յիսուս Քրիստոսը ղրկէ. 
ACT.3.21	որ պէտք է երկինք ընդունի մինչեւ այն ատենները՝ երբ բոլոր բաները կարգադրուին, որոնց համար Աստուած սկիզբէն ի վեր իր սուրբ մարգարէներուն բերնով խօսած է։ 
ACT.3.22	Մովսէս մեր հայրերուն ըսաւ թէ՝ ‘Ձեր Տէր Աստուածը ձեր եղբայրներէն ինծի պէս մարգարէ մը պիտի հանէ ձեզի. անոր մտի՛կ ըրէք՝ ամէն ինչ որ ձեզի խօսի’։ 
ACT.3.23	Եւ ո՛վ որ այն մարգարէին մտիկ չընէ, ժողովուրդին մէջէն պիտի կորսուի։ 
