GEN.1.1	Imapis manaraq kaptinmi Tayta Dios kamarqan jana pasatapis kay pasatapis.
NUM.6.3	manami vïnuta ni ima shinkäsikuqtapis upunqasu. Saynöpis manami upunqasu üvapita rurash vinagrita ni üvapa yakuntapis. Manami üvata ni päsastapis mikunqasu.
NUM.6.4	Nazareo kananpaq promitishqanta cumplishqanyaq manami imatapis üvapita rurash kaqta mikunqasu ni upunqasu. 
NUM.6.5	Nazareo karqa 
NUM.6.6	Nazareo kaykarqa pï wanuptinpis ayaman ama witipäsunsu. 
NUM.6.7	Maman wanuptinpis, taytan wanuptinpis, wawqin wanuptinpis ni panin wanuptinpis 
NUM.6.8	Nazareo kananpaq 
NUM.6.9	<< <Nawpancho pipis elaqpita wanuptinqa 
NUM.6.10	Saypita waraynin junaqnami ishkay kulkushkunata karpis o ishkay pushapa palumakunata karpis Tinkuna Toldu patiuman apaykur cürata entreganqa. 
NUM.6.11	Cüranami jukta purificasina sacrificiupaq y jukaqtana rupasina sacrificiupaq rupasinqa. Saynöpami say nazareo runa o nazareo warmi püru rikakunqa. Aqsanpis yapaymi 
NUM.6.12	Saynöpis watayuq carnishta consagrasina sacrificiupaq apamurmi yapay nazareo runa o nazareo warmi kanqa. Isanqa impüruyayninpami nawpata nazareo kashqan tiempupis manakaqlapaqna kanqa. Saymi nazareo kayta qalaykunanpita yapay cumplinqa promitishqan tiempu cumplishqanyaq.
NUM.6.13	<< <Nazareo kayman yaykushqan tiempu cumplirkuptinnami Tinkuna Toldu patiuman shamunqa. 
NUM.6.14	Sayman shamurmi juk watayuq carnishta rupasina sacrificiupaq apamunqa, juk watayuq china uyshata purificasina sacrificiupaq apamunqa y juk carnita jawka kawakuy sacrificiupaq apamunqa. Say uywakunaqa lapanpis sänumi kayanqa. 
NUM.6.15	Saynöpis alinnin jarinapita rurash levadüraynaq tantata canastawan apamunqa. Say tantaqa aceitiwan masarashqami kanqa. Say canastamanmi winanqa aceitiwan lushipash levadüraynaq llapsha tantata, saki mikuy ofrendakunata y vïnutapis.
NUM.6.16	<< <Saykunata chaskirkurmi purificasina sacrificiuta 
NUM.6.17	Nirkurnami jawka kawakuy sacrificiupaq apayämushqan carnita y canastacho levadüraynaq tantakunatapis 
NUM.6.18	Say hörami nazareo runa aqsanta Tinkuna Toldu patiucho rutukunqa. Say consagrädu aqsatanami jawka kawakuy sacrificiu rupaykashqan ninaman qaykunqa.
NUM.6.19	<< <Nirkurnami rutukush nazareo runata cüra makyanqa calduypa yanush carnipa palitillanta. Saynöpis canastapita makyanqa levadüraynaq juk tantata y levadüraynaq llapsha tantatapis. 
NUM.6.20	Saykunata nazareo runapita yapay shuntarkurnami 
NUM.6.21	<< <Nazareo runa aypäpakurqa ofrendatapis uywatapis masta apamunqa. Nazareo kananpaq 
NUM.6.22	Moiséstami 
NUM.6.23	<<Aarónta y surinkunata yäsinki Israel runakunata bendicionta qor niyänanpaq:
NUM.6.24	<< <
NUM.6.27	<<Saynöpami Israel runakunata yanapänäpaq jutïta joqarir cürakuna manakayämanqa. Sayno manakayämaptinmi bendicionnïta qoshaq>>.
NUM.7.1	Sharkasiyta ushaskirnami sagrädu kananpaq 
NUM.7.2	Saypitanami censaycho yanapaq cada trïbupa mandaqninkuna
NUM.7.3	Cada mandaqmi juk töruta aparqan. Cada ishkay mandaqkunanami sapanayuq juk carrëtata apayarqan. Saymi chunka ishkay törukuna y sapanayuq soqta carrëtakuna kayarqan. Lapan apayashqankunatami Sagrädu Toldupa nawpanman chäsiyarqan.
NUM.7.4	Saymi Moisésta 
NUM.7.5	<<Say carrëtakunata y törukunata chaskiskir 
NUM.7.6	Sayno niptinmi carrëtakunata y törukunata chaskiskir levitakunata Moisés aypurqan. 
NUM.7.7	Gersónpita miraq levitakunatami ishkay carrëtakunata y chusku törukunata aypurqan apayänanpaq kaqkunata apayänanpaq.
NUM.7.8	Meraripita miraq levitakunatanami chusku carrëtakunata y puwaq törukunata aypurqan apananpaq kaqkunata apayänanpaq.
NUM.7.9	Coatpita miraq levitakunatami isanqa aypurqansu. Paykunaqa 
NUM.7.10	Altarta dedicayänanpaqmi say chunka ishkay mandaqkuna ofrendankunata apayarqan. Saymi sagrädu kananpaq altarman aceitita winapaptin ofrendankunata altarpa nawpanman churayarqan. 
NUM.7.11	Saypitanami Moisésta 
NUM.7.12	Punta kaq junaqchömi Judá trïbu Aminadabpa surin Naasón ofrendanta aparqan. 
NUM.7.13	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo.
NUM.7.14	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi.
NUM.7.15	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.16	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.17	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Aminadabpa surin Naasónpa ofrendankunami.
NUM.7.18	Ishkay kaq junaqchönami Isacar trïbu Zuarpa surin Natanael ofrendanta aparqan. 
NUM.7.19	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.20	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.21	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.22	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.23	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Zuarpa surin Natanaelpa ofrendankunami.
NUM.7.24	Kimsa kaq junaqchönami Zabulón trïbu Helónpa surin Eliab ofrendanta aparqan. 
NUM.7.25	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.26	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.27	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.28	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.29	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Elónpa surin Zabulónpa ofrendankunami.
NUM.7.30	Chusku kaq junaqchönami Rubén trïbu Sedeurpa surin Elisur ofrendanta aparqan. 
NUM.7.31	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.32	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.33	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.34	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.35	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Sedeurpa surin Elisurpa ofrendankunami.
NUM.7.36	Pisqa kaq junaqchönami Simeón trïbu Zurisadaipa surin Selumiel ofrendanta aparqan. 
NUM.7.37	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.38	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.39	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.40	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.41	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Zurisadaipa surin Selumielpa ofrendankunami.
NUM.7.42	Soqta kaq junaqchönami Gad trïbu Reuelpa surin Eliasaf ofrendanta aparqan. 
NUM.7.43	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.44	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.45	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.46	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.47	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Reuelpa surin Eliasafpa ofrendankunami.
NUM.7.48	Qanchis kaq junaqchönami Efraín trïbu Amiudpa surin Elisama ofrendanta aparqan. 
NUM.7.49	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.50	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.51	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.52	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.53	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Amiudpa surin Elisamapa ofrendankunami.
NUM.7.54	Puwaq kaq junaqchönami Manasés trïbu Pedasurpa surin Gamaliel ofrendanta aparqan. 
NUM.7.55	Paymi aparqan qellaypita rurash juk plätuta y juk lavatoriuta. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.56	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.57	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.58	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.59	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Pedasurpa surin Gamalielpa ofrendankunami.
NUM.7.60	Esqun kaq junaqchönami Benjamín trïbu Gedeonipa surin Abidán ofrendanta aparqan. 
NUM.7.61	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.62	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.63	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.64	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.65	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Gedeonipa surin Abidánpa ofrendankunami.
NUM.7.66	Chunka kaq junaqchönami Dan trïbu Amisadaipa surin Ahiezer ofrendanta aparqan. 
NUM.7.67	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.68	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.69	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.70	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.71	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Amisadaipa surin Ahiezerpa ofrendankunami.
NUM.7.72	Chunka juk kaq junaqchönami Aser trïbu Ocránpa surin Pagiel ofrendanta aparqan. 
NUM.7.73	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.74	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.75	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.76	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.77	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Ocránpa surin Pagielpa ofrendankunami.
NUM.7.78	Chunka ishkay kaq junaqchönami Neftalí trïbu Enánpa surin Ahira ofrendanta aparqan. 
NUM.7.79	Paymi qellaypita rurash juk plätuta y juk lavatoriuta aparqan. Say plätu lasarqan pachak kimsa chunka (130) siclo y lavatoriuna lasarqan qanchis chunka (70) siclo. Saykunata pësarqan Tinkuna Sagrädu Tolducho kaykaq pësakunawanmi. Saki mikuy ofrendapaqmi say lavatoriucho y say plätucho aceitiwan pichush alinnin jarina junta kaykarqan. 
NUM.7.80	Saynöpis junta inciensuyuqtami qoripita rurash cucharonta aparqan. Say cucharón lasarqan chunka siclumi. 
NUM.7.81	Saynöpis rupasina sacrificiupaq juk turïtuta, juk carnita y juk watayuq carnishtami aparqan. 
NUM.7.82	Purificasina sacrificiupaqmi juk chïvuta aparqan. 
NUM.7.83	Jawka kawakuy sacrificiupaqnami aparqan ishkay töruta, pisqa carnikunata, pisqa chïvukunata y juk watayuq pisqa carnishkunatapis. Saykuna karqan Enánpa surin Ahirapa ofrendankunami.
NUM.7.84	Saynömi altarta dedicayänanpaq Israel runakunapa mandaqninkuna ofrendankunata apayarqan qellaypita chunka ishkay plätukunata, chunka ishkay tazonkunata y chunka ishkay qori cucharonkunata. 
NUM.7.85	Cada plätu lasarqan pachak kimsa chunka (130) siclo y cada tazonmi lasarqan qanchis chunka (70) siclo. Saymi tazonkuna y plätukuna ishkay waranqa chusku pachak (2,400) siclo lasarqan.
NUM.7.86	Inciensu junta chunka ishkay qori cucharonkuna cada ünun chunka siclumi lasarqan. Saymi lapan qori pachak ishkay chunka (120) siclo lasarqan.
NUM.7.87	Rupasina sacrificiupaq apayashqan uywakuna kayarqan chunka ishkay turïtukuna, chunka ishkay carnikuna y juk watayuq chunka ishkay carnishkuna. Say uywakunatami saki mikuy ofrendankunatawan apayarqan. Purificasina sacrificiupaq apayashqan chïvukuna chunka ishkaymi kayarqan. 
NUM.7.88	Jawka kawakuy sacrificiupaq apayashqan uywakunanami kayarqan ishkay chunka chusku (24) turïtukuna, soqta chunka (60) carnikuna, soqta chunka chïvukuna y juk watayuq soqta chunka carnishkunapis. Altar sagrädu kananpaq aceitita winaparkurmi say uywakunata rupasir altarta dedicayarqan.
NUM.8.1	Saypitami Moisésta 
NUM.8.2	<<Aarónta niy: <Qanchis mechërukunata candelabruman churay puntanman asikyänanpaq> >>.
NUM.8.3	Saymi Moisésta 
NUM.8.4	Say candelabrumi jamakunanpita puntanyaq martilluwan takaylapa qoripita rurash karqan. 
NUM.8.5	Moiséstami 
NUM.8.6	<<Wakin Israel runakunapita rakiykur 
NUM.8.7	Purificasinaykipaqqa paykunapa jananman yakuta saqsupanki. Cuerpunkunapita shaprankunata rutukuskir mödanankunata taqshakuyanqa. Saynöpami purificashna kayanqa. 
NUM.8.8	Nirkurnami apayämunqa juk turïtuta rupasina sacrificiupaq y aceitiwan pichush jarinata saki mikuy ofrendapaq. Saynöla purificasina sacrificiupaqpis juk turïtuta apamuyämunqa.
NUM.8.9	<<Levitakunata wilanki Tinkuna Toldu nawpanman shayämunanpaq. Saynöla lapan Israel runakunapis shayämunqa. 
NUM.8.10	Noqapa nawpäman levitakuna shayämuptin Israel runakunapa mandaqninkuna paykunapa umanman makinta churayanqa. 
NUM.8.11	Nirkurnami makinta Aarón joqarishpan nawpächo paykunata dedicanqa sirviyämänanpaq. Saynöpami levitakuna Israel runakuna apayämushqan ofrendano kayanqa.
NUM.8.12	<<Nirkurnami apayämushqan turïtukunapa umanman makinta levitakuna churayanqa. Juk turïtuta pishtar altarcho rupasinki purificasina sacrificiupaq y jukaq turïtutanami pishtar altarcho rupasinki rupasina sacrificiupaq. Saynöpami levitakuna purificash kayanqa.
NUM.8.13	<<Saypitanami paykunata pushanki Aarónpa y surinkunapa nawpanman. Saychömi makikita joqarir levitakunata noqapaq dedicanki. 
NUM.8.14	Saynöpami Israel runakunapita levitakunata rakinki noqapa kayänanpaq. 
NUM.8.15	Purificash y dedicash karnami paykuna libri kayanqa Tinkuna Tolducho imapis ruraypaq kaqkunata rurayänanpaq.
NUM.8.16	<<Israel runakunapa qechpa olqu surinkunapa trukanmi levitakunata noqapa kayänanpaq akrashkä. 
NUM.8.17	Egipto runakunapa qechpa olqu surinkunata wanusishqä junaqpitami Israel runakunapa qechpa olqu surinkunapis uywankunapa punta yuriq orqu wawankunapis noqapa kaykan.
NUM.8.18	Saymi levitakuna noqapa kaykäyan Israel runakunapa qechpa olqu surinkunapa trukan. 
NUM.8.19	Levitakunatami churashkä Israel runakunapa trukan Tinkuna Tolducho Aarónta y surinkunata yanapäyänanpaq. Saynöpami Israel runakunata Tinkuna Tolduman aywayaptin castigashaqsu>>.
NUM.8.21	Saymi levitakuna purificakur armakuyarqan y mödanankunatapis taqshakuyarqan. Saypitanami makinta joqarir 
NUM.8.22	Sayno dedicarkuptinnami levitakuna Aarónta y surinkunata Tinkuna Toldu patiucho yanapayta qalaykuyarqan. Moisésta 
NUM.8.23	Saypitami Moisésta 
NUM.8.24	<<
NUM.8.25	Pisqa chunka (50) watayuq karnaqa jubilakuyanqanami. 
NUM.8.26	Jubilakurpis tiempun kashqan höra levita mayinkunata Tinkuna Tolducho yanapäyanqa. Isanqa nawpata sirviyashqannöqa mananami sirviyanqanasu. Sayno kayänanpaq levitakunata niy>>.
NUM.9.1	Egiptupita Israel runakuna yarqayämushqanpita juk wata cumplirkuptinnami ishkay kaq wata qalaykunan killa Sinaí sunyaq jirkacho Moisésta 
NUM.9.2	<<Israel runakuna cada watami nishqä junaqcho 
NUM.9.3	Pascua fiesta qalaykunqa kay killa chunka chusku junaq tardimi. Sayta rurayanqa imanöpis rurayänanpaq yäsishqänölami>>.
NUM.9.4	Sayno niptinmi Israel mayinkunata Moisés nirqan Pascua fiestata rurayänanpaq. 
NUM.9.5	Saynöpami Moisésta 
NUM.9.6	Wakinqa ayata yatayashqanpita 
NUM.9.7	Aarónta niyarqan: <<Noqakunaqa ayata yatash karmi impüru kaykäyä. Sayno karpis ¿manasuraq Israel mayïkunawan juntu 
NUM.9.8	Sayno niyaptinmi Moisés nirqan: <<
NUM.9.9	Tapukuptinnami Moisésta 
NUM.9.10	<<Israel runakunata niy: <Qamkuna y qamkunapita miraqkunapis lapayki adorayämashpayki Pascua fiestata rurayanki. Sayno rurayanki ayata yatashqanpita impüru karpis o viäjipa aywarpis. 
NUM.9.11	Isanqa sayno kaqkunaqa juk killa päsarkuptinraq chunka chusku junaq tardipa Pascuapaq carnishta pishtayanqa. Say tardi pishtayashqan carnishpa aysanta kankarkur levadüraynaq tantalanpa y iwjiq jachalanpa mikuyanqa. 
NUM.9.12	Say aysata manami waraynin junaqpaq pusüsiyanqasu ni tulunkunatapis pakiyanqasu.
NUM.9.13	Püru kaykar y maypapis mana ilash kaykar Pascua fiestata mana ruraq kaqtaqa Israel runakunapita qarquyay. Nishqä junaq adoramar Pascua fiestapaq carnishta mana pishtaq kaqtaqa qarquyay.
NUM.9.14	<< <Rurayänaykipaq nishqänölami qamkunacho kaykaq jäpa runakunapis Pascua fiestata rurayanqa. Lapaykipis saynöla rurayanki> >>.
NUM.9.16	Saynölami imaypis junaqpa pukutay saparaq y sakaypana ninano asikyaq. 
NUM.9.17	Tinkuna 
NUM.9.18	Say pukutaywanmi Israel runakunata 
NUM.9.19	Sagrädu Toldu jananpita aska junaq pukutay mana aywaptinqa 
NUM.9.20	Juk ishkay junaqla Sagrädu Toldu janancho pukutay kaptinqa say junaqkunalami saycho posädaräyaq. Pukutay aywaptinqa paykunapis aywayaqmi. Saynöpami Israel runakunata 
NUM.9.21	Aybësisqa juk sakaylami Tinkuna Sagrädu Toldu janancho pukutay ichiraq. Pasa waraskiptin pukutay aywaqta rikarqa Israel runakunapis aywayaqmi. Saynölami sakaypapis junaqpapis pukutay aywaptinqa aywayaq.
NUM.9.22	Sagrädu Toldu janancho pukutay ishkay junaq kaptinpis o juk killa kaptinpis o juk wata kaptinpis Israel runakuna jinalanchömi posädaräkuyaq. Pukutay aywaptinqa paykunapis aywayaqmi. 
