MAT.1.1	Yesu Kerisi yi degwa lo sënë: Yesu saga sën Davit yi mewis, geDavit saga sën Abraham yi mewis.
JHN.2.4	Lom Yesu nër yah bë, “Ataġ! Alu su nemad loḳ ti in nġaa rë! In sa buk yö nahën!” 
JHN.2.5	Rëḳ ata nër vu hur sën denevo nos ggelek lo bë, “Nabë nanër ġaġek ti vu ham, og ham gwevonġ noh vu!”
JHN.2.6	Lob dëg nemadvahi-bevidek-ti nedo in bë vatëveḳ dejipek nemaj doḳ noh vu sën alam Yuda hir ġaġek muġeng lo. Dëg sënë böpata beyoh vu bë hil ḳeseh bël ḳetuḳ nemadluho ma nemadluho-menemadvahi doḳ na ti ti.
JHN.2.7	Lob Yesu nër vu sir bë, “Ham gweḳo bël mekweseh doḳ na dëg sagu!” Lob deḳo meya dekeseh luḳ ya bepin pup. 
JHN.2.8	Lob nër vu sir bë, “Mëm ham jeḳoov begweḳo mena vu mehö-neġin-nos!” 
JHN.2.9	Lob deḳo medeya. Lob mehö-neġin-nos lo num bël menġo bë tu wain raḳ, rëḳ su raḳ ni bë deḳo vu tena rë. Gaḳ hur sën deneḳo bël lo mëm deraḳ ni. Lob mehö-neġin-nos tahi mehö sën ḳo avëh lo yam benër vu yi bë, 
JHN.2.10	“Alam pin og denevo wain nivesa ggelek muġin, balam denenum nġahiseḳë ggovek rë, loḳ denevo wain nipaya teka tamu. Gaḳ honġ og ġejom wain nivesa ahon bemëm nahën ġevo yam gwëbengko!”
JHN.2.11	Yesu vonġ yi nġaa böp nyëmuġinsën sënë ggëp Kana vu distrik Galilea. Tato niwëëk vu sir nebë sënë, lob yi hur maluh ayoj neya timu vu yi.
JHN.2.12	Saga ggovek log Yesu luḳ meyah Kapernaum ving ata gari lo, geyi hur maluh lo. Beya denedo buk la ggëp sagu.
JHN.2.13	Yuda hir Buk-ggöksën-yi dus raḳ, lob Yesu raḳ meya Yerusalem. 
JHN.2.14	Lom töḳ raḳ alam sën denedo loḳ dub-vabuung-böp ḳatum ayo medenetunġ burmakau los sipsip gesoḳ nuung in bë alam debaġo lo. Gelë alam sën denepekwë alam Yuda hir monë loḳ yah alam Rom hir monë lo denedo hir tevor medenevonġ huk. 
JHN.2.15	Lob ḳo aggis bejoo tu beġö betii mehönon ving sipsip los burmakau pin vu dub ayo beto deyah dobnë. Gekeseh alam sën denepekwë monë lo, hir monë los tevor ya. 
JHN.2.16	Log nër vu alam sën denevonġ huk baġosën raḳ soḳ lo bë, “Ham gweḳo nġaa saga mena! Ham su gwevonġ Amaġ yi begganġ sënë natu nyëġ-baġosën-yi.” 
JHN.2.17	Lob yi hur maluh kwaj vo yah ġaġek sën neggëp loḳ Anutu-yi-ḳapiya lo nebë: “Sa nehevonġ niwëëk in bë ġevonġ honġ begganġ gëp nivesa.”
JHN.2.18	Rëḳ alam Yuda delë sënë lom deloḳ tepëḳ in yi bë, “Ġetii he, om rëḳ ġetateḳin honġ jaḳ nġaa böp tena in he jaḳ nim nabë honġ mehö-los-arëm-a?” 
JHN.2.19	Rëḳ Yesu nër yah vu sir bë, “Ham rëḳ kwevoh dub vabuung sënë na, gebuk natu löö rëḳ sedev nah gökin!” 
JHN.2.20	Lob alam Yuda denër bë, “Denelev dub-vabuung-böp sënë yoh vu ta mehödahis luu menenadvahi-videk-ti, log ġekuung bë ġedev jaḳ nah noh vu buk löö mu?”
JHN.2.21	Rëḳ dub sën Yesu nër lo, saga yö nër raḳ navi. 
JHN.2.22	Nebë saga, loḳ nahub geYesu kedi raḳ yah vu bedub rë, lob yi hur maluh kwaj nevo yah yi ġaġek sën nër wirek lo, lom devonġ ving ġaġek sën neggëp loḳ Anutu-yi-ḳapiya lo los ġaġek sën Yesu nër lo.
JHN.2.23	Yesu nedo Yerusalem loḳ Buk-ggöksën-yi, lob alam nġahiseḳë delë nġaa böp sën nevonġ lo, lom ayoj ya timu vu yi. 
JHN.2.24	Rëḳ mu Yesu raḳ sir pin ayoj ni om su vonġ yi loḳ ya nemaj rë. 
JHN.2.25	In raḳ alam pin ayoj ni. Mehöti su yoh vu bë nanër mehö ngwë ayo vu yi rë, gaḳ neraḳ mehönon pin ayoj ni ggovek ya.
JHN.3.1	Parisai ti nedo, arë nebë Nikodemus, balam Yuda hir ggev ti. 
JHN.3.2	Mehö sënë yam vu Yesu buk benër vu yi bë, “Tatovaha! He raḳ nim bë honġ tatovaha ti, bAnutu vonġ honġ yam. Bë Anutu su medo geving mehöti rë, og su yoh vu bë rëḳ gevonġ nġaa böp böp nabë sën ġenevonġ-ë rë.”
JHN.3.3	Rëḳ Yesu nër yah vu yi bë, “Sa nanër vu honġ yönon nabë: Mehöti bë su natu mewis gökin nah rë, og su rëḳ doḳ na Anutu-yi-nyëġ rë.”
JHN.3.4	Lom Nikodemus loḳ tepëḳ yah vu yi bë, “Alam atov rëḳ natu mewis nah nabë va? Maḳ yoh vu bë rëḳ doḳ nah atayo megeḳo yi nom-a?”
JHN.3.5	Rëḳ Yesu nër yah vu bë, “Sa nanër vu honġ yönon nabë: Bë mehönon su denatu mewis jaḳ bël los Anon Vabuung rë, og su deyoh vu bë rëḳ dedoḳ na Anutu-yi-nyëġ rë. 
JHN.3.6	Nġaa navim yi, og sagaḳ navim yö yi. Gaḳ nġaa sën anom yi, og sagaḳ anom yö yi nġaa. 
JHN.3.7	Su kwam na nġahiseḳë in sën senër vu honġ bë ġenatu mewis gökin-ë! 
JHN.3.8	Gaḳ kwam bo sanġ rë. Sanġ yö neya jeggin jeggin benevë ya ya. Ġenġo dedun rëḳ su ġeraḳ ni bë ya neverup tena ma ya neyoh tena rë. Og alam pin sën detu mewis raḳ Anon Vabuung lo, sir nebë sënë.”
JHN.3.9	Loḳ Nikodemus loḳ tepëḳ yah vu yi bë, “Nġaa sënë rëḳ anon jaḳ nabë va?”
JHN.3.10	Rëḳ Yesu nër bë, “Alam Israel hir tatovaha ti honġ rëḳ su ġeraḳ nġaa sënë ni rë? 
JHN.3.11	Sa nanër vu honġ yönon nabë: Nġaa sën he naraḳ ni lo sën he nanër. Gehe nanër nġaa sën he nehalë ggovek lo. Rëḳ ham neruu demimin vu ġaġek sën he nanër lo. 
JHN.3.12	Sa nanër nġaa-dob-yi vu ham, rëḳ ham su nevonġ ving rë. Om nabë sa nanër nġaa-yaġek-yi vu ham, og ham rëḳ gwevonġ geving nabë va? 
JHN.3.13	Mehönon ti su raḳ ya melë yaġek rë, gema. Yiḳ Mehönon Nalu yö timu vu yaġek meluḳ yam. 
JHN.3.14	Wirek Moses varah nyël ḳenu raḳ nare ḳele vu nyëġ-yumeris, lob rëḳ debarah Mehönon Nalu jaḳ nabë saga, 
JHN.3.15	in alam pin sën ayoj na timu vu yi lo demedo malaj-tumsën degwata los degwata.
JHN.3.16	In Anutu kwa pesivin mehönon rot, lob vonġ nalu perurek timu sënë yam dob in bë alam sën ayoj na timu vu yi lo su malaj nama. Gaḳ demedo malaj-tumsën degwata. 
JHN.3.17	Anutu su vonġ Nalu yam dob in bë bo nyëvewen doḳ nah mehönon hir nġaa nipaya rë. Gaḳ vonġ yi yam in bë geḳo sir nah vu yi. 
JHN.3.18	Mehönon sën ayoj neya timu vu yi lo su rëḳ degeḳo nyëvewen rë. Gaḳ mehönon sën su ayoj neya timu vu yi rë lo, og Anutu nër vorot bë rëḳ degeḳo nyëvewen doḳ nah hir nġaa nipaya, in su ayoj neya timu vu Anutu Nalu timu sënë rë. 
JHN.3.19	Ranġah yam dob ggovek, rëḳ mehönon ahëj ving malaḳenu. Su ahëj ving ranġah rë, in hir huk nipaya, om rëḳ degeḳo nyëvewen doḳ nah. 
JHN.3.20	Alam pin sën denevonġ nġaa nipaya lo, og denesis beġö vu Ranġah gesu detöḳ yam vu rë, in nij nelël bë su hir nġaa nipaya natöḳ ranġah. 
JHN.3.21	Gaḳ mehönon sën denesepa loḳ nġaa nivesa lo, og detöḳ yam ranġah, in bë mehönon degelë medejaḳ ni nabë denevonġ hir huk raḳ Anutu niwëëk.”
JHN.3.22	Sënë ggovek ya, log Yesu losho yi hur maluh deyah distrik Yudea belosho ya denedo sagu, beneripek alam. 
JHN.3.23	GeJon neripek alam vahi ving ggëp Ainon, dus vu Salim. In bël nġahiseḳë neggëp vu nyëġ sagu, lob alam deneya vu yi beneripek sir. 
JHN.3.24	Vu buk saga su deduu Jon ya ḳarabus rë geyö nahën.
JHN.3.25	Lob ġaġek ti verup vuheng loḳ Jon yi hur maluh losho Yuda ti, lob demehoo sir in ġaġek sën alam nij veseek jaḳ lo. 
JHN.3.26	Lob Jon yi hur maluh ahëj sengën medeya vu Jon bedenër bë, “Tatovaha! Mehö sën nedo ving honġ wirek vu bël Yordan nenga vahi agu, beġenenër ġaġek raḳ yi lo, neripek alam lob alam pin deneya vu yi!” 
JHN.3.27	Rëḳ Jon tateḳin vu sir bë, “Bë Anutu vu yaġek su bo nġaa ti vu mehöti rë, og su rëḳ gevonġ rë. 
JHN.3.28	Ham nġo nenġo ġaġek sën senër wirek lo bë sa su Kerisi rë, rëḳ Anutu vonġ sa yam muġin. 
JHN.3.29	Bë avëh ti jaḳ maluh, og avëh saga tu maluh sën raḳ vu yi lo yö timu venë. Lob bë regga sënë yi mehöti medo geving yi begenġo aye, og su rëḳ gelë avëh regga paya rë, gaḳ rëḳ kwa vesa rot in yi. Lom gwëbeng sa kwaġ vesa rot nebë saga. 
JHN.3.30	Arë rëḳ böp jaḳ, gesarëġ gëp ahu.
JHN.3.31	Mehö sën yam vu vavunë kesuu nġaa pin. Mehö sën ata ḳo yi vu dob lo, og yi vu dob, beyö nër ġaġek raḳ nġaa-dob-yi mu. Gaḳ mehö sën yam vu yaġek lo, og kesuu nġaa pin. 
JHN.3.32	Mehö saga nër ġaġek raḳ nġaa sën lë los nġo ggovek lo, rëḳ su mehöti vonġ ving yi ġaġek saga rë. 
JHN.3.33	Gaḳ bë mehöti gevonġ geving yi ġaġek, og yiḳ yoġekin Anutu nebë saga nebë yi mehö ġaġek anon degwa. 
JHN.3.34	Mehö sën Anutu vonġ yi yam lo, og nenër Anutu yi ġaġek, in Anutu vonġ yi Anon Vabuung los dahis loḳ yam ggërin ayo. 
JHN.3.35	Ama ahë ving Nalu, bevo nġaa pin loḳ ya nema. 
JHN.3.36	Mehönon sën ayoj na timu vu Anutu Nalu lo, og rëḳ demedo malaj-tumsën degwata los degwata. Gaḳ mehönon sën su desepa doḳ Anutu Nalu aye rë lo, og su rëḳ demedo malaj-tumsën rë. Gaḳ Anutu ahë sengën neggëp vu sir.”
JHN.4.1	Yesu nġo bë alam Parisai deraḳ ni bë neripek hur maluh nġahiseḳë kesuu Jon. 
JHN.4.2	(Rëḳ Yesu su neripek sir rë, gaḳ yi hur maluh mu sën deneripek.) 
JHN.4.3	Nġo nebë saga lom vuu distrik Yudea geyah meya distrik Galilea ggökin. 
JHN.4.4	Lob aggata sën yoh meya lo, og yoh ya distrik Samaria vuheng meya.
JHN.4.5	Lob ya metöḳ ya Samaria nyëġ böp ti arë nebë Sukar, dus vu dob len ti sën wirek Yakop vo vu nalu Yosep lo. 
JHN.4.6	Lob asoreng sën wirek Yakop lev medeneḳo bël loḳ lo neggëp dus vu nyëġ saga. Yesu yoh meya verup, lom vaha ma beto nedo dus vu asoreng-bël-yi sënë avi. Raḳ siks krök sehuksën.
JHN.4.7	Lom Samaria avëh ti verup in bë geḳo bël, lob Yesu nër vu yi bë, “Bël nam sa nanum!” 
JHN.4.8	In yi hur maluh deya nyëġ böp Sukar in bë debaġo nos. 
JHN.4.9	Rëḳ Samaria avëh nër yah vu bë, “Honġ Yuda, gesa Samaria avëh, rëḳ nebë va sën ġenër vu sa bë ‘Bël nam sa nanum’—ë?” Nër nebë sënë in alam Yuda denelë alam Samaria paya besu denevengwënġ vu sir rë. 
JHN.4.10	Loḳ Yesu nër yah vu yi bë, “Bë ġejaḳ nġaa sën Anutu vonġ vu honġ ni, beġejaḳ mehöti sën nër vu honġ bë ‘Bël nam sa nanum’ ni, og rëḳ kwetaġ vu yi lob bo bël-mala-tumsën-yi vu honġ.” 
JHN.4.11	Rëḳ avëh nër yah vu yi bë, “Mehöböp, höm ḳetuḳ ma, log asoreng-bël-yi sënë adingseḳë rot, om rëḳ gweḳo bël-mala-tumsën-yi sënë vu tena? 
JHN.4.12	Hil ḳenud Yakop num bël sënë ving nalu lo wirek, geyi reggu lo denum ving, log vo asoreng-bël-yi ti sënë vu he behe nanum. Rëḳ maḳ ġekuung bë ġekwesuu yi?” 
JHN.4.13	Rëḳ Yesu nër yah bë, “Alam pin sën denenum bël sënë rëḳ ayoj bev nah gökin in bël. 
JHN.4.14	Gaḳ mehöti bë nanum bël sën sebo vu yi lo, og rëḳ nabë sën bël nebenguv loḳ yi. Log bël sënë rëḳ berup jaḳ buk, bebo mala-tumsën vu yi bemedo degwata los degwata.”
JHN.4.15	Lom avëh nër bë, “Mehöböp, ġebo bël sënë vu sa in sa su ayoġ bev in bël, gesa su medo menom ġaḳo bël vu sënë gök gökin!”
JHN.4.16	Loḳ Yesu nër vu yi bë, “Ġena ġetahi reggam bemelu nom sënë rë!” 
JHN.4.17	Rëḳ bë, “Sa reggaġ ma!” Lom Yesu nër yah vu bë, “Ġenër bë reggam ma, saga ġenër yönon rot. 
JHN.4.18	In wirek ġeraḳ maluh nemadvahi. Gaḳ mehö sën ġenewëp ving yi loḳ yi begganġ gwëbeng lo, og sagaḳ su reggam anon rë! Om ġenër yönon!” 
JHN.4.19	Rëḳ avëh nër bë, “Mehöböp, gwëbeng seraḳ ni bë mehö-nenër-ġaġek-ranġahsën ti honġ! 
JHN.4.20	He ḳenumin lo denesupin sir vu ḳedu Gerisim sënë medenejom raḳ vu Anutu, rëḳ ham Yuda nenër bë hil najom jaḳ gëp Yerusalem yö timu.”
JHN.4.21	Lom Yesu nër vu yi bë, “Avëh, gwevonġ geving sa ġaġek nabë buk ti vonġin berup, lob ham su rëḳ najom jaḳ vu hil Amad vu ḳedu sënë rë, beham su rëḳ najom jaḳ gëp Yerusalem yö timu geving rë. 
JHN.4.22	Ham nejom raḳ vu nġaa sën ham duġin lo, rëḳ he og he najom raḳ vu nġaa sën he naraḳ ni lo. In mehö sën rëḳ geḳo mehönon nah vu Anutu lo rëḳ berup gëp Yuda. 
JHN.4.23	Lob buk sën Anutu ggooin raḳ bë berup lo vonġin berup. Yönon, lob verup ggovek ya, om doḳ buk sënë og alam pin sën degevonġin nabë denajom jaḳ yönon lo, og rëḳ degetunġ ḳenuj los dahis vu hil Amad medenajom jaḳ los ayoj timu. Kë’, hil Amad Anutu nesero alam nebë saga in bë denadudeḳ vu yi. 
JHN.4.24	Anutu yiḳ nebë Anon Vabuung. Om nabë alam degeḳo yi jaḳ, og degetunġ ḳenuj los dahis vu yi, medenajom jaḳ los ayoj timu.”
JHN.4.25	Rëḳ avëh nër bë, “Seraḳ ni bë Mesia rëḳ nam. Sën denenër yi bë Mehö sën Anutu ggooin raḳ in bë geḳo hil nah lo. Bë nam, og rëḳ nanër nġaa pin degwa ranġah vu hil.” 
JHN.4.26	Lom Yesu nër vu yi bë, “Yiḳ sa lo sën sa nevengwënġ ving honġ agi!”
JHN.4.27	Nenër nebë saga log yi hur maluh yom deverup. Lob kwaj ya nġahi in nevengwënġ ving avëh nyëġ ngwë ti sënë, rëḳ mehöti su loḳ tepëḳ in luho bë, “Bë bo va vu honġ-a?”, ma, “Nebë va sën genevengwënġ ving avëh-ë?” rë. 
JHN.4.28	Lob avëh sënë vuu yi ḳetuḳ menedo, geyah meya begganġnë beyah nër vu yi alam bë, 
JHN.4.29	“Ham nam gwelë mehöti! Yi sënë og nër nġaa pin sën sa nehevonġ wirek lo ranġah vu sa. Maḳ yi Kerisi ma va?” 
JHN.4.30	Lob to deya medeya vu Yesu.
JHN.4.31	Nahën medo deneyam, log yi hur maluh denenër vu yi bë, “Tatovaha, ġegwa nos rë!” 
JHN.4.32	Rëḳ nër yah vu sir bë, “Sa nos sën sa naha lo nedo, geham su raḳ ni rë.” 
JHN.4.33	Lom yi hur maluh lo yö deloḳ tepëḳ vu sir bë, “Maḳ mehöti ḳo nos yam vu yi?” 
JHN.4.34	Rëḳ Yesu nër bë, “Sa nos nebë sënë: Sa bë sepa doḳ yi sën vonġ sa meseyam lo yi ġaġek. Besa bë semu yi huk begovek na. Ham nenër nebë sënë, ‘Kwev lubeluu govek na log nos nabunġ!’, rëḳ sa nanër vu ham nabë ham malamin jaḳ megeḳo doḳ megwelë huk rë. Nos anon loḳ beveroo raḳ beyoh vu bë hil ḳetöv bangupin. 
JHN.4.35	Mehö sën nevo nos lo neḳo yi nyëvewen raḳ yi huk menedo, genesupin nos sën gwëbeng agi in medo mala-tumsën degwata los degwata, lob rëḳ mehö sën nevaroh nos lo gemehö sën nevo nos anon lo, luhoho rëḳ kwaj vesa doḳ ti. 
JHN.4.36	Wirek alam hib denenër nebë, ‘Mehö ngwë nevaroh nos loḳ huk gengwë neḳo anon.’ 
JHN.4.37	Ġaġek saga yönon, om sën sa hevonġ ham ya in bë ham gweḳo nos anon doḳ huk sën ham su vonġ huk in rë lo. 
JHN.4.38	Alam ngwë yö devonġ huk in huk saga, rëḳ ham na gweḳo nos anon sën devonġ huk in bepum raḳ nemaj lo.”
JHN.4.39	Lob Samaria nġahiseḳë vu nyëġ saga denġo avëh sënë yi ġaġek, lom ayoj ya timu vu Yesu. In avëh sënë nër bë, “Nër nġaa pin sën sa hevonġ wirek lo ranġah vu sa!” 
JHN.4.40	Lob alam Samaria deyam vu yi bedeketaġ bë medo geving sir, lob nedo saga buk luu ving sir. 
JHN.4.41	Lob alam vahi denġo yi ġaġek besir nġahiseḳë ayoj ya timu vu yi ving. 
JHN.4.42	Lob denër vu avëh sënë bë, “Gwëbeng he su ayomin neya timu vu yi raḳ honġ ġaġek rë, gaḳ he nġo hanġo yi ġaġek behe raḳ ni bë yiḳ Mehö sënë, sën yam in bë doḳ vu mehönon megeḳo sir nah vu Anutu lo yönon.”
JHN.4.43	Buk luu saga ggovek ya, lob Yesu vuu nyëġ sënë ya geyah meya distrik Galilea. 
JHN.4.44	In Yesu yö nër ġaġek vorot bë, “Su rëḳ degeḳo mehö-nenër-ġaġek-ranġahsën ti arë jaḳ gëp yö yi begganġ degwa rë!” 
JHN.4.45	Loḳ ya metöḳ ya distrik Galilea, lob alam Galilea kwaj vesa in ya vu sir, in ya delë buk-vabuung-ggöksën-yi ving, lom delë nġaa pin sën vonġ vu Yerusalem lo.
JHN.4.46	Log yah meya verup Kana vu distrik Galilea ggökin,—nyëġ sën vonġ bël tu wain lo. Lom mehö-los-bengö Herot yi ggev ti nedo Kapernaum, lob nalu maluh niraḳ. 
JHN.4.47	Mehö sënë nġo ġaġek bë Yesu vu distrik Yudea meyah verup distrik Galilea, lom ya ketaġ vu yi bë duḳ mena gevonġ benalu nivesa jaḳ, in dus raḳ bë nadiiḳ. 
JHN.4.48	Loḳ Yesu nër yah vu yi bë, “Bë ham su gwelë nġaa böp aggagga rë, og ham su rëḳ gwevonġ geving rë!” 
JHN.4.49	Rëḳ mehö-los-bengö yi ggev nër bë, “Mehöböp, ġenam alu aduḳ manah pevis in sa naluġ vonġin nadiiḳ!” 
JHN.4.50	Rëḳ Yesu nër vu yi bë, “Ġenah meġena! Nalum rëḳ vesa doḳ.” Lob mehö sënë vonġ ving Yesu yi ġaġek meyah. 
JHN.4.51	Nahën neyök aggata log yi hur detöḳ verup vu yi bedenër vu yi bë, “Nalum vesa lok!” 
JHN.4.52	Lob loḳ tepëḳ vu sir bë, “Hes mala va lom vesa loḳ-a?” Rëḳ denër bë, “Nikul veseveng loḳ seven krök buk.” 
JHN.4.53	Lom ama raḳ ni bë yiḳ veseveng raḳ hes mala sën Yesu nër vu yi bë nalu rëḳ vesa doḳ lo. Lom losho yi alam pin ayoj ya timu vu Yesu. 
JHN.4.54	Yesu vu distrik Yudea meyah verup distrik Galilea lo, lob vonġ nġaa böp sënë netu luu.
JHN.5.1	Saga ggovek, log Yuda hir buk vabuung ti verup, lob Yesu raḳ meya Yerusalem.
JHN.5.2	Lob nġaggee mahen teka nedo Yerusalem dus vu sipsip hir aggata avi. Denenër arë loḳ Hibru ayej nebë Betesda. Log delev begganġ ti ggërin nġaggee sënë, geyi nyëḳetu los veluung avi nemadvahi. 
JHN.5.3	Lob alam niraḳsën nġahiseḳë losho alam malaj ḳenod los vahaj nipaya, galam sën seḳëj neselönġin lo deneloḳ ya begganġ-ayööng-yi teka sënë beggëp [deneġin nġaggee sënë sën bë gee lo. 
JHN.5.4	In Mehöböp yi angër ti neluḳ ya nġaggee sënë buk ti ti meneggee loḳ. Lob ggeesën nemaya log mehöti sën pevis meduḳ na namuġin lo, og yi niraḳsën rëḳ nama na pevis.] 
JHN.5.5	Lob mehöti nedo loḳ begganġ-ayööng-yi sënë, niraḳ yoh vu ta mehödahis ti benemadluho benemadvahi bevidek löö (38). 
JHN.5.6	Yesu lë mehö sënë neggëp lom raḳ ni bë niraḳ hus ading rot, lom loḳ tepëḳ vu yi bë, “Ġevonġin bë nim vesa jaḳ-a?”
JHN.5.7	Lob mehö niraḳsën nër yah vu bë, “Mehö böp, buk sën nġaggee neggee lo, lom sehöġ mehönon sën geḳo sa mena getunġ duḳ na nġaggee lo ma! Senġo bë rëḳ duḳ na, loḳ sa nahën navimengin log denemuġin medeneluḳ ya in sa.” 
JHN.5.8	Lob Yesu nër vu yi bë, “Om kwedi ġebare begweḳo honġ ḳanyë jaḳ beġena!” 
JHN.5.9	Lom pevis bemehö sënë nivesa raḳ geḳo yi ḳanyë raḳ beya. Gebuk saga og Buk-sewahsën-yi ti. 
JHN.5.10	Lom alam Yuda denër vu mehö sën nivesa raḳ lo bë, “Buk-sewahsën-yi gwëbeng sënë, behorek nërin bë su gweḳo honġ ḳanyë dok!” 
JHN.5.11	Rëḳ nër yah vu sir bë, “Mehö sën vonġ sa mesa niġ vesa raḳ lo nër vu sa bë, ‘Gweḳo honġ ḳanyë jaḳ meġena!’” 
JHN.5.12	Loḳ deloḳ tepëḳ in yi bë, “Mehö re nër vu honġ bë gweḳo honġ ḳanyë jaḳ meġena?” 
JHN.5.13	Rëḳ mehö sën nivesa raḳ lo duġin, in alam nġahiseḳë vu nyëġ saga lob Yesu loḳ ya sir vuheng.
JHN.5.14	Nahub rëḳ Yesu töḳ vu yi ggökin loḳ dub-vabuung-böp ḳatum ayo lob nër vu yi bë, “Gwenġo? Gwëbeng nim vesa raḳ, om su gwevonġ nġaa nipaya gök nahin, in rëḳ maggin böpata natöḳ vu honġ kesuu muġinsën.” 
JHN.5.15	Lob mehö sënë yah nër vu alam Yuda bë, “Mehö sën vonġ besa niġ vesa raḳ lo, yiḳ Yesu.”
JHN.5.16	Lob yiḳ alam Yuda ahëj sengën vu Yesu medenelë yi paya in nevonġ nġaa nebë sënë loḳ Buk-sewahsën-yi. 
JHN.5.17	Rëḳ Yesu nër yah vu sir bë, “Amaġ nevonġ nġaa nebë sënë yoh vu buk pin, om sën sa nesepa loḳ yah vaha.” 
JHN.5.18	Nebë saga lom alam Yuda devonġ raḳ raḳ rot in bë dengis Yesu menadiiḳ. In su keyëh horek Buk-sewahsën-yi mu rë, gaḳ nër bë Ama Anutu yönon. Lob yiḳ sënë nebë luho Anutu neggëp ti.
JHN.5.19	Lob Yesu nër yah vu sir bë, “Sa nanër vu ham yönon nabë: Nalu su rëḳ gevonġ nġaa ti noh vu yö kwa rë. Gaḳ nevonġ nġaa sën nelë gAma nevonġ lo. Nġaa pin sën Ama nevonġ lo, og Nalu nesepa loḳ menevonġ nebë saga ving. 
JHN.5.20	In Ama ahë ving Nalu rot, lob tato nġaa pin sën nevonġ lo vu yi. Gerëḳ tato huk böp la geving kesuu sënë, lob ham rëḳ ḳenumin na. 
JHN.5.21	Ama nenër balam-diiḳsën denekedi raḳ yah genevonġ medenedo malaj-tumsën. Log Nalu nesepa loḳ meneggooin alam raḳ yoh vu yö kwa, in bë demedo malaj-tumsën nabë saga. 
JHN.5.22	Ama su rëḳ genġo mehöti yi ġaġek degwa rë. Gaḳ vo huk saga pin loḳ yah Nalu nema ggovek ya. 
JHN.5.23	Nebë saga in alam pin rëḳ degeḳo Nalu jaḳ, nabë sën deneḳo Ama raḳ lo. Alam sën su deneḳo Nalu raḳ rë lo, og su deneḳo Ama sën vonġ yi yam lo raḳ ving rë.
JHN.5.24	Sa nanër vu ham yönon rot nabë: Mehöti bë genġo sa ġaġek bayo na timu vu Amaġ sën vonġ sa meseyam lo, og rëḳ medo mala-tumsën degwata los degwata. Su rëḳ natöḳ jaḳ nyëvewen rë, gaḳ kesuu diiḳsën ggovek ya genedo mala-tumsën vorot.
