MAT.1.1	Ya ra taa yang listaan yang mga kinaampu ni Jesu-Cristo. Tanya sasang kanubli ni Adi David
LUK.12.48	Piru yang sam bilug ang indi nakdek kung unu pay kalelyag̱an yang ag̱alen na, ang pagkatapus napagbuat ta kamali ang yay dapat ang masalapuan na ka ta paburdun, paburdunan ka, piru malakan-lakan pa tung ipinakdul tung sam bilug. Kung tinu pay piniaran yang Dios ta dakele, sagyapan na ka ta dakele. Kung tinu pay piniaran na ta mas dakele kay tung mga aruman na, dileman na ka ta mas dakele kay tung nira,” mag̱aning
LUK.12.49	Mag̱aning ti Jesus ang nagpadayun yang bitala na, “Yang inangayu taa tung kaliw̱utan ang naa, magpagkalaw ta maninga sasang apuy. Basi pa ra ilem ang tung makali madeetan da. 
LUK.12.50	Piru baklu ra madeetan dang magdekal, kung napasaranu ra yang pinitinsiang malbat ang yay dapat ang pasaranu. Baklu ra lumakan yang isipu kung yuu napasar da. 
LUK.12.51	Ayw̱a, kanisip mi ang yang inangayu taa ang para yang tanan ang mga tau mamag̱uruyunan dang mamagsarasaan? Iugtulu tung numyu, anday dumang dangaten na, mamagsuruag-suag̱an da natetenged tung pagpabetang nira tung yeen ang indi enged magkapariu. 
LUK.12.52	Ayw̱a indiamu paamanenu sindu anday dumang pakaw̱utun na, mag̱impisa ra simanyan puiding may sam pamilya ang limang mamag̱ana ang magberelag ta kinaisipan may kinaisipan natetenged tung yeen. Puidi ang yang tulu mamagpasirung tung yeen, yang durua ya ra kay mamagpakuindi. Ubin yang durua mamagkereng tung yeen, yang tulu ya ra kay mamagkuntra. 
LUK.12.53	Ang kaisan yang mga mamaepet yay mamagpasirung tung yeen, ang yang mga ana nira, mamagpakuindi. Ang kaisan yang mga mamula yay mamagpasirung tung yeen, ang yang mga ginikanan nira yay mamanambing. Ang kaisan tung magpurungyangan, yang mga mamaepet yay mamagpasirung tung yeen, ang yang mga minag̱ad nira, indi. Ang kaisan yang mga minag̱aren yay mamagpasirung tung yeen, piru yang mga punyangan nira yay mamagpakuindi. Purisu magsuruag-suag̱an dang magberelag ta kinaisipan natetenged tung yeen,” mag̱aning.
LUK.12.54	Taa numanyan ti Jesus dayun dang nagbitala tung mga taung atiang buntun ang pamagtaripukpuk tung anya ang mag̱aning, “Kung mabandaw mi ra nganing yang galem ang pag̱unup dang ampir tung abag̱at, diritsyuamu rang mag̱aning ang kumuran da buay-w̱uay. Ang pagkatapus kumuran da ka man. 
LUK.12.55	Kidispuis kung mag̱eyep da nganing yang salatan, mag̱aningamu ka ang manginit da ta duru. Ang pagkatapus manginit da ka man. 
LUK.12.56	Matakuamu nganing ang magpamalad tung nag̱aita mi tung kaliw̱utan may tung kalangitan, piru yang palaksu yang pagkarainabu tung panimpu tang naa, indiamu pala maskeng magpamalad yang nag̱adapatan na
LUK.12.57	Ayw̱a kaya indiamu maskeng magtimbang-timbang tung mga isip mi kung unu pay dapat ang buaten mi tung mga uras ang naa? 
LUK.12.58	Para maintindian mi yang dapat ang buaten mi, magpananglitaw ra kanay. Ipabetangu, may utang ming dakulu tung sasang tau. Piru kumus panginluasamu ang anday nautangan mi, anday duma, eklanamu ra ilem anya duun tung ustisia. Maayen pa indiamu ra mag̱elat, kung indi, atiang lag̱i ang duunamu pa tung dalan, magsukuamu rang lag̱i tung anya. Indiamu ra mag̱aning ang taw̱en da intindiay mi ang yamu duun da tung katalungaan yang usgadu. Kipurki kung duunamu ra nganing, masintinsiaanamu ra nganing anya, anday duma, ipiaramu ra ilem anya tung sasang pulis ang yamu ra iplekay na duun tung kalabus. 
LUK.12.59	Iugtulu tung numyu, indiamu ka enged palpasan ang asta indi mi mabayaran yang utang ming luw̱us ang andang pisan ay pagkakulang na, may sang iki. Yang pisan ay kaalimbawaan mi simanyan ang mga uras ang naa,” ag̱aaning ti Jesus.
LUK.13.1	Yang uras dang atii, may mga taung namagpalenget da tung ni Jesus ang namagbaw̱alitaen natetenged tung mga taung tag̱a Galilea ang ipinagpaimatay ni Gubirnadur Pilato atiing pagpadasag nira ta mga ayep ang nag̱iprisintar nira tung Dios duun tung pagtuuan ang pinakalusu. Purisu yang dinangat na, yang dug̱u nira may yang dug̱u yang mga ayep ang atiang nag̱ipadasag nira naglalaketan da ilem duun. 
LUK.13.2	Mag̱aning ti Jesus ang nabalitaan, “Ayw̱a, yang kanisip mi tia ang yang kamatayen ang atiing nalambeg̱an nira, ya ray pruiba ang tanira mas pang naklew̱an ta kasalanan kay tung kadaklan ang mga kaarumanan nirang tag̱a Galilea? 
LUK.13.3	Belag kang maning tii! Kung indi, iugtulu tung numyu, pati yamung tanan taa, kung indiamu enged manlignang lag̱i tung mga kasalanan mi, pati yamu, masapulamu ra ka tung kalainan. 
LUK.13.4	Pati yang sam puluk may walu nga tauan ang atiing naktangan yang laturi duun tung Siloe, muya maning si ka yang laum mi tung nira, ang kumus maning da tii yang kamatayen ang nalambeg̱an nira, purisu ya ray pruiba ang tanira mas pang naklew̱an ta kasalanan kay tung kadaklan ang mga kaarumanan nirang pamag̱istar ka duun tung Jerusalem. 
LUK.13.5	Belag kang maning tii! Kung indi, iugtulu tung numyu, pati yamung tanan taa, kung indiamu enged manlignang lag̱i tung mga kasalanan mi, pati yamu, masapulamu ra ka tung kalainan,” mag̱aning.
LUK.13.6	Atii, dayun dang nagpakdul ta sasang pananglit ang mag̱aning, “May sasang tau ang may sang kapungul ang pag̱aningen ang igus duun tung kaluakan na. Numanyan tinelengan na yang igus na kung may burak na. Naa pala, anday burak na. 
LUK.13.7	Purisu dayun na rang ginuuyan yang manig̱asikasu nang inaning, ‘Teed mu! Pagpanaw ra tung tulu rang takun yang pagpabalik-baliku taang panginsapu tung igusung naa kung may burak na, piru anda enged ang pisan ay nag̱aitaw, may sam bilug. Maayen pa pelaren mu ra ilem. Linget da ilem taa tung tanek ang kindengan na ang anda ka ilem ay pakinaw̱ang tung anya,’ mag̱aning. 
LUK.13.8	Mag̱aning ka yang manig̱asikasu ang nagtimales tung ag̱alen na, ‘Kung yuu pay patimbangen mu, maayen pa siguru ang paw̱ayaan ta ra kanay ilem. Pamalaran ta ra kanay ta seled san takun. Yang buatenu, kalug̱anung paliw̱ut, pagkatapus pabtanganu ra ta mga abunu. 
LUK.13.9	Basi pa ra ilem ang mamurak taa tung matakun. Piru kung indi pa ka enged mamurak, baklu ra ituw̱ulay mu tung yeen ang pelaren,’” mag̱aning.
LUK.13.10	Taa numanyan, may dumang kaldaw ang nag̱ipamaenay ang ti Jesus pagparakaw̱utun da tung mga tau duun tung pagsaragpunan nira. 
LUK.13.11	Naa pala duun may sasang baw̱ay ang pagpasakep ka ang tung seled sam puluk may walung takun pag̱aekel-ekelan ta dimunyu ang yay pagpabuktut tung anya ang indi ra manuklid. 
LUK.13.12	Numanyan pagteleng ni Jesus tung anya, dayun na rang ginuuyan ang magpalenget. Tung pagpalenget na, dayun na rang inaning, “Ipag, libria ra tung pag̱alaru mung atia.” 
LUK.13.13	Yang pag̱aning nang atia, ya ra kay pagdeen na tung anya. Pagdeen na tung anya, lag̱i-lag̱ing nanuklid da yang pagkererengen na ang pagkatapus duru rang pagdarayawen na tung Dios. 
LUK.13.14	Numanyan yang sasang pagmaepet-epet asan, duru rang kasilag na tung ni Jesus natetenged yang kaldaw ang nag̱ipamaenay, ya ray ipinag̱ubra na buat ang nagpamaayen tung baw̱ay ang atia. Purisu diritsyung nagbitala tung mga taung pamagsaragpun asan ang mag̱aning, “Tung seled san linggu, nag̱apakdulanita ra yang Dios ta enem ang kaldaw ang yay dapat ang ipag̱ubra ta. Purisu yang mga kaldaw ang atia, ya ray ag̱ipagdangep mi tung sasang tau ang para pamaayenenamu anya, belag̱an tung kaldaw ang nag̱ipamaenay ta,” mag̱aning. 
LUK.13.15	Numanyan ti Ginuu ta, yay nagtuw̱al tung anya, “Abaa yamung pag̱aning ang duruamug katinuuen tung Dios, piru naa pala pagpakaayen-ayenamu ilem. Pati nganing yamu, maskin kaldaw ang nag̱ipamaenay, nag̱abadbaran mi nganing yang baka mi ubin asnu mi ang para maguyuran mi duun tung wai ang papaigmen. 
LUK.13.16	Ya pa taang baw̱ay ang naa ang sasa pa ka man ang kanubli ni apu tang Abraham ang katulad ka tung yaten, ang tung seled sam puluk may walung takun, maning pa tung kinemkem ni Satanas, indi w̱a yay dapat ang taw̱angan ang ipapuklut tung kagaeman na, maskin natuun da ka man tung kaldaw ang nag̱ipamaenay ta?” ag̱aaning. 
LUK.13.17	Numanyan tung itinuw̱al ni Jesus ang atia, yang mga taung atiang pamagkuntra tung anya, luw̱us dang nangapaeyak ta mupia. Piru yang kadaklan ang mga taung atiang buntun, durung pagkalipay nira natetenged tung tanan ang atiang pag̱abuat ni Jesus ang durung pisan agkatinlu.
LUK.13.18	Pagkatapus tia, ti Jesus nagpadayun da yang pagparakaw̱utun na tung mga tau ang mag̱aning, “Tung unu pa w̱asu ipananglitay ta yang palaksu yang paggaraemen yang Dios ang baklu tung mga tau? Tung unu pa w̱asu ipapariuay tang yay mag̱atu ta maayen? 
LUK.13.19	Puiding ipananglit ta tung lisu ta mustasa
LUK.13.20	Numanyan nagsugpat si ti Jesus yang bitala nang mag̱aning, “Tung unu pa si ipananglitay ta yang palaksu yang paggaraemen yang Dios ang baklu tung mga tau? 
LUK.13.21	Puiding ipananglit ta tung pampaleskag ang ilinaket yang sasang baw̱ay tung sang palangganang arina ang pag̱abuat nang tinapay ang asta pinaleskag na yang intirung pag̱amasa na,” ag̱aaning.
LUK.13.22	Taa numanyan, sigi-sigi yang pagparanawen ni Jesus ang yang rumbu na duun tung Jerusalem. Yang bida na, panakluy-takluy tung mga lansangan pati mga baryu ang pagparakaw̱utun yang bitala yang Dios tung mga tau. 
LUK.13.23	Taa numanyan may nagtalimaan tung anyang mag̱aning, “Ameey, gesye ilem w̱asu yang mga taung tapnayen yang Dios ang ipalibri tung sintinsia na?” ag̱aaning. Numanyan yang itinuw̱al ni Jesus, tung nira rang tanan iparumbuay na. 
LUK.13.24	Mag̱aning, “Yang kalibrian maning pa tung may purta nang durug kapiet. Purisu kaministiran ang ya imurasay ming selselay ang para mapakleran mi. Kipurki iugtulu tung numyu, duru-durung mga tau ang mamagtag̱am ang mamagpakled din, piru indi mangapakled. 
LUK.13.25	Ay yang purtang naang nag̱ianingu, kung kaw̱utun da nganing yang uras ang yang may balay kemdeng da nganing ang magsiradu, ta yamu, asanamu ra ilem tung lua magkererengan, ang yang kanisip mi abrianamu pa ka anya. Ang pagkatapus ang indiamu abrian na, magtag̱amamu ra ilem ta guuy ang mag̱aningamu tung anya, ‘Ameey, kung maimu ilem, paklerayami ka asan.’ Piru tuw̱alenamu ra ka ilem anyang aningen, ‘Indiamu nag̱ailalaw kung tag̱a ariamu pa. Anday kalalabten mi tung yeen!’ 
LUK.13.26	Pagkatapus dayunamu rang magriklamu tung anyang mag̱aningamu, ‘Elat kanay,
LUK.13.26	“‘Ameey. Belag bang nagpakisaruami ra tung nuyu? Belag bang nagpamatiami ra ka tung nuyung pagturuldukun tung mga banwa yamen? Umpat indiami ra nag̱ailala mu?’ 
LUK.13.27	Piru tuw̱alenamu si anyang aningen, ‘Iugtulu tung numyu, indiamu nag̱ailalaw kung tag̱a ariamu pa. Anday kalalabten mi tung yeen! Paaw̱ig̱amu ra taa tung yeen, ay ta yamu, nagpadayunamu ra ka enged tung mga ubra-ubra ming malalain tung pagterelengenu,’ ag̱aaning. Maning ang pisan tia yang ituw̱alu tung numyu tung uri. 
LUK.13.28	Pagkatapus, kung maita mi ra nganing yang mga kinaampu tang na Abraham, ni Isaac, may ni Jacob pati yang tanan ang mga manigpalatay yang bitala yang Dios ang tukaw ang pamagsararuan da tung kaliw̱utan ang baklu ang nag̱agaeman da yang Dios, ang pagkatapus yamu ag̱ipapaw̱ig̱ay duun tung lua, mag̱intraamu rang magtarangiten ang nunut da ka ta pangereketek mi. 
LUK.13.29	Dispuis pa, may mga tau kang tag̱a maskin ay pang banwaay ang tag̱a duma-rumang nasyun ang ya ra kay panlugtan yang Dios ang mamagpakigsaru ka tung nira asan tung baklung kaliw̱utan. 
LUK.13.30	Indiamu mabereng ang aningenamu ra yeen ang may mga taung pag̱atelengan ang aranek numanyan ang tung uri ya pay ipampaabwatay ig may mga tau kang pag̱atelengan ang abwat simanyan ang tung uri ya pay ipamparanekay,” mag̱aning ti Jesus.
LUK.13.31	Yang uras dang atiing pagbitala ni Jesus, may mga Pariseong baklung namansikaw̱ut ang ya ray namagbaw̱alitaen tung anyang mag̱aning, “Maayen pa, magliita ra ilem taa. Ay ti Adi Herodes ang yay may kagaeman taa, nag̱atimaana ra anya ang yawa ipaimataya ra ilem anya,” mag̱aning. 
LUK.13.32	Mag̱aning ka ti Jesus ang nagtuw̱al, “Durug kaidya pala yang Ading naa. Aningen mi ang papatandaan na ta mupia yang bitalaung naa. Yuu magpadayunaw pa kanay tung pag̱urubraenung naang pagpalayasaw tung mga dimunyu tung mga tau kag pagpamaayenaw tung may mga laru ig may uras ka man ang kaw̱utun ang ya ray ipagtapusu tung mga pag̱urubraenung naa. 
LUK.13.33	Ug̱aring naa w̱a yang gustuung ianingu tung numyu. Dapataw pa kanay magpadayun yang pagparanawenung naa ay natetenged yang sasang manigpalatay yang bitala yang Dios indi enged magkabag̱ay ang imatayen tung ay pa, kung indi, duun enged tung siudad ang Jerusalem,” mag̱aning.
LUK.13.34	Numanyan atiing pagkasambit ni Jesus yang siudad ang atiang Jerusalem, ya ra manganugun ang mag̱aning, “Aay yang mga taung naang tag̱a Jerusalem, kanugun yang pagkabetang nira tung uri. Kada paangayan yang Dios tung mga manigpadapat yang bitala na, ya ra ileg batway nirang imatayay. Pira-pira rang bisis ang gustuu rin ang managpun tung nira ang katulad ka tung manung inayen ang pag̱ayupup tung mga butu na. Piru indi ra ka enged mangalelyag ang mamagpaayupup tung yeen. 
LUK.13.35	Naa w̱a yang dapat ang isipen nira. Yang siudad nira ang kanisip nirang indi ra maunu pa, paw̱ayaan da ilem yang Dios ang ilug̱ut tung kadiaduan. Talagang indiaw ra maita nirang uman ang asta kaw̱utun da ilem yang uras ang ipag̱ilala ka enged nira tung yeen ang ustu ang nunut da ka ta pag̱ingaluk nira tung Dios ang yuung pag̱atuw̱ul nang mag̱erekelen yang kagaeman na, pakaayenenaw ra kang pirmi anya,” mag̱aning ti Jesus duun.
LUK.14.1	Taa numanyan, may dumang kaldaw ang nag̱ipamaenay ang ti Jesus inimbitar da ta sasang pagpakigmaepet tung mga Pariseo ang para magpakigsaru duun tung balay na. Numanyan yang mga imbitasiun nang duma, nag̱amalungan nira ta mupia ti Jesus kung unu pay urubraen nang lampas tung riglamintu nira sigun tung kaldaw ang atia. 
LUK.14.2	Naa pala may sasang laliing nagpakigtalunga tung ni Jesus ang paglambuk yang mga tinanguni na. 
LUK.14.3	Numanyan ti Jesus, tanya, dayun na rang binugnu yang mga kasadu nang atiang mga Pariseo pati mga sag̱ad tung pinanubli. Ag̱aaning tung nira, “Elat kanay, kung mga sarang tung numyu, unu pay pag̱intindi mi tung katuw̱ulan natetenged tung kaldaw ang nag̱ipamaenay? Uyun w̱asu ang yang taung paglaru puiding pamaayenen, u bawal?” 
LUK.14.4	Numanyan pagkagngel nira yang itinalimaan nang atia, inding pisan namag̱iw̱ek-iw̱ek. Pagkatapus, anday dumang binuat ni Jesus, diritsyu rang dineenan na yang taung atia ang pinamaayen. Pagkatapus tinugtan na rang mulik. 
LUK.14.5	Numanyan dayun na rang pinakdulan ta pag̱isipan nira yang mga kasadu nang atia ang inaning, “Alimbawa kung may sasang ana mi ubin baka mi ang nabugsu tung bug̱ang, indi mi w̱asu bataken ang lag̱i ang ipalua maskin natuun tung kaldaw ang nag̱ipamaenay ta?” ag̱aaning. 
LUK.14.6	Atii, andang pisan ay mabitala nira, may san tag̱a.
LUK.14.7+LUK.14.8	Numanyan nag̱apaniiran ni Jesus yang mga aruman nang mga imbitasiun ang pamagkaralaw tung mga puistung nag̱itig̱ana para tung darakulung mga tau. Purisu dayun dang nagpakdul ta sasang alimbawa ang mag̱aning, “Alimbawa, kung imbitarenamu ra nganing ta sasang taung magpasakep tung kumbira yang ana na, maayen pang indiamu magpilik ta mga puistung nag̱itig̱ana na para tung darakulung mga tau. Muya may kumaw̱ut dang dumang inimbitar na ang mas abwat ta pagkabetang tung numyu. 
LUK.14.9	Anday duma, palengtanamu ra anyang aningen ang, ‘Ungkuy, indi ilem maglain yang isip mu. Ipatug̱ay ta ra tia tung aruman tang naang baklung kaw̱ut.’ Unaw̱is maeyakamu ra ka ilem ang magpapuistu tung binit. 
LUK.14.10	Kung indi, yang mas maayen pang usuyun mi, kung imbitarenamu ra nganing tung sasang punsiun, ay duunamu ra kanay ilem magpapuistu tung binit. Ay tia, kung may gustu yang may punsiun, palengtanamu ka anyang aningen ang ‘Ungkuy, tania ra magpapuistu tung alenget-lenget tung yeen.’ Ta, indi magkadengeg̱anamu ra tung katalungaan yang kadaklan ang mga kasadu mi? 
LUK.14.11	Ay ya pa ag̱ari, kung tinu pay pagpalandaw tung sadili na, ya iparanekay, piru kung tinu pay pagparanek tung sadili na, ya ipalandaway,” mag̱aning.
LUK.14.12	Numanyan dayun na rang inaning yang nag̱imbitar tung anyang mag̱aning, “Ungkuy, tung dumang uras, kung mag̱imbitara ra nganing tung mga tau tung balay mu ang para mamagsararuanamu ra, india magpilik ang maning ya ra ilem yang mga barkada mu may yang mga putul mu may yang may mga kaampiran tung nuyu may yang mga kamalay mung maraayen ka ta pagkabetang. Kipurki anday dumang pakaw̱utun na, balesena si ka ilem nirang imbitasiunun. Asana ra ka ilem nga balesay tung binuat mu. 
LUK.14.13	Kung indi, yang pangimbitaren mu enged, ya ra yang mga maliliwag̱en, yang mga barik, yang mga pilay, asta yang mga buray. 
LUK.14.14	Ay kung yay buaten mu, talagang pakaayenena ra yang Dios, ay kipurki maskin anda ka man ay mables nira tung nuyu, balesana ka enged yang Dios tung uras ang ipagpabungkaras na tung mga taung kumpurming matadleng tung pagterelengen na,” ag̱aaning.
LUK.14.15	Taa numanyan yang sam bilug ang kasadu ni Jesus, pagkagngel na tia, dayun dang nabnga ang mag̱aning tung anya, “Tama ka man tia, pakaayenen da ka man yang Dios yang kumpurming tugtan nang magpakigsaru tung punsiun ang dakulu
LUK.14.16	Pagkagngel ni Jesus tia, dayun dang nagtimales ang nagpagngel ta sasang pananglit ang mag̱aning, “May sasang taung pagtukud ta punsiun nang dakulu ig dakele ra yang mga taung pinangimbitar na. 
LUK.14.17	Numanyan pagkaw̱ut da yang uras ang ya ray tipu yang pagpunsiun na, nanuw̱ul da tung sasang turuw̱ulun nang mag̱aning, ‘Panliguen mu ra yang tanan ang mga taung pinangimbitaru. Panganingen mu ang mag̱arangayan da, ay simpan da yang tanan ang bag̱ay,’ ag̱aaning. 
LUK.14.18	Numanyan tung paglig̱u yang turuw̱ulun na, naa pala sasa may sasa tung mga imbitasiun yang ag̱alen na, masigbaliw̱ad da ang indi ra masakep. Mag̱aning yang sam bilug ang nagbaliw̱ad, ‘Aningen mu ti ungkuy ang tanya ra kanay ay balang magpasinsia tung yeen ta dakulung pagpasinsia. Indiaw masakep, ay bakluaung nangalang ta tanek. Kaministiran angayenu ra kanay ang telengan,’ ag̱aaning. 
LUK.14.19	Mag̱aning ka yang baliw̱ad yang sam bilug, ‘Aningen mu ti ungkuy ang tanya ra kanay ay balang magpasinsia tung yeen ta dakulung pagpasinsia. Indiaw masakep, ay bakluaung nangalang ta limang pariang mga baka. Kaministiran ang angayenu ra kanay ang para maprubalanung iaradu,’ ag̱aaning. 
LUK.14.20	Yang sam bilug kang imbitasiun, yang anyang baliw̱ad maning taa: ‘Bakluaw ilem ang pisan nga kasawa. Purisu indiaw ra siguru masakep,’ ag̱aaning. Maning dang maning yang baliw̱ad yang mga tau. 
LUK.14.21	Numanyan pagkatapus yang turuw̱ulun ta paglig̱u na, dayun dang nagbalik tung ag̱alen nang nagbaw̱alitaen. Pagkagngel yang ag̱alen na, durung kasilag na. Dayun sing nanuw̱ul tung turuw̱ulun nang mag̱aning, ‘Ala, pakalia rang maglilig̱uen tung mga karsada taa tung lansangan, pati mga dalan pabalik-balikan mu. Kung tinu pa man ay mapanawan mung maliliwag̱enay, kung mga barik, basin mga buray, ubin mga pilay man, ya ray pangkelan mu taa,’ mag̱aning. 
