GEN.1.1	Nang 
NUM.20.6	At si Moises at si Aaron ay umalis sa harap ng kapulungan at napasa pintuan ng tabernakulo ng kapisanan, at 
NUM.20.7	At sinalita ng Panginoon kay Moises, na sinasabi,
NUM.20.9	At kinuha ni Moises ang tungkod sa 
NUM.20.10	At pinisan ni Moises at ni Aaron ang kapulungan sa harap ng bato, at kaniyang sinabi sa kanila, 
NUM.20.11	At itinaas ni Moises ang kaniyang kamay, at pinalong makalawa ang bato ng kaniyang tungkod: at ang tubig ay 
NUM.20.12	At sinabi ng Panginoon kay Moises at kay Aaron, Sapagka't 
NUM.20.18	At sinabi ni Edom sa kaniya, Huwag kang magdadaan sa aking 
NUM.20.19	At sinabi ng mga anak ni Israel sa kaniya, Kami ay aahon sa lansangan: at kung kami ay uminom ng iyong tubig, ako at ang aking mga hayop, ay 
NUM.20.20	At kaniyang sinabi, Huwag kang magdadaan. At si Edom ay lumabas laban sa kaniya na may dalang maraming tao, at may malakas na kamay.
NUM.20.22	At 
NUM.20.23	At sinalita ng Panginoon kay Moises at kay Aaron sa bundok ng Hor, sa tabi ng hangganan ng lupain ng Edom, na sinasabi,
NUM.20.24	Si 
NUM.20.25	Dalhin mo si Aaron at si Eleazar na kaniyang anak, at isampa mo sila sa bundok ng Hor.
NUM.20.26	At hubaran mo si Aaron ng kaniyang mga suot at isuot mo kay Eleazar na kaniyang anak: at si Aaron ay malalakip 
NUM.20.27	At ginawa ni Moises gaya ng iniutos ng Panginoon: at sila'y sumampa sa bundok ng Hor sa paningin ng buong kapisanan.
NUM.20.29	At nang makita ng buong kapisanan na si Aaron ay namatay, ay kanilang 
NUM.21.1	At ang Cananeo, na 
NUM.21.3	At dininig ng Panginoon ang tinig ng Israel, at ibinigay ang Cananeo 
NUM.21.6	At 
NUM.21.8	At sinabi ng Panginoon kay Moises, Gumawa ka ng isang mabagsik na ahas at ipatong mo sa isang tikin: at mangyayari, na bawa't taong makagat, ay mabubuhay pag tumingin doon.
NUM.21.9	At 
NUM.21.10	At ang mga anak ni Israel ay naglakbay, at 
NUM.21.11	At sila'y naglakbay mula sa Oboth, at 
NUM.21.13	Mula roon ay naglakbay sila, at humantong sa kabilang ibayo ng Arnon, na nasa ilang na lumalabas sa hangganan ng mga Amorrheo: sapagka't ang 
NUM.21.14	Kaya't sinasabi sa aklat ng Mga Pakikipagbaka ng Panginoon,
NUM.21.14	Ang Vaheb ay sa Sufa,
NUM.21.14	At ang mga libis ng Arnon,
NUM.21.15	At ang kiling ng mga libis
NUM.21.15	Na kumikiling sa dakong tahanan ng Ar,
NUM.21.15	At 
NUM.21.16	At mula roon, ay 
NUM.21.17	Bumalong ka, Oh balon; awitan ninyo siya;
NUM.21.18	Siyang balong hinukay ng mga prinsipe,
NUM.21.18	Na pinalalim ng mga mahal sa bayan,
NUM.21.18	At mula sa ilang, 
NUM.21.19	At mula sa Mathana ay napasa Nahaliel: at mula sa Nahaliel ay napasa Bamoth;
NUM.21.20	At mula sa Bamoth ay napasa libis na nasa bukid ng Moab, sa taluktok ng Pisga, na patungo sa ilang.
NUM.21.21	At ang Israel ay 
NUM.21.24	At 
NUM.21.25	At sinakop ng Israel ang lahat ng mga bayang ito: at ang Israel ay tumahan sa lahat ng mga bayan ng mga Amorrheo, sa Hesbon at sa lahat ng mga bayan niyaon.
NUM.21.26	Sapagka't ang Hesbon ay siyang bayan ni Sehon na hari ng mga Amorrheo, na siyang nakipaglaban sa unang hari sa Moab, at sumakop ng buong lupain niyaon sa kaniyang kamay hanggang sa Arnon.
NUM.21.27	Kaya't yaong mga nagsasalita ng mga 
NUM.21.27	Halina kayo sa Hesbon,
NUM.21.27	Itayo at itatag ang bayan ni Sehon:
NUM.21.28	Sapagka't may isang 
NUM.21.28	Isang liyab na mula sa bayan ni Sehon:
NUM.21.28	Na sumupok sa Ar ng Moab,
NUM.21.28	Sa mga panginoon sa matataas na dako ng Arnon.
NUM.21.29	Sa aba mo, Moab!
NUM.21.29	Ikaw ay napahamak, Oh bayan ni 
NUM.21.29	Na nagpagala ng kaniyang mga anak na lalake,
NUM.21.29	At ipinabihag ang kaniyang mga anak na babae,
NUM.21.29	Kay Sehon na hari ng mga Amorrheo.
NUM.21.30	Aming pinana 
NUM.21.30	At aming iniwasak hanggang Nopha,
NUM.21.30	Na 
NUM.21.31	Ganito tumahan ang Israel sa lupain ng mga Amorrheo.
NUM.21.32	At si Moises ay nagsugo upang tumiktik sa Jazer, 
NUM.21.34	At sinabi ng Panginoon kay Moises, Huwag mo siyang katakutan; sapagka't aking ibinigay siya sa iyong kamay, at ang buong bayan niya, at ang kaniyang lupain, at iyong 
NUM.21.35	Gayon nila sinaktan siya, at ang kaniyang mga anak, at ang buong bayan niya hanggang sa walang natira sa kaniya: at kanilang inari ang kaniyang lupain.
NUM.22.2	At nakita ni Balac na anak ni Zippor ang lahat ng ginawa ng Israel sa mga Amorrheo.
NUM.22.3	At ang 
NUM.22.4	At sinabi ng 
NUM.22.5	At siya'y 
NUM.22.6	Parito ka ngayon, isinasamo ko sa iyo, na sumpain mo sa akin ang bayang ito; sapagka't sila'y totoong makapangyarihan kay sa akin; marahil ako'y mananaig, na aming masasaktan sila, at aking silang mapalalayas sa lupain; sapagka't talastas ko na ang iyong pinagpapala ay mapalad at ang iyong sinusumpa ay mapapasama.
NUM.22.7	At ang mga matanda sa Moab at ang mga matanda sa Madian, ay nagsiparoon na dala sa kanilang kamay ang mga 
NUM.22.8	At kaniyang sinabi sa kanila, Dito na kayo tumuloy ngayong gabi, at bibigyan ko kayo ng kasagutan, kung ano ang sasalitain ng Panginoon sa akin; at ang mga prinsipe sa Moab ay tumuloy na kasama ni Balaam.
NUM.22.10	At sinabi ni Balaam sa Dios, Si Balac, na anak ni Zippor, hari sa Moab, ay nagpasugo sa akin, 
NUM.22.11	Narito, ang bayan na lumabas sa Egipto, ay tumatakip sa ibabaw ng lupa: ngayo'y parito ka, sumpain mo sila sa akin; marahil ako'y makababaka sa kanila, at sila'y aking mapalalayas.
NUM.22.12	At sinabi ng Dios kay Balaam, Huwag kang paroroong kasama nila; huwag mong susumpain ang bayan; sapagka't sila'y 
NUM.22.13	At si Balaam ay bumangon nang kinaumagahan, at sinabi sa mga prinsipe ni Balac, Yumaon kayo sa inyong lupain: sapagka't ipinagkait ng Panginoon ang pahintulot na ako'y pumaroong kasama ninyo.
NUM.22.14	At ang mga prinsipe sa Moab ay bumangon, at sila'y naparoon kay Balac, at nagsabi, Si Balaam ay tumangging pumarito na kasama namin.
NUM.22.15	At si Balac ay nagsugong muli ng marami pang prinsipe, at lalong mga mahal kay sa kanila.
NUM.22.16	At sila'y naparoon kay Balaam at nagsabi sa kaniya, Ganito ang sabi ni Balac na anak ni Zippor, Isinasamo ko sa iyo, na ang anomang bagay huwag mong tulutan na makaabala sa iyo sa pagparito mo sa akin:
NUM.22.17	Sapagka't ikaw ay aking papupurihan ng mga dakilang karangalan, at anomang sabihin mo sa akin ay gagawin ko: parito ka nga, isinasamo ko sa iyo, na sumpain mo sa akin ang bayang ito.
NUM.22.18	At si Balaam ay sumagot at nagsabi sa mga lingkod ni Balac, 
NUM.22.19	Ngayon nga, isinasamo ko sa inyo, na 
NUM.22.21	At si Balaam ay bumangon nang kinaumagahan, at siniyahan ang kaniyang 
NUM.22.22	At ang galit ng Dios ay nagningas sapagka't siya'y naparoon: 
NUM.22.23	At nakita ng asno ang anghel ng Panginoon na nakatayo sa daan, na hawak ang kaniyang bunot na tabak: at ang asno ay lumiko sa daan, at napasa parang: at pinalo ni Balaam ang asno, upang ibalik siya sa daan.
NUM.22.24	Nang magkagayo'y tumayo ang anghel ng Panginoon sa isang makipot na daan sa pagitan ng mga ubasan, na ang isang bakod ay sumasadako rito, at ang isang bakod ay sumasadakong yaon.
NUM.22.25	At nakita ng asno ang anghel ng Panginoon, at siya'y inipit sa bakod, at naipit ang paa ni Balaam sa bakod: at kaniyang pinalo uli ang asno.
NUM.22.26	At ang anghel ng Panginoon ay nagpauna uli at tumayo sa isang makipot na dako na walang daan lilikuan kahit sa kanan ni sa kaliwa.
NUM.22.27	At nakita ng asno ang anghel ng Panginoon, at siya'y nalugmok sa ilalim ni Balaam: at ang galit ni Balaam ay nagningas, at kaniyang pinalo ang asno ng kaniyang tungkod.
NUM.22.28	At 
NUM.22.29	At sinabi ni Balaam sa asno, Sapagka't tinuya mo ako: mayroon sana ako sa aking kamay na isang tabak, pinatay disin kita ngayon.
NUM.22.30	At sinabi ng asno kay Balaam, Di ba ako'y iyong asno na iyong sinakyan sa buong buhay mo hanggang sa araw na ito? gumawa ba kaya ako kailan man ng ganito sa iyo? At kaniyang sinabi, Hindi.
NUM.22.31	Nang magkagayo'y 
NUM.22.32	At sinabi sa kaniya ng anghel ng Panginoon, Bakit mo pinalo ang iyong asno nitong makaitlo? Narito, ako'y naparito na pinaka kalaban, sapagka't ang iyong lakad ay masama sa harap ko:
NUM.22.33	At nakita ako ng asno, at lumiko sa harap ko nitong makaitlo: kundi siya lumihis sa harap ko, ay tunay na ngayon ay napatay kita, at nailigtas ang kaniyang buhay.
NUM.22.34	At sinabi ni Balaam sa anghel ng Panginoon, Ako'y 
NUM.22.35	At sinabi ng anghel ng Panginoon kay Balaam, Sumama ka sa mga tao: 
NUM.22.36	At nang mabalitaan ni Balac na si Balaam ay dumarating, ay lumabas upang kaniyang salubungin siya sa bayan ng Moab, na 
NUM.22.37	At sinabi ni Balac kay Balaam, Di ba ikaw ay aking pinaparoonang dalidali upang tawaging ka? bakit nga hindi ka naparito sa akin? 
NUM.22.38	At sinabi ni Balaam kay Balac, Narito, ako'y naparito sa iyo: mayroon ba ako ngayong anomang kapangyarihan na makapagsalita ng anomang bagay? ang salitang ilagay ng Dios sa aking bibig, yaon ang aking sasalitain.
NUM.22.39	At si Balaam ay sumama kay Balac, at sila'y naparoon sa Chiriath-huzoth.
NUM.22.40	At naghain si Balac, ng mga baka at mga tupa, at ipinadala kay Balaam, at sa mga prinsipe na kasama niya.
NUM.22.41	At nangyari nang kinaumagahan, na isinama ni Balac si Balaam at isinampa siya sa 
NUM.23.1	At sinabi ni Balaam kay Balac, 
NUM.23.2	At ginawa ni Balac gaya ng sinalita ni Balaam; at si Balac at si Balaam ay 
NUM.23.3	At sinabi ni Balaam kay Balac, 
NUM.23.6	At siya'y bumalik sa kaniya, at, narito, siya'y nakatayo sa tabi ng kaniyang handog na susunugin, siya at ang lahat ng mga prinsipe sa Moab.
NUM.23.7	At 
NUM.23.7	Mula sa Aram ay dinala ako rito ni Balac,
NUM.23.7	Niyang hari sa Moab, na mula sa mga bundok ng Silanganan:
NUM.23.7	At parito ka, laitin mo ang Israel.
NUM.23.8	Paanong aking susumpain ang hindi sinumpa ng Dios?
NUM.23.8	At paanong aking lalaitin ang hindi nilait ng Panginoon?
NUM.23.9	Sapagka't mula sa taluktok ng mga bato ay aking nakikita siya,
NUM.23.9	At mula sa mga burol ay akin siyang natatanawan:
NUM.23.9	Narito, siya'y isang 
NUM.23.9	At 
NUM.23.10	O ng bilang ng ikaapat na bahagi ng Israel?
NUM.23.10	Mamatay 
NUM.23.10	At ang aking wakas ay magiging gaya 
NUM.23.11	At sinabi ni Balac kay Balaam, Anong ginawa mo sa akin? 
NUM.23.12	At siya'y sumagot, at nagsabi, 
NUM.23.13	At sinabi sa kaniya ni Balac, Isinasamo ko sa iyo, na sumama ka sa akin sa ibang dako, na iyong pagkakakitaan sa kanila; ang iyo lamang makikita ay ang kahulihulihang bahagi nila, at hindi mo makikita silang lahat: at sumpain mo sila sa akin mula roon.
NUM.23.14	At dinala niya siya sa parang ng Sophim, sa taluktok ng Pisga, at 
NUM.23.15	At kaniyang sinabi kay Balac, Tumayo ka rito sa tabi ng iyong handog na susunugin, samantalang aking sinasalubong 
NUM.23.16	At sinalubong ng Panginoon si Balaam, at 
NUM.23.17	At siya'y naparoon sa kaniya, at, narito, siya'y nakatayo sa tabi ng kaniyang handog na susunugin, at ang mga prinsipe sa Moab na kasama niya. At sinabi sa kaniya ni Balac, Anong sinalita ng Panginoon?
NUM.23.18	At kaniyang ibinadya ang kaniyang talinghaga, at sinabi,
NUM.23.18	Tumindig ka, Balac, at iyong dinggin;
NUM.23.18	Makinig ka sa akin, ikaw anak ni Zippor:
NUM.23.19	Ni anak ng tao na magsisisi;
NUM.23.19	Sinabi ba niya, at hindi niya gagawin?
NUM.23.19	O sinalita ba niya, at hindi niya isasagawa?
NUM.23.20	Narito, ako'y tumanggap 
NUM.23.21	Wala siyang nakitang kasamaan sa Jacob,
NUM.23.21	Ni wala siyang nakitang kasamaan sa Israel:
NUM.23.21	Ang Panginoon niyang Dios ay sumasa kaniya,
NUM.23.21	At 
NUM.23.23	Tunay na walang enkanto laban sa Jacob,
NUM.23.23	Ngayo'y sasabihin tungkol sa Jacob at sa Israel,
NUM.23.24	Narito, ang bayan ay tumitindig na 
NUM.23.24	Siya'y hindi mahihiga hanggang sa makakain ng huli,
NUM.23.24	At makainom ng dugo ng napatay.
NUM.23.25	At sinabi ni Balac kay Balaam, Ni huwag mo silang pakasumpain ni pakapagpalain.
NUM.23.26	Nguni't si Balaam ay sumagot at nagsabi kay Balac, Di ba isinaysay ko sa iyo, na sinasabi, 
NUM.23.27	At sinabi ni Balac kay Balaam, Halika ngayon, 
NUM.23.28	At ipinagsama ni Balac si Balaam sa taluktok ng 
NUM.23.29	At sinabi ni Balaam kay Balac, 
NUM.23.30	At ginawa ni Balac gaya ng sinabi ni Balaam, at naghandog ng isang toro at ng isang tupang lalake sa bawa't dambana.
NUM.24.1	At nang makita ni Balaam na kinalugdan ng Panginoon na pagpalain ang Israel, ay 
NUM.24.2	At itinaas ni Balaam ang kaniyang mga mata, at kaniyang 
NUM.24.3	At kaniyang ibinadya ang kaniyang talinhaga, at sinabi,
NUM.24.3	Si Balaam na anak ni Beor ay nagsabi,
NUM.24.3	At ang lalaking napikit ang mga mata ay nagsabi;
NUM.24.4	Siya'y nagsabi na nakarinig ng mga salita ng Dios,
NUM.24.4	Na nakakita ng pangitain ng Makapangyarihan sa lahat,
NUM.24.4	Na nalulugmok at nakadilat ang kaniyang mga mata:
NUM.24.5	Pagka iinam ng iyong mga tolda, Oh Jacob,
NUM.24.5	Ang iyong mga tabernakulo, Oh Israel!
NUM.24.6	Gaya ng mga libis na nalalatag,
NUM.24.6	Gaya ng mga halamanan sa tabi ng ilog,
NUM.24.6	Gaya ng mga puno ng sedro sa siping ng tubig.
NUM.24.7	Tubig ay aagos mula sa kaniyang pang-igib,
NUM.24.7	At ang kaniyang binhi ay matatatag sa maraming tubig,
NUM.24.7	At ang kaniyang hari ay tataas ng higit kay 
NUM.24.7	At ang kaniyang kaharian ay mababantog.
NUM.24.8	May lakas na gaya ng mabangis na toro:
NUM.24.8	Kaniyang 
NUM.24.8	At kaniyang 
NUM.24.8	At 
NUM.24.9	At parang isang leong babae; sinong gigising sa kaniya?
NUM.24.9	At sumpain yaong lahat na sumusumpa sa iyo.
NUM.24.10	At ang galit ni Balac ay nagningas laban kay Balaam, at pinaghampas niya ang kaniyang mga kamay; at sinabi ni Balac kay Balaam, Tinawag kita 
NUM.24.11	Ngayon nga ay tumakas ka sa iyong sariling dako: aking 
NUM.24.12	At sinabi ni Balaam kay Balac, Di ba sinalita ko rin sa iyong mga sugo na iyong sinugo sa akin, na sinasabi,
NUM.24.13	Kahit 
NUM.24.14	At ngayon, narito, ako'y paroroon sa aking bayan: parito ka nga, 
NUM.24.15	At kaniyang 
NUM.24.15	Nagsabi si Balaam na anak ni Beor,
NUM.24.15	At ang lalaking napikit ang mga mata ay nagsabi;
NUM.24.16	Siya'y nagsabi, na nakarinig ng mga salita ng Dios,
NUM.24.16	At nakaalam ng karunungan ng Kataastaasan,
NUM.24.16	Na siyang nakakita ng pangitain ng Makapangyarihan sa lahat,
NUM.24.16	Na nalulugmok at nakadilat ang kaniyang mga mata:
NUM.24.17	Aking mapagmamasdan siya, nguni't hindi sa malapit:
NUM.24.17	At may isang 
NUM.24.17	At sasaktan ang mga 
NUM.24.17	At lilipulin ang lahat ng mga anak ng kaguluhan.
NUM.24.18	At 
NUM.24.18	Ang 
NUM.24.18	Samantalang ang Israel ay magpapakatapang.
NUM.24.19	At mula sa Jacob ay magkakaroon ng isang may kapangyarihan,
NUM.24.19	At gigibain niya sa bayan ang nalalabi.
NUM.24.20	At kaniyang minasdan ang Amalec, at ibinadya ang kaniyang talinhaga, at sinabi,
NUM.24.20	Ang Amalec ay siyang 
NUM.24.20	Nguni't ang kaniyang huling wakas ay 
NUM.24.21	At kaniyang minasdan ang 
NUM.24.21	Matibay ang iyong dakong tahanan,
NUM.24.21	At ang iyong pugad ay nalalapag sa 
NUM.24.22	Gayon ma'y mawawasak ang Cain,
NUM.24.22	Hanggang sa ikaw ay madalang bihag ng Assur.
NUM.24.23	At kaniyang ibinadya ang kaniyang talinhaga, at sinabi,
NUM.24.23	Ay! sinong mabubuhay pagka ginawa ng Dios ito?
NUM.24.24	Datapuwa't ang mga sasakyan 
NUM.24.24	At kanilang pagdadalamhatiin ang Assur, at kanilang pagdadalamhatiin ang 
NUM.24.24	At siya man ay mapupuksa.
NUM.24.25	At si Balaam ay tumindig, at yumaon at 
NUM.25.1	At ang Israel ay tumahan sa 
NUM.25.2	Sapagka't kanilang 
NUM.25.3	At ang Israel ay nakilakip sa 
NUM.25.4	At sinabi ng Panginoon kay Moises, 
NUM.25.5	At sinabi ni Moises sa mga 
NUM.25.6	At, narito, isa sa mga anak ni Israel ay naparoon at nagdala sa kaniyang mga kapatid ng isang babaing Madianita sa paningin ni Moises, at sa paningin ng buong kapisanan ng mga anak ni Israel, samantalang sila'y 
NUM.25.7	At nang makita ni 
NUM.25.8	At siya'y naparoon sa likod ng lalaking Israelita sa loob ng tolda, at kapuwa niya sinaksak, ang lalaking Israelita at ang babae sa kaniyang tiyan. Sa gayon ang salot ay 
NUM.25.9	At yaong 
NUM.25.10	At sinalita ng Panginoon kay Moises, na sinasabi,
NUM.25.12	Kaya't sabihin mo, 
NUM.25.13	At magiging kaniya, at sa kaniyang 
NUM.25.14	Ang pangalan nga ng lalaking Israelita na napatay, na pinatay na kalakip ng babaing Madianita ay Zimri na anak ni Salu, na prinsipe sa isang sangbahayan ng mga magulang sa mga Simeonita.
NUM.25.15	At ang pangalan ng babaing Madianita na napatay ay Cozbi, na anak ni 
NUM.25.17	Bagabagin ninyo ang mga Madianita, at inyong saktan sila:
NUM.25.18	Sapagka't kanilang binagabag kayo ng kanilang mga 
NUM.26.1	At nangyari, pagkatapos ng salot, na sinalita ng Panginoon kay Moises at kay Eleazar na anak ni Aaron na saserdote, na sinasabi,
NUM.26.3	At si Moises at si Eleazar na saserdote ay nakipagsalitaan sa kanila sa mga 
NUM.26.6	Kay Hesron, ang angkan ng mga Hesronita; kay Carmi, ang angkan ng mga Carmita.
NUM.26.7	Ito ang mga angkan ng mga Rubenita: at yaong nangabilang sa kanila, ay apat na pu't tatlong libo at pitong daan at tatlong pu.
NUM.26.8	At ang mga anak ni Phallu; ay si Eliab.
NUM.26.9	At ang mga anak ni Eliab; ay si Nemuel, at si Dathan, at si Abiram. Ito yaong Dathan at Abiram, na tinawag sa kapisanan na siya ngang 
NUM.26.11	Gayon ma'y hindi namatay ang 
NUM.26.12	Ang mga anak ni Simeon ayon sa kanilang mga angkan; kay Nemuel, ang angkan ng mga Nemuelita: kay Jamin, ang angkan ng mga Jaminita: kay Jachin, ang angkan ng mga Jachinita;
NUM.26.13	Kay Zera, ang angkan ng mga Zeraita; kay Saul, ang angkan ng mga Saulita.
NUM.26.14	Ito ang mga angkan ng mga Simeonita, dalawang pu't dalawang libo at dalawang daan.
NUM.26.15	Ang mga anak ni Gad ayon sa kaniyang mga angkan; kay Zephon, ang angkan ng mga Zephonita; kay Aggi, ang angkan ng mga Aggita; kay Suni, ang angkan ng mga Sunita;
NUM.26.16	Kay Ozni, ang angkan ng mga Oznita; kay Eri, ang angkan ng mga Erita;
NUM.26.17	Kay Arod, ang angkan ng mga Arodita; kay Areli, ang angkan ng mga Arelita.
NUM.26.18	Ito ang mga angkan ng mga anak ni Gad ayon sa nangabilang sa kanila apat na pung libo at limang daan.
NUM.26.20	At ang 
NUM.26.21	At ang mga naging anak ni Phares: kay Hesron, ang angkan ng mga Hesronita; kay Hamul, ang angkan ng mga Hamulita.
NUM.26.22	Ito ang mga angkan ni Juda ayon sa nangabilang sa kanila, pitong pu't anim na libo at limang daan.
NUM.26.24	Kay Jasub, ang angkan ng mga Jasubita; kay Simron, ang angkan ng mga Simronita.
NUM.26.25	Ito ang mga angkan ni Issachar ayon sa nangabilang sa kanila, anim na pu't apat na libo at tatlong daan.
NUM.26.27	Ito ang mga angkan ng mga Zebulonita ayon sa nangabilang sa kanila, anim na pung libo at limang daan.
NUM.26.29	Ang mga anak ni Manases: kay Machir, ang angkan ng mga Machirita: at naging anak ni Machir si Galaad: kay Galaad, ang angkan ng mga Galaadita.
NUM.26.30	Ito ang mga anak ni Galaad: 
NUM.26.31	At 
NUM.26.32	At 
NUM.26.33	At si Salphaad na anak ni Hepher ay hindi nagkaanak ng lalake, kundi mga babae: at ang mga pangalan ng mga anak na babae ni Salphaad ay Maala, at Noa, Hogla, Milca, at Tirsa.
NUM.26.34	Ito ang mga angkan ni Manases; at yaong nangabilang sa kanila, ay limang pu at dalawang libo at pitong daan.
NUM.26.35	Ito ang mga anak ni Ephraim ayon sa kanilang mga angkan: kay Suthala, ang angkan ng mga Suthalaita: kay Becher, ang angkan ng mga Becherita: kay Tahan, ang angkan ng mga Tahanita.
NUM.26.36	At ito ang mga anak ni Suthala: kay Heran, ang angkan ng mga Heranita.
NUM.26.37	Ito ang mga angkan ng mga anak ni Ephraim ayon sa nangabilang sa kanila, tatlong pu't dalawang libo at limang daan. Ito ang mga anak ni Jose, ayon sa kanilang mga angkan.
NUM.26.39	Kay Supham ang angkan ng mga Suphamita; kay Hupham, ang angkan ng mga Huphamita.
NUM.26.40	At ang mga anak ni Bela ay si Ard at si Naaman: 
NUM.26.41	Ito ang mga anak ni Benjamin ayon sa kanilang mga angkan; at yaong nangabilang sa kanila ay apat na pu't limang libo at anim na raan.
NUM.26.43	Lahat ng mga angkan ng mga Suhamita, ayon sa nangabilang sa kanila, ay anim na pu't apat na libo at apat na raan.
