MAT.1.1	Oto rodowód Jezusa Chrystusa, pochodzącego z rodu króla Dawida, potomka Abrahama: 
LUK.23.14	i rzekł:
LUK.23.14	—Przyprowadziliście do mnie tego człowieka, oskarżając go o podburzanie ludu przeciwko rzymskiej władzy. W waszej obecności przesłuchałem go jednak i nie znalazłem w nim żadnej winy, 
LUK.23.15	podobnie jak Herod, który odesłał go do mnie. Stwierdzam więc, że nie zrobił nic, co zasługuje na karę śmierci. 
LUK.23.16	Każę go więc wychłostać i wypuszczę.
LUK.23.17	Był bowiem zobowiązany zwolnić jakiegoś więźnia z okazji święta. 
LUK.23.18	Wszyscy zaczęli jednak krzyczeć:
LUK.23.18	—Nie! Jego zabij, a wypuść nam Barabasza!
LUK.23.19	Barabasz zaś był uwięziony za wywołanie w Jerozolimie rozruchów oraz za morderstwo. 
LUK.23.20	Ponieważ Piłat chciał uwolnić Jezusa, ponownie przedstawił im swoje stanowisko. 
LUK.23.21	Lecz oni nalegali, wołając:
LUK.23.21	—Ukrzyżuj, ukrzyżuj go!
LUK.23.22	—Co złego uczynił?—zapytał ich więc już po raz trzeci. —Ja nie znalazłem żadnego powodu, aby skazać go na śmierć. Każę go wychłostać i wypuszczę.
LUK.23.23	Lecz tłum coraz głośniej domagał się ukrzyżowania Jezusa. 
LUK.23.24	W końcu Piłat uległ ich żądaniu i wydał wyrok. 
LUK.23.25	Wypuścił z więzienia Barabasza, skazanego za wywołanie rozruchów i morderstwo, a Jezusa oddał w ich ręce.
LUK.23.26	Tłum poprowadził więc Jezusa na miejsce egzekucji. Tą samą drogą wracał właśnie z pola do Jerozolimy niejaki Szymon z Cyreny. Żołnierze zmusili go do niesienia za Jezusem Jego krzyża. 
LUK.23.27	A podążały za nimi ogromne tłumy, wśród nich wiele kobiet, rozpaczających nad losem Jezusa. 
LUK.23.28	On w pewnym momencie odwrócił się i rzekł do nich:
LUK.23.28	—Kobiety z Jerozolimy! Nie płaczcie nade Mną, ale nad sobą i waszymi dziećmi. 
LUK.23.29	Nadchodzą bowiem dni, gdy będą mówić: „Szczęśliwe są bezpłodne kobiety i te, które jeszcze nie rodziły i nie karmiły”. 
LUK.23.30	Ludzie będą wtedy ze strachu błagać góry i pagórki:
LUK.23.30	„Padnijcie na nas
LUK.23.30	i zasypcie na zawsze”.
LUK.23.31	Jeśli takie rzeczy robią z żywym jeszcze drzewem, to jak potraktują drzewo suche?
LUK.23.32	Razem z Jezusem prowadzono na śmierć dwóch przestępców. 
LUK.23.33	Gdy dotarli na miejsce zwane Czaszką, ukrzyżowali ich wszystkich—Jezusa w środku, a dwóch skazanych po Jego prawej i lewej stronie.
LUK.23.34	Jezus modlił się:
LUK.23.34	—Ojcze, przebacz im, bo nie wiedzą, co robią.
LUK.23.34	Ci zaś, którzy Go ukrzyżowali, rzucili losy o Jego ubranie, aby ustalić, co kto ma wziąć. 
LUK.23.35	Całej egzekucji przyglądał się niemały tłum, a przywódcy naśmiewali się z Jezusa:
LUK.23.35	—Innych potrafił ratować, niech więc teraz uratuje siebie, skoro jest Mesjaszem, Bożym wybrańcem!
LUK.23.36	Również żołnierze, podając Mu kwaśne wino, śmiali się z Niego:
LUK.23.37	—Jeśli jesteś Królem Żydów, uratuj się!
LUK.23.38	Nad głową Jezusa znajdowała się bowiem tabliczka z napisem: „
LUK.23.39	Jeden z przestępców, wiszących obok Jezusa, również naśmiewał się z Niego:
LUK.23.39	—Przecież jesteś Mesjaszem! Ratuj się więc! A przy okazji nas!
LUK.23.40	—Czy dlatego nie boisz się już Boga, że zostałeś skazany razem z Jezusem?—upomniał go drugi. 
LUK.23.41	—My za swoje czyny zasłużyliśmy na śmierć, ale On nie uczynił nic złego. 
LUK.23.42	Jezusie, pamiętaj o mnie, gdy znajdziesz się w swoim królestwie!—dodał.
LUK.23.43	—Zapewniam cię, że jeszcze dziś będziesz ze Mną w raju—odrzekł Jezus.
LUK.23.44	Nagle, około południa, całą ziemię okrył mrok i aż do godziny trzeciej było ciemno. 
LUK.23.45	Słońce utraciło swój blask, a zasłona w świątyni, oddzielająca miejsce najświętsze, rozdarła się na dwie części. 
LUK.23.46	Wtedy Jezus głośno zawołał:
LUK.23.46	—Ojcze, Tobie oddaję mojego ducha!—i po tych słowach skonał.
LUK.23.47	A rzymski dowódca, widząc, co się dzieje, oddał chwałę Bogu, mówiąc:
LUK.23.47	—To był prawy człowiek!
LUK.23.48	Ludzie, którzy tłumnie zebrali się, aby zobaczyć ukrzyżowanie Jezusa, wracali do domu w głębokim smutku. 
LUK.23.49	Natomiast przyjaciele Jezusa—wśród nich kobiety, które towarzyszyły Mu aż od Galilei—przyglądali się wszystkiemu z daleka.
LUK.23.50+LUK.23.51	Był wśród nich Józef, dobry i prawy człowiek, pochodzący z judejskiego miasta—Arymatei. Oczekiwał on nadejścia królestwa Bożego. Mimo że sam był członkiem Wysokiej Rady, sprzeciwiał się jej decyzjom oraz działaniom. 
LUK.23.52	Po śmierci Jezusa udał się do Piłata z prośbą o wydanie mu Jego ciała. 
LUK.23.53	Następnie zdjął je z krzyża, owinął w długie lniane płótno i złożył w nieużywanym dotąd grobie, który był wykuty w skale. 
LUK.23.54	Był to piątkowy wieczór, czas przygotowania do szabatu.
LUK.23.55	Kobiety z Galilei, które towarzyszyły wcześniej Jezusowi, obejrzały grób oraz jak złożono Jego ciało. 
LUK.23.56	Gdy wróciły do domu, przygotowały wonne zioła i olejki do namaszczania zwłok. W czasie szabatu jednak, zgodnie z przepisami religijnymi, nie mogły zajmować się zmarłym.
LUK.24.1	Dopiero w niedzielę, wczesnym ranem, zaniosły do grobu przygotowane olejki. 
LUK.24.2	Zobaczyły, że głaz zamykający wejście jest odsunięty. 
LUK.24.3	Weszły więc do wnętrza, ale nie znalazły ciała Jezusa. 
LUK.24.4	Stały oszołomione, gdy nagle obok nich zjawili się dwaj mężczyźni, ubrani w lśniące szaty. 
LUK.24.5	Przerażone, pokłoniły się im nisko. Oni zaś zapytali:
LUK.24.5	—Dlaczego szukacie w grobie Tego, który żyje? 
LUK.24.6	Nie ma Go tutaj. Powstał z martwych! Przypomnijcie sobie, jak wam mówił, będąc jeszcze w Galilei, 
LUK.24.7	że Syn Człowieczy zostanie wydany w ręce grzesznych ludzi i zabity przez nich, ale trzeciego dnia zmartwychwstanie.
LUK.24.8	Wtedy przypomniały sobie te słowa. 
LUK.24.9	Wróciły do Jerozolimy i opowiedziały o wszystkim jedenastu apostołom i pozostałym uczniom. 
LUK.24.10	A były to: Maria z Magdali, Joanna, Maria (matka Jakuba) oraz kilka innych kobiet. 
LUK.24.11	Słuchający sądzili jednak, że to jakaś zmyślona historia, i nie uwierzyli im. 
LUK.24.12	Mimo to, Piotr pobiegł jednak do grobowca. Zajrzał do środka i zobaczył same płótna. Wrócił więc do domu, zdziwiony tym, co zaszło.
LUK.24.13	Jeszcze tego samego dnia dwaj uczniowie Jezusa szli do wioski Emaus, odległej o jedenaście kilometrów od Jerozolimy, 
LUK.24.14	i rozmawiali o ostatnich wydarzeniach. 
LUK.24.15	Gdy tak żywo dyskutowali, sam Jezus podszedł i przyłączył się do nich. 
LUK.24.16	Oni jednak nie rozpoznali Go.
LUK.24.17	—O czym rozmawiacie?—zapytał.
LUK.24.17	Wtedy ze smutku przystanęli 
LUK.24.18	i jeden z nich, Kleofas, powiedział:
LUK.24.18	—Jesteś chyba jedyną osobą w całej Jerozolimie, która nie słyszała o wydarzeniach z ostatnich kilku dni.
LUK.24.19	—A o czym nie wiem?—zapytał Jezus.
LUK.24.19	—O tym, co się stało z Jezusem z Nazaretu—odrzekli. —Był On prorokiem, potężnym w czynie i słowie, cieszącym się uznaniem Boga i ludzi. 
LUK.24.20	Nasi najwyżsi kapłani i przywódcy religijni wydali Go jednak Rzymianom, którzy skazali Go na śmierć i ukrzyżowali. 
LUK.24.21	A my mieliśmy nadzieję, że to właśnie On jest Mesjaszem, mającym wyzwolić Izrael. Dziś mija już trzeci dzień od tych wydarzeń. 
LUK.24.22	Na dodatek kilka kobiet wprawiło nas w osłupienie. Powiedziały, że były o świcie przy grobowcu, 
LUK.24.23	ale nie znalazły Jego ciała. Ponadto widziały tam aniołów twierdzących, że Jezus żyje. 
LUK.24.24	Niektórzy z nas pobiegli tam zaraz i zastali wszystko tak, jak powiedziały kobiety: ciała rzeczywiście nie było.
LUK.24.25	Wtedy Jezus rzekł im:
LUK.24.25	—Jacy jesteście niemądrzy! Tak trudno uwierzyć wam w to, co prorocy powiedzieli w Piśmie! 
LUK.24.26	Przecież Mesjasz miał to wszystko wycierpieć, zanim zostanie otoczony chwałą!
LUK.24.27	I zaczynając od pism Mojżesza i proroków, wyjaśniał im wszystkie fragmenty Pisma, które mówiły o Nim jako Mesjaszu. 
LUK.24.28	Gdy doszli do Emaus, Jezus dał do zrozumienia, że idzie dalej. 
LUK.24.29	Oni jednak nalegali:
LUK.24.29	—Zostań z nami na noc. Jest już późno i robi się ciemno.
LUK.24.29	Wszedł więc z nimi do domu. 
LUK.24.30	A gdy zasiedli do kolacji, wziął chleb, podziękował za niego Bogu, połamał go na kawałki i podał im. 
LUK.24.31	Wtedy przejrzeli na oczy i rozpoznali Go, ale On zniknął. 
LUK.24.32	Zaczęli więc mówić jeden do drugiego:
LUK.24.32	—Czy serce nie biło nam mocniej, gdy podczas drogi rozmawiał z nami i wyjaśniał Pismo?
LUK.24.33	Jeszcze tej samej godziny wyruszyli z powrotem do Jerozolimy. Tam spotkali zebranych jedenastu apostołów i pozostałych uczniów, 
LUK.24.34	którzy potwierdzili, że Jezus rzeczywiście zmartwychwstał i że ukazał się Piotrowi. 
LUK.24.35	Wówczas ci dwaj opowiedzieli im o swoim spotkaniu z Jezusem i o tym, jak rozpoznali Go podczas łamania chleba.
LUK.24.36	Gdy jeszcze mówili, sam Jezus nagle stanął pośród nich i powiedział:
LUK.24.36	—Pokój wam!
LUK.24.37	Wszyscy się bardzo przestraszyli, sądząc, że widzą ducha.
LUK.24.38	—Czemu jesteście tacy przerażeni?—zapytał. —Dlaczego wątpicie, że to jestem Ja? 
LUK.24.39	Zobaczcie rany na moich rękach i nogach! Przecież to Ja, we własnej osobie! Dotknijcie Mnie, a przekonacie się, że nie jestem duchem. Duch przecież nie ma ciała ani kości, a Ja mam!
LUK.24.40	Mówiąc to, pokazał im swoje ręce i nogi. 
LUK.24.41	Uczniowie byli tak szczęśliwi i zdziwieni, że aż nie mogli uwierzyć w to, co widzieli. Wtedy Jezus zapytał ich:
LUK.24.41	—Czy macie tu coś do jedzenia?
LUK.24.42	Podali Mu więc kawałek pieczonej ryby, 
LUK.24.43	a On zjadł ją na ich oczach. 
LUK.24.44	Następnie powiedział do uczniów:
LUK.24.44	—Gdy jeszcze przed ukrzyżowaniem byłem z wami, mówiłem, że musi się spełnić to, co jest o Mnie napisane w Prawie Mojżesza, pismach proroków i w Psalmach.
LUK.24.45	Wtedy rozjaśnił ich umysły, by to wszystko zrozumieli. 
LUK.24.46	I dodał:
LUK.24.46	—Napisane jest, że Mesjasz będzie cierpiał, że umrze i trzeciego dnia powstanie z martwych. 
LUK.24.47	Wszystkie narody, począwszy od Jerozolimy, będą w Jego imieniu wzywane do opamiętania i przyjęcia odpuszczenia grzechów. 
LUK.24.48	Wy jesteście świadkami spełnienia się tych proroctw. 
LUK.24.49	Już niedługo ześlę wam to, co obiecał mój Ojciec. Na razie pozostańcie tu, w mieście, aż napełni was moc z nieba.
LUK.24.50	Potem wyprowadził uczniów z miasta w stronę Betanii. Wzniósł ręce i pobłogosławił ich. 
LUK.24.51	Czyniąc to, zaczął unosić się w górę i tak odszedł do nieba. 
LUK.24.52	Oni zaś oddali Mu pokłon i pełni radości powrócili do Jerozolimy, 
LUK.24.53	gdzie przez cały czas przebywali w świątyni i wielbili Boga.
JHN.1.1	Na początku było Słowo.
JHN.1.1	Było ono u Boga i było Bogiem.
JHN.1.2	Od samego początku było razem z Bogiem.
JHN.1.3	Ono powołało wszystko do istnienia.
JHN.1.3	I nic, co zostało stworzone, nie zaistniało bez Niego.
JHN.1.4	W Nim było życie, a życie jest dla ludzi światłem.
JHN.1.5	To Światło świeci w ciemnościach,
JHN.1.5	a mrok nie był w stanie Go pochłonąć.
JHN.1.6	Bóg posłał swojego człowieka, imieniem Jan,
JHN.1.7	aby powiedział ludziom o prawdziwym Świetle
JHN.1.7	i aby dzięki niemu wszyscy uwierzyli.
JHN.1.8	Sam Jan nie był Światłem,
JHN.1.8	lecz miał o Nim opowiedzieć.
JHN.1.9	I nadeszło prawdziwe Światło,
JHN.1.9	które oświeca każdego człowieka,
JHN.1.9	przychodzącego na świat.
JHN.1.10	Pojawiło się na świecie,
JHN.1.10	który dzięki Niemu powstał,
JHN.1.10	ale świat Go nie rozpoznał.
JHN.1.11	Przyszło do swojej własności,
JHN.1.11	ale swoi Go nie przyjęli.
JHN.1.12	Tym jednak, którzy Je przyjęli, i uwierzyli Mu
JHN.1.12	dało prawo stać się dziećmi Bożymi,
JHN.1.13	które narodziły się nie fizycznie
JHN.1.13	—w wyniku namiętności
JHN.1.13	czy ludzkich planów—ale z Boga.
JHN.1.14	Słowo stało się ciałem i jako człowiek
JHN.1.14	zamieszkało wśród nas.
JHN.1.14	Ujrzeliśmy więc Jego chwałę—chwałę,
JHN.1.14	jaką Ojciec obdarzył swojego jedynego Syna,
JHN.1.14	pełnego łaski i prawdy.
JHN.1.15	Jan Chrzciciel powiedział o Nim, wołając do zebranych wokół niego ludzi:
JHN.1.15	—To właśnie o Nim mówiłem: „Nadchodzi ktoś większy ode mnie, bo istniał wcześniej niż ja!”.
JHN.1.16	Z Jego bogactwa wszyscy otrzymaliśmy wiele łask. 
JHN.1.17	Mojżesz dał nam Prawo, natomiast dzięki Jezusowi Chrystusowi nadeszła łaska i prawda. 
JHN.1.18	Boga nikt nigdy nie widział, a pokazał Go nam Jedyny Syn—Bóg, który stanowi jedno z Ojcem.
JHN.1.19	Żydowscy przywódcy z Jerozolimy wysłali do Jana Chrzciciela kapłanów i ich pomocników z pytaniem:
JHN.1.19	—Kim właściwie jesteś?
JHN.1.20	Wtedy on jednoznacznie i dobitnie odpowiedział:
JHN.1.20	—Nie jestem Mesjaszem!
JHN.1.21	—No to kim? Eliaszem?—pytali.
JHN.1.21	—Nie.
JHN.1.21	—To może prorokiem?
JHN.1.21	—Też nie—odpowiedział Jan.
JHN.1.22	—Kim więc jesteś? Co mamy powiedzieć tym, którzy nas wysłali? Co możesz o sobie powiedzieć?—dopytywali go.
JHN.1.23	—Jak powiedział prorok Izajasz: „Jestem głosem wołającego na pustyni: Przygotujcie Panu drogę!”—odrzekł Jan.
JHN.1.24	Niektórzy wysłannicy, należący do ugrupowania faryzeuszy, 
JHN.1.25	zapytali go:
JHN.1.25	—Dlaczego więc chrzcisz, skoro nie jesteś ani Mesjaszem, ani Eliaszem, ani prorokiem?
JHN.1.26+JHN.1.27	—Ja zanurzam tylko w wodzie—odparł Jan. —Lecz niebawem nadejdzie ktoś, kto już jest wśród was, ale na razie nie dał się wam poznać. Ja nie jestem nawet godzien zdjąć Mu butów!
JHN.1.28	Miało to miejsce po drugiej stronie Jordanu, w Betanii, gdzie Jan udzielał ludziom chrztu.
JHN.1.29	Następnego dnia Jan ujrzał nadchodzącego Jezusa i rzekł:
JHN.1.29	—Oto Baranek, którego Bóg złoży w ofierze, aby usunąć grzech świata! 
JHN.1.30	To Jego miałem na myśli mówiąc, że „nadchodzi ktoś większy ode mnie, bo istniał wcześniej niż ja!”. 
JHN.1.31	Nie wiedziałem, że to On, ale po to właśnie przyszedłem i zacząłem chrzcić ludzi, aby ogłosić Izraelowi Jego nadejście.
JHN.1.32	Jan kontynuował:
JHN.1.32	—Widziałem Ducha, który zstąpił na Niego z nieba jak gołąb. 
JHN.1.33	Nie wiedziałem, że to On, ale Bóg, który mnie posłał, abym zanurzał ludzi w wodzie, powiedział: „Ten, na którego zstąpi Duch i spocznie na Nim, będzie zanurzał ludzi w Duchu Świętym”. 
JHN.1.34	Widziałem to i dlatego oświadczam, że On jest Synem Boga!
JHN.1.35	Następnego dnia Jan stał z dwoma uczniami. 
JHN.1.36	Gdy zobaczył idącego Jezusa, powiedział:
JHN.1.36	—Oto Baranek, którego Bóg złoży w ofierze!
JHN.1.37	Obaj uczniowie usłyszeli to i poszli za Jezusem. 
JHN.1.38	On obejrzał się i widząc, że za Nim idą, zapytał:
JHN.1.38	—Czego szukacie?
JHN.1.38	—Rabbi! (to znaczy: „Nauczycielu!”). Gdzie się zatrzymałeś na nocleg?—zapytali.
JHN.1.39	—Chodźcie i zobaczcie—odpowiedział Jezus.
JHN.1.39	Poszli więc z Nim, a ponieważ było już około czwartej po południu, zostali u Niego do końca dnia. 
JHN.1.40	Jednym z nich był Andrzej, brat Szymona Piotra. 
JHN.1.41	Odszukał on później Szymona i powiedział:
JHN.1.41	—Znaleźliśmy Mesjasza! (to znaczy: „Chrystusa”).
JHN.1.42	I zaprowadził go do Jezusa, a On spojrzał na niego i rzekł:
JHN.1.42	—Ty jesteś Szymon, syn Jana. Ale od teraz będziesz się nazywał Kefas (to znaczy: „Piotr”—„skała”).
JHN.1.43	Następnego dnia Jezus postanowił pójść do Galilei. Po drodze spotkał Filipa i rzekł do niego:
JHN.1.43	—Chodź ze Mną.
JHN.1.44	Filip pochodził z Betsaidy, rodzinnego miasteczka Andrzeja i Piotra. 
JHN.1.45	Spotkał on później Natanaela i powiedział mu:
JHN.1.45	—Znaleźliśmy Tego, o którym pisał Mojżesz i prorocy! To Jezus, syn Józefa z Nazaretu!
JHN.1.46	—Z Nazaretu?!—zdziwił się Natanael. —Czy stamtąd może pochodzić coś dobrego?
JHN.1.46	—Sam się przekonaj!—odrzekł Filip.
JHN.1.47	Gdy zbliżali się do Jezusa, On zobaczył Natanaela i powiedział:
JHN.1.47	—Oto prawdziwy Izraelita, w którym nie ma fałszu.
JHN.1.48	—Skąd mnie znasz?—zdumiał się Natanael.
JHN.1.48	—Widziałem cię pod drzewem figowym, zanim spotkał cię Filip—odrzekł Jezus.
JHN.1.49	—Nauczycielu! Jesteś Synem Boga! Jesteś Królem Izraela!
JHN.1.50	—Wierzysz w to, ponieważ powiedziałem, że widziałem cię, gdy byłeś pod drzewem figowym?—odparł Jezus. —Ujrzysz jeszcze więcej! 
JHN.1.51	Zapewniam was: Zobaczycie otwarte niebo i aniołów Boga wstępujących i zstępujących na Mnie, Syna Człowieczego.
JHN.2.1	Dwa dni później, w Kanie Galilejskiej, odbywało się wesele, w którym uczestniczyła matka Jezusa. 
JHN.2.2	Zaproszono na nie również Jezusa i Jego uczniów. 
JHN.2.3	I zdarzyło się tak, że zabrakło wina. Matka powiedziała o tym Jezusowi:
JHN.2.3	—Nie mają już wina.
JHN.2.4	—To chyba nie jest ani mój, ani twój problem—odpowiedział. —Jeszcze nie przyszła na Mnie pora.
JHN.2.5	Ona jednak poleciła służbie:
JHN.2.5	—Zróbcie wszystko, co wam powie.
JHN.2.6	A stało tam sześć kamiennych dzbanów, przygotowanych do żydowskiego obrzędu oczyszczenia. Każdy z nich mógł pomieścić jakieś osiemdziesiąt lub sto litrów. 
JHN.2.7	Jezus powiedział więc:
JHN.2.7	—Napełnijcie je wodą.
JHN.2.7	A gdy słudzy nalali wody aż po brzegi, dodał:
JHN.2.8	—Zaczerpnijcie teraz i zanieście gospodarzowi wesela.
JHN.2.9	Gdy gospodarz skosztował wody przemienionej w wino (nie wiedząc, skąd się wzięło, choć słudzy wiedzieli), zawołał pana młodego i rzekł:
JHN.2.10	—Zazwyczaj najpierw podaje się lepsze wino. Później, gdy goście już sobie podpiją—trochę gorsze. A ty najlepsze zostawiłeś na koniec.
JHN.2.11	W ten oto sposób w Kanie Galilejskiej Jezus dokonał pierwszego cudu. Objawił przez to swoją chwałę i uwierzyli w Niego Jego uczniowie.
JHN.2.12	Po weselu, razem z matką, braćmi i uczniami udał się na kilka dni do Kafarnaum. 
