MAT.1.1	Chitabu cha welesi wa Yesu Chilisito, mzukulu wa Daudi, mzukulu wa Bulahimu.
MAT.22.20	Yesu kawauza, “Chihanga chino na zina dino va yelihi?”
MAT.22.21	Wamwidika, “Va mfalume wa Loma.”
MAT.22.21	Yesu kawalongela, “Mwing'heni mfalume wa Loma vili va mfalume wa Loma na mwing'heni Mulungu vili va Mulungu.”
MAT.22.22	Viwahulike ivo wazanywa, wamuleka na wasegela.
MAT.22.23	Siku iyo Masadukayo wamwenga, wanhu wowolonga kuwa wanhu wowadanganike hawadaha kuzilibuka, wamuhitila Yesu, 
MAT.22.24	wamuuza, “Mfundiza, Musa kalonga munhu yahadanganika bila kuleka wana, ndugu yake yamsole mgane iyo muladi yanpatile wana ndugu yake yoyadanganike. 
MAT.22.25	Lelo kukala na ndugu saba, wa mwanduso kasola, maabaho kadanganika bila kupata wana, kamulekela ndugu yake muke iyo. 
MAT.22.26	Ndugu wekaidi ikala ivo ivo, na wekatatu, mbaka wose saba. 
MAT.22.27	Kuuhelelo mama ija nayo kadanganika. 
MAT.22.28	Lelo muna isiku ya kuzilibuka, mama iyo kezakuwa muke wa yelihi? Ndugu wose saba wamsola.”
MAT.22.29	Yesu kawedika, “Mweye mokwaga kwaviya hamuyamanyile Maandiko Yelile wala udaho wa Mulungu. 
MAT.22.30	Kwaviya wanhu wowadanganike vondawazilibuke, hawezasola wala kusoligwa, mbali wezakuwa fana msenga wa kuulanga. 
MAT.22.31	Na kwa mbuli ya kuzilibuka, vino hamusomile bule muna ichitabu Mulungu viyalongile, 
MAT.22.32	‘Niye Mulungu wa Bulahimu na Mulungu wa Isaka na Mulungu wa Yakobo.’ Sili Mulungu wa wanhu wowadanganike, mbali Mulungu wa wanhu weli wagima.”
MAT.22.33	Lung'husesa viwahulike ivo, wazanywa ng'hani na mafundizo yake.
MAT.22.34	Mafalisayo viwahulike kuwa Yesu kowatenda Masadukayo wanyamale, waiduganya hamwe. 
MAT.22.35	Imwe wawo, yoyakalile mfundiza Malagilizo kamuuza Yesu kwa kungeza. 
MAT.22.36	“Mfundiza, Lagilizo dilihi dili kulu kufosa yose?”
MAT.22.37	Yesu kamwidika, “ ‘Mulonde Mndewa Mulungu wako kwa moyo wako wose, na kwa muhe wako wose, na kwa nzewele zako zose.’ 
MAT.22.38	Dino ijo lagilizo dili kulu na da mwanduso. 
MAT.22.39	Na lagilizo dekaidi ijo dino, ‘Mulonde mkaya miyago fana viuilonda mwenyewo.’ 
MAT.22.40	Malagilizo yose ya Musa na maandiko yose ya walotezi wa Mulungu vohuwila malagilizo yano maidi.”
MAT.22.41	Mafalisayo viwaiduganye hamwe, Yesu kawauza, 
MAT.22.42	“Mweye mogesa choni kwa mbuli ya Chilisito Mkombola? Vino mwelekwa wa yelihi?”
MAT.22.42	Wawo wamwidika, “Mwelekwa wa Daudi.”
MAT.22.43	Yesu kawauza, “Lelo habali Daudi kamtanga Mndewa kwa udaho wa Muhe Yelile? Kwaviya Daudi kalonga, 
MAT.22.44	‘Mndewa kamulongela Mndewa wangu,
MAT.22.44	Kala hano ubanzi wangu wa kulume,
MAT.22.44	mbaka niweke wehi wako hasi ya magulu yako.’
MAT.22.45	One Daudi komtanga iyo ‘Mndewa,’ Chilisito kokuwaze mwelekwa wa Daudi?”
MAT.22.46	Habule munhu yoyose yoyadahile kumwidika Yesu, na kusongela siku ija habule munhu yoyose yoyagezile kumuuza Yesu kaidi.
MAT.23.1	Maabaho Yesu kalulongela lung'husesa lwa wanhu na wanahina wake. 
MAT.23.2	“Wafundiza Malagilizo na Mafalisayo wakala muna ichigoda cha Musa. 
MAT.23.3	Ivo yamheni na mutende yaja yose yowomulongelani, mbali sekemuhige viya viwotenda wawo, wawo hawasang'hana yaja yowoyalonga. 
MAT.23.4	Wowatwika wanhu mbahasha zizamile na wawo wenyewo hawalonda bule kugolosa hata kwa chidole wadahe kupapa. 
MAT.23.5	Wotenda chila chinhu muladi wawonigwe na wanhu, kwaviya wovala mulamulo wandikigwe Malagilizo muna ivihanga vawo na muna yamakono yawo, na wopanula vibwaya va viwalo vawo. 
MAT.23.6	Wolonda kukala kuna ivigoda va kuulongozi kuna yamadugila, na kukala kuchisogo kuna zikaye za kutosela. 
MAT.23.7	Wolonda kulamsigwa na wanhu muna yamagulilo, na wolonda kutangigwa ‘Mfundiza’. 
MAT.23.8	Mbali mweye sekemtangigwe ‘mfundiza’, kwaviya mfundiza wenu ni imwe muhala, na mweye wose mwandugu 
MAT.23.9	Na hano mwiisi sekemumtange yoyose, ‘Tata,’ kwaviya muna Tata imwe muhala wa kuulanga. 
MAT.23.10	Wala sekemutangigwe ‘Walangulizi’ kwaviya mulangulizi wenu ni imwe muhala, nayo ni Chilisito. 
MAT.23.11	Na mkulu kumwenu kolondeka yawe msang'hani wenu, 
MAT.23.12	Na munhu yoyose yondayaitende mwenyewo mkulu, kezahulumusigwa, na munhu yoyose yondayaitende mwenyewo ndodo kezakwezigwa.
MAT.23.13	“Mwizagaya mweye wafundiza Malagilizo na Mafalisayo! Wadelenya! Mowahindila wanhu Ufalume wa kuulanga mweye wenyewo hamwingila, na iviya hamuwalekela wowolonda kwingila wengile. 
MAT.23.14	Mwizagaya mweye wafundiza Malagilizo na Mafalisayo, Wadelenya! Kwaviya moja muna zikaye za wagane, na kwa udelenya motambika nhambiko nhali. Kwa ichimu icho nhaguso yenu izakuwa ng'hulu ng'hani.
MAT.23.15	“Mwizagaya mweye wafundiza Malagilizo na Mafalisayo! Wadelenya! Mogenda mwiibahali na mwiisi inyalile muladi muwapate wanhu wasondelele nzila ya kumsondelela Mulungu iyenu, na muhawapata mowatenda wawe wana wa jehanamu, miyanza midi kufosa mweye wenyewo.
MAT.23.16	“Mwizagaya mweye walangulizi vipofu. Mofundiza, ‘Munhu yoyose yahailaha kwa kaye ya Mulungu siyo chinhu, mbali kodaha kuilaha kwa zahabu ya Kaye ya Mulungu kaifunga.’ 
MAT.23.17	Mweye wabozi na vipofu! Ilihi yili ng'hulu, zahabu hebu Kaye ya Mulungu yoiitenda zahabu yele. 
MAT.23.18	Iviya mofundiza, ‘Munhu yoyose yahailaha kwa chilingo siyo chinhu, mbali munhu yondayailahe kwa nhambiko yili muna imazabahu, ulaho uwo womwamha.’ 
MAT.23.19	Mweye vipofu! Ilihi yili ng'hulu nhambiko hebu chilingo yoyiheleza inhambi? 
MAT.23.20	Ivo munhu yoilaha kwa chilingo kailaha kwa chilingo icho, na chochose chochikigwe mchanyha yake. 
MAT.23.21	Na munhu yoyose yoilaha kwa Kaye ya Mulungu koilaha kwa Kaye ya Mulungu, na Mulungu yokala mgati yake. 
MAT.23.22	Na munhu yoyose yoilaha kwa ulanga, koilaha kwa chigoda cha chifalume cha Mulungu, na kwa yeye yoyokala mchanyha yake.
MAT.23.23	“Mwizagaya mweye wafundiza Malagilizo na Mafalisayo! Wadelenya! Mosola zaka za wanhu, hata za mayani yeli na mnung'ho unogile, manjano, na kuno moleka mbuli za mana za malagilizo fana viya kumnogeza Mulungu, ubazi na uhuwilo. Yano hasa yayo yomulondeka kuyamhilila bila kuyaleka yaja yamwenga. 
MAT.23.24	Mweye walangulizi vipofu! Mogemula ng'honzi muna yamazi, mbali momela mnyama yotangigwa ngamiya!
MAT.23.25	“Mwizagaya wafundiza Malagilizo na Mafalisayo! Wadelenya! Mosunha nhungo na machano kwa kunze mbali mgati mumema vinhu vomuvipatile kwa kukwapula na ugila. 
MAT.23.26	Weye Mfalisayo chipofu! Yandusa kusunha nhungo mgati, na kunze kwizakwela iviya!
MAT.23.27	“Mwizagaya mweye wafundiza Malagilizo na Mafalisayo! Wadelenya! Mulinga fana maleme yoyahakigwe langi nzelu, yowoneka yanoga kwa kunze, mbali mgati yamema mivuha ya wanhu wowadanganike na chila chinhu chifilile. 
MAT.23.28	Na mweye iviya mowoneka na wanhu kwa kunze kuwa munoga, mbali kwa mgati mumema uhasanyi na udelenya.
MAT.23.29	“Mwizagaya mweye wafundiza Malagilizo na Mafalisayo! Wadelenya! Mozenga maleme ya walotezi wa Mulungu na kuyahamba maleme ya wanhu wanogile. 
MAT.23.30	Molonga cheye one chikalile uko miyaka iyo ya wasaho zetu, sigambe chitende chiya chiwatendile na kuwakoma walotezi wa Mulungu. 
MAT.23.31	Mbali motogola wenyewo kuwa mweye mwawana wa wanhu wawakomile walotezi wa Mulungu. 
MAT.23.32	Maabaho mukomelezela usang'hano wousang'hanigwe na wasaho zenu. 
MAT.23.33	Mweye mazoka, na wana wa mazoka! Modahaze kuikimbila nhaguso ya jehanamu? 
MAT.23.34	Maabaho nizatuma walotezi wa Mulungu kumwenu wanhu wabala na wafundiza, mbali wamwenga mwizawakoma na wamwenga mwizawawamba mumsalaba, na wamwenga mwizawalanha mibalati muna zikaye zenu za kutosela na kuwawinga kulawa bululu mbaka bululu. 
MAT.23.35	Ivo damu yose ya wanhu wanogile ize mchanyha yenu ilililigwe mwiisi kusongela kuitiligwe damu ya Abeli ija yanogile mbaka kakala damu ya Zakaliya mwana wa Balakiya yomumkomile muna Ikaye ya Mulungu hagati ya hanogile na chilingo. 
MAT.23.36	Nomulongelani kweli, mbuli zino zose zokwiza mchanyha ya wanhu wa ulelwa uno.
MAT.23.37	“Yelusalemu! Yelusalemu! Kuwakoma walotezi wa Mulungu na kuwatowa kwa mabwe waja wasenga woyawatumile Mulungu kumwenu! Miyanza mingahi nimkunzagizani hamwe kumwangu fana viya kolo da nguku vodikunzagiza vanage hasi ya mabawa yake, mbali hamulondile bule! 
MAT.23.38	Na sambi loleni Kaye yenu ya Mulungu izakuwa hame. 
MAT.23.39	Kwandusila sambi nomulongelani, hamwizaniwona kaidi! Mbaka vondamulonge, ‘Mulungu yomtemela mate iyo yokwiza kwa zina da Mndewa.’ ”
MAT.24.1	Yesu kasegela na kalawa kunze ya Kaye ya Mulungu, na viyakalile kohita, wanahina wake wamuhitila muladi wamulaguse yamazengo ya Kaye ya Mulungu. 
MAT.24.2	Yesu kawedika, “Moyawona yano yose? Nowalongela kweli, habule hata dibwe dimwe dondadisigale mchanyha ya dimwenga, chila dibwe dizalagazigwa hasi.”
MAT.24.3	Yesu viyakalile muna ulugongo lwa mizaituni, wanahina wake wamuhitila waidumwe wamulongela, “Chilongele mbuli izo zizalawilila zuwaki na chilaguso chaki chondachilaguse kwiza kwako na uhelelo wa isi yose.”
MAT.24.4	Yesu kawedika, “Muiteganye, munhu yoyose sekeyamvwizileni. 
MAT.24.5	Kwaviya wanhu wengi wezakwiza kwa zina jangu na wezalonga kuwa wawo ni Chilisito Mkombola, na wezawavwizila wanhu wengi. 
MAT.24.6	Na mweye mwizahulika ndwagi na luvumo lwa ndwagi, loleni sekendumbizwe, yayo yolondeka yalawilile kwaviya uhelelo ung'hali haunalawilila. 
MAT.24.7	Isi izaitowa na isi imwenga, ufalume wizaitowa na ufalume umwenga. Kwizakuwa na nzala na gudemeko da isi chila hanhu. 
MAT.24.8	Yayo yose yalinga fana mwanduso wa usungu wa kuibasula mwana.
MAT.24.9	“Mwizagwiligwa na kutuligwa muladi mutagusigwe na mwizakomigwa. Wanhu wa zisi zose wezamwihilani kwa ichimu changu. 
MAT.24.10	Wanhu wengi wezaikwala na kuulema uhuwilo wawo, na wezainunila, na wezaibiduka wenyewo kwa wenyewo. 
MAT.24.11	Maabaho wezalawilila walotezi wa uvwizi wengi muladi wawavwizila wanhu wengi. 
MAT.24.12	Kwa ichimu cha kongezeka kwa yehile, na ulondo wa wanhu wengi wizahola. 
MAT.24.13	Mbali ija yondayafunye umoyo mbaka kuuhelelo, kezakomboligwa. 
MAT.24.14	Na Mbuli ino Inogile ya Ufalume izapetigwa muna isi yose fana ukalangama kwa zisi zose, na maabaho uhelelo wizakwiza.
MAT.24.15	“Mwizawona, ‘Wihi wa ubananzi,’ woulongigwe na mulotezi wa Mulungu Daniyeli. Dizakwima hanhu helile, ija yosoma yavimanye. 
MAT.24.16	Maabaho waja weli muna isi ya Yudeya, wakimbilila kuna ulugongo. 
MAT.24.17	Ija yeli kuna ichisuwili, sekeyahumuluke kuvisola vinhu vili muna ikaye yake. 
MAT.24.18	Munhu yeli kumgunda sekeyabwele kuchisogo kusola walo jake. 
MAT.24.19	Wezagaya china mama weli na wimo na wokong'heza muna zisiku izo. 
MAT.24.20	Toseni kwa Mulungu muladi kukimbila kwenu sekekuwe muna zisiku za chihuhwe hebu siku za Mhumulo! 
MAT.24.21	Kwaviya lusita ulo, kwizalawilila magayo makulu, na iyo hainalawilila kwandusila kulumbigwa kwa isi mbaka diyelo na haizalawilila kaidi. 
MAT.24.22	Siku izo one sigambe zihunguzigwe, habule munhu yoyose yahakomboke, mbali Mulungu kezahunguza siku izo kwa ichimu cha woyawasaguligwe na Mulungu.
MAT.24.23	“Siku izo yoyose yondayawalongele mweye, ‘Loleni Chilisito Mkombola kahano!’ Hebu ‘kahaja!’ Sekemtogole. 
MAT.24.24	Kwaviya wezalawilila Machilisito wa uvwizi na walotezi wa uvwizi, nawo wezatenda mauzauza makulu na mawewedeko, muladi one ihadahika wadahe kuwavwizila mbaka wanhu wowasaguligwe.
MAT.24.25	“Tegelezeni! Nomulongelani mbuli ino lung'hali lusita halunafika.
MAT.24.26	“Hebu munhu yoyose yahakulongela, ‘Lola, ka kuna dibwilingu!’ Sekemuhite, hebu ‘Koifisa hano,’ sekemutogole. 
MAT.24.27	Kwaviya lumuli vilulawa ulawilo wa zuwa mbaka uswelo wa zuwa, ivo vondaiwe kwiza kwa Mwana wa Munhu.
MAT.24.28	“Hohose heli na mtufi, vilele woiting'hana.
MAT.24.29	“Vondauwe uzidilwa wa siku izo, zuwa dizagumigwa ziza, na mwezi hawizalava mulenge wake, na nhondo zizalagala kulawa kuulanga, na ludabwa wa kuulanga zizatingisigwa. 
MAT.24.30	Maabaho chilaguso cha Mwana wa Munhu chizawoneka kuulanga, wanhu wa makabila yose muna isi wezalila vondawamuwone Mwana wa Munhu kokwiza kulawa kuna yamawingu ya kuulanga kwa udaho na utunhizo mkulu. 
MAT.24.31	Nayo kezawatuma wasenga wa kuulanga hamwe na dizi kulu da mhalati, nayo kezawating'hana wanyachende wake kulawa chila ubanzi wa isi, kulawa uhelelo uno wa kuulanga mbaka umwenga.
MAT.24.32	“Kwa mbiki wa mtini muifunze simwe, matambi yake yokwandusa kutombola na kulava mayani, muvimanye mvula yahabehi. 
MAT.24.33	Iviya na mweye vimuyawona yano yose viyotendeka, muvimanye kuwa siku zahabehi ng'hani. 
MAT.24.34	Nowalongela kweli, mbuli zino zose zizalawilila wang'hali wanhu wokala sambi hawanadanganika. 
MAT.24.35	Ulanga na isi vizafosa, mbali mbuli zangu hazizafosa bule!
MAT.24.36	“Habule munhu yamanyile siku iyo wala saa, hata wasenga wa kuulanga wala Mwana, ila Tata muhala. 
MAT.24.37	Kwiza kwa Mwana wa Munhu kwizakuwa fana yaja yoyalawilile siku za Nuhu 
MAT.24.38	Zisiku izo ing'hali hainalawilila gombo, wanhu wakala woja na kungwa, wosola na kusoligwa mbaka Nuhu viyengile mwiisafina. 
MAT.24.39	Wakala hawavimanyile chochilawilile mbaka gombo diwasola wose. Ivo niivo vondaiwe kwiza kwa Mwana wa Munhu. 
MAT.24.40	Siku izo wanhu waidi wezakuwa kumgunda, imwe kezasoligwa na imwenga kezalekigwa. 
MAT.24.41	Wanaake waidi wezakuwa wodunda ndiya, imwe kezasoligwa na imwenga kezalekigwa.
MAT.24.42	“Ivo, kaleni meso, kwaviya hamuvimanyile siku yondayeze Mndewa wenu. 
MAT.24.43	Mbali muvimanye mbuli ino, Mwenekaye one yavimanyile lusita luyokwiza mbavi, yahakalile meso, sigambe yaileke kaye yake ibenigwe. 
MAT.24.44	Kwa ichimu icho na mweye muisasale kwaviya Mwana wa Munhu kokwiza muna isiku hamuilolele.
MAT.24.45	“Yelihi yeli msang'hani mwaminika mwene nzewele, mwenevale wake yamwike hachanyha ya wamwenga, yaweng'he ndiya kwa lusita lwake. 
MAT.24.46	Izakuwa vinoga kwa msang'hani ija mwenevale wake yaheza komfika katenda ivo. 
MAT.24.47	Nowalongelani kweli, mwenevale kezamwika msang'hani iyo mchanyha ya vinhu vake vose. 
MAT.24.48	Mbali msang'hani yehile kolonga mwenyewo kuwa mwenevale wake kokalama kubwela, 
MAT.24.49	Maabaho kandusa kuwatowa wasang'hani wayage na kuja na kung'wa hamwe na walevi. 
MAT.24.50	Maabaho mwenevale wa msang'hani ija kezakwiza siku hamuilolele na saa haimanyile. 
MAT.24.51	Mwenevale kezamkanha vihande, na kumwika hamwe na bumbila da wadelenya, uko kwizakuwa na ndilo na kudunda meno.
MAT.25.1	“Chipindi icho, ufalume wa kuulanga wizakuwa fana vino. Kukala na wali longo wowasolile mawenge yawo, maabaho wahita kungozela msolaji. 
MAT.25.2	Watano wawo wakala wabozi, na watano wakala wabala. 
MAT.25.3	Waja iwabozi wasola mawenge yawo mbali hawasolile ngama ya mavuta ya moto. 
MAT.25.4	Mbali waja iwabala wasola mavuta mwiizinyhupa zawo hamwe na mawenge yawo. 
MAT.25.5	Msola viyakalame kwiza, wose wandusa kukukila na wagona nhongo.
MAT.25.6	“Chilo chikulu, nyangi zigutigwa kunze, ‘Izoni msolaji kafika! Laweni muhite mukamuhokele!’ 
MAT.25.7	Wali wose longo walamka na wasola mawenge yawo. 
MAT.25.8	Waja iwabozi wawalongela iwabala, ‘Ching'heni mavuta yenu chidogo kwaviya mawenge yetu yazimika.’ 
MAT.25.9	Waja iwabala wawedika, ‘Haidahika bule kwaviya yano yeli muno hayafaya mweye na cheye. Vinogile muhite kwa wachuuza mavuta mukagule mavuta yenu wenyewo.’ 
MAT.25.10	Ivo waja wali iwabozi wahita kugula mavuta. Viwakalile wang'hali mwiinzila, msolaji kafika, wali wakalile waisasala wamala wengila nayo mwiikaye ya sola, na wahinda ulwivi.
MAT.25.11	“Hamwande waja wali iwabozi weza, wandusa kutanga, ‘Mwenevale! Mwenevale! Chivugulile ulwivi.’ 
MAT.25.12	Mbali mwenevale kawedika, ‘Nowalongela kweli, mweye simmanyileni bule.’ ”
MAT.25.13	Yesu kakomeleza kwa kuwalongela, “Kaleni meso, kwa ichimu hamvimanyile siku wala saa.
MAT.25.14	“Kaidi ufalume wa kuulanga wizakuwa fana vino. Kukala na munhu imwe kalonda kuhita mwanza, kawatanga wasang'hani wake na kuwalongela wakalize vinhu vake. 
MAT.25.15	Kamwing'ha imwe masanduku matano ya hela, imwenga masanduku maidi ya hela, na imwenga sanduku dimwe da hela, chila munhu fana viyadahile. Maabaho kasegela, kahita mwanza wake. 
MAT.25.16	Msang'hani ija yoyeng'higwe masanduku matano ya hela, kahita kazisang'hanila, kapata faida masanduku matano yamwenga ya hela. 
MAT.25.17	Iviya ija yoyeng'higwe masanduku maidi kasang'hanila kapata faida masanduku maidi yamwenga. 
MAT.25.18	Mbali ija msang'hani yoyeng'higwe sanduku dimwe, kahita, kahimba hasi na kaifisa hela ya mwenevale wake.
MAT.25.19	“Vilufosile lusita lutali, mwenevale wa watumigwa waja kabwela na kandusa kupeta hela ziyaweng'hile watumigwa wake. 
MAT.25.20	Msang'hani wa mwanduso yoyeng'higwe masanduku matano, kagala masanduku yamwenga matano, kamulongela mwenevale wake, ‘Mwenevale, kuning'ha masanduku matano, na hano hana masanduku yamwenga matano ya hela faida yonipatile.’ 
MAT.25.21	Mwenevale wake kamulongela, ‘Vinoga msang'hani unogile na wa kwaminika! Kwaminika kwa madodo, nizakwika mchanyha ya mengi. Ingila umo mwa kudeng'helela mwa mwenevale wako.’
MAT.25.22	“Maabaho msang'hani yoyeng'higwe masanduku maidi keza, kamulongela mwenevale wake, ‘Mwenevale, kuning'ha masanduku maidi, lola masanduku maidi ya hela yamwenga faida yonipatile.’ 
MAT.25.23	Mwenevale wake kamulongela, ‘Vinoga mtumigwa unogile. Kukala kunoga kwa madodo nizakwika mchanyha ya mengi. Izo udeng'helele hamwe na mwenevale wako.’
MAT.25.24	“Maabaho ija yahokele sanduku dimwe da hela imwe keza kalonga, ‘Mwenevale, nivimanya kuwa weye kwa munhu ndala. Kogobola hanhu huhahandile, na koduganya hanhu huhamizile mbeyu. 
MAT.25.25	Nidumba, ivo nihita nidifisa sanduku da hela muna umsanga. Lola hela yako aino.’
MAT.25.26	“Mwenevale wake kamwidika kamulongela, ‘Weye mtumigwa wihile na mbwa! Kovimanya kuwa niye nogobola hanhu sihahandile na noduganya hanhu sihamizile mbeyu. 
MAT.25.27	Viilondeka weye wiike hela yangu kwa iwaja wolava limangwe, na niye niheza nisole iyangu na kuhokela yoileligwe. 
MAT.25.28	Muhokeni hela iyo iyeli nayo, mwing'heni ija yeli na masanduku longo ya hela. 
MAT.25.29	Kwaviya munhu yoyose yeli na chinhu kokongeziligwa, mbali ija yeli bule kezahokigwa mbaka chiya ichidodo chiyeli nacho. 
MAT.25.30	Na mtumwa ija yelibule faida mwaseni kutali kunze kuna diziza, uko kezalila na kudunda meno.
MAT.25.31	“Mwana wa Munhu vondayeze muna utunhizo wake hamwe na wasenga wa kuulanga, kezakala mwiichigoda cha chifalume chake, 
MAT.25.32	na wanhu wa zisi zose wezaiting'hana haulongozi wake, nayo kezawagola fana viya ndima viyowagola ng'hondolo na luti. 
MAT.25.33	Kezaweka ng'hondolo ubanzi wa kulume na luti ubanzi wa kumoso. 
MAT.25.34	Maabaho Mfalume kezawalongela waja weli ubanzi wake wa kulume, ‘Izoni mweye womutemiligwe mate na Tati yangu, hokeleni ufalume unifunganyiligwe kwandusila isi viilumbigwe. 
MAT.25.35	Nikala na nzala, muning'ha ndiya, nikala na ng'hilu, muning'ha mazi ya kung'wa, nikala mgeni, munihokela muna ikaye yenu, 
MAT.25.36	nikala nabule chiwalo, muning'ha chiwalo, nikala mtamu, mwiza kunisang'hanila, nikala mchifungo, mwiza kunilaula.’
MAT.25.37	“Maabaho wanhu wanogile wezamwidika, ‘Mndewa, zuwaki chikuwona kwa nzala chikwing'ha ndiya? Hebu zuwaki chikuwona kuna ng'hilu chikwing'ha mazi? 
MAT.25.38	Hebu zuwaki viukalile mgeni chikuhokela muna ikaye yetu? Hebu zuwaki viukalile kwabule chiwalo chikuyawaza? 
MAT.25.39	Hebu zuwaki chikuwona kwamtamu hebu kwa mchifungo chiza kukulaula?’
MAT.25.40	“Mfalume kezawedika, ‘Nowalongeleni kweli, fana vimuwatendela ndugu zangu wawo wadodo, munitendela niye!’
MAT.25.41	“Maabaho kezawalongela waja weli ubanzi wake wa kumoso, ‘Segeleni kumwangu, mweye womuduwiligwe na Mulungu, muhite kuna umoto wa siku zose uyekiligwe Mwihi na wasenga wa kuulanga wake! 
MAT.25.42	Kwaviya nikala na nzala hamuning'hile ndiya, nikala na ng'hilu hamuning'hile mazi ya kung'wa, 
MAT.25.43	nikala mgeni, hamunihokele muzikaye zenu, nikala nabule chiwalo hamuniyawaze bule, nikala mtamu na mwiichibano hamwizile kunilaula.’
MAT.25.44	“Wawo wezakwidika wezalonga, ‘Mndewa zuwaki chikuwona kwa nzala, hebu kuna ng'hilu, hebu kwa mgeni, hebu kwabule chiwalo, hebu kwa mtamu, hebu kwa mchifungo, sekechikutaze?’ 
MAT.25.45	Mfalume kezawedika, ‘Ukweli nowalongela, chochose chiya hamuwatendele wadodo wawo, hamunitendele niye bule.’ 
MAT.25.46	Wawo wezahita kwingila magayo ya siku zose, na wanogile wezahita kuna ugima wa siku zose.”
MAT.26.1	Yesu viyakomeleze kufundiza mbuli zino zose, kawalongela wanahina wake, 
MAT.26.2	“Fana vimumanyile zihafosa siku mbili, izakuwa dugila da Pasaka, na Mwana wa Munhu kezalavigwa muladi yawambigwe mumsalaba.”
MAT.26.3	Siku ziya wakulu wa nhambiko na walala walangulizi wa bumbila da wahuwila wa Chilisito woiting'hana muna imhongono ya mkulu wa nhambiko, zina jake Kayafa, 
MAT.26.4	wazahila nzila ya kumgwila Yesu chinyelenyele muladi wamkome. 
MAT.26.5	Walonga, “Mbali sekeiwe siku za dugila, sekeilawilile ndwagi mwa wanhu.”
MAT.26.6	Yesu viyakalile Besaniya, mwiikaye ya munhu yotangigwa Saimoni yoyaugule utamu wa dikulu. 
