MAT.1.1	Ngel evi naul ne metka se Iesu Kristo metka se Devet, ko metka se Epram.
MRK.3.28	Ko kaprunge nanu kele san: Nuwretun nga nuwretun nuwrai tevi kami, jinibb nir Atua p̃itlasi tweni nololien ser nir ko nale nga marsij ser kele nir nga marok-rij melmelas renger. 
MRK.3.29	Ko poro san p̃irij melmelas ko pusopsop̃e Nem̃in On, ngok netlasien nen ejki rres nawone. Ni on renge nololien nga puto tuwi ngok vini.” 
MRK.3.30	Owrai erpok suri nga nir arwera nem̃in nga m̃isij eptevi ni.
MRK.3.31	Mian ko Iesu tasin nir ko tasu sen arivel ko arini ie; ko artur vare, ko arkoni jinibb san evan piveruse loloim. 
MRK.3.32	Ko delung elep arlik rrale ni. Ko arwerai tevi ni, arwera “Kuplesi tasu som ko tasim nir artur ngel vare, arpej nik, arwera parlesim.” 
MRK.3.33	Ko ni owra lweni tevi nir, owra “Isi evi tasu suk
MRK.3.33	ko isi arivi tasik nir?” 
MRK.3.34	Ko ni oklu emteni nir nga marlik rrale ni, ko owrai tevir, owra “Kaplesi tasu suk ko tasik nir, nir le ngel! 
MRK.3.35	Isi nga puloli marongen se Atua, m̃ernen ko evi tasik ko jojik ko tasu suk.”
MRK.4.1	Ko Iesu evisviseni kele jinibb nir renge jeli nuwito ngalu, ko delung elep nga elep arini korti jin. Ko ni esa asi van renge drrav san e ko esakel rengen. Ko jinibb sen nir arsoni tweni drrav, esal van ngalngalu sopon, ko delung jile nir arlik jer ngaut renge jeli nuwito. 
MRK.4.2	Ko ni evisvisenir e nanu elep renge nale rrongrrongvi. Ko owrai tevir renge nale rrongrrongvi sen, owra 
MRK.4.3	“Kaprunge ta. Jinibb san nga mok-jijreni jelangin evel van nga p̃ijijreni jelangin. 
MRK.4.4	Ko daron nga mok-jijreni jelangin e mirpok, ko sopor arwij asi van renge dan ne sel e, ko numön arow vini ko artasi twenir. 
MRK.4.5	Ko sopor kele arwij asi van renge dan ne jerev e, lat nga dan sete mimtul rengen. Ko aretiv pelari ngavilvilsen, suri dan sete emtul. 
MRK.4.6	Mian ko daron nga nial mivini muwosput mare e, ko armeli, suri lap̃er ejkie, ko armaob. 
MRK.4.7	Ko sopor kele arwij asi van renge lolo moku e; ko moku armaur imare ko arejal tevtevnir, ko sete arongwos parwen. 
MRK.4.8	Ko sopor ma sete arwij lingi dan nga m̃irres nen, armatur jer rengen, ko aretiv, armaur, ko arwen. Sopor wener ejpari ngavöl itul (30), ko sopor wener ejpari ngavöl ouwon (60), ko sopor wener ejpari ongut vesan (100).” 
MRK.4.9	Ko ni owrai tevir, owra “Isi nga boron otoe, purnge re nolo boron!”
MRK.4.10	Ko renge daron nga Iesu m̃isan vajin e, ko lartul nga marlik tevi ni ko jinibb sen wor nir esngavöl drromon eru arsusi nale rrongrrongvi nen nir tevi ni. 
MRK.4.11	Ko ni owrai tevir, owra “Kami ko ma, Atua elai momsawos nanu nga marto silveni renge batun vanu sen tevi kami. Ko nir nga marlik renge vare nir, nanu jile arlai tevir renge nale rrongrrongvi. 
MRK.4.12	Niko Naul On owrai owra ‘parlesi ko parlesi lululweni, ko sete parlesi wose. Parunge ko parunge lululweni, ko sete parongwose. Suri nolor eterter ko armusus nolor pulululwi, ko arwera ‘Rratrongwose ko rratmetutu, ko rratrieni lweni nolorr tululwi, ko Atua titlasi tweni nololien se kerr suri!’ ” 
MRK.4.13	Ko ni owrai tevir, owra “Kami kamrrerrlenge nale rrongrrongvi nga mowrai ngok ko? Ko poro pirpok ko poro nga bowra nale rrongrrongvi m̃inij kele sopor, ko kami kaprongwose pirpese? 
MRK.4.14	M̃er nga mok-jijreni jelangin ngok, erpe m̃er nga mok-werwer renge nale se Atua ko. 
MRK.4.15	Dan ne sel osorsan tevi nir nga ngel le, nga marunge nale se Atua ko marloli nolor m̃iterter nga marmusus parunge ko parlingi renge nolor. Niko muloli ngavilvilsen Demij mivini m̃iteseni luwe nale se Atua renge nolor. 
MRK.4.16	Ko dan ne jerev erpe nir nga ngel le, nga marunge nale se Atua nga mivitan, ko arir lengleng e ko arlai ngavilvilsen. 
MRK.4.17	Ko lap̃er sete artoe renge nolor; arlik beblen bbong, mian ko daron nga nat m̃ikarkar renger e suri nale ne batun vanu se Atua, ko marojir suri, marloli m̃isij tevir suri, ko nolor arvitan arvesane. 
MRK.4.18	Ko nir m̃inij nen nir arirpe jelangin nga miwij van renge lolo moku. Nir ngel ko arivi lartul nga marmurronge nale, 
MRK.4.19	ko arrorrmi p̃elak nanu ne iel ngatan nir, rrek nijor ervei norrorrmien ser, rrek nolor arvenae nanu elep kele. Ko nanu ngok ko nir arejal tevtevni vajin nale ne batun vanu se Atua nga morrongrrongvi re jelangin nga mivitan re nolor, ololi sete wener otoe rragrrag. 
MRK.4.20	Ko jelangin sopor nga marvitan van renge dan nga m̃irres nen e arsorsan tevi nir nga marunge nale ko martori renge nolor, ko arwen. Sopor wener ngavöl itul (30), ko sopor wener ngavöl ouwon
MRK.4.20	(60) ko sopor wener ongut vesan (100).”
MRK.4.21	Ko Iesu owrai kele tevi nir, owra “Daron nga kumla laet vini e, sete orongwos kupla twenie nga kuptawi ore besin e, ko sete orongwos kuplingi renge melve maling, ejki. Ko kuplingi ko wor renge milngen mawos. 
MRK.4.22	Ko erpok ko, sete nanu san orongwos piteptepi; pian ko pia-to limjer kobbong. Rreknga nanu tama san nga parsilveni puto teptepi, ejki rres nawon! Nanu jile parpelari p̃etp̃eti ko wor renge moron. 
MRK.4.23	Isi nga boron otoe, purnge re nolo boron!”
MRK.4.24	Ko ni owrai kele tevi nir, owra “Nale ngok nga kamok-murrong nir ngok, kaprrorrmir ko wor, ko kamrongwos kaplair pusorsan tevi nga kamok-p̃elak m̃iterter suri. Ko Atua p̃ila norongwosien mare nen kele tevi kami. 
MRK.4.25	M̃er nga murnge ko murrul totoni, m̃ernen para-lai kele ko wor tevi ni. Ko m̃er nga murnge ko sete murrul totoni, m̃ernen para-lai tweni jin norongwosien sen beblen nga ni murongwos wowomue pa.”
MRK.4.26	Ko Iesu owrai tevir, owra “Batun vanu se Atua erpel le. Jinibb san ok-jijreni jelangin renge orsel san. 
MRK.4.27	Musuw ko ean vajin elelea nawon, setemun orrorrmi suri renge nutrin ko nutpong, ejki mun. Jelangin etiv pelari esan. Ko emra elep vajin, ko m̃ernen sete orongwose rragrrage suri erpese. 
MRK.4.28	Dan esan kobbong ololi ewen. Womujnen elngi nowsen mian ko nevngun, mian ko elngi wenen jile vajin. 
MRK.4.29	Ko daron nga wenen m̃itra m̃irres mimirr vajin, ko m̃er nga ela nesip ko ean eta tutweni vajin, suri evi daron ne numös vajin.”
MRK.4.30	Ko Iesu owrai tevi jinibb nir, owra “Kerr purrongrrongvi batun vanu se Atua pirpese? Rreknga renge nale rrongrrongvi sev rraploli piplari limjer p̃irres rengen? 
MRK.4.31	Rraprrongrrongvi pirpel le: Jinibb san ela jelangi nubek san ko orwi. Jelangin nen ewelili nga ewelili jer lingi jelangi nai jijle nir. 
MRK.4.32	Ko daron nga murwi jile ko mietiv pelari vajin, ko emra elep van mare e, ko easi p̃etp̃eti nai nga ngok nen nir. Ko emeseksek, rengsin nir arlelep arsalsal van ngasu jer. Ko numön esaut arinini ren, arok-loli menur renge rengsin nir, ko arok-molmol re melven.”
MRK.4.33	Iesu ela nale rrongrrongvi lele elep kele nga marirpok nir tevi jinibb nir, osorsan tevi nir marongwos parongwose. 
MRK.4.34	Ni ok-visviseni nir renge bbong nale rrongrrongvi ko. Ko daron nga Iesu nir jinibb sen kis vajin marsan, ko owra suri nale rrongrrongvi nga nir lat nga marto suri vajin.
MRK.4.35	Renge nabong nen malum, renge daron nga nat mirivriv vini, ko Iesu owrai tevi jinibb sen nir owra “Kerr puwlu van renge devje nuwi e.” 
MRK.4.36	Ko arivel arlinglingi delung nir artur jer, ko arengeni ni renge drrav eptevir, drrav nga pa ni m̃isakel ko rengen. Ko drrav m̃inij kele sopor arpitevi drrav nen. 
MRK.4.37	Ko mian ko sete epriv ko ling serser nga milep san etwut vini. Ko daptap arwowosi elep, arututi drrav ko arjivjivi van renge nolon. Ko natung owun elep renge drrav, ko otomori purron. 
MRK.4.38	Ko Iesu ematur pareng pa renge batu drrav vitunen, ematur oulele pilo san. Ko jinibb sen arini ko arwuni tweni, arwerai tevi arwera “E, jinibb nevisvisenien, sete kurrorrmi nga kerr rrapmij?” 
MRK.4.39	Ko ni emra otur ko ewer ore ling. Ko owrai tevi nuwi owra “Kupmol kupjire p̃irres!” Ko ling omol omosi evesane, evilvil. 
MRK.4.40	Ko ni owrai tevi nir owra “Suri sev nolo kami eririr? Nibeni nosurien se kami?” 
MRK.4.41	Ko nir armetutu lengleng, arij vijvij por arwerwerai tevir arwera “Aro, isi le ngel, nga ling ko nuwi kele morosuri ni?”
MRK.5.1	Nir arwolu toku renge devje nuwito momsawos renge sise m̃eri Gerasa nir. 
MRK.5.2	Ko daron nga moka-jubbul renge drrav e, ko jinibb san nga nem̃in nga m̃isij m̃isisilvi evel pelari renge dubb e nir vini, evel tersele, esewute. 
MRK.5.3	M̃ernen ok-lik pa renge lat nga marok-tivtavin e ko, renge dubb nir. Ko setemun jinibb san orongwose p̃isre totoni tevi dil nga marterter e nir, ko dil delrrurr kele nir sete arvitere, ejki mun. 
MRK.5.4	Suri arok-sere totoni tetajer pa nevren ko nuru ko b̃elan nuru tevi dil nga marterter e nir ko tevi dil delrrurr nir, ko ok-rrerrerrsir armotot. Ko niko setemun san derteren sen evtere nga purrul totoni puloli pumu luwi. 
MRK.5.5	Ko tetajer, renge nutrin ko nutpong kele nir, ni ok-ivel karkar renge dubb nir ko botwen nir ko ok-kikail ko ok-tevteve nevöt e ni luwi niben nir.
MRK.5.6	Ko daron nga m̃ilesi Iesu mivel malum ngasu wore vini, ko owlu van jin ejipa ngatan jin. 
MRK.5.7	Ko ekail van mare temijpal owra “Sev som oto ni le iel, Iesu Atua ne Drromsen Mare Natun? Inu nungonie nik eterter renge Atua, warru sete kuplokloksik!” 
MRK.5.8	Suri Iesu muwra pa “Nik nem̃in nga m̃isij, kupivare lingi morok!” 
MRK.5.9	Ko Iesu osusi tevi, owra “Nik nisem si?” Ko ni owrai tevi ni, owra “Inu nisek ko Delung, suri kem elep.” 
MRK.5.10	Ko ni ongoni tevi Iesu eterter, nga ni sete puoji tweni nem̃in nga marsij nen nir parivel lingi vanu nen.
MRK.5.11	Ko renge ie, nior b̃erp̃er nga milep san arok-susung bbong mori jeli botwen nen. 
MRK.5.12	Ko nem̃in nga marsij nir arngoni tevi Iesu arwera “Kupkoni kem van renge b̃erp̃er ngok nir, nga kem nabsilvir.” 
MRK.5.13	Ni elinglingir, ko nem̃in nga marsij arsil ivivare lingi m̃er nga, ko arwolu van arsilvi b̃erp̃er nir; ko arloli batur arlengleng. Ko b̃erp̃er nen nir elep, evi nuvasngavöl varu (2000); ko nir p̃etp̃eti arwolu jubbjubbul mawos nuwito ngatan, ko arow jubbjubbul van renge nuwi, ko arron. 
MRK.5.14	Ko lartul nga marok-uwngani b̃erp̃er nen nir arwolu van renge ngaim nga milep ko ngaim nga wewarrang nen mir, arwerai tevi jinibb nen nir. Ko jinibb nen nir arivel tweni parlesi sev nga miplari ngok pa. 
MRK.5.15	Ko nir arini ji Iesu. Ko arlesi m̃er nga nem̃in nga marsij milep marsisilvi nga, norrorrmien sen erres luwi, ko ori sunsun, ko elik malum vajin. Ko armetutu vajin. 
MRK.5.16	Ko nir nga marlesi mawose nanu ngel miplari arsup̃e suri erres tevir lat nga muto suri, erpese renge ni nga nem̃in nga marsij marsisilvi, ko suri kele b̃erp̃er nir. 
MRK.5.17	Ko nir aron tertere Iesu arwerai tevi nga ni pivel lingi vanu ser.
MRK.5.18	Ko daron nga ni m̃isa luwi renge drrav, ko m̃er nga nem̃in nga marsij marsisilvi bonevis nga ongoni tevi Iesu nga ni piptevi ni. 
MRK.5.19	Ko Iesu ewer ore owra pijki, ko owrai tevi ni, “Kupluwi van renge naim som e ji metka som nir, ko kupsup̃e tevir erpese nga Numal mimrreni nik, ko nanu nga milep nga muloli tevim.” 
MRK.5.20	Ko m̃ernen osri sel sen olwi, ko ospusp̃e vajin limjer renge lat nga marwera Ngaim Esngavöl e, nanu nga milep nen nga Iesu muloli tevi ni. Ngok jinibb jijle daron nga marunge, ko artaole.
MRK.5.21	Iesu esa kele renge drrav ko arwolu pelaot van renge devje nuwito kele e. Ko daron nga marwolu toku e vajin, ko delung nga milep arini korti jin ngalu. 
MRK.5.22	Ko renge iok jinibb san nisen Jaeras nga mok-metmete naim ne loten elesi ni ko evini jin, ejipa ngatan renge b̃elan. 
MRK.5.23	Ko on tertere owra “Natuk nesenwarreng otomori pimij. Wurru nungonim kupini kuplingi nevrem rengen, ko vin wel nen p̃irres luwi!” 
MRK.5.24	Ko Iesu eptevi ni nuru oran. Ko delung elep arvijuri suri ni ko arlilji ni.
MRK.5.25	Ko nesevin san nga mesien se nesevin nir muloli tetajer e renge sia esngavöl drromon eru, 
MRK.5.26	ko ornge lengleng e esij elep, ewretun elesi dokta elep. Ko olokloksi p̃etp̃eti nevöt sen, ko setete nanu san erres renge ni, ea-runge lengleng ma esij ko. 
MRK.5.27	Ko daron nga murnge vajin nanu nga Iesu mulolir, ko esilvi delung nir vitu ko evini morie, ko ejpari sunsun sen. 
MRK.5.28	Suri orrorrmi renge nolon, owra “Poro bbong bejpari bongsi sunsun sen ko ngok inu b̃erres luwi ko pa.” 
MRK.5.29	Ko daron mawos nga pa mijpari e ko mete drra emes, ko ornge renge niben nga ni erres pa osuw renge mesien sen. 
MRK.5.30	Renge daron mawos nen Iesu ornge renge niben nga derteren owlu lingi ni, ko erieni ni ko osusi owra “Isi ko mijpari sunsun suk?” 
MRK.5.31	Ko jinibb sen nir arwerai tevi, arwera “Po! ko kulesi delung elep arlililjim, ko erpese nik kuwra isi ejparim?” 
MRK.5.32	Ko ni okluklu wor emteni rrale nir, owra p̃ilesi isi ko ololi nanu ngel. 
MRK.5.33	Ko nesevin nen emtutu ko eririr, orongwose sev nga ni muloli. Ko evini ejipa vitan renge b̃ela Iesu ko owra weretunen nir tevi. 
MRK.5.34	Ko ni owrai tevi vinnen, owra “Natuk, nosurien som ololim kumrres. Kupluwi renge demat, kurres ko pa renge mesien som.”
MRK.5.35	Daron nga m̃irij malum e ko jinibb sopor arivel renge naim se Jaeras vini, ko arwerai tevi Jaeras arwera “Natum nesenwarreng emij pa osuw. Kuplinglingi Numal, setemun kupvijajeng rengen.” 
MRK.5.36	Ko Iesu sete ewer suri nale nga marwerai nir, owrai tevi owra “Sete kupmetutu. Sansan kobbong, kuposuri.” 
MRK.5.37	Ko ni ewer ore jinibb nir sete san pivijuri, sansan kobbong Pita ko Jemes ko Jon, Jemes wor tasin. 
MRK.5.38	Ko nir aran vajin renge naim se Jaeras. Ko Iesu elesi nga nir muwun saut, ko arting vijajeng lengleng, arul temijpal van mare. 
MRK.5.39	Ko ni evan loloim, ko owrai tevi nir, owra “Erpese kami kamting vijajeng? Nesenwarreng sete emij, ko ematurrwel kobbong.” 
MRK.5.40	Ko nir arunge erij se lenglengen, ko armen keraji e. Ko ejelir aran vare e, ko elai kis bbong tata ko tasu se nesenwarreng ko nir nga marpitevi ni. Ko ni evan renge lat nga nesenwarreng mimatur ren. 
MRK.5.41	Ko orrul totkoni nevre nesenwarreng ko owrai tevi owra “Talita kum,” nga muwra mirpel: “Nesenwarreng, nuwrai tevi nik kupmera.” 
MRK.5.42	Ko renge daron mawos nen ko pa nesenwarreng emra, ko evivel. Suri sian esngavöl ko pa drromon eru. Ko bbösa nga milep elair e. 
MRK.5.43	Ko Iesu ewer ore nga sete parwowrai nanu ngel tevi jinibb pisan purongwose, pijki. Ko owrai tevir nga parlai nanen sopon tevi vin wel nen purroi.
MRK.6.1	Ko Iesu evel lingi lat nen ko olwi van renge ngaim sen e, ko jinibb sen nir arvijuri suri ni. 
MRK.6.2	Ko moro nabong ne Sapat mivini, ko ni evan renge naim ne loten ko evisviseni jinibb nir rengen. Ko
MRK.6.2	nir elep armurrarronge ni, ko bbösa elair e ko arwera “M̃erel ela norongwosien ngabe le? Ko ok-loli nanu nga marinijnij nawone nir arirpese le? 
MRK.6.3	Kerr rramrongwose kobbong, evi metusu, Merri natun, ko tasin Jemes ko Joses, ko Juta, ko Saemon. Ko sete jojin le nir ngel marpitevi kerr?” Ko arong karkare. 
MRK.6.4	Ko ni owrai tevi nir, owra “Weretunen, propet san arongwos parosuri lat jijle nga mian e. Ko jinibb nga ma renge sisen woswos, ko metka sen nir ko niaken sen nir sete mara-osuri p̃elake. Nanu ngok sete erres.” 
MRK.6.5	Ko ni sete orongwos puloli nanu san ie. Elngi bbong nevren renge nir nga marmesi evis ko, ololi arres luwi. 
MRK.6.6	Ko ni etaole nga sete marosuri. Ko evel evisviseni jinibb nir rrale vanu nen ngaim nen nir.
MRK.6.7	Ko Iesu everus jinibb sen esngavöl drromon eru arini jin, ko elai derteren tevir nga paroji tweni nem̃in nga marsij nir. Ko ni okoni tweni nir ererwi arivel. 
MRK.6.8	Ko ni ewer orer, owra “Sete kaptori nanu pisan renge nivelen se kami renge sel, pijki, niv pijki, narr pijki, ko nevöt pijki renge baos kele. Sansan kobbong, kaptori nejipjip pisansan. 
MRK.6.9	Ko kaprae but se kami, ko sete kapuri sunsun p̃ieru.” 
MRK.6.10	Ko ni owrai kele tevir owra “Naim ngabe nga kami kapan rengen womu ko parevei kami, kaplik ko pa rengen pijpari daron nga kapa-ivel lingi naim nen. 
MRK.6.11	Ko poro renge ngaim san jinibb nen nolor p̃iterter, sete parunge kami nga parevei kami van jir, ko ngok, daron nga kapa-ivel lingi ie, erres kapwirrwirrleni tweni maw nga muto re but se kami renge meter nga parlesi, piviseni tevir nga marloli m̃isij.”
MRK.6.12	Ko nir arivel lingi, aran arwerwer tevi jinibb nir nga nolor pulululwi. 
MRK.6.13	Ko aroji tweni nem̃in nga marsij elep arivare renge jinibb nir, ko arjivi oel van renge nir elep nga marmesi, ko arlolir arres luwi.
MRK.6.14	Ko Numal Erot Antipas ornge marsup̃e Iesu, suri nisen jinibb jile arunge. Ko nir sopor arwera “Jon Baptaes ko otur imare luwi renge mijen, ko ngok niko majingen nga marlelep ngok arimare renge ni, ko ololi nanu nga marinijnij nawon ngok e nir.” 
MRK.6.15	Ko jinibb sopor kele arwera “Ni evi Elaeja,” ko nir sopor kele arwera “Ni evi propet ko, erpe propet ne tuwi san.” 
MRK.6.16	Ko Erot daron nga murnge ko owra “Rrek Jon ko nga inu m̃eta otvi batun, otur imare luwi kele renge mijen kele!”
MRK.6.17	Ko Erot Antipas bonevis pa okoni jinibb san evan orrul totoni Jon ko esre totoni elngi renge naim ne nekaien, suri marongen se Erotias nesevin se tuwan Pilip. Suri ni etkai luwe vinnen, 
MRK.6.18	ko Jon owrai tevi Erot, owra “Sete erres nga nik kuptekai luwe nesen se tuwam.” 
MRK.6.19	Niko Erotias esij lengleng tevi Jon, emrreni parevji pini. Ko Erot ewer ore, 
MRK.6.20	suri emtutue Jon; orongwose nga ni evi jinibb san nga m̃irres, evi jinibb on. Ko emetmete ni erres renge naim ne nekaien. Ko daron nga murnge nale sen, ko eir kobbong renge purnge, ko ornge esij lengleng kele, suri ololi nanu elep.
MRK.6.21	Ko mian ko nabong mawos se Erot evini nga ni puloli dabbuen renge nga ni m̃iak e. Puloli tevi numal sen nir, ko batu jinibb nuval nir, ko batu jinibb ne Galili nir. Ko renge daron nen, Erotias elesi evi daron san nga m̃irres se ni. 
MRK.6.22	Ko okoni natun nesen m̃elakel evini loloim ko esew. Ko Erot ko lartul nga marlik tevi renge nanen marlesi, ko arlesi erres p̃elak. Ko numal Erot owrai limjer tevi vinnen owra “Kupngoni tevik isev nga nik kumrreni ko inu b̃elai tevim!” 
MRK.6.23	Ko ni ojuji lengleng mare ko owrai tevi vinnen owra “Isev tama san nga poro kupngoni tevik, b̃elai tevim; poro pivi devje vanu suk, ko b̃elai ko wor tevim.” 
MRK.6.24	Ko ni ean vare ko osusi tevi tasu sen, owra “Bongoni sev le?” Ko tasu sen owra lweni tevi owra “Kupngoni batu Jon Baptaes.” 
MRK.6.25	Vinnen ewit olwi evel mawose numal ko ongoni tevi owra “Numrreni nik kupla Jon Baptaes batun tevik renge narov.” 
MRK.6.26	Ko numal orrorrmi elep suri sev nga ni mimarong pa rengen. Ko suri muloli pa rijrijen sen rengen, ko suri kele nir nga marlik tevi renge nanen nga maraan, nir jile arunge, ngok setemun orongwos pumusus. 
MRK.6.27	Ko ni owrai tevi jinibb sen san pian renge naim ne nekaien ko p̃ita otvi batu Jon, ko p̃ila lweni vini. Ko m̃ernen evan, eta otvi jile, 
MRK.6.28	ko esale lweni renge narov vini. Ko elai tevi nesenwarreng, ko nesenwarreng esale elai tevi tasu sen. 
MRK.6.29	Ko daron nga Jon jinibb sen nir marunge, ko aran arwosi niben, aran artevni renge dubb.
MRK.6.30	Jinibb se Iesu nir arlulwi vini arlik korti ji Iesu, ko arsup̃e suri nanu jijle tevi ni sev nga marlolir, ko sev nga marvisviseni tevi jinibb nir. 
MRK.6.31	Ko ni owrai tevir, owra “Kami kis kobbong kapini, kappitevik kerr pian renge lolo merwer e, ko kapmosi sopon.” Suri iok jinibb arinini jir ko arlululwi, ko ololi setete daron ser otoe, erpok kele re daron ne nanen kele. 
MRK.6.32	Ko nir aran renge drrav e arsa rengen, ko arwolu silveni tweni bbong lat san nga mivi lolo merwer.
MRK.6.33	Ko jinibb ne ngaim nen nir arlesir daron nga marwolu e. Ko nir elep arlesi woser, ko arwolu orer kali ngaut e, ko arwowomu renge nir renge lat nen. 
MRK.6.34	Ko Iesu nir jinibb sen arwolu toku; ko ni ojubbul, ko elesi delung nga milep nga milep marlik pa. Ko orrorrmi lenglenge nir, suri arirpe sipsip nga jinibb nga muwowomue nir mijkie. Ko ni etipatun evisvisenir e nanu elep.
MRK.6.35	Ko mian ko nat nga mirivriv evini vajin. Ko jinibb sen nir arini jin ko arwerai tevi ni, arwera “Iel evi lolo merwer le, ko nial otomori pa piwaj pini. 
MRK.6.36	Kupkoni tweni nir parivel paran renge ngaim nga marlelep nir ko nga wewarreng nir nga ngok nir, ko nir lweni wor parwuli niv, suri nanen nga parurroi ejki.” 
MRK.6.37	Ko ni owrai lweni tevir, owra “Kami ko kapla nanen tevir parurroi.” Ko nir arwera lweni tevi, arwera “Ai, merre nevöt ko! Poro pirpok kem naban nabwuli niv e nevöt selva pungut pivaru (200) ko nablai tevir parurroi?” 
