MAT.1.1	Allaya listaan cha lampeɏpuwan Jesu Kristu un galak Ari David ya galak bo Abraham. 
LUK.22.38	Kalan cha disipulusla, “Apu, Ilam! Alliya chuwaʼn pachin.”
LUK.22.38	Kalan Jesus, “Umalay lait!”
LUK.22.39	Ummoyon si Jesus ot ummoy ud Bilig Olivo, litun-ud cha disipulusla kan siya ti siya sigud un pin-ala koon. 
LUK.22.40	Gummatongcha pun, kalan Jesus kan chicha, “Malluwalu kayu ta achi kayu masulisug.”
LUK.22.41	Oli pun ilachayuwala chicha si kaachayun chi ipit-ung un byetu. Ot lampalintuming un malluwalu. 
LUK.22.42	Kalala, “Ama, lu piom, ilisim sakon si allaʼn ligat un sangsanguwok. Ngim chakampun un ha piok chi matungpeɏ, ngim ha piom chi matungpeɏ.” 
LUK.22.43	Oli pun lampaila kan siya osaʼn anghel un lampeɏpuʼd langit ot pilakoscheɏla siya. 
LUK.22.44	Ot laam-amod laasusu somsomok Jesus ot impapatilaʼn lalluwalu, ot ha lingotla isun chi chaɏaʼn mantodtodtod si pita.
LUK.22.45	Lagamput pun lalluwalu, langulin si inggewan cha disipulusla ot inchesala chichaʼn lasusuyop ti amod chi sigeb somsomokcha. 
LUK.22.46	Kalala kan chicha, “Pakayuggey lasusuyop? Bumangon kayu ya malluwalu kayu ta achi kayu masulisug.”
LUK.22.47	Sissiyan man-ugu-ugud si Jesus, lasalawang cha amod un taguʼn impangpangun Judas, osa kan cha simpuɏu ya chuwaʼn disipulusla. Ummachali kan Jesus ta kikisola. 
LUK.22.48	Ngim kalan Jesus, “Judas, lambyalilom ibit chi kikis un sinyeɏn chi ayatlu kan Sakon un Alak chi Tagu?”
LUK.22.49	Intullong pun cha disipulus un lituntun-ud kan Jesus chi makmakwa kan siya, kalancha, “Apu, makabillakeg kami?” 
LUK.22.50	Ot ha osa kan chicha, liliwasla machuwalan un ingan chi musassun chi kangatuwan un pachi.
LUK.22.51	Ngim kalan Jesus, “Agey lait.” Ot illaɏala ingan labyakeg ot impeogla.
LUK.22.52	Ot kalan Jesus kan cha ap-apun cha papachi ya cha kapitan chi guwechan chi templo ya cha pallakayon cha Judio un umoy manchokma kan siya, “Ha masapuɏ kamman un mampapadchin kayu ya mampapang-ok kayuʼn umoy manchokma kan sakon? Ha tulisalak kamman? 
LUK.22.53	Ileɏgew un awechak kan chikayu si templo ot achipulak chilokmaan. Ngim sala timpun chi manturayan chi lawwing, siya mipalubusanyu un mangwa si pionyuʼn koon.”
LUK.22.54	Chilokmaanchà Jesus ot illiyoycha si byeɏoy chi kangatuwan un pachi. Lituntun-ud si Peter un bummabyattawa. 
LUK.22.55	Lan-apuy cha tagu si man-alichuwancha si gawan chi paway chi byeɏoy ot ummoy lakaalichu si Peter kan chicha. 
LUK.22.56	Intullong pun chi osaʼn byebyaiʼn bubùulon si Peter, intotokkeɏla siya ot kalala, “Laoy bo osaʼn biɏun Jesus!”
LUK.22.57	Ngim piluklitan Peter, un kalala, “Byebyai, lappun ammuk kan siya!”
LUK.22.58	Ummooli pun akit immatulan chi osaʼn leɏaki siya ot kalala, “Sika osa kan chicha.” Ngim kalan Peter, “Leɏaki, Chakampun un kadwak chicha!”
LUK.22.59	Lummaus pu lasin-uras, impatut chi osaʼn leɏaki kalan un, “Lappun chuwachuwalan biɏun Jesus chi allaʼn tagu ti iGalilee siya!”
LUK.22.60	Ngim kalan bo Peter, “Lappun ammuk si ug-ugguchom!” Ot si man-ugu-uguchen Peter, lalullakuk chi kawitan. 
LUK.22.61	Lantuwili si Jesus ot itotokkeɏla si Peter. Ot simsimmok Peter chi imbyegan chi Apu kan siya un kalala, “Sakbyey un malullakuk chi kawitan si salaʼn labi, mamitluwom sakon puklitan.” 
LUK.22.62	Ummoyon si Peter ot lan-ibi-ibin.
LUK.22.63	Ilam-amsiw cha langguwecha si Jesus ya silansantukancha siya. 
LUK.22.64	Bilungutcha atala ot ilimuscha kan siya, “Pugtuwam lu silu lalantuk kan sika?” 
LUK.22.65	Achu cha imbyegbyegachaʼn mangam-amsiw ya mangikiteg kan siya.
LUK.22.66	Alla pun un mabigat, lachagup cha pallakayon cha Judio, cha ap-apun cha papachi ya mimistulun chi lintog, ot impasangucha si Jesus kan cha kukunsiseɏ. 
LUK.22.67	Kalan cha, “Ibyegam u kan chikami lu sika si Kristu?”
LUK.22.67	Ot silongbyatan Jesus chicha, “Lu ibyegak kan chikayu, achipunyu patiyon. 
LUK.22.68	Ked lu man-imusak kan chikayu, achipunyu songbyatan. 
LUK.22.69	Ngim lu magamput chi allaʼn makwa kan sakon, Sakon un Alak chi Tagu, umamuyak si machuwalan Apudyus un mallakabyelin.”
LUK.22.70	Kalan cha losan, “Chipay, Alak Chika kan Apudyus?”
LUK.22.70	Silongbyatala chicha, “Siya kalanyu.”
LUK.22.71	Oli pun kalancha, “Simma kasin taku sington si byasuɏla, ti chingngeɏ taku cha imbyegala.”
LUK.23.1	Lummalibbyat cha Kukunsiseɏ ot illiyoycha si Jesus kan Pilate un Gubillachuɏ. 
LUK.23.2	Ot inchiɏumcha si Jesus un kalancha, “Chingngeɏmi allaʼn leɏakiʼn pin-ala allilawon cha kailiyanmi ya ipalitla chikamiʼn mambyayed si bugis kan Emperador. Ya kalala boʼn siya Kristu un ingkarin Apudyus un umali man-Ari.”
LUK.23.3	Kalan Pilate kan siya, “Sika kamma Arin cha Judio?”
LUK.23.3	Kalan Jesus un summongbyat, “Ustu imbyegam.”
LUK.23.4	Oli pun kalan Pilate kan cha ap-apun cha papachi ya cha amod un taguʼn inggew, “Lappun lachuktaɏak si byasuɏn chi taguʼn alla un siya gapun chi matoyala.”
LUK.23.5	Ngim iliissitcha kalan un, “Tiludtuchuwala cha taguʼn sumanga si gubillu si losan un mampa Judea. Illugilaʼd Galilee ot allan siya bò utla Jerusalem.”
LUK.23.6	Chingngeɏn pun Pilate imbyegacha, ilimusla, “IGalilee kamma leɏakiʼn alla?” 
LUK.23.7	Laammuwala pun un lampeɏpu si Jesus si iliʼn inturayan Herod, imbuunla si Jesus kan Herod un aspuɏʼn illinggew ud Jerusalem si hachiʼn timpu.
LUK.23.8	Latetteɏok si Herod si intullonglà Jesus, ti labyeyeg un piolaʼn itullong siya gapu ta chingchingngeɏla mipanggop kan siya ya lilamlamalaʼn itullong si Jesus un mangwa kan cha lakaskaschaaw. 
LUK.23.9	Ot lan-im-imus si Herod kan Jesus, ngim achipun summongbyat si Jesus. 
LUK.23.10	Cha ap-apun cha papachi ya mimistulun chi lintog, ilam-amod cha pilabyasuɏ si Jesus. 
LUK.23.11	Ot si Herod ya cha susuɏchachula ilam-amsiwcha siya ya imbibiincha. Oli pun sililupancha siya si bibiɏu ot inyulincha kan Pilate. 
LUK.23.12	Si hachiʼn eɏgew, langgeyyom cha Herod kan Pilate, un sigud un mambusuɏcha.
LUK.23.13	Ilayagen Pilate cha ap-apun cha papachi, cha papangat ya cha tagu, 
LUK.23.14	ot kalala kan chicha, “Inggetongyu allaʼn tagu kan sakon ot kalanyun pin-ala allilawon cha tagu. Silumeɏyak siya si sangwalanyu ot lappun inchesak si kingwala un ipabpabyasuɏyu kan siya. 
LUK.23.15	Ulay si Herod, lappun inchesala si byasuɏla, ti inyulinla siya kan chitaku. Lappun kingwan chi taguʼn alla un siya gapun chi matoyala. 
LUK.23.16	Ked pasaplitku siya ked asik ot ibuɏus.” 
LUK.23.17	Imbyegan Pilate hachi ti tilawon un umibuɏus si osaʼn byaɏud si timpun chi Piyastan Lallausan.
LUK.23.18	Ngim cha taguʼn lachagup, pumalakuychaʼn kalancha, “Patoyom siya! Si Barrabas chi ibuɏuslu!” 
LUK.23.19	Libyaɏud si Barrabas gapu ta siya osaʼn langgulu si gubillu ud Jerusalem ya inggew chi osaʼn taguʼn pilatoyla.
LUK.23.20	Pion Pilate un ibuɏus si Jesus ot kilaugudla kasin cha tagu. 
LUK.23.21	Ngim pummalakuycha, “Ilansam si krus! Ilansam si krus!”
LUK.23.22	Impitlun Pilate ilàaɏuk chicha un kalala, “Puggey? Simma byasuɏla? Lappun inchesak si byasuɏla ta siya gapun chi matoyala. Pasaplitku siya ked asik ot ibuɏus.”
LUK.23.23	Ngim impakupakuychaʼn impatut un milansa si Jesus si krus. Ot si alungusla, inteun Pilate. 
LUK.23.24	Ot silintinsiyaala si Jesus un mapatoy, un siya chawatcha. 
LUK.23.25	Imbuɏusla si Barrabas un libyaɏud gapu si gulu un kingwala ya pummatoyala. Ot impuɏangla si Jesus kan chicha ta kooncha pionchaʼn koon kan siya.
LUK.23.26	Ot intallay cha suɏchachu si Jesus ot ilabotcha si chaɏan chi osaʼn leɏakiʼn mangngachen Simon un iCyrene. Lampeɏpu si tattaɏun un umoy ud Jerusalem. Chilokmaancha siya ot ipabukudcha krus kan siya ot mituntun-ud kan Jesus.
LUK.23.27	Amod cha taguʼn lituntun-ud kan Jesus, lipati cha uchum un byebyaiʼn sinchachauy ya sin-iibin gapu kan siya. 
LUK.23.28	Lantuwili si Jesus kan chicha ot kalala, “Chikayuʼn byebyaiʼn iJerusalem, achiyu sakon pin-a ibilan, ngim siyad ibilanyu cha long-egyu ya cha aalakyu. 
LUK.23.29	Ti gumatong chi timpu un asin cha tagu kalan, ‘Pian cha byebyaiʼn byasig, un achipun labugi ya achipun lampasusu!’ 
LUK.23.30	Ti hachiʼn timpu, asin cha tagu kalan si cha bibbilig un, ‘Migeubka kan chikami!’ ya ‘Lakkobyem chikami!’
LUK.23.31	Ti lu katchi makwa si maatan kayu, giluɏa bo chi makwa lu meɏangu chi kayu?”
LUK.23.32	Inggew bo chuwaʼn kapapatoy un impaticha intallay ta makachisancha mapatoy kan Jesus. 
LUK.23.33	Lichuum cha pun si lugeɏʼn kalanchaʼn Bettukeg, illansacha si Jesus si krus ya cha chuwaʼn kapapatoy. Inggew chi osa si machuwalan Jesus ya inggew bo osa si machuwigi. 
LUK.23.34	Lagamput pun chi hachi, kalan Jesus, “Ama, pakawalom chicha, ti achipuncha ammu pin-acha koon.”
LUK.23.34	Lambibillulut cha suɏchachu lu silu mangingkuwa si silupla ot mambisbissakancha.
LUK.23.35	Sinsisiked cha taguʼn lamubuya kan Jesus, ngim cha papangat cha Judio pin-acha ilam-amsiw siya un kalancha, “Taguwola cha uchum un tagu. Taguwola otyan bo long-egla lu siya Kristu un chilutukan Apudyus!”
LUK.23.36	Ilam-amsiw cha susuɏchachu siya, ummachalicha kan Jesus asicha ot pilailuman si kummilom un byeyas,
LUK.23.37	ot kalancha, “Lu sika Arin cha Judio, taguwom otyan bo long-eglu!”
LUK.23.38	Inggew chi liigili si uɏuwan Jesus si krus, un kalala, “Allaya Arin cha Judio.”
LUK.23.39	Ha osaʼn kapapatoy un lilansa si cheeg Jesus, imbibiinla siya ot kalala, “Lu tuttuwaʼn sika Kristu, taguwom chi long-eglu ya chikami bo!”
LUK.23.40	Ngim tilubngeɏn chi osaʼn kapapatoy siya, un kalala, “Lappun kamman ogyatlu kan Apudyus? Man-iisu chi laikodchong kan chitaku losan. 
LUK.23.41	Ngim chita, lobbongtan machusa gapu si kingwata, ngim ha taguʼn alla, lappun byasuɏla.”
LUK.23.42	Oli pun kalala kan Jesus, “Apu Jesus, somsomkolak lu umalika manturay.”
LUK.23.43	Kalan Jesus kan siya, “Ibyegak kan sika, si salaʼn eɏgew awedka kan sakon ud langit.”
LUK.23.44	Lummamatuk ked, gummikbot chi losan un pita inggala si machema. 
LUK.23.45	Ot langkadwa lapissay chi ketilaʼn lisasàoy si templo, lallugi si ngatu ot ipacheɏala. 
LUK.23.46	Ot illipkaw Jesus un kalala, “Ama, ipuɏangku kan sika kalichodwak!”
LUK.23.47	Intullong ked chi kapitan cha susuɏchachu laklakwa, chilayawla Apudyus, un kalala, “Tuttuwaʼn lappun byasuɏ chi taguʼn alla!”
LUK.23.48	Intullong pun cha taguʼn ummoy lambuyad chi lakwa kan siya, ummoyonchaʼn tugtugtugoncha biɏukungcha un mangipaila un sinchachauycha. 
LUK.23.49	Ngim cha bubuɏun Jesus ya cha byebyaiʼn lituntun-ud kan siya malipud Galilee, summisikedcha si achayu akit un langoottap si losan un laklakwa kan siya.
LUK.23.50+LUK.23.51	Inggew chi osaʼn leɏaki un mangngachen Joseph un iyArimathea si ili un sakup chi Judea. Siya ked machayaw si kilalintogla ya siya bo osaʼn manguuway si umaliyan chi Mampangatan Apudyus. Ulay lu siya osaʼn kunsiseɏn cha Judio, achipunla ingkama angosla kan cha simsimmok cha kadwalan lawwik kan Jesus. 
LUK.23.52	Ummoy si Joseph kan Pilate ot chilawatla lecheg Jesus ot inteunla. 
LUK.23.53	Ot ilopasla lecheg Jesus si krus ot bilussungla si luput ot illiyoyla illobon si kattitiktikanchaʼn biletun lobon un lappun lilobon. 
LUK.23.54	Lilobon si eɏgew chi mangiyalaan cha Judio si Sabyechuʼn man-illongancha.
LUK.23.55	Cha byebyaiʼn lituntun-ud kan Jesus si lampeɏpuwanchaʼd Galilee, litun-udcha kan Joseph ot intullongcha lobon Jesus ya in-ilonchaʼn langimbon si lechegla. 
LUK.23.56	Oli pun, ummoyoncha ta umoycha iyala cha lugem ya mambyanguʼn apɏus un iggacha si lecheg. Labigat ked si Sabyechu ot lan-illongcha, ti siya lintogchaʼn Judio.
LUK.24.1	Wiswisngit pun si Chuminggu, ummoy cha byebyai si lobon. Inyawitcha cha inyalachaʼn mambyangun apɏus. 
LUK.24.2	Lichuumcha pun si lobon, inchesanchaʼn lapulig liyachayu chi byetuʼn tangob chi lobon. 
LUK.24.3	Ot lillumlokcha ngim lappun inchesancha si lecheg Apu Jesus. 
LUK.24.4	Sintataegchaʼn summisiked lu silu lakwa. Ot maeg ga lampaila si cheegcha cha chuwaʼn leɏakiʼn malilisiling chi silupcha. 
LUK.24.5	Si ilogyatcha, lampalintumingcha ot kalancha hachiʼn leɏaki, “Payuggey sington chi latattagu si igew chi latoy? 
LUK.24.6	Lappun siya utla, ti ummuli latagu. Somsomkonyu imbyegala kan chikayu si inggewalaʼd Galilee, 
LUK.24.7	un kalala, Sakon un Alak chi Tagu, masapuɏʼn mipuɏangak kan cha malagbyasuɏ ya milansaak si krus, ked lu mikatluʼn eɏgew umuliyak matagu.” 
LUK.24.8	Oli pun laslasmok cha byebyai imbyegan Jesus.
LUK.24.9	Ot langulincha si ili ot imbyegacha losan kan cha simpuɏu ya ossaan un disipulusla ya cha uchum un kadwacha. 
LUK.24.10	Cha hachin byebyai, si Mary Magdalene, Joanna, Mary un ilan James, ya inggew cha uchum un byebyaiʼn langibyega kan cha apostoles. 
LUK.24.11	Ngim achipun cha apostoles lamati kan chicha, ti kalancha pun lu soysoyog chi ibyegbyegacha. 
LUK.24.12	Ngim lawalaswas si Peter un ummoy si lobon. Lichuum pun, lan-okog un langitullong si chaɏomla ked abus chi bussungla un inggew. Ot langulin un laslaschaaw lu silu lakwa.
LUK.24.13	Si hachiʼn eɏgew, malidtidchaɏan cha chuwaʼn disipulus Jesus un umoy si iliʼn mangngachen Emmaus, lasuɏuk un simpuɏu ya osaʼn kilamitro kaachayulaʼd Jerusalem. 
LUK.24.14	Ug-ugguchoncha losan un laklakwa. 
LUK.24.15	Si pin-acha man-ug-ugguchen, kummatam si Jesus ot makabuɏog kan chicha. 
LUK.24.16	Intullongcha siya ngim achipun cha immatulan siya. 
LUK.24.17	Kalan Jesus kan chicha, “Himmaga pin-ayu ug-ugguchon un malidtidchaɏan?”
LUK.24.17	Ot ummillongchaʼn manchachauycha. 
LUK.24.18	Oli pun kalan chi osa un mangngachen Cleopas, “Ha kaggegetongkaʼd Jerusalem un sika ga lappun ammulad chi lakwa si lummaus un eɏgew?”
LUK.24.19	Kalan Jesus, “Simma lakwa?”
LUK.24.19	Ot kalancha kan siya, “Ha lakwa kan Jesus un iNazareth. Siya ked propeta un imbilang Apudyus ya losan un tagu un mallakabyelin un mantudtuchu ya mangwa si lakaskaschaaw. 
LUK.24.20	Impuɏang cha ap-apun cha papachi ya cha papangat taku kan Pilate ot kilodchongalaʼn matoy, ot illansacha si krus. 
LUK.24.21	Ngim lilamlamami siya un manwayawaya kan cha Israel. Chakampun abus hachi, mikatluʼn eɏgewla sala malipud si lakwa kan siya. 
LUK.24.22	Sintataeg kami si imbyegan cha uchum un kadwamiʼn byebyai. Ti likawisngitcha ummoy si lobon, 
LUK.24.23	ngim lappun inchesancha si lechegla. Langulincha ot imbyegacha kan chikami un intullongcha angheles un langibyega un ummuli latagù Jesus. 
LUK.24.24	Ummoy cha uchum un kadwami si lobon ot inchesanchaʼn tuttuwa imbyegan cha byebbyebyai, ngim lappun intullongcha kan Jesus.”
LUK.24.25	Oli pun kalan Jesus kan chicha, “Laog-oggogen kayu! Puggey un mangkallut chi mamatiyanyu si losan un imbyegan cha propeta! 
LUK.24.26	Ha achipunyu maawatan un masapuɏʼn mapaligatan chi Kristu, asi ot michayaw?” 
LUK.24.27	Ot impakaawat Jesus kan chicha cha losan un liigili mipanggop kan siya, illugila si libluʼn inggilin Moses inggala si losan un inggilin cha propeta.
LUK.24.28	Ummachalicha pun si iliʼn ayancha, isun chi mangkaw-as umoyon si Jesus. 
LUK.24.29	Ngim tilawichencha siya un kalancha, “Umiyan taku ti allaʼn gumikbot.” Ot lanchegas kan chicha lakaiyan.
LUK.24.30	Ot langkakakancha pun, illaɏan Jesus chi tilapay ot lanyaman kan Apudyus ot pilispis-igla ot illidchola kan chicha. 
LUK.24.31	Oli pun laimatulancha si Jesus, ngim kakma lappun siya. 
LUK.24.32	Ot kalancha, “Apaampay un amod chi galasta geled si makaug-ugguchela kan chita si chaɏan si langipakaawatala si liigiliʼn ugud Apudyus!”
LUK.24.33	Ot lelibbyatcha langulin ud Jerusalem. Ot inchesancha cha simpuɏu ya osaʼn disipulus Jesus un lachagup udchi ya cha uchum un kakadwacha. 
LUK.24.34	Ot kalancha, “Tuttuwaʼn ummuli latagu si Apu Jesus! Lampaila kan Simon!” 
LUK.24.35	Oli pun imbyegan cha hachiʼn chuwa chi lakwa si inggewancha si chaɏan ya langimatulancha kan Apu si lamispis-igela si tilapay.
LUK.24.36	Sissiyaʼn man-ugu-ugudcha ot kakma lampaila si Apu Jesus si gawacha, ot kalala kan chicha, “Bibiɏu kayu otyan.”
LUK.24.37	Lakaogyatcha ya lakasuggayatcha ti kalancha lu aɏan chi intullongcha.
LUK.24.38	Ngim kalala kan chicha, “Pakayuggey umogyat ya manchuwachuwa mipanggop kan sakon? 
LUK.24.39	Itullongyu imak ya ikik. Sakon mismu! Appachelak ta mat-op kayu, ti ha aɏan ked lappun long-egla ya tung-eɏla. Ngim mailayu un alla long-egku.”
LUK.24.40	Imbyegala hachi ot impailala kan chicha cha imala ya ikila. 
LUK.24.41	Achipuncha pay laing mamati gapu ta amod chi galascha ya lakasuggayatcha. Ot ilimusla kan chicha, “Awed makan utla?” 
LUK.24.42	Ot inchuslugcha kan siya lautun ikan, 
LUK.24.43	ot illaɏala ot killanla si sangwalancha.
LUK.24.44	Oli pun kalala kan chicha, “Allaya cha inchaanku imbyegbyega kan chikayu si illinggewak kan chikayu. Masapuɏʼn matungpeɏ losan un liigili mipanggop kan sakon un liigili si Lintog Moses ya cha propeta ya kankanta un Salmo.”
LUK.24.45	Oli pun intaangla cha somsomokcha ta maawatancha liigiliʼn ugud Apudyus. 
LUK.24.46	Ot kalala kan chicha, “Allaya liigili mipanggop kan sakon: Masapuɏʼn mapaligatan chi Kristu ya matoy ya umuli matagu si mikatluʼn eɏgew. 
LUK.24.47	Ya masapuɏ boʼn mibyegbyega chameg si losan un ili mallugi ud Jerusalem, mipanggop si palagbyabyawin cha tagu ta mapakawan cha byasbyasuɏcha. 
LUK.24.48	Ked chikayu malistigu si katuttuwaan cha losan un lakwa. 
LUK.24.49	Ked ibuunku ingkarin Amak kan chikayu. Ngim masapuɏʼn iinggew kayu utla Jerusalem inggala awatonyu chi kilabyelin un lampeɏpuʼd langit.”
LUK.24.50	Oli pun impuyut Jesus chicha inggalaʼd Bethany. Gummatongcha pun udchi, intayegla imala ot bilinchisyulala chicha. 
LUK.24.51	Si laminchisyulala kan chicha, lipangatu siyaʼd langit ot tilelala chicha. 
LUK.24.52	Ot chilaychayawcha siya ot langulinchaʼd Jerusalem un amod chi galascha. 
LUK.24.53	Ot biligat un umoycha si templo un manchaychayaw kan Apudyus.
JHN.1.1	Si chamuʼn chaampun chi lubung makwaan, ilinggew chi Ugud
JHN.1.2	Inggew siya kan Apudyus si chamchamu. 
JHN.1.3	Lakwa cha losan mipagapu kan siya. Ked lu lappun siya, lappun pulus lakwa kan cha allaʼn lalakwa. 
JHN.1.4	Siya lampeɏpuwan chi biyeg cha losan un matattagu, ya siya bo silaw un mansilaw si somsomok cha tagu. 
JHN.1.5	Ha Silaw, silawala cha manggikbot cha somsomokcha ked ha gikbot achipun makaabyak si silaw.
JHN.1.6	Inggew chi osaʼn leɏakiʼn imbuun Apudyus un mangngachen John.
JHN.1.7	Ummali ta ibyegbyegala kan cha tagu katuttuwaan mipanggop si hachiʼn Silaw. Tistiguwala hachiʼn Silaw ta mamati otyan cha tagu kan siya. 
JHN.1.8	Chakampun un John chi silaw, ngim siya ummali mangibyega mipanggop si hachiʼn silaw.
JHN.1.9	Ha tuttuwaʼn silaw, umali utla lubung ta silawala cha somsomok cha tagu. 
JHN.1.10	Illinggew siya utla lubung ya killingwan Apudyus chi lubung mipagapu kan siya, ngim achipun cha tagu ammu siya. 
JHN.1.11	Ummali siya si mismuʼn ilila, ngim achipun cha mismuʼn kailiyala ilawat siya. 
JHN.1.12	Ngim kan cha losan un ummawat ya lamati kan siya, illidchela chicha si kalintogen un mambyalin aalak Apudyus. 
JHN.1.13	Achipuncha mambyalin aalak Apudyus si sigud un miyalakan chi tagu willu miyalak un alak cha man-asawa, ngim mipagapu si pallakabyelin Apudyus.
JHN.1.14	Ked ha Ugud, lambyalin tagu ot illinggew kan chitaku utla pita. Amod chi kachegula ya imbyegbyegala katuttuwaan kan chitaku. Intullongmi kila-Apudyusla, kila-Apudyus chi ossaan un Alak un lampeɏpu kan amala.
JHN.1.15	Tilistiguwan John chi mipanggop kan siya un kalala, “Siya hachin imbyegbyegak kan chikayu, ‘Ha misagsagulud kan sakon, ked langatngatu lu sakon, ti sigud un illinggew siya si chaampunku miyalakan.’ ” 
JHN.1.16	Gapu si amod un kachegula kan chitaku, binbinchisyulala chitaku un lappun mangkigachela. 
JHN.1.17	Illidchon Apudyus chi Lintog kan Moses, ngim si Jesu Kristu, siya langipaila si kachegun Apudyus kan chitaku ya katuttuwaan mipanggop kan siya. 
JHN.1.18	Lappun tagù langitullong kan Apudyus, ngim abus chi ossaan un Alakla un kadwan Amala, siya langipakaammu kan siya.
JHN.1.19	Ot allaya imbyegan John un Mambubunyeg mipanggop kan Jesus. Lambuun cha papangat cha Judio ud Jerusalem si uchum un papachi ya Levita un umoy man-imus kan John lu silu siya. 
JHN.1.20	Achipun John insulib, ngim imbyegala katuttuwaan, “Chakampun un sakon chi Kristu.”
JHN.1.21	Ot ilimuscha kan siya, “Siluka lù? Ha sika si Elijah?”
JHN.1.21	Ot kalala, “Lai, chakampun un sakon.”
JHN.1.21	Ot ilimuscha kasin, “Ha sika propeta?”
JHN.1.21	Ot summongbyat un kalala, “Lai.”
JHN.1.22	Ot kalancha kan siya, “Siluka lù? Ibyegam u kan chikami ta awed ibyegami kan cha langibuun kan chikami. Simma maibyegam mipanggop si long-eglu?”
JHN.1.23	Ot silongbyatan John, kalala,
JHN.1.23	“Sakon chi illinggew si lugeɏn lappun ummili un mangiyip-ipkaw un,
JHN.1.23	‘Mansagala kayu, un isun chi isagalayu chaɏan un ayon chi Apu!’ ”
