MAT.1.1	˻Isirele yembomanga ou pulu pulu anda kolepa˼ Eporayamo kinie
MRK.6.1	Yesusi molorumu koleamo mundupe siye kolopa yunge pulu kolea ˻Nasarete˼ purumu, yu lombili andoli yema pea puringi.
MRK.6.2	˻Juda yembomanga koro moloringi˼ wale Sambatemo
MRK.6.3	Yu ulkema takondorumu yemo
MRK.6.4	Kanu kinie ˻eno yu-kinie mumindili koloringimunge ulu pulumu pilipelie˼ Yesusini enondo nimbendo:
MRK.6.4	“Pulu Yemone ungu umbu tondolemoma pilipe yemboma nimbe silimo ye te
MRK.6.5	˻Yunge ungumu liku su siringi kulu˼ kolea akune yuni ulu tondoloma manda naa terimu. Kuru torumu yembo telu telu nimbe mindi kimuni ambolopalie tepa konde lsimu.
MRK.6.6	Yu ˻ungu nimbe ulume tepa molorumu mele˼ ‘Sike.’ ningu tondolo munduku naa pilieringimunge yu paa konopu awisili lierimu.
MRK.6.6	Kanu kinie Yesusi kolea kanga lupe lupemanga andopalie ˻Pulu Yemonga ungumu˼ mane silipe andorumu.
MRK.6.7	Yesusini yu lombili andoli engaki-rurepondo “Waa.” nimbelie enone yembomanga konopune kuru molemoma “Ongo wendo paa.” ningu toko makoronge tondolomo sipelie eno talo talo nimbe “Koleamanga ando-paa.” nimbe lipe mundorumu.
MRK.6.8+MRK.6.9	˻Lipe mundupelie˼ eno tenge mele ungu mane sipelie nimbendo:
MRK.6.8+MRK.6.9	“Pungendo eno melema naa meangi. Apulu-mingime mindi liku ambolko pangi. Kimbu-su mondonge manda nalo wale pakoli talo kepe langi kepe mele-wale kepe naa mengo, kou mone kakona kepe naa panjiku we pangi.
MRK.6.10	“Pe kolea tenga suku pukulie akune molongendo ulke teluringe suku pukulie akune mindi peko molkolie pe aku koleamo munduku siye kolko pangi. ˻Ulke pinie pinie naa andoko ulke teluringe mindi langi nongo peangi.˼
MRK.6.11	Kolea marenga suku punge kinie kolea pulu yembomane “Pea peamili waa.” ni naa ningu enone ungu ningema pilku naa lingi liemo kanu koleana yembo kerime munduku siye kolko pungendo kanu koleana yembomane eno liku su singemonga ‘Eno kamu molko kenjengi! Pulu Yemone eno lipe naa tapondomba mele piliengi!’ ningu enonga kimbune kanu koleamanga ma angilimbema kulu toko pangi.” nirimu.
MRK.6.12	˻Yu lombili andolime yuni aku sipe lipe mundorumu-ne pilku˼ pukulie yembomando ningendo: “Ulu pulu keri telemelema kanoko keri kanoko konopu alowa teaa.” ningu 
MRK.6.13	yembomanga konopune kuru awisili moloringime ˻‘Ongo wendo paa.’ ningu˼ toko makoroko, kuru torumu yembo awisili ‘Konde pangi.’ ningu enonga kangine ollipi-kopongo ondo leko kandondoko teko konde liku, teliku andoringi.
MRK.6.14	Kanu kinie Yesusi yunge imbimu yemboma pilku lieringimunge ye nomi kingi Erote Yesusini terimu mele temane toringi pilierimula.
MRK.6.14	˻Yesusini tepa nirimu mele pilkulie˼ yembo marene ningendo: “I ulume telemo yemo No Lindeli Jono lepamo! Yu kolopalie lomboropa wendo omumunge ulu tondoloma temba tondolomo yu-kinie pelemo.” ningu moloringi.
MRK.6.15	Yembo marene ningendo: “Yu ˻ou konde molopili Pulu Yemone olando lsimu
MRK.6.15	Yembo marene ningendo: “Pulu Yemone ungu umbu tondorumume pilku yemboma ningu siringi ye koro ou moloringi yema mele yu aku sipe Pulu Yemonga ungu umbu tondolemoma pilipe yando nimbe silimo yemo molemo.”
MRK.6.16	Nalo ye nomi kingi Erotene ˻Yesusi yuni terimu mele temane toringi˼ pilipelie nimbendo: “I ulume telemo yemo ˻No Lindeli˼ Jono, ‘Yunge pengemo wendo pupili.’ nimbu nomi karu lierindu kanu yemo. Yu kolopalie lomboropa wendo omu lepamo.” nirimu.
MRK.6.17+MRK.6.18	˻Kingi Erotene aku sipe nirimu ungumunge pulumu i sipe:˼ Ou walse Erotene yunge angenu Pillipunge ambo menu Erodiasi mangopa lsimu. ˻No Lindeli˼ Jonone Erote aku sipe terimu kanopalie yundu alieli nimbendo: “Nuni ˻Pulu Yemonga˼ ungu mane te pulue toko
MRK.6.19+MRK.6.20	Jonone aku nirimumunge ambo Erodiasini yu mumindili kolopa “Yu topo kondambo.” nimbe molorumu nalo Erotene ‘Jono yu konopu sumbi sipe pepa Pulu Yemonga ye kake telimu molemo.’ nimbe kanopa yu pipili kolopalie nokopa kondorumumunge ambo Erodiasini Jono-kinie ulu te manda naa terimu. Jonone ungu nirimume pilipelie ye nomi kingi Erote yu paa konopu awisili lipe mundupe mini-wale mundorumu nalo aku ungume yu paa konopu sipe pilierimu.
MRK.6.21	Pe walse, ˻ambo Erodiasi˼ konopuni pilipe molorumu ulumu manda temba walemo wendo orumu. Wendo orumu mele isipe: Kingi Erote meringi walemo wendo orumu kinie yunge kendemande awilime kinie, yunge ami yemanga ye nomime kinie, kolea Gallilli disiriki yembomanga ye nomi awilime kinie, enondo “Langi pea namili waa.” nirimu. 
MRK.6.22	˻Eno ongo yu kinie pea langi nongo molangi˼ Erodiasi lemenu ulkena sukundu omba eno moloringine denisi terimu. Erote kinie, yu kinie pea langi nongo moloringi yema kinie enone ambo wenepomo aku terimu kanoko paa peanga kanoringi. Kingimuni paa kanopa peanga kanopalie ambo wenepomondo nimbendo: “Nuni konopu mondokono melte na mawa téa. Mawa teni melemo nu simbo.” nirimu. 
MRK.6.23	Pulu Yemonga imbi lepa mi lepalie yundu kelepa nimbendo: “Paa sike nikiru. Nuni na mawa teni mele te paa sike simbo. Nane ye nomi kingi molopo nokolio koleamo ekendo kepe “Si.” ninu liemo paa sike simbomo.” nirimu.
MRK.6.24	Erotene yundu nirimu mele pilipelie ambo wenepomo pena pupe, anumu molorumune pupe walsipelie nimbendo: “Mele nambolka melemo ‘Si.’ niemboye?” nirimu kinie
MRK.6.24	anumuni nimbendo: “‘‘No Lindeli Jononga ˻nomimu karu leko yunge˼ pengemo si.” ni.” nirimu.
MRK.6.25	Anumuni aku nirimu pilipelie yu kingimu molorumune tamburumbu lkisipe omba mawa tepalie nimbendo: “Paa isili ou No Lindeli Jono ˻nomi karu leko˼
MRK.6.26	Yuni aku sipe mele mawa terimu kinie pilipelie Erote paa konopu umbune terimu nalo yuni “Paa sike simbo.” nimbe, nimbe panjipe Pulu Yemonga imbi lepa mi lierimu mele kepe, yu konopu alowa temba kinie yu-kinie pea langi nongo moloringi yema yu kanoko keri kanonge mele kepe, aku uluselo pilipelie, “Yuni mawa tepa “Si.” nikimu mele “Molo.” manda naa nimbo.” nimbe pilipelie 
MRK.6.27	yu nokoringi ami yemanga te lipe mundupelie “˻No Lindeli˼ Jono ˻nomi karu leko˼ yunge pengemo yando mengo ou.” nirimu kinie kanu ami yemone ka ulkena pupe Jononga nomimu karu lepalie 
MRK.6.28	yunge pengemo pellete tenga nosipe yando memba omba ambo wenepomo sirimu kinie yuni anumu sirimu.
MRK.6.29	Aku teringi pilkulie Jono lombili andoringi yema ongo yunge onomo liku mengo puku ono teringi. ˻Kingi Erotene No Lindeli Jono ou aku sipe topa kondorumu kolorumumunge pe Yesusini ulu tondoloma terimu mele pilipelie “Jono nomi karu lierindu yemo lomboropa ola molemo lemo.” nirimu.˼
MRK.6.31	Nalo yembo awisili ongo puku ongo puku ˻teko ungu ningu panjiku˼ teringimunge Yesusi kinie ˻yuni lipe mundorumu ye yando oringime˼ kinie langi nonge ena wallo-kolte kepe naa lierimumunge
MRK.6.32	Kanu kinie eno enono mindi nomune andoli sipi tenga suku puku yembo naa mololi kolea ku lieli tenga puringi.
MRK.6.33	Nalo punge puringi kinie kanokolie yembo awisili Yesusi kinie yu lombili andolime kinie kanoko imbi siringimunge koleamanga yemboma pali kimbu kongono teko lkisiku nomu kélona makaye teko puku eno nomune wendo punge koleana kumbi leko puku nokoko angilieringi. 
MRK.6.34	Yesusi nomu kélona ulsu omba kanopa yembo paa awisili akune ongo maku toko moloringi kanopalie eno kongi sipisipi tapu teli ye te naa mololi sipisipime mele
MRK.6.35	Kanu kinie ˻mane sipe molopili˼ ena pumbe terimumunge yu lombili andolime yu molorumune ongo yundu ningendo: “I koleana yembo te naa pelemo, ena kamu pukumu kene 
MRK.6.36	ya maku toko molemele yemboma “Puku kolea marenga langi topo toko li-pengi.” ni.” niringi.
MRK.6.37	Nalo yuni ˻yu lombili andolimendo˼ topondopa nimbendo: “Enone enono yemboma langi mare liku siee.” nirimu.
MRK.6.37	Enone yu walsikulie ningendo: “‘Kakopoi ye tene oli engaki kongono tepalie mele kalolimu limo kou monemane
MRK.6.38	˻Aku siku niringi pilipelie˼ yuni eno walsipe pilipelie nimbendo: “Pillawa kaloli nambepa nosikimiliye? Puku kano-paa.” nirimu.
MRK.6.38	Puku koroko kanoko lendeko yu molorumune kelko ongolie ningendo: “Ya langi awisili molo. Pillawa kaloli kanga kise pakera kinie oma kaloli talo kinie ˻aku langi pokore mindi lemo˼.” niringi.
MRK.6.39	Kanu kinie Yesusini nimbendo: “Yembomando “Era kondili niline maku toko manie molangi.” niee.” nirimu kinie 
MRK.6.40	yemboma tokapu talo molo tokapu kise ningu maku toko moloringi.
MRK.6.41	Kanu kinie Yesusini pillawa kaloli kise pakera kinie oma talo kinie kanume lipelie mulu koleana olando sipe kanopa ˻Pulu Yemo kinie˼ “Ange.” nimbe pillawa kalolime ambolopa pike lepa lombili andolime moke tepa sipelie “Anjo yemboma siee.” nirimu, ˻enone˼ yemboma ˻moke teko siringi˼. Oma talo kepe lipe moke tepa yemboma pali sirimula. 
MRK.6.42	Eno pali kanu langime noringi kinie olo terimu. 
MRK.6.43	Kanu kinie lombili andolimene pillawa kaloli kinie oma kinie kanumenga goli lierimume liku maku toko wale-basikete engaki rurepo toko peke siringi. 
MRK.6.44	Langi noringi yema manjipe pape tausini mele.
MRK.6.45	˻Yemboma langi sirimu noringi˼ kinie Yesusini yu lombili andoli yemando sumbi sipe nimbendo: “Maku toko molemele yemboma nane “Pangi.” niembo. Eno nona andoli sipine ola puku no nekendo, Besaida taono lemona, kumbi leko paa.” nirimu. 
MRK.6.46	Kanu kinie yemboma mundupe siye kolopalie yu yuyu Pulu Yemo kinie ungu nimbendo ma pangine ola purumu. 
MRK.6.47	Kanu kinie ena pupe kolea kala torumu kinie sipimu nomu awi suku singine purumu, Yesusi yuyu ma ˻pangi˼ne molorumu. 
MRK.6.48	Sipi kumbikundu mendo sipe poporomene torumumunge ˻yu lombili andoli yema sipine suku molkolie˼ sipimu nomu kélona mengo pungendo pereringi kanopalie ipulueli kolea muni naa liepili eno puringine yu nona ola kimbu kongono tepa ombá ombalie eno sipine puku molangi yuni eno topa akili lendepa yu kumbi lepa pumbe orumu. 
MRK.6.49+MRK.6.50	Nalo yu lombili andolimene pali yu nona ola kimbu kongono tepa orumu kanokolie niringimuni, paa pipili awili teko kolkolie “Kuru te okomaa!” ningu mini-wale mundoringi kinie Yesusini tamburumbu enondo nimbendo: “Eno konopu tondolo pupili molayo. Na mindi okoro. Pipili naa kolaa.” nirimu.
MRK.6.51+MRK.6.52	Kanu kinie yu sipine suku purumu kinie poporome topa kelierimu. Aku terimu-ne kanokolie paa mini-wale mundoringi. Yuni ˻ou tangoli˼ pillawa kalolime ˻moke˼ terimumunge pulumu naa pilku we konopu lou leko moloringi. Yu-kinie tondolo te perimu-ne pillawa kalolime-kinie ulu tondolo te terimu mele mimi siku naa pilkulie eno konopu naa perimu-ne kanu tondolomone poporomemo topa kelierimu mele kepe naa pilkulie
MRK.6.53	˻Yesusi kinie yu lombili andolime kinie˼ nomu ˻Gallilli˼ nekendo pukulie nomu kélona kolea Geneserete lierimune wendo ongolie sipimu ka teringi. 
MRK.6.54	Sipine manie oringi kinie akune moloringi yembomane Yesusi tamburumbu kanoko imbi sikulie 
MRK.6.55	akundu lierimu koleamanga pali lkisiku puku yu andorumu koleama pilkulie enonga kuru torumu yemboma liku taropola teko yu andorumune mengo oringi. 
MRK.6.56	Yu andorumu koleamanga pali, kolea kangamanga kinie, kolea awilimenga kinie, kolea wemanga kinie, aku koleamanga yemboma maku toko moloringi koleamanga kuru torumu yemboma mengo ongo nosikulie, “‘Nunge wale-pakoli pundumu kepe ambolangi.’ ni.” ningu mawa teringi. Kanukinie kuru torumu yembomane yunge wale-pakolimu amboloringi yemboma pali kamu konde puringi.
MRK.7.1	˻Walse˼ Parisi ye mare kinie Pulu Yemonga ungu manemanga pulume pilku mane siringi ye mare kinie
MRK.7.2	yu lombili andolimene
MRK.7.3	(˻Sike kalaro naa molorumu nalo˼ Parisi yema kinie we Juda yemboma kinie enonga anda-kolepalimene “Teaa.” niringi mele pilku liku tengendo ou ki pali nona munduku kulumiye toko kondokolie langi pe noringi. Wenaa noringi. 
MRK.7.4	Makete koleana puku ulkendo ongolie kiou kulumiye naa tokolie ˻maketena topo toko lsingi˼ langime naa noringi. Anda kolepalimenga teringi ulu pulu lupe lupe awisili pilku liku teko moloringila. Kápoma kinie, mingime kinie, langi noringi poloma kinie, aku sipe melema taki-teki we kulumiye toringi.)
MRK.7.5	˻Juda yembomane aku siku teringi˼ kulu Parisi yema kinie, Pulu Yemonga ungu manemanga pulume pilku mane siringi yema kinie, enone ˻Yesusi lombili andolimene aku siku ki kulumiye naa toko langi we noringi kanokolie˼ Yesusindu walsiku pilkulie ningendo: “Anda kolepalimene “Teaa.” niringi mele nunge lombili andolimene nambemune naa pilku liku telemeleye? Enonga kime kalaro molopili langi nolemele kanumu.” niringi.
MRK.7.6	Yesusini enondo topondopa nimbendo: “Eno ˻ungu manema pilku mane silimele yema kinie Parisi yema kinie˼ eno topele mapele toli yema molemele!
MRK.7.6	˻Pulu Yemone nimbendo:˼
MRK.7.6	“Kanu yemboma enonga keremane na kapi ningu
MRK.7.6	‘Ye awili olandopamo.
MRK.7.6	Nu lipu awi silimolo.’ ningu
MRK.7.6	na imbi liku ola mundundulimele nalo
MRK.7.6	enonga konopume kinie nanga konopumu kinie
MRK.7.6	telune naa pulimo. Lupe lupe pelemo.
MRK.7.7	Enone ‘Nanga imbi
MRK.7.7	lipu ola mundundemili.’ ningu
MRK.7.7	na we popo toko kapi nilimele.
MRK.7.7	Mana yembomane mane silimele ungume mindi
MRK.7.7	mane sikulie
MRK.7.7	‘Iungu manema Pulu Yemone
MRK.7.7	“Teaa.” nilimo ungu manema.’
MRK.7.7	ningu pilku liku telemele,
MRK.7.7	akumunge na popo tonge kinie
MRK.7.7	uluri naa temba.”
MRK.7.7	nirimu kanumu. 
MRK.7.8	Pulu Yemone “Teaa.” nirimu ungu manema munduku siye kolkolie anda-kolepalimene “Teaa.” niringi mele mindi ambolko molemele.” ˻nimbe Yesusini˼ nirimu.
MRK.7.9	˻Yesusini˼ ungu mare pea enondo nimbendo: “Enonga anda-kolepalimene “Teaa.” niringi mele pilku liku tengendo Pulu Yemone “Teaa.” nirimu ungu manema bulu silimele mele papu telemeleye? 
MRK.7.10	Akumunge Mosisini nimbendo:
MRK.7.10	“Aminieli lanielinge ungume pilku liku,
MRK.7.10	liku awi siku teaa.”
MRK.7.10	nimbe
MRK.7.10	“Yembo tene yunge anumundu molo lapando
MRK.7.10	ungu te nimbe kenjipe iri tomu liemo
MRK.7.10	kanu yembomo toko kondangi.”
MRK.7.10	nirimu kanumu. 
MRK.7.11	Nalo eno yemane ningendo: “Ye tene yunge anumu lapaselondo nimbendo: “Nane elo mele mare lipu tapondopo silkema koronga ‘Pulu Yemo simbo.’ nimbu panjerindu kanumunge elo manda naa lipu tapondopo simbo.” nimbelie 
MRK.7.12	yunge anumu lapaselo naa lipe tapondomba kinie papu.” ningu mane silimele. 
MRK.7.13	Aku siku mane silimele ungumuni ‘Anda-kolepalimene mane siringi ulu pulume olandopa.’ ningu ‘Pulu Yemone nirimu ungumu uluri molo. Manie pupili.’ nilimele. Enone ulu lupe lupe awisili aku siku teko molemele.” nirimu.
MRK.7.14	Aku nimbelie Yesusini maku toko moloringi yembomando “Na moliona waa.” nimbelie enondo nimbendo: “Nane ˻aku nikirumunge
MRK.7.15	Yembomanga kangine ulsukundu lepalie kerena pupe olona suku pulimo meltene ˻Pulu Yemo manda popo tonge aulkemo pipi silimo˼ kalaro te manda naa mondolemo. Yembomanga konopune sukundu pepalie wendo olemo ulumene mindi yemboma kalaro mondolemo. 
MRK.7.16	(Yembo komu-peo lemba yemboma iungumu mimi siku piliengi!” nirimu.)
MRK.7.17	Kanune maku toko moloringi yemboma Yesusini mundupe siye kolopa ulkena suku purumu kinie yu lombili andolimene yu walsiku pilkulie ningendo: “Aku ungu ikomonga pulumu nambolkanje? Ningu para sieni.” niringi kinie
MRK.7.18+MRK.7.19	Yesusini enondo nimbendo: “Kinié kepe naa pilkimiliye? Yembo tenga kangine ulsu lepalie sukundu pulimo melte yunge konopune naa pupe, olona suku pupe ulsu omba le-murune kamu pulimomonga yu kalaro manda naa mondolemo mele naa pilkimiliye?” nirimu. (Yesusini aku sipe nirimumunge “Langimene pali yemboma kalaro te naa mondolemo.” nimbendo nirimu.)
MRK.7.20+MRK.7.21	˻“Kerena sukundu pulimo melemane aku sipe uluri naa telemo.” nimbelie˼ yuni kelepa nimbendo: “Yembo tenga konopune sukundu pepalie wendo olemo kanu melemane yembo te ˻Pulu Yemo popo tomba aulkemo pipi silimo˼ kalaro te mondolemo. Ulu pulu kerime ou konopumuni pilkulie ˻pe kamu telemelemonga˼ “Konopune pepalie wendo olemo melemane kalaro mondolemo. ˻We naa telemele.˼” ˻nikiru.˼ Kanu melema i sipe:
MRK.7.20+MRK.7.21	Konopumuni ulu kerime pilimele;
MRK.7.20+MRK.7.21	wa ulu kerinele lupe lupema andoko telemele;
MRK.7.20+MRK.7.21	wa nolemele; yemboma toko kondolemele;
MRK.7.20+MRK.7.21	ambo ye pulime molo ye ambo lilime yembo lupema kinie ulu kerinele telemele;
MRK.7.22	yembomanga mele nosilimelema ‘Na liembo.’ nilimele;
MRK.7.22	ulu pulu keri lupe lupema telemele; kolo tolemele;
MRK.7.22	yembomane kanokolie pipili kolemele ulume pipili naa kolko sumbi siku telemele;
MRK.7.22	yembo lupema molemele mele kepe enonga melema yama mengo ‘Yu malo.’ konopu lemele;
MRK.7.22	‘Yemboma pipili kolko molko kenjengi!’ ningu ungu bulkundu nindilimele;
MRK.7.22	‘Na imbi ola molemo. Na pilipe konginjeli olandopa pelemo. Yembo lupema tondolo te naa pelemo.’ ningu kara pulimele;
MRK.7.22	kekelepa toli ulume telemele;
MRK.7.22	ulu pulu akume pilku telemele.
MRK.7.23	Aku ulu pulu kerime pali yembomanga konopune sukundu pepa wendo olemomane yemboma ˻Pulu Yemonga kumbikerena punge aulkemo pipi silimo˼ kalaro mondolemo. ˻Ulsu lepa olona pulimo melemane uluri naa telemo˼” nirimu.
MRK.7.24	Kanu kinie Yesusi molorumu kolea ˻Geneserete˼
MRK.7.25+MRK.7.26	Yesusi yu omba molorumu akumu pilipelie ambo te yu molorumune sumbi sipe omba yunge kumbikerena manie molopa tamalu perimu. Kanu ambomo yu ˻Pulu Yemonga˼ Juda yembomanga talapena ulsukundu ambo te, kolea Siria poropinji sukundu kolea Ponisia disiriki yunge pulu koleamo. Ambomonga lemenunge konopune kuru te molopa ambolorumu kulu Yesusi molorumune omba manie molopa tamalu pepa yundu mawa tepalie nimbendo: “Nanga ambolamo kuru te konopune sukundu molemo kene yu ˻kondo kolko˼ kurumu toko makorou.” nirimu.
MRK.7.27	˻Ambomo yu ambo lupe, Juda ambo te molo, nimbe kanopalie˼ Yesusini ambomondo ˻ungu iko te topalie˼ nimbendo: “Ambolangoma langi ou nangi olo tepili. Enonga langime lipu owama simolo kinie kapola naa temba.” nirimu.
MRK.7.28	Ambomone yundu nimbendo: “Awilimu,
MRK.7.29	Kanu kinie Yesusini yundu nimbendo: “Ambomo, nu aku siku nikinumu papu nikinu. Aku siku nikinumunge kuru kanumu nunge ambolamonga konopune sukundu molopa omba wendo pumu kene nu ˻konopu waengo siliku˼ pu.” nirimu. 
MRK.7.30	˻Yesusini aku sipe nirimu pilipelie˼ ambomo kelepa ulkendo pupe kanorumu kinie lemenu konopune kuru te naa molopili uru peli polona ola we molorumu kanorumu.
MRK.7.31	Yesusi kolea awili Taya mundupe siye kolopa kolea awili Saidono sukundu omba pupe, ‘Kolea Awili Rureponga Talo’ niringi koleana sukundu omba pupe, nomu Gallilli kélona ˻sukundu˼ orumu.
MRK.7.32	Akune moloringi yembomane yu molorumune ye komu sipe ungu sumbi sipe naa nirimu ye te mengo ongo “˻Yu konde pupili˼ nunge kimuni ambolou.” ningu tondolo munduku mawa teringi.
MRK.7.33	Kanu kinie yembo kakapu teko moloringime mundupe siye kolopa “Oltolo molambili.” nimbe kanu yemo tenga memba pupelie nirimumuni, komuselonga ki sundu suku mundupe, lkambe topa yemonga alumbelumu kimuni ambolopalie, 
MRK.7.34	mulúne olando sipe kanopa, tondolo mundupe múlu lipe, Juda yembomanga ungu lepa yemondo nimbendo: “Epata!” nirimu. (Kanu ungumunge pulumu “Komumuni pilie!” nirimu.) 
MRK.7.35	Aku nirimu kinie tamburumbu yemo komu-peo lepa yu ungu kapola pilipe, alumbelumu takele terimu kanumu pe nimbe umbu alumbelu angilierimu kinie yu ungu sumbi sipe nirimu.
MRK.7.36	Kanu kinie Yesusini enondo tondolo mundupe nimbendo: “Nane iulu tekero mele anjo yembo telurindu kepe paa naa ningu siee!” nirimu. Nalo yu “Molo.” nimbe karaye terimu mele ta ningu anjo yemboma yuni terimu mele temane toko siliku mindi andoringi. 
MRK.7.37	˻Yu terimu mele kanoringi yemboma kinie, anjo temane toko siringi pilieringi yemboma kinie˼ eno paa mini-wale munduku suruningulie ningendo: “Apa! Yu telemo ulume peangama mindi telemo. “Komu silimoma ungu pilku, ungu naa nilimelema ungu ningu, teaa.” nilimo kinie kepe ungume pilku ungume ningu telemele.” niringi.
