MAT.1.1	Leabhar gheinealuigh Iósa Críosd, mhic Dhaibhi, mhic Abraham.
LUK.11.21	An tan choimhéadas duine láidir armálta a chúirt féin, atá a bhfuil aige a siothchaín: 
LUK.11.22	Achd an tráth thig duine is neartmhaire ná é, beiridh sé búaidh air, agus tóguidh sé leis a uile armaíl ann ar chuir sé a mhuinighinn, agus roinnidh sé a eadáil. 
LUK.11.23	An té nach bhfuil leamsa atá sé am aghaidh: agus gidh bé nach ccruinnigheann leamsa scabuighidh sé. 
LUK.11.24	An tráth imthigheas an spiorad neamhglann as duine ar bith, imthigh sé trí íonaduibh tiorma, ag iárruidh suáimhnis; agus an tráth nach bhfaghann sé sin, a deir sé, Fillfidh mé doin thigh féin ó dtáinic mé. 
LUK.11.25	Agus ar dtachd dó, do gheibh sé ar na sgúabadh agus ar na dheaghmhaisioghadh é. 
LUK.11.26	Imthighidh sé an sin, agus beiridh sé leis seachd spioraide eile is measa ná é fein; agus ar ndol a sdeach dhóibh, do níd comhnaidhe ann sin: agus is measa deireadh an duine sin ná a thosach.
LUK.11.27	Agus tárla, agá rádh so dhó, gur árduigh bean áirighe don tsluágh a gúth, agus go nduibhairt sí, 
LUK.11.28	Agus a dubhairt seision, Achd as beannaighe an dream eisdeas briáthar Dé, agus choimhéudus é.
LUK.11.29	Agus an tan do chruinnidh an sluágh go tiúgh chuige, do thionsgain sé a tádh. As olc an cineadh so: iárraidh sé comhartha; agus ní tiubharthar comhartha dhó, achd comhartha Iónas fáidh. 
LUK.11.30	Oir ambail dó bhí Iónas na chomhartha do mhuinntir Niníve, as mar sin bhiás Mac an duine mar an gcéudna don chineadhso. 
LUK.11.31	Eiréochuidh bainrióghan an aoibhe ó dheas a mbreitheamhnus maille ré dáoinibh an chinidhsí, agus daimneóchaidh si iád: oír tháinic sisí ó leithimlibh na talmhan déisdeachd ré heagna Sholaimh: agus, féuch, 
LUK.11.32	Eireóchaid luchd Niníve a mbreitheamhnus maille ris an gcineadhso, agus dainmeóchaid é: oír do rinneadarsan aithrighe ag seanmóir Iónas; agus, féuch, 
LUK.11.33	Ní lasann duine ar bith coinneall, chum a cur a bhfolach, nó faoi bhaiseúl, achd a gcoinnleóir, ionnus go bhfaichfidis an dream thig a sdeach an solus. 
LUK.11.34	A sí an tsúil solus an chuirp: ar a nadhbharsin a núair bhias do shúil glan, biáidh do chorp uile soillseach; achd dá raibh 
LUK.11.35	Dá brígh sin tabhair haire riot nach biáidh an solus atá ionnad na dhorchadus. 
LUK.11.36	Ar a nadhbharsin dá raibh, do chorp uile soillseach, gan éanchuid dhe dorcha, biáidh an tiomlán soillseach, amhail mar dheallruigheas coinneal thú ré na soillse.
LUK.11.37	Agus ar labhairt do, do chuir Phairisíneach airighe impédhe air a dhínnér do chaitheamh na fhochair: agus ár ndul a sdeach dhósan, do shuigh sé chum bídh. 
LUK.11.38	Agus an tan do chonnairc an Phairísineach 
LUK.11.39	Agus a dubhairt an Tighearna rís, Go deimhin do ní sibhse a phairisineacha an táobh amuigh don chupan agus don mhéis glan; achd atá an táobh a sdigh dhíbh lán do shracaireachd agus dolc. 
LUK.11.40	 gan chéill, a né nach é an tí do rinne an táobh a muigh do rinne an táobh a sdigh mar an gcéadna? 
LUK.11.41	Ar a nadhbharsin tábhruidh deíre uáibh do na neithibh atá a láthair aguibh; agus, féuch, bíaidh na huile neitheghan díbh. 
LUK.11.42	Achd is anáoibhinn dáoibh, a phairisíneach! do brígh go ngabhtháoi deachmhaidh an mhiontius agus na ruibhe agus na uile luibheann, achd gabhtháoithar bhreitheamhnus agus ghrádh Dé: do búdh cúir iád so do dhéamnamh, agus gan iád súd do leígeann gan déanamh. 
LUK.11.43	As anáoibhinn dáoibh, a phoirisneacha! Oír as ionmhuin libh an céud ionad suidhe ann sna sionagogaibh, agus fáilteadha ar na máruidhibh. 
LUK.11.44	As anáoibhinn dáoibh, a sgriobuidhe agus a phairisíneacha, a lachd a nfúarchrábhaidh! oír atátháoi marthuámuidhibh nách bhfaicthear, agus nách aithne do na dáoimbh shiubhlus 
LUK.11.45	Agus ar bhfreagra do dhuine áirighe don luched dlighe, a deir sé rís, A Mhaighisdir, agá rádh so dhuit do bhéir tú masa dhuinne fós. 
LUK.11.46	Achd a dubhairt seision, As anáoibhinn dáoibhsi leis, a luchd dlighe! oír curtháoi úaluidhe dóiomchur ar na dáoinibh, agus ní bheantháoi féin ris na húaladhaibh lé háon da bhur méuraibh. 
LUK.11.47	As anáoibhinn daiobh! oír tógtháoi túamuidhe na bhfáidheadh, agus a siád bhur naithreacha do mharbh iád. 
LUK.11.48	Go deimhin do níthi fiádhnuisi go moltáoi gniómhartha bhur naithreach: oír do mharbhadarsan iád, agus do níthíse tuamuidhe dhóibh. 
LUK.11.49	Ar a nadhbharso a dubhairt eagna Dé, Cuirfe mé fáidhe agus absdail chuca, agus muirfid siád agus géarleanfuid 
LUK.11.50	Do chum go leanfuidhe ar an gcinneadhsa, fuil na bhfáidheadh uile, do dóirteadh ó thús an domhain; 
LUK.11.51	O fhuil Abéil go fuil Shacharías, do marbhadh éidir a naltóir agus an teampoll: go firinneach a deirim ribh, go leanfuighear é ar an gcineadhso. 
LUK.11.52	As anáoibhinn dáoibh, a luchd dlighe! oír rugabhair libh eochair a néolais, ní dheachabhair féin a sdeach, agus do thoirmisgeabhair an dream do bhí ag dul a sdeach.
LUK.11.53	Agus a nnáir dubhairt sé na neithese riú, do thionnsgnadar na sgriobuidhe agus na Phairisínigh consbóid ghéar do dhéanamh ris, agus a thabhairt air labhairt ar mhórán do neithibih: 
LUK.11.54	Ag luigheachan air, agus ag iárraidh neither éigin do ghreamughadh as a bhéul, ann a naigeóraidis é.
LUK.12.1	Fa a námsin, ar mbeith do phubal gan airmheadh ar na ccomhchruinniufgadh, ionnus go rabhadar ag saltairt ar a chéile, do thionnsgain sé a radh re na dheisciobluibh ar tús, Comhéaduigh sibh féin ar laibhin na Bhphairsineach, eadhon an fuarchrabhadh. 
LUK.12.2	Oír ní bhfuil einní foluightheach, nach dtiocfuidh chum sóillsi; ná seicreideach, nach bhfuighthear a fhios. 
LUK.12.3	Ar a nadhbharsin gidh bé neithe do labhrabhair an dorchadas cluinfidhthear iád satsolus; agus gidh bé ní do labhrabhair a gcluáis a seómruidhibh u
LUK.12.4	Agus a deirim ribhse a chairde, Ná biodh eagla muinntire oraibh mhárbhus an corp, agus na dhiáigh sin leis nach éidir ní sa mhó do dhéanamh. 
LUK.12.5	Achd foillséochaidh mé dháoibh cía ré a mbia bhur neagla: Bíodh eagla an ti úd oraibh, agá bhfuil cumhachda tair éis 
LUK.12.6	A né nach cceannaghthear cúig gnealbhain ar dhá fheórling, agus ni bhfuil áon aca ar dearmad a bhfiádhnuise Dé? 
LUK.12.7	Achd fós atá gruág bhar gcinnse uile ar na comhaíreamh. Ar a nadhbharsin na bíodh eagla oráibh: as fearr sibhse ná morán gealbhan.
LUK.12.8	Agus fós a deirim ribh, Gidh bé ar bith aidmheóchus misi a bhfiádhnuise na ndáoine, aidmheóchaidh Mac an duine mar an gcéadna eisean a bhfiadhnari aingeal Dé: 
LUK.12.9	Achd gidh bé shéanfus mise a bhfiadhnuise aingeal De. 
LUK.12.10	Agus gidh bé laibheóras focal a naghaidh Mhic an duine, maithfighthear dhó é: achd ní maithfighear don tí laibheóras blaisphéime a naghaidh an Spiorad Náoimh. 
LUK.12.11	Agus an tan do bhéaruíd said sibh chum na sinagóig, agus na núachdarán, agus na 
LUK.12.12	Oír múinfidh an Spiorad Náomh dháoibh ar a nuársin 
LUK.12.13	Agus a dubhairt óglach áirighe don tslúagh ris, A Mhaighisdír, abair rem dhearbhrathair, a noighreachd do rionn rium. 
LUK.12.14	Agus a dubhairt séision ris, A dhuine, cia chur misi ós bhur gcionn am bhreitheamh nó am rannadóir? 
LUK.12.15	Agus a dubhairt sé riú, Feachaidh, agus seachnuidh sibh ar a tsaint: oír ní a níomarcuigh an tsaídhbhris atá ag duine air bith atá a bheatha.
LUK.12.16	Agus a dubhairt sé cosamblachd riú, ag rádh, Tug fearann dhuine sháidhbhir áirighe toradh mór: 
LUK.12.17	Agus do smuáin sé ann féin, ag radh, Créd do dhéana mé, oir ní bhfuil áit agam ann a gcruinneocha me mo thórthuighe? 
LUK.12.18	Agus a dubhairt sé, Do dhéana mé so: leaghfaidh mé mo sgiobóil, agus toigeabhuidh mé 
LUK.12.19	Agus a deara mé réim anam 
LUK.12.20	Agus a dubhairt Diá ris, A amadáin, a nochd féin iárfaid said hanam ort: agus cia bhus leis na neithe so, do sholáthair tú? 
LUK.12.21	 mar sin atá an té chrunnigheas ionnmhas dó féin, agus nach bhfuil sáidhbhir a Niliá.
LUK.12.22	Agus a dubhairt sé ré na dheisciobhluibh, Uime so a deirim ribhsi, Ná bidhidh, ro chúramach tá bhur gcorp, créd é an ní íosdáoi umuibh. 
LUK.12.23	As mó an tanam ná an biádh, agus an corp ná an téadach. 
LUK.12.24	Tabhraidh dá bhur naire ná preachaín: oír ní chuirid siás 
LUK.12.25	Achd ciá agaibhsi lé na iomad curium fhéadas áon bhannlamh a mháin do chur air airde féin. 
LUK.12.26	Ar a nadhbharsin muna bhfuil ar bhur gcumas an ní as lugha, créd fa bhfuil cúram na neitheann eíle oraibh? 
LUK.12.27	Tabhraidh dá bhur naire na lilidhe ciondus fhásaid said: ní dhéanuid said sáothar, agus ní shníomhuid said; achd a deirim ribh, nach raibh Solamh 
LUK.12.28	Agus má éaduigheann Diá már sin an fér, atá a niu ar an machaire, agus chuithear a márach ann sa núamhaifh; a né nach mó ná sin 
LUK.12.29	Ar a nadhbharsin, na fiáfruidhidhsi créd iosdáoi, nó créd iobhtháoi, agus na bíthi amharusach. 
LUK.12.30	Oír a said na neithesi uile iárraid cinidheacha an domhain: achd atá a fhios ag bhur Nathairse go bhfuil a ríachdanas so oraibh. 
LUK.12.31	Achd cheanna Iárruidhsi rioghachd Dé; agus teilgfidhthear na neithesi uile chuguibh.
LUK.12.32	Ná bíodh eagla ort, a thréd bheag; oir a si toil bhur Nathar an rioghachd do thabhairt dáoibh. 
LUK.12.33	Réacaidh a bhfuil aguibh, agus tabhruidh déire úaibh; déannidh sparáin dhibh féin nach rachta a narsaidheachd, cisde ar nach racha caitheamh ar neamh, a náith nach dtig gaduidhe a ngar dhó, agus nach dtruáilligheann an míol críon. 
LUK.12.34	Oír gidh bé aít iona bhfuil bhur ceisde, is am sin fós bhías bhur bhurgcroidhe. 
LUK.12.35	Bíodh bhur leasrach ceangailte timchioll, agus bhur lóchráinn ar lasadh; 
LUK.12.36	Agus sibh féin comhchosmhud ré dáoinibh ag fuireach ré na dthighearna, gá húair do fhillfeadh sé ón phósadh; ionnas ar dteachd agus ar mbuáladh 
LUK.12.37	 beannaighe na searbhfhoghantaidhe úd, do gheibh an tighearna ag déanamh faire an tan do thig sé: a deirim ribh go fírinneach, go gccangalfuigh sé é féin 
LUK.12.38	Agus má thig sé sa dara faire, agus má thig sé sa treas faire, agus go bhfuighe só mar sin 
LUK.12.39	Achd biodh a dheimhin só aguibh, dá mbeith a fhios ag fear an tighe cía a núair a dtiocfadh an gaduighe, go ndéanadh sé faire, agus nach bhfuilcóngadh sé a thigh féin do thollodh thríd. 
LUK.12.40	Agus ar a nadhbharsin fós bithisi ullamh: oír is a núair nach saoiltí thiocfus Mac an duine.
LUK.12.41	Agus a dubhairt Peadar ris, A Thighearna, an linne a deir tú an chosamhlachd so, nó fós ré cach uíle? 
LUK.12.42	Agus a dubhairt an Tighearna, Cía atá na fheadhmannach fhírinneach ghlic, chuirfeas 
LUK.12.43	 beannaighe an searbhfhoghantuidhe úd, agá bhfuighe a thighearna an tan thiocfus sé dhá dhéanamh mar sin. 
LUK.12.44	Go fírinneach a deirim ribh, Go gcuirfe sé ós cionn a bhfuill aige é. 
LUK.12.45	Achd má deir an seanbhfhoghantuighe úd ann a chroidhe féin, Cuirfidh mo thighearna a theachd a ríghneas; agus go dtionnsgónuidh sé gabháil ar na buáchailidh agus ná cailinidh, agus bheith ag ithe agus ag ól, agus ar meisge; 
LUK.12.46	Tiocfa tighearna an tsearbhfhoghantuighe úd sa lá nach saoileann sé é, agus ann sa núair nach bhfuil a fhios aige, agus dealóchaidh 
LUK.12.47	Achd an searbhfhoghantnidhe úd, agá raibh fios tola a thighearna féin, agus nar ullmhuidh 
LUK.12.48	Achd an tí úd ag nach raibh a fhios, agus fós do rinne na neithe do thuill buillidhe, buáilfabhear beagán air. Oír gidh bé dár tugadh morán, iárrfuidhthear morán a dtaisge, iarrfuidhthear ni sa mhó air.
LUK.12.49	Taínic misi do chur teineadh air an talamh; agus créd eile diárrfuinn, ma atá sí ar na lasadh cheana? 
LUK.12.50	Achd is éigin damhsa mo bhaisdeadh lé baisdeagh; agus créd a mhéd chuibhrighthear mé no go gcríochnuighthear é! 
LUK.12.51	An sáoilti gur ab chum sióthchána do thabhairt ar an dtalamh tháinic misi? a deirim ribh, Nach eadh; achd ceannairce: 
LUK.12.52	Oír ó so amach, béid cúigear a néintigh ar na roinn, triúr a naghuidh deisi, agus diás a naghuidh trír. 
LUK.12.53	Biáidh an tathair a naghuidh an mhic, agus an mac a naghuidh a nathair; an mhathair a naghuidh na hiughine, agus a ninghean a naghuidh na mathara; agus mathair an fhir phósada a naghuidh a mhná, agus an bhean phósda a naghuidh mathar a fir.
LUK.12.54	Agus a dubhairt sé mar an gcéadna ris an bpobal, An tan do chithi néull ag éighe ón táoibh a nsiár a deirthí ar ball, Atá cioth ag teachd; agus is amhluidh bhíos. 
LUK.12.55	Agus an tráth 
LUK.12.56	A 
LUK.12.57	Agus, créd fá nach breathnuighthí úaibh féin créd is cóir ann?
LUK.12.58	Agus fós an tan théid tá réd easgcaruid chum a núachdaráin, déana do dhícheall ar slighe, air thú féin do reíteach úadh; deagla go dtairrngeadh sé chum an bhreithimh thú, agus go dtiobhradh an bhreitheamh don tsirríam thú, agus go dteilgfeadh an sirriam thú a bpriosím. 
LUK.12.59	A deirim riot, nách dtiocfa tú a mach as sín, no go nióca tú an fheóirlinn deigheanach.
LUK.13.1	Agus fá namsin féin tangadar dáoine áirighe chuige ag innisin sgéal do tháobh mhuinntir na Galilé, ag ar mheasg Pioláit a bhfuil thríd a niodhbarthuibh. 
LUK.13.2	Agus ar bhfreagra Díosa a dubhairt sé riu, An soiltisí gur ab mó na peacthaigh na Galiléeanuighsi ná an chuid eile do na Galiléeanachuibh, ar son gur fhuilngeadar a leithéide só? 
LUK.13.3	A deirimsi ribh, Nach mó: achd, muna ndéantáoisi aithrighe, go sgríosfuidhthear sibh euile mar an gcéadna. 
LUK.13.4	Nó an sáoiltí na hochd bhfir deag úd, air ar thúit an tor a Síloam, agus do mharbh iád, gur mhó na peacthaigh iád ná gach áoin nduine eile dá raibh na gcomhnuidhe a Niárúsalém? 
LUK.13.5	A deirim ribh, Nach ar mhó; achd mona ndéarntáoisi aithrighe, go sgriosfuidhthear sibh uile mar an gcéadna.
LUK.13.6	Agus mar an gcendna a dubhairt sé an chosamhlachdsa; Do bhí crann fige ag 
LUK.13.7	Agus a dubhairt sé ris an ngárradóir, Féuch, atáim ré trí bliádhuibh ag teachd diárruidh toruidh ar an gcrann fígsi, agus ní faghaim: gear é; cred fá gcungmhann sé an fearann go neamhtharbhach? 
LUK.13.8	Agus ar bhfreagra dhósan a dubhairt sé ris, A thighearna, leíg dhó ar an mbliadhainsi mar an gcéadna, nó go romhradh mé na thimcheall, agus go gcnire mé áoileach fáoi: 
LUK.13.9	Agus má bheir sé toradh, 
LUK.13.10	Agus do bhí sé ag teagasg a sínagóig áirighe lá na sábbóide.
LUK.13.11	Agus, féuch, do bhí bean a 
LUK.13.12	Agus an tráth do chunnair Iósa í, do goir sé 
LUK.13.13	Agus do chuir se 
LUK.13.14	Agus ar bhfreagra dúachdarán na sinagóge ar mbeith diomghach dhó, fá Iósa do dhéanamh leighis ann sa tsabboid, a dubhairt sé ris on bpubal, Atáid sé laéthe ann ar coir obair do dhéanamh; ar a nadhbharsin gur ab ionnta sin thiocfas sibh dá bhur leigheas, agus nar ab a lá na sabboide. 
LUK.13.15	Uime sin do fhreagair an Tighearna dhó, agus a dubhairt sé, 
LUK.13.16	Agus an bheansa, atá na hinghin ag Abraham, noch do chuibhrigh Sátan, a nois le hóchd mbliadhna dég, a né nar choír a sgáoileadh ón chuibhreachsa a lá na sábbóide? 
LUK.13.17	Agus an tan a dubhairt sé na neithesi, do ghabh náire gach áon nduine dá raibh a cur na aghaidh: achd do bhígáirdeachas ar a tslúagh uile tré gach uile ní glórmhar dá ndéarmidh seision.
LUK.13.18	Agus a dubhairt sé, Cía lér cosmhuil rioghachd Dé? agus cia ré samhleóchaidh mé í? 
LUK.13.19	Is cosmhuil ré gráinne musdaird í, do ghabh duine chuige, agus do chuir sé ann a ghárrdha; agus dfás sé, agus dó rinneadh crann mór dhe, agus do rinneadar éanlaith a naiéir néid ann a ghéaguibh. 
LUK.13.20	Agus a dubhairt sé a rís, Cia ré samhlóchaidh mé rioghachd Dé? 
LUK.13.21	Is cosmhuil í re laibhín, do ghabh bean 
LUK.13.22	Agus do chúaidh sé tri gach cathair agus gach baile, ag teagasg, agus ag gábháil na sligheadh go Hiérúsalem.
LUK.13.23	Agus a dubhairt duine áirighe ris, A Thighearna, an beag do shlánuighthear? Agus a dubhairt seision ríu, 
LUK.13.24	Déanuidh bhur ndithcheall ar dhul a sdeach sa doras chumhann: óir a deirim ribh, Is iomdha dáoine iárrfas dul a sdeach, agus nach búdh éidir leó: 
LUK.13.25	O a nuáir fá néireóchaidh fear an tighe, agus fá a ndúnfa sé a dhóras, agus thionnsganuidh sibhsi seasamh a muich, agus an doras do bhuáladh, ag rádh, A Thighearna, A Thighearna, osguil dúinne; agus ar bhfreagra dhósan a déara sé ribh, Ní bhfuil a fhios agam cía bas dáoibh: 
LUK.13.26	Ann sin toiseóchtháiusu a rádh, Do bhimis ag ithe agus ag ól an fhiadnuisi, agus do bhiothá ag teagasg ann ar sráidibh. 
LUK.13.27	Agus a déaraidh sé, A deirim ribh ní bhfuil a fhios agam cia bas dáoibh; imthigh úaim, uile a luchd déanta na béagcóra. 
LUK.13.28	An sin bhiás gul agus gíosgán fíacal, a nuáir do chifi Abraham, agus Isaac, agus Iácob, agus na fáidhe uile, a bhflaitheas Dé, agus 
LUK.13.29	Agus tiocfuid 
LUK.13.30	Agus, féuch, ataíd 
LUK.13.31	An lasin féin tangadar cuid airighe do na Phairisíneachuibh chuige, ag radh ris, Imthigh amach, agus fág a náitsi: óir is mian ré Híoruáith do mharbhadh. 
LUK.13.32	Agus a dubhairt seision ríu, Ar nimtheach dáoibh, abruidh ris an tsionachsin, Féuch, teilgimsi deamhain amach, agus dó ním leigheas a niu agus a márach, agus críochnóchar leam an treas lá. 
LUK.13.33	Achd cheana is éigin damh a niu, agus a márach, agus a noirrthíor a bheith ag siubhal: oír ní héidir fáigh bás fagháil táobh amuich do Iárusalém.
LUK.13.34	O a Ierusalém, á Ierusalém, noch mharbhas na fáighe, agus ghabhas do chlochaibh ar na dáoinibh churthar chugad; gá mhioncachd bá mían leam do chlann do chruinniughadh, mar 
LUK.13.35	Féuch, fágthar bhur dtigh na fhásach aguibh: Agus a deirimsi ribh go fírinneach, Nach bhfaicfí misi, no go dtí 
LUK.14.1	Agus tarla, ar dteachd dhó go tighdhuine áirghe dúachdaránuibh na Bhpairísíneach a lá na sábbóidedo chaitheamh bídh, go rabhadar a coimhéd air. 
LUK.14.2	Agus, féuch do bhí duine áirighe a nioropuis ná fhiadhnuisi. 
LUK.14.3	Achd ar bhfreagra Díosado labhair sé ris an luchd dlighe agus ris ná Phairsíneachaibh, ag radh, An ceaduigheach leigheas do dhéanamh lá na sábbóide? 
LUK.14.4	Achd do thochdadarsan. Agus ar mbreith ar a 
LUK.14.5	Agus ag freagra dhóibhsean, a dubhairt sé, Ciá aguibhsi agá dtuitfaedh a asal nó a ddhamh a ndíg, nach dtoígeabhadh a níos é a lá na sábboíde? 
LUK.14.6	Agus níor bheídir léo freagra do thabhairt air ann sna neithibhsi.
LUK.14.7	Agus do laibhair sé cosamhlachd ris an muinntir thainic ar cuireadh, ar na thabhairt dá aire mar do bhádar ag togha an chedionuidshuighe; ag rádh riú, 
LUK.14.8	An tan do ghéabha tú cuireadh ó 
LUK.14.9	Agus go dtiocfadh an tí do ghoir thusa agus eision agus go naibhéoradhsé riot, Tabhair ionad dó so; agus ann sin do thoiseóchthá maille le náire suidhe ann sa nionad is ísle. 
