GEN.1.1	NEL principio Iddio creò il cielo e la terra
DEU.7.20	Il Signore Iddio tuo manderà eziandio de' calabroni contro a loro
DEU.7.21	Non isgomentarti per cagion di loro; conciossiachè il Signore Iddio tuo, Dio grande e tremendo
DEU.7.22	Or il Signore Iddio tuo stirperà quelle nazioni d'innanzi a te, a poco a poco; tu non le potrai distruggere subitamente; che talora le fiere della campagna non moltiplichino contro a te. 
DEU.7.23	E il Signore Iddio tuo le metterà in tuo potere, e le romperà d'una gran rotta, finchè sieno distrutte. 
DEU.7.24	E ti darà i re loro nelle mani
DEU.7.25	Brucia col fuoco le sculture de' loro dii
DEU.7.26	E non recare in casa tua
DEU.8.1	PRENDETE guardia di mettere in opera tutti i comandamenti che oggi vi do
DEU.8.2	E ricordati di tutto il cammino, per lo quale il Signore Iddio tuo ti ha condotto questi quarant'anni per lo deserto, per affliggerti, 
DEU.8.3	Egli adunque ti ha afflitto, e ti ha fatto aver fame; poi ti ha pasciuto di Manna
DEU.8.4	Il tuo vestimento non ti si è logorato addosso; e il tuo piè non si è calterito in questi quarant'anni
DEU.8.5	Conosci adunque nel tuo cuore, che il Signore Iddio tuo ti corregge, come un uomo corregge il suo figliuolo
DEU.8.6	E osserva i comandamenti del Signore Iddio tuo, per camminar nelle sue vie, e per temerlo. 
DEU.8.7	Perciocchè il Signore Iddio tuo ti fa entrare in un buon paese, paese di rivi d'acque, di fonti e di gorghi, che sorgono nelle valli e ne' monti
DEU.8.8	paese di frumento, e di orzo, e di vigne, e di fichi, e di melagrani; paese d'ulivi da olio, e di miele; 
DEU.8.9	paese nel quale tu non mangerai il pane scarsamente, nel quale non ti mancherà nulla; paese, le cui pietre 
DEU.8.10	E quando tu avrai mangiato, e sarai sazio, benedici il Signore Iddio tuo nel buon paese, ch'egli ti avrà dato.
DEU.8.11	Guardati, che talora tu non dimentichi il Signore Iddio tuo, per non osservare i suoi comandamenti, e le sue leggi, e i suoi statuti, i quali oggi ti do. 
DEU.8.12	Che talora, dopo che tu avrai mangiato, e sarai sazio
DEU.8.13	e il tuo grosso e minuto bestiame sarà moltiplicato; e l'argento e l'oro ti sarà aumentato, e ti sarà accresciuta ogni cosa tua; 
DEU.8.14	il tuo cuore 
DEU.8.15	il qual ti ha condotto per questo grande e terribile deserto
DEU.8.16	il qual ti ha pasciuto nel deserto di Manna
DEU.8.17	e 
DEU.8.18	Anzi ricordati del Signore Iddio tuo; ch'egli 
DEU.8.19	Ma, se pur tu dimentichi il Signore Iddio tuo, e vai dietro ad altri dii, e servi loro, e li adori; io vi protesto oggi che del tutto voi perirete. 
DEU.8.20	Come saran perite le nazioni che il Signore fa perire d'innanzi a voi, così perirete
DEU.9.1	ASCOLTA, Israele: oggi tu passi il Giordano, per andare a possedere 
DEU.9.2	di una gente grande, e d'alta statura, de' figliuoli degli Anachiti, de' quali tu hai conoscenza, e de' quali tu hai udito 
DEU.9.3	Sappi adunque oggi che il Signore Iddio tuo, che passa davanti a te
DEU.9.4	Non dir nel cuor tuo, quando il Signore li avrà scacciati d'innanzi a te: Il Signore mi ha condotto in questo paese, per possederlo, per la mia giustizia
DEU.9.5	Tu non entri a possedere il lor paese per la tua giustizia, nè per la dirittura del cuor tuo; conciossiachè il Signore Iddio tuo scacci quelle genti d'innanzi a te, per la lor malvagità
DEU.9.6	Sappi adunque che il Signore Iddio tuo non ti dà a posseder questo buon paese, per la tua giustizia; conciossiachè tu 
DEU.9.7	Ricordati, non dimenticarti come tu hai fatto gravemente adirare il Signore Iddio tuo nel deserto; dal giorno che tu uscisti del paese di Egitto, finchè siete arrivati in questo luogo, voi siete stati ribelli contro al Signore
DEU.9.8	Eziandio in Horeb faceste gravemente adirare il Signore
DEU.9.9	per ricever le Tavole di pietra, le Tavole del Patto che il Signore avea fatto con voi; e dimorai in su la montagna quaranta giorni e quaranta notti, senza mangiar pane, nè bere acqua
DEU.9.10	e il Signore mi diede le due Tavole di pietra, scritte col dito di Dio, sopra le quali 
DEU.9.11	Avvenne adunque in capo di quaranta giorni, e di quaranta notti, che il Signore mi diede le due Tavole di pietra, le Tavole del Patto; 
DEU.9.12	e il Signore mi disse: Levati, scendi prestamente di qui; perciocchè il tuo popolo che tu hai tratto fuor di Egitto, si è corrotto; tosto si sono eglino rivolti dalla via che io avea lor comandata: si sono fatti una statua di getto.
DEU.9.13	Il Signore mi disse ancora: Io ho riguardato questo popolo; ed ecco, egli 
DEU.9.14	Lasciami fare, e io li distruggerò, e cancellerò il lor nome di sotto al cielo: e ti farò divenire una nazione più potente, e più grande di lui. 
DEU.9.15	E io mi mossi, e discesi giù dal monte, il quale ardeva in fuoco, avendo nelle mie due mani le due Tavole del Patto. 
DEU.9.16	E io riguardai; ed ecco, voi avevate peccato contro al Signore Iddio vostro; voi vi eravate fatti un vitello di getto; tosto vi eravate stornati dalla via che il Signore vi avea comandata. 
DEU.9.17	E io presi quelle due Tavole, e le gittai giù d'in su le mie due mani, e le spezzai in vostra presenza. 
DEU.9.18	Poi mi gittai in terra davanti al Signore, come prima, per quaranta giorni e per quaranta notti, senza mangiar pane, nè bere acqua, per tutto il vostro peccato che avevate commesso, facendo ciò che dispiace al Signore, per irritarlo. 
DEU.9.19	Conciossiachè io avessi paura, per cagion dell'ira e del cruccio, del quale il Signore era gravemente adirato contro a voi, per distruggervi. E il Signore mi esaudì ancora quella volta. 
DEU.9.20	Il Signore si crucciò ancora gravemente contro ad Aaronne, per distruggerlo; ma in quel tempo io pregai eziandio per Aaronne. 
DEU.9.21	Poi presi il vostro peccato che avevate fatto, 
DEU.9.22	(Voi faceste eziandio gravemente adirare il Signore in Tabera
DEU.9.23	parimente, quando il Signore vi mandò da Cades-barnea
DEU.9.24	Dal giorno che io vi ho conosciuti, voi siete stati ribelli contro al Signore).
DEU.9.25	Io mi gittai adunque in terra davanti al Signore, per que' quaranta giorni, e quelle quaranta notti, che io stetti 
DEU.9.26	E pregai il Signore, e dissi: Signore Iddio, non distruggere il tuo popolo e la tua eredità, che tu hai riscossa con la tua grandezza, la quale tu hai tratta fuor di Egitto con man forte
DEU.9.27	Ricordati de' tuoi servitori, d'Abrahamo, d'Isacco, e di Giacobbe; non aver riguardo alla durezza di questo popolo, nè alla sua malvagità, nè al suo peccato; 
DEU.9.28	che talora 
DEU.9.29	E pure essi 
DEU.10.1	IN quel tempo il Signore mi disse: Tagliati due Tavole di pietra, simili alle primiere
DEU.10.2	E io scriverò in su quelle Tavole le parole ch'erano in su le primiere che tu spezzasti; e tu le metterai dentro a quell'Arca
DEU.10.3	E io feci un'Arca di legno di Sittim, e tagliai due Tavole di pietra, simili alle primiere; poi salii in sul monte, avendo quelle due Tavole in mano. 
DEU.10.4	Ed egli scrisse in su quelle Tavole, conforme alla prima scrittura, le dieci parole, che il Signore vi avea pronunziate nel monte, di mezzo al fuoco, al giorno della raunanza. E il Signore me le diede. 
DEU.10.5	Allora io mi rivolsi indietro, e discesi giù dal monte, e posi quelle Tavole nell'Arca che io avea fatta, e son restate quivi
DEU.10.6	(Or i figliuoli d'Israele partirono di Beerot-bene-iaacan, per andare a Mosera; quivi morì Aaronne, e quivi fu seppellito; ed Eleazaro, suo figliuolo, fu sacerdote in luogo suo
DEU.10.7	Di là partirono, 
DEU.10.8	In quel tempo il Signore appartò la tribù di Levi
DEU.10.9	Perciò Levi non ha parte, nè possessione co' suoi fratelli
DEU.10.10	Or essendo io dimorato in sul monte tanto tempo quanto la prima volta, cioè quaranta giorni e quaranta notti, il Signore esaudì la mia voce ancora quella volta, 
DEU.10.11	E il Signore mi disse: Levati, va' per camminar davanti al popolo; ed entrino nel paese, del quale ho giurato a' lor padri che io lo darei loro; e possegganlo.
DEU.10.12	Ora dunque, o Israele, che chiede il Signore Iddio tuo da te, se non che tu tema il Signore Iddio tuo, per camminare in tutte le sue vie
DEU.10.13	 per osservare i comandamenti del Signore, e i suoi statuti, i quali oggi ti do; acciocchè ti 
DEU.10.14	Ecco, i cieli e i cieli de' cieli 
DEU.10.15	 il Signore ha posto affezione solo a' tuoi padri, per amarli; e ha eletta, d'infra tutti i popoli, la lor progenie dopo loro, 
DEU.10.16	come oggi 
DEU.10.17	Perciocchè il Signore Iddio vostro è l'Iddio degl'iddii
DEU.10.18	il quale fa ragione all'orfano e alla vedova
DEU.10.19	Voi dunque altresì amate i forestieri
DEU.10.20	Temi il Signore Iddio tuo, servigli
DEU.10.21	Egli 
DEU.10.22	I tuoi padri discesero in Egitto in numero di settanta persone
DEU.11.1	AMA adunque il Signore Iddio tuo
DEU.11.2	E riconoscete oggi (conciossiachè 
DEU.11.3	e le sue opere ch'egli ha fatte in mezzo dell'Egitto, sopra Faraone, re di Egitto, e sopra tutto il suo paese
DEU.11.4	e ciò ch'egli ha fatto all'esercito dell'Egitto, a' suoi cavalli e a' suoi carri; come egli fece traboccar l'acque del mar rosso sopra loro quando essi vi perseguivano; e come egli li fece perire fino al dì d'oggi
DEU.11.5	e ciò ch'egli ha fatto a voi stessi nel deserto, finchè siate pervenuti a questo luogo; 
DEU.11.6	e ciò ch'egli ha fatto a Datan e ad Abiram, figliuoli d'Eliab, figliuoli di Ruben; come la terra aperse la sua bocca e li tranghiottì, insieme con le lor case e le lor tende, e tutte le anime viventi ch'aveano a lor seguito, in mezzo di tutto Israele
DEU.11.7	Conciossiachè gli occhi vostri abbiano vedute tutte le grandi opere del Signore le quali egli ha fatte
DEU.11.8	E osservate tutti i comandamenti i quali oggi vi do; acciocchè siate fortificati
DEU.11.9	e acciocchè prolunghiate i 
DEU.11.10	Perciocchè il paese, nel qual tu entri per possederlo, non 
DEU.11.11	Ma il paese, al quale voi passate per possederlo, 
DEU.11.12	un paese, del quale il Signore Iddio tuo ha cura; sopra il quale gli occhi del Signore Iddio tuo 
DEU.11.13	E avverrà, se voi del tutto ubbidite a' miei comandamenti, i quali oggi vi do, amando il Signore Iddio vostro e servendogli con tutto il vostro cuore e con tutta l'anima vostra
DEU.11.14	che io darò al vostro paese la sua pioggia al suo tempo
DEU.11.15	Farò ancor nascere dell'erba nei vostri campi per lo vostro bestiame
DEU.11.16	Guardatevi che talora il vostro cuore non sia sedotto, sì che vi rivoltiate a servire a dii stranieri, e ad adorarli; 
DEU.11.17	e che l'ira del Signore non si accenda contro a voi
DEU.11.18	Anzi mettetevi queste mie parole nel cuore e nell'animo
DEU.11.19	E insegnatele a' vostri figliuoli, ragionandone quando sedete nelle vostre case, e quando camminate per via, e quando giacete, e quando vi levate
DEU.11.20	Scrivetele ancora sopra gli stipiti delle vostre case, e sopra le vostre porte; 
DEU.11.21	acciocchè i vostri giorni, e i giorni de' vostri figliuoli, sieno moltiplicati sopra la terra
DEU.11.22	Perciocchè, se voi del tutto osservate tutti questi comandamenti, i quali io vi do, per metterli in opera, per amare il Signore Iddio vostro, per camminare in tutte le sue vie, e per attenervi a lui; 
DEU.11.23	il Signore scaccerà tutte quelle genti dal vostro cospetto; e voi possederete 
DEU.11.24	Ogni luogo che la pianta del vostro piè calcherà sarà vostro
DEU.11.25	Niuno vi potrà stare a fronte; il Signore Iddio vostro metterà spavento, e tema di voi per tutto il paese, sopra il quale voi camminerete, siccome egli ve ne ha parlato
DEU.11.26	Ecco, io metto oggi davanti a voi benedizione e maledizione
DEU.11.27	benedizione, se voi ubbidite a' comandamenti del Signore Iddio vostro, i quali oggi vi do
DEU.11.28	e maledizione, se non ubbidite a' comandamenti del Signore Iddio vostro, e 
DEU.11.29	Ora, quando il Signore Iddio tuo ti avrà introdotto nel paese nel quale tu entri per possederlo, pronunzia la benedizione sopra il monte di Gherizim, e la maledizione sopra il monte di Ebal
DEU.11.30	Non 
DEU.11.31	Conciossiachè 
DEU.11.32	prendete guardia di mettere in opera tutti gli statuti e le leggi che oggi vi propongo.
DEU.12.1	QUESTI 
DEU.12.2	Del tutto distruggete tutti i luoghi, ne' quali quelle nazioni, 
DEU.12.3	e disfate i loro altari, e spezzate le loro statue, e bruciate col fuoco i lor boschi, e tagliate a pezzi le sculture de' lor dii; e sterminate il lor nome da quel luogo.
DEU.12.4	Non fate così inverso il Signore Iddio vostro. 
DEU.12.5	Anzi ricercatelo nel luogo che il Signore Iddio vostro avrà scelto d'infra tutte le vostre tribù, per sua abitazione
DEU.12.6	E adducete là i vostri olocausti, e i vostri sacrificii
DEU.12.7	E mangiate quivi davanti al Signore Iddio vostro
DEU.12.8	Non fate secondo tutto ciò che facciamo qui oggi, 
DEU.12.9	Perciocchè infino ad ora voi non siete pervenuti al riposo, e all'eredità che il Signore Iddio vostro vi dà. 
DEU.12.10	Ma, quando voi sarete passati il Giordano, e abiterete nel paese il quale il Signore Iddio vostro vi dà a possedere, e avrete requie da tutti i vostri nemici d'ogn'intorno, e abiterete in sicurtà; 
DEU.12.11	allora adducete al luogo, il quale il Signore Iddio vostro avrà eletto
DEU.12.12	E rallegratevi davanti al Signore Iddio vostro, voi, e i vostri figliuoli, e le vostre figliuole, e i vostri servi, e le vostre serve, e il Levita che 
DEU.12.13	Guardati d'offerire i tuoi olocausti in qualunque luogo tu vedrai
DEU.12.14	anzi offerisci i tuoi olocausti nel luogo che il Signore avrà eletto in una delle tue tribù; e quivi fa' tutto quel che io ti comando.
DEU.12.15	Pur potrai scannare e mangiar carni ad ogni tua voglia, dentro a tutte le tue porte, secondo la benedizione che il Signore Iddio tuo ti avrà mandata: il mondo e l'immondo ne potranno mangiare, come di cavriuolo o di cervo. 
DEU.12.16	Sol non mangiate il sangue
DEU.12.17	Tu non potrai mangiare dentro alle tue porte le decime del tuo frumento nè del tuo mosto, nè del tuo olio, nè i primogeniti del tuo grosso e minuto bestiame, nè alcun voto che tu avrai fatto, nè le tue offerte volontarie, nè l'offerte della tua mano. 
DEU.12.18	Ma mangia quelle cose davanti al Signore Iddio tuo
DEU.12.19	Guardati che tu non abbandoni il Levita tutto il tempo che sarai in su la tua terra
DEU.12.20	Quando il Signore Iddio tuo avrà ampliati i tuoi confini, siccome egli te ne ha parlato
DEU.12.21	Perciocchè il luogo che il Signore Iddio tuo avrà scelto per mettervi il suo Nome, sarà lontano da te, ammazza pur del tuo grosso e minuto bestiame, che il Signore ti avrà dato, siccome io ti ho comandato, e mangiane dentro alle tue porte a ogni tua voglia. 
DEU.12.22	Ma mangiane, come si mangia del cavriuolo e del cervo; mangine l'immondo e il mondo indifferentemente. 
DEU.12.23	Solo osserva fermamente di non mangiare il sangue; perciocchè il sangue è l'anima; or non mangiar l'anima con la carne. 
DEU.12.24	Non mangiarlo; spandilo in terra come acqua. 
DEU.12.25	Non mangiarlo; acciocchè sia bene a te e a' tuoi figliuoli dopo te
DEU.12.26	Ma, quant'è alle tue cose consacrate, che saranno tue
DEU.12.27	Or offerisci i tuoi olocausti tutti intieri, carne e sangue, sopra l'Altare del Signore Iddio tuo; ma quant'è a' tuoi 
DEU.12.28	Osserva, e ascolta tutte queste parole che io ti comando, acciocchè sia bene a te e a' tuoi figliuoli dopo te, in perpetuo, quando tu avrai fatto ciò ch'è buono e diritto appo il Signore Iddio tuo.
DEU.12.29	Quando il Signore Iddio tuo avrà sterminate d'innanzi a te le genti
DEU.12.30	guardati che talora, dopo ch'esse saranno state distrutte d'innanzi a te, tu non ti allacci a seguitarle
DEU.12.31	Non far così inverso il Signore Iddio tuo
DEU.12.32	Prendete guardia di far tutto ciò che io vi comando; non sopraggiugnetevi nulla e non diminuitene nulla
DEU.13.1	QUANDO sorgerà in mezzo di te un profeta, o un sognator di sogni, il quale ti darà alcun miracolo o prodigio
DEU.13.2	(e quel miracolo o prodigio che egli ti avrà detto, avverrà
DEU.13.3	non attendere alle parole di quel profeta, nè a quel sognator di sogni; perciocchè il Signore Iddio vostro vi prova
DEU.13.4	Andate dietro al Signore Iddio vostro, e lui temete, e osservate i suoi comandamenti, e ubbidite alla sua voce, e a lui servite e a lui v'attenete
DEU.13.5	E facciasi morir quel profeta, o quel sognator di sogni
DEU.13.6	Quando il tuo fratello, figliuolo di tua madre, o il tuo figliuolo, o la tua figliuola, o la moglie del tuo seno, o il tuo famigliare amico, che 
DEU.13.7	d'infra gl'iddii de' popoli che 
DEU.13.8	non compiacergli, e non ascoltarlo
DEU.13.9	Anzi del tutto uccidilo; sia la tua mano la prima sopra lui, per farlo morire, e poi la mano di tutto il popolo
DEU.13.10	E lapidalo con pietre, sì che muoia; perciocchè egli ha cercato di sospignerti d'appresso al Signore Iddio tuo, che ti ha tratto fuor del paese di Egitto, della casa di servitù. 
DEU.13.11	Acciocchè tutto Israele oda, e tema; e niuno per l'innanzi faccia più in mezzo di te una tal mala cosa.
DEU.13.12	Quando tu udirai che si dirà d'una delle tue città
DEU.13.13	che alcuni uomini scellerati sono usciti del mezzo di te
