GEN.1.1	起初，上帝创造天地。 
1SA.20.3	又起誓说：“你父亲确实知道我在你眼前蒙恩。所以他说，‘这事不要让
1SA.20.4	对
1SA.20.5	对
1SA.20.6	你父亲若见我不在席上，你就说：‘
1SA.20.7	你父亲若说好，你的仆人就平安了；他若大怒，你就知道他决意行恶。 
1SA.20.8	求你施恩于仆人，因你在耶和华面前曾与仆人立约。我若有罪孽，你就亲自杀死我，何必把我交给你父亲呢？” 
1SA.20.9	说：“绝无此事！我若确实知道我父亲决意害你，怎么会不告诉你呢？” 
1SA.20.10	对
1SA.20.11	对
1SA.20.13	我父亲若有意害你，而我不告诉你，送你平安地离开，愿耶和华重重惩罚
1SA.20.14	你要照耶和华的慈爱恩待我，不但我活着的时候免我死亡， 
1SA.20.15	就是耶和华从地面逐一剪除
1SA.20.16	于是
1SA.20.17	因爱
1SA.20.19	到第三日，就要走一段长路下去
1SA.20.20	我会向磐石旁边射三箭，如同射箭靶一样。 
1SA.20.21	看哪，我会派僮仆，说：‘去把箭找来。’我若对僮仆喊说：‘看哪，箭在你的这边，把箭拿来’，你就可以平安回来；我指着永生的耶和华起誓，你一定没有事。 
1SA.20.22	我若对孩子说：‘看哪，箭在你的前方’，你就要离开，因为是耶和华差你去的。 
1SA.20.23	至于你和我，我们所说的话，看哪，耶和华在你我中间作证，直到永远。”
1SA.20.25	王照常坐在靠墙的位子上，
1SA.20.26	这日
1SA.20.27	初二，
1SA.20.28	回答
1SA.20.29	说：‘求你让我去，因为我家在城里有献祭的事，我哥哥吩咐我去。如今我若在你眼前蒙恩，求你让我去见我的兄弟。’所以
1SA.20.31	只要
1SA.20.32	回答父亲
1SA.20.33	向
1SA.20.34	于是
1SA.20.35	次日早晨，
1SA.20.36	对僮仆说：“你跑去把我所射的箭找来。”僮仆跑去，
1SA.20.37	僮仆到了
1SA.20.38	又呼叫僮仆说：“快去，不要站在那里！”僮仆就捡起箭来，回到主人那里。 
1SA.20.39	僮仆不知道这是什么意思，只有
1SA.20.40	把他的弓箭交给僮仆，吩咐他说：“你拿到城里去。” 
1SA.20.41	僮仆一去，
1SA.20.42	对
1SA.21.2	对
1SA.21.3	现在你手中有什么？请你给我五个饼或是可以找到的食物。” 
1SA.21.4	祭司对
1SA.21.5	回答祭司说：“我们确实没有亲近妇人，如同往常我出征的时候一样。平常行路，仆人的身体
1SA.21.6	祭司拿圣饼给他，因为在那里没有别的饼，只有那从耶和华面前撤下的供饼，就是换上热饼的日子取下来的。
1SA.21.7	当日，有
1SA.21.9	祭司说：“你在
1SA.21.10	那日
1SA.21.11	的臣仆对他说：“这不是那地的国王
1SA.21.11	‘
1SA.21.11	不是指着他说的吗？” 
1SA.21.12	把这些话放在心里，就很惧怕
1SA.21.13	于是他在众人眼前一反常态，在他们中间
1SA.21.14	对臣仆说：“看哪，你们看这人疯了，为什么带他到我这里来呢？ 
1SA.21.15	我岂缺少疯子，你们竟然带这人到我面前疯癫吗？这个人可以进我的家吗？”
1SA.22.2	凡生活窘迫的、欠债的、心里苦恼的都聚集到
1SA.22.3	从那里往
1SA.22.4	领他父母到
1SA.22.5	先知
1SA.22.7	对左右侍立的臣仆说：“
1SA.22.8	你们竟都结党害我！我儿子与
1SA.22.9	那时
1SA.22.10	为他求问耶和华，给他食物，又把
1SA.22.11	王就派人把
1SA.22.12	说：“
1SA.22.13	对他说：“你为什么与
1SA.22.14	回答王说：“王的众臣仆中有谁比
1SA.22.15	我今日才开始为他求问上帝吗？绝非如此！王不要归罪于我和我父全家，因为这事，无论大小，仆人都不知情。” 
1SA.22.16	王说：“
1SA.22.17	王吩咐左右的侍卫说：“你们转身去杀耶和华的祭司吧！因为他们帮助
1SA.22.18	王吩咐
1SA.22.19	又用刀把祭司城
1SA.22.21	把
1SA.22.22	对
1SA.22.23	你可以住在我这里，不要惧怕。因为寻索你命的也要寻索我的命，你在我这里可得保护。”
1SA.23.1	有人告诉
1SA.23.2	求问耶和华说：“我可以去吗？我可以去攻打那些
1SA.23.3	的人对他说：“看哪，我们在
1SA.23.4	又再求问耶和华，耶和华回答说：“你起身下
1SA.23.5	于是
1SA.23.7	有人告诉
1SA.23.8	于是
1SA.23.9	知道
1SA.23.10	说：“耶和华－
1SA.23.11	人会把我交在
1SA.23.12	又说：“
1SA.23.13	于是
1SA.23.16	的儿子
1SA.23.17	对他说：“不要惧怕！我父
1SA.23.18	于是二人在耶和华面前立约。
1SA.23.20	现在，王啊，请随你的心愿要下来，就请下来；至于我们，一定会把他交在王的手里。” 
1SA.23.21	说：“愿耶和华赐福给你们，因为你们体恤我。 
1SA.23.22	请你们回去，再确定一下，调查并看清楚他落脚的地方，是谁看见他在那里
1SA.23.23	你们要看清楚，调查他藏匿的每一个地方，回来给我确实的报告，我就与你们同去。他若在境内，我必从
1SA.23.24	人动身，在
1SA.23.25	和他的人去寻索
1SA.23.26	在山的这一边走，
1SA.23.27	有使者来对
1SA.23.28	于是
1SA.23.29	从那里上去，住在
1SA.24.2	就从全
1SA.24.3	到了路旁的羊圈，在那里有个洞，
1SA.24.4	的人对
1SA.24.5	随后
1SA.24.6	他对他的人说：“耶和华绝不允许我对我的主，耶和华的受膏者做这事，伸手害他，因为他是耶和华的受膏者。” 
1SA.24.7	用这话劝阻他的人，不许他们起来害
1SA.24.8	然后
1SA.24.9	对
1SA.24.10	看哪，今日你亲眼看见，在洞中耶和华将你交在我手里。有人要我杀你，我却爱惜你，说：‘我不敢伸手害我的主，因为他是耶和华的受膏者。’ 
1SA.24.11	我父啊，请看，看你外袍的衣角在我手中。我割下你外袍的衣角，却没有杀你。你知道，并且看见我没有恶意要悖逆你。你虽然要猎取我的命，我却没有得罪你。 
1SA.24.12	愿耶和华在你我中间判断，愿耶和华在你身上为我伸冤，我却不亲手加害于你。 
1SA.24.13	古人有句俗语说：‘恶事出于恶人。’我却不亲手加害于你。 
1SA.24.14	王出来要寻找谁呢？你要追赶谁呢？不过是一条死狗，一只跳蚤而已。 
1SA.24.15	愿耶和华作仲裁者，在你我中间判断。愿他鉴察，为我伸冤，救我脱离你的手。”
1SA.24.17	对
1SA.24.18	今日你已显明是以善待我，因为耶和华将我交在你手里，你却没有杀我。 
1SA.24.19	人若遇见仇敌，岂肯放他平安上路呢？愿耶和华因你今日向我所做的，以善回报你。 
1SA.24.20	现在，看哪，我知道你一定会作王，
1SA.24.21	现在你要指着耶和华向我起誓，你必不剪除我的后裔，必不从我父家除去我的名。” 
1SA.24.22	于是
1SA.25.2	在
1SA.25.3	这人名叫
1SA.25.4	在旷野听见
1SA.25.5	就派十个仆人，对他们说：“你们上
1SA.25.6	你们要如此说：‘愿你来年平安
1SA.25.7	现在我听说你有剪羊毛的人，你的牧人和我们在一起，他们在
1SA.25.8	你问你的仆人，他们会告诉你。愿我的仆人在你眼前得欢心，因为我们是在好日子来的。请你随手分点食物给仆人和你儿子
1SA.25.10	回答
1SA.25.11	我岂可把饮食，以及我为剪羊毛的人所宰的肉给那些我不知道从哪里来的人呢？” 
1SA.25.12	的仆人转身从原路回去，照这一切的话告诉
1SA.25.13	对他的人说：“你们各人都要佩上刀！”各人就都佩上刀，
1SA.25.15	但是那些人待我们真好；我们在田野与他们一切来往的日子，没有受他们欺负，也未曾失去什么。 
1SA.25.16	我们在他们那里牧羊，一切的日子他们昼夜保护我们
1SA.25.17	现在，你当知道，看怎样做才好。不然，祸患必定临到我主人和他全家。他性情凶暴，无人敢与他说话。”
1SA.25.19	对仆人说：“你们在我前面走，看哪，我跟着你们去。”她却没有告诉丈夫
1SA.25.20	骑着驴，正下山坡，看哪，
1SA.25.21	曾说：“我在旷野为那人看守他一切所有的，以致他未失去任何一样东西，实在是徒然了！他竟然向我以恶报善。 
1SA.25.22	凡属
1SA.25.24	她俯伏在
1SA.25.25	我主不必理会
1SA.25.26	现在，我主啊，耶和华既然阻止你亲手报仇，避免流人的血，我指着永生的耶和华起誓，又指着你的性命起誓：‘现在，愿你的仇敌和谋害我主的人都像
1SA.25.27	现在求我主把婢女送来的礼物给跟随我主的仆人。 
1SA.25.28	求你原谅使女的冒犯。耶和华必为我主建立坚固的家，因为我主为耶和华争战，并且你一生的日子查不出有什么恶来。 
1SA.25.29	虽有人起来追逼你，要寻索你的性命，我主的性命在耶和华－你的上帝那里，如同藏在生命的宝藏中。至于你仇敌的性命，耶和华必甩去，如用机弦甩石一样。 
1SA.25.30	耶和华照所应许你的福气赐给我主，立你作
1SA.25.31	我主就不至于因为亲手报仇，流了无辜人的血，而心里不安，良心有亏了。耶和华赐福给我主的时候，求你记得你的使女。”
1SA.25.33	你和你的见识也配得称赞，因为你今日拦阻我亲手报仇、流人的血。 
1SA.25.34	我指着阻止我加害于你的耶和华－
1SA.25.35	从
1SA.25.37	到了早晨，
1SA.25.38	过了十天，耶和华击打
1SA.25.40	的仆人来到
1SA.25.41	起来叩拜，俯伏在地，说：“看哪，你的使女情愿作婢女，为我主的仆人洗脚。” 
1SA.25.42	立刻起身，骑上驴，五个女仆跟着她走。她跟从
1SA.25.44	已把他的女儿
1SA.26.2	动身，带领
1SA.26.3	在荒野东边的
1SA.26.4	就派人去探听，知道
1SA.26.5	起来，到
1SA.26.7	于是
1SA.26.8	对
1SA.26.9	对
1SA.26.10	又说：“我指着永生的耶和华起誓，他或被耶和华击杀，或死期到了，或出战阵亡， 
1SA.26.11	耶和华绝不允许我伸手害耶和华的受膏者。现在你可以把他头旁的枪和水壶拿来，我们就走。” 
1SA.26.12	从
1SA.26.14	呼叫百姓和
1SA.26.15	对
1SA.26.16	你做的这件事不好！我指着永生的耶和华起誓，你们都是该死的，因为你们没有保护你们的主，就是耶和华的受膏者。现在你看，王头旁的枪和水壶在哪里？”
1SA.26.18	又说：“我主为何要追赶仆人呢？我做了什么？我手做了什么恶事呢？ 
1SA.26.19	现在求我主我王听仆人的话：若是耶和华激发你来攻击我，愿耶和华悦纳供物；若是出于人，愿他们在耶和华面前受诅咒，因为他们今日赶逐我，不让我在耶和华的产业中有分，说：‘你去事奉别神吧！’ 
1SA.26.20	现在不要使我的血流在远离耶和华面的地上。因为
1SA.26.22	回答说：“看哪，这是王的枪，可以吩咐一个仆人过来拿去。 
1SA.26.23	今日耶和华将王交在我手里，我却不肯伸手害耶和华的受膏者。耶和华必照各人的公义诚实报应他。 
1SA.26.24	看哪，我今日看重你的性命，愿耶和华也照样看重我的性命，并且拯救我脱离一切患难。” 
1SA.26.25	对
1SA.27.2	于是
1SA.27.3	和他的两个妻子，就是
1SA.27.4	有人告诉
1SA.27.6	当日
1SA.27.7	在
1SA.27.9	攻击那地，无论男女没有留下一个活口，又夺获牛、羊、驴、骆驼和衣服，回来到
1SA.27.10	说：“今日你们没有去抢夺什么地方吧
1SA.27.11	无论男女，
1SA.27.12	信了
1SA.28.1	那时，
1SA.28.2	对
1SA.28.3	那时
1SA.28.4	人集合，来到
1SA.28.5	看见
1SA.28.6	求问耶和华，耶和华却不藉梦，或乌陵，或先知回答他。 
1SA.28.7	吩咐臣仆说：“为我找一个招魂的妇人，我好去问她。”臣仆对他说：“看哪，在
1SA.28.8	于是
1SA.28.9	妇人对他说：“看哪，你知道
1SA.28.10	向妇人指着耶和华起誓说：“我指着永生的耶和华起誓，你必不因这事受罚。” 
1SA.28.11	妇人说：“我为你招谁上来呢？”他说：“为我招
1SA.28.12	妇人看见
1SA.28.13	王对妇人说：“不要惧怕，你看见什么呢？”妇人对
1SA.28.14	说：“他是怎样的形状？”妇人说：“有一个老人上来，身穿长袍。”
1SA.28.16	说：“耶和华已经离开你，与你为敌，你何必问我呢？ 
1SA.28.17	耶和华照他藉我所说的话为他自己
1SA.28.18	因为你没有听从耶和华的话，没有执行他对
1SA.28.19	耶和华也必将你和
1SA.28.21	妇人到
1SA.28.22	现在求你也听婢女的话，让我在你面前摆上一点食物，你吃了才有气力上路。” 
1SA.28.23	不肯，说：“我不吃。”但他的仆人和那妇人再三劝他，他才听他们的话，从地上起来，坐在床上。 
1SA.28.24	妇人急忙把家里的一只肥牛犊宰了，又拿面来揉，烤成无酵饼， 
1SA.28.25	摆在
1SA.29.2	人的领袖各率队伍，或百或千的前进；
1SA.29.3	人的领袖说：“这些
1SA.29.4	人的领袖向
1SA.29.5	有人跳舞唱和说：
1SA.29.5	‘
1SA.29.5	不就是这个
1SA.29.7	现在你平平安安地回去，不要做
1SA.29.8	对
1SA.29.9	回答
1SA.29.10	现在，你和跟随你来的，就是你主人的仆人，清晨要早早起来，回到我所指派你的地方去，不要把中伤的话放在心上，因为你在我面前很好
1SA.29.11	于是
1SA.30.1	第三日，
1SA.30.2	他们掳去城内的妇女和城中的大小人口，一个都没有杀，全都带走，他们就上路去了。 
1SA.30.3	和他的人到了那城，看哪，城已被火烧毁，他们的妻子儿女都被掳去了。 
1SA.30.4	和跟随他的百姓就放声大哭，直到没有气力再哭。 
1SA.30.5	的两个妻子，
1SA.30.6	非常焦急，因为众百姓为自己的儿女痛心，说要用石头打死他。
1SA.30.8	求问耶和华说：“我追赶这群人，是否追得上呢？”耶和华对他说：“你可以追，一定追得上，也一定救得回来。” 
1SA.30.9	于是，
1SA.30.10	带着四百人往前追赶；有二百人疲乏，不能过
1SA.30.11	这四百人在田野遇见一个
1SA.30.12	又给他一块无花果饼，两个葡萄干饼。他吃了，精神就恢复了，因为他三日三夜没有吃饼，没有喝水。 
1SA.30.13	对他说：“你是谁的人？你从哪里来？”他说：“我是
1SA.30.14	我们侵夺了
1SA.30.15	对他说：“你肯领我们下到那群人那里吗？”他说：“你要向我指着上帝起誓，你不杀我，也不把我交在我主人手里，我就领你下到那群人那里。”
1SA.30.16	那人领
1SA.30.17	击杀他们，从黎明直到次日晚上，除了四百个骑骆驼逃走的青年之外，一个也没有逃脱。 
1SA.30.18	人所掳去的财物，
1SA.30.19	凡
1SA.30.20	所夺来的牛群羊群，有人赶在群畜前面，说：“这是
1SA.30.22	跟随
1SA.30.23	说：“我的弟兄，耶和华所赐给我们的，你们不可这么做，因为他保佑了我们，把那群来攻击我们的人交在我们手里。 
1SA.30.24	谁肯在这事上听你们呢？上阵的分得多少，留下看守物件的也分得多少，大家应当平分。” 
1SA.30.25	从那日起，
1SA.30.27	有在
1SA.30.28	有在
1SA.30.29	有在
1SA.30.30	有在
1SA.30.31	有在
1SA.31.2	人紧追
1SA.31.3	攻击
1SA.31.4	吩咐拿他兵器的人说：“你拔出刀来，把我刺死，免得那些未受割礼的人来刺我，凌辱我。”但拿兵器的人不肯，因为他非常惧怕。于是
1SA.31.5	拿兵器的人见
1SA.31.6	这样，
1SA.31.7	住平原那边和
1SA.31.8	次日，
1SA.31.9	他们割下他的首级，剥了他的盔甲，派人到
1SA.31.10	他们将
1SA.31.11	的
1SA.31.12	他们所有的勇士就起身，走了一夜，把
