GEN.1.1	起初，神创造诸天和大地。
PSA.49.10	把他们的财富留给别人。
PSA.49.11	他们以为自己的家能存到永远，
PSA.49.11	他们的住所能存到万代；
PSA.49.11	他们用自己的名字给土地命名。
PSA.49.12	可是人在尊荣中不能持久，
PSA.49.12	就像要灭亡的牲畜一样。
PSA.49.13	这就是那些愚昧之人的道路，
PSA.49.13	也是在他们之后悦纳他们话语之人的道路。
PSA.49.14	他们像注定下到阴间的羊群，
PSA.49.14	死亡将作他们的牧者
PSA.49.14	到了清晨，正直人将管辖他们。
PSA.49.14	他们的形体必被阴间吞噬，无处容身。
PSA.49.15	然而神将救赎我的灵魂脱离阴间的掌控，
PSA.49.15	他必会把我接去。
PSA.49.16	当有人变得富有，
PSA.49.16	他家中的尊荣增多的时候，
PSA.49.16	你不要害怕，
PSA.49.17	因为他死的时候，什么都带不走，
PSA.49.17	他的尊荣也不能随着他下去。
PSA.49.18	虽然人活着的时候自夸为有福，说：
PSA.49.18	“只要你做得好，人们就会称赞你”，
PSA.49.19	但他的灵魂却要归入他历代的祖先那里，
PSA.49.19	永远不再看到光。
PSA.49.20	人在尊荣中却没有悟性，
PSA.49.20	就像要灭亡的牲畜一样。
PSA.50.1	大能的神耶和华已经发话，
PSA.50.1	他从日出之地到日落之处呼唤大地。
PSA.50.2	从美丽绝伦的
PSA.50.2	神发出光芒。
PSA.50.3	我们的神来临，绝不缄默无声；
PSA.50.3	烈火在他面前吞噬，暴风在他四围刮起。
PSA.50.4	他向天上、向大地呼唤，
PSA.50.4	为要审判自己的子民；
PSA.50.5	他说：“把我的忠信者招聚到我这里来，
PSA.50.5	他们是那些用祭物与我立约的人。”
PSA.50.6	诸天宣告神的公义，
PSA.50.6	因为神才是审判者。
PSA.50.7	“听啊，我的子民，我要说话！
PSA.50.7	我是神，是你的神。
PSA.50.8	我不是因你的祭物责备你，
PSA.50.8	你的燔祭一直在我面前。
PSA.50.9	我不从你家里拿公牛，
PSA.50.9	不从你羊圈里拿公山羊；
PSA.50.10	因为森林中的百兽是我的，
PSA.50.10	千山上的牲畜也是我的。
PSA.50.11	群山一切的飞鸟，我都认识，
PSA.50.11	田野一切的走兽也都属我。
PSA.50.12	我就算饥饿，也不用对你说，
PSA.50.12	因为世界和其中所充满的都是我的。
PSA.50.13	难道我吃壮牛的肉，
PSA.50.13	喝公山羊的血吗？
PSA.50.14	你要向神献上感谢为祭，
PSA.50.14	又要向至高者还你所许的愿。
PSA.50.15	在患难的日子里，你当呼求我，
PSA.50.15	我必搭救你，而你将荣耀我。”
PSA.50.16	但神对恶人说：
PSA.50.16	“你凭什么讲述我的定例，
PSA.50.16	口中提起我的约呢？
PSA.50.17	实际上，你恨恶管教，
PSA.50.17	把我的话语丢在身后。
PSA.50.18	你看见窃贼时，就乐意与他在一起，
PSA.50.18	你又与通奸的人一同有份。
PSA.50.19	你让你的口发出恶言，
PSA.50.19	让你的舌编造谎话。
PSA.50.20	你坐着说话攻击你的弟兄，
PSA.50.20	毁谤你母亲的儿子。
PSA.50.21	你做了这些，我还保持沉默；
PSA.50.21	你就以为我完全像你一样；
PSA.50.21	其实我要责备你，并且把这些摆列在你眼前。
PSA.50.22	忘记神的人哪，你们当领悟这事，
PSA.50.22	免得我撕碎你们，没有人解救！
PSA.50.23	那献上感谢为祭的，就是荣耀我；
PSA.50.23	那使自己道路正直的，我必使他得见神的救恩。”
PSA.51.1	神哪，求你照着你的慈爱恩待我，
PSA.51.1	照着你丰盛的怜悯抹掉我的过犯！
PSA.51.2	求你彻底洗涤我的罪孽，
PSA.51.2	洁净我的罪；
PSA.51.3	因为我知道我的过犯，
PSA.51.3	我的罪一直在我面前。
PSA.51.4	我对你，唯独对你犯了罪，
PSA.51.4	我做了你眼中看为恶的事；
PSA.51.4	因此你说话的时候就显为公义，
PSA.51.4	你审判的时候就显为清正。
PSA.51.5	看哪，我在罪孽里出生；
PSA.51.5	我母亲怀胎时，我就在罪中！
PSA.51.6	看哪，你喜悦内心深处的诚实，
PSA.51.6	你使我在内心的
PSA.51.7	求你用牛膝草清洁我，我就洁净；
PSA.51.7	求你洗涤我，我就比雪更洁白。
PSA.51.8	求你让我听到欢乐和喜悦的声音，
PSA.51.8	使你所压碎的骨头得以快乐。
PSA.51.9	求你隐藏你的脸，不看我的罪过；
PSA.51.9	抹掉我一切的罪孽。
PSA.51.10	神哪，求你为我造一颗纯净的心，
PSA.51.10	使我里面重新有坚定的灵！
PSA.51.11	不要从你面前把我丢弃，
PSA.51.11	不要从我身上收回你的圣灵。
PSA.51.12	求你使救恩之乐回归于我，
PSA.51.12	赐甘心乐意的灵来扶助我。
PSA.51.13	我就把你的道教导有过犯的人，
PSA.51.13	罪人必回转归向你。
PSA.51.14	神哪，拯救我的神，
PSA.51.14	求你救我脱离杀人流血的罪，
PSA.51.14	我的舌头就颂唱你的公义！
PSA.51.15	主啊，求你使我的嘴唇张开，
PSA.51.15	我的口就宣告对你的赞美！
PSA.51.16	你所喜悦的不是祭物，
PSA.51.16	否则我就会献上；
PSA.51.16	燔祭也不是你所悦纳的。
PSA.51.17	神所要的祭物，就是破碎的灵；
PSA.51.17	神哪，破碎、痛悔的心，你必不轻视！
PSA.51.18	求你以你的恩典善待
PSA.51.18	建造
PSA.51.19	那时你必喜悦公义的祭物，
PSA.51.19	就是燔祭和全牲燔祭；
PSA.51.19	那时人们必把公牛献在你的祭坛上。
PSA.52.1	勇士啊，你为什么以作恶自夸呢？
PSA.52.1	神的慈爱是长存的
PSA.52.2	行事诡诈的人哪，
PSA.52.2	你的舌头谋算奸恶，
PSA.52.2	如同磨利的剃刀！
PSA.52.3	你喜爱作恶胜过行善，
PSA.52.3	喜爱撒谎胜过说公正的话。
PSA.52.4	欺诈的舌头啊，
PSA.52.4	你喜爱一切能吞吃人的话！
PSA.52.5	为此神要把你永久拆毁，
PSA.52.5	他会抓住你，把你从帐篷里拖出来，
PSA.52.5	把你从活人之地连根拔出。
PSA.52.6	义人看见，就会心存敬畏，
PSA.52.6	并且讥笑这人：
PSA.52.7	“看哪，这个人不把神当作自己的保障，
PSA.52.7	他依靠自己丰盛的财富，
PSA.52.7	靠自己的奸恶得胜
PSA.52.8	至于我，我就像神殿中青翠的橄榄树，
PSA.52.8	永永远远依靠神的慈爱。
PSA.52.9	我要称谢你，直到永远，
PSA.52.9	因为你已经成就了这一切！
PSA.52.9	我要在你忠信者面前盼望你的名，
PSA.52.9	因为你的名是美好的！
PSA.53.1	愚顽人心里说：“没有神！”
PSA.53.1	他们都败坏，行可憎不义之事；
PSA.53.1	没有人行善。
PSA.53.2	神从天上俯看世人，
PSA.53.2	要看是否有明达人，是否有寻求神的人。
PSA.53.3	他们全都背逆，一同堕落；
PSA.53.3	没有行善的，连一个也没有！
PSA.53.4	难道作恶的都不明白吗？
PSA.53.4	他们吞噬我的子民像吃饭那样，
PSA.53.4	他们不呼求神。
PSA.53.5	他们在无可恐惧之处也会大大恐惧；
PSA.53.5	因为神打散了那些扎营攻击你之人的骨头。
PSA.53.5	你使他们蒙羞，因为神厌弃他们。
PSA.53.6	但愿
PSA.53.6	神使他被掳的子民回归
PSA.53.6	愿
PSA.54.1	神哪，求你因你的名拯救我，
PSA.54.1	以你的大能为我伸冤！
PSA.54.2	神哪，求你垂听我的祷告，
PSA.54.2	倾听我口中的言语！
PSA.54.3	因为外人起来攻击我，
PSA.54.3	强横的人寻索我的性命，
PSA.54.3	他们不把神放在眼里。
PSA.54.4	看哪，神是我的帮助，
PSA.54.4	主是扶持我性命的！
PSA.54.5	愿他使我仇敌所做的恶回报到他们身上；
PSA.54.5	神哪
PSA.54.6	我要向你献上甘心祭；
PSA.54.6	耶和华啊，我要称颂你的名，
PSA.54.6	因为你的名是美好的！
PSA.54.7	他解救我脱离了一切患难，
PSA.54.7	我的眼睛已经看到我仇敌的下场
PSA.55.1	神哪，求你倾听我的祷告，
PSA.55.1	不要不理睬我的恳求！
PSA.55.2	求你聆听、回应我！
PSA.55.2	我在苦恼中烦躁不安，发出哀叹；
PSA.55.3	这是因仇敌的声音、因恶人压迫的缘故；
PSA.55.3	是的，他们使坏事落在我身上，
PSA.55.3	并在怒气中逼迫我。
PSA.55.4	我的心在我里面极度痛苦，
PSA.55.4	死亡的恐怖落在我身上。
PSA.55.5	惧怕和战兢临到我，
PSA.55.5	惊恐笼罩着我。
PSA.55.6	于是我说：“但愿我像鸽子那样有翅膀！
PSA.55.6	我就飞走，得以安居。
PSA.55.7	看哪，我要远走高飞，
PSA.55.7	在旷野中住宿！
PSA.55.8	我要快快地到我的避难所，
PSA.55.8	避开肆虐的风，避开风暴。”
PSA.55.9	主啊，求你使他们混乱，变乱他们的言语
PSA.55.9	因为我在城中看见残暴和争竞：
PSA.55.10	它们日夜在城墙上绕行，
PSA.55.10	坏事和祸患也在城中；
PSA.55.11	奸恶在城中，
PSA.55.11	欺压和欺诈不离它的街市。
PSA.55.12	其实不是仇敌辱骂我——
PSA.55.12	如果是，我还可以承受；
PSA.55.12	也不是恨我的人在我面前高抬自己——
PSA.55.12	如果是，我还可以躲藏。
PSA.55.13	但竟然是你，是与我一样的人，
PSA.55.13	是我的同伴、我的知己！
PSA.55.14	我们曾经一起亲密交流，
PSA.55.14	与会众一起走在神的殿中。
PSA.55.15	愿死亡突然毁灭他们，
PSA.55.15	愿他们活活下到阴间！
PSA.55.15	因为恶事在他们寄居之处，
PSA.55.15	就在他们当中。
PSA.55.16	至于我，我要向神呼求，
PSA.55.16	耶和华必拯救我。
PSA.55.17	傍晚、清晨、正午，
PSA.55.17	我都要悲诉哀鸣，
PSA.55.17	他必垂听我的声音。
PSA.55.18	他救赎我的性命脱离攻击我的人，
PSA.55.18	使我得享平安，
PSA.55.18	尽管敌对我的人众多。
PSA.55.19	从太初就坐着为王的神听见了，就苦待他们。
PSA.55.19	这是因他们不悔改，也不敬畏神。
PSA.55.20	我的同伴
PSA.55.20	他亵渎了自己的约。
PSA.55.21	他的口比奶油更光滑，
PSA.55.21	其实他心怀敌意；
PSA.55.21	他的话语比油更滋润，
PSA.55.21	其实是出鞘的刀。
PSA.55.22	你当把你的重担卸给耶和华，
PSA.55.22	他就会扶持你，
PSA.55.22	他永远不让义人动摇。
PSA.55.23	神哪，你必使恶人下到灭亡的深坑里！
PSA.55.23	那些杀人流血、行欺诈的人，必活不过半生；
PSA.55.23	至于我，我要依靠你。
PSA.56.1	神哪，求你恩待我！
PSA.56.1	因为世人践踏我，
PSA.56.1	与我争战的人终日压迫我。
PSA.56.2	我的仇敌终日践踏我，
PSA.56.2	狂傲地
PSA.56.3	我害怕的时候，
PSA.56.3	我要依靠你。
PSA.56.4	靠着神，我要赞美他的话；
PSA.56.4	依靠神，我就不害怕，
PSA.56.4	属肉体的能对我做什么呢？
PSA.56.5	他们终日歪曲我的话，
PSA.56.5	千方百计加害于我；
PSA.56.6	他们聚集、设伏、窥探我的脚踪，
PSA.56.6	伺机要害我的命。
PSA.56.7	他们难道能负罪逃脱么？
PSA.56.7	神哪，求你在怒气中使这民众败落！
PSA.56.8	我多次流离失所，你都数算；
PSA.56.8	求你把我的眼泪收在你的皮囊中。
PSA.56.8	这些不都在你的册子上吗？
PSA.56.9	于是在我呼求的日子里，
PSA.56.9	我的仇敌必转身退后；
PSA.56.9	我明白这一点：神在我这边！
PSA.56.10	靠着神，我要赞美他的话语；
PSA.56.10	靠着耶和华，我要赞美他的话语。
PSA.56.11	依靠神，我就不害怕，
PSA.56.11	人能对我做什么呢？
PSA.56.12	神哪，我向你所许的愿在我身上，
PSA.56.12	我要用感谢祭向你偿还！
PSA.56.13	因为你解救了我的性命脱离死亡，
PSA.56.13	绝不会让我的脚绊跌，
PSA.56.13	好使我得以在生命的光中行在神的面前！
PSA.57.1	神哪，求你恩待我、恩待我，
PSA.57.1	因为我的心投靠你！
PSA.57.1	我投靠在你翅膀的荫庇下，
PSA.57.1	直到祸患过去。
PSA.57.2	我要向至高神呼求，
PSA.57.2	向那为我成就万事
PSA.57.3	他从天上赐下救恩
PSA.57.3	他斥责那践踏我的人。
PSA.57.3	神赐下了他的慈爱和信实。
PSA.57.4	我的性命在狮子中间，
PSA.57.4	我躺卧在吞吃人的世人当中；
PSA.57.4	他们的牙齿是长矛和箭矢，
PSA.57.4	他们的舌头是锐利的刀剑。
PSA.57.5	神哪，愿你受尊崇高于诸天，
PSA.57.5	愿你的荣耀遍及全地！
PSA.57.6	他们为我的脚设下网罗，
PSA.57.6	我的心受了压制。
PSA.57.6	他们在我面前挖了陷阱，
PSA.57.6	自己反掉在其中。
PSA.57.7	神哪，我心坚定，我心坚定；
PSA.57.7	我要歌唱，我要歌颂！
PSA.57.8	醒来吧，我的灵
PSA.57.8	醒来吧，里拉琴和竖琴，
PSA.57.8	我要把黎明唤醒！
PSA.57.9	主啊，我要在万民中称谢你，
PSA.57.9	在万族中歌颂你！
PSA.57.10	因为你的慈爱伟大，上达诸天，
PSA.57.10	你的信实上达云霄。
PSA.57.11	神哪，愿你受尊崇高于诸天，
PSA.57.11	愿你的荣耀遍及全地！
PSA.58.1	掌权者啊，你们
PSA.58.1	你们真的以正直审判世人
PSA.58.2	不，你们在心里行不义，
PSA.58.2	你们在地上手施残暴。
PSA.58.3	恶人一出母胎就背弃神
PSA.58.3	说谎的人一离母腹就迷失。
PSA.58.4	他们的毒液好像蛇的毒液，
PSA.58.4	他们如同耳聋的毒蛇，耳朵封闭了，
PSA.58.5	不听行法术者的声音，
PSA.58.5	也不听熟练念咒人的声音。
PSA.58.6	神哪，求你打碎他们口中的牙齿！
PSA.58.6	耶和华啊，求你打断少壮狮子的大牙！
PSA.58.7	愿他们像自行流去的水那样消逝；
PSA.58.7	愿他们拉弓时，他们的箭头仿佛自行折断。
PSA.58.8	愿他们像蜗牛那样溶化消逝，
PSA.58.8	又像女人流产的胎儿未见天日。
PSA.58.9	在你们的锅还没有被荆棘烧热之前，
PSA.58.9	他就要用旋风，把其中未烧着的和已烧着的一起刮走！
PSA.58.10	义人看到恶人
PSA.58.10	他要在恶人的血中洗自己的脚。
PSA.58.11	这样，人们就会说：“义人确实有善报！
PSA.58.11	确实有一位在地上施行审判的神！”
PSA.59.1	我的神哪，求你解救我脱离我的仇敌，
PSA.59.1	把我安置在高处，脱离那些起来攻击我的人！
PSA.59.2	求你解救我脱离那些作恶之徒，
PSA.59.2	拯救我脱离那些杀人流血的人。
PSA.59.3	看哪，他们埋伏要害我的性命，
PSA.59.3	凶猛的人聚集来攻击我！
PSA.59.3	耶和华啊，这不是因我的过犯，
PSA.59.3	也不是因我的罪！
PSA.59.4	我没有过犯，他们却跑来，预备好攻击我。
PSA.59.4	求你起来帮助
PSA.59.5	耶和华万军之神哪，你就是
PSA.59.5	求你醒来惩罚万国，
PSA.59.5	不要恩待任何作恶的背信者。
PSA.59.6	他们傍晚回来，
PSA.59.6	像狗那样咆哮，在城中绕行。
PSA.59.7	看哪，他们口中吐出恶言
PSA.59.7	嘴唇间有刀剑！
PSA.59.7	他们说：“谁能听见呢？”
PSA.59.8	可是你，耶和华啊，你要讥笑他们，
PSA.59.8	你要嘲笑万国！
PSA.59.9	我
PSA.59.9	神哪！因为你是我的庇护所。
PSA.59.10	我慈爱的神将迎接我，
PSA.59.10	神必使我看到我仇敌的下场
PSA.59.11	求你不要杀死他们，
PSA.59.11	免得我的子民忘记；
PSA.59.11	求你以你的力量使他们四处漂泊，
PSA.59.11	使他们降卑！
PSA.59.11	主啊，你是我们的盾牌！
PSA.59.12	愿他们因口中的罪和嘴上的话，
PSA.59.12	在自己的骄傲中被缠住；
PSA.59.12	因为他们所说的都是诅咒和谎言。
PSA.59.13	求你在怒火中灭绝他们、灭绝他们，
PSA.59.13	使他们不复存在。
PSA.59.13	愿人们明白：
PSA.59.13	神在
PSA.59.14	他们傍晚回来，
PSA.59.14	像狗那样咆哮，在城中绕行。
PSA.59.15	他们四处漂泊就是为了吃，
PSA.59.15	如果没有饱足，他们就抱怨。
PSA.59.16	至于我，我要歌唱你的力量，
PSA.59.16	我要在清晨颂唱你的慈爱；
PSA.59.16	因为你是我的庇护所，
PSA.59.16	是我危难日子里的避难所。
PSA.59.17	我的力量啊，我要歌颂你！
PSA.59.17	神哪！因为你是我的庇护所，
PSA.59.17	是我慈爱的神。
PSA.60.1	神哪，你抛弃了我们，毁坏了我们；
PSA.60.1	你曾经发怒，现在求你复兴我们。
PSA.60.2	你使大地震动、裂开；
PSA.60.2	求你修复裂口，因为大地在摇动。
PSA.60.3	你使你的子民遇见艰难，
PSA.60.3	让我们喝了使人踉跄的酒。
PSA.60.4	你赐旗帜给敬畏你的人，
PSA.60.4	好使他们可以逃到那里躲避弓箭
PSA.60.5	求你用你的右手施行拯救，
PSA.60.5	求你回应我们
PSA.60.5	好让你所爱的人得救。
PSA.60.6	神在他的圣所中说：
PSA.60.6	“我要欢跃，我要分割
PSA.60.6	我要测量
PSA.60.8	我要向
PSA.60.8	向
PSA.60.9	谁能领我到那坚固的城呢？
PSA.60.9	谁能引导我到
PSA.60.10	神哪，你不会抛弃了我们吧？
PSA.60.10	神哪，你不与我们的队伍一同出征吗？
PSA.60.11	求你帮助我们抵挡敌人；
PSA.60.11	因为人的拯救是枉然的。
PSA.60.12	藉着神，我们将做大能的事；
PSA.60.12	他必践踏我们的敌人。
PSA.61.1	神哪，求你垂听我的呼声，
PSA.61.1	聆听我的祷告！
PSA.61.2	我心里虚弱的时候，
PSA.61.2	就从地极向你呼求；
