GEN.1.1	Yan laputu ey lintun Apu Dios hu kabunyan niya puyek. 
GEN.30.18	Et ngadanan Leah ni Issakar tep kantuy “Huyyan u-ungnga hu gungunah kun indawat Apu Dios tep in-abulut ku bega-en kun i-ulig ni ahwak.”
GEN.30.19	Entanni mewan ey nambutsug hi Leah et man-ungnga ey laki et humman hu meikka-nem. 
GEN.30.20	Et ngadanan Leah ni Sebulun tep kantuy “Bendisyonan tuwak nan Apu Dios. Wadan pinheden tuwak law ni ahwak, tep enem hu u-ungnga min laki.”
GEN.30.21	Entanni ey nambutsug mewan et man-ungnga ey bii et ngadanan tun hi Dinah.
GEN.30.22	Entanni ey ninemnem nan Apu Dios hi Rachel et iebulut tun meweddaan ni u-ungnga tu. 
GEN.30.23	Nambutsug et man-ungnga ey laki. Kantuy “Kayyaggud anhan et indawtan tuwak Apu Dios ni u-ungngak et eleg da-ak law pipihulladan tuu.” 
GEN.30.24	Et ngadanan tun Joseph tep kantuy “Hamban anhan iddawtan tuwak pay nan 
GEN.30.25	Yan eman ni neiungngaan nan Joseph ey kan Jacob nan Laban ey “Iebulut mu et mambangngad dak law di bebley mi. 
GEN.30.26	Ey iebulut mu et ikuyug kudda eya ahwak niyadda eya u-ungngak haggud deh e nakatteklak ida. Ey inamtam et nemahhig hu impangngunuk ni impangunum ni hi-gak.” 
GEN.30.27	Kan Laban ni hi-gatuy “Entan tuwak hi-yan tep kan etan ni madiba ey indawtan tuwak nan 
GEN.30.28	Ehel mun hi-gak hedin piga pinhed mun tangdan mu et humman iddawat ku.”
GEN.30.29	Kan Jacob ey “Inamtam hu impahding kun nengingunungunun impangunum ni hi-gak ni pigan toon, et deh e dimmakkel hu halun mu tep impenaptek ku. 
GEN.30.30	Tep makulug ni hahhakkey la hu halun mun inlian ku. Nem yan nunya ey dimmakkel law ni peteg. Binendisyonan dakan 
GEN.30.31+GEN.30.32	Kan Laban ey “Hipa nisi pinhed mun ittangdan kun hi-gam?” Hinumang nan Jacob e kantuy “Eggak pinhed ni tangdanan muwak. Ittuluy kun mengippaptek ni halun mu hedin ebbuluten mu eya e-helen ku. Iebulut mu et nak appilen ni emin etan nangkebatekan ni kalneroh niya gelding niyadda andeket ni impah ni kalneroh mu et anin humman hu tangdan ku. 
GEN.30.33	Et edum alin aggew ey meang-ang e endi nak piniliw ni animal mu. Et hedin wadalli hu hemmaken mun kalneroh niya gelding ni beken ni nebalitan niya beken ni andeket ni impah ni kalneroh di halun ku, ey amtam e sinekew ku humman ni hi-gam.” 
GEN.30.34	Kan Laban ey “Dammutu, ebbuluten ku huttan ni kammu.”
GEN.30.35	Nem yan nunman ni aggew ey limmaw hi Laban et tu appilen ida etan nangkebatekan ni kalneroh niya gelding niyadda andeket ni impah ni kalneroh et pepaptek tuddan u-ungnga tu. 
GEN.30.36	Et ilaw tuddad neidawwi e nandalan ni tellun aggew. Et yadda natdaan hu impepaptek Laban nan Jacob.
GEN.30.37	Nem ya impahding Jacob ey immalan pangan nambakbaklang ni keyew et wihwihan tu hanna-kut ni ukih da ma-lat meang-ang hu mablah. 
GEN.30.38	Et tu pan-iha-ad e inhangga tu etan di innumman idan gelding niya kalneroh ma-lat hedin um-aliddan um-inum e yan nunman hu daka pan-in-eenduli ey ang-angen da humman ni tu inha-ad. 
GEN.30.39	Et hedin man-impah ida ey nangkebalitan niya nangkebatekan hu i-impah da.
GEN.30.40	Beken ni ebuh humman ni impahding Jacob, nem inappil tudda labah ni halun nan Laban. Et peendul tuddad andeket ni lakkitud halun tu. Henin nunya nedakkelan ni halun Jacob, nem eleg ma-duman hu halun Laban.
GEN.30.41	Hedin ida kaman-in-eendul etan ida animal ni endi degeh tu, ey kapehanggan Jacob etan winihwihan tuddan keyew di hinangngab etan di innumman da. 
GEN.30.42	Nem eleg tu ippahding humman etan di nangkepigut. Et lektattuy kakkayyaggud ni emin hu halun tu e endi degeh da. Nem hedin yadda halun Laban ey nangkepigut ida. 
GEN.30.43	Et ya nambalinan tu ey kimmedangyan hi Jacob. Dakel hu halun tu, ya bega-en tu, ya kamel tu niya kebayyu tu.
GEN.31.1	Dingngel Jacob e ida kamanlillih ida etan u-ungngan Laban e kanday “Illan Jacob ni emin hu kinedangyan ametayu et deh e kimmedangyan.” 
GEN.31.2	Anin ni hi Laban et wada kaiggibek nan Jacob ni el-eleg ni tuka pehding ni hi-gatu e beken ni heni lan nunman. 
GEN.31.3	Entanni ey inhel 
GEN.31.4	Entanni ey impaeyag Jacob di Leah nan Rachel di pattullan tun kalneroh 
GEN.31.5	et kantun hi-gaday “Nakka giggibbeka ey el-eleg law hu kapeang-ang-ang ameyun hi-gak, beken ni heni lan nunman hu tuka pengapngan hi-gak, nem nanengtun kaumbaddang ni hi-gak hi Apu Dios e kadeyyawan ama. 
GEN.31.6	Inamta yu hu ligat kun nengingungngunnuan kun ameyu. 
GEN.31.7	Nem kapyatun linugilugih tuwak e nampinhampulu hu nenullulan tun hummangan min tangdan ku. Nem kayyaggud et eleg iebulut nan Apu Dios ni wada tu pehding ni hi-gak ni lawah. 
GEN.31.8+GEN.31.9	Heni hi Apu Dios hu nengi-tan ni halun ameyun hi-gak. Tep hedin kan ameyuy ya nangkebatekan ni gelding niya kalneroh hu iddawat tun tangdan ku, man nangkebatekan hu impah da. Hedin mewan kantuy ya nangkegalitan hu iddawat tun tangdan ku, man nangkegalitan hu impah ida.
GEN.31.10	Yan eman ni kapengenduliddan etan ni gelding ey ini-innep ku e nangkegalitan niya nangkebatekan idan emin etan lakkitun gelding ni kamengendul. 
GEN.31.11	Ini-innep ku e immehel etan anghel Apu Dios ni hi-gak e kantuy ‘Jacob!’ Et kangkuy ‘Kela e Apu?’ 
GEN.31.12	Kan etan ni anghel ey ‘Ang-ang mu kedi, emin ida eman lakkitun kamengendul ey nangkegalitan niya nangkebatekan edum. Hi-gak kamengippahding ni nunya tep inang-ang kun emin hu impahpahding nan Laban ni hi-gam. 
GEN.31.13	Hi-gak hu Dios ni nampeang-ang ni hi-gam di Bethel etan di nengiha-adam ni batun dinuyagam mun lanan penginemnemneman mun hi-gak et mansapatah kan hi-gak. Pandaddan ka et mambangngad kad bebley ni neiungngaan mu.’”
GEN.31.14	Himmumang di Leah nan Rachel ey kanday “Anin haggud endi damengu beltanen min kinedangyan nan amemi 
GEN.31.15	tep ya tuka pehding ni hi-gami ey heni kami hansinu-wan. Inggatang dakemi et umahen tun emin hu nanggatngan tu. 
GEN.31.16	Emin hu kinedangyan amemin heni inlan Apu Dios et idwat tun hi-gam ey hi-gatsuddan emin eyan u-ungnga hu lebbengtun keidwatan tu. Et humman hu, u-unnud mu etan inhel Apu Dios ni pehding mu.”
GEN.31.17+GEN.31.18+GEN.31.19+GEN.31.20+GEN.31.21	Et hakey ni aggew e limmaw hi Laban ni an memu-lit ni dutdut ni kalneroh tu, ey indaddan nan Jacob ni emin hu mahapul dan pambangngadan dad Kanaan e bebley ametu. Nan-itakkay tudda u-ungnga tu niyadda etan ahwatud kamel, et delunen dadda animal da et manglaw ida e impeki-la dan emin hu wadan hi-gadan limmu dan nanha-adan dad Paddan Aram di Mesopotamia. Et gapu tep endi hi ameda ey imbesik nan Rachel hu tuttu-un ametu. Yan nunman ni linawwan da ey eleg peamtan Jacob nan Laban. Impapuut dan limmaw et man-agwat idad Wangwang e Euphrates et mampalaw idad nangkedunduntug di Gilead.
GEN.31.22	Nelabah tellun aggew ey wada nengipeamtan Laban e bimmesik di Jacob. 
GEN.31.23+GEN.31.24+GEN.31.25	Et ikuyug Laban ida tutu-u tu et mangunud ida. Et yan meikkeppitun aggew ey hina-kup daddad nangkedunduntug di Gilead ni nangkampuan da. Yan nunman ni hileng ey ini-innep nan Laban e kan Apu Dios ni hi-gatuy “Ang-ang mu kuma ma-lat endi lawah ni e-helen mun Jacob.”
GEN.31.26	Et lumaw hi Laban di kad-an Jacob et kantuy “Kele heni balud di gubat ida eya u-ungngak e mudda imbesik? Hineul muwak. 
GEN.31.27	Kele eleg mu e-ehhelen ey kayu nengali? Gullat et ni impeamtam, ey nandaddan nak ni pan-an-anlaan tayu et han kayu umgah di lawwan yu. 
GEN.31.28	Eggak ew anhan akwalen ida eya inap-apuk niyadda eya u-ungngak ey kayu nengali. Beken ni kayyaggud huyyan impahding mu. 
GEN.31.29	Gullat ni pinhed kun pehding ni hi-gam hu lawah et dammutu. Nem nampeang-ang ni hi-gak etan Dios ni kadeyyawan amam et ehelen tu e hellipat-an ku ma-lat endi nak e-helen ni hi-gam ni lawah. 
GEN.31.30	Inamtak e ya gaputun neala et hi-yanen yuwak ey tep kaka um-abtun mambangngad di bebley amam. Nem anin et, kele yu impeki-ladda etan dios ku?”
GEN.31.31	Kan Jacob ey “Eggak e-ehhelen ni hi-gam et mangeli kami tep kangku nem ikka-leg mudda u-ungngam. 
GEN.31.32	Nem hedin ya meippanggep ida etan ni dios mu, ey mu panhamak et hedin wadan hi-gami hu nengala ey anin ni pepettey ku. Ey hedin wada ang-angen mun illamin hi-gam man issapatah kud hinanggadda eyan tutu-u ta e pebangngad ku.” Inhel Jacob huyya tep eleg tu amta e sinekew Rachel etan ida dios ametu.
GEN.31.33	Et lumaw hi Laban et tu epengen ni hinemahemak di kampun Jacob, yad kampun Leah, yad kampuddan etan ni dewwan bega-en et han lumaw di kampun Rachel, nem endi. 
GEN.31.34	Hi Rachel e nengaladdan nunman ni dios ey intalu tud dallem ni yuddungngan ni kapantakkayi et yudungan tu. Intaggan nan Laban hamak, nem endi tu himmak.
GEN.31.35	Kan Rachel nan ametuy “Entan tu balaw e ama hu eggak ehnengi tep wada kamelpud annel ku.” Endi himmak nan Laban et 
GEN.31.36+GEN.31.37	bumunget law hi Jacob et kantuy “Hipa bahul kun hi-gam? Kele muwak ali nampedug e heni kaka memdug ni nambahul et mu pambelukitkiten ni emin hu kalga mi. Paukat mu hedin wada himmak mun sinekew ku et ang-angen idan edum mu niyadda edum ku et iuh-uh da hedin hipan hi-gatan dewwa hu neiptek.
GEN.31.38	Inamtam e dewampulun toon hu nengingngunnuan daka et ipenaptek kun emin hu gelding mu niya kalneroh mu et deh e nedakkel ida. Ey yan nunman idan toon ey endi nengunuh ni kalneroh niya gelding mu niya endin hekey hu nak kinleng ni inhidak. 
GEN.31.39	Hedin wada pintey idan animal di muyung di halun mu, man eggak peam-amta ni hinullulan ku. Anin idan kametellak ni hileng winu kawwalwal e muka pehullul ni hi-gak. 
GEN.31.40	Ey insipesipel ku hu nemahhig ni petang ni kawwalwal niya nemahhig ni ketel ni hileng niya nakka metuttukal. 
GEN.31.41	Henin nunya hu hinelheltap kun dewampulun toon tep hampulut epat hu toon ni neneklaan kuddan eyan dewwan u-ungngam, niya enem ni toon hu neneklaan kudda eyan halun ku. Nem anin ni hanniman et nampinhampulu hu nenullulan mun tangdan ku. 
GEN.31.42	Gullat na-mun eleg tuwak baddangan ni Dios nan apu hi Abraham et hi amak e hi Isaac et intu-dak muwak ni endin hekey hu indawat mun hi-gak. Nem kayyaggud et inang-ang Apu Dios hu lawah ni impahpahding mun hi-gak niya ligat ni ngunuk, et mampeang-ang ni hi-gam ni nahdem et ibunget daka.”
GEN.31.43	Himmumang hi Laban ey kantuy “Yadda eya bii ey u-ungngak ida niya inap-apuk ida eya u-ungnga dadda. Ey animal ku eyadda kalneroh niyadda gelding. Ya kakulugan tu ey emin eya muka ang-ang-anga ey nalpun hi-gak. Nem endi inna-nuk ni mengikka-leg ni hi-gada. 
GEN.31.44	Et humman hu, imay kuma et manhummangan ita. Ey um-ala itan batun penginemnemneman tan ihhummangan ta.”
GEN.31.45	Et umla hi Jacob ni batu et haaden tu ma-lat penginemnemneman dan nunman ni ihhummangan da. 
GEN.31.46	Inhel tuddan tuu tu e umpanuh idan batu et ipiggil da et mangan idan emin diman. 
GEN.31.47	Et ngadanan Laban humman ni Jegar Sahadutah. Ya impangngadan daman Jacob ey Galeed.
GEN.31.48	Kan Laban nan hi Jacob ey “Huyyan neipiggil ni batu hu mengippenemnem ni hi-gata.” Et mukun Galeed hu ngadan nunman ni bebley. 
GEN.31.49	Nem nginedanan da mewan ni Mispah tep kan Laban ey “Hi 
GEN.31.50	Eggak ali amtaa hedin ibbunget muddalli eya u-ungngak winu mengahwa kan edum ni bii, nem nemnem mu e wada hi Apu Dios ni kamenang-ang ni hi-gam. 
GEN.31.51	Adyah eya neipiggil ni batu niya eya batun hinead mu. 
GEN.31.52	Huyyaddan batu hu mengippenemnem ni hi-gatan dewwa etan ni inhummangan ta. Eggak lebbahi eya pappeg et umli-ak ni an mengippahding ni hi-gam ni lawah et hanniman daman hi-gam. 
GEN.31.53	Ya etan Dios idan ammed tayu e di Abraham nan hi Nahor hu ngenamung ni mengastigu etan ni eleg mengu-unnud eyan inhummangan ta.”
GEN.31.53	Et isapatah daman Jacob nan hi Apu Dios e kadeyyawan Isaac e u-unnuden tu huyyan inhummangan da. 
GEN.31.54	Et kumleng hi Jacob ni animal et iappit tun Apu Dios etan di duntug et aygan tudda etan tutu-u et mangan ida et manha-ad idadman ni hanlabbi.
GEN.31.55	Newa-wa et bumengun hi Laban ni dagah et akwalen tudda u-ungnga tu niyadda etan inap-apu tu et bendisyonan tudda et han ida umenamut di bebley da.
GEN.32.1+GEN.32.2	Et mangmanglaw damad Jacob di lawwan da ey entanni ey wadadda anghel ni nenammun hi-gada. Inang-ang idan Jacob ey kantuy “Tam nangkampu gayam hi Apu Dios di deya.” Et ingadnan tu humman ni bebley ni Mahanaim.
GEN.32.3	Impamengulun Jacob ida edum ni tuu tu ma-lat ida makihummangan nan agitun hi Esau di Seir di Edom. 
GEN.32.4	Kan Jacob ni hi-gaday “Kan yun Esau ey: Hi Jacob e bega-en mu ey nanhahha-ad di baley nan pengemmaan yu e hi Laban. Et yan nunya ey pinhed tun mambangngad. 
GEN.32.5	Wadadda baketu, ya kebayyu tu, ya kalneroh tu, ya gelding tu et yadda bega-en tun lalakki niya bibi-i. Intu-dak dakemi ma-lat peamta mi hu ellian tu hedin ebbuluten mu.”
GEN.32.6	Nambangngad ida huyyan intu-dak Jacob et kandan hi-gatuy “Inhel min agim et iyyallin daitsu dammuen e wada hu ingkuyug tun epat ni gatut ni tutu-u tu.” 
GEN.32.7	Dingngel nan Jacob humman ni inhel da ey nemahhig takut tu niya kaguh tu et pandewa tudda etan tutu-u tu niyadda halun tu. 
GEN.32.8	Kantud nemnem tuy “Hedin umpatey hi Esau ey wada inna-nu eyan nanggillig ni umbebsik.”
GEN.32.9	Et mandasal hi Jacob e kantuy “
GEN.32.10	Beken ni lebbengtun muwak peang-angan ni binabbal mun impeenang-ang mun hi-gak e bega-en mu. Makulug ni dakel ni peteg bendisyon mun hi-gak tep yan neni-yanan kun bebley mi et man-agwattak di Wangwang e Jordan ey ebuh hu hulkud kun intabin ku. Nem yan nunya ey nandewa-an ida tuuk ni ingkuyug ku. 
GEN.32.11	, ihwang muwak anhan di hipan lawah ni pehding agik e hi Esau tep ay nakka umtatakut. Tep entanniy petteyen dakemin emin ida eyan ahwak niyadda eya u-ungngak. 
GEN.32.12	Nem inhel mun hi-gak nunman e ippaptek muwak niya kammuy pedakkel muddalli helag ku et heniddalli palnah di gilig ni baybay e eleg mebillang.”
GEN.32.13	Nanha-ad di Jacob ni hanlabbidman. Newa-wa et umappil ni animal ni iddawat tun agitu e hi Esau. 
GEN.32.14	Inappil tu hu dewanggatut ni labah ni gelding niya dewampulun lakki tu, ya dewanggatut ni labah ni kalneroh niya dewampulun lakki tu, 
GEN.32.15	ya telumpulun kamel ni wada impah tu, ya na-pat ni labah ni baka niya hampulun lakki tu, ya dewampulun labah ni kebayyu niya hampulun lakkitu. 
GEN.32.16	Ginenadwa tudda et i-peng tudda etan idan bega-en tun mengippengulu et kantun hi-gaday “Pamengulu kayu ey ang-ang yu ma-lat wada pambabattanan yu.”
GEN.32.17	Inhel tu etan ni nemangulun bega-en e kantuy “Hedin dammuen yu hi Esau et ibbagetu e kantuy ‘Attu lawwan yu? Hipa kan bega-en ni hi-gayu? Niya hipa kan halun idan nunya?’ 
GEN.32.18	Ey kanyun humang yuy ‘Huyya hu halun nan bega-en mu e hi Jacob. Iddawat tun hi-gam e apu tu. Iyyalli e neitu-nud ni hi-gami.’” 
GEN.32.19	Hanniman dama hu inhel tun e-helen ida etan ni bega-en tun nangkeitu-nud. 
GEN.32.20	Ey kantun hi-gaday “Entan tu liwwan ni e-helen ni hi-gatu e kanyuy ‘Hi Jacob e bega-en mu.’” Huyya impahding tu tep ya wadad nemnem tu ey meendi hu bunget Esau ni hi-gatu et ebbuluten tu hedin ang-angen tudda humman ni iddawat tun hi-gatu. 
GEN.32.21	Impamengulu tun impalaw ida etan animal ni iddawat tun Esau et manha-ad di kampu da ni nunman ni hileng.
GEN.32.22	Yan nunman ni hileng ey bimmangun hi Jacob et bangunen tudda etan dewwan ahwatu et yadda etan dewwan biin bega-en dan imbilang tun ahwatu niyadda etan hampulut hakey ni u-ungnga tu et agwaten da Wangwang e Jabbok. 
GEN.32.23+GEN.32.24	Et iagwat tun emin hu wadan hi-gada et han mambangngad di kampu da et hahhakkey tun nandeyadman. Entanni ey wada immalin tuu et makibenultung ni hi-gatu ingganah kamangkewa-wa. 
GEN.32.25	Nem eleg han-ilaw etan ni tuu hi Jacob et pangkubhil tu hu genit ni sipan Jacob.
GEN.32.26	Et kan etan ni tuuy “Imay et lumawwak tep ay kamangkewa-wa.” Nem kan Jacob ey “Eleg daka pellaw ingganah bendisyonan muwak.” 
GEN.32.27	Kan etan ni tuu ey “Hipa ngadan mu?” Kan Jacob ey “Hi-gak hi Jacob.”
GEN.32.28	Ey kan etan ni tuu ey “Beken law ni Jacob hu ngadan mu. Hi-gam law hi Israel. Tep nekihangga kad tuu et hi Apu Dios ey nengapput ka.” 
GEN.32.29	Kan Jacob ey “Hipa ngadan mu?” Kan etan ni tuu ey “Eleg mahapul ni amtaen mu hu ngadan ku.” Et bendisyonan tu hi Jacob.
GEN.32.30	Kan Jacob ey “Inang-ang ku hi Apu Dios, nem kayyaggud et eleggak matey.” Et ngadanan tu humman ni Peniel.
GEN.32.31	Simmimil hu aggew ni neni-yanan Jacob ni Peniel e kamampi-pi-day tep nangkubhil hu genit di sipetu. 
GEN.32.32	Et humman hu, ingganah ni nunya ey eleg ihhidaddan helag Israel hu ulat ni neipket di genit di sipan linggeman ni animal, tep humman hu neikubhil ni genit Jacob.
GEN.33.1	Inang-ang nan Jacob hi Esau e iyyallin nangkuyug ni epat ni gatut ni tuu et pan-appiappil tudda pamilyah tu et mantu-tu-nud ida, e yadda u-ungngan Leah, yadda u-ungnga tun etan ni dewwan bega-en niyadda u-ungngan Rachel, et mantu-tu-nud ida. 
GEN.33.2	Nemangulu etan dewwan biin bega-en niyadda u-ungnga da, et han maitu-nud hi Leah niyadda u-ungnga tu, et manggillig ida han-ina e di Rachel nan Joseph. 
GEN.33.3	Nemappangngulu hi Jacob et kamangkeihnup nan agi tu hi Esau ey nanyuung ni nangkappitu. 
GEN.33.4	Nambesik hi Esau ni an nenammun Jacob et akwalen tu ey ida kamannengngih ni dewwa.
GEN.33.5	Inang-ang nan Esau ida etan bii niyadda etan u-ungnga da ey kantuy “Hipadda huyyan ingkuyug mu?” Kan Jacob ey “U-ungngak ida huyyan indawat Apu Dios tep kayyaggud ni peteg ni hi-gak.”
GEN.33.6	Immalidda etan dewwan bega-en niyadda u-ungnga da et manyuung idan Esau. 
GEN.33.7	Neitu-nud hi Leah et yadda etan u-ungnga tu et manyuung ida dama. Nanggillig di Rachel nan hi Joseph et manyuung ida daman Esau.
GEN.33.8	Minahmahan mewan nan Esau e kantuy “Ey hipadda kan animal etan ni nemangulun dinammuk?” Kan Jacob ey “Humman iddawat kun hi-gam ma-lat abuluten mu hu inlian mi.”
GEN.33.9	Nem kan Esau ey “Agik, eggak mahapul ida humman tep wada dama hu halun ku, et humman hu anin ni bangngad mu kuma.” 
GEN.33.10	Nem kan Jacob ey “Abulut mu kuma tep ay inebulut mu inlian mi. Et kayyaggud hu nandatngan ta et heni inang-ang ku hi Apu Dios ni nenang-angan kun hi-gam.”
GEN.33.11	Kapepillit Jacob e kantuy “Alam kuma eya nakka iddawat ni hi-gam tep dakel hu halun kun indawat Apu Dios gapu ni hemek tun hi-gak.” Et abuluten nan Esau.
GEN.33.12	Kan Esau ey “Et imay tep et lumaw itsu. Ippangulu midda eyan tuuk hu dalan.” 
GEN.33.13	Nem kan Jacob ey “Em, nem inna-nu e iyyaddadya hu gelang et ya halun ku niyadda impah da ey mahapul ni mambabbabbal kami tep entun mangkettey ida. 
GEN.33.14	Et humman hu pamengulu kayu et anin ni meitu-tu-nud kamin eyaddan u-ungnga et yadda halun, et han dakeyu la datngid Edom.”
GEN.33.15	Kan Esau ey “Anin, nem ibbatih kudda edum ni tuuk ni pan-e-dum yu.” Nem kan Jacob ey “Eleg, anin ebuh kami nemet peang-ang mu hu kayyaggud ni hi-gami.” 
GEN.33.16	Et umgah di Esau ni nambangngad di Edom.
GEN.33.17	Nem nampalaw idad Jacob di Sukkot. Nengapyad man ni kampu da niya hiddumman idan halun tu. Et mukun nginadnan da humman ni Sukkot. 
GEN.33.18	Intuluy dan nanglaw et lektattuy dimmateng idad Sekem di Kanaan. Et mangkampudda etan di neihnup ni bebley. Melinggep hu nandalnan da neipalpun immegahan dad Mesopotamia ingganah dimmateng idad Sekem. 
GEN.33.19	Ginetang Jacob humman ni puyek ni hanggatut ni palatah idan helag Hamor e aman Sekem. 
GEN.33.20	Et ngadnan tun El Elohe e ya keibbellinan tu, Apu Dios ni kadeyyawan Israel.
GEN.34.1	Hakey ni aggew ey limmaw hi Dinah e u-ungngad Jacob nan Leah ni an nekia-ayyam idan edum ni biidman ni bebley. 
GEN.34.2	Hi Sekem e u-ungngan Hamor e Hibite e ap-apudman ni bebley ey inang-ang tu hi Dinah et tu piliten ni in-ulig. 
GEN.34.3	Nakappinhed tun peteg hi Dinah tep kat-agu et tuka ena-alluka ma-lat man-ahwadda. 
GEN.34.4	Et tu ehelen nan ametu e hi Hamor e kantuy “Muwak i-hel idan a-ammed ni nunman ni bii tep pinhed kun ahwaen.”
GEN.34.5	Entanni ey dingngel nan Jacob e wada lawah ni neipahding ni u-ungnga tu e hi Dinah, nem impemegga tu ni i-ineng tep limmaw idan emin etan u-ungnga tun lalakkin an nampattul.
GEN.34.6	Hi Hamor e aman nan hi Sekem ey limmaw ni an mekihhummangan nan hi Jacob. 
GEN.34.7	Ey neipaddih ni iyyaddalli etan u-ungngan Jacob ni nalpun an nampattul. Dingngel da humman ni neipahding nan agi da ey nemahhig bunget dan nemaingan Sekem ni hi-gadan Hebrew tep lawah humman ni peteg ni hi-gada.
GEN.34.8	Kan Hamor nan Jacob ey “Inna-nu tu huyya e nakappinhed ni u-ungngak e hi Sekem etan u-ungngam e hi Dinah. Et humman hu, attu ew kuma et iebulut mu ma-lat man-ahwadda? 
GEN.34.9	Manhuhummangan itsu et man-aapu itsu. 
GEN.34.10	Ey dammutun mekibbebley kayudya ey ngenamung kayun ngunnuen yu henin umgatang winu manggettang niya hipan keddangyanan yu.”
GEN.34.11	Kan Sekem nan aman Dinah niyadda agituy “Iebulut yu anhan et iahwak hi Dinah. Iddawat kun emin hu hipan ibbageyu. 
GEN.34.12	Anin piga ibbageyun iddawat ku et ebbuluten ku nemet iebulut yun ahwaen ku hi Dinah.”
GEN.34.13	Nem gapu tep lawah hu impahding Sekem nan Dinah ey nanhina-ul da hu inhumang dan hi-gadan han-ama. 
GEN.34.14	Kandan hi-gaday “Eleg mabalin ni mu ahwaen hu agi mi tep eleg ka makugit. Kebe-ingan mi hedin ebbuluten mi hu imbagam. 
GEN.34.15	Nem hedin tetbalen yu et mampekuggit kayu ma-lat heni kayun hi-gami, man dammutun i-abulut min ahwaen Sekem hi agi mi. 
GEN.34.16	Et man-aapu itsu niya mambebley kamidya et mandadagyum itsu. 
