MAT.1.1	Ba ledre gɨ ro bulúndu bulúndu Kɨ́résịto
MAT.12.10	ngíti oꞌdo nɨ ore cídrí sị́lị́a gagá mɨgágá nzɨ sị́lị́ga mengịnɨ́ lolụ moko wá. Zɨ́ Farụsáyo e gámásóꞌdo mɨsiꞌdi gɨ ro ꞌdíꞌbi Yésụ. Zɨ́ye ndúꞌyú wo kɨ́ mani kɨ́dí, “Togụ́ ꞌyị nɨ kɨ́ ndíyá ní, nɨ mɨútúásáne do sị́kpị wo sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro?”
MAT.12.11	Zɨ́ Yésụ úkulúgu ledre zɨ́ye kɨ́dí, “ꞌYị nɨ bo dongaráse ore togụ́ Kábịṛị́kị ené utú sɨmɨ gu sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro ní utúasá lálaógụ a wá? 
MAT.12.12	ꞌYịmaꞌdí nɨ kɨ́ ledrené owóowó rómo do Kábịṛị́kị. Gɨ zɨ́ kéyị née, nɨ mɨútúásáne do ndị́sị méngị dụụ́ bɨlámá ledre sɨmɨ Sị́lị́ ꞌbɨ ꞌDówụ́ro.”
MAT.12.13	Zɨ́a ị́nyịné úku ledre zɨ́ oꞌdo bɨ sị́lị́a mengị moko wá née kɨ́dí, “ꞌDózo aka sị́lị́ née mu.” Sɨmɨ bɨ ꞌdózo ní, geré zɨ́ sị́lị́a ídíne bɨlámáne. 
MAT.12.14	Zɨ́ ledre née sínyíne ro Farụsáyo e. Zɨ́ye ólụ́ógụyé ndéré ndómo tarayé gɨ ro úfu Yésụ ꞌdáꞌba.
MAT.12.15	Zɨ́ Yésụ ndéré óyó yị́ ené roné gɨ ore. Zɨ́ tụ́ꞌdụ́ ꞌyị e kpá útúye rụrụ do kacɨ́ a, zɨ́a ꞌdíꞌbióyó ndíyá gɨ royé mbá. 
MAT.12.16	Zɨ́a lórụ ꞌyị ga bɨ ꞌdiꞌbioyó ndíyá gɨ royé ní, ndanɨ́ úku ledrené zɨ́ ꞌyị e faa wá. 
MAT.12.17	Ledre bɨ Yésụ mengị née ꞌdodo go ledre bɨ kóo nébị Isáya eké ní kɨ́dí, 
MAT.12.18	“Ba wo bɨ mágélé káa do ꞌyị kasa amá ní, ꞌbúa ofụ domá go, mááyí kɨ́ mongụ́ rokinyi gɨ roa. Mááyí íꞌbí ꞌdówụ́ma zɨ́a, zɨ́a ndị́sịné úku ledre zɨ́ kúfú ꞌyị e mbá kɨ́dí, Lomo nɨ karanée ꞌdécị ngbanga zɨ́ye bɨlámáne. 
MAT.12.19	ꞌYị kása amá máa née ndaá ꞌbɨ ené ꞌyị ófụ́ kɨ́ gbúrógbó do ꞌyị e wá. Nderé ené kpá kɨ́ ꞌdódo ledre zɨ́ ꞌyị e kacɨ́ mɨsiꞌdi e kɨ́ doné wóꞌdụ́ wóꞌdụ́ wá. 
MAT.12.20	Nɨ íꞌbí rokoꞌbụ zɨ́ ꞌyị máa yée ga bɨ ṇguṇgunɨ́ ledre Lomo go ní. ꞌYị máa yée ga bɨ ṇguṇgunɨ́ aka wá ní, asi ené gɨ royé wá. Nɨ ndị́sị tóro gɨ ro ꞌyị ené e fú kenée tɨ́ bɨ zɨ́a rómo komo Satána ní. 
MAT.12.21	Nɨ ne ꞌyị bɨ ꞌyị e do sogo káṇgá mbá nɨyí óto mɨmbéꞌdeyé roa ní.”
MAT.12.22	Kadra kị́éꞌdo do kókóógụ ngíti oꞌdo nɨ kɨ́ dokéké sɨmɨné, lurú bi gɨ zɨ́a wá, odro kpá wá. Zɨ́ Yésụ lágaóyó dokéké née gɨ sɨmɨ a, geré zɨ́ komoa líkpíne, zɨ́a kpá tónóne ódroné. 
MAT.12.23	Zɨ́ tara ꞌyị e ị́drị́ne mbá mɨị́drị́, zɨ́ye ndị́sịyé úku ledre kɨ́dí, “Ba ndaá Bulúndu ngére Dawídi wá?” 
MAT.12.24	Sɨmɨ bɨ Farụsáyo e uwúnɨ́ ledre née kenée ní, zɨ́ye úku ledre kɨ́dí, “Yésụ ndịsị lágaóyó dokéké gɨ zɨ́a manda eyé Belezabụ́bụ iꞌbí rokoꞌbụ née zɨ́a ne.”
MAT.12.25	Zɨ́ Yésụ úkulúgu ledre zɨ́ye kɨ́dí, “Togụ́ ꞌyị ꞌbɨ káṇgá kị́éꞌdo, togụ́ mbú gara kị́éꞌdo togụ́ mbú ꞌbe ndịsịnɨ́ méngị okó dengbị́ye yá, ꞌbe ꞌbɨ eyé née nɨ báyi ené. 
MAT.12.26	Kpá kenée togụ́ Satána ndịsịnɨ́ méngị okó dengbị́ye yá, toro yemenɨ́ royé wá, nɨyí báyi eyé mɨbáya. 
MAT.12.27	Togụ́ málágaóyó dokéké e kɨ́ rokoꞌbụ bɨ gɨ zɨ́ Belezabụ́bụ ní, sara ꞌyị esé e ndịsịnɨ́ ꞌbɨ eyé lágaóyó yée kɨ́ rokoꞌbụ gɨ zɨ́ ambi? ꞌYị esé maáge nɨyí úku yéme a ye sómụ́ ledre esé ndaá mbị́ wá. 
MAT.12.28	Togụ́ lágaóyó dokéké kɨ́ rokoꞌbụ ꞌbɨ ꞌDówụ́ Lomo, ꞌdodo go kɨ́dí Lomo ogụ go káa do Ngére dosé.”
MAT.12.29	Zɨ́ Yésụ kpá úku muruwayi kɨ́dí, “ꞌYị ugu utúasá ngáka éyị́ gɨ zɨ́ ꞌyị bɨ kɨ́ rokoꞌbụné ní wá, ꞌbúó togụ́ rokoꞌbụa romo do ꞌbɨ mị́ngị́ éyị́ née go.
MAT.12.30	“ꞌYị bɨ ṇguṇgu ya málágaóyó bɨcayi lomo e kɨ́ rokoꞌbụ ꞌbɨ ꞌDówụ́ Lomo wá ní, nɨ okó romá. ꞌYị ga bɨ ilinɨ́ ndị́sị báyi ꞌyị e káa bɨ nɨyí ṇgúṇgu ledre amá ní, nɨyí okó romá. 
MAT.12.31	Lomo nɨ ótoómo ledre zɨ́ ꞌyị abú luyú ba kóo za lúyú ledre bɨ káa be ꞌdíya. Éyị́ kị́éꞌdo togụ́ ꞌyị ukucayi ledre gɨ do bi ꞌDówụ́ Lomo, Lomo otoomo ené ledre zɨ́a wá. 
MAT.12.32	Máúku zɨ́se, Máa bɨ Lomo kasaogụ máa ba, togụ́ ꞌyị ukucayi ledre gɨ do bi Owụ́ ꞌbɨ ꞌYịmaꞌdí yá, Lomo nɨ ótoómo ledre zɨ́a. Togụ́ ukucayi ledre gɨ do bi ꞌDówụ́ Lomo yá, tɨ́ bɨ nɨ ndị́sị ꞌbɨ ené ní, Lomo otoomo ledre zɨ́a kú wá.
MAT.12.33	“Ndịsịnɨ́ ówoyéme ꞌyịmaꞌdí gɨ zɨ́ mɨméngị ledre ené. Bɨlámá ꞌyị, mɨméngị ledre ené nɨ bɨlámáne. Bɨsinyí ꞌyị, mɨméngị ledre ené nɨ kpá bɨsinyíne. 
MAT.12.34	Máúku zɨ́se, éyị́ ga bɨ ndị́sịsé úku yée sɨmɨ ꞌdódo ledre esé zɨ́ ꞌyị e ní, ndịsị ówo royé káa zɨ́ okó phoꞌdụ ní, ndị́sịsé née úku ledre ga bɨ do mɨmbéꞌdesé ní zɨ́ye. 
MAT.12.35	Bɨlámá ledre ndịsị ólụ́ógụ gɨ ku bɨlámá ꞌyị. Zɨ́ bɨsinyí ledre ndị́sị ólụ́ógụ ꞌbɨ ené kpá gɨ ku bɨsinyí ꞌyị. Gɨ zɨ́a née éyị́ bɨ nɨ sɨmɨ mɨmbéꞌdea ní. 
MAT.12.36	Lomo nɨ ꞌdódoógụ bɨsinyí ledre ga bɨ ꞌyị e ndịsịnɨ́ úku yée ní mbá karanée kadra ngbanga, zɨ́a ꞌdécị ngbanga royé kacɨ́ a. 
MAT.12.37	Lomo nɨ ꞌdécị ngbanga ꞌyị kacɨ́ mɨódro ꞌbɨ ꞌyị. Wo bɨ nɨ bɨlámáne ní, zɨ́a úku a yaá ba bɨlámá ꞌyị. Togụ́ bɨsinyíne yá, zɨ́a úku a yaá ba bɨsinyí ꞌyị.”
MAT.12.38	Zɨ́ Farụsáyo e kɨ́ ꞌyị ꞌdódo lorụ ꞌbɨ Yụ́da e úku ledre zɨ́ Yésụ kɨ́dí, “Mongụ́ ꞌyị, méngị aka ledre bɨ kɨ́ rokoꞌbụné ní mu zɨ́ze lúrú a.”
MAT.12.39	Yésụ ya zɨ́ye ní, “Sée ꞌyị luyú ledre e, ledre mengị kóo roné kɨ́ rokoꞌbụné zɨ́ nébị Yóna káa do ꞌdódo ledre e zɨ́se, tɨ́ lá ílisé esé ṇgúṇgu a wá. 
MAT.12.40	Mongụ́ kénzé ụlụ kóo Yóna, zɨ́a méngịné sị́lị́ ota (3) sɨmɨ a, zɨ́a nda síꞌdíógụ wo. Kpá kenée, Máa bɨ Lomo kasaogụ máa ba ní, Mááyí méngị sɨmɨ káṇgá kpá sị́lị́ ota (3) zɨ́ma nda úrúma. 
MAT.12.41	ꞌYị ꞌbɨ Nịnévị nɨyí karanée úku ledre kɨ́dí ásé ꞌyị lúyú ledre e, gɨ zɨ́a oyóloꞌbónɨ́ kóo mɨmbéꞌdeyé zɨ́ye ṇgúṇgu ledre ꞌbɨ Lomo bɨ kóo Yóna ndịsị úku a ní. Bɨ ba ní, máa bɨ márómo do Yóna ní ílisé kpá óyólóꞌbó mɨmbéꞌdesé zɨ́se ṇgúṇgu ledre ꞌbɨ Lomo gɨ taramá wá. 
MAT.12.42	Mongụ́ ngére nɨ kóo bo kára ꞌyị, ịnyị kú gɨ sɨmɨ káṇgá ené Séba ógụ úwú ledre gɨ tara Solomóna. Nɨ karanée ꞌdécị ngbangasé, gɨ zɨ́a máa bɨ márómo gɨ do Solomóna ní, ílisé úwú ledre gɨ taramá wá.
MAT.12.43	“Togụ́ bɨcayi lomo olụ́ogụ go gɨ sɨmɨ ꞌyị, nɨ ndéré gámásóꞌdo kpá té ngíti ꞌyị gɨ ro ólụ́ ndị́sịné sɨmɨ a. Togụ́ ndiki ngíti ꞌyị mbá wá, 
MAT.12.44	nɨ úku ledre kɨ́dí, ‘Bɨlámá a máídí ndáꞌba kɨ́ꞌdí bɨ kóo mándị́sị ndị́sị ní.’ Togụ́ nderé ndiki ꞌDówụ́ Lomo ndaá sɨmɨ mɨmbéꞌde ꞌyị née fú lá wá, nɨ ídí ené kɨ́ rokinyi. 
MAT.12.45	Nɨ ndéré ndóloógụ lafúne e bɨcayi lomo e ịnyị doa gbre yée ga bɨ nda bɨsinyíye kɨ́ngaya ní zɨ́ye ndị́sịyé kéye mɨmbéꞌde ꞌyị née íri, zɨ́ ꞌyị née nda sínyí tátá roné ꞌdáꞌdá. Sée ꞌyị ga bɨ cakaba ba ní, née éyị́ bɨ nɨ méngị roné zɨ́se ní.”
MAT.12.46	Sɨmɨ bɨ Yésụ nɨ fú ndị́sị ꞌdódo ledre zɨ́ tụ́ꞌdụ́ ꞌyị e ꞌdị́cị́ ní, zɨ́ mbágáa kɨ́ lúnduga ógụ tóroyé sága kákasa kɨ́dí yée ilinɨ́ Yésụ. 
MAT.12.47	Zɨ́ ngíti ꞌyị gɨ dongará ꞌyị ga bɨ ore née úku ledre zɨ́a kɨ́dí, “Mbágáyị kɨ́ lúnduyị́ e ilinɨ́ yị́ị sága ꞌdáa ilinɨ́ ódro zɨ́yị.”
MAT.12.48	Zɨ́ Yésụ úkulúgu ledre zɨ́ye kɨ́dí, “mbágáma e ꞌbe náambi e? Sara Lúndumá e ꞌbe náambi e?” 
MAT.12.49	Zɨ́a kụ́ꞌdụ sị́lị́ne ro ꞌyị lódụ́ kacɨ́ne e, zɨ́a úku ledre kɨ́dí, “Ga gére née mbágáma e kɨ́ lúndumá e. 
MAT.12.50	ꞌYị ga bɨ ndịsịnɨ́ méngị ledre ga bɨ Babá bɨ komo ere ili ní, nɨyí ye mbágáma e, lémịmá e kɨ́ lúndumá e.”
MAT.13.1	Cịkị sɨmɨ sị́lị́ née, sɨmɨ ngíti sịndị́ kadra, zɨ́ Yésụ ólụ́ógụyé kɨ́ ꞌyị lódụ́ kacɨ́ne e gɨ ꞌbe ndéré ndị́sịné kóꞌdụ́ mɨkavu Galiláya. 
MAT.13.2	Zɨ́ tụ́ꞌdụ́ ꞌyị e yóko royé cigí a íri gɨ ro úwú ledre e gɨ taraa. Zɨ́a ékị́ ndị́sịné sɨmɨ kuṛúngba ꞌyị e nɨyí ꞌbɨ eyé mbá do gbúṛóngó sága. 
MAT.13.3	Zɨ́a ꞌdódo tụ́ꞌdụ́ ledre e zɨ́ye sɨmɨ muruwayi kɨ́dí, “Ngíti ꞌyị ịnyị kóo ndéré óyụ kúfú yáká ené, zɨ́a ndị́sịné óꞌdo éyị́. 
MAT.13.4	Kúfú ga bɨ ndịsị óyụ yée ní, ngíti géyị utúnɨ́ do mɨsiꞌdi, zɨ́ solụ́ e lagá yée. 
MAT.13.5	Ngíti géyị utúnɨ́ do landa zɨ́ye ụ́tụyé ꞌdiya gɨ zɨ́a bɨ káṇgá ndaá ore mbị́ wá ní. 
MAT.13.6	Sɨmɨ bɨ kadra suwu ní, zɨ́ye gágáye rúfú gɨ zɨ́a cíyíye ndaá sɨmɨ káṇgá wá. 
MAT.13.7	Ngíti géyị utúnɨ́ ꞌbɨ eyé dongará kị́nị e. Sɨmɨ bɨ ngborónɨ́ ní, zɨ́ kị́nị ga gére née álaꞌdụ́tụ yée anánɨ́ wá, zɨ́ye ndáꞌbá eyé mbá andulé. 
MAT.13.8	Ngíti géyị utúnɨ́ ꞌbɨ eyé sɨmɨ bɨlámá káṇgá. Zɨ́ mị́ngị́ yáká ówo gɨ sɨmɨ ngíti bi kongụ ịnyị (100), gɨ sɨmɨ ngíti a kongụ ota (60), gɨ sɨmɨ ngíti a ꞌbɨ ené kongụ kị́éꞌdo doa sokó (30). 
MAT.13.9	ꞌYị bɨ uwú ledre bú ní, ídí úwú ledre ba bɨlámáne.”
MAT.13.10	Nda gɨ ꞌdáꞌba, zɨ́ ꞌyị lódụ́ kacɨ́ga ógụ ndúꞌyú wo kɨ́dí, “Mongụ́ ꞌyị, éyị́ bɨ ndị́sị ódro zɨ́ze fú lá sɨmɨ muruwayi gɨ zɨ́a ní ꞌdi?”
MAT.13.11	Zɨ́a úkulúgu ledre zɨ́ye kɨ́dí, “Lomo ꞌdódo mɨótoécị ledre ga bɨ ꞌbe ꞌbɨ ené komo ere ní go zɨ́se, tɨ́ lá ꞌdodo ené zɨ́ ngíti géyị ꞌyị e wá. 
MAT.13.12	Tɨ́ lá ꞌyị bɨ kɨ́ éyị́ zɨ́ne ní nɨyí íꞌbí yata zɨ́a, zɨ́ éyị́ nda ídíne zɨ́a kɨ́ngaya. ꞌYị máa wo bɨ éyị́ ndaá zɨ́a wá ní, gba owụ́ a bɨ zɨ́a ní, nɨyí ꞌdíꞌbióyó a gɨ zɨ́a ꞌdáꞌba. 
MAT.13.13	Née sị́ ledre bɨ mándị́sị ódro zɨ́ ꞌyị e sɨmɨ muruwayi gɨ zɨ́a ní.
MAT.13.13	“Abú nɨyí tɨ́ lúrú éyị́ ga bɨ mááyí ndị́sị méngị yée ní kɨ́ komoyé yá, lurú yemenɨ́ eyé wá,
MAT.13.13	abú nɨyí tɨ́ kɨ́ úwú ledre ga bɨ mááyí ndị́sị úku yée ní kɨ́ mbílíye yá, olụ́ ené sɨmɨ doyé wá.
MAT.13.14	“Ledre née mengị roné go tɨ́ cé káa zɨ́ bɨ kóo Lomo uku zɨ́ nébị Isáya eké a ní, kɨ́dí,
MAT.13.14	“ ‘Ásé úwú ledre ga bɨ mááyí ndị́sị úku yée ní utúasá ené ólụ́ sɨmɨ dosé wá,
MAT.13.14	abú ásé lúrú éyị́ ga bɨ mándị́sị méngị yée ní, utúasá esé ówoyéme a wá.
MAT.13.15	Gɨ zɨ́a bɨ doyé orụ yị́ ené mɨórụ ní,
MAT.13.15	utúasánɨ́ eyé úwú ledre kɨ́ mbílíye wá, ꞌdụtụnɨ́ komoyé kpá go ngbụ́rụ́.
MAT.13.15	Nɨyí kóo ndị́sị lúrú éyị́ ga bɨ mándị́sị méngị yée ní kɨ́ komoyé,
MAT.13.15	zɨ́ye ndị́sị úwú a kɨ́ mbílíye,
MAT.13.15	zɨ́ye ndị́sịyé ówoyéme sɨmɨ ledre e kɨ́ mɨmbéꞌdeyé
MAT.13.15	do ndáꞌbaógụyé zɨ́ma, káa bɨ mááyí yómo yée.’
MAT.13.16	“Tɨ́ lá Lomo nɨ íꞌbí úndru zɨ́se gɨ zɨ́a komosé lurú bi bú, mbílíse uwú ledre bú bɨlámáne ní. 
MAT.13.17	Bɨ kenée ní, máúku zɨ́se maꞌdíi, tụ́ꞌdụ́ nébị e kɨ́ ngíti géyị ꞌyị ga bɨ kóo ꞌdesị́ ndịsịnɨ́ méngị ledre ga bɨ Lomo ili yée ní, ndịsịnɨ́ kóo óto komoyé gɨ ro lúrú éyị́ ga bɨ lúrúsé yée ní tɨ́ lá utúasánɨ́ lúrú a wá, ndịsịnɨ́ kpá índi mbílíye gɨ ro úwú ledre ga bɨ úwúsé yée ní utúasánɨ́ úwú a wá.
MAT.13.18	“Úwúsé nda ini ledre gɨ sɨmɨ muruwayi ꞌbɨ ꞌyị bɨ nderé óyụ kúfú ní mu. 
MAT.13.19	Kúfú ga bɨ utúnɨ́ do mɨsiꞌdi ní, nɨyí ꞌbɨ eyé káa zɨ́ ꞌyị ga bɨ abú uwúnɨ́ tɨ́ bɨlámá ledre bɨ gɨ ro ꞌbe ꞌbɨ Lomo ní go yá, owoyemenɨ́ eyé ledre gɨ sɨmɨ a wá, zɨ́ Satána ógụné ꞌdíꞌbióyó bɨlámá ledre née gɨ do mɨmbéꞌdeyé ꞌdáꞌba. 
MAT.13.20	Kúfú ga bɨ utúnɨ́ do landa ní, nɨyí ꞌbɨ eyé káa zɨ́ ꞌyị ga bɨ uwúnɨ́ lá ledre ꞌbɨ Lomo geré zɨ́ye ꞌdíꞌbióto a ꞌdiya do mɨmbéꞌdeyé ní. 
MAT.13.21	Gɨ zɨ́a bɨ cíyí ledre maꞌdáa ndaá do mɨmbéꞌdeyé wá ní, sɨmɨ bɨ ꞌdoꞌdó ogụ go royé gɨ zɨ́a bɨ ṇguṇgunɨ́ ledre ꞌbɨ Lomo ní, geré zɨ́ye óyó sogoyé zɨ́ Lomo. 
MAT.13.22	Kúfú máa wo bɨ utú ꞌbɨ ené dongará kị́nị ní, nɨ ꞌbɨ ené káa zɨ́ ꞌyị máa wo bɨ abú uwú tɨ́ ledre ꞌbɨ Lomo go yá, tɨ́ lá mongụ́ somụ́ ledre ené yị́ ené gɨ ro tụ́ꞌdụ́ éyị́ ga bɨ ꞌbɨ sága ba. Gɨ zɨ́ kéyị née, ledre ꞌbɨ Lomo bɨ ṇguṇgu ní, mɨáná a ndaá ꞌbɨ ené sɨmɨ a wá. 
MAT.13.23	ꞌYị máa wo bɨ uwú yeme ledre ꞌbɨ Lomo ní, nɨ ꞌbɨ ené káa zɨ́ kúfú ga bɨ utúnɨ́ sɨmɨ bɨlámá káṇgá, ngíti a aná ꞌbɨ ené míya (100), ngíti a ꞌbɨ ené cị́ ota (60) zɨ́ ngíti a ídí ꞌbɨ ené cị́ kéṛị́ a doa sokó (30) ní.”
MAT.13.24	Zɨ́ Yésụ kpá ị́nyịné úku ngíti muruwayi kɨ́dí, “Ledre nɨ gɨ ro ledre ga bɨ ꞌbe ꞌbɨ Lomo komo ere ní káa zɨ́ oꞌdo bɨ nderé óyụ bɨlámá kúfú yáká ené ní. 
MAT.13.25	Nda go sɨmɨ ngíti sịndị́ kadra kɨ́ ndụlụ, zɨ́ ꞌyị bɨ nɨ okó ro mị́ngị́ yáká née ndéréne óyụ kúfú angángúya sɨmɨ kére ꞌbɨ oꞌdo née, zɨ́a ndéréókpó ené. 
MAT.13.26	Sɨmɨ bɨ kére ngboró do gbóṛụ́ne nɨ nda go léfe kúfúne ní, zɨ́ angángúya kpá ólụ́ógụné dongará a.
MAT.13.27	“Zɨ́ ꞌyị ꞌbɨ moko ꞌbɨ mị́ngị́ yáká née ógụyé úku ledre zɨ́ mongụ́ ꞌyị eyé kɨ́dí, ‘Mongụ́ ꞌyị, bɨ kóo oyụnɨ́ yáká ꞌdáa dụụ́ kúfú kére ní, sara angángúya née ogụnɨ́ nda ꞌbɨ eyé íri gɨ ꞌda?’
MAT.13.28	“Mị́ngị́ yáká ya kɨ́dí, ‘Ezeokóma e oyụnɨ́ ye.’
MAT.13.28	“ꞌYị ꞌbɨ moko e ya kɨ́dí, ‘Íli go zɨ́ze ndéré lálaóyó yée ꞌdáꞌba?’
MAT.13.29	“Mị́ngị́ yáká ya zɨ́ye ní, ‘Ɨ́ꞌɨ, ótoómosé aka kenée káa bɨ ásé lála kótrụ yée ndro kɨ́ kére e ke. 
MAT.13.30	Idínɨ́ aka ídí mbá kenée, gị sɨmɨ sịndị́ kadra ꞌbɨ óṇgo kére. Mááyí ogụ úku a zɨ́ ꞌyị ga bɨ nɨyí óṇgo kére ní kɨ́dí, idínɨ́ aka ndéré fị lálaóyó angángúya née ódó yée, do óngbóóyó yée ꞌdáꞌba, zɨ́ye nda óṇgo kére ndéré kɨ́e sɨmɨ gbagba.’ ”
MAT.13.31	Zɨ́ Yésụ kpá úku ngíti muruwayi kɨ́dí, “Ledre nɨ gɨ ro ledre ga bɨ ꞌbe ꞌbɨ Lomo komo ere ní káa zɨ́ oꞌdo bɨ ꞌdiꞌbi kúfú kágá bɨ ndịsịnɨ́ ndólo a musɨtáda nderé kɨ́e óyụ a yáká ené ní. 
MAT.13.32	Abú kágá née kúfú ga nɨyí nzéré yá, sɨmɨ bɨ oyụ ní, zɨ́a ngbóró ógụné mongụ́ kágá rómo do ngíti géyị kágá e yáká ore mbá. Zɨ́a nda ídíne go kágá bɨ zɨ́ solụ́ e ógụyé ndị́sị ụ́bụ́ ꞌbe ꞌbɨ eyé komo a.”
MAT.13.33	Zɨ́a kpá úku ngíti muruwayi kɨ́dí, “Ledre nɨ gɨ ro ledre ga bɨ ꞌbe ꞌbɨ Lomo komo ere ní káa zɨ́ owụ́ ꞌdeꞌdị́ bɨ lá cúkuꞌdée kará e ndịsịnɨ́ lótó mongụ́ leꞌyị́ kɨ́e zɨ́a átáne gɨ zɨ́a ní.”
MAT.13.34	Yésụ ndịsị kóo úku éyị́ ga gére née zɨ́ ꞌyị e mbá sɨmɨ muruwayi. Ledre bɨ kị́éꞌdo zɨ́a úku a zɨ́ye ndaá sɨmɨ muruwayi wá ní ndaá. 
MAT.13.35	Yésụ ndịsị née méngị ledre ga bɨ kóo Lomo uku zɨ́ ngúru nébị éké a kɨ́dí,
MAT.13.35	“Mááyí ndị́sị úku ledre zɨ́ye sɨmɨ muruwayi.
MAT.13.35	Mááyí úku ꞌdódo ledre ga bɨ kóo mɨótoécịné kú sɨmɨ sịndị́ kadra bɨ kóo máótoógụ do sogo káṇgá sɨmɨ a ní zɨ́ye.”
MAT.13.36	Nda gɨ do kacɨ́ ꞌdódo ledre, zɨ́ Yésụ ótoómo tụ́ꞌdụ́ ꞌyị ga gére née ore zɨ́a ndáꞌbané ꞌbe kɨ́ꞌdí bɨ ndịsị ꞌdúꞌdu ní do ólụ́ne ꞌdị́cị́. Zɨ́ ꞌyị lódụ́ kacɨ́ga ólụ́ lódụ́ kacɨ́ a zɨ́ye ndúꞌyú wo kɨ́dí, “Mongụ́ ꞌyị, úkuógụ aka ini ledre gɨ sɨmɨ muruwayi ꞌbɨ tóꞌdó ga úku ní zɨ́ze.”
MAT.13.37	Zɨ́a úkulúgu ledre zɨ́ ꞌyị lódụ́ kacɨ́ne e kɨ́dí, “Oꞌdo bɨ oyụ bɨlámá kúfú née Owụ́ ꞌbɨ ꞌYịmaꞌdí. 
MAT.13.38	Yáká nɨ ꞌbɨ ené do sogo káṇgá ba. Bɨlámá kúfú nɨ ꞌbɨ ené ꞌyị ga bɨ ṇguṇgunɨ́ Lomo go káa do ngére eyé ní. Bɨsinyí kúfú ꞌbɨ ené ꞌyị ga bɨ ndịsịnɨ́ méngị ledre ga bɨ ꞌbɨ Satána ní. 
MAT.13.39	Ezeokó mị́ngị́ yáká bɨ oyụ bɨsinyí kúfú ní nɨ ꞌbɨ ené ngére ꞌbɨ bɨcayi lomo e. Kadra óṇgo kére nɨ ꞌbɨ ené odụ sịndị́ kadra ꞌbɨ do sogo káṇgá ba. ꞌYị óṇgo kére nɨyí ꞌbɨ eyé maláyika e.
MAT.13.40	“Bɨsinyí kúfú ga bɨ odónɨ́ yée óngbó yée née, nɨyí ꞌbɨ eyé née ꞌyị ga bɨ Lomo nɨ ꞌdécị ngbangayé sɨmɨ odụ sịndị́ kadra ní. 
MAT.13.41	Owụ́ ꞌbɨ ꞌYịmaꞌdí nɨ kása maláyika ené e ndéré ị́cị́óyó tóꞌdó kɨ́ éyị́ ga bɨ ndịsị ꞌdíꞌbiógụ luyú kɨ́ ꞌyị méngị bɨsinyí ledre gɨ ꞌbe ꞌbɨ ené mbá ꞌdáꞌba. 
MAT.13.42	Do ụ́cụ yée mbá sɨmɨ mongụ́ gu phoꞌdụ bɨ ịlị́ wá ní zɨ́ye ndị́sịyé mbụ́mbụ́dụ́ kɨ́ náná do soyé gɨ zɨ́ éyị́ mɨówo. 
MAT.13.43	ꞌYị ga bɨ ndịsịnɨ́ méngị ledre ga bɨ Lomo ili yée ní, zɨ́ royé ndị́sị ṛíṛíne káa zɨ́ sụ́lụ́ kadra gɨ zɨ́ rokoꞌbụ ꞌbɨ ꞌBụyé Lomo bɨ doyé ní. Togụ́ mbílíse nɨ bo yá, ídísé úwú ledre bɨ máúku née.”
MAT.13.44	Zɨ́a kpá úku ngíti muruwayi kɨ́dí, “Ledre nɨ gɨ ro ledre ga bɨ ꞌbe ꞌbɨ Lomo komo ere ní káa ꞌyị bɨ ndiki mongụ́ késị́ bɨ otoecịnɨ́ sɨmɨ káṇgá ní.” Zɨ́a kpá ótoécị ándá a. Gɨ zɨ́ rokinyi zɨ́a ndáꞌbané úgúóyó éyị́ ga bɨ zɨ́ne ꞌbe ní mbá, do ndáꞌbané úgú bi bɨ ótoécị késị́ née doa ní zɨ́ne.
MAT.13.45	Zɨ́a kpá úku ngíti muruwayi kɨ́dí, “Ledre nɨ gɨ ro ledre ga bɨ ꞌbe ꞌbɨ Lomo komo ere ní káa zɨ́ ꞌyị bɨ nderé gámásóꞌdo gali bɨ kɨ́ tosoné ṛíṛiṛí kɨ́ mongụ́ keꞌbịné ꞌdága ní gɨ ro úgú a. 
MAT.13.46	Sɨmɨ bɨ nderé ndíki ní, zɨ́a ndáꞌbané úgúóyó éyị́ ga bɨ zɨ́ne ꞌbe ní mbá do ndéréne úgú gali née.”
MAT.13.47	Zɨ́a kpá úku ngíti a kɨ́dí, “Ledre nɨ gɨ ro ledre ga bɨ ꞌbe ꞌbɨ Lomo komo ere ní káa zɨ́ ꞌyị méngị kénzé ga bɨ onzóomonɨ́ mbírá kénzé sɨmɨ iní zɨ́ ṛị́kị́ kénzé e lákayé sɨmɨ a ní. 
MAT.13.48	Sɨmɨ bɨ tụ́ꞌdụ́ kénzé e lakanɨ́ go sɨmɨ a ní, zɨ́ mị́ngị́ mbírá ógụyé lálaógụ mbírá do gbúṛóngó, ndị́sịyé gélé kénzé e. Zɨ́ye ꞌdíꞌbióto yée ga bɨ ilinɨ́ ní sɨmɨ éyị́, yée ga bɨ ilinɨ́ wá ní, zɨ́ye ụ́cụóyó yée ꞌdáꞌba. 
MAT.13.49	Karanée sɨmɨ odụ sịndị́ kadra ledre e nɨyí méngị royé kenée. Maláyika e nɨyí ógụ ífi dongará bɨsinyí ꞌyị e kɨ́ bɨlámá ꞌyị e, 
