MAT.1.1	Abrahamachea puta Davidachea puta, Krista Jezuche he vonxa-vollichi xivddi. 
LUK.3.35	hacho Seruk; hacho Reu; hacho Peleg; hacho Eber; hacho Xela; 
LUK.3.36	hacho Kainam’; hacho Arfaxad; hacho Xem’; hacho bapui Noa; hacho Lamek; 
LUK.3.37	hacho Matusala; hacho Enok; hacho Jared; hacho Maleleel; hacho Kainam’; 
LUK.3.38	hacho Enos; hacho Set; hacho Adanv; hacho bapui Dev.
LUK.4.1+LUK.4.2	Povitr Atmean bhòrlolo Jezu, Jordana thaun koddsorlo. Taka oronneant vhorun, thõisor challis dis Povitr Atmo Taka hanga-thõi bhonvddaitalo ani Devchar Taka naddit aslo. Team disamnim Tannem kãich khelem na, ani te dis zatôch Taka bhuk lagli.
LUK.4.3	Devcharan taka mhonn’lem: “Tum Devacho Put zalear, hea fatrak unddo zaunk adnea kôr.” 
LUK.4.4	Punn Jezun taka oso portipall kelo: “Povitr Pustokar oxem boroil’lem asa: ‘Unddeanuch monis jiena.’ ”
LUK.4.5	Magir Devcharan Taka eka unch zagear vhelo ani êkêch ghoddiê bhitôr sonvsarantlim sogllim rajeam Taka dakhoun 
LUK.4.6	mhonn’lem: “Heam soglleancher podvi ani tanchi mhoima hanv tuka ditolom, kiteak mhojê svadhin hem kel’lem asa ani mhaka khuxi asa taka hanv tem ditam; 
LUK.4.7	mhonntôch mhojeam pãiam poddun tum mhaka nomoskar korxi zalear, hem sogllem tujem zatelem.” 
LUK.4.8	Tedna Jezun portipall korun taka mhonn’lem: “Povitr Pustokar oxem boroil’lem asa:
LUK.4.8	‘Tujea Sorvespora Devak tum bhôztoloi
LUK.4.8	ani Tachi ekleachich seva kortoloi.’ ”
LUK.4.9	Magir Devcharan Taka Jeruzaleak vhelo ani Devmondirachea kollsar ubo korun Taka mhonn’lem: “Tum Devacho Put zalear, hanga thaun sokla uddki mar, 
LUK.4.10	kiteak Povitr Pustokar oxem boroilelem asa:
LUK.4.10	‘Tuzo samball korunk
LUK.4.10	To Apleam dutank Tujê vixim adnea ditolo;’
LUK.4.11	ani anink êkê svater:
LUK.4.11	‘Tuzo pãi fatrak adollna zaunk,
LUK.4.11	te tuka apleam hatamnim uklun dhôrtele.’ ”
LUK.4.12	Punn portipall korun Jezun mhonn’lem: “Povitr Pustokar oxem boroil’lem asa:
LUK.4.12	‘Sorvespora tujea Devachi
LUK.4.12	tunvem porikxa korum noiê.’ ”
LUK.4.13	Heam soglleam bhasamnim Taka tall’neant ghalea uprant, Devchar thoddea vellak Tachê sorxilo koddsorun gelo.
LUK.4.14	Jezu Povitr Atmeachea bollan Galileiak porot gelo ani Tachi kirti akhea prantant gazli. 
LUK.4.15	To tancheam devsthanamnim xikovnn ditalo ani sogllim Tachi vhoddvik sangtalim.
LUK.4.16	To Nazaretak ailo; thõi To lhan-vhôdd zal’lo. Aplê sonvoiê pormannem Sabbatha disa To devsthanant gelo ani vachunk ubo ravlo. 
LUK.4.17	Izaias provadeachem pustok Taka kaddun dilem ani pustokacho kovllo usoitana oxem boroil’em asa ti svat Taka mell’li:
LUK.4.18	“Sorvesporacho Atmo mhojer asa,
LUK.4.18	kiteak goribank bori khobor diunk,
LUK.4.18	Tannem mhaka Obhixêk kela.
LUK.4.18	Koidiank suttka porgottunk,
LUK.4.18	ani kurddeank portun nodor diunk,
LUK.4.18	zulumak sampoddleleank soddounk,
LUK.4.19	ani Sorvesporacheam upkaranchem
LUK.4.19	voros porgott korunk
LUK.4.19	Tannem mhaka dhaddla.”
LUK.4.20	Ani pustokacho kovllo revddun ani to sevoka kodde porot diun To boslo. Devsthanant asleleam somestanche dolle Tacher lailele asle. 
LUK.4.21	Tedna Tannem tankam sangunk suru kelem: “Hem xastr-likhit az tumchea kanar poddtanch pallon ailem.” 
LUK.4.22	Ani sogllim Taka xabaski ditalim ani Tachea tonddantlim bhair sortalim tim mannkulim utram aikun ojap zatalim.
LUK.4.22	Tim mhonnunk laglim: “Juzecho put nhoi rê ho ?!” 
LUK.4.23	Ani Tannem tankam zap dili: “ ‘Voiza, tukach tum boro kôr’, hi mhonn’nni dubhavavinn tumi Mhaka laitelet, ani mhonntelet: ‘Kapernauma tunvem zaitem kelãi mhonn ami aikolam, tem hanga-i tujea khaxa ganv-ghora kôr.’ ” 
LUK.4.24	Tea fuddem Tannem mhonn’lem: “Hanv tumkam khorench sangtam, khõicheach provadeak aplea khaxa ganvant man mell’lo-so na. 
LUK.4.25	Anink ek sot tumkam sangtam: Elijachea kallar, tin vorsam ani sov mhoine Devan sôrg dhampun dovorlolo ani akhea ganvant vhôdd bhuk poddleli tedna, Israelant zaiteô vidva asleô, 
LUK.4.26	punn Sidon mulkantlea Sarepta nograntlê vidvek kaddun, tantlê eklê-i sorxim Devan Elijak dhaddunk na. 
LUK.4.27	Toxench Elizêv provadeachea kallar zaitim koddkar aslim, punn Siriechea Naamanak kaddun, tantlea ekleak-ui Devan nitôll kkorunk na.”
LUK.4.28	Ani hem aikun devsthanant aslim titlim-i ekdom’ ragar zalim; 
LUK.4.29	ani utthun tãnnim Taka nogra bhair ghalo. Tanchem nogor bandlelem asa tea dongrachea mathear thaun Taka sokla xevttun uddounk, thõi porian tim Taka gheun gelim, 
LUK.4.30	punn sarko tanchê modlean cholun To Aplê vatten gelo.
LUK.4.31	Ani Galileiantlea Kapernaum’ nogrant To denvun gelo ani Sabbatha disa tankam xikovnn diunk laglo. 
LUK.4.32	To odhikar aslelê porim uloitalo dekhun, Tachê xikovnnê vixim tim bharim ojap zatalim.
LUK.4.33	Mhello devchar boslolo êk monis devsthanant aslo ani tannem vhoddlean arddun mhonn’lem: 
LUK.4.34	“Ai Saiba! Nazaretkara Jezu, amchê kodde Tuka koslem kam’ asa? Amcho bhosm korunk ailai kitem? Tum konn to hanv zannom: Devacho sonvskarlolo sondexkar Tum!”
LUK.4.35	Punn Jezun taka dhomkaun mhonn’lem: “Ogo rav ani hea mon’xa velo bhair sor!” Ani soglleam modekot taka dhornnir apttun punn mat-ui dukhoinastana, devchar tachê velo bhair sorun gelo. 
LUK.4.36	Sogllim ojap zalim ani ekamekak mhonnunk laglim: “Koslem mhonn utor hem! Odhikaran ani podven To mhelleam atmeank adnea korta ani te bhair sorun vetat!” 
LUK.4.37	Ani Tachi khobor ganvam-ganvamnim akhea prantant gazli.
LUK.4.38	Devsthanantlo bhair sorun Jezu Simanvachea ghora gelo. Simanvachi sasu mottea zoran foddfoddtali ani tãnnim tichê pasot Taka vinoti keli, 
LUK.4.39	Ticher oddôv ghalun Tannem zorak hukum’ ghalo ani ticho zôr poddlo; ani rokddich utthun ti tancho poramôs korunk lagli.
LUK.4.40	Dis dharir poddlea uprant jin’sam-bhasancheam boll’llikarank Tachê sorxem haddlim. Ani ek-ekleacher hat dovrun Tannem tankam borim kelim; 
LUK.4.41	zaiteam zannam vele devchar-ui kaddle ani te bob marun mhonntale: “Tum Devacho Put!” Ani Apunn Krist mhonn te zanno asle dekhun To tankam bobatt korun ulounk dinaslo.
LUK.4.42	Uzvaddtôch bhair sorun, To eka eksurea zagear gelo. Lôk Taka sodit-sodit To aslo thõi pavlo ani apnnank Tannem soddun vochona zaunk tim proitn kortalim. 
LUK.4.43	Punn Tannem tankam mhonn’lem: “Devachea Rajeachem xubhvhortoman heram-i ganvamnim Hanvem porgottunk zai, tôr heach pasot Devan Mhaka dhaddla.” 
LUK.4.44	Ani Judeiacheam devsthanamnim To provochon korit aslo.
LUK.5.1	Uprant ghòddlem tem hem: Devachem utor aikunk lôk Jezu bhonvtim chenchon aslo ani To Genesaret Tolleachê dodder ubo aslo. 
LUK.5.2	Tedna thõi tolleachê deger Tannem don hoddim pollelim; kharvi denvun rampnni dhutale. 
LUK.5.3	Tantlem ek hoddem Simanvachem aslem; tacher To choddlo ani tem toddik thaun matxem pois vhorunk Tannem maglem; ani hoddear bosun, thõi thaun To lokak xikovnn ditalo.
LUK.5.4	Uloun zatôch, Tannem Simanvak sanglem: “Khol udkant hoddem bhair vhor ani maslli dhorunk tumcheô rampnni ghalat.” 
LUK.5.5	Taka zap diun Simanvan mhonn’lem: “Guruji, rat-bhôr ami koxtt kele, punn amkam kãich sampoddo naslam; toripunn Tujea utrak hanv rampônn ghaltam.” 
LUK.5.6	Oxem kelea uprant tankam itli khup maslli poddli ki tancheô rampnni pinzunk pavleleô; 
LUK.5.7	ani ieun apnnank adar diunk dusrea hoddeant asleleam bhagidarank tãnnim khunna korun apoile. Te aile ani buddunk pavo-sôr don-ui hoddim bhòrlim.
LUK.5.8	Tem pollena fuddem Simanv Pedrun Jezucheam pãiam poddon mhonn’lem: “Mhojê sorxilo pelean sor, Saiba: hanv êk patki monis!” 
LUK.5.9	To ani tachê borabôr aslele title-i, poddleli maslli polleun, sarkech thotthakle; 
LUK.5.10	têch porim Simanvache bhagidar aslele te, Zebedevache put, Jakob ani Juanv. Ani Jezun Simanvak mhonn’lem: “Bhienaka, hea fuddem tum mon’xank dhôrtoloi.” 
LUK.5.11	Ani hoddim toddik kaddun, sogllem sanddun, te Tachê pattlean gele.
LUK.5.12	Jezu nogrant astana, ovchituch koddan bhòrlolo êk monis ailo ani Taka pollena fuddem dhornnir omto poddlo ani Tachê kodde oxem magunk laglo: “Saiba, Tuka zai zalear, Tujean mhaka nitôll korunk zata.” 
LUK.5.13	Ani Jezun Aplo hat soddun taka lailo ani mhonn’lem: “Hôi, Mhaka zai, tum nitôll za!” Têch ghoddier tachem kodd nanch zalem. 
LUK.5.14	Ani Jezun taka adnea keli: “Konnakuch sanginaka, punn voch ani tujem ang iadnikak dakhoi; ani porjek tuji pekovnni ruzu korchê khatir, tum nitôll zalai mhonn Moizesan formail’lem dan bhettoi.” 
LUK.5.15	Punn Tachi khobor odikuch gazot vetali ani Tachem utor aikunk ani aplea piddê-rogantlo boro zaunk urponjimnim lôk ietalo. 
LUK.5.16	Punn To khõi-khõi eksurê svater vochun magnnem kortalo.
LUK.5.17	Ani êk dis oxem zalem: To xikovnn ditalo ani Galileiacheam ani Judeiacheam ganv-ganvantle ani Jeruzaleantle Farizev ani dhormxastri ieun thõi boslele. Ani lokak boro korunk, Sorvesporachi xokti Tachê sovem asli. 
LUK.5.18	Ovchituch ar zal’lea eka mon’xak antrunna soit gheun kãi dadle aile; ani taka bhitôr haddun Tachea fuddeant dovrunk sôdtale. 
LUK.5.19	Punn lokak lagun khõichêch vatten taka bhitôr haddunk mellonaslem dekhun, te patt’sacher choddle ani, nolle kaddun, antrunna soit tãnnim taka modekot Jezu mukhar denvoilo. 
LUK.5.20	Tancho bhavart polleun Tannem mhonn’lem: “Ixtta, tujim patkam tuka bhògsolim.” 
LUK.5.21	Ani dhormxastri ani Farizev aplea monant mhonnunk lagle. “Ho anink konn rê?! To sangta tem sarkich devninda! Devak ekleakuch soddun, konnachean patkam bhogsunk zatat?” 
LUK.5.22	Tanchem chintop zanno zaun Jezun portipall kelo: “Oslim chintnam tumchea monant kiteak gholloitat tumi? 
LUK.5.23	Heam donantlem khõichem mhonnunk odik sompem: ‘tujim patkam tuka bhògsolim!’, oxem mhonnunk, vô ‘utth ani chol!’, oxem mhonnunk? 
LUK.5.24	Punn Mon’xachea Putak sonvsarant patkam bhogsunk podvi asa mhonn tumi zanno zaunchê khatir,” (Tannem arkarak mhonn’lem:) “Hanv tuka hukum’ ghaltam, utth, ani tujem antrunn uklun tujea ghora voch!.” 
LUK.5.25	Ani rokddoch soglleam hujir utthun, apunn aslolo tem antrunn uklun, Devachi tust korit to aplea ghora gelo. 
LUK.5.26	Ani sogllim ekdom’ thottaklim ani Devak vakhanntalim ani bhirantin bhoron mhonntalim: “Vichitr vostu ami az dekhleô.”
LUK.5.27	Hachê uprant Jezu bhair sorun gelo ani Levi nanvachea eka dônddvosuldarak manddvir boslolo Tannem dekhlo ani taka mhonn’lem: “Mhojê pattlean ie.” 
LUK.5.28	Ani sogllem sanddun to utthlo ani Tachê pattlean gelo.
LUK.5.29	Ani Levin aplea ghorant Taka ek vhoddlem jevonn kelem ani dônddvosuldaranchi ani tanchê sangatim jevnnak bosleleam heranchi vhôdd khêtt asli. 
LUK.5.30	Tedna Farizevamnim ani tancheam dhormxastreamnim gunn-gunnun Tacheam xisank mhonn’lem: “Dônddvosuldaram ani patkeam borabôr tumi kiteak khata-pietat?”
LUK.5.31	Portipall korun Jezun tankam mhonn’lem: “Borim asleleank nhoi, punn vaittakarank ki voizachi goroz. 
LUK.5.32	Tumi promannik mhonn dhôrtat tankam apounk Hanv ie naslam, punn tumi patki mhonn lêkhtat tãnnim aplem jivit-mon bodôlchê khatir, osleank ki Hanv apounk ailam.”
LUK.5.33	Tedna tãnnim Jezuk mhonn’lem: “Juanvache xis, ani toxech Farizevanche, bhonvn-bhonvn upas ani magnnim kortat, punn tuje xis khaun-pieun khuxal asat tem koxem?” 
LUK.5.34	Ani Jezun tankam mhonn’lem: “Novro pavnneam borabôr astana tumchean tankam upas korunk lavum-iet? 
LUK.5.35	Novreak tanchê modlo kaddun vhorche dis ietele; magir, te dis ietôch, te upas kortele.”
LUK.5.36	Oxi êk vopar ghalun Tannem tankam sanglem: “Konnuch pornnea vostrak kopo marunk novea vostracho kuddko pinzun kaddina; toxem kelear, novem vostr pinzlem tem pinzlem, tea bhair tacho kaddlolo kuddko pornnea vostrak sori zauncho na. 
LUK.5.37	Ani konnuch novo soro pornneam chambddea-potiamnim bhôrina; bhôrlo zalear, novo soro chambddea-potio foddun uddoitolo ani oton vetolo, ani chambddea-potiancho ibadd zatolo. 
LUK.5.38	Punn novo soro noveam chambddea-potiamnim bhorunk zai. 
LUK.5.39	Ani pornno soro pieun ail’leam konnankuch novo soro rokddoch boro lagona. ‘Pornno soro odik boro’, oxem tim mhonntat.”
LUK.6.1	Eka Sabbatha disa Jezu xetantlean veta astana Tache xis konnsam toddun ani tim talltar murddun khatale. 
LUK.6.2	Kãi Farizevamnim tankam mhonn’lem: “Sabbathachem korum nozo tem kam’ tumi kiteak kortat?” 
LUK.6.3+LUK.6.4	Ani Jezun zap diun tankam sanglem: “Davidak ani tachea sangata asleleank bhuk lagli tedna tannem kitem kelem tem tumi vachunk na kitem? To Devachea ghorant bhitôr sorlo ani iadnikam bhair konnacheanuch khaum nozo asle te Deva mukhar dovorlele undde tannem kaddun khele ani apleam sangateank-ui dile — hem tumi vachunk na?” 
LUK.6.5	Ani Tannem tankam mhonn’lem: “Tôr Mon’xachea Putak Sabbathacher-ui odhikar asa.”
LUK.6.6	Dusrea eka Sabbatha disa To devsthanant vochun xikovnn ditalo. Ani uzvea hatak ar zal’lo êk monis thõi aslo. 
LUK.6.7	Jezucho guneanv korchê khatir Sabbatha disa tea mon’xak boro korit kai mhonn dhormxastri ani Farizev Jezuk tellun polletale. 
LUK.6.8	Tanchim chintnam ollkhun, hatak ar zal’leak Tannem mhonn’lem: “Utth ani modekot ieun ubo rav.” To utthlo ani ubo ravlo. 
LUK.6.9	Ani Jezun tanchekodde vicharlem: “Sabbatha disa kitem korum-ieta: borem ki vaitt ? Jiv vanchoum-iet vô kaddum-iet ?” 
LUK.6.10	Tedna tancher soglleancher nodor bhonvddaun Tannem tea mon’xak mhonn’lem: “Tuzo hat sôdd.” Tannem toxem kelem ani adlê bhaxen tacho hat sarko zalo. 
LUK.6.11	Punn tancho rag ekdom’ choddlo ani Jezuk kitem korchem tem te ekameka lagim vicharunk lagle.
LUK.6.12	Magir oxem zalem: magnnem korunk Jezu eka dongrar gelo ani Devak magnnem korun Tannem akhi rat sarli. 
LUK.6.13	Uzvaddtôch Tannem Apleam xisank apoile, tantleam bara zannank vinchun kaddle ani tankam apostl oxem nanv-ui dilem. 
LUK.6.14	Te he: Simanv — taka Pedru mhonn Tannem nanv dilem — ani tacho bhav Andre, Jakob, Juanv, Filip, Bartolomêv, 
LUK.6.15	Matêv, Tomas, Alfevacho put Jakob, ani Krantikar mhonnlolo Simanv, 
LUK.6.16	Jakobacho put Judas ani ghatki utorlo to Judas Iskariot.
LUK.6.17	Tanchê borabôr sokla ieun Jezu eka mollar ravlo; thõi Tacheam xisancho vhôdd zomo ektthãi zalo, ani Judeia thaun, Jeruzalea thaun, ani doria-degecheam Tir ani Sidon nogram thaun, 
LUK.6.18	Tachem utor aikunk vô aplea piddê-rogantlo boro zaunk ail’lo puskôll lôk zomlo; ani mhelle atme tras ditale toslim mon’xam borim zatalim. 
LUK.6.19	Tachê koddsun êk gunn bhair sorun tankam borim kortalo dekhun, sogllo lôk Taka hat lavunk sôdtalo.
LUK.6.20	Dolle ubarun ani Apleam xisank polleun Jezun sanglem:
LUK.6.20	.3“Gorib tim tumi subhagi,
LUK.6.20	kiteak Devachem Raj tumchem.
LUK.6.21	Atam bhukeleant tim tumi subhagi,
LUK.6.21	kiteak tumkam Dev dhadoxi kortolo.
LUK.6.21	Atam rudon kortat tim tumi subhagi,
LUK.6.21	kiteak tumi hansunk pavtelet.
LUK.6.22	Mon’xachea Putak lagun tumcho dvês kortit ani tumkam sobhentlim bhairaitit tedna, tumkam opman’tit ani vaitt mhonnun tumchea nanvacher xirap ghaltit tedna, tumi subhagi. 
LUK.6.23	Tea disa tumi khuxal zaun uddiô marat, kiteak motti vhoddli mozuri tumkam sorgar mellteli. Tôr tancheam purvo-zamnim provadeank toxench kelem.
LUK.6.24	Punn tumi girest mon’xamnô,
LUK.6.24	tumchem kotta,
LUK.6.24	kiteak tumchem sukh tumkam atanch mell’lem!
LUK.6.25	Atam dhadoxi asat tim tumi,
LUK.6.25	tumchem kotta,
LUK.6.25	kiteak tumi upaxi astelet!
LUK.6.25	Atam hanstat tim tumi, tumchem kotta,
LUK.6.25	kiteak tumi roddtelet ani rudon kortelet!
LUK.6.26	Sogllo lôk tumchem borem uloita tedna kottakotta tumchem, kiteak tanche purvoz fotting provadeank toxench kortale!
LUK.6.27	Punn tumkam, Mhaka kan diteleank, sangtam: tumcheam dusmanancho môg korat, tumkam zolltat tankam borem korat, 
LUK.6.28	tumcher xirap ghaltat tankam axirvad diat, tumkam vaitt kortat tanchê pasot magat. 
LUK.6.29	Konn tuka eka polear marit zalear, dusro-i polo taka dakhoi; tujem angavlem kaddun gheit taka tuzo jubo-i vhorunk addainaka. 
LUK.6.30	Tujê lagim magit taka di, ani tuji vôst kaddun vhelea tachê koddchi ti portun maginaka. 
LUK.6.31	Heramnim tumchê sorim kel’lem tumkam zai, toxench tumi-i tanchê sorim korat.
LUK.6.32	Tumcho môg korteleanchoch tumi môg korxeat zalear, tantum tumchem punnem koslem? Tôr patki porian apnnancho môg korteleancho môg kortat. 
LUK.6.33	Ani tumkam borem korteleank tumi borem korxeat zalear, tantum tumchem punnem koslem? Patki porian toxench kortat. 
LUK.6.34	Zanchê lagchem porot ghetelet mhonn tumi ravtat, tankam tumi kitem-i uxnnem dixeat zalear, tantum tumchem punnem koslem? Dilam titlem-i porot gheunchea monan patki-i patkeank uxnnem ditat.
LUK.6.35	Punn tumi tumcheam dusma-nancho môg korat, tankam borem korat, ani porot gheunchi axa dhorinastana herank uxnnem diat. Tedna tumkam vhoddli mozuri mellteli ani Bhov Vortea Devachim bhurgim tumi zatelet; tôr onupkari ani khotteam mon’xam sorim To konnvallo. 
LUK.6.36	Zoso tumcho Bap doiall, toxinch tumi-i doiall zaiat.
LUK.6.37	Konnachich nit korinakat ani tumchi-i Dev nit korcho na. Konnakuch guneanvkar korinakat ani tumkam-i Dev guneanvkar korcho na. Dusreank bhôgsat ani tumkam-i Dev bhôgxitolo. 
LUK.6.38	Diat ani tumkam-i Dev ditolo; borem-chikar map, damun-chepun, haloun ani oto-sôr suien bhôrlelem, Dev tumchê unttient ghaltolo; kiteak jea mapan tumi dusreank ditat, teach mapan Dev tumkam-i ditolo.”
LUK.6.39	Jezun hi-i vopar tankam sangli : “Eka kurdd’deachean dusrea kurdd’deak vatt dakhounk zata? Dog-ui fonddant poddche nant? 
LUK.6.40	Xis aplea guru poros vorto nhoi; xikun purnn zal’lo xis, to ki aplea guru sarko utortolo.
LUK.6.41	Tujea peleachea dolleant asa tem kisor tum kiteak polletai, ani tujeach dolleant asa ti patti tuka dixtti poddona? 
LUK.6.42	Tujea dolleantli patti tuka disonam, tori tujea peleak mhonntai : ‘Ixtta mhojea, rav; tujea dolleantlem kisor mhaka kaddum-di.’ — oxem tujea peleak mhonnunk koxem tankot tuka? Arê ddhongia, tujea dolleantli patti poili kadd ani magir tujea peleachea dolleantlem kisor kaddunk tuka nivoll dixtti poddtelem.
LUK.6.43	Borem zhadd vaitt foll diit-xem na; nhoi mhonn vaitt zhadd borem foll diit-xem na. 
LUK.6.44	Tachea folla pormannem dor-ek zhadd ollkhunk mellta. Kantteanchim konnem anjiram kaddleant mhonn na, nhoi mhonn sorantteancheô konnench dakô kaddunk nant. 
LUK.6.45	Boro monis aplea kallzachea borea bhanddarantlem borem kaddun dakhoita; vaitt monis aplea vaitt bhanddarantlem vaitt kaddun dakhoita. Tôr kallzantlem bhoron òt’ta tench tonddantleam utramnim vhanvta.
LUK.6.46	Mhaka tumi ‘Somia! Somia!’ mhonntat ani Hanv sangtam tem korinant kiteak? 
LUK.6.47	Jim konn Mhojê-xim ietat, Mhojem utor aikotat ani tea pormannem choltat, tim sogllim konna sarkim tem sangtam: 
LUK.6.48	Ghor bandtelea eka mon’xa sarkim tim; tannem khôl khonnun khoddpacher buniad marli. Anvr ailem tedna, tea ghoracher udkacho lôtt boslo, punn tem halounk zaunk na; kiteak tem ghott bandlelem. 
LUK.6.49	Ani jim konn aikotat, punn kãich korinant, tim buniad marinastana aplem ghor dhortorê borabôr bandtelea mon’xa sarkim; anvr ieun tacher udkacho lôtt bosonam fuddem tem rokddench mòddlem ani tachem sarkem ghorttann zalem!”
LUK.7.1	Hi soglli Apli xikovnn aikotelea lokak dilea uprant, Jezu Kapernauma gelo. 
LUK.7.2	Konn-eklea xotpoticho chakôr, tachê kherit opurbaiecho, piddent poddun mornnachê tonnir pavlolo. 
LUK.7.3	Jezuchi khobor aikotôch, tannem Judevancheam vhoddilank Tachê-xim dhaddle ani ieun aplea chakrak vattai mhonn maglem. 
LUK.7.4	Ani Jezu-xim ieun, te Tachê lagim prarthun oxem magtale: “Tunvem tachê khatir hem korunk favo; 
LUK.7.5	tôr to amchea lokacho môg korta ani tannench amkam devsthan bandun dilam.” 
LUK.7.6	Ani Jezu tanchê borabôr vochunk laglo. Ani To tachea ghora-xim pavunk zobôr pois naslo tedna, xotpotin apleam ixttank Jezuk oxem sangunk Tachê-xim dhaddle: “Saiba, tras ghenaka; tunvem mhojea ghora ieunk mhaka favona; 
LUK.7.7	teach pasot hanv-ui khaxa Tujê-xim ieunk purto nhoi mhonn mhaka dislem. Ek utor mat sang ani mhozo chakôr boro zaum. 
LUK.7.8	Tôr hanv-ui dusreachea hata khal aslolo monis ani mhojê khal soinik asat; ani tantlea ekak hanv ‘voch’ mhonnon zalear, to veta; ani dusreak ‘ie’ mhonnon zalear, to ieta; ani mhojea chakrak ‘omkem kôr’ mhonnon zalear to korta.” 
LUK.7.9	Hem aikun Jezuk tachem ojap dislem ani porton Apnna pattlean ieto lokak Tannem mhonn’lem: “Hanv tumkam sangtam: hedo vhoddlo bhavart Hanvem Israelant porian polleunk na.” 
LUK.7.10	Ani dhaddlele monis ghora porot ie zalear, to chakôr boro zal’lo tankam mell’lo.
LUK.7.11	Tachê magir oxem zalem: Jezu Nain mhonnlelea eka nogrant gelo ani Tachê borabôr Tache xis ani khup lôk vetalo. 
LUK.7.12	Nograchea darvonttea lagim pavtana, ovchit eka mel’leak purunk vhortalim; to aplê avoicho ekloch put aslo ani ti êk vidva; tichê sangatim nograntlo zaito lôk aslo. 
LUK.7.13	Tika polletôch, tiche churchure korun Jezun tika mhonn’lem: “Roddonaka.” 
LUK.7.14	Ani fuddem vochun Tannem tirddek hat lailo. Tirddi vhorpi thamble, ani Tannem mhonn’lem: “Tornnattea, Hanv tuka sangtam, utth!” 
