MAT.1.1	I oyo ay listahan ni kaapoapohan ni Hisu Kristo a ginumapo de Debid ta ginumapo eya de Abraham. 
MRK.15.6	Nano ay be kaadowen ni Paskuwa ay te ugeli un gubernador a gepabulwag ni isin a nabbilanggo a nappaayun de buot ni kaagtaan ide. 
MRK.15.7	Nun nanon pan ay te isin a nabbilanggo a migbuno a te ngalan a Barabás a kakoloy ni manga linumaben ide de sundelo ide ni gubernador. 
MRK.15.8	Kanya nagilinane i kaagtaan de Pilato ta inaged de diya a magpabulwag di ni isin a nabbilanggo a nappaayun de ugeli na. 
MRK.15.9	Dingan tinanto na ide, “Buot yu man a pabulwagen ko dikamo i Hari ni Hudyo ide?” 
MRK.15.10	Ta katinggesan pan ni Pilato a nagkasinna la i ponu ide ni maghahandug ide dehil de pagbuot ni kaagtaan de Hisus kanya inikag de i Hisus diya. 
MRK.15.11	Misan ay i kaagtaan ay pinagsabian ni ponu ide ni maghahandug ide a i sabiin de ay i Barabás di i pabulwagen na. 
MRK.15.12	Kanya tinanto ide ni Pilato, “Be maginon ay ano man i yeyedi ko de agta a oyo a pengalanan yu a Hari ni Hudyo ide?” 
MRK.15.13	Misan ay nagiinolang i kaagtaan a magioyo, “Pakuin eya de padipa.” 
MRK.15.14	Ta tinanto na ide, “Bekot ta ano man i yinadi na a kasalanan?” Misan ay namas pa a nagiinolang ide, “Pakuin eya de padipa.” 
MRK.15.15	Nano dehil de buot ni Pilato a an magulo i kaagtaan ay pinabulway na i Barabás ta i Hisus pan ay pinalapdit na dingan binoy na dide tangani pakuin de de padipa.
MRK.15.16	Ta i Hisus ay inikag nun sundelo ide de bekoran ni beloy ni gubernador a te ngalan a Pretoryo ta dingan tinipun de i mangáyun de a pesan a sundelo duman. 
MRK.15.17	Dingan kinulapyawen de i Hisus ni mulumaderag a magi kulapyaw ni hari a panlibek. Pati nagyedi ide ni suklong a tinik a sinuklong de diya. 
MRK.15.18	Ta binate de eya a panlibek a magioyo, “Maedup ka, Hari ni Hudyo ide.” 
MRK.15.19	Ta eya ay binugebugen de dingan inamit de i tangbu a linapdit de de ulo na dingan linumuhud ide diya a pelibek de la. 
MRK.15.20	Nun pagkatapos ni paglibek de diya ay inubedan de ni kulapyaw a mulumaderag ta binaduan de ni sadile na a bedu ta binulwag de tangani pakuin de de padipa.
MRK.15.21	De pagtotul de ay natagbu de i isin a lalaki a napasila duman a inumapo de buluberiyu ta i ngalan na ay i Simon a tage Sirene a ama nide Alehandro pati Ropu. Ta pinelit de a pinapassan diya un padipa ni Hisus. 
MRK.15.22	Nano ay inikag de i Hisus de isin a lugel a te ngalan a Golgota a i kabuluhan na ay “Kaksan ni Ulo”. 
MRK.15.23	Ta dingan biniyen de i Hisus ni tayug a te kadugeng a bulong ni maapdis na de padipa misan ay an na ininom. 
MRK.15.24	Kanya pinaku de eya de padipa dingan nagsugel i sundelo ide a binulubinsa de belang isin dide un demit na. 
MRK.15.25	Nano ay nun pakuin de i Hisus ay manga siyam di ni abiabi. 
MRK.15.26	Ta nassolat de diditas ni ulo ni Hisus i pagsumbong diya a magioyo, “Hari ni Hudyo ide.” 
MRK.15.27	Ay pinakuan de pala i aduwa a tulisan a kasabe na de padipa, isin de awenan na, isin pala de awile na. 
MRK.15.28	De maginon ay matud a talage i sinabi ni kasulatan a eya ay pinakidugeng de matud ide a te kasalanan. 
MRK.15.29	Ta i belang gesila ay gelibek diya a gepinagworog i ulo de ta sinabi de, “Aman la ikaw i nansesede ni beloy a pighandogen de Makedepat ta yeyedi mo a liwet de tiluwon la a adow? 
MRK.15.30	Kanya nano ay ligtasin mo i sadile mo ta lumusong ka di de padipa mo na.” 
MRK.15.31	Maginon pala ay linibek eya ni manga ponu ide ni maghahandug ide pati magtutodu ide ni Hudyo ta sinabi de de sulusadile de, “Te kaya eya a nanligtas ni kakmukan ay am pan te kaya a nanleligtas ni sadile na. 
MRK.15.32	Aman la eya i Kristo a Pinangako nun Makedepat a Hari ni Hudyo ide? Talage a be nolusung eya de padipa na de pekita mi ay nonulusun kami diya.” Ta linibek pala eya ni kasabe na ide a pinaku de padipa.
MRK.15.33	Nano ay dinumumos de pesan a putok nun manga udto di hanggen de apun a kadepit. 
MRK.15.34	Dingan nun apun a kadepit ay inumolang i Hisus ni malagdu a magioyo, “Eli, Eli, lama sabaktani,” a i buot na a sasabi ay, “Makedepat ko, Makedepat ko, ano ta pinabiyaan ok yu?” 
MRK.15.35	Ta nun inikna pan non ni tipide a kauluuddi duman ay sinabi de, “Patalikngan yu ta peolangan na i Elias.” 
MRK.15.36	Ta te ginumikan a isin dide ta nangamit ni lumut a binasá na ni tayug a maapsut a ginipot na de tangbu dingan pinasopsop na de Hisus. Ta sinabi na, “Ilatin tam ngona ti nádetong i Elias tangani eya ay lusongin na de padipa.” 
MRK.15.37	Dingan inumolang i Hisus ni malagdu ta napugtusan di. 
MRK.15.38	Ta dingan nagisi un age a mokpal a sagbong a nasampay de beloy a pighandogen de Makedepat gepo de ditas hanggen de sidong. 
MRK.15.39	Kanya i geuddi de alane ni padipa a kapitan ni sundelo ide, nun kinta na i pagkalibun ni Hisus ay sinabi na, “Talage ngani a i agta a oyo ay Anak nun Makedepat.”
MRK.15.40	Te duman pala a mahunain a napasayed gepo de alayu. I tipide dide ay i Maria Magdalena, Salome, pati Maria a ina nide Hose pati Santiago a an matande. 
MRK.15.41	Ta i mahunain a oyo ay sinumut di ide de Hisus a tinumabeng pala diya nun duman pa i Hisus de Galilea. Te duman pala i kakmukan pa a makmuk a mahunain a kakoloy ni Hisus nun ide ay gesakat de Herusalem.
MRK.15.42	Nano inon a adow ay adow a paghande ta de kinábiabian di ay adow ni paimloy kanya nun mulumadumos di 
MRK.15.43	ay dinumatong i Hose a tage Arimatea de Pilato ta inaged na a te matibong a innawa i bengkay ni Hisus. I Hose a pinakamatande ni Hudyo ay pegelang ni mangáyun na a pinakamatande. Ta geilat pala eya ni panahon a te kapangyedihan i Makedepat de innawa ni agta ide. 
MRK.15.44	Misan pan ay nagtaka i Pilato nun inikna na a nalibun di i Hisus kanya pinaolangan na i kapitan ni sundelo ide ta tinanto na ti matud ngani a nalibun di eya. 
MRK.15.45	Nun matinggesan na de sinabi ni kapitan a nalibun dingani i Hisus ay pinabiyaan na a aamit ni Hose i bengkay na. 
MRK.15.46	Dingan nanggetang i Hose ni age a matebe ta nun malusong na i bengkay ni Hisus nunde padipa ay tiningos na de age a inon dingan pinuoy na de gob a táporan a yinadi de denpa. Ta pagkatapos ay pinabulidbulid na un beto a hanga a inabet na de gob. 
MRK.15.47	Misan ay kinta ni Maria Magdalena pati Maria a ina ni Hose un gob a pinamuoyen de Hisus.
MRK.16.1	Nano ay pagkatakig di ni adow ni paimloy ay ide Maria Magdalena, Salome, pati Maria a ina ni Santiago ay nanggetang ide ni mabengo a popunas de tebe de bengkay ni Hisus. 
MRK.16.2	Ta nun Simbe a abiabi a masakut a getanga di i adow ay dinumuman ide de táporan. 
MRK.16.3	Ta nun ide ay getotul pan de bektas ay sinabi de, “Ino man i pepapagbulidbulid tam nun beto a abet nun táporan?” 
MRK.16.4	Misan ay pagkasayed de di nun táporan ay un beto a hanga a abet na ay nabulidbulid di. 
MRK.16.5	Ta pagsilong de nunde gob ay kinta de duman i isin a lalaki a an matande a gelipa de awenan a kadepit a nappabedu ni malapsay a anduwon ta nagkatakut i mahunain ide. 
MRK.16.6	Misan ay sinabi ni lalaki dide, “Wet kamo matakut ta katinggesan ko a pelawag yu i Hisus a tage Nasarit a pinaku de padipa. Misan an di eya kadio ta pinakaedup di a liwet ta wina i pinamuoyen dila diya. 
MRK.16.7	Kanya tumotul kamo a sabiin yu de mag-aadel na ide a namas de Pedro a ‘I Hisus ay naona di dikamo de Galilea ta kekita yu eya duman a magi sinabi na dikamo.’” 
MRK.16.8	Kanya binumulwag ngani i mahunain ide de táporan a gegikan ta nagkelito i esip de a gepinagkinkin pati an ide nakapagsabi ni ano man misan dino de sinlan de ta nagkatakut ide.
MRK.16.9	Nano ay nun pinakaedup di a liwet i Hisus a abiabi a maderam ni simbe ay nagpakita eya a tagibu de Maria Magdalena a pinalayuan na ni pito a libong de lawes na. 
MRK.16.10	Ta eya ay kinumang de mag-aadel ide ni Hisus a bebereta na i kinta na ta nun nanon ay nagkolungkut ide a masakut a gepinagtangos. 
MRK.16.11	Misan ay nun binareta dide ni Maria a pinakaedup di i Hisus ta kinta na ay an ide nanulusun.
MRK.16.12	Ta pagkatapos ninon ay nagpakita pala i Hisus de aduwa a mag-aadel na de pagtotul de a paagow de buluberiyu. 
MRK.16.13	Ta ide ay inumampulang de mangáyun de ta binareta de i kinta de misan ay am pala ide nanulusun.
MRK.16.14	Ta dingan eya ay nagpakita de sangpuwu pati isin nun ide ay gepinagpangan. Ta sinosol na ide dehil de an ide gepanulusun diya pati dehil de maksa a innawa de ta an ide nagpanulusun de nakákita ide diya a pagkaedup na a liwet.
MRK.16.15	Dingan sinabi na dide, “Kumang kamo de pesan a lugel a magsabi ni piyon a bereta de pesan a kaagtaan. 
MRK.16.16	Ta i misan ino a nonulusun pati lelinod ay nalligtas misan ay i an gepanulusun ay podusahan ngani. 
MRK.16.17	Ta i misan ino a gepanulusun deko ay te kakoloy a tande dehil de makapangyedihan a ngalan ko. Ta ide ay nakapepalayu ni libong ide pati ide ay gesurut ni surut a an de katinggesan. 
MRK.16.18	Pati misan ide ay makabbol ni bebek o makainom ni lasun ay an ide te kahedepan. Pati nepiyon i te manga orom ide be tatapá de ni kumot de.”
MRK.16.19	Nano ay pagkatapos a nagsabi dide i Panginoon a Hisus ay pinaditas eya de langot ta duman linumipa de awenan ni Makedepat. 
MRK.16.20	Ta i mag-aadel na ide ay kinumang a nagsabi ni piyon a bereta de pesan a lugel. Ta ide ay tinabengan pan ni Panginoon ta pinamatoden na i surut a pesabi de de padean ni manga tande a gepakataka a pinayedi na dide. Iwina i matud.
LUK.1.1	Ako a Lukas ay gesolat dikamo, Tiopilo, a pegelang ko ta makmuk di i nagsolat ni sinumapit dio de gitna mi a tungkul de Kristo. 
LUK.1.2	Ta i sinolat de ay i sinabi dikami ni manga tagibu ide a gepamatud, a te manga tungkolin a getodu ni surut nun Makedepat. 
LUK.1.3	Kanya nano, Tiopilo, ay binuot ko pala a gesolat a tuloy dikamo ni oyo pagkatapos ko a nag-adel ni pesan a oyo hanggen nunde gepo. 
LUK.1.4	Ta gesolat ok ni oyo tangani matinggesan yu i kamatoden a petodu dikamo.
LUK.1.5	Nun hari pa de sákup ni Hudia i Herod ay te duman pan nun panahon a inon a maghahandug de Makedepat a te ngalan a Sakarias. I Sakarias ay isin de mangápo ni Abias a maghahandug a den ni Makedepat. I bebi na pan a Elisabet ay apo pan ni Aron a maghahandug a tagibu. 
LUK.1.6	Ide ay piyon a masakut de pekita ni Panginon a Makedepat ta nagtalinga ide a matud de pesan a pagdodul na. 
LUK.1.7	Misan ay an ide te anak ta i Elisabet ay an gekaanak pati matande di ide a padepade.
LUK.1.8	Nano ay nun panahon di a getabeng i Sakarias a maghahandug pati mangáyun na a maghahandug pala de beloy a pighandogen de Makedepat 
LUK.1.9	ay napeta i Sakarias a nappaayun de ugeli ni maghahandug ide a nesilong a gehandug ni pesunug a mabengo para de Panginoon de beloy na. 
LUK.1.10	Nun odes a pesunug di un mabengo ay duman pan un kaagtaan ide a geilat de katobengan a gepanalangin. 
LUK.1.11	Ay dingan loktat a te inumuddi a anghel ni Panginoon de awenan ni pighandogen a pesunugen na ni mabengo. 
LUK.1.12	Nano ay nun kitain eya ni Sakarias ay nagulo i esip na ta nagkaduman eya ni takut. 
LUK.1.13	Misan ay sinabi nun anghel diya, “Sakarias, wet ka matakut ta inikna ni Makedepat i pagpanalangin yu kanya nánganak i Elisabet a bebi mo ni isin a lalaki ta ngangalanan mo eya a Huwen.
LUK.1.14	Ta gekaduman kamo ni kasalegen a masakut ta i kamakmokan pala i násalig dehil de panganak de Huwen. 
LUK.1.15	Ta eya ay nappa ni te kapangyedihan de pekita ni Panginoon a Makedepat pati an eya neinom ni misan ano a tayug o alak a gepakabugnang. Ta gepo pa nun eya ay de tiyen pa nun ina na ay pino di eya ni Ispiritu nun Makedepat. 
LUK.1.16	Ta be humanga di i Huwen ay paampulang na i makmuk a Hudyo ide de Panginoon de a Makedepat. 
LUK.1.17	Ta i Huwen ay naona a mag-aatid ni Panginoon a te kapangyedihan ni Ispiritu nun Makedepat a magi Elias a magsasabi a den. Ta pepapagkasungdu na i ama pati anak ta pepakapiya na i esip ni an getalinga tangani nappa ni naketingges ide a geabut de Makedepat. Ta de maginon ay hahande na i kaagtaan a nappa ni mangának ni Panginoon de innawa de.”
LUK.1.18	Dingan tinanto ni Sakarias de anghel, “Papalano man a ketinggesan ko a inon ay matud? Ta ikami pan a magkálaki ay matandein di.” 
LUK.1.19	Nano ay tinumubeg un anghel, “Ako ay i Gabriel a getabeng de Makedepat de kasagkaden na. Ay dinodul ok na dio a gesabi dikaw ni oyo a piyon a bereta a tungkul de Huwen a panganak ni bebi mo. 
LUK.1.20	Ta talage a i sinabi ko a oyo ay nangyeyedi de nádetong a panahon misan ay dehil de ang ka nanuluson de sinabi ko ay nobunol ka hanggen an gepangyedi i sinabi ko dikaw.” Inon i sinabi nun anghel.
LUK.1.21	Nano ay i manga agta pan ide de katobengan a geilat de Sakarias ay geuluesip ti ano ta náloy eya de disalad ni beloy a pighandogen de Makedepat. 
LUK.1.22	Nun pagbulwag na ay an dingani gepakasurut ta hinalimbewa na dide a bunol di kanya kinatinggesan de a pinagpakitáan eya ni anghel de disalad nun beloy a pighandogen. 
LUK.1.23	Nano ay pagkatapos ni Sakarias a yinadi i nappaayun de tungkolin na de beloy a pighandogen ay inumuli di eya.
LUK.1.24	Talage a an náloy ay naglihe ngani i Elisabet a bebi ni Sakarias dingan an eya binumulwag de beloy de ni lima a bulan. Ta dinainnawa na a, 
LUK.1.25	“Talage a pekalbian ok di ni Panginoon a Makedepat ta nano ay gelihe ok di kanya anok di nagkammamos de pekita ni manga agta.” Inon i naddeinnawa na.
LUK.1.26	Nun kaanim di a bulan un kabsuan ni Elisabet ay pinakang pan di ni Makedepat i anghel a Gabriel de isin a benwaan a Nasarit a sákup ni Galilea. 
LUK.1.27	Ta duman i isin a maddikit a am pa nagkallanean ni lalaki. Misan ay kasungdu na di i isin a lalaki a te ngalan a Hose ta i kaapoapohan ni Hose ay i Debid a hari a den. I ngalan pan ni maddikit ay i Maria. 
LUK.1.28	Nano ay pagdetong nun anghel de Maria ay sinabi na, “Masalig ka ta gepakikaisin dikaw i Panginoon ta gekaduman ka ni kosa a tabeng na.” 
LUK.1.29	Dingan pagkaikna ni Maria de inon ay nagulo a masakut i esip na ta inuluesip na ti ano i kabuluhan ninon a sinabi. 
LUK.1.30	Kanya sinabi pa diya nun anghel, “Wet ka matakut, Maria, ta napadikaw dingani i kosa a tabeng ni Panginoon. 
LUK.1.31	Magpatalikngoy ka ta gelihe ka a nánganak ni isin a lalaki ta eya ay ngangalanan mo a Hisus.
LUK.1.32	Ta eya ay nappa ni naketingges a te kapangyedihan de pesan pati pan oolangan eya a Anak nun Makedepat a Kaditasan de pesan. Ta boboy pala diya ni Panginoon a Makedepat i kapangyedihan ni kaapoapohan na a Debid. 
LUK.1.33	Talage ngani a i Hudyo ide ay sasakopan na a an te kalog.”
LUK.1.34	Nano ay tinanto pan ni Maria de anghel, “Papalano man non a nangyeyedi ta anok pam pa nagkallanean ni lalaki?” 
LUK.1.35	Dingan tinubeg eya nun anghel a magioyo,
LUK.1.35	“Nolusong dikaw i Ispiritu nun Makedepat a netipong dikaw i kapangyedihan ni Makedepat a Kaditasan kanya i panganak mo a an te mammalotin ay ngangalanan a Anak nun Makedepat.
LUK.1.36	“Pati patalikngan mo ta i mangáyun mo a Elisabet ay gelihe pala ni isin a lalaki ta misan katinggesan di ni agta a an di nappatud a gekaanak ay nánganak ta i kabsuan na nano ay te duman di a anim a bulan. 
LUK.1.37	Ta talage a i pesan a pangako ni Makedepat ay matud ngani a nangyeyedi.” 
LUK.1.38	Nano ay tinumubeg i Maria, “Ako ay talage a pigdodulin ni Panginoon a Makedepat ta mangyedi tebe deko i sinabi yu nano.” Dingan winalat eya nun anghel.
LUK.1.39	Nano ay an náloy ay ginumayak i Maria a kinumang a tambing de isin a benwaan de pulupagotan a sákup ni Hudia. 
LUK.1.40	Pagdetong na ay sinumilong eya de beloy ni Sakarias ta binate na i Elisabet a bebi na. 
LUK.1.41	Nano ay pagkaikna pan ni Elisabet de pagbete ni Maria diya ay inumiwes i kilasaan de tiyen na ta pino eya ni Ispiritu nun Makedepat. 
LUK.1.42	Dingan nagsurut ni malagdu i Elisabet ni geapo de Ispiritu ta sinabi na a, “Namas ka pa a pekalbian de pesan a mahunain pati kilasaan na de tiyen mo. 
LUK.1.43	Talage a piyon a masakut i innawa deko ni Makedepat ta pinakang na deko i ina ni Panginoon ko. 
LUK.1.44	Talage a pagelawagin mo ta nun inikna ko i pagbete mo deko ay inumiwes i kilasaan de tiyen ko i dehil de salig na. 
LUK.1.45	Ta pekalbian ka pala ni Panginoon a Makedepat dehil de nanulusun ka de pinasabi na dikaw nunde anghel.” Inon i sinabi ni Elisabet.
LUK.1.46	Dingan sinabi ni Maria,
LUK.1.46	“Talage a gepodi ngani i innawa ko de Panginoon 
LUK.1.47	ta nagkasalig i kaleduwa ko dehil de Makedepat a magliligtas ko. 
LUK.1.48	Ta misan anok te kabuluhan de pekita ni agta ide ay pineta ok na a pigdodulin na. Ta gepo nano ay oolangan ok ni pesan a nagkaduman ni kalbi nun Makedepat. 
LUK.1.49	Ta i Makedepat a Makapangyedihan ay yinadi ok na a kapiyonan a masakut ta eya a Makedepat ay an te mammalotin. 
LUK.1.50	Talage ngani a pekalbian na kapide man i manga agta a gegelang diya. 
LUK.1.51	Pepakita na i pagyedi na a te kapangyedihan pati pekálat na i geesip ide ni pagmayabeng. 
LUK.1.52	Pebut na pala i kapangyedihan ni manga hari ide ta peditas na pan i te manga masidong ide a innawa. 
LUK.1.53	Pati i pebiyen na ni kapiyonan ay i te buot a geabut diya ta pepatotul na pan i an te buot a geabut a an te misan ano a adde. 
LUK.1.54	Getabeng i Makedepat dikitam a manga Hudyo a pigdodulin na ide a nappaayun de pinangako na a kalbi de kaapoapohan tam ide. 
LUK.1.55	Ta an na ngani kinalipátan i pinangako na de Abraham pati dikitam a mangápo na, magpakapide pa man.”
LUK.1.55	Inon i hinola ni Maria. 
LUK.1.56	Nano ay nakitaan i Maria de beloy ni Elisabet ni tiluwon a bulan dingan eya ay inumuli dingani.
LUK.1.57	Nano ay dinumatong di i panahon a panganak di ni Elisabet kanya eya ay nanganak ni isin a lalaki. 
LUK.1.58	Nun matinggesan pan ni mangáyun na ide pati kabeloy na ide a eya ay kinalbian di ni Panginoon a Makedepat ay nakisalig pala ide diya. 
LUK.1.59	Pagdetong ni kawalo a adow ay nagidinatong i kaagtaan tangani pepelatan de un anak a nappaayun de pagdodul a den nun Makedepat pati i ngangalan de tebe de kilasaan ay Sakarias pala a magi ngalan ni ama na. 
LUK.1.60	Misan ay sinabi ni ina ni kilasaan a, “Wet inon ta Huwen i depat a ngalan na.” 
LUK.1.61	Dingan i kaagtaan ay nagtaka ta sinabi de, “Am pa te duman a ngalan a Huwen de mangáyun yu ide.” 
LUK.1.62	Nano ay hinalimbewaan de i ama ni kilasaan a ti ano i buot na a ngangalan de anak na a lalaki. 
LUK.1.63	Ay inaged na i pesolatan na ta sinolat na i magioyo, “I ngangalan diya ay Huwen.” Nano ay nagtaka i kaagtaan a pesan duman ta inesip de a ti ano ta nagkaeisin di ni esip i magkálaki. 
LUK.1.64	Dingan tambing pan a nakasurut di i Sakarias a nagpodi a tuloy de Makedepat. 
LUK.1.65	Kanya nagkaduman ni takut a hanga i manga kaagtaan duman ta kinumálat inon a sinumapit de pulupagotan ni Hudia. 
LUK.1.66	Talage a i pesan a nakaikna tungkul de anak a oyo ay nag-uluesip ide a masakut ta sinabi de, “Nappa ni anoman i anak a oyo?” Ta kinatinggesan de a nagkaduman eya ni kapangyedihan a geapo de Panginoon a Makedepat.
LUK.1.67	Nano ay napino a masakut i Sakarias ni Ispiritu nun Makedepat kanya eya ay naghola a magioyo,
LUK.1.68	“Magpodi kitam di de Panginoon a Makedepat a pepodian tam a manga Hudyo a tage bensa a Israel ta eya ay nádetong tangani tobusin na ikitam a mangának na. 
LUK.1.69	Ta boboy na dikitam i isin a Makapangyedihan a Magliligtas a i apo ni Hari a Debid a katabeng nun Makedepat. 
LUK.1.70	Ta nun nowon ay pinangako ni Makedepat dikitam de padean ni magsasabi na ide a den 
