MAT.1.1	Ŋuur-aŋ siŋ ku tamba ta Iisa Masi, roŋ ka Dawuud kaak roŋ ka Ibraayim. 
JHN.2.6	Kar ɗo wer-ak gay gin guwin bijigiƴ ku dambiydi. Guwin-ak, *Yuudinna aciy ziŋkico ɗo aadinco a ŋuu goye *cawar ɗo uŋji ka Buŋdi. (Ay guw di ica jeliŋgin pooɗ wal beeƴ.) 
JHN.2.7	Iisa ɗiyiico ɗo gay riyor-ak aman : « Miinoŋ guwin-aŋ iŋ amay ! » Kar ŋu miiniig pal-pal-pal. 
JHN.2.8	Min guwin-ak miine, Iisa ɗiyiico aman : « Diŋ gay itin̰oŋ
JHN.2.9	Min ŋu iyiijigu, amay-ak raɓil ko maam ku bin̰di. Ŋuur kuuk itin̰ig amay-ak iban wer kaak ŋu asiyo. Kar meeram gay ibanno. Min ŋa aawiigu, ŋa koliig gem ka obe 
JHN.2.10	ho ŋa ɗiyiiji aman : « Kun kawta, gee bera ja maam ku ƴuutu, kar ya gee aay koŋ gay, ŋu beriy kuuk ƴuutiŋkuwco sooɗa. Di kiŋ gay dummiyig kuuk ƴuutu yoo diŋka ! »
JHN.2.11	Maan kaak gaara gudurre ta Buŋdi-aka, ŋaar ko maan kaak Iisa gintu awallico ta gamnar. Ŋa ginig ɗo geeger ka Kana, kiɗ ka Galile. Ansii ko, Iisa gaartu *darjiney ɗo geemir ho maajirnay aamintu loci. 
JHN.2.12	Min ŋaar-ak, Iisa iŋ yaaco ho iŋ siŋtay kuuk goy oki ɗo wer-aka yoo maajirnay, okin̰co, ŋu uctu ho ŋu birtu ɗo geeger ka Kapernayuum. Ɗo wer-ak, ŋu goytu menaw sooɗa.
JHN.2.13	Menaw ku iidin ta Yuudinnar taat ŋu koliy *Paak gaaye. Kar Iisa uctu, ŋa ɓaawtu ɗo geeger ka Zeruzaleem. 
JHN.2.14	Min ŋa ottu, ŋa un̰jitu ɗo *ger ka Buŋdi. Ɗo ger-ak gin gee ku gidiya barkay, tamgi iŋ ammaamna. Atta-ak gin oki gee kuuk maka gurus. Ŋu ɗeerig gaminco ka taabulnal. 
JHN.2.15	Min Iisa taltu pa-ak, ŋa soktu mernan ho ŋa siytu korɗiŋgo, kar ŋa atkiig okin̰co kara, yoo tamgico iŋ barkiyco. Gee ku maka gurus-ak, ŋa akiliig taabulnico ho ŋa dawiig gurusco. 
JHN.2.16	Ŋa kaawiico ɗo taajirin ku ammaamnar-ak aman : « Imiloŋ gaminko-aŋ min anne ! Ger ka Tanni, dakoŋ ginin̰jiɗo ger ka suuginer ! » 
JHN.2.17	Ɗo wer-ak, maajirnay ku Iisa moyiit kaaw taat ŋu siirtu ɗo Kitamner aman : « Gem kol *Rabbiney, nu elgig gerin̰ dakina. Ya nu moyaw-ak, adir erwaan ar ako. »
JHN.2.18	Hiyya, agindaw ku Yuudinnar indiig Iisa aman : « Ni raka kiini gaare maan kaak ajbay, nii ibine kadar Buŋ ko tabirin̰ciŋ, ki giniig maanna-aŋka. » 
JHN.2.19	Iisa gay telkiico aman : « Ɗimoŋ ger-aŋka. Ya ku ɗimig gay, ɗo menaw subba di, nun naa peyin̰ ɗo weriy. » 
JHN.2.20	Ŋuur gay ɗiyiiji aman : « Ger-aŋ, ŋu pinig ɗo elgin orok pooɗ iŋ bijigiƴ. Kar kiŋ gay maman ɗo menaw subba di, ki kaawiy a kii pinin̰ji ! » 
JHN.2.21	Sando, wiktin taat Iisa kaawiy ɗo bi ka gerdi-ak, ŋa kaawa ɗo bi ka ziy ka meen̰ji. 
JHN.2.22	Ba aar, min Iisa nooytu min ɗo muuti, maajirnay moyiit kaawoy-ata. Paa ko, ŋu aamintu ɗo kaaw taat ŋu siirtu ɗo Kitamner ho ɗo taat Iisa kaawtu.
JHN.2.23	Ɗo wiktin taat Iisa iidiyiy iidin ta *Paak ɗo geeger ka Zeruzaleem, ŋa gin gamin ku ajbay dakina. Min gee taliig gamin ku ajbay-ak, dakina minninco piltu biŋkico a ŋu aamin iŋ ŋaara. 
JHN.2.24	Kar Iisa gay bal amniyin̰co, asaan okin̰co, ŋa ibingit ta aditco. 
JHN.2.25	Ŋa rakaaɗo a gem yaaji ose ɗo biy ka gemor, asaan ŋa ibingit okintit taat goy ɗo adiy ka gemor.
JHN.3.1	Kar gin gem rakki siŋji Nikodeem. Ŋa min gee ku ŋu koliy *Pariziyenna ho ŋa min *agindaw ku Yuudinnar. 
JHN.3.2	Ƴiriy rakki, ŋa dakiig gas Iisa iŋ aando, ŋa ɗiyiiji aman : « Gem kol Tacco, ni iban kadar Buŋ kat tabirin̰ciŋ, ki asiini ɓilde, asaan ginno gem kaak yaa gedire ginin̰ gamin kuuk ajbay ar kuuk ki gintu-aŋku ya Buŋ iŋ ŋaarro. » 
JHN.3.3	Iisa telkiiji aman : « Cokay, naan̰ kaawe seene ! Ginno gem kaak yaa gedire talin *Meennaw ta Buŋdi ya ŋu bal ween̰ wee ka marbinto. » 
JHN.3.4	Nikodeem gay indiig aman : « Maman gem kaak tatik ko, ŋuu ween̰ pey marbinto ? Ampa-ak, ŋaa un̰je pey ɗo atti ka yaaco kat taa ween̰ji wal maman ? » 
JHN.3.5	Iisa ɗiyiiji aman : « Cokay, naan̰ kaawe seene ! Ginno gem kaak yaa un̰je ɗo Meennaw ta Buŋdi ya ŋu bal ween̰ iŋ amay ho iŋ Ruwwin ta Buŋdi. 
JHN.3.6	Ŋuur kuuk ŋu weeyig ween di, ŋuur goy koogin ku geemir di. Kar ŋuur kuuk ŋu weeyig iŋ Ruwwin ta Buŋdi gay, ŋuur koogin ku Buŋdi. 
JHN.3.7	Dak ajbiyenno ɗo kaawor taat aman : ‟ Illa ku asa ja wee wee ka marbinto. ” 
JHN.3.8	Pakar ja ɗo usi. Ŋa abiriyo ho ŋa aaniyiy wer kaak ŋa rakiy di. Gee cokiya abirin̰ji kaak ŋa abiriyo, kar gay, gee ibanno wer kaak ŋa asiyo ho kaak ŋa ɓaayiyo. Hadi, gem kaak ŋu weeyig iŋ Ruwwin ta Buŋdi sa, ŋaar paa di. »
JHN.3.9	Kar Nikodeem indiig aman : « Maman maanna-aŋ yaa kuuniye ? » 
JHN.3.10	Iisa telkiiji aman : « Kiŋ siŋjiŋ ale, ki tatkaw ka *gaanuun ka gee ku Israyeel, kat ki ibingigɗo gamin-aŋku ? 
JHN.3.11	Di cokay, naan̰ kaawe seene ! Nin kaawa ɗo bi ka maan kaak ni ibingiyo ho kaak ni taltu iŋ odinni, kar kuŋ gay rakaaɗo ice kaawni. 
JHN.3.12	Ya nu kaawaako ɗo bi ka gamin kuuk goy ɗo adiy ka kiɗar din sa, ku aamanno, kar maman kuu aamine ya nu kaawaako ɗo bi ka gamin kuuk goy kuwa ka samaaner ? 
JHN.3.13	Asaan ginno waan kaak coon ka samaaner, illa nun *Roŋ gemor di paay min kuwa. 
JHN.3.14	Ku iban kadar gin ko elgin dakina, nabi Muusa siytu aal ka hadinner, ŋa caaliig kuwa ka etor ɗo wiktin taat ŋu goyiy ɗo goosiner. Uudin ta ŋa caaliig aal-aka, nun Roŋ gemor oki, ŋu asaan caalindu ka etor ansi.
JHN.3.15	Ŋu asaan caalin ka etor-ak a gem kaak aamin lotu yaa gase goye ka gaasɗo ɗo uŋji ka Buŋdi. 
JHN.3.16	Ka seener, Buŋ elig gee ku duniiner okin̰co nam ŋa tabiriig Roŋji kaak daŋgiro a ay gem kaak aamin loci idiyɗo maala, kar gay, ŋaa gase goye ka gaasɗo. 
JHN.3.17	Buŋ, ŋaar bal tabirin̰ roŋji ɗo duniiner a seriin yaa obin̰ gee, kar gay, ŋa tabirig a ŋaa jilin̰ gee okin̰co. 
JHN.3.18	Gem kaak aamin ɗo Roŋ ka Buŋdi, seriin obaagɗo. Kar ŋaar kaak bal aamine loci gay, seriin obig ko, asaan ŋa bal aamine ɗo Roŋ ka Buŋdi kaak daŋgiro. 
JHN.3.19	Talu, maman seriin yaa obe gee : portikaw as ɗo duniiner, kar geeŋ gay el gondikaw kat guna, asaan ŋu gina gamin kuuk jookumo. 
JHN.3.20	Ka seener gay, gee kuuk gina jookum-ak, ŋuur elgitɗo portikaw ho ŋu ɓaggitiɗo, asaan ŋu rakaaɗo gee yaa talin̰ gaminco kuuk jookum ŋu giniy-aku. 
JHN.3.21	Kar gee kuuk gina riy taat samaane ɗo uŋji ka Buŋdi gay, ŋuur ɓaa ɗo portikaw, asaan gee yaa tale waraŋ kadar ŋu gina gamin kuuk samaane ɗo uŋji ka Buŋdi. »
JHN.3.22	Min ŋaar-ak, Iisa iŋ maajirnay uctu, ŋu ɗeettu ɗo kiɗ ka Zuude. Ɗo wer-ak, ŋu taaytu ho Iisa *batiziyiy gee. 
JHN.3.23	Ɗo wiktin taar-at, Yaaya-Batist sa batiziya gee. Ŋaar gay goy kiɗ ka Enon, moota iŋ Saliim, asaan ɗo wer-ak gin amay dakina. Gee asiiji ho ŋa batiziyiigu. 
JHN.3.24	Kar ɗo wiktin taar-at, Yaaya, ŋu bal obin̰ misa daŋaayne.
JHN.3.25	Ƴiriy rakki, maajirnay ku Yaaya daarin̰ teestu meele iŋ *Yuudin̰ce rakki ɗo bi ka aadinco. Aadinco-at kaawa ɗo bi ka acindi kaak gem yaa gine *cawar ɗo uŋji ka Buŋdi. 
JHN.3.26	Ɗo wer-ak, maajirna-ak dakiig gas Yaaya ho ŋu ɗiyiiji aman : « Gem kol Tacco, gem kaak goy awalle iŋ kiŋke aar barre ka Zurdan, ŋaar kaak ki kaawinti biy-ak, diŋ ŋa tees kar batiziye gee ho gee okin̰co ɓaa ko loci di. » 
JHN.3.27	Yaaya gay telkiico aman : « Gem gediraaɗo gine maan kaak Buŋ balji kaawe. 
JHN.3.28	Ku dor di nu kaawko a nun Masiɗo. Kar gay, nun gem kaak Buŋ tabirtu yaaji siyin botiliy. 
JHN.3.29	Ku iban di mitik iŋ daatko, ƴiriy ta ŋuu obe, ŋaar ko mitti ho royay gay, ŋaar goy ɗo serpey, ŋa cokiyiy gaaƴay, ansi-ak galji. Di nun sa paa di. Nun ko royay ka mitkor. Diŋka-aŋ galilil nec kat ɗo werti. 
JHN.3.30	Min ƴiriyta ɓaayiy iŋ uŋti, siŋji kun̰ji yaa coone ho kunto gay yaa one. »
JHN.3.31	« Ŋaar kaak asa min kuwa ka samaaner, ŋaar pakgig gee okin̰co. Kar ŋaar kaak asa min ɗo kiɗar gay, ŋaar goy ɗo kiɗar di ho ŋa kaawa ɗo bi ka gamin kuuk ɗo adiy ka kiɗar di. Ka seener, ŋaar kaak asa min kuwa ka samaaner, [ŋaar pakgig gee okin̰co.]
JHN.3.32	Ŋa kaawa ɗo bi ka maan kaak ŋa taltu ho ŋa dortu, kar gay, ginno gem kaak icit kaawoy. 
JHN.3.33	Ŋaar kaak icit kaawoy gay gaara kadar Buŋ kaawa seene. 
JHN.3.34	Kar gay, ŋaar kaak Buŋ tabirtu gay, ŋaar kaawa kaaw taat Buŋ beriiji, asaan Buŋ berji Ruwwiney okintiti. 
JHN.3.35	Tatte Buŋ, ŋaar elgig Roŋji ho ŋa berji izinne ɗo gamin okin̰co. 
JHN.3.36	Gem kaak aamin ɗo Roŋ ka Buŋdi, ŋaar gas goye ka gaasɗo. Kar gay, ŋaar kaak pooc aamine ɗo Roŋ ka Buŋdi, ŋaar gasaagɗo goye ŋaar-aka. Kar gay, dapin̰ko ta Buŋdi yaa paaye kaaci. »
JHN.4.1+JHN.4.2+JHN.4.3	Pariziyenna dortu kadar gee kuuk aaɗaag Iisa ho kuuk Iisa *batiziyiy-ak gin dakin pakgig gee kuuk aaɗaag Yaaya. Ka seener gay, Iisa ŋaar meen̰jiɗo kat batiziya gee, illa maajirnay di. Min Iisa doriit kaaw-at, ŋa uctu min Zuude ho ŋa ictu botol ta Galile. 
JHN.4.4	Ɗo ɓaan̰ji, ŋa aaɗ min kiɗ ka Samari. 
JHN.4.5	Hiyya, ŋa ottu ɗo geeger ka Samari kaak ŋu koliy Sikaar. Geeger-ak moota iŋ morig kaak Yakuub beriiji awalle ɗo roŋji Yuusup. 
JHN.4.6	Ɗo wer-ak ko, Yakuub ecirtu bee ka amiydi. Min Iisa iŋ maajirnay ottu ɗo wer-aka, Iisa rawe. Ampaa ko, ŋa daktu goy ɗo bi ka beendi. Pat nec ko ƴiriyo.
JHN.4.7+JHN.4.8	Wiktin taat Iisa jammiyiy-ak, maajirnay gay ɓaawco gidiye tee ɗo geegirdi. Awalle min ŋuu ɗeete, daatik rakki min kiɗ ka Samari ɓaaw amay. Ta gasiig Iisa ɗo bi ka beendi-aka. Ŋa indiit aman : « Beror ja amay, naa see. » 
JHN.4.9	Daatko-at kaawiiji aman : « Kiŋ kat *Yuudin̰ce, kar maman ki indiin a naan̰ bere amay, nun taat *Samariten̰ca ? » Sando, Yuudinna iŋ gee ku Samari gay kaawco ɓagɗo. 
JHN.4.10	Iisa telkiitit aman : « Ya ka iban maan kaak Buŋ beriyo ho ya ka ibingig ŋaar kaak kaawaake a ‟ beror amay ”, zer kaŋ kat yaan indindu ho naake bere amay kuuk bera goye kaak taɓ. » 
JHN.4.11	Daatko-at ɗiyiiji aman : « Gem kol *Rabbiney, bee-aŋ baata aale ho kiŋ bal gine maan ka itin̰indi. Kar maman kii gasin̰ amay kuuk bera goye-aka ? 
JHN.4.12	Migini
JHN.4.13	Iisa telkiitit aman : « Ya gem kaak see amay ku beendi-aŋ, ibin yaa obin̰ pey. 
JHN.4.14	Kar gem kaak yaa see amay kuuk naaji bere gay, ibin obaagɗo pey. Amay kuuk naaji bere-ak yaaji goye ar con̰cal kuuk bera goye ka gaasɗo ɗo uŋji ka Buŋdi. » 
JHN.4.15	Daatko-at telkiiji pey aman : « Gem kol Rabbiney, beror ja amiyjiŋ-aku a ibin obiinno pey ho nu asiyɗo pey deese amay min ɗo beendi. »
JHN.4.16	Iisa ɗiyiitit aman : « Ɓaa, kolig mitke, kar kuu ase. » 
JHN.4.17	Taar gay aman : « Nun bal gine mitko. » Iisa kaawiitit aman : « Way, ka kaaw seene a ka bal gine mitko-aŋka. 
JHN.4.18	Asaan awalle ka ob miday beeƴ ho kaak diŋ ku goyiy-aŋ sa, ŋa mitkenno. Ɗo taar-an ka kaaw seene. » 
JHN.4.19	Hiyya, ɗo wer-ak, ta kaawiiji aman : « Gem kol Rabbiney, nu tala kadar kiŋ nabiin̰ce. 
JHN.4.20	Aginiyni ku Samari abdiy Buŋ kuwa ka damba-anta, kar kuŋ Yuudinna ɗiya a wer ka abdiye Buŋdi, ŋaar Zeruzaleem. » 
JHN.4.21	Iisa telkiitit aman : « Gem kol yaaco, cokay : wiktin asaw taat ku abdiyiigɗo Tatte Buŋ kuwa ka damba-an di wal Zeruzaleem di. Icit kaawor-anta. 
JHN.4.22	Kuŋ gee ku Samari, ku abdiya Buŋ kaak ku ibingigɗo. Kar nin Yuudinna gay ibingig ja kat ni abdiyiiga, asaan ŋaar kaak yaa jile gee amil min ɗo Yuudinnar. 
JHN.4.23	Kar gay, wiktin asaw ho diŋ taar as ko taat gay abaadiner kuuk taɓ yaa abdiye Buŋ iŋ gelbin rakki ho iŋ botol ta seener. Asaan Tatte Buŋ, ŋaar raka a gee yaa abdiyin̰ ansi. 
JHN.4.24	Buŋ, ŋaar ruwwine ho ŋuur kuuk abdiyaaga, illa ŋuu abdiyin̰ iŋ gudurre ta Ruwwin ta Buŋdi ho iŋ seene. » 
JHN.4.25	Daatko-at telkiiji aman : « Nu iban kadar Masi yaa ase, ŋaar kaak Buŋ yaa tabire ŋa asiy jilin̰ gee. Ya ŋa ase, ŋaani gaarin̰ gamin okin̰co. » 
JHN.4.26	Iisa telkiitit aman : « Ŋa nun kaak kaawaake-aŋ ko Masi. »
JHN.4.27	Ɗo wiktin taat ŋa kaawiy pa-ak ko, maajirnay astu min bariye tee. Ŋu ajbiytu ɗo bi kaak ŋa kaawa iŋ daatko. Kar waanco ke bal gedire indin̰ aman : « Ki rakaati maa ? » wala « Maa ki kaawiy iŋ taara ? » 
JHN.4.28	Min ŋaar-ak, daatko-at rasig jeliŋgiti, ta ɗeettu ɗo geegirdi ho ta dakiig min gee aman : 
JHN.4.29	« Amiloŋ, asoŋ taloŋ ! Gem-aŋ gaarduug gamin okin̰co kuuk nu gintu ! Wal ŋaa gine Masi ga ! » 
JHN.4.30	Hiyya, ŋu amiltu, ŋu dakiig gasa.
JHN.4.31	Ɗo wiktin taat ta ɗeettu mine gee, maajirnay ɗiyiiji aman : « Gem kol Tacco, kiŋ okam ɗak maanna tara ! » 
JHN.4.32	Ŋaar gay telkiico aman : « Nun gin tee kaak kuŋ ibingigɗo. » 
JHN.4.33	Maajirnay kaawiy benannico aman : « Di gem-aŋ, waan iyji tee ga ? » 
JHN.4.34	Iisa ɗiyiico aman : « Nun, teendu, illa naa ginin taat ŋaar kaak n̰aamintu rakiyo ho naa gaasin ja tak riy taat ŋa beriidu. » 
JHN.4.35	Ŋa ɗiyiico pey aman : « Kaaw agunuw rakki kaawa aman : ‟ Ɗak ko koyin pooɗ di, kar gee yaa seɗe. ” Nun gay ɗiyaako a taloŋ ja morgin-aŋku. Koo nee ko, ta raka ko seɗe. 
JHN.4.36	Gem kaak seɗaw, ŋaar gasaag ko maan ka yaaji nece ɗo elgol ho ya ŋa n̰umig gamin-aŋku, ŋa n̰umiig ɗo goye ka gaasɗo. Ansii ko, ŋaar kaak luwaw iŋ ŋaar kaak seɗaw, ŋu aaciyiy sawa. 
JHN.4.37	An gay kaaw agunuw ta pey, taat ɗiya aman : ‟ Aŋka-aŋ luwaw ho aŋ gay seɗaw. ” Taar sa seene. 
JHN.4.38	Nu tabiriŋko seɗe ɗo morig kaak ku bal gawnin̰ji. Gee ku pey gawinga, kar kuŋ gay tiya tiŋgico. »
JHN.4.39	Ɗo kaaw ta daatkor taat aman : « Gem-aŋ gaarduug gamnar okin̰co kuuk nu gintu », gee dakina kuuk min geeger ka Samari-ak aamintu ɗo Iisa. 
JHN.4.40	Wiktin taat gee ku Samari otiiji ɗo Iisa, ŋu kaawiiji a ŋaa baan̰e ŋaa jammiye ɗo werco. Hiyya, ŋa gintu menaw seer iŋ ŋuura. 
JHN.4.41	Ɗo wiktin taat Iisa goytu iŋ ŋuura, gee ku Samari dakina pak ku awalle aamintu iŋ Iisa, asaan ŋu dorig meen̰ji kat kaawco. 
JHN.4.42	Hiyya, ŋu ɗiyiitit ɗo daatko-at aman : « Diŋ nin aamintu-aŋ ɗo kaaw taat ni dortu min ɗo meen̰ji Iisa. Ni bal aamine ɗo kaaw taŋken di ho ni iban kadar ka seener, ŋaar ko yaa jilin̰ gee. »
JHN.4.43	Min Iisa gin ko menaw seer Samari, ŋa uctu min wer-aka ho ŋa ictu botol ta Galile. 
JHN.4.44	Iisa meen̰ji ɗiy aman : « Nabiin̰ce, gee karmiygigɗo ɗo darrey ta meen̰ji. » 
JHN.4.45	Kar gay, ɗo wiktin taat Iisa ottu ɗo kiɗ ka Galile, gee ku Galile obig samaane, asaan ŋuur sa ɓaaw iidiye iidin ta *Paak Zeruzaleem ho ŋu talig gamin okin̰co kuuk Iisa gintu ɗo iidin-ata.
JHN.4.46	Hiyya, Iisa yeeptu ɗo geeger ka Kana, ɗo wer kaak ŋa newsiig amay maam ku *bin̰di. Geeger-ak sa ɗo kiɗ ka Galile. Ɗo geeger ka Kapernayuum gay gin tatkaw rakki roŋji raɗaw. 
JHN.4.47	Wiktin taat tatkaw-ak dortu a Iisa uc min Zuude, ŋa astu gasin̰ji ɗo kiɗ ka Galile. Ŋa marmiliiji ɗo Iisa a ŋa ɓaa coolin̰ roŋji kaak gaay mate. 
JHN.4.48	Kar Iisa ɗiyiiji aman : « Ya ku bal tale gamin kuuk ajbay iŋ kuuk gaara gudurre ta Buŋdi, kuŋ amniyaaɗo bat ! » 
JHN.4.49	Tatkaw-ak wakiliiji aman : « Gem kol Tacco, asor koɗok paa roŋdu yaa mate. » 
JHN.4.50	Iisa gay telkiiji aman : « Yeep ko ɗo gerin̰, roŋjiŋ, ŋaar cewey ko. » Hiyya, tatkaw-ak aamintu ɗo kaaw ta Iisa ho ŋa yeeptu ɗo geriy. 
JHN.4.51	Ɗo yeepin̰ji, ŋa n̰aamtu iŋ gay riyoy kuuk ɓaa gasin̰ji. Ŋu ɗiyiiji aman : « Roŋjiŋ, ŋaar cewey ko ! » 
JHN.4.52	Tatkaw-ak indiigu aman : « Iŋ maa patira ŋa aawiig zi cewey ? » Ŋuur gay telkiiji aman : « Duuɗi, iŋ pat rakki ta ƴiriyo kat zi ooltu. » 
JHN.4.53	Takan̰ mic-ak pakirtu kadar pat taar-at ko Iisa kaawiiji aman : « Roŋjiŋ ŋaar cewey ko. » Hiyya, tatkaw-ak aamintu ɗo Iisa iŋ gee ku geriy okin̰co. 
JHN.4.54	Ŋaar-aŋ maan kaak ajbay ka seeriŋkar kaak Iisa gintu ɗo kiɗ ka Galile. Ŋa ginig ɗo wiktin taat ŋa yeeptu min kiɗ ka Zuude.
JHN.5.1	Min ŋaar-ak, *Yuudinna iidiya iidinco ɗo geeger ka Zeruzaleem ho Iisa ɓaawtu hadire. 
JHN.5.2	Ɗo geeger-ak, gin ɗibir rakki kaak ŋu koliy ɗibir ka Tamgir. Moota iŋ ɗibir-ak, gin koriy taat ŋu kolaat Betzaata iŋ kaaw ta *Hebru ho ɗo bit ka koriyor-at, ŋu siy kellam beeƴi. 
JHN.5.3	Kellam-ak miin iŋ gee kuuk raɗaw : noolna, mersina iŋ ruŋgiina. [Gee-ak era wiktin taat amay ku koriyor yaa awke. 
JHN.5.4	Asaan werin daarin̰, *ɗubil ka Buŋdi paaygiy ɗo koriy-ata, ŋa awkigig amay-aku. Kar min gee kuuk raɗaw, kaak paay awalle di cooliyo, yoo raɗuway ta maa oki.]
JHN.5.5	Kar ɗo wer-ak, gin gem rakki kaak raɗuway gin ko elgin orok subba iŋ porpoɗ. 
JHN.5.6	Iisa taliig gem-ak daŋle ho ŋa dor kadar raɗuway taay ko, kar ŋa indiig aman : « Ki raka kii coole walla ? » 
JHN.5.7	Gem-ak telkiiji aman : « Gem kol *Rabbiney, nu bal gine gem kaak yaan paayin ɗo koriyor wiktin taat amay awkiyo. Ya nu ɓaa paayen di, waan ka pey ogirdu ko. » 
JHN.5.8	Iisa ɗiyiiji aman : « Diŋ ucu, maliyit argan̰ ho ɗeettu ! » 
JHN.5.9	Hiyya, koɗok di, gem-ak cooltu. Ŋa maliyiit argay ho ŋa ɗeettu. Sando, ƴiriy taar-at gay ta *sabitdi. 
JHN.5.10	Min agindaw ku Yuudinnar taliig gem-aka ho ŋu ɗiyiiji aman : « Hey kiŋke-aŋka ! Ƴiriyta-aŋ sabit, kar maa di ki iciit argan̰ ? Taar-an, *gaanuun toɗta. » 
JHN.5.11	Ŋaar gay telkiico aman : « Gem kaak coolintu-aŋ ko ɗiydu a naa maliyin argar ho naa ɗeete. » 
JHN.5.12	Agindaw-ak indiig pey aman : « Ŋaar waa kaawjiŋ pa ? » 
JHN.5.13	Kar gem-ak gay ibingigɗo gem kaak coolga, asaan min Iisa cooliig di, ŋa un̰jitu ɗatik ta gee kuuk dakin goy ɗo wer-aka.
JHN.5.14	Kar ba aaro, Iisa dakiig gas gem kaak ŋa cooltu-ak ɗo *ger ka Buŋdi ho ŋa ɗiyiiji aman : « Diŋ ki cool ko. Kar gay, dak ginno pey zunuubinna, yampa omaayin yaan̰ ase pey pak taat asjiŋ awalle. » 
JHN.5.15	Gem-ak dakiico os ɗo agindaw ku Yuudinnar a ŋa Iisa kat coolga. 
JHN.5.16	Min ŋaar-ak, Yuudinna teestu taaɓiyin̰ Iisa, asaan ŋa coolig gem-ak iŋ ƴiriy ta sabitdi. 
JHN.5.17	Iisa gay teesiico ose baati aman : « Tanni, ŋaar ginaat riyoy yoo ƴiriyta ho nun sa gina ar tan̰ji-at di. » 
JHN.5.18	Ɗo kaawoy taar-an ko, agindaw ku Yuudinnar bariyiy botol taat ŋuu deen̰ji, asaan ŋaar bal aalin̰ gaanuun ka sabitdi di, kar gay, ŋa ɗiy a Buŋ kat Tacco ho ansi-ak, ŋa gina zi nec iŋ Buŋ.
JHN.5.19	Iisa gay ɗiy pey aman : « Cokiyoŋ, naako kaawe seene : nun Roŋ ka Buŋdi, nu gedarro gine maan keedu. Nu tala gamin kuuk Tanni giniyo, nun sa giniy ar kun̰ji di. Gamin kuuk Tanni giniy-ak, nun Roŋji sa gina ŋuur di. 
JHN.5.20	Asaan Tanni ŋaar elgiinu ho ŋa gaaraadu ay maan kaak ŋa giniyo. Ŋaadu gaare pey gamin ku aginda pak ŋuur-aŋku nam kuu ajbiye tak-tak. 
JHN.5.21	Ka seener gay, Tanni, ŋaar nooya gee ku mate ho ŋa beriico goye. Ar taar-at ko, nun kaak Roŋji sa bera goye ɗo gee kuuk nu rakiyo. 
JHN.5.22	Pey Tanni, meen̰ji ɗukumaaɗo seriin ɗo geemir, kar gay, ŋa berdu izinne ɗo nun Roŋji, naa ɗukume seriin ɗo geemir. 
JHN.5.23	Ansii ko, gee okin̰co yaadu bere horoomine ar kaak ŋu beriiji ɗo Tanni. Gem kaak bergiiduɗo horoomine ɗo nun Roŋo, ŋaar bergiijiɗo ɗo Tanni kaak tabirintu.
JHN.5.24	« Cokiyoŋ, naako kaawe seene : ya gem kaak cokiya kaawor ho ŋa aamina ɗo kaak tabirintu, ŋaar gas ko goye ka gaasɗo. Ŋaar-ak, seriin obaagɗo. Kar gay, ŋaar aaɗ ko min ɗo muuti ho ŋa tees ko goye kaak taɓ. 
JHN.5.25	Cokiyoŋ, naako kaawe pey seene : wiktin yaa ase ho taar as ko taat gee ku mate yaa cokiyin gaaƴar, nunu kaak Roŋ ka Buŋdi, ho kuuk cokiyaata yaa gase goye ka gaasɗo. 
JHN.5.26	Asaan ar Tanni beriy goye ɗo geemir, nun kaak Roŋji sa, ŋa berdu botol a naa bere goye ɗo geemir. 
JHN.5.27	Ho ŋa berdu pey izinne a naa ɗukume seriin ɗo geemir, asaan nun *Roŋ gemor. 
JHN.5.28	Dakoŋ ajbiyenno ɗo gamin kuuk nu kaawiiko-aŋku. Wiktin yaa ase taat gee ku mat okin̰co yaa cokiyin gaaƴar 
JHN.5.29	ho ŋuu nooye. Gee kuuk gin riy taat samaane, ŋuur yaa gase goye ka gaasɗo. Kar gee kuuk gin riy taat jookum gay, seriin yaa obin̰co.
JHN.5.30	« Nun gediraaɗo gine maan keedu. Ya nu ɗukuma seriin ɗo geemir, nu ɗukumaat uudin taat Tanni ɗiyiidu. Kaaw taat nu ɗukumta-at, taar ɗo botilti, asaan nu gina riy taat Buŋ kaak tabirintu rakiy di, yampa, nu ginno ta meendu di. »
JHN.5.31	Iisa kaawtu pey aman : « Ya nun meendu di ɗiya a kaawor-an seene, maman gee yaa ibine a nu kaawa seene ? 
JHN.5.32	Kar gay, gin waan ka pey kat kaaw bir ho nu iban kadar kaaw taat ŋa kaawiy-at, taar seene. 
JHN.5.33	Kuŋ kat tabirji gee ɗo Yaaya-Batist ho ŋaar sa kaawko seene bi kanto. 
JHN.5.34	Nun gay, ŋa gemno kat yaa kaawe bir. Kar gay, ya nu kaawa pa-ak, nu raka a kuu gase jile. 
JHN.5.35	Yaaya, ŋaar goy ar lampa ɗo geemir ho ŋa ceeriico. Ɗo wiktin taar-at, portikaw-at berko galal. 
JHN.5.36	Kar gay, nun gin saadin kaak tatik pakgig Yaaya. Ka seener, riy taat Tanni beriidu ho taat nu giniy-at, taar ko saadiner ho ta gaara kadar ŋa Tanni kat tabirintu. 
JHN.5.37	Ho Tanni kaak tabirintu sa, meen̰ji saadiner. Kar kuŋ gay bal dorin kaawoy ho ku bal talin wijeeney bat. 
