LUK.1.2	Nanakasike pipiya matasiyai si kinana, ba warana si yoneyonei wai rutainina sita kirumisi. 
LUK.20.20	Kona kairavina pipiya bi kae botaina biyisi si maisanisi kata kaena sita botaini. Ba awaika iti sisiyana goyoi wai, Rome kaiwabona ku yarona sita terei. 
LUK.20.21	Damanina bi kae botaina biyisi Iesu si toirubai si wona, “Bai beyebeyena biyim, ka kuiri kata kom awaika kebi sisiyana, ba kebi beyebeyena wai, totorisi wata. Ba kega kesana kotoi kurina ke pekupeku. Kom God ana ketai, ba wona damanai kebi beyebeyena.” 
LUK.20.22	Si wona, “Kuta wonikai Caesar tax kana berei wai, damanina kona kega?” 
LUK.20.23	Iesu i kuiri kata kosi sibi kae bo taina, wai kurisi i wona, 
LUK.20.24	“Silver coin kesana koi beyiku ana kinani.” Ba si beyei i kinani wai, i wona, “Kotoi gubana, ba kana waba niko coin tepanai?”
LUK.20.25	Ba kosi si kaobeyei si wona, “Caesar.” Iesu kurisi i wona, “Awaika Caesar karinai wai, damanina Caesar ko berei. Ba awaika God karinai wai yebo, God ko berei.” 
LUK.20.26	Awaika debai i sisiyei wai, kega rubana kaena sita botaini. Ba i kaobeyisi wai, si sinimaya ba kawasi si pota.
LUK.20.27	Ba Sadducee biyisi, duvu kesana, kosi si nosinosi kata pipiya sina rabobo wai, kega sina bomsiri mena. Si botu Iesu kurina ba si toirubai. 
LUK.20.28	Si wona, “Bi beyebeyena biyim, Moses ama giu i kirumi i wona kata maranai, sebare tabitabinena kega ere natunatuna ba ina rabobo wai, tuwateina soberena ina rabai, kata, natunatuna ini tuveisi.” 
LUK.20.29	“Mara kesana, sebasebare asi seven si tupuwa. Sebare iyarokona wasike kesana i rabai, saba kega ere natunatuna, ba sebarena i rabobo. 
LUK.20.30	Ba soberena teina murinai i tupuwa wai, i rabai. 
LUK.20.31	Yebo teisi kasi bi tonu murisiyai yebo i rabai. Ba wosena kesanina i tuputupuwa yepo, sebasebaresi asi seven wasikena kesanina si rabai. Ba saba kega ere natunatusi ba si rabobo. 
LUK.20.32	Ba bokoboina wai wasikena yebo i rabobo. 
LUK.20.33	Sebasebare asi seven niko wasike si rabai. Ba raboraobosi asi bomsiri mena maranai, niko wasike wai kotoi kaowana?” 
LUK.20.34	Iesu i kaobeyisi i wona, “Karaku niko kimta sebasebare ba bibaine te tabitabine. 
LUK.20.35	Saba, pipiya bobo bunagisi God matanai, mara waunai sina bomsiri mena, ba kega meyanai sina tabine. 
LUK.20.36	kosi wai aneya rutainisi, ba kega meyana sina rabobo. Kosi wai God natunatuna, basuna, kosi rabobowai sina bomsiri mena. 
LUK.20.37	Saba Moses dipa kaikarakarasina rurutuvinai i debeina kabitamni, kata raboraobosi si bomsiri mena kairavina i sisiya i wona, “Bada wai kona Abraham ana God, ba Isaac ana God, ba Jacob ana God. 
LUK.20.38	Kona wai pipiya yawayawsisi asi God, kega pipiya raboraobosi asi God. Basuna kona kurina wai, pipiya ereonowasi yawayawasisi.” 
LUK.20.39	Giu bi beyebeyena biyisi mutusi si kaobeyei si wona, “Ku kaobeyena kabitam.” 
LUK.20.40	Damanina ba kega kesana kotoi muri yai i toiruba meyei.
LUK.20.41	Damanina Iesu i toirubaisi i wona, “Mekabage wai pipiya te wonawona kata, keriso kona David natuna? 
LUK.20.42	Basuna David i kesina Psalm bukana kamonai i wona, BADA GOD au Bada, kurina i wona: Nina kasukuwai ke makira ke mana, 
LUK.20.43	yepo kam abiya ereonowasi kae gaburimi yai, kaem kana aba mamana ana tereisi. 
LUK.20.44	David i wona kata ana Bada Keriso, ba mekabaga wai Keriso, kona David natuna?” 
LUK.20.45	Pipiya ereonowasi sibi taina baenega maranai, Iesu ana Nonorayauna kurisi i wona, 
LUK.20.46	“Ko kita kabitamnimi, kata komi kega giu bi beyebeyena biyisi rutainisi. Kosi asi waina kasi tara sowo veoromisi, tokarukaruvisi sina kote, ba sina yewo neubuwa. Asi waina kata bi gimona gawarisiyai pipiya sina bo kuwayisi, ba sini kaikaivisi. Kosi Jew biyisi asi duwu yovesi yai aba mamana kaimatanisi te binebine ba te makimakira. Ba poraga gawarisi yai wai, kaiwabo asi gawarai te makimakira. 
LUK.20.47	Kosi sobesobere te getawanisi, ba asi sawara, ba asi yove tebi karisi yai. Ba tebi kwarukwaruma wai, asi pari veoroma goyosi te raupari. Kosi pipiyisi wai, asi saroba goyona mom sina yauni.”
LUK.21.1	Iesu yove taparoro kamonai ibi kinana, ba pipiya marimariyisi, asi puyo, puyo kana ku bo bitaura mena si tereterei.
LUK.21.2	Ba yebo ibi kinana, ba sobere moyamoyakina kesana i botu, ba penipeni yogiyogisi asi ruwamo i terisi. 
LUK.21.3	Iesu i wona, “Abi suwonimi, niko sobere moyamoyakina, ana puyo i rakata saki i terei. Kega bage pipiya ereonowasi. 
LUK.21.4	Nikosi pipiya ereonowasi, asi mariya nunusiyai, asi puyo si taura. Saba kona wai, ana gomara kamonai, awaika tepanai ita mana wai, ereonowana i terei.”
LUK.21.5	Iesu ana Nonorayauna mutusi, yove tapaoro si kinani wai sibi wareyei. Kata akima monimonikisi yai, ba pipiya God si puyoi wai, sawarisi yai si sarui wai, kana kinana ibi nuwarubaruba. Saba Iesu i wona, 
LUK.21.6	“Mara e botubotu, kata awaika karaku nina ko kinakinana wai, kega akima kesana wata kana gawarai ina mana, ereonowasi sini garukikirana.” 
LUK.21.7	Ana Nonorayauna si toirubai si wona, “Bi beyebeyena biyim, meo maranai nikosi sawara sina tupuwa, ba abi matakira kana kitai kata nikosi sawara sina dagui sina tupuwa?” 
LUK.21.8	Iesu i kaobeyisi i wona, “Ko kita kabitam, kata pipiya kega sini kwarukwarumimi.” Basuna pipiya pesarisi wabakuwai sina botu sini sisiya, ba sina wona, “Yauku Keriso ba, mara i botu saba kega koni saununurisi. 
LUK.21.9	Maranai abiya, ba pipiya bi badana sini bi gegeyei, warana kona nonori wai, kega kona nagara. Nikosi sawara sina tupuwa, saba mara damona kega ina botu yagiyagina.” 
LUK.21.10	I wona, dam kesana ina bomsiri, ba dam kesana ini abiyei. Ba kupura kesana ina bomsiri, ba kupura kesana ini abiyei. 
LUK.21.11	Dobu ereonowana kamonai, uriyoyo kaikaposi, ba gomara, ba gubaga goyogoyosi sina tupuwa. Ba wose aba naganagarisi, ba matakira kaikaposi, sapamai sina tupuwa. 
LUK.21.12	Nikosi sawara muri yai sina tupuwa. Saba, kainaona komi sina patumimi, ba sini tupa ketowanimi. Ba sina yaunimi kona nae Jew biyisi asi duwu ku yovesi, ba sini kasekase mainimi, ba patuma ku yovesi sina terimi. Ba yauku kairaviku sina botuvimi tautaupauma ba kaikaiwabosi kurisi. 
LUK.21.13	Ba kona maranai wara gairena kurisi koni sisiyei. 
LUK.21.14	Saba, kainaona ko nuwasuya kabitam, kata kega mekabage kona papara meyimi kairavina koni nuwapoya. 
LUK.21.15	Basuna nuwasuya, ba sisiya ana berimi, wai kega kami abiya kesana ini imsi beyei kona ina teresirei. 
LUK.21.16	Tutunumi, ba tuwateiteimi, ba turaturami, ba ami rakaraka damana, kami abiya ku yarosi sina terimi, ba mutumi sini kasi bunuwanimi. 
LUK.21.17	Yauku kairaviku, pipiya ereonowasi sini sinikikiyimi. 
LUK.21.18	Ba kega uyavimi kesana wata, gayamimi yai ina siwana. 
LUK.21.19	Koni imsikikita wai, yawasa mamadamanina kona yauni.
LUK.21.20	Maranai abiya biyisi kona kinanisi Jerusalem sini bi subibiri wai, kona kuiri kata Jerusalem kasi bi goyonina marana i botu. 
LUK.21.21	Ba pipiya iyabosi Judia kupurinai te mamana wai, sina vera ku koya. Ba iyabosi wata Jerusalem meyagina kamonai te mamana wai, sina kasibau taveyei ba yebo iyabosi matarai te mamana wai, kega sina riu ku kamona. 
LUK.21.22	Kairavina nikona wai, God ana saroba. Peroveta si kirumi wai, ereonowana ina tupuwa. 
LUK.21.23	Kona maranai bibaine manamanavisi, ba bibi susuisi kurisi wai ina goyo saki. Ba nuwapoya kaikapona, ina botu niko ku kupura, ba God ana saroba nikosi pipiya ina berisi. 
LUK.21.24	Ba mutusi seri yai sina rabobo, ba mutusi wai sina patumisi, ba sina yaunisi sina nae dobu bubausi yai sina terisi. Ba God kega si kuiri wai pipiyisi, Jerusalem sina resoresoi yepo, God asi mara rubana i terei wai ina yauni. 
LUK.21.25	Kona maranai, kao ba nawaravi, ba gwamegwame kurisi, matakira bubausi yai sina tupuwa. Ba dobuwai yoyo ini bi garui, ba gugurinai wai, dam ereonowasi sina nagara, ba asi nota ina peku. 
LUK.21.26	Pipiya sina nagara saki, ba sini potapota kata awaika dobuwai ina tupuwa. Kairavina sapama sawarisi sina rugusugusu, ba asi keta sini siwani. 
LUK.21.27	Kona maranai, Sebare Natuna kadara kaikaponai, ba ere maragasina guba kamonai ina botubotu sina kitai. 
LUK.21.28	Nikosi sawara sina dagui sina tuputupuwa maranai wai, ko msiri, ba ko tarakata, basuna ami bai yawasa i neratui.
LUK.21.29	Damanina ba Iesu niko bimaibai kurisi i sisiya i wona, “Koveya keyamina, ba keyama mutusi, ereonowasi ko kinanisi, 
LUK.21.30	maranai sina dagui sina numonumo wai, ko kuiri kata kwamra i tom. 
LUK.21.31	Kesanina yebo, maranai nikosi sawara kona kinana sina tupuwa wai, kona kuiri kata God ana Basileiya i neratui. 
LUK.21.32	Abi suwonimi, kata nikosi sawara ereonowasi sina tupuwa, ba muri yai niko kimta pipiyisi sina rabobo. 
LUK.21.33	Sapama ba dobu sina momosa, saba wonaku kega meyanai ina momosa. 
LUK.21.34	Ko pota kabitamnimi! kega bikam poragana, ba toma neganega kurisi kona peku saki. Ba kega niko dobu yawasina koni nuwapoyei, ba marana ina botu wai, ini sikwanimi bage riwariwa rutainina. 
LUK.21.35	Kairavina, kona maranai pipiya dobuwai te mamana wai, ereonowasi kurisi ina botu. 
LUK.21.36	Matami sina tamotatara, ba mamanina kona rupari. Kata maragata kona yauni, ba nikosi sawara sina tupuwa wai, ereonowasi kona riubonena, ba Sebare Natuna naonai koni imsiri.” 
LUK.21.37	Iesu mara patepatena, yove tapaoro kamonai ibi beyebeyena. Ba rabisi patepatena, i kasikasibau Olives ku koyana, ba namai i mamana yepo, mara i tomtom. 
LUK.21.38	Ba mamanina, maratom didibarinai, bi taina baenegina kairavina, pipiya ereonowasi si nenae ku yove taparoro mena.
LUK.22.1	Mara i botu, kata kam kaikapona kana waba, Baisaubona kamna kairavina. Kona maranai wai flour kega yeast yabata te kapukapuni. 
LUK.22.2	Priest kaikaiwabosi, ba giugiu bitasi pipiya si nagarisi kairavina, bibuneyai Iesu kasibunuina ketana si nuvenuveni. 
LUK.22.3	Damanina ba Satan, Iesu ana Nonorayauna kesana, kana waba Judas Iscariot i riuni. 
LUK.22.4	Ba damanina Judas i nae priest kaikaiwabosi, ba yove tapaoro kana aba potapota babadisi yabata si sisiya, kata mekabage Iesu kurisi iti wawanei. 
LUK.22.5	Kosi si nuwagaire saki, ba si damaninei kata, Judas money yai siti maisani. 
LUK.22.6	Judas i damaninei, ba i dagui keta i nuvenuveni, kata kega koroto matasi yai, Iesu ku yarosi ita terei.
LUK.22.8	Ba Iesu ana Nonorayauna asi ruwamo, Peter ba John i poraisi i wona, “Ko nae kairavita Baisaubona kamna kona bobunagi.” 
LUK.22.9	Saba kosi si toirubai si wona, “Am waina memena kana bo bunagi?” 
LUK.22.10	Iesu i kaobeyisi i wona, “Maranai, meyaga ku kaikapona kona riuriu wai, sebare kesana okowa kiubuna ina kabakabari, ba ina vera beyimi. Ko kibi ko nae meo ku yove ina riuriu wai, kona ku yovena mena.” 
LUK.22.11	Ba yove badana kurina ko wona, bi beyebeyena bitana i wona, “Yauku au Nonorayauna yabata, baisaubona kamna kana kani wai, gawarina memena?” 
LUK.22.12	Kona yovena kamonai, tepana batarinai, gawara kaikapona, ereonowana bobo kepanina ini beyimi. Namai baisaubona kamna ko bobunagi. 
LUK.22.13	Damanina ba si tauya si nae, ba awaika ereonowana Iesu kurisi i sisiyei wai, nanakasike si panani. Ba baisaubona kamna si bobunagi. 
LUK.22.14	Kam maranai, Iesu ana Nonorayauna yabata kam gawarinai si makira, 
LUK.22.15	ba kurisi i wona, “Awaina sakiyei, kata niko baisaubona kamna komi yabata tata kani, ba muriyai siniyara ana paiwarei. 
LUK.22.16	A wonewonimi, niko kam kega ana kanikani yepo, basuna damana God ana Basileiya kamonai, ina tupuwa.” 
LUK.22.17	Iesu vedu i yauni murinai, God kurina i kaikaiwa, ba i wona, “‘Nikona ko yauni, ba i kesimi kamomi yai koi kodei.
LUK.22.18	Kairavina a wonewomim, vine uwana kega ana tomatomani yepo, God ana Basileiya ina botu.’” 
LUK.22.19	Damanina ba bread i yauni, ba God kurina i kaikaiwa, ba i botomni, ba ana Nonorayauna i berisi, i wona, “Nikona yauku tupuviku, komi kairavimi i berena wai yauku aba nuwa raupairiku kairavina, nikona ko wosei.” 
LUK.22.20	Kambira murinai, wosena kesanina, vedu i yauni, ba i wona, “Niko vedu kona God ana kao baiyoyobana wauna, yauku taraku kamonai, komi kairavimi i tamosewa wai. 
LUK.22.21	Saba ko nonora, pipiya yauku ini wawaniku wai, kona pipiyina karaku nina yabata ka kamkam. 
LUK.22.22	God i wainei kairavina, nanakasike Sebare Natuna ina rabobo. Saba, meo pipiya ini wawanei wai, kona pipiyina saroba goyona mom ina yauni.” 
LUK.22.23	Damanina ba si dagui i kesisi kamosi yai sibi kasekasemaina bibirana, kata kotoi niko wose ita wosei.
LUK.22.25	Iesu kurisi i wona, “Matara damsi asi taupauma bi badabada bitasi, ba iyabosi bi badana te yuyauna wai, i kesisi te yoreyore meyisi, kata kosi pipiya kuris si gaire saki. 
LUK.22.26	Saba komi kurimi wai, kega nanakasike, komi kamomi yai pipiya kaikapona ina wosei kata kona ini pipiyaikei rutainina. Ba bi badana ina wosei kata, kona saibisaibirina rutainina. 
LUK.22.27	Kata kotoi pipiya kaikapona, pipiya e makimakira ba e kamkam wai kona, pipiya ebo saibira wai? Eee, nao pipiya e kamkam wai kona. Saba, komi kamomi yai wai, yauku kona saibisaibirina kesana. 
LUK.22.28	Au ruruba ereonowasi kamosi yai wai, komi yabata tamsiri. 
LUK.22.29	Ba Tamaku mekabage maragata i beriku ani bada wai, komi yebo, nanakasike maragata ana berimi koni bada. 
LUK.22.30	Kata au Basileiya kamonai wai, komi yauku yabata tana kam, ba tana toma. Ba taupauma asi aba makimakirai kona makira, ba Israel damsi asi twelve koni taupaumisi.”
LUK.22.31	Iesu i wona, Simon! Simon! Ke nonora! satan God gwabinai bi damanina i yauni. kata ereonowami ina raurubaimi. Goyona, ba gairena kamomi yai ini buburanei, nanakasike bage, baobao bitana wheat e rukosokosovi wai rutainina. 
LUK.22.32	Saba Simon, kom kairavim matapa a rupari, kata am bi geruwana kega ina peku. Ba maranai kuna veramaga mena kuriku wai, tuwateiteim kuna bobi maragasisi. 
LUK.22.33	Saba Simon i kaobeyei i wona, “Bada yauku abo bunaga, kata kom yabata tana nae ku patuma yove, ba tana rabobo.” 
LUK.22.34	Iesu i kaobeyei i wona, “Peter, a wonewonim, karaku, muri yai kokorereko ina tou wai, kom mara tonu kuni gesaira kuna wona, kata kega kukuiriku.” 
LUK.22.35	Damanina ba Iesu ana Nonorayauna i toirubaisi i wona, “Nao maranai, kega money kana kautu, kona wagawaga asi kautu, ba kae sumasuma yabata ai poraimi wai, sawara kesana kobo kabai kona kega?” Kosi si kaobeyei si wona, “kega awaika kesana kabo kabai.” 
LUK.22.36	Iesu i wona, “Saba karaku kotoi wata ere ana money kautuna, kona ere ana wagawaga kautuna wai, ina yauna. Ba kotoi wata karinai seri kega wai, kana tara sowo ini gimonei, ba seri kesana ina gimoni. 
LUK.22.37	Kairavina a wonewonim, peroperoveta kairaviku si kiruma si wona, pipiya goyogoyosi rutainisi ina rabobo. Ba awaika kairaviku si kirukirumi wai, wosena e tuputupuwa.” 
LUK.22.38	Ana Nonorayauna si wona, “Bada ke kinani, nina seri ruwamo.” Iesu i kaobeyisi i wona, “Kona damanina.”
LUK.22.39	Iesu mamanina i wosewosei wai rutainina, meyaga kaikapona i kasibau taveyei, ba ana Nonorayauna yabata si nae Olive ku koyana. 
LUK.22.40	Ba si verakaibau ku gawarina wai, ana Nonorayauna kurisi i wona, “Ko rupari kata kega ku ruruba kona riu.” 
LUK.22.41	Damanina i sumarisi kega i nae saki, ba i maere sogasoga, ba i rupari. 
LUK.22.42	I wona, “Tama kuna waini wai niko paiwara veduna karikuwai ke yauna taveyei. Saba kega yauku au waina, ba kom am wainai ina tupuwa.” 
LUK.22.43	Ba sapamai aneya i botu, kurina i rerematara, ba ibo bi maragasi.
LUK.22.44	Iesu nuwayara kaikapo sakina kamonai i rupari, ba poyapoyana tara rutainina ku tano si toitoi. 
LUK.22.45	I raupari yepo, i veramaga maranai wai, ana Nonorayauna nuwapoya i bobunuisi wai, si kenouwapa si dudauwa i kitaisi. 
LUK.22.46	Ba kurisi i wona, “Awaika kairavina ko dudauwa? Ko bomsiri kona rupari, kata kega ku ruruba kamona kona riu.”
LUK.22.47	Karaku wata ibi sisiya, ba pipiya korotosi, ana Nonorayauna kesana, sebare kana waba Judas, i naovisi wai si verakasibau. Judas i nae Iesu yaonina kairavina, 
LUK.22.48	saba Iesu i toirubai i wona, “Judas, mekabage, kom Sebare Natuna bi yoyaowai kebi wawanei kona?” 
LUK.22.49	Maranai, ana Nonorayauna yabata si mamana wai, si kinani kata awaika ita tupuwa wai si wona, “Bada, ama seri yai kani rauwa kona?” 
LUK.22.50	Ba ana Nonorayauna kesana, priest kaikapona ana saibisaibirina kesana i tarai, ba tainana i tara yaragi. 
LUK.22.51	Saba Iesu i wona, “Damanina niko wose ko boterei!” Ba sebarena tainana i borubai, ba i yawasi. 
LUK.22.52	Damanina priest kaikaiwabosi, ba yove tapaoro kana aba potapota babadisi, ba babada mutusi, si botu sita patumi wai kurisi i wona, “Ko nosi kata yauku kami abiya wai kepata, ba seri yabata ko botu. 
LUK.22.53	Mara patepatena komi yabata yove tapaoro kamonai ta mamana, ba kega ko patumiku. Saba nikona wai ami mara, baidibara ebi kaiwabo wai marana.”
LUK.22.55	Saba, maranai yove garina basunai keyama si kasiri, ba si makira si mamana wai, Peter i botu ba yabata si makira si mamana. 
LUK.22.56	Ba maranai aba saibisaibira wasikena kesana, keyama yaseganinai Peter i makira i mamana i kinani wai, i botu i kita kabikabitamni. Ba i wona, “Niko sebare yebo kona Iesu yabata si yewoyewo.” 
LUK.22.57	Saba Peter i gesaira i wona, “Wasike, yauku nao sebare kega misi a kuiri.” 
LUK.22.58	Kega rabarabana, ba sebare kesana, Peter i rupanani wai i wona, “Kom yebo pipiyisi kesana.” Saba Peter i kaobeyei i wona, “Sebare, yauku kega yabata!” 
LUK.22.59	Si mana misi rabarabana, ba sebare kesana ikao tupetupena i wona, “Bisuwona’ niko sebare kona Iesu yabata si yewoyewo, basuna kona wai Galilee biyina.” 
LUK.22.60	Saba Peter i kaobeya i wona, “Sebare, awaika ke bisisiyei wai, yauku kega a kuiri.” Peter karaku wata ibi sisiya ba kokorereko i tou. 
LUK.22.61	Damanina Bada i taibira, ba totorina Peter i kitai. Ba Peter nuwanuwana i rupaira kata Bada mekabage kurina i wona, “Karaku niko pominai, muri yai kokorereko ina tou wai, kom mara tonu kuna wona kata kega ku kuiriku.” 
LUK.22.62	Ba Peter i kasibau yove ku matarina, ba i tou saburere.
LUK.22.63	Ba sebasebare iyabosi Iesu si potapotai wai, si dagui si raviravi, ba si bigigimi. 
LUK.22.64	Matana si kaupotai, ba si wona, “Ke wonikai kotoi i ravim?” 
LUK.22.65	Ba asi sisiya goyogoyosi pesarisiyai si kao bigoyoni.
LUK.22.66	Mara i tom wai, Israel babadisi, ba priest kaikaiwabosi, ba giu bi beyebeyena bitasi si botu si kesanisi. Ba abiya biyisi Iesu si urabai si botu ba rorititaina naosi yai imsiri.
LUK.22.67	Ba kosi Iesu si toirubai si wona, “Ke wonikai kom Keriso kona?” Iesu i kaobeyisi i wona, “Komi ana wonimi wai, karaku wata kega koni geruviku, 
LUK.22.68	ba ana toirubaimi wai, memena bage kega kona kaobeyiku. 
LUK.22.69	Saba karaku, ba karaku wata, Sebare Natuna God maragata sakina, kasaunai ina makira ina mana.” 
LUK.22.70	Damanina kosi ereonowasi si toirubai si wona, “Bisuwona kata kom God natuna kona? “I kaobeyisi i wona, “Ko wona kata yauku God natuna.” 
LUK.22.71	Ba kosi si wona, “Kega kesana kotoi awaika ina wonita, ba kota i kesita mom kawanai awaika i sisiei wai ta nonori.”
LUK.23.1	Damanina ba pipiya duvuna ereonowana si bomsiri, ba Iesu si urabai si nae Pilate kurina. 
LUK.23.2	Ba namai Pilate naonai, si dagui sibi kunumakei. Si wona, “Niko sebare ama dam ibi beyena goyoisi wai, ka panani. Pipiya i wonisi kata, Taupauma Caesar kurina tax kega sini maisa, ba i wona kata kona wai Taupauma Keriso.” 
LUK.23.3	Pilate Iesu i toirubai i wona, “Bisuwona kom Jew biyisi asi taupauma?” Iesu i kaobeyei i wona, “Eee mekabage ku wona wai, damanina nanakasike.” 
LUK.23.4	Pilate priest kaikaiwabosi, ba pipiya korotosi kurisi i wona, “Niko sebare kega kesana ana goyona a panani, ba saroba ata berei. 
LUK.23.5	Saba kosi si kao tupetupena si wona, “Judia kupurina ereonowanai, niko sebare ana bi beyebeyenai, pipiya kamosiyai reso, ba bi rauwa te tuputupuwa. Galilee yai i dagui, ba i botu karaku nikei i verakasibau.” 
LUK.23.6	Maranai, Pilate nikona i nonori wai, i toiruba i wona, “Niko sebare Galilee biyina kona?” 
LUK.23.7	Kona maranai wai, Herod yebo i botu Jerusalem kamonai i mamana. Ba maranai, Pilate i nonori kata Iesu kona ana bibadana kupurinai i botu wai, damania Iesu i porai Herod kurina. 
LUK.23.8	Ba maranai, Herod Iesu i kinani wai, i nuwagaire saki. Basuna warana i nonori, ba niko mara veoromina ibi potapota, kata ana waina mekabage ba ita kinani. Ba ana waina Iesu, matakira ita wose ita kinana. 
LUK.23.9	Herod toiruba pesarisi Iesu i toirubai, saba Iesu kega i kaobeyei. 
LUK.23.10	Priest kaikaiwabosi, ba giu bi beyebeyena bitasi si bomsiri, ba kunumaka kaikapona Iesu si berei. 
LUK.23.11	Ba Herod ana abiyabiyisi yabata Iesu si namei, ba si gigimi, ba gara monimonikina si kotei, ba si porai i veramaga Pilate kurina. 
LUK.23.12	Kona maranai, Herod ba Pilate si kwainana, basuna asi ruwamo wai si abiya katamana. 
LUK.23.13	Pilate pipiya asi babada yabata, ba priest kaikaiwabosi i yorisi si notuwa, 
LUK.23.14	ba kurisi i wona, “Niko sebare ko yauni ko botu kuriku, ba ko wona kata kona pipiya ibi naovena goyoisi.” Saba, nina naomi yai ai kasekasemaini, ba a panani kata kega kesana ana goyona awaika, ba koti kunumakei. 
LUK.23.15	Herod yebo, kega ana goyona kesana i panani kairavina, i porai i veramaga kurita. Karaku nina ko kinani, niko sebare kega kesana awaika i wose goyoi, ba ina rabobo. 
LUK.23.16	Kona kairavina, kana kwapui, ba kana boterei i na nae. (Jew biyisi asi dudura kata, baisaubona kamna maranai patupatumina kesana sini baba wai sina tombauni.) 
LUK.23.18	Damanina koroto tupana si para takuri si wona, “Ko kasibunui! ba Barabas kairavikai ko tombubauni.” 
LUK.23.19	Barabas kona meyaga kaikapona kamonai bi rauwa, ba i kasibunuwa kairavina ku patuma yovena si tere riuwei. 
LUK.23.20	Pilate ana waina kata Iesu ita rubotaveyei ita nae kairavina, koroto kurisi i baba mena. 
LUK.23.21	Saba kosi si para damadamana, si wonawona, “Ko tuparatui! Ko tuparatui!” 
LUK.23.22	Mara kana bi tonuna Pilate kurisi i sisiya i wona, “Awaika kairavina, awaika i wose goyoi? Yauku kega ana goyona kesana a panani, ba ina rabobo. Kona kairavina ana wonisi sina kwapui ba ana boterei i nanae.” 
LUK.23.23	Saba gamosi kaikaponai, si para tupetupena kata, Iesu sita tuparatui, si parapara yepo, Pilate si getawani. 
LUK.23.24	Damanina Pilate asi waina i wosei. 
LUK.23.25	Barabas kairavina si baba wai, patuma yovena kamonai birauwa, ba kasibunuwa kairavina i mamana wai, i botaveyei. Ba Iesu i bere taveyei kurisi, kata awaika si waiwainei wai, kurina sita wosei.
LUK.23.26	Damanina ba abiyabiyisi Iesu si uraba taveyei. Ba si nenae maranai, sebare kesana kana waba Simon, Cyrene biyina i riuriu ku Jerusalem wai, si panani. Abiyabiyisi si yauni, ba korosi ku tepana si terei, ba si wosei Iesu murinai i yewo si nae. 
LUK.23.27	Koroto kaikapona Iesu si kibi si nae, bibaine mutusi yabata murinai sibi nuwapoya, ba si tou rasarasa, ba si nenae. 
LUK.23.28	Iesu i taibira kurisi, ba i wona, “Jerusalem bibaine! kega kairaviku ko tou, saba komi i kesimi kairavimi, ba natunatumi kairavisi ko tou. 
LUK.23.29	Kairavina, mara e botubotu, ba kona maranai pipiya sina wona, “Saito naki, kata bibaine si kaipoki, ba kega meyana si tuwa kona si tomana.” 
LUK.23.30	Kona maranai, pipiya koya kaikaposi kurisi sina wona, “Ko peku ku tepakai,” ba koya yogiyogisi kurisi sina wona, “Ko sowoikai.” 
LUK.23.31	Kairavina keyama matagina maranai, pipiya nikosi wose sina wose wai, keyama ina maowa maranai wai awaika ina tupuwa? 
LUK.23.32	Abiyabiyisi yebo, sebasebare botabira bitasi asi ruwamo, si urabaisi si kasibau, Iesu yabata, sita kasibunuisi.
LUK.23.33	Maranai si botu gawara kana waba, Gayamateuteu ku gawarina wai, Iesu namai si tuparatui. Ba botabira bitasi asi ruwamo yebo, kesana kasaunai, ba kesana gedunai, si tuparatuisi. 
LUK.23.34	Iesu i wona, “Tama ke nota taveyisi kairavina kega si kuiri awaika te wosewosei.” Ba kana gara aba binebine si garui ba si kodei. 
LUK.23.35	Pipiya nai simsiri sibi kinana, ba Jew biyisi asi babada Iesu si kao bibisakei. Si wona, “Pipiya mutusi i yawasisi, ba kona Keriso, God i binei wai, mede i kesina i yawasa meyei tana kinani!” 
LUK.23.36	Abiyabiyisi yebo, si botu si namei, ba wine kawasi kwamkarina si yauni si tomani, 
LUK.23.37	ba si wona, “Kom Jew biyisi asi taupauma wai, i kesim ki yawasa meyeim!” 
LUK.23.38	Ba korosi yai, gayamina tepanai nikosi wona si kiruma si wona, “NIKONA JEW BIYISI ASI TAUPAUMA” 
LUK.23.39	Nakoi sebasebare kawakasekasesi nai si roroke wai, kesana Iesu i namei i wona, “Kom Keriso kona? Kom ba yakai ki yawasita!” 
LUK.23.40	Saba, kesana i bomsiri kwainana i yegai i wona, “Kom God ke naganagarei kona kega? Kom ba kona wai, sarobina kesanina ko yuyauni. 
LUK.23.41	Kota saroba ta yuyauni wai i gaire, basuna wose goyogoyosi ta wose kairavina, sarobina ta yuyauni. Saba niko sebare kona kega kesana awaika i wose goyoi.” 
LUK.23.42	Damanina ba i wona, “Iesu am ku Basileiya kuna riuriu wai, kega ki notawapiku.” 
LUK.23.43	Iesu i kaobeyei i wona, “Abi suwonim karaku kom, ba yauku paradaisi yai tana mana.”
LUK.23.44	Matapa ibi kao basuna, ba kao rarana i boterei, ba baidibara kupura ereonowana i sowopotai. Ba nanakasike i mana yepo 3 o’clock rabisiai. 
LUK.23.45	Ba yove taparoro kamona, garai i tupayaragi wai, garana i tamosika ruwamo si tupuwa. 
LUK.23.46	Ba Iesu gamona kaiponai i para i wona, “Tama ku yarom kanumiku a tereterei.” Nikona i wonei murinai wai, i rabobo. 
LUK.23.47	Ba abiyabiyisi asi bada kesana, niko wose i tupuwa i kinani wai God i bokabakabari ba i wona, “Bisuwona niko sebare wai, kona sebare gairena.” 
