GEN.1.1	Yama nagkamchakug, Apajuík nayaimpin nugkajai najanauwai. 
MAT.8.8	—Apuh, wika amea ibaunak, mina jegajuig wayaata tumain dekapeatsjai, nuigtushkam judiuchu asan. Nuniau asamtai ayatak juajuig pujusmekesh inakjuk tsagagti tujutta, tusa ame tamak tsagagtatui. 
MAT.8.9	Tuja wi apu umigbau ajutui, aantsag suntag mina umigtuidau ajutuinawai, nunú aidaun wi: ‘Jiinjajum shiyaktajum’, tamak jiinag shimumainai, tuja: ‘Waketjatajum’, tamashkam waketug kaunmainai, nunisag mina inakeg aidaushkam: ‘Ju dutikata’, tamak betek umigtuinawai. Aantsag ame juwi pujusmek: ‘Tsagagti’, tamak tsagagtatuapita tajai, —tau.
MAT.8.10	Nuna aatus tutai Jisus anentai jegagchau, nunik nui aents minidaun:
MAT.8.10	—Dekas tajime, Israel aina juwiyagkesh imatikas minai kajinas anentaimunak wainchaujai. 
MAT.8.11	Nunin asamtai tajime: Ashí nugkanmaya aents aidau kaunkag, Apajuí inamtaijin Abraham, Isaac, Jacob aina nujai pekaamsag yuwawagtin ainawai. 
MAT.8.12	Nuniai Israel aidau Apajuí inamtain waimain ainayatak, minai kajinas anentaimainachu asag, Apajuí inamtainig wayashtin ainawai, ayatak waitut ajumaish nagkankashtin suwea nui utsagkam Apajuiyai kanakag batsamas senchi waituinak nain takegtuinak buutú batsamiagtinai, —tau.
MAT.8.13	Nuna tusa Jisus capitanin chichajak:
MAT.8.13	—Jeemin wakitkita, ame dekas etsaentujattawapi tiu asamin ame inakjumshakam tsagaje, —tiuwai.
MAT.8.14	Nuna tusa ukuak Jisus Pedro jeen weuwai, nui jegakmá Pedro tsatsají senchi tsuweak pegajin tepettaman wainkau. 
MAT.8.15	Nunik Jisus uwegnum antigkui, dutikam tsuweamunak bichatug pegkeg wajas nantakí yujumkan inajuk, Jisusan ashí ni ijunja yujainamujijai ayugkauwai.
MAT.8.16	Nunú tsawantaik kintamai, kashi ikautkaju kuashat aents wakan pegkegchau egkemtuamu aidaun. Imatika ikautkam Jisuschakam ayatak chichamenig wakan pegkegchau aidaunak jiijá ishiakui. Tuja jau aidaunashkam ashí etsagakui. 
MAT.8.17	Nuna Jisus dutikauwa duka yaunchuk Apajuin etsegtin Isaías juna agajua nunú uminkauwai: “Ni emegkaktinai ashí ii najaimatai aidaunak, dutikak ashí jau aidaunashkam etsagagtinai”, tawai.
MAT.8.18	Jisus kuashat aents tuwajuinam wainak, ni jintintaiji aidaun:
MAT.8.18	—Umintsatajum amain wegagmi, —tiuwai. 
MAT.8.19	Tusá tiajam eke uminainai, chicham umiktinun jintinkagtin jegaantun Jisusan:
MAT.8.19	—Jintinkagtinuh, wisha ame tuwig wekaetam nuniakminish tuke aminak nemagkiní wajatin atajai tusan wakegajai, —tau.
MAT.8.20	Tutai Jisus chichajak:
MAT.8.20	—Kujancham aidauk kanutaijig ajuinawai, aantsag pishak aidaushkam pasugkeg ajuinawai, tujash wi Apajuí Uchijiyaitkun Aentsmaga Akiinaunuk jeenchau, tepesá ayamainkesh atsugtaig wainkan wekaejai, —tiu.
MAT.8.21	Nuna tutai makichik niina jintintaiji aina nuwiya:
MAT.8.21	—Apuh, dekatkauk mina jegajuí wenu, apag jakamtai ukusan ukuakun nemagkatjame, —tau.
MAT.8.22	Tutai Jisus chichajak:
MAT.8.22	—Amek nemagtukta, idaisata aents wakanin jakaujai betekak batsata nu, apa jakamtaish ukustin atinme, —tiuwai.
MAT.8.23	Nuna tusa ukuak Jisus ni jintintaiji aidaujai botenum chimpimjajui kuchá
MAT.8.24	Nunik weenai Jisusak kanag egkemsau. Nunika ai nagkamnauwai dase dasentut, nunik dasentai botenum yumik senchi yajanu. Imaniak ishamain wajatai, 
MAT.8.25	niina jintintaiji aidau jegantag ishintainak:
MAT.8.25	—¡Apuh, uwemtikagtugta jakektatji! —tuidau.
MAT.8.26	Tama:
MAT.8.26	—¿Wagka imanikjumesh ishamagme, aents imanis Apajuiyai kajinas anentaimchau aidauwah?
MAT.8.26	Tusa nantakí dase imanik dasentatman imijiaku, dutikam kuchashkam miyasuch yaunchuk aajakbauk nunisag we patamsauwai. 
MAT.8.27	Nunikmatai nui aents chimpijaidauk puyatjukag ditak pempeentunikiag:
MAT.8.27	—¿Jusha wají aents asamtaiya dasesh, kuchash ni chichamenash antujuinawa? —tudayinau.
MAT.8.28	Nunik dase megkaekamtai we weenakua, kuchá amain Gadaranmaya batsamtai nugkeen anumkajui. Nunik jinkamá jimag aents ukumatainum pujuidau ditan wainak adijkagtatus minituidaun wainkajui. Duka aentsuk wakan pegkegchau chimpimtugbau asag senchigtin kajen aidau. Iman asamtai makichik aentskesh nunú jintanmag wechatai aajakuí. 
MAT.8.29	Nuniau asag Jisus anumak minittaman wainak, senchi untsumkag:
MAT.8.29	—¡Jisusah, Apajuí Uchijiyah! ¿tsawan jegatsaigkik suwimak sukagtustasam juwish minam? —tuidau.
MAT.8.30	Nunikag kuchishkam ikaa yuwak batsatu asamtai: 
MAT.8.31	—Ju aentsnumia jiijatkumek idaikagtusta au kuchi ijunaina awi utsanawagmi, —tusag segaidau.
MAT.8.32	Tusá tama Jisuschakam:
MAT.8.32	—Ayú wetajum, —tiuwai.
MAT.8.32	Tima wakan pegkegchau aidauk aentsnak ukuinak kuchinum utsanawajui. Dutikam kuchishkam pisajag betsag tajaekaunum utsankamá kuchanum iyagkag jinawajui.
MAT.8.33	Nunikagmatai kuchí kuitamin aidaushkam pisajag yaakat jegawajui. Nunikag: “Kuchi nuní jiname, tuja aents wakan pegkegchau egkemtuamu aidaushkam nunikagmae”, tusag etsejuidau. 
MAT.8.34	Nunú kuchi jinae tusa etsegbaun antukag, ashí yaaktanmaya aidauk Jisusan wainkagtatus wejiajui. Nunik jegajiag: Wait aneasam ju ii nugkega juwig pujutsuk yajá weta, tiajui.
MAT.9.1	Tusá tima Jisuschakam botenum egkemag ataktú niina yaaktajin katigkuí. 
MAT.9.2	Nunik katig pujai, aents wekaechau ayatak tepenun pegaknum pataidiag ejetiaju. Dutika itantagmatai Jisus niiní kajinas anentaimaidaun wainu asa, wekaechaun chichajak:
MAT.9.2	—Uchijuh, amina tudaujum aidauk tsagkugnaje, —tau.
MAT.9.3	Nuna tutai chicham umiktinun jintinkagtin aidauk ditak tudayinak: “Juka Apajuin pegkegchaun chichajak tu wekaewai” tuidau. 
MAT.9.4	Tu anentaimaidaun Jisus dekau asa:
MAT.9.4	—¿Wagka pegkegchaush anentaimjume? 
MAT.9.5	¿Tuwaita imá yupichuch tumainush, tudaujum aidauk tsagkugnaje taja dukaih, atsa nantakim wetá tumainaitag dukaih? 
MAT.9.6	Tujash wi Apajuí Uchijiyaitkun Aentsmaga Akiinau asan, ju nugka juwish tudau aidaunash tsagkugkagtumainaitag nu dekaatajum, —tusa wekaechaun chichajak:
MAT.9.6	—Nantakim ainká tepetaijum jukim jeemin wakitkita, —tiuwai.
MAT.9.7	Tama nantakug jeen wakitkiuwai. 
MAT.9.8	Nu jau tsagagmatai tikich aidaushkam wainkag puyatjukajui. Nunikag Apajuin emematuidau:
MAT.9.8	—Dekas nigka senchigtinapita, iman asampap jujú aentsnash niina senchijinig etsagaje, —tuidau asag.
MAT.9.9	Nuna dutika Jisus wekamá Mateon
MAT.9.9	—Mateo, wegajai mina jintintaig aminum.
MAT.9.9	Tama niishkam: —Ayú, —tusa wajakug Jisusjai weuwai. 
MAT.9.10	Nunik nunú tsawantaik, Jisus niina jintintaiji aidaujai Mateo jeen jegaawag mesanum jegantag pekamsagmatai, tikich apú kuichkiji atinun yajumin kuashat kaunawajushkam ditajai pekamsajui. 
MAT.9.11	Nunik yujumkan yuwagtai, fariseo aidau Jisusa jintintaiji aidaun chichajuinak:
MAT.9.11	—¿Wagka atumi jintinjamnush apú kuichkiji atinun yajumin nuigtú aents pegkegchau aina ibaujaish ijuntujash yuwawa? —tuidau.
MAT.9.12	Nu tabaun Jisus antuk ayaak:
MAT.9.12	—Aents jamamtuchu aidauk ampijatnunak atsumtsame, aents jau aidau ampijatnunak atsumame. 
MAT.9.13	Dekas imá pegkeg wetajum, nunikjum Apajuí chichamega nui: ‘Aents wait anentin atajum tusan wakegajai, anentag kuntin itaajum tsagkugnagtasa maa apeajum nunak dakitajai’, tawa dusha wajina takua tawa nu shiig aujsa dekaatajum. Wika aents tudaugtuchu aidaunak minitchauwaitjai, wika aents tudaugtin aidau tudaujin idayinak mina nemagtuktinme tusan tauwaitjai.
MAT.9.14	Nuna aatus Jisus tutai, Juagká jintintaiji aidau jegantaju Jisusan, nunik iniidau:
MAT.9.14	—¿Wagka jutiik, fariseo aidaujaig kuashtá yujumak ijagmau agmag nuniajinish, amina jintintaijum aidaush ijagmainatsua? —tuidau.
MAT.9.15	Tama Jisus ayaak:
MAT.9.15	—¿Nuwena nunú aents ipaamu aidaush wake besemag pekaamainkaih nu, nuwenu ditajai pujaigkish? Anmamtuk mina jintintaig aidaush wi ditajai pujaigkik, yujumkanak ijagmamain ainatsui. Tujash tsawan jegattawai nuwena nunú juwam atata nu, nunikmatai ipaamu aidaush wake besemag dekapenak yujumkanak ijagmakagtatui, —tiuwai.
MAT.9.16	Tusa junashkam tiuwai:
MAT.9.16	“Makichik aentskesh jaanch yamagman tsupikag jaanch mamujunmag adujtuchu ainawai, yamajam asa jaanch mamujun nuní nagkaemas ichiimain asamtai. 
MAT.9.17	Antsag vino yajatai duwap apagbau ajutnumag uva yumiji yamá ijugbaunak yajachu ainawai, dutikamak vino kajiak pushutak ipatmain asamtai, nunik vinok ukagag, duwapshakam ichiinak ajapnamainai. Tujash duwap yamagmanmag nunimaitsui, vino yamajam asa pushututaish ayatak egkenag wetai nunisag pegkejak amainai.”
MAT.9.18	Aatus Jisus chichagkagtak pujai, tajiuwai makichik judío aidau apuji, nunik Jisusan tikishmatug chichajak:
MAT.9.18	—Mina nawantug yamá jakaun ukukjai, tujash apuh ame minim uwegmin antinjukta, dutikamak nawanjuk aneantatui, —tau.
MAT.9.19	Tama Jisuschakam ni jintintaiji aidaujai wegajui. 
MAT.9.20	Nunik wegamunum nuwa doce mijadai numpan senchi puwak jaa pujú, Jisusan wainak ukunum juwatki adijkauwai. Nunik Jisus jaanch pataká nugkuagbaujin
MAT.9.21	nigka: “Jisusa jaanchjinakesh, antignuk dekas pegkejap wetatja”, tu anentaimu asa. 
MAT.9.22	Dutika antigkam Jisuschakam ayampá diikmá nuwan wainkau, nunik:
MAT.9.22	—Nawantah, ame kajintsá anentaimam duwi tsagaju asam shiig aneasta, —tiuwai.
MAT.9.22	Tima nunú tsawanta nuaduik nuwashkam tsagag pegkeg wajasuí. 
MAT.9.23	Nuna dutika ukukí jegauwai apú nawanji jajukbauwa nuna jeen. Nunikmá wainkau nunú nuwauch jakaun ukusagtatus ditá nunitaiji asamtai, pigkuí aidaun umpuinak pampantú batsataidaun. 
MAT.9.24	Nuniagtatman Jisus chichajak:
MAT.9.24	—Atumek jinjatajum, nuwauchik jakache ayatak kanaje, —tiu.
MAT.9.24	Tutai dushikidau. 
MAT.9.25	Tusa aentsun ishiak idayak wayaa, nuwauchin uwegnum achiká inantam, nuwauchishkam nantakiuwai. 
MAT.9.26	Nu Jisus dutikamun ashí yaaktanum etsejug dapampajajui.
MAT.9.27	Nuna dutika Jisus jiinki wetatman, jimag aents wainmachu pataetukag, senchi untsumkag:
MAT.9.27	—¡David wegantu uchijiyah, jutiish wait anenkagtugta! —wajaidau.
MAT.9.28	Nunikag Jisus jegá wayamtai, wainmachu aidaushkam utsantuawaju. Nunikagmatai Jisus ditan iniak:
MAT.9.28	—¿Atumesh minash niimtijumainapi tujutjumek? —tau. Tama ditashkam:
MAT.9.28	—Ehé Apujuh, —tuidau.
MAT.9.29	Tiagtai Jisus ditá jiin antintak:
MAT.9.29	—Atum kajintsá anentaimjum nunisag uminkati, —tiuwai.
MAT.9.30	Tamawaik niimiajui. Nunikmatai Jisus ditan chichajak:
MAT.9.30	—Makichik aentskesh ujakaigpa, —tiu.
MAT.9.31	Tibau ainayatak jiinjag weenak, ashí aents nuwiya aidaunak ujá ujakua wegajui.
MAT.9.32	Nunú wainmachu etsagagbau jinki weenaig, aents wakan pegkegchau egkemtuamu asa chichachun, Jisusan itajuawajui. 
MAT.9.33	Dutikawagmatai wakan pegkegchaun jigkiuwai, dutikam aents chichachushkam shiig chichakuí. Nunikmatai aents aidauk senchi puyatjukag:
MAT.9.33	—¡Israel aents aidautik makichkish aika etsagamuk wainchataiyai! —tuidau.
MAT.9.34	Tujash fariseo aidauk:
MAT.9.34	—Juka wakan pegkegchau aidau apujiya nuna senchijin wakan pegkegchaunak jiyaawai, —tuidau.
MAT.9.35	Nui juwaki Jisus yaakat aidaunum, nuigtú yaakat yaijuch aidaunmashkam, makí makichik jega ijuntai jegamkamunum, yamajam chichaman Apajuí nuní inapawai tusa jintí jintinkagtakua wegau. Nuniak etsagau ashí jatai jau aidaun, najaibau aidaunashkam. 
MAT.9.36	Imatika Jisus etsagautai, tikich aents aidaushkam kuashat minituidau minash etsaentugti tusag. Aents aidau imaniagtai Jisus wait anenmain diyau, uwig kuitamain atsugbau wajukmaina numamtuk wajaidau asagmatai. 
MAT.9.37	Nuniak Jisus ni jintintaiji aidaun:
MAT.9.37	—Dekas tajime: Shiig kuashat aents aidau Apajuí minaish inamjati tusa atsumainawai, tujash ujumchikiuchi yamajam chichama juna etsejuidauk, 
MAT.9.38	nuaduí Apajuí segatajum tikich ni chichame etsegmain aidaun ishiakti tusajum, —tiuwai.
MAT.10.1	Jisus niina jintintaiji doce aina nuna untsuká ijumag, aents wakan pegkegchau egkemtuamu aidau, jau aidau, najaibau aidaushkam etsagagtajum tusa senchimtika ishiakui.
MAT.10.2	Jisus ni chichame etsegtugkatajum tusa ishiaktinji doce aajakajuk ju ainawai: Simón tikich daaji Pedro, Andrés Simogka yachi, tikich Jacobo, yachi Juagjai mai Zebedeo uchijig; 
MAT.10.3	Felipe, Bartolomé, Tomás, Mateo apú kuichkiji atinun ijumjujakua nu, Jacobo Alfeo uchijí, Lebeo Tadeo tuuta awagmatai, 
MAT.10.4	Simón niina nugken agkanmitkatatus kuashat aents aidaujai chichajakua nu, Judas Iscariote Jisusan sujukua nunú.
MAT.10.5	Jisus niina jintintaiji doce aina nuna ishimak tiuwai: “Judiuchu aidau batsatbaunmag wepajum, Samarianmaya aents aidau yaaktajinish wayawaigpajum. 
MAT.10.6	Nunitsuk dekas Israel aents aidau uwig megkaejauwa numamtin aidau batsata nui wetajum. 
MAT.10.7	Nunikjum chichagkagtuktajum, Apajuí ju nugkanum inamjatnuk ashí jegae tusajum. 
MAT.10.8	Nuniakjum etsagagtajum aents leprayai jau aidau, tikich jatai jaidaushkam aikasjumek etsagakjum, jakau aidaushkam inantajum, dutikakjum wakan pegkegchau egkemtuamush jiijajum etsagaitajum. Nunú dutikakjumesh atumek akigkatajum tiigpajum; atumnak wi mina senchijun amajime, dutikamu asajum wainkajum etsagaitajum.
MAT.10.9	“Wegakjumesh kuichkikesh, orokesh, cobrekesh, 
MAT.10.10	wají egkesá jutaigkesh, ushujutaigkesh, sapatkesh, nugkutaish yachiagmek jukigpajum. Wagki aents taká duka yuwatnujig suwam auwai.
MAT.10.11	“Tuja yaaktanum jegaakjumesh nuniachkugmesh aents yaaktan ukukí batsatbaunum jegakjumshakam, egaktajum yaita aents kajintsá diimainush, nunikjum nuwig pujusjum wegakjum ukuktajum. 
MAT.10.12	Tuja jegá wayakjumesh shiig augmamsajum wayatajum. 
MAT.10.13	Nuniakjum: Apajuí atumnash yaimpakti titajum. Tajumin dita shiig aneas jujabiagtaik, Apajuí ditanash yaigtatui. Tuja dita atumin dakitjabiagtaik, Apajuishkam ditanak yaigchagtatui.
MAT.10.14	“Untsu atumin makichik aentskesh jeen awaintamtan dakitjamainak, chicham etsegbau antutnash dakituinakuig, nunú jegak ukuakjum, nuniachkugmesh yaakat jiinkugmekesh daweminia tsetse pegatjam akaketkam ukuktajum. 
MAT.10.15	Dekas tajime: Suwimak sukagtamu tsawan jegatna duwik, nunú yaaktanmaya aents nunina nunak, Apajuí duwik yaakat Sodomanmaya Gomorranmaya aidaun suwimkan susauwa nuní nagkaemas suwimkan jukiagtinai.
MAT.10.16	“Wi atumnak uwig ikamyawa batsatbaunum ishimaina numamtuk aents pegkegchau batsatbaunum ishimjime. Nuaduí atumek shiig kuitamamkajum shiig anentaimsajum yujastajum. Nuniau asajum tikichish pegkegchau awajkaigpajum. 
MAT.10.17	Nuniakjum nu aents aina nujaig kuitamamkatajum, atumnak achigmakag jega ijuntainum apu chichaman dekaawagtatus ijunjamunum ejetamawagtinai. Dutijamawagmatai jega ditá ijuntaiji aidaunum awaintamawag suwimjamawagtinai. 
MAT.10.18	Dutijamainak tikich apu aidaunmash ejetamawag nui jujamkiag, dekas apu nugkanum inamin aidaunmash ejetamawagtinai mina nemagtuidau asagmin. Dutijamawagmatai ditá emtin mina pachittsajum chichaakjum, judiuchu aidau emtinish etsegtugkatin ainagme. 
MAT.10.19	Tuja atumin ejetamawagmataish, wajuk chichaktajaki tusagmek uyumaktin aigpajum. Nuna tujamainakui chichaktinnak Apajuí tujamtinai. 
MAT.10.20	Duka atumek Wakaní Pegkeji ichachtabauwa nu chichaktatjume.
MAT.10.21	“Nunú nuniamunum ditá yachiuchijinash maatnume tusag sujiagtinai, aantsag uchigtin aidaushkam uchijinak sujiagtinai, nunisag uchi aidaush apajin maatnume tusag inamiagtinai. 
MAT.10.22	Atum mina nemagtin aidautigminak ashí aents aidau kajegtabiagtinai, tujash ni mina nemagtukbautak pujusá nagkanbaunum jegaa nu uwemjatnai. 
MAT.10.23	Tuja makichik yaaktanum pujagmin aintamainakuish, tikich yaaktanum tupikaktajum. Dekas tajime: Israelnumia yaakat aina nui mina chichameg pachisjum ashí etsegtsugminig, wi Aentsmagan Akiinauwaitag nunak taatnaitjai.
MAT.10.24	“Jintinbauwa duka jintinkagtinun nagkaesauk amaitsui, tuja inakak apujin nagkaesauchui. 
MAT.10.25	Jintinbauwa duka jintinkagtina nuninuk amainai. Aantsag inaka dushakam apujijai betek amainai. Mina Beelzebú
MAT.10.26	“Nuna tujamainakuish, makichik aentskesh ishamkatin aigpajum, wagki ashí uukbau aidaush wantinkagtinai, aantsag ashí dekaachbau aidaushkam dekaamu agtinai. 
MAT.10.27	Nuaduí atumek tikichish antachbaunum wi imá atumnak jintinbau antukujum nunú, ashí aents antuinamunum etsejatajum dekaatnume. 
MAT.10.28	Mantamainakuish ishamkaigpajum, wakanminak maumainchau ainawai. Dekas Apajuí ishamkatajum, iyashmijaí, wakanmijaí suwimkan sujamak jii ajumaish kajinchaunum egkepamaina nunú.
MAT.10.29	“¿Atumek makichik kuichik iman akikchaush juwakjum jimag pishak sujuchuk agmaujum? Nunú aina duka, Apajuí jakati tachamak makichkish jamaitsui. 
MAT.10.30	Apajuik atumi intashim wajupa awa nunash shiig dekawai, 
MAT.10.31	nunin asamtai atumek ishamkaigpajum. Atumek pishak aina nuna nagkaesau ainagme.
MAT.10.32	“Nuniau asamtai atum tikich ujaakjum: Wika Kristu nemagnaitjai, tiu aidautigminak, wishakam dutiksanuk mina Apag nayaimpinum puja nunashkam: Ditak mina nemagtin ainawai titinaitjai. 
MAT.10.33	Atum mina nemagtin ainayatkujum tikich aidau emtin: Wika Kristunak nemagchauwaitjai, tujutiu aidautigminak, wishakam aikasnuk mina Apag nayaimpinum puja nunashkam: Ditak minak nemagtuchu ainawai, titinaitjime.
MAT.10.34	“Atumek minak: Shiig agkan anentaimas batsamsatnume tusas ju nugka juwig tauwaitai, tusagmek anentaimjuttsaigpajum. Wika atum shiig agkan anentaimas batsamsatnume tusanuk taachuitjai, wika atum mina nemagtuidau asagmin, tikich mina dakitjuidau utugchatan aputugmasag kajegtamá batsamtin asamtai tauwaitjai. 
MAT.10.35	Aatus nuniamunum uchi apajin pempeentuki kajegtinai, nuwashkam ni dukujin kajegtinai, nuwa nemakushkam tsatsajin shiwagmatnai. 
MAT.10.36	Aatus shiwagmagamu asamtai atumi pataim aidaujaig pempeentunikjum shiwagmagatnaitjume.
MAT.10.37	“Aantsag mina anenmaina nuní nagkaemas apajin, nuniachkush dukujin imá senchi aneauk, midau amain ainatsui, nunisag mina anenmaina nuní nagkaemas uchijin, nuniachkush nawanjin imá senchi aneaushkam midauk amaitsui. 
MAT.10.38	Mina nemagtuk waittan dakitaushkam midau amain ainatsui. 
MAT.10.39	Tuja ju nugka juwi pujutan imá senchi wakegauk, megkaekatin ainawai, untsu mina nemagtau asa pujutjin uyumatsuk jauk, uwemjatin ainawai.
MAT.10.40	“Atumin jujamaina duka mina jujuinawai, tuja mina jujuina dushakam mina awetiuwa nuna juwinawai. 
MAT.10.41	Apajuí etsegtin minaun niina jeen juwaushkam, nu Apajuí etsegtin wají shiig pegkejan jukitna dutiksag niishkam jukitnai. Aantsag aents pegkejan takau minaun juwaushkam, nu aents pegkeg juwamunak wají shiig pegkejan jukitnai. 
MAT.10.42	Makichik aentskesh mina nemagtin imanchauch aina juna, yumin shikisá suwauk, dekaskenum niishkam wají shiig pegkeg suwam atinai.”
MAT.11.1	Jisus ni jintintaiji doce aina nuna ashí jintintua inagnak, nuwiya jiinki yaakat ayamunum chichagkagtuktatus weuwai. 
MAT.11.2	Nuwi Jisus chichagkagtak wekaebaun Juagshakam aents achiká egketainum egkemas antuku. Nunik ni jintintaiji aidaun jimajan awemauwai, 
MAT.11.3	Jisusan:
MAT.11.3	—¿Amekaitam Apajuí uwemtikagtinun awematnaitjai tibauwa nunú? ¿Amechuitkuminig tikichnak dakastatag? tusajum iniastajum, —tusa.
MAT.11.4	Nunú tusá iniam Jisus ditan ayaak:
MAT.11.4	“Wetajum, nunikjum atum ashí wainkamu, antukbauwa nu Juan ujaktajum: 
MAT.11.5	Wainmachush wainmainawai, shutushkam wekagainawai, lepragtin aidaush tsagainawai, empekush antuinawai, jakaush nantainawai, tuja ujunauch aidaunash yamajam chichaman jintinmae tusajum. 
MAT.11.6	Nuaduí wi takaamujua nuna wainainak dekaskeapi tujutuidauk, shiig aneasagtinai timae tusam ujaktá”, tiu.
MAT.11.7	Nunik waketjamtai, Juagkan pachis aents nui batsatun iniak: “¿Wají wainkatasagmea uwegshunmash wegabiugme? ¿Tagkanan dase umpuau wainkatasagmek wegabiujum? 
MAT.11.8	Nuniachkugmesh ¿Wají wainkatasagmea wegabiugme? ¿Aents shiig iwajamun nugkujá pujau wainkatasagmek wegabiujum? Atumek dekagme nugkutai iman iwajamun nugkujá iwagmamaidauk apú jeen pujuinawai. 
MAT.11.9	Tujash ¿wají wainkatasagmea wegabiugme? ¿Apajuí etsegtinuk wainkatasajum wegabiujum? Dekas tajime: Duka Apajuí etsegtin aajakajua nuna nagkaesauwai. 
MAT.11.10	Apajuí etsegtin niina pachis agajua duka:
MAT.11.10	‘Wi mina chichamjun etsegnun amina emtimin awemajai,
MAT.11.10	ni jintanak umigtamkattawai’, tawai.
MAT.11.11	“Dekas tajime: Ju nugka juwi akiinaidauk Juan Yamijatna nuna nagkaesauk atsawai, tujash Apajuí inamtainig aents dekas imanchauchia nuuwai Juagkan nagkaesauk.
MAT.11.12	“Juan Yamijatin Apajuí inamjatnun pachis jintinkagtutai kajejujakú aina nunisag, yamaishkam chichamnak shiig dakituinawai. Nunidau asag tikich aidau Apajuí inamtaijin wayawainum tusag dakituinawai. 
MAT.11.13	Ashí Apajuí etsegtin agajaju aina nunú chicham umiktin aina dushakam Juan tauwa imanuiya atin etsegkamui. 
