MAT.1.1	Ade Yesu Kristo kĩ ɛnyɛ Dawid ɔwa, kĩ Dawid lɛmɛ nyɛ Abraham ɔwa a bawanyɔ kasinu buĩ nɛ awĩ a.
MAT.13.23	Ade babi a kĩ bɛtɔ nɛ tite wĩ akũ a nyɛ oti a kĩ yanu fɔlɛtsa a, kanu foe kayɔ lɛmɛ. Bawũ babi, badi ɔha, badi aduesia babɛbã lɛmɛ be taalɛ.”
MAT.13.24	Yesu bɔa be lɛgbã bɛbã kĩ, “Ode lɛgãkanyakɔ̃ a la ndɛ oti odi kĩ ɛsã kamɔnɛ babi wĩ nɛ ye kɔba kamɛ. 
MAT.13.25	Nɛ lɛnyɛ mɔa lidi, kĩ odi nyɛ odi wa tida a, ye okesĩnɛ nasã tuwĩ wuluwulu nɛ kamɔnɛ a kamɛ ɛdzakũ. 
MAT.13.26	Kĩ kamɔnɛ a bo anɛ kido kayɛlɛ awɛ a, tuwĩ a lɛmɛ nɛ́ tɛdza nɛ ke kamɛ.
MAT.13.27	“Oti a basumunɛ ya nɛ ye sɛkɛ̃ bibi ye kĩ, ‘Boe ɔlate, nnɛ́ funitsã wĩ odu nɛ kɔba a kamɛ, mɔ ndia tuwĩ kpa to tɛyamɛ nɛ ke kamɛ?’
MAT.13.28	“Ɔlate a kpa mbuayɛ kĩ, ‘Okesĩnɛ odi lɛkɛna fukĩna.’
MAT.13.28	“Adeke bivia ye kĩ, ‘Awɛ kĩ bɔnaabɔlɛ tuwĩ a nɛ ke kamɛ?’
MAT.13.29	“Ebi be kĩ, ‘Oowo! Kitonɛkĩ ntɛ minaabɔlɛ tuwĩ a ni, míabɔlɛ kamɔnɛ a kadi mɔ te. 
MAT.13.30	Mifɔ̃ kamɔnɛ a mɔ tuwĩ a flee fɔdza fubo anɛ kɛnaawo lɔkɔ a kĩ baanɛna kamɔnɛ a. Ade lɔkɔ a na maabi kamɔnɛ banɛnanɛ a kĩ bɛnya lɔtɔ bɛbɔlɛ tuwĩ a bisui te fudzu fudzu lɔkɔa bipila te, ke liti bɛkpɔta kamɔnɛ a bifila bɛnaako nɛ yĩ oli kamɛ.’ ”
MAT.13.31	Yesu bɔa be lɛgbã bɛbã kĩ, “Ode lɛgãkanyakɔ̃ a la ndɛ kutse libi kabii kĩ oti odi nadu nɛ ye kɔba kamɛ. 
MAT.13.32	Lɛnyɛ kutse libi kabii flee nɛ kutse babi kamɛ, lɛmɛ ntɛ libo anɛ ni, kɔapɔ lububu kaba futse flee, ade kɔvɔlabi ayakɛna fɔtsɔɛ nɛ koe tɛnanɛ kamɛ a.”
MAT.13.33	Yesu buki ɛbɔa be lɛgbã bɛbã kĩ, “Ode lɛgãkanyakɔ̃ a la ndɛ oyila fɔtsa kĩ otsole odi pɔtɔ edo nɛ mawɛ fɔwɔda kakɔna ɛlalɛ kamɛ kɛnawo kĩ mawɛ a flee vuya.”
MAT.13.34	Yesu bi bati kɔdabu a fɔlɛtsa kĩĩ flee nɛ fɔgbã kamɛ, ade yaálɛ fɔlɛtsa fudima ntɛ nnɛ́ nɛ fɔgbã kamɛ. 
MAT.13.35	Ɛkɛna fukĩĩ kĩ Baguma onukpɛ̃ ɔnyɛnɛ fɔlɛtsa a fɔya nɛ foe kamɛ kĩ,
MAT.13.35	“Maalɛ kɔdzɛla nɛ fɔgbã kamɛ,
MAT.13.35	ade maanyɛ fɔtsa a kĩ bɛkɔa bɛkɔla kito anɛ
MAT.13.35	katinya kayɔkayi a ntsa a.”
MAT.13.36	Kĩ Yesu nyɛ bati kɔdabu a osi a, ɛya nɛ kɔla kamɛ ade ye fɔtsa bakɔlɛnɛ a ya nɛ ye sɛkɛ̃ bɛyavia ye kĩ, “Nyɛ lɛgbã a kĩ ɔbɔa nɛ tuwĩ wuluwulu nɛ kamɔnɛ kamɛ a kayɔ katsa boe.”
MAT.13.37	Yesu kpa mbuayɛ kĩ, “Oti a kĩ edu fudutsa wĩ a nyɛ Otidziwa Obi a. 
MAT.13.38	Kɔba a nyɛ katinya kamɛ, fudutsa wĩ a nyɛ bikĩ bɛnyɛ ode lɛgãkanyakɔ̃ a bade, ade tuwĩ a lɛmɛ nyɛ bikĩ bɛnyɛ Okesĩnɛ a bade a. 
MAT.13.39	Okesĩnɛ a kĩ ɛsã tuwĩ a nyɛ Abonsam. Fudutsa kakpɔta a nyɛ katinya kamɛ kawũna lɔkɔ, ade fudutsa bakpɔtanɛ a nyɛ ode fɔtɔ banyanɛ a.
MAT.13.40	“Ndɛ ayekĩ bakpɔta tuwĩ kapila te a, ade aye fɔ́ana nɛ katinya kawũna lɔkɔ a. 
MAT.13.41	Otidziwa Obi a aado ye ode fɔtɔ banyanɛ bɛyaakpɔta be a kĩ bɛfɔ̃ bati kɛna tɔkpa mɔ be a kĩ bɛkɛna tɔkpa a flee bɛnɛmɛna nɛ Baguma lɛgã kanyakɔ̃ a kamɛ. 
MAT.13.42	Baata be bido nɛ fi luwotu kamɛ, ade awã baabe bɛba adɔ̃ a. 
MAT.13.43	Baguma bade a kɔ̃ akũ aakpalɛ ndɛ suwa aye nɛ be Ɔlɛga lɛgãkanyakɔ̃ a kamɛ. Oti a kĩ edeĩ sɔtɔ ni, etse!
MAT.13.44	“Ode lɛgã kanyakɔ̃ a la ndɛ akũ kana fɔtsa fudi kĩ bɛkɔa bɛkɔla nɛ kɔba kamɛ. Oti odi nake foe, ɛdani ɛkɔla foe. Ɛmɔ́ kawɔlɛ paa, foesũ ɛnanɔ lɛtsa nyɛ lɛtsa kĩ edeĩ a emuniki ɛnaya kɔba a.”
MAT.13.45	Yesu buki ɛlɛ kĩ, “Ode lɛgãkanyakɔ̃ a la ndɛ kɔyaatɔ ɔnyanɛ odi kĩ ɛtsɛ̃ yawɛ fulitsa babi wĩ. 
MAT.13.46	Kĩ ɛnatsɛlamɔ lidi kĩ lideĩ kɔya paa a, ɛnanɔ fɔtsa a kĩ edeĩ a flee ɛkɔa ɛya fulitsa libi a.
MAT.13.47	“Ode lɛgãkanyakɔ̃ a buki lɛla ndɛ asau kĩ bɛta bido nɛ mpo kamɛ bɛnyɛ kɔfɔabi ahɔlɔ ahɔlɔ pii. 
MAT.13.48	Kĩ asau a yi mɔ kɔfɔabi a, bɛvɛlɛ ye bɛyamɛna nɛ mpo abuĩ, bidzi bɛsa kɔfɔabi a kamɛ. Bɛkɔa kɔfɔabi wĩ a biko nɛ fɔwɔda kamɛ ade bɛtalɛ kɔkpa a biwula a. 
MAT.13.49	Ade aye fɔ́ana nɛ katinya kawũna lɔkɔ a. Ode fɔtɔ banyanɛ a aayasa bati kpa bɛnyɛ nɛ bati wĩ kamɛ, 
MAT.13.50	ade baata be bido nɛ fi luwotu kamɛ, awã kĩ baabe bɛba adɔ̃ a.”
MAT.13.51	Yesu via be kĩ, “Minu fɔlɛtsa kĩĩ flee kayɔ?”
MAT.13.51	Bitunɔ kĩ, “Oo.”
MAT.13.52	Foesũ ebi be kĩ, “Fukĩĩ atsa kĩ mbla ɔtsanɛ odi nyɛ odi kĩ ɛdani ɛkɛna fɔtsa ɔkɔlɛnɛ nɛ ode lɛgãkanyakɔ̃ a akũ la ndɛ ɔtɔlate odi kĩ yanyɛ fɔtsa vɔɛ̃ mɔ fɔkɔɛ kanya katomɛna ye fɔtsa kakɔlakɔ̃.”
MAT.13.53	Kĩ Yesu bɔa fɔgbã kĩĩ eyua a, ɛdzakũ nɛ awã, 
MAT.13.54	ɛnaa ye mɔawɛ ɔmatɔ kamɛ, ɛnatsa fɔtsa nɛ be katsɛnakɔ̃ a. Bati a kĩ binu ye fɔtsa katsa a kɛna saa, ade bivia akũ kĩ, “Ndia ɛkɔlɛ kadikanyi kĩĩ etomɛna? Ndia awãwã fɔtsa a lɛmɛ to? 
MAT.13.55	Nnɛ́ ye nyɛ titse fɔtsa ɔmɛnɛ obi a mbɔɛɛ? Nnɛ́ ɔma nyɛ Maria, ade nnɛ́ bawaɛ̃nyole nyɛ Yakobo, Yosef, Simon mɔ Yuda a? 
MAT.13.56	Nnɛ́ bawaɛ̃tsole lɛmɛ deĩ nɛ boe kamɛ nɛ awĩ a? Ndia etomɛna fɔtsa kĩĩ bamɛ flee?” 
MAT.13.57	Ade ɛdani oti kĩ ye akũ ado be kalɔkpa a.
MAT.13.57	Yesu bi be kĩ, “Baguma onukpɛ̃ ɔnyɛnɛ deĩ obu nɛ kakɔ nyɛ kakɔ mbɔɛntɛ nɛ ye mɔawɛ ɔmatɔ mɔ ye kɔla bati kamɛ mɔ ɛlá obu.”
MAT.13.58	Ayekĩ bɛtátɛ bido sũ ni, Yesu tákɛna awãwã fɔtsa pii nɛ awã.
MAT.14.1	Nɛ lɔkɔ a na kamɛ a, Herodes, Galilea tite akũ ɔnyanɛ a, nu Yesu nkã. 
MAT.14.2	Ebi ye banɔkɔɛ̃ a kĩ, “Yohanes Mui Ɔwɔlanɛ a liyidza eto kanɔkpa edzi nkpã, ade foesũ edeĩ kɔbɛ̃ kĩĩ ɛnɛɛ yakɛna awãwã fɔtsa a.”
MAT.14.3	Herodes nya lɔtɔ ɛfɔ̃ bipi Yohanes bisui ye bɛkɔa bido nɛ kɔla. Ɛkɛna fukĩĩ nɛ Herodia, ɔwaɛ̃ Filipo ɔtsɔ̃ sũ. 
MAT.14.4	Lɛtsa a kĩ lɛya nyɛ kĩ Yohanes Mui Ɔwɔlanɛ a bi Herodes kĩ, “Mose mbla a tákpa osi kĩ akɔã Herodia.” 
MAT.14.5	Fɔlɛtsa kĩĩ sũ Herodes wɛ kĩ yakɔ Yohanes, lɛmɛ evila Yudafɔ a kitonɛkĩ babu ye ndɛ Baguma onukpɛ̃ ɔnyɛnɛ aye.
MAT.14.6	Nɛ luwi a kĩ Herodes anya ye lɛmawi a, Herodia obitsole yato nɛ bati a flee anɛ. Ye kuto a lɛ Herodes kadã paa, 
MAT.14.7	foesũ ɛlɔ fubo ɛkpa oyitsɔ̃ a kĩ, “Maakpa nɔ lɛtsa nyɛ lɛtsa kĩ aavia yĩ!”
MAT.14.8	Oyitsɔ̃ a ɔma fɔ̃ ebi Herodes kĩ, “Kɔa Yohanes Mui Ɔwɔlanɛ a lɔlɔ kate nɛ tsensi akũ kakpa yĩ finyaakĩĩ!” 
MAT.14.9	Kalɛ a wo lɛgã a kalɔɛ, lɛmɛ nɛ fubo a kĩ ɛlɔ nɛ obu bati a kĩ ɛvɛ a anɛ sũ ni, ɛkpa osi kĩ bɛkɛna nɛ oyitsɔ̃ a kawɛ akũ. 
MAT.14.10	Foesũ ɛfɔ̃ bɛnatsua Yohanes lɔlɔ nɛ kɔla a kamɛ. 
MAT.14.11	Bite oti lɔlɔ a nɛ tsensi akũ bɛyamɛna, ade bɛkɔa bɛkpa oyitsɔ̃ a, ade ye malo ɛkɔa de ɛma ɔma a. 
MAT.14.12	Yohanes fɔtsa bakɔlɛnɛ a nabɔɛ ɔnɔkpa a bɛnabila, ade bɛnabɔa Yesu amandiɛ a.
MAT.14.13	Kĩ Yesu nu Yohanes fɔlɛtsa kĩĩ a, ewo nɛ ɔkɔlɔ kamɛ ɛdzaku ɛnaa kakɔ kadi kĩ bati lɛláa. Lɛmɛ bati nu ye nkã, foesũ bɛtsã abɔa bito be tɛmatɔ kamɛ bitomɔ ye liti. 
MAT.14.14	Yesu nɛ́ nɛ ɔkɔlɔ a kamɛ, ade kĩ ɛmɔ bati kɔdabu a, be akũ kɔ ye kɔnya, ade ɛtsa be kamɛ basɔnɛ a.
MAT.14.15	Ke olobe a, ye fɔtsa bakɔlɛnɛ a fuã ye, ade bibi ye kĩ, “Kade dɔ kiyua ade awĩ táfuã ɔmatɔ kamɛ a, foesũ fɔnɛ bati a awɛ bɛdzakũ bɛnaa tukula kamɛ bɛnaaya funitsã bɛnya.”
MAT.14.16	Yesu kpa be mbuayɛ kĩ, “Fɔtásĩ kĩ badzakũ. Mi mɔawɛ a mikpa be litsedi bɛnya!”
MAT.14.17	Fɔtsa bakɔlɛnɛ a kpa mbuayɛ kĩ, “Abodoo fɔbɔ elo mɔ kɔfɔabi nviã pɛ bɔnɛɛ nɛ awĩ.”
MAT.14.18	Ade Yesu bi be kĩ, “Mikɔa foe mima yĩ nɛ awĩ.” 
MAT.14.19	Ɛfɔ̃ bati a flee dzi nɛ tuwĩ akũ nɛ awã, ade ɛbɔɛ abodoo elo mɔ kɔfɔabi nviã a, ɛdã ode, ehila foe. Ke liti a, ɛyɛlɛ abodoo a, ɛkɔa ɛkpa ye fɔtsa bakɔlɛnɛ a, ade be bɛsɛ̃ bɛkpa bati a. 
MAT.14.20	Odi nyɛ odi nya ewĩ. Ke liti a, ye fɔtsa bakɔlɛnɛ a fila fuwuliwa a kĩ fute a biyula tɛtsɛtsɛ ewua-nviã. 
MAT.14.21	Bati a kĩ bɛnya funitsã a lidede aawo banyole mpim elo, kĩ bɛtákã batsole mɔ babisɛ̃ bido nɛ be kamɛ.
MAT.14.22	Yesu fɔ̃ ye fɔtsa bakɔlɛnɛ a wo nɛ ɔkɔlɔ kamɛ kĩ binyina bɛnaa ɔwɔ lutubu baũ sɛkɛ sitide a, lɔkɔa ɛnyɛ bati a osi. 
MAT.14.23	Kĩ ɛnyɛ bati a osi eyua a, ede ɛnaa ɔtɔ akũ ye odi kĩ yanaabɔa mpaɛ. Kĩ kade dɔ a Yesu odi lite nɛ awã. 
MAT.14.24	Nɛ lɔkɔ a na kamɛ a, ɔkɔlɔ a naa mɔ lugo flee ade mpo akũ ɔwɛ kabɔa ye kato katɛ̃mɛna, kitonɛkĩ ɔwɛ mɔ ɔsĩ kavũ katsɛlamɔ ye.
MAT.14.25	Odenyinawi tɔdɔũ ɛlalɛ kamɛ a, Yesu tsɛ̃ nɛ mui anɛ yaya nɛ ye fɔtsa bakɔlɛnɛ a sɛkɛ̃. 
MAT.14.26	Kĩ bɛmɔ́ ye ɛtsɛ̃ nɛ mui anɛ a, fute bɔɛ be bɛlɛ kĩ, “Ɔnɔkpa yanɛ!” ade bɛbɔa fɔwɔla kɔɔba mɔ libe a.
MAT.14.27	Deedimɔapɛ Yesu lɛmɔ be kɔdzɛla kĩ, “Mi ɔwɔlɛ ɛka edzi. Yĩ manɛ. Mitavila!”
MAT.14.28	Ade Petro lɛ kĩ, “Boe Ɔlate, ntɛ nuwĩ nɔ anɛ ni, fɔ̃ ntsã mui a anɛ ĩya nɛ nɔ sɛkɛ̃.”
MAT.14.29	Yesu bi ye kĩ, “Ya!”
MAT.14.29	Ade Petro nɛ́ nɛ ɔkɔlɔ a kamɛ ɛtsã mui anɛ yanaa Yesu sɛkɛ̃ a. 
MAT.14.30	Lɛmɛ kĩ ɛmɔ́ ayekĩ ɔwɛ lamɔ kavũ kɔɔba a, libe wo ye ade edo kayɛla awɛ nɛ mui a kamɛ a. Adeke ɛbɔa fɔwɔla kĩ, “Boe Ɔlate, tɛ yĩ!”
MAT.14.31	Deedimɔapɛ Yesu yo awɛ epi ye nɛ kɔkpɔ, ɛlɛ kĩ, “Nɔ katɛkado adã kabii. Nde sũ ɔtɛ atsindze?”
MAT.14.32	Kĩ be nviã a biwo nɛ ɔkɔlɔ a kamɛ a ɔwɛ a fɔ̃ kavũ. 
MAT.14.33	Fɔtsa bakɔlɛnɛ nɛ ɔkɔlɔ a kamɛ a ke aduli bisum Yesu, ade bɛlɛ kĩ, “Nuwĩnuwĩ Baguma Obi anɛ!”
MAT.14.34	Kĩ binyina ɔwɔ lutubu baũ a, bɛyaduma nɛ Genezaret tite akũ. 
MAT.14.35	Awã bati mɔ́ Yesu biyi ɔsũ, foesũ bɛnakpã basɔnɛ nɛ kayite a flee bɛyamɛna nɛ ye sɛkɛ̃. 
MAT.14.36	Bike ye aduli kĩ efɔ̃ basɔnɛ a bɛta ye atadiɛ atɔ odi pɛ. Ade bati a kĩ bɛta ye a flee akũ de ɔsĩ a.
MAT.15.1	Ade Farisifɔ mɔ mbla batsanɛ badi to Yerusalem bɛya nɛ Yesu sɛkɛ̃ bivia ye kĩ, 
MAT.15.2	“Nde sũ nɔ fɔtsa bakɔlɛnɛ a lákɛna nɛ fɔtsa katsa a kĩ boe bawanyɔ kɔa biyi boe a akũ? Baávɔlɛ awɛ nɛ osi wĩ akũ fɔmɔ banya!”
MAT.15.3	Yesu lɛmɛ via be kĩ, “Nde sũ mi malo miafum Baguma mbla mɔ miakɛna nɛ miawɛ fɔtsa katsa a akũ? 
MAT.15.4	Mbɔɛɛ Baguma tálɛ kĩ, ‘Bu aga mɔ ama,’ ebuki ɛlɛ kĩ, ‘Odi nyɛ odi kĩ edumu ɔlɛga ĩye ɔma ni, kɛnɛ kĩ bɛkɔ ye’? 
MAT.15.5	Lɛmɛ mi kɔ̃ miatsa fɔtsa kĩ ntɛ odi deĩ fɔtsa fudi kĩ yaapuli ɛkɔa ebumɔ ɔlɛga ĩye ɔma, mɔ ɛlɛ kĩ, ‘Nkɔa foe nkpa Baguma’ ni, 
MAT.15.6	fɔtábuki fusĩ kĩ oti a abu ɔlɛga ĩye ɔma. Nɛ osi kĩĩ akũ mitábu Baguma mbla ayekĩ míatomɔ mi bawanyɔ fɔtsa katsa a sũ. 
MAT.15.7	Mi anɛ kamɛ kɛkɛ fɔtsa bakɛnanɛ! Fɔlɛtsa a kĩ Baguma Onukpɛ̃ Ɔnyɛnɛ Yesaya lɛ nɛ mi akũ a ya nɛ foe kamɛ nuwĩ. 
MAT.15.8	Baguma lɛ kĩ,
MAT.15.8	‘Ɔmaĩ kĩĩ asum yĩ mɔ onukpɛ̃ kamɛ fɔlɛtsa mɛnɛmɛnɛ,
MAT.15.8	lɛmɛ be tɔwɔlɛ deĩ mɔ lugo nɛ yĩ sɛkɛ̃.
MAT.15.9	Pupulidza basum yĩ,
MAT.15.9	kitonɛkĩ batidziwa mbla batsa
MAT.15.9	nɛ Baguma mbla a kadokɔ̃!’ ”
MAT.15.10	Ade Yesu vɛ bati kɔdabu a ɛkpɔta nɛ ye sɛkɛ̃ ebi be kĩ, “Mitse lɔkɔa minu fɔlɛtsa kayɔ! 
MAT.15.11	Nnɛ́ lɛtsa kĩ lawo nɛ oti onukpɛ̃ kamɛ a ado ye efĩĩ, mbom lɛtsa a kĩ lanɛ kato ye onukpɛ̃ kamɛ a, ado ye efĩĩ.”
MAT.15.12	Adeke ye fɔtsa bakɔlɛnɛ a ya nɛ ye sɛkɛ̃ bɛyabi ye kĩ, “Onyina kĩ fɔlɛtsa a kĩ ɔlɛ a wo Farisifɔ a kalɔɛ?”
MAT.15.13	Yesu kpa be mbuayɛ kĩ, “Kutse nyɛ kutse kĩ nnɛ́ Nda nɛ ode lidu ni, baabɔlɛ koe bimuni. 
MAT.15.14	Foesũ mifɔnɛ be awɛ. Bɛnyɛ banɛkunɛ kĩ bakpã banɛkunɛ, ade ntɛ ɔnɛkunɛ akpã ɔnɛkunɛ ni, be nviã a flee baatɔ nɛ lɛkɛ kamɛ.”
MAT.15.15	Petro bi ye kĩ, “Nyɛ lɛgbã kĩĩ kayɔ katsa boe.”
MAT.15.16	Yesu bi be kĩ, “Mbɔɛɛ mi malo bati kĩ baánu fɔlɛtsa kayɔ mibuki mianɛ? 
MAT.15.17	Mitánu foe kayɔ kĩ lɛtsa nyɛ lɛtsa kĩ lawo nɛ oti onukpɛ̃ kamɛ a kanaa ye lupu kamɛ, ke liti yanaanyɛ nɛ kɔbɔa kayo kamɛ? 
MAT.15.18	Lɛmɛ fɔtsa a kĩ fɔanɛ kato oti onukpɛ̃ a, ato ye ɔwɔlɛ kamɛ ade foe ado oti efĩĩ a. 
MAT.15.19	Kitonɛkĩ oti ɔwɔlɛ kamɛ adzuni kpa, oti kakɔ, adɔpaa kabɔa, bayitsɔ̃ mɔ bapopo kawa katɛ̃, kaye, fɔvã adansiɛ kadi, mɔ bati buĩ kanyɛ anɛ kato. 
MAT.15.20	Ade fɔtsa kĩĩ bamɛ ado oti efĩĩ a, lɛmɛ kĩ ɔkɔa awɛ kĩ ɔtávɔlɛ anya ndɛ ayekĩ Farisifɔ atsa a, ládo oti efĩĩ.”
MAT.15.21	Yesu dzakũ nɛ awã ɛnaa kayite a kĩ kifuã Tiro mɔ Sidon tɛmatɔ kpale a kamɛ. 
MAT.15.22	Awã naa, Kanan otsole odi kĩ edzi nɛ kayite a na ya nɛ Yesu sɛkɛ̃ mɔ fɔwɔla kĩ, “Boe Ɔlate, Dawid Obi, mɔ yĩ kɔnya! Yĩ obitsole lamɛna lubo kamɔ mɔ ɔsĩ mɔ ɔsĩ nɛ hũhũ kpa awɛ kamɛ!”
MAT.15.23	Lɛmɛ Yesu tálɛ kadima. Ye fɔtsa bakɔlɛnɛ a nake ye aduli bɛlɛ kĩ, “Blɔmɛna ye ɛdzakũ, kitonɛkĩ etomɔ boe mɔ fɔwɔla!”
MAT.15.24	Yesu kpa mbuayɛ kĩ, “Baveli a kĩ bɛyɛla nɛ Israelfɔ kamɛ odi sɛkɛ̃ bido yĩ.”
MAT.15.25	Lɛmɛ otsole a yatɔ nɛ Yesu abɔa kamɛ ɛlɛ kĩ, “Boe Ɔlate, bumɔ yĩ!”
MAT.15.26	Yesu kpa ye mbuayɛ kĩ, “Fɔnɛ́nɛ kĩ bata babisɛ̃ funitsã biko bakpete.”
MAT.15.27	Otsole a kpa mbuayɛ kĩ, “Boe Ɔlate, fudeĩ lɔmɔ kɔ̃, lɛmɛ bakpete a malo anya funitsã wuliwa a kĩ futo be ɔlate opunu akũ fɔtɔ a.”
MAT.15.28	Kĩ Yesu nu foe a, ɛkpa ye mbuayɛ kĩ, “O, boe ɔma, nɔ katɛkado pɔnɛ! Lɛtsa a kĩ awɛ a lɛya lɛkpa nɔ.” Nɛ lɔkɔ a na kamɛ pɛpɛɛpɛ a obitsole a akũ de ɔsĩ.
MAT.15.29	Yesu dzakũ nɛ awã ɛtsã Galilea ɔwɔ lutubu baũ a abuĩ. Ede ɛnaa katɔbii kadi akũ ade ɛkɛna akũ edzi a. 
MAT.15.30	Ade bati kɔdabu baũ kpã abafã amɛ, banɛkunɛ, bamumu, mɔ basɔnɛ bɛbã pii bɛyamɛna nɛ ye sɛkɛ̃ a. Bɛkɔa be biko nɛ ye anɛ kamɛ ade ɛtsa be a. 
MAT.15.31	Kĩ bati kɔdabu a mɔ́ kĩ bamumu kalɛ kɔdzɛla, abafã amɛ kayidza katsã, bikĩ bɛnɛ lɛkpɛ̃ akũ dani fuyo, banɛkunɛ kamɔ fɔkɔ a, fɔkɛna be wãwã, ade bimu Israel Baguma a.
MAT.15.32	Yesu vɛ ye fɔtsa bakɔlɛnɛ a bɛya nɛ ye sɛkɛ̃ ade ebi be kĩ, “Bati kĩĩ akũ akɔ yĩ kɔnya, kitonɛkĩ bɛna nɛ yĩ sɛkɛ̃ fuwi ɛlalɛ flee, lɛmɛ bɛlá lɛtsama kĩ banya. Ntáwɛ kĩ manyɛ be osi bɛnaa mɔ kɔlɛ, anɛ lɛnaasinya be nɛ osi.”
MAT.15.33	Ye fɔtsa bakɔlɛnɛ a via ye kĩ, “Nɛ ndia bɔ́ana funitsã nɛ kɔsa kamɛ nɛ awĩ kĩ fɔ́ato bati kɔdabu kĩĩ odu bɛnya?”
MAT.15.34	Yesu via be kĩ, “Abodoo eni minɛɛ?”
MAT.15.34	Bibi ye kĩ, “Abodoo evũkɔnɔ mɔ kɔfɔabi wuluwulu sukuloo deĩ.”
MAT.15.35	Ade Yesu fɔ̃ bati kɔdabu a kɛna akũ bidzi nɛ tite a. 
MAT.15.36	Ade kĩ ɛbɔɛ abodoo evũkɔnɔ mɔ kɔfɔabi a ɛnyɛ Baguma kɔlɛ a, ebulibuli ye mɔ koe ɛkɔa ɛkpa ye fɔtsa bakɔlɛnɛ a, ade be malo bɛsɛ̃ bɛkpa bati a. 
MAT.15.37	Be flee bɛnya biwĩ. Kĩ fɔtsa bakɔlɛnɛ a fila fuwuliwa a kĩ fute a, fuyi tɛtsɛtsɛ evũkɔnɔ. 
MAT.15.38	Bati a kĩ bɛnya funitsã a nyɛ banyole mpim ɛna, kĩ bɛtákã batsole mɔ babisɛ̃ bibu. 
MAT.15.39	Ke liti a, Yesu nyɛ bati a osi ade edzi ɔkɔlɔ ɛnaa Magadan amantam kamɛ a.
MAT.16.1	Farisifɔ mɔ Zadukifɔ badi kĩ bɛya nɛ Yesu sɛkɛ̃ a wɛ kĩ basɔ ye bɛdã, foesũ bivia ye kĩ ɛkɛna awãwã fɔtsa kĩ futo ode ɛtsa be.
MAT.16.2	Lɛmɛ Yesu kpa mbuayɛ kĩ, “Ntɛ suwa anaa katomukɔ̃ a, mialɛ kĩ, ‘Fɔkɔ aakpalɛ kunya, kitonɛkĩ odetɔ́ kamɛ yɔɔlɛ.’ 
MAT.16.3	Ade ayea ɔnɔnɛ lɛmɛ mialɛ kĩ, ‘Nviã oni aako kitonɛkĩ odetɔ́ kamɛ yɔɔlɛ fɔkɔ lɛmɛ kɛna tũũ.’ Miayi anɛ kadã odetɔ́ kamɛ kapuli kalɛ ayekĩ fɔkɔ aana, lɛmɛ miápuli minyi nviã nsɛntsɛlɛni a kĩ yaaya a kayɔ. 
MAT.16.4	Nviã babi kpa kĩ binyína Baguma! Miavia yĩ awãwã fɔtsa? Oowo! Bɛláakpa mi awãwã fɔtsa fudima kɛba Yona fude a.”
MAT.16.4	Ade ke ɛdzakũ ɛfɔnɛ be a.
MAT.16.5	Kĩ fɔtsa bakɔlɛnɛ a nyina ɔwɔ lutubu baũ bɛnaa sɛkɛ sitide a, bɛyate anɛ kĩ bɛtábɔɛ abodoo adima bɛlɛ. 
MAT.16.6	Yesu bi be kĩ, “Mite anɛ, midã kadã wĩ nɛ Farisifɔ mɔ Zadukifɔ fuyilatsa a akũ.”
MAT.16.7	Ade bido kalɛ nɛ be nɛɛnɛɛ kamɛ kĩ, “Ayekĩ bɔtábɔɛ abodoo adima bɔlɛ sũ mɔ ɛlɛ foe.”
MAT.16.8	Yesu nyi lɛtsa a kĩ bɛkalɛ a foesũ evia be kĩ, “Nde sũ mialɔmɛna nɛ abodoo katabɔɛ akũ? Mi katɛkado adã kabii! 
MAT.16.9	Foesũ mitámɔ miyi ɔsũ tɔ̃? Mitáte anɛ kĩ nsɛ̃ abodoo elo nkpa bati mpim elo bɛnya a? Tɛtsɛtsɛ eni kamɛ mifila fuwuliwa a miyula? 
MAT.16.10	Litsa mialɛ nɛ abodoo evũkɔnɔ a kĩ nsɛ̃ nkpa banyole mpim ɛna bɛnya a akũ? Tɛtsɛtsɛ eni kamɛ miko fukĩ fute a? 
MAT.16.11	Nde sũ mɔ miámɔ kĩ nnɛ́ abodoo fɔlɛtsa nlamɛna mi kabi? Midã kadã wĩ nɛ Farisifɔ mɔ Zadukifɔ fuyilatsa akũ!” 
MAT.16.12	Ade finyaa fɔmɔ fɔtsa bakɔlɛnɛ a yanu foe kayɔ kĩ nnɛ́ fuyilatsa a kĩ bakɔa kado nɛ mawɛ kamɛ a akũ yadɛ be, mbom kadɛ ɛdɛ be nɛ Farisifɔ mɔ Zadukifɔ fɔtsa katsa a akũ.
MAT.16.13	Kĩ Yesu wo kakɔ a kĩ kifuã Kaisarea Filipi ɔmatɔ a, evia ye fɔtsa bakɔlɛnɛ a kĩ, “Owei bati alɛ kĩ Otidziwa Obi a anɛ?”
MAT.16.14	Bɛkpa mbuayɛ kĩ, “Badi alɛ kĩ Yohanes Mui Ɔwɔlanɛ a anɛ. Babɛbã alɛ kĩ Eliya, ade badi lɛmɛ alɛ kĩ Yeremia ĩye Baguma onukpɛ̃ banyɛnɛ a kamɛ ɔmɔa anɛ.”
MAT.16.15	Yesu via be kĩ, “Adeke mi malo, owei mialɛ kĩ ye manɛ?”
