MAT.1.1	Gɛ́ ŋwɛ mabɔ ukwéne antɛ Jisɔs Kras mpyáne mfwa Dɛvid, Dɛvid mpyáne Abraham. 
MRK.9.45+MRK.9.46	Ne mbɔgé geká jyɛ ne gétene wɔ nnó ɔkwéné mabɛ́ Ɛsɔwɔ, sɔ́ geji ɔfómé, ɛ́lú galɔ́gálɔ́ nnó ɔkpɛ né geŋwá geká géma ɛpwɔ nnó ɔkpɛ uka upea né ntoné mewɛ ɛwé ɛ́lá nómégé ne bɔ dámmwɔ́lé bií ntó ala gboó. 
MRK.9.47	Ne mbɔgé dambɔɔ́nnyi wyɛ atene wɔ nnó ɔkwéné mabɛ́ Ɛsɔwɔ, pwɔ́lé ji ɔfómé, ɛ́lú galɔ́gálɔ́ nnó ɔkpɛ né gefwa ɛyigé Ɛsɔwɔ ágbárege gechúchúle ne nnó ɔkpɛ né ntoné mewɛ ɛwé ɛ́lá nómégé ne amɛ́ ápeá. 
MRK.9.48	‘Mbaá yi bɔ dámmwɔ́lé bí álá gboó, ne mewɛ ɛwu ntó ɛla nomege.’
MRK.9.49	“Yɛ́ndémuú awuú nyɛ mewɛ né menyammyɛ wuú wyɛ nkane muú áchwarege mega né menyɛɛ́ nnó ɛ́kágé áchɔɔ́.
MRK.9.50	“Mega ɛ́lú genó gelɔ́gélɔ́, ne mbɔgé mega ɛ́lá pɔ́ sé ne ugɔ bií, ápyɛɛ́ mbɔ nnó ne ɛwu ɛma ɛgɔɔ́?
MRK.9.50	“Ɛwéna ɛ́lɛré nnó ɛnyú débɛ́ ɛké mega, dényɛgé nesɔ ne atɛ.”
MRK.10.1	Ɛfɛɛ́ Jisɔs alyaá Kapɛnum, afɛ́ né gebagé mewaá Judiya, achyaá ɛbɛɛ́ Jodan. Ndɛre akwɔné ɛ́wu, gejámégé bɔɔ́ áma chwɔ́ nɔ ji mme ne alɔ mánlɛré ɛbwɔ́ nkane ji apyɛ mɛ́ yɛ́ndégébé.
MRK.10.2	Bɔɔ́ Farasi fɔ áfɛ́ ɛta wuú mammua ji, ágií ji áké, “Nnó ɛbɛ́ ɛsé ɛkamé nnó mende awá neba ne mendée wuú?”
MRK.10.3	Jisɔs ashuú ɛbwɔ́ meko aké, “Ɛbɛ ɛwé Mosis achyɛ́ ɛnyú gétúgé neba ɛjɔɔ́ nnó?”
MRK.10.4	Ɛbwɔ́ áshuú meko áké, “Mosis abɔ agaré ɛsé nnó mende akáge chyɛɛ́ mendée wuú mekpo ŋwɛ manlɛre nnó awá neba ne akage lyaá ji.”
MRK.10.5	Ne Jisɔs ajɔɔ́ ne ɛbwɔ́ aké, “Ɛlé gétúgé mekpo meto nyú ne ɛpyɛ Mosis achyɛɛ́ ɛnyú ɛbɛ́ ɛwéna. 
MRK.10.6	Tɛ ula ulɔɔ́ ɛbi Ɛsɔwɔ alɔɔ́ mankwyɛ mme, akwyɛɛ́ ɛbwɔ́, mende ne mendée. 
MRK.10.7	Getú ɛyigé na mende alyage mmá wuú ne ntɛ wuú, afɛ́ acho mmyɛ ne mendée wuú, 
MRK.10.8	ɛbwɔ́ ápea ákwé muú ama. Ɛbwɔ́ ápɔ́ sé bɔɔ́ ápeá nana, ála muú ama. 
MRK.10.9	Ndɛre ɛlúmbɔ, bɔɔ́ abi Ɛsɔwɔ áchomé chónchó né neba ɛ́kágé muú akya nnó atyáa.”
MRK.10.10	Jisɔs ne baá utɔɔ́ bií ákérégé mmu, ɛwyage baá utɔɔ́ bií áma gií ji mechɔ́ nebá ɛwé. 
MRK.10.11	Ajɔɔ́ ne ɛbwɔ́ aké, “Muú yi awáne neba ne mendée wuú, ajyɛ́ bá ayichá, akwé mbɔ lé ulɔ, 
MRK.10.12	ne mendée ayi atanege menɔ wuú neba, ajyɛge ba ayichá, akwé mbɔntó lé ulɔ.”
MRK.10.13	Bií uma bɔɔ́ fɔ ákpa baá bwɔ́ áfɛ mbaá Jisɔs nnó anɛ́ré ɛbwɔ́ amu mmyɛ, ajé ɛbwɔ́. Baá utɔɔ́ bií ágɛ́gé mbɔ, ányá ɛbwɔ́. 
MRK.10.14	Yɛ́mbɔ Jisɔs agɛ́gé mbɔ, metɔɔ́ ɛ́sɔ́ ji ajɔɔ́ ne ɛbwɔ́ aké, “Lyáge ambánékɔ́ áchwɔ́ ɛta wa, ɛkagé dégbɛ́ ɛbwɔ́ néndé gefwa ɛyigé Ɛsɔwɔ ágbárege gelú ɛyigé bɔɔ́ abi álu ndɛre baá bina. 
MRK.10.15	Gɔge me ngare ɛnyú wáwálé nnó muú yi álá kamé nnó Ɛsɔwɔ ábɛ́ mfwa wuú nkane mamane kɔɔ́ wɔ́, akpɛ́né fɔ́ né gefwa jií.” 
MRK.10.16	Ɛfɛɛ́ Jisɔs akpa baá bimbɔ ama ama né uwyaá, anɛre ɛbwɔ́ amu mmyɛ ajé ɛbwɔ́.
MRK.10.17	Jisɔs alɔ mánjyɛ nekɛ, ndɛre ájyɛ́ mendefɔ alomé gatɛle achwɔ́ kwé ji uká aké, “Ménlɛré melɔ́mélɔ́, mpyɛɛ́ nnó ne mbɔ́ geŋwá ɛyi gélágé byɛɛ́?”
MRK.10.18	Jisɔs ashuú ji meko aké, “Ulannó ɔkuú me muú melɔ́mélɔ́? Yɛ́ muú ayi alɔ́mé metɔɔ́ apɔ́, ɛkosé Ɛsɔwɔ mbií ne alu melɔ́mélɔ́. 
MRK.10.19	Pɔ́ ɔkage mabɛ́ Ɛsɔwɔ ayi áke, ‘Ɛkagé ɔwá muú, ɛkagé ɔkwé ulɔ, ɔjogé ɛjo, ɛkagé ɔ́tɛ́né ntɛ́sɛ́ gebyɔ́. Ɔnyɛgé manwaá, nógé ntɛ wyɛɛ́ ne mmá wyɛɛ́.’”
MRK.10.20	Mende yimbɔ aké, “Ménlɛré nlɔ mambélé mabɛ́ yina mako tɛ dembáné ta.”
MRK.10.21	Ájɔ́gémbɔ, Jisɔs apɛ ji domée ne gejeé aké, “Ɛla wɔ genó géma. Chó kpó unó byɛ́ uko, ɔchyɛ ŋka yimbɔ mbaá bɔɔ́ gekpo, ɔbɛɛ́ nyɛ ne gefwa né mfaánebuú, ɔchwɔ́ ɔkwɔlé me.” 
MRK.10.22	Mende yina awugé mechɔ́ ɛwé Jisɔs ajɔɔ́ apwa, alyaá afɛ́ meshwɛmeshwɛ ne mesómé néndé ji awyaá gefwa dɔɔ́.
MRK.10.23	Jisɔs abwɔlé mmyɛ apɛ baá utɔɔ́ bií aké, “Ɛ́jweré ne muú ŋka akpɛ né gefwagé Ɛsɔwɔ.”
MRK.10.24	Baá utɔɔ́ bií áwúgé mbɔ álá mano makpo fuú, yɛ́mbɔ Jisɔs ama jɔɔ́ ne ɛbwɔ́ aké, baá ba ɛjwéré mankpɛ né gefwagé Ɛsɔwɔ! 
MRK.10.25	Ɛ́lú wáwá nnó mpɔ mashwɔne áshwá né ɛmbú ábyamé ɛpwɔ nnó muú ŋka akpɛ né gefwagé Ɛsɔwɔ ágbárege.
MRK.10.26	Baá utɔɔ́ bií áwúgémbɔ byɔ ukɔre ɛbwɔ́ mmu ágígé atɛ aké, “Ne ndé muú yi abɔ nyɛ́ geŋwá ɛyi gélágé byɛɛ́?”
MRK.10.27	Jisɔs apɛ ɛbwɔ́ domeé ajɔɔ́ ne ɛbwɔ́ aké, “Unó bi upwɔɔ́ ákwaá mampyɛ, upwɔɔ́ fɔ́ Ɛsɔwɔ, néndé Ɛsɔwɔ akage pyɛ unó uko.”
MRK.10.28	Pita alɔ manjɔɔ́ aké, “Gɛ́, ɛsé delyaá unó sé uko dékwɔlege wɔ.”
MRK.10.29	Ne Jisɔs ashuú meko aké, “Ngarege ɛnyú wáwálé nnó, yɛ́ndémuú ayi alyaá gepú jií, yɛ́ lé áŋmɛ́ bií abi andée ne abi ande, ammá bií ne antɛ bií, baá bií ne makɔɔ́ jií né gétú ya ne gétúgé abya melɔ́mélɔ́, 
MRK.10.30	Ɛsɔwɔ achyɛge nyɛ ji bɔɔ́ ne gejame unó fa mme yina ɛpwɔ nkane abɔ awyaá, yɛ́ úpú, áŋmɛ́ abi andée ne abi ande, ammá bií ne baá bií ne makɔɔ́ jií ne áchyɛge nyɛ ji ntó gejamégé ɛfwyale né gétú ya. Ne abɔɔ́ nyɛ ntó geŋwá ɛyi gélágé byɛɛ́ né mme ayi áchwɔ́. 
MRK.10.31	Yɛ́mbɔ gejamégé bɔɔ́ abi alú mbɔ mbɛ nana, meso gébé álaá nyɛ meso ne gejamé abi álu mbɔ meso nana ábɛɛ́ nyɛ mbɛ.”
MRK.10.32	Jisɔs ne baá utɔɔ́ bií alyá ákwɔme ájyɛɛ́ né Jɛrosalɛ, Jisɔs alu ɛbwɔ́ mbɛ ne baá utɔɔ́ bií akwe tametame, ɛfɔ ɛpyɛ bɔɔ́ bi akwɔlege ɛbwɔ́. Ne Jisɔs asɛ baá utɔɔ́ bií makpo áfyaneápeá átɛné babá ne alɔ mangaré ɛbwɔ́ unó bi upyɛ nyɛ ne ji, 
MRK.10.33	alɔ mangaré ɛbwɔ́ aké, “Wuúge, ɛsé dékwɔme mbɔ déjyɛɛ́ né Jɛrosalɛ, ɛwu, áfyɛɛ́ nyɛ Maá Ntɛ Mekwaá né amú anɔɔ́ baá ampyɛɛ́ upɛ Ɛsɔwɔ ne ánlɛré mabɛ́ Ɛsɔwɔ. Ɛbwɔ́ ajɔ́gé nyɛ nnó, me nkwɛ mpa, áwá me, ne áfyɛɛ́ nyɛ ji né amú bɔɔ́ abi álá pɔ́ bɔɔ́ Jus. 
MRK.10.34	Ájwyaáge nyɛ ji, ákpóo ji matyɛ mmyɛ, átulé ji ne áwá ji. Yɛ́mbɔ ndɔ́ kpogele ɛ́lɛɛ́ ɛ́kwɔnégé, akwilége nyɛ né negbo.”
MRK.10.35	Jɛmsi ne Jɔn baá Sɛbɛdee áfɛ mbaá Jisɔs áké, “Ménlɛré dekɛlege nnó wɔ ɔpyɛ ɛse genó gefɔ.”
MRK.10.36	Jisɔs agií ɛbwɔ́ nnó, “Ɛnyú dekɛ́lege mpyɛ nyú ndé?”
MRK.10.37	Áshuú ji meko áké, “Ɛse dekɛlege gébégé ɔjwɔlégé né geluɔge ɛnóge, ɔpyɛ ɛsé dejwɔlé ne wɔ, muú ama né ɛgbɛ ɛbwɔnyɛ wyɛ ne ama né ɛgbɛ ɛbwɔbɛ.”
MRK.10.38	Yɛ́mbɔ Jisɔs ajɔɔ́ ne ɛbwɔ́ aké, “Nnó ɛnyú dekage genó ɛyigé degígé mbɔ. Nnó ɛnyú dekage nyú nyɛ ŋkɔ ɛfwyale ayi me nyuú nyɛ? Nnó ɛnyú dekage wɔ nyɛ manaá ɛfwyale ami me nwɔɔ́ nyɛ?”
MRK.10.39	Áshuú ji meko áké, “Ɛse dekage pyɛmbɔ.” Jisɔs ajɔɔ́ ne ɛbwɔ́ aké, “Ɛnyú denyuú nyɛ né ŋkɔ ayi nnyú nyɛ ne dewɔɔ́ nyɛ manaá ɛfwyale ami me nwɔɔ́. 
MRK.10.40	Yɛ́mbɔ, me fɔ́ wɔ njyaá bɔɔ́ bi ájwɔlege né ɛbwɔnyɛ wa ne abi ajwɔlege né ɛbwɔbɛ wɔ́. Malu yimbɔ alú mbaá bɔɔ́ bi abɔ manjwɔlé wyɛɛ́.”
MRK.10.41	Baá utɔɔ́ Jisɔs abi makpo áfya áwúgé genó ɛyigé Jɛmsi ne Jɔn ájɔɔ́ mbɔ, álɔ mansɔ́ matɔɔ́ ne ɛbwɔ́. 
MRK.10.42	Jisɔs akuú ɛbwɔ́ ako ajɔɔ́ ne ɛbwɔ́ aké, Ɛnyú dekaá nnó ákpakpa bɔɔ́ abi álá pɔ́ bɔɔ́ Jus áwyaá utó mampyɛ ne bɔɔ́ bwɔ́ nkane ɛjií ɛbwɔ́. Yɛ́ ákpakpa melɔ áwyaá utó bi ajɔ́ge mechɔ́ ne bɔɔ́ bwɔ́ ɛ́byɛ́. 
MRK.10.43	Ne ɛ́bɛ́gé fɔ́ mbɔ ne ɛnyú. Yɛ́ndémuú nyú ayi akɛ́lege mambɛ muú kpaá abɔ́ mambɛ ménkpané defwɛ́ nyú, 
MRK.10.44	yɛ́ndémuú nyú ayi ákɛ́lege mambɛ menɔmbɛ abɔ mambɛ́ ɛké mefwɛ́ mbaá bɔɔ́ ako. 
MRK.10.45	Pɛge gekpɛkpɛgé muú ndɛre Maá Ntɛ Mekwaá, ji achwɔ́ɔ fɔ́ nnó bɔɔ́ ákpá ji defwɛ́ wɔ́, achwɔ́ lé mánkpá bɔɔ́ defwɛ́ nnó achyɛ gemɛ jií mawené gejámégé bɔɔ́ né gabo.
MRK.10.46	Jisɔs ne baá utɔɔ́ bií akwɔné né Jɛriko. Ndɛre ályaá ajyɛɛ́, gejamégé bɔɔ́ ákwɔ́lege ɛbwɔ́ meso. Muú amɛ nónómé fɔ akamege Batimus maá Timɔs ajwɔ́lé né mapea meti akɔɔ́ dekɔ. 
MRK.10.47	Awúgé nnó Jisɔs ayi Nasarɛt ne akoóge mbɔ alɔ mankalé aké, “Jisɔs mpyáne Dɛvid, gɛ́ me meshwɛ.”
MRK.10.48	Gejamégé bɔɔ́ áweé ji áké jwɔle nyame, yɛ́mbɔ akálege wyɛ kálege ne ɛshyɛ aké, “Mpyáne Dɛvid gɛ me meshwɛ.”
MRK.10.49	Jisɔs awúgé mbɔ atɛné, ajɔɔ́ aké, “kuúge ji achwɔ́.” Ájyɛ kuú ji áké, “Kwilé ka chwɔ́ ɔfɔge, ákuú wɔ.”
MRK.10.50	Muú amɛ nónómé yimbɔ afɛre nkú gefwine wuú aŋmé, anyo akwilé ka ája ji áfɛ́ mbaá Jisɔs.
MRK.10.51	Jisɔs agií ji aké, “Ndé genó wɔ ɔkɛ́lege nnó me mpyɛ ɛta wyɛ́?” Muú amɛ nónómé yimbɔ ashuú meko aké, “Ata, nkɛlege nnó ɔpyɛ́ me ngɛ́né mbaá.”
MRK.10.52	Jisɔs ajɔɔ́ ne ji aké, “Chó mmu gepú jyɛ, metɔɔ́ ɛwé wɔ ɔfyɛɛ́ ne me ɛpyɛ wɔ ɔtoó.”
MRK.10.52	Tɛ́nétɛ́né yimbɔ alɔ mángɛ́né mbaá ne akwɔlege ji.
MRK.11.1	Ndɛre Jisɔs ne baá utɔɔ́ bií álɛ́ kwɔ́kwɔ́lé ne Jɛrosalɛ, ákwɔnégé Bɛtfage ne Bɛtani baá malɔ áyi álú mfaá Mékwɛ́ Olif, atɔ́ baá utɔɔ́ bií makpo ápeá nnó ábɔ́ mbɛ. 
MRK.11.2	Ajɔɔ́ ne ɛbwɔ́ aké, “Chogé né maá melɔ ayi alu mbɔ ɛnyú né mbɛ. Ndɛre dékpɛne wyɛ, dégɛne nyɛ maá géjuŋá ayi áshií muú álú daŋkɛ́ wyɛ. Kaáge, déchwɔ́ ne geji. 
MRK.11.3	Ne mbɔgé muú agigé ɛnyú nnó waá aké dekaá, garege ji nnó, Ata ne akɛ́lege, ne anérégé atɔmé nyɛ gekéré wáwá.”
MRK.11.4	Ájyɛ́gé, ágɛ́ maá géjuŋá yimbɔ ndɛre áshií né mbɛ menombi ɛgbɛ menɔ meti. Álɔ mánkaá geji, 
MRK.11.5	ndɛre ákaágé bɔɔ́ abi álú ɛfɛɛ́ ágií ɛbwɔ́ áké, “Dekaáge géjuŋá yimbɔ ndé?”
MRK.11.6	Baá utɔɔ́ Jisɔs ágaré bɔɔ́ bimbɔ wyɛ nkane Jisɔs abɔ́ ajɔɔ́ gébégé atɔme ɛbwɔ́, ne ályaá ɛbwɔ́ ájyɛ ne geji. 
MRK.11.7	Áchwɔ́gé ne géjuŋá yimbɔ mbaá Jisɔs, áfere mandeé bwɔ́ ágyaá géjuŋá yimbɔ né meso, Jisɔs akwɔ ajwɔlé mfaá. 
MRK.11.8	Gejamégé bɔɔ́ ágyaáge mandeé bwɔ́ né meti nnó géjuŋá yimbɔ gekɛné mfaá, abifɔ ásɔ́rege uwɔ́ mámɛ́ ágyaáge meti ntó. 
MRK.11.9	Ndɛre ajyɛ bɔɔ́ abi álu mbɛ ne abi álu meso ákálege áké, “Matame mábɛ́ ne Ɛsɔwɔ! Mejé ɛbɛ́ ne muú ayi achwɔ́ né mabɔ Ata.” 
MRK.11.10	Mejé ɛbɛ ne gefwage ntɛ sé Dɛvid ɛyi gechwɔɔ́ mbɔ! Matame mábɛ́ ne Ɛsɔwɔ ayi alú né mfaánebuú ɛniné mfaá mfaá!
MRK.11.11	Ndɛre Jisɔs akpɛné né Jɛrosalɛ, ajyɛ kpɛ né mmú ɛcha upɛ Ɛsɔwɔ apɛ yɛ́ndégenó. Ágɛ́gé nnó gébé gekoó, asɛ baá utɔɔ́ bií áfyanéápeá ákeré né melɔ Bɛtani manjyɛ bɛle wyɛ.
MRK.11.12	Bií ujyágé, ndɛre ɛbwɔ́ ályaá Bɛtani ákérégé meso, mesa alɔ mamyɛ ji. 
MRK.11.13	Atɛne tɛtɛ agɛ́ genɔɔ́ fig ne gejámégé bya wyɛ, afɛ́ apɛ nnó agɛne nyɛ gempome fɔ wyɛ. Akwɔ́négé agɛ́ yɛ́ gefɔ́ wɔ́ ɛkosé bya ubíubí néndé gébé ɛyigé unɔɔ́ fig uwɔ́me umpomé gelu gakwáne. 
MRK.11.14	Jisɔs ajɔɔ́ ne genɔɔ́ fig ɛyigembɔ aké, “Tɛ mme abyɛɛ́ muú amage nyɛɛ́ sé gempome jyɛɛ́.” Baá utɔɔ́ bií áwuú genó ɛyigé ji ajɔɔ́.
MRK.11.15	Ɛbwɔ́ ákwɔnégé né Jɛrosalɛ, Jisɔs akpɛ né mmu ɛcha upɛ Ɛsɔwɔ, alɔ mambu bɔɔ́ abi ákpóo ne abi ánáme unó né mmu. Atyá makpókpógélé bɔɔ́ abi ákɛne gesegé maŋka mankwɔré ne malu ujwɔ́lé bɔɔ́ ako abi ákpóo upwine melɔ ɛbi ápyɛ upɛ Ɛsɔwɔ ne ubi. 
MRK.11.16	Ne ama kame sé nnó muú áma kpá genó gese akoó yɛ ne geji né mmu ɛcha upɛ Ɛsɔwɔ wɔ́. 
MRK.11.17	Ne alɔ manlɛre bɔɔ́ aké, “Ása mmu ŋwɛ Ɛsɔwɔ nnó Ɛsɔwɔ aké, ‘Gepú ya ákuú nyɛ geji nnó gepúgé mmyɛmenɛne mbaá umɛ malɔ mako.’? Yɛ́mbɔ ɛnyú débwɔlé géjí gelá melu ɛwé ánjó ábige wyɛɛ́.”
MRK.11.18	Anɔɔ́ baá abi ápyɛɛ́ upɛ Ɛsɔwɔ ne ánlɛré mabɛ́ Ɛsɔwɔ áwúge depɔ tiré Jisɔs apyɛ, álɔ mánkɛle meti nnó áwá ji. Áfɔɔ́ ji gétúgé gejamégé bɔɔ́ álaá meno mekpo fuú né unó bi Ji alɛrege.
MRK.11.19	Nkwale akwɔnege, Jisɔs ne baá utɔɔ́ bií álya melɔ kpaá áfɛ ábɛlé mbaá ayicha.
MRK.11.20	Ne dondo ayi Jisɔs ne baá utɔɔ́ bií ákerege meso, ágɛ genɔɔ́gé fig ɛyi Jisɔs abɔ jɔɔ́ nnó gemage wɔ se umpome nkane gegbó mɛ. 
MRK.11.21	Pita atege genó ɛyigé Jisɔs abɔ ajɔɔ́ ne genɔ́ge fig yimbɔ, ajɔɔ́ ne ji aké, “Ménlɛré, gɛ́ genɔɔ́ ɛyigé ɔ́bɔ́ ɔjɔɔ́ nnó gemage wɔ sé umpome gégbó.”
MRK.11.22	Ne Jisɔs ashuú ɛbwɔ́ meko aké, “Fyɛge matɔɔ́ nyú ne Ɛsɔwɔ. 
MRK.11.23	Ngarege ɛnyú wáwálé nnó, muú ajɔ́ɔge ne mékwɛ́ ɛwéna nnó, ‘Kwilé fa ɔkwéné mmu ɛbɛɛ́ mega,’ ayi ála pɔ́ ne dembyɔ né metɔɔ́ ne akamege nnó genó ɛyigé ji ajɔɔ́ gepyɛɛ́ nyɛ, Ɛsɔwɔ apyɛ wyɛ nkane ji ajɔɔ́. 
MRK.11.24	Ngarege ɛnyú nnó dégíge yɛ́ndégenó né mmyɛmenɛne mbaá Ɛsɔwɔ, kamege nnó désɛ mɛ́ geji, ne gebɛɛ́ nyɛ ɛyigé nyú. 
MRK.11.25	Ne yɛndé gebé ɛnyú deke denɛnemmyɛ, debɔ́ manjinte gabo yi bɔɔ́ ápyɛɛ́ ɛta nyú nnó Ntɛ nyú yi alu né mfaánebuú ajinte gabo awu nyú ntó. 
MRK.11.26	Yɛ́mbɔ dela jinté gabo yi bɔɔ́ ápyɛ ɛtá nyú wɔ́, ntɛ nyú yi alu né mfaánebuú ajígé fɔ́ nte gabo awu nyú.” 
MRK.11.27	Jisɔs ne baá utɔɔ́ bií ákéré meso né Jɛrosalɛ. Ndɛre akwɔ́ne, akpɛ né ɛcha upɛ Ɛsɔwɔ alɔ mankɛ́ne né mmu, anɔɔ́ baá abi ápyɛɛ́ upɛ Ɛsɔwɔ ne ánlɛré mabɛ́ Ɛsɔwɔ chóncho ne ákpakpa melɔ ájyɛ gií ji áké, 
MRK.11.28	“Wɔ ɔpyɛ unó bina ne ndé uto, ne waá achyɛɛ́ wɔ uto ubi?”
MRK.11.29	Jisɔs ashuú ɛbwɔ́ meko aké, “Me ntó nwyaá awa nkwɛ́ mangií ɛnyú, dégarege me, me ntó ngare ɛnyú uto bi me nwyaá ne mpyɛɛ́ unó bina. 
MRK.11.30	Agií ɛbwɔ́ aké, Waá achyɛ Jɔn uto manwyaá bɔɔ́ manaá Ɛsɔwɔ, Ɛsɔwɔ waá akwaá? Shuúge me meko.”
MRK.11.31	Álɔ manyɛ́ge mbeé ne atɛ áké, “Dejɔ́gé mbɔ nyɛ nnó? Ɛ́bɛge dejɔɔ́gé nnó, ‘Ɛlé Ɛsɔwɔ ne achyɛɛ́ Jɔn uto bí,’ agige nyɛ ɛsé aké, ‘ulannó ne delá kamé mekomejɔɔ́ wuú wɔ́?’ 
MRK.11.32	Nnó dejɔɔ́ nnó utó bií utané mbaá ákwaá?” Ákage jɔɔ́ fɔ́ mbɔ gétúgé áfɔɔ́ bɔɔ́ bi álu ɛfɛɛ́ nendé yɛ́ndémuú ajɔɔ́ge nnó Jɔn abɔ́ alu muú ɛkpávé Ɛsɔwɔ wáwálé. 
MRK.11.33	Ɛwéna ɛpyɛ ɛbwɔ́ áshuú Jisɔs meko áké, “Ɛsé dekaá wɔ́”.
MRK.11.33	Jisɔs ashuú ntó ɛbwɔ́ meko aké, “Yɛ́ me ntó ngárégé fɔ́ ɛnyú muú yi achyɛɛ́ me uto ne mpyɛ́ unó bina.”
MRK.12.1	Ɛfɛɛ́ Jisɔs alɔ manto ɛbwɔ́ nekanemejɔɔ́ aké, “Mende fɔ abɔ atɔ́ mekɔɔ́ wuú, apɛ unɔɔ́ ɛbi ákuú vine, ábɔgé umpome bií ápyɛɛ́ mmɔɔ́, anɔ gebame agyaá ɛwú mme, achó ɛmbu, akwyɛɛ́ mbaá ayi áŋámege umpome mampyɛ mmɔɔ́. Atɛne ɛnyɔŋ mbaá ayi muú ájwɔ́lege ábamé mekɔɔ́. Asɛ bɔɔ́ uségé afyɛ́ né mekɔɔ́ ɛwémbɔ. Atane afɛ́ nekɛ né melɔ fɔ. 
MRK.12.2	Gébé gekwɔ́négé ɛyigé ásɔrege umpome ɛbimbɔ, mbɔɔ́ mekɔɔ́ atɔ́ maá defwɛ́ wuú ama nnó áchyɛɛ́ ɛbií unó mbwɛ́ ɛbi utane né mekɔɔ́ ɛwémbɔ. 
MRK.12.3	Yɛ́mbɔ bɔɔ́ uségé bimbɔ áchyɛɛ́ wɔ́, ágbaré maá defwɛ́ yimbɔ átulé, ábú ji akéré amuamu. 
MRK.12.4	Mbɔɔ́ mekɔɔ́ ama tɔ́ maá defwɛ́ ayifɔ, bɔɔ́ bimbɔ ápyɛ ji ntó átulé, ákɛre ji upa mekpo, áchyɛɛ́ ji mekpo genɔɔ́. 
MRK.12.5	Ama kere atɔ́ ayi agbeé makpo alɛɛ́, ji yimbɔ ágbare áwá. Atɔ gejamege abifɔ, átulé abifɔ, áwá abifɔ. 
MRK.12.6	Ɛlá le maá wuú ayi mende ama ayi abɔɔ́ gejeé ne ji dɔɔ́, kwyakwya achwɔ́ fére maá yimbɔ atɔ́, afɛrege nnó áchyɛge nyɛ ji ɛ́nógé. 
MRK.12.7	Yɛ́mbɔ bɔɔ́ uségé bimbɔ ágɛ́gé ji álɔ mánjɔɔ́gé áké ne atɛ, ‘Gɛ́ge menyɛɛ́ geteé mbɔɔ́ mekɔɔ́ na, chwɔ́ge déwá ji, geteé jií gelaá ɛyigé ɛsé.’ 
MRK.12.8	Ápyɛgé maá mbɔɔ́ mekɔɔ́ yimbɔ, áwá, ábwɛɛ́ geŋkwɔ́ áfomé meso gébámé.”
MRK.12.9	Jisɔs ánerege agií ɛbwɔ́ aké, “Ɛnyú defɛré nnó mbɔɔ́ mekɔɔ́ yimbɔ apyɛ nyɛ nnó ne bɔɔ́ uségé bimbɔ? Abɔ́ manchwɔ́ awá bɔɔ́ bimbɔ achyɛɛ́ mekɔɔ́ ɛwémbɔ mbaá bɔɔ́ abicha. 
MRK.12.10	Ɛnyú dejɔɔ́ mɛ né mmu ŋwɛ Ɛsɔwɔ nnó,
MRK.12.10	‘Ntaá ɛniné antɛné upú ashyaá nnó nélɔ́mé,
MRK.12.10	néni ne nélaá menɔ ntaá ayi ágbaré ɛkwɔ gepú.
MRK.12.11	Ata ne apyɛ nnó ɛwú ɛbɛ mbɔ, ne ɛlu gekpɛkpɛ genó né amɛ se.’”
MRK.12.12	Jisɔs ánerege mántó nekanemejɔɔ́ ɛni, ákpakpa bɔɔ́ Jus ákaá nnó ajɔge mbɔ lé ne ɛbwɔ́. Ákɛlé meti mampyɛ ji, yɛ́mbɔ áfɔ́ɔ nyá gejamégé bɔɔ́ abi álú ɛfɛɛ́ ályaá ji áfɛ́.
MRK.12.13	Ɛwyage átɔ bɔɔ́ Farasi fɔ ne ɛkwɔ́ Hɛrɔd nnó ájyɛ ágií Jisɔs gejamégé bɔ nkwɛ́ nnó akwegé nekwené meno, ágbaré ji. 
MRK.12.14	Ájyɛ́gé mbaá Jisɔs ájɔɔ́ ne ji áké, “Ménlɛré ɛsé dékaá nnó ɔlu muú wáwálé. Ɔsɛle yɛ́ndémuú janja, ɔfɔɔ́ fɔ́ amɛ bɔɔ́. Ɔlɛrege bɔɔ́ unó ndɛre Ɛsɔwɔ akɛ́lege wáwálé. Garé ɛsé, nnó ɛbɛ́ se ɛkame nnó déchyɛ́gé ŋkámakpo mbaá mfwa Rom waá déchyɛ́gé? 
MRK.12.15	Nnó déchyɛ waá déchyɛgé?”
MRK.12.15	Yɛ́mbɔ Jisɔs agɛ́ mɛ defyá debwɔ́, agií ɛbwɔ́ aké, “Ndé ɛnyú dépɛ́nege me mataá? Chwɔ́ge me ne sére me nchɛ́re.”
MRK.12.16	Áchwɔ́gé ne ji, agií ɛbwɔ́ aké, “Mekpo wá na ne mabɔ waá na ásamé né ŋka ɛyi?” Áshuú ji meko áké, “Ɛ́lé mekpo mfwa Rom ne mabɔ mií.”
MRK.12.17	Jisɔs agaré ɛbwɔ́ aké, “Chyɛɛ́ge mfwa Rom genó ɛyi gélú ɛjií ne chyɛɛ́ge ntó Ɛsɔwɔ genó ɛyi gélú ɛyi Ɛsɔwɔ.”
MRK.12.17	Áwuúgé meko ayi Jisɔs ashuú ɛbwɔ́ álaá mano mekpo fuú.
