MAT.1.1	Inan binndi kollooji inɗe maamiraaɓe Iisaa Almasiihu, dimaaɗo ley lenyol Daawda, taan Ibrahiima:
MAT.27.39	Yimɓe faltotooɓe ɗoon ɓeen ina njenna mo, ina ndimmba ko'e muɓɓen, 
MAT.27.40	ina mbi'a:
MAT.27.40	—Aan liɓoowo suudu dewal mawndu de nyiɓtoo ndu ley balɗe tati, dannu hoore maa! Si wo a Ɓii Laamɗo, jippa leggal palaangal ngal!
MAT.27.41	Hono noon, hooreeɓe almaami'en e jannginooɓe Tawreeta e mawɓe lenyol ɓeen fuu ina njalnoroo mo, ina mbi'a:
MAT.27.42	—O dannii woɓɓe, de o waawaa dannude hoore makko. Wo o kaananke Israa'iila. Jonle, o jippoo leggal palaangal ngal, faa ngoonɗinen mo. 
MAT.27.43	O halfinii hoore makko Laamɗo. Laamɗo hisina mo joonin si na yiɗi mo. Sabo o wi'ii wo o Ɓii Laamɗo.
MAT.27.44	Yanooɓe tontaaɓe ɗakkol makko ɓeen du ina mbonkoroo mo noon.
MAT.27.45	Gilla hakkunde naange, nimre waɗi e leydi fuu faa wakkati yamnde tati kiiral naange. 
MAT.27.46	Wakkati yamnde tati kiiral naange, Iisaa feekii feekaango toowngo, wi'i:
MAT.27.46	— 
MAT.27.47	Nde woɓɓe dariiɓe toon ɓeen nannoo ɗum ndeen, mbi'i:
MAT.27.47	—Wo annabi Iliyaasa o noddata!
MAT.27.48	Wakkati oon ni, gooto doggi waddowi tekkere, suuwi nde e ndiyam lammuɗam, haɓɓi nde e loosol. De o fonndini hunnduko Iisaa faa muyta. 
MAT.27.49	Ammaa heddiiɓe ɓeen mbi'i:
MAT.27.49	—Yoppu. Ndaaren yalla Iliyaasa waran danna mo.
MAT.27.50	Caggal ɗuum, Iisaa feekii feekaango toowngo katin, de yoofi yonki muuɗum.
MAT.27.51	Wakkati oon, lefol paliingol ley suudu dewal mawndu ngool seekii gilla dow faa ley, laatii taƴe ɗiɗi. Leydi dimmbii, kaaƴe ceekii. 
MAT.27.52	Caabeeje udditii, de seniiɓe maaynooɓe heewɓe iirtii. 
MAT.27.53	Caggal ko Iisaa iirtii ɗuum, ɓe njalti e caabeeje ɗeen, ɓe naati ngalluure seniinde ndeen. Yimɓe heewɓe nji'i ɓe.
MAT.27.54	Sordaasiiɓe doomuɓe Iisaa ɓeen e hooreejo muɓɓen nji'ii no leydi dimmborii e ko waɗi ɗuum fuu. Ɓe kuli sanne, ɓe mbi'i:
MAT.27.54	—Si goonga ni, o wo Ɓii Laamɗo!
MAT.27.55	Rewɓe heewɓe ina ngoni to toowti, ina kaynoo. Wo ɓe jokkunooɓe Iisaa gilla Galili faa ɓe ngollana ɗum. 
MAT.27.56	Mariyama mo Magdala e Mariyama inna Yaakuuba e Yuusufi, kam e inna ɓiɓɓe Jebede ina ngoni hakkunde maɓɓe.
MAT.27.57	Nde hiirnoo fu, gorko jom jawdi jeyaaɗo Arimatiya wari. Imo wi'ee Yuusufi. Kam du wo taalibaajo Iisaa. 
MAT.27.58	O yehi to Pilaatu, o ŋaarii ɗum ɓanndu Iisaa. Pilaatu yamiri o hokkee ndu. 
MAT.27.59	O hooƴi ɓanndu nduun, o fiili ɗum e kasanke keso. 
MAT.27.60	O watti ɗum e saabeere heyre nde o wasannoo hoore makko e hayre. Caggal ɗuum, o talliti hayre teddunde, o uddiri dammbugal saabeere ndeen, o dilli. 
MAT.27.61	Mariyama mo Magdala e Mariyama goɗɗo oon ina njooɗii ɗoon, ina kucciti e saabeere ndeen.
MAT.27.62	Jaango majjum wo nyalaande fowteteende. Hooreeɓe almaami'en e Farisa'en kawriti to Pilaatu, 
MAT.27.63	mbi'i ɗum:
MAT.27.63	—Joomii amin, min miccitake kiiloowo yimɓe oon wi'iino nde wuurnoo ndeen, balɗe tati caggal maayde muuɗum iirtoto. 
MAT.27.64	Ndelle, njamiraa saabeere ndeen doomee faa nyalooma tataɓo oon faltoo, taa taalibaaɓe makko ngara mbujja ɓanndu makko mbi'a yimɓe ɓeen o ummitake hakkunde maayɓe. Ndeen kaa, hiila cakitiika kaan ɓuran arandeeha kaan bonde.
MAT.27.65	Pilaatu wi'i ɓe:
MAT.27.65	—Inan sordaasi'en ndaarooɓe. Njehee, kooƴee ɗum'en, ndoomira saabeere ndeen no mbaawiri fuu.
MAT.27.66	Ɓe njehi hayboyde saabeere ndeen: ɓe takki ommboode ndeen, ɓe ngaɗi maande dow mayre, ɓe ndarni ɗoon sordaasiiɓe ndaarooɓe.
MAT.28.1	Nde nyalaande fowteteende ndeen faltinoo fu, gilla naange fuɗaay nyannde alan, Mariyama mo Magdala e Mariyama goɗɗo oon njehi ndaaroyde saabeere ndeen. 
MAT.28.2	De inan, leydi dimmbii semmbe. Maleyka Joomiraaɗo ƴuuri dow kammu jippii, talliti hayre ndeen jooɗii dow mayre. 
MAT.28.3	Imo jalbira hono maƴƴere, kaddule makko du ina ndawni far, hono jalbugol daandorgal ni. 
MAT.28.4	Doomooɓe ɓeen kuli sanne faa ina ndiwna, laatii hono maayɓe ni. 
MAT.28.5	Maleyka oon wi'i rewɓe ɓeen:
MAT.28.5	—Onon kaa, taa kulee! Miɗo anndi Iisaa tontanooɗo oon pilotoɗon. 
MAT.28.6	O walaa ɗo, o ummitake hono no o wiirunoo ni. Ngaree, ndaaree nokku ɗo o waalinoo ɗo. 
MAT.28.7	De kenyoɗon, njahon, kumpitowon taalibaaɓe makko ɓeen o ummitake e maayde. Wooɗi, joonin o artoyto on Galili. Toon nji'oyton mo. Ɗum njoginoomi faa mi haalana on.
MAT.28.8	Rewɓe ɗiɗo ɓeen kenyii, ndilli to saabeere toon, iɓe keewi kulol e seyo manngo. Ɓe ndoggi yaade faa ɓe kaalanowa taalibaaɓe makko ɓeen kabaaru o. 
MAT.28.9	Wakkati oon ni, Iisaa hawri e maɓɓe, wi'i ɓe:
MAT.28.9	—Foofoo!
MAT.28.9	Ɓe ɓattitii mo, ɓe nanngi koyɗe makko, ɓe cujidani mo. 
MAT.28.10	Ndeen, o wi'i ɓe:
MAT.28.10	—Taa kulee! Njehee mbi'owee taalibaaɓe am ɓeen njaha Galili. Toon ɓe nji'oyta kam.
MAT.28.11	Nde rewɓe ɓeen ndillannoo ndeen, woɓɓe e sordaasiiɓe ndaarooɓe saabeere ɓeen kooti ngalluure toon, kaalani hooreeɓe almaami'en ɓeen ko waɗi ɗuum fuu. 
MAT.28.12	Hooreeɓe almaami'en ɓeen kawriti e mawɓe yimɓe. Ɓe ndawridi faa ɓe kokka sordaasiiɓe ɓeen ceede keewɗe. 
MAT.28.13	Ɓe mbi'i ɗum'en:
MAT.28.13	—Mbi'on taalibaaɓe makko ɓeen ngarii jemma tawi oɗon ɗaanii, de mbujji mo. 
MAT.28.14	Si goforneer oon nanii ɗum fu, min koomtan ɗum, min keedana on e torra fuu.
MAT.28.15	Sordaasiiɓe ɓeen nanngi ceede ɗeen, ngaɗi no mbiiraa noon. Nii du haala kaan fillortee hakkunde Alhuudiyankooɓe faa hannden.
MAT.28.16	Taalibaaɓe sappo e ngo'o ɓeen njehi Galili to dow waamnde nde Iisaa tindinnoo ɗum'en ndeen. 
MAT.28.17	Nde ɓe nji'unoo mo ndeen, ɓe cujidani mo, ammaa woɓɓe maɓɓe cikkitirii. 
MAT.28.18	O ɓattitii, o wi'i ɓe:
MAT.28.18	—Mi hokkaama baawɗe fuu dow kammu e leydi. 
MAT.28.19	Ndelle, njehee to lenyi yimɓe fuu, ngaɗon ɗum'en taalibaaɓe am, lootiron ɓe lootagal batisima e innde Baabiiwo e Ɓiɗɗo e Ruuhu Ceniiɗo. 
MAT.28.20	Njannginon ɓe ɓe njokka ko njamirmi on ɗuum fuu. Anndee, miɗo wondi e mooɗon nyannde fuu faa ɗo adunaaru timmi.
MRK.1.1	Ɗum woni fuɗɗoode Kabaaru Lobbo haala Iisaa Almasiihu Ɓii Laamɗo. 
MRK.1.2	Ina winndaa e dewtere annabi Esaaya:
MRK.1.2	«Laamɗo wi'ii: Ndaaree, mi ardinante nulaaɗo am moƴƴinane laawol.
MRK.1.3	Daande ina ƴeewnoo ley ladde na wi'a:
MRK.1.3	Moƴƴinee laawol Joomiraaɗo,
MRK.1.3	ndartinee ɗati makko.»
MRK.1.4	Nulaaɗo oon woni Yaayaa lootoowo lootagal batisima
MRK.1.5	Yimɓe leydi Yahuudiya e yimɓe Urusaliima fuu ngari to makko. Iɓe kaalta hakkeeji maɓɓe, de Yaayaa ina loota ɓe lootagal batisima ley gooruwol Urdun. 
MRK.1.6	Yaayaa ina ɓornii kaddule gaɗiraaɗe leeɓi geelooɗi, ina haɓɓii kaɓɓorgol nguru, ina wuuri baɓɓatti e njuumndi ladde. 
MRK.1.7	Imo waajoroo daande toownde, imo wi'a:
MRK.1.7	—Ɓurɗo kam baawɗe waran gaɗa am, mi fotaay fay turaade mi haɓɓita ɓoggi paɗe makko. 
MRK.1.8	Miin, ndiyam batisima lootirmi on, de kanko kaa, Ruuhu Ceniiɗo o lootirta on.
MRK.1.9	Ley balɗe ɗeen, Iisaa ƴuuri Nasaraatu ley leydi Galili, wari, de Yaayaa looti mo lootagal batisima ley gooruwol Urdun. 
MRK.1.10	Wakkati mo o wurtotonoo ndiyam ɗaam oon, o yi'i kammu na udditii, o yi'i Ruuhu Ceniiɗo ina jippoo e makko hono no wuugaandu ni. 
MRK.1.11	Ndeen daande ƴuuri dow kammu, wi'i:
MRK.1.11	—Aan woni Ɓiyam mo korsinmi, aan ceyortoomi.
MRK.1.12	Wakkati oon fu, Ruuhu Laamɗo yaari mo ley ladde. 
MRK.1.13	O waɗi toon balɗe capanɗe nay, Seyɗaani ina jarriboo mo. Imo woni hakkunde kulle ladde, maleyka'en ina ngollana mo.
MRK.1.14	Caggal uddeede Yaayaa ley kasu, Iisaa yehi Galili ina waajoo Kabaaru Lobbo haala Laamɗo, 
MRK.1.15	ina wi'a:
MRK.1.15	—Wakkati warii, laamu Laamɗo ɓadake. Tuubee, ngoonɗinee Kabaaru Lobbo.
MRK.1.16	Iisaa ina yaha hunnduko maayo Galili, ɗoon yi'i Simon e minyum Andire ina paɗɗa fiiliiji muɓɓen ley maayo ngoon. Wo ɓe nanngooɓe liƴƴi. 
MRK.1.17	Iisaa wi'i ɓe:
MRK.1.17	—Njokkee kam, mi waɗan on filotooɓe yimɓe.
MRK.1.18	Wakkati oon ɓe njoppi fiiliiji maɓɓe ɗiin, ɓe njokki mo. 
MRK.1.19	O yehi yeeso seeɗa, o yi'i Yaakuuba ɓii Jebede e minyum Yuhanna ley laana muɓɓen ina moƴƴintina fiiliiji. 
MRK.1.20	Wakkati oon fu, o noddi ɓe. Ɓe njoppi baabiiɓe Jebede, kam e gollooɓe muuɗum ley laana kaan, ɓe njokki mo.
MRK.1.21	Caggal ɗuum, ɓe njehi ngalluure Kafarnahum. Nyannde fowteteende, Iisaa naati suudu waajordu, fuɗɗi waajaade. 
MRK.1.22	Tawaaɓe ɗoon ɓeen kaaynaa e waaju makko oon, sabo o waajorake ɓe no jom baawɗe ni, wanaa hono jannginooɓe Tawreeta. 
MRK.1.23	Gorko gonduɗo e ginnaaru ina woni e waajordu nduun, wulli, 
MRK.1.24	wi'i:
MRK.1.24	—Aan Iisaa mo Nasaraatu, ɗume jomi ma e amin? A warii faa kalkaa min naa? Miɗo anndi ko ngonɗaa, a Ceniiɗo ƴuuruɗo to Laamɗo!
MRK.1.25	Iisaa sappani ginnaaru nduun e semmbe, wi'i:
MRK.1.25	—Deƴƴina, yaltu e makko!
MRK.1.26	Ginnaaru nduun dimmbi gorko oon semmbe, feekii feekaango toowngo, yalti e makko. 
MRK.1.27	Jamaa oon fuu ɗum haaynii ɗum, heddii ina ƴamundura:
MRK.1.27	—Ɗum wo ɗume? Ɗum wo anndal kesal koy! Imo yamira fay ginnaaji de iɗi ɗowtanoo mo.
MRK.1.28	Wakkati gooto kabaaru makko sankitii ley leydi Galili fuu.
MRK.1.29	Nde ɓe njaltunoo waajordu nduun ndeen, ɓe njehi wuro Simon e Andire. Yaakuuba e Yuhanna njaadi e maɓɓe. 
MRK.1.30	Esoo Simon debbo ina fukkii wo jontaaɗo. Iisaa yottii tan, haalanaa haala makko, 
MRK.1.31	ɓattitii mo, nanngi junngo makko, ummini mo. Wakkati oon o daɗi e jontere makko, de o weerni ɓe.
MRK.1.32	Wakkati futuro nde naange yannoo fuu, yimɓe ngaddani Iisaa nyawɓe e wonduɓe e ginnaaji fuu. 
MRK.1.33	Ngalluure ndeen fuu hawriti to dammbugal ngaal. 
MRK.1.34	O danni nyawɓe heewɓe, nyawɓe nyawuuji ɗi kawtaa sii. O riiwi ginnaaji keewɗi, o accataa ɗi kaala, sabo iɗi anndi mo o woni.
MRK.1.35	Jaango majjum, Iisaa hejji gilla law, yehi nokku perwuɗo ina waɗa toon du'aare. 
MRK.1.36	Simon e wonduɓe e muuɗum ina piloo mo. 
MRK.1.37	Nde ɓe njiinoo mo ndeen, ɓe mbi'i mo:
MRK.1.37	—Yimɓe fuu ina pile.
MRK.1.38	Iisaa wi'i ɓe:
MRK.1.38	—En njaha ley gure ɓadiiɗe ɗeen faa mi waajoo toon du, sabo wo ɗuum waddi kam.
MRK.1.39	O yehi ley leydi Galili fuu, imo waajoo ley cuuɗi maɓɓe baajorɗi, imo riiwa ginnaaji.
MRK.1.40	Gorko ceppinɗo wari dikkinii yeeso makko, nyaagii mo, wi'i:
MRK.1.40	—Si a muuyii fu, aɗa waawi dannude kam faa mi laaɓa.
MRK.1.41	Iisaa yurmii mo, foorti junngo muuɗum, meemi mo, wi'i:
MRK.1.41	—Mi muuyii, daɗu!
MRK.1.42	Wakkati oon, ceppam ɗaam dilli e gorko oon, o daɗi. 
MRK.1.43	Wakkati oon fu, Iisaa yoppi mo de gongini mo, 
MRK.1.44	wi'i:
MRK.1.44	—Tinna, taa humpitin fay gooto. Ammaa yahu holloy hoore maa almaami, ngaɗanaa laaɓugol maa ngol sadaka mo Muusaa yamiri oon, faa faamina ɓe a daɗii.
MRK.1.45	Ammaa kanko, ko o dillu ɗoon fu, o fuɗɗi sankitinde kabaaru oon. Ɗum waɗi de Iisaa waawaa naatude galluuje si yimɓe paamanii ɗum. O heddii ladde, yimɓe ina ƴuura tatteeji fuu ina ngara to makko.
MRK.2.1	Gaɗa balɗe seeɗa, Iisaa warti ngalluure Kafarnahum. Yimɓe nani o wartii imo woni ley suudu. 
MRK.2.2	Jamaa keewɗo hawriti ley suudu ɗoon faa nokkuure fuu heddaaki, fay yaasin dammbugal toon. Heddii imo waajoo ɓe konngol Laamɗo. 
MRK.2.3	Yimɓe ngari, ngaddani mo gorko mo ɓanndu waatundu. Worɓe nayo na ndonndii ɗum. 
MRK.2.4	De ɓe kunngii yottinde mo to Iisaa saabe jamaa oon. Ndelle ɓe ƴeeŋi dow suudu nduun, ɓe njuli dow ɗo fotata e Iisaa, de ɓe njippiniri ɗoon mo ɓanndu waatundu oon, tawi ina fukkinaa e daɗɗo. 
MRK.2.5	Nde Iisaa yiinoo goonɗinal maɓɓe ndeen, wi'i mo ɓanndu waatundu oon:
MRK.2.5	—Ɓinngel am, hakkeeji maa njaafaama.
MRK.2.6	Jannginooɓe Tawreeta jooɗinooɓe ɗoon ɓeen ina miiloo e ɓerɗe muɓɓen: 
MRK.2.7	«Ko waɗi gorko o na haalira hono ni? O mbonkake Laamɗo! Moy waawi yaafaade hakkeeji sanaa Laamɗo gooto oon?» 
MRK.2.8	Iisaa faami wakkati oon miilooji maɓɓe, wi'i ɓe:
MRK.2.8	—Ɗume waɗi de oɗon miiloo miilooji gaaɗi ni e ɓerɗe mooɗon? 
MRK.2.9	Ɗume ɓuri hoyude? Yalla wi'ude mo ɓanndum waati hakkeeji muuɗum njaafaama, naa wi'ude ɗum ummoo, hooƴa daɗɗo muuɗum, yaha? 
MRK.2.10	Ammaa, faa mi faamina on Ɓii Neɗɗo ina jogii baawɗe yaafaade hakkeeji ley adunaaru ndu...
MRK.2.10	Ndeen, o wi'i mo ɓanndu waatundu oon:
MRK.2.11	—Miɗo haalane: umma, hooƴu daɗɗo maa, kootaa suudu maa.
MRK.2.12	Wakkati oon gorko oon ummii, hooƴi daɗɗo mum, dilli yeeso yimɓe ɓeen fuu. Ɓe fuu ɗum haaynii ɓe, ɓe keddii iɓe njetta Laamɗo, iɓe mbi'a:
MRK.2.12	—Min nji'aay hono ɗum abada!
MRK.2.13	Iisaa yeccitii to maayo toon. Jamaa oon fuu tawi mo toon, imo waajoo ɗum'en. 
MRK.2.14	Nde o yahannoo ndeen, o yi'i Lewi ɓii Alfaa ina jooɗii e suudu to lampo nanngetee, o wi'i ɗum:
MRK.2.14	—Jokkam!
MRK.2.14	Lewi ummii, jokki mo. 
MRK.2.15	Nde Iisaa nyaamannoo e ley suudu Lewi ndeen, nanngooɓe lampo heewɓe e luttuɓe woɓɓe na njooɗii, ina nyaamda e makko, kanko e taalibaaɓe makko. Sabo yimɓe heewɓe ina njokki Iisaa. 
MRK.2.16	Jannginooɓe Tawreeta jeyaaɓe e waalde Farisa'en nji'i Iisaa ina nyaamda e yimɓe ɓeen, mbi'i taalibaaɓe makko ɓeen:
MRK.2.16	—Ko waɗi de imo nyaamda e nanngooɓe lampo e luttuɓe woɓɓe?
MRK.2.17	Nde o nannoo ɗum ndeen, o wi'i ɓe:
MRK.2.17	—Wanaa selluɓe kaajaa cawroowo, wo nyawɓe kaajaa cawroowo. Mi waraay faa mi nodda dartiiɓe. Wo luttuɓe ngarumi noddude.
MRK.2.18	Taalibaaɓe Yaayaa e Farisa'en ina cuumoo. E ley ɗuum, yimɓe ngari, ƴami Iisaa:
MRK.2.18	—Ko waɗi de taalibaaɓe Yaayaa e taalibaaɓe Farisa'en ina cuumoo, de ɓe maa ɓeen cuumataako?
MRK.2.19	O jaabii ɓe, o wi'i:
MRK.2.19	—Yalla warɓe ɓangal ina mbaawi suumaade tawa ɓaŋuɗo oon ina wondi e muɓɓen naa? Mbaawaa. Sini ɓaŋuɗo oon ina wondi e maɓɓe, ɓe cuumataako. 
MRK.2.20	Ammaa balɗe ngaran ɗe ɓaŋuɗo oon ittetee e hakkunde maɓɓe. E balɗe ɗeen ɓe cuumotoo. 
MRK.2.21	Fay gooto fidataa tekkere heyre e kaddungal kiinngal. Si ɗum waɗii, tekkere heyre ndeen fooɗan kaddungal kiinngal ngaal, de ceekol ngool ɓeydoo. 
MRK.2.22	Katin du fay gooto loowataa cabijam kesam e sumalleeji kiiɗɗi. Si ɗum waɗii fu, cabijam ɗaam fusan ɗi, kanjam e sumalleeji ɗiin fuu mbona. Cabijam kesam e sumalleeji kesi loowetee!
MRK.2.23	Waɗiino e nyalaande fowteteende wootere, Iisaa ina rewi ley gese. Taalibaaɓe muuɗum ina itta cammeeji alkama e laawol ngool. 
MRK.2.24	Ndeen Farisa'en mbi'i mo:
MRK.2.24	—Ndaaru, ɗume waɗi de taalibaaɓe maa ɓe ina ngolla ko haɗaa golleede nyannde fowteteende?
MRK.2.25	O jaabii ɓe, o wi'i:
MRK.2.25	—Yalla on njanngaay ko Daawda waɗi nde yolbunoo na haajaa ko nyaametee, kam e yaadiraaɓe muuɗum naa? 
MRK.2.26	O naati hukum Laamɗo e ley jamaanu Almaami Mawɗo bi'eteeɗo Abiyatar, o nyaami buuru cakkaaɗo oon, o hokki yaadiraaɓe makko du. Tawi le, wo almaami'en tan njeyi nyaamude buuru oon.
MRK.2.27	Iisaa wi'i ɓe katin:
MRK.2.27	—Nyalaande fowteteende ndeen wo saabe neɗɗo waɗiraa, wanaa neɗɗo waɗiraa saabe nyalaande fowteteende ndeen. 
MRK.2.28	Ndelle fay nyannde fowteteende ndeen, Ɓii Neɗɗo woni joomum.
MRK.3.1	Iisaa naati ley suudu waajordu nduun katin, o tawi toon gorko mo junngo waanngo. 
MRK.3.2	Yimɓe wonɓe ɗoon ɓeen na taykoo Iisaa, iɓe ndaara yalla dannan gorko oon ley nyalaande fowteteende ndeen, faa ɓe keɓa ko ɓe pelira ɗum. 
MRK.3.3	Iisaa wi'i mo junngo waanngo oon:
MRK.3.3	—Umma, dara hakkunde maɓɓe!
MRK.3.4	Caggal ɗuum, o ƴami ɓe:
MRK.3.4	—Ɗume dagii nyannde fowteteende, gollude ko wooɗi naa gollude ko boni? Dannude neɗɗo naa warude ɗum?
MRK.3.4	Ammaa ɓe njaabaaki. 
MRK.3.5	Iisaa ƴeewri ɓe tikkere, yoorgol ɓerɗe maɓɓe ngool woyni yonki makko. O wi'i gorko oon:
MRK.3.5	—Foortu junngo maa!
MRK.3.5	Oon foorti ngo tan, ngo daɗi. 
MRK.3.6	Wakkati oon, Farisa'en ɓeen njalti, njooɗodii e daraniiɓe Hirudus faa ndawrida no mbarda Iisaa.
MRK.3.7	Caggal ɗuum, Iisaa e taalibaaɓe muuɗum dilli ɗoon, njehi maayo. Jamaa keewɗo ƴuuruɗo Galili jokki mo. 
MRK.3.8	Yimɓe heewɓe, ƴuuruɓe Yahuudiya e Urusaliima e Idumiya e leydi lettugal Urdun e seraaji Tirus e Sidon, nani ko o waɗata ɗuum, ngari to makko. 
MRK.3.9	Iisaa wi'i taalibaaɓe muuɗum ɓeen pilanoo ɗum laana taa jamaa oon ɓilla ɗum. 
MRK.3.10	Saabe ko o dannata heewɓe ɗuum waɗi de nyawɓe ɓeen fuu kenyanii mo faa meema mo. 
MRK.3.11	Wakkati mo ginnaaji nji'i mo fu, ina kippoo, ina ƴeewnoo, ina mbi'a:
MRK.3.11	—Aan a Ɓii Laamɗo!
MRK.3.12	Imo sappana ɓe sanne taa ɓe kumpita fay gooto kabaaru makko.
MRK.3.13	Caggal ɗuum, Iisaa ƴeeŋowi dow waamnde, noddi ɓe muuyi, de ɓe ngari to muuɗum. 
MRK.3.14	O suɓii sappo e ɗiɗo, faa ngonda e makko, o nula ɗum'en mbaajowoo, 
MRK.3.15	wooɗi o hokka ɗum'en baawɗe riiwude ginnaaji. 
MRK.3.16	Inan inɗe sappo e ɗiɗo ɓe o suɓii ɓeen: Simon mo o innditiri Piyeer 
MRK.3.17	e Yaakuuba e minyum bi'eteeɗo Yuhanna, ɓiɓɓe Jebede ɓe o innditiri Bowanerges ɓeen, (maanaa majjum woni «Ɓiɓɓe Riggaango»), 
MRK.3.18	kam e Andire e Filipu e Bartolome e Matta e Tomaa e Yaakuuba ɓii Alfaa e Tadde e Simon kiranoowo suudu baaba 
MRK.3.19	e Yahuuda Isikariyotto jambotooɗo mo oon.
MRK.3.20	Caggal ɗuum, o hooti. Jamaa hawriti dow makko katin faa kanko e taalibaaɓe makko ɓe kunngii heɓude no ɓe nyaamira. 
MRK.3.21	Nde sakiraaɓe makko nannoo ɗum ndeen, ngarani mo, sabo wi'aama hoore makko waylitake.
MRK.3.22	Jannginooɓe Tawreeta ƴuurnooɓe Urusaliima ngari, mbi'i:
MRK.3.22	—Beeljebul, hooreejo ginnaaji oon woni e makko. Wo kam hokki mo baawɗe riiwude ginnaaji ɗiin.
MRK.3.23	De Iisaa noddi ɓe ɓe ngara to muuɗum, banndani ɓe, wi'i:
MRK.3.23	—Noy Seyɗaani waawirta riiwude hoore muuɗum? 
MRK.3.24	Si laamu feccake ina habda fu, laamu nguun waawataa heddaade. 
MRK.3.25	Katin du si galle feccake ina habda fu, galle oon waawataa heddaade. 
MRK.3.26	Ndelle, si Seyɗaani feccake ina haɓa e hoore mum fu, waawataa heddaade, wo ɗum timmoode muuɗum.
MRK.3.27	Iisaa jokkintini wi'i:
MRK.3.27	—Fay gooto waawaa naatude ley galle gorko jom semmbe de hooƴa jawdi muuɗum. Sanaa artoo haɓɓa joomum tafon, ndeen ina waawi hooƴude ko woni ley suudu muuɗum. 
MRK.3.28	Goonga kaalanammi on: yimɓe ina mbaawi yaafeede hakkeeji muɓɓen fuu e mbonkaaji ɗi ɓe mbonkii Laamɗo fuu. 
MRK.3.29	Kaa mbonkiiɗo Ruuhu Ceniiɗo oon yaafataake abada. Hakke joomum heddoto dow muuɗum faa abada.
MRK.3.30	Iisaa wi'irii noon saabe ko ɓe mbi'i imo wondi e ginnaaru ɗuum.
MRK.3.31	Inna Iisaa e minyiraaɓe Iisaa worɓe ngari, ndarii yaasin suudu ɗoon, de neli o noddee. 
MRK.3.32	Ɗo jamaa oon fiilii mo ɗoon, ɓe mbi'i mo:
MRK.3.32	—Inna maa e minyiraaɓe maa na ngoni yaasin, ina kaajaa ma.
MRK.3.33	O jaabii, o wi'i:
MRK.3.33	—Moy woni inna am e minyiraaɓe am?
MRK.3.34	O ndaari jooɗiiɓe ina piilii mo ɓeen, o wi'i:
MRK.3.34	—Inan inna am e minyiraaɓe am. 
MRK.3.35	Sabo gaɗoowo muuyɗe Laamɗo, kam woni minyam gorko naa minyam debbo naa inna am.
MRK.4.1	Iisaa ina waajoo hunnduko maayo ngoon katin. Jamaa keewɗo fiilii mo faa o naati laana ndiyam, o jooɗii ley makka. Jamaa oon fuu ina woni hunnduko maayo ngoon. 
MRK.4.2	Imo waajoroo ɓe e banndi keewɗi, imo wi'a ɓe:
MRK.4.3	—Kettindee! Aawoowo yalti faa saaka aawdi. 
MRK.4.4	E ley aawugol ngool, aawdi ngondi saami e laawol, de pooli ngari cuɓi ndi. 
MRK.4.5	Yoga mayri saami e korokaaƴe ɗo leydi heewaa, ndi fuɗi law, sabo leydi ndiin ɗuuɗaa. 
MRK.4.6	Ammaa nde naange wulnoo fu, ndi ɗayli, ndi yoori sabo ndi waɗaay ɗaɗi. 
MRK.4.7	Yoga mayri saami ɗo kebbe puɗata. Kebbe ɗeen mawni, ɓilli ndi, ndi rimaay. 
MRK.4.8	Yoga mayri saami e leydi lobbiri, fuɗi, mawni, rimi: yoga ɓeydake kile capanɗe tati, yoga capanɗe jeegom, yoga hemre.
MRK.4.9	Caggal ɗuum, o wi'i:
MRK.4.9	—Jom nowru nanooru fuu, nana!
MRK.4.10	Nde Iisaa toowtunoo yimɓe ɓeen fu, taalibaaɓe sappo e ɗiɗo ɓeen e yimɓe fiiliiɓe mo ɓeen ƴami mo e dow banndi ɗiin. 
MRK.4.11	O wi'i ɓe:
MRK.4.11	—Onon, on kokkaama faamude ko suuɗii e kabaaru laamu Laamɗo. De wonɓe yaasin ɓeen, huunde fuu sanaa mbanndanee. 
MRK.4.12	Ɗum waɗi de:
MRK.4.12	«ina ndaara faa wooɗa tawa nji'ataa,
MRK.4.12	ina nana faa laaɓa tawa paamataa,
MRK.4.12	faa taa ɓe tuuba de ɓe njaafee.»
MRK.4.13	O wi'i ɓe:
MRK.4.13	—On paamaay banndol ngol naa? Noy paamirton banndi goɗɗi ɗiin fuu ndelle? 
MRK.4.14	Aawoowo oon wo konngol Laamɗo aawata. 
MRK.4.15	Aawdi caamundi sera laawol ndiin wo nanɓe konngol ngool, de wakkati oon fu Seyɗaani wara, itta ko aawaa e maɓɓe ɗuum. 
MRK.4.16	Aawaandi dow korokaaƴe ndiin woni nanɓe ngol, de njaɓɓorii ngol seyo wakkati gooto. 
MRK.4.17	Ammaa ngol walaa ɗaɗi e maɓɓe, wakkati seeɗa tan ngol wonata e maɓɓe. Nde ɓillaare naa torra hewti ɓe saabe konngol ngool fu, ɓe njoppan ngol wakkati gooto. 
MRK.4.18	Aawaandi ley kebbe ndiin woni nanɓe ngol, 
MRK.4.19	ammaa kaɓɓu-ko'u adunaaru e eytugol jawdi, kam e muuyɗe yonki goɗɗe naatan ɓe, ɓilla ngol, ngol laatoo dimarol. 
MRK.4.20	Kaa ɗo aawdi ndiin saami e leydi lobbiri ɗoon, ɓeen ngoni nanooɓe konngol ngool de njaɓa ngol. Ɓe ndiman: yoga sowoo kile capanɗe tati, yoga capanɗe jeegom, yoga hemre.
