GEN.1.1	Ekuqalekeni uThixo wadala amazulu nehlabathi.
LEV.11.26	Yonke into ezitho ziné eluthe gqiphu uphuphu, ukulucanda ingalucandi kubini, ingatyisi mtyiso, iyinqambi kuni; bonke abayichukumisayo boba ziinqambi. 
LEV.11.27	Neento zonke ezihamba ngamathupha azo, ezintweni zonke eziphilileyo ezihamba ngazitho ziné, ziziinqambi kuni; bonke abasichukumisayo isidumbu sazo, boba ziinqambi bahlwise. 
LEV.11.28	Lowo ususa isidumbu sazo, wohlamba iingubo zakhe, abe yinqambi ahlwise; ziinqambi zona kuni.
LEV.11.29	Zezi ezoba ziinqambi kuni enyakanyakeni enyakazela emhlabeni: igala, nempuku, noxam ngohlobo lwakhe; 
LEV.11.30	nentulo, necilishe, norhoqotyeni, noqebeyi, nolovane. 
LEV.11.31	Zezo eziziinqambi kuni enyakanyakeni yonke; bonke abazichukumisayo ezifileyo kuzo, boba ziinqambi, bahlwise.
LEV.11.32	Izinto zonke ezithe zawelwa yenye yazo ifîle, zoba ziinqambi: nokuba ziimpahla zonke zemithi, nokuba ziingubo, nokuba zizikhumba, nokuba ziingxowa, zonke iimpahla ekusetyenzwa ngazo, zonyiwa emanzini, zibe ziinqambi, zihlwise; zize zihlambuluke ke. 
LEV.11.33	Iimpahla zonke zomdongwe, ethe yeyela kuzo enye yazo, zoba ziinqambi zonke izinto eziphakathi kwazo; noziqhekeza ke. 
LEV.11.34	Konke ukudla okudliwayo, okufikiweyo ngamanzi akwezo mpahla, koba yinqambi; nento yonke eselwayo ngezo mpahla zonke, yoba yinqambi. 
LEV.11.35	Into yonke ethe yawelwa nayindawoni na yesidumbu sazo, yoba yinqambi; nokuba liziko lezonka, nokuba ngungxawu, ize yaphulwe; iyinqambi, yoba yinqambi kuni. 
LEV.11.36	Kodwa umthombo nequla elinentlanganisela yamanzi lohlambuluka; osichukumisayo isidumbu sazo woba yinqambi. 
LEV.11.37	Xa kuthe kwawa nandawoni yesidumbu sazo embewini yonke ehlwayelwayo, eza kuhlwayelwa, yohlambuluka yona. 
LEV.11.38	Xa kuthe kwagalelwa amanzi embewini, kwawa nandawoni yesidumbu sazo phezu kwayo, yoba yinqambi kuni.
LEV.11.39	Xa kuthe kwafa nto izitho ziné idliwayo nini, lowo usichukumisayo isidumbu sayo woba yinqambi, ahlwise. 
LEV.11.40	Lowo udlayo esidumbini sayo, wozihlamba iingubo zakhe, abe yinqambi, ahlwise; nalowo ususa isidumbu sayo, wozihlamba iingubo zakhe, abe yinqambi, ahlwise.
LEV.11.41	Yonke inyakanyaka enyakazela emhlabeni inezothe; mayingadliwa. 
LEV.11.42	Zonke izinto ezihamba ngesisu, neento zonke ezihamba nganyawo-né, kude kuse kwiinto zonke ezineenyawo ezininzi, enyakanyakeni yonke enyakazelayo emhlabeni, ize ningazidli; ngokuba zinezothe. 
LEV.11.43	Musani ukuyenza imiphefumlo yenu ibe nezothe ngenyakanyaka yonke enyakazelayo, ize ningazenzi inqambi ngayo, nibe yinqambi ngayo. 
LEV.11.44	Ngokuba ndinguYehova uThixo wenu, ze nizingcwalise nibe ngcwele; ngokuba ndiyiNgcwele; ize ningayenzi iinqambi imiphefumlo yenu ngenyakanyaka yonke enambuzelayo emhlabeni. 
LEV.11.45	Ngokuba ndinguYehova oninyuse ezweni laseYiputa, ukuba ndibe nguThixo wenu; ize nibe ngcwele, ngokuba ndiyiNgcwele.
LEV.11.46	Nguwo lowo umyalelo weento ezizitho ziné, neentaka, nemiphefumlo yonke ephilileyo enambuzelayo emanzini, nemiphefumlo yonke enyakazelayo emhlabeni; 
LEV.11.47	woyahlula eyinqambi kwehlambulukileyo, nento ephilileyo edliwayo kwinto ephilileyo engàdliwayo.
LEV.12.1	Wathetha uYehova kuMoses, esithi, 
LEV.12.2	Thetha koonyana bakaSirayeli, uthi, Umfazi, xa athe wathabatha, wazala inkwenkwe, woba yinqambi imihla esixhenxe; njengemihla yokungcola komzí wakhe woba yinqambi. 
LEV.12.3	Ngomhla wesibhozo iya kwalùswa inyama yokwalùswa; 
LEV.12.4	aze ahlale egazini lokuhlanjululwa kwakhe iintsuku ezimashumi mathathu anantsuku-ntathu; angazichukumisi zonke izinto ezingcwele, angangeni engcweleni, zide zizaliseke iintsuku zokuhlanjululwa kwakhe. 
LEV.12.5	Ke ukuba uthe wazala intombi, woba yinqambi iiveki ezimbini, njengasekungcoleni kwakhe; ahlale phezu kwegazi lokuhlanjululwa kwakhe iintsuku ezimashumi mathandathu anantsuku ntandathu.
LEV.12.6	Ekuzalisekeni kweentsuku zokuhlanjululwa kwakhe ngonyana, nokuba kungentombi, wozisa imvana emnyaka mnye ibe lidini elinyukayo, negobo levukuthu nokuba lihobe, libe lidini lesono, emnyango wentente yokuhlangana, kuye umbingeleli; 
LEV.12.7	alisondeze yena phambi koYehova, emcamagushele, aze ahlambuluke ke ethombeni legazi lakhe. Nguwo lowo umyalelo wozeleyo inkwenkwe nokuba yintombi.
LEV.12.8	Ke ukuba isandla sakhe sithe asaba nakufumana nto ilingana nemvana, wothabatha amahobe abe mabini, nokuba ngamagobo evukuthu abe mabini, elinye libe leledini elinyukayo, elinye libe leledini lesono, umbingeleli amcamagushele, aze ahlambuluke ke.
LEV.13.1	Wathetha uYehova kuMoses nakuAron, esithi, 
LEV.13.2	Umntu xa kuthe kwakho elùswini lwenyama yakhe ukufukuka, nokuba kukujaduka, nokuba litshatshazi, laba sisibetho seqhenqa elùswini lwenyama yakhe, woziswa kuAron umbingeleli, nokuba kukomnye woonyana bakhe ababingeleli. 
LEV.13.3	Wosikhangela umbingeleli isebetho elùswini lwenyama yakhe; ukuba luthe unwele esibethweni lwasuka lwaba mhlophe, sabonakala isibetho sithe gangqa elùswini lwenyama yakhe: sisibetho seqhenqa eso; womkhangela umbingeleli, athi uyinqambi.
LEV.13.4	Ukuba itshatshazi lithe lamhlophe elùswini lwenyama yakhe, alabonakala lithe gangqa elùswini, alwasuka lwaba mhlophe unwele lwalo, umbingeleli womvalela onesibetho imihla esixhenxe; 
LEV.13.5	umbingeleli amkhangele ngomhla wesixhenxe; O! isibetho simi emehlweni akhe, asiqhenqethi isibetho elùswini; wophinda umbingeleli amvalele imihla esixhenxe. 
LEV.13.6	Umbingeleli wophinda amkhangele ngomhla wesixhenxe; O! isibetho sibunile, asiqhenqethi isibetho elùswini; umbingeleli wothi uhlambulukile: kukujaduka oko. Wozihlamba iingubo zakhe; aze ahlambuluke ke. 
LEV.13.7	Ukuba ukujaduka kuthe kwaqhenqetha kakhulu elùswini, emva kokubonakala kwakhe kumbingeleli ngenxa yokuhlanjululwa kwakhe, wophinda abonakale kumbingeleli; umbingeleli akhangele, 
LEV.13.8	O! ukujaduka kuqhenqethile elùswini; umbingeleli wothi uyinqambi: liqhenqa ke elo.
LEV.13.9	Isibetho seqhenqa, xa sithe sabakho emntwini, woziswa kumbingeleli; 
LEV.13.10	akhangele umbingeleli, O! ukufukuka kumhlophe elùswini, kulwenze unwele lwaba mhlophe, kukho inyama ekrwada, ehleliyo ekufukukeni apho: 
LEV.13.11	liqhenqa elidala eli elùswini lwenyama yakhe; umbingeleli wothi uyinqambi; angamvaleli, ngokuba uyinqambi.
LEV.13.12	Ke ukuba iqhenqa lithe qwele kakhulu elùswini, iqhenqa lalugubungela lonke ulùsu lonesibetho, lathabathela entloko lesa ezinyaweni, ngokubona konke kwamehlo ombingeleli, 
LEV.13.13	umbingeleli wokhangela; O! liyigubungele yonke inyama yakhe iqhenqa; wothi uhlambulukile onesibetho; usuke waba mhlophe wonke ephela, uhlambulukile. 
LEV.13.14	Ke ngomhla ebonakeleyo kuye inyama ekrwada, uyinqambi. 
LEV.13.15	Aze ayikhangele umbingeleli inyama ekrwada, athi uyinqambi; inyama ekrwada iyinqambi: liqhenqa ke elo. 
LEV.13.16	Naxa ithe yabuya inyama ekrwada, yasuka yaba mhlophe, woza kumbingeleli; 
LEV.13.17	umbingeleli amkhangele, O! sisuke isibetho saba mhlophe, umbingeleli wothi uhlambulukile onesibetho; uhlambulukile ke yena.
LEV.13.18	Ke inyama, xa kuthe kwakho kuyo elùswini lwayo ithumba, laphola; 
LEV.13.19	kwabakho endaweni yethumba ukufukuka okumhlophe, nokuba litshatshazi elifuna ukuba yingqombela, wobonakala kumbingeleli; 
LEV.13.20	akhangele umbingeleli, O! libonakala lithe gangqa elùswini, unwele lwalo lusuke lwamhlophe; umbingeleli wothi uyinqambi: sisibetho seqhenqa eso, sithe qwele ethumbeni.
LEV.13.21	Ukuba umbingeleli uthe wakhangela, O! akukho lunwele lumhlophe kulo, alithe gangqa alùswini libunile, umbingeleli womvalela imihla esixhenxe. 
LEV.13.22	Ke ukuba lithe laqhenqetha kakhulu elùswini, umbingeleli wothi uyinqambi: sisibetho eso. 
LEV.13.23	Ke ukuba itshatshazi lithe lema endaweni yalo, alaqhenqetha: kukuqulungana kwethumba oko; umbingeleli wothi uhlambulukile.
LEV.13.24	Ke inyama, xa kuthe kwakho elùswini lwayo umtshiso womlilo, kwathi ukuphola komtshiso kwaba litshatshazi elifuna ukuba yingqombela, nokuba limhlophe kanye, 
LEV.13.25	walikhangela umbingeleli itshatshazi, O! lusuke lwamhlophe unwele etshatshazini, libonakala lithe gangqa elùswini: liqhenqa ke elo; lithe qwele emtshisweni. Umbingeleli wothi uyinqambi: sisibetho seqhenqa ke eso.
LEV.13.26	Ukuba uthe wakhangela umbingeleli, O! akukho lunwele lumhlophe etshatshazini, alithe gangqa elùswini, libunile: umbingeleli womvalela imihla esixhenxe; 
LEV.13.27	akhangele umbingeleli ngomhla wesixhenxe; ukuba lithe laqhenqetha kakhulu elùswini, umbingeleli wothi uyinqambi: sisibetho seqhenqa ke eso. 
LEV.13.28	Ke ukuba itshatshazi lithe lema endaweni yalo, alaqhenqetha elùswini, lisuke labuna: kukufukuka komtshiso oko. Umbingeleli wothi uhlambulukile; kuba kukuqulungana komtshiso oko.
LEV.13.29	Xa kuthe kwakho isibetho kwindoda nenkazana entloko, nokuba kusesilevini; wasikhangela umbingeleli isibetho, 
LEV.13.30	O! sithe gangqa elùswini ukubonakala kwaso, kukho unwele kuso olulubhelu olomileyo, umbingeleli wothi iyinqambi: kukudlathuka 
LEV.13.31	Xa athe umbingeleli wasikhangela isibetho sokudlathuka 
LEV.13.32	Umbingeleli xa athe wamkhangela onesibetho ngomhla wesixhenxe, O! ukudlathuka akuqhenqethanga, akwabakho lunwele lulubhelu kuye, ukubonakala kokudlathuka kungathanga gangqa elùswini, 
LEV.13.33	wozicheba, kodwa angayichebi indawo edlathukileyo; aphinde umbingeleli amvalele imihla esixhenxe onendawo edlathukileyo. 
LEV.13.34	Umbingeleli akukukhangela ngomhla wesixhenxe ukudlathuka, O! ukudlathuka akuqhenqethanga elùswini, ukubonakala kwako kungathanga gangqa elùswini, umbingeleli wothi uhlambulukile. Wozihlamba iingubo zakhe, ahlambuluke ke. 
LEV.13.35	Ukuba ukudlathuka kuthe kwaqhenqetha kakhulu elùswini emveni kokuhlanjululwa kwakhe, wakukhangela umbingeleli, 
LEV.13.36	O! ukudlathuka kuqhenqethile elùswini, umbingeleli akasayi kuba saphicotha lunwele lulubhelu: uyinqambi yena. 
LEV.13.37	Ukuba kusuke kwema ukudlathuka emehlweni akhe, kwakhula unwele olumnyama kuko, kupholile ukudlathuka, uhlambulukile; umbingeleli wothi uhlambulukile.
LEV.13.38	Xa kuthe kwakho kwindoda nakwinkazana elùswini lwenyama yayo amatshatshazi, amatshatshazi amhlophe, wakhangela umbingeleli, 
LEV.13.39	O! amatshatshazi elùswini lwenyama yabo akanabumhlophe: litshanda elo, lithe qwele elùswini; uhlambulukile.
LEV.13.40	Indoda xa ithe intloko yayo yaguda: yinkqayi leyo, uhlambulukile. 
LEV.13.41	Ukuba ithe yaguda intloko yayo, yathabathela ecaleni lobuso bayo: yimpandla leyo, uhlambulukile. 
LEV.13.42	Xa kuthe kwakho enkqayini, nokuba kusempandleni, isibetho esimhlophe sayingqombela: liqhenqa elo elithe qwele enkqayini yakhe, nokuba kusempandleni yakhe. 
LEV.13.43	Umbingeleli womkhangela, O! ukufukuka kweso sibetho kumhlophe, kwayingqombela, enkqayini yakhe nokuba kusempandleni yakhe, ngokubonakala kweqhenqa lolùsu lwenyama: 
LEV.13.44	yindoda eneqhenqa leyo, iyinqambi. Umbingeleli wothi iyinqambi kuphele; isibetho sayo sisentlokweni yayo.
LEV.13.45	Lowo uneqhenqa, lowo sikuye isibetho, zokrazulwa iingubo zakhe, ziyekwe iinwele ziyakazele, azigqubuthele iindevu, adanduluke, esithi, Ndiyinqambi, ndiyinqambi! 
LEV.13.46	Yonke imihla esikhoyo kuye isibetho, woba yinqambi kuphele, ahlale yedwa ngaphandle kweminquba, ukuhlala kwakhe.
LEV.13.47	Ingubo xa sithe sabakho kuyo isibetho seqhenqa, engutyeni yoboya nasengutyeni yelinen, 
LEV.13.48	naselusingeni lokoluka, naselusingeni lokuluka, lwelinen noloboya, nasesikhumbeni, nasezintweni zonke ezenziwe ngesikhumba; 
LEV.13.49	ukuba isibetho eso siba buhlazarha, nokuba siba yingqombela engutyeni, nasesikhumbeni, naselusingeni lokoluka, naselusingeni lokuluka, nasemphaleni yonke yesikhumba: sisibetho seqhenqa eso. 
LEV.13.50	Soboniswa umbingeleli, asikhangele umbingeleli isibetho, ayivalele into enesibetho imihla esixhenxe; 
LEV.13.51	ayikhangele loo nto inesibetho ngomhla wesixhenxe. Xa sithe saqhenqetha isibetho engutyeni, naselusingeni lokoluka, naselusingeni lokuluka, nasesikhumbeni, ezintweni zonke ezenziwe ngesikhumba: liqhenqa elisenza mandundu isibetho. Yinqambi ke leyo. 
LEV.13.52	Wóyitshisa ingubo, nosinga lokoluka, nosinga lokuluka, noboya, nelinen, nemphala yonke yesikhumba esikhoyo kuyo isibetho: ngokuba liqhenqa elimandundu; yotshiswa 
LEV.13.53	Ukuba umbingeleli uthe wakhangela, O! isibetho asiqhenqethanga engutyeni, naselusingeni lokoluka, naselusingeni lokuluka, nasempahleni yonke yesikhumba: 
LEV.13.54	wowisa umthetho umbingeleli, ihlanjwe loo nto sikuyo isibetho, aphinde ayivalele imihla esixhenxe; 
LEV.13.55	asikhangele umbingeleli isibetho emveni kokuhlanjwa, O! isibetho asiguqukanga ukubonakala kwaso, asiqhenqethanga isibetho: yinqambi loo nto; yotshiswa ngomlilo. Yinkrombonca ngaphakathi nangaphandle. 
LEV.13.56	Ke ukuba uthe wakhangela umbingeleli, O! isibetho sibunile emveni kokuhlanjwa kwaso: wosikrazula, asikhuphe engutyeni, nasesikhumbeni, naselusingeni lokoluka, naselusingeni lokuluka.
LEV.13.57	Ukuba sithe sabuya sabonakala engutyeni, naselusingeni lokoluka, naselusingeni lokuluka, nasempahleni yonke yesikhumba: kukuthi qwele kwaso oko; woyitshisa ngomlilo loo nto sikuyo isibetho. 
LEV.13.58	Ingubo, nosinga lokoluka, nosinga lokuluka, nempahla yonke yesikhumba ehlanjiweyo, ukuba sithe isibetho semka kuyo, yophindwa ihlanjwe, ihlambuluke ke.
LEV.13.59	Nguwo lowo ke umyalelo wesibetho seqhenqa engutyeni yoboya neyelinen, naselusingeni lokoluka, naselusingeni lokuluka, nasempahleni yonke yesikhumba, wokuthi zihlambulukile, nowokuthi ziziinqambi.
LEV.14.1	Wathetha uYehova kuMoses, esithi, 
LEV.14.2	Lo woba ngumyalelo woneqhenqa, ngomhla wokuhlanjululwa kwakhe: 
LEV.14.3	Woziswa kumbingeleli, aphume umbingeleli aye ngaphandle kweminquba, akhangele umbingeleli, O! isibetho seqhenqa siphilisiwe, semka koneqhenqa; 
LEV.14.4	awise umthetho umbingeleli, ukuba lowo uzihlambululayo athatyathelwe iintaka ezimbini eziphilileyo, ezihlambulukileyo, nomsedare,* noboya obubomvu, nehisope.* 
LEV.14.5	Wowisa umthetho umbingeleli, enye intaka empahleni yomdongwe ixhelelwe phezu kwamanzi aphilileyo; 
LEV.14.6	ayithabathe intaka ephilileyo, nomsedare, noboya obubomvu, nehisope, azithi nkxu, ndawonye nentaka ephilileyo, egazini lentaka exhelelwe phezu kwamanzi aphilileyo; 
LEV.14.7	amfefe lowo uza kuhlanjululwa eqhenqeni lakhe izihlandlo zibe sixhenxe, athi uhlambulukile, ayindulule intaka ephilileyo iye ezindle. 
LEV.14.8	Lowo uzihlambululayo wozihlamba iingubo zakhe, achebe zonke iinwele zakhe, ahlambe emanzini, ahlambuluke ke.
LEV.14.8	Emveni koko wongena eminqubeni, ahlale ngaphandle kwentente yakhe imihla esixhenxe; 
LEV.14.9	kuthi ngomhla wesixhenxe, achebe zonke iinwele zakhe entloko, nasesilevini sakhe, nasemashiyini akhe, azichebe zonke iinwele zakhe, azihlambe iingubo zakhe, ahlambe umzimba wakhe emanzini, ahlambuluke ke.
LEV.14.10	Ngomhla wesibhozo wothabatha iimvana ezimbini ezigqibeleleyo, nemvanazana emnyaka mnye egqibeleleyo ibe nye, nezahlulo ezithathu zesishumi zomgubo ocoliweyo, ube ngumnikelo wokudla, ugalelwe ioli, neloge* yeoli ibe nye; 
LEV.14.11	umbingeleli ohlambululayo ayimise indoda ezihlambululayo, nezo zinto, phambi koYehova emnyango wentente yokuhlangana. 
LEV.14.12	Woyithabatha umbingeleli enye imvana, ayisondeze ibe lidini letyala, neloge yeoli, azitshangatshangise zibe ngumtshangatshangiso ezo nto phambi koYehova; 
LEV.14.13	ayixhelele imvana apho kuxhelelwa khona idini lesono nedini elinyukayo, endaweni engcwele; kuba, njengokuba lilelombingeleli idini lesono, likwanjalo idini letyala: liyingcwele kangcwele. 
LEV.14.14	Wocaphula umbingeleli egazini ledini letyala, adyobhe umbingeleli esithinzini sendlebe yasekunene yalowo uzihlambululayo, nasesithupheni sesandla sakhe sokunene, nakubhontsi wonyawo lwakhe lwasekunene. 
LEV.14.15	Aze acaphule umbingeleli elogeni yeoli, ayigalele esandleni sombingeleli sasekhohlo; 
LEV.14.16	awuthi nkxu umbingeleli umnwe wakhe wasekunene eolini esesandleni sakhe sasekhohlo, afefe inxalenye yeoli ngomnwe wakhe izihlandlo ezisixhenxe phambi koYehova. 
LEV.14.17	Inxalenye yeoli eseleyo esesandleni sakhe, umbingeleli woyidyobha esithinzini sendlebe yasekunene yalowo uzihlambululayo, nasesithupheni sesandla sakhe sasekunene, nakubhontsi wonyawo lwakhe lwasekunene, phezu kwegazi ledini letyala. 
LEV.14.18	Eseleyo ioli esesandleni sombingeleli aze ayigalele entloko kulowo uzihlambululayo, umbingeleli amcamagushele ke phambi koYehova. 
LEV.14.19	Umbingeleli wolenza idini lesono, amcamagushele lowo uzihlambululayo ngenxa yobunqambi bakhe; emveni koko alixhele idini elinyukayo, 
LEV.14.20	alinyuse umbingeleli idini elinyukayo, nomnikelo wokudla, esibingelelweni, umbingeleli amcamagushele. Wohlambuluka ke.
LEV.14.21	Ukuba uthe waba sisweli, nesandla sakhe asaba nakukufumana oko, wothabatha imvana ibe nye, ibe lidini letyala lokutshangatshangisa, amcamagushele, nesahlulo seshumi somgubo ocoliweyo, ugalelwe ioli, sibe sinye, ube ngumnikelo wokudla, neloge yeoli; 
LEV.14.22	namahobe amabini, nokuba ngamagobo amabini evukuthu, esinokuwafumana isandla sakhe, elinye libe lidini lesono, elinye libe lidini elinyukayo. 
LEV.14.23	Maze awazise ngomhla wesibhozo kumbingeleli, ukuba ahlanjululwe emnyango wentente yokuhlangana phambi koYehova.
LEV.14.24	Umbingeleli woyithabatha imvana elidini letyala, neloge yeoli, 
LEV.14.25	ayixhele imvana yedini letyala; acaphule umbingeleli egazini ledini letyala, alidyobhe esithinzini sendlebe yasekunene yalowo uzihlambululayo, nasesithupheni sesandla sakhe sasekunene, nakubhontsi wonyawo lwakhe lwasekunene. 
LEV.14.26	Inxalenye yeoli woyigalela umbingeleli esandleni sombingeleli sasekhohlo, 
LEV.14.27	umbingeleli afefe ngomnwe wakhe wasekunene inxalenye yeoli esesandleni sakhe sasekhohlo, izihlandlo zibe sixhenxe phambi koYehova; 
LEV.14.28	umbingeleli adyobhe inxalenye yeoli esesandleni sakhe esithinzini sendlebe yasekunene yalowo uzihlambululayo, nasesithupheni sesandla sakhe sasekunene, nakubhontsi wonyawo lwakhe lwasekunene, phezu kwendawo enegazi ledini letyala. 
LEV.14.29	Eseleyo ioli esesandleni sombingeleli woyigalela entloko kulowo uzihlambululayo, amcamagushele phambi koYehova. 
LEV.14.30	Wolinikela elinye ihobe, nokuba lelinye igobo levukuthu, esinokulifumana isandla sakhe, 
LEV.14.31	oko sinokukufumana isandla sakhe; elinye libe lidini lesono, elinye libe lidini elinyukayo, ndawonye nomnikelo wokudla, umbingeleli amcamagushele lowo uzihlambululayo phambi koYehova.
LEV.14.32	Nguwo lowo umyalelo walowo sikhoyo kuye isibetho seqhenqa, osandla singabanga nakufumana nto angahlanjululwa ngayo.
LEV.14.33	Wathetha uYehova kuMoses nakuAron, esithi, 
LEV.14.34	Xa nithe nafika ezweni lakwaKanan, endininika lona ukuba libe lelenu, ndasibeka isibetho seqhenqa endlwini yelizwe elo lilelenu, 
LEV.14.35	makeze umninindlu amxelele umbingeleli, esithi, Kubonakala kum ngathi kukho isibetho endlwini. 
LEV.14.36	Wowisa umthetho umbingeleli, ukuba bayikhuphe impahla endlwini, engekangeni umbingeleli ukuba asikhangele isibetho, ukuze ingabi yinqambi yonke into esendlwini; emveni koko wongena umbingeleli ukuba ayikhangele indlu. 
LEV.14.37	Akusikhangela isibetho, O! isibetho sisezindongeni zendlu, sizizifanya ezibuhlazarha, nokuba zifuna ukuba ngqombela, ukubonakala kwazo zithe gangqa eludongeni: 
LEV.14.38	wophuma umbingeleli endlwini, aye emnyango wendlu, ayivale indlu imihla esixhenxe.
LEV.14.39	Wobuya umbingeleli ngomhla wesixhenxe akhangele, O! siqhenqethile isibetho ezindongeni zendlu; 
LEV.14.40	aze awise umthetho umbingeleli, ukuba arholwe amatye esikuwo isibetho eso, aphoswe ngaphandle komzi endaweni eyinqambi; 
LEV.14.41	ayiphale indlu ngaphakathi ngeenxa zonke, bawuphose umhlaba abawuphalileyo ngaphandle komzi endaweni eyinqambi; 
LEV.14.42	bathabathe matye wambi, bawafake endaweni yaloo matye, kuthatyàthwe olunye udaka, ityatyekwe indlu.
LEV.14.43	Ukuba sithe sabuya isibetho sathi qwele endlwini, emveni kokurholwa kwamatye, nasemveni kokuphalwa kwendlu, nasemveni kokutyatyekwa kwayo, wongena umbingeleli, akhangele, 
LEV.14.44	O! siqhenqethile isibetho endlwini: liqhenqa elimandundu endlwini, iyinqambi ke. 
LEV.14.45	Yodilizwa indlu namatye ayo, nemithi yayo, nodaka lonke lwendlu, zikhutshelwe ngaphandle komzi 
LEV.14.46	Lowo ungenayo endlwini, yonke imihla yokuvalwa kwayo, woba yinqambi, ahlwise. 
LEV.14.47	Lowo ulele kuloo ndlu, wozihlamba iingubo zakhe; nalowo udlele kuloo ndlu, wozihlamba iingubo zakhe.
LEV.14.48	Ukuba umbingeleli uthe wangena, wakhangela, O! isibetho asiqhenqethanga endlwini emveni kokutyatyekwa kwendlu, umbingeleli wothi ihlambulukile indlu, ngokuba isibetho siphilisiwe. 
LEV.14.49	Wothabatha into yokuhlambulula indlu: iintaka zibe mbini, nomsedare,* noboya obubomvu, nehisope.* 
LEV.14.50	Maze ayixhelele enye intaka empahleni yomdongwe phezu kwamanzi aphilileyo; 
LEV.14.51	awuthabathe umsedare, nehisope, noboya obubomvu, nentaka ephilileyo, azithi nkxu egazini lentaka exheliweyo, nasemanzini aphilileyo, ayifefe indlu izihlandlo zibe sixhenxe; 
LEV.14.52	ayihlambulule indlu ngegazi lentaka leyo, nangamanzi aphilileyo, nangentaka ephilileyo, nangomsedare, nangehisope, nangoboya obubomvu. 
LEV.14.53	Woyindulula intaka ephilileyo iye ngaphandle komzi, iye ezindle, ayicamagushele indlu; yohlambuluka ke.
LEV.14.54	Nguwo lowo umyalelo osingisele kuzo zonke izibetho zeqhenqa nakuko ukudlathuka kweenwele, 
LEV.14.55	nakulo iqhenqa lengubo, 
