MAT.1.1	Kɛse ɓo mɛtjil Isa al‑Masige. Naan̰ *goon Daud ɔɔ goon *Abraam.
LUK.22.17	Gɔtn se naan̰ uun *kɔɔpm kɛn ɔk tɔtn koojn̰ bin̰ se jin̰ ki, tɔɔm *Raa ɔɔ ɗeekɗen ɔɔ: «Ɔkki ɔɔ Ꞌnig aayin̰ki ute naapa. 
LUK.22.18	ꞋBooyki mꞋasen taaɗa: tɔtn koojn̰ bin̰ ese se, mɔɔtn mꞋan̰ kɔŋ kaaye ɗɔɔl ute naase ey sum, bini maakŋ Gaar Raa aɗe ɓaa.»
LUK.22.19	Tɛr naan̰ uun mappa jin̰ ki, tɔɔm Raa ɔɔ dup ɛɗɗesin̰a ɔɔ ɗeekɗen ɔɔ: «Kɛse ɓo roma kɛn mꞋɛɗin̰ *sɛrkɛ taa naase. Nakŋ se Ꞌlee Ꞌtɛɗin̰ki bini ɔɔ Ꞌsaapki dom ki.» 
LUK.22.20	Kɛn naaɗe ɔs aas se, naan̰ uun kɔɔpm ɔk tɔtn koojn̰ bin̰ se ɔɔ tɛɗin̰ bin kici, taaɗɗen ɔɔ: «Tɔtn koojn̰ bin̰ kɛn maakŋ kɔɔpm ese se kɛse je taaɗn ɔɔ: *Raa dɔɔkga kiji ute naase ɔɔ kɛse ɓo moosum kɛn ɔɔy taa naase.»
LUK.22.21	Kɛn naaɗe iŋg ɔs kɔs se, Isa ɗeekɗen ɔɔ: «Aakki, debm am kut se ɔlga jin̰ maakŋ baay ki ute maam tɛlɛ. 
LUK.22.22	*Goon Deba se, utu Ꞌkooy aan gɔɔ kɛn Raa taaɗni, num gaŋ ɔɔn̰ deb kɛn an̰ kut se!» 
LUK.22.23	Kɛn naaɗe jaay booy taar se, naaɗe baag taaɗn ute naapa ɔɔ maakɗe ki se, naŋa ɓo Ꞌkɔŋ tɛɗn nakŋ se.
LUK.22.24	Gɔtn se, jee mɛtn Isa ki baag tɛɗn dɛkɛn̰ɛ ɔɔ naaj ute naapa ɔɔ maakɗe ki se, naŋa ɓo Ꞌtɛɗn magala. 
LUK.22.25	Gaŋ Isa ɗeekɗen ɔɔ: «ꞋJeelki, gaarin̰gen do naaŋ ki se iŋg do jeege tu tɛɗ jeege kusin̰a, ɔɔ magalgen tiŋg do jeege tu se, je jeege aɗen daŋ jee bɛɛ. 
LUK.22.26	Num naase se, ɔn̰te Ꞌtɛɗki bini. Anum maakse ki se, debm je Ꞌtɛɗn magal se, ɔn̰ Ꞌtɛɗ ron̰ aan goon cɔkɔ ɔɔ debm je tɛɗn naana se, ɔn̰ Ꞌtɛɗn debm kaan̰ naabse. 
LUK.22.27	Debm magal ɓo kɛn gay: debm kɛn iŋg ɔs kɔs lɔɓu debm kɛn kɔsɔ ooyga num lee ɓaaɗo tɔndin̰ jeege tu se ne? Debm ɔs kɔs se ɓo debm magal ey la? Anum maam mꞋiŋg maakse ki se aan gɔɔ mꞋdebm tɛɗn naabse. 
LUK.22.28	Kɛn maam maakŋ dubar ki se, naase ɓo, jee daayum iŋgkiro ute maama. 
LUK.22.29	Aan gɔɔ Bubum ɔn̰um gaara maam ki se, maam kic mꞋɔn̰sen gaara naase ki, 
LUK.22.30	taa naase aki ɓaa kɔsɔ ɔɔ aki kaaye ute maama maakŋ gaarum ki. Ɔɔ naase utu aki kiŋg do kaag doge tu gɛn kɔjn̰ bɔɔrɔ do taa ɓee gaan *Israɛlge tun sik‑kaar‑di se.»
LUK.22.31	Gɔtn se Isa ɗeek Simon ki ɔɔ: «Simon, Simon, Ꞌbooyo! *Ɓubm sitange se tɔndga mɛta ɔɔ je ai lɔɔyɔ aan gɔɔ teen̰ kꞋlɔɔyin̰ maakŋ gɛrt ki se. 
LUK.22.32	Gaŋ maam mꞋtɔndga mɛtn Raa taa naai, taa kaal maaki kɛn naai aal dom ki se, Ꞌtɛɗn cɛr eyo. Ɔɔ kɛn naai jaay tɛrloga gɔtum ki num, gɛnaaige se, ɛɗɗen kaay kaama taa Ꞌtɛɗn jee tɔɔgɔ naan maam ki.» 
LUK.22.33	Gaŋ Piɛr tɛrlin̰ ɔɔ: «Mɛluma, maam mꞋtookŋ mꞋɓaa daŋgay ki ute naai ɔɔ mꞋkooy ute naai.» 
LUK.22.34	Tɛr Isa tɛrlin̰ ɔɔ: «ꞋBooyo, Piɛr, mꞋai taaɗa: jaaki se, kɔr kɔrɔn̰jɔ Ꞌkɔɔy ey sum ɓo, naai Ꞌnaajn̰ ɗɔɔl mɔtɔ ɔɔ Ꞌɗeekŋ ɔɔ Ꞌjeelum eyo.»
LUK.22.35	Gɔtn se, Isa ɗeekɗen daala ɔɔ: «Kaaɗ kɛn mꞋɔlseno naaba jaay mꞋtaaɗsen mꞋɔɔ ɔn̰te Ꞌkuunki gursi, ɓɔɔnɔ ɔɔ saa se, ɗim baatsege la?» Naaɗe tɛrlin̰ ɔɔ: «Ɗim baatje te eyo.» 
LUK.22.36	Tɛr naan̰ ɗeekɗen daala ɔɔ: «Ɓɔrse se, debm ɔk gurs lɛ, uunu ɔɔ debm ɔk ɓɔɔnɔ kic lɛ, uunu; ɔɔ debm ɔk gɔrɗ‑jɛrlɛ ey lɛ dugŋ naatn ute kal magalin̰a ɔɔ n̰Ꞌdugŋ gɔrɗ‑jɛrlɛ. 
LUK.22.37	Taa naan̰ se, maam mꞋɗeekseni: taar kɛn Kitap taaɗ rom ki se, utu Ꞌkaan ɗoobin̰ ki kɛn ɔɔ: 
LUK.22.37	«Taar se ɓo ɓɔrse aanga ɗoobin̰ ki.»
LUK.22.38	Gaŋ jee mɛtin̰ ki tɛrlin̰ ɔɔ: «Mɛlje, naaje jꞋɔk gɔrɗ‑jɛrlɛ di ara.» Naan̰ tɛrlɗen ɔɔ: «Kɛse bɛɛga sum, taarse se ɔn̰in̰ki.»
LUK.22.39	Gɔtn se Isa teec ɓaa ook do kɔs ɔlib ki, gɔtn kɛn naan̰ lee ɓaan ro ki. Ɔɔ jee mɛtin̰ ki se, ɓaa ute naan̰a. 
LUK.22.40	Kɛn naaɗe aan gɔtn ese se, naan̰ ɗeekɗen ɔɔ: «ꞋTɔndki mɛtn Raa taa naase aki koocn̰ maakŋ nakŋ naam ki eyo.» 
LUK.22.41	Tɛr Isa iik tɔɔk cɛɛs ki daanɗe ute jee mɛtin̰ ki se kaam kund koa; gɔtn se naan̰ ɛrg naaŋ ki ɔɔ baag tɔnd mɛtn Raa, 
LUK.22.42	ɗeek ɔɔ: «Bua, kɛn naai Ꞌje num, *kɔɔpm dubar utu Ꞌkaan dom ki se, naai iikin̰ naatn dɔkɔ rom ki. Num gaŋ Ꞌtɛɗ aan gɔɔ kɛn naai maaki jen ro ki, aan gɔɔ kɛn maam ɓo mꞋje se eyo.» 
LUK.22.43	Gɔtn ese *kɔɗn Raa bɔɔyo maakŋ raa ki ɓaaɗo ɛɗin̰ gaab tɔɔgɔ. 
LUK.22.44	Kɛn Isa jaay maakin̰ tuj kasak kasak se, naan̰ tɔnd mɛtn Raa bini gɔtɔŋgin̰ teec ron̰ ki jaay taɗ naaŋ ki se tec aan gɔɔ mooso. 
LUK.22.45	Kɛn naan̰ tɔnd mɛtn Raa jaay aas se, iin̰ ɓaaɗo ɔŋ jee mɛtin̰ ki ɔɔ ute maak‑tujɗe se ɔlɗen naaɗe tooɗ bia. 
LUK.22.46	Naan̰ ɗeekɗen ɔɔ: «Gɛn ɗi jaay Ꞌtooɗki bi se? Iin̰ki raan ɔɔ Ꞌtɔndki mɛtn Raa, taa aki koocn̰ maakŋ nakŋ naam ki eyo.»
LUK.22.47	Kɛn Isa utu taaɗ taaɗ ɓɔrt sum ɓo, jee dɛnge teeco ɔɔ debm tɔɔɗɗeno se ron̰ Judas. Naan̰ se mɛtn jee Isagen sik‑kaar‑di se. Naan̰ ɓaaɗo cɛɛ Isa ki, baam ɔkin̰a ɔɔ aay ciilin̰. 
LUK.22.48	Ɔɔ Isa tɛrlin̰ ɔɔ: «Judas, ute baam kɔkŋ kɛn naai Ꞌbaam ɔkuma ɔɔ aay ciilum se ɓo, naai an kutn *Goon Deba ne?» 
LUK.22.49	Jee kɛn cɛɛ Isa ki jaay aak nakŋ kɛn utu Ꞌtɛɗ se, naaɗe ɗeekin̰ ɔɔ: «Mɛlje, jee ese jꞋaɗen tɔgŋ ute gɔrɗ‑jɛrljege se la?» 
LUK.22.50	Maakɗe ki se, deb kalaŋ ɔɔɗo gɔrɗ‑jɛrlin̰a ɔɔ ɔg gaaŋ te bi do ji daama gɛn debm tɛɗn naabm *magal debm tɛɗn sɛrkɛ Raa ki. 
LUK.22.51	Num gaŋ Isa taaɗɗen ɔɔ: «Ɔn̰ki! Ɔn̰te Ꞌtɛɗki bini.» Ɔɔ Isa ɔl jin̰ ut bi gaabm se ɔɔ gaabm se ɔŋ lapia. 
LUK.22.52	Gɔtn se Isa taaɗ jeege tun ɓaan̰o kɔkɔ ɔɔ jee se, magal jee tɛɗn sɛrkɛ Raage tu, magal jee kɛn lee bɔɔb *Ɓee Raa ute magal taa Ɓee Yaudge ɔɔ ɗeekɗen ɔɔ: «Naase Ꞌteeckiro ute gɔrɗ‑jɛrlsege ɔɔ sirɗsege se, aan gɔɔ Ꞌɓaakiro kɔkŋ debm ɓoogo. 
LUK.22.53	Ey num ɓii‑raa, maam mꞋtiŋgo ute naase daan bɔɔr Ɓee Raa ki ɔɔ nam tap ɓo ɔŋ ɔl te jin̰ rom ki eyo. Naɓo ɓɔrse se, kaaɗn naasen ɔkki tɔɔgɔ maakŋ gɔt kɛn ɔɔɗ se ɓo, aanga.»
LUK.22.54	Kɛn naaɗe jaay ɔk Isa se, naaɗe ɓaansin̰o maakŋ ɓee *magal debm tɛɗn sɛrkɛ Raa ki. Naan̰ kɛn se, Piɛr lee tɔl goosɗe kaam mɔɔtn dɔkɔ. 
LUK.22.55	Kɛn naaɗe jaay aan se, ɔŋ gɔtn se kꞋtuuyga tuuy pooɗo daan bɔɔr ki ɔɔ jeege iŋg riib riibi ɔɔ Piɛr ɓaaɗo iŋg riib ute naaɗe kici. 
LUK.22.56	Mɛnd tɛɗn naabm gɔtn ese jaay aakin̰ naan̰ iŋg riib riib pooɗo se, naan̰ ɔndin̰ kaama tak ɔɔ ɗeek ɔɔ: «Gaabm se kic debm naan̰a.» 
LUK.22.57	Gaŋ Piɛr naaj ɔɔ: «Mɛnd ara, ɓɛrɛ, gaabm se maam mꞋjeelin̰ eyo.» 
LUK.22.58	Tɛr cɔkɔ sum ɓo, deb kuuy aakin̰ se, ɗeekin̰ ɔɔ: «Naai kic Ꞌmɛtn naaɗe.» Ɔɔ Piɛr tɛrlin̰ ɔɔ: «A‑a, maam mɛtn naaɗe eyo.» 
LUK.22.59	Cɔkɔ sum se, deb kuuy ɓaaɗo ɗeekin̰ daala ɔɔ: «Ɗeer ɗeer, gaabm ese debm naan̰ kici, taa naan̰ se kic kɔɗ Galile.»
LUK.22.60	Gaŋ Piɛr tɛrlin̰ ɔɔ: «Taari se tap ɓo, naai Ꞌje ɗeekŋ ɔɔ ɗio?» Gaŋ kɔr naan̰ utu taaɗ taaɗ ɓɔrt se sum ɓo, kɔrɔn̰jɔ naar ɔɔɗ ɔɔyɔ. 
LUK.22.61	Gɔtn se, Mɛljege tɛrl aak Piɛr, ɔɔ kɛn kaamɗe jaay dɔɔɗ se, Piɛr naar saap do taar kɛn Mɛljege taaɗin̰o, kɛn ɔɔ: «Jaaki, kɔr kɔrɔn̰jɔ tɔɔy ey sum ɓo, naai am baatn ɗɔɔl mɔtɔ.» 
LUK.22.62	Gɔtn se naan̰ teeco ɔɔ baag keeme gab gab.
LUK.22.63	Jee iŋg bɔɔb Isa se, naaɗe tɛrɛcin̰ mɛtin̰a ɔɔ tɔndin̰a. 
LUK.22.64	Naaɗe teelin̰ kaamin̰a, tɔndin̰a ɔɔ taaɗin̰ ɔɔ: «Debm taaɗ taar teeco taar Raa ki se, Ꞌtaaɗjen tu: debm kɛn tɔndi se tap ɓo naŋa?» 
LUK.22.65	Gɔtn ese, naaɗe naajin̰ rap rap.
LUK.22.66	Tanɔɔrin̰ nɔɔrin̰ se, magal taa ɓee Yaudge, *magal jee tɛɗn sɛrkɛ Raage tu ute jee jeel taaɗn tɔɔkŋ mɛtn Ko Taar Raage, naaɗe se ɓo jee kɛn lee aak mɛtn taarge, naaɗe tusu paac ɔɔ ɔl jꞋɔk kꞋɓaano te Isa naanɗe ki. 
LUK.22.67	Aan gɔtn se, naaɗe tɔnd mɛtin̰a ɔɔ: «Kɛn naai ɓo *al‑Masi lɛ, Ꞌɗeekjeni.» Isa tɛrlɗen ɔɔ: «Maam mꞋtaaɗsenga kic lɛ, naase aki Ꞌtookki eyo. 
LUK.22.68	Ɔɔ kɛn mꞋtɔnd mɛtse kic lɛ, naase amki Ꞌkɔŋ tɛrl eyo. 
LUK.22.69	Num naan ki se, *Goon Deba se utu Ꞌɓaa kiŋg do ji daam Raa Sidburku ki.» 
LUK.22.70	Naaɗe paac tɛrlin̰ ɔɔ: «Do taari ki se, naai je ɗeekŋ ɔɔ naai ɓo ꞋGoon Raa ɗaamo?» Isa tɛrlɗen ɔɔ: «Kɛse naase malin̰ge ɓo Ꞌtaaɗki ɔɔki maam Goon Raa.» 
LUK.22.71	Gɔtn se naaɗe ɗeek ɔɔ: «Naase nakage kꞋjeki saaɗn nam kuuy se, gɛn ɗi daala! Naajege lɛ, kꞋbooyin̰kiga te bijege, naan̰ mala ɓo taaɗjeki ute taarin̰a.»
LUK.23.1	Jee se iin̰o paac taa naap ki, ɔko Isa ɔɔ ɓaansin̰ naan magal *Rɔmɛge tu kꞋdaŋin̰ Pilat. 
LUK.23.2	Gɔtn se, naaɗe baagin̰ tɔɔl taara don̰ ki ɔɔ: «Naaje kꞋjꞋɔŋo gaabm se tɛɗ tɛɗ pitini maakŋ naaŋje ki. Naan̰ gaas jeege ɔɔ jꞋɔn̰te kɔgŋ miiri Gaar magal iŋg Rɔm ki kɛn kꞋdaŋin̰ Sezar se ɔɔ ɗeek jeege tu ɔɔ naan̰ ɓo *al‑Masi, naan̰ ɓo gaarge.» 
LUK.23.3	Gɔtn se Pilat tɔnd mɛtin̰ ɔɔ: «Naai ɓo Gaar Yaudge la?» Isa tɛrlin̰ ɔɔ: «Aan gɔɔ kɛn naai Ꞌɗeekin̰ se.» 
LUK.23.4	Ɔɔ Pilat tɛrl aak *magal jee tɛɗn sɛrkɛ Raage tu ute jee dɛnge se ɔɔ ɗeekɗen ɔɔ: «Gaabm se, maam mꞋɔŋin̰ tuj te ɗim kɛn aas kutin̰ eyo.» 
LUK.23.5	Gaŋ naaɗe dɔɔk taar ɔn̰ eyo ɔɔ ɗeek ɔɔ: «Gaabm se ɔɔs mɛtn jeege ute dooy kɛn naan̰ lee dooy jeege se. Naan̰ baago dooy jeege taa naaŋ Galile ki ute taa naaŋ Jude ki ɔɔ bini ɓɔrse aanga gɔtjege tu Jeruzalɛm ki ara kici.»
LUK.23.6	Kɛn Pilat jaay booy taarɗe se, tɔnd mɛta ɔɔ: «Gaabm se tap ɓo, Ꞌtɛɗn kɔɗ Galile la?» 
LUK.23.7	Kɛn kꞋtaaɗin̰ jꞋɔɔ Isa se mɛtn jee Gaar Ɛrɔdge se, gɔtn se naan̰ ɔlin̰ gɔtn Ɛrɔd ki, taa ɓii kɛn se, Ɛrɔd kic utu Jeruzalɛm ki.
LUK.23.8	Kɛn Ɛrɔd jaay aak Isa se, maakin̰ raap aak eyo, taa do dɔkin̰ tap ɓo, naan̰ je an̰ kaaka taa naan̰ se, booyga booy jeege lee ɔɔs kɔɔs maanin̰a. Ɔɔ naan̰ je an̰ tɛɗn nakŋ‑kɔɔɓm gam naanin̰ ki ɔɔ naan̰ Ꞌkaaka. 
LUK.23.9	Naan̰ tɔnd mɛtin̰ ɗɔɔl cɔk cɔk, naɓo Isa tɛrlin̰ taar ɗim eyo. 
LUK.23.10	Kaaɗ kɛn se, *magal jee tɛɗn sɛrkɛ Raage tu ute jee jeel taaɗn tɔɔkŋ mɛtn Ko Taar Raage se tɔlin̰ taargen deer deer don̰ ki. 
LUK.23.11	Ɔɔ Ɛrɔd ute asgarin̰ge se tɛɗin̰ rɛn̰ rɛn̰ ɔɔ tɛrɛcin̰ mɛtin̰ ki. Tɛr naaɗe uusin̰ kal ute ron̰a ɔmb birin̰ birin̰, jaay ɓo naaɗe ɔlin̰ gɔtn Pilat ki. 
LUK.23.12	Ey num, do dɔkin̰ Ɛrɔd te Pilat se taarɗe ɓaa eyo; num gaŋ ɓii kɛn se sum ɓo, naaɗe tɛɗn mɛɗn naapge.
LUK.23.13	Gɔtn ese Pilat daŋ tus *magal jee tɛɗn sɛrkɛ Raage tu, magalgen gɔtn ese ɔɔ ute jee dɛnge paac, 
LUK.23.14	ɔɔ naan̰ ɗeekɗen ɔɔ: «Naase ɔk Ꞌɓaamkiro te gaabm ese se ɔɔki naan̰ ɔɔs kɔɔs mɛtn jeege ɔɔ naanse ki se sum ɓo, maam tɔnd mɛtin̰a do taarge tun naase Ꞌtɔlin̰ki don̰ ki paac se, naɓo maam mꞋɔŋin̰ naan̰ tuj te ɗim kɛn aas kutin̰ eyo. 
LUK.23.15	*Ɛrɔd kic ɓo ɔŋ te taar kɛn aas tɔɔlin̰ eyo jaay ɔlumsin̰o gɔtn ara se. Ɔɔ gaabm se ne ɗim naan̰ tuj jaay jꞋansin̰ tɔɔl ro ki se gɔtɔ. 
LUK.23.16	Ɓɔrse, maam mꞋan̰ kɔnd ute mɛɛjɛ ɔɔ mꞋan̰ kɔn̰ Ꞌɓaa.» 
LUK.23.17	[Kɛn *laa Paak jaay aanga tak ɓo, maakŋ jeeɗege tun kꞋtɔkɗe daŋgay ki se, Pilat lee tɔɔɗ tɔlɗe tɔl debm daŋgay kalaŋ.]
LUK.23.18	Gɔtn se naaɗe dɔɔb ɔɔɗ ɔɔy taa naapki caa ɔɔ: «Gaabm se, Ꞌtɔɔlin̰a ɔɔ ɔɔɗ ɔljeno Barabasi!» 
LUK.23.19	Ey num Barabas se, jꞋɔkin̰ daŋgay ki taa pitin kɛn naan̰ tɛɗo maakŋ gɛgɛr kɛn Jeruzalɛm ki. Naan̰ kɛn se naan̰ tɔɔloga tɔɔl deba. 
LUK.23.20	Tɛr Pilat tɔnd mɛtɗe daala, taa naan̰ je ɗoobm kɛn an̰ kɔɔɗn kɔl Isa. 
LUK.23.21	Kɛn naaɗe jaay booy taar se, tɛr dɔɔb ɔɔy caa ɔɔ: «Naan̰ se, Ꞌtup Ꞌtɔɔlin̰ ro kaag ki! ꞋTup Ꞌtɔɔlin̰ ro kaag ki!»
LUK.23.22	Gɔtn se Pilat tɔnd mɛtɗe gɛn k‑mɔtɔge tu ɔɔ: «Gaabm se tap ɓo tujga ɗi? Ey num maam mꞋɔŋ te ne ɗim kɛn aas tɔɔlin̰ eyo. Ɓɔrse, maam mꞋan̰ kɔnd te mɛɛjɛ ɔɔ mꞋan̰ kɔɔɗn kɔlɔ.» 
LUK.23.23	Gaŋ naaɗe tɔɔy makɔn̰ɔ ɔn̰ eyo ɔɔ taaɗ ɔɔ: «Gaabm se kꞋtup kꞋtɔɔlin̰ ro kaag ki.» Kɛn naaɗe tɔɔy se, tɛɗ dir dir ɓaa deel doa.
LUK.23.24	Gɔtn se Pilat took gɛn tɛɗn nakgen kɛn naaɗe maakɗe jen ro ki se. 
LUK.23.25	Naan̰ ɔl kꞋɓaa kꞋjꞋɔɔɗ jꞋɔlɗen gaabm kɛn naaɗe jen̰ se; ey num naan̰ ɓo debm pitin tɔɔlɔ deba jaay jꞋɔlin̰ daŋgay ki se. Gaŋ gɛn Isa se, naan̰ ɛɗɗesin̰ kaam jiɗe ɔɔ ɗeekɗen ɔɔ: «ꞋTɛɗin̰ki aan gɔɔ kɛn naase maakse jen ro ki.»
LUK.23.26	Kɛn naaɗe ɓaan ɓaa te Isa se, naaɗe dɔɔɗ ute gaaba kalaŋ kꞋdaŋin̰ Simon kɔɗ Sirɛn. Naan̰ iin̰o naatn ɔɔ deel deel te ɗoobm se. Naaɗe ɔkin̰ taa tɔɔgɔ gɛn kuun kaagŋ jꞋan̰ ɓaa tupm Isa ro ki se ɔɔ naan̰ uun kaagŋ se ɔɔ leen mɛtn Isa ki. 
LUK.23.27	Kɛn Isa ɓaa ɓaa se, jeege dɛna ɔk mɛtin̰a. Maakɗe ki se mɛtin̰ge mɛndge ɔɔ mɛndgen se jaay aakin̰ se, tɔnd tarkaaɗɗege
LUK.23.28	Isa tɛrl aakɗe ɔɔ ɗeekɗen ɔɔ: «Mɛndgen Jeruzalɛm ki, ɔn̰te Ꞌkeemki taa maama. Num eemki ɓo taa naase malin̰ge ɔɔ taa gɛnsege. 
LUK.23.29	ꞋBooyki, kaaɗin̰ utu Ꞌkaan se kꞋɗeekŋ jꞋɔɔ: maak‑raapo mɛndkartge tu, mɛndgen ooj nam te te eyo ɔɔ kɛngen siɗege gaange aay nam te te eyo. 
LUK.23.30	Ɓii kɛn naane se, jeege Ꞌtaaɗn koge tu ɔɔ: 
LUK.23.31	Taa nakgen se jaay aan do ko kaag kɛn zɛɛrɛ se, do ko kaag kɛn tuutu se, tap ɓo Ꞌtɛɗn ɔɔ ɗio?»
LUK.23.32	Gɔtn se kꞋtɔk kꞋɓaano ute jeege dio ɔɔ jee se, jee kɛn tujga tuj ɗim, taa jꞋaɗen ɓaa tɔɔl ute Isa.
LUK.23.33	Kɛn naaɗe jaay aan gɔtn kꞋdaŋin̰: kaaɗn do deba se, naaɗe tup Isa ro kaag ki ɔɔ jee kɛn tujga tuj ɗim se kic kꞋtupɗe ro kaagge tu. Deb kalaŋ kꞋjꞋuun kꞋɗaarin̰ do ji daamin̰ ki ɔɔ deb kalaŋ kꞋjꞋuun kꞋɗaarin̰ do ji jeelin̰ ki. 
LUK.23.34	Kɛn Isa jaay kꞋtup kꞋɗaarin̰ ro kaag ki se, ɗeek ɔɔ: «Bua, Ꞌtɔɔlɗe *kusin̰ɗe, taa nakŋ naaɗe tɛɗ se, naaɗe jeel eyo.»
LUK.23.34	Gɛn nigŋ kal Isa se, naaɗe tɛɗin̰ salatia ɔɔ debm kɛn oocin̰ga ɓo uunu uunu.
LUK.23.35	Gɔtn se jee dɛnge ɗaar aakin̰a; ɔɔ jee magalge se, ɔɔyin̰ koogo mɛtin̰ ki ɔɔ ɗeek ɔɔ: «Jee kuuy se, naan̰ aajɗenoga; kɛn naan̰ ɓo *al‑Masi kɛn *Raa bɛɛr ɔɔɗin̰ ɗeer num, ɓɔrse n̰Ꞌaaj ron̰ mala.» 
LUK.23.36	Asgarge kic ɓo tɛrɛcin̰ mɛtin̰ ki; naaɗe ɓaaɗo cɛɛn̰ ki ɔɔ ɛɗin̰ tɔtn koojn̰ bin̰ kɛn mooy se, 
LUK.23.37	ɔɔ ɗeekin̰ ɔɔ: «Kɛn naai jaay ꞋGaar Yaudge num, aaj roi mala!» 
LUK.23.38	Kɛn naaɗe jaay utu tupin̰ tup ro kaag ki se ɓo, naaɗe raaŋ ɔlin̰ kaam don̰ ki ɔɔ: Kɛse ɓo Gaar Yaudge.
LUK.23.39	Maakŋ jeege tun di kɛn tujga tuj ɗim jaay kꞋtup kꞋtɔɔlɗe ro kaagge tu ute naan̰ se, deb kalaŋ naajin̰ ɔɔ: «Naai ɓo al‑Masi ey la? Kɛn bin num, naai mala aaj roi ɔɔ aajje naaje kici.» 
LUK.23.40	Gaŋ deb kalaŋ uunin̰ kaamin̰ ɗeekin̰ ɔɔ: «Naai se, Ꞌɓeer Raa ki eyo. Ey num, naai Ꞌmaakŋ dubar ki aan gɔɔ naan̰ kici. 
LUK.23.41	Gɛn naaje se, kɛn kꞋdabarje kic ɗoobin̰a. Taa naaje se kꞋtujga tuju. Num gaŋ naan̰ se, tuj te ɗim eyo.» 
LUK.23.42	Gɔtn se naan̰ ɗeek Isa ki ɔɔ: «Isa, ɓiin naai aɗe ɓaa maakŋ gaari ki se, Ꞌsaap dom ki.» 
LUK.23.43	Isa tɛrlin̰ ɔɔ: «ꞋBooy bɛɛ mꞋai taaɗa: jaaki sum ɓo, naai Ꞌɓaa te maam gɔtn Raa ki.»
LUK.23.44	Kɛn kaaɗa jaay ɓaa kaasn katar tir se, do naaŋa te magalin̰ se gɔtɔ ɓaa ilim dib bini aan katar do tɛgɛr ki. 
LUK.23.45	Kaaɗa paac, jꞋɔŋ jꞋaakin̰ eyo. Naan̰ kɛn se, kal deer magal kɛn kꞋgaaŋ maakŋ *Ɓee Raa se, nɛɛpo raan daan ki bini aan naaŋ ki tak. 
LUK.23.46	Gɔtn ese, Isa ɔɔɗ ɔɔy makɔn̰ɔ ɔɔ: «Bua, kom se, mꞋɔn̰isin̰ kaam ji.» Kɛn naan̰ taaɗ taarin̰ aas se, ɔn̰ kon̰ teece.
LUK.23.47	Kɛn bubm asgarge jaay aak nakŋ deel se, naan̰ *nook Raa ɔɔ ɗeek ɔɔ: «Ɗeer ɗeer, gaabm se, naan̰ debm daan ki!» 
LUK.23.48	Ɔɔ jeegen kɛn ɓaaɗo aak nakŋ deel se, kɛn naaɗe jaay uun tɛrl ɓaa ɓaa se, maakɗe tuj se tɔnd tarkaaɗɗege. 
LUK.23.49	Num jee deelga deel ute naan̰a ɔɔ mɛndgen baago kɔkŋ mɛtin̰ taa naaŋ Galile ki se, naaɗe se paac ɗaar gɔtn dɔkɔ jaay ɓo aakin̰a.
LUK.23.50	Gɔtn se, gaaba kalaŋ ron̰ Yusup ɔɔ naan̰ se, maakŋ magalge tun kɛn lee aak mɛtn taarge se. Naan̰ se debm bɛɛ ɔɔ debm daan ki. 
LUK.23.51	Gaabm se iin̰o maakŋ gɛgɛr Yaudge tun kꞋdaŋin̰ Arimate. Ɔɔ nakŋ jeen̰ge tɛɗ paac se, naan̰ ɔl te taarin̰ maak ki eyo. Taa naan̰ iŋg aak kaak kaam *maakŋ Gaar Raa kɛn utu Ꞌkaan se. 
LUK.23.52	Gaabm se ɓaa ɔŋ Pilat ɔɔ tɔnd mɛtin̰a taa an̰ kɔn̰ ro Isa se, naan̰ an̰ ɓaa kɔl maakŋ iiɓ ki. 
LUK.23.53	Pilat ɔn̰in̰sin̰a ɔɔ naan̰ ɓaa bɔɔy ro Isa naatn ro kaag ki. Gɔtn se Yusup teelin̰ ute kal duubu ɔɔ ɓaa ɔl aalin̰ maakŋ iiɓ kɛn jꞋɔŋ ko sum ɓo jꞋuɗ kꞋɗaapin̰a. Ɔɔ iiɓm se, ɓii kalaŋ jꞋɔl kꞋnaam te nam maak ki eyo. 
LUK.23.54	Ɓiin se, jeege ɗaap ɗaap roɗe taa tɛgɛr sum ɓo, *ɓii sebit se baaga.
LUK.23.55	Mɛndgen baago daan Isa Galile ki se, ɓaa te Yusup kalaŋ gɛn ɓaa kaakŋ iiɓm kɛn jꞋɔl jꞋaal ro Isa maak ki se. 
LUK.23.56	Ɔɔ kɛn naaɗe jaay ɔk tɛrl ɓeen se, naaɗe ɓaa tɛɗo nakŋ oot nijimi ute itir gɛn ɓaa kɔtn ro Isa ki. Ɓii sebit ki se, naaɗe iŋg tɔɔl maakɗe taa *Ko Taar kɛn Raa ɛɗo Musa ki se gaasɗenga gaasa ɔɔ jꞋɔn̰te tɛɗn ɗim.
LUK.24.1	Ɓii dumas ki, tanɔɔrin̰ nɔɔrin̰ sum ɓo, mɛndgen se iin̰ ɓaa taa ɓaaɗ kɛn jꞋɔl jꞋaalo ro Isa maak ki se, ute nakŋ oot nijimi ɔɔ ute itir kɛn naaɗe tɛɗin̰o se. 
LUK.24.2	Kɛn naaɗe jaay aan se, ɔŋ ko kɛn kꞋgaasn taa ɓaaɗa se, kꞋdircilin̰ga naatn. 
