MAT.1.1	Abraham chapa Devid, ava Chapa Jisu Khrista ki charuwl Laaika. 
LUK.1.69	arkii khat mi sin khiin pik inda.
LUK.1.70	Alraang ki kchiir khulpu rek nerri tipthe thuw dok da.
LUK.1.71	Nen mi kusnuwm kma rek thungki,
LUK.1.71	mi kaktlan pik raan,
LUK.1.71	ungu nen mikipder chaan thungki;
LUK.1.72	nen npah le hin plungnee
LUK.1.72	ki chii mdoreel dok ava ktlo ra,
LUK.1.72	Mma ngi Kchiir paurina ava mdo bin phaak na ngi,
LUK.1.73	nenki npah in Abraham
LUK.1.73	hin pau ava mdo reel dok,
LUK.1.74	nen ava kusnuwm kma rek khut thungki mi do tak ktlan pik dok in,
LUK.1.74	kṭi liit kma Mma sok talo chaak nraan,
LUK.1.75	Nenki rinkhu nit rek mkheng thu kseeng deek,
LUK.1.75	rinkindit deekki ta am nraan kurthuwk.
LUK.1.76	Ungta nao, nah,
LUK.1.76	kparthaang sii khulpu di donle ako own ra;
LUK.1.76	mleija Mukpu maiṭhuwm mi chet ti don,
LUK.1.76	Mma lam purchuwl pik nadi.
LUK.1.77	Mma mii rek hin mupnu
LUK.1.77	ton in mdo ptlot pik naki tkirliinna lousing kpii ra,
LUK.1.78	kparthaang hin ki nit rek ava nen nleen murjun tlaak mpha thu,
LUK.1.78	nenki Isowr plungnee thu,
LUK.1.79	kjiingnu leh kdiyou arlim thung ngi,
LUK.1.79	kuk ong mii rek hin mar awng kpii rangki,
LUK.1.79	ungu kdaai lam ava thu nen nkhu in mikpii kchaan kurthuwk.”
LUK.1.80	Ungta nao ava ruktang ngi pthla ngi lin saang da, ungta mma ngi Isreel mii rek hin maktardet na ki nit mphaak du khim khai kbowklaiji am chdaat da.
LUK.2.1	Mpha ava thu Akastas Keisar ri dultipaam mii mkheng ngi miing mdo plu nrangki pau pṭum da. 
LUK.2.2	Kuirinia ki Syria paam kpu mkurthut thu hava miing kuplut ava mkhat na thok da. 
LUK.2.3	Ungta mii mkheng ngi miing kuplut ra mpaam mpaam ki khuwpii tha miing kuplut ra chet lamda. 
LUK.2.4	Ungta Joseph ruk ka Galil ki Nasareth khuwpii thungki, Bethlehem mdo dit, Devid khuwpii judia tha hang da, mleija mma ava Devid rilam ungu mphungka ruk kurthuwk da. 
LUK.2.5	Mma ngi inn mdo thlot dok, nao kuhur daat, Mery ṭhida mmiing in kuplut ra hang lamda. 
LUK.2.6	Ungta mmaanni ava tha ma am daat arlaanni Mery nao pluk naki mpha ava vei da. 
LUK.2.7	Ungta Mery ngi ru kri reep ki mchapa ava plu da, ungu Nao ava buw laak thung ngi klum da, sil arkuw thung pi iip da, mleija mthlun nraan inn ktlong ame.
LUK.2.8	Ungta ava paamkowl tha bil thung ngi jao krung rek am lamda, mjao in arkhii lamda, jaanni sut pṭoi lamda. 
LUK.2.9	Ungu Mukpu waan tamsii ngi mhin inni ktardet da, Mukpu laarneiji tkhul dok lamda, ungbi kdung ngi ṭi lamda. 
LUK.2.10	Ungta waan tamsii ngi mhin inni theda, “ṭi maan, mleija asuwn, mii mkheng thung ngi ka am ra klin langlang ki kṭha pauren naan hinni kurjun hurra. 
LUK.2.11	Mleija snii ngi Devid khuwpii thung ngi kaktlan rang ki khat Mukpu Khrista ava kṭouva. 
LUK.2.12	Ungta hava ngi naan do tinna kurthuwk ra: Naanni nao kdowng khat buwlaak suwnni klum da, sil arkuw khat thung ngi ki iip daat pha naan di.” 
LUK.2.13	Ungta tun kat daatti Waan tamsii tu kilṭhi ngi parwaan ki kurtuwl mii rekki Isowr panpaak da, ungu laa the lamda,
LUK.2.14	“Kparthaang sii ki Isowr hin tha kunlor,
LUK.2.14	ungu dultipaam thu Mma ngi plung mdo pngam Mma mii rek arlakki kdaai am so!”
LUK.2.15	Waan tamsii rekki parwaan tha mmaan hinki mhunkal dok in thungta, jao krung rekki khat leh khatti the lamda, “Nen ni Bethlehem tha hang in chera, kthuwk nong Mukpu ngi mido tithe pik in ava suw inche.” 
LUK.2.16	Ungta mmaanni kuknotti mhan in thungta, Mery leh Joseph pha lamda, ungu sil arkuw khat thung ngi nao kdowng ava iip daat da. 
LUK.2.17	Ungta mmaanni ava mdee in thungta, hava nao mlei thung ngi mdo the pik lam ava song chlam da. 
LUK.2.18	Ungta karyaa mii mkheng nga jao krung rek pau sonni ngak chlam da. 
LUK.2.19	Pdainu hava le mkheng nga Mery ngi muplung ril thung ngi purdun da arkhii da. 
LUK.2.20	Ungta jao krung rekki mdil kinle lamda, mmaan hin mdo son pik lam, mdo aryaak in mkheng leh mdo dee in ava leiji kanpa ngi Isowr panpaak chlam da.
LUK.2.21	Ungta Mma ava vunmor mdo reen nrang ki mnii tret na mphaak thungta, Mma ngi mnuh poi thung ngi ma am du liitti Waan tamsii ngi miing mdo the dok, Jisu dida thowl lamda.
LUK.2.22	Ungta Mousi Nowlam dil kṭoiji kartleu naki mpha marvan thungta, Jisua Mukpu hin mdo piik nraan ki Jerusalem tha hanṭhi lamda. 
LUK.2.23	(Mukpu Nowlam thung ngi mdo kjit dok lulu ngi, “Ru kri ver ri poi thungki mdo pluk pselpa khim khaija Mukpu hin kchiir kdi lamra.”) 
LUK.2.24	Mukpu Nowlam do the dil kṭoiva, tlaai kdownni mdo piik chaak ra ava “Uṭhuw sik khat mata msuwn knii rek ra.” 
LUK.2.25	Tunva Jerusalem thung ngi miilai khat mmiing Simion tdit amda, hava miilai ava rinkindit ungu plung klut langlang, Isreel kaktlan pik rangki mlam ksuw chdaat, mma ava pthla kchiir ri mleen dim chda. 
LUK.2.26	Ungta Mukpu Khrista ava mdee du ngi mma ngi kdiyou dei nime dida pthla kchiir ri mhin the pik da. 
LUK.2.27	Ungta pthla do kso dil kṭoiji mma ava luwbuk Inn thu arva da; mleija mhin ni Nowlam ki nopa dil kṭoiji ava ktlora nao Jisu ava mnuh leh mpah ngi arhan ṭhi lamda. 
LUK.2.28	Mma ngi mbaanni Jisua kdom thida, Isowr panpaak da theda,
LUK.2.29	“Mukpu, Nah apauna dil kṭoiji,
LUK.2.29	tunva Nah asra owr ra kdaaiji sun chaso;
LUK.2.30	mleija nei kmik ki Nang ki kirliing ava kdee chaakka,
LUK.2.31	mii mkheng awng ngi ado purchuwl dok,
LUK.2.32	Ktlok chati rek hin mar awng khatti ado phuwn,
LUK.2.32	ungta Nah amii Isreel rek laarnee na kurthuwk.”
LUK.2.33	Ungta mnuh leh mpah ava Mma mlei thung ngi mdo the ava ngi ngak chlam da; 
LUK.2.34	ungta Simion ni phowl kṭha parlaan lam thida, mnuh Mery hin theda, “Asuw, hava naova ktluw rangki ungu Isreel mii knempok kpardel rangki ngi mdo sii, ungta titinna khat tummi mraal ka amra. 
LUK.2.35	(Ungta nah aplung rukka kchei khat do thun heppi kthuwk ra), ava ngi mii knempok plung binna ktidet ra.”
LUK.2.36	Ungta Anna, tdit Phanuel chanu, Asher chati thungki khulpi khat amda; mma ava kdung ngi der chda, inn mnei daat ki mi innpu tung ngi kum tikheu daat paal ve chlam da, 
LUK.2.37	ungu meikhunu khatti kum som tret lei plii kpha dok kurthuwk da. Mma ava luwbuk Inn thung ki sun liit me, suwn leh jaanni then mdo ngowl tu kilṭhi ngi luwbuk chda. 
LUK.2.38	Ungta ṭhang ava kat thung ngi arhang da Isowr panpaak chda, ungu Jerusalem mdo ktlan pik nrangki tummi mlam ksuw kcha rek mii mkheng hinni Jisu ki lei thung ngi son pik chlam da.
LUK.2.39	Ungta Mukpu Nowlam dil kṭoiji do khim khai mtlot dok dil thaanni, mmaanni Galil ki mkhuwpii thaanni mdil kinle lamda. 
LUK.2.40	Ungta Nao ava linsaang da ungu mru tangda, lousing ngi dim chda, ungta mleenni Isowr do purhui amda.
LUK.2.41	Tunva kum ktaiji mpah leh mnuh ava taplaanna kmaal ra Jerusalem tha hang kchok lamda. 
LUK.2.42	Ungu Mma ngi kum sowm lei knii mphaak thungta, nopa dil kṭoiji hang lamda. 
LUK.2.43	Ungta kmaal ava ṭuw dok da, mmaanni mjun kinlet in thungta, Pselnao Jisua mdil thaanni Jerusalem thung ngi kcheeng daat da. Mnuh leh mpah va dei lamme 
LUK.2.44	pdainu maplap rek tu kilṭhi pak da kdingi nii khat lik klutti jung lamda, ungu mmaanni mi inn khur kthuwk rek leh maplap rek hin thlaam lamda; 
LUK.2.45	ungu mmaanni mdee maan thungta, Mma kthlaam Jerusalem tha mdil kinle lamda. 
LUK.2.46	Nii kdum dil tha luwbuk Inn thu phang lamda, chukpu rek arlakki ku ong daat da, mmaan hin aryaa da paukhewl lamda; 
LUK.2.47	ungta Mma hinni karyaa mii mkheng nga mdo dee pindit leh mpau arthaan rekki ngak chlam da. 
LUK.2.48	Ungu mmaanni Mma ava mdee in thungta, ngak chlam da; ungbi mnuh ngi Mhin theda, “Kchapa, talu leiji hanto ado tatlot inda? Apah tu neenve va kdung ngi alam suw chaannu.” 
LUK.2.49	Ungbi Mma ngi mhin inni theda, “Tak heppi naanva ado tathlaam inda? Neia Kpah Inn thung ngi trin kma am nik di tdit naanni dei maan ti mo?” 
LUK.2.50	Ungta mhin inni mdo the pau ava dei pindi chlam me. 
LUK.2.51	Ungta mmaan tu kilṭhi ngi Nasareth tha arjung lamda, ungu mpau theen pṭoi da; ungta mnuh va havale mkheng nga muplung thung ngi arkhii da.
LUK.2.52	Ungta Jisua lousing ngi dim chda, mdak ruk lin saangda, ungu Isowr leh mii rek do purhuiji amda.
LUK.3.1	Tiberia Keisar ri mkum sowm lei parngat na mpaal mpha thu, Pontas Pilat ta Judia rek paam kpupa ngi amda, ungu Herod ti Galil paam kpupa ngi amda, ungta mnaopa Philip va Ituria, Trakhonitia, paam kpupa ngi amda,ungu Lysania va Abilini paam kpupa ngi amda. 
LUK.3.2	Annas leh Keiphas ti thiimpu kparthaang ngi ma am lam thu, kbowklaiji Sakharija chapa Johon hinni Isowr ki pauna thleng da. 
LUK.3.3	Ungbi mma ngi Jordon paamkuwl mkheng thung ngi chet da, pnu rek kuptlot pik ki, plung ren hurda baptis ktlo tummi paryaam da.
LUK.3.4	Khulpu Isaijah pauna rek Laaika thung ngi mdo
LUK.3.4	kjit dok lulu,
LUK.3.4	“Kbowklaiji krowl khatti owngda:
LUK.3.4	Mukpu lam ṭoira apurchuwl,
LUK.3.4	mkhu ther na arjit pik.
LUK.3.5	Ka aar khim khai kdim ra,
LUK.3.5	ungu lown kchuwng leh lown khim khai kneemra,
LUK.3.5	ungu mkowl kthii karji ra,
LUK.3.5	ungta lam kparthap ava kparnaal ra;
LUK.3.6	ungta daksaa mkheng ngi
LUK.3.6	Isowr ki kirliinna kdei chra.”
LUK.3.7	Ava ngi mlei kurthuwk da, mma ngi baptis mdo ptlot ra karva kurtuwl mii rek hin theda, “Doi knei pruwl charuwl naan! Plung thit kthlung rang thungki kchen ra aksi inna ku? 
LUK.3.8	Plung ren kuhur akurhui nraanki athei rek in apchui in, ungta ‘Neenki kpah raan Abraham kthloi in,’ dida adaksaa in thung ngi kthe pṭhun maan; mleija neiji ahin thaanni kthea, Isowr ra hava lung rek thung ki Isowr naole kpur owl ra. 
LUK.3.9	Tun kpha thu ruk va ṭhii rek ava ding rek arjuwng leenni ka am daatta, ava leiji kṭha thei kchui kma ding khim khaija phuwr don le mei thung ngi kvar pthiira.
LUK.3.10	Ungta kurtuwl mii rekki mhin khewl lamda, “Ava mkurthuttu neenni talu tlo ni kaan di?” 
LUK.3.11	Ungbi mma ngi mhin inni arthawngda, “Phrik knii kthloi mii va kthloi kma mii tu athem so; then kthloi mii ruk va anto heppi atlo so.” 
LUK.3.12	Khasna klou rek rukva baptis ktlo arva lamda, ungu mhin the lamda, “Chukpu, neenva tak tlo ni kaanda” 
LUK.3.13	Ungbi mma ngi mhin inni theda, “Ado lo raan thungki kheelli lou maan.” 
LUK.3.14	Rawlmii rek ruk va mhin khewl lamda, “Ungta neenna talu tlo nikaan da?” Ungbi mma ngi mhin inni theda, “Nam trom mi ku mii khat lee lowng maan, mata kindit kma thu mraal pii maan, ungu naan ki arda manni khop in.”
LUK.3.15	Mii rek va arngai chda, ungta mii mkheng va Johon na Khrista daat ngaal mo kdingi muplung in thung ngi karkhewl lamda. 
LUK.3.16	Johon ni mii mkheng hin arthawng da, “Neiva dii tu kilṭhi ngi baptis akuptlot in; pdainu kthleng meek mii ava nei kihin nu klin langlang, Mma khu kok rek rii kparthle pik rang ruk neia kurhui chmaang; Mma ava ngi pthla kchiir leh mei tu kilṭhi ngi baptis akuptlot chraan. 
LUK.3.17	Mkhut thung ngi bu jaa na sinda, ungta kehu mchang rek ava ktom thu kthii ra, pdainu mparviit ava kṭuw knai kma meiṭhuwm thung ngi kapkaa pthii ra.”
LUK.3.18	Ava leiji mdo kso nlam pau knempok tu kilṭhi ngi kṭha paumin mhin inni paryaam da. 
LUK.3.19	Pdainu paam kpupa Herod ti, mnaopa numei Herodia tummi raida, ungu Herod ti kṭha kma mdo tlot rek mkheng, 
LUK.3.20	hava mkheng mdo tpom kthen ava leiji Johon na rowng inn thung ngi mdo khum pthii.
LUK.3.21	Tunva mii mkheng nga baptis ptlot dok da, Jisu ruk va baptis tlo da mṭhil chaak slii arlaanni, parwaan kparvang da, 
LUK.3.22	ungu pthla kchiir ava daksaa lulu ngi uṭhuw ngi mleen arjung ṭum da, ungta parwaan ki krowl khat thleng da, “Nah Nei Kchapa pti; Nah hin Kning kthlung nga.”
LUK.3.23	Jisu, Mma ngi mnong mupṭhun mpha thungva kum som kdum arveel, Mma Joseph Chapa, (anto ngi tbin in) Heli chapa, 
LUK.3.24	Mathat chapa, Levi chapa, Meilki chapa, Janai chapa, Joseph chapa, 
LUK.3.25	Matathia chapa, Amos chapa, Nahum chapa, Esli chapa, Nagai chapa, 
LUK.3.26	Math chapa, Matathia chapa, Semein chapa, Josek chapa, Joda chapa, 
LUK.3.27	Joanam chapa, Rhesa chapa, Yerubabal chapa, Sheltil chapa, Neri chapa, 
LUK.3.28	Melkhi chapa, Addi chapa, Kosam chapa, Elmadam chapa, Er chapa, 
LUK.3.29	Joshua chapa, Elijar chapa, Levi chapa, 
LUK.3.30	Simeo chapa, Juda chapa,Joseph chapa, Jonam chapa, Eliakim chapa, 
LUK.3.31	Melea chapa, Mennachapa, Matatha chapa, Nathan chapa, Devid chapa, 
LUK.3.32	Jesse chapa, Obed chapa, Boas chapa, Sala chapa, Nashon chapa, 
LUK.3.33	Aminadab chapa, Admin chapa, Arni chapa, Heron chapa, Peres chapa, Juda chapa, 
LUK.3.34	Jakob chapa, Isek chapa, Abraham chapa, Tera chapa, Nahor chapa, 
LUK.3.35	Serug chapa, Reu chapa, Peleg chapa, Eber chapa, Shela chapa, 
LUK.3.36	Kainan chapa, Arphakset chapa, Shem chapa, Noah chapa, Lamek chapa, 
LUK.3.37	Methuselah chapa, Enok chapa, Jared chapa, Mehalalel chapa, Kainan chapa, 
LUK.3.38	Enos chapa, Seth chapa, Adam chapa, Isowr chapa.
LUK.4.1	Ungta Jisua pthla kchiir ri dim chda Jordon ki mdil kinle da, ungu pthla ngi ṭhida. 
LUK.4.2	Mleija nii som plii thung ngi kbowklaiji Dijabowlli pthleemda. Ungta ava nit lim thungva Mma ngi then khat lee chaa me, mpha ava mthlan dok thungta, Mma ava mpoi tham da. 
LUK.4.3	Dijabowlli Mhin theda, “Nah Isowr Chapa akurthutta, hava lung nga thenpen mkur owl nra pau areen.” 
LUK.4.4	Ungbi Jisu ngi mhin arthawng da, “Hava mdo kjit dok, ‘Miilai ava thenpen daatti ring nime.’” 
LUK.4.5	Ungta Dijabowlli hanṭhida, mpha mruk daat thung ngi, dultipaam ki kruwngpaam rek mkheng tdet da, 
LUK.4.6	ungu Mhin theda, “Hava rutan leh laarnee mkheng neiji Nah hin apii nik di; mleija nei kihin ni mdo tparlaan dok, neiji kdo piik nuwm mii ava hin pii nik di. 
LUK.4.7	Nang ngi nei luw atbuk bi, mkheng nga Nah adora.”
LUK.4.8	Ungbi Jisu ngi mhin arthawng da, “Ava mdo kjit dok, ‘Nang ngi nangki Isowr Mukpu ava luw ado buk ra, ungu Mma hin daatti sok adolo ra.’ ”
LUK.4.9	Ungta mma ngi Jisua Jerusalem tha ṭhida, luwbuk Inn thlun leen tha kalṭhida, ungu Mhin theda, “Nah Isowr Chapa akurthutta, hava thungki jung khuwng; 
LUK.4.10	mleija hava mdo kjit dok, ‘Nah akseel rang ngi Mma Waan tamsii rek arju ksiira. 
LUK.4.11	Ungu Akhu ngi lung ado thown ma nra, mmaanni mkhut rek inni akukdom pṭoi lamra.’ ”
LUK.4.12	Ungbi Jisu ngi mhin arthawng da, “Ava theda, ‘Nang ngi nang ki Isowr Mukpu ava nang ngi ado pthleem ro nime.’ ”
LUK.4.13	Ungta Dijabowlli mdo pthleem khim khai mṭut dok thungta, mpha kcha ava mphaak du khim khai ma da sun chda.
LUK.4.14	Ungta Jisua pthla ava rutan ni Galil tha kinle da, ungu Mma ki mlei pau ava marveel ki khuwpaam mkheng thung ngi kurjou da. 
LUK.4.15	Ungta mii mkheng do punlor dokki, Mma ngi synagog rek thung ngi purchuk da.
LUK.4.16	Ungta Jisu ngi mlin msaanna Nasareth tha arvang da; ungu sabath nitti mhai kcho nopa ngi synagog tha vada. Ungta kpa rang ngi Mma ngi rip da, 
LUK.4.17	Ungta Mhin khulpu Isaijah Laaika ava pii lamda. Mma ngi Laaika ava phel da mdo kjit na mun ava pha da,
LUK.4.18	“Mukpu pthla ava kleenni amda,
LUK.4.18	mleija sra mii hin kṭha paumin kparyaam ra thao mdo pbul dok,
LUK.4.18	Kparyaam ra ungu paamsuwk kparthlet ra,
LUK.4.18	ungta mik ktot ti khuw mdo dee chaak nra,
LUK.4.18	mdo owr rekki kintek mdo phaak chaak nra,
LUK.4.19	Mukpu ki talo chaak
LUK.4.19	kurhui kum kparyaam ra,
LUK.4.19	Mma ngi Neia mdo tsii.”
LUK.4.20	Ungta Mma ngi Laaika ava pkhum dok da, ungu vaiklou hin pii pinle da, ungta ku ongda; ungbi synagog thung ki mik mkheng va Mma daat suw lam da. 
LUK.4.21	Ungta Mma ngi mhin inni kthe pṭhun da, “Snii ngi naan do aryaak naa thung ngi hava Laaika ava kurkhumma.” 
LUK.4.22	Ungu Mma ava mii mkheng ngi plung kngammi pau nlam da,ungta Mner thungki wonsat pauna rek kthuwk ava ngi ngak chlam da; ungbi mmaanni theda, “Hava Joseph Chapa pme mo?” 
LUK.4.23	Ungbi Mma ngi mhin inni theda, “Ksoi liit kma pauril ava naanni mtiker psuk naan di, ‘Kdimpa adaksaa kpardam cha; Kaparnahum thung ngi ado tlot neenni kdo aryaak in ava, hava Nah akhuwpaam thu ruk va atlo.’ ” 
LUK.4.24	Ungta Mma ngi theda, “Kinditti, Neiji ahin thaanni kthea, khulpu ku mii khat lee ava mdaksaa khuwpaam thugva ro nuwmme.
LUK.4.25	Pdainu kindit katti Neiji ahin thaanni kthea,Elijah nit rek thungva,Isreel thu meikhunuh knem pok ka am, kum kdum thla truk thu parwaan ava arkam pthii da, paam mkheng thung ngi poi tham klin langlang khat arvang da; 
LUK.4.26	Ungbi Elijah ava ku mii khat lee hin kma, Sidon paam thungki snu meikhunuh Yeriphat hin daatti mdo sii. 
LUK.4.27	Ungta khulpu Elisha mpha thung ngi Isreel paam thu ngi raaichii kthung mii knem pok ka am; pdainu Syria ki Naban hin daat kma donle, ku khat lee pre kartleu me.” 
LUK.4.28	Mmaanni hava maryaak in thungta, synagog thung ki mii mkheng nga kdung ngi plung pthit lamda. 
LUK.4.29	Ungbi mmaanni rip lamda khuwpii ava duwn tha Mma ava ṭhi lamda, mkhuwpiin mdo sak naan lown tunni, mdo juk purlu pthii nraan hanṭhi lamda. 
LUK.4.30	Pdainu mmaan arlakki lut da sun chdok da.
LUK.4.31	Ungta Mma ngi Galil ki khuwpii khat, Kaparnahum tha jungda, ungu Mma ngi sabath nitti mhin inni purchuk da; 
LUK.4.32	Mma do purchu ngi mmaanna ngak chlam da, mleija Mma pauna ava rutan tu kilṭhi da. 
LUK.4.33	Ungta synagog thung ngi tarnam ktobor pthla kthloi miilai khat amda; ungbi krowl kparyaa khatti mma ngi keu da, 
LUK.4.34	“O! Nasareth ki Jisu, neenna talu mpardit chnaan da? Nah ku pti tdit neenni kdee in, Isowr ki Kchiir Khat ava pti.” 
LUK.4.35	Pdainu Jisu ngi mhin raida, theda, “Rim kdi am, ungu mma thungki arvan thuwk dok!” Ungta tarnam ava ngi mmaan arlakki var pthii thida mma thungki arvan thuwk da, sulkpurnul ava tlo me. 
LUK.4.36	Ungta mmaan mkheng nga ngak chda, khat leh khatti the lamda, “Hava talu pauna daat da? Mleija rutan leh rutan pum mi pau mreenna, pthla ktobor rekka arvan kthuwk lamma.” 
LUK.4.37	Ungta marveel ki paamkowl rek mkheng thung ngi Mma mlei ava kurjou da.
LUK.4.38	Ungta Mma ngi rip da synagog ava ma thida, Simon inn thu lut da. Tunva Simon kternu ava riiphaak ki koi chda, ungbi mmaanni Mhin the pik lam da. 
LUK.4.39	Ungu Mma ngi mbe tha rip da riiphaak ava raida, ungbi ma dok da; ungta snu ava ngi kardel teng da mhin inni sok lo pik lamda.
LUK.4.40	Tunva kniw mjuntlaak thungta, kukuh daat don msik msik omlaiji kukoi mii rek khim khai ṭhi paphaak lamda, ungu Mma ngi mkhut ava mii pum ktai leen khiin pik da, pdam chlam da. 
LUK.4.41	Ungta tarnam rek ruk mii knempok thungki thuwkda, keu lamda, “Nah Isowr Chapa pti!” Pdainu Mma ngi rai lamda, ungu mpau raanna rot pik lamme, mleija Khrista tdit mmaanni dei da.
LUK.4.42	Ungu suwn mvee thungta Mma ngi kurlouda mmun ktliing khat thung ngi vada. Ungta mii rekki thlaam da Mhin arva lamda, mmaan ma pthii da msun ra ava ro lam mda; 
LUK.4.43	Pdainu Mma ngi mhin inni theda, “Neiji khuwpii murson rek thung ruk va Isowr ki Kruwngpaam kṭha paumin kdo paryaam ma ro me; mleija Neia ava tummi mdo tsii.” 
LUK.4.44	Ungta Mma ngi Judia ki synagog rek thung ngi paryaam da.
LUK.5.1	Mii rekki Isowr pauna karyaa ra Mma hin mnam kurduwl arlaanni, Mma ava Kenasarit duwm biing ngi rip daat da. 
LUK.5.2	Ungta duwm be ngi arkuwng rek knii Mma ngi dei da; pdainu tuwlva kse rek mii ava mthungki sun chlam da, ungu makchak in arsu meek lamda. 
LUK.5.3	Arkuwng rek arlakki Simon arkuwng leenni tuwng da,laan ki mruk mkursown nra mhin theda; ungta Mma ngi arkuwng leen ko ong thida mii rek hin purchuk da. 
LUK.5.4	Ungta Mma ngi pau saam dok thida, Simon hin theda, “Ado kjown nra kukthuk bet thung ngi akchak rek adeeng.” 
LUK.5.5	Ungbi Simon ni arthawng da, “Chukpu, neenni jaan khat ti deeng innu ungu do khat lee kjowng chmaan ring. Pdainu Nah apauna ngi kchak rek ava deeng ni.” 
LUK.5.6	Ungta mmaanni hava mtlot in thungta, kchak rek kekṭet daat rang ngi, tuwlva knempok khum lamda. 
LUK.5.7	Ktlok arkuwng thung ki mmaan miiṭhi rek ki mdo bom chaak nraan the lam da, ungbi mmaanni arva lamda, ungta arkuwng ava mikniing ngi dim da, ava leiji dii thung ngi kpurlup rang ngi tloda. 
LUK.5.8	Pdainu Simon Pitor ri ava mdee thungta, Jisu khuther ri tluw da Mhin theda, “O, Mukpu, nei kihin ki ekursown dok mleija neia pnu kirvei mii pa ping.” 
LUK.5.9	Mleija tuwlva mdo kjown lei inni, mma leh mmiiṭhi mkheng nga kdung ngi ngak chlam da. 
LUK.5.10	Ungta Jebedi chapa rek Jeems leh mnaopa Johon rukka Simon miiṭhi kurthuwk lamda. Ungu Jisu ngi Simon hin theda, “ṭi ma; tun ki kupṭhun ni nang ngi mii kjowng nadi.” 
LUK.5.11	Ungta mmaanni arkuwng rek ava laan tha mhowl dok inle, do khim khai mmaanni ma pthii lam thida Mma dil ṭoi chlam da.
LUK.5.12	Khuwpii rek khat thu Mma ngi ma am mpha thu, raaichii kthung miilai khat arva da, mma ngi Jisu mdee thungta, Mmaiṭhuwm mi tluw da Mhin ktham chda, “Mukpu, Nang ngi atrot pik ta nea mhai partleu cha.” 
LUK.5.13	Ungbi Mma ngi mkhut khiing da kmei thida,mhin theda, “Neiva krotta, ekartleu cha.” Ungu tun kat daatti mraaichii ava tlei chda. 
LUK.5.14	Ungta mma ngi ku mii khat lee hin mdo the thut ma nra mhin pau pṭum da; Pdainu vang ra thiimpu hin adaksaa ktardet cha, ungu Mousi paureen dil kṭoiji nang ngi ditta mii rek hin ado tdet na ngi, adaksaa kartleu na ki tlaai adown cha.” 
LUK.5.15	Pdainu Mma mlei thung ngi pau ava duwn thang ngi kdung kurjou da; ungbi karyaa ra kurtuwl mii klin langlang khat thuwk da. 
LUK.5.16	Pdainu Mma ngi kbowklai tha chet da ṭhil chda.
LUK.5.17	Hava nit rek thung ngi, Mma ngi mpurchu meek arlaanni, Galil ungta Judia ungu Jerusalem khuw ktai ki kthleng Pharisi rek leh Nowlam chukpu rek mbe ngi ko ong daat lamda; ungu kapdam ki Mukpu rutanni kurthlo ṭhi da. 
