GEN.1.1	La început
1KI.8.43	ascultă-l din ceruri, din locul locuinţei Tale, și dă străinului aceluia tot ce-Ţi va cere, pentru ca toate popoarele pământului să cunoască
1KI.8.44	Când poporul Tău va ieși la luptă împotriva vrăjmașului său, urmând calea pe care i-o vei porunci Tu, dacă vor face rugăciuni Domnului cu privirile întoarse spre cetatea pe care ai ales-o Tu și spre casa pe care am zidit-o eu Numelui Tău, 
1KI.8.45	ascultă din ceruri rugăciunile și cererile lor și fă-le dreptate! 
1KI.8.46	Când vor păcătui împotriva Ta – căci
1KI.8.47	dacă
1KI.8.48	dacă se vor întoarce
1KI.8.49	ascultă din ceruri, din locul locuinţei Tale, rugăciunile și cererile lor și fă-le dreptate; 
1KI.8.50	iartă poporului Tău păcatele lui și toate fărădelegile făcute împotriva Ta; trezește
1KI.8.51	căci sunt
1KI.8.52	Ochii Tăi să fie deschiși la cererea robului Tău și la cererea poporului Tău Israel, ca să-i asculţi în tot ce-Ţi vor cere! 
1KI.8.53	Căci Tu i-ai ales din toate celelalte popoare ale pământului, ca să faci din ei moștenirea Ta, cum ai
1KI.8.54	Când a isprăvit Solomon de spus Domnului toată rugăciunea aceasta și cererea aceasta, s-a sculat dinaintea altarului Domnului, unde îngenunchease, cu mâinile întinse spre cer. 
1KI.8.55	Și, stând în picioare, a binecuvântat
1KI.8.56	„Binecuvântat să fie Domnul, care a dat odihnă poporului Său Israel, după toate făgăduinţele Lui! Din toate bunele cuvinte pe care le rostise prin robul Său Moise, niciunul n-a rămas
1KI.8.57	Domnul Dumnezeul nostru să fie cu noi cum a fost cu părinţii noștri; să
1KI.8.58	ci să
1KI.8.59	Cuvintele acestea, cuprinse în cererile mele înaintea Domnului, să fie zi și noapte înaintea Domnului Dumnezeului nostru și să facă în tot timpul dreptate robului Său și poporului Său Israel, 
1KI.8.60	pentru ca toate popoarele pământului să poată cunoaște
1KI.8.61	Inima
1KI.8.62	Împăratul
1KI.8.63	Solomon a înjunghiat douăzeci și două de mii de boi și o sută douăzeci de mii de oi pentru jertfa de mulţumire pe care a adus-o Domnului. Așa au făcut împăratul și toţi copiii lui Israel sfinţirea Casei Domnului. 
1KI.8.64	În ziua
1KI.8.65	Solomon a prăznuit atunci sărbătoarea
1KI.8.66	În ziua a opta
1KI.9.1	Când a isprăvit
1KI.9.2	Domnul S-a arătat a doua oară lui Solomon, cum i Se arătase la
1KI.9.3	Și Domnul i-a zis: „Îţi
1KI.9.4	Și tu, dacă vei umbla
1KI.9.5	voi întări pe vecie scaunul de domnie al împărăţiei tale în Israel, cum
1KI.9.6	Dar
1KI.9.7	voi
1KI.9.8	Și oricât de înaltă este casa
1KI.9.9	Și i se va răspunde: ‘Pentru că au părăsit pe Domnul Dumnezeul lor, care a scos pe părinţii lor din ţara Egiptului, pentru că s-au alipit de alţi dumnezei, s-au închinat înaintea lor și le-au slujit, de aceea a făcut Domnul să vină peste ei toate aceste rele.’”
1KI.9.10	După douăzeci
1KI.9.11	Atunci, fiindcă Hiram
1KI.9.12	Hiram a ieșit din Tir să vadă cetăţile pe care i le dădea Solomon. Dar nu i-au plăcut 
1KI.9.13	și a zis: „Ce cetăţi mi-ai dat, frate?” Și le-a numit
1KI.9.14	Hiram trimisese împăratului o sută douăzeci de talanţi de aur. 
1KI.9.15	Iată cum stau lucrurile cu privire la oamenii de corvoadă
1KI.9.16	Faraon, împăratul Egiptului, venise și cucerise Ghezerul, îi dăduse foc și omorâse pe canaaniţii
1KI.9.17	Și Solomon a zidit Ghezerul, Bet-Horonul
1KI.9.18	Baalatul
1KI.9.19	toate cetăţile slujindu-i ca magazii și fiind ale lui: cetăţile pentru
1KI.9.20	Iar
1KI.9.21	pe urmașii lor care mai rămăseseră
1KI.9.22	Dar Solomon n-a întrebuinţat ca robi
1KI.9.23	Căpeteniile puse de Solomon peste lucrări erau în număr de cinci sute cincizeci
1KI.9.24	Fata
1KI.9.25	Solomon aducea
1KI.9.26	Împăratul
1KI.9.27	Și Hiram
1KI.9.28	S-au dus la Ofir
1KI.10.1	Împărăteasa
1KI.10.2	A sosit la Ierusalim cu un alai foarte mare și cu cămile care aduceau mirodenii, aur foarte mult și pietre scumpe. S-a dus la Solomon și i-a spus tot ce avea pe inimă. 
1KI.10.3	Solomon i-a răspuns la toate întrebările și n-a fost nimic pe care împăratul să nu fi știut să i-l lămurească. 
1KI.10.4	Împărăteasa din Seba a văzut toată înţelepciunea lui Solomon și casa pe care o zidise 
1KI.10.5	și bucatele de la masa lui și locuinţa slujitorilor lui și slujbele și hainele celor ce-i slujeau și paharnicii lui și arderile-de-tot
1KI.10.6	Uimită, a zis împăratului: „Deci era adevărat ce am auzit în ţara mea despre faptele și înţelepciunea ta! 
1KI.10.7	Dar nu credeam, până n-am venit și n-am văzut cu ochii mei. Și iată că nici pe jumătate nu mi s-a spus. Tu ai mai multă înţelepciune și propășire decât am auzit mergându-ţi faima. 
1KI.10.8	Ferice
1KI.10.9	Binecuvântat
1KI.10.10	Ea a dat împăratului
1KI.10.11	Corăbiile
1KI.10.12	Împăratul
1KI.10.13	Împăratul Solomon a dat împărătesei din Seba tot ce a dorit, tot ce a cerut și i-a mai dat și pe deasupra daruri vrednice de un împărat ca Solomon. Apoi ea s-a întors și s-a dus în ţara ei cu slujitorii ei.
1KI.10.14	Greutatea aurului care-i venea lui Solomon pe fiecare an era de șase sute șaizeci și șase de talanţi de aur, 
1KI.10.15	afară de ce scotea de la negustorii cei mari și din negoţul
1KI.10.16	Împăratul Solomon a făcut două sute de scuturi mari de aur bătut și pentru fiecare din ele a întrebuinţat șase sute de sicli de aur 
1KI.10.17	și alte trei
1KI.10.18	Împăratul
1KI.10.19	Scaunul acesta de domnie avea șase trepte și partea de sus era rotunjită pe dinapoi; de fiecare parte a scaunului erau rezemători: lângă rezemători stăteau doi lei 
1KI.10.20	și pe cele șase trepte stăteau doisprezece lei de o parte și de alta. Așa ceva nu s-a făcut pentru nicio împărăţie. 
1KI.10.21	Toate paharele
1KI.10.22	Căci împăratul avea pe mare corăbii
1KI.10.23	Împăratul Solomon a întrecut
1KI.10.24	Toată lumea căuta să vadă pe Solomon, ca să audă înţelepciunea pe care o pusese Dumnezeu în inima lui. 
1KI.10.25	Și fiecare își aducea darul lui: lucruri de argint și lucruri de aur, haine, arme, mirodenii, cai și catâri – așa era în fiecare an. 
1KI.10.26	Solomon
1KI.10.27	Împăratul
1KI.10.28	Solomon își aducea
1KI.10.29	un car se aducea din Egipt cu șase sute de sicli de argint și un cal, cu o sută cincizeci de sicli. De asemenea
1KI.11.1	Împăratul
1KI.11.2	care făceau parte din neamurile despre care Domnul zisese copiilor lui Israel: „Să nu intraţi
1KI.11.3	A avut de neveste șapte sute de crăiese împărătești și trei sute de ţiitoare, și nevestele i-au abătut inima. 
1KI.11.4	Când a îmbătrânit Solomon, nevestele
1KI.11.5	Solomon s-a dus după Astarteea
1KI.11.6	Și Solomon a făcut ce este rău înaintea Domnului și n-a urmat în totul pe Domnul, ca tatăl său David. 
1KI.11.7	Atunci
1KI.11.8	Așa a făcut pentru toate nevestele lui străine, care aduceau tămâie și jertfe dumnezeilor lor. 
1KI.11.9	Domnul S-a mâniat pe Solomon pentru că își abătuse inima
1KI.11.10	În privinţa aceasta îi spusese
1KI.11.11	Și Domnul a zis lui Solomon: „Fiindcă ai făcut așa și n-ai păzit legământul Meu și legile Mele pe care ţi le-am dat, voi rupe
1KI.11.12	Numai nu voi face lucrul acesta în timpul vieţii tale, pentru tatăl tău David. Ci din mâna fiului tău o voi rupe. 
1KI.11.13	Nu voi
1KI.11.14	Domnul
1KI.11.15	Pe vremea când a bătut David Edomul
1KI.11.16	a rămas acolo șase luni cu tot Israelul, până ce a nimicit toată partea bărbătească. 
1KI.11.17	Atunci, Hadad a fugit cu niște edomiţi, slujitori ai tatălui său, și s-a dus în Egipt. Hadad era încă un băiat pe atunci. 
1KI.11.18	Plecând din Madian, s-au dus la Paran, au luat cu ei niște oameni din Paran și au ajuns în Egipt, la Faraon, împăratul Egiptului. Faraon a dat o casă lui Hadad, i-a purtat grijă de mâncare și i-a dat moșii. 
1KI.11.19	Hadad a căpătat trecere înaintea lui Faraon până acolo încât Faraon i-a dat de nevastă pe sora nevestei lui, sora împărătesei Tahpenes. 
1KI.11.20	Sora Tahpenesei i-a născut pe fiul său Ghenubat. Tahpenes l-a înţărcat în casa lui Faraon; și Ghenubat a fost în casa lui Faraon, în mijlocul copiilor lui Faraon. 
1KI.11.21	Când a auzit
1KI.11.22	Și Faraon i-a zis: „Ce-ţi lipsește la mine, de dorești să te duci în ţara ta?” El a răspuns: „Nimic, dar lasă-mă să plec.” 
1KI.11.23	Dumnezeu a ridicat un alt vrăjmaș lui Solomon: pe Rezon, fiul lui Eliada, care fugise de la stăpânul său Hadadezer
1KI.11.24	El strânsese niște oameni la el și se făcuse capul cetei când
1KI.11.25	El a fost un vrăjmaș al lui Israel în tot timpul vieţii lui Solomon, în același timp când îi făcea rău Hadad și ura pe Israel. El a împărăţit peste Siria.
1KI.11.26	Și Ieroboam
1KI.11.27	Iată cu ce prilej a ridicat
1KI.11.28	Ieroboam era tare și viteaz; și Solomon, văzând pe tânărul acesta la lucru, i-a dat privegherea peste toţi oamenii de corvoadă din casa lui Iosif. 
1KI.11.29	În vremea aceea, Ieroboam, ieșind din Ierusalim, a fost întâlnit pe drum de prorocul Ahia
1KI.11.30	Ahia a apucat haina nouă pe care o avea pe el, a rupt-o
1KI.11.31	și a zis lui Ieroboam: „Ia-ţi zece bucăţi! Căci așa vorbește
1KI.11.32	Dar el va avea o seminţie, din pricina robului Meu David și din pricina Ierusalimului, cetatea pe care am ales-o din toate seminţiile lui Israel. 
1KI.11.33	Și aceasta, pentru că
1KI.11.34	Nu voi lua din mâna lui toată împărăţia, căci îl voi ţine domn în tot timpul vieţii lui, pentru robul Meu David, pe care l-am ales și care a păzit poruncile și legile Mele. 
1KI.11.35	Dar
1KI.11.36	voi lăsa o seminţie fiului său, pentru ca robul Meu David
1KI.11.37	Pe tine te voi lua și vei domni peste tot ce-ţi va dori sufletul, vei fi împăratul lui Israel. 
1KI.11.38	Dacă vei asculta de tot ce-ţi voi porunci, dacă vei umbla în căile Mele și dacă vei face ce este drept înaintea Mea, păzind legile și poruncile Mele, cum a făcut robul Meu David, voi fi
1KI.11.39	Voi smeri prin aceasta sămânţa lui David, dar nu pentru totdeauna.’” 
1KI.11.40	Solomon a căutat să omoare pe Ieroboam. Și Ieroboam s-a sculat și a fugit în Egipt, la Șișac, împăratul Egiptului; a locuit în Egipt până la moartea lui Solomon.
1KI.11.41	Celelalte
1KI.11.42	Solomon a domnit patruzeci de ani
1KI.11.43	Apoi Solomon a adormit
1KI.12.1	Roboam
1KI.12.2	Când a auzit lucrul acesta, Ieroboam
1KI.12.3	Au trimis să-l cheme. Atunci, Ieroboam și toată adunarea lui Israel au venit la Roboam și i-au vorbit așa: 
1KI.12.4	„Tatăl tău ne-a îngreuiat jugul
1KI.12.5	El le-a zis: „Duceţi-vă și întoarceţi-vă la mine peste trei zile.” Și poporul a plecat. 
1KI.12.6	Împăratul Roboam s-a sfătuit cu bătrânii care fuseseră pe lângă tatăl său, Solomon, în timpul vieţii lui și a zis: „Ce mă sfătuiţi să răspund poporului acestuia?” 
1KI.12.7	Și iată ce i-au zis ei: „Dacă
1KI.12.8	Dar Roboam a lăsat sfatul pe care i-l dădeau bătrânii și s-a sfătuit cu tinerii care crescuseră cu el și care erau împrejurul lui. 
1KI.12.9	El a zis: „Ce mă sfătuiţi să răspund poporului acestuia, care-mi vorbește așa: ‘Ușurează-ne jugul pe care l-a pus peste noi tatăl tău’?” 
1KI.12.10	Și iată ce i-au zis tinerii care crescuseră cu el: „Să spui așa poporului acestuia care ţi-a vorbit astfel: ‘Tatăl tău ne-a îngreuiat jugul, tu ușurează-ni-l!’ Să le vorbești așa: ‘Degetul meu cel mic va fi mai gros decât coapsele tatălui meu. 
1KI.12.11	Acum, tatăl meu a pus peste voi un jug greu, dar eu vi-l voi face și mai greu; tatăl meu v-a bătut cu bice, dar eu vă voi bate cu scorpioane.’” 
1KI.12.12	Ieroboam și tot poporul au venit la Roboam a treia zi, după cum zisese împăratul: „Întoarceţi-vă la mine peste trei zile!” 
1KI.12.13	Împăratul a răspuns aspru poporului. A lăsat sfatul pe care i-l dăduseră bătrânii 
1KI.12.14	și le-a vorbit astfel, după sfatul tinerilor: „Tatăl meu v-a îngreuiat jugul, dar eu vi-l voi face și mai greu; tatăl meu v-a bătut cu bice, dar eu vă voi bate cu scorpioane.” 
1KI.12.15	Astfel, împăratul n-a ascultat pe popor, căci lucrul acesta a fost cârmuit
1KI.12.16	Când a văzut tot Israelul că împăratul nu-l ascultă, poporul a răspuns împăratului: „Ce
1KI.12.17	Copiii lui Israel
1KI.12.18	Atunci, împăratul Roboam a trimis
1KI.12.19	Astfel s-a dezlipit
1KI.12.20	Tot Israelul, auzind că Ieroboam s-a întors, a trimis să-l cheme în adunare și l-a făcut împărat peste tot Israelul. Seminţia lui Iuda a fost singura
1KI.12.21	Roboam
1KI.12.22	Dar Cuvântul
1KI.12.23	„Vorbește lui Roboam, fiul lui Solomon, împăratul lui Iuda, și întregii case a lui Iuda și a lui Beniamin și celuilalt popor și spune-le: 
1KI.12.24	‘Așa vorbește Domnul: «Nu vă suiţi și nu faceţi război împotriva fraţilor voștri, copiii lui Israel! Fiecare din voi să se întoarcă acasă, căci de la Mine
1KI.12.25	Ieroboam a zidit Sihemul
1KI.12.26	Ieroboam a zis în inima sa: „Împărăţia s-ar putea acum să se întoarcă la casa lui David. 
1KI.12.27	Dacă poporul acesta se va
1KI.12.28	După ce s-a sfătuit, împăratul a făcut
1KI.12.29	A așezat unul din acești viţei la Betel
1KI.12.30	Și fapta aceasta a fost un prilej
1KI.12.31	Ieroboam a făcut o casă
1KI.12.32	A rânduit o sărbătoare în luna a opta, în ziua a cincisprezecea a lunii, ca sărbătoarea
1KI.12.33	Și a jertfit pe altarul pe care-l făcuse la Betel în ziua a cincisprezecea a lunii a opta, lună pe care o alesese
1KI.13.1	Dar iată că un om al lui Dumnezeu a venit
1KI.13.2	El a strigat împotriva altarului, după cuvântul Domnului, și a zis: „Altarule! Altarule! Așa vorbește Domnul: ‘Iată că se va naște un fiu casei lui David; numele lui va fi Iosia
1KI.13.3	Și în aceeași zi a dat un
1KI.13.4	Când a auzit împăratul cuvântul pe care-l strigase omul lui Dumnezeu împotriva altarului din Betel, a întins mâna de pe altar, zicând: „Prindeţi-l!” Și mâna pe care o întinsese Ieroboam împotriva lui s-a uscat și n-a putut s-o întoarcă înapoi. 
1KI.13.5	Altarul s-a despicat și cenușa de pe el s-a vărsat, după semnul pe care-l dăduse omul lui Dumnezeu, potrivit cu cuvântul Domnului. 
1KI.13.6	Atunci, împăratul a luat cuvântul și a zis omului lui Dumnezeu: „Roagă-te
1KI.13.7	Împăratul a zis omului lui Dumnezeu: „Intră cu mine în casă, să iei ceva de mâncare, și-ţi voi da
1KI.13.8	Omul lui Dumnezeu a zis împăratului: „Jumătate
1KI.13.9	căci iată ce poruncă mi-a fost dată prin cuvântul Domnului: ‘Să
1KI.13.10	El a plecat pe un alt drum și nu s-a întors pe drumul pe care venise la Betel.
1KI.13.11	În Betel locuia un proroc bătrân. Fiii săi au venit și i-au istorisit toate lucrurile pe care le făcuse omul lui Dumnezeu la Betel în ziua aceea, precum și cuvintele pe care le spusese împăratului. După ce au istorisit tatălui lor toate, 
1KI.13.12	el le-a zis: „Pe ce drum a plecat?” Fiii săi văzuseră pe ce drum plecase omul lui Dumnezeu care venise din Iuda. 
1KI.13.13	Și a zis fiilor săi: „Puneţi-mi șaua pe măgar.” I-au pus șaua pe măgar și a încălecat pe el. 
1KI.13.14	S-a dus după omul lui Dumnezeu și l-a găsit stând sub un stejar. Și i-a zis: „Tu ești omul lui Dumnezeu care a venit din Iuda?” El a răspuns: „Eu sunt.” 
1KI.13.15	Atunci, el i-a zis: „Vino cu mine acasă și să iei ceva să mănânci.” 
1KI.13.16	Dar el a răspuns: „Nu pot
1KI.13.17	căci mi s-a spus prin cuvântul
1KI.13.18	Și el i-a zis: „Și eu sunt proroc ca tine; și un înger mi-a vorbit din partea Domnului și mi-a zis: ‘Adu-l acasă cu tine ca să mănânce pâine și să bea apă.’” Îl minţea. 
1KI.13.19	Omul lui Dumnezeu s-a întors cu el și a mâncat pâine și a băut apă în casa lui. 
1KI.13.20	Pe când stăteau ei la masă, cuvântul Domnului a vorbit prorocului care-l adusese înapoi. 
1KI.13.21	Și el a strigat omului lui Dumnezeu care venise din Iuda: „Așa vorbește Domnul: ‘Pentru că n-ai ascultat porunca Domnului și n-ai păzit porunca pe care ţi-o dăduse Domnul Dumnezeul tău, 
1KI.13.22	pentru că te-ai întors și ai mâncat pâine și ai băut apă în locul despre care
1KI.13.23	Și, după ce a mâncat pâine și a băut apă prorocul pe care-l întorsese, i-a pus șaua pe măgar. 
1KI.13.24	Omul lui Dumnezeu a plecat și a fost întâlnit pe drum de un leu
1KI.13.25	Și niște oameni care treceau pe acolo au văzut trupul întins în drum și leul stând lângă trup și au spus lucrul acesta la venirea lor în cetatea în care locuia prorocul cel bătrân. 
1KI.13.26	Când a auzit lucrul acesta, prorocul care întorsese de pe drum pe omul lui Dumnezeu a zis: „Este omul lui Dumnezeu care n-a ascultat de porunca Domnului, și Domnul l-a dat în ghearele leului, care l-a sfâșiat și l-a omorât după cuvântul pe care i-l spusese Domnul.” 
1KI.13.27	Apoi, îndreptându-se către fiii săi, a zis: „Puneţi-mi șaua pe măgar.” Au pus șaua pe măgar 
1KI.13.28	și el a plecat. A găsit trupul întins în drum și măgarul și leul stând lângă trup. Leul nu mâncase trupul și nu sfâșiase pe măgar. 
1KI.13.29	Prorocul a ridicat trupul omului lui Dumnezeu, l-a pus pe măgar și l-a adus înapoi; și bătrânul proroc s-a întors în cetate să-l jelească și să-l îngroape. 
