GEN.1.1	Ла ынчепут
JOS.10.20	Дупэ че Иосуа ши копиий луй Исраел ле-ау причинуит о фоарте маре ынфрынӂере ши й-ау бэтут ку десэвыршире, чей че ау путут скэпа ау интрат ын четэциле ынтэрите 
JOS.10.21	ши тот попорул с-а ынторс лиништит ын табэрэ ла Иосуа, ын Македа, фэрэ ка чинева сэ фи крыкнит
JOS.10.22	Иосуа а зис атунч: „Дескидець интраря пештерий, скоатець афарэ дин еа пе чей чинч ымпэраць ши адучеци-й ла мине.” 
JOS.10.23	Ей ау фэкут аша ши ау адус ла ел пе чей чинч ымпэраць, пе каре-й скосесерэ дин пештерэ: пе ымпэратул Иерусалимулуй, пе ымпэратул Хебронулуй, пе ымпэратул Иармутулуй, пе ымпэратул Лакисулуй ши пе ымпэратул Еглонулуй. 
JOS.10.24	Дупэ че ау адус пе ачешть ымпэраць ынаинтя луй Иосуа, Иосуа а кемат пе тоць бэрбаций луй Исраел ши а зис кэпетениилор оаменилор де рэзбой, каре мерсесерэ ку ел: „Апропияци-вэ ши пунеци-вэ пичоареле
JOS.10.25	Иосуа ле-а зис: „Ну вэ темець
JOS.10.26	Дупэ ачея, Иосуа й-а ловит ши й-а оморыт; й-а спынзурат де чинч копачь ши ау рэмас спынзураць
JOS.10.27	Пе ла апусул соарелуй, Иосуа а порунчит сэ-й кобоаре
JOS.10.28	Иосуа а луат Македа кяр ын зиуа ачея ши а трекут-о прин аскуцишул сабией; а нимичит ку десэвыршире пе ымпэрат, четатя ши пе тоць чей че се афлау ын еа; н-а лэсат сэ скапе ничунул ши ымпэратулуй дин Македа й-а фэкут кум
JOS.10.29	Иосуа, ши тот Исраелул ымпреунэ ку ел, а трекут дин Македа ла Либна ши а дат луптэ ымпотрива Либней. 
JOS.10.30	Домнул а дат-о ши пе еа, ымпреунэ ку ымпэратул ей, ын мыниле луй Исраел ши а трекут-о прин аскуцишул сабией, пе еа ши пе тоць чей че се гэсяу ын еа; н-а лэсат сэ скапе ничунул ши а фэкут ымпэратулуй ей кум фэкусе ымпэратулуй Иерихонулуй. 
JOS.10.31	Иосуа, ши тот Исраелул ымпреунэ ку ел, а трекут дин Либна ын Лакис, а тэбэрыт ынаинтя ей ши а ынчепут лупта ымпотрива ей. 
JOS.10.32	Домнул а дат четатя Лакис ын мыниле луй Исраел, каре а луат-о а доуа зи ши а трекут-о прин аскуцишул сабией, пе еа ши пе тоць чей че се афлау ын еа, кум фэкусе ку Либна. 
JOS.10.33	Атунч, Хорам, ымпэратул Гезерулуй, с-а суит ка сэ дя ажутор Лакисулуй. Иосуа л-а бэтут, пе ел ши пе попорул луй, фэрэ сэ ласе пе чинева сэ скапе. 
JOS.10.34	Иосуа, ши тот Исраелул ымпреунэ ку ел, а трекут дин Лакис ла Еглон; а тэбэрыт ынаинтя ей ши а ынчепут лупта. 
JOS.10.35	А луат-о ын ачеяшь зи ши а трекут-о прин аскуцишул сабией, пе еа ши пе тоць чей че се афлау ын еа; Иосуа а нимичит-о ку десэвыршире кяр ын зиуа ачея, кум фэкусе ку Лакисул. 
JOS.10.36	Иосуа, ши тот Исраелул ымпреунэ ку ел, с-а суит дин Еглон ла Хеброн
JOS.10.37	Л-а луат ши л-а трекут прин аскуцишул сабией, пе ел, пе ымпэратул луй, тоате четэциле каре циняу де ел ши пе тоць чей че се афлау ын ел; Иосуа н-а лэсат пе ничунул сэ скапе, кум фэкусе ку Еглонул, ши л-а нимичит ку десэвыршире ымпреунэ ку тоць чей че се афлау ын ел. 
JOS.10.38	Иосуа, ши тот Исраелул ымпреунэ ку ел, с-а ындрептат ымпотрива Дебирулуй
JOS.10.39	Л-а луат пе ел, пе ымпэратул луй ши тоате четэциле каре циняу де ел; ле-а трекут прин аскуцишул сабией ши а нимичит ку десэвыршире пе тоць чей че се афлау ын еле, фэрэ сэ ласе сэ скапе вреунул; Иосуа а фэкут Дебирулуй ши ымпэратулуй луй кум фэкусе Хебронулуй ши кум фэкусе Либней ши ымпэратулуй ей. 
JOS.10.40	Иосуа а бэтут астфел тоатэ цара, мунтеле, партя де мязэзи, кымпия ши костишеле ши а бэтут пе тоць ымпэраций; н-а лэсат сэ скапе нимень ши а нимичит ку десэвыршире тот че авя суфларе, кум порунчисе
JOS.10.41	Иосуа й-а бэтут де ла Кадес-Барня пынэ ла Газа
JOS.10.42	Иосуа а луат ын ачелашь тимп пе тоць ымпэраций ачея ши цара лор, кэч Домнул
JOS.10.43	Ши Иосуа, ши тот Исраелул ымпреунэ ку ел, с-а ынторс ын табэрэ ла Гилгал.
JOS.11.1	Иабин, ымпэратул Хацорулуй, аузинд де ачесте лукрурь, а тримис
JOS.11.2	ла ымпэраций каре ерау ла мязэноапте де мунте, ын кымпия де ла мязэзи де Кинерет
JOS.11.3	канааницилор де ла рэсэрит ши де ла апус, аморицилор, хетицилор, ферезицилор, иебусицилор ын мунте ши хевицилор
JOS.11.4	Ау ешит ей ши тоате оштириле лор ымпреунэ ку ей, алкэтуинд ун попор фэрэ нумэр, ка нисипул
JOS.11.5	Тоць ымпэраций ачештя ау хотэрыт ун лок де ынтылнире ши ау венит де ау тэбэрыт ымпреунэ ла апеле Мером, ка сэ лупте ымпотрива луй Исраел. 
JOS.11.6	Домнул а зис луй Иосуа: „Ну те
JOS.11.7	Иосуа ку тоць оамений луй де рэзбой ау венит пе неаштептате песте ей ла апеле Мером ши с-ау нэпустит ын мижлокул лор. 
JOS.11.8	Домнул й-а дат ын мыниле луй Исраел; ей й-ау бэтут ши й-ау урмэрит пынэ ла Сидонул чел маре, пынэ ла Мисрефот-Маим
JOS.11.9	Иосуа ле-а фэкут кум
JOS.11.10	Ла ынтоарчере ши ын ачелашь тимп, Иосуа а луат Хацорул ши а трекут прин сабие пе ымпэратул луй. Хацорул ера май ынаинте капитала тутурор ачестор ымпэрэций. 
