GEN.1.1	La început, Dumnezeu
1KI.4.20	Oamenii din Iuda și din Israel erau foarte numeroși, ca nisipul de pe țărmul mării. Ei mâncau, beau și se înveseleau. 
1KI.4.21	Solomon era stăpân peste toate regatele de la Râu
1KI.4.22	Hrana lui Solomon pentru o singură zi era de treizeci de cori
1KI.4.23	zece boi îngrășați în grajd, douăzeci de boi îngrășați la pășune și o sută de oi, în afară de cerbi, gazele, căpriori și păsări îngrășate. 
1KI.4.24	El stăpânea peste toată regiunea de dincoace de Râu, de la Tifsah până la Gaza, peste toți regii de dincoace de Râu și avea pace din toate părțile. 
1KI.4.25	Iuda și Israel, de la Dan până la Beer-Șeba
1KI.4.26	Solomon avea patru mii de grajduri pentru caii de la carele sale și douăsprezece mii de călăreți.
1KI.4.27	Administratorii, fiecare în luna lui, asigurau hrana regelui Solomon și a tuturor celor ce se apropiau de masa regelui Solomon, urmărind să nu lipsească nimic. 
1KI.4.28	Ei aduceau și orz și paie pentru cai și pentru armăsari, fiecare potrivit cu responsabilitatea lui.
1KI.4.29	Dumnezeu i‑a dat lui Solomon înțelepciune, o foarte mare pricepere și o înțelegere nemăsurată, ca nisipul de pe țărmul mării. 
1KI.4.30	Înțelepciunea lui Solomon era mai mare decât înțelepciunea tuturor fiilor Răsăritului și decât toată înțelepciunea Egiptului. 
1KI.4.31	El era mai înțelept decât oricare alt om, mai înțelept decât ezrahitul Etan, decât Heman, Calcol și Darda, fiii lui Mahol. Faima lui s‑a răspândit printre toate neamurile din jur. 
1KI.4.32	El a alcătuit trei mii de proverbe și a compus o mie cinci cântări. 
1KI.4.33	A vorbit despre copaci, de la cedrul din Liban până la isopul care crește pe ziduri, despre animale, despre păsări, despre târâtoare și despre pești. 
1KI.4.34	 din toate popoarele veneau să audă înțelepciunea lui Solomon. 
1KI.5.1	Hiram, regele Tyrului, și‑a trimis slujitorii la Solomon, întrucât auzise că a fost uns ca rege în locul tatălui său, iar el îl iubise pe David
1KI.5.2	Apoi Solomon i‑a trimis 
1KI.5.3	„Tu știi că tatăl meu, David, n‑a putut să zidească o Casă pentru Numele 
1KI.5.4	Acum 
1KI.5.5	Iată, mi‑am propus să zidesc o Casă pentru Numele 
1KI.5.6	Poruncește deci să se taie cedri din Liban pentru mine. Slujitorii mei vor lucra împreună cu slujitorii tăi, iar eu îți voi plăti pentru munca slujitorilor tăi ceea ce‑mi vei cere, căci știi că nimeni dintre noi nu se pricepe să taie lemne ca sidonienii.“
1KI.5.7	Când Hiram a auzit cuvintele lui Solomon, s‑a bucurat foarte mult și a zis: „Binecuvântat să fie astăzi 
1KI.5.8	Hiram i‑a trimis 
1KI.5.8	„Am primit mesajul pe care mi l‑ai trimis. Îți voi îndeplini toată dorința cu privire la lemnele de cedru și lemnele de chiparos. 
1KI.5.9	Slujitorii mei le vor coborî din Liban la mare și le voi trimite pe plute, pe mare, până la locul pe care mi‑l vei indica. Le voi descărca acolo, iar tu le vei lua. În ce te privește, îmi vei îndeplini dorința de a trimite hrană familiei mele.“
1KI.5.10	Astfel, Hiram i‑a dat lui Solomon lemne de cedru și lemne de chiparos, după toată dorința lui, 
1KI.5.11	iar Solomon i‑a dat lui Hiram douăzeci de mii de cori
1KI.5.12	 îi dăduse înțelepciune lui Solomon, așa cum promisese. Între Hiram și Solomon a fost pace, iar cei doi au încheiat un legământ.
1KI.5.13	Regele Solomon a luat din tot Israelul treizeci de mii de oameni de corvoadă. 
1KI.5.14	I‑a trimis în Liban cu schimbul, câte zece mii pe lună: o lună erau în Liban, două luni erau acasă. Adoniram era mai mare peste oamenii de corvoadă. 
1KI.5.15	Solomon mai avea șaptezeci de mii de cărăuși și optzeci de mii de cioplitori în regiunea muntoasă, 
1KI.5.16	pe lângă cei trei mii trei sute de conducători ai lui Solomon care supravegheau lucrarea și poporul care muncea. 
1KI.5.17	La porunca regelui, ei au adus pietre mari, pietre scumpe, ca să facă temelia Casei din pietre cioplite. 
1KI.5.18	Constructorii lui Solomon, cei ai lui Hiram și oamenii din Ghebal
1KI.6.1	În al patru sute optzecilea an după ieșirea fiilor lui Israel din țara Egiptului, în al patrulea an al domniei regelui Solomon peste Israel, în luna Ziv
1KI.6.2	Casa pe care regele Solomon a zidit‑o pentru 
1KI.6.3	Porticul din fața odăii principale
1KI.6.4	Solomon a făcut Casei ferestre cu deschidere îngustă. 
1KI.6.5	De jur împrejurul zidului Casei, atât al odăii principale, cât și al sanctuarului interior
1KI.6.6	Rândul de jos era lat de cinci coți
1KI.6.7	La zidirea Casei s‑au folosit pietre cioplite la carieră, așa încât nici ciocan, nici secure și nicio altă unealtă de fier nu s‑a auzit în Casă în timpul zidirii. 
1KI.6.8	Intrarea în odăile de jos era prin partea dreaptă a Casei, iar o scară urca până la nivelul din mijloc și de acolo până la nivelul al treilea. 
1KI.6.9	După ce a terminat de zidit Casa, a acoperit‑o cu grinzi și cu scânduri de cedru. 
1KI.6.10	Fiecare dintre rândurile de odăi zidite de jur împrejurul Casei era de cinci coți înălțime
1KI.6.11	După aceea, Cuvântul 
1KI.6.12	„În ce privește această Casă pe care o zidești, dacă vei umbla în legile Mele, dacă vei împlini hotărârile Mele și vei păzi toate poruncile Mele, atunci voi împlini prin tine promisiunea pe care am făcut‑o tatălui tău, David. 
1KI.6.13	Voi locui în mijlocul fiilor lui Israel și nu‑l voi părăsi pe poporul Meu Israel.“
1KI.6.14	Astfel, Solomon a zidit Casa și a terminat‑o. 
1KI.6.15	A acoperit zidurile din partea interioară a Casei cu cedru, de la pardoseală până la tavan, iar pardoseala a acoperit‑o cu scânduri de chiparos. 
1KI.6.16	A acoperit cu scânduri de cedru 
1KI.6.17	Odaia principală din față, aflată 
1KI.6.18	Pe lemnul de cedru din interiorul Casei erau sculptate tărtăcuțe și flori 
1KI.6.19	El a pregătit sanctuarul interior înăuntrul Casei, ca să așeze acolo Chivotul Legământului 
1KI.6.20	Suprafața sanctuarului interior era de douăzeci de coți lungime, douăzeci de coți lățime și douăzeci de coți înălțime
1KI.6.21	Solomon a placat partea dinăuntru a Casei cu aur curat și a întins lănțișoare de aur înaintea sanctuarului interior, pe care l‑a placat, de asemenea, cu aur curat. 
1KI.6.22	Astfel, el a placat toată Casa cu aur curat, iar altarul care se afla în sanctuarul interior l‑a poleit cu aur.
1KI.6.23	În sanctuarul interior 
1KI.6.24	Lungimea fiecăreia dintre aripile primului heruvim era de cinci coți, așa încât de la capătul uneia până la capătul celeilalte era o lungime de zece coți. 
1KI.6.25	Al doilea heruvim avea o lungime de zece coți; măsura și forma erau aceleași pentru ambii heruvimi. 
1KI.6.26	Înălțimea fiecăruia dintre cei doi heruvimi era de zece coți. 
1KI.6.27	Solomon a așezat heruvimii în mijlocul Casei, cu aripile întinse. Aripa unuia atingea un zid, aripa celui de‑al doilea atingea celălalt zid, iar celelalte aripi ale lor se atingeau una de alta la mijlocul odăii. 
1KI.6.28	El a poleit cu aur cei doi heruvimi.
1KI.6.29	Pe toate zidurile Casei, de jur împrejur, atât în sanctuarul interior, cât și în odaia principală, a sculptat chipuri de heruvimi, palmieri și flori 
1KI.6.30	De asemenea, el a placat cu aur și pardoseala celor două odăi, din interiorul și din fața Casei.
1KI.6.31	La intrarea în sanctuarul interior a făcut uși din lemn de măslin, cu stâlpii ușilor în cinci muchii. 
1KI.6.32	Pe cele două uși din lemn de măslin a sculptat chipuri de heruvimi, palmieri și flori 
1KI.6.33	De asemenea, la intrarea în odaia principală a făcut, din lemn de măslin, niște stâlpi pentru uși, în patru muchii, 
1KI.6.34	precum și două uși din lemn de chiparos. Fiecare ușă avea două plăci care se întorceau pe balamale. 
1KI.6.35	A sculptat pe ele heruvimi, palmieri și flori 
1KI.6.36	Apoi a făcut zidul curții interioare din trei rânduri de pietre cioplite și un rând de grinzi de cedru. 
1KI.6.37	Temelia Casei 
1KI.6.38	iar Casa a fost terminată în toate detaliile și după toate indicațiile în al unsprezecelea an, în luna Bul
1KI.7.1	Solomon a mai zidit și un palat pentru el și a durat treisprezece ani până când l‑a terminat în întregime. 
1KI.7.2	A zidit Palatul Pădurii Libanului de o sută de coți lungime, cincizeci de coți lățime și treizeci de coți înălțime
1KI.7.3	și era acoperit cu cedru deasupra odăilor care 
1KI.7.4	Erau trei rânduri de ferestre așezate față în față, pe trei nivele. 
1KI.7.5	Toate ușile și stâlpii lor erau în patru muchii, iar ferestrele erau așezate față în față, pe trei nivele
1KI.7.6	Solomon a făcut o colonadă de cincizeci de coți lungime și treizeci de coți lățime
1KI.7.7	El a făcut, de asemenea, porticul tronului unde judeca, 
1KI.7.8	Palatul în care urma să locuiască era așezat într‑o altă curte din spatele porticului și era zidit în același fel. De asemenea, Solomon a zidit pentru fiica lui Faraon, pe care o luase de soție, un alt palat asemenea acestui portic.
1KI.7.9	Toate acestea au fost făcute din pietre scumpe, tăiate cu fierăstrăul după măsurile de tăiat, atât pe fața din interior, cât și pe fața din exterior 
1KI.7.10	Temelia era din pietre scumpe, pietre mari, pietre de zece coți
1KI.7.11	Deasupra se aflau pietre scumpe, 
1KI.7.12	Curtea cea mare era împrejmuită cu un zid de trei rânduri de pietre cioplite și un rând de grinzi de cedru, ca și curtea interioară a Casei 
1KI.7.13	Regele Solomon a trimis la Tyr 
1KI.7.14	fiul unei văduve din seminția lui Neftali. Tatăl său fusese tyrian, un lucrător în bronz. Hiram era plin de înțelepciune, de pricepere și de cunoaștere în întocmirea oricărei lucrări din bronz. El a venit la regele Solomon și i‑a făcut toată lucrarea. 
1KI.7.15	A turnat doi stâlpi de bronz: un stâlp avea o înălțime de optsprezece coți, iar circumferința lui se putea măsura cu un fir de doisprezece coți
1KI.7.16	El a turnat și două capiteluri de bronz, ca să le pună pe vârfurile stâlpilor, fiecare capitel având o înălțime de cinci coți
1KI.7.17	Apoi a făcut niște rețele de lanțuri împletite pentru capitelurile care se aflau pe vârful stâlpilor, câte șapte pentru fiecare capitel. 
1KI.7.18	A făcut stâlpii și două șiruri de rodii, care înconjurau fiecare rețea, pentru a împodobi capitelurile de pe vârful stâlpilor. A făcut același lucru pentru fiecare capitel. 
1KI.7.19	Capitelurile care se aflau pe vârful stâlpilor, în portic, erau în formă de crini și aveau patru coți
1KI.7.20	Pe capitelurile de pe cei doi stâlpi, deasupra părții 
1KI.7.21	A ridicat stâlpii în fața porticului odăii principale
1KI.7.22	Capitelurile de pe vârful stâlpilor erau în formă de crin. Și astfel, lucrarea stâlpilor s‑a încheiat.
1KI.7.23	Apoi a făcut „marea“ turnată
1KI.7.24	Sub marginea ei, de jur împrejur, se aflau ornamente în formă de tărtăcuță, câte zece la fiecare cot
1KI.7.25	„
1KI.7.26	Grosimea ei era de un lat de palmă
1KI.7.27	El a făcut și zece piedestale de bronz, fiecare piedestal având patru coți lungime, patru coți lățime și trei coți înălțime
1KI.7.28	Piedestalele au fost făcute în felul următor: ele aveau panele fixate în rame. 
1KI.7.29	Pe aceste panele fixate în rame, cât și pe rame, erau 
1KI.7.30	Fiecare piedestal avea câte patru roți de bronz și osii de bronz. La cele patru colțuri ale sale se aflau suporți pentru bazin. Suporții erau turnați, având ghirlande de fiecare parte. 
1KI.7.31	Deschizătura lui, din interiorul centurii pe care se aflau gravuri, ieșea în afară un cot. Deschizătura era rotundă, ca pentru o astfel de lucrare, măsurând împreună cu baza ei un cot și jumătate
1KI.7.32	Cele patru roți erau fixate sub panele, iar osiile lor erau prinse de piedestal. Diametrul fiecărei roți era de un cot și jumătate. 
1KI.7.33	Roțile erau lucrate ca roțile unui car: osiile, obezile, spițele și butucii lor erau toți turnați. 
1KI.7.34	La cele patru colțuri ale fiecărui piedestal se aflau patru suporți care erau dintr‑o singură piesă cu piedestalul. 
1KI.7.35	În partea de sus a piedestalului se afla o centură rotundă, de o jumătate de cot
1KI.7.36	Pe suprafețele ramelor și a suporților, 
1KI.7.37	Așa a făcut el cele zece piedestale. Toate au fost turnate după același tipar, având aceeași măsură și aceeași formă.
1KI.7.38	Apoi a construit zece bazine de bronz, fiecare putând cuprinde patruzeci de bați
1KI.7.39	A pus cinci dintre piedestale în partea de sud
1KI.7.40	Hiram a mai făcut și oalele, lopețile și cupele.
1KI.7.40	Și astfel, Hiram a terminat toată lucrarea pe care a făcut‑o pentru regele Solomon la Casa 
1KI.7.41	Cei doi stâlpi,
1KI.7.41	cele două cupe ale capitelurilor care se aflau pe vârfurile stâlpilor,
1KI.7.41	cele două seturi de rețele care împodobeau cele două cupe ale capitelurilor de pe vârfurile stâlpilor,
1KI.7.42	cele patru sute de rodii pentru cele două seturi de rețele, cele două șiruri de rodii pentru fiecare rețea în parte, rețele care acopereau cele două cupe ale capitelurilor de pe vârfurile stâlpilor,
1KI.7.43	cele zece piedestale și cele zece bazine de pe piedestale,
1KI.7.44	„marea“ cu cei doisprezece boi de sub ea,
1KI.7.45	oalele, lopețile și cupele. Toate aceste obiecte pe care Hiram i le‑a făcut regelui Solomon pentru Casa 
1KI.7.46	Regele le‑a turnat într‑un pământ argilos din Câmpia Iordanului, între Sucot și Țortan. 
1KI.7.47	Solomon a lăsat toate aceste obiecte necântărite, pentru că erau foarte multe; de aceea greutatea bronzului nu s‑a putut cântări.
1KI.7.48	De asemenea, Solomon a făcut toate obiectele care erau în Casa 
1KI.7.48	altarul de aur,
1KI.7.48	masa de aur pentru pâinea prezentării,
1KI.7.49	sfeșnicele din aur curat, cinci în partea dreaptă și cinci în partea stângă, în fața sanctuarului interior
1KI.7.49	mugurii, candelele și cleștii din aur,
1KI.7.50	ligheanele, mucarnițele, cupele, ceștile și fărașele pentru cărbuni, din aur curat,
1KI.7.50	precum și balamalele de aur pentru ușile din interiorul Casei (de la 
1KI.7.51	După ce a fost terminată toată lucrarea pe care regele Solomon a făcut‑o pentru Casa 
1KI.8.1	Atunci Solomon i‑a strâns laolaltă pe bătrânii lui Israel
1KI.8.2	Toți bărbații lui Israel s‑au adunat la regele Solomon cu prilejul sărbătorii din luna Etanim
1KI.8.3	Când au venit toți bătrânii lui Israel, preoții au ridicat Chivotul. 
1KI.8.4	Preoții și leviții au mutat Chivotul 
1KI.8.5	Regele Solomon și toată comunitatea lui Israel, care se adunase înaintea lui, erau împreună înaintea Chivotului, jertfind oi și vite, care n‑au putut fi numărate și nici calculate, din cauza mulțimii lor.
1KI.8.6	Preoții au adus Chivotul Legământului 
1KI.8.7	Heruvimii aveau aripile întinse deasupra locului unde se afla Chivotul, astfel că heruvimii acopereau atât Chivotul, cât și drugii acestuia. 
1KI.8.8	Drugii erau alungiți, astfel încât capetele drugilor să se vadă din Locul Sfânt, care era în fața sanctuarului interior, dar să nu se vadă de afară; ei au rămas acolo până în ziua aceasta. 
1KI.8.9	În Chivot nu se 
1KI.8.10	Când preoții au ieșit din Locul Sfânt, norul a acoperit Casa 
1KI.8.11	Preoții nu au mai putut rămâne să slujească din cauza norului, căci slava 
1KI.8.12	Atunci Solomon a zis: „
1KI.8.13	Eu am zidit pentru Tine o Casă măreață, un loc al șederii Tale pe vecie.“ 
1KI.8.14	Apoi regele s‑a întors cu fața spre întreaga adunare a lui Israel și a binecuvântat‑o. Întreaga adunare a lui Israel stătea în picioare. 
1KI.8.15	El a zis:
1KI.8.15	„Binecuvântat să fie 
1KI.8.16	«Din ziua în care Mi‑am scos poporul Israel din Egipt, nu am ales nicio cetate din toate semințiile lui Israel ca să‑Mi zidesc acolo o Casă pentru Numele Meu, ci l‑am ales pe David ca să domnească peste poporul Meu, Israel.»
1KI.8.17	Tatăl meu, David, avea pe inimă să zidească o Casă pentru Numele 
1KI.8.18	Dar 
1KI.8.19	Totuși, nu tu vei zidi Casa, ci fiul tău. Cel ieșit din coapsele tale, el va zidi o Casă Numelui Meu.»
1KI.8.21	Am pregătit acolo un loc pentru Chivotul în care se află Legământul 
1KI.8.22	După aceea, Solomon s‑a așezat înaintea altarului 
1KI.8.23	și a zis:
1KI.8.23	„
1KI.8.24	Tu Ți‑ai ținut promisiunea față de robul Tău, tatăl meu, David. Ce ai spus cu gura Ta, ai împlinit cu mâna Ta, după cum 
1KI.8.26	Acum, Dumnezeul lui Israel, să se adeverească promisiunea pe care ai făcut‑o robului Tău David, tatăl meu!
1KI.8.27	Dar va locui într-adevăr Dumnezeu pe pământ? Iată că nici chiar cerurile și cerurile cerurilor nu Te pot cuprinde, cu atât mai puțin Casa aceasta pe care am zidit‑o eu! 
1KI.8.28	, Dumnezeul meu, ia aminte la rugăciunea robului Tău și la cererea lui! Ascultă strigătul și rugăciunea pe care Ți‑o face robul Tău astăzi! 
1KI.8.29	Fie ca ochii Tăi să vegheze zi și noapte asupra acestei Case, asupra locului despre care ai zis: «Acolo va fi Numele Meu!» Ascultă rugăciunea pe care Ți‑o face robul Tău cu privire la acest loc! 
1KI.8.30	Ascultă cererea robului Tău și a poporului Tău Israel, când se va ruga înspre acest loc! Ascultă în locul Locuinței Tale, în ceruri, ascultă și iartă!
1KI.8.31	Când va păcătui cineva împotriva semenului său și va fi obligat apoi să facă un jurământ, când va veni să jure înaintea altarului din Casa aceasta, 
1KI.8.32	ascultă din ceruri, lucrează și judecă‑i pe robii Tăi, condamnându‑l pe cel nelegiuit, aruncând asupra capului său faptele lui, și îndreptățindu‑l pe cel drept, răsplătindu‑i potrivit cu dreptatea lui!
1KI.8.33	Când poporul Tău Israel, fiind învins de dușman pentru că a păcătuit împotriva Ta, se va întoarce la Tine, va aduce mulțumire Numelui Tău, se va ruga și va căuta bunăvoință la Tine, în Casa aceasta, 
