MAT.1.1	Mukanda wa kibuti kia Yesu Klisto, muana wa Davidi, muana wa Abalahama.
MRK.12.38	Nu mu meigisia mage atendile bune, Idangazi na basanzi, nu babo bekuelama kuvuala nsulu ndazi, nu kusambizibua muisoko, 
MRK.12.39	nu kuikala ga bisumbi bitangi mu numba za musanganano, mu biziki bitangi mu bisagulo, 
MRK.12.40	babo bakunyaga numba za misigala, nu ku buengelezi bakusega isego nkungu ndazi; babo bakasungibua lusungio lunene nunse.
MRK.12.41	Nu eikeide buigi na sanduku za mitebe, nu alolile musanga­nano bugukuisa falanga muzo; nu bagumi beingi beisile ningi. 
MRK.12.42	Nu kuavule musigala muzambi, nuisile sengi ibili, anga likuta limozi. 
MRK.12.43	Nu amanine beigisibua bage, nu abatendile bune, Lebelebe nkumubula buno wono musigala abika ningi kutinga bansa­nia babika bikulo mu sanduku zeno: 
MRK.12.44	kubuno babikile bia mutali wabo; tondo we ku buzambi buage bunsania esile binsania biabezaga nabio, aba bikulo biage binsania.
MRK.13.1	Nu gatukile mu numba za kukumbamina, umozi wa beigisi­bua bage amutendile bune, Musozi, lola, makozi nu kubaka kukuno! 
MRK.13.2	Nu Yesu amutendile bune, Ndi mukumona ku kobaka kukuno buno, kuli kunene? tagakasigala ikozi gantata geikozi, litaka­bungulua.
MRK.13.3	Nu geikalile ga muiduko wa Oleve, buigi na numba za kukumba­mina, Petelo, nu Yakobo, nu Yoana, nu Andele bamubuzizie ku lumbisombiso bune, 
MRK.13.4	Tubule buni bukaba bitondo bibino? Nu ku kalolesio kakizi kabakamenyinine buno bitondo bibino bise biazindi­lila? 
MRK.13.5	Nu Yesu alingile kubatenda bune, Idangazi, buno muntu ntamuengelele. 
MRK.13.6	Kubuno beingi bakavua muizina liane, nu baka­tenda bune, Nnowe; nu bakengelela beingi. 
MRK.13.7	Nu gamukongua ku bita nu misagu za bita, tamuzangezange: bitondo bibino biatunga­nana kuvua; tondo kuzinda takuika. 
MRK.13.8	Kubuno kilongo kikaluana na kingo kilongo, nu bukota bukaluana na bukota; nu kukaba tulingini ku kisi ku lulenge na lulenge; nu kukaba munganda: bubo ukulinga kua lubabazio.
MRK.13.9	Tondo idangazi; kubuno bakamubasia ku nusu za milondo, nu ku numba za musanganano mukalibulua; nu mukabasibua ku bangati nu ku bakota ku kabamba kane, bukaba bulongeki ku beli. 
MRK.13.10	Kubuno musagu musoga watunganana tanga kulinga kusambalua ku babilongo bansania. 
MRK.13.11	Nu gabakamusondelezia ku lusungio, nu kumugabula, tamulemanine bumuatende; tondo kinsania kimuakasague nkungu zezo ukimukatenda; kubuno teinyue nti ubakutenda, tondo Muuza Wasililila. 
MRK.13.12	Nu mubuto wa muntu akagabula mubuto wage buno akue, nu isi wa muana akagabula muana wage buno akue; nu bana bakabinga bababuta, nu baka­bagabula buno bakue. 
MRK.13.13	Nu mukasombua na bantu bansania ku kabamba keizina liane; tondo wozo weidindika aba nu kuzinda, nti akonibua.
MRK.13.14	Tondo gamukamona ku lusombo lua kubiga Iuemane mu kiziki kilutakulungana (wozo ukusomaga bubuno amenyininebo), babo beli mu Yudaya batine ku miduko: 
MRK.13.15	nu wozo uli gantata numba ntagele kutikia bili mu numba zage; 
MRK.13.16	nu wozo ukasangua kuisoa ntasubanie kutola nsulu zage. 
MRK.13.17	Tondo kabebe kanene ku beimisu nu bakumomia mu busi bubo! 
MRK.13.18	Nu musege buno bito­ndo bibino tabibase mu nkungu za mpego. 
MRK.13.19	Kubuno mu bindi bibio kukaba lubabazio Iunene: lutebezaga lingo kutukila ku kulinga kua kisi kiabumbilue na Kalaga, nu talukaba lingo. 
MRK.13.20	Nu songo Mukota ntakegezie bindi bibio, takunonine muntu wampa: tondo ku kabamba ka basombolua, basombueidue, ukiansile bindi bibio biakegibuako. 
MRK.13.21	Ndi muntu amubula buno, Lolazi! Klisto eli gano; aba Lolazi, kuko; tamumukatizie: 
MRK.13.22	kubuno kukavua boza beingi bakeimana Klisto nu balengania beingi ba buza, bakakita migeleko minene nu maganogano nu buno bageleka kuengelela basombolua tondo tabukakulungana. 
MRK.13.23	Tondo inyue idangazi: kubuno nasila kumutonda.
MRK.13.24	Tondo kusila kua bindi bibio bia lubabazio, kisongo kia busi kikaba kapilo nu muezi tagukasana lingo, 
MRK.13.25	nu nkeninkeni za muigulu zikakoloka, nu magala ma muigulu makatengatenga. 
MRK.13.26	Nu ububo Muana wa muntu bakamumonako mu bimpa bigulu na magala nu lutanuno luage lunene. 
MRK.13.27	Nu akasinga migenzi kuku­ndamania basombolua bage ku ndenge inazi, kutukila kuzinda kua kisi aba nu ku kuzinda kuigulu.
MRK.13.28	Nu muiyigisie musumo wa muti wa figi: gakutitulaga ntabi, nu nti zise zalinga kuasa ingo nsamba, nti muamenya buno nkungu za nzogo zise buigi; 
MRK.13.29	bubo nuinyue gamukamona ku bubuno, mumenye buno wozo eseli buigi nu nti eseimine ku nibi. 
MRK.13.30	Lebe­lebe, nkumubula buno, kibuti kikino takikatinga aba nu kusila bubo bunsania. 
MRK.13.31	Igulu nu kisi bikatinga: tondo malagi mane tamaka­tinga nunse. 
MRK.13.32	Tondo ku busi bubo aba nkungu zezo takuli muntu umozi wizi, aba migenzi muigulu, aba Muana tondo ndi nteli gamozi neIsi. 
MRK.13.33	Idangazi, kesiazi ntende nu segazi: kubuno tamuizi gakabela nkungu zezo. 
MRK.13.34	Buli anga muntu, wendile ku kingo kisi, asigile numba zage, nu akasile bakobe bage buangato buno, muntu na muntu akite mulimo wage, nu akakizizie mulangi wa luibi buno akesie ntende. 
MRK.13.35	Kesiazi ntende: kubuno tamuizi busi buavue mukota wa numba, ndi muigolo, aba ndi mu kindi, aba ndi ku mukelo, aba mu nindunindu; 
MRK.13.36	anavua kumubasila kita­ngala besi nu kusanga muiyombeka. 
MRK.13.37	Nu bubuno ubunkumu­bula, nkubula bansania buno Kesiazi ntende.
MRK.14.1	Kusila kua bindi bibili kuabezaga kisagulo kiesuluko, nu tumpampa tutagaga; nu basankoga banene nu basanzi balondile bubamukata mu lumbisombiso, nu bamuite: 
MRK.14.2	kubuno batendile bune, Ta mu kisagulo, mu musanganano munakivua kuba kazege.
MRK.14.3	Nu gabezaga ku Betania mu numba za Simona muiya bibali, abezaga asalia, kuavule mukikulu umozi wabezaga na kabongelo ka alabasata, muko muabezaga bulago bua bukunza bubibu; abugizie kako kabongelo, nu amukubulide gantata geitoe. 
MRK.14.4	Tondo bantu bamozi bongilue, nu batendile bune, Buni bukuzimizia bulago bu­buno? 
MRK.14.5	Kubuno bunakunzilue ku falanga nkama isatu 
MRK.14.6	Tondo Yesu atendile bune, Musigazi; buni bumukumuzangiazangia? ankitila busoga. 
MRK.14.7	Kubuno bindi binsania mukubezaga na bazambi, nu nkungu insania zimunatunda kubakitila busoga, munavuama: tondo tamuli nanne bindi binsania. 
MRK.14.8	Akita buavuama kubuno abongia mubili wane bulago ku kabamba ka kuyikua kuane. 
MRK.14.9	Nu lebelebe nkumubula bune, Kunsania kukasambalua musagu musoga mu kisi kinsania, bakasambala lingo buakitile mukikulu wono, bukaba kabali kage.
MRK.14.10	Nu Yuda Isikaliote, umozi weikumi nu babili, endile ku basankoga banene, buno amugabule kubeli. 
MRK.14.11	Nu babo, gabo­ngule kubo, babogilebogile, nu bamulagile buno bamukase falanga. Nu alondile nkungu nsoga buanamugabula.
MRK.14.12	Nu gabeide busi butangi bua tumpampa tutagaga, nu bazindi­lizizie kisagulo kiesuluko, beigisibua bage bamutendile bune, Kuni kukutunda tulongeke kiziki kia kulia kisagulo kiesuluko? 
MRK.14.13	Nu asingile beigisibua bage babili, nu abatendile bune, Endazi ku muino, nu muakulumane na wamulume eite idega lia mazi: muyangazi; 
MRK.14.14	nu kunsania kuingilage, nti muabuzia nyene numba buno, Musozi atenda bune, Kuni kuli busio bua bageni, nilie kisagulo kiesuluko na beigisibua bane? 
MRK.14.15	Nuwe amulolesie busio bunene buli kuigulu buse kayikayika, nu bualongekua bunsania kalazi: mumo umumutulongekela. 
MRK.14.16	Nu beigisibua bage batukile nu bendile, nu bamonine ku binsania anga buabulaga; nu balongekile kisagulo kiesuluko.
MRK.14.17	Nu gabuabeide buse muigolo abasile neikumi nu babili. 
MRK.14.18	Nu gababezaga ku meza bakulia, Yesu abatendile bune, Lebelebe nkumubula bune, Umozi wa kumuli nkulia nage gamozi, uwangabule. 
MRK.14.19	Nu babeide na kabebe, nu nawe nawe nawamubuzizie bune, Ndi nne? 
MRK.14.20	Nu abatendile bune, Umozi wa kumuli inyue ikumi na babili wozo unakatile nage kiandindi mu lupepe. 
MRK.14.21	Kubuno Muana wa muntu ende, anga buasanzilue: tondo kabebe ku wozo muntu ukugabula Muana wa muntu! bunabeide busoga songo muntu wono ntabutilue.
MRK.14.22	Nu gababeide bese balia, atolile kampampa, nu asegile, nu akabunguide, nu abakasile, nu atendile bune, Tolazi, kakano keli mubili wane. 
MRK.14.23	Nu atolile kituma, nu gasilile kusega abakasilekio; nu bansania banune kukio. 
MRK.14.24	Nu abatendile bune, Kikino kili mikila zane zeidagano, zakubuka ku kabamba ka beingi. 
MRK.14.25	Lebe­lebe, nkumubula buno, nsikanua lingo biguma bia mizigi aba nu busi bubo bunkanua lingo mu bukota bua Kalaga.
MRK.14.26	Nu gabasilile kuimba luimbo, bendile ku muiduko wa Oleve. 
MRK.14.27	Nu Yesu abatendile bune, Inyue bansania muine nanne mitima: kubuno buasanzilue bune, Nkalibula mulangi, nu kibombo kia mikoko kikabalangana. 
MRK.14.28	Tondo ganabe nayuka, nalinge kumutanga kuenda ku Galela. 
MRK.14.29	Tondo Petelo amutendile bune, Ndi bango beina mitima nobe, tondo tanne. 
MRK.14.30	Nu Yesu amu­tendile bune, Lebelebe nkukubula buno lelo, mu kindi kikino, gabe mulume wa nkoko ntebika mambizi mabili, nti wantune mambizi masatu. 
MRK.14.31	Nuwe atendile lingo bubibu, Busoga kukua nobe, ndi nsiakutuna. Nu bansania batendile bubo.
MRK.14.32	Nu bavule muisoa liamanagua buno, Getesemane; nu atendile beigisibua bage bune, Ikalazi gagano niki nasega. 
MRK.14.33	Nu endile na Petelo, nu Yakobo, nu Yoana, nu alingile kukonkomana nu akonkei­due. 
MRK.14.34	Nu abatendile bune, Nnenyene nili na kabebe kanene aba nu ku lukuo; sigalazi gano, nu kesiazi ntende. 
MRK.14.35	Nu gabeide esalombozia, aguide gansi, nu asegile buno, ndi bunakulungana, zeno nkungu zintingile. 
MRK.14.36	Nu atendile bune, Aba, Tatane, binsania binakulungana kuguli; ntikizie kituma kikino, tondo ta anga bunku sombola, tondo anga bukutunda. 
MRK.14.37	Nu gasubizie, asangile beigisibua bage beiyombeka ku tulo, nu atendile ku Petelo bune, Simona ndi wiyombeka ku tulo? Ndi ntunavuama kukesia ntende nkungu imozi? 
MRK.14.38	Kesiazi ntende nu segazi, buno munavua kuingila mu malindiko, mutima ukutunda, tondo mubili watamba. 
MRK.14.39	Nu endile Iingo, nu asegile, atendile bubo lingo. 
MRK.14.40	Nu asubizie lingo, nu abasangile beiyombeka ku tulo, kubuno bazenzelaga; nu tabamenyine bubamuakula. 
MRK.14.41	Nu avule lingo kubeli limbizi lia masatu, nu ababuide bune, Iyombekazi lino nu umunuazi: umpa­nga; nkungu zise buigi, nu Muana wa muntu agabulue mu maboko ma bagi. 
MRK.14.42	Zanzukazi, tuendazi; kubuno wozo ukungabula ese buigi.
MRK.14.43	Nu kazanga kongo anga buatendaga, Yudasa abasile, umozi wa babo ikumi nu babili, na musanganano babezaga na mapanga nu nkoma, basingilue na basankoga banene nu basanzi nu bakulu. 
MRK.14.44	Nu wozo wamugabulaga abanine kakengelezio bune, Wozo unamumage uwozo umuakate, nu muende nage bulonge bukata. 
MRK.14.45	Nu gabasile, kazanga kongo endile kueli nu atendile bune, Labi; nu amumumine. 
MRK.14.46	Nu babo bantu balambizie maboko kueli, nu bamukatile.
MRK.14.47	Nu umozi wa babo babezaga gago, abasizie bupanga buage mu musagi, nu abangile mukobe wa sankoga munene, nu amusesile kutuzi. 
MRK.14.48	Nu Yesu abakuide bune, Kubuni muavua, anga baku­vua ku muibi, na mapanga nu nkoma, kuvua kunkata? 
MRK.14.49	Busi na busi nabezaga neinyue neigisagia mu numba za kukumbamina, nu tamuankatile: tondo kubuno bunsania buabeide buno masanzo mazindilizibue. 
MRK.14.50	Nu bansania bamusigile, nu batinine.
MRK.14.51	Nu musikila umozi amuyangile, abezaga eibiga tugu keindi ka nsulu; nu bamukatile; 
MRK.14.52	tondo asigile kako keindi ka nsulu, nu eitumine lubilo mundulu.
MRK.14.53	Nu bendile na Yesu ku sankoga munene: nu basankoga banene bansania bakundameine nu bakulu nu basanzi. 
MRK.14.54	Nu Petelo amuyangile bulazi, aba nu ku lusu lua sankoga munene; nu geikeide na bakambi, nu onguaga keiya. 
MRK.14.55	Nu basankoga banene nu bakazi ba luango bansania balondile bulongeki bua kuita Yesu; tondo tababumonine. 
MRK.14.56	Kubuno beingi bamukandikile, nu tabua­beide bumozi. 
MRK.14.57	Nu bamozi bemanine, nu bamukandikile batendile bune, 
MRK.14.58	Tungule kuatendaga bune, Nasambule numba zezo za kukumbamina zakitilue na maboko, nu mu bindi bisatu nobake zitobakue na maboko. 
MRK.14.59	Tondo bulongeki buabo tabua­beide bumozi. 
MRK.14.60	Nu sankoga munene emanukile munkatini muabo, nu abuzizie Yesu bune, Ndi ntuakule bubakukulongekela? 
MRK.14.61	Tondo eikede kibibi, nu ntakuide wampa. Nu sankoga munene, amubuzizie lingo, nu amutendile bune, Ndi uwe U Klisto Muana wa wozo mukiti wa mponga? 
MRK.14.62	Nu Yesu amutendile bune, Nnowe: nu mukamumona Muana wa muntu eikala ku kuboko kua seidume kua Magala, nu akavua mu bimpa bigulu. 
MRK.14.63	Nu sankoga munene eyatide nsulu zage, nu atendile bune, Kubuni lingo kutu­kulindila bango balongeki? 
MRK.14.64	Mungua bualinga Kalaga: muku­kengela buni? Nu bansania bamusungizie bune, Atunganana kukua. 
MRK.14.65	Nu bamozi balingile kumusuila matazi, nu kumuziba ku meiso, nu bamutendile bune, Lengania: nu bakambi bamuli­buide ngizi.
MRK.14.66	Nu Petelo abezaga ekile ga lusu, nu mukikulu mukambi wa sankoga munene avule: 
MRK.14.67	nu amonine ku Petelo ekungua keiya, amulolile kisozi, nu atendile bune, Uwe wabezagile na wozo Yesu muNazaleta. 
MRK.14.68	Tondo atunine, nu atendile bune, nsikungua bukutenda: nu abasile ku kabelabela, nu mulume wa nkoko abikile. 
MRK.14.69	Nu wozo mukikulu mukambi, amumueineko lingo, nu atendile lingo ku babo babezaga gago bune, Wono eli umozi wa ku babo. 
MRK.14.70	Nu atunine lingo. Nu gatingile nkungu nkeke babo babezaga bemana gago, babuide Petelo bune, Lebelebe uwe uli umozi wa ku babo; kubuno uli muntu wa Galela. 
MRK.14.71	Tondo alingile kuisuilila, nu kulumbila bune, Nsizi wozo muntu umukubula. 
MRK.14.72	Nu kazanga kongo mulume wa nkoko abikile limbizi lia mabili. Nu Petelo akengeide lilio idagi liamutendaga Yesu buno, gabe mulume wa nkoko ntebika mambizi mabili, wantune mambizi masatu. Nu gabukengeide, alilile.
MRK.15.1	Nu kazanga kongo mu nindunindu nunse basankoga banene nu bakulu nu basanzi, nu bakazi ba luango bakitile luango, nu bakandile Yesu nu bendile nage ku Pilato. 
MRK.15.2	Nu Pilato amu­buzizie bune, Ndi uwe U Mukota wa baYuda? Nu amuakuide bune, Bubo buwatenda. 
MRK.15.3	Nu basankoga banene bamubingile mu bitondo bingi. 
MRK.15.4	Nu Pilato amubuzizie lingo bune, Ntuakule? unguilila, bitondo bingi bibakukubinga. 
MRK.15.5	Tondo Yesu ntakuide lingo; nu bubo Pilato angamine.
MRK.15.6	Na busi na busi buakitaga kisagulo abakandulilaga mukandua umozi, ubatunda. 
MRK.15.7	Nu kuabezaga mukandua umozi wamanagua buno, Balaba, akandilue na bantu babezaga na misona, nu beitanaga mu misona. 
MRK.15.8	Nu musanganano, balingile kumusega buno abaki­tile anga buabakitilaga. 
MRK.15.9	Nu Pilato abakuide bune, Buni bumuku­tunda, Ndi nimukandulile Mukota wa baYuda? 
MRK.15.10	Kubuno amenyinine buno basankoga banene bamugabuide ku lugi. 
MRK.15.11	Tondo basankoga banene balubikanizie musanganano, balumbe bakandula Balaba. 
MRK.15.12	Pilato akuide lingo bune, Mukutunda nikite wono buni umukumana Mukota wa baYuda? 
MRK.15.13	Nu balalukile lingo bune, Atakue. 
MRK.15.14	Nu Pilato abatendile bune, Bubi bukizi buakitile? Nu balalukile lingo bubibu bune, Atakue. 
MRK.15.15	Nu Pilato, atundile kubogiabogia musanganano, abakandulile Balaba; nu gasilile kususula Yesu, amugabuide buno atakue.
MRK.15.16	Nu bakoloboyo bendile nage ga mulungu ku Palatoria;
MRK.15.17	Nu bamuvualikizie nsulu zakisimana, nu balukile nkumbu za bukota za mikele, bamuvua­Iikiziezo; 
MRK.15.18	nu balingile kumusambizia, Samba, Mukota wa baYuda! 
MRK.15.19	Nu bamususuide kuitoe na tususula, nu bamusuilide matazi, nu bamukomene mazu, nu bamukumbamine. 
MRK.15.20	Nu gabasilile kumuililika, bamutikizie nsulu zakisimana, nu bamuvua­likizie nsulu zage. Nu bendile nage buno bamutake.
MRK.15.21	Nu bekizie muntu umozi watingaga, atukaga ku masoa, izina iiage, Simona wa mu Kulene, isi wa Alesandelo nu Lufu, buno eke muti wage wa magu.
MRK.15.22	Nu bendile nage ku kiziki kiamanagua Gologota, buisulilua buakio buno, Kiziki kia lukungu. 
MRK.15.23	Nu bamunusizie maku masambikua na kansembia buno anue: tondo ntamanune.
MRK.15.24	Nu bamutakile ku muti wa magu, nu babeganizie nsulu zage, bazesile mbale, buno na muntu na muntu notola kikizi, 
MRK.15.25	Nu gabeide buse nkungu isatu, nu bamutakile ku muti wa magu. 
MRK.15.26	Nu kuabezaga masanzo masanzilue buno, MUKOTA WA BAYUDA.
MRK.15.27	Nu bamutakile na beibi babili; umozi ku kuboko kuage kua seidume, nu ungo ku kuboko kuage kua seikazi. 
MRK.15.28	Buno masanzo mazindilile buno, aganzilue na bagi. 
MRK.15.29	Nu bansania batingaga bamulingaga, batengezietengezie matoe mabo, nu batendile bune, E! wasambulaga numba za kukumbamina, nu ku bindi bisatu nti wazo­baka, 
MRK.15.30	iyonie lino, nu igezie ku muti wa magu. 
MRK.15.31	Nu bubo basankoga banene bamuililikile buabo buabo nu basanzi, nu bate­ndile bune, Onezie bango; tondo ntanavuama kuiyonia wenyene. 
MRK.15.32	Klisto, Mukota wa baIsalele; kasi eigezie ku muti wa magu, buno tumone nu tukatizie. Nu babo batakilue nage nubo bamu­lingile.
MRK.15.33	Nu gabeide nkungu mutuba zakuka kuabezaga kapilo ku kisi kinsania aba nu ku nkungu mubula. 
MRK.15.34	Nu ku nkungu mubula Yesu alalukile neiyuki inene, Eloi, Eloi, lama sabachthani? buisulilua bua bubo, Kalaga wane, Kalaga wane, kubuni kuwande­kelela? 
MRK.15.35	Nu bango babezaga bemana buigi, gabongule ku bubo, batendile bune, Akumana Eliya. 
MRK.15.36	Nu umozi eitumine lubilo, akatile luata, aluiyazizie na maku mabezaga makali, nu abiki­lemo ku musumbo, nu amunusiziemo, nu atendile bune, Musi­gazi tanga; tulole ndi Eliya avue kumukumbia. 
MRK.15.37	Nu Yesu alilile neiyuki inene, nu eidekanizie. 
MRK.15.38	Nu nsulu za numba za kukumbamina zatikile bibe bibili, kutukila kuigulu nu gansi. 
MRK.15.39	Nu wozo mukota wa bakoloboyo, wabezaga wemana buigi nage, gamonine eidekania, atendile bune, Lebelebe muntu wono abezaga Muana wa Kalaga. 
MRK.15.40	Nu kuabezaga bakikulu balolaga bulazi; kubeli kuabezaga Malia Magadala, nu Malia, nina wa Yakobo muto wa Yose, nu Salome; 
MRK.15.41	ubabo, bamuyangile nu kumukambila ku Galela, nu bango beingi bendile gamozi nabo ku Yelusalema.
MRK.15.42	Nu gabuabeide buse muigolo, bubuno buabezaga busi bua kulongeka, kuabezaga kuse kuasigala kindi kimozi na ku busi bua sabato. 
MRK.15.43	Yosefu wa Alimataya muntu munene wa lusu lua nango, wono walindilaga bukota bua Kalaga avule; nu endile na ngini ku Pilato; nu asegile kitumba kia Yesu. 
MRK.15.44	Nu Pilato anga­mine kubuno esakua; amanine wozo mukota wa bakoloboyo nu amubuzizie bune, Ndi akua kalazi. 
MRK.15.45	Nu gasambalidue na wozo mukota wa bakoloboyo, akasile Yosefu kikio kitumba. 
MRK.15.46	Nu akunzile nsulu zezo zabota, akibikile mu nsinda zabezaga muikozi; nu akukide ikozi inene ku muingilo wa nsinda. 
MRK.15.47	Nu Malia Magadala, nu Malia, nina wa Yose balolile kuko kubamubika.
MRK.16.1	Nu gatingile busi bua sabato, Malia Magadala, nu Malia, nina wa Yakobo, nu Salome, bakunzile bulago, buno bende kumubongiabo, 
MRK.16.2	Nu kumukelo nunse mu busi butangi buizinga, bavule ku nsinda gasanukile kisongo kia busi. 
MRK.16.3	Nu batendeine buabo buabo bune, Nazi watutikizie ikozi ku muingilo wa nsinda? 
MRK.16.4	Nu gabalolile, bamonine ikozi liasila kutukibua: nulio liabezaga inene nunse. 
MRK.16.5	Nu beingide mu nsinda, bamonine ku musikila abezaga ikala ku lulenge lua kuidume, abezaga avuala nsulu zenga; nu bangamine. 
MRK.16.6	Nuwe abatendile bune, Tamunangama; muku­londa Yesu muNazaleta, watakilue, ayuka: nteli gano: lolazi, kiziki kibamubikagile. 
MRK.16.7	Tondo endazi, tendazi beigisibua bage nu Petelo buno, alinga kubatanga ku Galela; kuko ukubamumoneko, anga buabatendile. 
MRK.16.8	Babasile kumbuga beitumine lubilo kutuka ku nsinda; kubuno bagilimine nu bangamine: nu tabatendile muntu wampa; kubuno bakuaga boba.
MRK.16.9	Gayukile Yesu mu nindunindu busi butangi buizinga, alingile kumonekako na Malia Magadala, wozo watikagia basumbu mutuba kamo. 
MRK.16.10	Nu wozo endile nu asambalide babo babezaga nage; gababezaga bekulila bubibu. 
MRK.16.11	Nu gongule babano buno, eli na kalamo, nu amumonako, tabakatizizie.
MRK.16.12	Nu kusila kua bubo amonekileko na bango bantu babili na kingo kilungi, nu babezaga bakuenda kuisoa. 
MRK.16.13	Nu babo bendile, nu basambalide bango; tondo tabakatizizie. 
MRK.16.14	Nu kusila kua bubo amonekileko na babo ikumi nomozi gabaliaga; nu abazugide kubuno ku kutakatizia kuabo nu ku bubibu bua mitima zabo, kubuno tababakatizizie babo bamumonineko gayukaga. 
MRK.16.15	Nu abatendile bune, Endazi mu kisi kinsania, musambale musagu musoga ku kibumbua na kibumbua. 
MRK.16.16	Wozo wakatizia nu kubatizibua nti onibua; tondo utakatizia nti asungibua. 
MRK.16.17	Nu tulolesio tutuno tuayangane na bakukatizia; kuizina liane batikie basumbu; batende kuingo mitendezi; 
