MAT.1.1	Niján jíri linébaanfaangu Jesucrístu le jádaangiñebei meja ladǘgawagun Davíd lúma Abrahám.
LUK.18.16	Ába laríñagun Jesúsu joun lun jasígirun anáajaña jarájüñü lun, ába laríñagun joun lánigu.
LUK.18.16	—Ígira jumá lun jayábin irájüñü nun, mewéridija jumá lueí, ladǘga ja ítarabaña quei jagía, jagía lílanabaña larúeijan Búngiu. 
LUK.18.17	Ninárün jáu luágu le lan merésibirun lumúti larúeijan Búngiu láu afíñeni jarúmati líbe jafíñen irájüñü, mebélubei lídoun.
LUK.18.18	Ába lálügüdüni ában jádaangiñe ábutigu Jesúsu, laríñaga lun.
LUK.18.18	—Maésturu buíti, ¿ca lúnbei nadǘgüni lun gayára lan nibíjini ibágari le magúmuchaditi?
LUK.18.19	Laríñaga Jesúsu lun.
LUK.18.19	—¿Ca uágu baríñaga nun “buíti”? Ában rügǘñein buíti, Búngiu. 
LUK.18.20	Subúdi bumúti gumádi. Maganoúabá túma wǘri gámaritu, máfarajabá, míwerujabá, mayéejabá luágu ni ában, inébe jamá bagǘbürigu bun.
LUK.18.21	Laríñaga wügǘri ligía lun.
LUK.18.21	—Gúnfulitina láu sun le lúmagiñe ñǘraügidina.
LUK.18.22	Lídan le lagáambunbalin Jesúsu cátei le, ába laríñagun lun.
LUK.18.22	—Mégeigili ában cátei lun badǘgüni. alúgurabeí sun le búmabei, ábame bíchuguni lebégi joun gudémetiña, ábame garísin ban siélu. Ábame bagíribudun, ábame bafálarunina.
LUK.18.23	Dan le lagáambunbalin wügǘri ligía cátei le, ába lírudagun, ladǘga rísiti buídu. 
LUK.18.24	Dan le laríjini Jesúsu lírudagun, ába laríñagun.
LUK.18.24	—¡Jénreenguti lun jebélurun rísitiña lídoun larúeijan Búngiu! 
LUK.18.25	Méreenguntimaati lun lásügürün ában caméyu lídaangiñe lujúyun ában agúsa sügǘ láu lebélurun ában rísiti lídoun larúeijan Búngiu.
LUK.18.26	Ába jaríñagun ja agáambubalin.
LUK.18.26	—¿Cáteiti gayáraabei lasálbarun?
LUK.18.27	Laríñaga Jesúsu joun.
LUK.18.27	—Le jásiñerubei gürígia adǘga, gayára lumúti Búngiu, ladǘga úati ni cáta siñáti lun Búngiu.
LUK.18.28	Laríñaga Pédro lun.
LUK.18.28	—Wabúreme, wagía, ígira wamáali sun le wámati lun wafálarunibu.
LUK.18.29	Ába laríñagun Jesúsu joun.
LUK.18.29	—Ninárün jáu luágu furúmieguarügü lan le ígiruti lúban, o lagǘbürigu, o líbugañanu, o lamúlenu, o lúmari, o lirájüñü luágu larúeijan Búngiu, 
LUK.18.30	libíjubatíma sarágu weíyaasu loúgiñe lídan uboú le, ibíjaleíme ibágari magúmuchaditi yágüta siélu.
LUK.18.31	Ába lagúarun Jesúsu joun láni dúusu apóstolugu jábugua, ába laríñagun joun.
LUK.18.31	—Weíbuga Jerusalén guetó, le ñíba lubeí lagúnfulira sun le jabǘrüjabei profétagu nuágu, áu le Wügǘri Garaǘwarügüti. 
LUK.18.32	Jedéregerubadina joun ja mámabaña juríu, jéjerajaba náu, anába jamáname, suégua. 
LUK.18.33	Jabeíchubadina, lárigiñeme, ábame jáfarunina jilágubei, áni násaaruba lídaangiñe oúweni luágu lǘrüwan wéyu lúnya nabágaridun.
LUK.18.34	Úati gunfaráanda jamá ni cáta lídaangiñe cátei le, ibídiñegubeíti joun ca lan uágu ladímureja joun, darúguati laníchigu cátei le laríñagubei, joun.
LUK.18.35	Dan le achǘlüreinaali Jesúsu ubúrugun Jericó, ñíñein ában maríjinti ñun láru ǘma amúriaja. 
LUK.18.36	Dan le lagáambunbei maríjinti ligía jásüüjan sarágu gürígia, ába lálügüdajan ca lan susérebei. 
LUK.18.37	Ába jaríñagun lun luágu niján lan Jesúsu Nazarétna ásügüra ñígiñe. 
LUK.18.38	Ábati lagúaragun, laríñaga.
LUK.18.38	—¡Jesúsu, le ladǘgawagun Davíd, gudémená bun!
LUK.18.39	Ja lubá lubáabaña, ába jadeínjan lun lun lámanichun, ligíatima lagúaragun.
LUK.18.39	—¡Ladǘgawagun Davíd, gudémená bun!
LUK.18.40	Ábati laráramagun Jesúsu, ába loúnajan anǘgei. Dan le yaráfaali lun, ába laríñagun lun.
LUK.18.41	—¿Ca babúseerubei nadǘgün bun?
LUK.18.41	Ába laríñagun lun.
LUK.18.41	—Nabúreme, buséntina naríjin.
LUK.18.42	Laríñaga Jesúsu lun.
LUK.18.42	—¡Ibíjabeí baríjin! Areídaguaadibu ladǘga bafíñen.
LUK.18.43	Lídan meme óra ligía, ába laríjin maríjinti ligía, ába lafálaruni Jesúsu adímurejeina buíti luágu Búngiu. Sun gürígia ja aríjubalin cátei le, ába gíñe jadímurejan buíti luágu Búngiu.
LUK.19.1	Ábati lebélurun Jesúsu fulásurugun Jericó, ába lásügürün ubúrugugiñe. 
LUK.19.2	Ñíñein ában wügǘri rísiti, gíriti Zaquéo, jábuti agúburajatiña liseínsuna gumádi. 
LUK.19.3	Buséntiti Zaquéo laríjini Jesúsu lun lasúbudiruni, siñáti laríjini ladǘga ñǘraüraüti lúgubu, áni gíbetiña gürígia. 
LUK.19.4	Lúnti gayára lan laríjini, ába leíbaagun ubáraü, ába laweínrun tuágun ában tídibu wéwe sicómoro yaráfa lun le ñígiñeba lubeí lásügüra Jesúsu. 
LUK.19.5	Dan le lásügürün Jesúsu ñígiñe, ába laríjin íñun, ába laríñagun lun Zaquéo.
LUK.19.5	—Zaquéo, raríba furése, ladǘga lúnti neréderun búbiñe ugúñe.
LUK.19.6	Ábati larárirun Zaquéo furése, ába lerésibiruni Jesúsu lúbiñe láu ugúndani. 
LUK.19.7	Dánti le jaríjini jíbiri gürígia cátei le, ába jagúmeserun adímureja luágu lídin Jesúsu erédera lúbiñe ában gafígounti. 
LUK.19.8	Ábati laráramun Zaquéo, ába laríñagun lun Jesúsu.
LUK.19.8	—Nabúreme, níchiga lamídan le númabei joun gudémetiña, áni ánjein íwerujaadina lubeí lueí ában gürígia láu eyéeraguni, náguyugüdüba gádürü weíyaasu sügǘ láu lun.
LUK.19.9	Laríñaga Jesúsu lun.
LUK.19.9	—Sálbañu jáña tílana múna to ugúñe, ladǘgawagun gíñe Abrahám amǘrü. 
LUK.19.10	Ligía niábinbei uboúagu, áu le Wügǘri Garaǘwarügüti, lun náluajaniña lúma asálbaraña já yebe féridijañabaña.
LUK.19.11	Dan le añája lubeí gürígia agáambajei laríñaguni buri Jesúsu cátei le, ába labájüdagun ában jémpulu joun, ladǘga ayárafadeinaali lan lun Jerusalén áni jarítaguatiñáti luágu lagúmesera lan larúeijan Búngiu dan ligía. 
LUK.19.12	Ábati laríñagun joun.
LUK.19.12	—Ñíñein ában wügǘri íñugutiña lidújeñu, leíbugati wügǘri ligía lídoun ámu fulásu díseti lun líchugúniwa lurúeiteme lageíra, ábayame lagíribudun. 
LUK.19.13	Lubáragiñe láfuridun, ába loúnajan jawágu díisi jádaangiñe lumúsuniña, ába ledéregerun ában seínsu le gebégiti sarágu lun cáda ában, ába laríñagun joun. “Agárabaja jumeí seínsu le darí nagíribudun.” 
LUK.19.14	Queíti liyéreegunbei wügǘri ligía joun lílana fulásu, ába joúnajan lárigi lun jaríñagun lun le lúnbei líchuguni ubáraü lun luágu mabúseerun jamáni lun jarúeiteme. 
LUK.19.15	Láu sun líra, resíbiwati lun urúeime, ába lagíribudun lageíroun. Dan le lachǘlürün, ába loúnajan jawágu lumúsuniña já buga únbaña líchigei seínsu lun lasúbudiruni átiriñein lan lagáñirun cáda ában. 
LUK.19.16	Ába liábin le furúmiñeti, ába laríñagun. “Nabúreme, gáñeitina díisi weíyaasu ligíbuagun biseínsun.” 
LUK.19.17	Laríñaga urúei lun. “Buíti, ában músu buíti bugúya. Quei úara bubeí lídan le murúsunrügüti, níchigaadibu agúmadija lídan díisi fulásu.” 
LUK.19.18	Ábaya liábin ában, ába laríñagun. “Nabúreme, gáñeitina seíngü weíyaasu ligíbuagun biseínsun.” 
LUK.19.19	Ába gíñe laríñagun lun. “Bagúmadija lídan seíngü fulásu.” 
LUK.19.20	Ábati liábin ában, ába laríñagun. “Nabúreme, niján biseínsun, areída numúti tídan ában músue ladǘga nanúfude bueí, 
LUK.19.21	ladǘga ában ban wügǘri derégüdati, reídeitibu láu cátei le mawádigimaritibu luágu, alúbaja amǘrü le ñí lumuti mábunagun ban.” 
LUK.19.22	Ábati laríñagun urúei lun. “Músu wuríbati, luágu guánarügü berérun nagúseragüdábu. Quei subúdi bubálin luágu ában nan wügǘri derégüdati, luágu reídei nan láu cátei le mawádigimaritina luágu, alúbaja áu le ñí lumuti mábunagun nan, 
LUK.19.23	¿cáti uágu míchububalin niseínsun báncürugun lun jamúga lagánwoundun dan le nagíribudun?” 
LUK.19.24	Ába laríñagun joun ja ñíbaña. “Gidájumei seínsu lueí, rújumei lun le díisibei lúma.” 
LUK.19.25	Ába jaríñagun lun. “Wabúreme, níjeinga díisi seínsu lúma.” 
LUK.19.26	Ába laríñagun urúei. “Naríñajare jun luágu sun lan le adǘgati buíti láu le lúmabei, libíjuba lánwoun, ánjein le madǘgünti ni cáta buíti láu murúsun le lúmabei, lagídarúaba murúsun ligía lueí. 
LUK.19.27	Játi náganiñu, já yebe mabúseerúnbaña lun urúei nan, barǘjumaña ñájoun, áfaragua jumáña jilágubei nigíbugiñe.”
LUK.19.28	Lárigiñe laríñaguni Jesúsu cátei le, ába lasígiruni luweíyasun Jerusaléoun jáu lánigu, ligía jabá jabá. 
LUK.19.29	Dan le chülǘ mémeeli lídoun buri fulásu le Betfajé lúma Betánia, yaráfa lun wǘbü le gíribei Olívos, 
LUK.19.30	ába laríñagun joun biáma jádaangiñe láni disípulugu.
LUK.19.30	—Jeíba lídan liraǘraü fulásu le wagíbugiñebei, dánme le jachǘlürün ñi, jadáriruba ában burígü güráñu le maweinrúngili. Jafáragadeíme, ábame janǘgüni ñájoun. 
LUK.19.31	Ánjaün álügüdǘwa ca lan uágu jafáragadei, jaríñagame luágu busén láani Jabúreme.
LUK.19.32	Ába joúdin, ába jadáriruni ítara quei laríñaguni Jesúsu joun. 
LUK.19.33	Dánti le añája lubeí afáragadei burígü, ába jálügüdüniña labúriña, jaríñaga joun.
LUK.19.33	—¿Ca uágu jafáragadei burígü le?
LUK.19.34	Ába joúnabuniña.
LUK.19.34	—Ladǘga busén láani Wabúreme.
LUK.19.35	Ábati janǘgüni lun Jesúsu, ába jíchugunun janáangun lanágawagun burígü, ába jaweínragüdüni Jesúsu luágun. 
LUK.19.36	Quei awáansereina lan Jesúsu, átulejeina jamoún janáangun luágu ǘma lubá. 
LUK.19.37	Dan le jayárafadun lun larárirún wǘbü le Olívos, ába jagúmeserun sun lánigu Jesúsu ja afálarubalin agúaraja láu ugúndani lúma adímureja luágu luweírigun Búngiu, luágu buri miláguru le jaríjibei. 
LUK.19.38	Jaríñaga.
LUK.19.38	—¡Biníwati urúei le ñǘbinbei lídan líri Wabúreme Búngiu! ¡Níjein ñurúguaü siélu, lúma uweírigu lun Búngiu!
LUK.19.39	Ábati jaríñagun fariséogu ja ñíbaña jádan gürígia lun.
LUK.19.39	—Maésturu, aríñagabá joun bánigu lun jámanichun.
LUK.19.40	Laríñaga Jesúsu joun.
LUK.19.40	—Ninárün jáu luágu ánjaña lan ámanichaja ja, lagúarajaba lán buri dǘbü nuágu.
LUK.19.41	Dan le layárafadun lun Jerusalén, dan le laríjini ubúrugu ligía, ába layájuajan jawágu lílana fulásu ligía, laríñaga.
LUK.19.42	—¡Lun jamúga gunfaráanda jumáni ugúñe luágu áu lan ǘmabei lun ñurúguaü jun, buíti jamúga! Májatün. 
LUK.19.43	Ligía lachǘlürüba lubeí wéyu buri wuríbati jun, jadǘgame jáganiñu ában baríeru geyégua láu jubúrugute lun siñá lan jáfuridun ñígiñe, ábame jageíndagun júma lídaangiñe sun oúbaü. 
LUK.19.44	Jagǘnrinchagubei jufúlasun le gumúti, mígirunbaña ni ában dǘbü ligíbuagu dǘbü, jáfarúaba sun jugúya, ladǘga mebéresen jumá láu óra le liábinbei Búngiu asálbaraün.
LUK.19.45	Ábati lebélurun Jesúsu témpulurugun, ába laságaruniña ja alúgurajabaña jáma ja agáñijabaña ñi. 
LUK.19.46	Laríñaga joun.
LUK.19.46	—Laríñajare tídan Lerérun Búngiu. “Núban, fulásu le ñí lubei gayára lan jayúmuragun gürígia nun”, ánjein jugúya, barǘjumaaru quei jában jíwerutiña.
LUK.19.47	Ságü buri wéyu larúfudajan Jesúsu témpulurugu, añájati jábutigu jafádirigun juríu jáma arúfudajatiña lilúrudun Moisés, jáma gíñe lábutigu fulásu áluaja ída lúba lan jáfaruni jilágubei, 
LUK.19.48	madáritiña ída lúba lan jadǘgüni ladǘga weíri lan joúrabajoúniwa sun gürígia lun jagáambuni lerérun.
LUK.20.1	Luágu ában wéyu, dan le témpuluruguñein lubeí Jesúsu arúfudaja joun gürígia, apúrichijei ugánu luáguti asálbaruni, ligía jayábin jábutigu jafádirigun juríu, jáma arúfudajatiña lilúrudun Moisés, jáma wügǘriña weírigutiña lídan jafíñen juríu, 
LUK.20.2	ába jaríñagun lun.
LUK.20.2	—Aríñagabeí woun ca lan biríchabei lun badǘgüni cátei le. ¿Ca íchugubalin ubáfu le bun?
LUK.20.3	Ábati laríñagun Jesúsu joun.
LUK.20.3	—Nálügüdáadün gíñe ában cátei, oúnaba jumána. 
LUK.20.4	¿Ca oúnajabalin Juan abásteragüdaja? ¿Loúnajan Búngiu ódi joúnajan wügǘriña?
LUK.20.5	Ába jagúmeserun aríñaga jámagua.
LUK.20.5	—¿Cába waríñaga? Ánjawa aríñaga luágu loúnajan lan Búngiu, laríñagame woun ca lan uágu mafíñerun wabeí lun. 
LUK.20.6	Ánjawa aríñaga luágu joúnajan lan wügǘriña, jachámuraguba gürígia dǘbü wawágun, ladǘga choúru jamúti luágu proféta lán meja Juan.
LUK.20.7	Ábati jaríñagun luágu ibídiñe lan joun ca lán meja oúnajabalin Juan abásterágüdaja. 
LUK.20.8	Ábati laríñagun Jesúsu joun.
LUK.20.8	—Maríñagun nubeí gíñe jun ca lan áu ubáfu nadǘgei buri cátei le.
LUK.20.9	Ába lagúmeserun Jesúsu adímureja joun gürígia, ába labájüdagun ában úraga le gíbebei laníchigu, joun. Niján úraga ligía.
LUK.20.9	—Ñíñein meja ában wügǘri ábunaguti beíbei lichárirugu, lárigiñe, ába lájayajani lichári joun ñadágimeintiña, ába lídin lídoun ámu fulásu luágu sarágu dan. 
LUK.20.10	Dan le lachǘlürün lidáani alúbajani, ába loúnajan ában lumúsun anǘgei lufánran, ába jabúleiseiruni ñadágimeintiña músu ligía, ába joúnajani lárigoún, míchugunga ni cáta lun. 
LUK.20.11	Ábayati loúnajan ábanya músu, ába gíñe janábuni, buleísei jameí, oúnaja jameí, míchugunga ni cáta lun. 
LUK.20.12	Ábaya loúnajan ábanya, ábaya gíñe jabúleiseiruni, ába jabúguni ñígiñe.
LUK.20.13	‘Ába laríñagun labúreme ichári lúnguarügü. “¿Cábasán funa nadǘga? Noúnajaali niraǘ le jínsiñebei nun, dánme le jaríjini, fágua inébebei joun.” Ába loúnajani. 
LUK.20.14	Dan le jaríjinbalin, ába jaríñagun jámagua. “Niján le lúnbei lerésibiruni alágan, wáfaraali jilágubei, wagía lámuga labúriña sun cátei.” 
LUK.20.15	Ábati jaságaruni lídaangiñe fulásu ligía, ába jáfaruni jilágubei.
LUK.20.15	Ábati lálügüdajan Jesúsu, laríñaga.
LUK.20.15	—¿Cábati ladǘga labúreme ichári? 
LUK.20.16	Liábinme, ábame láfaraguniña ñadágimeintiña jagía jilágubei, ábame líchuguni ichári joun ámu.
LUK.20.16	Dan le jagáambunbalin cátei le, ába jaríñagun.
LUK.20.16	—¡Masúsereda lámuga ítara!
LUK.20.17	Ába laríaguniña Jesúsu, ába laríñagun joun.
LUK.20.17	—¿Cáti lílabei le bürǘñubei tídan Lerérun Búngiu le ñí lubei laríñaga.
LUK.20.17	Lé meja dǘbü le mabúseerun jabeí ábunagutiña,
LUK.20.17	ligíaali furúmiñeti?
LUK.20.18	Furúmieguarügü le achúgeraguti luágu dǘbü ligía lagǘnrinchaguba, léti uágunti láburuja, labúrechagúbei. Áu dǘbü ligía.
LUK.20.19	Lídan meme óra ligía, ába jálugun jábutigu jafádirigun juríu jáma arúfudajatiña lilúrudun Moisés járügüdüni Jesúsu, ladǘga jasúbudiruni luágu jawáguti lan jémpulu le laríñagubei, madǘgün jamúti ladǘga janúfude jaweí gürígia. Ábati jagúrabajan ámu dan. 
LUK.20.20	Ábati joúnajan gürígia ja ásügürütiña joúngua camá jamuga jarúmatiña lun jaríaajani Jesúsu, lun jaríñagagüdüni cátei le gawáguti gayára lan jíchugun lidúnrun lun jedéregeruni lun gumádimati. 
LUK.20.21	Ligía jálügüdünbalin, jaríñaga lun.
LUK.20.21	—Maésturu, subúdi wamúti luágu richá lan le baríñagubei lúma gíñe le barúfudajabei, manúfudetibu gíñe lueí ni ában, ladǘga ni cáta lan luweírigun gürígia bun, áni láu inárüni barúfudajei lémeri Búngiu. 
LUK.20.22	Aríñagabá ában cátei woun. ¿buíti lun lafáyeijoún seínsu lun warúeite César ódi mabuídunti?
LUK.20.23	Ába lasúbudiruni Jesúsu luríban jarítagun, ába laríñagun joun.
LUK.20.23	—¿Ca uágu jabúseera jíchugun sádara nubá? 
LUK.20.24	Arúfuda jumá ában lídaangiñe seínsu ligía nun. ¿Cá iyáwa lúma íri le bürǘñubei luágu?
LUK.20.24	Jaríñaga lun.
LUK.20.24	—Láni César.
LUK.20.25	Ábati laríñagun joun.
LUK.20.25	—Le láni César rújumei lun César, le láni Búngiu rújumei lun Búngiu.
LUK.20.26	Siñá jamútiti áburugüda tídoun jasádaran láu lé buri laríñagubei jagíbugiñe gürígia, weírirügüti janígi láu loúnabagüle joun. Ába jámanichun.
LUK.20.27	Lárigiñe, ába joúdin saduséogu aríjei Jesúsu. Jaríñajare saduséogu luágu másaarunbaña lan jiláaña lídaangiñe oúweni lúnya jabágaridun. Ábati jaríñagun lun Jesúsu.
LUK.20.28	—Maésturu, laríñajare Moisés woun tídan lilíburun, luágu ánjein lan oúwe ában wügǘri, ába lígirunun lúmari marájüñüga ligía táu, lúnti lan lamárieidun lamúlen túma lun garájüñü lan táu, gadǘgawagun lámuga líbugaña le oúwebei. 
LUK.20.29	Wel, ñíñanu mejáti sédü wügǘriña gamúlenuguátiña, ába lamárieidun le furúmiñeti, ába loúnwen marájüñüga. 
LUK.20.30	Ába lamárieidun le jabíaman túma buga lúmari íbugañaü, ába gíñe loúnwen marájüñüga. 
LUK.20.31	Ábati lamárieidun le jǘrüwan túma, chülǘ lúmoun le jasédün, jilágua meme jagía, marájüñüga táu. 
LUK.20.32	Ába gíñe toúnwen wǘri tugúya. 
LUK.20.33	Aríñagabá ában cátei woun. dánmeti le jásaarun lídaangiñe oúweni lúnya jabágaridun, ¿cábati úmari wǘri to jádaangiñe, quei maríei tubeí jáma sédügubei?
LUK.20.34	Ába laríñagun Jesúsu joun.
LUK.20.34	—Lídan uboú le, maríeitiña wügǘriña jáma würíña, 
LUK.20.35	ánjein lídaanme dan le lúnbei liábin, úabei agámariduni siélu jádan ja garíchabaña lun ásaaruni lídaangiñe oúweni lúma lun jebélurun siélun agánawa ñi lun sun dan. Magámaridubaña ñi, míchaajan jamáñame jarájüñü lun maríei, 
LUK.20.36	ladǘga moúnwendügüyaaña gürígia siélu, ítaraañame quei ánjeligu, lirájüñü jañáme Búngiu ja saráaña lídaangiñe oúweni. 
LUK.20.37	Moisés guánarügü arúfuda lumúti luágu níjein lan ásaaruni lídaangiñe oúweni lídan le labǘrüjanbei luágu búbugati geméti. Laríñajare ñi luágu Búngiu lan Lubúngiutebei Abrahám, Isáac lúma Jacób. 
LUK.20.38	Láu dimúrei ligía, arúfuda lumúti Moisés luágu wínwangiña lan Abrahám, Isáac lúma Jacób, láu sun jilá lan jágubu, ladǘga máma Jabúngiute jiláaña Búngiu, Jabúngiute ja wínwangiñabaña. Wínwangiña lanǘgüniña Búngiu sun gürígia.
