MAT.1.1	Bɨ səŋ bɨ̂tà bɨ atsə bɨ Yesu Kristo, yìi mə à lɛ mfɛ̀'ɛ̀ a atsə David, mu Abraham aa mə:
LUK.14.32	M̀bə a yə mə mbə yu wa'à gha'a, boŋ à ka too bə̂ a noò yìi mə mfɔ̀ yì mɔ̀'ɔ wa à bùrə a sà'a agha'a aa, mə mbə yu tsu'unə̀ ǹtsò wa, tâ bo yu tswe nɨ̂ m̀bɔɔnə̂. 
LUK.14.33	Mə̀ tɨgə̀ ǹswoŋə nɨ a mbo bù aa mə, ŋù tsù yìi mə à sɨ̌ njoò tsɨ̀m jìi mə à tswe nɨ ju tuu aa, kaa m̀bə wa'à ŋ̀gàŋyəgə̂nnù ghà bə̂.
LUK.14.34	“Fɨ̀ŋgwaŋ fɨ bɔŋə̀; Lâ m̀bə fɨ̀ŋgwaŋ fɨ tuu nìi bǔ kɨ lìì, boŋ bɨ ka tɨgə bǔ ghɨ̀rə aa mə akə tâ fɨ̀ bǔ ka nlii aa ɛ? 
LUK.14.35	Fɨ bə tuu bǔ kɨ lìì boŋ kaa fɨ sɨ̀ nɨ̂ àfà'à bû ǹtswe; kaa wa'à kɨ̀ ŋ̀ku'unə a nɨŋ a nsyɛ bo bɨ̀ a bɔ'ɔ̀ ǹtsà'à. Ŋù yìi mə à tswe nɨ̂ ɨ̀tôŋnə̀ a nyu'u aa, tâ à yu'u.”
LUK.15.1	À lɛ mbə a njwi yì mɔ̀'ɔ, ŋgǎŋkwɛrə bɨ̀taksì bo bɨ̀ ŋ̀gǎŋghɨ̀rə̂ ɨ̀nnù jì bɨ zî ǹtswe a mbɛ̀ɛ Yesu a nyu'u ɨ̀nnù jìi à lɛ sɨ swoŋ aà. 
LUK.15.2	BaFarɨsai bo bɨ̀ ŋ̀gǎŋndɨ̀'ɨ Nɔ̀ŋsə̀ kâ nnurəkə nswoŋə nɨ mə, “M̀bâ ghû à lɔ̀gə̀ nɨ̂ ŋ̀gǎŋghɨ̀rə̂ ɨ̀nnù jî bɨ bo bo jɨ̂!” 
LUK.15.3	Maa ajàŋ, Yesu a tɨgə̀ ǹnaa nɨghàà nuà a mbo bo: 
LUK.15.4	“Àa ghuu ŋû nɨ̀bù yìi mə mbə a tswe nɨ̂ m̀bînjə̀rə̂ ji ŋkhɨ̀ yî fùùrə̀, bɛɛ mə yì mɔ̀'ɔ bwɛ, boŋ à ka wa'à mà'àtə jya mɨ̀ghum mi bù'û ǹtsò mbù'û a atu nta'a, ŋghɛɛ ŋka nlɔɔ ya mə ɨ̀ bwɛ aa, nywe'e noò yìi mə à ka yə ma ya aa ɛ? 
LUK.15.5	Bɛɛ mə a yə, a ŋɛɛ nnɔ̀ŋsə̀ a abɛ̀'ɛ yu, ntɨgə ndorətə. 
LUK.15.6	Ǹtɨgə ŋkwɛɛ a ndùgə̀, ǹtwoŋ ɨka'à ji bo bɨ̀ bàmbɛ̀ɛ ndugə̂ bi, ǹswoŋə a mbo bo mə, ‘Bì'inə̀ ka ndorətə nloŋ mə mə̀ yə̀ mə̂ m̀bi yà ya mə ɨ̀ lɛ mbwɛ aà’. 
LUK.15.7	Mə̀ swòŋə a mbo bù mə a kɨ mbə aa tsi'ì ma mùu ajàŋ, nɨ̀dorə nì ghà'àtə̀ ka tswe a aburə mə mbə ŋù yì mbɨ yì m̀fùùrə̀ a bəŋkə ntɨɨ̀ yi, ntsyatə àjàŋə bɨ dorətə nloŋ bə̂ mɨghum mi bù'û ǹtsò bù'u bìi mə ànnù yaa a tsinə kaa wa'à nɨ̂ m̀bə̀ŋkə mɨ̀ntɨɨ̀ myaa bû ǹtswe aà.
LUK.15.8	“Kə̀ à nɨ ghuu mâŋgyɛ̀ mə à tswe nɨ̂ ɨ̀bà'atə ŋkabə̀ ji ji nɨghum, bɛɛ mə yǐ mɔ'ɔ a bwɛ, a wa'à lâm kosə̀ nyɛ'ɛ ǹdâ yì, ǹnaŋsə ŋka nlɔɔ nywe'e noò yìi à ka yə aa ɛ? 
LUK.15.9	Bɛɛ mə a yə, a twôŋ ɨ̀kà'â ji bo bɨ̀ bambɛ̀ɛ̀ ǹdùgə̂ bi bɨ zî, a swoŋ a mbo bo mə, ‘Bì'inə̀ ka ndorətə ǹloŋ mə mə̀ yə̀ mə̂ ŋ̀kabə̀ yà ya mə ɨ̀ lɛ mbwɛ aà. 
LUK.15.10	Mə̀ swòŋə a mbo bù mə à kɨ mbə tsi'ì a ŋgɨŋgɨ̀ŋ mə, nɨ̀dorə nɨ tswe a aburə a mbo baangel bɨ Nwî ǹloŋ ŋû ŋ̀ghɨ̀rə̂ ɨ̀nnù jì bɨ yì m̀fùùrə̀ yìi mə à bə̀ŋkə ntɨɨ̀ yi aà.”
LUK.15.11	Yesu a bû ŋ̀ghɛɛ nɨ̂ m̀bìì ǹswoŋ mə, “Ŋù yì mɔ̀'ɔ à lɛ ntswe nɨ bɔɔ mbâŋnə̀ bi baà. 
LUK.15.12	Yì ŋ̀kə̀gə wa a swoŋ ghu mbo mə, ‘Taà, yàtə njoò jo mfa jìi mə ò tswe nɨ̀ m̀fa a mbo mə̀ aa tsɨ̂tsɔ̀ŋə̀.’ Taà waa wa a tɨgə̀ ǹyatə njoo jya a tɨtɨ̀ɨ bo. 
LUK.15.13	Ǹjwi jì tsu ɨ ghə̀ mə kə tsyǎ, mu yì kə̀gə wa a ghotə̀ jìi njoo jya mfèè, ǹlɔgə ŋkabə yì m̀fɛ'ɛ ŋghɛ̀ɛ̀ yi a atoo asà'a agha'à, nta ŋgɨ'ɨ nɨ̂ ŋ̀kabə̀ yì ya, njɨ nɨ̂ m̀bi ghu. 
LUK.15.14	Nòò yìi mə ŋkabə yì ya ǹtsɨ̀m ɨ̀ lɛ mmɛ̀ aa, mɨ̀kwenə̀ yî ǹtɨ̀ɨ̀ a kuu wa ala'a, a tɨgə̀ ŋ̀karə nlɔ̀ɔ̀ nɨ̂ àyoo yì jɨ̀ kɨkaŋ, 
LUK.15.15	ŋghɛɛ ntsi'i ŋû àla'a wa yì mɔ̀'ɔ, mbu'u mbo ghu mbo mə tâ à lɔgə yì nɨ̂ ŋ̀gàŋàfà'â yì. Ŋù wa a lɔgə̀ yi ntoo a mûm ǹsòo yu mə à ghɛɛ ŋka njɛ'ɛ bɨ̂kwiŋyàmə̂ bi. 
LUK.15.16	À lɛ sɨ yə̀'ə̀tə mə boŋ yu jɨ ntsà'à bɨ̂ kwiŋyàm jyâ, la kaa ŋù wa'à ghu mbo fâ. 
LUK.15.17	À lɛɛ̀ m̀bə nɨ a njwi yì mɔ'ɔ, àtû yi a tɔŋ, a swoŋ mə, ‘Ŋ̀gǎŋafà'à Taà tsi'ì tsɨ̀m ɨ tswe nɨ̀ mɨ̀jɨ a njɨ mɨ gha'à nɨ̀ waa, lâ mə̀ tswê faà m̀baŋnə ŋkwo nɨ̂ ǹjì ghu! 
LUK.15.18	Mə̀ ka bɨ̀ɨ̀nə ɨ kwɛɛ ghɛ̀ɛ̀ a mbɛ̀ɛ Taà ghà, ɨ swoŋ gho mbo mə, “Taà, mə̀ ghɨ̀rə̂ ɨ̀bɨ a nsi mi'i Nwì bo bɨ̀ a mbo wò: 
LUK.15.19	Kaa mə̀ sɨ̀ ku'unə mə mbə ò twoŋə̀ gha nɨ mû ghò yî m̀bâŋnə̀; tɨgə nlɔ̀gə̀ gha bə tsi'ì tsǒ ŋgàŋàfà'â ghò yî mɔ̀'ɔ. 
LUK.15.20	À lɛ ntɨgə mbɨɨnə ŋka ŋghɛɛ a mbɛ̀ɛ Taà yì wâ. Lâ nòò yìi mə à lɛ mburə tsi'ì a sà'a agha'a aa, Taà yì wa a yə̂ yi, ŋ̀ko mɨlɨ̀ŋnə̀ yì, ŋ̀khə̀ ŋ̀ghɛ̀ɛ̀ ŋ̀kotə yi a ntsǔntɨɨ yu, ǹnɔŋ mɨghə̀ŋə̂ mi. 
LUK.15.21	Mu wa a swoŋ ghu mbo mə ‘Taà ghà, mə̀ ghɨ̀rə̂ ɨ̀bɨ a nsi mi'i Nwì a aburə, ŋkɨ ŋghɨrə a nu wò; wa kaa mə̀ sɨ̀ ku'unə̀ mə tâ ò ka ntwoŋə nàa nɨ mû ghò.’ 
LUK.15.22	La taà yì wa a bâŋnə̀ ǹswoŋ a mbô ŋ̀gǎŋfà'â ji mə, ‘Nɨ̀ waŋsə nzì nɨ̂ àtsə̀'ə̀ yî bɔ̀ŋ bɔŋ ya, mmà'à ghu nû; ŋkɨ ŋwɛ'ɛ nɨ̀ a karə̀ ghu mbo, nɨ̂ ǹtam ghu mɨkòrə̀; 
LUK.15.23	Zǐ nɨ̀ nɨ̂ kau wa mə bɨ naŋsə njɛ'ɛ ɨ faŋ mfaŋ aa, ŋ̀wa, tâ bì'inə̀ jɨ, ŋka ndorətə; 
LUK.15.24	ǹloŋ mə mû ghà ghû à lɛ ŋkwo, à bǔ ntswe fu ntɨ̀ɨ̀; à lɛ mbwɛ, bɨ bù mə̂ ǹyə yi fu.’ Bo lɛ ntsu'u ntɨgə njɨ ndorə.
LUK.15.25	“À lɛ mbə maa noò aa, mu yì ndɨɨ wa a tswê a afɔ̀; nòò yìi mə lɛ ŋkwɛɛ ŋka nywe'e a mbɛ̀ɛ̀ ǹdùgə̀ bo aa, nyu'u ajàŋ mə bɨ yəə nɨ̂ ɨ̀kòò m̀bu'u nɨ̂ ŋ̀gɔ̀ɔ̀.
LUK.15.26	A twoŋə̀ ŋ̀gàŋàfà'à wa yì mɔ̀'ɔ mbetə yi mə, a fɛ̀'ɛ̂ ànnǔ akə lɛ. 
LUK.15.27	A swoŋ mə, ‘Mu maà ghò wa à ghɨ̀rə̂ ŋ̀kwɛɛ, taà ghò a tɨgə̀ ŋ̀wa a kaù wa mə bɨ lɛ nnaŋsə njɛ'ɛ a faŋ aà, nloŋ mə à lɛ mbù ŋ̀kwɛɛ ŋkuu sɨgɨ̀nə̀ aà.’
LUK.15.28	Mu yì ndɨɨ wa à lɛ nlwìsə ntɔŋ, ntuu ŋkuu a ndùgə bo. Taà yì wa a fɛ'ɛ̀ ŋghɛɛ ntsi'i yi ŋka nlətə mə tâ à kuu. 
LUK.15.29	A kwi'i a mbo Taà yì mə, ‘Yə̂, mə̀ nwùgə̀ mə̂ nû ya mfa'a a mbo wò nɨ̂ ǹdùu ɨlòò jî ghà'àtə̀, kaa mə̀ lɛɛ̀ ŋ̀wa'ǎ atu a mbo wò tɨɨ̀; lâ kaa ò lɛɛ̀ ŋ̀wa'à tsi'ì mû mbi yì ŋkə̀'ə̀tə̀ a mbo mə̀ fa mə ta mə̀ wa ta bì'i bɨ̀ ɨ̀kà'â jya kurə ŋka ndorətə. 
LUK.15.30	Lâ mû ghò ghû, mə à lɛ nlɔ̀gə njoò jo ŋghɛ̀ɛ̀ bo bɨ̀ ɨ̀kwàrə̀ tâ ŋ̀gɨ'ɨ ghu aa, à tɨ̀ mə tɨ kwɛɛ aa, ò wâ kaù wa mə bɨ lɛ njɛ'ɛ a faŋ faŋ aà!’ 
LUK.15.31	Taà yì wa a swoŋ ghu mbo mə, ‘Mû ghà, ò tswe aa tsi'ì bì'ò bɨnòò bɨ̀tsɨ̀mə̀, ǹjoò jyâ tsɨ̀m ɨ kɨ̂ m̀bə̂ jô. 
LUK.15.32	A ghɨrə mbɔ̀ŋ mə tâ bɨ̀ jɨ̀ ŋka ndorətə, ǹloŋ mə mumaà ghò ghû à lɛ ŋkwo, à bu ntswe ntɨ̀ɨ̀; à lɛ mbwɛ bɨ bû ǹyə yi.’”
LUK.16.1	Yesu à ghɛ̀ɛ̀ nɨ̂ m̀bìì ǹswoŋ a mbô ŋ̀gǎŋyəgə̂nnù ji mə, “Ŋ̀gàŋkabə yì mɔ̀'ɔ à lɛ ntswe ghu, yìi mə à lɛ ntswe nɨ̂ ŋ̀gàŋàfà'à a lêntə̀ nɨ̀ ǹjoò ji. Bɨ zî ŋ̀kɛ'ɛnə a mbo ŋ̀gàŋkabə wa mə kaa ŋgàŋàfà'à wa kaa à lɛ sɨ wa'à nɨ̀ njoò ji jya sɨ̀gɨ̀nə̀ lêntə̀, ŋ̀kɨɨ nta nɨ̂ ŋ̀gɨ'ɨ nɨ̂ ŋ̀kabə̀ yì. 
LUK.16.2	A twoŋə̀ ŋ̀gàŋnlèntə̂ ǹjoò yì wa mbetə yi mə, ‘Yuà ànnù mə mə̀ yù'u nloŋ ŋgaà yò aa à nɨ̂ àkə̀ aa ɛ? Zì nɨ̂ àŋwà'ànə̀ ǹdɨ'ɨ ajàŋ mə o lə̀ə njoò jya, nnɨŋtə ghu aa tâ mə̀ yə. Kaa ò ka wa'à nɨ̂ m̀bìì ghɛɛ̀ a nlə̀ə̂ ǹjoò jyâ.’ 
LUK.16.3	Ŋ̀gàŋnlèntə̂ ǹjoo wa a swoŋ a atu yu mə, ‘Mə̀ ka ghɨ̀rə̀ aa mə akə mə Taà ghà a lɔ̀ɔ ŋkwɛrə àtû àfà'à yû a mbo mə̀ aa ɛ? Kaa mə̀ sɨ̀ nɨ mɨ̀tɨ̀ɨ̀ tswê a ntoŋ ɨdɨ̀gə̀; àtû ya a kɨɨ̀ ǹdɨrə mə mbə mə̀ ghɛɛ̀ ŋ̀ka nlɔɔ nɨ̂ ǹjoò. 
LUK.16.4	Mə̀ zî ànnù yìi mə mə̀ ka ghɨ̀rə̀, mə mbə bə̀ kâ ŋkwɛrə gha a mɨla'a bo ajàŋ mə mbə bɨ fi'i gha a afà'à.’ 
LUK.16.5	Maa ajàŋ, a twoŋ ŋgàŋmɨkarə mɨ taà yì wa yî mɔ̀'ɔ yî mɔ̀'ɔ̂. M̀betə a mbo yì ǹtsyàmbìì mə, ‘O tswa Taà ghà aa nɨ̀ àkə̀ aa ɛ?’ 
LUK.16.6	A kwi'i mə ‘Nɨ̂ ŋ̀kà'à mɨwurə ŋkhɨ̀ yî fùùrə̀.’ A swoŋ ghu mbo mə, ‘Àâ àŋwà'ànə̂ yô a yuà, wàŋsə nzi ntswe a nzyɛ, ŋkwensə mbàŋnə ŋwà'ànə̀ mə o tswa nii laa nɨ̀ ŋ̀kà'à mɨwurə mɨ̀ghum mi ntaà.’ 
LUK.16.7	Ǹtɨgə ŋghɛɛ nɨ̂ m̀bìì mbetə a mbo àyòŋtə̀ mə, ‘O tswa Taà aa nɨ̀ àkə̀ aa ɛ? A kwi'i mə ‘Nɨ ŋkà'a ansaŋ ŋkhɨ̀ yî fùùrə̀.’ A swoŋ ghu mbo mə, àâ àŋwà'ànə̂ yô a yuà, bàŋnə ntɨgə ŋŋwà'ànə ghu mə o tswa nii aa nɨ̂ ŋ̀kà'â ànsaŋ mɨghum mi nɨfwaà.’ 
LUK.16.8	Tâfà'à yì wa à lɛ mbeentə ŋgàŋàfà'à yì yî m̀bɨ mà ghû nloŋ mɨ̀tsyɛ̀ mìi mə à lɛ ntswe nɨ mu aà. Nɨ̀ yə mə bə̀ bɨ mbi bù bɨ tswe nɨ̀ mɨ̀tsyɛ̀ a ŋghɨ̀rə̂ jyaa ɨnnù ǹtsyatə bɔɔ bɨ Nwî bìi mə bɨ tswe a mûm ŋ̀kà'à aà.”
LUK.16.9	“Yesu a ghɛɛ̀ nɨ̂ m̀bìì ǹswoŋ a mbo bo mə, nɨ̀ ka ŋghɨrə ɨka'à juu nɨ̂ ǹjoo mbi jù ta a yi mbɨ'ɨ a mbɛ̀ɛ bù bɨ kwɛrə̀ ghuu a mɨla'a mìi mɨ lwi'i nɨ̂ŋkoŋ aà.
LUK.16.10	“Ŋù yìi mə à fà'a nɨ̂ ǹtɨɨ̀ yi tsɨ̀m nɨ̂ ǹjoo jìi mə kə'ətə aa, à zî àjàŋ yìi mə mbə yu kɨ̂ ǹlentə njoo jìi mə ɨ gha'atə aa nɨ̂ ǹtɨɨ̀ yi tsɨ̀mə̀; ŋù yìi mə a jɨ ŋkòbə̀ nɨ̂ ɨ̀nnù jî kə̀'ə̀tə̀ à ka kɨɨ jɨ ŋkòbə̀ mə mbə bɨ ma'atə mə tâ à lentə njoo jî wè. 
LUK.16.11	M̀bə a bə mə kaa nɨ̀ sɨ njoo mbi jù nɨ̂ ǹtɨɨ̀ ghuu tsɨ̀m lentə boŋ mbə bɨ tɨgə̀ m̀ma'atə mə tâ nɨ̀ ka nlentə njoo annù nɨ̂koŋ jìi mə à nɨ njoo aburə aa mə akə aa ɛ? 
LUK.16.12	Mbə nɨ̀ tuu njoo ŋû dàŋ nɨ̂ ǹtɨɨ̀ ghuu tsɨ̀m kɨ lèntə̀, boŋ ŋù yìi mə à ka fa ghuu nɨ̂ ǹjoo jìi mə à nɨ̂ juu aa à nɨ wò aa ɛ?
LUK.16.13	“Kaa mbə ŋgàŋàfà'à à wa'à a mbo bɨ̀tà bɨ afà'à bi baa ka mfa'a; ǹloŋ mə à ka bàà yî mɔ̀'ɔ ɨ bàŋnə kɔ̀ŋ yì mɔ̀'ɔ̂; kə̀ a kâ m̀fa'a a mbo yì mɔ̀'ɔ nɨ̂ ǹtɨɨ̀ yi tsɨ̀m, m̀baŋnə ntsa'a nɨ yì mɔ̀'ɔ̂. Kaa mbə ò wa'ǎ a mbo Nwì bo bɨ̀ a mbô ŋ̀kabə ka mfa'a.”
LUK.16.14	BaFarɨsai, bìi mə bɨ lɛ ŋkɔ̌ŋ ŋkabə si'i si'i aa, bɨ yù'ù mə̂ ma yuù ànnù mə Yesu à lɛ nswoŋ aa, ŋwyɛ waa. 
LUK.16.15	La Yesu a swoŋ a mbo bo mə, “À nɨ bù bìi mə nɨ lɔ̀ɔ ndɨ̀'ɨ mə ànnù yuu a tsinə a nsi mi'i bə̀, lâ Nwìŋgɔ̀ŋ à zi mɨ̀ntɨɨ̀ muu; ǹloŋ mə ànnù yìi mə bàmɨsɔ̀ŋ bɨ mɔ̀ɔ̀ntə̀ nɨ mə à nɨ ànnù yî wè kə̀ ŋ̀kɨ mbə ayoo atɨ̀ndùù aa, à bàŋnə mbə ayoo yìi mə Nwì bàà aà.
LUK.16.16	“Bɨ̀nɔ̀ŋsə̀ bɨ Moses bo bɨ̀ ɨ̀nnù jìi mə Ŋgǎŋntoo Nwì ɨ lɛ ŋŋwà'ànə̀ aa, ɨ lɛ sɨ sa'a bə̀ ŋ̀kɔ'ɔ nywe'e aa a noò Jɔn; ǹlɔgɨnə maa noò, ànnù yìi mə bɨ tɨgə nswoŋə aa à nɨ̂ ǹtoo yì sɨgɨ̀nə̀ ya nloŋə annù nɨfɔ̀ Nwì yìi mə bɨ làànsə̀ aà. Bə̀ bɨ̀tsɨ̀m bɨ gaansə̀ nɨ̀ mɨ̀tɨ̀ɨ̀ myaa a ŋkuu ghu nɨ̂ àdà'à. 
LUK.16.17	Lâ a yaŋsə a mbo abùrə̀ bô ǹsyɛ a ntsyâ, ǹtsyatə mə mbə bɨ bwɛsə̀ tsi'ì muntsìrə̂ ànnù a mum Nɔ̀ŋsə̀.”
LUK.16.18	“M̀bə ŋùmbâŋnə a fi'i ŋgwɛ̂ yì a nda yu mbu nyɔ'ɔ yî dàŋ boŋ à à ghɨ̀rə aa annǔ mâghàbə̀; ŋùmbâŋnə̀ yìi mə à yɔ̀'ɔ mâŋgyɛ̀ yìi mə ndoò yì à fùrə aa, a kɨ̂ ŋ̀ghɨrə aa annǔ mâghàbə̀.
LUK.16.19	“Ŋ̀gàŋkabə yì mɔ̀'ɔ à lɛ ntswe ghu yìi mə à lɛ sɨ wɛ'ɛ nɨ̂ ɨ̀tsə̀'ə atɨ̀ndùù jìi mə ɨ lɛ mbɔ̀ŋ mbɔŋ aa, ŋkɨ nnaŋsə njɨ nii tsi'ì sɨgɨ̀nə̀ a njwî tsɨ̀mə̀. 
LUK.16.20	Ŋ̀gàŋàfumə yî mɔ̀'ɔ yìi mə ɨ̀kûm yi ɨ lɛ mbə Lazarus, ɨ̀là'à ɨ luu ghu nu aa, à lɛ sɨ nɔ̀ŋə̀ ghu ntsǔbù'ù, 
LUK.16.21	nyə'ətə mə mbə yu ka nsyɛ nɨ̂ ŋ̀kùgə̀ mɨjɨ jìi mə ɨ lɛ sɨ lò a atu atɛtə ŋgàŋkabə wa ŋwòkə̀ aa njɨ; m̀bu ŋghɛ̀ɛ̀ ghu, mbu ɨ lɛ sɨ zì ǹlwa nɨ̂ ɨ̀là'à ji jyâ. 
LUK.16.22	Ŋ̀gàŋə̀fum wa à lɛ ŋkwo baangel bɨ lɔgə̀ yi ŋghɛɛ nɨ ghu a mbɛ̀ɛ Abraham. Ŋ̀gàŋkabə wa à lɛ ŋkɨ ŋkwo bɨ twiŋə̀ yi; 
LUK.16.23	a sɨgə ŋghɛ̀ɛ̀ a ala'a bɨ̀ku bɨ bə̂ ntɨgə nyə nɨ̂ ŋ̀gɨ'ɨ ghu. À tswè mə̂ ghu aa, ŋ̀ŋɛntə mi'ì mi nyə Abraham a asà'a agha'a, Lazarus a tswê ghu mbɛ̀ɛ̀. 
LUK.16.24	À yə̀ mə̂, ǹtwoŋ tsi'ì nɨ̀tɨ̀ɨ̀ mə, ‘Taà ghà Abraham, ko mɨlɨ̀ŋnə̀ ghà ǹtoo a Lazarus tâ à tsutə mûswɛ̂bô yì a mûm ŋ̀kì ǹzi ntsùtə̀ aləə̀ ya ghu; ǹloŋ mə mə̀ burə ntswe tsi'ì a mûm ŋ̀gɨ'ɨ yì ŋ̀wè fàa mum mɔ'ɔ.’
LUK.16.25	“Lâ Abraham a kwi'i ghu mbo mə, ‘Mû ghà, ò wà'àtə mə a mûm ǹtswêntɨ̀ɨ yò ò lɛ ntswe nɨ̂ ǹjoo jì sɨgɨ̀nə̀, Lazarus a bâŋnə̀ ǹyə nɨ̂ ŋ̀gɨ'ɨ̀; lâ tsɨtsɔ̀ŋ à tswe a mûm ɨ̀bɔ̀ŋ, m̀fwɛtə falà ò bâŋnə̀ ŋkurə nɨ̂ ŋ̀gɨ'ɨ̀. 
LUK.16.26	Lâ m̀bu ŋghɛ̀ɛ̀ ghu, ma mù'ù àtaa a tswe a tɨtɨ̀ɨ bì'ì nɨ wò, ŋ̀kɨŋə nɨ mə tâ ŋù tsuu faà lǒ dàŋsə zǐ a mbɛ̀ɛ wò; tâ ŋù tsuu fyaa njii ɨ lǒ kɨɨ dàŋə zì faà.’ 
LUK.16.27	Ŋ̀gàŋkabə wa a swoŋ mə, “Taà ghà, mbə a bə la boŋ mə bù'û m̀bo a mbo wò mə ta ò too yi a mbo bɔɔ bɨ maà, 
LUK.16.28	nloŋ mə mə̀ tswe nɨ̀ bɔɔ bɨ maà bi ntaà, mə mbə a ghɛɛ̀ ŋ̀wa'asə waa, mbɨ̀'ɨ̀ bɨ yî ŋ̀kɨ zi ŋkuu fàa adɨgə ŋgɨ'ɨ mə mə tswe ghu aà.’ 
LUK.16.29	La Abraham a kwi'i ghu mbo mə, ‘Bo tswe nɨ̀ àŋwà'ànə Moses bo bɨ̀ jǐ ŋgǎŋntoo Nwî, a bɔŋ mə tâ bo ka nyu'u annù yìi mə ɨ swoŋə aà.’ 
LUK.16.30	Ŋ̀gàŋkabə wa a ghɛɛ̀ nî m̀bìì ǹswoŋ mə, ‘Ŋ̀gaŋ, Taà Abraham; ŋù à bə lǒ fàa ala'a bɨ̀ku bɨ bə̂ ghɛ̀ɛ̀ a mbo bo boŋ bo ka bəŋkə mɨ̂ntɨɨ̀ myaa.’ 
LUK.16.31	A kwi'i ghu mbo mə, ‘M̀bə bo tuu annù yìi mə Moses bo bɨ̀ ŋ̀gǎŋntoo Nwî jya swoŋ aa kɨ yu'u, boŋ kaa mbə bɨ wa'ǎ kɨ̀ m̀bii, mə mbə ŋù à tɛ'ɛ nlo bə a ala'a bɨ̀ku bɨ bə̂ ǹzi ŋghàà a mbo bo.’”
LUK.17.1	Yesu a bu nswoŋə a mbo ŋ̀gǎŋyəgə̂nnù ji mə, “Ɨ̀nnù jìi mə ɨ kwà'ànə̀ bə̂ mə bɨ̀ ka ŋghɨrə ɨbɨ aa ɨ tswe nɨ̀ ǹzî, lâ ŋ̀gɨ'ɨ yì ŋ̀wè a a nu ŋù yìi mə ɨ tsyà ghu njɨ̀m ǹzì aà! 
LUK.17.2	A bɔŋ aa mə boŋ bɨ kwerə̀ ŋ̀gɔ̀'ɔ̀ àbaa ghu ntɔŋ, mma'a yi a ŋkì mɨyaa, ntsyatə ajàŋ yìi mə mbə bɨ ma'àtə̀ a ghɨrə̀, ŋù yì ŋ̀kə̀gə ghu yi mɔ̀'ɔ a ghɨrə̀ ɨ̀bɨ̂. 
LUK.17.3	Maa ajàŋ, nɨ̀ ka ntsyɛsə ghuu.
LUK.17.3	“M̀bə mumaà ghò a fansə annù a mbo wò, ò wenə yi, a bəŋkə ntɨɨ̀ yi, ò li'ìnə̀ ɨ̀bɨ̂ yi. 
LUK.17.4	M̀bə a fansə annù a mbo wò ŋgaa ji sàmbaa a njwi yì m̀fùùrə̀, ŋ̀kɨ ŋka nzi tsi'ì ŋ̀gaa tsɨ̀m ǹswoŋə nɨ mə, ‘Mə̀ jə̀ŋnə̂, mə̀ ka kwensə, lì'ìnə ɨfansənnû jyâ,’ boŋ ò tswe nɨ̀ ǹlì'ìnə ɨ̀fansənnù ji.”
LUK.17.5	Ŋ̀gǎŋntoo Mmà'àmbi jya ɨ lɛ swoŋ ghu mbo mə, “Ghɨ̀rə mə tâ àbìintɨɨ̀ yì'i a ku'usə ŋgha'atə!” 
LUK.17.6	M̀mà'àmbi a swoŋ a mbo bo mə, “Nɨ̀ lɛ mbaa ntswe nɨ̂ àbìintɨɨ tâ à gha'atə mbə tsi'ì tsǒ mbǔm fɨ̀ntà fɨ mâghum, bəə boŋ mbə nɨ̀ swoŋ a mbo àtǐ ajɔ̀ɔ̀ yû mə, ‘dunə nlo ntɨgə ŋghɛɛ ntəə a mûm ŋkì mɨyaa!’ a yu'unə̀ ghuu.”
LUK.17.7	M̀bə ŋù nɨ̀bù yî mɔ̀'ɔ a tswe nɨ̀ ŋ̀gàŋàfà'â yì yìi mə a lɨgə nsoò yì, kə̀ ǹtsee nɨ̂ m̀bî ji, m̀bə a lo a afɔ̀ ŋ̀kwɛɛ, boŋ à ka swoŋ ghu mbo aa mə tâ à waŋsə nzì ǹjɨ aa ɛ? 
LUK.17.8	Ò ka wa'à bàŋnə̀ ǹswoŋ aa bə mə, ‘Wàŋsə nlaa mɨjɨ̂ ma mǐ ŋkwɛ̂fɔ̀, ŋ̀wɛ'ɛ atsə̀'ə afà'à ǹzi ntsyàsə̀ mɨjɨ mya ta mə̀ jɨ ŋkɨ nno mbɔŋ tâ ò ghɛɛ njɨ moò mɨjɨ ŋkɨ no aa ɛ?’ 
LUK.17.9	Ò ka tɛ'ɛ baa fa tsi'ì mɨyà ghu mbo ǹloŋ mə à ghɨ̀rə nyu'unə gho, ŋghɨ̀rə annù ya mə ò ghɨ̀rə nswoŋ aa ɛ? 
LUK.17.10	A kɨ mbə aa tsi'ì ma mùu ajàŋ a mbo bù; nɨ̀ yǐ ŋghɨ̀rə ɨnnù tsɨ̀m jìi mə bɨ swoŋ mə tâ nɨ̀ ghɨrə aa, nɨ̀ swoŋə̀ bə mə, ‘Bì'ì bə aa tsi'ì ŋ̀gàŋəfà'à; bì'i ghɨrə aa tsi'ì ànnù yìi mə bì'ì tɛ'ɛ ntswe nɨ̂ m̀fà'a aà.’”
LUK.17.11	Nòò yìi mə Yesu à lɛ sɨ kɔ'ɔ ŋghɛɛ nɨ a Yerusalem aa, à lɛ ntsyǎ a tɨtɨ̀ɨ Samaria bo Galilea. 
