GEN.1.1	Lo yaþoodat Luwah ndah dørãg kï døning.
DEU.33.8	In i nána oon lot kï Masa
DEU.33.8	În i maj sia ta kadmant kï Meriba.
DEU.33.9	Lebi elta lo kõn kï bøwïn an:
DEU.33.9	M'ood al, májta ger ngankõn kï dïngã
DEU.33.9	Un kumïn kø dø nganïnt
DEU.33.9	kïta hø ðago tat loi, na ngomgo kunkø loi.
DEU.33.10	Ndoon Jakob tagkïgang loi.
DEU.33.10	Ndoon Israel mberkïnda loi
DEU.33.10	lan horr nõkag kï kootmbî
DEU.33.10	lan horr kadkari kïlahorr dø dïngïrt loi.
DEU.33.11	A Bïraþe, ad maj urr kïla loa
DEU.33.11	I taa kïlaða jia kï ronel
DEU.33.11	I tïnda dun madngétaag i teet
DEU.33.11	kad ngéndoora þain dõ gog al ta.
DEU.33.12	Elta dø Benjamint an:
DEU.33.12	I ngetar lo Bïraþe, a ndï roat kï lapia
DEU.33.12	Bïraþe a ut døa kïndøgndøg
DEU.33.12	londïa i mbïna bøgat.
DEU.33.13	Elta dø Jojep an:
DEU.33.13	Kï døning loa ngah majkurr kokïro Bïraþet
DEU.33.13	nat kïkadkari kïmajtøi kokïro dõ dørãt
DEU.33.13	kï kokam dørãt, man kï girr døningt.
DEU.33.14	Kand nyag kïmajtøi îgïn ten
DEU.33.14	kïta kàd kï øsï dødt,
DEU.33.14	kand nyag kïmajtøi îgïn andïn
DEU.33.14	kï nah kïðen
DEU.33.15	Kand nyag kïmajtøi lo mbalbo
DEU.33.15	kïmaði,
DEU.33.15	Kand nyag kïmajtøi lo doorlog
DEU.33.15	kï ðan kï nõt
DEU.33.16	Nyag kïmajtøi îgïn ton mbuj
DEU.33.16	kam døningt
DEU.33.16	kï majkurr lo în i hã ndï kam ngarrt.
DEU.33.16	Ad nyag 'nten ðen dø Jojept
DEU.33.16	Dandø det'n i ngar ku ngankõnt
DEU.33.17	Ngonderr bøw mang loa
DEU.33.17	i kïmaj kïtaitøi
DEU.33.17	Gàja i gàj døg.
DEU.33.17	Kï gàja la øsïn girrdeg tube
DEU.33.17	mbã døngoim døning
DEU.33.17	Îgï teen la î kïdub kïlahg
DEU.33.17	lo Epraim
DEU.33.17	Kï dubg lo Manase
DEU.33.18	Elta dø Jabulõt an:
DEU.33.18	Jabulõ iða ronel dø teeit kï tïga
DEU.33.18	Isakar i ða ronel dø kuj kubt loi
DEU.33.19	A kunïn girrdeg kïdangdang
DEU.33.19	kï mbalbo lod,
DEU.33.19	Nu la kadkarig kïgoðobat tit
DEU.33.19	Kïtø a ngahn nyamajg kï ton mbuj
DEU.33.19	lo bahbo
DEU.33.20	Elta dø Gagt an:
DEU.33.20	Majkurr kï dø det'n ad Gad lo Kïtat,
DEU.33.20	Gad to ber tit kõ tubo be,
DEU.33.20	Î kï ro kï ða woi kïta tørr dã huthut
DEU.33.20	þai dø njaat mbã døat
DEU.33.21	Køt døning kïmajtøi kïta ðøøn
DEU.33.21	kïta i gàj lo bïradø ngéðøøg.
DEU.33.21	Ðe nat kï bïradøg lo deg,
DEU.33.21	tølkon nyaða kïdenesew lo Þïraþe
DEU.33.21	kï takïgang dø Israelt
DEU.33.22	Elta dø Dant an:
DEU.33.22	Dan i ngon tubo,
DEU.33.22	Ko døning Basant la þai ye.
DEU.33.23	Elta dø Neptalit an:
DEU.33.23	Neptali þakot kï kamkë,
DEU.33.23	ðoosï kï majkurr lo Bïraþe,
DEU.33.23	ta lokudkàdt kï lo døø
DEU.33.23	nyakagþet.
DEU.33.24	Elta dø Asert an:
DEU.33.24	Kï Aser ngah majkurr ngan kïdïngãt
DEU.33.24	Kï ngankõa kïdïngã tube øsïn gon
DEU.33.24	kï la njan kam yibt. 
DEU.33.25	Kï nyakut tabit loi i hand kï ningakasï.
DEU.33.25	Kï tøgi nãi roit mbã kï roit
DEU.33.25	mbã kï ndøig tube.
DEU.33.26	Kamla Moij el an:
DEU.33.26	luwah kï tit kï Luwah lo Israel goto,
DEU.33.26	Ndia dø dørãgt kïdõ kad ðe ða sei,
DEU.33.26	Ndia dø kilndiigt kam majt kï tøitøi.
DEU.33.27	Luwah Ngéndï mbãkïnõt i loyaro loi
DEU.33.27	Jia kï to mbãkïnõt i girrit ber,
DEU.33.27	Tuþa madngétaig kø nõit
DEU.33.27	na el an: I tøld kø.
DEU.33.28	Israel a ndï lom lo ndïnt
DEU.33.28	Man kï þa lo Jakob i ta dang
DEU.33.28	Kam døningt'n nyako
DEU.33.28	man nduu ton mbuj
DEU.33.28	na dørã loa nde tal ðengðeng
DEU.33.29	A Israel, î ngeronel
DEU.33.29	Nõ taan na sei, î girrdeg'n Bïraþe aji
DEU.33.29	Bïraþe i derrdøg loi kï Ngeðasei,
DEU.33.29	i nyakat tetðøø loi
DEU.33.29	Madngétaig a la død ber.
DEU.33.29	A i þa dïngïr lod kïdõ kï njai.
DEU.34.1	Moij þai dïlambot kï Moab, al dø mbal Nebot mbã tasom mbalbo Pisga kï sumba nõ Jeriko. Bïraþe øja døning tube ko Galaa mbã kï Dan, 
DEU.34.2	døning lo Neptali tube kï dønin lo Epraim kï Manase, kï bahbokat't ko lokudkàdt, 
DEU.34.3	ad i dïlalo Negeb kï hoollot kï Jeriko, þebo kag tumurg, mbã kï Soar. 
DEU.34.4	Bïraþe ela an: 'Nten i døning'n m'ndan yo m'ad Abraham, Isaak kï Jakob m'an: M'a m'ad ngankai. M'adi oo kï kumi, na a andt al. 
DEU.34.5	Nõbe, la Moij þer lo Bïraþe oit kam døning Moabt kïgo tat lo Bïraþe 
DEU.34.6	na Bïraþe dïba kam hoollot mad kam døning Moabt'n sumba nõ Bet Peor. Mbã þone de kï ger lo duba goto. 
DEU.34.7	Moij ða þal þu kï døjoo kamla oi. Kuma diw dî al, tøga to lo tont. 
DEU.34.8	Israelag n'non Moij ndø dømïta kam dïlambogt kï Moab kamla ndø høndo Moij tïga.
DEU.34.9	Jojue ngon Nun ðoosï kï ndil nyager kïta Moij nda jin døat. Israelag telïn rod go tat loa na ða kïgo tat'n Bïraþe nda mbera Moij. 
DEU.34.10	Ngekelta kïta Luwaht kïðang kï þai kam Israelt kï tit Moij'n Bïraþe gera kum kï kum goto. 
DEU.34.11	De kï tit sia goto kad ða nyakøjg tube, kï nyag kï yaya'n Bïraþe laan kad ðad kam døning Ejipt't nõ Paraõ kï þerg loa kï døning loa tube, 
DEU.34.12	kï tøga kïbo kï kïlag loa kïbobo kï kïkootþool'n Moij ðad takum Israelagt tube.
JOS.1.1	Go koi Moijt kï þer lo Bïraþe, Bïraþe el Jojue ngon Nun kï madkïla Moij an: 
JOS.1.2	Þer lom Moij oi, tajigla i þai i gang bah Jurrdë'n ðan, î kï deg'n ðan tube kad andïn kam døningt'n m'ndï m'ad Israelag. 
JOS.1.3	Lokïðen'n a i ndan danjasï tit a ne, m'adsï tit'n m'elïn Moij kete nõ. 
JOS.1.4	Lagirr døning losï a i ko dïlalot'n ðan kï Libã mbã kï bahbot, ad i bah Eprat kï døning lo Hetiag tube mbã kï bahbokat kïko lokudkàdt. 
JOS.1.5	De kïða kï a ða nõit goto kï ndøig tube'n a i ndïn kï døi dõ. M'a mî nat sei tit'n. Mî'n nat kï Moij ye be. M'a m'nyàgoi al, m'a m'nyài kø al. 
JOS.1.6	I hø roi bá, ire kami kïta î la a ad deg'n ðan õn nduba døning'n m'unïn køm kï yokïnda m'ad bøwdg kï m'ad'd. 
JOS.1.7	I hø roi bá, i ða dïngam, oo go roi maj kad i ða kïgo tat tube'n Moij kï þerkïla kïla lom ndai mbera. Ot tø roi kokõ ke kogel kïtakad maj urri lo kïðen'n a awt. 
JOS.1.8	Ad maktub mberkïnda 'nten nya tai al. A i ndio kama ndø ho kàda ho kad i hø ða kïgo nyagt tube kïndang kamt, kïtakad maj urri dø nyaðait kïðen na a i tetðøø. 
JOS.1.9	M'ndai mber 'nten ale? I hø tøgibá, ire kami. Ot þool, ot kad kami gang man, kïta Bïraþe Luwah loi i nat sei lo kïðen'n a awt.
JOS.1.10	Kamla Jojue ndamber bïradøg lo deg an: 
JOS.1.11	I ndian kï lo hølondït, i ndan mber deg anan: I ðan go nya sasï kïta kam ndøt kïmïta a i gangïn bah Jurrdë'n ðan kad i taan døning'n Bïraþe Luwah losï adsï nyandubat.
JOS.1.12	Jojue elta kï Rubeniag kï Gadiag kï nusï girr Manase an: 
JOS.1.13	I gan kamsï dø tat'n Moij kï þerkïla kïla lo Bïraþe ndasï mbera lon el an: Bïraþe Luwah losï adsï taakò, na a adsï døning'n ðan ho. 
JOS.1.14	Nësïg kï ngansïg kï nyakulg losï a ndïn døningt'n Moij adsï køtko në lo bah Jurrdë. Na în gõðøøg tube a i gangïn bah kete nõ ngankõsïgt, kï nyakat jisït kad i ðan ne sed, 
JOS.1.15	mbã kad Bïraþe ad ngankõsïg taakò tit'n adsïn, kad în tø taan døning nyandubat'n Bïraþe Luwah losï ndï ad'd. Kamla a i tel i ðen gog kam døning nyadubat losï'n Moij kï þerkïla kïla lo Bïraþe adsï køtko ne kï bah Jurrdë ko loþakàdt.
JOS.1.16	Turïn Jojue anan: J'a kï ða nyag tube'n i ndaj mbera, na j'a j'aw lot kïðen'n a i laj tit. 
JOS.1.17	J'a kï tel roj go tat loi tit'n kï telïn roj go tat lo Moij ye be. Na kï Bïraþe Luwah loi i nat sei tit'n în nat kï Moij. 
JOS.1.18	Dekïðen'n ndï taaðøø mberkïnda loi, na tel ron go tat loi al dø nyat kï ði'n i ndaa mbera a ne, a tølïna kø. I hø tøgi bá, ire kami ndang.
JOS.2.1	Ko Sitim Jojue ngon Nun la ngéndalog joo gid tilt eld an: Awïn i ndan mãi døning oon, na oon Jeriko tø. Awïn lot'n non, andïn kam kujt lo kaya dekïdë kï tøa i Rahab na ndïnt. 
JOS.2.2	Elïn ngar kï Jeriko anan: Oo deg joo ku Israelagt ðen ndø ne kad n'ndan mãi døning. 
JOS.2.3	Ngar kï Jeriko la kïla kï ro Rahabt an: I tee kï deg'n ðen roit, na andïn kuju loi, ðen kïtakad ndan mãi døning loj la ðen ne ye. 
JOS.2.4	Na Rahab øi deg kïjoo'n non yad ro yuk. Kamla turd an: Rota deg kïjoo'n non ðen romt je, na m'ger lo'n awïnt al. 
JOS.2.5	Lon kàd ða lo kud ad til diw na utïn tabit ye deg'n non teen. M'ger lo'n awïnt al. I ðan kïdõt, i tuþan god, a i ngahnd. 
JOS.2.6	Na ta kï rota taa ne, Rahab al sed dõ dø kujt, yad ro girr kag lët'n ü kïnjøranjøra dø kujt dõ nõ. 
JOS.2.7	Titbe deg'n non tuþan god, unïn ðob kï kaw bah Jurrdët mbã kï lot'n deg a udïn mant kï njad. Lon teen kï tïga ye, utïn tabit þebo Jeriko. 
JOS.2.8	Lon ngéndalog ton ber al þaitø ye, Rahab al aw rodt dø kujt. 
JOS.2.9	Eld an: M'ger kad Bïraþe adsï døning'n ðan ad þool ðaj, na ngendï døningt'n ðan tube kamd gang man ngalang. 
JOS.2.10	Kïtø j'oo hoi nya'n Bïraþe ða, ad bahbo kïkïrre tut nõsït lon i teen ne kam døning Ejipt't kïtïga, kï nya'n i ðan kï ngarg kïjoo lo Amoriag, Sihõ kï Og gid bah Jurrdët, i tujïn nyag lod tube kø pet. 
JOS.2.11	J'oo hoia ad kamj gang man, na dekïðen roa oi siw nõsït kïta Bïraþe Luwah losï la i Luwah kam dørãt dõ ho, i Luwah kam døningt ne ho ye. 
JOS.2.12	Na tajigla m'køsï, i ndan yo kam tø Bïraþet losï admïn tit kan m'øjsïn kamkë lom kï rosït ye, a øjmïn kamkë losï kïro ngékïþe lo bøwm ho. 
JOS.2.13	Adm nyakøj kïjeje kad a i nyan bøwm kï kom kï død dõ, kï ngankomg kïdïngã kï kïdëg kï deg lod tube kad ajïn ta koit. 
JOS.2.14	Deg'n non turïna anan: Kumkajir loj gagoot kumkajir losï. Îla i tee njajt al a ne, a i titbe, lon Bïraþe a adj døning'n ðan, jî tø j'a kï j'øj kamkë kï nyaðakïro. 
JOS.2.15	Kamla Rahab tui deg'n non kï kïlla buro kujt, ad'd ðisïn kïber kïta kuj'n ndïnt i dõ dø ndogbørrt kï þebot. 
JOS.2.16	Eld an: Aw i yan rosï dø mbalbot, na þeta ngétuþagosï a ndødsïn. I yan rosï nõbe asï ndø mïta mbã kad telïn kamtã. Gog got a ne, a i unïn ðob losï kad i telïn kï lo ndïsït gog. 
JOS.2.17	Deg'n non elïna anan: Oo kïgo ðob 'nten, j'a jîn kï ta kï kørr døt dø yokïndat loj'n kï nda nõ. 
JOS.2.18	Oo nyan a i ða laten: Lon j'a kï j'and kam døningt'n ðan a ne, a i dø kïlla kub kïkïrre burrolot'n ðan, ad i lot'n ad kï ðisït kï kïlla nõ. A ad bøwi kï kõi kï ngankõig kï kïngékïþe lo bøwi tube kawïn na kï kam kujt loi. 
JOS.2.19	Îla kïkïða kudt tee tabit kujt loi kïtïga a ne, mosa a so døat, na jî ta mosa goto døjt. Na kïta deg tube'n a în nat sei kam kujt loi mosïd a so døjt îla ji de mad kujt ød'd. 
JOS.2.20	Na îla i tee kï girrj a ne, j'a jî kï kørrtadøt dø yokïndat'n i ad kï nda. 
JOS.2.21	Turd an: A i titbe kïgo tat losï. Ndad ðobo ad awïn na dø kïlla kï kïrre burrolot. 
JOS.2.22	Awïn dø mbalbot, tont nõbe ndø mïta mbã ngétuþagod telïn. Deg'n tuþan god nõ sahnd kï ðobg tube na ngahnd al. 
JOS.2.23	Kamla deg kïjoo'n non þain dø mbalbot, ðisïn, gangïn bah Jurrdë na awïn ro Jojuet kï ngon Nun, ørrïna hoi nyag tube 'nten dødt. 
JOS.2.24	Elïn Jojue anan: Rota Bïraþe la døning'n ðan jijt na ngéndï døningt nõn kaa rod oi yelel nõjt.
JOS.3.1	Jojue þai kïsî ritit Sitimt nat kï Israelag tube. Aw teen ta bah Jurrdë, þin tit nõbe kamla gangïn bah. 
JOS.3.2	Go ndøt kïmïta bïradøg ndian kam lo hølondït, 
JOS.3.3	ndan mber deg anan: Lon oon sund kunkø lo Bïraþe Luwah losï'n in Lebiag ngéjanyamosï ton a ne, i þain lo hølondït losï, a i ndulon goat na ndødsï a asï kilometïr kïða. 
JOS.3.4	Titbe la i gerïn ne ðob'n kïmaj kad unïn ye, kïta i ðob'n i tøint kete al. Ot ndøtïn nderrbe kï kad sund kunkøt. Na ndødsï a asï metïr dub kïða, a øjsï ðob'n sumba kad i unïn kïta i tøin kï ðob'n non nja kïða al þaitø. 
JOS.3.5	Jojue el deg an: I jan rosï þat kïta loti Bïraþe a ða nyag kïyaya kusït. 
JOS.3.6	Kamla Jojue el ngéjanyamosï an: Unïn sund kunkø, i tøin ne nõ degt. Unïn sund kunkø ndian ne nõ degt. 
JOS.3.7	Bïraþe el Jojue an: Þone m'a m'mbagirr tøii kïdõ takum koosï degt'n ðan tube kïtakad gerïn mî nat sei tit'n mîn nat kï Moij ye be. 
JOS.3.8	A i ndamber ngejanyamosï ngéto sund kunkø an: Lon i teen ta bah Jurrdët a ne, i dïban kam bah Jurrdët. 
JOS.3.9	Kamla Jojue el Israelag an: I ndøtïn kïne oon dø tag lo Bïraþe Luwah losï. 
JOS.3.10	Jojue el an: 'Nten i kïtakad i gerïn ne Luwah Ngekumkajir i kusït kad tuþa Kananag kï Hetiag kï Hebiag kï Perejiag kï Girgasiag kï Amoriag kï Jebusiag nõsït kø. 
JOS.3.11	Oon, sund lo Bïraþe, Ngedøning kïtaagbe, a tøi kam bah Jurrdët nõsït. 
JOS.3.12	Tajigla i køt deg kïlah gidaijoo ku girr Israelagt, de kïða ku girrkooj kïðen. 
JOS.3.13	Lon danja ngéjanyamosï ngéto sund kunkø lo Bïraþe Luwah Ngedøning kïtaagbe a ød man Jurrdët, man Jurrdë a gang dene joo, mang ndï ðisï ko dø doorlot kïdõ a kawïna lo kïða. 
JOS.3.14	Titbe lon deg teen kam kujkubgt lod kïta gang bah Jurrdë, na ngéjanyamosï ngéto sund kunkø i nõ degt, 
JOS.3.15	na lon ngéto sund kunkø teen ta bah Jurrdët, na nja ngéjanyamosï ød man; kïta bah Jurrdë õ holongholong kaglo ja nyako ørjt, 
JOS.3.16	man'n ðisï ko dõ duba lo kïðabe, kaw kïnant ko sãi nderrbe kï þebot kï tøa i Adam kï kad þe Sartant. Na man kïkete nü kï bahbot kï dïlambot, ad i bahbokat. Man gang kïtaagbe ad deg gangïn bah sumba þebo Jeriko sew. 
JOS.3.17	Ngéjanyamosï ngéto sund kunkø lo Bïraþe duba ðan døningt kï tut, ngawden Jurrdët na Israelag tube tøin døningt kïtut mbã girrdeg'n ðan kïtaagbe gangïn bah Jurrdë.
JOS.4.1	Lon girrdeg'n ðan kïtaagbe gang bah Jurrdë woi ye Bïraþe elta kï Jojue an: 
JOS.4.2	I køt deg kïlah gidaijoo, de kïða ku girrdegt kïðen, 
JOS.4.3	i ndad mber an: Øin mbalg kïlah gidaijoo nëbe dan bah Jurrdët, lot'n nja ngéjanyamosï ðat, awïn ne, kam lot'n i þint ndø ne. 
JOS.4.4	Jojue kun dekïdïngãg kïlah gidaijoo'n køtd ku Israelagt, de kïða ku girrdegt loa. 
JOS.4.5	Jojue eld an: I tøin kete nõ sund kunkøt lo Bïraþe Luwah losï ngawden bah Jurrdët na kï dekïðen kusït un mbal kïða, nda bognt kïgo kør girrdegt lo Israel, 
JOS.4.6	kïtakad i nyakøj kusït lon ngansïg a ndïjesïn ndø madt anan: Mbalg'n ðan, girra i ði kïtasï a? 
JOS.4.7	Kamla a i turïnd anan: Man bah Jurrdë gang dene joo nõ sund kunkøt lo Bïraþe lon sund kunkø gang bah Jurrdë na man Jurrdë gang. Titbe mbalg'n non, a în nyagakamdøt ro Israelagt mbãkïnõt. 
JOS.4.8	Deg'n køtïnd ye, ðan nya'n Jojue ndad mbera. Øin mbalg kïlah gidaijoo ngawden bah Jurrdët tit'n Bïraþe elïn Jojue kïgo kør girrdegt lo Israel. Øin mbalg'n non awïn ne lot'n hønlondït, nõbe la ün mbalg'n non tit ye. 
JOS.4.9	Jojue nda mbalg kïlah gidaijoo dønat dan bah Jurrdët lot'n nja ngéjanyamosï ngéto sund kunkø ðant, na în nõ ða mbã þone. 
JOS.4.10	Kïtø ngéjanyamosï ngéto sund kunkø duba ðan dan bah Jurrdët mbã kad tølïn kon nyag tube'n Bïraþe nda mbera Jojue kad el deg kï go tagt tube'n Moij el Jojue. Na deg ðan kïdõt gangïn bah. 
JOS.4.11	Lon deg tube gangïn bah woi ye, ngéjanyamosï teen mant kï sund kunkø lo Bïraþe takum degt. 
JOS.4.12	Rubeniag kï Gadiag kï nusï girr Manaseag tøin kï nyaðøø jidt nõ Israelagt kïgo tat'n Moij eld. 
JOS.4.13	Deg asïn dub døsøø kï nyakatg jidt kï ðan rod woi kïta ðøø tøin nõ Bïraþet, andïn kam dïlambogt kï Jeriko. 
JOS.4.14	Ndøt'n non Bïraþe ad Jojue tel de kïbo takum Israelagt tube, kamla kï ndø ndia kï døa dõ tube ye, þoolïna tit'n þoolïn ne Moij. 
JOS.4.15	Bïraþe el Jojue an: 
JOS.4.16	I ndamber ngejanyamosï ngéto sund najkïma kï teen bah Jurrdët kïtïga. 
JOS.4.17	Jojue ndamber ngéjanyamosï an: I teen bah Jurrdët kïtïga. 
JOS.4.18	Lon ngéjanyamosï ngéto sund kunkø lo Bïraþe teen bah Jurrdët kïtïga woi ye, na ndan danjad døningt kïtut ye, man Jurrdë tel gog gotïnt, ad tel nü gog ðoosï ngoon tit kïkete. 
JOS.4.19	Deg teen kam bah Jurrdët ndø kï kõkïlah lo nah kïdasa, na høn londï Gilgal ko loþakàdt kï Jeriko. 
JOS.4.20	Mbalg kïkïlah gidaijoo'n øin kam bah Jurrdët, Jojue ndad Gilgal. 
JOS.4.21	El Israelag an: Lon ngansïg a ndïjesïn ndø madt anan: Mbalg'n ðan ye, girra i ði a? 
JOS.4.22	A ne, a i turïn ngansïg anan: Mbalg'n non ad kamj gah dø Israelag'n gangïn bah Jurrdë'n ðan kï njad lon man gotot, 
JOS.4.23	kïta Bïraþe Luwah loj ad man Jurrdë yii nõjt, kad kï tøit kï njaj tit'n Bïraþe Luwah loj ðan sej, ad bahbo kïkïre yii nõjt, na kï nda gang kï njaj. 
JOS.4.24	Kïtøkad girrdeg kïdøningt tube gerïn kad tøg Bïraþe i kïbo, na maj kad kï þoolïn Bïraþe Luwah loj kïndøgndøg.
JOS.5.1	Lon ngarg lo Amoriag tube'n ndïn gid bah Jurrdët ko lokudkàdt, kï ngarg lo Kanaag tube'n ndïn kad bahbot, oon kad Bïraþe ad man Jurrdë yii nõ Israelagt ad tøint ye, kam ngarg gang man, rod oi yelel kïta a asï ðan nõ Israelagt al. 
JOS.5.2	Kaglot'n non Bïraþe el Jojue an: I tøsï mbal i tela kiyat, i jan Israelag gaj njakïða þaitø. 
JOS.5.3	Titbe Jojue tøsï mbalg, teld kiyat, na ja gàj Israelag dø doorlot jagajt. 
JOS.5.4	Girr gàj'n Jojue ja ngan Israelg la ten: Dekïdïngãg tube'n teen Ejipt't kïtïga kï asïn kaw ta ðøøt ye, oin tube kam dïlalot. 
JOS.5.5	Na ngan kïdïngãg'n oojïnd lon în ne kam dïlalot, go teed kam døning Ejipt't kïtïga ye, în kïjagàj al. 
JOS.5.6	Kïtø Israelag ndian kam dïlalot þal døsøø, mbã lon þalg kï døsøø'n non asïn woi ye, deg'n teen Ejipt'tn asïn kaw ta ðøøt ye, oin tube kïta telïn rod go tat lo Bïraþe al. Bïraþe nda yo ad'd kï kunkø an: M'a m'nyàd m'ad oon døning kunkø'n m'un m'ad bøwdg al. Ad i døning'n mbà kï tej i ngãi tit. 
JOS.5.7	A i ngandg la a gan gootd, na ngan'gn non la Jojue jad gàj ye, kïta jan gàj al þaitø. 
JOS.5.8	Lon jan gàj girrdeg'n non tube woi ye, høn londï lo kïða mbã yootïn. 
JOS.5.9	Bïraþe el Jojue an: Þone m'ørr rosøl lo Ejipt døsït kø. Titbe ndï kunïn tø lo'n non Gilgal mbã þone.
JOS.5.10	Lon Israelag høn londï Gilgal ye, ðan nah Pakï kam ndøt kïkõkïlah gidaisøø lo nah, døji losølt kam dïlambot kï Jeriko. 
JOS.5.11	Loti go ða nah Pakït ye, san kand nya kï døningt'n non, san bïnã kïkanj berrkasï kï dø nyako kï tulo dø hørrt ndøt'n non. 
JOS.5.12	Loti got, ngahn mane kï tuso ko dõ al ta. Kam þalat'n non mane goto ta ngan Israelg lon san ne kandnya kï døning Kanaat.
JOS.5.13	Lon Jojue i nderrbe kï Jeriko ye, un kumïn kïdõ oon lo, na oo de mad duba ða nõat kï kiyaðøø kï kørr hawat. Jojue aw roat ela an: Î kï loj e, ke î lo madngétajg a? 
JOS.5.14	De nõ tura an: A'a, mî bïradø koosïg lo Bïraþe, m'ðe tajigla. Kamla Jojue so ningt øsï døn ber ela an: Ði ngeem a el þer lon a? 
JOS.5.15	Na bïradø koosïg lo Bïraþe el Jojue an: Ørr sa kïnjait kïta lo'n i ðat i lo kïjaþat. Na Jojue ða titbe.
JOS.6.1	Utïn tabit kï Jeriko tube nõ Israelagt, de mad kï tee tïga ke and kamt goto. 
JOS.6.2	Bïraþe el Jojue an: Oo, m'la þebo Jeriko kï ngar loa kï kïrãðøøg loa tu jiit. 
JOS.6.3	Na î kï ngéðøøg tube a i ndian gugïn dø þebo Jeriko gej, ngéðøøg tube a gugïn dø þebo nja kïða kam ndøt kïkïða. A i ðan titbe asï ndø kïbojidet. 
JOS.6.4	Ngéjanyamosï tanãimïta a ton towgaj balbatg tanãimïta nõ sund kunkøt. Ndø kïkõtanãimïta a i ndian gugïn dø þebo asï nja tanãimïta, na ngéjanyamosï a kunïn towgajg. 
JOS.6.5	Lon a kunïn towgaj balbatg, na oon dø kah ko lo towgaj a ne, deg tube a kon kï ndid kïbobe. Kamla ndogbørr kï þebot a teet so ningt, na dekïðen a aw kïkete sumba nõn sew. 
JOS.6.6	Jojue ngon Nun kun ngéjanyamosï eld an: Unïn sund kunkø, na ad ngéjanyamosï tanãimïta ton towgaj balbatg kïtanãimïta nõ sundt lo Bïraþe. 
JOS.6.7	Na el deg an: Awïn, i ndian i gugïn dø þebo, na ad deg kï nyakat i jidt tøin kete nõ sundt lo Bïraþe. 
JOS.6.8	Nyang toin kï go ðobat tit'n Jojue el'n ta deg, ngéjanyamosï kïtanãimïta'n ton towg bal batg kïtanãimïta nõ Bïraþet, mbã girr kun towg, na sund kunkø lo Bïraþe i godt. 
JOS.6.9	Deg'n nyakat i jidt ndian nõ ngéjanyamosït'n kunïn towg na ndeg ngéðøøg ndian go sundt lon ðà kunïn ne towgajg kïkanj nya ta. 
JOS.6.10	Na Jojue ndamber deg an: Ot kon, ot kadïn de mad oo dø ndisï ke kad ta mad tee tasït mbã ndø'n m'a m'elsï m'an: I kon. Kamla a i kon ye. 
JOS.6.11	Titbe ndian kï sund lo Bïraþe gugïn ne dø þebo nja kïða, kamla tel awïn lo hølondït lod tont. 
JOS.6.12	Jojue þai kïsî ritit ad ngéjanyamosï unïn sund lo Bïraþe. 
JOS.6.13	Ngéjanyamosï kïtanãimïta ton towgaj balbatg kïtanãimïta nõ sundt lo Bïraþe, mbã girr ndia na kunïn towgajg. Deg kï nyakat i jidt ndian nõdt na ndeg ngéðøøg ndian go sundt lo Bïraþe lon ðà kunïn ne towg ajg kïkanj nya ta. 
JOS.6.14	Ndø kïkõjoo ndia gugïn dø þebo nja kïða kamla telïn kïkam lo hølondït gog. Ðan titbe asï ndø kïbojidet. 
JOS.6.15	Ndøt kïkõtanãmïta þain dõ kïsî ritit lon lo ndï ar, ndia gugïn dø þebo tit kïkete nja tanãimïta. Ndøt'n non gugïn dø þebo nja tanãimïta. 
JOS.6.16	Nja kïkõtanãimïta lon ngéjanyamosï kunïn towgajg ye, Jojue el deg an: I kon kïta Bïraþe adsï þebo'n ðan. 
JOS.6.17	Þebo kï nyag kïkamt tube a i kï nuj kø kïta Bïraþe, na Rahab kï kaya dekïdë kïðabe koon la, j'a kï nya kï døa dõ kï deg tube'n în nat sia kam kujt loa, kïta þø ngombangkïlag'n kï lad. 
