GEN.1.1	Maawac tahsh kihci niikaan, Kishemanitoo okii oshihtoon kiishik, ahkiini kaye. 
1SA.18.9	Miitahsh kaa⁠ishi maacii ayaahshenimaatc, ekiih onci maacii kikinaapamaatc kaye Tepitoon i'i ahpii eh⁠kiishikaninik.
1SA.18.10	E⁠ani waapaninik itahsh Swaal okii otihsikoon maci'ahcaahkwan wiinke ekii mooshkineshkaakotc ekii ishinisha'amaakotc Kishemanitoon. Wiinke hsa tahsh kii⁠kihci ayinwehkaaso i'imaa owaahkaa'ikanink. Miihsh Tepitoon kaakii matweyaapiikipicikenitc i'i ahpii. Swaal hsa okii tahkonaan ciipowepinikan, 
1SA.18.11	miitahsh kaakii ahpakitootc o'o ekii inentank, “Ahsamaahtik hsa ninkashi akopashipa'waa.” Niishwaa tahsh Tepitoon kiih⁠tapasiiwan!
1SA.18.12	Miitahsh Swaal kaa⁠ishi kohsaatc Tepitoon aaniihsh okii wiiciiwikoni kaaTipencikenitc, wiin itahsh wiin ekii nakanikotc. 
1SA.18.13	Swaal hsa kii‑ishihcike ninkoci i'imaa ci⁠onci ishaanitc Tepitoon, ekii inakimaatc ci⁠naanaakaci'aanitc mitaahswaahk 1,000 shimaakanihsha'. Miihsh kaa⁠ishi niikaaniihtamawaanitc shimaakanihsha' e⁠miikaasonitc. 
1SA.18.14	Kahkina tahsh iko kekoon kaakii ishihcikenitc kii‑ishi minohsewan, aaniihsh kaaTipencikenitc okii wiiciiwikoni. 
1SA.18.15	Swaal tahsh e⁠waapantank e⁠minohsenitc, miihsh kaa⁠ishi kohsaatc. 
1SA.18.16	Kahkina tahsh wiin Isriyalak 
1SA.18.17	Tepit tahsh okii'ikoon Swaalan 
1SA.18.18	Miihsh Tepit kaa⁠ishi nahkwehtank, “Awenen itahsh niin tenowiyaan, tenowiwaatc kaye nintaawinink eyaawaatc, nintetenk kaye kaa⁠onciiwaatc Isriyalihkaank, niin itahsh ci⁠oninkwanimihpan kihciokimaa?” okii'inaan. 
1SA.18.19	Ahpii tahsh e⁠ocihcihsenik cikii miinintipan ci⁠wiitikemaatc Swaalan otaanihsini Miirap eshinihkaasonitc, tekwac hsa ini Ecaraayal 
1SA.18.20	A'a Maaikal 
1SA.18.21	Mii hsa kaa⁠inentank, “Ninka miinaa hsa Tepit nintaanihsan Maaikalwan. Maakishaa mii 'imaa ke⁠onci kaahcici'ak ci⁠nihsikotc Pilistii kaatinowinitc,” kii‑inentam. Miitahsh Swaal kaakii'inaatc Tepitoon, “Noonkom hsa kaa⁠kiishikahk mii 'i miinawaa e⁠ocihcihsek cikii oninkwaniminaampaan,” ekii'inaatc. 
1SA.18.22	Miihsh Swaal kaakii anoonaatc otanohkii'aakana', “Maacaak o'o awi koci'inihk Tepit, ‘Etatawe ohsha naa kiminwaapamik kihciokimaa, kahkina kaye otanohkii'aakana'; taka tahsh pisaan kika oninkwanimik,’ ” kii‑ihkito.
1SA.18.23	Miihsh kaa⁠ishi ishaanitc ekii awi wiintamawaanitc Tepitoon kaakii ihkitotc. O'o tahsh Tepitoon kii‑ihkitowan, “Kitinentaam ina e⁠akaahsentaakwahk awiya ci⁠oninkwanimikotc kihciokimaan? Ninkitimaakis iitok niin, kaawiin kaye ninkihtenimikoohsii!” kii‑ihkitowan.
1SA.18.24	Miitahsh Swaal kaah⁠pishi wiintamaakotc otanohkii'aakana' aaniin kaa⁠ihkitonitc Tepitoon. 
1SA.18.25	Miihsh Swaal kaa'inaatc, “O'o hsa awi inihk Tepit, ‘Kaawiin hsa kihciokimaa pahkaan otinakimaahsiin otaanihsan, miiehtako ninkotwaahk (100) Pilistii kaatinowinitc oshakayaani kaa⁠manishomintc awiya kii⁠kihkinawaatashakeshontc, ci⁠nana'ahsimintc kaa⁠shiinkenimikotc,’ ” kii‑ihkito. Mii hsa 'onahke kaakii inentank Tepitoon ci⁠onci nihsikonitc Pilistii kaatinowinitc. 
1SA.18.26	Miihsh kaakii ishi awi wiintamawaanitc Tepitoon kaakii'inintwaa ci‑ihkitowaatc. Ahpii hsa Tepit e⁠noontank wiinke kii⁠minwentam ci⁠oninkwanimikotc kihciokimaan. Cipwaa ocihcihsenik itahsh ci⁠wiitikewikiishikaninik, 
1SA.18.27	miihsh Tepit, i'i kaye otininiima' kii‑ishaawak, ekii anta nihsaawaatc niishwaahk (200) Pilistii kaatinowinitc. Miitahsh kaakiih piinaatc ci⁠tepihsenitc oshakayimaa' Pilistiiwininiihkaank kaakii ontinaatc eshi'ayaanitc kihciokimaan, ci⁠oninkwanimikotc. Miitahsh kaakii miinikotc Swaalan otaanihsini Maaikal eshinihkaasonitc.
1SA.18.28	Swaal tahsh okii kihkentaan kaaTipencikenitc e⁠wiiciiwaanitc Tepitoon, otaanihsan itahsh kaye Maaikalwan ekiih saaki'aanitc Tepitoon. 
1SA.18.29	Miitahsh aanciihke ekii ani kohsaatc Tepitoon, miihsh kaa⁠inakimaatc mooshak ke⁠shiinkenimikotc tino.
1SA.18.30	Pilistiiwishimaakanihsha' hsa kii⁠nihtaa piishaawa' ekiih pi'anta miikaanikowaatc. Minihk itahsh kaah⁠piishaanitc, Tepit hsa okii anta nakishkawaa' ekiih shaakooci'aatc. Wiin hsa nawac kii⁠minohse ahpiihc wiin i'i kahkina Swaalan otanohkii'aakanini. Miitahsh misiwe kaakii ani kihkentaakositc.
1SA.19.1	Swaal 
1SA.19.2	Miitahsh Cwaanahtan kaa'inaatc Tepitoon, “Nintete Swaal hsa okakwe mihkaan ke⁠onci nihsihk. Ayaankwaamisiihkan itahsh kishepaawakahk; keshi kaasoyan hsa ko mii weti ayaahkan. 
1SA.19.3	Ninka ishi wiiciiwaa hsa nintete, ci⁠awi wiicikaapawihtawak weti mihshawahkamik keshi kaasoyan; kika tashimin itahsh kakanoonak nintete. Miihsh ahpii ci⁠wiintamawinaan aaniin keshi kihkentamaan,” okii'inaan.
1SA.19.4	Miitahsh Cwaanahtan kaakiih tashimaatc Tepitoon eh⁠kakanoonaatc oteten ekii'inaatc, “Taka kiin eh⁠kihciokimaawiyan keko macitootawaahken kitanohkii'aakan Tepit, kaawiin iitok kekoon kitishi mamaashiihkantaakohsii. I'i tahsh kaye kaa⁠ishihciketc wiinke kitonci kihci minohse. 
1SA.19.5	Inashke okii naniisaanihtoon opimaatisiwin kii⁠nihsaatc mihsaapewan Pilistii kaakiih⁠tinowinitc, kaaTipencikenitc ekii ishihcikenitc ci⁠kihci shaakoocihtwaanitc Isriyala' 
1SA.19.6	Cwaanahtan itahsh okiih pisintaakoon kaakii'inaatc oteten, miihsh kaakii ahpimonitc ekii ihkitonitc, “Nintonci ahshotamaake otishinihkaasowinink kaaTipenciketc, kaawiin Tepit ta⁠nihsaahsii,” kii‑ihkitowan. 
1SA.19.7	Miitahsh Cwaanahtan kaa⁠ishi wiintamawaatc Tepitoon kahkina kaakii ihkitowaatc. Miihsh kaa⁠ishi piinaatc Tepitoon eshi'ayaanitc Swaalan. Miihsh i'imaa kaa‑ayaanitc taapishkoo otaanaank kaakii nihtaa ayaanihpan i'imaa.
1SA.19.8	Ahpii hsa miinawaa e⁠miikaatinaaniwaninik, Tepit hsa kii‑ishaa ekii anta miikaanaatc Pilistii kaatinowinitc, wiinke tahsh okii kihci shaakooci'aa'. Miitahsh kaa⁠ishi maaciipa'iwaanikotc.
1SA.19.9	Swaal tahsh e⁠nanamatapitc owaahkaa'ikanink okii otihsikoon maci'ahcaahkwan kaaTipencikenitc ekiih piicinisha'amaakotc. Ociipowepinikan itahsh okiih tahkonaan, Tepitoon mekwaa eh⁠kitohcikaakenitc matweyaapiikipicikanan. 
1SA.19.10	Miitahsh kaakiih patahkihkiwepinank ociipowepinikan ekiih kakwe akopashipa'waatc Tepitoon aahsamaahtik. Eh⁠tapasiinitc itahsh, okiih panakanaamaan. Miihsh kaa⁠ishi maaciipa'iwenitc eh⁠tipihkaninik. 
1SA.19.11	 Miitahsh Swaal kaakii ishinisha'waatc otininiima' Tepitoon owaahkaa'ikaniniink ci⁠awi kanawentaminitc, ci⁠nihsaanitc itahsh Tepitoon kishepaawakaninik. Maaikal 
1SA.19.12	Waahsehcikanink itahsh Maaikal okii onci niihsaapiikinaan, miihsh kaa⁠ishi maaciipa'iwenitc ekiih tapasiinitc. 
1SA.19.13	Miitahsh Maaikal kaa⁠ishi otaahpinaatc manitoohkaanan waahkaa'ikanink eyaanitc ekiih kashkiikihshimaatc nipewinaahkoonk, maanatihkopiiwayan kaye okii ishi ahtoonan enihkwehshinink inahke. 
1SA.19.14	Ahpii tahsh Swaalan otininiimini eh⁠pitakohshininitc ewiih kaahcitinaanitc Tepitoon, mii hsa Maaikal kaa'inaatc, “Aahkosi ohsha,” okii inaa'. 
1SA.19.15	Miihsh miinawaa Swaal kaa⁠ishi kiiwenisha'waatc otininiima' ci⁠anta waapamaanitc Tepitoon o'o ekii'inaatc, “Mii ko 'i kikinipewinaahk ishi piinihk, ewii nihsak,” kii‑ihkito. 
1SA.19.16	Miitahsh kaa⁠ishi piintikenitc waahkaa'ikanink, miihsh manitoohkaanan ehta kaakii mihkawaanitc i'imaa nipewinaahkonk, enihkwehshinink itahsh maanatihkopiiwayan. 
1SA.19.17	Miitahsh Maaikal kaa'ikotc oteten, “Wekonen itahsh o'onahke wenci ishi kayeshi'iyan eh⁠pakitinatc kaa⁠shiinkenimitc ci⁠tapasii'itc?” okii'ikoon.
1SA.19.17	Miihsh o'o kaa⁠ishi nahkwehtawaatc, “Ninkii'ik ohsha ewii nihshitc kiishpin pakitinaahsiwakipan ci⁠tapasiitc!” okii'inaan oteten.
1SA.19.18	Tepit tahsh kaa⁠ishkwaa tapasiitc weti kii‑ishaa ootenaank Oremaa 
1SA.19.19	Swaal tahsh kii⁠wiintamawaa o'o ekii'inintc, “Weti ohsha iinsan Tepit ayaa Neihot ecikaatenik eshi'ayaanik Oremaa ootenaank.” 
1SA.19.20	Miitahsh Swaal kaakii ishinisha'waatc otininiima' ci⁠awi kaahcitinaanitc Tepitoon. Miihsh iki ininiwak kaakii waapamaawaatc eh⁠paahtiinonitc kaa⁠kanootamawaanitc Kishemanitoon e⁠wiicikaapawihtawaanitc, e⁠niikaaniihtamaakonitc kaye Saamiyoon eh⁠kiikitoohtamawaanitc Kishemanitoon. Mii hsa 'i kaakii ishi otihsikowaatc Kishemanitoon otAhcaahkoni. Miihsh kewiinawaa kaa⁠ishi maacii kanootamawaawaatc Kishemanitoon. 
1SA.19.21	Ahpii tahsh Swaal e⁠wiintamawintc kaa⁠ishihsenik, mii hsa kaa⁠ishi ishinisha'waatc kotak otininiima'. Miihsh kaye'i kaa⁠ishi kanootamawaanitc Kishemanitoon. Miinawaa tahsh okii ishinisha'waa' otininiima', mii 'i nihsink i'i ekii ishihciketc. Miitahsh peshikwan kaa⁠ishi kanootamawaanitc Kishemanitoon. 
1SA.19.22	Miitahsh wiin iko kekahpii kaakii ishaatc weti Oremaa. I'imaa tahsh kii‑ishi takohshin onta'ipaanink Siihkoo 
1SA.19.23	Miitahsh kaa‑anishi maacaatc ekii ishaatc. E⁠ani pimi ayaatc itahsh mii 'i kewiin kaakii otihsikotc Kishemanitoon otAhcaahkoni. Miihsh kewiin kaa⁠ishi kanootamawaatc Kishemanitoon piinihsh ekiih takohshink weti Neihot ecikaatenik, Oremaa ootenaank. 
1SA.19.24	 Miihsh kaa⁠ishi kiihcikoshkank okikishkikanan, kewiin ekiih kanootamawaatc Kishemanitoon eshi'ayaanitc Saamiyoon. Miitahsh kaa⁠ishi pimihshink kaapekiishik kapetipihk kaye, ekiih⁠kikihkonayehsik. Miihsh kaa⁠ihkitonaaniwank, “Kewiin ina Swaal tinowi kaa⁠kanootamawaatc Kishemanitoon?”
1SA.20.1	Tepit hsa tahsh kii⁠onci maaciipa'iwe i'imaa Neihot 
1SA.20.2	Miihsh o'o kaa'ikotc, “Taka kaawiin i'i wiihkaa ta⁠ishihsehsinoon! Kaawiin ohsha wiihkaa nintete ishihcikehsii kihci kekoon, komaa kaye kekoonenhs kiishpin pinamaa eh⁠kakwecimihsik. Kaawiin hsa nintaa kaatamaakohsii i'iweni. Kaawiin i'i ta⁠ishihcikehsii!” okii'ikoon.
1SA.20.3	Miitahsh Tepit kaakii ahpimotc ekii ihkitotc, “Okihkentaan iitok weweni kitete e⁠saaki'iyan, miitahsh o'o wenci ihkitotc, ‘Keko hsa o'oweni Cwaanahtan oka kihkentansiin, maakishaa ta⁠kihci maanentam.’ Kehcinaac iko kaaTipenciketc wiin misiwe eh⁠tipenciketc, mii ehpiihci kehcinaa'entamaan, peshiko tahkohkiiwin ohsha ehta nintahpiihsaapantaan nipowin,” okii'inaan.
1SA.20.4	Miihsh o'o kaa'ikotc, “Aaniin hsa piko ke⁠ihkitoyan, ninka ishihcike!” okii'ikoon.
1SA.20.6	Kiishpin itahsh kitete metahsinitc, o'o hsa inaahkan, ‘Tepit hsa weweni ninkiih kakwecimik wewiip ewii ishaatc Pehtalihemink 
1SA.20.7	Kiishpin itahsh ihkitotc, ‘Pisaaniko,’ mii hsa 'i iinsan pisaan ci⁠ayaayaan. Kiishpin itahsh wiin nishkaatisitc, mii 'i ci⁠kihkentaman kekoon ewiih tootawitc. 
1SA.20.8	Taka tahsh kiin minotootawihshin, kitanohkii'aakan iitok nintinow ci⁠kanawentaman o'o kaashi ahshotamaatiyank. Kiishpin itahsh wiin kekoon eshi anaamentaakosiwaanen, kiin iko nihshihshin, keko memwehc ishiwinihshihken eshi'ayaatc kitete ci⁠nihsikooyaan,” okii'inaan.
1SA.20.9	Miihsh o'o Cwaanahtanan kaa'ikotc, “Kaawiin wiihkaa i'i ta⁠ishihsehsinoon! Kiishpin hsa kihkentamaan kehcinaac nintete kekoon wii‑inaahpinanihk, kaawiin ina niin kitaa wiintamawihsinoon?” okii'ikoon.
1SA.20.10	Miihsh Tepit kaa⁠ihkitotc, “Awenen itahsh ke⁠wiintamawitc kiishpin kitete nishkinahkwehtawihk?” kii‑ihkito.
1SA.20.11	O'ohsh okii'ikoon, “Ampe taka ishaataa weti mihshawahkamik,” okii'ikoon. Miihsh kaa⁠ishi ishaawaatc. 
1SA.20.12	Miitahsh o'o kaa‑ani'ikotc, “KaaTipenciketc hsa Isriyalak 
1SA.20.13	Kiishpin itahsh wiin kekoonini wii‑inaahpinanihk, taka kaaTipenciketc pisaan kekoon ninka inaahpinanik kiishpin wiintamawihsinowinaan, pakitinihsinowinaan kaye ci⁠tapasiiyan. Taka kaaTipenciketc kika wiiciiwik taapishkoo kaakii ishi wiiciiwaahpan ninteten. 
1SA.20.14	Kiishpin itahsh pimaatisiyaan, naakohtamawihshin kaashi minotootaaketc kaaTipenciketc, niin ci⁠nipohsiwaan! 
1SA.20.15	 Kiishpin itahsh nipoyaan, mii hsa peshikwan ishi minotootawaahkan tipinawe nintinawemaakanak. Mihsawaa kaye iko ahpii kaaTipenciketc caaki'aatc kaa⁠shiinkenimimihk o'omaa ahkiink, 
1SA.20.16	taka i'iwe kaashi ahshotamaatiyank kaawiin ta⁠piikonikaatehsinoon. Kiishpin hsa piikonikaatek, kaaTipenciketc hsa kika nana'ahsik,” okii'ikoon.
1SA.20.17	Miitahsh Cwaanahtan kaakii'inaatc Tepitoon miinawaa ci⁠ahshotamaakotc, aaniihsh okii ishi saaki'aan taapishkoo kaakii ishi saaki'itisotc. 
1SA.20.18	Miitahsh kaa‑ani ihkitotc, “Mii hsa 'i waapank ci⁠wiihkwantiiwahkamikahk oshkakoocink tipihkikiisihs, mii hsa ci⁠metahsinikooyan, kitehsapiwin aaniihsh ta⁠papishihshikwaa. 
1SA.20.19	Nihsokiishik itahsh weti kiih⁠kaasoyan, weti weyiip ishaahkan kaakii ishi kaasoyampan kii⁠maacii maanshihseyan. Weti tahsh ishi pii'oohkan kaashi apitc ahsin Esal 
1SA.20.20	Nihsink itahsh weti inahke ninkashi pimocike, ci‑ishinaakohcikeyaan taapishkoo eh⁠kakweta'aahkweyaan. 
1SA.20.21	Kwiiwisenhs itahsh ninka ishinisha'waa o'o ci‑inak, ‘Maacaan anta mihkan pihkwahkoon.’ Kiishpin hsa o'o inak, ‘Ontaahsinahke eshi'ayaayan ishi'ayaawan ini pihkwahkoon, piitoon itahsh,’ mii hsa 'i kiin ci⁠onci kihkentaman otishinihkaasowinink kaaTipenciketc e⁠ishi ahshotamawinaan kehcinaac iko kekoon ci‑inaahpinanikoohsiwan. 
1SA.20.22	Kiishpin itahsh wiin o'o inak a'a kwiiwisenhs, ‘Awahsinahke hsa eshi'ayaayan ishi'ayaawan ini pihkwahkoon, maacaan naasihkan,’ mii 'i iinsan kaaTipenciketc e⁠maacinisha'ohk! 
1SA.20.23	I'i hsa kaa⁠ishi ahshotamaatiyank, kaaTipenciketc iitok oka nehpici tipaatotaan o'o kiinawint eshi niishiyank ehkitoyank,” okii'ikoon.
1SA.20.24	Miitahsh Tepitoon kaa⁠ishi anta kaasonitc mihshawahkamik. Wecihcihsenik hsa ci⁠wiihkwantiiwahkamikaninik e⁠oshkakoocininitc tipihkikiisihsoon, Swaal 
1SA.20.25	Kaakii ishi nihtaa namatapitc itahsh aahsamaahtik inahke kii‑ishi onapi, Cwaanahtanan ekii oncishkawapinitc enaahsamapitc. Aapinar 
1SA.20.26	Kaawiin itahsh kekoon Swaal cikii onci ihkitotc i'i eh⁠kiishikaninik. Mii hsa 'i kaa⁠inentank, “Kekoon hsa kii‑ishi wahsitaawihsetook, kaawiin kehcinaac pehkentaakosihsiitok,” kii‑inentam. 
1SA.20.27	Miinawaa tahsh e⁠ani waapaninik niishin e⁠inakinsonitc, Tepitoon hsa kiih⁠pishihshikwaani eshi nihtaa namatapinihpan. Miihsh kaa'inaatc okosihsan Cwaanahtanan, “Wekonenini tahsh Tepit kaah⁠pionci anta wiihsinihsik piciinaako, noonkom kaye kaa⁠kiishikaninik?” kii‑ihkito.
1SA.20.28	Miitahsh kaa⁠ishi nahkwehtaakotc, “Tepit hsa weweni ninkiih pi kakwecimik ewii ishaatc ootenaank Pehtalihemink, 
1SA.20.29	ekii'ishitc, ‘Taka pakitinihshin ci‑ishaayaan, niinawint hsa kaa⁠inawentiyaank niwiih pakitinaahsomin weti ootenaank, niicihkiwensi tahsh ninkiih kanoonik weti keniin ci⁠ayaawak. Kiishpin itahsh menwaapamiwanen, taka hsa pakitinihshin ci⁠anta waapamakwaa niicihkiweyak.’ Miitahsh o'o kaa⁠onci ayaahsik kihciokimaan entanancikenitc.”
1SA.20.30	Miitahsh Swaal wiinke kaakii nishki'ikotc Cwaanahtanan ekii'inaatc, “Mintimooyewish, sheshiipihtank ohsha iinsan kitookosihsimik! Miitahsh e⁠kihkentamaan e⁠wiiciiwatc iinsan Tepit, kiin itahsh iko kitakaci'itis, kimaamaa kaye kitakaci'aa. 
1SA.20.31	Kaawiin ina kikihkentansiin minihk iko Tepit ke⁠pimaatisitc o'omaa ahkiink, wiihkaa ci⁠kihciokimaawihsiwan, ci⁠onahtehsinok kaye kitookimaawiwin? Maacaan itahsh naasihkaw, o'omaa ci⁠piinatc, ci⁠nihsintc!” kii‑ihkito.
1SA.20.32	Miihsh o'o kaa'ikotc okosihsan, “Wekonen hsa ke⁠onci nihcikaniwihpan? Aaniin hsa kaa⁠ishi mamaashiitc?” okii'ikoon.
1SA.20.33	Miitahsh Swaal kaakiih kakwe miihkokanaamaatc Cwaanahtanan i'i ociipowepinikan ekii wii nihsaatc. Miitahsh kaakiih kihkenimikotc ewii nihsaatc iinsan Tepitoon. 
1SA.20.34	Miihsh Cwaanahtan kaa⁠ishi pasikwiitc i'imaa kaakii ishi namatapitc ekii nishkaatisitc. Kaawiin cikii onci wiihsinitc niishin e⁠inakinsonitc, aaniihsh kii⁠onci maanentam oteten kaakii ishi maanshi tootawaanitc Tepitoon. 
1SA.20.35	E⁠ani waapaninik itahsh Cwaanahtan kii‑ishaa mihshawahkamik ekii anta waapamaatc Tepitoon. Kwiiwisenhsan hsa okii wiiciiwaan. 
1SA.20.36	Miihsh kaa'inaatc ini kwiiwisenhsan, “Maaciipahtoon ci⁠naasihkaman pihkwahkoon kaawiih pimocikaakeyaan.” E⁠ani pimipahtoonitc itahsh, paashicaya'ii inahke kii‑ishi pimocike. 
1SA.20.37	E⁠ocihcipahtoonitc itahsh kaa⁠ishi pankihsininikin pihkwahkoon kaakiih pimocikaaketc, miihsh Cwaanahtan kaa⁠ishi shaakowaanaatc, “Awahsinahke iitok ayaatokenan ini pihkwahkoon?” ekii'inaatc. 
1SA.20.38	Miihsh kaa'inaatc ekiih shaakowaanaatc ini kwiiwisenhsan, “Weyiip, weyiipisin iko, keko onci kipihciihken!” Miihsh ini kwiiwisenhsan wetookimaamikotc kaa⁠ishi maamooshakinaminitc ini pihkwahkoon ekiih piitoonitc. 
1SA.20.39	Ini tahsh kwiiwisenhsan kaawiin kekoon kii‑ishi matencikehsiiwan; mii ehta ko Cwaanahtan, a'a kaye Tepit kaa⁠kihkentamowaatc i'i. 
1SA.20.40	Miitahsh Cwaanahtan kaa⁠ishi miinaatc kwiiwisenhsan omiikaasowi aapacihcikanan, ekii'inaatc, “Maaciitoon ono ci‑ishiwitooyan weti ootenaank,” ekii'inaatc.
1SA.20.41	Kaa‑ani maacaanitc itahsh ini kwiiwisenhsan, miitahsh Tepitoon kaakii moohkiinitc eshi kaasonihpan eshi ahsiniihkaanik. Miihsh nihsink kaakii animihkohtaanitc mihtahkamik. Cwaanahtan itahsh okii ociimaan, okii ociimikoon kaye, ekii mawiwaatc kaye. Tepitoon itahsh nawac kii⁠kihci mawiwan. 
1SA.20.42	Miihsh Cwaanahtan kaa'inaatc Tepitoon, “Mii'i pisaan ishi maacaan, kikii'itimin iitok eshi saaki'itiyank owiinsowinink kaaTipenciketc, o'o ekii ihkitoyankipan, ‘KaaTipenciketc hsa kika tipaacimikonaan o'o kiinawint kaa⁠niishiyank kaashi ahshotamaatiyank. Taka iki kipiiwesiimak, keniin itahsh nimpiiwesiimak kaawiin wiihkaa oka piikonansiinaawaa o'o!’ ” okii'inaan. Miitahsh Tepitoon kaa‑ani ishi maacaanitc. Miihsh Cwaanahtan ootenaank kaa‑ani ishi kiiwetc.
1SA.24.1	Ahpii tahsh Swaal 
1SA.24.2	Miitahsh kaa⁠ishi kakiikinaatc nihsink mitaahswaahk 3,000 maawac wenishihshinitc shimaakanihsha' kahkina Isriyalahkiink ekii ontinaatc, ekii antone'waatc Tepitoon kaye otininiimini. Weti tahsh eshi ahsiniihkaanik Aahkowi maanatihkonk ecikaatenik okii ishi antone'waawaa'. 
1SA.24.3	 I'imaa tahsh kii‑ishi takohshin eshi wiimpaapihkaanik, ciikihkana eshi'ayaanikin eshi kipa'omintc maanahcaanihsha'. Miihsh i'imaa wiimpaapihkaank kaa⁠ishaatc ekii anta saaka'ank. Miitahsh i'imaa na'itaak Tepitoon, otininiimini kaye kaakii ishi kaasonitc nawac waahsa piintaapihk. 
1SA.24.4	Miihsh Tepit kaa'ikotc otininiima', “Mii hsa 'i noonkom e⁠ishi kiishikaninik kaaTipenciketc kaakiih tashintankipan o'o kii‑ihkitohpan, ‘Kika miinin hsa kaa⁠shiinkenimihk aaniin iko waah⁠tootawatc ci⁠tootawatc,’ ” okii'ikoo'. Miitahsh Tepit kaa⁠ishi kiimooci ishitaacimotc ekiih kihkentaakosihsik, ekiih pahkweshamawaatc eshi kiihkeyiikaninik Swaalan okashkiikiiwinini. 
1SA.24.5	Miitahsh piincaya'ii kaakii maacii mikoshkaatentank onsaam ekiih pahkweshank Swaalan okashkiikiiwinini. 
1SA.24.6	 Miitahsh o'o Tepit kaakii'inaatc otininiima', “Taka kaawiin kaaTipenciketc ninka pakitinikohsii o'o nahke ci⁠tootawaahsiwimak nintookimaaman, wiin kaakii onenimaatc ci⁠kihciokimaawinitc! Kekoon kaye ci‑inaahpinanaahsiwimak, miiwan iitok ini kaaTipenciketc kaakii onenimaatc!” kii‑ihkito. 
1SA.24.7	Miitahsh Tepit kaa⁠ishi kashkimaatc otininiima' ekii onci'aatc ci⁠papaamenimaahsinik Swaalan.
1SA.24.7	Swaalan itahsh kii⁠matwe pasikwiiwan, eh⁠saaka'aminitc ewi ani maacaanitc. 
1SA.24.8	Miitahsh kewiin Tepit kaa⁠ishi saaka'ank i'imaa wiimpaapihkaank ekiih shaakowaanaatc Swaalan, “Kihciokimaa, nintookimaam!” okii'inaan. E⁠matwe aapanaapinitc itahsh mihtahkamik kii‑ishi animihkohtaa ekii kihtenimaatc. 
1SA.24.9	Miihsh o'o kaa'inaatc, “Wekonen hsa wenci pisintawatwaa ininiwak kii‑ihkitowaatc, niin iinsan eh⁠kakwe nihsinaan? 
1SA.24.10	Inashke hsa kiwaapantamowaan noonkom kaa⁠kiishikaninik kaaTipenciketc ekii ishi pakitinihk kekii ishi nihsinaampaan o'omaa wiimpaapihkonk. Aaninta hsa ininiwak ninkii'ikook ci⁠kii nihsinaampaan, niin hsa piko kikiih koohpaasinawin, miihsh kaa⁠ihkitoyaan, ‘Kaawiin hsa ninka nihsaahsii nintookimaam, aaniihsh kaaTipencikenitc okii inenimikoon ci⁠kihciokimaawitc.’ 
1SA.24.11	Inashke tahsh Noos waapantan o'o kaa⁠tahkonamaan kaakiih pahkweshamaan kikashkiikiiwin! Eshi kiihkeyiikahk hsa kikashkiikiiwin ninkii pahkweshaan, kaawiin itahsh kikii nihsihsinoon. Mii hsa 'owe ke⁠onci kihkentamampan, ke⁠onci nihsitohtamampan kekoon e⁠ishi anaamentaakosihsiwaan, eh⁠shashiipihtansiwaan kaye. Kaawiin hsa kekoon kitishi mamaashiihkantawihsinoon, shaakooc itahsh kinantone'osh ewii nihshiyan. 
1SA.24.12	Taka hsa tahsh kaaTipenciketc kika onaahkonikonaan kaashi niishiyank, taka kaye wiin oka nana'ahtoon kaashi mamaashiihkantawiyan, niin itahsh kaawiin kekoon kika onci papaamenimihsinoon. 
1SA.24.13	Mii iitok o'o ehkitoomakahk kehte'ihkitowin, ‘Meci'ishiwepisiihkaank iitok onciimakan macikekoon.’ Kaawiin itahsh niin nininciink kiwii onci papaamenimihsinoon. 
1SA.24.14	 Awenenan itahsh Isriyali kihciokimaa kekwe nihsaatc? Awenenan kaa⁠papaaminisha'waatc? Kaa⁠nipotc animohsh iitok kaa⁠piminisha'watc, komaa kaye otihkomimaa? 
1SA.24.15	Taka hsa kaaTipenciketc wiin oka onentaan o'o kaashi niishiyank awenen memaashiikwen Taka wiin kehcinaac ninka naatamaak, wiin kaye ninka shaapwii'ik kiin onci,” okii'inaan.
1SA.24.16	Ahpii tahsh o'o kaa⁠ishkwaa'inaatc Swaalan, miitahsh kaa⁠matwe'ikotc, “Kiin ina'a kaa⁠kiikitoyan Tepit ninkosihsink eneniminaan?” Miitahsh kaa⁠ishi matwe kishiiwenitc ekii mawinitc. 
1SA.24.17	Miitahsh kaye kaa⁠matwe'ikotc, “Nawac iinsan kiin kwayahk kitinaatis, weweni kota eh⁠tootawiyan, niin itahsh noociko eh⁠tootawinaan. 
1SA.24.18	Noonkom hsa kaa⁠kiishikahk kinaakohtamaw e⁠minotootawiyan, ekii nihshihsiwan, aanawiin kaaTipenciketc ekii ishi pakitinitc kekii ishi nihsiyampan. 
1SA.24.19	Wiihkaa na inini ishihcike e⁠mihkawaatc kaa⁠shiinkenimaatc, kekoon itahsh ci‑inaahpinanaahsik? Taka hsa kaaTipenciketc weweni kika tipa'amaak i'i kaashi minotootawiyan noonkom kaa⁠kiishikahk! 
1SA.24.20	Ninkihkentaan itahsh kaye kehcinaac ci⁠ani kihciokimaawiyan, kitookimaawiwin ci⁠onahcikaatek o'omaa Isriyalahkiink 
