MAT.1.1	Coa co cuatia Jesu Cristo moñemoñajaré ypycue guare. Jaé Davidrejegua, ja Abraamrejegua avei.
MRK.14.5	Icatu vaerâ moa oñeñemû jepyvé trescientos pirapire gui reje, ja jepycue oñemeê vaerâ moa umi mboriaju cuerape. Ja ipochy eterei ichupe. 
MRK.14.6	Upei catu Jesus jei: Tové! Pejeyante ichupe! ¿Maerâpa pemuanguecoi ichupe? Tembiapo pôrâ oyapo Cheve. 
MRK.14.7	Oime voí pereco tapiá penendive umi mboriaju cuerape, ja peyapose jaárape iya peême peyapo pôrâ ichupecuera. Cheve catu nda Che rerecoi tapiá penendive. 
MRK.14.8	Pe icatúva voínte, upeva catu oyapo jae. Oñemo tenondé omojyâcuâ Che rete añeñotŷ rôguârâ. 
MRK.14.9	Añeté Che jae peême mamo oñemo jêrâcuâ jaguâme co Evangelio gui co ybyari co oyapo vaecue upéva oñemombeu vaerâ oñemandua jaguâ jesé. 
MRK.14.10	Upei catu pe Judas Iscariote peteî umi doce rejeguáva ou umi paí ruvicha rendape omeê jaguâ Ichupe ipope cuera, 
MRK.14.11	ja jaecuera ojendú pype jeiva oguerojorŷ yoa ja oicuameê Ichupe mbaerepŷ. Upei catu jae omaña oicovo iya pôrâ ramo guârâ ichupe omeê jaguâ Ichupe ipope cuera.
MRK.14.12	Ja pe mbuyape caraí ñypyrújá ára oñembosacoí pe pascua peguârâ, jei Ichupe jemimboe cuera: ¿Mamópa reipota rojo rombosacoí jaguâ reu jaguâ co pascua mbae? 
MRK.14.13	Ja Jae omondo mocoî jemimboe cuérava ja jei ichupecuera: Tapejó pe tetâme ja pejuvaitîne peteî cuimbaepe oguerajáva cambuchiŷ. 
MRK.14.14	Tapejó japycueri ja mamo oiké jaguâme peye pe ogayárape: Ore poromboejára jeiuca ndeve ¿Mamópa oime coty jau jaguâ co pascua rejeguarâ Che remimboe cuera ndive? 
MRK.14.15	Ja jae ojechaucane peême peteî coty tuvichava oñemyatyrô pôrâva. Pembosacoínte upepe ñandeve yajávo guârâ. 
MRK.14.16	Upei catu jemimboe cuera osê ojo ja ôguajê pe tetâme ja oyuju Jae jei jagueichante voí. Ja upeicha ombosacoí pascua oico rôguârâ.
MRK.14.17	Ja caarúma ramo Jae ojo umi doce rejeve ja oguapy carujápe ja ocaru jicuai. 
MRK.14.18	Ja Jesús jei ichupecuera: Añeté jae peême oimejá peteîva peêcuérava Che yapyjŷucá vaerâ. Upéva catu ocarúva jina Chendive voí. 
MRK.14.19	Ja oñypyrú jaecuera oyepyapŷ ja peteî teî jei Ichupe: ¿Ndajaéipane Che? 
MRK.14.20	Ja Jae jei ichupecuera: Peteîva peê docevéva gui, upéva jae, pe omyakŷva Chendive mbuyapé co ñaembépe. 
MRK.14.21	Co Caraí Raŷ voí ojota jina oyeé jagueicha Ichugui Santa Escriturape. Angai pe cuimbae oyapyjŷucá vaerâ co Caraí Raŷpe! Ipôrâve vaerâ moa máramo oñemoña ŷ rire upe cuimbae. 
MRK.14.22	Ja ocaru pype jicuai Jae oipyjy mbuyape ja ojovasa ja oipejaâ ja omeê ichupecuera ja jei: Coina cóva Che reté. 
MRK.14.23	Upei catu oipyjy pe mbayru, ja ojovasá ja omeê ichupecuera ja opavavé jou ichugui, 
MRK.14.24	ja Jae jei ichupecuera: Cóva Che ruguy oñejê vaerâ jeta rejejápe omoî jâtâ jaguâ pe Tûpâ Ñandeyára remicuameêmbyré. 
MRK.14.25	Añete Che jae peême Che ndaŷú vei jaguâ co parralayuá rycué gui pe jaára peve jaŷú jaguâ yeby ipyajúva Tûpâ Ñandeyára rendape yvágape. 
MRK.14.26	Upei catu opurajéi pe mburajéi ja uperire osê ojovo pe itáatŷra Olivaspe. 
MRK.14.27	Ja upépe Jesús jei ichupecuera: Peê opáva peñembo pyávaíta jina yoa, oyeé jagueicha Santa Escriturape: Aicutúne pe ovecha rerecuápe, ja umi ovecha oñemuasâimbané. 
MRK.14.28	Upegui aicove yeby rire ajane pene renonde Galileape. 
MRK.14.29	Ja Pedro jei Ichupe: Opáva oñembo pyávaí ramo yepe, che ajanichene. 
MRK.14.30	Ja Jesús jei ichupe: Añeté Che jae ndeve coanga co pyjaré voí osapucai mboyvé ryguasu mocoî yeby nde Che momârâne raé mbojapy yeby. 
MRK.14.31	Upei catu jae oñeê jâtâvé: Tecôtevê ramo yepe amano Nendive máramo no romomârâi chene Ndeve. Upeicha avei jei umi ambuecue yoa.
MRK.14.32	Ja ou jicuai pe Jendápe jérava Getsemané ja Jae jei jemimboe cuerape: Peguapŷ coápe añemboepá peve Che. 
MRK.14.33	Ja oguerajá ondive Pedrope ja Santiagope ja Juanpe ja oñypyrú oñemonguŷjŷyé ja oyepŷapŷ eterei, 
MRK.14.34	ja jei ichupecuera: Che pya mbyasy tuvichaite eterei amano jaguâicha yepe. Pejaârôke ape ja pemaña. 
MRK.14.35	Upei catu Jae ojo tenondemi ja oyeity ybype ovapŷvo, ja oñemboe oyerurévo icatuta ramo ojasa rei jaguâ Ichugui pe ára pojyi, 
MRK.14.36	ja jei: Abba, Che Ru, opambae iya Ndeve reyapo jaguâ. Eipeá Chejegui co mbayru. Opaichavo nda Che rembipotai. Ne rembipotante vaerâ. 
MRK.14.37	Upei catu ou yeby ja oyuju ichupecuera oké jicuai ja jei Pedrope: Nde, Simon ¿rekepa reina? ¿Ndicatuipa raé remaña reké ŷ reje sapyamiminte yepe? 
MRK.14.38	Pemañante ja ani peké ja peñemboe ani jaguâ peiké pe aña pende pyá raâ jaguâme. Pende pyaguasú ja pende kyreŷ ramo yepe, ipituánte pende reté. 
MRK.14.39	Ja Jae ojo yeby ja oñemboé jeivo umi ñeê voínte jei vaecue. 
MRK.14.40	Upei catu ou yeby ja oyuju ichupecuera oké jicuai jopejyieté voí jaecuera, ja upeagui ndoicuaai jei vaerâ Ichupe. 
MRK.14.41	Ja ou ramo Jendápe cuera mbojapy yeby jápe jei ichupecuera: Pekénte ja pepytuú. Ipôrâma, jiáraguâjêma, ja co Caraí Raŷ oñemeêtama umi angaipavóra pope. 
MRK.14.42	Pepuânte yajá! Jiâguima jina pe Che yapyjŷucájarâ.
MRK.14.43	Upeyave oñeê pypé Jae jina ou pe Judas umi doceve rejeguare petei ja oime jendive jeta tecove ouva kysé pucu rejeve ja ybyrá rejeve, umi pai ruvicha ja umi escriva iñarandu reíva ja caraí ituyáva remimbou cuera umia. 
MRK.14.44	Ja upe iyapyjŷucájarâ oñomomarandú ma racae oñondive ja jeima racae ichupecuera: Upe che ayurupytéva upéva Jae. Peipyjŷnte Ichupe peñapytînte jâtâ ja perajá. 
MRK.14.45	Upeicha ou voí ja oñemoânguívo Ichugui jei Ichupe: Rabbí! Che poromboejára! ja upeicha oyurupyté Ichupe. 
MRK.14.46	Upevove oyapocoí Jese ja oyocó Ichupe. 
MRK.14.47	Upei catu peteîva umi oñemboŷva jina upepe ôguenojê ikysé pucu ja oicutu pe pai ruvicha rembiguaipe ja oinambió. 
MRK.14.48	Upei catu Jesús jei ichupecuera: ¿Peyúpa peina peê imondajá vaicha reje Che yapyjŷ jaguâ Cheve pende kysé pucu ja ybyrá rejeve. 
MRK.14.49	Opa árape aime vaecue aicovo pene ndive tûpâope ja nda chepyjŷi. Upeichante vaerâ voí oico jaguâ jecópe pe Santa Escriturape oyeé vaecue. 
MRK.14.50	Upemaramo ojeyápa Ichupe jemimboe cuera yoa ja oñeguajêmba. 
MRK.14.51	Oimente peteî cariaŷ jete opívo oñemo âcâjoyánte ojóva japycueri, ja oipyjŷ ichupe jaecuera, 
MRK.14.52	ja jae ojeyá iñâcâjoyá ja oñeguajê ichugui cuera opívo.
MRK.14.53	Upei catu oguerajá Jesúspe pe pai guasu rendape ja oñembŷatŷ Jendápe opa umi pai ruvicha ja caraí ituyáva ja umi escriva iñarandú reíva. 
MRK.14.54	Ja upe aya Pedro ou jina japycueri mombyry guive ôguajê meve pe pai guasu corapy peve. Ja opyta upepe oguapy jina umi tembiguai ndive ja oyepeé jina pe tata ypype. 
MRK.14.55	Ja umi paí ruvicha ja opa umi iñarandúva yoa ojeca oicovo omboyá vaerâ Jesús reje icatu jaguâ oyucauca jaguâ Ichupe. Ja ndicatui oyuju mbaeve. 
MRK.14.56	Ja oime ramo yepe jeta omboya rei vaecue Jesé yapujápe tuvicha oyuabŷ oyuejegui cuera iñeême. 
MRK.14.57	Upei catu opuâ omboyá reíva Jese yapujápe ja jei: 
MRK.14.58	Ore rojendu jei ramo Jae: Che ambuaipáne co tûpâo iyapopŷré cuimbaepó rupi ja mbojapy arajápe amopuâ yebyne ambue oyeyapo ŷ vaerâ cuimbae pó rupi. 
MRK.14.59	Opaichavévonte nda upeichai yepe oyoyá oñondive pe jeívape. 
MRK.14.60	Upei catu pe pai guasu opuâ oñemboŷ iyapytépe cuera ja oporandú Jesúspe jeivo: ¿Ne reñeêipa mbaeve Ndeyeje? ¿Mbaé mbaépa oicuaaucá umiva co omboyá vaecue Ndereje? 
MRK.14.61	Ja Jae okîrîrî ja mbaeveté ndeiri. Upévareje pe pai guasu oporandu yeby Ichupe ja jei: ¿Nde pipo pe Cristo upe Imarangatúetéva Raŷ? 
MRK.14.62	Ja Jesus jei: Che jae! ja peê pejechane co Caraí Raŷpe oguapŷ ramo pe Ipuacaitéva acatua cotŷ ja ou yeby ramo yvágagui araí apytepe. 
MRK.14.63	Upei catu pe pai guasu omondoró iyao ja jei: ¿Maerâpa ñaicôtevêvé ambue reje oñeê vaerâ? 
MRK.14.64	Peê voí pejendúma rae peêcuera iñeê oñeê vaíja Tûpâ Ñandeyára reje. ¿Mbaépa peimoâ peê? Ja opavave jaecuera omoî vaí Ichupe jeivo iyajá Ichupe oyeyucá jaguâ. 
MRK.14.65	Ja oime oñypyrú oindybú Jese ja oyajoí jová Ichugui ja ojovapeté ja upei jei Ichupe: Ejaûvônte oréve. Ja umi tembiyocuai oguerajáva Ichupe ojovayocá Ichupe. 
MRK.14.66	Ja oime pypé Pedro pe cora pype iguŷetépe ou peteîva pe paí guasu rembiguai cuñáva, 
MRK.14.67	ja ojecha ramo Pedrope oyepeé jina ramo omaê jese ja jei: ¿Nde avei reico vaecue pe Nazareno Jesús ndive? 
MRK.14.68	Ja jae oñomî ja jei: Che ndaicuaai Ichupe ja ndaicuaai yepe mbaépa jeise co nde eréva. Upei catu osê pe okê gui ocápe, 
MRK.14.69	ja pe cuñatâí ojecha ramo ichupe, jei yeby umi oñemboŷva jicuai upepe: Peva catu peteîva jaecuerava avei. 
MRK.14.70	Ja jae oñomî yeby jeívo: Ajaniri! Uperiremi umi oñemboŷva jicuai upepe jei yeby Pedrope: Añeté nde Jese cuéragua. Nde Galileaŷgua voí. 
MRK.14.71	Upei catu omondopá ichupecuera añaretâme ja oñeê jâtâ Tûpâ rérape jeivo: Che ndaicuaai co caraípe peporandú jague cheve. 
MRK.14.72	Ja upevove osapucai mocoî yeby jápe ryguasu. Ja Pedro imanduá voí Jesús ñeêngue reje jei ramo guaré ichupe: Ryguasu sapucai mboyvé mocoî yebyjápe, Che momârâma neraé mbojapŷ yeby. Ja imanduá pype upea reje oyajeó.
MRK.15.1	Upegui pyjarevé coêmba yave umi pai ruvicha oñomonguetá pype jicuai umi caraí ituyáva ja umi escriva iñarandu reíva ja opa umi caraí mburuvicha cuérava, oguerajá Jesúspe oyepocuajápe ja omeê Ichupe Pilato pópe. 
MRK.15.2	Ja Pilato oporandú Ichupe: ¿Ndépa Judio cuera ruvicha guasu? Ja Jesús jei ichupe: Che jae, nde eré jaichante voí. 
MRK.15.3	Upeyave umi pai ruvicha jetambae omboyá yoa Jese. 
MRK.15.4	Upeareje Pilato oporandu yeby Ichupe jeivo: ¿Ne reneêipa mbaeve Ndeyeje? Peina jeta omboyáva jicuai Ndereje. 
MRK.15.5	Opaichavévo Jesús ndeiri mbaeveté. Ja upeagui tuvichaité ojecharâmô Pilato.
MRK.15.6	Ja pe areté guasu yavé jae opoí vaecue yepi ichupecuera peteîva umi ybyracuá rógape oivagui oyerurejaichaguá jaecuera. 
MRK.15.7	Ja uperamo voí oime peteî cuimbae jérava Barabbás oiva ybyracuá rógape, upeva peteîva umi opuá vaecue mburuvicha reje ja umi oporoyucá vaecue pe aybú guasú yave. 
MRK.15.8	Upeicha oñembyatŷ yoa pe tetaŷgua ja oñypyrú oyerure rure toyapo tapiá oyapo jagueicha ichupecuera. 
MRK.15.9	Ja Pilato oporandú ichupecuera jeivo: ¿Peipotapa apoí peême co Judio ruvicha guasugui? 
MRK.15.10	Jae oicuaa voí ipyavaí gui umi pai ruvicha omeê jague Ichupe ipope. 
MRK.15.11	Ja umi pai ruvicha oñatôi atôi umi tecové atŷrape oyerure ruré jaguâ topoí ichupecuera pe Barabbás gui. 
MRK.15.12	Upei catu Pilato oporandú yeby ichupecuera: ¿Mbaépa upeicharamo peipota ayapo co pembojérava Judio ruvicha guasu? 
MRK.15.13	Ja jaecuera osapucai yeby: Peyucánte ichupe curusu reje. 
MRK.15.14	Ja Pilato jei ichupecuera: ¿Mbae ivaívapa oyapo raé Jae? Ja jaecuera osapucai jâtâ jâtâve: Peyucá catu ichupe curusú reje! 
MRK.15.15	Upei catu Pilato ombuayésegui umi tecové atŷrape opoí ichupecuera Barabbás gui ja oinûpâucá rire Jesúspe omeê Ichupe ipope cuera oyeyucá jaguâ curusú reje.
MRK.15.16	Upemaramo umi tembiyocuai omoingué Ichupe pe mburuvichá roga guasu cora pŷpé, ja ombyatypá rire iñîrûnguera atŷrape, 
MRK.15.17	omondé Ichupe ao jobŷvape, ja oñopê ñuatî ja omoî Ichupe iñâcâ reje, 
MRK.15.18	ja oñypyru oñesû Ichupe jeivo: Eicové catu nde Judio ruvicha guasu! 
MRK.15.19	Ja oinûpâ Ichupe iñâcâ reje tacuarí pypé ja oindybú Jesé, ja ombuete guaú Ichupe oñesûjápe. 
MRK.15.20	Ja oñembojorŷpa rire Jesé omboí pe ao jobŷ ja omondé yeby Jesé iyaóteé. Ja upei oguerajá Ichupe ocápe oyuca jaguâ Ichupe curusú reje. 
MRK.15.21	Uperamo sapya oime ojasava jina peteî carai Simon Cireneŷgua, pe Alejandro ja Rufo ru, ou ramôva jina ocáragui. Ja omoî iyatiŷ ári pe curusu oguerajá jaguâ. 
MRK.15.22	Ja omboguata Ichupe upe Jendápe jérava Golgotape (pe “âcâ cangue cué rendá” yae mo avá ñeême). 
MRK.15.23	Ja omboŷú Ichupe vino oyoparáva pôjâ rejeve, ja Jae ndoŷúsei. 
MRK.15.24	Upei catu omoî Ichupe pe curusú reje. Uperire oñomboyaó iyaocue gui oñembojaraí pypé jesecuera yajecha mávapa oipyjy vaerâ. 
MRK.15.25	Ja pyjarevé asayémi ramo las nueve rupi omoî jague Ichupe pe curusú reje. 
MRK.15.26	Ja oime peteî cuatia ojaí jagué pe imboyapyré Jesé, omoî vaecue iñâcâ ári coicha: Judio ruvicha guasu. 
MRK.15.27	Ja omoî icurusu cuera reje Jendive mocoî mondajárape iyŷkécoty oyovai peteî iyacatua cotŷ ja pe ambue iyasú coty. 
MRK.15.28	Upeicha oico jecópe pe Santa Escritúrape oyeé vaecue: Jae oyepapá umi iñañáva apytepe. 
MRK.15.29	Ja umi ojasava jina omomârâ Ichupe oñeâcâvováva Jese jeivo: Nde catu rembuai moa vaecue tûpâo ja remopuâ moa vaerâ mbojapy arajápe, 
MRK.15.30	egueyŷnte co curusu gui Ne mârâ ŷ jaguâ. 
MRK.15.31	Upeicha avei umi pai ruvicha ja umi escriva iñarandú reíva oñembo jorŷ Jese jeivo oyoupecuera: Umi ambue cue cuerape omojesâimbá vaecue, oyupe catu ndicatui oñemojesâi. 
MRK.15.32	Co Cristo Israel ruvicha guasu togueyŷnte angaite voí curusu gui ore rojecha jaguâ, ja roguerovia jaguâ. Upeicha avei umi Iyŷkécotŷ oyovai oiva curusú reje cuera oyaó Ichupe. 
MRK.15.33	Ja pe ára mbyte guive iñypytûmba opa pe tetâ rupi iyerecuévo asayé caarú peve. 
MRK.15.34	Ja upepé voí Jesús osapucai jâtâ jeivo: Eloi Eloi Lama Sabachthani! Che Tûpâ Ñandeyára, Che Tûpâ Ñandeyára, ¿maerâpa Che reya? 
MRK.15.35	Ja oime umi oñemboŷva jicuai ojendu ramo Ichupe jei: Peina ojenôi Eliaspe. 
MRK.15.36	Ja oime petei oñani ja ombojycué esponja ŷjái gui ja omoî tacuarí apŷrá reje ja ojupityucá Ichupe ja omboŷú Ichupe ipypé. Ja jei Pejeyante! Yajecha oúpa Elias omboí jaguâ Ichupe. 
MRK.15.37	Upei catu Jesús osapucai jâtâ ja oyejekyi. 
MRK.15.38	Ja upeyave pe ao yepysójá tûpâope osoró mbytepe oyejegui reínte yvate guive yby peve.
MRK.15.39	Ja pe mburuvicha oñemboŷva jiconi Jenondepe voí ojecha ramo oyejekyi jague, jei: Añetejápe cóva Tûpâ Ñandeyára Raŷ raé. 
MRK.15.40	Ja oime avei cuña caraí omaêva jicuai mombyrŷ gui, umia paûme oime Maria Magdalena ja Maria pe Santiago Michi sŷ, ja José sŷ, ja pe Salome, 
MRK.15.41	umi omoîrû vaecue Ichupe oico ramo guare Jae Galileape ja oyeyocuaiuca vaecue Ichupe. Ja oime avei jeta ambue cuera omoîrû vaecue Ichupe ou ramo guare Jerusalempe.
MRK.15.42	Ja caarúma ramo oija reje pe oñembosacoí jaguâ ára pe sabado areté ára guârâ, 
MRK.15.43	ou pe José pe Arimateaŷgua caraí guasú iñarandúeté iyojeipyré ojaarôva voí jiconi oñemoingo jaguâ pe teco marangatu Tûpâ Ñandeyára rejegua, upéva catu oike poŷjuŷjape pe Pilato rendape ja oyeruré ichupe Jesús retecue reje. 
MRK.15.44	Ja Pilato ojecharâmô jei ramo ichupe omanoma jague Jae. Upeareje ojenôiucá pe mburuvichape ja oporandú ichupe: ¿Añetépa omanóma raé? 
MRK.15.45	Ja oicuaa pôrâma ramo pe mburuvicha yuru rupi añetéjá, omeêucá pe jetecue Josépe. 
MRK.15.46	Upeva voí oyoguáma raé ao oñuâ jaguâ, ja omboíma ramo jetecue oñuâ pe ao pypé ja oñotŷ Ichupe itácuárape itá guasu oñembocuá jaguepe, ja upei ombuapayerei peteî itá iyapuáva pe itacuá yurú reje. 
MRK.15.47	Ja Maria Magdalena ja Maria José sŷ omaê jicuai pe oñeñotŷ jague.
MRK.16.1	Uperire ojasama ramo pe sabado ára pe Maria Magdalena, Maria, Santiago sy, ja Salome oyoguá pôjâ jyâcuâ pôrâva ojo jaguâ omoná jaguâ Jese. 
MRK.16.2	Ja pyjarevété pe ñypyrújá árape cuarajŷ osê rire ojo jicuai upe oñeñotŷ jaguepe, 
MRK.16.3	ja jei oyoupe jicuai: Avápa ombuapayereine pe itá ñandeve pe itacuá yurú gui? 
MRK.16.4	Ja omaê ramo ojecha pe itá oñembo apayereima jague: tuvicha nico raé pe itá. 
MRK.16.5	Ja oikéma ramo pe itacuápe ojecha peteî cariaŷ oguapŷva jina iyacatua cotŷpe oñeñuâva ao pucu morotîme, ja ojecharâmô oñemondŷi. 
MRK.16.6	Ja jae jei ichupecuera: Ani peñemondyi. Peê pejeca peina Jesús pe Nazarénope omano vaecue curusu reje. Jae oicove yebyma. Ndiporivéima coápe. Coina ape Jendague oñemoî jague. 
MRK.16.7	Tapejónte, peye umi jemimboecuérape ja Pedrope avei Jae ojómajá peê mboŷve pene renondepe Galileape. Upepe peê pejecháne Ichupe Jae jei jagueicha peême. 
MRK.16.8	Upei catu jaecuera osê oñeguajê pe oñeñotŷ jaguegui, okyjŷyé oryryipá, ja oñemondŷi. Ja ndeiri mbaeveté avavépe okyjŷye eterei gui.
MRK.16.9	Jae oicove yebyma raé voí pyjareveté pe ára ñypyrújápe, ja oyejechaucá Jae Maria Magdalenape pe Jae oity jague siete mbaepochy. 
MRK.16.10	Ja upeva ojo ja omombeu umi oico vaecuepe Jendive ipyambyasy ja oyajeo gueteri jicuai. 
MRK.16.11	Ja jaecuera ojenduma ramo Jae oicove yebymajá ja upeva ojecha jague Ichupe ndo gueroviasei. 
MRK.16.12	Uperiremi Jae oñemoambue oyejechaucávo mocoî jaecuéravape oguatáva jicuai oyeói ocárape. 
MRK.16.13	Umiva avei ojo ja omomarandú umi ambuecue cuerape. Ja ndo gueroviai ichupecuera yepe.
MRK.16.14	Uperire ipajápe Jae oyejechauca umi once jemimboe cuerape oguapyva jicuai ocarujápe, ja Jae oyao ichupecuera ndo gueroviai járeje ja ipya jâtâjá reje, ndo gueroviai jaguereje umi ojecha vaecuepe Ichupe oicove yeby rire umi omano vaecue paûgui. 
MRK.16.15	Ja Jae jei ichupe cuera: Tapejo oparupi co ybyári iyerecuévo ja pemojerâcuâ co Evangelio opa ybypóra opa tetâmeguape. 
MRK.16.16	Oimeraêva ogueroviáva ja oñemongaraíva opyta pôrâ vaerâ Tûpâ Ñandeyára ndive. Oimeraêva ogueroviaŷva oñemoî vaí vaerâ. 
MRK.16.17	Ja oimene mbae jechapyrâ omoañeté vaerâ pe jeiva umi oyeroviáva jicuai. Cóicha rupi voí Che rera rupi oity vaerâ mbaepochy, oñeê vaerâ ñeê ambue ipyajúvape, 
MRK.16.18	ja ojupi rei vaerâ mbói ipope ja sapyá joŷú ramo mbae ivaíva oyuca vaerâichagua na imârâ vaerâi, ja omoî ipo cuera umi jasŷva reje ja jesaîmba vaerâ.
MRK.16.19	Upeicha Ñandeyára Jesús oñeêmbáma ramo, sapyaite oyererajá yvaté cotŷvo yvágape, ja oguapy Tûpâ Ñandeyára acatuape. 
MRK.16.20	Ja jaecuera osê oparupi omojerâcuâvo, ja Ñandeyára oipytyvô ichupecuera ja omoañeté iñeê umi mbae jechpyrâ oicova jeseve voí rupi. Amen. Ja oimeraêva mbae oyeé vaecue ichupecuera, jaecuera omombeupá jecópe mbykymi Pedrope ja umi jendiveguápe. Ja uperire Jesús ae omondo omboyecuaa vaerâ oparupi pe cuarajy resê cotŷ guivó pe cuarajy reiké cotŷ pevé pe jêrâcuâ marangatú máramo ocañŷ ŷ vaerâ pe ñande reco mârâ ŷ jaguâ tapia guârâ reje.
LUK.1.1	Jeta voí oime umi oñejaâ vaecue omoi pôrâ oicuaauca jaguâ jecópe opa umimbae yaroviava iyerovia catupyrâ, 
LUK.1.2	omombeu jagueicha ñandeve umi jechajaré voí oico vaecue iñypyrûmbŷ guive, umi oñemoingo vaecue Ñandeyara rembiyocuai ramo pe Iñeê rejeguarâ. 
LUK.1.3	Upeicha avei jiâ co cheve amboyejupá jecópe opa umi mbae iñypyrumby guive amoî pôrâ jaguâ jecópe co cuatia ñeême ndeveguara voí, che caraí guasu, Teofilo. 
LUK.1.4	Upeicharamo, icatu nde reicuaa pôrâve vaerâ añetejá coa ñeê reñemboe jague.
LUK.1.5	Yma oico ramo jiconi mburuvicha guasu Herodes pe Judeape, oico vaecue peteî caraí paí jérava Zacarías, umi Abías reŷi rejegua: oime jembireco, upe Aaron rejegua cuérava, jérava Elizabet. 
LUK.1.6	Umi mocoîve jecopôrâva Tûpâ Ñandeyára ypype, ja iyojeipyré, ombuayepá oicovo jecópe Ñandeyára rembiapoucapy pe teco marangatu rejegua, 
LUK.1.7	ja nda itayrai, na jesâi jaguereje pe Elizabet, ja oime avei ituyama jae ja inguainguima jembireco.
LUK.1.8	Oyeju vaecue sapya ombaapo pypé oicovo paí râ pe Zacarías Ñandeyára ypype, iya yave ichupe oico jaguâ tûpâope, 
LUK.1.9	aco oyepocuaa jagueicha umi pai cuera, oime jaejáma omotîmbó jaguâ. Ja upeicha jae oiké racae Ñandeyára tûpâope, 
LUK.1.10	ja oñembyatypá jicuai ocápe ja oñemboŷ jicuai upe omotîmbo ramo jiconi. 
LUK.1.11	Uperamo sapyaite oyejechauca ichupe peteî Ñandeyára remimbou oñemboŷjápe jina pe oporomotîmbója renda acatua coty. 
LUK.1.12	Ja ojecha pypé ichupe, Zacarias oñemondŷi tuvicha ja okyjŷye cacuaá. 
LUK.1.13	Upei catu jei ichupe pe yvapegua: Ani rekyjŷye, Zacarias, pe nembae yerure oñejendúma ja ne rembireco Elizabet imembyráne, ja pe nde raŷpe rembo jéra vaerâ Juan. 
LUK.1.14	Upéva vaerâ nembobŷájarâ ja nde rerojorŷeténe ichupe ja jeta oguerojoryne pe oñemoña jague reje. 
LUK.1.15	Tuvicha voí vaerâ Ñandeyára ypype ja ndouichene mbaeveichagua oñemongaúva ja jenyjê vaerâ Espiritu Santo gui isy rygue ypy guive yepe, 
LUK.1.16	ja jeta umi Israel cuéravape ombojecopôrâ yebyne jae Tûpâ Ñandeyára rejeguarâ. 
LUK.1.17	Jae oicone jenonderâ pe Elias pyaguasú cué ja ipuaca cué rejeve ombo pyapôrâ jaguâ umi tuva cuera itayra cuerape omo ñoñyrôvo iyoupecuera, ja ombo jeco pôrâ jaguâ umi iñeêrendúsévape iñâcâ pôrâ jaguâ pe teco marangatuvarejegua vaicha, ja ombosacoi jaguâ Ñandeyára peguarâ peteî tetâ oñemo tyarômbavarâ. 
