MAT.1.1	Quemënga imnamna Jesucristbe bëts taitanga: Jesucristna Rey David y Abrahámbents̈ana ents̈á inamna.
MRK.15.9	Y Pilato tojanë́jua: —¿Ts̈ëngaftanga s̈mojtsebos̈e ts̈ëngaftangbe rey ats̈e chjëtsboshjona ca?
MRK.15.10	Chca tojánayana, er Pilato yojtsetáts̈ëmbo, chë bachnangbe amë́ndayëngna envidia causa Jesús chabe cucuats̈iñe tmojánboshjonama. 
MRK.15.11	Pero chë bachnangbe amë́ndayëngna ents̈anga tmojanañemó chamuenbouénanama, Pilato jauyanama chëngbiama Barrabás chabuatsboshjona ca. 
MRK.15.12	Y Pilato tojanatjá: —¿Y nts̈amo chjama chë “judiëngbe Rey ca” s̈monduabobuatmáftaca ca?
MRK.15.13	Y chënga tmojanáyebuachena: —¡Motsecrucificá ca!
MRK.15.14	Y Pilato ents̈anga tojanë́yana: —¿Ndáyeca? ¿Nts̈amo cha tojobuachjanguá ca?
MRK.15.14	Pero chëngna más añémoca tmojtë́tanayebuachena: —¡Motsecrucificá ca!
MRK.15.15	As Pilato, ents̈ángaftaca ts̈abá joquédama yojtsebós̈eyecna, Barrabás tbojtanboshjona. Yojámëndaye soldadënga jabuache Jesús chamotsets̈enama; y chents̈ana soldadëngbe cucuats̈iñe tbojánboshjona, chamocrucificama.
MRK.15.16	Chents̈ana, chë soldadënga Jesús tmojanánatse chë mandadbe bëts yebnents̈a chashjoye, y nÿetsca soldadënga tmojánachembo chamobéconama. 
MRK.15.17	Shbuenda uafjatsenga uinÿna ents̈ayá mo reycá tmojanichëtjo; canÿe coronë́sha tmojanapormá uchmas̈ë́fjangaca y tmojanabests̈ajó. 
MRK.15.18	Y chents̈ana tmojanonts̈é jachuayana: “¡Bayté judiëngbe Rey cochtsemna ca!”
MRK.15.19	Canÿe niñë́fjaca Jesús bests̈as̈iñe imojtsë́tsjanjnaye, imojtsebuashëtjnaye, y chabe delante imojtsofshëntsaménts̈enaye. 
MRK.15.20	Y chca imnaftsáboyejuanents̈ana, chë shbuenda uafjatsenga ents̈ayá tmojtsanabotsca y cachabe ents̈ayá tmojtanichëtjo, y pueblo chaboye tmojanánatse jacrucifícama.
MRK.15.21	Chora, canÿe ents̈á chëjana yojtsatashjajuana, Simón ca uabainá, Cirene pueblocá, Alejandro y Rufbe taitá; jajocana yojtsatachnëjuana; y chë soldadëngna imojuatária Jesusbe cruz jëftsocutsayama.
MRK.15.22	Jesús tmojanánatse Gólgota ca uabaina luaroye (hebreo biyañe endayana “Obanabe Bests̈ashe Luare ca”); 
MRK.15.23	y tmojanabuiyé vínoye mírraca enájuabniye, pero Jesús ndoñe yonjuáyëngacñe. 
MRK.15.24	Y chents̈ana tmojancrucificá; y chabe ents̈ayangamna, tsbanánoye tmojanë́ts̈ena jinÿama ndayá cada ona yochjëftsanácñama.
MRK.15.25	Cachëse, base mos̈enana ora Jesús tmojancrucificá. 
MRK.15.26	Y chabe bests̈as̈e juatsboicna canÿe uabemana soye tmojananjo. Chiñe yojétsayana ndáyeca cha tmojancrucificama, mënts̈á: 
MRK.15.27	Y cháftaca útata bacna soye ochjajnayátnaca tmojanacrucificá, canÿa chabe cats̈bioica, y ínÿana chabe uañicuayoica. 
MRK.15.28	Chca cháftaca tmojanma, chaochnënguama nts̈amo Bëngbe Bëtsabe uabemana palabrënguiñe chabiama iuayancá, mënts̈á: “Y chábioye tmonjáninÿe mo chë puerte bacna soye amënguents̈á canÿa cuaftsemncá ca.”
MRK.15.29	Y chëjana imojtsachnëjuana ents̈anga, Jesús imojtsóyenguaye, imojtsobests̈fshanenaye y imojtsatsaye: “¡Aca chë Bëngbe Bëtsabe bëts yebna cochtsánenasatajchca y nÿe unga tese cochtanjebo, 
MRK.15.30	cach aca mentsbocá y cruzocana matastjango ca!”
MRK.15.31	Cachcá chë bachnangbe amë́ndayënga y chë ley abuátambayënga imojtsáboyejuana, y chënga imojtsenatsëtsnaye: “Cha ínÿenga tojëftsatsebacá, pero cachá jéntsbocama ndoñe quenátobena. 
MRK.15.32	¡Chë Cristo, chë Israeloca Rey! ¡Cruzocana chauatastjango, bënga jinÿama y chábeñe chaftsos̈buachema ca!”
MRK.15.32	Y cháftaca ibojtsecrucificanátnaca ibojtsóyenguaye.
MRK.15.33	Nÿetsto orscana y las tresë́ntscoñe, nÿets quem luare yojtseibétata. 
MRK.15.34	Chca orna, Jesús chabe biyañe tojanáyebuachena: “Eloi, Eloi, ¿lema sabactani ca?” (Chca endayana “Ats̈be Bëtsá, ats̈be Bëtsá, ¿ndáyeca cachcá s̈cojonÿá ca?”)
MRK.15.35	Chca tmojanuena ora, báseftanga chents̈e imojtsemnënga imojtsichamo: “Mouenënga, chë Bëngbe Bëtsabe juabna oyebuambnayá Elías bontsechembuana ca.”
MRK.15.36	As chora, canÿa tojanótjajo, untja vínoyeca canÿe esponjëshe tojanfchecuacuá, canÿe niñëfjiñe tojananguësëtjo y Jesúsbioye tojanbeconá chaofs̈ema; y tojánayana: “Cachcá mochjonÿaye, er Elías tayochjabo jabátëstjanguama ca.”
MRK.15.37	Pero Jesusna, jabuache tojanoyó y tojanóbana. 
MRK.15.38	Y chë Bëngbe Bëtsabe bëts yebnoca yojújonÿana ents̈ë́jua tsëntsaca yojtsenájataye, tsbanánocana fshantsoye. Chëjua bënë́jua inauamna y chë tsatsëntsaca inaújonÿana. 
MRK.15.39	Chë romano soldadëngbe amëndayá, Jesusbe ndirichiñe yojtsemna; y nts̈amo cha tojanobancá tbojáninÿe ora, tojánayana: “¡Ndegombre quem boyabása Bëngbe Bëtsabe Uaquiñá yomna ca!”
MRK.15.40	Básefta shembásengnaca chents̈e imojtsemna, bënocana imojtserreparana; chënguents̈e imojtsemna María Magdalena; María, Santiago chë más basa y Josebe mamá; y Salomé. 
MRK.15.41	Chë shembásengna Jesús tmojanasto y tmojanájabuache cha Galileoca yojamna ora; y inÿe ba shembásengnaca chents̈e imojtsemna, chë cháftaca Jerusalenoye tmojánanga.
MRK.15.42	Chë yëfsana ochnayté yojtsémnayeca, cach te yojánamna saná japróntana chë yëfsana jasama. Ya yojtseibétatana ora, 
MRK.15.43	Pilato yojtsemnoye tojána canÿe boyabása, José ca uabainá, Arimatea pueblocá; cha inamna canÿe chë luarents̈a uámana mandayënguents̈á. Cha Bëngbe Bëtsábeñe yojtsos̈buáchiye y yojanobátmana chabe amë́ndayana chaóshjanguama. Ndauatjcá Pilátbioye Jesusbe cuerpo tbojanotjañe. 
MRK.15.44	Pilato yojenjnaná Jesús ts̈a betsco yojóbanama; as tojanmandá chë soldadëngbe amëndayá chamuachembo, jatjayama Jesús ya bën obaná tayojétsemnama. 
MRK.15.45	Chë soldadëngbe amë́ndayana Pilátbioye ibojauyana Jesús ya obaná yojtsemna ca; y as chora, Josébioye tbojanlesenciá Jesusbe cuerpo chabotsámbañama. 
MRK.15.46	Chora, José canÿe uafjantse lino ents̈ë́jua tojanabuamé, Jesusbe cuerpo cruzocana tbojanë́stjango, chë lino ents̈ë́juaca tbojanandmaná, y canÿe cuevëshiñe ndëts̈beñe pormánëshiñe tbojanjajó; chents̈ana canÿe ndëts̈bé tojansjoná, y chë cuevëshoye amashjuanents̈e tojánachto. 
MRK.15.47	María Magdalena y María, chë José y Santiagbe mamá, tbojáninÿe ndayents̈e Jesusbe cuerpo tbojanjájoma.
MRK.16.1	Ochnayté tojanopasá ora, María Magdalena, María Santiagbe mamá, y Salomé, botamana uanguëts̈e béjaye tmojanabuamé, chíyeca jama Jesusbe cuerpo janëtjuama; 
MRK.16.2	y tmenguse, chë semana bojats̈éntena, cabá cachëse, shinÿe yojábocna ora, chë cuevëshoye tmojána. 
MRK.16.3	Imojtsaye ora imojtsayénatsëtsnaye: “¿Chë cuevëshoye amashjuanents̈a ndëts̈bé nda bochtsabuajuána ca?”
MRK.16.4	Pero imojontjes̈iye ora, tmojáninÿe chë cuevëshoye amashjuanents̈a bëts ndëts̈bé, chents̈ana juanániñe. 
MRK.16.5	As chënga choye tmojánamashjna y choye tmojáninÿe canÿe bobontse bën uafjantse ents̈ë́jua uichëtjoná, chë cuevëshents̈a cats̈bioica inétsotbemañe; y chë shembásenga imojouatjaná. 
MRK.16.6	Pero chë bobontse tojanë́yana: “Ndoñe matauatjëngana; ts̈ëngaftanga s̈mondënguá Jesús Nazaretocá, chë tmonjancrucificá cha. Cha ya tontayena; muents̈e ndoñe quenátsmëna. Minÿënga cha enjë́ftsejajonents̈e. 
MRK.16.7	Motsajna, y Pedro y chë inÿe uatsjéndayënga s̈mochjáuyana: ‘Jesús ts̈ëngaftangbe natsana Galileoye echanjá. Choca cha s̈mochanjinÿe, nts̈amo cachá tcmojanëyancá ca.’ ”
MRK.16.8	As chë shembásenga betsco chë cuevëshents̈ana tmojésanbocana, er puerte auatjanánënga imojtsemna y ngmëmnayënga imojtsemna; y chë causa, chë soyama ndocná tmonjaniyana.
MRK.16.9	Jesús tojtanayenents̈ana, chë semana bojats̈enté, Jesús natsana María Magdalénbioye tbojánebëbocna. Tempo Jesús chábents̈ana canÿsëfta bacna bayëjënga tojtanë́buacana. 
MRK.16.10	Cha Jesúsbioye ainá tbojáninÿents̈ana, tojána Jesúseftaca imojánajnënga chama jaúnayama; chëngna ngménaca y s̈achénaca imojtsemna. 
MRK.16.11	Pero chënga tmojanjuabó nderado mo ndoñe ndegombre yontsemna ca, chë Jesús ainá yojtsemna ca, y María Magdalena chábioye tbojáninÿe ca tmojanuena ora.
MRK.16.12	Chents̈ana, uta ustonátbioye, básefta yebnënga yojamna luaroye ibojétsaye ora, Jesús tojánebëbuacna, mo inÿa cuaftsemncá. 
MRK.16.13	Chora chata tbojésanshëcona chë ínÿenga chama jacúntama; pero chëngna cach ndoñe ndegombre ca tmojanjuabó.
MRK.16.14	Cabana, Jesús chë bnë́tsana canÿe uatsjéndayënga tojánebëbuacna, chënga imojtsesaye ora; y tojanëcácana chë cha ainá yojtsemnama ndoñe ndegombre yontsemna ca tmojánjuaboma y nÿets ainánaca chábeñe ndoñe montsanos̈buachema, er cha ainá tmojáninÿënga chama tmojanacuntá ora, chca ndoñe ndegombre yontsemna ca chë uatsjéndayënga tmojánayana.
MRK.16.15	Chents̈ana Jesús tojanë́yana: “Nÿets luarëngoye motsajna, y nÿetsca ents̈anga chë ts̈abe noticiëngama s̈mochtsabuayiynaye. 
MRK.16.16	Nda chiñe chaojtsos̈buaché y ts̈ëngaftanga chas̈mojuabaye, cha atsbocaná echántsemna; pero nda ndoñe tontsos̈buaché, cha nÿets tempo castiganá echántsemna. 
MRK.16.17	Chë áts̈beñe os̈buáchiyënga ndegombre soyënga imojtsabuayiynama, ents̈anga mënts̈á mochántsetats̈ëmbo: ats̈e jóts̈ëmbonëse, áts̈beñe betsos̈buachéyeca, ents̈ángbents̈ana bacna bayëjëngbe juabna mochantábocna; tempo chënga ndmabiyañe mochantsóyebuambnaye. 
MRK.16.18	Masque nderado cucuats̈iñe mëts̈cuayënga tmojishache o veneno tmojofs̈enga, ndocá quemochatspása; y s̈oquë́ngbeñe cucuats̈ënga chamojacjá ora, chënga shnánënga mochántsatsmëna ca” —Jesús tojanë́yana.
MRK.16.19	Bëngbe Utabná Jesús jóyebuambayama tojanpochocá chents̈ana, celoye cha tmojtanatsbaná, y uámana luarents̈e, Bëngbe Bëtsabe cats̈bioica yojtótbema jtsemándayama. 
MRK.16.20	Y chë uatsjéndayëngna tmojánbocana y Bëngbe Bëtsabe soyëngama nÿetsquénache ents̈anga tmojanabuayená. Cach Bëngbe Utabná chënga yojanëjabuáchana, y yojánama ents̈anga chamotsetats̈ëmbuama chë buayenana soye ndegombre Bëngbe Bëtsabe soyënga bétsemnama, chë uatsjéndayënga bëts soyënga jamama obenana chamotsebomnama cha jtsamëse.
LUK.1.1	Ba ents̈anga Jesusbe historia tmojuábema, nts̈amo bë́ngbeñe ndegombre tojopasacá. 
LUK.1.2	Chë historia juabemamna, chënga tmojanuena nts̈amo Jesusbe uatsjéndayënga y inÿe ents̈anga chabiama imnencuentaycá. Chë ents̈angna tmojáninÿe y tmojanuena ndayá Jesús tojanmama y nts̈amo tojanayancá, y chents̈ana chabe ts̈abe noticiënga ents̈ángbioye tmojanabuayená. 
LUK.1.3	As, áts̈naca sënjonts̈é cuedádoca juanotíciana lempe nts̈amo Jesusbiama imojtsichamcá, tojanobojats̈ents̈ana më́ntscoñe. Mora s̈ontsinÿana ts̈abá yojtsemna acbiama juabemana nts̈amo ndegombre yomncá, uámana taitá Teófilo, chë tijuanoticiá soyëngama, nts̈amo ndegombre bë́ngbeñe tojopasacá. 
LUK.1.4	Ba soyënga Jesusbiama tcmojabuátëmbanga, y ats̈e së́ntsebos̈e aca chacotsetáts̈ëmbo, nts̈amo tcojouencá ndegombre yomnama.
LUK.1.5	Herodes Judea luaroca rey inamna ora, yojamna canÿe judiëngbe bachna, Zacarías ca uabainá. Cha yojamna Abíasbe bachnanguents̈a pamillo. Chabe shemna, Isabel ca yojanabaina, y chana Aarónbents̈ana ents̈á inamna (Aarón, chë más uámana bachnangbe natsana amëndayá). 
LUK.1.6	Chatna ts̈abá amata ibnamna Bëngbe Bëtsabe bominÿiñe, y nts̈amo Bëngbe Bëtsá yomandacá ibojoyena; y chca, ndocná yonjanobena jayanana chata ndoñe ts̈abá ibonjánama ca. 
LUK.1.7	Básenga tondaye ibonjánabamna, Isabel s̈es̈ona jtsebomnama ndobena causa, y chatna ya bëtsanánata ibojtsemna.
LUK.1.8+LUK.1.9	Chë bachnanga Bëngbe Bëtsabe bëts yebnents̈e tmojtsoservena ora, sempre imojanamana jabocacayana, nda ts̈abá tbojtsonÿená, Bëngbe Bëtsábioye atschuanaye luaroye cháuama incienso jajuinÿiyama. Canÿe, Zacaríasbe ents̈anga Bëngbe Bëtsabe bëts yebnoca, Bëngbe Bëtsábents̈e imojtsoservena orna, Zacaríasbioye ts̈abá ibojonÿena; y chca, cha ibojotóca jana incienso jajuinÿiyana. 
LUK.1.10	Zacarías, incienso yojtsejuinÿnantscuana, ba ents̈anga shjoca imojtsemna, Bëngbe Bëtsáftaca encuéntaye. 
LUK.1.11	Nÿe ndeolpe, Bëngbe Utabnabe canÿe ángel tojanonÿná chë incienso jajuinÿiyama altarents̈a cats̈bioica. 
LUK.1.12	Zacarías chábioye tbojáninÿe ora, tojanenjnaná y corente uatjana tbojanábuache.
LUK.1.13	Chora chë ángel tbojaniyana: —Zacarías, ndoñe matauatjana. Bëngbe Bëtsá tonjouena nts̈amo tconjaimpadacá. Acbe shema Isabel canÿe s̈es̈ona bochántsebomna, boyabásetema, y chana Juan ca cochjuabaye. 
LUK.1.14	Chama aca corente oyejuayá cochántsemna, y bëtscá ents̈anga mochanjóyejuaye acbe uaquiñá tojonÿnama. 
LUK.1.15	Er cha, Bëngbe Bëtsabiama canÿe uámana ents̈á echántsemna. Ndocna te queochaisofs̈iye vínoye, ni jabuáchiye. Chë Uámana Espíritu chabe ainaniñe echantsemándaye, cha cabá ndonÿna orscana. 
LUK.1.16	Banga Israeloca ents̈anga, nts̈amo cha chaojayanama mochanjonts̈é joyeunayana Bëngbe Bëtsá, chëngbe Utabná. 
LUK.1.17	Cha echanjáshjango chë Bëngbe Bëtsabe Uámana Uabuayanabe natsana, y echántsebomna obenana y canÿe espíritu nts̈amo chë Bëngbe Bëtsabe juabna oyebuambnayá Elías inabomncá. Chabe natsana echanjáshjango, bëtsë́tsanga chëngbe básengaftaca ndoñe chamondë́tsentsjanama, y chë nduauenanënga cachiñe chamotsatsjuabnama nts̈amo chë Bëngbe Bëtsabe bominÿiñe ts̈abá amënga mondbetsejuabnaycá. Y chca, ents̈anga cha echantsapróntaye Bëngbe Utabná jabama orscama ca —chë ángel tbojaniyana.
LUK.1.18	As Zacarías chë ángelbioye tbojantjá: —¿Nts̈amo ats̈e stjobenaye jtsetats̈ëmbuana chë s̈contsatsá soye ndegombre bétsemnama? Er ats̈e ya bëtsëjema së́ntsemna y ats̈be shémnaca cachcá ca.
LUK.1.19	Chora chë ángel tbojanjuá: —Zacarías, ats̈e ángel Gabriel sëndmëna; ats̈e Bëngbe Bëtsábioca sëndoservena. Cha s̈onjichmó chë ts̈abe noticiënga aca jauyanama y juenayama. 
LUK.1.20	Morna, chë cbontsatsá soyiñe ndoñe quecatos̈buaché causa, ndëbiá cochanjoquéda, y nts̈amo cbontsatsacá chaojopasá ora, chama tempo chaojtsemna ora, chora jóyebuambayama cochantobenaye ca.
LUK.1.21	Chë ángel Zacaríaseftaca yojtsóyebuambnantscuana, ents̈anga shjoca Zacaríasbiama imojtsobátmana, y mënts̈á imojtsejuabnaye: “¿Ndáyeca ts̈a bën Bëngbe Bëtsabe bëts yebnents̈e ibojtsobiamná ca?” 
LUK.1.22	Zacarías tojtanbocna ora, ndoñe yontsobena chë ents̈ángaftaca jóyebuambayana. Chënga tmojántats̈ëmbona, chë Bëngbe Bëtsábioye atschuanayents̈e Zacarías mo otjenayoquëcá Bëngbe Bëtsábiocana canÿe soye tojáninÿama, er chë́ngbioye jats̈ëmbombonana yojáuyana, ndëbiá yojoquéda causa.
LUK.1.23	Chabe tempo, chë Bëngbe Bëtsabe bëts yebnents̈e jtsetrabájayama tojanpochocá ora, Zacarías cachabe yebnoye tojtaná. 
LUK.1.24	Chents̈ana baseftaytese, chabe shema Isabel ngomamaná yojoquéda, y chë causa, chë shema shachna ishinÿe cach tsoca yebnents̈e totanoquedá. 
LUK.1.25	Cha mënts̈á yojtsichamo: “Bëngbe Utabná mora ats̈biama tojtenojuabó, ents̈ángbents̈e ats̈be ngménana jtsebojuánama, básenga tondaye béntsabamna causa ca.”
LUK.1.26	Isabel chnë́nguana ishinÿe ngomamaná yojtsemna ora, Bëngbe Bëtsá, ángel Gabriel tbojanichmó Galilea luaroye, Nazaret ca uabaina puebloye, 
LUK.1.27	canÿe shembása María ca uabainá jauatsëtsayama. Mariyna cabá boyabása nduabuatmá inamna, pero Joséftaca jobouamayama tbojans̈buachená. Y Josena, rey Davídbents̈ana ents̈á inamna. 
LUK.1.28	Chë ángel Maríybioye tojána y mënts̈á tbojanchuá: —¡Mouena. Bëngbe Bëtsá ts̈abe bendición acbiama tonjama! ¡Bëngbe Utabná ácaftaca entsemna ca!
LUK.1.29	Chca tojanuena ora, María yojenjnaná chë soyama, y yojtsejuabnaye ndáyeca chë ángel chca tbojanchuama.
LUK.1.30	Chora chë ángel tbojaniyana: —María, ndoñe matauatjana, Bëngbe Bëtsá entsama ts̈abe bendicionënga chacotsebomnama. 
LUK.1.31	Aca ngomamaná cochanjoquéda y canÿe s̈es̈ona boyabásetema cochántsebomna, y chana Jesús ca cochjuabaye. 
LUK.1.32	Cha puerte echantsámana, y ents̈angna Bëngbe Bëtsabe Uaquiñá ca chábioye mochantsábobuatma. Y Bëngbe Bëtsá chë Utabná, chábioye canÿe rey bochanjábema, nts̈amo David yojamncá, 
LUK.1.33	y Jacóbëbents̈ana ents̈anga nÿetsca tescama echántsamëndaye, y chabe mándayana ndocna te queochaisopochóca ca —chë ángel tbojaniyana.
LUK.1.34	Chents̈ana María chë ángelbioye tbojantjá: —¿Nts̈amo chca yochjopása, cabá ndoñe boyá sëntsebomnëse ca?
LUK.1.35	Y chë ángel tbojanjuá: —Chë Uámana Espíritu echanjabo nÿets ácbeñe, y Bëngbe Bëtsabe obenánaca ngomamaná cochanjoquéda. Chabe obenana mo jants̈etëshcá cmochanjaboútsbotse; chíyeca chë echanjónÿna s̈es̈ona Uamaná echántsemna, y chábioye Bëngbe Bëtsabe Uaquiñá ca mochantsábobuatma. 
LUK.1.36	Mouena, Isabel, acbe primá, canÿe s̈es̈ona bochántsebomna, masque ya bëtsananá cha entsemna; chë “s̈es̈ona ndbomná ca” monjanabobuatmá, mora ya chnë́nguana ishinÿe ngomamaná entsemna, 
LUK.1.37	er Bëngbe Bëtsá lempe jamama endobena ca —cha tojánayana.
LUK.1.38	Chora María chë ángelbioye tbojaniyana: —Bëngbe Bëtsabe oservená ats̈e së́ntsemna. Bëngbe Bëtsá áts̈eftaca chaoma nts̈amo s̈cojauyancá ca.
LUK.1.38	Y chents̈ana chë ángel tojtsatanoñe.
LUK.1.39	Chents̈ana, María tojanoprontá y tojanochëmo canÿe puebloye, Judeoca tjañenache luariñe. 
LUK.1.40	Chocna cha, Zacaríasbe yebnents̈e tojánamashëngo y Isabélbioye tbojanchuá. 
LUK.1.41	Isabel nts̈amo María tbojanchuama tojanuena ora, Isabelbe s̈es̈ona chabe uafsbioye tojanobonjó, y chë Uámana Espíritu Isabélbeñe tojánamashëngo chabe ainaniñe jtsemándayama. 
LUK.1.42	Chcasna, Isabel jabuache tojánayana: —¡Bëngbe Bëtsá acbiama más ts̈abe bendicionënga entsama nÿetsca shembásengbiama, y chë cochántsebomna s̈es̈onbiámnaca cachcá! 
LUK.1.43	Ats̈e merecido taitsatobuajoñe, ats̈be Utabnabe mamá chas̈uabobuáchama; 
LUK.1.44	er ats̈e sënjouena nts̈amo s̈conjachuá, y cachora ats̈be s̈es̈ona oyejuayá ats̈be uafsbioye tonjobonjó. 
LUK.1.45	¡Aca Bëngbe Bëtsábeñe tcojos̈buaché; cojtsetáts̈ëmbo Bëngbe Bëtsá nts̈amo tcmojas̈buachenacá yochjamama; chíyeca puerte oyejuayá cochántsemna ca!
LUK.1.46	Chora María tojánayana:
LUK.1.46	“Nÿets ainánaca Bëngbe Utabná chantsadorana,
LUK.1.47	y Bëngbe Bëtsá, ats̈be Atsbocayabiama corente chanjóyejuaye.
LUK.1.48	Bëngbe Bëtsá ats̈biama tojtenojuabó, ats̈e chabe oservénëjema.
LUK.1.48	Er morscana muents̈a ents̈anga nÿetscanga puerte oyejuayá ca s̈mochantsábobuatma.
LUK.1.49	Bëngbe Bëtsá, chë nÿets obenana bomná, chabe obenánaca bëts soyënga ats̈biama tonjama.
LUK.1.49	¡Bëngbe Bëtsá puerte Uamaná ca entsabaina!
LUK.1.50	¡Morsca ents̈anga y más chcoyënga, chábioye yeunanëngbiama, cha sempre bochántsengmena!
LUK.1.51	Cha, chabe obenánaca bëts soyënga tojama,
LUK.1.51	y chë nÿe cachënga bëtsë́tsanga enobiamnayëngbe juabna tojtsepochocá;
LUK.1.52	reyë́ngbioye chëngbe mándayents̈ana tojtsatsats̈e;
LUK.1.52	pero chë nÿe cachënga bëtsë́tsanga ndenobiamnayë́ngbioye, uámanënga tojábiama.
LUK.1.53	Chë shë́ntseca imomnë́ngbioye, chamosama bëtscá cha tojats̈atá,
LUK.1.53	pero chë bomnë́ngbioyna tondaye tonjats̈atá.
LUK.1.54	Cha tojanë́jabuache chabe ents̈anga Israeloca, chabe oservénënga,
LUK.1.54	y ndoñe tbonjánebnatjëmba jtsalastemánana,
LUK.1.55	nÿetsca tescama chë Abraham y chábents̈ana ents̈ángbioye,
LUK.1.55	nts̈amo bëngbe bëts taitanga Bëngbe Bëtsá tojanas̈ebuachenacá ca” —cha tojánayana.
LUK.1.56	Mariyna unga ishinÿe Isabélaftaca tojanoquedá, y chents̈ana cachabe yebnoye tojtaná.
LUK.1.57	Isabel jtses̈ócanama tojanónts̈abuache ora, canÿe s̈es̈ona boyabásetema tojanonÿná. 
LUK.1.58	Isabelbe juachañe oyenënga y chabe pamíllanga tmojántats̈ëmbona nts̈amo Bëngbe Bëtsá chábioye ibojalastemama, y chama corente Isabélaftaca tmojanoyejuanga. 
LUK.1.59	Chë s̈es̈ona posuftayté yojtsebomna ora, tmojánashjango y chëtémbioye chë más delicadents̈e base bobachtema tmojantëts̈e, nts̈amo chë judiënga imojanamancá. Chënga imojétsebos̈e chë s̈es̈ónbioye Zacarías ca juabáyana, cach beftcá; 
LUK.1.60	pero chabe mamá tojanë́yana: —Ndoñe. Quem s̈es̈ona echantsabaina Juan ca.
