MAT.1.1	BONKANDA wa lioci ja Yesu Masiya, bona owa Dawidi, bona owa Abalayama. 
LUK.7.2	Ko bosali owa capitaine emo, oki’nd’ookak’eefe, aki la nkangi, ko aotutama l’iwa. 
LUK.7.3	Ko aki’nd’ookaka lokumo ja Yesu, aolotomela bingambe bia Ba-Yuda, ouola wae ende ay’oikya bosali’okae. 
LUK.7.4	Ko ak’iy’okite ele Yesu, baoloonda, baokela, Ende eji wete w’okeele joi line; 
LUK.7.5	la ncina wae aolanga ese ekiso, ko aototongela sunagoga ekiso. 
LUK.7.6	Ko Yesu aocwa l’iyo. Ko aki’nd’otutamaka l’ilombe, capitaine aolotomela balongo’akae wae bokele, Nkolo, wambocike; el’emi mpeji wete w’otswa nd’ilombe ikami; 
LUK.7.7	nd’ewel’eko, ncitang’emi mongo bonto ondeji wae njoy’ele we: lolo tefela joi kika, ko bosali’okami ifoikyama. 
LUK.7.8	El’emi bonto ondilami nda mpifo, ko nde la soldats bale nda mpifo ekami: nkel’one, Kenda, ko aocwa; ko nkel’onkina, Yaka, ko aoya; ko nkela bokwala’okami, Kela ngone, ko aokela. 
LUK.7.9	Ko aki Yesu ooka baoyi’ane, aokamwa, ko aokengwana, ko aokela linyenga j’anto bandokimaki, Nsangel’inyo, Ncifena imeezo nda Yisalaele endekol’ene nye. 
LUK.7.10	Ko iy’atomamaki, ak’iy’outaka nd’ilombe, baotana bosali aika.
LUK.7.11	Koko nk’elingi nd’afeka, aocwa bonanga’omo botangema Naina; ko bakimi’akae baocwa l’ende, l’etukuluku e’anto e’enene. 
LUK.7.12	Aki’nd’otutamaka la wiso w’onanga, bala, baotomba ilaka y’onto nd’anza, bona owa jende owa likinda owa nyango ekae, ko ende aki etuka: ko bouke w’anto b’onanga baki l’ende. 
LUK.7.13	Ko aki Nkolo oenaka bomot’oko, aolook’isei, ko aokela, Tolelake. 
LUK.7.14	Aotutama ko aofomwa etombelo e’ilaka; ko batombi baosilama. Aokela, Bosekota, nkokela we, Betswa. 
LUK.7.15	Ko bonto oki owei aoetswa, aosongongala, ko aanga lotefela. Aolokaya nyango ekae. 
LUK.7.16	Ko booma bolakwel’iy’auma, ko baomemya Nzakomba, baokela, Boteli ow’onene aoleny’el’iso: ko Nzakomba aoy’ele banto’akae. 
LUK.7.17	Ko lokumo lokande lokumyama nda Yudea euma, la nda bise biuma biki ntutama.
LUK.7.18	Ko bakimi ba Yoane baolosangela baoyi’ane bauma. 
LUK.7.19	Ko Yoane aolela el’ende bakimi’akae bafe, ko aolatoma ele Nkolo wae bouole, W’ol’Ende oyei, la tolendez’onkina? 
LUK.7.20	Ko aki bant’ako okitaka el’ende, baokela, Yoane owa Wini aototoma ele we, aokela, W’ol’Ende oyei, la tolendez’onkina? 
LUK.7.21	Nda heure eko ayoikya bant’auke lima nkangi la bieto la bekali bi’obe: ko aokaya enelo ele bant’auke bawei’aiso. 
LUK.7.22	Ko aolamba, aokela, Lokenda, losangele Yoane baoyi bandok’inyo la baoyi banden’inyo; bawaki’aiso bayene, betengu beyokende, baeka baofetswa, bakokinz’atoi bayoke, bawaki baoetswa, ko bosako w’olotsi wongozama ele beola. 
LUK.7.23	Ko bonto ofene ncina ea ekunumwelo el’emi aosakema l’okako.
LUK.7.24	Ko aki bikima bia Yoane oimana, Yesu aanga losangela etukuluku e’anto nd’eloko ea Yoane, Ok’iny’ocwaka oena nd’etekeleke na? La bokombe bofuka l’ompompo nde? 
LUK.7.25	Lolo locwaki oena na? bonto olota benkoto bi’esengo nde? Bala, iy’alota benkoto bi’esengo ko l’iy’aleka toma t’olotsi bale nda tolombe ta bakulaka. 
LUK.7.26	Lolo locwaki lae? Oena boteli? Onde, ko nsangel’inyo, aolekola boteli. 
LUK.7.27	One wet’ende ok’iy’okotelaka,
LUK.7.27	Bala, ntom’ekima ekami nda joso j’elongi eke,
LUK.7.27	Ende ifeza mboka ekawe nda joso likawe.
LUK.7.28	Nsosolo, nsangel’inyo, L’iy’auma baotswaki l’amato, nk’onto olekola Yoane owa Wini: lolo osamba lokumo nda likulaka ja Nzakomba aolekol’ende. 
LUK.7.29	Ko ak’iy’ookaka, bant’auma ko la batakanyi ba mpuci, baolongya Nzakomba; ek’iy’oinamaka l’inelo ea Yoane. 
LUK.7.30	Lolonde Bafalusi la batefeji ba bisekyelo baotendola wango wa Nzakomba el’iyo mongo, ek’iyo ntabinama la Yoane. 
LUK.7.31	Emi nsonganya banto b’eotswelo ene la na? 
LUK.7.32	Bale ngole banolu bakit’ase nd’itenela y’esombi, ko betana, bakela, Tulelak’inyo, lolo inyo ntaloinaki boina; tolelaki el’inyo, lolo inyo ntalulaki nkimo ea lilelo. 
LUK.7.33	Yoane owa Wini ayaki, ko ntaleki mampa, ko ntamelaki basanga; ko lokela, Ende ale la demona. 
LUK.7.34	Bona ow’onto ayaki, ayole ko ayomele, ko inyo lokela, Bala bolei owa toma, la bomeli ow’asanga, boseka wa batakanyi ba mpuci la bant’obe. 
LUK.7.35	Lolo wanya bolonga la bana’akae bauma.
LUK.7.36	Ko Bofalusi omo aoloeta wete ale toma l’ende. Ko aolotswa nd’ilombe ya Bofalusi, ko aokit’ase nda mesa ea toma. 
LUK.7.37	Ko bala, bomoto owa bonanga’oko oki ow’obe; ko aki’nd’oea wete akokit’ase nda mesa ea toma nd’ilombe ya Bofalusi, aoyela ekucu ea alabasitolo e’auta ba mpimbo, 
LUK.7.38	ko aolemala nd’afeka ntutama l’akaka’akae, aolela la mpisali, aanga losola bakaka’akae la mpisali, ko aoluol’ako l’abwo b’otsa’okande, ko ayofomwa bakaka’akae la mbebu, ko aobis’ako l’auta ba mpimbo. 
LUK.7.39	Ko Bofalusi ondoetaki, aki’nd’oenaka ngoko, aotefela l’ende mongo, Ng’ont’one ale boteli, siki aokotola elenge ea bomot’one ondofomwa wae ale ow’obe. 
LUK.7.40	Ko Yesu aolamba, aolokela, Simona, emi nde la joi wae nkosangele we. Ko aokela, Bolaki, sangaka. 
LUK.7.41	Aokela, Bosombyi’omo aki l’ant’afe baki l’embale l’ende; omo aki l’ende bombale francs benkam’etano, ko onkina francs ntuku itano. 
LUK.7.42	Ak’iyo ntabaata bosolo osiz’embale, aolafofeza bembale iy’ak’afe. L’iy’ak’afe, ondook’eefe endekola na? 
LUK.7.43	Simona aolamba, aokela, Ntanga wae ende oki’nd’ofofezaka bombale bolekol’onene. Aokela, Okaola o ci. 
LUK.7.44	Ko aokengwana ele bomoto, aokela, Simona, wena bomot’one? Njotswaki nd’ilombe ike, ntonka basi b’akaka’akami, lolo ende aosola bakaka’akami la mpisali ikae, ko aoluol’ako l’abwo’akae. 
LUK.7.45	Ntonsambela la baiser: lolo ende, lim’aki’m’otswaka, atafambya lofomwa bakaka’akami la mbebu. 
LUK.7.46	Ntoisa botsa’okami l’auta: lolo ende aoisa bakaka’akami l’auta ba mpimbo. 
LUK.7.47	Wete nkosangela, beketo bekae bi’obe bele beuke, ko aotungwa lim’ako: el’ende aolok’eefe euke: lolo os’otungwa lim’eketo bi’obe bef’euke, ok’eefe nk’isisi. 
LUK.7.48	Ko aokel’omoto, Otungwa lim’aoyi’obe bake. 
LUK.7.49	Ko banto bakokit’ase l’ende nda mesa ea toma baanga lokela el’iyo mongo. One otungol’anto lim’aoyi’obe ale na? 
LUK.7.50	Ko aokel’omoto, Imeezo eke eokoikya; kenda la kuci.
LUK.8.1	KOKO nk’elingi nd’afeka, aocw’otuwana benanga bi’enene la bia tosisi, aongoza ko aosanga nsango e’olotsi ea likulaka ja Nzakomba, ko ba-jom-l’afe baki l’ende, 
LUK.8.2	ko la bamato loswele baikaki lima bademona la nkangi: Malia otangema Mangadala, oki bademona nsambo olaka, 
LUK.8.3	ko la Yoana waji owa Kuza bofongi owa toma ta Elode, la Susana ko la bam’ankina bauke, iy’auma baolakambya la toma tokiyo.
LUK.8.4	Aki etukuluku e’enene e’anto otakanaka, ko banto b’enanga beuma baoya el’ende, aosanga l’esonganya, aokela, 
LUK.8.5	Woni aocwa oona biofo bekae nsanzela: ko aki’nd’oone, bemo beokwa nd’ompempe wa mboka; ko banto baomatela beko l’akaka, ko tofulu t’aliko tokoma beko. 
LUK.8.6	Ko bemo beokwa nda bikenje; ko aki beko omele, beoenga, eki beko ntabeata basi. 
LUK.8.7	Ko benkina beokwa nd’etei e’aeke; ko baeke baomela la beko bolongo, ko baofita biofo la nkaka. 
LUK.8.8	Ko bemo beokwa nd’amoci ba lobwo, ko beomela, ko beocw’engenge ng’onkam’onkama. Aki’nd’otefelaka baoyi’ako, aobeleza, aokela, Ole l’atoi bandoka, kel’end’okoza.
LUK.8.9	Ko bakimi’akae baolouola ncina ea esonganya ene. 
LUK.8.10	Aokela, Ekaema el’inyo wete lea bisisa bia likulaka ja Nzakomba: lolo el’ant’ankina o la bisonganya; nd’ewela wae baale lolo bafene, bokoza ko bafoke. 
LUK.8.11	Esonganya ele ngone: Biofo wete joi ja Nzakomba. 
LUK.8.12	Ko beko beki nd’ompempe wa mboka wete iy’andokaki; nkako Satana aoya, ko aolafonola joi lim’etema’ekiyo, nyango bafimeza ko bafoike. 
LUK.8.13	Ko beko beki nda bikenje wete iy’andokaki, ko baolamba joi l’osalangano; ko bant’ako baosamba wili, ko baolimeza fele, ko nd’ekeke ea lomeko baolimana. 
LUK.8.14	Ko beko bekweki nd’etei e’aeke, wete iy’andokaki, ko acw’iyo mbok’ekiyo, baofitana la nkaka ea bekakaano la liaci la bisengo bia bokili’one, ko bafocw’amuka baonga. 
LUK.8.15	Ko beko beki nd’amoci ba lobwo wete iy’andokaki joi, ko baokatemela liko nd’otema wa nsosolo l’olotsi, ko baocw’amuka la nciniana.
LUK.8.16	Aambol’onto itswa, afokuk’iko la mpoke, ko afil’iko nd’ase ba ntange; lolo ail’iko nd’ilelo wae iy’andotswa bene fole. 
LUK.8.17	Nko joi lindisi lifean’olo; ko nko joi likuki, lifokukw’olo, ko lifiel’olo nda fole. 
LUK.8.18	Loalaka elenge endok’inyo: la ncina wete bamo bifokaema el’ende oata, ko bifofonol’ende ofoate bako batang’ende wae aata.
LUK.8.19	Ko nyango ekae l’akune’akae baoya el’ende, ko ntabakitey’el’ende, ewela ea etukuluku e’anto. 
LUK.8.20	Ko baolokela, Nyango l’akune’akawe bemi nd’anza, balanga wae bakene. 
LUK.8.21	Lolo aolamba, aokela, Nyango ekami l’akune’akami wete bane bandoka joi ja Nzakomba, ko bakela liko.
LUK.8.22	Koko nda mbil’emo, aokondel’a wato ende l’akimi’akae; ko aolakela, Kela tofende wij’a lieke: ko baosemwa. 
LUK.8.23	Lolo ak’iy’okende, ende aoletama l’ais’ilo; ko bompompo mongo bokumba nda lieke; wato bokukama l’asi, ko iyo baki nd’elo mongo. 
LUK.8.24	Ko baoya el’ende, baoloetola, baokela, Nkolo, Nkolo, iso towa. Ko aetswa, aosasa bompompo l’efukelo e’asi, ko bako baosilama sila, ko baoyala o wai. 
LUK.8.25	Ko aolakela, Imeezo ekinyo ele nko? Ko baokakamwa ek’iyo l’ooma, ko baotefela, baokela, Bont’one ale na, kamba aotoma bempompo la basi ba lieke, ko baoloimeza?
LUK.8.26	Ko baokita nd’ese ea Ba-Ngelasa ele ndongama la Ngalilaya. 
LUK.8.27	Ko aki’nd’osafwaka nd’okili, bonto loswele lim’onanga, oki la bademona, aokumana l’ende, ko l’elingi mongo bont’oko ntalota benkoto, ko ntayala nd’ilombe, lolo nd’eomba. 
LUK.8.28	Aki’nd’oenaka Yesu, aobeleza, aokwa nda joso likae, ko aolokela la lofoso ja bolo, Emi la we tole mo, Yesu, Bona owa Nzakomba Oleki ndekola? Nkoonda, tonsisozake. 
LUK.8.29	Ncina wae Yesu aotoma bokali wa linyamo wae ole lim’ele bont’oko, Ewel’eki boko okandak’ende bekand’euke: ko ende aki l’aesanyi, ko baolotungya la bifoke la benyolo bia mbolo; ko aotena bitungyelo se, ko demona aolotomba nda bitekeleke. 
LUK.8.30	Ko Yesu aolouola, Lina like na? ko aokela, Etukuluku; eki bademona bauke botswak’el’ende. 
LUK.8.31	Ko bako baoloonda wae afatome bacwa nda wiji wa Abuso. 
LUK.8.32	Ko botonga wa nsombo iuke boki eko, iola toma nda ngongo; bademona baoloonda wae aka elekelo wae botsw’el’iko. Aolaka elekelo 
LUK.8.33	Ko bademona baolola lim’ele bont’oko, baolotswa ele nsombo; ko botonga wa nsombo bokitela ngongo la loangu, bokwela lieke; ko nsombo iowa nda lieke. 
LUK.8.34	Ko aki bakayaki nsombo toma oenaka joi likelamaki, baolota, ko baosanga joi nd’onanga la nda bise. 
LUK.8.35	Ko baolola wae bene joi likelamaki; ko baoya ele Yesu, ko baotana bonto oki bademona olaka, aolota benkoto, ko bolimo o ko, aokit’ase nd’akaka ba Yesu; ko baolok’ooma. 
LUK.8.36	Ko iy’andenaki baosanga eleng’eki bonto oki la bademona oikaka. 
LUK.8.37	Ko bant’auma nd’ese ea Ba-Ngelasa ekotutsi baoloonda wae imane el’iyo; ek’iy’okaka booma mongo; ko aokondel’a wato, ko aoluta. 
LUK.8.38	Lolo bonto oki bademona olaka aoonda Yesu wae ayale l’ende: lolo aolotoma, aokela, 
LUK.8.39	Uta nd’ola’oke, ko sanga belemo bi’enene beki Nzakomba okokambelaka. Ko aokenda, aolanza nd’onanga bouma baoyi b’anene baki Yesu okeelaka.
LUK.8.40	Aki Yesu outaka, etukuluku eolosambela l’osalangano, ek’iy’auma olendezaka. 
LUK.8.41	Ko bala, bonto otangema Yailo aoya, ende aki chef ea sunagoga; ko aokwa nd’akaka ba Yesu, ko aoloonda wete aye nd’ilombe ikae; 
LUK.8.42	eki’nde l’ona ow’omoto owa likinda, nga années jom l’ife, ko aotutama l’iwa. Lolo aki’nd’ocwaka, banyenga b’anto baokam’el’ende.
LUK.8.43	Ko bomoto oki la nkangi balongo bakande balekaki années jom l’ife, akenzaki liaci likae liuma la nkanga y’ete, ko iy’auma ntaboikya, 
LUK.8.44	aoya nd’afeka’akae, ko aofomwa bompempe w’onkoto bokae; ko nkako elekelo ea balongo’akae eotena. 
LUK.8.45	Ko Yesu aokela, Ompomwaki na? Ko aki bant’auma oanganaka, Petelo aokela, ende l’iy’aki l’ende, Nkolo, banyenga baokenga, ko baokam’ele we. 
LUK.8.46	Lolo Yesu aokela, Omo ampomwaki; el’emi njokotola wae mpamba eolola lim’el’emi. 
LUK.8.47	Ko aki bomoto oenaka wae ntisameya, aoya o ndalenga, aokwa nda joso likae, ko aosanga nda joso j’ant’auma ncina eki’nd’ofomwaka, ko elenge eki’nd’oikaka nkakolimpo. 
LUK.8.48	Ko aolokela, Bona, imeezo eke eokoikya; kenda o wai.
LUK.8.49	Nk’atefel’ende, bont’omo aoya lim’ilombe ya chef ea sunagoga, aokela, Bon’oke ow’omoto aowa; totungyake Bolaki. 
LUK.8.50	Lolo Yesu aoloka joi liko, ko aoloamba, Tawokake booma; imeza o njimeza kika, ko ifoikyama. 
LUK.8.51	Ko aki’nd’okitaka nd’ilombe, ntimeza bont’omo otswa l’ende, imola nko Petelo, la Yoane, la Yakobo, l’ise la nyango e’onolu ow’omoto. 
LUK.8.52	Ko bant’auma baki la mpisali, ko bolelak’ende; lolo aokela, Talolelake; atafowa, lolo eci nd’ais’ilo. 
LUK.8.53	Ko baoloseka kye, ek’iy’oeaka wae aowa ci. 
LUK.8.54	Lolo ende aolokita nda likata, aoloeta, aokela, Bonolu ow’omoto, Betswa. 
LUK.8.55	Ko bolimo’okande boluta, ko aolemala nkakoyoko; ko aotoma wae boka ende yomba ya ndala. 
LUK.8.56	Ko ise la nyango ekae baokamwa; lolo aolasasa wae bafosangele bont’omoko joi likelami.
LUK.9.1	KO aotakanya ba-jom-l’afe, ko aolaka mpamba la mpifo ele bademona bauma, ko la mpamba wae baikya nkangi. 
LUK.9.2	Ko aolatoma wae bongoza bosako wa likulaka ja Nzakomba, ko baikya banto nkangi. 
LUK.9.3	Ko aolakela, Talotombake yomba ya lokendo lokinyo, nk’onkando, nko ntombe, nko mampa, nko baumba; taloatake benkot’efe. 
LUK.9.4	Ko nd’ilombe nko loswele indotsw’inyo, loyale nk’eko, ko limane o lim’eko. 
LUK.9.5	Ko ayaka banto bafamb’inyo, a iny’oimana lim’onanga boko, lotitola biucu lim’akaka’akinyo nga lotaza el’iyo. 
LUK.9.6	Baokenda, ko baotuwana benanga, ko baongoza bosako w’olotsi, ko baoiky’anto nda biji biuma.
LUK.9.7	Ko Elode, vice-gouverneur, aoloka baoyi bauma bayokelame, ko aokakaza bouke, eki bant’amo okelaka wete Yoane aoetswa lim’el’awei; 
LUK.9.8	ko bankina wae Eliya aolenya; ko bam’ankina wete omo ow’ateli ba kalakala aolenya lenkina. 
LUK.9.9	Ko Elode aokela, Njotena Yoane botsa; lolonde bont’one ondok’emi bonkindo’one ale na? Ko aolasa wae oen’ende.
LUK.9.10	Ko bakimi, ak’iy’outaka, baolosangela baoyi bak’iy’okelaka. Aolakola, ko baokenda iyo kika nd’onanga botangema Betesaida. 
LUK.9.11	Lolo aki banto ba etukuluku oenaka ngoko, baolokima; aolasambela l’osalangano, ko aolasangela baoyi ba likulaka ja Nzakomba, ko aoikya iy’aki la nkangi. 
LUK.9.12	Bokolo boanga lokita; ko ba-jom-l’afe baoya, baokela, Falangany’anto b’etukuluku wae bakende nd’enanga la bise bile ntutama, betame, ko baate toma ta ndala; el’iso tol’ane nd’itenela y’etekeleke. 
LUK.9.13	Lolo aolakela, Inyo mongo lakaya toma ta ndala. Ko baokela, Iso toata mampa itano ko la nse ife kika; tofoate toma tomo, imola nko tocw’osombela bant’ane bauma toma. 
LUK.9.14	Ek’iyo baende nkina nkot’itano. Aokela bakimi’akae, Kela bakit’ase nd’eloi, wengi’oloi banto nga ntuk’itano. 
LUK.9.15	Baokela ngoko, ko baolakitsa nd’ase. 
LUK.9.16	Ko aokola mampa iko itano la nse ik’ife, aalaki nda loola, aosakela toma toko bokako, ko aotena toko; ko aoka bakimi wae balekeza banto b’etukuluku. 
LUK.9.17	Ko baleki, ko iy’auma baokinda: ko baolambola wumbo bokociki bioko jom la bife.
LUK.9.18	Koko aki’nd’oondaka la lokuko, bakimi’akae baki l’ende: ko aolauola, aokela, Banto ba bitukuluku bantang’emi wae nde na? 
LUK.9.19	Ko iyo baolamba, baokela, Yoane owa Wini; lolo bamo bakela, Eliya; ko bankina, wae omo ow’ateli ba kalakala aolenya lenkina. 
LUK.9.20	Ko aolakela, Lolond’inyo mongo lontang’emi wae nde na? Ko Petelo aolamba, aokela, Ole Masiya mongo owa Nzakomba. 
LUK.9.21	Lolo aolafeka, ko aolakela wae bafosangele bont’omoko joi line; 
LUK.9.22	ko aokela. Bona ow’onto ifen’elo l’aoyi’auke, ko bingambe la nkanga ya joso, l’akoci b’enkanda, bifotandol’ende, ko bifooma; ko nda mbile e’isato ifoetswa lim’iwa. 
LUK.9.23	Ko aokela bant’auma, Ayak’onto alanga wae ankime, kel’ende ayafim’ende mongo, ko ambol’ekulusu ekande wengi’aefa, ko ankime. 
LUK.9.24	Ele bonto nko loswele olanga lofonga loiko lokae, ifocweya loko; lolonde bonto nko loswele ocweya loiko lokae nd’eloko ekami, oko ifoikya loko. 
LUK.9.25	Ayak’onto akitola liaci ja bokili bouma, lolonde aocwey’omongo, nkito eat’ende na? 
LUK.9.26	Ele os’ondok’emi l’aoyi’akami nsoi, Bona ow’onto ifok’ende nsoi, a end’oya la jilangi likae mongo la ja Ise, ko la ja bikima bi’oeko. 
LUK.9.27	Lolo nsangel’inyo la nsosolo, bamo bal’ane bandemi, bafaen’iwa nye, elaka nko bene likulaka ja Nzakomba.
LUK.9.28	Koko nga betso mwambi nd’afeka ba bitefelo bine aotomba Petelo la Yoane la Yakobo l’ende, ko aounda nda ngongo oond’eko. 
LUK.9.29	Ko aki’nd’oonde, elenge ea elongi ekae eofaningwa, ko benkoto bekande beokela fe la ngesingesi. 
LUK.9.30	Ko bala, bant’afe baosoola l’ende, wae Mose l’Eliya; 
LUK.9.31	iyo baolenya la jilangi, ko baotefela nd’eloko ea iwa ikae itutama, wae acw’owa nda Yelusalema. 
LUK.9.32	Petelo l’iy’aki l’ende baki l’olito w’ais’ilo; lolo ak’iy’oetswa beto, baolena jilangi likae, la bant’afe bakemi l’ende. 
LUK.9.33	Ko ak’iy’okafwana l’ende, Petelo aokela Yesu, Nkolo, bolotsi el’iso wae tol’ane: kel’iso totonge bisele bisato; emoko ekawe, ko emoko ea Mose, ko emoko ea Eliya. Eki’nde nteaka joi liki’nd’otefelaka. 
LUK.9.34	Aki’nd’otefela baoyi’ako, litute joya, ko jolakuka; ko baolok’ooma ak’iy’otswaka nda litute. 
LUK.9.35	Ko lofoso lolokana lima litute, lokela, One ale Bona’okami, osonami l’emi; lokoz’ende. 
LUK.9.36	Ko aki lofoso osilaka, Yesu aolenya nk’ende kika. Ko iyo baoyala wai, ko ntabasangela bont’omoko nd’embile beko joi limoko lik’iy’oenaka.
LUK.9.37	Koko nda mbile ea lobi, ak’iy’okitelaka lima ngongo, linyenga j’anto jokumana l’ende. 
LUK.9.38	Ko bala, bont’omo aobeleza lim’etukuluku, aokela, Bolaki, nkoonde, yoale bon’okami owa jende; el’ende ale bon’okami owa likinda, 
LUK.9.39	ko bala, bokali aolotswa el’ende, ko sasimo ende ula nkimo; ko bokali bolobilingola wae akele mpulo nd’omwa, ko boliman’el’ende soi soi, ko bocik’ende l’eefe eleki. 
LUK.9.40	Ko mbondaki bakimi’ake wae baoza boko, ko iyo ntabozeya. 
LUK.9.41	Yesu aolamba, aokela, Ol’eotswelo ea bocilingano esamb’imeezo, njal’el’inyo elingi na? ncuky’inyo elingi na? Yela bona’oke endo. 
LUK.9.42	Ko nk’ay’ende, demona aolounza, ko aolobilingola l’eefe mongo. Lolo Yesu aosasa bokali wa linyamo, ko aoikya bonolu owa jende, ko aolouteya el’ise. 
LUK.9.43	Ko bant’auma baokamwa la mpamba ea Nzakomba endekola.
LUK.9.43	Lolonde ak’iy’okamwaka l’aoyi’ane baki’nd’okelaka, aokela bakimi’akae, 
LUK.9.44	Kela baoyi’ane botswa nd’atoi’akinyo; nd’ewela wae Bona ow’onto ifolekyama nd’akata b’anto. 
LUK.9.45	Lolonde iyo ntabakotola ncina ea etefelo ene, ko eko eolisama el’iyo, wae bafokotol’eko; ko ntabuol’ende ncina ea etefelo ene; ek’iy’oangaka.
LUK.9.46	Ko iyo baolikyana bikoli, wete oate mpifo eleki el’iyo na? 
LUK.9.47	Lolo aki Yesu okotolaka bikoli bia betema’ekiyo, aokol’inkune, ko aoloemya ntutama l’omongo, 
LUK.9.48	ko aolakela, Os’oamba inkune ine nda lina likami aonjamb’emi, ko os’onjamb’emi aolamb’ende ontomaki; el’ende oleki isisi el’iny’auma, end’ale ow’onene.
LUK.9.49	Ko Yoane aolamba, aokela, Nkolo, tenaki bont’omo ondozaki bademona nda lina like; ko tolofeka, ef’end’okimane l’iso. 
LUK.9.50	Lolo Yesu aolokela, Tawofekake: el’onto ofosuk’inyo isuki ale l’inyo.
LUK.9.51	Koko aki bembile otutama lokoka wae ambeme nda loola, aolelez’elongi nda Yelusalema la wango wae acw’eko, 
LUK.9.52	ko aotoma bikima nda joso j’elongi ekae; ko baokenda, ko baomotswa nd’onanga wa Ba-Samalia, oelez’ende. 
LUK.9.53	Ko iyo ntaboamb’ende, eki elongi ekae nga ifocwa Yelusalema. 
LUK.9.54	Ko bakimi’akae Yakobo la Yoane baolena joi liko, ko baokela, Nkolo, olanga wae tete tsa tokitele lima loola, tasileza? 
LUK.9.55	Lolo aokengwana, aolafela, [aokela, Inyo lofea elenge ea bolimo’okinyo, eki Bona ow’onto ntayaka ofit’anto, lolonde aiky’iyo], 
LUK.9.56	Ko baocwa bonanga’onkina.
LUK.9.57	Ak’iy’ocwaka mboka, bont’omo aolokela, Njifokokima wiji nko loswele bocwa we. 
LUK.9.58	Ko Yesu aolokela, Bemanga bele la nkole ikiyo, ko tofulu t’aliko tole la baumbu; lolo Bona ow’onto afoate itenela indamby’ende botsa’okande. 
