GEN.1.1	Nutem etellrani Agayutem ellarpak nuna-llu piliaqellruak. 
JDG.11.16	Waten pillruuq: Israelite-at unitellermeggni Egypt-aaq, ayallruut yuilqukun mertailngurkun nunakun Kangiqutaanun Aqaba-m tekilluteng-llu Kadesh-aamun. 
JDG.11.17	Tua-llu ayagcecillruut kevganek Edom-aam angayuqranun apelcirnaluteng nunii tumekluku kituryugluteng. Tau͡gaam Edom-aam angayuqran pisqumallrunritai. Cali-llu aptaat Moab-am angayuqra, tau͡gaam elliin-llu nunamikun ayaasqumanritai. Tua-i Israelite-at uitallruut Kadesh-aami. 
JDG.11.18	Tua-llu egilraullruut qau͡gyarrlainarkun yuilqukun, uivluku Edom-aam nunii Moab-am-llu nunii tekisvimeggnun calaralirnera Moab-am, akilirnerani Arnon-aam Kuigan. Tuani qavartartut, tau͡gaam qeranritaat Arnon-aaq cuqiin engelekngaku Moab-am. 
JDG.11.19	Tua-llu Israelite-at ayagcecillruut qanerten̄ek Sihon-aamun, Amorite-amun angayuqranun Heshbon-aam, apelcirluku tumekluku nunii kituryugluteng nakmiin nunameggnun. 
JDG.11.20	Tau͡gaam Sihon-aam tuatnasqumanritaa Israel-aaq. Quyurtai-llu tamalkuita anguyagten̄i, pelateka'arluteng-llu Johaz-ami, anguyagluki-llu Israel-aat. 
JDG.11.21	Tau͡gaam 
JDG.11.22	Piksagutellruat-llu tamalkuan nuniit Amorite-at Arnon-aamek ungalalirnermi Jabbok-aamun negeqvalirnermi mertailngurmek-llu yuilqumek keggaknelirnermi Jordan-aamun calaralirnermun. 
JDG.11.23	Cuna-wa 
JDG.11.24	Elpet-qaa utermun tegungnaqeqataran? Pikurarru Chemosh-aam agayutvet cikiutellra elpenun. Wangkuta tau͡gaam pikciqaput tamalkuita 
JDG.11.25	Tua-i-qaa elpet umyuartequten assinruyukluten Balak-aami Zippor-aam qetunraani, angayuqrani Moab-am? Israel-aaq unayaqeqaqsaitaa akiuresqelluni, Anguyagyartuqsaitaakut-qaa? 
JDG.11.26	Allrakuni yuinarni akimiarni (300) Israel-aam yirturallruak Heshbon-aankuk Aroer-aaq-llu, nunacuaraat-llu avatiinelnguut, tamalkuita-llu nunarpiit Arnon Kuigem cen̄iinelnguut. Ciin ak'a teguksaiciki tamatum nalliini? 
JDG.11.27	Qang'a, wiinga picurlagmek piksaitamken. Elpet alartuten anguyallerpegun wiinga. 
JDG.11.28	Tau͡gaam Ammonite-at angayuqrata pamatekenritaa qanrucartuumallni Jephthah-mek kingunelegmek.
JDG.11.29	Tua-llu anernera 
JDG.11.30	Jephthah-m-llu akqaa 
JDG.11.31	ekuagiciqua elliitekluku ciumek anluni enemnek pairrsaagtemnek, ut'reskuma cirlakillemnek. Elliitekciqaqa yuk tauna elpenun ekuagilua.”
JDG.11.32	Tua-i Jephthah-m qeraraa kuik callugyarturluki Ammonite-at, 
JDG.11.33	Anguyagai tamalkuita Aroer-aamek ayagluni Minnith-aam nuniinun, quyurmeng nunarpiit yuinauluteng (20), yaaqsingraan-llu tekilluku Abel Keramun-aaq. Amlleqapiaraat tuqucimaut, Israel-aam-llu cirlakai Ammonite-at.
JDG.11.34	Jephthah utercan kingunerminun Mizpah-mun, pania an'uq pairrsaagluku kallakutangqerrluni yurarluni-llu. Tauna elliin kiingan yukaa. 
JDG.11.35	Tangrramiu, aturani allgurai angniitem ugaani qanerluni-llu, “Arenqiapaa, panimaa! Ircaquqa navguran! Ciin elpengua nangteqnamek taicesteka? Piciulriamek akqutmek 
JDG.11.36	Arnaq qanertuq, “Akqillrukuvet 
JDG.11.37	Tau͡gaam atani apelciraa, “Uumek ataucimek pivkarnga. Kiimetevkarnga iralugni malrugni, yugnikek'nganka malikluki ayaganiartua ingrini angniilutekluku tuqullerkaqa angutmun agtuumavkenii.” 
JDG.11.38	Qanrutaa-llu ayaasqelluku ayagtelluku-llu iralugni malrugni. Arnaq-llu yugnikek'ngani-llu mayurtut ingrinun angniilutekluku-llu tuquarkaurcan kassuupailegmi irniarunani-llu. 
JDG.11.39	Iraluk malruk kinguagni utertuq ataminun. Piuq-llu akqillermitun 
JDG.11.39	Man'a ayagneqaa piciryaram Israel-aami 
JDG.11.40	arnait Israel-aat ayalararkaurrluteng allamiaquaqan ernerni cetamani angniilutekluku qiateksarturluku pania Jephthah-m Gilead-aarmium.
JDG.12.1	Ephraim-aam anguyagtai uptut anguyallerkameggnun; qeraraat-llu Jordan-aam Kuiga Zaphon-aamun qanerluteng-llu Jephthah-mun, “Ciin qerallrusit anguyagyarturluki Ammonite-at unayaqevkenata? Enen ekuavkarciqaput tapqulluten.”
JDG.12.2	Tau͡gaam Jephthah-m qanrutai, “Wiinga yuunka-llu Ammonite-at-llu cakneq kiutaagutellruukut. Qayagaullruyaaqamken, elpet tau͡gaam aviutengnaqellrunritarpenga ellaitnek.” 
JDG.12.3	Tangrramku piqatanrilucin, unguvaka qevvluku, qerallruunga anguyagyarturluki, 
JDG.12.4	Tua-llu Jephthah-m quyurtai tamalkuita anguyagtai Gilead-aam, callugluki-llu Ephraim-aam anguyagtai cirlakluki-llu. (Ephraim-aarmiut qanellruluteng, “Elpeci Gilead-aarmiuni Ephraim-aami Manasseh-mi-llu, cakaarilriaruuci Ephraim-aamek!”) 
JDG.12.5	Ephraim-aarmiut tua-i anagturcetenritengnaqluki, Gilead-aarmiut teguit qeraryarai Jordan-aam. Ephraim-aarmiut iliit qerassaalria apelcirqan qeraryugluni, Gilead-aarmiut aptelalliniit, Ephraimite-auguten-qaa? Qanraqan, “Qang'a,” 
JDG.12.6	pilalliniat waten qanresqelluku “Shibboleth,” tauna-llu qanerluni, “Sibboleth,” assirluku aperciigalamiu. Teguluku tua-i tuqutelalliniat qeraryarat iliitni Jordan-aam Kuigani. Taum-llu nalliini tiissitsaat yuinaak malruk malrugnek cipluku (42,000) Ephraim-aarmiut tuqutaullruut.
JDG.12.7	Jephthah-m ciuliqagtellrua Israel-aaq allrakuni arvinlegni. Tua-i-llu tuquluni tungmagcimaluni-llu Gilead-aami.
JDG.12.8	Kinguakun Jephtham-am, Ibzan-aam Bethlehem-aarmium ciuliqagtaa Israel-aaq. 
JDG.12.9	Qetunrangqellruuq yuinaq qulmek cipluku (30), panigluni-llu yuinaq qulmek cipluku (30). Uingevkallrui panini tungayakenrilkaitnek tailluni-llu nasaurlurnek yuinaq qulmek cipluku (30) tungayakenrilkaitnek qetunrarmi nulirkaitnek. Ibzan-aam ciuliqagtaa Israel-aaq allrakuni malrunlegni, 
JDG.12.10	tua-i-llu yuunrirluni tungmagcimaluni-llu Bethlehem-aami.
JDG.12.11	Kinguakun Ibzan-aam, Elon-aam Zebulun-aarmium ciuliqagtaa Israel-aaq allrakuni qulni. 
JDG.12.12	Yuunrirtuq-llu tungmagcimaluni-llu Aijalon-aami nunautiini Zebulun-aam.
JDG.12.13	Kinguakun Elon-aam, Abdon-aam Hillel-aam qetunraan Pirathon-aarmium ciuliqagtaa Israel-aaq. 
JDG.12.14	Qetunrangqellruuq yuinaagnek malrugnek (40) tutgararluni-llu yuinaq qulmek cipluku (30), taukut-llu ayalartut yuinaat pingayun qulmek cipluku (70) ciulvagteggun. Abdon-aam Israel-aaq ciuliqagtaa allrakuni pingayunlegni, 
JDG.12.15	tua-i-llu yuunrirluni tungmagcimaluni-llu Pirathon-aami nunautiini Ephraim-aam pengulilriami nuniitni Amalekite-at.
JDG.13.1	Israelite-at ataam assiilnginqigtut 
JDG.13.2	Angucetangqellruuq-llu aterluni Manoah-mek nunacuariinek Zorah-m. Ilakluku kinguvellgutkellriarin Dan-am. Nulirra qingayuunani irniangesciigani. 
JDG.13.3	-llu an'gilaan alairvikaa arnaq qanerluni-llu, “Irniangesciigatellruuten, tau͡gaam ak'anivkenak qingarciquten qetunrangluten-llu. 
JDG.13.4	Murilkenqegcaarqina wine-amek tuknilriamek-llu merkamek meq'e'ryaqunak, nereksaunak-llu inerquusngalriamek, 
JDG.13.5	qetunrarpet yuurtellran kinguani, nuyai kepqeryaqunaki, waniwa ernermek yuurtellerminek ayagluni allakaumaciquq tan'gaurluq Agayutmun nazirite-auluni. Elliin ayagnirciiqaa aviucimallerkaat Israel-aat, Philistine-anek.”
JDG.13.6	Arnam-llu ullagluku qanrutaa uini, “Agayutem kevgaa taillruuq wangnun, tangellra-llu alingnartauq kegginaatun an'gilaan Agayutem. Aptellrunritaqa naken pillrucianek, qanrutenritaanga-llu at'minek. 
JDG.13.7	Tau͡gaam qanrutaanga qingarciqnilua qetunrangciqnilua-llu. Qanrullua-llu mer'esqevkenii wine-amek wall'u tuknilriamek merkamek, wall'u inerquusngalriamek neresqevkenii, tua-i-wa-gguq tan'gaurluq allakaumaciqngan Agayutmun nazirite-auluni unguvallran taktaciatun.”
JDG.13.8	Tua-llu Manoah piicagtuq 
JDG.13.9	Agayun-llu piuq Manoah-m apelcillratun, an'gilaa-llu ataam taiguq arnamun naucetaarvigmi aqumgainanrani. Uingan Manoah-m aipirpek'naku, 
JDG.13.10	tua-i egmian aqvaqurluni ullagaa qanrulluku-llu, “Atam tangerqerru, angun tailleq wangnun amatiigni alainqigtuq wangnun.”
JDG.13.11	Manoah-llu nangertuq maliggluku-llu nuliani. Ullagluku angun aptaa, “Elpet-qaa taunguuten angun qalartelleq nuliamnun?” “Aa-ang,” kiuguq.
JDG.13.12	Manoah-llu qanertuq, “Kitaki, qanelten piciureskata, qaillun tan'gaurluq piarkauga? Qaillun ayuqluni yuuciqa?”
JDG.13.13	An'gilaa-llu 
JDG.13.14	Ner'arkaunrituq wine-arkat nauviatnek kingunelegmek; mer'arkaunrituq wine-amek wall'u tuknilriamek merkamek, wall'u nerluni inerquusngalriamek. Tamalkuita alerquutellrenka elliinun maligtaquarkaugai.
JDG.13.15	Nalluluku 
JDG.13.16	Tau͡gaam an'gilaq qanertuq, “Uitakuma, nerngaitua neqevtegnek. Tau͡gaam keniryukuvgu, ekuavkaqiu elliitnguluku 
JDG.13.17	Manoah qanertuq, “Qanruskuk aterpenek, qanelten piciureskata nanrarniaramegten?”
JDG.13.18	An'gilaq aptuq, “Ciin atqa nallunriryugcetgu? Atruuq irr'inaqluni.”
JDG.13.19	Tua-i Manoah tegutuq piyagarmek qusngirngalnguyagarmek mukaarkamek-llu, elliitekluki-llu teggalqumi ekuavigmi 
JDG.13.20	Keneq-llu mayullrani qulmun ekuavigmek, Manoah-nkuk nuliani-llu tangrraak 
JDG.13.21	An'gilaa-llu 
JDG.13.22	Manoah-llu qanertuq nuliaminun, “Ilumun tuquarkaurtukuk, tangellruamegnegu Agayun!”
JDG.13.23	Tau͡gaam nulirra kiuguq, “
JDG.13.24	Arnaq-llu irniuq qetunrangluni acirluku-llu Samson-aamek. Mikelnguq angliuq 
JDG.13.25	 pinian pinirivkaraa, Zorah-nkuk Estaol-aaq-llu akunliigni Pelatekarviani Dan-am uitallrani.
JDG.14.1	Erenrit iliitni Samson-aaq atrartuq Timnah-mun, tuani-llu tangertuq ayagyuamek Philistine-amek arnamek. 
JDG.14.2	Utercami-llu angayuqaagni qanrutak, “Philistine-amek arnamek pitangqertuq Timnah-mi tangllemnek. Aqvat'gu wii piteklua; kassuucugaqa.”
JDG.14.3	Tau͡gaam atiin aaniin-llu aptaak, “Ciin tua-i taukunun ayagluten agayumanrilngurnun Philistine-anun nulirkassaakatarcit? Kitumek-qaa nalaqucugnganrituten nakmiin tungayamten̄ek, yuullgutemten̄ek?” Tau͡gaam Samson-aam qanrutaa atani, “Taumek arnamek aqvacicesqumaunga elpenun. Assikaqa.”
JDG.14.4	Angayuqaagken nallullruak 
JDG.14.5	Tua-i Samson-aaq atrartuq angayuqaagni-llu Timnah-mun. Ayallermeggni wine-at naucetaarviat tumekluku, niituq uirranilriamek yugtutulimek taqnerurteksailngurmek. 
JDG.14.6	Alqunaq 
JDG.14.7	Tua-llu atrarluni qanellgutkaa neviarcar, elliin-llu assikaa. 
JDG.14.8	Erenrit amllenrilnguut kinguatgun Samson-aam ullagluku kassuucarturaa. Ayainanermini tumyaraq unilluku paqtaa tuqutellni yugtutuli, alangaartuq-llu taum temiin iluani tangllermini 'vegtarnek neqkautiitnek-llu. 
JDG.14.9	Elliin-llu cipegtaa evegtaat neqiit unatminun ayagtuq-llu tuaken nerluni. Ullagak-llu aatani aanani-llu tuaken-llu cikirlukek. Elkenka-llu neraak, tau͡gaam qanrutenritak tegullruniluku evegtaat neqiit yugtutulim temiinek.
JDG.14.10	Atii tua-i atrartuq arnam eniinun, Samson-aaq-llu nerevkariuq tuani. Tuaten yun'erraat piciryaraqngatgu. 
JDG.14.11	Philistine-at-llu tangrramegteggu, ayagceciut yuinaq qulmek cipluku (30) ilakainek. 
JDG.14.12	Samson-aaq-llu qanertuq ellaitnun, “Qanrutqernaamci taringesciigatnarqellriamek. Qanrucugngakuvcia caucianek nerevkaritem erenrin malrunlegen iluatni, cikirarkaugamci yuinaq qulmek cipluku (30) aturaqegtaarnek yuinaq-llu qulmek cipluku (30) cimiritkavcen̄ek aturaqegtaarnek 
JDG.14.13	tau͡gaam qanrucesciigalkuvcia caucianek, elpeci cikirciqerpecia yuinaq qulmek cipluku (30) aturaqegtaarnek, yuinaq-llu qulmek cipluku cimiritkamnek aturaqegtaarnek.”
JDG.14.13	“Qanruskut apyutevnek,” ellait qanertut “Niitnaurput.”
JDG.14.14	Samson-aaq-llu qanertuq,
JDG.14.14	“Nertulimek an'uq neqkaq.
JDG.14.14	Pinilriamek-llu an'uq neqnirqellria.”
JDG.14.14	Ellaita-llu ernerni pingayuni cauciitaat kiutii.
JDG.14.15	Erenrit-llu cetamiitni qanertut Samson-aam nulirranun, “Qarusgu uin usvituyarulluku qanrutnauraakut caucianek taringesciigatnarqellria. Pinrilkuvet ekuavkarciqaput atavet enii tapeqluten. Elpetek-qaa maavet kelellruavkut uayarnaluta?”
JDG.14.16	Tua-i Samson-aam nulirran aluviliurluni ullagaa qanerluni-llu, “Kenkenritarpenga! Eq'ukarpenga! Qanrutellruaten yugnikek'nganka apyutmek wiinga tau͡gken qanrutevkenii caucianek.”
JDG.14.16	Ellii-llu qanertuq nuliaminun, “Atam qanruteksailkegka-llu ataka aanaka-llu. Ciin tua-i elpet qanrucarciken?” 
JDG.14.17	Qiatekaa-llu tamana ernerni malrunlegni nerevkaritem taktaciatun. Tau͡gaam erenret malrunelgatni qanrutaa taringesciigatnarqellriim caucianek, cakneq apqaurumiini. Tua-i-llu arnam qanrulluki Philistine-at. 
JDG.14.18	Tua-llu erenret malrunelgatni, Samson-aaq qavarviminun pivailgan, angutet tuaken nunarpagnek qanrutaat,
JDG.14.18	“Ca neqnirqenruyarta yuilqurmiutarmi paatakaami?
JDG.14.18	Ca pininruyarta yugtutulimi?”
JDG.14.18	Ellii-llu qanertuq ellaitnun,
JDG.14.18	“Itumcillrunrilkuvci nunamek kuluvauteka aturluku,
JDG.14.18	apyutma kiutii nallunrillruyanritaci.”
JDG.14.19	Alkunaq-llu pinian 
JDG.14.20	nulirra-llu tunumallrulliniluni kassuutellragni elliin caniani nangengqallermun.
JDG.15.1	Atatakuan, mukaarkanek quyurciyaram nalliini, Samson-aam sen̄irtaa nuliani piyagarmek qusngirngalngurmek payuggluku. Qanertuq-llu taum atiinun, “Iteryugtua nuliama qavarvianun.”
JDG.15.1	Tau͡gaam nulirran atiin itresqumanritaa. 
JDG.15.2	Qanrulluku-llu Samson-aaq, “Ilumun umyuarteqellruunga elpenun cakneq eq'uksukluku, taumek cikiutekellrukeka yugnikekevnun. Tau͡gaam kinguqlia kenegnanruuq, piukuvgu nuliqsagusgu.”
JDG.15.3	Samson-aaq qanertuq, “Maa-i avalitngungaitua Philistine-anun, camek pillemnek.” 
JDG.15.4	Tua-i ayagtuq tegukengluni-llu akimiarnek yuinarnek (300) kaviarnek. Malruuqaqluki, pamyuit qillerqaarluki elliiguq kumarutnek qillernernun. 
JDG.15.5	Kumarcimariamiki-llu kumarutet, kaviaret ayagcetai Philistine-at mukaarkanek nauceciiviitnun. Waten piluni ekuavkarai quyurcimalriit kiingita pivkenaki, naumalriit-llu mukaarkat quyurcimaksailnguut ekuavkarai. Olive-aat-llu napait cali ekuavkarluki. 
JDG.15.6	Philistine-at apcameng kitumun man'a pillrucianek, nallunriraat Samson-aamun pillrucia tua-i-wa cakian, angutem Timnah-rmium, nulirra tunlliniaku yugnikek'ngaanun Samson-aam. Philistine-at tua-i mayurtut, ekuavkarluku-llu tuqutaat tauna arnaq atiin-llu enii cali ekuavkarluku.
JDG.15.7	Samson-aam qanrutai, “Waten ayuqelliniuci! Akqiunga taqngaitua-llu tamarpeci akinaurnatkamnun!” 
JDG.15.8	Curugai-llu aaqevkenani tuqulluki-llu amlleret. Ayagtuq-llu uitaluni-llu qerranqumun pen̄amelngurmun Etam-aami.
JDG.15.9	Philistine-at-llu mayurluteng pelateka'artut Judah-mi, curugluku-llu nunarrii Lehi-am. 
JDG.15.10	Judah-m-llu yuin aptait, “Ciin curukarcecikut?”
JDG.15.10	Ellait-llu qanertut, “Taigukut teguyarturluku Samson-aaq, elliin pillran ayuqiinek pinaluku.” 
JDG.15.11	Tua-i ukut pingayun tiissitsaat (3,000) angutet atrartut qerranqumun pen̄amelngurmun Etam-aami qanerluteng-llu Samson-aamun, “Nalluan-qaa Philistine-at atanirturten͞guciit wangkutnun? Ciin waten pisikut?”
JDG.15.11	Ellii kiuguq, “Ellaita pillruciacetun, wiinga-llu tuaten pillruanka.”
JDG.15.12	Qanrutaat, “Wangkuta taigukut qillerqessarturluten, tunenaluten Philistine-anun.” Samson-aaq qanertuq, “Akqicia elpeci tuqusngaitnilua.”
JDG.15.13	“Aa-ang,” ellait qanertut, “kiingan qillerciiqamteggen tunluten-llu Philistine-anun; tuqusngaitamteggen.” Tua-i qillertaat malrugnek nutaragnek ilavkugnek, mayuulluku-llu teggalqumek.
JDG.15.14	Tekican-llu Lehi-amun, Philistine-at pairrsaagaat aqvaqurluteng, qayagpagaluku. Alqunaq 
JDG.15.15	Tua-llu nalaqutuq nutaragnek agluqugkenek ciulviim tuqunerram. Tegulukek-llu taukuk saskuklukek tuquciuq tiissitsaanek (1,000) angutnek. 
JDG.15.16	Taumek Samson-aaq aturtuq,
JDG.15.16	“Ciulviim agluqugken'gun tuquciunga tiissitsaanek angutnek;
JDG.15.16	Ciulviim agluqugken'gun quyurtanka qalliryaggluki.”
JDG.15.17	Taum kinguakun, egtak agluquk. Waten mat'um pivillra atengqertuq “Ramath Lehi.”
JDG.15.18	Samson-aaq-llu cakneq meqsuum tekitaa, taumek qayagauq 
JDG.15.19	Agayutem-llu ikirtaa qerratalria nunami tuani Lehi-ami, tuaken-llu meq an'uq. Samson-aaq-llu mertuq ayuqucia-llu ataam assiriluni. Tauna-llu ulevlaq atengqertuq Hakkore-amek; tuantuq cali Lehi-ami.
JDG.15.20	Samson-aam ciuliqagtaa Israel-aaq allrakuni yuinarni (20) Philistine-at ataniullratgu nuna.
JDG.16.1	Erenret iliitni Samson-aaq ayagtuq Philistine-at nunarpiitnun Gaza-mun, tuani-llu tangertuq akissumek, inartellgutekluku-llu. 
JDG.16.2	Gaza-rmiut-llu nallunriraat Samson-aam tuanlucia, tua-i avatairaat nuna Samson-aaq-llu utaqaluku unugpak nunarpiim casguani. Nepailcaartut unugpak, umyuarteqluteng, “Utaqanaurput erqaarallerkaa, nutaan tuqutniarput.” 
JDG.16.3	Tau͡gaam Samson-aaq inangqauq unuum qukarnatkaanun. Tua-i-llu maktuq tegua-llu nunarpiim casgua amugluku-llu ikirtuqaa, naparyak, kelucaa-llu tapqulluki, tua-i tamalkuan. Qugluki-llu ayaulluki yaaqvanun kangranun pengum Hebron-aamun caumalriim.
JDG.16.4	Uum kinguakun, Samson-aam kenegyagutaa arnaq Delilah-mek at'lek, Kuignaiyuani Sorek-aam uitalria. 
JDG.16.5	Talliman Philistine-at angayuqat ullagaat Delilah qanerluteng-llu, “Qarusgu Samson-aaq usvituyarulluku qanrutevkarluten-llu ciin pinissiyaagucianek qaillun-llu wangkutnun cirlaksugngallerkarput, qillerqessugngallerkarput, pekviirulluku. Ataucitaarluta-llu cikirciqamteggen tiissitsaaq yuinarnek tallimanek cipluku (1,100) qerrirlinek.”
JDG.16.6	Tua-i Delilah qanertuq Samson-aamun, “Qanrutqernga camun waten pitaluten pinircecucirpenek. Kia-llu qillerrluten pekviiryukuniten qaillun piartaten?”
JDG.16.7	Samson-aaq kiuguq, “Qillreskatnga malrunlegnek nutaranek urluvrem qelutainek kinerciumaksailngurnek, piniaciiqua, allatun yugtun ayuqlua.”
JDG.16.8	Tua-i Philistine-at angayuqrita taitaat Delilah malrunlegnek nutaranek urluvrem qelutainek kinerciumaksailngurnek, elliin-llu qillertaa taukunek.
JDG.16.9	Tuani angutnek utaqalriartangqertuq enem iluqliani, Delilah-llu qayagpagtuq, “Samson-aaq! Philistine-at tikitaatgen!” Tau͡gaam kevkartai urluvrem qelutai pelacinak kep'artelauciatun kenrem agturaqani. Tua-i qanrutkumanrilnguq piniucian naken picia nallunriumanrituq.
JDG.16.10	Delilah-m qanrutaa Samson-aaq, “Atam elpet, anglanitekekevnga, piciunrilngurmek-llu qanrullua. Qanrutqernga kitak qaillun kitumun qillerqessugngacin.”
JDG.16.11	Qanrutaa, “Qillreskatnga nutaranek ilavkugnek atuumaksailngurnek, piniaruciiqua allatun yugtun ayuqlua.”
JDG.16.12	Tua-i Delilah nutaranek ilavkugnek piuq qillerrluku-llu. Qayagpagtuq-llu, “Samson-aaq! Philistine-at taigut!” Angutet-llu utaqaluteng enem iluqliani uitallruut. Tau͡gaam Samson-aam kevkarqai ilavkuut talligminek yualukatun.
JDG.16.13	Delilah qanertuq Samson-aamun, “Cali anglanitekarpenga piciunrilngurmek-llu qanrullua. Qanrusnga qaillun kitumun qillerqessugngacin.”
JDG.16.13	Samson-aaq-llu qanertuq elliinun, “Piirrikuvki malrunelgurrluki nuyanka 'lumarrissuutekun, cagnilluku-llu nuqcissuutmek, piniaruciiqua ayuqlua-llu allatun yugtun.”
JDG.16.14	Delilah-m tua-i qavangcarluku qavaqercetaa, tegulluni-llu malrunelgurrluki nuyainek piirrii 'lumarrissuutekun. Cagniqaarluku-llu nuqcissuutmek qayagpagtuq, “Samson-aaq! Philistine-at taigut!” Tau͡gaam tupagtuq qavaminek, nuyani-llu amugluki 'lumarrissuutmek.
JDG.16.15	Tua-i arnaq qanertuq elliinun, “Ciin qanlarcit keneknilua, tamana piciunrilengraan? Anglanitekellrurtarpenga pingayurqunek, cali-llu tua-i qanruteksaunii camun piningqercecucirpenek.” 
JDG.16.16	Apqaurturaraa-llu unuaquaqan. Mernuyagutqapiaraamiu tamatumek piurallra 
JDG.16.17	qanrucaqliraa piciulriamek. “Nuyanka kepumaqayuitut,” qanertuq, “Cikiutekumallruunga Agayutmun nazirite-aulua yuurqaanemnek. Nuyanka kepumakata, pinima uniciiqaanga, piniaruciiqua-llu allatun yugtun ayuqlua.”
JDG.16.18	Delilah-m-llu taringamiu qanruyucini piciulriamek, ayagceciuq qanrucarturtelluki atanerruarit Philistine-at qanerluni, “Taiqerci ataucirqumek. Qanrutaanga piciulriamek.” Tua-llu taigut akit-llu malikluki. 
JDG.16.19	Delilah-m-llu qavaqercetaa Samson-aaq ciisqugmi qaingagni taisqiluni-llu angutmek, tauna-llu keputuq Samson-aam malrunelguringalrianek nuyainek. Tua-llu arnam cakneq nangteqevkaraa, pinian unicaku. 
JDG.16.20	Qayagpagtuq-llu, “Samson-aaq! Philistine-at taigut!” Tupiimi-llu umyuartequq, “Petuirlua anagciqua, ciungani pilallemtun.” Nalluluku 
JDG.16.21	Philistine-at-llu teguat, iik-llu qagerrlukek. Atrautaat-llu Gaza-mun, qillerrluku-llu punernernek kalivnernek, calivkarluku-llu miilissuutmi miilivkarluku itercivigmi. 
JDG.16.22	Tau͡gaam nuyai naunqigtut.
JDG.16.23	Tua-llu atanerruarit Philistine-at quyurtellruut angnirnaluteng angtuamek-llu elliinaluteng ekuagarkamek Dagon-aamun agayutmeggnun. Aturpagtut, “Agayutemta cikiraakut cirlakutmek inglumten̄un Samson-aamun!” 
JDG.16.24+JDG.16.25	Angniameng quyurrluteng, qanertut, “Taivkarciu Samson-aaq, anglanivkarnauraakut.” Anucatgu Samson-aaq itercivigmek, anglanitekaat nangertelluku-llu akunliignun naparyak. Yuut tangrramegteggu, aturpagtut nanrautmek agayutmeggnun: “Agayutemta cikiraakut cirlakutmek inglumten̄un, navgurtellranun nunamta amlleret-llu ilamta tuqurqestellratnun!” 
JDG.16.26	Samson-aaq-llu qanertuq tan'gaurlurmun tass'uqestem̄inun, “Agturcetqerkek naparyak enem tusnganrek. Tulurviksugagka.” 
JDG.16.27	Tuani ena muirumallruuq angutnek arnanek-llu. Tamalkurmeng-llu atanerruarit Philistine-at tuantellruut, enem-llu qaingani tayima pingayun tiissitsaat (3,000) uitallruut angutet arnat-llu, tangvalriit Samson-aamek anglanitekluku.
JDG.16.28	Tua-llu Samson-aaq piicagtuq, “Artuqailnguq 
JDG.16.29	Samson-aam-llu teguak qukaqliik naparyak enem nayumiqastek. Inglugtun unatni ellii naparyagnun, cinglukek tuaten 
JDG.16.30	qayagpagtuq, “Tuqullguteklaki Philistine-at!” Pinini tamalkuan aturluku cing'uq, enem-llu imutai tamalkuita talliman angayuqat tamalkuita-llu yuut tuanelnguut. Samson-aaq tuani tuquciuq amllenritnek tuqucilallmi unguvallermini.
JDG.16.31	Tua-llu anelgutai tamarmeng-llu ilai atrartut temii aqvaluku. Ut'rutaat-llu tungmaggluku-llu, akuliigni Zorah-nkuk Eshtaol-aq-llu, qunguanun Manoah-m elliin atiin. Ciuliqagtekellrua Israel-aam allrakuni yuinarni (20).
JDG.17.1	Angucetangqellruuq aterluni Micah-mek, uitaaqluni pengulilriami nuniini Ephraim-aam. 
JDG.17.2	Aanani qanrutaa, “Kia teguillraten tiissitsaaq yuinarnek tallimanek cipluku (1,100) qerrirlinek, aniqlaallruan tauna teglengalria. Niitellruamken tuatnallerpeni. Atam, waniwa wii akit nunaqliqanka. Wang'ullruuq taukut tegustellrat.”
JDG.17.2	Aanii-llu qanertuq, “
JDG.17.3	Tunai-llu utertelluki aanaminun, aanii-llu qanertuq, “Aniqlaan tucetnavkenaku qetunramnun, wiinga wangnek umyuaqa tamalkirrluku cikiutekanka qerrirlit akit 
