MAT.1.1	Gittaabooda rooproobanga Yeesu Gristo, balleanda Dawdi, balleanda Abrahaamu. 
LUK.5.28	Ghang'eat ak gwanung'usa heeda halanjeasean, ak ghwaat geeshta.
LUK.5.29	Gwasissa Laawi ghwelmeeda haw aba gheannyi; ak gweagiischi nea gambuuchchi fuga saanga ang'ng'oonyi gwaadi ea buuneeda suurja. 
LUK.5.30	Hean goniiksa Farisayajeega ea ng'oorshoodiga nyaawa ginealangaaschi, nea gwayeeshsha, “Ghwasaan anda goyeagiischi nea goleeshi sea fuga ang'ng'oonyi gwaadi ea fuga ring'eega?” 
LUK.5.31	Ghwasha Yeesu nea gwayeeshsha, “Fuga majeekcheewi magaseadayyi bwanamwagaanga geaghus gagasa gea miyeani. 
LUK.5.32	Aniini mwaawuni daguursa fuga doobiiweadi, ghawunnyi daguursa fuga ring'eega gwadukkuuna ring'eega nyaawa.”
LUK.5.33	Hean geeyeeshsha, “Anda ginealanga Yohaana goluulliida geat nea ghamwaash Aseetta, ak eara ginealanga Farisayajeega gwasiniidunu, nea gaagu gweagiischi nea gwaleeshi.” 
LUK.5.34	Gwayeeshsha Yeesu, “Ghoammu gwaliilda rabasta nyeangiida nea gwandeayi sea siida geeshshi? 
LUK.5.35	Amaduw gwanda eaweetta jea egeandeawa siida geeshshi aba jeennyaawa, eaweechcheanji gaygwaliilda.” 
LUK.5.36	Hean gwarukusa galeega nea gwayeeshsha, “Manda siida jea ghabwaash weasta hang'deesh ak ghawaasa hang'da waas, iisindunu gayghabwaash dea eesh, ak abeeda weastida bea hang'deeshiin maygweatteayyi sea dea waas. 
LUK.5.37	Ak ea manda siida jea ghwayiin difaayeeda mii ghwaheas jeesinga ghadeatka woosi; iisindunu, gaygwanyarjeaweada difaayeeda mii ghwaheas ghadeatka ak gaygaweay difaayeeda, ak gwanyara ghadeatka. 
LUK.5.38	Difaayeeda mii ghwaheas geaghus eyamsa jeesinga ghadeatka eashiish. 
LUK.5.39	Ea manda siida jea iing'atta leeyda difaayeeda heeseadi jea gagasa gea mii heeseadi; aba gideaba gaygwayi, ‘Gea heeseadi amiyaas.’”
LUK.6.1	Eaweeda Sabatto damanda beawa gwasik jeesinga madameega, hean ghwalajaada ginealangaaschi muschoonga, ak gang'ealng'ealsa jeesinga baneaguukka nyaawa ak ghwaak. 
LUK.6.2	Gwayeeshsha Farisayajeega mwaatkwa, “Ghwasaan anda goosinnyi ng'asheanda mwadoabiiwa eaweeda sabatto?” 
LUK.6.3	Ghwasha Yeesu nea gwayeeshsha, “Miyoassoamwana gidaghayi sin Dawdi iyeachchih. 
LUK.6.4	Gidabeada jeeda gheeda Aseetta, ak gageanu ak ghwaak mukkattajeega siyiin madeeda Aseetta, nea mwadoabiiwa aba hichpa siinuut geaghus ghwaak ashoohoodiga, ak ghoadaw eara fuga mideayi sea niny?” 
LUK.6.5	Ak gwayeeshsha, “Balleanda Siida Ng'uttamiida sabattoohi.”
LUK.6.6	Eaweechcha nuut bea sabatto, damanda beawa jeeda ghooriida sinnealshachcheewa ak goonealshi, gwanda jeeni siisi apttu geattinda dugwa. 
LUK.6.7	Gang'ula Ng'oorshoodiga ea Farisayajeega eadaa ea jea ghoahaap siidida eaweeda sabatto, aba sareani geegasa gichchea eanyasta ramaseanda jea eahhaktaawa. 
LUK.6.8	Hean ghwanal gidamida jeesinga nyaawa, ak gwayeeshsha siidida aptu geattindean, “Beenni miinaada aba hiji.” Ak ghang'eat ak ghamiinaada aba hoowa. 
LUK.6.9	Ak gwayeeshsha Yeesu, “Gaydanyasheagwa, aba eaweetta sabatto, ghwadoabiiwi gideaba geesin ng'asheanda miyi ghana ng'asheanda muy. Ghang'wana gighuuyda eaweega ghana ng'wana lakkunooda?” 
LUK.6.10	Ng'atta ghoaduup ghaang' buuneeda aba murdajeega sean ak gwayeeshsha siidida, “Asi adoabiiwa gattindaang'u.” Hean ghoadoabiiw ak gabiikta geattinda gamajeegiit. 
LUK.6.11	Ghwanyareas muuchchi fugiga ak geebalool eegasa gichchea eehinda Yeesu.
LUK.6.12	Askwearjoojikka gawa iheenga heayeeniga ghamwaash Aseetta; ghamwaash Aseetta eaweesean. 
LUK.6.13	Iimuchchu, Gaguursa ginealangaaschi, ak ghwaloat damaniyyeenya aba jeennyaawa, ak gaguura malaykajeega; 
LUK.6.14	Nea Simoneeda suguura gheawungaaschi Betrohi, ea oorjeeda ghaamwat siyi Andreya, ea Yakkobo ea Yohaana, ea Filippo, ea Bartolomayo, 
LUK.6.15	ea Mattayo, ea Domaso, ea Yakkobo balleanda Alfayo, ea Simoneeda suguura Selotte, 
LUK.6.16	ea Yuuda balleanda Yakkobo, ea Yuudayda Iskariyoti, was siida amaduw ghwala bwadaw.
LUK.6.17	Iiduw nea ghwararang'aan sea saawa ak ghamiinaada aba heeda miy ng'eanyi, abeeda gwandeawa fuga saang'a was ginealangaaschi ea emeettuw leabu meatkwajeega sean bea Yudeeya, ea Yerusaleemu ea ghuutta basooda Diro, ea Sidooni, nea ghapka gooleeysiit niny nea geahaap geyoonung'eakka nyaawa; 
LUK.6.18	Ak ghoahaap eara fugiga bearji meangeenda munyasiin. 
LUK.6.19	Gagasa emeessean ghawaas niny, aba gideaba uurda gwaleabu headaannyi ak ghoahaap sean.
LUK.6.20	Iiduw gagatgat gheanyangaaschi goong'weersa ginealangaaschi, ak gwayeeshsha:
LUK.6.20	“Ghoang'wani agogeeda barbari, aba gideaba sugoochcheandumeeda Aseetta deang'wa.
LUK.6.21	Ghoang'wani agoogeeda yeadeagwa jih ghamneawa, aba gideaba gajoolang'uuda.
LUK.6.21	Ghoang'wani agoogeeda oyyeawdi ghamneawa, aba gideaba gajoayaaga rear.
LUK.6.22	Ghoang'wani agoogeeda sideagwa buuneeda, nea gwahistaneegwa nea gong'eawweegwa ak geemmunyasiidi gheawungeagwa, appadayda Balleanda Siida!
LUK.6.23	Ahoosana aba eaweettida, nea ghoang'waschi aba hooseaneega, aba gideaba gimeardeang'wa aahaw aba humng'eeda, aba gideaba nii gidaghayi hinda ghweaniga nyaawa sibanga.
LUK.6.24	“Asi ashageada agoogeeni owoschi baruurjeewiin, aba gideaba noanyaaschi hawdeayda.
LUK.6.25	Ashageada agoogeeni owoschi lang'uudeat ghamneawean, aba gideaba gajadaaha jalooda. Ashageada agoogeeni oayaaji rear ghamneawean, aba gideaba gajaguttuuni heareega nea gooyeawdi.
LUK.6.26	Ashageada agoogeeni, jea gagwarseegwa buuneessean iin aba gideaba eara ghweaniga nyaawa ghayi gwahindunu sibanga ng'uyeega.”
LUK.6.27	“Asi Geayeeshshineegwa agoogeeni oyiing'shiin, abwariinya weajoodigeagwa, asissiina geamiyaas fuga sideagwa, 
LUK.6.28	Abadiischeesiina fuga morridaneegwa, amwaasha Aseetta appadahuukka fuga ghabwaseegwa. 
LUK.6.29	Siida iilas madang'daang'u, giidawi eara meatkweeda niirja; iiyareannyi sih hang'daangu ginung'usi eara shaatteadaang'u. 
LUK.6.30	Siida musnyi gil adawa, nea siida arreannyi halanjeadaang'u ea adimaseawi. 
LUK.6.31	Asi gidoogasayi gwasinneegwa buuneeda agooga, asissina eara saawa.
LUK.6.32	“Iyoabwariinyi fuga bwarinyeagwa, abeeda ghoahhiimu naaha miy? Aba gideaba eara fuga ring'eega ghabwariiy fuga bwariiy saawa. 
LUK.6.33	Iyoosissi geamiyaas fuga sinnuneegwa gea miyaas, abeeda ghoahhiimu naaha miy? Aba gideaba eara fuga riing'eega gwasna gea urjunu. 
LUK.6.34	Iyoanung' goleakshi fuga oanalli gideaba gay ghoaghuumneagwa abeeda ghoahhiimu naaha miy? Aba gideaba eara fuga riing'eega gooleaksheewa heeda fuga ring'eega, aba gideaba ghwanal gideaba gay ghoaghuumu. 
LUK.6.35	Asi abwariinya weajoodigeagwa, nea goosinnyi gea miyaas, nea ghoanung' goleakshi, nea adoofurdi godelneegwa gil; abeeda gimeardeang'wa gajaahaw, ak gajahuuwa balloojiga Aseetta haw mida humng'eeda; aba gideaba niny aamiy aba fuga mabadiischeesiina ea gea geawwi gheanyan. 
LUK.6.36	Andeawana baydeayda, ak gawuurji gidamideayeatta Ghweandeang'wa baydeayda.
LUK.6.37	“Adoorgweakkiisi buuneeda, ak ea majeergweakseegwa; adooyeatti ghuussi, buuneeda ak ea majeeyeatteeweegwa ghuussi; asammisiina buuneeda, ak gajeesamseagwa; 
LUK.6.38	oattawa buuneeda haleanjeeda ak gajeegoneegwa; daanyiit, sidaksa, siittuumduum, ea ghwanawda, ea gichchea gagoneegwa. Aba gideaba giideennooda ootteennidi gichchea eetteenneegwa.”
LUK.6.39	Gabalool nea gagalla geat ng'asheega: nea gwayeeshsha, “Heappi siida ng'oaw gayghoammu ghoadoabiiw siinuut ng'oawi? May ghoabitta duwaawi jeeshshoomanda? 
LUK.6.40	Ginealaneeda mwang'ala ginealshoochcheandaannyi, geaghus ea niduulu ginealshooda abeeda gaygwadeennyi sea ginealshochcheandaannyi. 
LUK.6.41	Ghwasaan anda gung'ulayi hararooyeanda mida jeeda gheang'da oorjeeda geamadu nea mung'ulli geetta mida jeeda gheang'daang'u? 
LUK.6.42	Ak gajammuustaan eshshiina oorjeeda geamadu, ‘Oorjeeda iyya, nung' dageanu hararooyeanda mida gheang'daang'u,’ nea midaahi geetta mida gheang'daangu ang'iing'i. Siida ammiittu geaw, nyoo ghanyi geanda geetta mida ghang'daang'u, abeeda gaydaaha muuchchi gichchea geandeayda hararooyeanda mida gheang'da oorjeeda geamadu.”
LUK.6.43	“Geetta miiy majiilla hagheega munyas, eara geetta muy ea majiilla haghweega miyaas; 
LUK.6.44	aba gideaba gilinyoo ea geadi geenalla haghweagaaschi. Aba gideaba mwaang'wa eebinna gulageetka geetta halaghweenga, ghana mwoang'wa ebiinna misabiibu heeda yudeeda. 
LUK.6.45	Siida miy aba jeeda gheaseedaannyi miy bea guroroadaannyi goruuttu gea miyaas, nea siida muy aba jeeda gheaseedaannyi muy iissa goruuttu gea munyas; aba gideaba ghuutta gabaloolla gea nyiit jeeda jeeda guroroadaannyi.
LUK.6.46	“Ghwasan anda googurewean ‘Ng'uttamiida, Ng'uttamiida,’ nea moosinni gidearukneegwa? 
LUK.6.47	Siida wassean wuh heedeanyu ak ghwayiiy ng'asheegeasu ak gwasin, gaydahiimu giduurji: 
LUK.6.48	gawuurji sea siida deekshi, ghurghurda daranajeega muuchchi ak ghwayiin sindeetta heeda mida lagheanga; hidu guldeayda eenda, gagulsa gheeda, ak ea mwabwaanya, aba gideaba sideas muuchchi. 
LUK.6.49	Nea siida iiy ng'asheegeasu ak ea masna gawuurji siida deeksa gheeda badayda ng'eanyiida nea manda sindeetta; hidu guldeayda, deagheatta ghabwaay, ak habitkweedeaba gheetta ahaw muuchchi.”
LUK.7.1	Iiduw ahiit Yeesu baloaldaannyi sean gasa ghwayiiy buuneeda gawa Gapernaumu. 
LUK.7.2	Damandida gwanda ngeanyiitta shirikkarajeanda haw mideawa siidaannyi bea gadiyeeda bwariiy muuchchi, nea abeeda ghabwar miyeeda. 
LUK.7.3	Iiyiiy iitta Yeesu, goojeakta gweargwa Yahuudi headaannyi eemus ghwahidu ghoahaap siidaannyi bea gadiyeeda. 
LUK.7.4	Hitta heeda Yeesu gemeermeerani nea geyeeshsha, “Siisi gammiisa weattaang'u. 
LUK.7.5	Aba gideaba siisi ghabwariiy emeedeanya ak gwadeekneasa ghooriida sinnealshachcheewa.” 
LUK.7.6	Goodeayi Yeesu saawa. Geeyi bwak ama neekkiisa gheeda, goojeakta shirkarajeanda hawfuga duupchi eyeeshsha, “Ng'uttamiida adideawiidi geaw aba gideaba mammisean gideaba gay hinni jeedeaba gheenyu. 
LUK.7.7	Aba gideaba mammiisean dahidu heedaang'u, ang'iing'i rukuni ng'asheanjagi ak gay ghahaap siideanyu bea gadiyeeda. 
LUK.7.8	Aniini geawoschi siida mideawa gheambalmeeda ak geaballi shirkara, inyeessa iyeayeeshshi akkalealla, ‘Una,’ gawa; nea nuut iyeayeeshshi, ‘Beenni,’ ghwaan; ak eara siideanyu bea gadiyeeda iyeayeeshshi, ‘Sina gili,’ gwasin.” 
LUK.7.9	Ghahamng'eanyi Yeesu iiyiiy ng'asheesu hean gwayamsa geaw emeeda gwachchi eattu geashtannyiin, ak gwayeeshsha “Earaba jeeda ng'eanyiida Israeeli mii dadaah siida mideawa masaweega huumwa uurjunu.” 
LUK.7.10	Iiduw nea gabiikta fukka gwachchi sichcheaktean ghoah, ghwahitta nea ea nihaap siitta bea gadiyeedean.
LUK.7.11	Iiduw ghang'eat Yeesu gawa mujiineeda suguura Naini, nea goodeayi ginealangaschi ea emeetuw. 
LUK.7.12	Iiduw nea geneekkiissa ghuutta mujiini, hean geroonnyi sea sareenda eadu muspa balleanji was ghaamwat masiinung'weanda, ak ea balleanda ghus ghaamwat gil nea goodeana emeettuw bea mujiineetta. 
LUK.7.13	Daa Ng'uttamiida gatmoodida ghabwayda ak gwayeeshsha, “Adiiyyeawudi.” 
LUK.7.14	Gawa ama neekkiissa ghwoang'ng'waay ghabearanga ak ghamiinaada buuneeda ak gwayeeshsha, “Geeyi ng'eada baleanda.” 
LUK.7.15	Gwaduudu Siida nimi ak goopteada ak gabalool ak ghwoadaw Yeesu ghaamwat. 
LUK.7.16	Ghabeal buuneassean; ak geakghambiit Aseetta, nea geeyi, “Nirinna ng'eang'deanya sibaneeda haw! Ak eara Aseetta ea nihidu gabareessa fugaaschi.” 
LUK.7.17	Gageawiit iittaannyi aba ng'eanyiida Yudeeya ea geng'oojigaaschi.
LUK.7.18	Gweassa Ginealanga Yohaana iitteaba ng'asheesu seaniin. 
LUK.7.19	Hean gaguursa Yohaana ginealangaaschi iyyeenya ak gojeakta heeda Ng'uttamiida ghoanyaash gideaba, “Ang'iing'i guwosi siida ghayi jea ghwaani ghana jea eammuukghuna nuut?” 
LUK.7.20	Gaweay ama hiitta heeda geeyeeshsha, “Goajakneasa Yohaaneeda Abattiisachchi nea gwayi, ‘Ang'iing'i guwosi siitta ghayi jea ghwahiduuni ghana jea eammuukghuna nuut?’” 
LUK.7.21	Ak aba damandida ghoahaap fuga saang'a miyeani ea gea bearji meangeenda, ak eara fuga ng'oowwi aniimmu ghoang'wearda. 
LUK.7.22	Ghwasha nea gwayeeshsha, “Aweayeena ak goorukusi Yohaana ng'asheesu oayinyiin ea gea oadaayi, Fuga ng'oowwi niimmu ghoang'wearda, fuga badoojiga gaweelweel, fuga udamusuura siimmiidu, fuga miinyi niyiing'shi, muschcheekka siittuuttu, gea barbari geerukusa Giijasta Miy. 
LUK.7.23	Ghang'wana siitta mwamwachmwajaniin.” 
LUK.7.24	Iiduw nea gabiikta fuga gwachchi ajeagu Yohaana ghang'eat goobalool emeeda aba badayda Yohaana nea gwayeeshsha, “Gwachchi goweayi ong'ng'wearsiina naaha aba dareapcheeda, mudayeanda ayuuk jeammeeda? 
LUK.7.25	Abeeda gooweayi adaaha naaha? Siida akkwaa hang'weakka bumbuni miyaasi? Ang'ulla, gideaba buuneeda mideawa hang'weaka miyaas ak ghwaak miyeenooda gwanda gealga sugoodiga. 
LUK.7.26	Abeeda gooweayi adaaha naaha? Sibaneeda? Huumwa gil, geayeeshshineegwa, ahaweawa eara sibaneeda. 
LUK.7.27	Nii siida ghayi sibean eergu aba jeeda ng'ooruutka gil gideaba,
LUK.7.27	‘Ng'ulla, geajeagu giijasoochcheandeanyu ghwaan madeadaang'u,
LUK.7.27	jea gwasin naweadaang'u aba madeadaang'u.’
LUK.7.27	Aba 
LUK.7.28	Asi geayeeshshineegwa aba jeeda diibiga jih gadeemga manda dea haweewa Yohaana; ak eara gwasa siida mwanang' muuchchi aba jeeda sugoochcheandumeeda Aseetta ahaweewa niny.” 
LUK.7.29	(Iiduw nea ghwayiiy fukka ng'asheesu sea fuga ang'ng'oonyi gwadiin geamwas dobiiwnatta Aseetta aba gideaba fiisu fuga ghayi sippattiisan aba gibattiisanda Yohaana; 
LUK.7.30	nea Farisayajeega ea diinagoojiga ghaheawa ng'asheega gasa Aseetta bea badahuukka nyawa, aba gideaba ghaheawa goobattiisan niny.) 
LUK.7.31	“Gaydagala naaha fiisu bea jeachcheeng'suun, suuh fuga urjiini? 
LUK.7.32	Gawurji diibiiga abiitbiit aba jeanaadi ak gaguurriisa geat nea gwayi,
LUK.7.32	‘Gealaschi igeambooda ak amoang'wasi;
LUK.7.32	geennyahushshi ak ea mooyyeawdani.’
LUK.7.33	Aba gideaba Yohaaneeda Abattiischchi ghwahidu ak ea mwaaga mukkatte nea mwali difaayeeda ak gooyeennyi, ‘Gwandeawa meangeenda.’ 
LUK.7.34	Ghwahidu Balleanda Siida ak gweagiischi nea gwaleeshi; ak gooyeennyi, ‘Ang'ulla, gitteaw ea leyeanda, fugaaschi gea ang'ng'oonyi gwaadi gil ea fuga ring'eega!’ 
LUK.7.35	Nea weaghuumeeda ea nidaajiit gideaba ea doabiiwnatta aba heeda diibigaaschi sean.”
LUK.7.36	Gaguursa siyagi bea Farisaayu goombuuchchi niny, gawa gheawi bea Farisaayuun ak goopteada gweagiischi. 
LUK.7.37	Hean iiy gatmoomba riing'a mida mujiineedida, gideaba gwanda gheeda Farisayajeanda gweagiischi, gweadu gideeshteayda nyiit nagheeda ng'andit, 
LUK.7.38	hean ghamiinaada appwadaw aba murdeeda geeshangaaschi ak gooyeawda, ea goobitpissa dabeakkaaschi geeshanga ak gobuus aba buudeagaaschi uhuudaannyi ak ghwasam geeshanga nea ghwayeasha nagheedida. 
LUK.7.39	Daa siitta was Farisayajeandida guursean gissin goottemshi nea gwayi, “Inyeeda siisi gwachchi ea sibaneeda gil, gwachchi gayghwanal gatmoani waasiin giduurji aba gideaba gaba ring'a.” 
LUK.7.40	Ghwasha Yeesu ak gwayeeshsha niny, “Simon, gwanda ng'asheanji jea darukuneey.” Ghwasha niny ak gwayeeshsha, “Naaha gil, Ginealshoochcheanda?” 
LUK.7.41	“Siyagi ghayi gwandeawa fii iyyeenya mideawa sileadaannyi; akkalealla gwandeawa sileemba dinaaraji bughalaji muut, nea niirja gwandeawa haradam ea damanamuughuush. 
LUK.7.42	Iiduw nea niraay gidaydeayda, gwasamsa fiisu seaniin. Asi ghamneawa aba jeedeaba fiisu dea jea ghabwariiy muuchchi anneeda?” 
LUK.7.43	Ghwasha Simon nea gwayeeshsha, “Ghaaghanyi gajea siitteani sisamsiina gasaang'aani.” Gwayeeshsha niny, “Asi nirgu huumwa.” 
LUK.7.44	Gwayamsa geaw Yeesu gatmoodida ak gwayeeshsha Simon, “Gung'ulayi gatmooni? Ghawunnyi gheang'u, ak ea miigoona beega jea deahuuna geeshangeasu, nea niny ghwanung' gobitpissa dabeakkaaschi geeshangeasu ak gobuus buudeegaaschi. 
LUK.7.45	Ang'iing'i mii samwaan nea niny dea naahinni hiji ea miighwanung'waada samitta geeshangeasu. 
LUK.7.46	Miyeashana uhuudeanyu nagheeda nea niny ea niyeasha geeshangeasu nagheeda. 
LUK.7.47	Asi gaydayeeshshineey, ring'eegaaschi saang'a sisamsa, aba gideaba ghabwariiy muuchchi, nea dea sisamsa gilimwanang' gayghabwariiy gilimwanang'.” 
LUK.7.48	Ak gwayeeshsha niny, “Sisamsa ring'eegaagu.” 
LUK.7.49	Iyiiy fukkeanji agiischiin mideayi sea ninyiin gaba nii eeshsha geaw, “Siisi ng'eaha jea gwasamsa riing'eemba nuudiin?” 
LUK.7.50	Ak gwayeeshsha gatmoodida, “Nighuunyi masaweagaagu; una nea gibeahi hoyyoo.”
LUK.8.1	Iiduw ghang'eat gwasik jeeda mujiinajeega ea gharang'weakka, gwarukkwiida nea gweadu Giijasta Miy bea sugoochcheandumeeda Aseetta. Nea abeeda gwandeayi sea ginealangaaschi attamaniyyeenya, 
LUK.8.2	nea abeeda goodeay gadeemsu mida jeeda gea siihaabwa meangeenda ea geeyoonng'weakka: Nea Mariyaayda suguura Magdaleena ghayi sirruutteawa meangeenda assispwa, 
LUK.8.3	ea Yoana gatmooda Guusa, ea haghweadoochcheanda haleanjeeda Heroodehi, ea Susaana, ea suuk gea saang'a, gadiydooscheesa saawa aba haleanjeeda mideawa.
LUK.8.4	Iiduw bwat geat Eemeetuw leabu mujiinajeega sean gaweesa Buuneeda niny, ak gwarukusa galeega nea gwayeeshsha: 
LUK.8.5	“Ghayi ghang'eat sih gawa histeayda; hitta nea gwahista gwanda gea abitpissa heeda was naweeda, ak geallaaplaap aba geeshanga, nea ghwahitta dariidakka humng'eeda ak ghwaak. 
LUK.8.6	Gwanda eara gea abitpissa heeda was harearachcheanda; ridu ghwasis aba gideaba mii nyeewaneat sigeeda. 
LUK.8.7	Gwanda eara gea abitpissa jeeda geediga halaghweenga; iiduw nea gwardu sea halaghweenga ghwariis geediga. 
LUK.8.8	Gwanda eara giikka abitpissa jeeda sigeeda miyaasiin ak gwardu, gaba ghealooni jih bughala.” Iing'atta rukunoodeaba ng'asheesu, gojuur nea gwayeeshsha, “Siida mideawa iidiga jea ghwayiinya, ea dayiing'shi.”
LUK.8.9	Iiduw ghoanyaash ginealangaaschi gidabaysiina gallodeaba geat bea ng'asheega, 
LUK.8.10	gwayeeshsha, “Agoogeeni simeayneegwa makcheameeda sugoochcheandumeeda Aseetta; nea aba fii suuk geaghus eegalla geat, aba gideaba eara iyang'wearda amayghwadaa, ama eara iyiiy amayghwanal gidawas.”
LUK.8.11	Balooli gissigala nihi: Histeanga geegala ng'asheanda Aseetta. 
LUK.8.12	Giikka abitpissa naweedean fugiga ama iiyiin gil; hean ghwahidu meangeenda gageandeawa ng'asheandida guroruunatka nyaawa, aba gideaba adaghamwas ak gealealu. 
LUK.8.13	Nea giikka abitpissa badayda harearachcheandean, giikka ama iiy ng'asheanda ghoang'ng'waay nea gahoosaniini; ak ea mandeawana hawungeani, iissa ghamwas gilinuwaas ama duw nea geesimsim gabay gabiikta bwadaw. 
LUK.8.14	Nea giikka abitpissa jeeda geediga halaghweengean, ea giikka ama iiy, iiduw nea gaweay ghwariis mittagheasta muunda ng'eanyiida bea gassooda barureega, ea haleanjeeda bwariiy sasanuuka nyaawa ak iiduw haghweagaaschi ea mwaheasa. 
LUK.8.15	Nea giikka abitpissa jeeda sigeeda miyaasiin, giikka ama iiy ng'asheanda, gabay ghoang'ng'waay muuchchi aba gurorooda miyiini, ak gwaji haghweega aba milikghteayda.
LUK.8.16	“Manda siida jea ghoayeat gheaboong'nyeanda ak gwadukuteawa dahuuda, ghana ghwayiin uutta bulaliida, geaghus ghwayiin uhuuda ghamarda, abeeda ghwadaa fuga buwa gah weeshinda. 
LUK.8.17	Ea manda gidafunyaat ak ea majeenung' ghwadajiit, ak ea manda gidawassean was makcheameeda jea ea majeattahaach ak geeyeadu heedeesh. 
LUK.8.18	Asi ashageada aba gidoayiing'di; aba gideaba siisi agar gil gajeehheassa, nea siitta meagara giliin, eara gitta mideawean gajeegeanda.”
LUK.8.19	Iiduw ghwahidu ghaamwat sea Oorjooga geennyea Yeesu ghapka headaannyi, ak ea meanyasa gheatta jea eahhittaawa headaannyi aba seang'ayda emeeda. 
LUK.8.20	Geerukusa nea geeyeeshsha, “Geamadu ea oorjooga geamadu ghamiinaada aba jarooda, nea gagasseey.” 
LUK.8.21	Ak gwayeeshsha Yeesu saawa, “Iiyya ea oorjooga iyya gea iiy ng'asheanda Aseetta ak gwasiniini.”
LUK.8.22	Eaweechcha gawa jeeda maleambooda sea ginealangaaschi, ak gwayeeshsha saawa, “Eakghaawana basooda eebu meatkweeda niirja.” Hean ghang'eatng'eat gaweay, 
LUK.8.23	damani beawaan abeeda ghoang'ng'waay ruweanga. Gabalagu siilakghta aba jeeda basooda ak ghwanung' gwaneawwiida beega ea gwaramagu ghwannyiit beega jeeda maleambooda nea gwanda jeeda washta. 
LUK.8.24	Geeweay ak ghwaheat nea geeyeeshsha, “Siida haw, siida haw, Sishsheali!” Ghang'eat ak gwareekusa silakghtida ea laweajajeegiga bea basoodean; ak ghwaasiinda gwayi saw. 
LUK.8.25	Hean gwayeeshsha saawa, “Gwandeenu masaweegeagwa?.” Hean ghabeal nea ghahamng'eanyi ak gaba siisi eeshsha nuut, “Siisi nii siida urjiini, ammu gwareekusa jeammeeda ea beegean, ak ghoawal gheang'dean?”
LUK.8.26	Iiduw ghwahiitta ng'eanyiida Geraasi, deaschi sea Galilaaya. 
LUK.8.27	Rarang'aan ak ghoalla ng'eanyiida ghajaam gwaroonnyi siisi bearji meangeenda; leabu mujiini nea nigeawiit ea meakwealla hang'weakka, ak ea mobiitteena eara ghoah gobiitta heeda bung'eadinga. 
LUK.8.28	Daa siitteani Yeesu gobeedeaysa madeadaannyi ak gojuur aba ghuutta haw nea gwayeeshsha, “Geendeayeesi naaha sea ang'iing'i Yeesu Balleanda Aseetta miida humng'eeda? Aniyean adisawannyean.” 
LUK.8.29	Ghwanyaashtunu aba gideaba abeeda niyeeshsha Yeesu meangeenda ritteaysiina siisi. (Ak ea nibiikssa siisi nyamoanna; inyeessa geefur nea geerada aba munyaloalajeega ea biingu, ak gang'achcheaweada sean ak ghwaat uurda meangeenda ea gawa eeshtearajeanda aba uurda meangeenda.) 
LUK.8.30	Ghoanyaash Yeesu niny nea gwayeeshsha, “Ghaawungaagu ng'eaha?” Ghwayeeshsha siidida, “Aniini geguurewean Lugooda;” aba gideaba gabearji meangeenda saang'a. 
LUK.8.31	Gamearmearani Meangeenda nea gwayeeshsha, Geemuschcheey, adiiduu ginung' eeweaya jeeshshoomanda sheagi. 
LUK.8.32	Aba damani gwanda hawanda ukkurmajeega daghatpa heaya ghwajeada, ak gamearmearani Meangeeda gideaba nung' eweaya eappitta jeedeaba ukkurmajeesu. Ak ghwanung' gaweay. 
LUK.8.33	Gwaritteawa meangeenda siidida ak ghoabiitta jeeda hawanda ukkurmajeega, gwasalda hawanda ukkurmajeega ghwararang'aadawa beareega heayeeda, ea ghoabiitta jeeda basooda ak goosha sean. 
LUK.8.34	Daa jeagiischoodiga gaweay gwarukuta gidabunu, gaweay mujiini ea jeeda ng'eanyiida. 
LUK.8.35	Iiduw gaweay Buuneeda ghwadaa gidabun, gaweay heeda Yeesu, ak ghwadaa siidida sihhaabwa meangeendean, nea goopteada aba murdeeda geeshanga Yeesu, nea gookwa hang'daannyi, nea nibiiksa fughareadaannyi; ak geabeal. 
LUK.8.36	Nea fukka dahiin gwarukwiida gideaba siitta bearji meangeendean sihaap. 
LUK.8.37	Hean gamus buuneessean mida geeng'oojiga Geraasi gideaba ng'amwana ng'eang'deanya; aba gideaba ning'ut muuwda; nga'atta gwading'da maleambooda ak gabiikta. 
LUK.8.38	Gamus Siidida sihhaabwa meangeendean iidaa nea gawa hean gwaneawsageaw nea gagasa godeayi, ghwanung' gawa nea gwayeeshsha, 
LUK.8.39	“Una gheang'u, ak girukkwiidi gitteenna ng'asheega sean bea ginnuweattaneey Aseetta.” Ghang'eat gawa gwarukkwiida aba mujiineesean gitteenna ng'asheega sean sissa Yeesu.
