MAT.1.1	Ибрагьимил наслуялъул Давудил кьибилалъул вас Гӏиса Масихӏил умумузул цӏаразул рахас гьадинаб буго:
LUK.23.35	– Аллагьас тӏаса вищарав Масихӏ вугев ватани, живго хвасар гьавеян абе, цогидал хвасар гьарулин досилан абулеб букӏанин.
LUK.23.36	Рагъухъабазги гӏад-хочӏ гьавулев вукӏана гьев. Аскӏоре ун, цӏекӏаб чагъир бегьулеб букӏана гьесухъе.
LUK.23.37	– Мун жугьутӏазул парччахӏ ватани, мунго хвасар гьаве! – ян абулеб букӏана.
LUK.23.38	«Гьав вуго жугьутӏазул парччахӏ» абун греказул, румазул ва жугьутӏазул мацӏалъ тӏад хъвараб хъарщиги букӏана гьесул бетӏералда тӏадехун хӏобода чӏван.
LUK.23.39	Гьесда цадахъ хъанчида варав цо хъачагъас Гӏиса инжит-къабихӏ гьавулев вукӏана:
LUK.23.39	– Мун Масихӏ гурищ? Гьаха, мунгоги нижги хвасар гьаре, – ян.
LUK.23.40	Цогидав хъачагъас, досул кӏал къазабун, абуна:
LUK.23.40	– Мун Аллагьасукьагӏагийищ хӏинкъуларев? Дуеги гьебго тамихӏлъидал бугеб! 
LUK.23.41	Нилъее тамихӏ битӏун гьабулеб буго, нилъеца гьабуралда рекъон къотӏун бугелъул нилъее судги. Амма гьас щибго квешлъи гьабичӏо.
LUK.23.42	Гӏисадехун гьес абуна:
LUK.23.42	– Я, Гӏиса, Парччахӏлъун мун вачӏараб мехалъ, дунги ракӏалде щва дуда, – ян.
LUK.23.43	Гӏисаца гьесда абуна:
LUK.23.43	– Хӏакълъун абулеб буго дица дуда: жакъаго дида аскӏов алжаналъувин мун вукӏине вугев!
LUK.23.44	Къалъулеб гӏужалда бакъ ккуна. Къалъудаса лъабго сагӏат инегӏан тӏолабго дуниял бецӏлъана. 
LUK.23.45	Мукъадасаб Рукъалъул бищунго хирияб рокъоб бигъун букӏараб пардав бакьулъа бихъун ана. 
LUK.23.46	Цо гучаб гьаракь гьабун ахӏана Гӏисаца:
LUK.23.46	– Я, дир Эмен! Дуда кодобе кьолеб буго дица дирго рухӏ!
LUK.23.46	Гьедин абун хадуб гьесул рухӏ босун ана.
LUK.23.47	Гьеб бихьарав Мукъадасаб Рукъ цӏунулел рагъухъабазул нусилбетӏерас, Аллагьасе рецц гьабун, абуна:
LUK.23.47	– Хӏакъикъаталдаги вацӏцӏадав чи вукӏун вуго гьав.
LUK.23.48	Гьеб киналъухъго балагьизе бачӏун букӏараб тӏолабго халкъги, гьениб ккараб жо бихьидал, бухулаго керенгун, тӏадбуссун ана. 
LUK.23.49	Гӏиса лъалев вукӏарал киналго гӏадамалги Галилеялдаса рахъарал гьесда цадахъ рукӏарал руччабиги нахъегӏан чӏун ралагьун рукӏана.
LUK.23.50+LUK.23.51	Гьале Ягьудиялъул Ариматея шагьаралдаса Аллагьасул Парччахӏлъиялде хьул лъурав Юсуп абулев цо лъикӏав ва ритӏухъав чи (тӏадегӏанаб судалда гьоркьове унев вукӏаниги, гьев разилъун вукӏинчӏо гьелъ гьабураб хӏукмуялдаги гьеб тӏубазабиялдаги), – 
LUK.23.52	Пилатихъе ана Гӏисал жаназа кьеян гьаризе. 
LUK.23.53	Хъанчидаса бахъун, хӏебтил мусрудулъги жемун, кьурулъ бикӏун хӏадурун букӏараб жеги щивниги чи лъечӏеб хабалазул нохъода букъула гьесул жаназа.
LUK.23.54	Гьеб букӏана рузман къо, тӏаде щолеб букӏана шамат сордо. 
LUK.23.55	Галилеялдаса рахъарал Гӏисада цадахъ рукӏарал руччабиги ана Юсупида хадур ва гьездаги бихьана гьеб хобги хабалъ гьев лъураб куцги. 
LUK.23.56	Цинги тӏадруссун рокъоре щведал, Гӏисал мусруялда бахине махӏгьуинаб нах хӏадурана гьез. Къануналда рекъон, шамат къоялъ парахат чӏана.
LUK.24.1	Анкьил тӏоцебесеб къоялъ, цӏакъ цудунго рахъун ва цебеккунго хӏадурун букӏараб махӏгьуинаб нахги босун, гьел руччаби Гӏисал хабаде ана. 
LUK.24.2	Нохъодул хобалъул кӏалтӏа букӏараб гамачӏ нахъе гиризабун батана гьезда. 
LUK.24.3	Жанире лъугьиндал, Тӏадегӏанав Гӏисал жаназаги батичӏо. 
LUK.24.4	Гьелда хӏикмалъун, хаган гьел рукӏаго, гьале гьезда цеве чӏана цӏакъго кенчӏолел гӏабаби ретӏарав кӏиго чи. 
LUK.24.5	Хӏинкъуца холаго, руччаби бутӏрул гӏодоре къулун чӏедал, доз гьазда абуна:
LUK.24.5	– Хваразда гьоркьов щай нужеца чӏагояв чи валагьулев? 
LUK.24.6	Гьев гьанив гьечӏо. Гьев хваралъуса вахъана. Ракӏалда бугищ Галилеялда вугеб мехалъго Гӏисаца нужеда абулеб букӏараб: 
LUK.24.7	Гӏадамил Лъимералъе къадар бугин гьев мунапикъзабазул кверде кьезе, хъанчида ван хвезавизе ва хун лъабабилеб къоялъ чӏаголъизеги.
LUK.24.8	Гӏисаца абун рукӏарал гьел рагӏаби ракӏалде щвана руччабазда. 
LUK.24.9	Хабалалъа тӏадруссун щведал, гьез гьеб хабар бицана Гӏисал анцӏила цо чапарасдаги ва киналго цогидал муридаздаги. 
LUK.24.10	Гьел руччаби рукӏана: Магдалаялдаса Марямги, Иоаннаги, Якъубил эбел Марямги ва цогидалги – гьезин бицараб гьеб чапарзабазда. 
LUK.24.11	Чапарзабазда ккана гьез гӏантал жал рицунел ругилан, ва руччабазда гьал божичӏо. 
LUK.24.12	Амма Пётр гьебсагӏатго векерун ана хабалалъе. Жаниве къулун валагьидал, хӏебтил мусру гурони, щибниги батичӏо гьесда гьениб ва хӏикмалъун тӏадвуссун вачӏана.
LUK.24.13	Гьебго къоялъ Гӏисал кӏиго мурид унев вукӏана Иерусалималдаса анцӏила цо километралъ рикӏкӏад бугеб Эммаус абулеб росулъе. 
LUK.24.14	Кинабго лъугьа-бахъаралъул бицунеб букӏана гьез. 
LUK.24.15	Гаргадулел, дагӏбадулел гьел рукӏаго, вачӏун Гӏиса гьезда цадахъ вилълъине лъугьана. 
LUK.24.16	Амма гьезда цебе пардав лъугьун букӏана, гьединлъидал Гӏиса гьезда лъачӏо. 
LUK.24.17	Гьес гьикъана гьезда:
LUK.24.17	– Сундул бицунаго нуж рачӏунел ругел?
LUK.24.17	Пашманго рачӏунел рукӏарал гьел кӏиялго лъалхъана. 
LUK.24.18	Гьезда гьоркьоса Клеопа абун цӏар бугес абуна:
LUK.24.18	– Гьал къоязда Иерусалималде рачӏаразда гьоркьов цохӏо мун ватила гьениб ккараб ишалъул хӏакъалъулъ рагӏичӏев чи.
