GEN.1.1	Pakutaŋga Mŋari wakasika ɗeŋga nenyika. 
GEN.42.25	Josefa akaraira kuti midziyo yaʋo izadzwe neɀiyo, ʋuye kuti mumŋe nomumŋe adzoserwe mari yake muhomo yake, ʋuye kuti ʋapiwe ʋo mbuʋa yokufamba nayo; ʋakaitirwa saiɀoɀo. 
GEN.42.26	Ipapo ʋakatakudza mboŋgoro dzaʋo ɀiyo ɀaʋo, ʋakaenda. 
GEN.42.27	Ɀino mumŋe waʋo wakati acisunuŋgura homo yake, kuti ape mboŋgoro yake ɀokudya paʋakaʋata ʋusiku, akawana mari yake; heyo yakaŋga iri mumuromo wehomo yake. 
GEN.42.28	Akati kuhama dzake: Mari yaŋgu yadzoswa; heyi iri muhomo yaŋgu; ipapo ʋakaʋora mŋoyo, ʋakatarirana, ʋacibvunda, ʋakati: Cinyiko ici cataitirwa naMŋari? 
GEN.42.29	Ʋakaȿika kunaɓaɓa ʋaʋo panyika yeKanani, ʋakaʋaʋudza ɀose ɀakaŋga ɀaʋawira; 
GEN.42.30	ʋakati: Murume uya, ishe wenyika iyo, wakataura nesu nehasha, akati, tiri ʋashori ʋenyika. 
GEN.42.31	Tikati kwaari: Tiri ʋanhu ʋakatendeka, hatizi ʋashori; 
GEN.42.32	tiri ʋanakomana ʋanegumi naʋaʋiri ʋomunhu mumŋe cete, ʋanakomana ʋaɓaɓa ʋeɗu; mumŋe haaci’po, worugotwe uri kunaɓaɓa ʋeɗu nhasi panyika yeKanani. 
GEN.42.33	Ɀino murume uya, ishe wenyika, akati kwatiri: Heci cinhu candicaziʋa naco kana muri ʋanhu ʋakatendeka; Siyai mumŋe wenyu kwandiri, mutore ɀiyo, mundopa mhuri dzenyu dzinenzara, muende. 
GEN.42.34	Mugoʋuya ɀe kwandiri nomunuŋuna wenyu worugotwe; ipapo ndicaziʋa kuti hamuzi ʋashori, asi kuti muri ʋanhu ʋakatendeka: ipapo ndicakupai munuŋuna wenyu, mugoteŋga panyika ino. 
GEN.42.35	Ɀino ʋakati ʋaciɗurura homo dzaʋo, tarira ciputu cemari yomumŋe nomumŋe cakaŋga ciri muhomo yake; ʋakati ʋaciʋona ɀiputu ɀemari yaʋo, ʋakatya iʋo naɓaɓa ʋaʋo. 
GEN.42.36	Ɀino Jakobo akati kwaʋari: Manditorera ʋana; Josefa haaci’po, naSimeoni haaci’po, ɀino moɗo‐kutora naBenjamini ʋo; ɀinhu ɀose iɀi ɀandiwira. 
GEN.42.37	Ipapo Rubeni akataura naɓaɓa ʋake, akati: Muŋgaʋuraya henyu ʋanakomana ʋaŋgu ʋaʋiri, kana ndisiŋgadzoki naye kwamuri; cimuisai henyu mumaʋoko aŋgu, ini ndicaʋuya naye ɀe kwamuri. 
GEN.42.38	Ʋakati: Mŋanakomana waŋgu haaŋgaɓuruki nemi, nokuti mukoma wake wafa, iye wasiyiwa ari oga; kana akawirwa nenjodzi parwendo rwamunofamba, mucaɓurusira vudzi raŋgu jena kubgiro nokucema.
GEN.43.1	Ɀino nzara yakaŋga iri huru munyika iyo. 
GEN.43.2	Ɀino ʋakati ʋapedza ɀiyo, ɀaʋakaŋga ʋabva naɀo Egipita, ɓaɓa ʋaʋo ʋakati kwaʋari: Dzokai, endai ɀe mutiteŋgere ɀokudya ɀishoma. 
GEN.43.3	Juda akataura naʋo, akati: Murume uya wakatinyeʋera kwaɀo, akati: Hamuŋgatoŋgoʋoni ciso caŋgu, kana munuŋuna wenyu asati anemi. 
GEN.43.4	Kana mukatuma munuŋuna weɗu nesu, ticaɓuruka, kundoteŋga ɀokudya; 
GEN.43.5	asi kana musiŋgamutumi, hatiŋgaɓuruki; nokuti murume uya wakati kwatiri: Hamuŋgaʋoni ciso caŋgu, kana munuŋuna wenyu asati anemi. 
GEN.43.6	Israeri akati: Makandiitireiko ɀakaipa ɀakaɗai, ɀamakaʋudza murume uya kuti munomunuŋuna? 
GEN.43.7	Iʋo ʋakati: Murume uya wakatibvunzisisa pamsoro peɗu, napamsoro pehama dzeɗu, akati: Ƃaɓa ʋenyu ʋapenyu here — Munomunuŋuna here — Tikamupindura namashoko awa; taigoziʋa here kuti ucati: Ƃurukai nomunuŋuna wenyu? 
GEN.43.8	Ɀino Juda akati kunaIsraeri, ɓaɓa ʋake: Tumai henyu mukomana neni, tisimuke, tiende, tirarame, tirege kufa, isu nemi, naʋanana ʋeɗu. 
GEN.43.9	Ini ndicaʋa ruɓatso rwake; muŋgamureʋa paruʋoko rwaŋgu; kana ndikasaʋuya naye, ndikamuisa pamberi penyu, ini ndicaʋa nemhoȿa kwamuri nokusiŋgaperi. 
GEN.43.10	Nokuti ɗai tisina‐kunonoka, ɀirokwaɀo, tiŋgaɗai tadzoka ɀino rwecipiri. 
GEN.43.11	Ipapo Israeri, ɓaɓa ʋaʋo, akati kwaʋari: Kana ɀakaɗaro, itai cinhu ici: Torai micero yakanaka yenyika mumidziyo yenyu, muɓuruke necipo kumunhu uyo, cebarsami shomanene, noʋuci ʋushomanene, neɀinonhuwira, nemura, nemicero yomuti wepistakio, namaamanda; 
GEN.43.12	mutore mari yakapamhidzwa kaʋiri mumaʋoko enyu, neiya mari yakaŋga yadzoserwa mumiromo yehomo dzenyu, muende makaiɓata mumaʋoko enyu; ɀimŋe ʋakakaŋganisa. 
GEN.43.13	Nomunuŋuna wenyu mumutorei, musimuke, mudzokere kumurume uyo; 
GEN.43.14	Mŋari wamasimba ose ŋgaakupei nyasha pamberi pomurume uyo, akusunuŋgurirei mumŋe munuŋuna wenyu naBenjamini ʋo. Kana ndatorerwa ʋana ʋaŋgu, ndatorerwa haŋgu.
GEN.43.15	Ɀino ʋarume ʋakatora cipo ico, ʋakaɓata mumaʋoko aʋo mari yakapamhidzwa kaʋiri, naBenjamini, ʋakasimuka, ʋakaɓurukira Egipita, ʋakandomira pamberi paJosefa. 
GEN.43.16	Ɀino Josefa wakati aciʋona Benjamini anaʋo, akati kumutariri weimba yake: Ʋuya naʋarume mumba, uɓaye, ugadzire; nokuti ʋarume aʋa ʋacadya neni masikati. 
GEN.43.17	Murume uyo akaita seɀaakaʋudzwa naJosefa; murume uyo akaisa ʋarume aʋo mumba maJosefa. 
GEN.43.18	Ʋarume ʋakatya, ɀaʋakaiswa mumba maJosefa, ʋakati: Tinoiswa’mo nokuɗa kwemari yakadzoserwa muhomo dzeɗu paŋguʋa yokutaŋga, kuti atȿake mhoȿa kwatiri, atiʋambe, nokutiita ʋaranda ʋake, acitora ʋo mboŋgoro dzeɗu. 
GEN.43.19	Ipapo ʋakasweɗera kumutariri weimba yaJosefa, ʋakataura naye pamukoʋa weimba; 
GEN.43.20	ʋakati: Haiwa, ishe weɗu, ɀirokwaɀo paŋguʋa yokutaŋga takaɓuruka kuzoteŋga ɀokudya; 
GEN.43.21	tikati ticiȿika patakaʋata ʋusiku, tikasunuŋgura homo dzeɗu, ʋonei mari yomumŋe nomumŋe iri mumuromo wehomo yake, mari yeɗu yose seɀayakayerwa; ɀino tadzoka nayo pamaʋoko eɗu. 
GEN.43.22	Ɀino taɓuruka tineimŋe mari ɀe mumaʋoko eɗu kuti titeŋge ɀokudya nayo; hatiziʋi kuti mari yeɗu yakaiswa muhomo dzeɗu nani. 
GEN.43.23	Iye akati: Farai henyu, musatya; Mŋari wenyu, Mŋari waɓaɓa ʋenyu, wakakupai fuma muhomo dzenyu; mari yenyu yakaȿika kwandiri. Akaʋaɓuɗisira Simeoni. 
GEN.43.24	Murume uyo akaisa ʋarume aʋo muimba yaJosefa, akaʋapa mvura, ʋakashambidza tsoka dzaʋo, akapa ʋo mboŋgoro dzaʋo ɀokudya. 
GEN.43.25	Ʋakagadzira cipo kuȿikira kuʋuya kwaJosefa masikati, nokuti ʋakaŋga ʋanzwa kuti ʋacadya ɀokudya ipapo. 
GEN.43.26	Josefa wakati aȿika kumba, ʋakapinda mumba necipo cakaŋga ciri mumaʋoko aʋo, ʋakakotamira pasi pamberi pake. 
GEN.43.27	Iye akaʋabvunza mufaro waʋo, akati: Ƃaɓa ʋenyu ʋakafara here, uya mutana wamaireʋa — Ʋaciri ʋapenyu here? 
GEN.43.28	Iʋo ʋakati: Muranda wenyu, ɓaɓa ʋeɗu, ʋakafara haʋo, ʋaciri ʋapenyu. Ʋakakotama, ʋakanamata. 
GEN.43.29	Iye akasimudza meso ake, akaʋona Benjamini, munuŋuna wake, mŋanakomana wamai ʋake, akati: Ndiye here munuŋuna wenyu muɗuku, worugotwe, wamakandiʋudza — Akati: Mŋari ŋgaaʋe nenyasha newe, mŋana waŋgu. 
GEN.43.30	Ɀino Josefa akakurumidza, nokuti mŋoyo wake wakacema munuŋuna wake, akatȿaka paaŋgacema; akapinda muimba yake yomukati, akacema’po. 
GEN.43.31	Akazoshambidza ciso cake, akaɓuɗa ɀe, akaɀidzora, akati: Pakurai ɀokudya. 
GEN.43.32	Ʋakamupakurira iye oga, naiʋo ʋoga, naʋaEgipita, ʋaisidya naye, ʋoga ʋo, nokuti ʋaEgipita haʋana‐kutenderwa kudya naʋaHeberu, nokuti ɀinonyaŋgadza kunaʋaEgipita. 
GEN.43.33	Ʋakagara pamberi pake, weɗaŋgwe paʋuɗaŋgwe bgake, nomuɗuku kunaʋose paʋuɗuku bgake; ʋarume ʋakatarirana, ʋakashamiswa. 
GEN.43.34	Akaʋagoʋera ɀokudya ɀakaŋga ɀiri pamberi pake, asi mugoʋe waBenjamini wakaenzana nowaʋashanu ʋaʋo. Ʋakanwa, ʋakafara naye.
GEN.44.1	Ɀino wakaraira mutariri weimba yake, aciti: Zadza homo dzaʋarume neɀokudya, seɀaʋanogona kutakura, uise ʋo mari yomumŋe nomumŋe pamuromo wehomo yake. 
GEN.44.2	Nomukombe waŋgu, mukombe wesirveri, uuise pamuromo wehomo yomuɗuku, pamŋe cete nemari yeɀiyo ɀake. Iye akaita seɀaakaʋudzwa naJosefa. 
GEN.44.3	Ɀino fume maŋgwana kwoedza ʋarume ʋakatenderwa kuenda, iʋo nemboŋgoro dzaʋo. 
GEN.44.4	Ʋakati ʋaɓuɗa muguta, ʋasati ʋaenda kure, Josefa akaʋudza mutariri wake, akati: Simuka, teʋera ʋarume; kana waʋaɓata, uti kwaʋari: Matsindikireiko ɀamaitirwa ɀakanaka? 
GEN.44.5	Ko hacizi cinhu cinonwira ishe waŋgu, caanoshopera naco here — Cinhu ici camaita cakaipa. 
GEN.44.6	Akandoʋaɓata, akataura mashoko iwayo kwaʋari. 
GEN.44.7	Ʋakati kwaari: Ko ishe weɗu unotaurirei mashoko akaɗai — Haiȿa, ʋaranda ʋenyu haʋaŋgaiti cinhu cakaɗai. 
GEN.44.8	Tarirai, mari yatakawana pamiromo yehomo dzeɗu takadzoka nayo kwamuri ticibva kunyika yeKanani; taigoɓa seiko sirveri kana ndarama mumba mashe wenyu? 
GEN.44.9	Aninani waʋaranda ʋenyu unowanikwa anawo, ŋgaafe; nesu ticaʋa ʋasuŋgwa ʋashe weɗu. 
GEN.44.10	Iye akati. Ndiɀo haɀo, ŋgaɀiʋe seɀamataura; iye unowanikwa anomukombe, ndiye ucaʋa musuŋgwa waŋgu; imi ʋamŋe hamuŋgaʋi nemhoȿa. 
GEN.44.11	Ipapo ʋakakurumidza mumŋe nomumŋe kuɓurusira homo yake pasi, mumŋe nomumŋe akasunuŋgura homo yake. 
GEN.44.12	Iye akatȿaka, akataŋga kumukuru, akaguma kumuɗuku; mukombe ukawanikwa muhomo yaBenjamini. 
GEN.44.13	Ipapo ʋakabvarura ŋguʋo dzaʋo, mumŋe nomumŋe akatakudza mboŋgoro yake, akadzokera kuguta. 
GEN.44.14	Juda naʋana ʋaɓaɓa ʋake ʋakadzokera kuimba yaJosefa, iye aciri’mo, ʋakawira pasi pamberi pake. 
GEN.44.15	Ɀino Josefa akati kwaʋari: Cinyiko ici camaita — Hamuziʋi kuti munhu wakaita seni unogona kushopera here? 
GEN.44.16	Juda akati: Ko tiŋgaɗiniko kunashe waŋgu — Tiŋgataureiko — Tiŋgaɀipembedza sei — Mŋari wakawana kutadza kwaʋaranda ʋenyu; tarirai tiri ʋasuŋgwa ʋashe weɗu, isu naiye wakawanikwa anomukombe. 
GEN.44.17	Iye akati: Haiȿa, handiŋgaiti saiɀoɀo; munhu uyo wakawanikwa anomukombe muruʋoko, ndiye ucaʋa musuŋgwa waŋgu; kana muri’mi, endai henyu norugare kunaɓaɓa ʋenyu.
GEN.44.18	Ipapo Juda akasweɗera kwaari, akati: Haiwa, ishe waŋgu, ɗotenderai henyu muranda wenyu kutaura shoko munzeʋe dzashe waŋgu, kutsamŋa kwenyu kurege kumukira muranda wenyu, nokuti imi makaenzana naFarao. 
GEN.44.19	Ishe waŋgu wakabvunza ʋaranda ʋake, aciti: Munaɓaɓa here, kana munuŋuna? 
GEN.44.20	Isu tikati kunashe weɗu: Tinaɓaɓa ʋaʋa mutana, ʋanomŋana woʋutana bgaʋo, uciri muɗuku hake; mukoma wake wakafa, iye wakasara ari oga, mŋana wamai ʋake, ɓaɓa ʋake ʋanomuɗa. 
GEN.44.21	Imi mukati kuʋaranda ʋenyu: Ƃurukai naye kwandiri, ndimuʋone nameso aŋgu. 
GEN.44.22	Isu tikati kunashe weɗu: Mukomana haaŋgasiyi ɓaɓa ʋake, nokuti kana akasiya ɓaɓa ʋake, ɓaɓa ʋake ʋaŋgafa. 
GEN.44.23	Ɀino makati kuʋaranda ʋenyu: Kana munuŋuna wenyu worugotwe asiŋgaɓuruki nemi, hamuŋgaʋoni ɀe ciso caŋgu. 
GEN.44.24	Ɀino takati takwira kumuranda wenyu, ɓaɓa ʋeɗu, tikaʋaʋudza mashoko ashe weɗu. 
GEN.44.25	Ƃaba ʋeɗu ʋakati: Endai ɀe, mutiteŋgere ɀokudya ɀishomanene. 
GEN.44.26	Isu tikati: Hatiŋgaɓuruki, kana munuŋuna weɗu asiŋgaɓuruki nesu; nokuti hatiŋgaʋoni ciso comurume uya, kana munuŋuna weɗu asi nesu. 
GEN.44.27	Muranda wenyu, ɓaɓa ʋeɗu, ʋakati kwatiri: Munoziʋa kuti mukadzi waŋgu wakandiɓerekera ʋanakomana ʋaʋiri; 
GEN.44.28	mumŋe wakabva kwandiri, ndikati: Ɀirokwaɀo wakabvamburwa; kubva musi iwoyo handina‐kuzomuʋona ɀe; 
GEN.44.29	kana mukanditorera noyuyu ʋo, akawirwa nenjodzi, mucaɓurusira vudzi raŋgu jena kubgiro nokucema. 
GEN.44.30	Naiɀoɀo, kana ɀino ndikandoȿika kumuranda wenyu, ɓaɓa ʋaŋgu, tisinaiye mukomana, mŋeya waʋo ɀawakaɓatanidzwa nomŋeya womukomana, 
GEN.44.31	ʋacati kana ʋaciʋona kuti mukomana asinesu, ʋacafa; naiɀoɀo ʋaranda ʋenyu ʋacaɓurusira vudzi jena romuranda wenyu, ɓaɓa ʋeɗu, kubgiro nokucema. 
GEN.44.32	Nokuti muranda wenyu wakaɀiita ruɓatso rwomukomana kunaɓaɓa ʋaŋgu, ndikati: Kana ndikasaʋuya naye kwamuri, ini ndicaʋa nemhoȿa kunaɓaɓa ʋaŋgu nokusiŋgaperi. 
GEN.44.33	Naiɀoɀo ɀino ndinokumbira kuti muranda wenyu agare hake ari musuŋgwa washe waŋgu pacigaro comukomana, asi mukomana akwire hake naʋana ʋaɓaɓa ʋake. 
GEN.44.34	Nokuti ndiŋgakwira seiko kunaɓaɓa ʋaŋgu, ndisinomukomana — Ndirege haŋgu kuʋona njodzi icawira ɓaɓa ʋaŋgu.
GEN.45.1	Ɀino Josefa haana‐kugona kuɀidzora pamberi paʋose ʋakaŋga ʋamire naye, akaɗana, aciti: Ƃuɗisai ʋanhu ʋose ʋari pano neni. Ɀino kwakaŋga kusinomunhu wakamira naye Josefa aciɀiziʋisa kuʋana ʋaɓaɓa ʋake. 
GEN.45.2	Akacema kwaɀo, ʋaEgipita naʋeimba yaFarao ʋakaɀinzwa ʋo. 
GEN.45.3	Ipapo Josefa akati kuʋana ʋaɓaɓa ʋake: Ndini Josefa! Ƃaɓa ʋaŋgu ʋaciri ʋapenyu here — Ʋana ʋaɓaɓa ʋake ʋakasagona kumupindura, nokuti ʋakaŋga ʋacitya pamberi pake. 
GEN.45.4	Josefa akati kuʋana ʋaɓaɓa ʋake: Ƌosweɗerai henyu kwandiri. Ɀino ʋakasweɗera. Iye akati: Ndini Josefa, mŋana waɓaɓa ʋenyu wamakateŋgesa 
GEN.45.5	Ɀino musaɀidya mŋoyo, kana kuɀitsamŋira, ɀamakanditeŋgesera kuno; nokuti Mŋari wakandituma pamberi penyu, kuti ndiceŋgete ʋupenyu. 
GEN.45.6	Nokuti ɀino aʋa makore maʋiri enzara panyika ino; mamŋe makore mashanu aci’ko, aʋasiŋgazorimi nokukohwa nawo. 
GEN.45.7	Mŋari wakandituma pamberi penyu kuti ndikuceŋgetei, muʋe naʋamŋe ʋacasara panyika, ndikuraramisei kuti musunuŋgurwe nokusunuŋgurwa kukuru. 
GEN.45.8	Ɀino hamuzi’mi makandituma pano, asi Mŋari; iye wakandiita ɓaɓa kunaFarao nashe weimba yake yose, nomuɓati wenyika yose yeEgipita. 
GEN.45.9	Kurumidzai, mukwire kunaɓaɓa ʋaŋgu, mundoti kwaʋari: Ɀanzi naJosefa, mŋanakomana wenyu: Mŋari wakandiita ishe weEgipita rose; ɓurukirai kwandiri, musanonoka; 
GEN.45.10	mugare panyika yeGosheni, mugoʋa pedyo neni, imi, naʋanakomana ʋenyu, naʋana ʋaʋona ʋenyu, namakwai enyu, neŋombe dzenyu, neɀose ɀamunaɀo; 
GEN.45.11	ndicakuceŋgetai’po, nokuti mamŋe makore mashanu enzara aci’po, kuti murege kuzoʋa ʋarombo, imi, naʋeimba yenyu, neɀose ɀamunaɀo. 
GEN.45.12	Tarirai, meso enyu anoʋona, nameso omunuŋuna waŋgu Benjamini, kuti muromo waŋgu unotaura kwamuri 
GEN.45.13	Mundoʋudza ɓaɓa ʋaŋgu kukudzwa kwaŋgu kwose paEgipita, neɀose ɀamaʋona; mukurumidze kuɓurusira ɓaɓa ʋaŋgu kuno. 
GEN.45.14	Akawira pamutsipa waBenjamini, munuŋuna wake, akacema; naiye Benjamini akacema pamutsipa wake. 
GEN.45.15	Akaȿeta ʋakoma ʋake ʋose, akacema pamsoro paʋo; shure kwaiɀoɀo ʋakoma ʋake ʋakataura naye.
GEN.45.16	Ɀino mukurumbira waɀo wakanzwika mumba maFarao, ɀicinzi: Ʋana ʋaɓaɓa ʋaJosefa ʋaȿika! Farao naʋaranda ʋake ʋakafara naiɀoɀo. 
GEN.45.17	Farao akati kunaJosefa: Iti kuʋana ʋaɓaɓa ʋako: Itai cinhu ici: Takudzai ɀipfuwo ɀenyu, mufambe, muende kunyika yeKanani; 
GEN.45.18	mundotora ɓaɓa ʋenyu naʋedzimba dzenyu muʋuye kwandiri; ndicakupai ɀinhu ɀakaiȿo‐naka ɀenyika yeEgipita, mudye ɀakakora ɀenyika. 
GEN.45.19	Ɀino warairwa, ciita iɀoɀo; torerai ʋana ʋenyu ʋaɗuku naʋakadzi ʋenyu ŋ oro panyika yeEgipita, mundotora ɓaɓa ʋenyu, muʋuye. 
GEN.45.20	Musafuŋga nhumbi dzenyu, nokuti ɀakaiȿo‐naka ɀenyika yose yeEgipita ndeɀenyu. 
GEN.45.21	Ʋanakomana ʋaIsraeri ʋakaita saiɀoɀo: Josefa akaʋapa ŋgoro, seɀaakarairwa naFarao, akaʋapa mbuʋa yokufamba nayo. 
GEN.45.22	Akapa ʋose, mumŋe nomumŋe ŋguʋo dzakanaka; asi Benjamini wakamupa mashekeri anamazana matatu esirveri
GEN.45.23	Naɓaɓa ʋake wakaʋatumira mboŋgoro dzinegumi, dzakaŋga dzakatakura ɀinhu ɀakaiȿo‐naka ɀeEgipita, namakadzi emboŋgoro anegumi akaŋga akatakura ɀiyo, neciŋgwa, neɀokudya ɀaɓaɓa ʋake ɀorwendo. 
GEN.45.24	Ɀino akatendera ʋana ʋaɓaɓa ʋake kuenda, ʋakabva; akati kwaʋari: Cenjerai, musatukana munzira. 
GEN.45.25	Ipapo ʋakabva Egipita, ʋakakwira, ʋakandoȿika kunyika yeKanani kunaJakobo, ɓaɓa ʋaʋo. 
GEN.45.26	Ʋakaʋaʋudza, ʋakati: Josefa uciri mupenyu; ndiye muɓati wenyika yose yeEgipita. Ipapo mŋoyo waʋo wakati rukutu, nokuti haʋana‐kutenda. 
GEN.45.27	Ʋakaʋaʋudza mashoko ose aJosefa; ɀino ʋakati ʋaʋona ŋgoro dzakaŋga dzatumŋa naJosefa kuzoʋatakura, mŋeya waJakobo, ɓaɓa ʋaʋo, ukapona ɀe; 
GEN.45.28	Israeri akati: Ɀariŋgana! Josefa, mŋanakomana waŋgu uciri mupenyu; ndicaenda ndimuʋone ndisati ndafa.
GEN.46.1	Ɀino Israeri wakabva neɀose ɀaakaŋga anaɀo, akaȿika Beeri‐sheba, akaɓayira Mŋari waɓaɓa ʋake Isaka ɀiɓayiro. 
GEN.46.2	Mŋari akataura naIsraeri neɀiratidzo ʋusiku, akati: Jakobo! Jakobo! Iye akati: Ndiri pano haŋgu. 
GEN.46.3	Akati: Ndini Mŋari, iye Mŋari waɓaɓa ʋako; usatya hako kuɓurukira Egipita; nokuti ndicakuita rudzi rukuru ikoko; 
GEN.46.4	ndicaɓurukira Egipita newe, ndigokudzosa ɀe ɀirokwaɀo; Josefa ndiye ucatsika meso ako. 
GEN.46.5	Jakobo akasimuka, akabva Beeri‐sheba; ʋanakomana ʋaIsraeri ʋakatakura Jakobo, ɓaɓa ʋaʋo, naʋana ʋaʋo ʋaɗuku, naʋakadzi ʋaʋo, neŋgoro dzakaŋga dzatumŋa naFarao kuti dziʋatakure. 
GEN.46.6	Ʋakatora ŋombe dzaʋo nenhumbi dzaʋo dzaʋakaŋga ʋawana munyika yeKanani, ʋakaȿika Egipita, Jakobo naʋanakomana ʋake ʋose pamŋe cete naye; 
GEN.46.7	ʋanakomana ʋake, naʋana ʋaʋanakomana ʋake pamŋe cete naye, naʋakunda, ʋake, naʋakunda ʋaʋanakomana ʋake, naʋose ʋorudzi rwake, ʋakaenda naʋo Egipita.
GEN.46.8	Ndiwo mazita aʋana ʋaIsraeri ʋakaȿika Egipita: Jakobo, naʋanakomana ʋake, 
GEN.46.9	Naʋanakomana ʋaRubeni: Hanoki, naParu, naHezroni, naKarmi. 
GEN.46.10	Naʋanakomana ʋaSimeoni: Jemueri, naJamini, naOhadi, naJakini, naZohari, naShauri, waiʋa mŋanakomana womukadzi weKanani. 
GEN.46.11	Naʋanakomana ʋaRevi: Gershoni, naKohati, naMerari. 
GEN.46.12	Naʋanakomana ʋaJuda: Eri, naOnani, naShera, naPerezi, naZera; asi Zera naOnani ʋakafira panyika yeKanani. Ʋanakomana ʋaPerezi ʋaiʋa Hezroni, naHamuri. 
GEN.46.13	Naʋanakomana ʋaIsakari: Tora, naPuva, naJobo, naShimroni. 
GEN.46.14	Naʋanakomana ʋaZeburuni: Seredi, naEroni, naJareeri. 
GEN.46.15	Ndiʋo ʋanakomana ʋaRea, ʋaakaɓerekera Jakobo paPadani‐arami, nomukunda wake Dina; ʋanakomana ʋake naʋakunda ʋake ʋose ʋaiʋa ʋanhu ʋanamakumi matatu naʋatatu. 
GEN.46.16	Naʋanakomana ʋaGadi: Zifioni, naHagi, naShumi, naEzboni, naEri, naArodi, naAreri. 
GEN.46.17	Naʋanakomana ʋaAsheri: Imna, naIshva, naIshvi, naBeria, naSera, hanɀadzi yaʋo; naʋanakomana ʋaBeria ʋaiʋa Heberi, naMarkieri. 
GEN.46.18	Ndiʋo ʋanakomana ʋaZirpa, Rabani waakapa Rea, mukunda wake; wakaɓerekera Jakobo ʋanhu aʋa ʋanegumi naʋatanhatu. 
GEN.46.19	Ʋanakomana ʋaRakeri, mukadzi waJakobo, ʋaiʋa Josefa naBenjamini. 
GEN.46.20	Josefa akaɓerekerwa Manase naEfraimi panyika yeEgipita, ndiʋo ʋaakaɓerekerwa naAsenati, mukunda waPotifera, muprista weOni. 
GEN.46.21	Naʋanakomana ʋaBenjamini: Bera, naBekeri, naAshberi naGera, naNaamani, naEhi, naRoshi, naMupimi, naHupimi, naArdi. 
GEN.46.22	Ndiʋo ʋanakomana ʋaRakeri, ʋakaɓerekerwa Jakobo; ʋose ʋaiʋa ʋanegumi naʋanna. 
GEN.46.23	Naʋanakomana ʋaDani: Hushimi 
GEN.46.24	Naʋanakomana ʋaNaftari: Jazeeri, naGuni, naJezeri, naShiremi. 
GEN.46.25	Ndiʋo ʋanakomana ʋaBirha, Rabani waakapa Rakeri, mukunda wake; ndiʋo ʋaakaɓerekera Jakobo; ʋose ʋaiʋa ʋanomŋe. 
GEN.46.26	Ɀino ʋanhu ʋose ʋakaʋuya naJakobo Egipita, ʋakaŋga ʋaɓuɗa paciʋuno cake, ʋakadzi ʋaʋanakomana ʋaJakobo ʋasiŋgaʋereŋgwi, ʋose ʋaiʋa ʋanhu ʋanamakumi matanhatu naʋatanhatu. 
GEN.46.27	Ʋanakomana ʋaJosefa ʋaakaŋga aɓerekerwa Egipita ʋaiʋa ʋanhu ʋaʋiri; ʋose ʋeimba yaJakobo, ʋakaʋuya Egipita, ʋaiʋa ʋanhu ʋanamakumi manomŋe.
GEN.46.28	Akatuma Juda pamberi pake kunaJosefa kuti amuratidze nzira inoenda Gosheni. 
GEN.46.29	Ipapo Josefa akagadzira ŋgoro yake, akakwira Gosheni, kundosoŋgana naIsraeri, ɓaɓa ʋake; akaɀiziʋisa kwaʋari, akawira pamutsipa waʋo, akacema pamutsipa waʋo ŋguʋa huru. 
GEN.46.30	Israeri akati kunaJosefa: Ɀino ŋgandicifa haŋgu, nokuti ndaʋona ciso cako, kuti uciri mupenyu. 
GEN.46.31	Ɀino Josefa akati kuʋana ʋaɓaɓa ʋake naʋeimba yaɓaɓa ʋake: Ini ndicakwira kundoʋudza Farao, ndiciti kwaari: Ʋana ʋaɓaɓa ʋaŋgu, naʋeimba yaɓaɓa ʋaŋgu, ʋaigara kunyika yeKanani, ʋaȿika kwandiri; 
GEN.46.32	ʋarume aʋa ʋafudzi, nokuti ʋaipfuwa ɀipfuwo; ʋaʋuya namakwai aʋo, neŋombe dzaʋo, neɀose ɀaʋanaɀo. 
GEN.46.33	Ɀino kana moɗanwa naFarao, akati: Ƃasa renyu nderei? 
GEN.46.34	Muti: Ʋaranda ʋenyu ʋaiʋa ʋapfuwi ʋeɀipfuwo kubva paʋucece bgeɗu kuȿikira ɀino, isu namadziɓaɓa eɗu; kuti mugare munyika yeGosheni, nokuti ʋafudzi ʋose ʋanonyaŋgadza ʋaEgipita.
GEN.47.1	Ɀino Josefa akaenda, akandoʋudza Farao, akati: Ƃaɓa ʋaŋgu naʋana ʋaɓaɓa ʋaŋgu ʋaȿika, ʋacibva kunyika yeKanani, ʋanamakwai aʋo, neŋombe dzaʋo, neɀose ɀaʋanaɀo; ɀino, tarirai ʋari munyika yeGosheni. 
GEN.47.2	Akatora ʋarume ʋashanu kuʋana ʋaɓaɓa ʋake, akaʋaisa pamberi paFarao. 
GEN.47.3	Farao akati kuʋakoma ʋake: Ƃasa renyu ndereiko — Ʋakati kunaFarao: Ʋaranda ʋenyu ʋafudzi, isu namadziɓaɓa eɗu tose 
GEN.47.4	Ʋakati kunaFarao: Taʋuya kuzogara tiri ʋatorwa munyika ino; nokuti hakunamafuro amakwai aʋaranda ʋenyu, nokuti kunenzara kunyika yeKanani; ɀino tinokumbira kuti ʋaranda ʋenyu ʋagare munyika yeGosheni 
GEN.47.5	Ipapo Farao akataura naJosefa, akati: Ƃaba ʋako naʋana ʋaɓaɓa ʋako ʋaʋuya kwauri; 
