MAT.1.1	Abraham tuti Devit tanii ing Jesu Khrista ahungsuwhnii thiimziihbur. 
LUK.14.17	aphachu ahenpha tahnache, ama ing a-een mee chaap ae ningna huungruw chichirsa tanaka iriirnii khaena ameenae yngkhehchu achiirpa. 
LUK.14.18	Changvakonchu ama ing a-een mee chaap aenche aanghakjaeh ing emba-sangpa. Amaensa inche aningna ki ing ruwrae yngkheh kaariisa, amachu ki ing siningka vaabuwr kata; naningsiihna kathamsahchii i irupeehsara taka ariir. 
LUK.14.19	Yngkheh inche aningna siirchar apu asae runga kaariipa, enuwchu ki ing isapae isamahpae ichii enjap kata; naningsiihna kathamsahchii i irupeehsara taka ariir. 
LUK.14.20	Reentaang yngkheh inchenkho ariir, ‘Ki lung-hah kabuwhpa, itheng chehmahning achii.’ ”
LUK.14.21	Meenae inche hunganrika aafhuw ningnache ariirchirpa. Amana aafhuw inche abarung isii ing ameenae ningnache ariir, “Khuwruung lamfhuw chaapna vokhehkho veen veenna ynneh ing sinana sara naeriing ae, yntuursah ae, mikchu ae, vokhehkho khibong aechu havane henruw aera.” 
LUK.14.22	Meenae inche ariir, “Oja, nang ing nariir inuwzii ing katusah chirpa, changvakonchu ataraenkho een yntheersong ing omjaeh tahna.” 
LUK.14.23	Amana aafhuw inche meenae ningnache ariir, “Ataraenkho lamfhuw chaap nakhe vokhehkho lamrak chiirak chaapna sinana een aera, ka-eensung asipnii vakhae ing enuwchu henruw aera. 
LUK.14.24	Ki ing naningna kariirnah, ki ing ka een mee vakhae aengkhe kabuw ka en isah phamahnii ae.”
LUK.14.25	Atii mee inempak aenche Jesu thohche isihak ae; amana Jesu ing eningting vaanlehka ariir, 
LUK.14.26	“Achuw yngkheh ing kaningting huungkhang nakho ampa, amnuw, arumee, asiti ae, auw anae, asar ajuwr, vokhehkho atak ynvae ing kichu aning imansiihseh mahnave kasebok ynsuwhcheh mahnii. 
LUK.14.27	Achuw yngkheh ing ataksah khros reenmah naka kaanuwchu jiinave, ama meechu kasebok ynsuwhcheh mahnii. 
LUK.14.28	Akhaechuve nenuw nengkaarna achuw yngkheh ing yngkaangpak een tukata achiiraenche, amaensana havi achideh phanii ing aajaehmeh ruwhvate tanaka ihiihmah niikhang? 
LUK.14.29	Amachumah nave, ama ing eenchu abur mangiir naka amanchichehmah raenche aamu mee vakhae aenche maniisa ae naka, 
LUK.14.30	‘Mee havi inge itucha basenka manchicheh mahsa tavaatae.’ 
LUK.14.31	Iruwng yngkheh inche reentaang iruwng yngkheh thohche laar yntuk kata achii raenche, amathoh laar yntuk vachii mee inche mee lising somnii thoh ivathengchu ama ing mee lising suum thohche yntuwh chehva kate chehmahning ichiichu amaensana ongnaka kharmah niikhang? 
LUK.14.32	Ama ing chehmah vachii vanave reentaang iruwng inche laar-khehna aonglae, chong aathak mee aechu vechiir naka ynchaarnii chong vamanriir vaata. 
LUK.14.33	Amachu vaangche, achuw yngkheh nenuw nengkaar tanii mee ing adeensah aangkheng abathen chehmah mee inche kasebok ynsuwhcheh mahnii.”
LUK.14.34	“Bachii i sakna, changvakonchu bachii inche achiiniichu omah nave, athar vokheh amanchiinii omah. 
LUK.14.35	Amachu ruwruw khaenakho, haar khaenakho yntanga ikanii omah; chukhaenache mee ing arennah. Isiinii aana ipaar mee chaap inche siisa rasiing.”
LUK.15.2	Amana Pharisi aere thiimthang aenche ichong basen aeka enriir, “Havana mee inge isii icher aethoh thaemin asahhakpa enchii.” 
LUK.15.3	Chukhaenache Jesu ing eningna ynghuwnii thamin havi atong:
LUK.15.4	“Nenuw nengkaarna achuw mee yngkheh ing jao chaama adeen sungna yngkhehchu aamoh tahna paamfhuw nache somikuw arii eekuwchu manaka, ymmohchu atuwh mahtaang aajong simah vachii achuw omkhang? 
LUK.15.5	Ama ing ymmohchu atuwhtah nache aangna arotha irohpak ing ahengadomsah. 
LUK.15.6	Ama ing a-eenchu hungtungka, aarang arupae vokhehkho aveen-chaang aechu eenka eningna ariir, ‘Kajao ymmohchu katuwhsahpa. Inuw ynrotha manrohtaruw!’ 
LUK.15.7	Ki ing neningna kariirnah, havi vaange barungriir huungnii omah ichum mee ae somikuw arii eekuw kaarna isii icher mee yngkheh ing abarungriir ahuung khaena thangbaen nache athiseh ing rotha rohhak vaata.
LUK.15.8	“Vokhehkho seersaam suum adeen rupanuw yngkheh ing asae yngkheh aamoh tahna ama ing jaemi bareng naka, a-eensungchu ruwhpeh naka atuwhmahri raentaang jongmah niikhang? 
LUK.15.9	Ama ing seersaam ymmoh-chu atuwhtah nache aarang arupae, aveenchaang aechu eenka ariir, ‘Kaseersaam ymmohchu katuwhsahpa. Inuw ynrotha manrohtaruw!’ 
LUK.15.10	Jinge ichii ing ki ing neningna kariirnah, isii icher mee yngkheh ing abarungriir ahuung khaenache Thangnang vaarmee ae enrotha rohna.”
LUK.15.11	Aanuwnache Jesu ing ariir, “Achuw mee yngkheh ing sapa ynnii-meh adeen; 
LUK.15.12	asapa abutum inche ampa ningna apa, nang ing lerchii nadeen sungne ki ing phava kachii chaapchu atii kaningna ipira taka ariirpa. Chutahnache ampa inche lerchiichu asempeehpae. 
LUK.15.13	Apha topoh aanuwtingche asapa butum inche alerchii chaapchu khuumka yndahpak paam yngkheh tingche sisa; amana adeensah lerchii vakhaechu abathang chirpa. 
LUK.15.14	Ama ing abathangchir aanuw tingche, ama paam nache inempak isah hungtaangsa, chukhaenache ama asahfhuw hungommahsa. 
LUK.15.15	Chukhaenache ama ing sika ama paam khuw mee yngkheh ningna ongsa; amana aongnii een aafhuw inche voh aechu cheernii khaena ruwrae ting achiirpa. 
LUK.15.16	Amanache vohthen inche aven manva saningka ichii amandensah; changvakonchu achuw ingkho aningna yntangakho pimahsae. 
LUK.15.17	Chukhaenache ama ing yndensaka anumsah ing ariirsah, ‘Ki kapa ing aneeh meenae changjaeh inem aengkhe ynriijor ing ensahnah, changvakonchu ki chuve havane venchaam chiilaar ing ongning!’ 
LUK.15.18	Ki hangiir ningka kapa ningting huung ningka, amana aningna jinge thamsatah kata, apa, ki ing thangbaen jeehnii ingka namaana isii katupa; 
LUK.15.19	atiive ki nasapa ping ichii iriir matik chamahsing; naneeh meenae vaang itusara. 
LUK.15.20	Chukhaenache ama ing hangiirka ampa ningtingche hungkaesa.
LUK.15.20	“Changvakonchu ihungkaechu laarkhehna ampa ing avemutah nache aning inempak avemansiihpa, amanche ampa inche vataenka aakorpa vokhehkho aabeeng atumpa. 
LUK.15.21	Changlaenche asapa inche aningna ariir, ‘Apa, ki ing thangbaen jeehnii ingka vokhehkho namaana isii katupa; atii ki nasapa ping ichii iriir matik chasamah ing.’ 
LUK.15.22	Changvakonchu ampa ing ameenae ae ningna ariir, ‘Ithupak ing isaseh peendiir kha henchinuwna maniiruw; amanche kikchii akikna jemaniiruw vokhehkho khingop kha jemaniiruw; 
LUK.15.23	amanche imarhak siirti kha henruwnuwna thehruw, inuw samanuwka nungaetaruw; 
LUK.15.24	yng-khaena ynchii imbe kasapa havi ithii tanii athar hangringva; ymmoh vasah tanii katuwhva.’ Amana enuw rotha irohpak inche nungaesae.
LUK.15.25	“Apha ichiinache asapa upa inche ruwraena ong; ama ing ahungkaetahna eenchu ahenpha phana khuwng daar baringka iraam ae huwrusachu asiipa. 
LUK.15.26	Amatah nache ama ing meenae yngkhehchu eenka amachu ynchii entuva taka asii? 
LUK.15.27	Meenae inche aningna abasang, ‘Nang nanaepa kha hungtungsa, chukhaenache nangpa ing nanaepachu isii ikha omrudeh ing hungtung ing aphatah nache siirti imarhak yngkheh athehpeehva.’
LUK.15.28	Amatah nache abarung sikka sungting hungruwh ningka tamahsa. Amana ampa ing hungsuwhka asapa chu amaneempa, 
LUK.15.29	changvakonchu ama ing ampa ningna abasang, Enla, kum aajaeh sungna rukuum katuvachii, changpang mahka ki ing nachongriir vakhae kamanjiimah omah; changkhang nare kaarang ae thoh rotha rohniihak khaena keerti yngkheh pangkho kaningna ipimah richii. 
LUK.15.30	Changvakonchu hava nasapa inge ichuwhmah rupanuw ae thoh ynruwhakka alerchii chaap vakhae bathang chirka ahunganritah nache, nang ing akhaena siirti imarhakchu nathehpeehpa! 
LUK.15.31	Ampa ing aningna ariir, kasapa, nang chuve kithoh anasiir onghak vamuw; amanche kaningna omchaap vakhae aangkheng i natachirva. 
LUK.15.32	Chukhaenache rotharoh ing nungae raprap vaanchiiva, nanae havi ithii tanii hangring vaang atak i ymmoh vasahva, changvakonchu atiive yntuwhpa.’ ”
LUK.16.1	Jesu ing asebok ae ningna ariir, “Apha vokhehna savangpak mee yngkheh om. Ama ing alerchii rukuumtu mee yngkheh asiih; ama mee inche alerchii apeehchae amamaangpa ta aeka enrensahpa. 
LUK.16.2	Amana savangpa inche atakchu eenka ariir, ‘ki ing natu nari nanong khaena chong kasii i ynchiiva? Nang ing nong natu nabaziih chaapkha ipira, nang athar vokheh kalerchii rukuumtu ynsuwh chehmah tanii.’ 
LUK.16.3	Amatah nache rukuumtu mee inche abarungriirna ariir, ‘Kaafhuw ing alerchii rukuumtu kapha pham havi kaningtanii riro achiinah, atii ki ynchii tuva kachiiva? Ki ing ruwruw phuhkata kachiipa pirmahsing, amanche niihkata kachii ingkho kaning ynjakreehsa. 
LUK.16.4	Katak i lerchii rukuumtu pham tanii ynthur aanuwtingche mee ae ing engeen sungna ymmanruwhnii ae inche, ynchii tuva kachiiva ichiichu kamanghuwpa.’ 
LUK.16.5	Chukhaenache ama ing aafhuw alerchii atuur vakhae mee aechu a-eenpa. Ama ing maensa ningnache ariir, ‘Nang ing aafhuw i aajaehmeh natuursa?’ 
LUK.16.6	Ama ing abasang, ‘Marup nakhe chaama chakva.’ Ama ing aningna ariir, ‘Nang ing naseerpham ynziih niikha verinana ongla amanche ithupak ing songa jebaziihra.’ 
LUK.16.7	Aanuwnache reentaang yngkheh ningnache ariir, ‘Nangcha aajaeh natuursa?’ Ama ing abasang, ‘Gehu thuungfhuw chaama.’ Amana aningna ariir, ‘Aanziih niikha verinana somiriih baziihra.’ 
LUK.16.8	Amana ichummah rukuumtu inche iveerpak ing atu ari khaenache savangpa inche amanpah; akhaechuve ireng siti ae chungna laaruw paam mee ae inge entaksahsah suwnthar khaena athiseh ing veernae.”
LUK.16.9	Chukhaenache ki ing neningna kariirnah, ichummah lerchii thohche nataksah khaena naarang tusara, nachehmah raenche, enuw ing ichen naemah ongnii een nache ihebariimnii vaatae. 
LUK.16.10	Chukhaenache achiihtina thachafhuwchu nong vakhae nakho ithachafhuwva, vokhehkho achiihtina ichummah meechu nong vakhaena chumchehmah. 
LUK.16.11	Nenuw ing ichummah lerchiina thachafhuw omah tanuwve, achuw ing ichum lerchii nache ithacha vatakhang? 
LUK.16.12	Chukhae-nache nenuw ing reentaang mee yngkheh lerchii nache thachafhuw omah chuwchu achuw ing nenta ynsuwhchu neningna ipiva takhang?
LUK.16.14	Seer engadikpak Pharisi ae ing Jesu achongjeer vakhaechu ensiitah nache, enuw ing Jesu taklina enerku thep aeka emaniisahpa. 
LUK.16.15	Amana Jesu ing eningna ariir, “Mee ae mik bareng nachembe nentaksah ing ichumpung ichii ing nemandennah, changvakonchu Thangnang ing nenbarungriir amang-huwsa; yngkhaena ynchii imbe mee ae kaarna ynding mee aechu Thangnang mik barengna yntirsuwh pakva.”
LUK.16.17	Changvakonchu vajeer chonghak achiihti ynthiir changve, thangbaen re laaruw paam imaang inche laehakna.”
LUK.16.19	“Apha vokhehna savangpa mee yngkheh om, ama ing amen iruwpak peendiir ynnarjaeh ing ynthongka anasiir rotharoh inungae ing ipaar. 
LUK.16.20	Amana ahakchaang aangkheng ipaen, savangpa sakaar kungna ongchak sarapak Lazarus ichii pasar yngkhehkho om, 
LUK.16.21	ama ing savangpa buw sahniina yntachu saningka kaven manva sakata achii, vokhehkho uti aengkho ahakchaang ipaenchu theng aeka abareehchak ae.”
LUK.16.22	Amana sarapak meechu thiksa amanche vaarmee aenche Abrahaam changbaen nache ongnii khaena enruwpa. Savangpa chukho thikka endimpa; 
LUK.16.23	amanche atakchu longkong nache ijachaampak ing ongka paamkhuw ahenthiirtah nache, Abraham changbaen nache Lazarus ongchu laarkhehna ahemupa. 
LUK.16.24	Chu-khaenache ama ing ahengeenpa, “Apa Abraham, ki naning imanchuwhsara, Lazarus akikchar ingkhe chiina fhuwmsana kabari amandaenii khaena ajenchiir peehsara; ki mi sungna ijachaam inempak kaphasahnah! 
LUK.16.25	Changvakonchu Abraham ing ariir, ‘Yndenla sapa, nang ing naringlae isa inungae aangkheng napha, amanche Lazarus ing isamah chaap apha; changvakonchu atii hane ama ing nungaechu aphapa, amanche nang chuve ijachaam naphanah. 
LUK.16.26	Ama-chungna, havanennii ing naning ipha ingkhe iraen nungka achii aeng engaraenchehniimah khaena vokhehkho amatanii ingkhe kening ipha ing achuw ingkho aaraenchehniimah khaenache, nang re kenuw ynruwrakna ithuwhpak yngkuwng yngkheh ynlaapmahdeh ing omna.’ 
LUK.16.27	Savangpa inche ariir, ‘Chunuwvaniive apa Abraham, nang ing atak i kapa eenting ijenchiirnii khaena nangchu kathamsahnahchii, 
LUK.16.28	akhaechuve kanae ae rungaemeh omnae, enuw vakhaechu havana ijachaamnii maphamne enghungruwhniimah khaena ijungriirpeeh rasiing.’ ”
LUK.16.29	Changvakonchu Abraham ing ariir, “Engkhaenache Mosi vokhehkho jaephar ae ongnae; enuw enchongriirchu rungae ae rasiing. 
LUK.16.30	Vokhehkho ama ing ariir, ‘Changmahva apa Abraham, achuw yngkheh ithii vasah ae kaartanii ing eningting juwngnave, embarungriir huungvaatae.’ 
LUK.16.31	Ama ing aningna ariir, enuw ing Mosi vokhehkho jaephar ae chongchu thachamah ae nave, ithii ae kaartanii achuw yngkheh hangring naka enthachanii khaena ynneemsah rumahnii ae.”
LUK.17.1	Jesu ing asebok ae ningna ajeer, “Isii ting bukniichu suwhrem vaata; changvakonchu isii tingche buknii abasuw aningnache ijaniisapa! 
LUK.17.2	Ama ing hava naepang ae ningne yngkhehchu isii ting babuwnii vachii changve, ariingna rungsum ynthinaka chifhuw ting iren inche akhaena saksehna. 
LUK.17.3	Chukhaenache nenuw nentaksah ynriimruw; nenguw nenae mee yngkheh ing isii tunave ichahruw, amana abarungriirchu huungnave kuhpeehruw; 
LUK.17.4	amanche nikhehna ama ing vasarii chak neningna isii tunaka, neningna vasariimeh vaanrinaka kabarungriir kahuungpa tanaka riirnave, kuhpeehva nenchiiva.”
LUK.17.5	Sebok aenche Jesu ningna enriir, “Kenuw kenthacha i imanpir peehsara!” 
LUK.17.6	Jesu ing eningna ariir, “Nenuw ing enchaam muw thoh ynchim ing nenthacha omnave, nenuw ing leimachaak bur tinge, ‘Nataksah ing narajung ymphinana chifhuw tingse ymphinsara nenchiitahna nenriirchu manjiivaata.’
LUK.17.7	“Nenuw nengkaarna ruwrae amanriim achuw yngkheh mee ing changmahka jao acheer nemeenae inche ruwrae tanii ahungkae tahna ithupak ing huungnana amanche imaarnii nakhe ongla tanaka aningna riirvachii achuw omnachuw? 
LUK.17.8	Ama changdenna aningna ki ing savakachii thoraang jetu, aanuwnache nang ing sapeh inpeh vanata tamah niikhang? 
LUK.17.9	Ama ing meenae ningna chong ariirchu meenae inche amanjii khaena manpahmah niikhang? 
LUK.17.10	Chu-khaenache amavaangche nenuw ing vajeer chonghak ympeeh vasah vakhaechu tuchirnuwna, ‘Kenuwve ikaniimah meenaepung; kenuw ing tuvakenchii chupang kentusah vatah taruw.’ ”
LUK.17.11	Jesu ing Jerusalem ting avakraenche, Samaria re Galili ruwrakna ivasi. 
LUK.17.12	Amana Jesu ing khuwsung yngkheh nache avaruwhtah nache, ynchor ing ina ae pasar suum aechu yntuwhsae. Enuw ing laarkhehna ngiir aeka 
LUK.17.13	vokhehkho va-uungsae, “Aafhuw Jesu! Kenuwchu naning imanchuwhsara envechii!”
LUK.17.14	Jesu ing enuwchu ajemutahna aeche eningna ariir, “Nenuw ing sinuwna nentaksah ing jaethiim ae ningna vandangruw.” Amana enuw ensinii baram ing manthiingsae. 
LUK.17.15	Chu-tahnache enuw engkaar tanii mee yngkheh ing damsing ichii amanghuw tahna hangiirka iruur yndang ing Thangnang chu amanpahsahpa; 
LUK.17.16	vokhehkho ama ing Jesu khiderna vakhupsaka amanpahsahpa. Atak ichuve Samaria meeva. 
LUK.17.17	Amana Jesu ing aningna chong ariir, “Nenuw mee suummeh kamanthiingmah vachuwkhang? Mee eekuw ae chucha utingpae? 
LUK.17.18	Marpah mee havimah naka Thangnang chu manpahnii khaena hunganri omahpae?” 
LUK.17.19	Amana Jesu ing aningna ariir, “Hangiir nana yngkaera; nang nathacha ing ymmandampa.”
LUK.17.20	Pharisi topoh aeng Thangnang iruwngpaamchu utaraenkhe juwng-vachiiva ta aeka Jesu ningna ensii. Ama ing eningna abasang, “Thangnang iruwngpaam chuve yndang ing ijuwngmahva. 
LUK.17.21	Achuw yngkheh ingkho enruw havane omna, changmahka amanase omna, tamahnii ae; akhaechuve Thangnang iruwngpaamchu neningna omna.”
LUK.17.22	Aanuwnache Jesu ing asebok ae ningna ariir, “Mee Sapa aaniichu nenuw ing munungka takhang ta-nuwre, muhehmahva nenchii aaniichu hungsuwh vaata. 
LUK.17.23	Amanche mee aeng nening nache enruw, amanase omna, changmahka havane omna tavaatae. Changlaenche nenuw isikho simahruw, enganuwkho jiimah aeruw. 
LUK.17.24	Akhaechuve tenlungpa ing denkhehna aanlehrup tahna denkheh tingkho ireng vaangkhe, Mee Sapa inche ama aanii nache changche tavaata. 
LUK.17.25	Changvakonchu ama ing amaensana ijachaam aajaeh vokhehkho suwnthar havi inge arumahchu khaangvachii ting buksa. 
LUK.17.26	Noah ing apaarlae isuwh vaangkhe, Mee Sapa aanii nachenkho suwhvaata. 
LUK.17.27	Noah ing ruwkuwng sungting aruwhmahri raentaang vokhehkho chii iriim ing amamaangchir mahri ae raentaang rakhiinii kuurva iriim tu aeka ong ae. 
LUK.17.28	Amathohche aanghakjaeh ing Lot ing apaar laenkho isuwh; amachuve enuw ing ensah, engin, engarii, enjuwr, saangbaar emphin, vokhehkho een tu aeka ong ae; 
LUK.17.29	changvakonchu Lot ing Sodom tanii ahungsuwh inii nache thangbaen tanii mi inche enuw vakhaechu maangchirsae. 
LUK.17.30	Mee Sapa inche aandang inii nache havithoh aanghakjaeh vaata.”
LUK.17.32	Lot rumee kha ynsiiruw. 
LUK.17.33	Achuw yngkheh ing alaetha ikarnii khaena amanjong mee chuve maangvaata, changvakonchu alaetha khaena imaang acheh mee chuve karpeeh vaata. 
LUK.17.34	Ki ing neningna kariirnah, ama jaen nache ijaarnii yngkhehna meenii jaarvaatae; yngkhehchu ruwvaata, amanche yngkhehchu mavaata. 
LUK.17.35	Rupanuw meenii ing haachang sukvaatae; yngkhehchu ruwvaata, amanche yngkhehchu mavaata.” 
LUK.17.36	(Ruwraena meenii ongvaatae; yngkhehchu ruwvaata, amanche yngkhehchu mavaata.) 
LUK.17.37	Amana enuw ing Jesu ningna enriir, “Aafhuw, unava?” Jesu ing eningna ariir, “Ithii sha omnii nache laangta yngkong vaatae.”
LUK.18.1	Jesu ing asebok aechu anasiir nache ithamsahna vokhehkho enrutha asikniimah khaena ynghuwnii thamin ing eningna ichong. 
LUK.18.2	Ama ing ariir, “Khuwruung yngkhehna Thangnang achiimah vokhehkho mee aajamah vajeer itumee yngkheh om. 
LUK.18.3	Amanche ama khuwruung sungnache muwkhuwnuw yngkheh om, ama inche aningna anasiir vakka ariir, ‘Ki eejeehnii mee takline huw iripeehra taka athamsah.’ 
LUK.18.4	Ama ing apha topoh sungna chembe adapheh; changvakonchu aanuwnache abarungriirna mandenka ariir, ‘Ki ing Thangnang chu chiimah ingka vokhehkho mee aechu ijamah khang ae ningkho, 
LUK.18.5	muwkhuwnuw havi inge anasiirna kaning amanghar khaene, ki ing ahuwchu ripeehtah kata achii-pa!’ ”
LUK.18.6	Amana Aafhuw ing ariir, “Ichum-mah ing vajeer aatu ing ynchii ariirse ichiichu siiruw. 
LUK.18.7	Atii Thangnang ningtingche siim jaen aateer vasah amee aechu ibompeehnii khaenache achuw yngkheh ing henthamsa nave, vajeer tupeehmah niikhang? Ama ing ibompeehnii khaenache manthirva takhang? 
LUK.18.8	Ki ing neningna kariirnah, Aafhuw inche engkhaena ithupak ing huwchu ripeeh vaatae. Changvakonchu Mee Sapa inche ajungthenglaenche laaruw paamne athacha om mee tuwhcheh vaate?”
LUK.18.9	Jesu ing entaksah chupang ichumpung ta aeka amanche reentaang vakhae mee chuve enrathiih mee ae ningna havana ynghuwnii thamin ikho atong: 
LUK.18.10	“Mee ynniimeh aeng ithamnii khaena rumniieen nache itheng ae, yngkheh chuve Pharisi meeva amanche yngkheh chuve ree ikhuum meeva. 
LUK.18.11	Pharisi inche ngiirka athamsah, ‘O Thangnang, inempak kamanpah sahnahchii, ki chuve ikaam, ichummah vokhehkho reentaang rumee fhuwsar taklina ichuwhmah atu mee ae khavaang tamah ing, amanche havana ree ikhuum mee ithohkho aanghakmah ing achii. 
LUK.18.12	Ki chuve niisin yngkheh sungna voniimeh maaru katongnah, amanche ki ing kaphasah peehchae aangkheng sungna suumna yngkheh kapeehnah.’ ”
LUK.18.13	Changvakonchu ree ikhuum mee inche yndah ing ngiirka thangbaen yntongting rapkho amik hengenchehru ing abarung ichumka athamsah, “O Thangnang, isii icher ki naning imanchuwhsara achii! 
LUK.18.14	Ki ing neningna kariirnah, Pharisi mee khamahva, ree ikhuum mee inge Thangnang maana ichum inche yngkaesa. Yngkhaena ynchii imbe ataksahchu ynruungsah mee inche ynjuursa vaata amanche ataksahchu ynjuursah mee chuve manruung vaata.”
LUK.18.15	Jesu ing naepang aechu akik ing aparnii khaena mee topoh aeng aningna enveruwpa; amana asebok aeng emutah nache enuwchu enrakuhpae. 
