RUT.1.1	Senagi senagi, mirona ituari ourefeidena vene tora amegamadiri,
MAT.28.13	niyadi, “Ya bi yomakai nigedi, ‘Ini usi dina vene yaku urusa vareyafari, baesi ini roaita duma resi moi diyadi,’ vo nigedi. 
MAT.28.14	Ma gavana yaku mina sina neidego vonisi, bi una yaku ni moi amuta regifa, ye ya bi esika de moigedi.”
MAT.28.15	Ye nari rena vene mina fore tora moisi oteimaradi kana reyadi. Ye mina sina bi boyo mina meda ramari Jew vene fogori ni baeyadi mamo.
MAT.28.16	Kamini ini usi dina vene 11 bi dadisi Galilee neyadi, Iesu yaku diyaganedi vo niyo omuna ikari.
MAT.28.17	Ina veyadiri, bi nivakeyadi, idu be bi mokei itua reyadi. 
MAT.28.18	Ma baesi niyo, “Oma ma konori vava tau vakoi bi na maro. 
MAT.28.19	Mina dada, gagani gagani vene tauri disi nai usi dina vene risi Baba di roka, ini Mida di roka ma Vima kikifa di roka dudu babatiso refa.
MAT.28.20	Ma beika ago gira tau ya maraka, mina oteimagedi ma rebiyaganedi. Ma na bi yasa ari neinei bogo meda bae koina nigo di meda okigo mamo.”
MRK.1.1	Mina bi Sei di mida
MRK.1.2	Sei di ago niyo amiye Isaiah yaku bura reyo
MRK.1.2	“Sei yaku makai niyo, ‘Nai ago moi raga redo amiye yi budari nifeidegida.
MRK.1.2	Yi ida moi dogo rego.’
MRK.1.3	Amiye yokoi di goroka bi gagani autu sanari raka nido,
MRK.1.3	‘Varika amiye di ida dogo resi
MRK.1.3	ini dibo ida moi rorobo rifa.’ ”
MRK.1.4	Ma John Baptist gagani autu sanari vegu no feresi moi etagae rina ma Sei yaku ini vegu no koite makuna di babatiso di ago nirausi resi ina vene babatiso magamo.
MRK.1.5	Ye Judea gagani tora noibanu vene tau ma Jerusalem vene ina rofu baegamadi. Ye ini vegu no niogau regamadi ma Jordan koruri babatiso regamo.
MRK.1.6	John di varuka bi kamelo di ueta ma ini gagaba ukita maena bi boromakau di ro. Ini iruku bi kaufa ma kaoro di ona.
MRK.1.7	Ma nirausi resi niyo, “Na usi baego amiye ini vava yaku nai vava etei riyo, ye na bi rorobo de efuka odesi ini yuka ro di maena younegida. 
MRK.1.8	Na yaku koru dudu ya babatiso reyaka, idu mina amiye bi Vima kikifa dudu ya babatiso rego.”
MRK.1.9	Mirona ituari Iesu bi Nazareth taoni Galilee gutuna baeyo ma John yaku Jordan koruri babatiso reyo. 
MRK.1.10	Iesu bi evade koru ideri gutuna bae iruruka resi ne reyori bi oma ekeyo ma Vima kikifa bi pune erena kana ina fafau rou reyo. 
MRK.1.11	Ma goroka yokoi oma gutuna degasa niyo, “Ya bi nai uka maida mida; ada tora gade ya rofu reida.”
MRK.1.12	Ne ituari maka Vima kikifa yaku gagani autu sanari Iesu nifeideyo. 
MRK.1.13	Ma gagani autu sanari meda 40 amegamori, Satani yaku vegu no reyainedi vonisi, ini uka maina regika niveyo. Ina bi tuma dona nadinasa amegamo ma Sei di naivo naivo vima yaku nari regamadi.
MRK.1.14	John Baptist moi gira reyadi fufuta rofu, Iesu Galilee ri nesi Sei di
MRK.1.15	Resi niyo, “Gua bi Sei di meda, ma Sei di ourefeidena amena sana bi atafu okiyo. Yi vegu no feresi moi etagae risi ago buni rofu mokena vari gira aefa!”
MRK.1.16	Iesu bi Galilee moka daidai tora seriri bogasa bi Simon ini usika Andrew sa koruri fate makugamadi ma veyo, adina ina bi oyena rutu vene. 
MRK.1.17	Iesu yaku ina vene rofu niyo, “Na usi baefa ma oyena koda rena kana amiye nirutu rena ya rigida.” 
MRK.1.18	Minari maka ini fate feresi usi diyadi.
MRK.1.19	Doba deri bogasa bi uba dubuisa James ma John, Zebedee di mida, veyo. Ina yaku bouti fafau fate veika regamadi. 
MRK.1.20	Iesu yaku evade uba dubuisa raka niyo ma ini baba Zebedee ma ini moimai rededi vene boutiri feresi usi diyadi.
MRK.1.21	Iesu bi ini usi dina venesa Capernaum taoniri boyadi ma evade Sabati medari usa usa yava ideri dui resi amiye nioteimagi kora reyo. 
MRK.1.22	Ye ini oteimana ago rofu tururu reyadi, adina ini oteimana bi kaere vava nufa amiye kana, ma ago gira oteimana vene kana de.
MRK.1.23	Mina ituari maka, amiye yokoi vima no nufa usa usa yavari raka niyo, 
MRK.1.24	“Iesu Nazareth amiye, una rofu bi beika ura reisa? Ya bi una moi no regika okiyo ba? Na na diba ya bi kaere—ya bi Sei di Kikifa amiye!”
MRK.1.25	Ma emasi niyo, “Babo nisi mina amiye rofu yakusi di!”
MRK.1.26	Ma moi seko sako resi ababa nisi ini roaitari yaku diyo. 
MRK.1.27	Amiye tau bi tururu resi iniye iniye nikaiteyadi, “Mina bi beika? Mina bi oteimana di ida ruaka yokoi mini ini vava nufa! Vima no rofu ago gira madori, neidesi anema yora nidedi!”
MRK.1.28	Kamini evade Galilee gagani tora noibanuri ini sina urafo rei diyo.
MRK.1.29	Usa usa yava fereyadiri, evade James ma John sa Simon ma Andrew di yavari dui reyadi. 
MRK.1.30	Ye Simon di imokai rema bi gauka resi roaita vaki vaki regasa ekamari varegamo, ma Iesu okiyori evade nioteimaradi. 
MRK.1.31	Ye mina rema rofu bosi ini vana moisi moi dadiyo. Roaita vaki vaki bi fereyo ma iruku dabara resi nari regamo.
MRK.1.32	Uriyenauri meda nei tomu niyori, bi amiye yaku gauka vene tau ma vima no nufa vene tau Iesu rofu afei baeyadi. 
MRK.1.33	Amiye tau mina taoniri amededi vene ka mina yava ida nefau okiyadi. 
MRK.1.34	Ma Iesu yaku gauka vene tau gade moi buni risi vima no tau gade meki reyo. Resi vima no rofu ago ga niyaganedi niyo, adina mina vima diba ina bi kaere.
MRK.1.35	Kamini uriyaku gorogoro meda youna koderi, Iesu bi dadisi feresi gagani autu sanari disi usa usa niyo. 
MRK.1.36	Ye Simon ini asiyaka venesa maina resi 
MRK.1.37	baku resi niyadi, “Amiye tau vakoi bi ya maina rededi.”
MRK.1.38	Ma nikabai reyo, “Berou rautu eta rofu boi nenadi, ma mironari na ka ago nirausi regida, adina na bi mina dada deyaka.”
MRK.1.39	Ye Galilee gagani tau vakoiri disi ini usa usa yavari ago nirausi resi vima no meki regamo.
MRK.1.40	Refera amiye yokoi Iesu rofu okisi efuka odesi guyaguya nisi niyo, “Ya ura reisa vonisi, ya yaku na moi ruaka rigiya.”
MRK.1.41	Kamini Iesu bi iriyeduka
MRK.1.42	Minari maka ini roaitari refera gauka ferei diyo ma ruaka niyo. 
MRK.1.43	Ye Iesu yaku ago gira nisi evade maka nifeidesi 
MRK.1.44	niyo, “Amiye yokoi ga nioteima, idu nesi ya kaya Sei ma amiye utari naivo amiye oteimasi yi roaita buni niyo kana ori sisika re. Ye amiye vegedi ya bi buni niyo, Moses yaku ago girari niyo kana, Sei rofu moi ori sisika regiya.”
MRK.1.45	Idu mina amiye yaku disi mina ago nirausi regasa gagani noibanuri digamo. Iesu rofu ago tora niyadi mina resi taoni ariara ma dina bi de reyo. Ye ina bi gagani autu sanari amei digamo, idu amiye gagani gagani tau ina vegika toga okigamadi.
MRK.2.1	Meda be koina niyori, Iesu bi dudusa Capernaum taoniri dairiyo ma rautu vene bi Iesu okiyo ago mina neideyadi. 
MRK.2.2	Ye
MRK.2.3	Mina fuofuori, amiye 4 okiyadi, dibo anua amiye uakaisi Iesu urana afei baeyadi. 
MRK.2.4	Idu amiye tau gade dada, ina rofu moi dui regi anua reyadi. Dada Iesu amegamo sana ramari, yava tebo maka nuruyadi. Ye dibo anua amiye bi ekama fafau aesi moi feide neyadi. 
MRK.2.5	Ye Iesu mina vene di mokena vari gira aena veifategasa mina dibo anua amiye rofu niyo, “Nai mida, yi vegu no bi koite makuyaka.”
MRK.2.6	Kamini ago gira oteimana vene bedakai minari amesi ina kaya mokeyadi, 
MRK.2.7	“Gokai resi mina kana sina nido? Mina bi Sei di roka moi no rido! Sei maka vegu no koite makugo!”
MRK.2.8	Evade maka Iesu yaku mina vene ina kaya di mokena bi ini ukari veifatesi ina rofu niyo, “Beika resi makai yi ukari mokededi? 
MRK.2.9	Goina ago dibo anua amiye rofu nigida bi rena gira de, ‘Yi vegu no bi koite makuyo,’ o ‘Dadisi yi maduna moisi nana re?’ 
MRK.2.10	Idu, ya vei mama regedi Amiye di mida bi vava nufa konori vegu no koite makugo.” Kamini Iesu yaku dibo anua amiye rofu niyo, 
MRK.2.11	“Ya nida dadisi yi ekama vanau moisi yi yavari di!”
MRK.2.12	Ye dadisi minari maka ini ekama moisi amiye tau di nemokori yaku diyo. Ye ina tau noibanu tururu resi Sei di roka moi odoro risi niyadi, “Sena mina vegu kana bi de veyafa!”
MRK.2.13	Iesu bi kamini Galilee di moka daidai tora seriri dudusa dairiyori, amiye tora gade bi ina rofu okiyadi, ma oteimagi kora regamo. 
MRK.2.14	Ye nana rei bogamori, Levi, Alphaeus di mida, bi fore butu rena ofesiri amegamo ma veyo. Ina rofu niyo, “Na usi bae.” Ma dadisi usi diyo. 
MRK.2.15	Gabi bi Levi di yavari
MRK.2.16	Ma Iesu yaku vegu no rededi ma fore butu rededi venesa iruku irigamo ma Pharisee di
MRK.2.17	Ma Iesu mina ago neidesi nikabai reyo, “Amiye buni bi gauka dogo amiye de mokegedi, idu gauka vene maka. Na bi mokena rorobo vene rofu disi raka nigi de okiyaka, idu vegu no rededi vene
MRK.2.18	Kamini John Baptist ma Pharisee di usi dina vene yaku iruku oyo regamadi. Amiye be okisi ina rofu nikaiteyadi, “Beika resi John Baptist ma Pharisee vene di usi dina vene bi oyo rededi, idu yi usi dina vene bi de?”
MRK.2.19	Ye Iesu yaku nikabai reyo, “Rema mego amiye yaku ini asiyaka venesa amebigori, iruku oyo regedi ba ide? Ide mada! Rema mego amiye yaku ini asiyaka venesa inasa amebigori, bi oyo de regedi. 
MRK.2.20	Idu rema mego amiye afei digedi di meda baegori, bi mirona medari oyo regedi.”
MRK.2.21	“Amiye yokoi ruaka ma koitena de varuka tu bi varuka kori fafau faniya de rego; makai regori, bi varuka ruaka moi rutu rego ma varuka kori usika regori, ruba tora nigo. 
MRK.2.22	Ma amiye yokoi waini ruaka moisi ini ro
MRK.2.23	Ma Sabati medari, Iesu ini usi dina venesa witi muro idari nana diyadi. Ina yaku witi di ada koma regi kora reyadi.
MRK.2.24	Ma Pharisee vene ina rofu niyadi, “Neide, beika resi Sabati medari una rofu bi tabu mina rededi?”
MRK.2.25	Ma ina rofu niyo, “Ya ka bura de veyadi beika David ini amiyesa yaku reyadi, mirona medari rauna reyadiri?
MRK.2.26	Ye Sei di yava ideri dui resi Sei rofu mana beredi irisi ini vene ka maro. Mina vata niyori, Abiathar bi Sei ma amiye utari naivo amiye tora. Ago gira yaku nido bi tabu Sei ma amiye utari naivo vene maka bi mina beredi irigedi.”
MRK.2.27	Kamini Iesu yaku niyo, “Sabati meda bi amiye rofu riyo; amiye bi Sabati rofu de riyo. 
MRK.2.28	Mina dada Amiye di mida ka bi Sabati meda di Varika amiye.”
MRK.3.1	Kamini Iesu bi dudusa usa usa yavari dui reyo ma minari bi vana kevo amiye yokoi amegamo. 
MRK.3.2	Ye vei mona regamadi Sabati medari mina amiye moi buni rigo vonisi, bi ini no dada nisi tourage regika. 
MRK.3.3	Ma Iesu yaku mina vana kevo amiye rofu niyo, “Mina amiye tau di nemokori dadisi are re.” 
MRK.3.4	Resi nikaiteyo, “Ago gira dada beika vegu bi buni Sabati medari regedi? Vegu buni regedi, ba vegu no regedi? Amiye moi vegu rigedi, ba umuyegedi?”
MRK.3.4	Idu bi bere niyadi. 
MRK.3.5	Iesu bi gubuyo resi ina vene nene resi iriyeduka reyo, adina bi uka gira resi de neideyadi. Mina amiye rofu niyo, “Yi vana ae roto ri.” Ini vana ae roto riyori,
MRK.3.6	Kamini Pharisee vene feresi evade Herod di eta rofu venesa sina ago Iesu umuyegi nirorotari reyadi.
MRK.3.7	Iesu ma ini usi dina venesa feresi Galilee moka daidai torari diyadi, ma amiye tau gade ina usi boyadi. Mina vene bi Galilee eta rofu baeyadi; ka Judea rofu, 
MRK.3.8	Jerusalem rofu, Idumea rofu, ma Jordan koru meda dadido eta rofu, ma gagani Tyre ma Sidon mina taoni eta berou berou okiyadi. Mina amiye tau gade Iesu rofu okiyadi, ini adina bi neideyadi ini beika regamo dada. 
MRK.3.9	Amiye bi tau gade dada, Iesu ini usi dina vene niyo bouti yokoi moi dogo rei feregedi ye amiye yaku etei ri foyoma regedi baebu.
MRK.3.10	Ina bi amiye tau gade moi buni rigamo, mina dada gauka vene iniye iniye ina avaka moigi ida maina regika ebeku regamadi. 
MRK.3.11	Ma kaere amiye vima no ini roaitari bi ina vegamadiri, bi ini budari keto resi raka nigamadi, “Ya bi Sei di mida!”
MRK.3.12	Ma ago gira gira maro bi amiye ga niyagane ina bi kaere.
MRK.3.13	Kamini Iesu bi omuna odorori bosi ura redo vene raka niyo ma baeyadi. 
MRK.3.14	Ma ini vene 12 inasa ameyaganedi auba resi bi nifeidena vene roka maro.
MRK.3.15	Ma vava maro; mina vava dudu bi
MRK.3.16	Ye ini amiye 12 auba reyo bi mini: Simon (Iesu ini roka maro bi Peter); 
MRK.3.17	ma James ini dubuini John sa, Zebedee di mida mida (Iesu ini roka maro bi Boanerges, mina ini adina bi, “Oma yaku ofu tu nido kana di mida”); 
MRK.3.18	ma Andrew, Philip, Bartholomew, Matthew, Thomas, ma Alphaeus di mida James, ma Thaddaeus, ma Simon, kaere bi 
MRK.3.19	Ma Judas Iscariot kaere bi Iesu siri reyo.
MRK.3.20	Kamini Iesu bi yavari dairiyo, ma rema rumana dudusa egogo reyadi; ye Iesu ini usi dina venesa ini iri-iri ari bi ebu reyo. 
MRK.3.21	Iesu di davatu vene yaku ini moimai regamo sina nido neideyadiri, bi dadisi neyadi beika ago nido bi ga niyainedi, adina amiye bi nigamadi, “Ina bi forovai reyo!”
MRK.3.22	Ye ago gira oteimana vene kaere bi Jerusalem gutuna deyadi, yaku nigamadi, “Beelzebul bi ini roaitari dui reyo, ye makai vima no di ourefeidena amiye di vava dudu vima no meki redo.”
MRK.3.23	Ye Iesu bi amiye raka niegogo resi mokena ago nioteimagamo. Resi yomakai ago niyo, “Gokai dudu Satani yaku iniye meki rego? 
MRK.3.24	Gagani yokoi uta okusi iniye iniye berou berou are resi ruda rego vonisi, bi berou berou keto rego. 
MRK.3.25	Ma rubu iniye iniye uta okusi ruda rego vonisi, bi berou berou keto rego. 
MRK.3.26	Ye Satani ini venesa iniye iniye berou berou are resi okusi ruda regedi vonisi, bi are rei gira de regedi. Tutumui digedi.
MRK.3.27	“Idu amiye yokoi yaku amiye yeiva di yava dui resi ini gugura fore duma regi anua rego. Makai siko bi mina amiye yeiva ukita rego kumo ini gugura fore duma rego.
MRK.3.28	“Rama iniye ya vene rofu nida, ‘Sei yaku amiye di vegu no tau ma roka moi no rina ago
MRK.3.29	Idu kaere yaku Vima kikifa ini roka moi no rigo, bi toga toga de koite makugo. Ini vegu no di toe bi toga toga ameibobigo.”
MRK.3.30	Makai niyo ini adina bi niyadi, “Ina bi vima no inasa amedo.”
MRK.3.31	Kamini Iesu ini nono ma ini dubuiyaka baesi etofaro are resi ago nifeideyadi bi ina vene rofu baeyaine. 
MRK.3.32	Ye amiye tau gade bi ameinu resi buru risi ina rofu nigamadi, “Ve kumo, yi nono ma yi dubuiyaka
MRK.3.33	Kamini nikabai resi niyo, “Kaere bi nai nono ma kaere bi nai dubuiyaka?” 
MRK.3.34	Resi ameinu resi buru riyadi vene rofu vesi niyo, “Ve kumo, mina vene bi nai nono ma nai dubuiyaka! 
MRK.3.35	Adina kaere Sei di mokenari kana rego, bi nai dubuini, nai tobaini, ma nai nono.”
MRK.4.1	Iesu bi dudusa Galilee moka daidai tora adinari amiye oteimagi kora reyo. Amiye tau gade gade ina atafuri egogo reyadi, mina dada bi boutiri ameinu regi keu risi koru tobo rofu boyo ma amiye tau gade bi koru vasari are reyadi.
MRK.4.2	Kamini mokena ago dudu ago tau gade nioteimasi niyo:
MRK.4.3	“Neidefo! Amiye yokoi ini yo varigi diyo. 
MRK.4.4	Ye yo moi faraka reyori,
MRK.4.5	Be bi abita fore odoro yareyadi; minari kono bi keika maka. Evade meto boyadi, adina kono bi doba de. 
MRK.4.6	Kamini meda are reyori, bi vai taresi abiye niyadi, adina ini daru kono ideri nei mona de reyadi. 
MRK.4.7	Ma be bi imiye tafa fogori yaresi boi tora niyadi ma imiye yaku fafa risi fono reyadi. Mina dada rama de niyadi. 
MRK.4.8	Ma be bi kono buniri yaresi meto fatesi imu resi rama niyadi. Be bi 30, be bi 60, ma be bi 100 niyadi.”
MRK.4.9	Kamini niyo, “Kaere neidego, bi neideyaine!”
MRK.4.10	Kamini inike ameyori, bi ini ago neideyadi vene, ini usi dina vene 12 sa, disi nikaiteyadi mina mokena ago nirorotari reyaine. 
MRK.4.11	Ina rofu niyo, “Ya bi Sei di ourefeidena amena sana di sui ago moiyadi, idu etofaro vene bi mokena ago dudu maka tau vakoi moigedi, 
MRK.4.12	ye yomakai,
MRK.4.12	‘Vededi,
MRK.4.12	idu vei mama de rededi;
MRK.4.12	ma neidededi,
MRK.4.12	idu diba de nidedi.
MRK.4.12	Regedi vonisi, bi Sei rofu kero regedi,
MRK.4.12	ma ini vegu no koite makugo.’ ”
MRK.4.13	Kamini nikaiteyo, “Ya vene bi mina mokena ago di adina diba ba ide? Gokai mina mokena ago tau gade diba nigedi? 
MRK.4.14	Yo varina amiye bi Sei di ago varigamo. 
MRK.4.15	Amiye bedakai bi ida sanari yo yareyadi kana. Ye ago neidena doba deri, evade Satani okisi bi moi diyo. 
MRK.4.16	Kamini bedakai bi abita foreri yareyadi kana; kaere ago neidesi evade maka ada dudu moiyadi. 
MRK.4.17	Idu ini daru inike bi de, ma amei doba de regedi. Ye mina ago dada toe ma esika baegediri, bi evade youfeidegedi. 
MRK.4.18	Ma amiye be bi imiye tafa fogori yareyadi kana. Mina vene bi ago neideyadi, 
MRK.4.19	idu mina kono di mokena toe, ma ini gugura tau gade di ofa ofa ago, ma gugura be di ura bi ago buni moi forovai reyadi, ye ina bi meko varena de reyadi. 
MRK.4.20	Idu amiye be bi kono buniri yo yareyadi kana; ago neidesi moi gira risi rama nido; be bi 30 nido, be bi 60 nido ma be bi 100 nido.”
MRK.4.21	Iesu yaku niyo, “Ramefa moisi foroka gabireri o ekama gabireri de aesa. Idu, ya yaku ini ikina sanari ikisa.
MRK.4.22	Adina beika sui niyadi, bi moi ogau nigedi, ma beika sui riyadi, bi bou uyounegedi.
MRK.4.23	Amiye neidego vonisi, bi neideyaine!”
MRK.4.24	Ma ina vene rofu niyo, “Ya beika neidededi, mokei mona refa! Ya amiye gokai toe madedi kana, Sei yaku mina toe dairisi ka ini odoro besa aesi ya mago.
MRK.4.25	Adina kaere ini beika baika nufa, bi moi tanu mago. Idu kaere ina bi de iniye iniye nufa, ina rofu keika ka amedo mina ka moi dairigo.”
MRK.4.26	Iesu yaku dudusa niyo, “Sei di ourefeidena amena sana bi yomakai: Amiye yaku konori yo makudo kana. 
MRK.4.27	Urusa ma ariu, varedo o dadisi amedo, gokai dudu mina yo ini meto fiu ni bodo bi ina kaya ka toto. 
MRK.4.28	Kono iniye dudu maka yo bosi rama nidedi; ouresi bi ini rata ogau nido, resi bi ini imu mamo meko varedo. 
MRK.4.29	Rama gira nisi kaka nigori, mina amiye evade yaku biyeta moisi nugago, adina bi butu butu di meda okiyo.”
MRK.4.30	Kamini nikaitesi niyo, “Beika yaku nigifa Sei di ourefeidena amena sana bi gokai kana? Beika mokena ago dudu yaku nirorotari regifa? 
MRK.4.31	Mina bi yomakai: 
MRK.4.32	Variyo fufutari, tora nisi yabo tau vakoi ebu rego. Ini teteka tora tora nigo ma odoro didedi erena yaku okisi ini adari nui rigedi.”
MRK.4.33	Mokena ago tau gade dudu makai ini adari ufateyainedi ina rofu nioteimagamo. 
MRK.4.34	Ina bi mokena ago dudu maka sina nigamo, idu inaike ini usi dina vene rofu mina sina tau noibanu sui nisi nirorotari regamo.
MRK.4.35	Mirona uriyenau, mina meda yokoi makari, Iesu yaku ini usi dina vene rofu niyo, “Una moka daidai tora berou eta rofu boi nenadi.” 
MRK.4.36	Ye ini usi dina vene bi mina amiye tau gade fereyadi. Iesu yaku bouti odoro keu riyo ma inasa afei boyadi. Ma bouti be ka bi usi diyadi. 
MRK.4.37	Fuofuori aura yeiva tora fu reyo ma ureure tafo resi bouti ideri dui reyo, ye koru yaku vata baegamo. 
MRK.4.38	Iesu bi bouti fufuta rofu ini ada adikuna aesi varegamo. Ini usi dina vene edadisi niyadi, “Oteimana amiye, ya bi una mokei tora reisa ba ide? Una bi kamini muyegifa.”
MRK.4.39	Iesu dadisi aura besenai ago masi moka daidai tora rofu niyo, “Amuta ni!” Aura minari bere niyo, ma moka daidai tora amuta niyo. 
MRK.4.40	Ini usi dina vene rofu niyo, “Beika resi ori reyadi? Gokai resi yi mokena vari gira Sei rofu de aeyadi?”
MRK.4.41	Ma ina kaya ori tora resi iniye iniye rofu niyadi, “Ye mina amiye bi gokai kana amiye? Aura ma koru tafo ka ini ago neidededi!”
MRK.5.1	Kamini Iesu ini usi dina venesa Galilee moka daidai tora berou eta rofu Gerasa
MRK.5.2	Soka reyo doba deri, bi amiye yokoi vima no nufa amiye guri sana fore ruba gutuna baeyo ma baku reyo. 
MRK.5.3	Mina guri sanari amegamo. Amiye yaku dudusa seini dudu ukita risi ferena bi rena de regamadi. 
MRK.5.4	Uru tau gade ini yuka ma ini vana ukita reyadi, idu toga toga seini ubaki resi auri ini yukari moi fufuta regamo. Ini yeiva bi tora gade iniye, ye amiye yaku moi gira kiki rena de. 
MRK.5.5	Ari ma urusa bi toga toga guri sanari ma omunari raka nisi fore dudu ina kaya nugagamo.
MRK.5.6	Maikeri gutuna nesi Iesu veyo. Resi raga resi ini budari efuka meimisi 
MRK.5.7	raka ni tora reyo, “Iesu oma odoro Sei di mida, beika resi na rofu baesa? Sei di roka dudu, ya usa nida, esika na mana ga re!” 
MRK.5.8	Mina nigamo, ini adina bi Iesu yaku niyo, “Vima no, mina amiye rofu yaku!”
MRK.5.9	Kamini Iesu yaku nikaiteyo, “Yi roka bi beika?”
MRK.5.9	Ma nikabai reyo, “Nai roka bi ‘Tau gade gade,’ adina una bi tau gade!” 
