MAT.1.1	Ибрагьимни наслусундан тувгъан Давутну наслусундан болгъан Исаны тайпа тухуму.
LUK.11.13	Шолайлыкъда, эгер сиз оьзюгюз яман бусагъыз да, авлетлеригизге яхшы савгъатлар берип бола бусагъыз, кёклердеги Атагъыз буса Оьзюнден тилейгенлеге Ругьун дагъокъ да берер.
LUK.11.14	Бир керен Иса сёйлеп болмайгъан бир адамдан тилсизликни жинин къувалай. Жин чыкъгъан заманда, тилсиз сёйлемеге башлай ва халкъ бек гьайран болуп къала. 
LUK.11.15	Олардан бирлери:
LUK.11.15	– Жинлени О жинлени башчысы болгъан Зензебилни
LUK.11.16	Башгъалары Исаны сынап къарамакъ учун, О оьзлеге кёкден бир аламат гёрсетсин деп тилейлер. 
LUK.11.17	Амма шо адамлар не ойлашагъанны билип, Иса олагъа булай дей:
LUK.11.17	– Оьз ичинде бёлюнген гьар пачалыкъ тозулар ва оьз ичинде бёлюнген уьй йыгъылар. 
LUK.11.18	Иблис де оьз ичинде бёлюнсе, ону пачалыгъы бузулмай нечик токътар? Муна сиз жинлени Мен Зензебилни гючю булан къувалай деп айтасыз. 
LUK.11.19	Эгер Мен жинлени Зензебилни гючю булан къувалай бусам, сизин якъчыларыгъыз оланы кимни гючю булан къувалай дагъы? Шо саялы сизге дуванны оьзюгюзню якъчыларыгъыз эте турсун. 
LUK.11.20	Эгер де Мен жинлени Аллагьны къудраты булан къувалай бусам, шо Аллагьны гьакимлигини бир белгисидир.
LUK.11.21	Гючлю бир адам оьзюню уьюн савут булан сакълай буса, ону мюлкюне къоркъунч ёкъдур. 
LUK.11.22	Шо адамдан да гючлю бириси огъар чапгъын этип, ондан уьстюн гелсе, шо заман ону аркъа таягъан бары да савутун алыр ва мюлкюн де сюйген кюйде пайлар.
LUK.11.23	Мени булан тюгюллер Магъа къаршылардыр, Мени булан жыймайгъанлар яягъанлардыр.
LUK.11.24	Адамны ичинден чыкъгъан сонг, жин къургъакъ дангылларда айлана, оьзюне сыйынма ер ахтара, амма тапмай. Сонг о: «Мен чыкъгъан уьюме къайтып бараман», – дей. 
LUK.11.25	Къайтып гелгенде буса, о уьйню сибирилип, жыйылып таба. 
LUK.11.26	Сонг барып оьзюнден де яман дагъы да етти жинни алып гелип, жин адамны ичине гирип яшай. Натижада, адамны гьалы алдагъысындан да бузукъ бола.
LUK.11.27	Иса бу сёзлени айтып турагъанда, халкъны арасындан бир къатын чыгъып, Огъар:
LUK.11.27	– Насиплидир Сени къурсагъында гётерип юрюген ва Сени эмдирген! – деп къычыра.
LUK.11.28	– Дагъы да насиплидир, Аллагьны каламын эшитип, ону кютегенлер, – деп жавап бере Иса.
LUK.11.29	Исаны айланасына дагъы да кёп адамлар жыйыла. Иса олагъа сёйлемеге башлай:
LUK.11.29	– Не ямандыр бу гьалиги наслу. О аламатлар ахтара, амма огъар Юнус пайхаммарны аламатындан башгъа аламат гёрсетилмес. 
LUK.11.30	Ниневияны халкъына Юнус нечик аламат болгъан буса, Мен де, Инсанны Уланы, бу наслу учун шолай аламат болажакъман.
LUK.11.31	Шебаны пача къатыны къыяматгюн туруп йиберип, бу наслуну айыплажакъ, неге тюгюл Сулайманны гьакъыллы сёзлерине тынгламакъ учун, о дюньяны бир къырыйындан гелген. Гьали буса Сулаймандан да уллусу мундадыр! 
LUK.11.32	Къыяматгюн ниневиялы адамлар, гьалиги наслу булан туруп йиберип, о наслуну айыплажакълар. Неге тюгюл де, Юнусну сёйлевюнден сонг олар товба этгенлер. Гьали буса Юнусдан да уллусу мундадыр.
LUK.11.33	– Яллайгъан чыракъны бирев де яшыртгъын ерге я савутну тюбюне салмас. Гирегенлер ярыгъын гёрсюн учун, ону бийик ерге салыр. 
LUK.11.34	Гёз къаркъара учун бир чыракъ йимикдир. Эгер гёзлеринг сав буса, къаркъаранг бютюнлей ярыкъдан толур. Эгер гёзлеринг бузукъ болса, къаркъарангны къарангылыкъ къуршар. 
