GEN.1.1	Co'na' ñaqai chita'gue ỹo'uet ná'ogue ñi qota'olec, ca 'au ỹo'uet na piguim chaqai na 'laua. 
LUK.14.26	—No'm 'ue ca nacpegue' aỹim, qam no'm se ỹamaqa'gue ca leta'a, aca late'e, aca loua, llaalqa, caua lqaỹa' ỹale' chaqai caua lqaỹa' 'aalo, chaqai vire'ta dá'maq chi nachaalataxac, se ishit quiyim ỹapaxaguinatec. 
LUK.14.27	Chaqai ca sqai quegue aỹim, quiyim se ileualec aỹim, se ishit quiyim ỹapaxaguinatec. 
LUK.14.28	No'm 'ue ca 'óna caqamiri ỹahotaque quiyim no'xonshiguim aca naue, ca' ¿mesqai 'au nqa'xanñi quiyim retan, ime, ca' naloqochin, tegue' chi nalootañi acá'maq laseuete aca sham ỹo'uet? 
LUK.14.29	Chaqai no'm ỹo'uet cá'maq pa'aañi quiyim ỹahotaque no'xonshiguim, qam se ỹomat, ca ná'ogue ná'maq iuana chaqa'ma' i'neetac ca'maxare. 
LUK.14.30	Ca' qohinac: “Dajo ỹale mashic no'xonshiguim ada naue, qam se ỹomat.” 
LUK.14.31	Loqo'm ca nashi sham nalauate'e' ca liỹa nashi, ¿peeta'a sqai 'au nqa'xanñi, retan quiyim tegue' chi ishit nalo'guit ca diez mil nalliripi quiyim nalauate'e' ca naqueto'ot ca veinte mil qomyipi? 
LUK.14.32	Chaqai no'm retan quiyim se nalo'guit, ca' ma' ñaq qoỹoqo'chiguit cá'maq liỹa nashi, ca ỹa'ue ca lelaatec quiyim rashiilaxanaque quiyim liyi se ipacta', ca' sqaicanqaida. 
LUK.14.33	'Eda da 'neeta quiyim 'ue cá caqamiri quiyim se ỹalat ná'ogue na louenqaipi, se ishit quiyim ỹapaxaguinatec.
LUK.14.34	Na 'ue ỹaatqajam lo'yaxanec, qam no'm tot nochaua, ca' ¿negue' quet ca 'neeta quiyim liỹa qaỹouen? 
LUK.14.35	Ca' tot qaica ca taiguit, vire'ta sqa taiguit quiyim qainaxaguit na 'laua, loqo'm quiyim qaỹalecqajñiguit cá'maq qainaxalec ca nanaxanqa'. Qaidaata quiyim qaỹalat. Cá'maq 'vii caua lque'laa lauaco, ca' na'xaỹaxan.
LUK.15.1	Ná'ogo' na sauaqhuaiquipi chaqai na ỹacona'piguit ana nishiuete so nashi quiyi Roma, nqo'neetau'a so Jesús, ỹahotaque na'xaỹaxana. 
LUK.15.2	Ca' quedajo, so fariseoipi chaqai ná'maq rapaxaguinataxanta'pegue na naqataxaquipi, queeteguelec se no'uen na ỹa'xatetac queso'maxare, 'naaco':
LUK.15.2	—Dajo ỹale ỹacoñi'chiguit na sauaqhuaiquipi, chaqai lqui'ỹaxauaripi na'maxare.
LUK.15.3	Ca' so Jesús ỹa'uo' so raloqojnaxana, 'naaco':
LUK.15.4	—¿Negue' cá caqamiri, no'm cien aca lalo qagreta, ca 'ue aca 'oono'lli' na'laañi, mesqai po'an aca noventa y nueve quena no'ueenaxa, ca' idaanaque acá'maq na'laañi, vire'to' ma' ỹanata? 
LUK.15.5	Ca noma' ỹanata, ca illaalec na lallaac, ca ỹaatqajam ỹa'maqachiguiñi. 
LUK.15.6	Ca' ma' ỹoviro queca la'a', ca lapoonta' ca namigollipi chaqai ca la'aayaxauaripi. Ca' 'naapega: “'Maxaraic qamiri ñitoonaxaua', ma' mashic sanata añi ilo qagreta na'laañi.” 
LUK.15.7	Ca' ỹim shinac chaqai 'nejem queda piguim ỹaatqajam 'xoic ca toonaxac quiyim 'ue ca qom sauaqhuaic netacocha queca noventa y nueve qomyipi 'maxaraic se ỹouen quiyim netacocha.
LUK.15.8	Loqo'm ¿negue' aca 'aalo quiyim hueeto'oto caua diez chiróla, ca 'ue aca na'laañi, mese copata'a aca lcoỹeraxanaxaqui, ca' i'lec ca la'a', qam ỹaatqajam 'xoic da letelaxa ra'iite'e vire'to' ma' ỹanata? 
LUK.15.9	Ca' ma' ỹanata, ca lapoonta' na namigallipi chaqai na la'aayaxaua 'aallipi, ca 'naapega: “Netoonaxauahi aỹim, nagui mashic sanata ayí'maq ỹam chiróla na'laañi.” 
LUK.15.10	Ca' ỹim shinapegalo qamiri ỹaatqajam 'ue qai'neeta da netoonaxac ná'maq qota'a lelaatqaipi piguim laseripi, quena' 'ue ñi netacocha quena sauaqhuaiquipi.
LUK.15.11	So Jesús qai'neeta 'naac:
LUK.15.11	—'Uo' so ỹale 'vio' saua dos llaalqa. 
LUK.15.12	Ca' so na'aasa quesaua'maxare 'naapego' so leta'a: “Qami' ita'a, nañaañirim dá'maq qatqajañisari' quiyim taalec aỹim isallaxa.” Ca' so leta'a ỹasectaqchigui da lesallaxa quesaua'maxare. 
LUK.15.13	Ca co'na' saqa' vite' saua na'xata', ca so ñaalec na'aasa imen sá'ogue só'maq chi louenec. Ca' aso laseuete i'xat, quepegue' so liỹa 'laua. Ca' quiyi, ca chi iualaxain aso lam, chaqai nalecqajantaugui na se no'uen da llicyaxac. 
LUK.15.14	Ca co'na' imeho sá'ogue aso lam, ca novi' so nqopaaxa lodegaxat queso neetalec 'laua. Ca' quiyi, so'maxare ỹaatqajam ỹoviro'ot da lqopaaxa. 
LUK.15.15	Ca' eec imitaque ca lo'ueenatec, ca quepegue' so ỹale chi la'a' sojo 'laua. Ca' sojo ỹale ilata só'maq na'laua quiyim reloxaỹa'a nqai'en aso lalo cooshipi. 
LUK.15.16	Ca' so'maxare ỹaatqajam 'ue da lishoxo quiyim ỹa'ic, ca' quema' quená'maq map ỹa'queetac so cooshipi, qam qaica ca ỹaanem. 
LUK.15.17	Ca' quiyi, ca ra'deenataxantac, 'naaco': “¡Ỹaatqajam cá'ogue ca ro'ueenataxantac queca la'a' ca ita'a ỹaatqajam se ỹouen na loq, qam ỹim quena seueta'ñi yalauat na ỹoqopaaxa! 
LUK.15.18	Aỹim sopila ma'le yi la'a' ca ita'a. Ime, ca' shinapega ma'le, shinaco': Qami' ita'a, ỹim 'uo' da ỹasauaxaset hueeto'ot ñi qota'olec chaqai caqami'. 
LUK.15.19	Ca' vichiguiño' nagui sqa taiguit quiyim 'ñirapiguiỹa' ỹim qachaalqui'. Ta'ta'a quiyim 'ñi'sahic relaachiqui'.” 
LUK.15.20	Ca' quiyi, ca' eec, pila yi la'a' so leta'a.
LUK.15.20	Ca co'na' ñaq qoỹoqo'chiguit, ca so leta'a ỹauañi'chiguit so'maxare. Ca' ỹaatqajam 'uo' da le'xorenataxanaxa. Ca' ne'guenta ca'guit. Ca co'na' ỹovichiguit, ca' qa'aalegue chaqai nqo'goq. 
LUK.15.21	Ca' só'maq llaalec 'naaco': “Qami' ita'a, aỹim 'uo' da ỹasauaxaset hueeto'ot ñi qota'olec chaqai qami'. Ca' vichiguiño' sqa taiguit nagui quiyim 'ñirapiguiỹa' ỹim qachaalqui'.” 
LUK.15.22	Qam so leta'a 'naapego' so lelaatqaipi, 'naaco': “Chaqa'ma' coñiỹalo caua no'viiñi noho, ca' ỹañiñi nqai'ñii, chaqai ỹanñi nqai'ñii aca lichicshaqate chaqai caua lapelate'. 
LUK.15.23	Ime, ca' naviguiuo cá'maq ỹaatqajam 'uegaxasaq huaqui llaalec, ca' lauachii. Ime, ca ¡squi'ỹaq, so'ueetaq ca qaremaqachic! 
LUK.15.24	Ma' dajo ỹaalcolec mashic tot qaica, qam liỹa nca'leuec. Da'maxare mashic na'laañi, qam mashic sanataxa.” Ca' qaỹo'uet sojo nemaqachic.
LUK.15.25	Qam ñaqai hueeta'oga na no'ueenaxa só'maq ỹi llaalec. Qam co'na' rapilo, ca mashic ipalatau'a yi la'a', ca 'qaatapegueu'a so neviiguellipi chaqai so rasotaxaripi. 
LUK.15.26	Ca' roỹaxana so 'óna queso ne'naqaipi, ca inatetac chi negue' ca 'em qaỹo'uet dajo. 
LUK.15.27	Ca só'maq ne'nec 'naaco': “Ñi rqaỹa'e' novi', vichiguiño' ñi qata'ahi relaataxanlec quiyim qaỹalauat so ỹaatqajam 'uegaxasaq huaqui llaalec, ma' ñi'maxare novi' 'maxaraic chaqai no'ueenta.” 
LUK.15.28	Qam só'maq lqaỹa ỹi ro'o, ca' se inoxono. Ca' vichiguiño' so leta'a que'oga, ne'xoresene'tot quiyim inoxono. 
LUK.15.29	Qam so'maxare 'naaco' queso leta'a: “Qami' 'yiiñite' ỹoto'o' naua ñaxari quiyim so'ueenataxantacot qami', chaqai se ỹauana quiyim se ña'xaỹaxana qami'. Qam se ỹauanapega quiyim 'ue ca 'oonoqui' 'ỹaañitem aỹim quetaq llaalec, qaiyi so'uet ca iqui'ỹaxac, ca ñouanta'ai' na ñamigollipi. 
LUK.15.30	Qam nagui novi' ñi qachaalqui' ma' chi iualaxain aso qadami' cana nanatqa lo'o', ca' lauataxañirelec, lauachi' so huaqui llaalec 'uegaxasaq.” 
LUK.15.31	Ca' so leta'a 'naaco': “Qami' ỹaalcolec, qami' sqoỹoqape'oga caỹim. Ca vichiguiño' ná'ogue ná'maq hueetaỹot ná'ogue qatooỹaqui'. 
LUK.15.32	Qalaxam nagui 'maxaraic quiyim so'ueetaq ca qarqui'ỹaxac quiyim ñitoonqatac. Ma' ñi rqaỹa'e', ñi'maxare mashic tot qaica, qam lot liỹa nca'leuec; ñi'maxare mashic na'laañi, qam mashic sanataxa.”
LUK.16.1	So Jesús 'naapega qai'neeta so lapaxaguinatqaipi:
LUK.16.1	—'Uo' so ỹale ỹaatqajam nesallaxanec. Ca' so'maxare 'uo' so roỹaxana reloxoỹa'a nqai'en so la'a'. Ca' qara'qaataxana'a so'maxare quesojo neloxoỹaq queso la'a', so'maxare chi iualaxaintac da lesallaxa so na'co'. 
LUK.16.2	Ca' so na'co' roỹaxane'oga so'maxare, ca 'naapega, 'naaco': “¿Negue' ca 'neeta dá'maq qaỹa'xatetac caqami'? Naloqojñi' ma'le ca ro'ueenataxanaxaqui'. Ime, ca' nodo'iro quenajo, ma' totqa qami' neloxoỹaq ma'le quiyi ỹa'a'.” 
LUK.16.3	Ca' sojo neloxoỹaq queso na'a' ra'deenataxantac, 'naaco': “¿Negue' ca shinto' nagui, ma' ñi ña'co' tot ỹa'ue ca ỹo'ueenatec? Ma' ỹim qaica ca iquesaxanaxa quiyim so'ueenataxan quena 'laua. Chaqai 'xoic da ipocoxo quiyim saỹaata da ỹashiilaxanaxac. 
LUK.16.4	Ajá'a, sanata nagui da shine'tegue, qaiyi 'vii ma'le caua iconchiguit aỹim quiyim 'ue ca sau'a ca la'a', ma' qaica ca ỹo'ueenatec.” 
LUK.16.5	Ca roỹaxane'oga 'onatac nqai'en quesó'maq no'ueenaho la'uale queso na'co'. Ca só'maq 'au ỹoviro inat, 'naaco': “¿Ỹote' aca ra'ualli'i' queso ña'co'?” 
LUK.16.6	Ca' so'maxare 'naaco': “Cien aso lahi' na aceite so ỹa'uale.” Ca só'maq neloxoỹaq queso na'a' 'naaco': “'Ana na ra'ualli'i' lomalate; qamqai', nqa'xañiriñi. Ime, ca 'chiriñi caua cincuenta.” 
LUK.16.7	Ime, lotqai inat so liỹa, 'naac: “Qam qami' ¿ỹote' aca ra'ualli'i'?” Ca so'maxare 'naaco': “Cien naloqojnaxaqui na trigo.” Ca só'maq neloxoỹaq queso na'a' 'naaco': “'Ana na ra'ualli'i' lomalate; 'chiriñi aca ochenta.” 
LUK.16.8	Ca' so na'co' retan so se no'uen lelaatec, quiyim so'maxare se ỹouene'te ca 'ne'tegue ca lo'ueenataxanaxac. Ma' 'eda da 'neeta quena hueetalec na 'laua, ma' na'maxare ỹaatqajam se qalana'a quiyim 'ue ca 'ne'tegue queca liỹa, sqai 'nejem ná'maq hueetaugui ná'maq re'qoochiguiñi.
LUK.16.9	Ca' vichiguiño' saqachiỹaxaua' qamiri quiyim 'ueenataxañiỹa dá'maq lesallaxa ná'maq qomyipi ỹo'ueeteta'pe naua se no'viiñi, qaiyi 'ue ca namigohi, qaiyi ma' ỹovita imeho da nesallaxa, ca' ishit quiyim 'ue ca ỹacoñiguita qamiri queca na'a' sqaica lqodoc queda piguim.
LUK.16.10	Cá'maq ỹa'maxate'tegue quiyim sqa lo ca reloqota'a, ca chaqaida 'neeta ỹa'maxate'tegue quiyim 'xoic ca reloqota'a. Qam ca se ỹa'maxata'gue cá'maq sqo vite', qai'neeta se ỹa'maxata'gue ca 'xoic quiyim reloqota'a. 
LUK.16.11	Ca' vichiguiño' queda 'neeta quiyim sqa 'maxachiỹa'gue da lesallaxa na qomyipi sauaqhuaic, ca' ¿nega'ỹo' ca ishit quiyim pi'ỹa'alo qamiri quiyim pataxalgoto qamiri cá'maq ỹaatqajam nesallaxa? 
LUK.16.12	Chaqai no'm sqa 'maxachiỹa'gue cá'maq ỹoqa'a, ca' ¿nega'ỹo' ca ỹaanema qamiri cá'maq ralamaxarichii?
LUK.16.13	Qaica ca nelaatec ishit quiyim ro'ueenataxanoto caua dos na'cooro', ma' noquii'a ca 'óna, ca nqo'ta ca liỹa, loqo'm na'xaỹaxane'ta ca 'óna, ca sqaica ca ỹauaaque ca liỹa. Chaqai se qaishit qaro'ueenataxanot ñi qota'olec, chaqai ca nesallaxa.
LUK.16.14	Ca' 'qaatapega dajo sá'ogue so fariseoipi ma' ỹaatqajam lqo'itaxat da nesallaxa, ca chi i'neetac so Jesús. 
LUK.16.15	Ca' so Jesús 'naapegalo':
LUK.16.15	—Qamiri ma' nachaxañitac quiyim qamiri huagaxaraqa quena qom, qam ñi qota'olec ỹa'deene' naua re'taxanatahi. Ca' quecá'maq na qomyipi ỹaatqajam 'xoic lecaic nqai'en, ca' cajo ỹamaqa'gue ñi qota'olec.
LUK.16.16	Na naqataxaquipi chicqo'ot na'le so Moisés chaqai da lapaxaguinataxanaxac na la'qaataxanqajanqaipi ñi qota'a ñaqa 'uo' na' novi' so Juan. Ca' quiyi, ca qaỹa'xat da lo'ueenataxanaxac ñi qota'a quiyim ỹoiquentac ná'ogue najo, ca ná'ogue na qomyipi ỹaatqajam 'xoic da leuogoxo, ỹahotaque quiyim inoxoneu'a da'maxare.
LUK.16.17	Qam paguec se qalaq quiyim ime na piguim chaqai na 'laua, qam se ishit quiyim se ipaguigui cá'maq ỹa'xat ca 'oonoqui' quena nerec quená'maq naqataxaquipi.
LUK.16.18	Ca qom quiyim nalate'e' aca loua, ime, ca lotqai o'ñiguit aca liỹa 'aalo, ca' ca'maxare 'ue ca lasauaxaset. Chaqai cá'maq o'ñiguit aca 'aalo nalate'e' ca loua, qai'neeta 'ue ca lasauaxaset.
LUK.16.19	'Uo' so ỹale ỹaatqajam nesallaxanec, so'maxare ỹansegueñi naua paguec loyaague' noho, chaqai qaica 'nejme'. Ca' so'maxare ỹo'ueetetac quenaua'que naua na'xata' ca lodegaxat lqui'ỹaxac. 
LUK.16.20	Chaqai qai'neeta 'uo' so ỹale ỹaatqajam 'xoraic, leenaxat Lázaro. So'maxare ỹaatqajam no'qaata na loshicmaxa quena li'i na lquenaxa, ca' so'maxare nqa'xantañi quena 'laua, nqa'xantau'a na lahi ñi lauo' lasom so nesallaxanec. 
LUK.16.21	Sojo 'xoraic nishiitaque quiyim quemategue na lete na na'ic najñi queso lqui'ỹaxala' so nesallaxanec. Chaqai vire'ta na pioqripi quepegue', colliitac na li'i na loshicmaxa so'maxare. 
LUK.16.22	Ca 'uo' so na'xa'a, ca' sojo 'xoraic ileu. Ca' anac na lelaatqaipi piguim laseripi ñi qota'a, ca' ỹaueguegue da piguim cá'maq neeta'ñi so Abraham. Ca' so nesallaxanec qai'neeta ileu. Ca' qaishinñi. 
LUK.16.23	Ca co'na' so nesallaxanec ỹaatqajam 'xoic da le'xoric queca hueeta'ñi lapooqo' na lqui'i na leuaxaiquipi. Ca' quiyi, ca' ra'ishiguim, ca iuane'ta so Abraham ỹaatqajam qoỹoqoshi'ma, chaqai so Lázaro huaqate'e' so'maxare. 
LUK.16.24	Ca' ỹaualaq, 'naaco': “Qami' ita'a Abraham, yi'xoriñi'. Ñaq nelachi' na Lázaro, quiyim pi'guiloxolaxat na lo'lo ada lpalaaqate queca huaxaỹaq, ca' anac quiyim ipenachit ñi ỹo'legaxanaxat, mashic ỹapaguec na i'xoric quena seuetañigui norec.” 
LUK.16.25	Qam so Abraham 'naapego' so'maxare: “Qami' ỹaalec, no'viñitegue quiyim caqami', ma' ỹaatqajam qaica ca viñire'e na' llaq rca'lli'sauec, qam ñi Lázaro se no'uen na'le. Ca' nagui ñi'maxare 'xoic da nqouagaxa quenajo neeta'ñi, qam qami' 'xoic da re'xoriqui'. 
LUK.16.26	Chaqai sqaidaata quedá'ogue dajo, ma' 'ue na ỹaatqajam qoỹoqochi'ñigui lqodoc hueetanguilo qamiri qai'neeta coqomi'. Ca' vichiguiño' se ishit quiyim 'ue ca chicqochi'ñi najo quiyim ta'ñina, chaqai se ishit quiyim 'ue ca chicqa'ñina, ca naashi'ma na senqata'ñi.” 
LUK.16.27	Ca' so nesallaxanec 'naaco': “Qami' ita'a Abraham, ñi'xoresene'tot qami' nagui quiyim lachi' ñi Lázaro quiyim quepegue' yi la'a' ca ita'a, 
LUK.16.28	yi'maxare neesa'ñi caua cinco ỹaqaỹa', qaiyi ra'qaataxanema, qaiyi caua'maxare sqa nara'a qai'neeta najo ne'xoyaqa'.” 
LUK.16.29	Qam so Abraham 'naapego' so'maxare: “Caua'maxare shi'gue hueeto'oto ana lerecse so Moisés chaqai so la'qaataxanqajanqaipi ñi qota'a, ca' ¡chaqainaua ma'le na'xaỹaxanalo!” 
LUK.16.30	Ca' so nesallaxanec 'naaco': “Ajá'a, qami' ita'a Abraham, qam no'm 'ue ca quiyim liỹa nca'leuec quena leuaxaiquipi, ca' quepegueto caua'maxare, ca ishit quiyim netogochigui na lauel, ca' ỹaxañiñi naua lanatqa.” 
LUK.16.31	Qam so Abraham 'naaco': “Quiyim se na'xaỹaxana so Moisés chaqai so la'qaataxanqajanqaipi ñi qota'a, ¡qaiyiita sqai huelec, 'eno'm 'ue ca liỹa nca'leuec, chicqochi'ñi ca leuaxaiquipi!”
LUK.17.1	So Jesús 'naaco' queso lapaxaguinatqaipi:
LUK.17.1	—Aỹim ỹaatqajam sa'deenta quiyim sqoue ca 'em quena qom 'ue ca lasauaxaset; qam ¡'xoic le'xoric ca qom quiyim 'ue nqai'en ca lasauaxaset ca liỹa! 
LUK.17.2	Ca no'm 'ue ca sham chicqochigui ca lasauaxaset ca 'óna quenajo collo'olqaipioqui', ca'maxare paguec la'maxa quiyim qaicoñira'gue na lqosot ca qa' lodegaxat nopoxoiqataxanaxat, ime, ca' qainaxañigui aca huaaxai. 
LUK.17.3	Ca' rovichiỹari'o'.
LUK.17.3	No'm ca rqaỹa'e' ỹo'uet ca se ỹa'maxañi caqami', ca' taxahita ca'maxare. Ca no'm netogochigui na lauel, ỹadalaxat ca no'ueenataxac, ca' mesqo quirapeguem, 'xoriñi'. 
LUK.17.4	'Eno'm chaqai ỹovi' siete ỹo'uet ca se ỹa'maxañi queca na'xa'a, chaqai siete rapilau'a qami' quiyim 'naapega qami', 'naac: “Nagui tot sopilalec 'ue ca so'uet se ỹa'maxañi caqami'”, ca' qami' paguec la'maxa quiyim sqo quirapeguem chaqai 'xoriñisac ca'maxare.
LUK.17.5	Ca' so lelaatqaipi 'nerapego' so Jesús, 'neraco':
LUK.17.5	—Qami' qara'gaxala', noquigaqchirishiguim ma'le ca qarpi'ỹaxac.
LUK.17.6	Ca' so qara'gaxala' 'naapegalo' saua'maxare, 'naaco':
LUK.17.6	—Qamiri quiyim 'ue ca rpi'ỹaxaguii quiyim lecaato'lli' ana la ana leenaxat mostaza, ca' 'ñiỹapega ada qo'paq late'ogue', 'ñiỹac: “Oquire'e na ñi'sa'ñi, ime, ca' nqo'ñiri'ingui aso huaaxai”, ca' ada qo'paq na'xaỹaxane'talo qamiri.
LUK.17.7	No'm 'ue ca 'óna caqamiri 'ue ca lelaatec, quiyim ca'maxare chicqa'oga na no'ueenaxa quiyim ỹomat lasaugaxanaxac, loqo'm reloqota'a ca qaloi'ipi, ¿peeta'a qami' shichi' 'ñirapega: “Nenoxoñiro, nqa'amiriñi, qui'i'”? 
LUK.17.8	'E', ta'ta'a quiyim 'ñirapega: “'Maxachiriñi ca noq, chaqai quelollira'pegue' aỹim, toco' ma' ime sque'e chaqai ñi'et. Ca' qaigueme shichi' qui'i' chaqai ni'chi' qami'.” 
LUK.17.9	Ca' ¿peeta'a shichi' quiyim 'ỹaañitem ca na'aachicyaxaqui' ca relaachiqui' quiyim mashic ỹomat cá'maq lachirelec? 'E'. 
LUK.17.10	Ca' da 'neeta ma'le caqamiri ma' ỹovita quiyim ime dá'ogue da qailarelgoto qamiri quiñi qota'olec, ca' 'ñiỹac: “Qomi' ma' qomi' nelaatqa, ỹaatqajam qaica ca shinaxague, ma' ná'maq so'ueetqatac chaqainaata ná'maq chi qailaroxolec.”
LUK.17.11	Ca co'na' mashic eec so Jesús taigue da Jerusalén, quiichiguilo' yaua 'lauari huauguilo yi Samaria chaqai yi Galilea. 
LUK.17.12	Ca co'na' ỹovita só'maq hua'ñi na na'aaterolqai', ca' qaỹanaqta'guit so'maxare queso diez qomyipi mashic rishiita na loshicmaxa, qam qoỹoqo'ta yi hueete'e queso'maxare. 
LUK.17.13	Ca' ỹaualqagui, 'naaco':
LUK.17.13	—Jesús, qami' napaxaguinataxanaq, qare'xoriñi'.
LUK.17.14	Ca' so Jesús co'na' iuana so qomyipi, ca' 'naapego':
LUK.17.14	—Quiipegue', nachaxañiu'a cá'maq letaxaỹaxanqajanqaipi na qomyipi quena' qaretaxaỹa'pegue' ñi qota'a.
LUK.17.14	Ca' co'na' queeta'gue so nayic so qomyipi, ca chaqa'ma' imeuec. 
LUK.17.15	Ca so 'óna queso qomyipi co'na' iuana quiyim mashic imeuec na loshicmaxa, ca' pil, ỹaantacot da na'aachicyaxac ñi qota'olec, ỹaatqajam ỹaualqatari'. 
LUK.17.16	Ca ỹa'yi'iñi naua le'cootal queca reloqota'ñi so Jesús, ỹaatqajam ỹoviraqta'guit na latap na 'laua, ca' ỹaantacot da na'aachic so'maxare. Qam sojo ỹale, so'maxare le'ec yi Samaria. 
LUK.17.17	Ca' so Jesús 'naaco':
LUK.17.17	—¿Mesqai diezo' ca imeuec nqohin na loshicmaxa? ¿Hueesa'gue caua liỹa' nueve? 
LUK.17.18	Yijo chicqa'a ca liỹa 'laua, ¿chaqaiyiito' yi'maxare 'oonoqui' rapil ỹaanot da na'aachicyaxac ñi qota'olec?
LUK.17.19	Ca' 'naapega so ỹale, 'naaco':
LUK.17.19	—Ñirishiguim ma'le. Ime, ca' qui'. Mashic qami' remi'rec, ma' qami' vi'relec.
LUK.17.20	Ca' so fariseoipi inatetac so Jesús lagui novi' cá'maq lo'ueenataxanaxac ñi qota'a ma' ỹoiquentac ná'ogue najo. Ca' so'maxare saat, 'naaco':
LUK.17.20	—Ca loviraxac da lo'ueenataxanaxac ñi qota'a ma' ỹoiquentac najo, ca'maxare se re'xogui. 
LUK.17.21	Chaqai se qohinac: “'Ena hueeta'ñi”, loqo'm “'Eda hueeta'gue”; ma' da lo'ueenataxanaxac ñi qota'a mashic hueetanguilo qamiri.
LUK.17.22	Ca' 'naapega so lapaxaguinatqaipi, 'naaco':
LUK.17.22	—'Vio' ma'le caua na'xata' quiyim qamiri viitaque huañiỹa 'eno'chaqai 'oonoqui' quecaua na'xata' najo ỹale llaalec ma' liỹa novi', qam sqai huañiỹa. 
LUK.17.23	Ca' quiyi ma'le, ca' qohiñiỹapegaxaua': “Najo hueete'e”, loqo'm “'Iyi hueeta'ñi.” Qam mesqo quii, chaqai se coỹari'tegue. 
LUK.17.24	Ma' 'nejem quiyim qaiuana ca lauaq ca nqai'legaxa quena' nqai'lliguiñi quená'ogue na piguim, ca' chaqaida 'neeta ma'le ca loviraxac najo ỹale llaalec ma' ỹovirelec quiyim ca na'xa'a quiyim rapil. 
LUK.17.25	Qam 'au quiyim 'xoic ma'le ca le'xoric, chaqai se qaicoñiguit quena qomyipi hueetauguilo nauajo na'xata'. 
LUK.17.26	Ca 'nejem ma'le da 'neete' saua ñaxari hueetauguilo nallaaqo' so Noé, ca' chaqaida 'neeta ma'le caua na'xata' ma' rapil najo ỹale llaalec. 
LUK.17.27	So qomyipi que'eetac, chaqai ne'teetac, shiltecta' chaqai ỹaantapeguec ana llaallipi quiyim 'on, chi ỹovireta'a so na'xa'a co'na' so Noé inoxonougui aso lo'ueenata qom lahi' huaxaỹaqse. Ca' naco' so ỹaxat, ca' nomachichiguiñi sá'ogue so qomyipi. 
LUK.17.28	Ca' chaqaida 'neete' saua ñaxari hueetauguilo so Lot: so qomyipi que'eetac, chaqai ne'teetac, chaqai chi nemeentecta', chaqai danaxantac, chaqai ỹo'ueeteta'pe naua la'aate'. 
LUK.17.29	Qam co'na' so Lot ca'e yi na'a' Sodoma, ca' naco' so norec ỹalliqui'chiguit na quiquiaxaic, chicqo'ot na piguim, ca' ỹalauat sá'ogue so qomyipi. 
LUK.17.30	Ca chaqaida 'neeta ma' ỹovi' ca na'xa'a quiyim liỹa nachaxan najo ỹale llaalec.
LUK.17.31	Ca' quecajo na'xa'a, no'm 'ue ca hueetalec na lelaq ca lauo', chaqai 'ue ca hueetaugui louenec ca lauo', se renotec quiyim queu'a; chaqai no'm 'ue ca hueeta'oga ca no'ueenaxa, mesqo pila'a ca la'a'. 
LUK.17.32	Totaxan 'laxachiỹo' da 'neeta na'le aso loua so Lot. 
LUK.17.33	Ma' ca ỹahotaque nca'laxatec da nachaalataxac, ca' na'laxatañi; qam ca na'laxatañi da nachaalataxac, ca' chaqaica cá'maq nca'laxatec.
LUK.17.34	Ca' ỹim shiñiỹapegaxaua' quecajo pe 'vio' ma'le caua napaata'anta', qam 'oonoqui' ma'le ca qaỹauec quecaua'maxare, qam ca liỹa qano'ueenaqtañi. 
LUK.17.35	Chaqai 'vio' ma'le caua dos 'aalo ra'daxanta'pe, huaqata'ta', ca' 'oono'lli' ma'le aca qaỹauec, chaqai aca liỹa qano'ueenaqtañi. 
LUK.17.36	Chaqai 'vio' ma'le caua dos ỹale' hueesalec na no'ueenaxa, ca' 'oonoqui' ma'le ca qaỹauec, qam ca liỹa qano'ueenaqtañi.
LUK.17.37	Ca co'na' qara'qaachigui dajo, ca' qainat so'maxare, qohinaco':
LUK.17.37	—Qami' qara'gaxala', ¿canchaqai hua'gue ma'le dajo?
LUK.17.37	Ca' so'maxare 'naaco':
LUK.17.37	—Cá'maq hueeta'gue ma'le ca leuaxaic, ca chaqaica ca hua'ñi ca lapooqo' na ratecsanyipi.
LUK.18.1	So Jesús ỹa'uo' ca raloqojnaxana co'na' ỹahotaque quiyim rapaxaguinataxanegue quiyim se neme ca qouagaxainaxac ỹaatqajam se qoỹaxanñi. 
LUK.18.2	Ca' 'naapegalo':
LUK.18.2	—'Uo' so na'a' neeta'ñi so nimiitaxanaq quena nasauaxaset. So'maxare sqaica ca ỹauaaque ñi qota'olec chaqai ná'ogue na qomyipi. 
LUK.18.3	Ca' quesojo na'a' qai'neeta neeta'ñi aso 'aalo pa'ỹe. Ca' aso'maxare piltau'a so ỹale, ỹashiilatac quiyim ñaqai qaro'ootaxanlec aso'maxare queso npa'guenaxaua. 
LUK.18.4	Qam sojo ỹale ỹaatqajam 'vio' saua na'xata' quiyim se na'xaỹaxana aso'maxare. Qam co'na' shi'gom, ca so'maxare ra'deenataxantaco', ca 'naaco': “Aỹim 'eno' sqaica ca sauaaque ñi qota'a chaqai ná'ogue na qomyipi. 
