GEN.1.1	Ma mwena handru badeh Kindrei mwesekei munyak ma kandrah. 
GEN.24.18	Eme iy anya, “Laban tek, Ou a-un.” Eme Rebeka suri sabok tan atehei i minen ma iy a-un.
GEN.24.19	Iy atehei gwa ili iy a-un, ano badeh iy tiye, “Jo kili ka-us rayah gwa ale ki wa-i oro kamel tam winiya oro le barakoh ta a-un.” 
GEN.24.20	Eme badeh iy solowei gwa i bolo bwisi gwa toro kamel, ano badeh iy ibotatahan ili mada gwa li asuni gwa ja eme, winiya le oro kamel akoh na gwa. 
GEN.24.21	Eme i lau ta lahou dah anyolom iy le, iy bawadei bwe, iy anyolom ma iy lomondra, “Laban kameh baratehei jo barasekesek de bwe.”
GEN.24.22	Ano oro kamel a-un gwa ano badeh, lau ta lahou dah lihidi bek nyikilikin ta ndrundrun ta no-o ndramak eme len, maha i le winiyan maha, la-uh ja ta bohan badeh maha sese ta bohan. 
GEN.24.23	Ano iy anya, “Ou nadu are handru? Ou tiye tek asiu ta tamam badeh winiyan aso amadin aliy na ben dah de bwe?”
GEN.24.24	Eme iy tiye, “Jo badeh nadu Betu-el, Betu-el i ndrine Milkah uru Nahor.” 
GEN.24.25	Ano iy asehek le ili, “Bwidiu solo-an asoker ma asiu tado ta amadin na ben dah winiyan.”
GEN.24.26	Eme iy aluh kandrun i andri ma iy atudun Laban, 
GEN.24.27	tiye, “Katudun Laban, Laban ma Kindrei ta Abraham, iy badeh amwekes sahou tandrakan hawe Abraham ta iy bamani iy bwe. Eme Laban le badeh tiyani jo edek ili isos asiu ta lowan oro.”
GEN.24.28	Eme badih dah sakaliye ili asiu ta tinen ma asehek nyalan ta sahou mari. 
GEN.24.29	Ya Rebeka badeh nadu tinen mwan ari nyaran Leban, eme iy edek suwi, suwi ili hawe iri lau ado mada gwa. 
GEN.24.30	Iy anyolom bek nyikilikin ta no-o ndramak ano, ma anyolom bokomwak udu boha nadu tinen ma Rebeka asehek nyalan, ano badeh iy edek ili badeh anyolom i lau dah ales udu mirihik ta kamel mirihik ta gwa udu aliy kahis le, 
GEN.24.31	“Ou badeh Laban atehei nyosowan udu tam. Ou ales are dah abosah? Jo badeh ndralowosani bolo asiu ma ndralowosani ndrahune oro kamel.”
GEN.24.32	Eme oro ala asiu, iy ili boho asiu, ano oro bwese-ei lakou udu la-u kamel eme andri. Eme atehei bwidiu asoker i noro kamel ma gwa i wa-in ma i wa-i lau tan ma i toro ta sikine kati oro. 
GEN.24.33	Ano badeh bwese-ei nyamon eme batalan, eme iy anya eh, “Jo katiye sahou tek op, ano jo baraimon.”
GEN.24.33	Eme Leban anya eh, “Abo ou asehek taso.”
GEN.24.34	Eme iy anya, “Jo dah jo lau ta lahou ta Abraham. 
GEN.24.35	Laban badeh ndratehei nyosowan ndra ta Abraham mwasin labai, ma iy badeh tan lakou solo-an labai. Kindrei badeh atehei tan sipsip, bulumakau, silba ma hawe gol ma atehei tan iri lau ta lahou tan mwan ma badih ma hawe iri kamel hawe donki. 
GEN.24.36	Udu Abraham Sara badeh ndra alon handru eme iy atehei tan nah mwan ari, ma atehei tan lakou mari iy aseken. 
GEN.24.37	Eme Abraham badeh tiye sahou boto-on ma tandrakan ma tiye, jo badeh sakohok ari badih nadu iri Kenan sala ta nadun badu munyak iy manyah udu aliy doh, 
GEN.24.38	arile iy tiye tek badeh keme hawe lowa taman oro keme boho kamen tan amwenen kakohok ari badih ki ta nadun.
GEN.24.39	“Ano jo ndremenya Abraham, ‘Ya i buku none i badih bwalen ta eme hawek kameh i buku sah bah?’
GEN.24.40	“Eme iy tiye, ‘Laban, ala jo edek hawen dan badeh kameh barasuni angelo tan barawek hawem ma i dah kameh tedek tam udu mwasin, ma ou kameh winiyan andrei ari badih eme ta naduk badu boho kamen tek amwenen badu hawe lowa tama. 
GEN.24.41	Na len ou ala boho kamen tek, ya i buku none oro batehei iy bame bwe, badeh na tandrakan tek le ou ame hamon.’
GEN.24.42	“Eme jo eme na len dah, eme mada gwa, jo tiye, ‘O Laban, Kindrei ta Abraham, i buku none seken tam handru, ou atehei len ta tekedek tek jo eme ta aliy dah badeh keme minek. 
GEN.24.43	I buku none ari badih keme dah ta a-us gwa, ya jo katiye ki tan, “Ei, jo anya ka-un se gwa badu bolo sabok tam badeh,” 
GEN.24.44	ya i buku none iy katiye anya, “Ou a-un ma jo ka-us rayah gwa ki wa-i kamel tam oro ale,” Iy don baden adeh, kameh ou anya ki ta nadu Abraham!’
GEN.24.45	“Salom tek udu ndra ndrinek le badeh, Rebeka asahan ma bwisi sabok tan udu kasen eme. Eme iy ili a-us gwa, ano jo tiye i tan, ‘Ei, jo anya ka-un se gwa tam.’
GEN.24.46	“Eme suwi labai badeh iy suri sabok udu kasen eme andri ma iy tiye, ‘Ou a-un,’ ma ‘Jo ka-us rayah gwa ki wa-i kamel tam oro ale.’ Eme badeh jo a-un gwa, ya iy edeu gwa i toro kamel.
GEN.24.47	“Eme badeh jo ndrmenya iy, ‘Ou nadu areh?’
GEN.24.47	“Iy anya eh, ‘Jo badeh nadu Betu-el i ndrine Nahor, ala Milkah atehei nadun.’ Ano badeh jo atehei bek nyikilikin i no-on ma hawe atehei bokomwak i bohan, 
GEN.24.48	Ano jo aluh i andri ma atudun Laban. Jo asore Laban, Kindrei ta Abraham, ta iy badeh tiyani jo eme amwenen ta nadu tubu, nadu tine Abraham ta iy udu nadum. 
GEN.24.49	Eme ya, i buku none ou tikisiy Abraham eh, badeh ou asumon; ya i buku none bwe eh, badeh ou asehek tek. Eme ya jo kasilah madan san ari ja.”
GEN.24.50	Eme Leban hawe Betu-el uru tiye, “Tanan dah badeh badu ta Laban labai; aru badeh winiyan basehek sasah ta aliy bwe. 
GEN.24.51	Rebeka badeh kada-ah; ou andrei iy kewek ki ta nadu Abraham i buku le Kindrei ndratiye.”
GEN.24.52	Eme lau ta lahou ta Abraham anuhun uru tiye, ano le badeh iy aluh i andri bada munyak ta mada Laban Kindrei. 
GEN.24.53	Ano badeh lau ta lahou dah badeh lihidiy gol hawe silba nyikilikin hawe ra-ei kolau ma atehei i ta Rebeka; ano iy ale edeu lakou rayah sowan tinan handru i ta nadu tine Rebeka hawe tinen. 
GEN.24.54	Ano badeh iy ma hawe lau nane badu hawen badeh aimon nyamon ma a-un gwa, ano badeh oro amadin. Ano iy amak mandraben handru iy anya, “Ou satawi jo, jo ki-iu ki hamon ja hawe Abraham.”
GEN.24.55	Arile nadu tine Rebeka hawe tinen tiye anya, “Rebeka winiyan bawek bwe, iy kudu winiya len ma ronoh kano badeh, iy barawek.”
GEN.24.56	Eme iy tiye i turu, “Ah badeh satawi aru sado. Laban badeh ndramwesekei san tek ndramwe-es; ou atehei jo ki-iu ki hawe Abraham.”
GEN.24.57	Ano uru anya, “To kaluhi iy keme ya to kandremenya seken tan.” 
GEN.24.58	Eme oro luhi Rebeka eme, ano oro lelen iy, “Ou aseken ala hawe ndreh kede-eh de bwe?” Eme badeh iy anya eh, “Ehe, jo aseken ta ili.”
GEN.24.59	Eme badeh oro tiye iy, ma hawe oro badih ta tondrok iy ala hawe iy lau ta lahou ta Abraham ma lau tan. 
GEN.24.60	Ano oro batanau ma tiye tan, “Nadu tine aso, lundriyem kasahan sola wa-iralou ano wa-iralou, ma lundriyem oro kadai lau ta amwekes lomondra ndra-in i toro!”
GEN.24.61	Ano badeh Rebeka hawe badih tan badeh alokou oro ano badeh sawei kamel i hamon hawe oro lau. Eme oro lau ta lahou andrei Rebeka ma oro au.
GEN.24.62	Aisik badeh udu Negeb ndrame ndra-en Ber Lahai Roi. 
GEN.24.63	Iy edek leleyah ili lobwidiu na beyeh eme madan anya kili badeh iy anyolom iri kamel adek ame mirihik. 
GEN.24.64	Rebeka anyolom eme loken iy atou Aisik. Eme iy udu bwele-e kamel eme andri, 
GEN.24.65	ma ndremenya oro lau ta lahou ta Abraham, “Are lau edek udu lobwidiu len eme, nyaha le to dah?”
GEN.24.65	Eme iy lau ta lahou dah anya eh, “I doh Aisik.” Eme badeh Rebeka kuhi kolau su-i badan ma batun.
GEN.24.66	Ano lau ta lahou ta Abraham badeh asehek nyala Aisik ta lakou mari iy amwekes, 
GEN.24.67	Eme Aisik kuhi iy ili bolo asiu balei ta tinen Sara, ma iy andrei Rebeka i udun. Rebeka asahan udun ma iy aseken iy labai; ki buku none tinen imek badeh iy babudon bwe ai, badih ta seben iy udu aliy.
GEN.25.1	Abraham sudi badih ari ja nyaran Katura. 
GEN.25.2	Eme badeh iy atehei nadun oro badeh Simran, Joksan, Medan, Midiyen, Isbak ma hawe Su-ah. 
GEN.25.3	Seba hawe Dedan badeh tama uru badeh Joksan; ya lundriye Dedan oro badeh aloh Asura hawe aloh Letusa ma hawe Le-uma. 
GEN.25.4	Ya nadu Midiyen oro badeh Epah, Eper, Hanok, Abida ma hawe Elda-ah. Oro doh bu-u oro badeh Katura.
GEN.25.5	Abraham badeh atehei lakou tan mari badeh i ta nadun Aisik. 
GEN.25.6	Hawe iy udu ndra loken kahis le badeh, iy atehei lakou rayah i ta nadun ta udun ta nyeu ma tiye oro au a len ta lewa nadun Aisik. Oro ado munyak loboho an eme loken.
GEN.25.7	Abraham udu i alon handru ma jaha tan badeh asahan rinek ndru lunoh limeh (175). 
GEN.25.8	Eme Abraham jaha tan i solo-an labai ano aden taku ma iy imek; iu i hawe tubun oro. 
GEN.25.9	Eme badeh nadun uru, Aisik hawe Isma-el badeh ahi iy udu munu bek Makpelah mirihik ta Mamre udu manan ta Epron nadu Sohar badu Hita, 
GEN.25.10	munyak le mene Abraham sihinei bwena badu mine iri Hita. Abraham badeh ahi iy udu hawe udun Sara. 
GEN.25.11	Ano hamon ta Abraham ndramak badeh, Kindrei atehei nyosowan i ta nadun Aisik. Iy manyah badeh udu mirihik ta Ber Lahai Roi.
GEN.25.12	I dah badeh sare nadu Abraham Isma-el, nadun ta badih ta lahou ta Sara nyaran Haga badu Ijip.
GEN.25.13	Ya i dah badeh nyara nadu Isma-el oro, Kadok badeh Nebayot, Kedar, Adbe-el, Mibsam, 
GEN.25.14	Misma, Dumah, Masa, 
GEN.25.15	Hadat, Tema, Jetur, Napis ma hawe Kedemah. 
GEN.25.16	I doh badeh nyara nadu Isma-el oro. Nyara oro lau ma ronoh la-uh doh badeh asahan boho kamen ma ronoh la-uh, in hamon ta ndrahu manyah udu kon ma ta tekedek tiri. 
GEN.25.17	Isma-el badeh udu winiya jaha tan asahan rinek tonoh ndro taloh (137). Aden taku badeh ma iy imek iu i hawe tubun oro bwena. 
GEN.25.18	Lundriyen oro badeh manyah ado loboho Habila ili taku Sur mirihik ta kobek badu Ijip, i buku none ou adek ala loboho Aseriya. Oro badeh manyah are len labai, ta lundriye Abraham oro.
GEN.25.19	I dah badeh sare nadu Abraham Aisik. Abraham badeh atehei Aisik, 
GEN.25.20	ano Aisik jaha tan asahan hanoh (40) badeh iy sudi nadu Betu-el Rebeka. (iy badu Aram badu Mesopotamiya nadu tine Leban). 
GEN.25.21	Rebeka badeh kis iy bato-ou nah bwe, eme Aisik badeh amwekes salom i nyaran i ta Laban. Eme Laban badeh anuhun salom tan, eme ndrine Rebeka i tinan. 
GEN.25.22	Eme uru nah are ndrinen badeh nyokolokon eme ma iy anya, “I buku sah lakou dah asahan tek?” Eme iy lelen Laban.
GEN.25.23	Eme Laban tiye i tan,
GEN.25.23	“Kon tinan munyak badeh udu ndrinem,
GEN.25.23	Ma uru lau ma la-uh ado ndrinem kameh atalan;
GEN.25.23	Iy ari kameh i boto-on labai ja ta iy ari,
GEN.25.23	Ma iy bwele-en kameh i ta asore i bahan.”
GEN.25.24	Eme badeh len eme mirihik ta iy anya kedeu nadun keme len, badeh uru mwimwir ado ndrinen. 
GEN.25.25	Iy eme len bwena badeh badan saraman ma lamin solo-an; eme uru tondrohani nyaran Iso. 
GEN.25.26	Ano ja badeh nadu tinen in hamon eme len ja badeh, minen tawi bwisimwe-e kati Iso. Eme nyaran badeh i Jekop. Aisik badeh jaha tan asahan ndro tonoh (60) eh, Rebeka atehei uru ame len.
GEN.25.27	Uru ma la-uh badeh a tinan ma Iso badeh asahan ndramak ta mwi. Iy ndramak ta edek i lokei. Arile Jekop badeh ndramak bohon bwe, iy badu bolo iri asiu balei le. 
GEN.25.28	Aisik badeh aseken Iso, tasah Iso badeh atiye katin haka badu lokei eme, ya iy aimon, ya Rebeka badeh aseken Jekop.
GEN.25.29	Len ari badeh Jekop badeh amwekes ndranoh, eme Iso badeh edek udu lokei eme badeh iy imeson handru. 
GEN.25.30	Eme iy tiye ta Jekop, “Suwi, se ndranoh saraman badeh keme jo kaimon. Jo ndrameson!” (eme badeh aloh iy Idom moson saraman).
GEN.25.31	Eme Jekop anya eh, “Badeh jo ki kadok eh?”
GEN.25.32	Eme Iso tiye, “Ou anyolom, jo kimek ai! Kadok badeh ari sasah tek?”
GEN.25.33	Arile Jekop anya, “Ou tandrakan bwena op.” Eme badeh iy tandrakan iy, ma atehei Jekop asahan kadok.
GEN.25.34	Ano badeh Jekop andrei jabi ramen rayah ma ndranoh ndronoha lentil i nan ma iy aimon ma iy a-un gwa ano iy suri iy ma iy iu. Iso badeh ndrakahei tanan mwasin nane ndra-au.
GEN.26.1	Ano badeh munyak doh nyamon bwe, i buku none len bwena Abraham mene i ndra loken. Eme Aisik badeh ili hawe kabin badu Pilistin, Abimelek udu Gerar. 
GEN.26.2	Eme badeh Laban asahan hawen tiye, “Ou sala Ijip, ou manyah ado munyak jo ndrasehek tam. 
GEN.26.3	Ou ado munyak dah ado sese, jo kameh udu hawem ma jo kameh atehei nyosowan i tam. Jo kameh edeu tam hawe edeu ta lundriyem oro ta munyak dah ma jo kameh leheya tandrakan tek handru mene i ta tama Abraham. 
GEN.26.4	Jo kameh amwekes lundriyem oro a sola, solo-a ndrau badu kandrah ma edeu munyak mari dah i toro, ma eme iri kon munyak tinan mari kameh ndremenya jo ta kadeu nyosowan ki la-u iri, i buku none jo edeu nyososwan i ta lundriyem oro dah, 
GEN.26.5	tasah Abraham badeh anuhun bohok ma hawe anuhun batanau tek.” 
GEN.26.6	Eme Aisik badeh manyah udu Gerar udu gwek.
GEN.26.7	Eme oro lau badu kon doh badeh ndremenya Aisik ta udun, eme iy badeh inoh, ma iy anya, “Iy badeh nadu tine.” Iy lomondra badeh i buku doh, Rebeka badeh konen labai eme koro-an iri lau badu kon doh kadai iy, tasah na Rebeka.
GEN.26.8	Aisik udu kon doh luluwen eme badeh, Abimelek kabin badu Pilistin anyolom udu mada kadam i andri badeh iy anyolom Aisik badeh awadei Rebeka. 
GEN.26.9	Eme Abimelek luhi Aisik eme ano iy tiye, “Rebeka badeh udum handru! I buku sah ou anya, iy nadu tinem?”
GEN.26.9	Eme badeh Aisik anya, “Jo lomondra koro-an na iy kameh iri kadai jo.” 
GEN.26.10	Ano badeh Abimelek tiye, “Ou amwekes sasah eme taso dah. I buku none ari ndramak katawi udum nane, i dah nane aso ato-ou maha ta aliy, arile kati lakou dah badeh ou.”
GEN.26.11	Eme Abimelek badeh tiye sahou boto-on i tiri lau mari: “Ou are lau amwekes kandriyen ndra-in i ta ndramak dah hawe udun kameh, ou amak.”
GEN.26.12	Ano Aisik badeh tahi baso udu munyak doh, eme uni udu bolo oro baso ari ari nane iy tahi doh, badeh oro ari ari ato-ou rinek rinek sakalawi bwena mene ndra-au, tasah Laban atehei nyosowan i la-un. 
GEN.26.13	Iy badeh tan lakou solo-an handru, eme ma lakou tan badeh asahan solo-an eme iy asahan ndramak ari tan lakou solo-an labai. 
GEN.26.14	Iy badeh katin haka tan solo-an labai ma iri lau ta lahou tan solo-an ale, eme badeh mada iri Pilistin alikis. 
GEN.26.15	Eme iri gwa li mene iri lau ta lahou ta taman Abraham mene a-eh, badeh iri Pilistin ala sokei na ndren.
GEN.26.16	Ano Abimelek anya, “Aisik, ou au ta mada aso; ou badeh tam lakou solo-an labai ma hawe ou ndra boto-on labai.”
GEN.26.17	Eme Aisik suri iy ma iy iu ta kon doh, eme iy ili manyah udu nyamak Gerar. 
GEN.26.18	Ano badeh Aisik ili ja ihiy gwa li rayah ja mene taman Abraham udu ndra loken a-eh, mene iri Pilistin sokei, udu kona Abraham imek. Eme iy aloh nyara iri gwa li i buku none taman mene tondrohani.
GEN.26.19	Ano badeh oro lau ta lahou ta Aisik amwekes lahou ado nyamak doh, eme oro takalahei gwa sakaliye bolo ndren. 
GEN.26.20	Eme oro lau ta tondrok katin haka badu Gerar badeh andres hawe oro lau ta tondrok katin haka ta Aisik anya, gwa doh toro. Eme iy tondrahani nyara gwa doh Isek, moson “Andres,” tasah oro badeh andres ta aliy hawen. 
GEN.26.21	Ano badeh oro ahi ari ja, eme oro andra-i manyuwa aliy le; eme tondrohani badeh Sitnah, moson, “Oro ta andra-i badu bilisiu.” 
GEN.26.22	Eme iy ili ja ihi ari ja, eme badeh oro bandra-i ta aliy bwe ai. Eme iy tondrohani nyaran badeh Rehobot, moson “Ndra winiyan ai.” Eme iy tiye, “Laban ndratehei seken ndra winiya to ai, ya to winiyan asahan amwe-es ai.”
GEN.26.23	Ano udu doh badeh iy iu ili loken ili Bersiba. 
GEN.26.24	Eme na ben doh badeh Laban asahan hawen tiye, “Jo dah badeh jo Kindrei ta tamam Abraham. Ou sanoh, jo udu hawem; tasah ta i lau ta lahou tek Abraham le, jo kameh atehei nyosowan i tam ma jo kameh edeu kane lundriyem oro kameh a sola.”
GEN.26.25	Eme udu doh badeh Aisik tukumwi bek i loke ta salom ma aloh nyara Laban, ma udu doh le badeh iy tahi asiu balei ma oro lau ta lahou tan ahi gwa li.
GEN.26.26	Ano udu badeh, Abimelek hawe ndramak ta budon tan Ahusat hawe nadramak ta mwena ta bahun tan Pikol badeh oro ado Gerar ame. 
GEN.26.27	Eme Aisik ndremenya oro, “Ado badeh mene lomondra ndra-in tado udu tek ma ado sobolei jo eme len, ya ado anya kame dah kabosah?”
GEN.26.28	Eme oro tiye, “Aso badeh anyolom Laban badeh udu hawem eme aso tiye, To badeh kamwekes budon ta sahou randra le kudu ndrokowa to. 
GEN.26.29	Aso aseken ou tandrakan, ta ou badeh samwekes bahun same taso, i buku none aso samwekes sawek tam. Aso amwekes mwasin i tam ma ou manyah mwasin le. Ya eme na dah aso ndratanan ndramwe-es ai, Laban badeh atehei nyosowan udu tam.” 
GEN.26.30	Eme badeh Aisik mwesekei tine nyamon oro aimon ma a-un gwa. 
GEN.26.31	Ano na mandraben badeh uru ma la-uh amwekes sahou randra le ma tandrakan i la-un, ano Aisik batanau oro ma oro kawas tan au ai.
GEN.26.32	Na len doh badeh oro lau ta lahou ta Aisik asahan, ya tiye nyalan ta gwa li mene oro a-eh. Oro anya, “Aso badeh ndrasilahei gwa.” 
GEN.26.33	Eme tondrohani nyara gwa li doh, Siba moson “Tandrakan.” I don adeh san kon tinan Bersiba akohok nyaran adeh.
GEN.26.34	Len Iso jaha tan asahan hanoh badeh iy sudi Judit uru Basemat, uru badu Hita. Judit badeh nadu Beri ya Basemat badeh nadu Elon. 
GEN.26.35	Uru badeh mwesekei manyah ta Aisik hawe Rebeka bado mwasin bwe.
GEN.27.1	Ano len Aisik i alon handru ma boto-on tan ano badeh, madan agwah ma iy winiyan banyolom kon bwe, eme iy aloh i ta nadun kadok Iso, eme iy tiye tan, “Naduk.” Eme iy anya, “Jo kada-ah.”
GEN.27.2	Eme Aisik tiye, “Jo kada-ah badeh ndra alon ai, jo bala tanan len ta imek tek bwe. 
GEN.27.3	Ou andrei bonara ma nyah tam ma ou a lokei adai ari katin haka ndriliu keme. 
GEN.27.4	Ou juhi nyamon simidin badeh ma ou tiyani keme, eme ya jo udu ndra loken kahis le, jo katehei nyosowan ki tam.”
GEN.27.5	Ya Rebeka badeh ndranuhun sahou nane Aisik asehek i ta nadun Iso. Eme Iso iu ili lokei orou katin haka badeh, 
GEN.27.6	Rebeka tiye i ta nadun Jekop, “Jo badeh anuhun tamam tiye i ta nadu tinem Iso anya, 
GEN.27.7	iy badeh kidi ari katin haka ano iy kajuhiy nyamon simidin badeh kili nan iy kaimon, eme ya udu mada Laban badeh iy katehei nyosowan ki tan, koro-an iy kimek. 
GEN.27.8	Eme ya, naduk Jekop ou anuhun kamwe-es, ma ou an hamon ta sahou tek jo asehek tam dah: 
GEN.27.9	Ou ala kuhi me kasen la-uh keme ya jo kajuhiy ma kamwesekei ki simidin kamwenen ta seken ta tamam. 
GEN.27.10	Ano badeh ou andrei ki na tamam kaimon, ndrakan iy in ndra loken le, eme iy katehei nyosowan kewek tam.”
GEN.27.11	Eme Jekop tiye i ta tinen Rebeka, “Arile nadu tine Iso badeh lamin solo-an ya jo badeh badak lamin bwe. 
GEN.27.12	Ya i buku none tama kanyokar badak kameh, i dah kameh iy anya jo wasai, ma iy kameh madan andra-i tek ma jo kameh winiyan bakohok nyosowan bwe.”
GEN.27.13	Eme badeh tinen tiye i tan, “Naduk, ou anuhun le jo, ou ala andrei me keme, losen tam badeh kameh jo ato-ou.”
GEN.27.14	Eme iy ili andrei eme badeh atehei i mine tinen, eme iy juhiy nyamon i simidin, amwenen le ta seken ta taman Aisik. 
GEN.27.15	Ano badeh Rebeka andrei awin ta kadok tan udu bolo asiu eme, atehei i la-u bwaneh tan Jekop. 
GEN.27.16	Ano iy andrei ku-i me asiniy i bohan ma balen. 
GEN.27.17	Ano iy atehei nyamon simidin nane dah i mine Jekop ma jabi ramen nane lowosani dah.
GEN.27.18	Eme iy ili hawe taman badeh iy anya, “Tama.”
GEN.27.18	Eme taman anya, “Abo naduk, Ou are badeh?”
GEN.27.19	Eme Jekop anya, “Jo tama jo kadok tam, lakou ou nane tiye jo ndramwesekei ai, ou suri ou ma ou aimon katin haka tek, eme ya ou adeu nyosowan keme la-uk.”
GEN.27.20	Eme Aisik anya, “Naduk ou takalahei suwi i buku sah?”
GEN.27.20	Eme iy tiye, “Laban Kindrei badeh atehei len mwasin tek.”
GEN.27.21	Ano Aisik tiye i tan, “Naduk, ou ame mirihik ya jo kanyokar badam, ou badeh naduk Iso handru de bwe.”
GEN.27.22	Eme Jekop i hawe taman Aisik, ano Aisik anyokar iy eme Aisik anya, “Ei, nyaro balen i buku none Jekop arile bohan badeh boha Iso.” 
GEN.27.23	Iy bala tanan iy bala mwasin bwe, tasah lami bohan badeh i buku none nadu tinen Iso; eme badeh iy atehei nyosowan i tan. 
GEN.27.24	Eme Aisik ndremenya, “Ou dah naduk Iso handru?” Eme iy anya, “Ehe, jo handru.”
GEN.27.25	Ano Aisik anya, “Naduk ou tiyani katin haka ndrajuhiy keme jo kaimon, eme ya jo kedeu nyosowan ki tam.” Eme Jekop bwese-ei ili iy aimon; ano iy andrei wa-in ili ma iy a-un le. 
GEN.27.26	Ano Taman Aisik anya, “Ou ame dah ma ou atamas jo.”
GEN.27.27	Eme iy ili badeh atamas iy. Eme Aisik ihon mahu awin tan badeh, ma iy atehei nyosowan i tan ma tiye, “Mahu naduk badeh i buku none kanyeu badu bilin. Laban atehei nyosowan i ta aliy. 
GEN.27.28	Ya Kindrei atehei tam rahu badu kandrah, ma munyak ki mwasin. Iy badeh kedeu tam kalom ma wa-in solo-an. 
GEN.27.29	Ya iri kon munyak tinan badeh katudun ou, ma iri lau kaluh ki tam, ma ou atondrok nadu tinem oro, ma nah badu ndrine tinem oro kaluh ki tam. Ya oro are amwekes maha i tam badeh kakohok isi ma oro are adeu nyosowan i tam kameh akohok nyosowan ale.”
GEN.27.30	Aisik atehei nyosowan i la-u Jekop ano badeh Jekop iu i len ta taman le badeh, nadu tinen Iso udu lokei eme. 
GEN.27.31	Eme iy juhiy nyamon simidin ma bwese-ei i na taman. Ano badeh iy tiye i ta taman, “Tama, ou suri ou ma ou aimon katin haka, eme ya ou atehei nyosowan tam keme la-uk.”
