MAT.1.1	Vitsa katar o Jesus Kristo, šiav katar o David, šiav katar o Abraham. 
MAT.27.32	Kana ankliste avri, von arakhle jekhe manušes anda e Sirena, akharen les o Simon, ai von thode pe leste zor te ningerel o trušul le Jesusosko. 
MAT.27.33	Aresle ande o than kai bušol Golgota, kudo si Šero Nango, 
MAT.27.34	Von dine les te pel mol drabesa hamime; numa, kana vo zumadias, či kamlias te pel.
MAT.27.35	Kana amblade les pe o trušul von hulade leske tsalia, ai khelde pe kon lel le. 
MAT.27.36	Porme von bešle tele, ai len sama lestar. 
MAT.27.37	Te sikaven sostar sas vo dino strafo, ramosarde opral pa lesko šero: Kado si o Jesus, o amperato le Židovongo. 
MAT.27.38	Lesa sas amblade dui čor, jekh pe leski čači, ai o kaver pe leski stingo.
MAT.27.39	Kai nakhenas maren mui lestar, ai miškinas o šero. 
MAT.27.40	Phenenas: Tu kai phařaves o templo, ai kai vazdes les ande le trin dies, skipisavo tu! Te san tu o Šiav le Devlesko, vuli pa o trušul!
MAT.27.41	Le bare raša, le zakonarensa ai le puranensa, vi von asanas lestar, ai phenenas: 
MAT.27.42	Vo skipisardias le kavren, ai vo naštil te skipil pe pes! Te si vo o amperato le Židovongo, ke te vulel pa pesko trušul, ai ame patiasa ande leste. 
MAT.27.43	Vo dias pe ka o Del; ke o Del te skipil les akana, te kamela les. Ke vo phendias: Me sim o Šiav le Devlesko.
MAT.27.44	Le čor, amblade lesa, prasan les sa kadia.
MAT.27.45	De katar mismeri ži ka o trito časo, sas tuniariko pe sa e phuv. 
MAT.27.46	Ai karing o trito časo, o Jesus tsipisardias jekhe hangosa zurale: Eloi, Eloi, lama sabaxthani? si kudia: Muřo Del, muřo Del, sostar muklian ma tu?
MAT.27.47	Uni anda kudala kai sas kothe, ašunde leste, phenenas: Vo akharel le Elia.
MAT.27.48	Ai strazo jekh anda lende našlo te lel jekh dirza, kai pherdias la šut ai, phanglias la pe jekh kaštořo, dias les te pel. 
MAT.27.49	Numa le kaver phenen: Te dikhas te o Elia avela te skipil les.
MAT.27.50	O Jesus mai tsipisardias jekh data jekh hangosa zurale, ai gelotar lesko duxo.
MAT.27.51	Ai eta, e zanaveska ande o templo šindili ande donde, de opral ži tele, e phuv isdraias, le stanki phařadile. 
MAT.27.52	Le groapoševuri puterdile, ai uni staturi le svintsonge kai sas mule živindisaile. 
MAT.27.53	Ankliste avri anda le groapoševuri, von gele ande o foro svinto, ai sikadile ka but žene.
MAT.27.54	O fitsiri kai si baro pe jekh šel ketani ai kudala kai sas lesa t'arakhen le Jesus dikhle ke isdral e phuv ai so areslias, lias len jekh bari dar, ai phenenas: Čačes, kado manuš sas o Šiav le Devlesko. 
MAT.27.55	Sas kothe but žiuvlia kai dikhenas de dural; von gele pala o Jesus de anda e Galilea te služin les. 
MAT.27.56	Maškar lende sas e Maria anda e Magdala, e Maria, e dei katar o Jakob ai katar o Josef, ai e dei le šiavengi katar o Zebedeo.
MAT.27.57	E riat aresli, avilo jekh manuš barvalo anda o Arimate, bušol Josef, vi vo sas vortako katar o Jesus. 
MAT.27.58	Vo gelo karing o Pilato, ai manglias o stato le Jesusosko. O Pilato dias ordina te den les leske. 
MAT.27.59	O Josef lias o stato, phanglias les ande jekh paplano parno, 
MAT.27.60	ai thodias les ande pesko groapoševo nevo, kai sas hunado ande jekh stanka. Porme spidias jekh baro bař angla o groapoševo, ai gelotar. 
MAT.27.61	E Maria anda e Magdala, ai e kaver Maria sas kothe, bešenas angla o groapoševo.
MAT.27.62	Teharin, kai sas o sabato, le bare raša ai le Farizianuri gele ande jekh than paša o Pilato, 
MAT.27.63	ai phenen: Baria, ame diam ame godji ke kudo xoxamno phendiasas, kana vo mai trailas: Trin dies pala kudia me živindiva. 
MAT.27.64	De ordina ke o groapoševo t'avel arakhado ži ka o trito dies, eta ke te na leske vortača t'aven te čoren lesko stato, ai te phenen le narodoske: Vo živindisailo anda le mule. Kudo xoxaimos avela mai baro sar le mai angluno.
MAT.27.65	O Pilato phenel lenge: Tumen si tume kai arakhen, arakhen les sar tume kamen.
MAT.27.66	Von gele te len sama katar o groapoševo. Astarde o bař kai phandavenas anglal ai thode le ketanen te arakhen les.
MAT.28.1	Pala o sabato, kana uštel o dies o mai angluno le kurkesko, e Maria anda e Magdala ai e kaver Maria gele te dikhen o groapoševo. 
MAT.28.2	Ai eta, strazo e phuv isdraias zurales ke jekh andželo le Baresko vulisto anda o čeri, avilo te spidel o bař rigate, ai bešel opral. 
MAT.28.3	Lesko mui sas sar te strefial, ai leske tsalia parne sar o iv. 
MAT.28.4	Kai arakhen isdraile daratar, ai aresle sar mule. 
MAT.28.5	Numa o andželo lias e vorba, ai phenel ka le žiuvlia: Tumen, na daran; ke me žianav ke tume roden le Jesus kai sas amblado pe o trušul. 
MAT.28.6	Vo nai kathe; vo živindisailo, sar vo phendiasas. Aven, dikhen o than kai vo sas tele, 
MAT.28.7	ai žian sigo te phenen ka leske vortača ke vo živindisailo anda le mule. Ai eta, vo žiala angla savořende tumendar ande e Galilea: kothe tume dikhena les. Eta, me phendem tumenge.
MAT.28.8	Von geletar sigo katar o groapoševo, darasa ai but veselimasa, ai von našle te ningeren e viasta ka le vortača. 
MAT.28.9	Ai eta, o Jesus avilo angla lende, ai phenel: Me dav tumen pozdraimos.
MAT.28.9	Von pašile t'asban leske punře, ai von klonisaile angla leste. 
MAT.28.10	Atunči o Jesus phenel lenge: Na daran; žian te phenen ka muře phral te žian ande e Galilea, kothe von dikhena man.
MAT.28.11	Žikin von si pe e vurma, uni ketani kai arakhenas gele ande o foro, ai phende ka le bare raša so areslias. 
MAT.28.12	Kudala, pala ke kjidine pe le puranensa ai avile ande jekh than, dine ka le ketani but love, 
MAT.28.13	phenenas: Phenen ke leske vortača avile riate te čoren les, žikin ame sovasas. 
MAT.28.14	Ai te avela o vladoro t'ašunel, žianasa ame sar te phenas leske te na avela tumen či jekh baio.
MAT.28.15	Le ketani line le love, ai kerde sar sas lenge phendo. Ai kudia viasta geli maškar le Židovuri, ži adies.
MAT.28.16	Le deš-u-jekh vortača gele ande e Galilea, pe o plai kai o Jesus sikadias lenge. 
MAT.28.17	Kana von dikhle les, von klonisaile angla leste. Numa uni či patian. 
MAT.28.18	O Jesus, pašilo, del duma lensa kadia: Sa e putiaria si man dini ande o čeri ai pe e phuv. 
MAT.28.19	Žian, keren anda sa le thema t'aven vortača, bolen le ande o anav le Devlesko, le Šiavesko ai le Svinto Duxosko, 
MAT.28.20	ai sikiaren le te len sama sa so me sikiardem tumen. Ai eta, me sim tumensa sako dies, žikin či getola pe e lumia.
MRK.1.1	Kadia e Nevi Viasta katar o Jesus Kristo, Šiav le Devlesko. 
MRK.1.2	Sar si ramome ande o Esai, profeto:
MRK.1.2	Eta, te tradav angla tute kudales kai phenela ande muřo anav,
MRK.1.2	kai lašiarela tjiri vurma.
MRK.1.3	Si o hango kudalesko kai tsipil ande e pusta:
MRK.1.3	Lašiaren e vurma le Bareski,
MRK.1.3	teliaren leske vurmitsi,
MRK.1.4	O Jono avilo, bolelas ande e pusta, ai phenelas pa o bolimos le keimasko, te aven jertime le bezexa.
MRK.1.5	Sa o them ande e Judea ai sa o narodo ande o Jerusalem žianas paša leste; ai, puřinas penge bezexa, bolenas pe lestar ande o pai o Jordan.
MRK.1.6	O Jono sas pe leste jekh tsolo anda o bal la gumulako, ai jekh prastia mortsiaki krugom o prašav. Vo xalas grastoře ai avdjin sirbato. 
MRK.1.7	Vo delas duma, phenelas: Avel pala mande kudo kai si mai zuralo mandar, ai me či sim harniko te bangiuvav te putrav leske doria le papučenge. 
MRK.1.8	Me, bolav tumen ande o pai; vo, bolela tumen ande o Svinto Duxo.
MRK.1.9	Ande kudia vramia, o Jesus avel anda o Nazaret ande e Galilea, ai boldias les o Jono ande o Jordan. 
MRK.1.10	Sar vo anklelas avri anda o pai, vo dikhlias ke o čeri puterdiol, ai o duxo vulel pe leste sar jekh gulumbo. 
MRK.1.11	Ai jekh hango ašundiol anda o čeri, phenel kakala vorbi: Tu san muřo Šiav kai kamav tu but, ande tute me thodem sa muři dragostia.
MRK.1.12	Strazo, o Duxo spidias le Jesus ande e pusta, 
MRK.1.13	Kai vo sas ande e pusta štar-var-deš dies, te zumavel les o Satan. Vo sas le sirbatone žigeniensa, ai le andželi služisarde les.
MRK.1.14	Pala ke o Jono sas dino ka e kris, o Jesus gelo ande e Galilea, phenelas e Laši Viasta le Devleski.
MRK.1.15	Vo phenelas: E vramia si gata, ai e amperetsia le Devleski si paše. Kein tume, ai patian tume ka e laši viasta.
MRK.1.16	Sar vo nakhelas pe o berego la mariako katar e Galilea, vo dikhlias le Simon ai le Andreas, phral le Simonosko, kai šiude jekh setka ande e maria; ke von sas mašiaria.
MRK.1.17	O Jesus phenel lenge: Aven mansa, ai me kerava anda tumende t'astaren le manušen.
MRK.1.18	Strazo, von mukle penge setki, ai gele pala leste.
MRK.1.19	Gelo tsiřa mai dur, vo dikhlias le Jakob, šiav katar o Zebedeo, ai le Jono, lesko phral, kai, vi von, sas ande jekh čuno ai lašiarenas le setki. 
MRK.1.20	Strazo, vo akharel le; ai, mukle penge dades o Zebedeo ande o čuno le butiarensa, gele pala leste.
MRK.1.21	Von gele ande o Kapernaum. Ai, o sabato, o Jesus dias angla savořende andre ande e khangeri židovitsko, ai vo sikiarelas. 
MRK.1.22	Lenge sas šodo so vo sikiarel; ke vo sikiarelas sar t'avel les zor, ai na sar le zakonaria.
MRK.1.23	Arakhadilias ande lengi khangeri židovitsko jekh manuš kai sas les jekh duxo nasul, ai vo tsipil: 
MRK.1.24	So si maškar amende ai tute, Jesus anda o Nazaret? Tu avilian te xasares amen. Me žianav kon san tu: o Svinto le Devlesko.
MRK.1.25	O Jesus daravel les, phenelas: Aš, ai ankli avri anda kado manuš.
MRK.1.26	Ai o duxo nasul anklisto avri anda kudo manuš, isdraias les pria zurales, ai phurdias baro tsipimos. 
MRK.1.27	Savořen lias len e dar, kadia ke pušen jekh kavrestar: So si kadia? Jekh nevo zakono! Vo porončil zorasa inke pe le duxuri nasul, ai von patian lesko mui!
MRK.1.28	Ai lesko vestimos gelo strazo ande sa le riga krugom e Galilea.
MRK.1.29	Sar anklen avri anda e khangeri židovitsko, von gele le Jakobosa ai le Jonosa ka o kher le Simonosko ai le Andreasko. 
MRK.1.30	E sakra le Simonoski sovelas nasvali; ai strazo dine duma pa late ka o Jesus. 
MRK.1.31	Vo pašilo, vo vazdias la, lias la vastestar, ai strazo o tatimos muklias la. Porme voi služisardias len.
MRK.1.32	E riat, kana pelo tele o kham, andine leske sa le nasvalen ai le bengailen. 
MRK.1.33	Ai sa o foro sas kjidino angla lesko vudar. 
MRK.1.34	Vo sastiardias bute ženen kai sas le sako fialo nasvalimos; vo vi mai dias avri but duxuri nasul, ai vo či mukelas le duxuri te den duma, ke vo žianelas le.
MRK.1.35	Karing e diminiats žikin inke sas pria tamlo, vo uštilo, ai anklisto avri te žial ande jekh than pusto, kai řudjil. 
MRK.1.36	O Simon ai kudala kai sas lesa gele te roden les. 
MRK.1.37	Ai, kana arakhle les, von phenen leske: Sa roden tu.
MRK.1.38	Vo del le palpale: Žias pe kaver than, ande le gava paše, eta te dav duma vi kothe; ke pala kudia me avilem avri.
MRK.1.39	Ai vo gelo te del duma ande le khangeria židovitsko, ande sa e Galilea, ai vo gonil le demonon.
MRK.1.40	Jekh žiungalo nasvalo avel leste; ai, šiudias-pe pe čangende, vo phenel leske milasa: Te kamesa, tu šai vužares man.
MRK.1.41	O Jesus, lias les e mila, thodias o vast, asbadias les, ai phenel: Me kamav, av vužio.
MRK.1.42	Strazo o nasvalimos muklias les, ai vo areslo vužio. 
MRK.1.43	O Jesus tradias les strazo, zurale poronkonsa,
MRK.1.44	ai vo phenel leske: Le tu sama te na phenes khanči khanikaske; numa žia te sikaves tu ka le raša, ai de pala tjiro vužimos so o Moše phendias, eta t'avel lenge marturo.
MRK.1.45	Numa kudo manuš gelotar, vo thodias pe te tsipil opre le dieli ai te puřil, kadia ke o Jesus naštisardias mai te del andre ande jekh foro, vo bešelas avri, ande le thana pusti, ai avenas leste pa sako rig.
MRK.2.1	Uni dies pala kudia o Jesus avilo palpale ande o Kapernaum. Ašunde ke vo avilo ande o kher, 
MRK.2.2	ai kjidinisaile kasave but manuš ke o than angla o vudar naštilas te mai ninkerel len. Vo mothol lenge e Vorba. 
MRK.2.3	Žene avile leste, andine jekhe paralitikos ningerdo katar štar manuš. 
MRK.2.4	Sar naštinas t'aven ži leste, katar o baro narodo, von puterde o čardako le kheresko kai vo sas, ai von vuliarde les katar kudo puterimos pe o pato pe savo o paralitiko sas. 
MRK.2.5	O Jesus, dikhlias lengo patiamos, phenel le paralitikoske: Muro šiav, tjire bezexa si jertime.
MRK.2.6	Sas kothe uni zakonaria, bešenas tele ai phenenas ande pende: 
MRK.2.7	Sar kado manuš del vo duma kadia? Vo prasal. Kon šai jertil le bezexa, te na avela vo o Del? 
MRK.2.8	O Jesus, hatiardias strazo ande peste katar o duxo so von gindinas ande pende, phenel lenge: Sostar si tumen kasave ginduri ande tumare ile?
MRK.2.9	So si mai mišto, te phenes le paralitikoske: Tjire bezexa si jertime, vai te phenes: Ušti, le tjiro pato, ai phir? 
MRK.2.10	Eta, eta tume te žianen ke o Šiav le manušesko si les pe e phuv e putiaria te jertil le bezexa.
MRK.2.11	Me dav tu ordina, phenel vo le paralitikoske: Ušti, le tjiro pato, ai žia ande tjiro kher.
MRK.2.12	Ai, strazo, vo uštilo, lias pesko pato, ai gelo-tar avri angla savořende, kadia sas lenge sa šodo ai vestinas le Devles, phenenas: Ame šoha či dikhliam diela kadia.
MRK.2.13	O Jesus mai anklisto avri karing e maria. Sa o narodo avelas leste, ai vo sikiarelas len. 
MRK.2.14	Kai nakhelas, vo dikhlias le Levi, šiav katar o Alfeo, bešelas pala e skafidi kai pokjinen e taksa. Vo phenel leske: Av pala mande!
MRK.2.14	O Levi uštilo, ai gelo pala leste.
MRK.2.15	Sar o Jesus sas pala e skafidi ande o kher ka o Levi but manuš kai kjiden e taksa le amperatoske ai žene kai nai lengo traio lašio, vi von thode pe pala e skafidi lesa ai leske vortakonsa; ke von sas but, ai gele pala leste. 
MRK.2.16	Uni zakonaria, kai sas Farizianuri, dikhle les ke xal le manušensa kai kjiden e taksa ai le ženensa kai nai lengo traio lašio, phenen leske vortakonge: Sostar xal vo le manušensa kai kjiden e taksa ai le ženensa kai nai lengo traio lašio?
MRK.2.17	Sar o Jesus ašundias, vo phenel lenge: Nai kudala kai si saste ke trubul len doxtoro, numa le nasvalen. Me či avilem te akharav kudalen kai si vorta, numa le bezexalen.
MRK.2.18	Le vortača le Jonoske ai le Farizianuri postin. Von avile te phenen ka o Jesus: Sostar le vortača le Jonoske ai kudala katar le Farizianuri postin von, numa tjire vortača či postin?
MRK.2.19	O Jesus del len palpale: Le vortača le terneske kai ansuril pe šai postin von žikin si o terno lensa? Sogodi si lensa o terno, von naštin te postin. 
MRK.2.20	Le dies avena kai o terno avela lendar lino, ai atunči von postina kudo dies.
MRK.2.21	Khonik naštil te suvel jekh kotor nevo ka jekh tsalia purani; aver fialo, o kotor nevo šinel jekh partia anda e tsalia, ai o šinimos avela mai baro. 
MRK.2.22	Ai khonik či thol mol nevi ande le bočonkuri purane; aver fialo, e mol phagel le bočonkuri, ai e mol ai le bočonkuri xasavon; numa trubul te thon e mol ande le bočonkuri neve.
MRK.2.23	Areslias, jekh dies o sabato, ke o Jesus nakhel maškar o gjiv. Leske vortača, žianas pe vurma, thode pe t'ankalaven simintsi. 
MRK.2.24	Le Farizianuri phenen leske: Eta, sostar keren von so nai slobodo te keren o sabato?
MRK.2.25	O Jesus del len palpale: Či gjindian tume šoha so kerdias o David, kana sas bokhalo ai manglias te xal, vo ai kudala kai sas lesa. 
MRK.2.26	Sar dias vo ande o kher le Devlesko, pe e vramia kana sas o baro rašai o Abiatar, ai vo xalias le manře dišade pe o altari, kai slobodo ferdi le rašange te xan, ai inke vo dias ka kudala kai sas lesa!
MRK.2.27	Porme vo phenel lenge: O sabato si thodino le manušenge, ai nai ke o manuš si thodino le sabatoske; 
MRK.2.28	kadia o Šiav le manušesko si o birevo vi pe o sabato.
MRK.3.1	O Jesus mai dias andre ande e khangeri židovitsko. Vo arakhlias jekhe manušes kai sas lesko vast šuko. 
MRK.3.2	Von lenas sama pe o Jesus, te dikhen te sastiarela vo o dies o sabato; sas te thon pe leste beda. 
MRK.3.3	Ai o Jesus phenel le manušeske kai sas lesko vast šuko: Ušti, kathe angla savořende.
MRK.3.4	Porme phenel lenge: Si slobodo, o dies o sabato, te keren mištimos vai te keren nasulimos, te skipis jekhe manušes vai te mudares les?
MRK.3.4	Numa von ašile mutsi.
MRK.3.5	Atunči, dikhel pe lende vuřitsimasa, ai vi mai nekežime anda lengo zuralimos ande o ilo, vo phenel le manušeske: Vazde tjiro vast.
MRK.3.5	Vo vazdias les, ai lesko vast sastilo. 
MRK.3.6	Le Farizianuri ankliste avri, ai strazo von kjidinisaile le vortakonsa le Herodoske te len sama sar te xasaren les.
MRK.3.7	O Jesus gelotar karing e maria peske vortakonsa. Jekh baro narodo gelo pala leste anda e Galilea; ai anda e Judea, 
MRK.3.8	ai anda o Jerusalem, ai anda o Idumea, ai anda inčial o Jordan, ai krugom katar e Tira ai o Sidon. Jekh baro narodo, sikionas so vo kerel, aven leste. 
MRK.3.9	Vo thodias peske vortakon te ninkeren leske jekh tsinořo čuno, eta te na avel kjidino katar o narodo. 
MRK.3.10	Ke, sar vo sastiarelas bute ženen, sa kudala kai sas len nasvalimata šiudenas-pe pe leste t'asban les. 
MRK.3.11	Le duxuri nasul, kana von dikhenas les, denas čanga angla leste, ai tsipinas: Tu san o Šiav le Devlesko. 
MRK.3.12	Numa vo delas len poronka pria zurales te na phenen kon si vo.
MRK.3.13	Vo atunči anklisto pe o plai; vo akhardias kudalen kai vo kamlias, ai von avile paša leste. 
MRK.3.14	Vo alosardias deš-u-don, t'aven lesa, kai akharel le apostoluri. Ai te tradel len te phenen e Laši Viasta 
MRK.3.15	ai te del len e putiaria te gonin le demonon. 
MRK.3.16	Eta le deš-u-dui kai vo thodias: O Simon, kai akharel les Petri; 
MRK.3.17	o Jakob, šiav katar o Zebedeo, ai o Jono, phral le Jakobosko, dias lenge o anav Boanerges, kai si kudia šiave katar o řondeto; 
MRK.3.18	o Andreas; o Filipo; o Bartelemi; o Matei; o Tomas, o Jakob, šiav katar o Alfeo; o Tade; o Simon o Kananito; 
MRK.3.19	ai o Juda Iskariot, kudo kai bikjindas le Jesus.
MRK.3.20	Vo gelo ande o kher, ai o narodo mai pašilo, kadia ke vo ai leske vortača naštinas te mai xan. 
MRK.3.21	Le niamuri le Jesusoske, ašunde kudo, avile te len les; ke von phenenas: Lias pe avri anda e godji.
MRK.3.22	Ai le zakonaria, kai vuliste anda o Jerusalem, phenenas: Lias les o Beelzebul; si katar o prinso le demonongo ke von gonil le demonon.
MRK.3.23	O Jesus akharel le, ai phenel lenge paramičensa: Sar o Satan šai gonil vo le Satan? 
MRK.3.24	T'avela jekh amperetsia huladi, kudia amperetsia naštil te ninkerel. 
MRK.3.25	Ai t'avela jekh kher t'avel hulado maškar peste, kudo kher či ninkerela. 
