MAT.1.1	Abraham nu David, David nuo Jisu Khrista shühye lüsida; 
MAT.26.48	Süsa Pu tüsü küto maoe sü mhüzü zasi püh püh puko prü die; I vo die mbo sü kütoo sü pu zoho, neko Pu tüyi te zi püh mata. 
MAT.26.49	Si die pu Jisu ce pheri die, Küveo thiyite, Kümüthao; zidie Pu mbo sü. 
MAT.26.50	Süsa Jisu pu yisü, A züh-o, no dipühna hice bata; zisü, Süsa puko vori die puko be püh Jisu yo sü die Pu tüyita. 
MAT.26.51	Sücesü Jisu züh kütako mipüh pu be yho pra pu zesho süzühyi die püh pethiküzhoo cetami püh ni müta va. 
MAT.26.52	Süri Jisu pu yisü, n zeshoo püh u balü süla vate, kükrenamoli, zesho sühyo kütimi zesho yono kata zoto küti na, zita. 
MAT.26.53	Me, no I tsühi ri Apoce sho sü lize Pue tüyoshoyimi legion küriküna küzü ri kütsüh süyi lho lizu lü ba me? 
MAT.26.54	Eli, süzi ta lize dibi die Kütholüsilü züko thi tsühyi ta? zita. 
MAT.26.55	Sütücesü, Jisu thüma kroo yisü, neko zesho mo sühdü püh die kürügomi kütü bi die atü to vori zü me? I tüsonha Kürüsucelü neko züh ba die mütha vori zo, eli, sücesü neko a tüyi mo. 
MAT.26.56	Eli mha hikohi thi kütae kütholüsilü sadzühküse züko po tsühyi küto na zo, zisü. Süsa müthaküyiko Pu kha va die ta tso ta.
MAT.26.57	Süsa Jisu tü küyiko Pu züh die pethiküzhoo Caiaphas celü, lüsiküseko mo mülhiko vo Küngu kübara vota. 
MAT.26.58	Süri Peter-e u küla pe zova tozu die Pu sa müdzi zo Pethiküzhoo celü vo die; sülüno pu cetako zühbata. 
MAT.26.59	Süsa pethiküzhoko, mülhiko mo müthi kühu mütüri Jisu dokhri va küto na; Puyo kütho kümo zhopoko phu süta. 
MAT.26.60	Eli, kücezü zhopo kükro vori zori puko zhopo utü pühri ngoyi mota, Künuco mi küna vori die sü; 
MAT.26.61	Po küti Thüma hiohi po die, I-e Jihova rüsuceo dorhü va die zhosüh nha süo thi la sü vayi vezo, ziyo ho; zita. 
MAT.26.62	Sücesü Pethiküzhoo süri die sü Pu yisü, No mhapühri küla sü Iho zo me? N kümütsu zhopoko hi dibi ta? 
MAT.26.63	Süri Jisu kümükrethi bata, Süsa Pethiküzhoo Pu yisü, I-e Jihova rhüh tayo kütio zalüno rüshu zo die poto, süosü noe Jihova nuo Khrista zo me mo sheri hace po süte, zita. 
MAT.26.64	Jisu pu yisü, No posü vazo; süzori I nce potü süto; Hisa nekoe Thümanuoe Kükuthoo zaco bayi die tüyono kümhülü vori küzü ngoto, zita. 
MAT.26.65	Süsa Pethiküzhoo pu khüne cerhü die sü, Pu Jihova kütha zü pote, ukoe tsüsa dipüh zhopo kükre phu sa ta? Yhie nekori Pu Jihova kütha khü seyite, zita. 
MAT.26.66	Nekoe dipüh Iü yoa? zisü. Pükoe pola die sü, Pue sata sü ta zo, zita. 
MAT.26.67	Süsa pükoe mhütsa püh Pu züyo sü, duthü püh Pu vü mo kükrekoe bezi püh Pu vü, sidie sü; 
MAT.26.68	No Khristao, sopühno n vü sheli tha sadzühküse zü hace po süte, zita.
MAT.26.69	Sücesü Peter-e ceta shozuco barü, rülimi pü püh puce vori die sü, No ri Galileemi Jisu züh tayo zoe, zita. 
MAT.26.70	Eli, Peter süko mütü mhüzülüno mo lizo die sü, No dipüh po ba sheli I se mo, zita. 
MAT.26.71	Süsaripu ceta pari tice rülimi kükre püh ri pu ngo sü die süce kübako yisü; Thüma hio ri Nazaretmi Jisu züh tayo zo, zita. 
MAT.26.72	Süri pu moli zo die rüshukhu zo die sü, I thüma süosü semo zo, zita. 
MAT.26.73	Süsa zaco, süshice kübako püce vori die sü; Nori püko dolü mipüh zo küthozo, n züpolüno n seyi tazo, zita. 
MAT.26.74	Sücesü pu rüshu büh zo die sü, I thüma süo semo zo, zita. Mo süzisü mütha thüvü khuta. 
MAT.26.75	Süsa Peter-e, Jisu pu yisü, No tsüzi thüvü kükhu mhüzü va süh a müla tato; süzi küma jüo rükravoriyi; Sidie pu shozu vo die kra püh kümüre thita.
MAT.27.1	Süsa tüso pari mütha pethiküzhoko mu thüma dolü mülhiko mütü vori Küngu die puko Jisu müzho die Pu dokhri va küto na kürüthi. 
MAT.27.2	Sidie puko Pu phayi die züh vo Pontius Pilate puko nadelü governor belü süva. 
MAT.27.3	Sücesü Judas Pu tü küsüoe mi Jisu müzho küva ngo sü die pülü kümüzhe shüh die rüka sühmüriko khi la püh vo pethiko mo mülhiko prü die sü. 
MAT.27.4	I-e küzho küdimi püh thüza mükrü too küzü hi phomate; zita. Süri puko sü, süsü hayo mo ntho lüyite; zita. 
MAT.27.5	Süsa pu rüka süko kügü püh Kürüsucelü sü va die ta vo pütho kürüshokhri ta. 
MAT.27.6	Süsa pethiküzhoko rüka süko pühyi die sü, hihi thüza ma zo tina püh raka bühlü küsü thüzho mo, zita. 
MAT.27.7	Süna puko kürüthi die, rüsomi kükhrüh thi thi küto na rüka süko püh le küthio yi pro püh khriyi. 
MAT.27.8	Süna tsüdo ri yi süo püh thüza yi, zidie ciyo. 
MAT.27.9	Sücesü, thazü Jeremiah sadzühküseo po; I-e Israelmi nuneko humi po Pu ma shepüh kümüta bi die; puko rüka sühmüri pühyi die, 
MAT.27.10	Süh vo Nyepoo ace po küsü bi die püh le küthio yi, khriyi, zi püh kümüta züo po tsühyi küto na.
MAT.27.11	Sücesü Jisu rüna sülü governor mhüzülü tha küyice governor Pu kütso die sü, No Jewmi küdeo me? zita. Jisu pu yisü, N küpo sü zo, zita. 
MAT.27.12	Sülize, pethiküzhoko mo mülhiko Pu kümüzho zü po zü zori Pu mhapühri küla mota. 
MAT.27.13	Sücesü Pilate Pu yisü, puko n kümütsu zü di thüdüpüh po ba sheli no se ba mo me? zisü. 
MAT.27.14	Süri Jisu pu khü küla sü shemo zo küta na küzhoo po pu malhü thita.
MAT.27.15	Sülize thünye süo tülü sü küzhooe thüma kroo müdo kütso die küzümi püh kha küsü thüzho tayo. 
MAT.27.16	Sücesü pükoe küzü zalemi püh pu za Barabbas li küti püh ba. 
MAT.27.17	Süna puko vori küngu küyice, Pilate puko kütso die sü, A po sopüh kha püh neko küprü neko nü ta? Barabbas to me? Jisu Khrista li kütio ta? zisü. 
MAT.27.18	Kükrenamoli, thüma hikohie Pu ngo puko ro die Pu tü küsü Pilate-e se küba na. 
MAT.27.19	Süzomori pue sheti balü ba kütice pu cemi-e shoyi püh kütsüh püce sü die, No thüma kümatho hio yo mhapühri thi hite, kükrenamoli, I tha a mholüno Pu na kümüzhe shüh zo küti thi ho, zi küta na. 
MAT.27.20	Süri pethiküzhoko mo mülhikoe Barabbas shoyi mo Jisu püh gu va no die makroo kühi ta. 
MAT.27.21	Sücesü küzhoo püko yisü, unyi mi küna dolü apo sopüh-o püh neko küprü neko müdo ta? zisü. Mu pukoe sü Barabbas li kütio to li zita. 
MAT.27.22	Pilate püko yisü, süze apo Jisu Khrista li kütio püh dibi va ta? zisü. 
MAT.27.23	Puko mütü sü, pu püh guva te; zita küzhoo la sü, Pu dipüh thi kükri küva na ta? zisü. Süri puko se mütoku die sü, Pu püh gu vate; zita. 
MAT.27.24	Süsa Pilate-e ku küyio moli mha kübvüku pari ta küzü ngo die, zü püh vori die makroo mhüzülü pu be mütüdie sü, netho pete, I thüma kümatho hio za na küjo ayo di ho, zita. 
MAT.27.25	Süzi küsüce thüma mütü se die sü, pu za po hayo ri mo hanu hane yori vorite, zita. 
MAT.27.26	Süsa pu Barabbas kha püko prüva, mo pu Jisu vü sü die pu püh guva no die kha puko belü süva.
MAT.27.27	Süsa governor riwhumiko po Jisu züh die müthi kühu celü lü mo riwhu kroo mütü vori die Pu hu püyi ta. 
MAT.27.28	Sidie puko Po khüne celhü va die khüne müreve küti püh khi püh Pu yo gu sü; 
MAT.27.29	Süsa puko tsahu kürepüh küde pirüh thiyi die püh Pu piyo sü, mo tükhrathü püh püh Pu be u zaco sü. Sidie shetü Pu mhüzülü prü Pu krühnyi die, Judako küdeo küveo thiyite zi bata. 
MAT.27.30	Sidie puko mhütsa püh Pu rüshu mo tükhrathü püh Pu pi vü. 
MAT.27.31	Süsa puko Pu krühnyi küti thoko thitsüh küvasa Pu khüo Ihüva die Pu tho Pu khüo khi püh Pu yo sü. Sidie Pu püh guva tozu die Pu züh tata. 
MAT.27.32	Süze puko tavo küzüce Cyrene püh pu za Simon li küti püh ngoyi die pu kümu thi püh pu po Jisu cross püh. 
MAT.27.33	Süsa püko Golgatha, uco mi pi khuro li küti thüthi pühlü vori küyice; 
MAT.27.34	Puko khübühzü püh kükhrozü sa küre kütipüh Pu po kra nosü, süri Pu süo mütha die kra muta. 
MAT.27.35	Süsa puko Pu püh guva die Pu khüne ri püh cethi khüle thiva die puko tho küzayita. Süosü sadzüh küseo po püh kümüta, Puko tho a khüne küzayi, mu puko a khüneko yo cethi khüle thi; zi püh kümtao thitsühyi kütona. 
MAT.27.36	Sidie puko süce ba die Pu khü bata. 
MAT.27.37	Süsa puko Pu pi mhuyo Pu kümüzho zü tho die, Hiohi. Jisu, Jüdami küdeo zi püh ma. 
MAT.27.38	Sücesü kürügomi küna, mi püh Pu zaco mo mi püh Pu veco zidie püh Pu sa gu püh ma, 
MAT.27.39	Sücesü thüma pheliphe küti mütü pigü die Pu kürhe die sü; 
MAT.27.40	No kürüsuce dorhü va die zho süh nha thi lasü va kütoo, N tho n külayite, No Jihova nuo kütho lize; cross yono ta kiri te, zi bata. 
MAT.27.41	Süsü bi pethiküzhoko ri lüsiküseko mo mülhiko züh die, Pue mi kükremi külayiyo, eli, 
MAT.27.42	Pu tho Pu külayi lho, mhaceno Pu Israelmi küdeo lize, Pu tho tsühi cross yono ta kiri te, sülize hari Pu mülüyi to; zi die Pu krühnyi bata. 
MAT.27.43	Pu Jihova mülüyo erü, Pue Pu zühyi to lize, Pupo tsühi Pu küla süte, Kükrenamoli, Pue I Jihova nuo zo, zi die poyo kütina. 
MAT.27.44	Süzomoli Pu sa gu pu küzü kürügonyi zori süsü bi die Pu kürhe ta.
MAT.27.45	Süsa bavüdo shorüh-o lüno vo thücio kütso cejü mütü zühbüh pü bata. 
MAT.27.46	Süze bavüdo thücio müsühce Jisu se müto die sü, Eli, Eli, lama sabacthani, püco, A Jihova, A Jihova, No dithi die a kha va laha? zita. 
MAT.27.47	Sücesü thüma süce küthakoe süo se küsü ce sü, Thüma hio Elijah ci ba te, zita. 
MAT.27.48	Süze püko mi püh-e rükri ta vo die mha kümütsükhü püh kükhro zülü sühyi die püh vo Pu po kra no die püh Pu prü. 
MAT.27.49	Eli kükrekoe sü, hilu note, Elijah ta vori die Pu küla sü to me lho sheli uko pe za balu khe, zita. 
MAT.27.50	Süsa Jisu müyi müto la sü die Pu rüpü kha sü va. 
MAT.27.51	Mo sütü tülüsü Kürüsucelü khü lhapüh kümüzüo pu pilü lüno prü u küla kütso kro küna thi ta, cejü ri rüna ta, mo kütsüko ri prota. 
MAT.27.52	Mo mhakhreko ri pata, sülize züh küta kümüsami kükro ri la süri ta. 
MAT.27.53	Mo süko mhakhreko lüno pari die Pu rhühlasü kütasa rüna kümüsaolü vo die thüma kükro mhüngo thita, 
MAT.27.54	Sücesü riwhumi kra mhü küzhoo mu pu züh tha die Jisu khü kübakoe; ceyice sü küta mo mha thi kütako ngo sü die, müprüh püh kümüre thi die sü, Hiohi Jihova nuo kütho zo, zita. 
MAT.27.55	Sülize Galilee lüno Jisu sa müdzi die Pu shoyi thi küvori thünomi kropüh ri, rapeco ba die mhako pe ba. 
MAT.27.56	Süko dolü Magdalin Mary, Jacob mo Joseph nyi zu Mary mo Zebedee nunyi zupü, süzi ba.
MAT.27.57	Süsa thüva vori küyice, Joseph, Arimathiami künemi püh, püri Jisu sadzi thi kütami püh vori. 
MAT.27.58	Pu Pilate ce vo die Jisu mo sho, mo Pilate-e süo püh pu prüsü nosü. 
MAT.27.59	Süsa Joseph thümoo pühyi die linen khü kümüsa pühlü küzüyi die; 
MAT.27.60	Süh vo pu tho tsüpüh ho püh kümüta pühlü khrühva, sidie kütsü künyepüh kütu püh mhakhreo müka va die tata. 
MAT.27.61	Süze Magdaline Mary mo Mary kükrepü unyi mhakhreo mhüzülü bata.
MAT.27.62	Sülize mha küsühküti tüsoo sa nha Phariseeko mu pethiküzhoko vori de Pilate mhüzülü Künguyi. 
MAT.27.63	Sidie pukoe sü, Küzhoo, mi küdoyo küti thüma hiohi Pu rhüh kübace, I zho süh nha rhühlasü tato, zi küti küpo ha rükra ba le; 
MAT.27.64	Süna zho süh kütso mhakhreo khü münu bayi küto azah khasü te, Kükrenamoli, Pu sadziko tüzüh züh vori die Pu mo rügo püh tata die thümako ceno Pu küsa lüno rhühlasü te, zidie po ta küto kümüprüh na, sülize kümüda thülakoe thürako ceri süku tato, zita. 
MAT.27.65	Pilate puko yisü, rikhu zühyi die neko tho vo thiyi küvethe khü vayite, zisü. 
MAT.27.66	Süna puko ta vo mhakhreo yo thishühthi kütsüo yo soma vüva die rikhu kha püh khü mata.
MAT.28.1	Süze kürülüzho tsüh ta die deobado thürao thita to küzüce, Magdaline Mary mo Mary kükrepü unyi mhakhreo pe tozu die vo. 
MAT.28.2	Mo Yhie sücesü ceyice sü mürüh shühta, kükrenamoli, Nyepoo shoyiooe tüyono kiri die kho mhakhre talüno kütsüo phü kütu va die süyo baba küta na. 
MAT.28.3	Pu züe ve püh tü küprüh küsü bita; mo pu khüne müga püh makrekro bita. 
MAT.28.4	Sülize, rikhukoe Pu kümüprüh thono puko sü künakütu püh küsami bi pu züta. 
MAT.28.5	Sücesü tüyo shoyioe thünonyi yisü, Nenyi müprüh hite, kükrenamoli nenyie mi Jisu gu küvao phuzü zo küti I se küba na. 
MAT.28.6	Pu hilü ba mote, Pu po küsü bi, die rhühla süte, pheri die Pu püh kümüzü thilü pete, zita. 
MAT.28.7	Süna ta mha vo die Pu küsa lüno rhühlasü küta püh Pu müthaküyikoce posüte, Mo Yhie! Pu neko züra sü Galileelü vo ta züho, neko sülüno Pu ngoyi to, ho, Yhie, I nekoce posü vaho zita. 
MAT.28.8	Süsa pünyie müprüh mo unyi nü püh kümüre thi die ta külülhü mhakhreo prüh vo müthaküyiko ce po sü kütona vota. 
MAT.28.9	Sidie unyi tavo küzüce, Yhie! Jisu vori unyi züh küsühyi die sü, Küveo thiyite, zita. Süce pünyi tavo Pu phe sho pühyi die Pu rüsu ta. 
MAT.28.10	Süsa Jisu unyi yisü, nenyi müprüh ta hi die ta vo a sazühneko po ta Galilee lü vo no die po süte. Puko sülüno a ngoyi to ho, zisü.
MAT.28.11	Süsa pünyi vo küzüce, Yhie! Rikhuko humi rüna nadeolü vori die mhathi kütako püh pethiküzhoko ce po sü va. 
MAT.28.12	Sidie ukoe mülhiko züh Künguyi die puko züh kürüthi die rüka kükro püh rikhuko prüva. 
MAT.28.13	Sidie puko yisü, nekoe Pu müthaküyiko tüzüh-o vori die hako züh küzülü Pu rügo püh tata ho, zi küti po va te, zita. 
MAT.28.14	Mo mhaceno mha hikohi se sü küzhoo nyilü lü ta lize hako tho münu die pu rüthi va to mo, sidie neko mürhüyi tato, zita. 
MAT.28.15	Süna puko rükao pühyi die, puko tarho küsü bi die pota, süna tha kütso Jewmi dolü zü hihi süh po küye tata.
MAT.28.16	Süsa müthaküyi kürikünako ta sü Galileelü cejüthu pühyo hizü Jisu puko ce po püh küma yo vota. 
MAT.28.17	Sidie puko Pu ngo küyice prü Pu rüsa ta, eli humi külüdo ta. 
MAT.28.18	Mo Jisu pükoce vori die pükoce mhapo die sü, Tüyo rimo cejü ri küku mütü kha a prüve. 
MAT.28.19	Süna neko ta vo die thüma mütü mütha püh a sadzi thiyi, sülize Poo, Nuo mo Kümüsa Rüpü zalüno süko püh dzülu pu süyi te; 
MAT.28.20	Sidie puko po I nekoce po küsüko thi mo zühyi kütona mütha süte. Sülize, Yhie! I künu künu kütso ri neko züh süh ta zoto süzi sü. Amen.
MRK.1.1	Poo Nu Jisu Khrista züyiküve shühdü. 
MRK.1.2	Thazü Isaiah sadzüküseo lüsidalü; yhie, N zü küngomhuzü I a shoyio kütsüh süto. Pu n shoko küsüh süto. 
MRK.1.3	Mipüh nhalü sedie, nieko Nyepoo sho küsühyite. Pu shopriko thi kümüziyite; zidie; thopüh kümüta bi die; 
MRK.1.4	John nhatsa lüno dzülu püh mi prü, mu mipo u küphoma lü rüdeyi die küjo vayi küto dzülu küpü po püh mi mütha. 
MRK.1.5	Sidie mi Judea cejü mütü mu Jerusalem lüno ta vori die u küphoma phra sü die Jordan rü lüno dzülu pü vethiyi. 
MRK.1.6	Süze John hi Utma khü be, thigi shepha püh pu shepha, kopre mu mükhidzü ti. 
MRK.1.7	Sidie pu mi mütha die, Mi püh asa vori küzüo sü a ceri kuku; I nekü prü Pu pheku riphrüyi sümo. 
MRK.1.8	Ie dzü lüno neko püh dzülu pü vori kütho zo, eli Pu Kümüsa Rüpü lüno neko püh dzülu püto, zita.
MRK.1.9	Süsace Jisue Galilee cejü lü Nazareth lüno voridie Jordan lün John po dzülu püh Pu prüsü. 
MRK.1.10	Mu dzü lüno ta prari mütha Pu tü rüko küsü ngo, sidie Kümüsa Rüpüo mükhro bi die kiri Puyo bayita. 
MRK.1.11	Sücesü tüyo mhakhü püh vori die po küti; No sü a nu a khrüthoo, I n ngo a künüthoo zo, zisü. 
MRK.1.12	Mu süzi mütha Rupüo tho pu hü zü nhatsa lü vota. 
MRK.1.13	Süze pu zho hieda nhatsalü ba die Satan po Pu küdo; sidie Pu sülü nhathiko züh ba; süri tüyo shoyimiko Pu shoyi thi bata.
MRK.1.14	Süsa mi John tü püh küdüce lü sü küva sa, Jisue Galilee lü vori die Poo küdie züyiküve po püh mi mütha die sü; 
MRK.1.15	Putü sü yite, Poo küde sü müno tote, ne lü küdeyi die züyiküveo mülüyite, zita. 
MRK.1.16	Sidie Pu Galilee dzükütü shicota vo küzüce, Pu Simon mu pu sazüh-o Andrew unyi khuma püh zülü kügü zü die ngoyi, uni khu kütümi zo tila. 
MRK.1.17	Süze Jisu uni yisü, Neni asa müdziyite, süze I neni po thüma kütümi thi tato, zisü. 
MRK.1.18	Süzi sü mütha uni u khuma khava die ta Pusamüdzita. 
MRK.1.19	Süsari Pu taza phe küzüce Zebedee nu James mu pu sazüh-o John uniri püzu lü uni khuma mükhu ba die ngoyi. 
MRK.1.20	Süsa Pu vapühlü punyi cisü, mu punie puni po Zebedee mu u zhokhri züh küta shoyiko kha püzu lü müzü va die ta Pusa müdzi ta. 
MRK.1.21	Süsa puko ta sü Capenaum lü lüri küyice, kürülüzho nha Pu tasü Synagogue lü lü die mi mütha. 
MRK.1.22	Mu mi Pu kümütha züko la mi malhü thita; kükrelamori, Pue lüsiküseko bi mo die u kuku künethomi püh thi die mi mütha küta la. 
MRK.1.23	Sülize, kürüsüce sülüsü müsakümo rüpü po u kübü kütami püh ba, mu pue se die sü; 
MRK.1.24	Nazareth Jisu! No hazüh dipüh thita? No hamüka vato vori züme? No sopüh sü küti I se ba, No Poo Kümüsao zo, zita. 
MRK.1.25	Süze Jisu pu küthi die sü, Cuthi tayi mu pu lüno ta prari tayi, zisü. 
MRK.1.26	Sücesü müsakümo rüpüoe thümao müthimünyi shuh va die se müto zo die prarita. 
MRK.1.27	Süsa thümako u malhü thi die puko tho udolü kütso die, hihi dibi ta la ha? Kümütha kükre püh te! Puküku neshühdie müsakümo rupüo küthi mu süko ri Pu khü züh küta hi! Zita. 
MRK.1.28	Sidie Pu kümülee vapüh lü Galilee mu sühzanu mütü se vota.
MRK.1.29	Süsa puko Synagogue lüno prari mütha; James mu John ni sa die puko ta sü Simon mu Andrew ni celü vota. 
MRK.1.30	Sücesü Simon ne zu rüce die uzilü zü rü pukoe sü pü jüh püh vo Pu ce po mha sü. 
MRK.1.31	Süze Pu sü pü ce pheri die Pu be ceyi die phu süti pu rüce la mhata. Sidie sü pü puko shoyi thita. 
MRK.1.32	Süsa thüva nace lü küta sa thümakoe küthi küni kükrekre kütiko mu thürü küsü po u kübü kütako züh Pu ce vori. 
MRK.1.33	Mu rüna sülü thüma mütü vori die cekha ce künguyita. 
MRK.1.34	Sidie Pu küthi kükrekre thi küta kükro thi nve sü, mu küsü rüpü kükro ri huva, mu süko pori züpo muta, kükrelamori, sükoe Pu sopüh sü ti se küba la.
MRK.1.35	Süsa Pu küshuo tüso münu kümolü süri die ta mi küdilü vo küsho thi bata. 
MRK.1.36	Süze Simon mu pu züh kütako ta Pu phu vori die pungo küyice. 
MRK.1.37	Pu yisü, thüma mütü nphu züte, zisü. 
MRK.1.38	Mu Pu süko yisü, uko ta rüna kükreolü ri vo die apo sülüri zhopo thi sü khe, kükrelamori I süsü la küvori zo tila, zita. 
MRK.1.39	Sidie pu Galilee mütü lü vo puko Synagogueko lü vo puko Synagogueko lü lü zhopo thi mu küsü rüpüko huva.
MRK.1.40	Süsa leprami püh vori Pu mhuzülü shetü tsü Pu ce sho die; No n müdo lize a thi kümüsayi vezo, zita. 
MRK.1.41	Mu Jisu pu phimüzhe küta la Pube chopü punyi die sü, A müdo zo, No müsayi tate, zisü. 
MRK.1.42	Sülize Pu züpo sü mütha lepra sü puyono di mhata, sidie pu müsayita. 
MRK.1.43	Süsa Pu süo ce po die, No püh mipüh ceri pohi zote. 
MRK.1.44	Eli vo die ntho npüh sekrüo müka sü die Moses-e po küsü bi nthi kümüsayi küta rütho thipüh puko ce süte. 
MRK.1.45	Süzi sü die pu kütsüh va. Eli Pu ta pra die mhathi küta süo püh po kümüre thi shühdü ta. Süla Pumhulhe thi zo zü nade lü lüriyi sü ta die nhatsalü bata, mu thinyi mütü lüno thümako Pu ce vori.
MRK.2.1	Süsa ri zho hu sa Jisue Capernaum lü lüri, mu thümakoe Pu celü vori ba küta seyita. 
