MAT.1.1	Lungolo lwa Yesu Kilisto, kibelei cha Daudi, ngi kibelei chu Ulaimu.
LUK.12.54	Yesu ngaulenge kabe nkengeni gwa bandu, “Apamagabona maunde gakapitila kingonu cha kundonde, nnenganga, ‘Ula majikoma,’ nakweli ukoma. 
LUK.12.55	Apamubona upepo gukubanda gukagugumaga, nnenganga, ‘Mapaba niliuke lele,’ na kweli kube. 
LUK.12.56	Mangwetomwe makandendemundu mmanyangite kulondola upepo na maunde ni ilebe yu kumbengu kwa nike kumanyaje mangobu ganga?
LUK.12.57	“Mbone kuotolangaje mmene kumanya minhalo ja mbone jukamula? 
LUK.12.58	Maana anda jumunnemwite ampeleka kamaakama yakabi mbaya kwinu kuchikachana nakwe milingiti tango undela, ibe akaikaje kumpeleka nnongi ja akimu na akimu akampange ku nkolongwa jwa manjolinjoli, na angweto kummeka mukipungo. 
LUK.12.59	Nannengela kweli, mpitaje mwenio mpaka apampakujomole kulepa senti ja kujomola ligambo linu.”
LUK.13.1	Mangobu genia bandu bange ngabaika, ngabannenge Yesu nhwalo gwa bandu ba ku Galilaya abakomigwe na Pilato na myai jabe ngajangabana na myai ji inyama yabapanganga lilumbo kwa Nnoongo kwa Nnoongo. 
LUK.13.2	Yesu ngabajanga, “Magambu bandu ba ku Galilaya bena bakomigwa kwa magambu genia mpemele kube benia bakiba akabaja kupeta bange aka Galilaya? 
LUK.13.3	Nannenge kweli, na mangweto uyo pangalapa malemwa ginu mpakuwaganga anda bange pabawaga. 
LUK.13.4	Andaje baba komi na nane abagwelile nnala kwako ku Siloamu, ngabaweganga, nkitanga bombe bakibanga akabaja muno kupeta bandu bowa ba Kuyelusalemu? 
LUK.13.5	Nannenge nyeneje, angweto bakiba na malemwaje nambu mangweto pangalapa majambi ginu, manhwaganga anda bombe.”
LUK.13.6	Kubokapenia, Yesu ngabalengela kulandanakia kongo, “Mundu jumwe akiba nankongo gwa ngokwa ya zabibu munng'onda gwakwe. Mundu jwenio ngajenda kupala kutongola ngokwa, nambu aikolije. 
LUK.13.7	Ngannengela nkamumaengo jwakwe, ‘Nnole, kwa yaka itatu inke kupala ngokwa ya nkongo gongo, nambu mbatiteje kilebe. Muwekete! Kwanike ntumia lutuba lwa lutope panga kilebe?’ 
LUK.13.8	Nambu jwenio ngannyanga, ‘Ananhota, tuleke kabele chaka cheno, manutindikia ntalu nukujela mbolea. 
LUK.13.9	Anda upambike ngokwa manicha, nga chwapi, andaje bai muweketage.’ ”
LUK.13.10	Yesu akiba akabolela munyumba ji kugongalela lichoba lya Kupomolela. 
LUK.13.11	Pena pakiba na munkege jumwe ojwakiba ntamwe kwa yaka komi na nane, magambu nchepela. Mmele gwakwe gukiba na kindunduma ngachipula kujema gwicho. 
LUK.13.12	Yesu apammona ngankema nukunenge, “Makege, mme agabwa kitamwe chinu kinnekite.” 
LUK.13.13	Yesu ngammekela maboko gakwe kingobucho mmele gwakwe ngalama kabele, ngannumba Nnoongo.
LUK.13.14	Nambu nkolongwa jwa nyumba ja kugongalela ngabachimwa muno magambu Yesu annamia munkege jwenio lichoba lya Kupomolela. Yene ngabalenge bandu babakonganinge penia, “Nkwetingite machoba sita ga kamu maengo, bai nhwikange machoba genia bannamiange itamwe inu, nambu makaikangaje lichoba lya Kupomalela!”
LUK.13.15	Penia Angwana ngabajanga, “Mangweto makandendemundu! Mene kati jinu kabi annyogolile ng'ombe jwakwe andaje liponda lyakwe kupita mukitundu ajende kunywe mache, ata ikabi lichoba lyene nga lya Kupomalela? 
LUK.13.16	Ngoe, pamba abi biti Ulaimu jwombe Lichetani likate kunnemaya kukingobu cha yaka komi na nane. Bo, ikiba kuwalaje kunnyogolela kutabigwa kwakwe lichoba lya Kupomalela?” 
LUK.13.17	Apalenga genia, akangondwa bakwe ngabalola oni nambu bandu bange boa ngababeganga na laa kwa magambu ga ilebe ikolongwa yoa eyibantendile.
LUK.13.18	Yesu ngakonya, “Kingwana cha Nnoongo kilandine nanike? Nenganakia na nike? 
LUK.13.19	Nga anda mbeju njokonjoko ikemigwa haladali eyapandite mundu jumwe kunng'onda gwakwe, ngimalika na kube nkongo. Ijuni yu kunani ngichenga miu jakwe mu ndambi yakwe.”
LUK.13.20	Ngakonya kabele, “Nenganakia na nike Kingwana cha Nnoongo? 
LUK.13.21	Nga anda amila ejibatoi amama bamwe ngabatindagana na madebe mabele na nusu ga unga, penia unga gwoa ngutupa.”
LUK.13.22	Yesu pajenda Kuyelusalemu ngapete kunnyini na kuijiji, kutangacha Nhwalo Gwambone. 
LUK.13.23	Mundu jumwe ngakonya, “Bo, Angwana, bandu abapakomboligwa nga achoko?”
LUK.13.23	Yesu ngabalengelanga, 
LUK.13.24	“Nkachanange kujingila kwa kupetela nniango ogubi nchokochoko, gambu bandu mabajiganga kujingila nambu baotolangaje. 
LUK.13.25	Mangobu magaika penia akola nyumba bamajinuka nu kujigala nniango, mangweto mijemanga panja na kutumbu kutaukana nniango nukulenga, ‘Angwana mutujogolele nniango.’ Nambu bombe binnyanga ‘Nummaanyije mmokanga kole.’ 
LUK.13.26	Namangweto mitumbula kunnengela, ‘Twe nga baba tatulila nakunywe pamwe na mwenga, na mwenga ngammola muijiji ito.’ 
LUK.13.27	Nambu bombe bilenga ‘Numanyije mangweto mmokanga ko, mmokange pamba, mangweto nkamwa mabaja.’ 
LUK.13.28	Nga apapapakube na nguto na kuyaga mino, mangobu apampakabonanga Ulaimu na Isaka na Yakobo na akalondoli boa babi mukingwana cha Nnoongo, nambu mmeni mangweto nnekeligwe panja! 
LUK.13.29	Bandu mabaika kuboka kumbwani na kundonde, kuboka kuchanya na kubanda na kutama pa mpapala Mukingwana cha Nnoongo. 
LUK.13.30	Elo, ababi bukujomolela bibaganga bu kutumbula, na ababi bukutumbula biba bukujomolela.”
LUK.13.31	Mangobu ugogo, Mafalisayo na bandu bange ngabannyendelela Yesu ngabannengela, “Mmoke pamba nnyabule paali pange, kwa magambu Helode apala kunkoma.” 
LUK.13.32	Yesu ngabajanga, “Nnyendange makalengele alibwea nyene, ‘Leleno na malabo mengamichepela na kalamia akatamwe, na lichoba lya tatu nijomolela liengo lyango.’ 
LUK.13.33	Ata nyenie, kwa leleno, malabo na papacha, mpaka nyendeke na mwanja gwango, kwa magambu telaje nnondoli akomigwe panja ja Yelusalemu.
LUK.13.34	“Mwe ma Yelusalemu, Mwe ma Yelusalemu! Makomanga akalondoli na kaputa maganga akapakachi ba Nnoongo abakingite kwinu! Palenga nyigite kuikongola ingota yinu kwango andi ngoko apaikongola yana yakwe nkati ja mapapanilo gakwe, nambu mapaije. 
LUK.13.35	Aja! Nyumba jinu jiba ukeba. Nannengelanga, umonaje kabe mpaka apampa kulenga, ‘Alumbigwe ojwaika kuliina lya Angwana.’ ”
LUK.14.1	Lichoba limwe lya Kupomalela Yesu ngajenda kulye chakulya kachakwe kilongoi jumwe jwa Mafalisayo, na bandu ngabannolekeya Yesu kukunhwingikia. 
LUK.14.2	Nnongi jakwe Yesu pakiba na mundu jumwe ojwakiba na kitamwe cha kutupa mmele. 
LUK.14.3	Yesu ngabakonyanga akaboli ba Malagilo ga Musa na Mafalisayo, “Bo kweli andaje ipaligweje kunnamia mundu Lichoba lya Kupomalela?”
LUK.14.4	Nambu angweto ngaba tamanga nu. Yesu ngankamu ntamwe jwenio, ngannamia na nganneka ajabule. 
LUK.14.5	Kingobutu ngabalenge, “Beneke kati jinu bombe mwana jwabe andaje ng'ombe jwabe akajingi mulibomba kabi bampiitije ata ikabi Lichoba li Kupomalela?” 
LUK.14.6	Angweto baotolingije kunnyanga.
LUK.14.7	Yesu ngaba bona angweto abakokigwe apabakiba bikikipambula paali pa ichima, ngabalengelanga kulandanakia kongo, 
LUK.14.8	“Anda mundu ankokite kumpapala gwa kutola akege, makatamaje paali pa ichima, iotwile akokigwe nngwana jonge jwambone kumpeta mwenga, 
LUK.14.9	na akola nyumba, abankokite mangweto mabele, mabaika nukunnengela, ‘Malekele benia kitebu chenie.’ Penia mpakola oni nnongi ja boa na ipaligwa kujenda kutama kunyuma. 
LUK.14.10	Nambu anda bankokite kumpapala gwa kutola akege, ntama paali pa mwicho ibe nkolanyumba apapakuika annengele, ‘Aganja, nhwike nnongi pano, paali pambone muno.’ Penia mamiba nikibumo nnongi ja boa abatamangite pamwe na mwenga. 
LUK.14.11	Kwa magambu jwajotijola ojwa kitondobe aba kuuluigwa na ojwa kiuluya aba kutondobigwa.”
LUK.14.12	Penia Yesu ngannengela na benia abakokite, “Anda mapanganikiinge mpapala nalumu andaje kimuyo, makakokangaje akaganja binu andaje akanuna binu andaje akalonga binu akandamya ajinu ababi binu uloi bakaikangaje na benia mabankokanga, namwenga mamma bannepite chache echi matendelinge. 
LUK.14.13	Ipaligwa apameka mpapala, makokange akaocho, abalemile, nangwaba na bangalola, 
LUK.14.14	na mwenga mamma mpatite upeele, kwa magambu benia bakwetangitije chu kunnepa. Gambu Nnoongo mampa malepo ginu mangobu bandu bina mojo gwambone apabapakuyoka.”
LUK.14.15	Jumwe jwa abatamangite pamwe na Yesu apajowa genia ngalenga, “Mbaya mundu ojwa pakutama nu kulye chakulya muki Ngwana cha Nnoongo.”
LUK.14.16	Yesu ngajanga, “Mundu jumwe akabeka mpapala nkolongwa ngabakokanga bandu ajingi. 
LUK.14.17	Kingobu cha mpapala pikiika ngantuma mmanda jwakwe bakalenge bandu baike ilebe yowa ilenganile! 
LUK.14.18	Nambu ngabatumbulanga jumwejumwe kujopa balekekeyange. Ju kutumbula ngannenge mmanda, ‘Emile nng'onda na yene mbaligwa kujenda kulola, nanji nannyopa unneke nakaikaje kumpapala gwinu.’ 
LUK.14.19	Jonge ngalenga, ‘Emile ng'ombe komi ya kulema na mbaligwa kujenda kuijiga nannyopa unneke.’ 
LUK.14.20	Jonge ngalenga, ‘Nanji ndoi akege na yene otoje kuika.’
LUK.14.21	“Mmanda jola ngabuja kangwana mundu ngalenga goa. Angwana mundu ngabachimwa muno nu kunnenge mmanda jwakwe, ‘Nnyende chokwe kundela na kila kimbatikwa chi kilambo makakeme baikange pamba akahocho na bangalola na nangwaba na abalemalinge boa.’ 
LUK.14.22	Kuboka penia mmanda jola ngalenga, ‘Angwana ilebe yoa ngamwile anda apaunengile, nambu kiigi chumbi chimwe.’ 
LUK.14.23	Angwana bala ngabannenge mmanda, ‘Nnyende kundela na kila kimbatikwa makaamuliche bandu baikange mpaka nyumba jango jitwelele. 
LUK.14.24	Nannenge kweli mmoa kutenda boa banakokangite ojwapakupaya chakulya cha mpapala gwango!’ ”
LUK.14.25	Penia nkengeni nkolongwa gwa bandu pabannyendelela Yesu, ngabatendebukia ngabalenge, 
LUK.14.26	Mundu jwajwoa ojwaika kwango nenga anda nukumbalaje ne kupeta awamundu na amamundu na aanamundu ni ingota yabe na akalombo mundu na akakolo mundu na mwene, kuotoje kube napunji jwango. 
LUK.14.27	Jwajwoa jwangapotola nchalaba gwakwe nu kungengama kuotoje kube napunji jwango.
LUK.14.28	“Magambu beneke panakati jinu ojwapala kuchenga ulingo nukutama otije kubalanga aimanye ilebe ipaligwa anda maijomolelage? 
LUK.14.29	Andaje kuboka pukuchimika tu eke nukuchipula kujomola na bandu kunhweka, 
LUK.14.30	kulenga, ‘Mundu ojo ngatumbu kuchenga nambu ajomwileje.’
LUK.14.31	“Andaje Nngwana jwako ojwapala kujenda ukomana na Ngwana nnyakwe, nukutama otije nu kuwacha maotolage, kwa matyala gakwe elufu komi nu kujomana na jwajo juna matyala alufu ichilini? 
LUK.14.32	Andaloi maotoje mabatuma apakachi kujopa malobe ga tengela nakongo abi kutaali na Ngwana jwenio. 
LUK.14.33	Uyo abije na jumweje kati jinu ojwapa kube napunji jwango anda nikiilekaje ilebe yakwe yowa.
LUK.14.34	“Mwinyo chwapi, nambu anda andauoite kulaa kwakwe, kuotoje kubukia kulaa kwakwe. 
LUK.14.35	Kulaaje nakwa lutopije nakwa lutubaje, bandu kulekela tu. Juna machikilo ajoe!”
LUK.15.1	Lichoba limwe akatocha kodi na bina mabaja ajingi ngabajenda kumpenekeya Yesu. 
LUK.15.2	Mafalisayo na akaboli ba Malagilo ga Musa ngabatumbu kuchonjoya, “Munnolakeye mundu ojo! Babandakila bina mabaja, na kabe atenda kulye nabo.” 
LUK.15.3	Yesu ngabajanga kwa kulandanakia,
LUK.15.4	“Nhwacha panakati jinu jumwe anda akweti mambelele makomi komi, anda nnoi kube limwe liobite ntenda bole? Mpakagaleka gaga makomi tisa na tisa papongote nu kujenda kulipalapala lyale eliobite mpaka mulibone. 
LUK.15.5	Anda mulibweni mpakuala mwojo nu kulipoto pilipamba 
LUK.15.6	nu kubuja nalyo kachakwe. Na kakema akandami ajinu na akamaganja binu pamwe na kalenge benia, ‘Mbi na laa muno nilibweni limbelele lyango iliobite. Aja tuinange!’ 
LUK.15.7	Uyo, nannenge, papakube na laa kumbengu kwa magambu ga mundu jumwe kulapa mabaja gakwe, kupeta bandu makomi tisa na tisa ababikibona bambone, bangapala kugaleka malemwa gabe.
LUK.15.8	“Andaje nnolabo? Tulenge akiba munkege jumwe anda akweti uloi komi anda aoite jimwe atenda bole? Apamba lumuli, nu kupyagila nyumba joa na kupala kwa kuingakia muno mpaka kuibona. 
LUK.15.9	Anda ajipatite, mabakemanga akaganja mundu na akandami mundu nu kulenga, ‘Nhwalalilange pamwe na nenga, magambu nupatite uloi gwango oguobite.’ 
LUK.15.10	Uyo nannengelanga, nga apabapakualalilanga akapakachi ba Nnoongo kwa magambu ga juna malemwa jumwe ojwalapa.”
LUK.15.11	Yesu ngajendekea kulongela, “Pakiba na mundu jumwe ojwakiba na ingota ibele ikanalome. 
LUK.15.12	Nchokujola ngabalengela awamundu, ‘Awawa, umbe ulichi gwango.’ Bombe ngababaganakia mali gabe. 
LUK.15.13	Kuboka pa machoba machoko, nchokujola ngaucha ulichi gwakwe, ngaboka mwanja na uloi gwakwe ogwa patite, ngajabwa kilambo cha kutaali kwenio ngajomola uloi gwoa kwa ilebe ya kipuchi. 
LUK.15.14	Apajomola uloi gwoa, ngukupiti njala ngolongwa mukilambo chenie, jwombe ngatumbu kulolalola. 
LUK.15.15	Ngajopa liengo kwa akola kilambo bakwenio bombe ngabampeleka kunng'onda gwakwe kugape chakulya magolobe. 
LUK.15.16	Alokalela kulye mangai agagalya magolobe, nambu akibaje mundu ojwampile kilebe chukulye. 
LUK.15.17	Apatumbula kolamalango, ngawacha, ‘Mboni babi akakamwamaengo ndu ba awabango abalye na kuigaya, na nenga nhwe njala? 
LUK.15.18	Mamuja kawabango na kalengela, Awawa, nijilemwite mbengu, na mwenga uyo nannemwite. 
LUK.15.19	Mbaligwije ata ukemigwa mwana gwinu. Undendi andi jumwe jwa akakamwa maengo binu.’ ” 
LUK.15.20	Ngatumbu mwanja gwa kubuja ka awamundu.
LUK.15.20	“Apakiba tango abi kutaali, awamundu ngaba mmona, na kwamwojo gwa kia ngabammutakila, ngankumbatila. 
LUK.15.21	Mwana ngabalengela, ‘Awawa, nijilemwite mbengu na mwe uyo nannemwite. Mbaligwije ata ukemigwa namwana binu.’ 
LUK.15.22	Nambu awamundu ngabalengela akapakachi bakwe, ‘Nnyombaketange! Nnetange ngobo inachwapi makankwindiyange! Makankwindiyange pete ni ilatu! 
LUK.15.23	Manchinjilange likoga eliatite, tulye nu kualalila! 
LUK.15.24	Kwa magambu ga manango jono akiba awile, nambu ngoe abi mmomi, akate kuoba, nambu ngoe abonikine.’ ” Ngaba tumbu kutenda mpapala.
LUK.15.25	“Mangobu genia akakamundu bakiba tango kunng'onda. Apakiba akabandakila kachakwe, ngajoa ilulu na ng'oma. 
LUK.15.26	Ngankema mpakachi jumwe, ngankonya, ‘Kibi nike?’ 
LUK.15.27	Mmanda jwenio ngannengela, ‘Nnuna gwinu abujite ukaja, na awabinu banchinji likoga eliatite kwa magambu bampatite abi telatela.’
LUK.15.28	“Kakombo jwenio nkolo ngabe nililaka na ngakana kujingila unyumba. Awamundu ngabapita panja nukumpembela ajingile unyumba. 
LUK.15.29	Nambu jwombe ngabajanga, ‘Nkombakele! Yaka yoa nammegalile, nanakanaje amuli jinu. Umbi nike? Umbije ata mwana mbui jumwe nakatendi mpapala na akaganja bango! 
LUK.15.30	Nambu mwana gwinu ojwajitine uloi gwinu kwa upuchi pamwe na akangongola, kingobu tu apaika manchinjile likoga eliatite!’ 
LUK.15.31	Awamundu ngabannyanga, ‘Manango, mwe mmi pamwe na nenga machoba goa, na kila echimbinacho nga chinu. 
LUK.15.32	Ngutupaligwa kutengenecha mpapala na kualalila, kwa magambu ununa gwinu jono, akiba awile, nambu abi momi, akiba aobite, nambu ngoe abonikine.’ ”
LUK.16.1	Yesu ngabalengela akinapunji bakwe, “Junauloi jumwe na mpakachi jwakwe. Mpakachi jwenio akatekopakigwa kube alile uloi gwa mundu jumwe, 
LUK.16.2	Mundu juna uloi jola ngankema, ngannengela, ‘Nga nhwalo nike ogunujoa kwinu mwenga? Mmalange eya mpatite na eibokite ya uloi gwango, kwa mana nhwotwije kube mapakachi kabele.’ 
LUK.16.3	Mpakachi jola ngawacha, ‘Angwana bamengite liengo lya ukongola, ngamula nike? Kujenda kulema nhotwije, kujenda kujopajopa andi akahocho nga oni. 
LUK.16.4	Elo, manyi lyu kamula! Ibe apabapakumenga liengo, bandu bambokelange kachabe.’
LUK.16.5	“Ngabakemanga abalongigwa na anahota mundu, jumwe. Ngannenge ju kutumbula, ‘Nnongigwa uloi nnenga na angwana bango?’ 
LUK.16.6	Jwenio ngajanga, ‘Mapipa makomi komi ga mauta ga uto.’ Kalani jola ngalenga ntole likalatachi eliandikwe ligambo linu, ‘nhwandika makomi nhwano.’ 
LUK.16.7	Kuboka penia ngankonya jonge, ‘Mwenga nnongigwa uloi nnenga?’ Jwombe ngajanga, ‘Magunia makomi komi ngano.’ Kalani ngalenga, ‘Ntole likalatachi linu eliandikwe ligambo linu nhwandika makomi komi pa nane.’
LUK.16.8	“Angwana mundu ngabannumbalila kalani jwenio jwanga aminika, kwa magambu ga kalamuka kwakwe, magambu bandu ba padunia jenje akakalamui kupeta bandu abanhwamini Nnoongo.”
LUK.16.9	Yesu ngajendekea kulongela, “Na yenie nannenge mmekange maganja na bandu kukutumia ilebe ya padunia, ibe pampakujomola bampokele kubwomi gwa machoba goa pangapela. 
LUK.16.10	Mundu jwajwoa ojwaba kuaminika kwa kilebe kichokochoko na kikolongwa uyo na jwangaaminika kwa kilebe kichokochoko na kikolongwa uyo kuaminikaje. 
LUK.16.11	Anda mmi kuaminikaje kugoya uloi mmaja gwa padunia, beneke abapakunkamuya kugoya uloi gwa kweli oguboka kwa Nnoongo? 
LUK.16.12	Anda mangweto kuaminikaje kugoya ilebe ya mundu jonge, beneke abapakunkamuya ilebe inu?
LUK.16.13	“Abije mmanda jwaotwile kabegelela akangwana abena, magambu apakunchimwa jumwe nu kumpala jonge andaje apakulongwana na jumwe na kummembula jonge. Kuotoje kummegelela Nnoongo nu ilebe.”
LUK.16.14	Kingobu Mafalisayo pabajoa genia goa, ngabammembula Yesu magambu angweto bakate kupala muno uloi. 
LUK.16.15	Yesu ngabalengela benia, “Mangweto mikibekanga kube mabandu bambone nnongi ja bandu, nambu Nnoongo ajimanyi myojo jinu. Magambu ilebe ibonekana yambone nnongi ja bandu yamboneje nnongi ja Nnoongo.
LUK.16.16	“Malagilo ga Musa na majandiko ga akalondoli ba Nnoongo gakiba gakatangachigwa mpaka kingobu cha Yohana Mmatichi, kutumbu penia Nhwalo Gwambone gu Kingwana cha Nnoongo kutangachigwa na kila mundu ajingi kwa makakala. 
LUK.16.17	Nambu kindema kwa mbengu na dunia kujomoka kupeta lunembo lumwe lwa Malagilo ga Musa kuboya.
LUK.16.18	“Mundu jwa jwoa ojwanneka nhwanamundu nu kutola jonge munkege atenda ngongola, na munalome ojwantola munkege ojwalekine na angwana mundu, atenda ngongola.
LUK.16.19	“Pakiba na Mundu juna uloi na akwinda ngobo ina bei ngolongwa muno na kubeka mipapala machoba goa. 
LUK.16.20	Na penia pakiba na nhwocho jumwe liina lyakwe Lazalo, jwenio akiba na ilonda mmele gwoa na bakibanga kummeka ku mundu juna uloi panniango. 
LUK.16.21	Ahyobalela kulye imbolopolo itola kuboka pa mecha ja juna uloi. Na imbwa ngiika kunnamba ilonda yakwe.
LUK.16.22	“Nhwochojo ngajomoka na akapakachi kuboka kumbengu ngabantola kummeka papipi na Ulaimu kumbengu. Na mundu juna uloi ngajomoka ngabanchika. 
LUK.16.23	Mundu juna uloi pakiba akapotekigwa kumambi, ngajinula mio gakwe ngammona Ulaimu kutaali na Lazalo papipi nakwe. 
LUK.16.24	Ngakema kunonoya, ‘Awawa ana Ulaimu, umone kia, muntume Lazalo ata ikabi kuchwika tu lukonji lwakwe umache, alupe laa lulimi lwango, magambu ndenda kupotekigwa muno na mwoto gongo!’
LUK.16.25	“Nambu Ulaimu ngalenga, ‘Nkombakela, gwe manango, ngantama na laa ilebe ina chwapi yoa ngampata, na Lazalo ngapata mabaja. Nambu ngoe Lazalo abi mukupomolela na mwenga ntenda kupotekigwa. 
LUK.16.26	Nayene panakati ja twe na mangweto pabi na libomba likolongwa, ibe mundu ojwa pala kuika kongo akaotoje na mundu ojwaboka kongo kuika kwenio akaotoje.’ 
LUK.16.27	Mundu ojwakiba nu uloi ngajanga, ‘Bai awawa lele nannyopa muntume Lazalo ajende kachabe awabango, 
LUK.16.28	magambu ngweti inunu yango nhwano bakelebuye kamwa mabaja ibe bakaikaje kongo kupotakigwa.’
LUK.16.29	“Ulaimu ngajanga, ‘Inunu inu bakweti majandiko ga Musa na akalondoli, bakakelebuya baleke mabajowanga.’ 
LUK.16.30	Mundu juna uloi ngajanga, ‘Awawa ana Ulaimu yeneje nambu anda mundu ayokite kuboka kwa abawile kajendelela mabalapa.’ 
LUK.16.31	Jwombe Ulaimu ngalenga, ‘Anda kajowangaje majandiko ga Musa na akalondoli ba Nnoongo, bajobokangaje ata mundu akayokite kuboka kwa abawile.’ ”
LUK.17.1	Yesu ngabalenge akinapunji bakwe, “Iwechikinije pakapitije ipengu eijambukia malemwa, nambu kulaga kwa mundu jwenio ojwapakijambuki ipitile! 
LUK.17.2	Ikabi mbaya kwa mundu jwenio kutabigwa pantandala libwe likolongwa lya kuyagila na kulekaligwa kubaali, kuliko kunnyambukia jumwe jwa akachoko aba kutenda malemwa. 
LUK.17.3	Ntamanga maha!
LUK.17.3	“Andi nnunagwinu annemwite, mankelebuye, anda alapite, mannekekeye. 
LUK.17.4	Na anda annemwite mala saba kwa lichoba, na kila mangobu akabuja kwinu akalenga, ‘Napite,’ ipaligwa munnekekeye.”
LUK.17.5	Achandundame ngabalenge Angwana, “Mutujonjekeye imani.”
LUK.17.6	Angwana ngabajanga, “Na ati makabi na imani njokochoko andi mbonje njokonjoko andi ya aladali, kabi nhwotolinge kulenge nkongo gongo gwa nkuju, ‘Nnyikuke makakipandakile kubaali,’ kabi gunnyalite.
