MAT.1.1	Jesus Kristo, Dawi panaa, Abaraãm panaa. Hahỹ ta wahë makũ sa häd heen n'aa kerih doo:
LUK.2.46	Tamawoob däg kän mä sa ǟh Pas-kowa jawén paa bä m', rabawyyd kän P'op Hagä Do tób n'aa yt hã m'. Mosees ky n'aa jaw'yyk do ma mehetëk do mahang mä tabasooh. Tamaa newëë mäh, teaanh mä sa hã. 
LUK.2.47	Sahõnh hẽ Jesus maa napäh do rahyb n'aa meuunh mä tahapäh do hã m', tah'yy ganäng do hã m'. 
LUK.2.48	Ti m' ta ỹỹn ta patug daheeh rabahapäh bä m' rah'yy gabedo bong mäh. Ti m' ta ỹỹn ky hadoo:
LUK.2.48	—Hëd n'aa tii d' mabahadoo ãã hã, tah ỹỹ? —näng mäh. —Õm ãã esoos, õm ãã hyb n'aa tón —näng mäh.
LUK.2.49	Ti m' Jesus ky hadoo:
LUK.2.49	—Hëd n'aa ỹ bë esoos? Nepäh bë hã Ee tób bä né paawä ti ỹ bë baw'yyt? —näng mä Jesus.
LUK.2.50	Dooh m' ta ỹỹn rah'yy genä bä tii d' tahanäng do hã. 
LUK.2.51	Ti m' tababaaj hõm kän sa sii. Baad mä taky daheeh sa hã. Baad mä Marija benäm ta ti ta h'yyb gó. 
LUK.2.52	Awëë gëët mä Jesus. Anäng mä ta hã kä tahapäh doo. P'op Hagä Do kamahǟn ta hã, ta wób na-ããj rakamahǟn.
LUK.3.1+LUK.3.2	Ti m' 15 ta baab tabahado däk bä m' Tiberijo häd näng do Roma bä tabag'ããs noo gó, tabanawäng hẽnh P'op Hagä Do ban'oo kän mä ta panyyg Jowãw hã, ta wób tamaher'oot hyb n'aa. Sakarija m' Jowãw yb. Ti noo gó, Judah häj n'aa bä Pon-Sijo Pirato häd näng do sa wahë n'aa. Garirej häj n'aa bä, Eróts häd näng do sa wahë n'aa. Eróts hỹỹj mä Pirip häd näng doo, Itureej, Tarakonit häd enäh do häj n'aa bä m' sa wahë n'aa. Risããn häd näng doo, Abirẽn häj n'aa bä sa wahë n'aa.
LUK.3.3	Ti m', P'op Hagä Do panyyg Jowãw gado däk jawén paa bä kä m', tamaher'ood hõm mä sahõnh hẽ tamii Joradãn nabyy me habong doo. Taher'oot sa hã raberéd hõm hyb n'aa nesaa doo, ranu kemuun hõm hyb n'aa nesaa do raberéd hõm do heen n'aa, P'op Hagä Do awug hõm hyb n'aa nesaa do sa h'yyb tym gó hanäng doo.
LUK.3.4	Hahỹỹ da P'op Hagä Do ky n'aa rod Isajas häd näng do erih do paa Jowãw ky n'aa:
LUK.3.4	“Hahỹỹ da tabanawäng bä her'oot do kyyh:
LUK.3.4	Bë tyw n'aa bak'ood däg da Tak'ëp Hyb N'aa Jawyk Doo.
LUK.3.4	Baad ub da bë tyw n'aa daj'aah.
LUK.3.5	Bë geh'aa hõm gaderoh doo.
LUK.3.5	Bë epug hõm wajau doo, waëë na-ããj hẽ.
LUK.3.5	Bë deja hõm ta tyw n'aa gajeroh doo.
LUK.3.5	Bë benyyw däg baad ta tyw n'aa.
LUK.3.6	Tii bä da sahõnh hẽ badäk hahỹỹ hã habong do rahapäh da
LUK.3.6	nyy da P'op Hagä Do ji tabed'ëëp nesaa do mahǟnh.”
LUK.3.7	Ti m' hajõk rakata däk Jowãw wë ranu kemuun hyb n'aa. Ti m' Jowãw ky hadoo sa hã:
LUK.3.7	—Aw'yy p'yym näng do taah hadoo bëëh! —näng mäh. —Nyy da bë ed'oo bë kejën nesaa do bë hã P'op Hagä Do banoo do mahǟnh? J'ooj madäk doo me bë ed'oo bë nu kemuun nesaa do mahǟnh. 
LUK.3.8	Taw'ããts hẽ pooj jé bë metäh te hub tado bä nesaa do bë eréd hõm bä. Bë metäh hanäm do hã bë moo bok do hã. Bë daab yb manä Abaraãm panaa bë hanäk do hã. Bë edoo manäh: “Ãã P'op Hagä Do gadoo Abaraãm panaa ãã bahadoo do hyb n'aa.” P'op Hagä Do karẽn bä, tahajaa hahỹ pä tawareem bä Abaraãm panaa rado padäg bä —näng mäh. 
LUK.3.9	Edaa däk h'yy kawanereem do P'op Hagä Do ky n'aa etyy doo. Aj'yy myym joom kóm pa tadahëë däk do tabagëëm hyb n'aa hadoo tii. Sahõnh hẽ joom tëëg neaak do tagëëw jat da, ti tabaju hõm da —näng mä Jowãw kyyh.
LUK.3.10	Ti m' rabeaanh ta hã:
LUK.3.10	—Nyy d' ãã bad'oo hỹỹ kä?
LUK.3.11	Ti m' Jowãw ky hadoo:
LUK.3.11	—Pawóp hẽ saroor näng péh, sét tanoo saroor tamah pé hã. Waa näng doo, tanoo waa tamah do waa ta waa uuh —näng mä Jowãw kyyh.
LUK.3.12	Ti m' sa wahë n'aa dajẽẽr n'aa gedaag n'aa an'aa mä Jowãw wë tanu gemuun hyb n'aa.
LUK.3.12	—Ma matëg —näk mäh. —Ãã ẽnh, nyy d' ãã bad'oo?
LUK.3.13	Ti m' Jowãw ky hadoo sa hã:
LUK.3.13	—Bë wad'ii manä ta wób —näng mäh. —Dooh ta bahǟnh bë ets'ẽẽ sa hã dajẽẽr. Jããm hẽ bë ets'ẽẽ Roma buuj ky kajäk doo —näng mäh.
LUK.3.14	Ti m' warahén reaanh:
LUK.3.14	—Ãã ẽnh? Nyy d' ãã bad'oo? —näk mä warahén sa kyyh.
LUK.3.14	Ti m' Jowãw ky hadoo:
LUK.3.14	—Bë eǟm manä ta wób dajẽẽr rabanoo hyb n'aa bë hã. Bë ky n'aa tapa manä daap hẽ ta wób. Bë h'yy gadeja dajẽẽr bë wahë n'aa bë hã rep'aak do hã, bë hyb n'aa hũũm manä ti bahǟnh —näng mä Jowãw sa hã.
LUK.3.15	Ti m' hajõk do t'ĩĩ hẽnh kat'aa do rah'yy kahas'ããp Jowãw hyb n'aa. Sa h'yyb gó m' rahyb n'aa newëë. Sa h'yyb gó m' raky hadoo: “Hahỹ né g'eeh P'op Hagä Do H'yyb Däng Doo, Kristo häd näng doo?” 
LUK.3.16	Ti m' Jowãw ky hadoo sa hã:
LUK.3.16	—Ỹ ti hỹỹh, bë ỹ nu gemuun naëng me. Ti awät da tak'ëp hyb n'aa jawyk do bahǟnh ỹỹ. Hã ỹỹ, ỹ hyb n'aa sakog its ta hã. Ti hyb n'aa dooh ỹ haja bä ta tsyym suun kabo n'aa ỹ do bä
LUK.3.17	Tsyt hẽ tabetyn hõm da P'op Hagä Do karẽn do moo heb'ook doo, tsyt hẽ ta wób. P'op Hagä Do karẽn do moo b'ook doo, banäm doo hẽnh tabetyn hõm, tabanesaa hẽnh ta wób, aj'yy ta nahëë me tetyn hõm do hadoo tiriig ta bóg mahǟnh. Ta joom ag tiriig tabataa ta tób n'aa yt hã. Ta bóg taju toonh tëëg hõõ me, nadëëk doo me —näng mä Jowãw kyyh Kristo ky n'aa hã.
LUK.3.18	Hajõng mä Jowãw her'oot sa hã. Panyyg wób gó tabeh'ũũm. Baad tametëëk sa hã. Panyyg hanäm do taher'oot mä sa hã.
LUK.3.19	Ti m' Jowãw nabuuj gedoo mä Garirej häj n'aa wahë n'aa Eróts häd näng doo, ta hỹỹj ỹỹm, Erodija, tagat'ëë däk do hyb n'aa. Hajõng baad nadoo do wób Eróts moo wät do hyb n'aa na-ããj hẽ Jowãw nabuuj gedoo mä Eróts. 
LUK.3.20	Ti m' ti bahǟnh tabegyyts wät. Tamejũũ mä Jowãw radawäts gëët ragadahew'ëës doo gó.
LUK.3.21	Ti m' ragadahew'ëës doo gó radawäts g'ëëd pooj jé m', hajõk do Jowãw nu gemuun bong bä m', Jesus na-ããj mä tanu gemuun wät. Tanu gemuun bä m', Jesus ky n'aa etsẽẽ bä m', wë kabasëëts wät. 
LUK.3.22	Ti m' P'op Hagä Do Sahee ahyng mä ta wë gurii-i hadoo mäh. Ti m' hỹ pong jé naa tamaa ena kän P'op Hagä Do kyyh. Hahỹỹ da m' ta kyyh:
LUK.3.22	—Õm tah ỹỹ, tak'ëp ỹ kamahǟn up doo. Baad ỹ mah'yyb n'yym —näng mäh.
LUK.3.23	30 ta baab Jesus bahado däk bä m' tadu doo tamoo wät do sa mahang.
LUK.3.23	Joséh t'aah red'oo mä Jesus.
LUK.3.23	Joséh yb makũ häd Eri.
LUK.3.24	Eri yb makũ häd Matat.
LUK.3.24	Matat yb makũ häd Rewi.
LUK.3.24	Rewi yb makũ häd Mew-Ki.
LUK.3.24	Mew-Ki yb makũ häd Janaj.
LUK.3.24	Janaj yb makũ häd Joséh.
LUK.3.25	Joséh yb makũ häd Matatijas.
LUK.3.25	Matatijas yb makũ häd Amos.
LUK.3.25	Amos yb makũ häd Naũm.
LUK.3.25	Naũm yb makũ häd Eseri.
LUK.3.25	Eseri yb makũ häd Nakaj.
LUK.3.26	Nakaj yb makũ häd Maat.
LUK.3.26	Maat yb makũ häd Matatijas.
LUK.3.26	Matatijas yb makũ häd Semej.
LUK.3.26	Semej yb makũ häd Josek.
LUK.3.26	Josek yb makũ häd Jodah.
LUK.3.27	Jodah yb makũ häd Jowanan.
LUK.3.27	Jowanan yb makũ häd Resa.
LUK.3.27	Resa yb makũ häd Serubab.
LUK.3.27	Serubab yb makũ häd Saratijéw.
LUK.3.27	Saratijéw yb makũ häd Neri.
LUK.3.28	Neri yb makũ häd Mew-Ki.
LUK.3.28	Mew-Ki yb makũ häd Adih.
LUK.3.28	Adih yb makũ häd Kosãn.
LUK.3.28	Kosãn yb makũ häd Ew-Madãn.
LUK.3.28	Ew-Madãn yb makũ häd Eer.
LUK.3.29	Eer yb makũ häd Josuwéh.
LUK.3.29	Josuwéh yb makũ häd Erijés.
LUK.3.29	Erijés yb makũ häd Jorĩm.
LUK.3.29	Jorĩm yb makũ häd Matat.
LUK.3.29	Matat yb makũ häd Rewi.
LUK.3.30	Rewi yb makũ häd Simijãw.
LUK.3.30	Simijãw yb makũ häd Judah.
LUK.3.30	Judah yb makũ häd Joséh.
LUK.3.30	Joséh yb makũ häd Jonam.
LUK.3.30	Jonam yb makũ häd Erijakĩm.
LUK.3.31	Erijakĩm yb makũ häd Mereja.
LUK.3.31	Mereja yb makũ häd Mena.
LUK.3.31	Mena yb makũ häd Matatah.
LUK.3.31	Matatah yb makũ häd Natãn.
LUK.3.31	Natãn yb makũ häd Dawi.
LUK.3.32	Dawi yb makũ häd Jesé.
LUK.3.32	Jesé yb makũ häd Obed.
LUK.3.32	Obed yb makũ häd Buwas.
LUK.3.32	Buwas yb makũ häd Saramon.
LUK.3.32	Saramon yb makũ häd Nasõm.
LUK.3.33	Nasõm yb makũ häd Aminadab.
LUK.3.33	Aminadab yb makũ häd Adimih.
LUK.3.33	Adimih yb makũ häd Rãm.
LUK.3.33	Rãm yb makũ häd Eserõm.
LUK.3.33	Eserõm yb makũ häd Peres.
LUK.3.33	Peres yb makũ häd Judah.
LUK.3.34	Judah yb makũ häd Jakóh.
LUK.3.34	Jakóh yb makũ häd Isak.
LUK.3.34	Isak yb makũ häd Abaraãm.
LUK.3.34	Abaraãm yb makũ häd Terah.
LUK.3.34	Terah yb makũ häd Nahóh.
LUK.3.35	Nahóh yb makũ häd Serug.
LUK.3.35	Serug yb makũ häd Rakaw.
LUK.3.35	Rakaw yb makũ häd Pereg.
LUK.3.35	Pereg yb makũ häd Eber.
LUK.3.35	Eber yb makũ häd Serah.
LUK.3.36	Serah yb makũ häd Kaj-Nan.
LUK.3.36	Kaj-Nan yb makũ häd Apasad.
LUK.3.36	Apasad yb makũ häd Sẽm.
LUK.3.36	Sẽm yb makũ häd Nowéh.
LUK.3.36	Nowéh yb makũ häd Ramék.
LUK.3.37	Ramék yb makũ häd Metusarẽm.
LUK.3.37	Metusarẽm yb makũ häd Enók.
LUK.3.37	Enók yb makũ häd Jaréd.
LUK.3.37	Jaréd yb makũ häd Marareew.
LUK.3.37	Marareew yb makũ häd Kenan.
LUK.3.38	Kenan yb makũ häd Enós.
LUK.3.38	Enós yb makũ häd Seet.
LUK.3.38	Seet yb makũ häd Adãw.
LUK.3.38	P'op Hagä Do t'aah hadoo Adãw makũũh, P'op Hagä Do pahuunh do hyb n'aa.
LUK.4.1	Ti m' Jesus basoop pong hẽnh tamii Joradãn häd doo me naa. Baad mä P'op Hagä Do Sahee h'yyb mahũũm. Ti m' P'op Hagä Do Sahee mahũũm kän Jesus tabanawäng hẽnh, rabanabok hẽnh. 
LUK.4.2	40 m' ta ǟh Dijab
LUK.4.3	Ti m' Dijab ky hadoo ta hã:
LUK.4.3	—P'op Hagä Do T'aah mado bä, mamejõ hahỹ pä takawareem däk pãw —näng mäh.
LUK.4.4	Ti m' Jesus ky hadoo:
LUK.4.4	—Dooh. Hahỹỹ da P'op Hagä Do kyy kerih doo: “Ji waa hã had'yyt nado ji bedëp”
LUK.4.5	Ti m' Jesus Dijab masäk waëë jó. Tii b' naa m' nayyw hẽ tametëëh ta hã sahõnh hẽ badäk hahỹỹ hã hanäng do häj n'aa rabag'ããs doo. 
LUK.4.6	Ti m' taky hadoo ta hã:
LUK.4.6	—Mahegãã! —näng mäh. —Sahõnh hẽ ta ti ỹ anoo da a hã. Sa wahë wahëh mabahadoo ỹ an'oo bä. Sahõnh hẽ hanäm doo, hetsooh do ta hã hanäng do ỹ anoo da a hã —näng mäh. —Ỹ ti ta ti gadoo. Ỹ ta danäh. Ti hyb n'aa ỹ anoo ỹ karẽn pé hã —näng mäh. 
LUK.4.7	—Sahõnh hẽ ỹ banoo a hã, wë ỹỹ, tũũ, a taron nuu me ỹ mawehëë bä —näng mä Dijab kyyh.
LUK.4.8	Ti m' Jesus ky hadoo:
LUK.4.8	—Hahỹỹ da P'op Hagä Do kyy kerih doo: “Jããm hẽ P'op Hagä Doo, bë hagã n'aa, bë wehëë. Jããm hẽ ta ti bë hyb n'aa jew'yyk, bë ky daheeh”
LUK.4.9	Ti m' Jesus Dijab mahũũm kän Jerusarẽnh hẽnh. Ti m' tabatsyyd hõm P'op Hagä Do tób n'aa jó p'op nu däk doo hẽnh tabasëëk hyb n'aa. Ti m' taky hadoo:
LUK.4.9	—P'op Hagä Do T'aah mado bä, —näng mäh —keréd hyy tũũ babä naa. 
LUK.4.10	Hahỹỹ da P'op Hagä Do kyy kerih doo —näng mä Dijab kyyh: “P'op Hagä Do mejũũ da ta ããs baad õm rabahag'ããs hyb n'aa. 
LUK.4.11	Õm da ragadoo p'op pä hã a tsyym taganadas hyb n'aa”,
LUK.4.12	Ti m' Jesus ky gadoo:
LUK.4.12	—Hahỹỹ da na-ããj hẽ P'op Hagä Do kyy kerih doo: “Mamety manä P'op Hagä Doo, a hagã n'aa”
LUK.4.13	Ti m' Dijab bahajaa bä kä Jesus tametyy doo, tabahõm dó Jesus mahǟnh.
LUK.4.14	Ti m' Garirej häj n'aa hẽnh Jesus babaaj hõm kän. Baad mä P'op Hagä Do Sahee h'yyb mahũũm mä Jesus. Jé pad'yyt hẽ Garirej häj n'aa bä rapanyyg enä hõm kän mä ta ky n'aa. 
LUK.4.15	Tób P'op Hagä Do panyyg rayd naherot do yt hã tama metëëk mäh. Sahõnh hẽ m' raj'aa etsë ta hã.
LUK.4.16	Ti m' panang Nasaréh hẽnh tabahõm, tabawäng do paa hẽnh. Saab hã kä m' tabahõm tób P'op Hagä Do panyyg rayd naherot doo hẽnh, tabehed'oo doo da. Ti m' tabas'ëëg gëët P'op Hagä Do kyy kerih do taner'oot hyb n'aa. 
LUK.4.17	Ran'oo däk mä ta hã P'op Hagä Do ky n'aa rod, Isajas makũ erii wät do paah, ta heen n'aa. Kapõõs mä ta ti ma kahé bäh. Tii b' mä tabapyn, taw'yyt mä ta hã kerih doo. Hahỹỹ da m' takerih:
LUK.4.18	“Hã ỹ P'op Hagä Do Sahee banäng.
LUK.4.18	Ỹ tasëëw hõm tsyt hẽ, P'op Hagä Do Panyyg Hanäm Do
LUK.4.18	kasuud is do sa hã ỹ maher'oot hyb n'aa.
LUK.4.18	Ỹ tamejũũ ỹ bed'ëëp hyb n'aa ta wób moo gó naa.
LUK.4.18	Ỹ tamejũũ ty temah do ỹ matym nä padëëk hyb n'aa.
LUK.4.18	Ỹ tamejũũ tak'ëp rarejãã do ỹ bed'ëëp hyb n'aa sa moo gó naa, rabahõm hyb n'aa.
LUK.4.19	Ỹ tamejũũ hahỹỹ da ỹ maher'oot hyb n'aa sahõnh hẽ sa hã:
LUK.4.19	Kaja kän P'op Hagä Do ji tat'yyd mehĩĩn doo.”
LUK.4.20	Ti m' tabahëëj jëng bä taner'oot doo, tap'õõj däk mä p'aa hẽnh kerih doo. Tan'oo däk mä p'aa hẽnh tób kaser n'aa hã. Sahõnh hẽ m' tii b' hat'oonh do baad mä rabahag'ããs Jesus wë. Ragada mä taber'oot. 
LUK.4.21	Ti m' taky hadoo:
LUK.4.21	—Naga hẽ, bë hapëë kän tadu dahëë kän kerih do ỹ ner'ood wät doo kä —näng mäh.
LUK.4.22	Ti m' sahõnh hẽ tii b' hat'oonh do baad mä raj'aa etsë ta hã. Rahyb n'aa meuunh mä baad taher'oot do hã. Ti m' rakaner'oot jé hat'oonh doo. Hahỹỹ da m' sa kyyh:
LUK.4.22	—Nyy d' tii éh? Joséh t'aah nado ti hỹỹh? —näk mäh.
LUK.4.23	Ti m' Jesus ky hadoo sa hã:
LUK.4.23	—Ỹ hapäh né tii, hahỹỹ da bë kyyh bë ky hetëg hã: “A daaj hẽ makebiin mediko mado bä”, näk da bëëh —näng mäh. —Hahỹỹ da d' bë kyyh: “Taw'ããts hẽ mamoo wäd meuj n'aa näng doo, babä, a panang bä, Kapar-Naũm bä mapahuunh doo da, ãã ky n'aa napäh doo da raher'oot doo”, näk da bëëh —näng mä Jesus sa hã.
LUK.4.24	Ti m' taky hadoo ẽnh sa hã:
LUK.4.24	—Ta panang bä, tabawäng doo bä, dooh P'op Hagä Do ky n'aa rod ragado bä. Né hup ỹ né hẽ ta ti ỹ her'oot doo. 
LUK.4.25	Eriij hawät noo gó m', hajõk mä Isaraéw häj n'aa bä patug tema bong do kas'uut doo, tak'ëp sahõnh hẽ rabas'aah noo gó m', tamawoob hẽ ta baab bahǟnh tanadots wät do hyb n'aa. 
LUK.4.26	Ti hadoo né hẽ m', dooh m' P'op Hagä Do mejõ bä Eriij sa wë tamasa hyb n'aa. Tamejũũ ta s'ee hẽnh ỹỹnh patug tamah do bawät bä. Panang Sarep-Ta häd näng doo bä tabawät. Häj n'aa Sidõn häd näng doo bä tii. Baad mä tamasa tii. 
LUK.4.27	Ta jawén mäh, P'op Hagä Do ky n'aa rod seeh, Erisew häd näng do hawät noo gó m', hajõk mä nahëë enäh doo, rog manahuuh do Isaraéw häj n'aa bä. Ti hadoo né hẽ m', dooh m' sa nahëë Erisew ado hõm bä. Jããm né m' sét hẽ tanahëë do hõm, Namah häd näng doo. Sirija häd näng do buuj mä tii —näng mä Jesus sa hã.
LUK.4.28	Ti m' tii b' hat'oonh do ramaa napäh bä m', tak'ëp mä rakawaj'ããn kän ta wë.
LUK.4.29	P'op mä rabes'ëëg b'ëëh. Kawaj'ããn gó m' Jesus ramahũũm panang bä naa, p'op tabadoo hẽnh. Gadarong doo gó m' rakarẽn radawäts hyy paawä tadajëp hyb n'aa. 
LUK.4.30	Ti m' Jesus bahõm sa mahǟnh, sa mahang mä tatabës.
LUK.4.31	Ti m' Jesus bahyng panang Kapar-Naũm häd näng doo hẽnh, häj n'aa Garirej häd näng doo bä. Ti m' Saab hã kä tadu doo tama metëëk sa hã P'op Hagä Do panyyg. 
LUK.4.32	Ti m' maa new'ëë do rahyb n'aa meuunh mäh. Rawén meuuj bong mäh, hyb n'aa jawyk do ky n'aa me tama metëëk do hyb n'aa m'. 
LUK.4.33	Ti m' tób P'op Hagä Do panyyg rayd naherot doo gó m' tabasooh aj'yy karap'aar h'yyb nesaa doo, mera doo. Ti m' tak'ëp mä ta kyyh:
LUK.4.34	—Ej! H'ëëd makarẽn ãã wë Jesus Nasaréh buuj? Ãã marejãã mawén na! —näng mäh. —Ỹ hapäh õm baad ub. Õm P'op Hagä Do hanaa, tak'ëp hanäm doo, baad hadoo do moo wëëd õm —näng mä ta kyyh.
LUK.4.35	Ti m' Jesus geǟm wät karap'aar h'yyb nesaa do ta hã hadäk doo. Ti m' taky hadoo:
LUK.4.35	—Er'ood manäh! Bag hẽnh! Ahõm aj'yy mahǟnh —tah'eed hõm mäh.
LUK.4.35	Tii bä m' aj'yy karap'aar h'yyb nesaa do dawäts jat tũũ sahõnh hẽ sa matym gó. Ti m' karap'aar h'yyb nesaa do bahõm kän, ta hã hadäk do paah. Tabanyyh bä dooh tarejã bä aj'yy. 
LUK.4.36	Ti m' tii bä kata b'ëëh do rameuuj bong mäh, raky n'aa jõg bong mäh. Ti m' raky hadoo:
LUK.4.36	—H'ëëd pé ti tama metëëk hahỹỹ hã? Hyb n'aa jawyk doo me, hejoonh doo me tamejũũ karap'aar h'yyb nesaa do rabanyyh hyb n'aa. Raky daheeh né hẽ —näk mä sa kyyh.
LUK.4.37	Ti hyb n'aa m' dawëë Jesus ky n'aa däg däk Garirej häj n'aa hẽnh.
LUK.4.38	Tii kä m' Jesus banyyh tób P'op Hagä Do panyyg rayd naherot doo bä naa. Simaw tób hẽnh mä tabahõm. Ti m' Simaw mayyn asooh mäh. Tak'ëp oom ta hã. Ti m' Jesus hã rabaher'oot tamasa hyb n'aa. 
LUK.4.39	Ti m' p'eets hẽ tabana gëët Simaw mayyn hasooh hẽnh. Tameduuk mä oom keréd hõm hyb n'aa. Ti m' oom keréd hõm. Nayyw hẽ m' Peed mayyn moo wäd däk sa waa.
LUK.4.40	Ti noo gó né hẽ, tug bä kä m', papỹỹj badëë hyng bä kä m', Saab bahëëj jëng jawén paa bä, Kapar-Naũm buuj ramenaa sahõnh hẽ nahëë enäh doo. Hajõk mä sa nahëëh. Ti m' sét ken'yyh hã tamoo däng. Sa nahëë tahehëën hõm mäh. Ahub padëëk mäh. 
LUK.4.41	Karap'aar h'yyb nesaa doo, ta wób sa hã hanäng do enä kän mä sa hã hanäng do paah. Raban'yyh bä m' tak'ëp mä sa kyyh:
LUK.4.41	—P'op Hagä Do T'aah né hẽ õm —näk mä karap'aar sa kyyh.
LUK.4.41	Ti m' Jesus ky ge'ỹỹm mäh. Dooh m' Jesus an'oo bä karap'aar h'yyb nesaa do rer'ood bä, rahapäh do hyb n'aa m', Jesus ta ti Kristo P'op Hagä Do H'yyb Däng Doo.
LUK.4.42	Ti m' jati pé tapaj'ëë bä, Jesus bahõm dawë hã, rabanabok hẽnh. Ti m' Jesus rabesoos jé pad'yyt hẽ. Ti m' Jesus ramamuun bä kä m' retsẽẽ ta hã sa panang bä tabaym hyb n'aa. 
LUK.4.43	Ti m' taky hadoo sa hã:
LUK.4.43	—P'op Hagä Do bag'ããs do ky n'aa hanäm do ỹ karẽn ỹ her'oot panang wób hẽnh na-ããj né hẽ. Ti hyb n'aa ỹ P'op Hagä Do mejõ hyng —näng mä Jesus kyyh.
LUK.4.44	Ti m' tób P'op Hagä Do panyyg rayd naherot do yt hã m', sahõnh hẽ Judah häj n'aa panang bä tama met'ëëg kän mäh.
LUK.5.1	Ti m' ta see pé noo gó m' karaj'aa Genesaréh
LUK.5.2	Ti m' pawóp hẽ marakate tabahapäh ta nabyy me, tah'ỹỹb h'oo n'aa. Karahi rahets'yyt mä marakate danäh hã. 
LUK.5.3	Ti m' tagatsëg sooh marakate see gó. Simaw mä marakate danäh. Ti m' tabetsẽẽ taũũj hõm hyb n'aa dawë hã marakate. Tii b' naa m' tama met'ëëg kän.
LUK.5.4	Ti m' tabahajaa bä kä tama metëëk doo, tamejũũ Simaw tabadajong hẽnh marakate t'ĩĩ hẽnh radatu hyb n'aa tah'ỹỹb nahëëh.
LUK.5.4	—T'ĩĩ hẽnh bë mo haj'aa enäh da —näng mä Jesus Simaw hã.
LUK.5.5	Ti m' Simaw ky hadoo:
LUK.5.5	—Wahëh ỹỹ, —näng mäh —atsëm had'yyt hẽ ãã baboo paawä, dooh ãã mo haj'aa péh. Ti hadoo né hẽ, mamejũũ do hyb n'aa ỹ datu p'aa hẽnh karahi —näng mäh.
LUK.5.6	Ti m' tii d' rabad'oo bä kä m', hajõng mä tah'ỹỹb karahi gó. Tak'ëp hajõng do hyb n'aa karahi gekog bong. 
LUK.5.7	Ti m' marakate see gó hat'oonh do ranaëënh ramasa hyb n'aa. Ti m' tah'ỹỹb rabata tooj kän marakate gó. Pawóp hẽ marakate gad'ẽẽ däk mäh. P'eets hẽ paawä m' tabagyyb paawä marakate tah'ỹỹb jawyg hã.
LUK.5.8	Ti m' Simaw Peed bahapäh bä m' Jesus ky haj'aa, ta taron nu paa me tabahyy häng mä Jesus wë. Ti m' taky hadoo:
LUK.5.8	—Ahõm mahǟnh ỹỹ, wahë ỹỹ. Dooh ỹ haja bä a matym gó ỹ ag'ëëd bä, nesaa do moo hew'ëët do hyb n'aa ỹỹh —näng mäh.
LUK.5.9	Simaw ta hataa daheeh rameuuj bong mä hajõng do hyb n'aa tah'ỹỹb. 
LUK.5.10	Sebedew taah, Tsijaag, Jowãw häd enäh doo, Simaw kanatëë, ti na-ããj mä rameuuj bong. Ti m' Jesus ky hadoo Simaw hã:
LUK.5.10	—Eỹỹm manäh —näng mäh. —Ajyy, ỹỹj sag hadoo da õm hỹỹ kä, P'op Hagä Do hã rah'yy ka'eeh hyb n'aa —näng mä Jesus.
LUK.5.11	Ti m' hood jó kä ratakyg jat marakate kä. Sahõnh hẽ raberéd hõm. Ah'ũũm kän mä ta sii.
LUK.5.12	Ti m' panang s'ee hẽnh Jesus mamuun mä aj'yy rog manahuuh do hanäng doo. Tak'ëp mä ta hã däg ta rog. Jesus tabahapäh bä m', ahyy häng mä tũũ, tetsẽẽ mä Jesus bado hõm hyb n'aa ta nahëëh:
LUK.5.12	—Tak'ëp Hyb N'aa Jawyk Doo, —näng mäh —makarẽn bä mahajaa né hẽ nahäh ỹ mado hõm —näng mä ta kyyh.
LUK.5.13	Ti m' Jesus moo däg ta hã. Ti m' taky hadoo:
LUK.5.13	—Ej. Ỹ karẽn —näng mäh. —Has'oo däg! —näng mä ta kyyh.
LUK.5.13	Ti m' nayyw hẽ kä m' ta nahëë badoo wät. Has'oo däg kän mäh.
LUK.5.14	Ti m' Jesus baher'oot ta hã:
LUK.5.14	—Maher'ood manä ta wób sa hã —näng mäh. —Ahõm jajé naga hẽ P'op Hagä Do tób n'aa yt hã moo wät do wë. Mametä ta hã õm has'oo däk doo. Mamoo wäd Mosees mejũũ do paah, ta ti hedoo pé ji nahëë badoo wät do heen n'aa, p'aa hẽnh baad mabahadoo hyb n'aa P'op Hagä Do matym gó, baad sahõnh hẽ rabahapäh hyb n'aa õm has'oo däk doo —näng mä Jesus ta hã.
LUK.5.15	Ti m' Jesus mejõ né paawä m' ta wób tamanaher'oot hyb n'aa, jé pad'yyt hẽ nayyw hẽ rapanyyg enä hõm mä Jesus ky n'aa hã. Ti hyb n'aa m' hajõk han'aa ta wë ramaa newëë hyb n'aa tama metëëk doo. Ta wób nahëë enäh do na-ããj hẽ an'aa ta wë tabaheso hõm hyb n'aa sa nahëëh. 
LUK.5.16	Ti m' Jesus, ta see pé noo gó, tabehũũm takabanawät hẽnh taky n'aa etsẽẽ hyb n'aa P'op Hagä Do hã.
LUK.5.17	Hỹ hadoo mäh, ta see pé noo gó, tób gó Jesus ma metëëk bä kä, Pariséw ramaneëënh doo, Mosees ky n'aa jaw'yyk do ma mehetëk do na-ããj mäh, ti at'oonh mä maa new'ëë do sa mahang. Jé pad'yyt hẽ naa rabena. Garirej, Judah häd enäh do häj n'aa bä naa rabana. Jerusarẽnh hẽnh naa ta wób rabana. Baad ub P'op Hagä Do hejój Jesus h'yyb gó tabawät nahëë enäh do sa nahëë tawén do hõm. 
