MAT.1.1	Disi na den afo fu Yesus Kristus. Yesus ben de wan bakapikin fu David, nanga fu Abraham.
MAT.27.24	Dan Pilatus si tak' noti no e yepi moro, ma tak' moro nanga moro den sma e meki opruru. Dat' meki a teki watra, dan a wasi en anu na ala den sma fesi. A taigi den taki: “Mi no abi noti fu du nanga a dede fu a man disi. San o psa na unu problema. Mi kba nanga a tori.” 
MAT.27.25	A heri folku piki en taki: “Meki a frantwortu fu En dede kon tapu wi nanga den bakapikin fu wi!”
MAT.27.26	Baka dati Pilatus lusu Barabas, dan a meki den wipi Yesus èn tyari En go spikri na wan kroisi.
MAT.27.27	Den srudati fu Pilatus tyari Yesus go ini a krutu-oso, dan den kari ala den tra srudati kon di ben drape. 
MAT.27.28	Den puru En krosi, dan den weri wan redi mantel gi En. 
MAT.27.29	Den brei wan banti fu makataki poti tapu En ede, dan den gi En wan tiki fu A hori ini En let'anu. Dan den fadon tapu den kindi na En fesi, èn den meki spotu nanga En taki: “Odi, Kownu fu den Dyu!” 
MAT.27.30	Baka dati den spiti na En tapu, dan den teki a tiki na En anu, naki En tapu En ede. 
MAT.27.31	Di den kba meki spotu nanga En, den puru a mantel, dan den weri En eigi krosi gi En baka. Dan den tyari En gwe fu go spikri na wan kroisi.
MAT.27.32	Di den ben de na pasi, den miti nanga wan man fu a foto Sirena di ben nen Simon. Dan den dwengi en fu a tyari a kroisi gi Yesus. 
MAT.27.33	Di den doro na a presi san den e kari Golgota (dati wani taki: Dede-ede Presi), 
MAT.27.34	den gi Yesus win di ben moksi nanga wan bita sani. Ma di A tesi en, A no ben wani dringi en. 
MAT.27.35	Baka di den spikri En na a kroisi, den hari a lot fu prati En krosi. 
MAT.27.36	Di den kba, den saka sidon drape fu hori wakti gi En. 
MAT.27.37	Tap'sei fu En ede den ben skrifi fu sanede den kiri En. Den skrifi taki: “Disi na Yesus, a Kownu fu den Dyu.”
MAT.27.38	Den srudati spikri tu fufuruman makandra nanga Yesus, wan na En let'anu sei, èn a trawan na En kruktu-anu sei. 
MAT.27.39	Den sma di ben e waka psa, afrontu Yesus. Den seki den ede èn den taki: 
MAT.27.40	“A no Yu bo broko a Santa Presi dan Yu meki en baka ini dri dei? We, efu na Yu na a Manpikin fu Gado, dan yepi Yusrefi! Saka kmopo fu a kroisi dan!” 
MAT.27.41	Den prenspari domri nanga den sabiman fu Gado wèt makandra nanga den fesiman fu a folku ben meki spotu nanga En tu. Den taki: 
MAT.27.42	“A ben yepi trawan, ma A no man yepi Ensrefi! Efu na En na a Kownu fu Israel, meki A kmopo fu a kroisi now. Dan wi sa bribi En! 
MAT.27.43	A poti En fertrow tapu Gado. We, efu Gado lobi En so, meki A yepi En now, bika A ben taki tak' En na a Manpikin fu Gado!” 
MAT.27.44	Tapu a srefi fasi den fufuruman di ben spikri makandra nanga En, ben kosi En tu.
MAT.27.45	Twarfu yuru brekten, a heri kondre kon dungru te leki dri yuru bakadina. 
MAT.27.46	Dan a yuru dati Yesus bari taki: “Eli, Eli, lama sabaktani?” Dati wani taki: Mi Gado, Mi Gado, fu sanede Yu gwe libi Mi? 
MAT.27.47	Di wantu sma di ben tnapu drape yere a sani disi, den taki: “Na Elia A e kari.” 
MAT.27.48	Wantron wan fu den lon go teki wan sponsu, dan a nati en nanga swa win. A fasi a sponsu na wan tiki, dan a langa en gi Yesus fu A dringi. 
MAT.27.49	Ma den tra sma taki: “Wakti, meki un luku efu Elia o kon yepi En.”
MAT.27.50	Yesus bari ete wan leisi nanga tranga sten, dan En bro koti. 
MAT.27.51	A srefi momenti dati a garden ini a Santa Presi priti langalanga na mindri fu loktu kon te na gron. A gron seki èn den ston priti. 
MAT.27.52	Grebi opo tu, èn furu sma fu Gado di ben dede kba, kon na libi baka. 
MAT.27.53	Den kmopo ini den grebi, èn baka di Yesus kon na libi baka den go ini a santa foto Yerusalem pe den sori densrefi na furu sma.
MAT.27.54	Den srudati di ben hori wakti na Yesus, nanga a kapten fu den, firi fa a gron seki. Èn di den si den sani di psa, den bigin frede srefsrefi. Dan den taki: “Trutru, a man disi ben de a Manpikin fu Gado.”
MAT.27.55	Furu uma fu Galilea, di ben waka nanga Yesus fu sorgu gi En, ben drape tu. Den ben tnapu farawe e luku. 
MAT.27.56	Wantu fu den uma dati ben de Maria fu a foto Magdala, nanga Maria a m'ma fu Yakobus nanga Yosef, nanga a frow fu Sebedeus.
MAT.27.57	Di neti ben de fu tapu, wan guduman kon di ben nen Yosef. A ben de fu a foto Arimatea èn a ben de wan man di ben teki leri fu Yesus tu. 
MAT.27.58	A go na Pilatus fu aksi en a dedeskin fu Yesus. Dan Pilatus seni taigi den srudati tak' den kan gi en. 
MAT.27.59	So Yosef teki a dedeskin fu Yesus, èn a domru en ini wan krin linnen krosi. 
MAT.27.60	Dan a poti a dedeskin ini a nyun grebi fu en di a ben meki den diki ini a bergiskin. Baka dati a lolo wan bigi ston na a mofo fu a grebi fu tapu en, dan a gwe. 
MAT.27.61	Maria fu Magdala nanga a tra Maria, ben sidon a pisten dati na abrasei fu a grebi.
MAT.27.62	A tra dei fu en, den prenspari domri nanga den Fariseiman go makandra na Pilatus. A ben de wan sabadei. 
MAT.27.63	Dan den taigi en taki: “Masra, wi memre tak' di a bedrigiman disi ben de na libi ete, A ben taki tak' baka dri dei A bo kon na libi baka. 
MAT.27.64	Dat' meki wi e aksi yu fu meki srudati hori wakti na a grebi dri dei langa. Bika den man fu En kan kon fufuru a dedeskin, dan den go ferteri den sma tak' A kon na libi baka. A lei dati o bigi moro a fosi wan.”
MAT.27.65	Pilatus taigi den taki: “Un kan teki srudati, ma unu srefi luku fa un o seti a wakti drape.”
MAT.27.66	So den man go poti wan marki na a ston fu sma no kan puru en èn den poti srudati fu hori wakti.
MAT.28.1	Fruku mamanten, baka a sabadei, Maria fu Magdala nanga a tra Maria go luku a grebi fu Yesus. A ben de a fosi dei fu a wiki. 
MAT.28.2	Ma wantron so, a gron bigin seki hebi fu di wan engel fu Masra saka kmoto na heimel. A engel go na a grebi, a lolo a bigi ston puru, dan a go sidon na en tapu. 
MAT.28.3	A fesi fu a engel ben gersi a faya di e koti na loktu, èn den krosi fu en ben weti leki katun. 
MAT.28.4	Den srudati di ben e hori wakti skreki so tranga tak' den tan didon leki dedesma.
MAT.28.5	Dan a engel taigi den uma taki: “No frede! Mi sabi tak' un e suku Yesus di den ben spikri na a kroisi. 
MAT.28.6	A no dya, bika A kon baka na libi soleki fa A ben taki. Kon, luku a presi pe A ben didon. 
MAT.28.7	Dan un go es'esi go taigi den man fu En taki: ‘A kon na libi baka. Arki, A sa go na un fesi na Galilea. Drape un sa si En.’ Na disi mi kon fu taigi unu.”
MAT.28.8	Den uma gwe wantron fu a grebi. A skreki ben de ini den skin ete, ma den ben breiti srefsrefi. Den lon go es'esi fu go ferteri den man fu Yesus san a engel ben taki.
MAT.28.9	Di den ben de na pasi, ne Yesus waka miti den èn A taki den odi. Den uma waka go na En, den grabu den futu fu En èn den anbegi En. 
MAT.28.10	Dan Yesus taigi den taki: “No frede. Un go taigi den man fu Mi fu den go na Galilea. Drape den o si Mi.”
MAT.28.11	A srefi pisten di den uma ben e go na den man fu Yesus, wantu fu den srudati ben go na a foto dan den ferteri den prenspari domri ala den sani di psa. 
MAT.28.12	Den disi hori wan konmakandra nanga den fesiman fu a folku fu taki a tori. Dan den teki a besroiti fu gi den srudati furu moni, 
MAT.28.13	èn den taigi den taki: “Un mus ferteri den sma taki: ‘Neti yuru den man fu Yesus kon fufuru a dedeskin di un ben e sribi.’ 
MAT.28.14	Efu Pilatus yere a tori, wi sa taki nanga en fu sorgu tak' a no strafu unu.” 
MAT.28.15	So den srudati teki a moni, dan den du san den man taigi den fu du. Den Dyusma e taki a tori disi te leki a dei fu tide.
MAT.28.16	Den erfu man fu Yesus go na Galilea na a bergi pe Yesus ben taigi den fu go. 
MAT.28.17	Di den si En, den anbegi En, ma sonwan fu den no ben e bribi ete efu na Yesus trutru. 
MAT.28.18	Ne Yesus kon moro krosbei, dan A taigi den taki: “Gado gi Mi ala makti na ini heimel nanga grontapu. 
MAT.28.19	Un go na ala folku fu grontapu. Un mus meki den kon tron sma di e teki leri fu Mi. Dopu den ini a nen fu a P'pa, a Manpikin nanga a Santa Yeye. 
MAT.28.20	Leri den fu du ala sani di Mi ben taigi unu. Arki, Mi de nanga unu ala dei te na a kba fu grontapu.”
MRK.1.1	Disi na a Bun Nyunsu fu Yesus Kristus, a Manpikin fu Gado. 
MRK.1.2	A bigin soleki fa a profeiti Yesaya ben skrifi taki:
MRK.1.2	Yere, Mi e seni Mi boskopuman
MRK.1.2	go na Yu fesi,
MRK.1.2	di sa meki a pasi klari gi Yu. 
MRK.1.3	Wan sma e bari wroko
MRK.1.3	ini a dreisabana taki:
MRK.1.3	Meki pasi klari gi Masra,
MRK.1.3	puru ala boktuboktu gi En. 
MRK.1.4	A boskopuman disi ben de Yohanes a Dopuman. A ben de ini a dreisabana e bari a boskopu tak' den sma mus drai den libi èn teki dopu. Na sowan fasi Gado bo gi den pardon fu den sondu. 
MRK.1.5	Sma ben kmopo fu ala sei fu Yudea nanga Yerusalem kon na Yohanes. Dan a dopu den ini a Yordanliba te den ben taki sortu sondu den du. 
MRK.1.6	Yohanes ben e weri krosi san ben meki fu kameel-wiwiri, èn a ben e tai wan leribuba na en bere. A ben e nyan sprenka nanga bus'oni. 
MRK.1.7	A taigi den sma taki: “Baka mi a Wan di abi makti moro mi, e kon. Mi no warti srefi fu bukundu lusu En susu puru na En futu. 
MRK.1.8	Mi ben dopu unu nanga watra, ma En o dopu unu nanga a Santa Yeye.”
MRK.1.9	Na a ten dati Yesus kmopo fu Nasaret ini a distrikti Galilea, go na Yohanes. Dan A meki Yohanes dopu En ini a Yordanliba. 
MRK.1.10	A srefi momenti di Yesus kmopo ini a watra, A si fa heimel opo èn fa a Santa Yeye e saka leki wan doifi kon na En tapu. 
MRK.1.11	Ne wan sten kmopo fu heimel taki: “Yu na Mi Manpikin di Mi lobi. Mi abi prisiri nanga Yu.” 
MRK.1.12	Dan wantron a Santa Yeye seni Yesus go na ini a dreisabana. 
MRK.1.13	Fotenti dei langa Satan ben tesi En ini a dreisabana. Drape A tan na mindri den bus'meti, èn den engel ben sorgu gi En.
MRK.1.14	Baka di den kisi Yohanes poti na ini straf'oso, Yesus go na Galilea fu tyari a Bun Nyunsu fu Gado. 
MRK.1.15	A taki: “A ten doro kba. Her'esi Gado o bigin tiri libisma. Un drai un libi èn bribi a Bun Nyunsu.” 
MRK.1.16	Di Yesus ben e waka na a syoro fu a Meer fu Galilea, A si Simon nanga en brada Andreas e fisi nanga den tyasneti. Den man disi ben de fis'man. 
MRK.1.17	Yesus taigi den taki: “Un kon waka nanga Mi, dan Mi o meki un tron fis'man fu libisma.” 
MRK.1.18	Wantron den poti den tyasneti na wan sei, èn den bigin waka na Yesus baka.
MRK.1.19	Di Yesus waka go pikinso moro fara, A si Yakobus nanga Yohanes, den tu manpikin fu Sebedeus. Den ben de ini den boto e lapu den tyasneti fu den. 
MRK.1.20	Fa Yesus si den, A kari den kon. Dan den libi den p'pa Sebedeus nanga den wrokoman fu en ini a boto, èn den bigin waka na Yesus baka.
MRK.1.21	Dan Yesus nanga den man fu En go na Kafarnaum. Tapu a sabadei, Yesus go wantron na ini a Dyukerki dan A bigin gi den sma leri. 
MRK.1.22	Den sma no ben sabi san fu taki fu a leri fu En. Bika A no ben gi leri leki fa den sabiman fu Gado wèt ben e du, ma A ben du en leki a sma di kon nanga a leri. 
MRK.1.23	A srefi momenti dati wan man ben de ini a kerki di ben abi wan takruyeye na en tapu. 
MRK.1.24	A bari taki: “Yesus fu Nasaret, san Yu wani nanga unu? Na kon Yu kon fu puru un na pasi? Mi sabi suma na Yu. Yu na a Santa Wan fu Gado.”
MRK.1.25	Ma Yesus bari en taki: “Tapu yu mofo èn kmopo na a man tapu!”
MRK.1.26	Ne a takruyeye naki a man stoipi, èn nanga bigi babari a kmopo tapu a man. 
MRK.1.27	Ala den sma ben ferwondru. A wan ben aksi a trawan taki: “San na a sani disi? Na wan nyun leri nanga makti! A e taigi den takruyeye san den mus du, èn den e du san A taki.” 
MRK.1.28	Wantron a nyunsu fu san Yesus du, panya ini a heri kontren fu Galilea.
MRK.1.29	Di Yesus kmopo ini a Dyukerki, A go langalanga na a oso fu Simon nanga Andreas. Yakobus nanga Yohanes go nanga En tu. 
MRK.1.30	Now a m'ma fu a frow fu Simon ben didon nanga korsu. Fa Yesus doro, den sma taigi En taki a frow e siki. 
MRK.1.31	Yesus go na a frow, A hori en na en anu èn A meki a opo tnapu. Ne a korsu saka, dan a frow poti nyanyan nanga dringi gi den.
MRK.1.32	Mofoneti di a son saka, den sma tyari ala den sma di ben siki, noso di ben abi takruyeye na den tapu, kon na Yesus. 
MRK.1.33	Ala den sma fu a foto ben kon tnapu na mofodoro fu a oso. 
MRK.1.34	Dan Yesus dresi furu sma di ben abi ala sortu siki, èn A puru furu takruyeye tapu sma. Ma A no ben gi den takruyeye primisi fu taki, bika den ben sabi suma na En.
MRK.1.35	Musudei mamanten Yesus opo dan A go na wan presi dorosei fu a foto pe sma no e libi. A go begi drape. 
MRK.1.36	Ma Simon nanga den mati fu en, go suku pe Yesus de. 
MRK.1.37	Di den feni En, den taki: “Ala sma e suku Yu.”
MRK.1.38	Ma Yesus taigi den taki: “Kon meki un go na den tra presi ini a birti dya, fu Mi kan preiki drape tu. Bika na fu dati ede Mi kon.” 
MRK.1.39	Na so Yesus waka ini heri Galilea e preiki ini den Dyukerki èn A ben puru takruyeye tapu den sma. 
MRK.1.40	Wan dei wan gwasiman kon na Yesus. A saka go tapu en kindi, dan a begi En taki: “Masra, efu Yu wani, Yu kan meki mi skin kon bun baka.”
MRK.1.41	Yesus firi sari-ati gi a man. A langa En anu fasi a man, dan A taigi en taki: “Iya, Mi wani! Kon betre!” 
MRK.1.42	A srefi momenti dati a man kon betre, èn en skin kon bun baka.
MRK.1.43+MRK.1.44	Yesus seni a man gwe wante, ma A warskow en taki: “Sorgu tak' yu no e ferteri no wan sma san psa nanga yu. Ma yu mus go na a Dyudomri, meki a si tak' yu kon betre. Dan fu sori ala sma tak' yu kon betre, yu mus tyari a offer gi Gado leki fa Moses skrifi tak' yu mus du te yu kon betre fu gwasi.” 
MRK.1.45	Ma di a man gwe, a bigin ferteri na ala sei san ben psa nanga en. Dat' meki Yesus no ben man go moro ini wan foto fu sma si En. So A ben tan dorosei fu den foto, na presi pe sma no e libi. Ma toku sma ben kon na En fu ala sei.
MRK.2.1	Baka wantu dei Yesus drai go baka na Kafarnaum, dan den sma kisi fu yere tak' A de na oso. 
MRK.2.2	Furu sma ben kon na En, tak' srefi na mofodoro presi no ben de moro fu sma tnapu. So Yesus preiki a wortu fu Gado gi den. 
MRK.2.3	Dan wantu sma kon nanga wan lanman na En. Fo man ben tyari en tapu wan matrasi. 
MRK.2.4	Ma den no ben man doro na Yesus nanga a man, fu di den sma ben furu. Dat' meki den broko a daki opo tap'sei pe Yesus ben de. Baka di den puru wan pisi fu a daki, den saka a matrasi pe a man ben didon go na gron. 
MRK.2.5	Di Yesus si a bribi fu den, A taigi a lanman taki: “Mi mati, yu kisi pardon fu yu sondu.”
MRK.2.6	Ma wantu sabiman fu Gado wèt ben sidon drape tu. Den ben taki na ini den ati taki: 
MRK.2.7	“Fa a man disi kan taki so? A e afrontu Gado! Na Gado wawan kan gi pardon fu sondu.”
MRK.2.8	Ma wantron Yesus ben sabi ini Ensrefi tak' na dati den e prakseri. Dan A aksi den taki: “Fu sanede sowan prakseri kon ini un ati? 
MRK.2.9	San moro makriki? Fu taigi a lanman tak' a kisi pardon fu en sondu, noso fu taigi en taki: ‘Opo, teki yu matrasi, dan yu waka.’ 
MRK.2.10	Ma Mi o sori unu tak' a Manpikin fu Libisma abi makti dya na grontapu fu gi sma pardon fu sondu.” Dan Yesus taigi a lanman taki: 
MRK.2.11	“Mi e taigi yu fu yu opo, teki yu matrasi, dan yu go na oso.”
MRK.2.12	Ne a man opo. Wantewante a teki en matrasi, dan a waka fesi den alamala go na dorosei. Ala den sma ferwondru srefsrefi èn den gi Gado glori taki: “Noiti ete un si sowan sani!”
MRK.2.13	Yesus kmopo ini a oso go baka na a Meer fu Galilea. Ala den sma ben go nanga En, dan A bigin gi den leri. 
MRK.2.14	Di Yesus ben de na pasi, A si Lefi, a manpikin fu Alfeus. A ben sidon pe den sma ben mus kon pai edemoni. Yesus taigi en taki: “Kon nanga Mi!” Ne Lefi opo, èn a bigin waka na Yesus baka.
MRK.2.15	Bakaten Yesus go nyan na Lefi oso. Furu fu den man di e piki edemoni, nanga tra sondusma, ben sidon e nyan makandra nanga Yesus nanga den man fu En. Bika bun furu fu den sortu sma disi ben de ini a bigi grupu sma di ben e waka nanga Yesus. 
MRK.2.16	Den sabiman fu Gado wèt di ben de fu a grupu fu den Fariseiman, si tak' Yesus ben e nyan makandra nanga sondusma nanga den man di e piki edemoni. Fu dat'ede den aksi den man fu Yesus taki: “Fu sanede A e nyan makandra nanga den man di e piki edemoni, èn nanga den sondusma?”
MRK.2.17	Di Yesus yere san den aksi, A piki den taki: “Sma di gesontu no abi datra fanowdu, ma na sma di e siki abi datra fanowdu. Mi no kon fu kari bun sma, ma Mi kon fu kari sondusma.”
MRK.2.18	A pisten dati den man di ben e teki leri fu Yohanes, nanga den Fariseiman, ben e faste. Dan wantu sma kon na Yesus taki: “Den man fu Yohanes nanga di fu den Fariseiman e faste. Ma fu sanede den man fu Yu no e du dati?”
MRK.2.19	Yesus piki den taki: “Den sma di kon na wan trow-oso no kan tan sondro fu nyan te a trowmasra de drape nanga den. Solanga a trowmasra de nanga den, den no kan faste. 
MRK.2.20	Ma a ten o kon tak' den o puru a trowmasra na den mindri. Dan ini den dei dati den sa faste.
MRK.2.21	No wan sma e lapu wan owru krosi nanga wan pisi nyun wan. Bika te a nyun wan o krempi, a o hari a owru wan priti èn a olo o kon moro bigi.
MRK.2.22	Sosrefi yu no e poti win di no lepi ete na ini owru winsaka. Bika te a win o kari dyesi, den winsaka o priti. Dan yu o lasi a win nanga den winsaka. Dat' meki yu e poti win di no lepi ete, na ini nyun winsaka.”
MRK.2.23	Tapu wan sabadei Yesus ben e waka psa ini wan aleisigron. Di den e waka psa, den man fu Yesus broko wantu taki aleisi. 
MRK.2.24	Dan den Fariseiman taigi Yesus taki: “Fu sanede den man fu Yu e du wan sani san a wèt no wani fu yu du tapu a sabadei?”
MRK.2.25	Yesus piki den taki: “Noiti un no leisi san David du di a ben de ini nowtu, èn angri ben e kiri en nanga den man di ben de nanga en? 
MRK.2.26	Ini a ten di Abyatar ben de grandomri, David go ini a oso fu Gado dan a nyan den brede san den ben poti aparti gi Gado. Owktu A gi den man fu en meki den nyan. Ma no wan sma kan nyan den brede dati, boiti den domri.” 
MRK.2.27	Dan A taigi den taki: “Gado meki a sabadei gi libisma, ma A no meki en leki wan strafu gi den. 
MRK.2.28	So, a Manpikin fu Libisma na a basi fu a sabadei.”
MRK.3.1	Yesus go wan tra leisi baka ini wan Dyukerki. Drape wan man ben de di ben abi wan malengri anu. 
MRK.3.2	Den man ben luru Yesus fu si efu A bo dresi a man tapu a sabadei. Nanga dati den ben kan tyari En go na krutu. 
MRK.3.3	Dan Yesus taigi a man nanga a malengri anu taki: “Kon tnapu dya pe ala sma kan si yu.” 
MRK.3.4	Ne A aksi den man taki: “San a wèt e taki un kan du tapu a sabadei? Bun noso ogri? Fu puru wan sma na dede, noso fu kiri en?” Ma den hori den mofo. 
MRK.3.5	Nanga atibron Yesus luku ala den sma di ben lontu En. Ma A ben firi sari fu a fasi fa den ben tranga den ati. Dan A taigi a man taki: “Langa yu anu!” A man langa en anu, dan a kon betre. 
MRK.3.6	Dan den Fariseiman gwe. Wantron den go taki nanga den bakaman fu Herodes fu suku wan fasi fu kiri Yesus.
MRK.3.7	Yesus go nanga den man fu En na a Meer fu Galilea. Wan bigi grupu sma fu Galilea ben go tu. Sosrefi bigi grupu sma di ben kmopo fu Yudea, 
MRK.3.8	Yerusalem nanga Idumea, nanga sma fu a tra sei fu a Yordanliba, nanga sma di ben e libi ini a birti fu Tirus nanga Sidon. Bika den ben yere fu den sani san Yesus du.
MRK.3.9	Yesus taigi den man fu En fu den poti wan boto klari, fu te a bigi grupu sma bo pusu tumsi kon na En tapu. 
MRK.3.10	Bika A ben dresi furu sma. Dat' meki ala sma di ben abi wan siki ben pusu kon na En tapu, fu kan fasi En. 
MRK.3.11	Te den takruyeye ben si Yesus, den ben trowe densrefi na En fesi, dan den ben bari taki: “Yu na a Manpikin fu Gado.” 
MRK.3.12	Ma Yesus ben warskow den tranga tak' den no mus taigi no wan sma suma na En.
MRK.3.13	Yesus kren go tapu wan bergi, èn suma A ben wani, A kari kon na En. Den go na En, 
