MAT.1.1	Diꞌoraz kuwai idaꞌa kakuwaapa-karu Jesus Christ dokozu-daunnao sakadinan ikiꞌo dauꞌanaꞌo.
LUK.7.20	Udaunaꞌan ĩmakon naa Jesus diꞌiti, atii ĩkaawan uꞌidiꞌiti, naꞌiaꞌa naa ĩkian uꞌati, “John Chikaawunuupauzoz dyuudan waunao puꞌidaꞌati, upishaa-kidan naꞌiki uaitapaꞌazon pugaruꞌu naa tawuruꞌu waꞌatiꞌo niꞌoraz kowaadapa-kao? Oo marii zii wazaudapan baꞌoran waꞌatin kainaꞌiki?”
LUK.7.21	Aizii wuruꞌu ĩkaawanuz naꞌiti, Jesus kaudinan puꞌu karinainao dauꞌu. Ukakudan puꞌaꞌo iriba, iriba pidannao pabiꞌinaaka kidaꞌo ĩrinaa ai, oiaꞌo doronai zaamatapaniinao, ipai ukakudan ĩdyaun, naꞌiki ishaawunnao kida, ipai udaꞌatan naꞌiki usaabaan ĩawun. 
LUK.7.22	Uruu idi Jesus dakoꞌatin wunao paradanuꞌu John dyuudaniinaouz. Ukian ĩꞌati, “Aizii ukiwa John diꞌiti, ukowaada kizi uꞌati ipai daunuudaꞌu wuruꞌu utukapanii kidaz õshaꞌapatan, naꞌiki ukowaada uꞌati ipai wuruꞌu uabatanii kidaz kuwai. Ukowaada uꞌati iribaꞌa naa ishaawunnao awun daꞌata-kao, naꞌiki saabaa-kao; aizii machiꞌika-kainao, chiꞌika-kida-kao; naꞌiki kabishopauzonao kichanaꞌiki-kiaꞌo bishoi idi, ipai ĩkakuda-kao. Aizii makinao-ziiwanao, kaimanaꞌa naa ĩabatan; naꞌiki mawakainao kida, kakuda-kao powaa iti; aizii patakaꞌutinainao, kowaada-kaoaꞌa naa ĩꞌati Kaimanaꞌo Kuwai.
LUK.7.23	Konaukiaꞌo nii manawun wunaouꞌu sariaapaꞌoraz ĩmishidan õgaru, aonaꞌoraz ĩdiꞌitinpan panaꞌiti kida õdauꞌu,” ukian ĩꞌati.
LUK.7.24	Aizii John diꞌikiinao pidannao kiwan daunaꞌan, sariapa Jesus kian wunao atiꞌi iribainaouz pidannao, kasabaꞌukinpainaouz utuma. Ukian ĩꞌati, “Kandii dauꞌatiꞌo tawuruꞌu unao makouzonuz John diꞌiti mapidantakaꞌo amazada diꞌiti? Kandii wuruꞌu utukapaꞌazooniaz naꞌii? Utukapaꞌazon pidan kakataimanaꞌo unyukunuu, awaru dawuu-kidan kawan pinidi? 
LUK.7.25	Kanom dii shaꞌa wuruꞌu utukapaꞌazooniaz naꞌii? Oo utukapaꞌazon pidan konaunamaꞌo oo umanawunuꞌo ukaiwadinpan? Pidan umanawunuꞌo, naꞌiki kaiwadinpaꞌo kaimanaiman, umashaapan kabaun umanawunuꞌo diꞌii? 
LUK.7.26	Oo kanom shaꞌa wuruꞌu utukapaꞌazooniaz naꞌii? Tominkaru prophetin? Mishiꞌo wuruꞌu, pidan utukapaniaz naꞌii, powaꞌaꞌo zii umanawunun baꞌoran prophetnao ai. 
LUK.7.27	Uruu John, dauꞌanaꞌo tawuruꞌu kotuaꞌo Tominkaru Paradan saadauzo-kaoaz kaikapaꞌa: ‘Õdyuudan nii õprophetin kiwiin, saabaaꞌo nii dunapo puꞌuaꞌati,’” ukianuz.
LUK.7.28	Udaunaꞌan Jesus kian koshan ĩꞌati, “Õkowaadan nii uꞌati aizii aimaakan, John uruu uwazootapanii ipai, ipai pidannao, aonaa baudaꞌapa pidan kainaꞌa shakatainao wuru baaraꞌaꞌa, uruu kawanuꞌo nii. Mazan pidan, aonaꞌoraz umanawunun Tominkaru naobanai-tinapa-kiziꞌi, upuꞌu umanawunuꞌo uruu John ai,” Jesus kian ĩꞌati.
LUK.7.29	Ipai pidannao naꞌiki wuruꞌu zaamaapauzonao kidaz tax puraatannaa, abatan Jesus paradan, naꞌiki ĩnao tuukii paꞌan ĩmishidan, naꞌiki ĩaitapa mishiꞌo naꞌiki sakitapaꞌo wuruꞌu Tominkaru paradan kidaz. Uruu idiꞌo paꞌan ĩchikaawunuu-kidinan John ati. 
LUK.7.30	Mazan kainaꞌa baꞌorainao pidannao, ĩdakotapa-kao Phariseenao naꞌiki kainaꞌa baꞌorainao tiichaapauzonao Moses kakinaori dauꞌu. Ĩnao aonaa paꞌan ĩshaꞌapatan wuruꞌu Tominkaru aiapanii kidaz ushaꞌapata-kao. Uruu idi aonaa ĩchikaawunuu-kidinan John ati.
LUK.7.31	Powaꞌa zii koshan Jesus kian pidannao ati, “Naꞌapa dii mani õkian wunao dauꞌanaꞌa kainaouz pidannao mashaapan? Naꞌapa dii mani õkowaadan oo õdakotan ĩdyaun? Õkian nii. 
LUK.7.32	Ĩnao mashaapan koraiziannao makinaotinan kawanuꞌo, aonaa ĩnyukunuu kaimanaꞌazon baꞌorainao ati. Aizii pamakinaotin kizi iki, koraiziannao kadakoinpauzon paꞌatiaaka kida kaikapaꞌa: ‘Wakunuian mazida-karu kunnaa unao ati kuwudii idaꞌan, mazan aonaa ukonaupan. Aizii Wakunuian mawaka-karu kunnaa uꞌati, aonaa uzaadan,’ ĩkiitaakapan. 
LUK.7.33	Aizii John Chikaawunuupauzo kaawan dono daꞌatiꞌi, aonaa unikauzon kaimanaꞌo wanyukunui wuruꞌu baꞌoran pidannao nikauzonii kaduz kidaz, naꞌiki aonaa utuzan wine. Uruu idi unao kian udauꞌan. ‘Kainaꞌa oiaꞌo doronai uꞌidaꞌa.’ 
LUK.7.34	Aizii Daonaiora Aokazi Ikiꞌo, ukaawan daꞌatiꞌi, ipai paꞌan uaroopan, naꞌiki utuzan bishoaꞌo wine. Uruu idi unao kian udauꞌan. ‘Aushaa utukapa, kashabakizi paꞌan arawuꞌu, naꞌiki tuzapa-shori kapam. Naꞌiki unaudapa kapam pakaminaudaꞌu-tinpan wunao idiꞌi zaamaapauzonaouz tax puraatannaa, naꞌiki oiainao pidannao tuma.’ 
LUK.7.35	Mazan ipai pidannao wuruꞌu daꞌanainao kidaz Tominkaru paradan, ĩnao tukapa-kidan mishiꞌo wuruꞌu Tominkaru aitapanii kidaz oo wuruꞌu ushaꞌapaapanii kidaz aimaakan.”
LUK.7.36	Aizii kainaꞌa Pharisee, unaꞌakan Jesus, uaroapa-kidaꞌazoonuzu padapu ii. Uruu idi Jesus makon utuma udapu iti, naꞌiaꞌa naa usakanatan naꞌiki uaroopan naa. 
LUK.7.37	Uruu wiizai diꞌii kainaꞌa zunaaba madoronaa-daunuꞌo omashaapauzon. Aizii oabatan idi Jesus aroopaꞌazon Pharisee dapu ii, sariapa omakon naꞌiti, onaꞌakan kaduunuribai pakinnaa zoꞌan kuba idiꞌi utoma-kao.
LUK.7.38	Okaawan Jesus kidiba diꞌiti ubarau itinapu. Ozaadan tuukii, uruu idi ipai ozabian Jesus kidiba paawun uu idi. Udaunaꞌan oaradan naa ukidiba padizo idi naꞌiki sariapa okissitan wuruꞌu ukidiba kidaz, udaunaꞌan oramaudan naa ukidiba kaduunuꞌoraz ramau idi. 
LUK.7.39	Aizii Pharisee, wuruꞌu naꞌakaꞌoraz Jesus padapu ati, tukapan wuruꞌu zun shaꞌapatanuz aimaakan naꞌapa Jesus ati. Sariapa ukian panyukunuu ii, “Umishiin an mani diꞌoraz daonaiora Tominkaru prophetin, uaitapa mani naꞌapaꞌoram okaduz wuruꞌu zunaz pishataꞌoraz paugaru. Naꞌiki uaitapa mani ipai naꞌapam omashaapauzon naꞌiki wuruꞌu oii kidaꞌoraz aimaakan oshaꞌapaapauzon.”
LUK.7.40	Sariapa Jesus paradan, naꞌiki ukian uꞌati, “Simon, kainaꞌa aimaakan õkowaadaꞌazon puꞌati.”
LUK.7.40	“Tiichaa, naꞌapaꞌoram aimaakan wuruꞌu pukowaadaꞌazooniaz õꞌati?” Simon kian.
LUK.7.41	Jesus kian uꞌati, “Kainaꞌa dyaꞌutam pidannao mawinipinaatapainao pidan. Baudaꞌapa mawinipinaatapan 500 wiziꞌi kidaꞌo puraata, baꞌoran mawinipinaatapan 50 wiziꞌi kidaꞌo puraata.
LUK.7.42	Aonaa baudaꞌapa ĩnao kaꞌiitan pakawadauntan powaa iti wuruꞌu pamawinipinaatapaniaz puraata. Uruu idi pidan wuruꞌu taaꞌoraz zii puraata ĩꞌati, umarinaꞌataꞌakan naa wuruꞌu ĩmawinipinaatapaniaz. Aonaꞌo niꞌi naa uaipan uwadaun oo unyukunuupaꞌakan powaꞌa wuruꞌu ĩmawinipinaatapaniaz. Ukauꞌan, naꞌiaꞌoram nii puaitapan marainapa tuukii wuruꞌu marinaꞌataꞌoraz pamawinipinaatapa-kao?”
LUK.7.43	Simon dakoꞌatin, naꞌiki ukian, “Õzauda-kidan wuruꞌu mawinipinaatapaꞌo uruu dobata manawun, uruꞌo nii marainapa uruu tuukii.”
LUK.7.43	“Naꞌapa mishizi, sakitapaꞌo kaiwuruꞌu pudiꞌitinapanuz,” Jesus kian Simon ati. 
LUK.7.44	Udaunaꞌan Jesus tanawatinan zunaaba diꞌiti, naꞌiki ukian Simon ati, “Putukapa diꞌoraz zunaabaꞌa, mishii? Õmorotan pudapu ati, aonaa putaan wunu õꞌati õchikaa-kinaa nii õkidiba. Mazan oroo, okaawan daꞌatiꞌi, ozaadan atii ochikaan õkidiba paawun uu idi. Udaunaꞌan oaradan õkidiba padizo idi. 
LUK.7.45+LUK.7.46	Naꞌiki aonaa pukissitan õgaru, mazan oroo pakaawan diꞌikiꞌo aonaa osookadan pakissiipan õkidiba. Naꞌiki aonaa putaan õramauda-kinaa nii õzowau, mazan oroo oramauda zii õkidiba. 
LUK.7.47	Aizii õkowaadan nii puꞌati aimaakan,” Jesus kian. “Wuruꞌu oshaꞌapatanuz aimaakan kaikapaꞌa, otukapa-kidan naꞌapam pamarainpan õgaru tuukii. Ushaꞌapanum kauꞌan oꞌoian wuruꞌu tuubaruꞌoraz manawun mainaabata-kao idi ipai daunuudaꞌu oꞌai. Mazan aizii pidan masakaudaꞌuꞌo uꞌoian, aizii uꞌoian mainaabata-kao an, masakaudaꞌuꞌo nii kapam umarainpan õgaru.”
LUK.7.48	Udaunaꞌan Jesus kian zunaaba ati, “Aizii ipai daunuudaꞌuꞌu naa puꞌoian mainaabataꞌaka-kao, aonaꞌo nii powaꞌa unyukunuuapa-kao.”
LUK.7.49	Sariapa pidannao wuruꞌu sakanatapainao kidaz utuma kiitaakapan paꞌatiaaka kida, “Kandii mooko arawuꞌu turuu mooko uaitapan pamainaabatan pidan oian?”
LUK.7.50	Mazan Jesus kian zun ati, “Pumishidan idiꞌo wuruꞌu, pukazannaatinanuz puꞌoian ai. Aizii pukiwaꞌa naa, kaiman punyukunuu aizii, naꞌiki aonaa kanom powaꞌa kasharutapaꞌo nii pugaru.”
LUK.8.1	Udaunaꞌan Jesus makon naa, uchiꞌikapan ipai donoi naꞌiki wiizai kida kawanaꞌati. Wuruꞌu uchiꞌikapanuz ukowaadapan Kaimanaꞌo Kuwai, Tominkaru naobanai-tinan dauaꞌo. Aizii 12 utominapa-kidaniinaouz, naꞌiiꞌaka kapam ĩchiꞌikapan utuma. 
LUK.8.2	Naꞌiki zunnao, tawuruꞌu ukakudaniinao kidaz parinaa ai, naꞌiki baꞌorainao ukakudaniinao oiaꞌo doronai zaamatapan ai ĩdyaun, naꞌiti kapam pabiꞌi kida ĩnao makon, ĩkaminkaꞌuupan Jesus naꞌiki wuruꞌu utominapa-kidaniinaouz. Mary, Magdala sanaaba, Jesus soꞌotaniaz 7 oiaꞌo doronainao oꞌai, oroo wuruꞌu kaminkaꞌuupaꞌoraz ĩdyaun, 
LUK.8.3	naꞌiki Joanna oroo Chuza kiaꞌoraz odaiaru uu, kazowautapaꞌoraz pabiꞌi kida Herod poitorunao. Naꞌiki Susanna naꞌii kapam, naꞌiki iriba baꞌoran zunnao kida naꞌii ĩtuma. Ipai ĩshaꞌapatan aimaakan, ĩtaan papuraatan, naꞌiki aimaakan sodi kida paaipan ati, pakaminkaꞌuta-kinaa nii Jesus naꞌiki utominapa-kidaniinao.
LUK.8.4	Pidannao kaawan iriba, iriba Jesus idaꞌati, naꞌiki iriba kapam baꞌoran wiizai ikiinao kida kaawan. Aizii pidannao baokopatinan daunaꞌan, uruꞌu naa Jesus kakuwaapan naa ĩꞌati diꞌitinapa-kinai kuwai idaꞌan. 
LUK.8.5	Ukian, “Baudaꞌapa kamoo pidan makon pazakapun iti upaowaꞌanan poroom uuda kida. Aizii kawiizii-kariwai baara an, uruꞌu naa upararaan poroom uuda. Pabiꞌi kida poroom uuda waotan chiꞌikapa-kizai an, uruu idi ipai udakazaabiꞌii-kao. Udaunaꞌan kotuꞌuznao waꞌatin naꞌiki ipai ĩnikan wuruꞌu uudai kidaz.
LUK.8.6	“Baꞌoran uudai kida waotan kubataꞌo baawu an. Mishi kaiman padamata uudai sodaꞌakan mazan aonaa naꞌitim uꞌishatabaꞌu zaamatinan, udaunaꞌan kamoo wiichaꞌakan naa, uruu idi sariapa uaradan atii umaririn.
LUK.8.7	“Baꞌoran uudai kida waotan kaiwada-karu taꞌo baara an. Mishi kaiman padamata usodaꞌakan, mazan udaunaꞌan, kaiwada-karu watudaꞌakan naa wuruꞌu paꞌinaꞌoraz usodan kida. Uruu idi aonaa naꞌitim naa ĩdyaupain.
LUK.8.8	“Baꞌoran uudai kida, kaiman paꞌan ĩwaotan kawiizii-kariwai baara an. Uruu idi ziwu ĩsodan, udaunaꞌan ĩkaakaꞌakan naa madowaaka kida paꞌidiwaru, naꞌiki diriꞌi shinibaba kida uꞌaka. Baudaꞌapaꞌo ukadunaa diꞌiki, uikoda 100 uꞌaka diriꞌin.”
LUK.8.8	Udaunaꞌan Jesus kian naa pidannao ati, “Pukakinaon an puabataꞌa naa kakinaorii!”
LUK.8.9	Udaunaꞌan Jesus tominapa-kidaniinao pishaan naa uruu, naꞌapaꞌoram manawun wuruꞌu diꞌitinapa-kinai kuwaiz, ukowaadaniaz ĩꞌati. 
LUK.8.10	Uruu idi ukian ĩꞌati, “Soo unao atiꞌo nii ukainaabata-kao wuruꞌu diꞌitinapa-kinai kuwaiz, Tominkaru naobanai-tinan dauaꞌoraz. Mazan wunao atiꞌi baꞌorainao kidaz ukowaada-kao nii soo diꞌitinapa-kinai kuwai idaꞌan. Uruu idi ĩtukapan puꞌu padamata wuruꞌu kadakotin-kizaiz, mazan upuꞌu aonaꞌo nii ĩtukapanuzu. Ĩabatan puꞌu padamatazu, mazan upuꞌu, aonaꞌo nii ĩaitapan naꞌapaꞌoram wuruꞌu parada-karu kianuz.
LUK.8.11	“Kaikapaꞌa wuruꞌu diꞌitinapa-kinai kuwaiz,” Jesus kian ĩꞌati, “Aizii wuruꞌu uudai kidaz, Tominkaru paradan kida wuruꞌu. 
LUK.8.12	Aizii wuruꞌu uudai kida waotaꞌoraz chiꞌikapa-kizai an, uruu pidannao dauꞌanaꞌo, wuruꞌu abatainao kidaz Kaimanaꞌo Kuwai. Mazan udaunaꞌan Satan kaawan ĩꞌidaꞌati, uruu idi sariapa umainaabatan ipai daunuudaꞌu ĩnyukunuu iki wuruꞌu Kaimanaꞌoraz Kuwai kida. Ushaꞌapanum kauꞌan aonaa uaipan ĩmishidan, naꞌiki aonaa uaipan ĩkazannaatinan paꞌoian ai.
LUK.8.13	“Aizii uudai kida wuruꞌu waotaꞌoraz kubataꞌo baawu an, uruu pidannao dauꞌanaꞌo, wuruꞌu konaukiaꞌoraz ĩabatan naꞌiki ĩzaamatan padamata Kaimanaꞌo Kuwai. Mazan aonaa ĩzaamatan tuukii panyukunuu iti wuruꞌu parada-karu kidaz. Uruu idi masakaudaꞌu aimaakan dikaudaꞌo shaꞌapaꞌakan ĩꞌati, uruꞌu naa ĩkashadinaꞌakan, aonaꞌa naa powaꞌa ĩmishidapaꞌakan.
LUK.8.14	“Aizii uudai kida wuruꞌu waotaꞌoraz kaiwada-karu baawu an kida, uruu pidannao dauꞌanaꞌo, wuruꞌu abatainao naꞌiki mishidainao kidaz Kaimanaꞌo Kuwai. Mazan ĩdiꞌitinpan aimaakan aiapa-kao dauꞌu, naꞌiki kashaꞌapauzi-karu dauꞌu, naꞌiki ĩaipaa-biꞌian ipai pabiꞌinaaka sodi kidaꞌo aimaakan. Uruu idi ĩmanyukunuutan naa wuruꞌu kuwaiz. Naꞌiki aonaꞌa naa ĩshaꞌapainpan kaiman kuwai kawanaꞌati.
LUK.8.15	“Aizii uudai kida wuruꞌu waotaꞌoraz kaiman, kawiizii-kariwai baara an, uruu pidannao wuruꞌu abatainao naꞌiki zaamatainao kidaz parada-karu kaimanaiman manawun panyukunuu iti. Ĩizoꞌati ipai parada-karu, uruu idi aonaa ĩkashadinan. Ushaꞌapanum kauꞌan kaiman ĩnyukunuu dyaupain Tominkaru ati. Uruu idi kaiman mishi ĩmashaapan tukapa-kao.
LUK.8.16	“Aonaa naꞌiaꞌoram pidan suuauzon lamp, udaunaꞌan utaratanuzu boon idi, oo umuudanuz bed waranu iti. Mishiꞌoraiman lamp suu-kao dono, umuuda-kao dokoꞌo ukanadapa kizi kaiman. Aizii pidannao morotan an, kaimanaꞌo nii ukanadapan ĩꞌati. 
LUK.8.17	Naꞌiki ipai aimaakan dizapa-kariwai ushaꞌapaapa-kao, ipaiꞌo nii ukodita-kida-kao kainaabanaꞌo-karu ati. Naꞌiki ipai aimaakan dizapa-kariwai ipaiꞌo nii ukodita-kida-kao kanadaꞌo-karu ati. 
LUK.8.18	Ukauꞌan udiꞌitapa naꞌiki uzaamata unyukunuu iti wuruꞌu uabatanii kidaz parada-karu. Ushaꞌapanum kauꞌan pidan kainaꞌaꞌo utaapan aimaakan panyukunuu ii, taa-karu nii uꞌati powaꞌa zii. Aizii wuruꞌu pidan, aonaꞌoraz utaan aimaakan panyukunuu iti, zaamata-karu nii uꞌai ipai daunuudaꞌu wuruꞌu masakaudaꞌuꞌoraz aimaakan utaapan panyukunuu idaꞌa.”
LUK.8.19	Udaunaꞌan Jesus daro naꞌiki uꞌinawuzunao kaawan ĩtukapaꞌazon uruu. Mazan aonaa naꞌitim ĩmaonapadinan udazaba iti, ushaꞌapanum kauꞌan iriba manawun pidannao kasabaꞌukinpan udazaba an kida. 
LUK.8.20	Uruu idi baudaꞌapa pidan kian Jesus ati, “Kainaꞌa pudaro naꞌiki puꞌinawuzunao kadishitapan paniba ii, ĩtukapaꞌazon pugaru.”
LUK.8.21	Sariapa Jesus kian ipai pidannao ati, “Õdaro naꞌiki õꞌinawuzunao paꞌan wuruꞌu abatainaouz naꞌiki izoꞌatiinaouz Tominkaru paradan.”
LUK.8.22	Baudaꞌapa kamoo Jesus paidinan kanawa zoꞌiti patominapa-kidaniinao tuma. Naꞌiki ukian ĩꞌati, “Aushaa wamakoꞌo naa karishii baza iti.” Uruu idi ĩmakoꞌokan naa. 
LUK.8.23	Aizii ĩmakopaanan puꞌu, Jesus daꞌawuꞌukan naa kanawa zoꞌii. Mashaꞌapakiaka maꞌozakaꞌo awaru kaawan. Sariapa wunu paran kida daawadaan ĩkanawan, atii wunu paidinaꞌakan naa ĩkanawan zoꞌiti. Maonapaꞌa naa kanawa tipitan.
LUK.8.24	Sariapa Jesus tominapa-kidaniinao makon uꞌidiꞌiti, ĩpokowauanuzu. Naꞌiki ĩkian uꞌati, “Wanaobanaa! Wanaobanaa! Kadiman! Taaꞌazoꞌo naa wanaraan,” ĩkian. Udaunaꞌan Jesus kadishitaꞌakan, naꞌiki udyuudan awaru naꞌiki wunu paran mashaadinan. Sariapa mishi awaru naꞌiki wunu paran mashaadinaꞌakan. 
LUK.8.25	Udaunaꞌan Jesus kian patominapa-kidaniinao ati, “Naꞌapaꞌoram mooko wuruꞌu umishidanuz?”
LUK.8.25	Mazan tuukii ĩtarian, naꞌiki tuukii ĩdiꞌitinpan. Ĩkian paꞌatiaaka kida, “Ei! Kanom kaduz pidan uruu? Udyuuda zii awaru naꞌiki wunu paran mashaadan, atii ĩizoꞌati zii uparadan,” ĩkian.
LUK.8.26	Jesus naꞌiki utominapa-kidaniinao makopaanan karishii baoko an, atii ĩkaawan baza itinapu wiizai diꞌiti, Gerasa Baara kiaꞌo uꞌuu, Galilee Baara paꞌinamunuꞌoraz. 
LUK.8.27	Aizii Jesus maratinaꞌakan zii kanawa zoꞌiki, uruꞌu naa pidan, donoi ikiꞌo, oiaꞌo doronainao zaamatapanii kaawaꞌakan Jesus idaꞌati. Kotuaꞌikiꞌoraꞌa naa aonaa ukaiwadan kamicha, naꞌiki aonaa umashaapauzon kabaun ii. Umashaapan baaranai ii aka, kuba uun ii aka karikaonan. 
LUK.8.28	Aizii utukapan Jesus, sariapa ukadakoꞌokan, udaunaꞌan ukodoruꞌukan naꞌiki umapotinan Jesus kanaapu iti. Naꞌiki ukian diiwaꞌo idaꞌan, “Jesus, Tominkaru umanawunuꞌo dani, kanom puaipan õꞌai, naꞌapa dii pushaꞌapataꞌazon õgaru? Aonaa shoman pupatakaꞌutaꞌanaꞌa õgaru,” ukian. 
LUK.8.29	Wuruꞌu uparadanuz kaikapaꞌa Jesus dyuudan idiꞌo oiaꞌo doronainao koditan uꞌai.
LUK.8.29	Kiwiin, mapuduꞌo daꞌi oiaꞌo doronainao tuukiidauzonuzu. Pidannao tiwaan puꞌu padamata padodowan ipai uanoba naꞌiki utabaꞌu chain idi, mazan sariaapaꞌo nii ubiditaꞌakanuzu. Uruu daunaꞌan oiaꞌo doronainao naꞌakaꞌakan niꞌi naa uruu, mapidantakaꞌo amazada baara iti. Uruu wuruꞌu paradaꞌoraz Jesus ati.
LUK.8.30	Jesus pishaanuzu, “Naꞌapa dii puꞌuu?” “Õꞌuu Iribainao,” ukian. Ukowaadan paꞌuu naꞌapa ushaꞌapanum kauꞌan iriba, iriba manawun oiaꞌo doronainao morotan naa uꞌidiꞌiti. 
LUK.8.31	Naꞌapain tuukii oiaꞌo doronainao pishaan Jesus, aonaa kizi udyuudan ĩdyaun kaꞌunaru nazo iti, aonaꞌoraz utokon nii.
LUK.8.32	Naꞌiaꞌo iriba kooshinao aroapatinan naawazi zaꞌan. Uruu idi oiaꞌo doronainao pishaan Jesus tuukii. “Pukashaapa shoman wamorotan kooshinao diꞌiti,” ĩkian. Jesus kashaapa ĩmorotan kooshinao diꞌiti. 
LUK.8.33	Uruu idi ĩkoditaꞌakan naa pidan diꞌiki naꞌiki ĩmorotaꞌakan naa kooshinao diꞌiti. Sariapa kooshinao dimaꞌakan naa tawudapu an, naꞌiki ipai ĩwaotan karishii baoko iti. Uruu idi ipai ĩmawakan panaraan idi.
LUK.8.34	Aizii pidannao, wuruꞌu taapainaouz kooshinao tukapan idi wuruꞌu aimaakan shaꞌapanuz kaikapaꞌa, sariapa ĩdiman ĩkakuwaapaꞌanan. Uruu idi ĩkakuwaapan pidannao ati ipai donoi ii aka, naꞌiki kazakapuntinpainao ati donoi dawun ii aka. Ipai ĩkowaadan patukapan kawanaꞌati ushaꞌapan. 
LUK.8.35	Uruu idi iriba pidannao makon naꞌiti ĩtukapaꞌanan wuruꞌu kowaada-kariwaiz aimaakan shaꞌapan. Aizii ĩkaawan Jesus idaꞌati, ĩtukapa pidan wuruꞌu soꞌota-kariwaiz oiaꞌo doronainao uꞌidiꞌiki, aonaꞌa naa ushaꞌapan, naꞌiki kainaꞌaꞌa naa ukaiwadapan kamicha. Kaiman usakanatapan Jesus dazabaꞌa, aitapinaꞌa naaz, naꞌiki kaimanaꞌa naa udiꞌitinpan. Uruu idi tuukii pidannao tarian. 
LUK.8.36	Pidannao wuruꞌu tukapainaouz aimaakan shaꞌapan, ĩkakuwaapan naa baꞌoran pidannao ati. Ĩkowaadan ĩꞌati naꞌapaꞌoram ukakuda-kao wuruꞌu oiaꞌo doronai zaamatapaniaz pidan. 
LUK.8.37	Uruu idi ipai pidannao kawiizi-tinpainao kidaz donoi Gerasa Baara an kida, tuukii ĩpishaan Jesus makon pawiizi iki. Ushaꞌapanum kauꞌan tuukii manawun ĩtarian.
LUK.8.37	Uruu idi Jesus paidinan naa kanawa zoꞌiti naꞌiki umakoꞌokan naa. 
LUK.8.38	Wuruꞌu pidan soꞌota-kariwaiz oiaꞌo doronainao uꞌidiꞌiki, tuukii upishaan Jesus. “Õmako kizi putuma,” ukian. Mazan Jesus kian uꞌati, 
LUK.8.39	“Pukiwaꞌa naa shoman pudapu iti, pukowaadaꞌan kiziꞌi naa naꞌapam Tominkaru shaꞌapatan kaimanaꞌo manawun aimaakan puꞌati.” Uruu daunaꞌan pidan makoꞌokan naa. Aizii pamakopa-kizi donoi ii aka, ipai ukowaadan pidannao ati wuruꞌu Jesus shaꞌapataniaz paꞌati.
LUK.8.40	Aizii Jesus naꞌiki utominapa-kidaniinao kiwan karishii baza itinapu. Naꞌii iriba pidannao dapaapan uruu, ushaꞌapanum kauꞌan tomunuꞌoraꞌa naa ĩzaudapanuzu. 
LUK.8.41	Udaunaꞌan pidan Jairus kiaꞌo uꞌuu kaawan Jesus idaꞌati, uruu kazowautapauzo synagogue Jewnao ati pawiizi ii. Ukaawan, sariapa ukodoruꞌukan, naꞌiki udawukan Jesus kanaapu iti ukidiba idaꞌa. Tuukii unaꞌakan uruu padapu iti. 
LUK.8.42	Ushaꞌapanum kauꞌan, udani zun baudaꞌapauzo, 7 owunun, karinaan tuukii, maonapaꞌoraꞌa naa omawakan.
LUK.8.42	Aizii Jesus makopaanan puꞌaꞌa naa, iriba pidannao kasabaꞌuinan udazaba an. 
LUK.8.43	Aizii pidannao biiꞌi kainaꞌa zunaaba, izaipaiba, 12 wunuꞌoraꞌa naa obaiatinan. Iribaꞌa naa omakon daakataanao diꞌiti. Mazan aonaa baudaꞌapa daakataa kakudaꞌo nii oroo. Naꞌiki ipaiꞌi naa otaan papuraatan ĩꞌati. 
LUK.8.44	Uruu dono owaꞌatin pidannao bii an Jesus barau ikinapa. Sariapa opishatan uchaakitan danoma karikaonan. Sariapa oizaipan shabataꞌakan. 
LUK.8.45	Mashaꞌapakiaka Jesus kian, “Kanom pishataꞌoraz õgaru?”
LUK.8.45	Mazan ipai pidannao wuruꞌu udazaba an kidainaouz kian, “Aonaa wapishatan pugaru.”
LUK.8.45	Uruu idi Peter kian, “Wanaobanaa, kainaꞌa iriba pidannao pudazaba an.”
LUK.8.46	“Mazan kainaꞌa pidan pishataꞌo õgaru, õaitapa, ushaꞌapanum kauꞌan soꞌotinanaaka maꞌozaka-karu õꞌidiꞌiki,” Jesus kian ĩꞌati. 
LUK.8.47	Aizii zun aitapan idiꞌi naa paaitapaꞌaka-kao, sariapa omaonapadinan panaka-nakaan biiꞌi Jesus dazaba iti, atii okodoruꞌukan naꞌiki odawukan ukanaapu iti, oawun imiꞌi baara iti. Ipai pidannao abatapan puꞌu, uruꞌu naa okowaadan kanom niꞌo wuruꞌu opishatanuz Jesus kamichan. Okowaadan papishatan idi ukamichan karikaonan sariapa oabatan izai dukutaꞌakan. 
LUK.8.48	Udaunaꞌan Jesus kian oꞌati, “Õdadakoo, pumishidan idiꞌo pukakudan. Aizii pukiwaꞌa naa, kaiman punyukunuu aizii, naꞌiki aonaa kanom powaꞌa kasharutapaꞌo nii pugaru.”
LUK.8.49	Jesus kadakotinan puꞌu zii oꞌati, uruꞌu naa pidan kaawaꞌakan kakuwaapaꞌanaꞌo Jairus idaꞌati, udapuꞌu ikiꞌo uwaꞌatiꞌikan wuruꞌu pidanaz. Ukian uꞌati, “Marinaꞌa naa Tiichaa, mawakaꞌakaꞌa naa pudani.” 
LUK.8.50	Mazan Jesus abata wuruꞌu pidan kakuwaapanuz Jairus ati. Uruu idi ukian uꞌati, “Manaꞌa putariaꞌanaꞌa, mazan pumishida paꞌan õgaru, kakudaꞌo nii powaa iti wuruꞌu pudaniz.”
