MAT.1.1	Ɗèlèwèr nzlembaƋ ndohi te verzi Yèsu Kristi, kra David, kra Abraham.
LUK.6.44	Aman ta sun wof staƋ staƋ tèlèba te nyi na. Ta ngècè vatak te wof kslor azɓai, a ta ndi kslor te wandar azɓai. 
LUK.6.45	Ndo man amba a cko skwi man amba auda te ndav nenga'a man amba. A ndo man ambaɓai a cko skwi man ambaɓai auda te ndav nenga'a man ambaɓai. Skwi man a n'ndha te ndav, a gaƋkaƋauda te ma.
LUK.6.46	Kin babayè Bai, Bai èhèmè, a kin gi skwi man i gaƋa kinè, azɓai? 
LUK.6.47	Ndo staƋ staƋ tèlèba man a shkè a sam ga, a tsena ma ga, a gia'a, i war i ngreda kinè a skwi man i lèmƋè a vna. 
LUK.6.48	Nenga'a lèmèlèmè ara ndo man a rèm gai, a ri vèvèƌ, a pi verzi gi nenga'a a géƌ pra. A iyam mbia'a a hai, a tsi gai, a slaha man a mbèƌè azɓai, te man verzi nenga'a nra amba.
LUK.6.49	Aman ndo man a tsena'a, a gi arsa azɓai, nenga'a lèmèlèmè ara ndo man a ramda gi nenga'a a géƌ wyak, verzia azɓai. A iyam mbia'a a hai, a tsi gai, tsam tsam m'mbèƌa, ngedas sa tèle.
LUK.7.1	Aman a ndeva ma nenga'a tèlèba a sam ndohi ma, a mdo a kokwar Capemaum. 
LUK.7.2	Ɓèl bi sojè ngiƋè, man ambaba bi nenga'a, mbelakaɓai, a woya m'metsai. 
LUK.7.3	Aman a ntsena labar ma Yèsu, bi nenga'a a nzlinde ta ndohi nhala'a te va ndohi Juif a sam na, a ntsu ria'a, aman a nƋè, a nda mbela ɓèl nenga'a. 
LUK.7.4	Aman tenga'a ta shkè a sam Yèsu, ta tsa na ri a vata, a ta gaƋa:
LUK.7.4	Amba aman ka takaha arsa. 
LUK.7.5	Nenga'a a woy ndohi nga, a nrama nga gi njèngè ma Zhiklè nga.
LUK.7.6	A Yèsu a ndo a nda tenga'a. Aman a zhè ndul a ntamagai, bi sojè a nzlinde ta mandalahi nenga'a a sam na, a ngaƋa na:
LUK.7.6	Bai, da gaka ka matakwan ɓai, i gi huyokoko'a, i ndo man a ka shkè a gi ga ka ɓai. 
LUK.7.7	I ndo nƋè a tsagi ngaya ka ɓai. Sèi goƋ ma ngaya staƋ, a gol ga a mbél na. 
LUK.7.8	Aman iyè ba, wuƋibi ngiƋè a zhè a géƋ ga, a sojèhi ga ta zhè, man i kwor ta. Aman i gaƋa na staƋ te va tenga'a: Do! A Ƌè. Aman i gaƋa na ngiƋè: Washkè! A shkè. A sam ɓèl ga: Gu arsa! A gia'a.
LUK.7.9	Aman Yèsu a ntsena ma haha, a rzl na a géƋ nenga'a a ngaƋa ta ndohi rèƋèƋèa, man ta dzodzora:
LUK.7.9	I gaƋa kinè, ko te kokwar Israel i ngatsa ncè-a-ndav mbia'a ar haha ɓai.
LUK.7.10	Aman ndohi man a zlinde ta, to do a deɓa a gai, ta ngots ɓèlè, m'mbela ma. 
LUK.7.11	Te deɓ nasa, Yèsu a mdo a kokwar mbia'a ngiƋè, zlembaƋ na Nain. A golahi nenga'a kumba, a ndohi rèƋèƋè'a to do a nda nenga'a. 
LUK.7.12	Aman ndulndul a ma kokwar, na haha ta zuɓkoƌi nckondo auda te kokwar. Nenga'a kra nstaƌa'a, man mam na a myau. Mam na, ngwoz mazai. Ndohi kokwar kumba ta zhè a sam na. 
LUK.7.13	A Bai Yèsu a nrka'a, a nsau te va, a ngaƌa na:
LUK.7.13	Ka kuƌ ɓai!
LUK.7.14	A mdo, a nlama na telai, man ta manda a pa. A ndohi man ta zuɓkoƌai, ta zlatsahai. A Yèsu a ngaƌa:
LUK.7.14	Masli ga, i gaƌa ka, slambaƌa!
LUK.7.15	A ndo m'metsa'a a nslambaƌa, a n'nza a verzai, a hüno ngèƌè. A Yèsu a nco, a mva na a deɓa a mam na. 
LUK.7.16	Tèlèba ta rzl ta, a ta slubordo Zhiklè, a ta gaƌa:
LUK.7.16	Ndo nhadka ma mbia'a a nslambaƌa te ndev nga.
LUK.7.16	A Zhiklè a mshkè a sam ndohi na.
LUK.7.17	A ma haha, man ta goƌ a géƌ nenga'a, a ndasseda kokwar Judée tèlèba, a tsagi kokwar tèlèba. 
LUK.7.18	A golahi Jean ta menda na ma haha tèlèba a Jean. 
LUK.7.19	A Jean a nzlinde ta golahi nenga'a cèw a sam Yèsu, aman ta gaƋa na:
LUK.7.19	Ka nenga'a man ndohi ta gaƋa a da shkè Ƌè, Ƌè nga zhér ndo ngiƋè di Ƌè?
LUK.7.20	Aman ndohi ta shkè a sam Yèsu, ta gaƌa na:
LUK.7.20	Jean Baptiste a nzlindeka nga a sam ngaya, a ngaƋa: Ka nenga'a man ndohi ta gaƋa a da shkè Ƌè, Ƌè nga zhér ndo ngiƋè di Ƌè?
LUK.7.21	A pats nasa Yèsu a m'mbel ta ndohi kumba te ri matakwan, a skwi ndzi tsaƋ tsaƋ, a mèzhèɓhi ambaɓihia'a, a ngu aman mandazlihi ta rka dai. 
LUK.7.22	A Yèsu a m'mbeƋa ta a ma:
LUK.7.22	Vodo, a kin gaƋa na Jean skwi man kin rka'a, a kin tsena'a: Mandazlihai ta rka dai; ndohi vedal ta Ƌè a sak ta; ndohi hutsoƋ ta suƋ ta; ndaɓazlamhai ta tsena zlembaƋ; ndohi m'metsa'a ta slambaƋ ta, a ndohi ta njè ta ma mbela' a ndohi ntawassa'a. 
LUK.7.23	Mwuffè a sam ndo man sak nenga'a a slèfèƋè azɓai a géƋ ga.
LUK.7.24	Aman ndohi sak Jean to do ta ma, Yèsu a hüno man a ngaƋa ta ndohi rèƋèƋèa a gèƋ Jean:
LUK.7.24	Kin do a hèshèkèƋ, a kin da war mè? Pandar man kozlar a giƋè Ƌè? 
LUK.7.25	Kin do, a kin da war mè? Ndo man maslaka mbela'a a va Ƌè? Na haha, ndohi man ta fèda maslaka mbela'a a va, ta ndi skwi mbelmbela'a ntèngèlè ntèngèlè, ta te gi bihai.
LUK.7.26	A kin do, a kin da war mè? Ndo nhadka ma ƌè? I gaƌa kinè, nenga'a a fena ndo nhadka ma. 
LUK.7.27	Aman nenga'a ndo man ta windeda ƌèlèwèr Zhiklè: Na haha, i zlinƋè gol ga a ma ngaya, a ntil civèƌ a ma ngaya. 
LUK.7.28	I gaƌa kinè, te va ndohi man ngwozi ta yau, ndo man a fena Jean azɓai. Aman ndo man ta sla na ndo nkèshèa te kokwar Bi Zhiklè, mba nenga'a a Jean.
LUK.7.29	A ndohi tèlèba man ta tsena'a, a ndohi ncèkèlè skwai, ta gaƌa Zhiklè zura'a, a ta gau baptême Jean. 
LUK.7.30	A ndohi pharisie a ndohi njèngè ma kita ta kwola skwi man Zhiklè a woya a va ta ndohai, a ta ga baptême ɓai. 
LUK.7.31	Yèsu a goƌ za'a:
LUK.7.31	I lèmƋè ndohi a géƌ herkeda haha a mè? Ta lèmèlèmè ara me?
LUK.7.32	Ta lèmèlèmè ara wudahai, man ta mbehwali a luma, a ta baba ta mandalahi tenga'a, a ta gaƌa: Nga voƌ shingelèk, a kin gatsa ɓai. Nga tsu nguzlah, a kin ga wobau ɓai.
LUK.7.33	Aman Jean a mshkè, a n'nda movar ɓai, a nsa zom ɓai, a kin gaƋa: Madzagi a ga na. 
LUK.7.34	A Kra-ndo a mshkè, a ndi skwai, a si skwai, a kin gaƋa: Na haha, ndo n'ndi skwi hamhama'a, ndo zom, mandal ndohi ncèkèlè skwai, a ndohi malihai. 
LUK.7.35	Aman maya Zhiklè n'ngreda auda zura'a a sam wudahi na.
LUK.7.36	Ndo pharisie ngiƌè a ndzhoƌo, aman a Ƌè, a ndi skwi te gi nenga'a. A Yèsu a ndo a gi ndo pharisie, aman a ndi skwai. 
LUK.7.37	Na haha, ngwoz ngiƋè a zhè te kokwar, fali ngwoz. Aman nenga'a a ntsena'a, Yèsu a ndi skwi n'ndai te gi ndo pharisie, a ncko koloba ɓurdi.
LUK.7.38	A nzlatsa na a deɓa, a sam sak na, a kuƋai, a hüno mpèn sak Yèsu a kuƋa, a ntokwolama na sak a gwots gèƋ nenga'a, a nsemƋama na sak, a nfaƋa na ɓurdi a pa. 
LUK.7.39	Aman ndo pharisie a nrka'a, nenga'a man a baba na Yèsu a gi na, a nhuro, a ngaƌa:
LUK.7.39	Man agassa ndo haha ndo nhadka ma, ar a sun ngwoz man a lama na haha. Nenga'a fali ngwoz.
LUK.7.40	A Yèsu a m'mbeƋa na a ma:
LUK.7.40	Simon, i woya man i gaƋa ka ma ga kètè.
LUK.7.40	A nenga'a a ngaƋa na:
LUK.7.40	Ndo njèngè ma, goƋ genè!
LUK.7.41	Bab skwi ngiƋè a n'ngots ndohi goƋèrè cèw, staƋ goƋèrè nenga'a suli 5.000, ngiƌe 500. 
LUK.7.42	A ta ngatsa suli ɓai, aman ta pil goƋèrè, a nenga'a a njèka ta goƋèrè cèw ba. Te ndev ndohi haha, man a woya bab skwi holhola'a wa?
LUK.7.43	Simon a m'mbeƌa na a ma:
LUK.7.43	I huro, nenga'a man a jèka na goƋèrè mbia'a.
LUK.7.43	A Yèsu a ngaƌa na:
LUK.7.43	Ka ƌölko zura'a.
LUK.7.44	Te deɓa'a a n'ngwoda na ma a ngwoz, a n'ngreda na Simon:
LUK.7.44	Ka rka ngwoz haha Ƌè? I shkè a gi ngaya, ka vay iyam man i pènè sak ga a vna ɓai, aman nenga'a a panay sak ga a kuƌa nenga'a, a ntokwolay sak a gwots gèƌ nenga'a. 
LUK.7.45	Ka kelaway ri a da'ai ɓai, aman nenga'a daga man i shkè a gi ngaya, ha antanta, a njèkeda ɓai, a nsemdamay sak genè. 
LUK.7.46	Ka faƋay mbar a gèƋga ɓai, aman nenga'a a faƌda ɓurdi a sak ga. 
LUK.7.47	Gar haha i gaƌa ka: Mali nenga'a mbia sa, mpra'a. Aman nenga'a a woy iyè a ndav a vata. Aman a ndo man ta pra na kete, nenga'a a woya a ndav kètè.
LUK.7.48	A Yèsu a ngaƋa na ngwoz:
LUK.7.48	Malihi ngaya ta pra ma!
LUK.7.49	A tengahi man ta nza a sam skwi n'ndi a vna, ta hüno, a ta gèƋè te ndav ta.
LUK.7.49	Nenga'a wa, man a prè malihi ba?
LUK.7.50	A Yèsu a ngaƋa na ngwoz:
LUK.7.50	Ncè-a-ndav ngaya a m'mbel ka ma. Do ngaya a gumai!
LUK.8.1	Te deɓ nasa Yèsu a nsawala te kokwar mbia'a, te kokwar nkèshèa tèlèba, a njè ta ma Zhiklè, a ma mbela'a man a kokwar Bi Zhiklè, a tengahi 12 a nda nenga'a. 
LUK.8.2	A ngwozi ngiƋè, man a mbel ta te ri mezheɓhi ambaɓihia'a, te ri matakwan: Marie Magdala, te va nenga'a madzagihi tsaraƌ to do auda; 
LUK.8.3	a Jeanne, ngwoz Chuza, bigol Hérode, a Suzanne, a ngwozi ngiƋè kumba, ta takaha ta a skwi ta.
LUK.8.4	Aman ndohi rèƋèƋèa ta ɓica va, a ta shkè te kokwar mbia'a a sam na, nenga'a a hüno man a ngaƋa ta a ngèlègèƋma:
LUK.8.5	Ndo nwush tser skwai a mdo auda, aman a wushè tser skwi na. Aman a wusheda pa, faƋkata a nwusha a civèƋ, a ta mbatsaha a sak, a ƌiakihi t'hwaƌ giƋfèk ta ndeda ma. 
LUK.8.6	NgiƋè faƋkata a nwusha a verzi pra, nftsa, a ngwor na, te man iyam az a pa ɓai. 
LUK.8.7	NgiƋè faƋkata a nwusha a ndev vatakihai, a vatakihai, ta grè a vna, a ta pizlèda pa. 
LUK.8.8	NgiƋè faƋkata a nwusha a sam mbela'a, nftsa, a nyu wuda, a gi 100, 100.
LUK.8.8	Aman a ngoƋ ma haha, a mboho:
LUK.8.8	Ndo man zlembaƋ na zhè, da tsena'a!
LUK.8.9	A golahi nenga'a ta dzhoƋo:
LUK.8.9	NgèlègèƋma haha, verzi na mè?
LUK.8.10	A Yèsu a ngaƋa:
LUK.8.10	Skwi n'ngheda'a te kokwar Bi Zhiklè kin ngotso, aman kin suna. Aman tengahi ngiƋè ta ngots a ngèlègèƋma, aman ta wèrè'a, ta rka ɓai; ta tsena'a, ta sun ɓai.
LUK.8.11	NgèlègèƋma haha aranta: Tser skwai, ma Zhikle. 
LUK.8.12	Ndohi a civèƋ, tengahi man ta tsena'a, te deɓa'a bi madzagai a shkè, a cèma ta ma te ndav ta, aman da co a ndav ɓai, da mbel ta ɓai. 
LUK.8.13	Aman tengahi a verzi pra, tenga'a man ta tse­ na'a, a ta cè ma a mwuffè, aman ta tsa zluzlor bai. Ta co a ndav n'nzi kètè. A pats man ta pe ta a wai, ta minè a deɓa.
LUK.8.14	Aman nenga'a man a nwusha a ndev vatakihai, tenga'a man ta tsena'a, ta Ƌè ta, a ta hér skwi mèshèlè a nwèl va t'herkeda, a mpizlè na ma a pa, a grè, aman a yi wuda azɓai. 
LUK.8.15	Aman nenga'a a sam mbela'a, tenga'a man ta ɓer ma man ta tsena'a, a ndav amba a nzura'a, ta yi wuda, a ta nzi dai.
LUK.8.16	Ndo man a nfèda vogwa a pitirla ma, a tuzloma na kokwi a gèƋ azɓai, a fí a hwaƋ sam m'mènè azɓai, aman a fí a géƋ sam nfí pitirla. Aman ndohi ta shkè a gai, ta rka vogwa pitirla. 
LUK.8.17	Aman skwi n'ngheda'a azɓai, man a di a shinè auda azɓai. Skwi man ta pizlèa azɓai, man a Ƌè giƋè auda azɓai. 
LUK.8.18	Vagu maya maya ara man kin tsena'a! Aman a ndo man a ngots skwai, ta da va na a va'a. A ndo man a ngatsa skwa ɓai, ta da cèma na skwi ba man a huro, a n'ngotso.
LUK.8.19	A mam nenga'a, a kramamhi nenga'a, ta shkè a sam na. A géƋ ndohi rèƋèƋèa ta slaha ta ndikè a sam na ɓai. 
LUK.8.20	A ta menda na Yèsu, a ta gaƋa na:
LUK.8.20	Mam ngaya, a kramamhi ngaya, ta zlatsa t'uda, a ta woy a ta rka ka.
LUK.8.21	A nenga'a a m'mbeƋa ta a ma:
LUK.8.21	Mam ga, a kramamhi ga, tengahai, man ta tsena ma Zhiklè, a ta gia'a.
LUK.8.22	A pats ngiƋè, Yèsu a mdo a wurom a nda golahi nenga'a, a ngaƋa ta:
LUK.8.22	Ngodokoya a wud woyam ahngata!
LUK.8.22	A to do. 
LUK.8.23	Aman to do a géƋ iyam, Yèsu a nzhun na. A kozlar mbia'a a nslambaƋa, a iyam a woya a ndhè wurom, a woya a zede ta. 
LUK.8.24	Aman ta herda na va a Yèsu, a ta piƋèkwuda, a ta gaƋa:
LUK.8.24	Bi nga, Bi nga, nga zi nga!
LUK.8.24	Aman nenga'a a nslambaƋa, a nguva kozlar a iyam man a gu tsuvoƋohtsuvoƋoha'a, a ta jèkeda, a ta nza géɓitè'a. A nenga'a a ngaƋa ta:
LUK.8.24	Ncèa ndav kinè tema?
LUK.8.25	A ta rzl ta, a ta huro, a ta goƋ a va ta:
LUK.8.25	Nenga'a wa, aman ko kozlar, ko iyam mbia'a ta fi gèƋ a ma nenga'a?
LUK.8.26	A ta ndikè a herkeda Gérasa, zura'a a kokwar Galilée.
LUK.8.27	Aman a mshkè auda te wurom, ndo ngiƋè te kokwar a mshkè, aman ta zli gèƋ a vna. N'nzi a zhè madzagi a ga na. A fi maslaka a va azɓai, a nzi a ngwi azɓai, sèi a gi dzavihai. 
LUK.8.28	Aman a rka Yèsu, a ntsu lalau, a nkalahi a deɓ sak nenga'a, a ngoƋ ngèƋè a wuƋai:
LUK.8.28	Nga gakaƋa a ka mè, Yèsu, ka kra Zhiklè te géƋè'a? I tsi ri a ka, ka gay matakwan ɓai!
LUK.8.29	Aman Yèsu a ngaƋa na mèzhèɓ ambaɓia'a, aman a Ƌè auda te ndo sa. Aman pèc pècèk a gshè'a, a ta dzawa'a, a ta mana'a a teɓa züdo, a züdo te sak, a ta ɓerè'a. A ngeslda teɓa züdo aussa, a madzagai a ndzarda a hèshèkèƋ. 
LUK.8.30	A Yèsu a ndzhoƋo:
LUK.8.30	NzlembaƋ ngay wa?
LUK.8.30	A nenga'a a ngaƋa:
LUK.8.30	NzlembaƋga `rèƋèƋèa';
LUK.8.30	aman madzagihi kumba te va ndo sa. 
LUK.8.31	A ta tsu ria'a: Ka da gaƋa nga, aman nga Ƌè a vèvèƋ pèltemtema'a ɓai! 
LUK.8.32	Aman rèwè wodalahi ta zhè, ta ndi mandai a der za. A ta tsu ria'a, aman a pre ta a va wodalahi sa. A Yèsu a mpre ta.
LUK.8.33	A madzagihai to do auda te ndo sa, a to do a va wodalahai, a rèwè wodalahai ta wush ta a woyam, a ta bazl ta te woyam. 
LUK.8.34	Aman ndohi mɓer ta, ta rka skwi man a gau, ta hu ta, a ta zlèzlèmè ma haha, ta zlèzlèmè ma haha te kokwar mbia'a, te kokwar nkèshèa tèlèba. 
LUK.8.35	A ndohi to do, a ta rka skwi man a gau. A ta shkè a sam Yèsu, a ta rka ndo man madzagi a ga na aƋatsuta, n'nza'a, a sam sak Yèsu, a maslaka a va, a maya te gèƋ, a zlau a ndza ta.
LUK.8.36	A ndohi man ta zhè a pa nshèlèkura'a, a ta rka skwi tèlè, ta ngreda ta tengahia ngiƋè, ara ndo man madzagi a ga na aƋatsuta m'mbela. 
LUK.8.37	A ndohi tèlèba ta tsu ria'a, aman a jèkeda kokwar Gérasa, zlau a ndza ta a vata. A Yèsu a mdo a wurom, a m'men na a deɓa. 
LUK.8.38	A ndo man madzagai a ga na aƋatsuta, a ntsu ria'a, a woya man ta nzi a vna. A Yèsu a nzlündo a deɓa, a ngaƋa:
LUK.8.39	Do a deɓa a ngwi ngaya, a ka gaƌa ta skwi man Zhiklè a ngu a sam ngaya!
LUK.8.39	A nenga'aa ndo na, a n'ngreda ta ndohi kokwar tèlèba, skwi man Yèsu a gu a sam na. 
LUK.8.40	Te deɓ nasa, aman Yèsu a mshkè a deɓa, ndohi man ta zhoro, ta haka na ma. 
LUK.8.41	Na haha, ndo ngiƌè, nzlembaƌ na Jairus (bi ngiƌè te gi njèngè ma Zhiklè) a mshkè, a nkalahi a deɓ sak Yèsu, a ntsu ria'a, aman a Ƌè a gi nenga'a. 
LUK.8.42	Dem nenga'a staƋgenè, mvi na 12, a woy m'metsai. Aman a ndo, ndohi rèƋèƋèa ta ndéƋècè'a.
LUK.8.43	A ngwoz ngiƋè, hwaƋ a va, a gi mvi 12, a n'ndeva skwi nenga'a tèlèba ma a sam ndohi madzaf tsaƋ tsaƋ; aman n'nga dara ɓai. 
LUK.8.44	A nenga'a a mshkè te deba, a nlama na ma maslaka nenga'a. A nasa nasa pombaz a nshe na. 
LUK.8.45	A Yèsu a ngaƋa:
LUK.8.45	Nlamay wa?
LUK.8.45	Aman tèlèba ta gaƋa: A'ai, i ka ɓai! A Pierre a ngaƌa:
LUK.8.45	Bai, ndohi rèƋèƋèa ta ndeƌats ka, a ka gaƌa: Nlamay wa?
LUK.8.46	A Yèsu a ngaƌa:
LUK.8.46	Ndo ngiƌè nlamayè, i suna, wuƌi kètè kala auda te va ga.
LUK.8.47	Aman ngwoz a rka, a slaha a n'nghede va na ɓai, a mshkè, a gudzai, a nkalahai a deɓ sak nenga'a, a n'ngreda a sam di ndohi tèlèba, skwi man a lama na a gèƌè'a, ara man m'mbela langa. 
LUK.8.48	A Yèsu a ngaƋa na:
LUK.8.48	Dem ga, ncè-a-ndav ngaya a m'mbel ka ma. Do a gumai!
LUK.8.49	NjiƋè ngèƋ te ma, ndo staƋ te gi bi gi njèngè ma Zhiklè a mshkè, a ngaƋa na:
LUK.8.49	Dem ngaya a m'mets na ma. Ka gadka na matakwan a ndo njèngè ma ambali ɓai!
LUK.8.50	Aman Yèsu a ntsena'a, a ngaƋa na:
LUK.8.50	Ka gu zlau ɓai, co a ndav ngaya genè! Dem ngaya a di a mbél na.
LUK.8.51	Aman a mshkè a gai, a mva na civèƋ a ndo man ta Ƌè a vna ɓai, sèi a Pierre, a Jean, a Jacques, a bab a mam dem matsa. 
LUK.8.52	Tèlèba ta kuƋia'a. A Yèsu a ngaƋa:
LUK.8.52	Kin kuƋ ɓai, nenga'a m'metsa ɓai, aman a nzhunè.
LUK.8.53	A ta ngwossaha, aman ta suna, m'metsa ma. 
LUK.8.54	Aman a dzar ta tèlèba auda ma, a ngso ri nenga'a, a mboho, a ngaƋa na:
LUK.8.54	Dam, slambaƋa!
LUK.8.55	A mèzhèɓ nenga'a a mshkè a deɓa, a nasa nasa a nslambaƋa. A Yèsu a ngaƋa ta, aman ta va na skwi n'ndai. 
LUK.8.56	A bab a mam dema'a ta rzl ta holhola'a. A Yèsu a mfa ta ma a gèƋ, aman ta ngréƋè skwi man a gau a ndo azɓai.
LUK.9.1	Aman Yèsu a ɓic ta tengahi 12 ma, a mva ta wuƋai, a wuƋibai a géƋ madzagihai, a géƋ matakwan, aman ta slaha ta mbel ta. 
LUK.9.2	A nzlinde ta, aman ta njè ma kokwar Bi Zhiklè, a ta mbel ta ndohi matakwan. 
LUK.9.3	A ngaƋa ta:
LUK.9.3	Kin helda skwa a ri a nshèwèlè ɓai: gaƌa ka ɓai, gozhèm ka ɓai, movar ka ɓai, suli ka ɓai, maslaka cèw ka ɓai. 
LUK.9.4	Te gi man kin Ƌè a pa, vanza a pa, ha pats man kin Ƌè a ma ma za'a. 
LUK.9.5	A sam man ndohi ta ce kinè azɓai, vajèka ta kokwar ta, vatassa lokotor a sak kinè. A skwi haha a gi a skwi malwuƋai a sam tenga'a.
LUK.9.6	A to do, a ta sawala te kokwar tèlèba, a ta njè ta ma mbela'a a sam tèlèba, a ta mbel ta ndohi matakwan. 
LUK.9.7	A Hérode, bai, a ntsena ma tèlèba man a gau, a nhur a vata. Aman ndohi ngiƌè ta gaƌa:
LUK.9.7	Jean a nslambaƌa te ndev ndohi m'metsa'a.
LUK.9.8	Ndohi ngiƌè ta gaƌa:
LUK.9.8	Elie a ngudoko nga va a dai.
LUK.9.8	Ndohi ngiƋè ta gaƋa:
LUK.9.8	StaƋ te va ndohi nhadka ma nhala'a a nslambaƋkaƋa.
LUK.9.9	A Hérode a ngaƋa:
LUK.9.9	Iyè, i ngelama na gèƋ a Jean. Aman nenga'a wa, man i tsena ma haha?
LUK.9.9	A woya a nrka Yèsu a di na. 
LUK.9.10	Aman ndohi sak ta shkè a deɓa, ta ngreda na Yèsu skwi tèlèba man ta gau. A nenga'a a nhel ta a nda nenga'a, a m'menda va na a deɓa a kokwar ngiƋè, nzlembaƋ na Béthsaida. 
LUK.9.11	Aman ndohi rèƋèdea ta tsena'a, ta dzodzora. A Yèsu a ngaƋa ta:
LUK.9.11	Vowashkè! A njè ta ma kokwar Bi Zhiklè, a m'mbel ta ndohi man skwa a dza ta.
LUK.9.12	A pats buwè'a, ta 12 to do a sam Yèsu, a ta gaƋa na:
LUK.9.12	Jèke ta ndohi rèƋèƋèa haha, aman ta Ƌè a kokwar, kokwar, aman a ta ngècè gi ndo, a ta ndi skwai. Aman na haha hèshèkèƌ.
LUK.9.13	A Yèsu a ngaƌa ta:
LUK.9.13	Vava ta skwi n'ndi ar kinè!
LUK.9.13	A ta gaƌa na:
LUK.9.13	Nga ngatsa skwi ngiƌè ɓai, sèi movar zlam a klèfi cèw. Man nga Ƌè a nga shum skwi n'ndi ndohi rèƋèƋè'a haha ma kla!
LUK.9.14	Aman, ta gi 5.000. A Yèsu a ngaƌa ta golahi nenga'a:
LUK.9.14	Vanger ta 50, 50, aman ta nzi a hai.
LUK.9.15	A ta gu arsa, a ta nzahai. 
LUK.9.16	A Yèsu a nco movar zlam, a klèfi cèw, a mpu di a zhiklè, a mpshè na ma, a ntsaka'a, a mva ta golahi nenga'a, aman ta va ta ndohi rèƋèƋè'a. 
LUK.9.17	A ta ndau, a ta ngeza, a ta ɓica njèkèƌi movar, gaƋagar 12, n'ndha'a. 
LUK.9.18	Te deɓ nasa, aman Yèsu a ntsu rai, na a gèƋ na, golahi nenga'a ta zhè a sam na. A Yèsu a ndzhaƋ ta:
LUK.9.18	Ndohi rèƋèƋèa ta gaƋa, i wa?
LUK.9.19	A ta mbeƋa na a ma:
LUK.9.19	Jean Baptiste. Ndohi ngiƋè, Elie.
LUK.9.19	Ndohi ngiƋè, staƋ te va ndohi nhadka ma nhala'a a nslambaƌkaƌna.
LUK.9.20	A nenga'a a m'mbeƋa ta a ma:
LUK.9.20	Kinè, kin gaƋa, i wa?
LUK.9.20	A Pierre a ngaƋa na:
LUK.9.20	Ka Kristi, Zhiklè.
LUK.9.21	A Yèsu a mfa ta ma a gèƌ zura'a, aman ta ngrèƌè ma haha a ndo ngiƌè azɓai. 
LUK.9.22	A ngaƋa:
LUK.9.22	Sèi skwa a dza na Kra-ndo a vata, a ndohi nhala'a, a ndohi mvi skwi a Zhiklè mbibihia'a a malamhai ta da kwola'a, a ta da keƌa'a, a pats mamakara'a a da slambaƌkauƌauda.
LUK.9.23	A ngaƋa ta ndohi tèlèba:
LUK.9.23	Ndo man a woya a ndzadzarkayè, da hur a géƋ nshèffè na ɓai, da co wof ngézlèl na pèc pècèk, da dzadzarkayè. 
LUK.9.24	Aman ndo man a woya a mbél nshèffè na a ri na, a da zede nshèffè na. A ndo man a zede nshèffè na a géƋ ga, nenga'a a da mbela'a. 
LUK.9.25	Ndo man a ngots herkeda tèlèba, aman nshèffè nenga'a a zi na, a ngedassa'a, a n'ngats te pa mè?
LUK.9.26	Aman ndo man a gi hori ga, a hori ma ga, ko Kra-ndo a da gi hori nenga'a, aman a shkè a n'njèl na, a n'njèl Bab na, a n'njèl golahi Zhiklè nkezlahia'a. 
LUK.9.27	A vava i gaƋa kinè: Ndo hi ngiƋè man ta zhè haha, ta tèr m'metsi di azɓai, sèi ta rka kokwar Bi Zhiklè dai.
LUK.9.28	Te deɓ nasa n'ngu ar haha: M'mèn tsamakaƋ te deɓ man a ngoƋ ma haha, Pierre a Jean a Jacques to do a nda Yèsu a géƋ za, aman ta tsi rai. 
LUK.9.29	Aman Yèsu a tsi rai, n'nga ar haha: Va nenga'a a n'ngwode na, a maslaka nenga'a a nslekaƌ na nkuƌèkuƌè'a, a si dai.
LUK.9.30	Na haha, ndohi cèw ta gèƌè a vna. Tenga'a, nda Moise a Elie. 
LUK.9.31	A ta gudoko ta va a dai a n'njèlè, a ta goƌ ma a gèƌ n'ndikèma civèƋ nenga'a, man Yèsu a da ndikèƋè'a te kokwar Jérusalem. 
LUK.9.32	A Pierre a ndohi man ta zhè a sam na, ta zhingétè, a ta nzhunè. Aman ta piƋèkwe ta ma, ta rka n'njèl nenga'a. A ndohi cèw man ta zlatsa a sam na. 
LUK.9.33	Te deɓa'a, aman tenga'a ta jèkeda Yèsu, Pierre a ngaƋa na:
LUK.9.33	Bai, amba aman nga zhè a haha. Ngogokoy gihi makar, staƌ a ngaya, staƌ a Moise, staƌ a Elie.
LUK.9.33	Aman nenga'a a sun skwi man a gèƌè ɓai. 
LUK.9.34	Aman a ngoƌ ma haha, vani staƌ a mshkè, a mva ta mèzhèɓ a gèƌ. 
LUK.9.35	A zlau a ndza ta te va vanai. A ta tsena ngèƌè staƌ te va vanai, man a gaƌa:
LUK.9.35	Nenga'a kra ga man i ngotskoƌauda. Vatsun ma na!
LUK.9.36	Aman ta tsena ngèƌè haha ma, Yèsu a zhè a géƌ na. A ta nza tètè. A pats nasa ta ngreda na skwi man ta rka'a a ndo ngiƋè ɓai. 
LUK.9.37	Te deɓ nasa, te mangoslèma'a, man ta shkèhi te za ma, ndohi rèƋèƋèa ta shkè a sam ta. 
LUK.9.38	Na haha, ndo ngiƋè te va ndohi rèƋèƋèa a mboho a wuƋai, a ngaƋa:
LUK.9.38	Ndo njengè ma, i tsi ri a ka, rka kra ga dai, nenga'a kra man i yau staƋgenè. 
