MAT.1.1	ابراهیم و داوود اُغلی بُلان عیسی مسیحینگ نِسلی اینه، شِیلِدیر:‏
MAT.20.9	شِیلِلیکده، اُیلَن ساغات بَشلِرده گِلِنلِرینگ هِر بیری بیر کوموش سِکّه آلیار.‏ 
MAT.20.10	اَوَّلکی گِلِنلِر کَن آلاریس دییّپ تاما اِدیَرلِر، اِمّا اُلارینگ-دا هِر بیری بیر کوموش سِکّه آلیار.‏ 
MAT.20.11	مونی آلان واقتلاری اُلار یِر اِیه‌سینه زِیرِنیشیپ:‏ 
MAT.20.12	‏”‏بو اینگ سُنگقی گِلِنلِر دینگه بیر ساغات ایشلِدیلِر، بیز بُلسا، تُمسونگ قیزغیندا گونوزین آغیر زَحمِت چِکدیک.‏ مونگا باقمازدان سِن بیزینگ زَحمِتیمیزی اُلارینگقی بیلِن دِنگ اِتدینگ“‏ دییَّرلِر.‏ 
MAT.20.13	یِر اِیه‌سی اُلارینگ بیرینه شِیله جُغاپ بِریَر:‏ ‏”‏اِی، دُست!‏ مِن سانگا عادالاتسیزلیق اِدِمُق.‏ سِن مِنینگ بیلِن بیر کوموش سِکَّه راضیلاشمادینگمی نَمه؟ 
MAT.20.14	اُز حاقینگی آل-دا، گیدیبِر.‏ مِن بو اینگ آخیرقا-دا سانگا بِرِنیمی بِرمِک ایسلِیَرین.‏ 
MAT.20.15	اُز مالیما ایسلَنیمی اِتمَگه ایختییاریم یُقمی؟ یا-دا سِن مِنینگ ساخیلیغیما باخیلچیلیق اِدیَرسینگمی؟“‏ 
MAT.20.16	شِیلِلیکده، اینگ آخیرقیلار اَوَّلکیلِر، اَوَّلکیلِر هِم اینگ آخیرقیلار بُلار.‏»‏
MAT.20.17	عیسی اورشلیمه باریارقا، یُلدا اُن ایکی شَگیردینی بیر چِته چِکیپ، اُلارا:‏ 
MAT.20.18	‏«‏اینه، اورشلیمه باریاریس.‏ اینسان اُغلی یُلباشچی کاهینلارینگ و دین عُلَمالارینگ اِلینه بِریلِر، اُلار هِم اُنی اُلومه مَحکوم اِدِرلِر.‏ 
MAT.20.19	ماسغارا اِتسینلِر، قامچیلاسینلار و صلیبه چویلِسینلِر دییّپ، اُنی بیگانه میلِّتلِرینگ اِلینه بِرِرلِر، اِمّا اُل اوچولِنجی گون دیرِلِر»‏ دییدی.‏
MAT.20.20	سُنگرا زِبِدینینگ اُغول‍لارینینگ اِنه‌سی اُز اُغول‍لاری بیلِن عیسانینگ یانینا گِلدی.‏ اُل عیسادان بیر زاتلار دیلِمِک اوچین دیزینا چُکدی.‏ 
MAT.20.21	عیسی آیالدان:‏ ‏«‏نَمه ایسلِیَرسینگ؟»‏ دییّپ سُرادی.‏ آیال عیسی یوزلِنیپ:‏ ‏«‏اُز شاهلیغینگدا مِنینگ بیر اُغلومینگ سِنینگ ساغینگدا، بِیلِکیسینینگ بُلسا سُلونگدا اُتورماغینی اِجازا بِر»‏ دییدی.‏ 
MAT.20.22	اِمّا عیسی:‏ ‏«‏سیز نَمه دیلِیَنینگیزی بیلمِیَرسینگیز.‏ سیز مِنینگ ایچجِک دِرتلی کَسَمدِن ایچیپ بیلِرسینگیزمی؟»‏ دییدی.‏ اُلار عیسی:‏ ‏«‏مونی ایچیپ بیلِریس»‏ دییّپ جُغاپ بِردیلِر.‏ 
MAT.20.23	عیسی اُلارا:‏ ‏«‏سیز مِنینگ ایچجِک کَسَمدِن ایچِرسینگیز، اِمّا سیزه ساغیمدا یا سُلومدا اُتورماغا اِجازا بِرمِک مِنینگ اِلیمده دَل.‏ بو جایلاری آتام کیملِر اوچین تاییارلان بُلسا، شُلار اوچیندیر»‏ دییدی.‏
MAT.20.24	بِیلِکی اُن شَگیرت مونی اِشیدیپ، یانگقی ایکی دُغانا قاهارلاندیلار.‏ 
MAT.20.25	عیسی اُلاری یانینا چاغیریپ:‏ ‏«‏اُزونگیز بیلیَرسینگیز، بیگانه میلِّتلِرینگ آراسیندا باشلیقلار اُلارا حُکومدارلیق اِدیَرلِر، اولولاری-دا اُلارا آقالیق اِدیَرلِر.‏ 
MAT.20.26	سیزینگ آرانگیزدا بِیله بُلماسین.‏ آرانگیزدا کیم اولی بُلماق ایسلِیَن بُلسا، بِیلِکیلِرینگ خیدماتکَری بُلسون.‏ 
MAT.20.27	آرانگیزدا کیم اَوَّلکی بُلماق ایسلِیَن بُلسا، بِیلِکیلِرینگ قولی بُلسون.‏ 
MAT.20.28	اینسان اُغلی-دا اُزونه خیدمات اِدیلمِگی اوچین دَل-ده، اُندان باشغا بِیلِکیلِره خیدمات اِتمَگه و جانینی فِدا اِدیپ، هِمِّلِری آزاد اِتمَگه گِلِندیر»‏ دییدی.‏
MAT.20.29	عیسی بیلِن شَگیرتلِری اَریحادان چیقانلاریندا، اولی جِماغات عیسانینگ ایزینا دوشوپ گیتدی.‏ 
MAT.20.30	یُلونگ قیراسیندا اُتوران ایکی سانی کُر آدام عیسانینگ گِچیپ باریانینی اِشیدیپ:‏ ‏«‏آقام، اِی، داوود اُغلی، بیزه رِحم اِت!‏»‏ دییّپ قیغیردیلار.‏ 
MAT.20.31	سِسلِرینی چیقارماز یالی، کَن آداملار اُلارا کَیِدیلِر، اِمّا اُلار اُنگکودِن هِم قاتی سِس بیلِن:‏ ‏«‏آقام!‏ اِی، داوود اُغلی!‏ بیزه رِحم اِت!‏»‏ دییّپ قیغیردیلار.‏ 
MAT.20.32	عیسی دوردی و اُلاری چاغیریپ:‏ ‏«‏سیزینگ اوچین نَمه اِتمِگیمی ایسلِیَرسینگیز؟»‏ دییّپ سُرادی.‏ 
MAT.20.33	اُلار اُنگا:‏ ‏«‏آقام، گُزومیز آچیلسین»‏ دییدیلِر.‏ 
MAT.20.34	عیسی اُلارا یورِگی آویپ، گُزلِرینه اِلینی دِگیردی و شو واقتدا اُلارینگ گُزلِری آچیلدی.‏ اُلار هِم عیسانینگ ایزینا دوشوپ گیدیبِردیلِر.‏
MAT.21.1	عیسی بیلِن شَگیرتلِری اورشلیمه قُلایلاپ، زِیتون داغینینگ آشاغینداقی بِیت‌فاجا گِلِنلِرینده، عیسی ایکی شَگیردینی اُودِن یُلّاپ، اُلارا:‏ 
MAT.21.2	‏«‏اُوونگیزدَکی اُبا بارینگ.‏ اُبانینگ ایچینه گیرِن یِرینگیزده دانگیلیپ دوران بیر اِشِک و کورّه اِشِگی بیلِن تاپارسینگیز، اُلاری چُزونگ-ده، مِنینگ یانیما گِتیرینگ.‏ 
MAT.21.3	اِگِر بیری سیزه بیر زات دییسه:‏ ‏”‏بولار اُستادا گِرِک،“‏ دییّپ آیدینگ، و اُل هِم اُلاری دِرِّو ایبِرِر»‏ دییدی.‏
MAT.21.4	بو-دا پیغامبار سِبَبی آیدیلان شو سُزونگ بِرجای بُلماغی اوچیندی:‏
MAT.21.5	‏«‏اِی، صَهیون قیزی!‏
MAT.21.5	اینه، پادیشاهینگ سانگا طاراف گِلیَر.‏
MAT.21.5	اُل بیر اِشِگه، اِشِگینگ-ده کورّه‌سینَه مینیپ،
MAT.21.5	فُروتَنلیک بیلِن سانگا طاراف گِلیَر.‏»‏
MAT.21.6	شَگیرتلِر گیدیپ، عیسانینگ تابشیریشی یالی اِتدیلِر.‏ 
MAT.21.7	اِشِک بیلِن کورّه‌نی گِتیردیلِر-ده، دُنلارینی اُلارینگ اوستونه آتدیلار، عیسی-دا کورّه‌نینگ اوستونه میندی.‏ 
MAT.21.8	جِماغاتینگ کَنسی دُنلارینی یُلا دوشِیَردیلِر، کَبیرلِری-ده باغلاردان شاخالار کِسیپ، یُلا دوشِیَردیلِر.‏ 
MAT.21.9	اُنونگ اُووندِن هِم ایزیندان گِلیَن جِماغات:‏
MAT.21.9	‏«‏داوود اُغلونا اُوگولِر بُلسون!‏
MAT.21.9	خودایینگ آدیندان گِلیَنه موبارِک بُلسون،
MAT.21.9	آسمانلاردا اُوگولِر بُلسون!‏»‏ دییّپ قیغیریشیاردیلار.‏
MAT.21.10	عیسی اورشلیمه گیرِنده، هِمّه شَهر:‏ ‏«‏بو کیم؟»‏ دییّپ، جُشماغا باشلادیلار.‏ 
MAT.21.11	جِماغات بُلسا اُلارا:‏ ‏«‏بو جلیل‌ینگ ناصِره شَهریندِن بُلان عیسی نِبی»‏ دییَّردی.‏
MAT.21.12	عیسی عیباداتخانانینگ حایاطینا گیریپ، اُل یِردَکی ساتیانچیلاری، آلیانچیلاری کُودی.‏ اُل پول چالیشیانلارینگ تاغچالارینی، کِپدِر ساتیانلارینگ جایلارینی آغداردی.‏ 
MAT.21.13	عیسی اُلارا:‏ ‏«‏مِنینگ اُیوم عیبادات اُیی دییلیپ آدلاندیریلار دییّپ یازیلان، اِمّا سیز مونی اُغورلارینگ جایینا اُووروپسینگیز»‏ دییدی.‏
MAT.21.14	عیباداتخانادا کُرلِر، آغساقلار عیسانینگ یانینا گِلدیلِر.‏ عیسی اُلاری شِفا بِردی.‏ 
MAT.21.15	یُلباشچی کاهینلار بیلِن دین عُلَمالار اُنونگ گُرکِزِن عجاییپلارینی و عیباداتخانادا:‏ ‏«‏داوود اُغلونا اُوگولِر بُلسون!‏»‏ دییّپ قیغیریان اُغلانلاری گُرِنلِرینده غاضابا میندیلِر.‏ 
MAT.21.16	اُلار عیسادان:‏ ‏«‏بولارینگ نَمه دییَنینی اِشیدیَرسینگمی؟»‏ دییّپ سُرادیلار.‏ عیسی اُلارا:‏ ‏«‏هاووا، اُندا سیز:‏
MAT.21.16	‏”‏چاغالار و بَبِکلِرینگ دیلینده
MAT.21.16	شوکور و دُغا اِتمِسینی یاراتدینگ“‏
MAT.21.16	دییِن سُزلِری آصلا اُقیمادینگیزمی؟»‏ دییدی.‏ 
MAT.21.17	عیسی اُلاری شُل یِرده قالدیریپ، شَهردِن چیقیپ گیتدی.‏ اُل بِیت‌عَنیا گِلیپ، گیجَه‌نی شُل یِرده گِچیردی.‏
MAT.21.18	عیسی اِرتیر ایر بیلِن شَهره دُلانیپ گِلیَرکَه آجیقدی.‏ 
MAT.21.19	یُلونگ قیراسیندا بیر اینجیر باغینی گُروپ، اُنونگ یانینا گِلدی، اِمّا اُندا یاپراقدان باشغا هیچ زات تاپمادی.‏ عیسی باغا:‏ ‏«‏موندان بِیلَک سِنده آصلا میوه بیتمِسین!‏»‏ دییدی.‏ اینجیر باغی شُل واقتینگ اُزونده قوریدی.‏ 
MAT.21.20	شَگیرتلِر مونی گُروپ:‏ ‏«‏اینجیر باغی شُل واقتینگ اُزونده نَدیپ قوریدی؟»‏ دییشیپ حایران قالدیلار.‏ 
MAT.21.21	عیسی اُلارا:‏ ‏«‏سیزه دُغروسینی آیدیارین، ایمانینگیز بُلوپ، شِک اِتمِسِنگیز، سیز یِکه بو اینجیر باغینا اِدیلِن بیلِن راضی بُلمانی، اُندا شو داغا:‏ ‏”‏گُتِریل-ده، دِریایا زینگیل“‏ دییسِنگیز-ده، اُل بُلار.‏ 
MAT.21.22	ایمانینگیز بار بُلسا، دُغا-دیلِگ اِدِنینگیزده، نَمه دیلِسِنگیز، آلارسینگیز»‏ دییّپ جُغاپ بِردی.‏
MAT.21.23	عیسی عیباداتخانانینگ حایاطینا گِلیپ، تَعلیم بِریپ اُتیرقا، یُلباشچی کاهینلار، خالقینگ یاشولیلاری اُنونگ یانینا گِلیپ:‏ ‏«‏سِن بو زاتلاری هایسی ایختییار بیلِن اِدیَرسینگ؟ بو ایختییاری سانگا کیم بِردی؟»‏ دییّپ سُرادیلار.‏ 
MAT.21.24	عیسی اُلارا:‏ ‏«‏مِن هِم سیزه بیر سُراق بِرجِک.‏ مانگا جُغاپ بِرسِنگیز، مِن سیزه بو زاتلاری هایسی ایختییار بیلِن اِدیَنیمی آیدایین.‏ 
MAT.21.25	یحیی تَعمید بِرمِک اوچین ایختییارینی نیرِدِن آلدی؟ آسماندانمی یا-دا اینساندان؟»‏ دییدی.‏
MAT.21.25	اُلار هِم اُزآرا ماصلاحاتلاشماغا باشلادیلار:‏ ‏«‏بیز:‏ ‏”‏آسماندان“‏ دییسِک، اُل بیزه:‏ ‏”‏اُندا نَمه اوچین اُنگا ایمان گِتیرمِدینگیز؟“‏ دییِر.‏ 
MAT.21.26	‏”‏اینساندان“‏ دییمَگه-ده خالقدان قُرقیاریس، سِبَبی هِمِّلِر یحیانی پیغامبار بیلیَرلِر.‏»‏ 
MAT.21.27	اُلار عیسی:‏ ‏«‏بیز بیلِمزُق»‏ دییّپ جُغاپ بِردیلِر.‏ عیسی-دا اُلارا:‏ ‏«‏مِن هِم سیزه بو زاتلاری هایسی ایختییار بیلِن اِدیَنیمی آیتجاق دَل»‏ دییدی.‏
MAT.21.28	عیسی سُزه باشلادی:‏ ‏«‏سیز مونگا نَمه دییِرسینگیز؟ بیر آدامینگ ایکی اُغلی بار میشدیق.‏ اُل بیرینجی اُغلونینگ یانینا باریپ:‏ ‏”‏اُغلوم، بو گون گیت-ده، اوزوم باغیندا ایشله“‏ دییَّر.‏ 
MAT.21.29	اِمّا اُل:‏ ‏”‏گیتجِک دَل!‏“‏ دییّپ جُغاپ بِریَر.‏ یُنه سُنگراق مونگا پِشیمان بُلوپ، اُل یِره گیدیَر.‏ 
MAT.21.30	یانگقی آدام ایکینجی اُغلونینگ یانینا باریپ، اُنگا-دا شُل سُزی آیدیار.‏ اُل بُلسا:‏ ‏”‏بُلیار، آقا، بارارین!‏“‏ دییّپ جُغاپ بِریَر، اِمّا گیتمِیَر.‏ 
MAT.21.31	بولارینگ ایکیسیندِن هایسیسی آتاسینینگ ایسلِگینی یِرینه گِتیردی؟»‏ اُلار:‏ ‏«‏بیرینجیسی»‏ دییّپ جُغاپ بِردیلِر.‏ عیسی اُلارا:‏ ‏«‏سیزه دُغروسینی آیدیارین، مالییات آلیانچیلار و فاحیشه‌لِر خودایینگ پادیشاهلیغینا سیزدِن اُوونچَک گیرِرلِر.‏ 
MAT.21.32	یحیی سیزه دُغری یُل گُرکِزمَگه گِلدی، سیز اُنگا اینانمادینگیز، اِمّا مالییات آلیانچیلار و فاحیشه‌لِر اُنگا ایناندیلار.‏ سیز مونی گُرِنینگیزدِن سُنگ هِم اُکونمِدینگیز، اُنگا اینانمادینگیز»‏ دییدی.‏
