MAT.1.1	Ini ne ban tepuʹun tepun Yesus Keristus cen mela Daut, iaʹ ina mela Ibrahim.
MRK.1.7	Kun Yaya penco katuk me dulu, un dau ue: “Un ca Laki Bioʹ ke nai bayaʹ akeʹ ʹo, ia iaʹ atek bioʹ neng akeʹ. Di pe ke mubai tali sepatu ue, abeʹ pe akeʹ tekep. 
MRK.1.8	Lan lete akeʹ ngebatis ikem man sungai, un sepuʹo ia iaʹ ke ngebatis ikem man Berua Tuhan iaʹ Buheʹ.”
MRK.1.9	Laho ina nai Yesus cen lepoʹ Nasarit kaʹ tanaʹ Galilia, sulo Yaya ngebatis ia kedalem sungai Yardin. 
MRK.1.10	Dalau nai Yesus umau cen sungai ina, kun ne taʹan seʹ langit pesik, sulo nai Berua Allah kentaʹ, koʹ baʹan seʹ puyan ca sui garaʹ are, penco ngedung neng ia. 
MRK.1.11	Un dau ca isiu cen langit kuma ha: “Ikoʹ ini lete Anak keʹ iaʹ akeʹ malaʹ, ngan ikoʹ lete iaʹ atek sihoʹ neng pengubaʹ keʹ.”
MRK.1.12	Dalau ina lete tai Berua Allah ngkin Yesus kaʹ tanaʹ iaʹ lenga. 
MRK.1.13	Pat puloʹ tau majan Yesus un kina, ngan kina Bali Sitan ten ke pelaboʹ ia neng penyalaʹ. Melikat iaʹ nubo Yesus dalau ue ngelineʹ neng ahang pun diaʹ lajam dina.
MRK.1.14	Lepa Yaya peput dalem amin sepin, tai Yesus kaʹ tanaʹ Galilia, penco badaʹ katuk Denga Injil cen Allah. 
MRK.1.15	Un dau Yesus: “Lepa abeʹ ne tau ue, ngan nyeng ne puyan pengaren Allah ke ngaren ilu kelunan. Nesen ne ngan nyepuleʹ kimet cem cen penyalaʹ kem, sulo ngelan Denga Injil ini.”
MRK.1.16	Dalau tai Yesus masat ngalang sada bahi leteng Galilia, kun ne taʹan dua usa diaʹ tai pita atuk, Simun ngan cenganak ke Anderias, dalau dalau seʹ de dua alaʹ atuk kaʹ pukat de neng leteng ina. 
MRK.1.17	Un dau Yesus pisiu ida: “Nai ne serengan akeʹ. Akeʹ ke pekatuk kem tai nejalaʹ kelunan.” 
MRK.1.18	Dalau ina lete ida mecin pukat de, penco tai serengan Yesus.
MRK.1.19	Tai Yesus masat kediʹut de, sulo ho taʹan dua usa laʹa, Yakup ngan iaʹ cenganak ke Yaya, diaʹ ina anak Sapdi. Dalau seʹ de petenup pukat dalem alut de. 
MRK.1.20	Yesus taʹan ida, penco ho mengin ida. Sulo re mecin amai re Sapdi dalem alut, pemung ngan kudaʹ laki diaʹ metau ngan nte. Penco tai re dua serengan Yesus.
MRK.1.21	Tai sabeʹ de kaʹ lepoʹ Kapernaum, ngan tegoʹ Tau Kelineʹ iaʹ nai, penco tai re kedalem amin sebayang Yahudi. Kina Yesus penco nading ke pekatuk. 
MRK.1.22	Salam tekaʹ dulu ngeringa dau katuk ke, moʹ abeʹ e koʹ baʹan dau katuk diaʹ guru Adet Yahudi are. Ca naʹan seʹ puyan Yesus pekatuk kelunan, ban un pengaren dau ue.
MRK.1.23	Dalau ina nai ca laki iaʹ un bali. Nai ie kedalem amin sebayang Yahudi ina, penco ho lemikaʹ, 
MRK.1.24	kun dau ue: “Ahaʹ Yesus lepoʹ Nasarit, inu baʹan ncoʹ neng ameʹ tupe? Seʹ koʹ ubaʹ kenai nasaʹ ameʹ mo? Tisen te akeʹ ikoʹ. Ikoʹ ne pegawa iaʹ buheʹ nai cen Allah.”
MRK.1.25	Penco dau Yesus mulen bali ina: “Ayen pisiu. Nai ne kawang cen laki ini.”
MRK.1.26	Kun bali sepen ina ngelengap ngan bioʹ dau ue, penco nai kelap cen ia. 
MRK.1.27	Salam ne dulu, sulo lemutu ida semaheʹ, kun nte: “Puyan kumpin ini, ca naʹan katuk mading ini taʹin? Un nyingan seʹ puyan isiu laki ini, pabeʹ bali pe dayo bayaʹ dau ue.”
MRK.1.28	Sangkit uban denga puyan Yesus ina tai purat pa libut tanaʹ Galilia.
MRK.1.29	Tai re telu mecin amin sebayang Yahudi ina, penco tai re kaʹ amin Simun nte dua Anderias. Un pe Yakup de dua Yaya ngan nte. 
MRK.1.30	Kina re taʹan ueʹ leto Simun sakit, bang meken ne ia ngan kayung nge. Tegoʹ sabeʹ Yesus, kun nte penco badaʹ puyan ne ina mia. 
MRK.1.31	Sulo tai Yesus naʹat ia, ngkang ujoʹ o, cuk ia nai beteʹ. Dalau ina lete nai ie maget, sulo tai ie mana mida.
MRK.1.32	Dalau ketai lenca tau, nai kun dulu ngkin mung diaʹ sakit ngan diaʹ bali nelasek, palaʹ Yesus. 
MRK.1.33	Mung kelunan diaʹ dalem lepoʹ ina nai pempun neng juma amin ina. 
MRK.1.34	Sulo Yesus paget kelunan kadoʹ dina. Kadoʹ naʹan penyakit de, ngan kadoʹ pe bali iaʹ Yesus pekarap. Abeʹ Yesus buhaʹ bali dina ke pisiu, moʹ de tisen ia.
MRK.1.35	Neng ke nempam me pelaʹa, laho Yesus beteʹ, penco tai ie mecin amin ina, tai kawang lepoʹ neng ca ukoʹ iaʹ beringa. Kina ha lemameʹ. 
MRK.1.36	Nai Simun nte telu kawang cen lepoʹ ina, miat dau re tai pita ia. 
MRK.1.37	Kun nte taʹan ia, un dau re: “Ina dulu mita ikoʹ.”
MRK.1.38	Un dau Yesus mipa ida: “Tai ne telu, naʹat lepoʹ dulu diaʹ pipa ilu dini ading. Tekep keʹ ke penco katuk mida, uban tuman gayeng ini lete kenai heʹ ne are.”
MRK.1.39	Sulo tai Yesus masat pa tipo tanaʹ Galilia, ngan penco katuk dalem amin sebayang Yahudi, ngan pekarap bali cen kelunan, cuk ida tai kelap.
MRK.1.40	Nai ca laki iaʹ sakit bekayen, nai nyat lesau, ngan sutlep kata Yesus. Kun dau ue: “Buk koʹ ubaʹ, atek senteng lete ikoʹ ke paget akeʹ.”
MRK.1.41	Uʹo ina bioʹ tekaʹ penyaheʹ Yesus neng ia, penco ho mencai ujoʹ o ngan man ia. Un dau ue: “Ubaʹ te akeʹ. Maget ne ikoʹ.” 
MRK.1.42	Penco maget ne laki iaʹ bekayen ina re. 
MRK.1.43+MRK.1.44	Un dau Yesus pisiu ia: “Nawai tiga le ikoʹ kidi ʹo. Ayen peletoʹ koʹ ke badaʹ puyan ini me dulu ʹo. Bang tai ne ikoʹ penco palaʹ diaʹ detaʹu ngkang adet, ngan cuk laki bioʹ ina nugen usa hoʹ ne. Uʹo ina naʹ pengencai iaʹ tekep bayaʹ katuk ukum Musa, apan ina nuyan ca tebadaʹ iaʹ ke badaʹ ikoʹ lepa maget me dulu mung ʹo.”
MRK.1.45	Penco tai laki ina petipo denga ina kempi kempi pe. Petasak aleʹ dau tai ie pedenga puyan ina, pa Yesus abeʹ un senteng peluhaʹ seʹ tai ie dalem lepoʹ ina. Ina ukoʹ o tai ngelineʹ neng ca tanaʹ lenga. Kina nai dulu palaʹ ia cen mpi mpi pe.
MRK.2.1	Kudaʹ tau uʹo ina, nai Yesus uleʹ kaʹ lepoʹ Kapernaum. Dalau ina dulu tisen denga Yesus un kaʹ amin ne. 
MRK.2.2	Uʹo ina pasak kadoʹ kenai dulu pempun, pa abeʹ un ukoʹ kelunan kaʹ amin ina laʹa. Pekeseʹ pabeʹ lung pamen te dulu. Kun Yesus penco katuk mida. 
MRK.2.3	Dalau ina, nai kelunan pat usa nekalang ngkin ca usa iaʹ sakit lemaʹ. 
MRK.2.4	Asin tegoʹ mpun kelunan kadoʹ, abeʹ de senteng ketai ngkin ia palaʹ Yesus. Ina ukoʹ de nyekika sapau te neng kempau Yesus. Tegoʹ re uyan awang ina, sulo re muno laki ina are peging ngan tekalang nge. 
MRK.2.5	Yesus tisen ban bioʹ pengelan nte pat, sulo ho pisiu ngan laki iaʹ sakit lemaʹ ina: “Ahaʹ anak keʹ, penyalaʹ koʹ lepa pesau.”
MRK.2.6	Un pe kudaʹ usa guru Adet Yahudi diaʹ madung kina. Penco re pekimet neng kimet de tengen, 
MRK.2.7	kun nte: “Adeʹ laki ini pekini dau tupe? Inu makang dau ue pejaʹat Allah? Ca kelunan pe abeʹ un senteng sau penyalaʹ kelunan, bang ca le iaʹ senteng, iaʹ ina Tuhan Allah.”
MRK.2.8	Dalau ina tisen ne Yesus kimet de selem ina, penco dau ue neng ida: “Moʹ inu hem pekimet pekina dau tupe? 
MRK.2.9	Iaʹ mpi iaʹ melai, ke badaʹ me laki iaʹ sakit lemaʹ ini kuma ha: ‘Penyalaʹ koʹ lepa pesau,’ buk are melai ke pisiu ia kuma ha: ‘Beteʹ ne, lemelen ne pat coʹ, nga tai ne masat’? 
MRK.2.10	Iaʹ akeʹ ubaʹ ke nugen badaʹ mikem, apan ncem tisen uban Anak Sio ini iaʹ atek un pengaren kusun tanaʹ ini iaʹ senteng ke sau penyalaʹ kelunan.” 
MRK.2.11	Sulo Yesus pisiu ngan laki iaʹ sakit lemaʹ ina kuma ha: “Dau heʹ mikoʹ, beteʹ ne, lemelen pat coʹ, tai ne uleʹ kamin ncoʹ te.”
MRK.2.12	Dalau ina, seʹ laki ina lemelen pat te, sulo nai ie beteʹ, ngan penco tai ie uleʹ nuʹo. Salam ne diseʹ dulu diaʹ kina mung, mentung nte pempau ngadan Allah, kun dau re: “Ini bioʹ bioʹ meʹ tisen puyan iaʹ pekini.”
MRK.2.13	Tai kun Yesus masat ca liwai ie, tai ngalang sada bahi sungai Galilia. Kadoʹ nai kelunan pempun palaʹ ia, sulo hoʹ pekatuk ida. 
MRK.2.14	Dalau tai ie masat laʹa, kun Yesus taʹan ca usa iaʹ alaʹ pupu me perinta, ngadan ne Liwi anak Alpius, iaʹ madung kaʹ upis alaʹ pupu. Und au Yesus pisiu Liwi: “Nai ne ikoʹ bayaʹ akeʹ.” Sulo nai Liwi beteʹ, ngan penco tai ie bayaʹ Yesus.
MRK.2.15	Uʹo ina nuʹo, tai Yesus pemung uman ngan dulu kamin Liwi re. Neng ahang dulu diaʹ pemung uman ngan ne kina, un pe kudaʹ kadoʹ diaʹ alaʹ pupu, ngan pekina pe kelunan diaʹ dulu kuma jaʹat. Un pe diaʹ bayaʹ katuk Yesus pemung uman ngan nte kina. 
MRK.2.16	Un pe kudaʹ usa guru Adet Yahudi diaʹ ngkang katuk Perisi, taʹan seʹ puyan Yesus tai pemung ngan kelunan diaʹ dulu kuma jaʹat, ngan diaʹ ala pupu dina. Sulo diaʹ guru Adet Yahudi dina pisiu ida telu diaʹ bayaʹ katuk Yesus dina: “Moʹ inu Yesus pemung ngan diaʹ alaʹ pupu ngan kelunan diaʹ dulu kuma jaʹat dina tupe?”
MRK.2.17	Yesus kenahan dau re, sulo ho mipa ida, kun dau ue: “Kelunan maget abeʹ de titin pita duktun, bang kelunan sakit le iaʹ ke pita duktun. Akeʹ nai, abeʹ keʹ kenai mengin diaʹ kuma ida lepa teneng, di lareʹ kenai heʹ ke mengin diaʹ dulu kuma jaʹat.”
MRK.2.18	Ca liwai laʹa, dalau diaʹ bayaʹ katuk Yaya Guru Batis, kuaʹ ngan diaʹ bayaʹ katuk Perisi, lemalan abeʹ un uman, nai kun palai dulu diaʹ ca lemutu Yesus, kun dau re: “Inu ukoʹ de diaʹ bayaʹ katuk Yaya Guru Batis peging diaʹ bayaʹ katuk Perisi lemalan abeʹ un uman, un sepe diaʹ bayaʹ katuk koʹ abeʹ de ti pekina?”
MRK.2.19	Un dau Yesus mipa: “Kumpin buk le mengin dulu nai ngebangen diaʹ pepeto, un nte leko kuman baʹan ncem? Naʹun. Dalau laki iaʹ un leto ina petem un ngan nte, abeʹ de senteng ke lemalan abeʹ un uman. 
MRK.2.20	Ke un te tau ue ʹo, dulu ke nai magang laki ina ke ngkin ia kelap. Dalau ina lete ida ke lemalan abeʹ un uman.
MRK.2.21	“Abeʹ un aheʹ iaʹ ke lemerit sapai ie iaʹ mading, man ne ke mimum sapai ie iaʹ puʹun, moʹ o malap imum iaʹ mading ina ke lemerit sapai iaʹ puʹun ina, apan berit te are, ketai pincaʹ bioʹ kuʹo ke kuʹun iaʹ mading ina.
MRK.2.22	“Ca laʹa, abeʹ un aheʹ iaʹ ke meseʹ telang anggur iaʹ mading kedalem bahan anit iaʹ puʹun, malap telang anggur ina ke mepak bahan anit ina, ngan telang anggur ina musa, ngan tai bura peging ngan bahan ne. Iaʹ lan ne telang anggur iaʹ tumpak, ilu meseʹ neng bahan anit iaʹ mading.”
MRK.2.23	Neng ca Tau Kelineʹ, tai Yesus peging ngan diaʹ bayaʹ katuk ke tai masat dalau uma. Kun nte nuget ulo padai dina. 
MRK.2.24	Tuman ina diaʹ Perisi pisiu Yesus: “Naʹat puyan nte diaʹ bayaʹ katuk koʹ. Adeʹ de uyan puyan pekina tegoʹ Tau Kelineʹ? Seʹ de ngesa puyan adet le ne ina.”
MRK.2.25	Un dau Yesus mipa ida: “Masaʹ kem abeʹ un baca surat iaʹ badaʹ puyan Daut dalau ue tepet neng ca penguman ne? Laʹu ne tekaʹ a, peging ngan ida telu diaʹ ngan ne. 
MRK.2.26	Sulo tai ie kedalem Amin Allah ngan uman ruti iaʹ ban pengencai dulu me Allah. Dalau ina Abiatar iaʹ Pengebioʹ Detaʹu. Dalem adet le, bang diaʹ detaʹu le iaʹ senteng uman ruti pengencai ina. Idi pe pekina, ina ban Daut uman ne lete, ngan naʹ ruti ina me diaʹ ngan ne.”
MRK.2.27	Dau Yesus laʹa: “Adet Tau Kelineʹ atek nuyan tuman ngkin peniga me ilu kelunan. Abeʹ sepe kelunan iaʹ nuyan tuman me Tau Kelineʹ. 
MRK.2.28	Ukoʹ baʹan Anak Sio ini iaʹ atek Tuʹa, pekina lete ia Tuʹa neng Tau Kelineʹ.”
MRK.3.1	Tai Yesus kaʹ amin sebayang Yahudi ca liwai ie laʹa. Un pe ca laki iaʹ uping ujoʹ kina. 
MRK.3.2	Un palai dulu diaʹ nesek seʹ puyan Yesus, selu ue ke paget kelunan tegoʹ Tau Kelineʹ, moʹ kimet de ubaʹ ke pita ca ukan ke uyan salaʹ me ia. 
MRK.3.3	Sulo Yesus pisiu ngan laki iaʹ uping ujoʹ ina, un dau ue: “Beteʹ ne, nai ne kaʹ beluaʹ mpun kini.” 
MRK.3.4	Penco Yesus lemutu kelunan kadoʹ dina: “Dalem adet le, kumpin puyan iaʹ ilu senteng uyan tegoʹ Tau Kelineʹ? Ti puyan iaʹ tiga taʹin, buk are ti puyan jaʹat? Kumpin, pudip usa kelunan taʹin, buk are ngejaʹat ida?”
MRK.3.4	Un sepuʹo abeʹ de pisiu. 
MRK.3.5	Miʹa diseʹ Yesus naʹat kelunan dina mung, moʹ janga laleʹ tekaʹ a ke pekimet ban kelunan dina mahing seʹ kimet de. Sulo dau ue pisiu laki idai are: “Mejo ne ujoʹ koʹ.” Kun ne mejo ho. Serengan ina lete ujoʹ laki ina penco tiga. 
MRK.3.6	Uʹo ina tai diaʹ Perisi dina petegoʹ ngan kudaʹ usa diaʹ kahum ngan pati pulitik Herudis. Sulo re peket ubaʹ ke lematai Yesus.
MRK.3.7	Tai Yesus serengan diaʹ bayaʹ katuk ke, tai abeʹ kaʹ leteng Galilia. Kadoʹ kelunan pempun nai bayaʹ ia pelaʹa. Palai nai cen tanaʹ Galilia, un pe palai nai cen tanaʹ Yudia, 
MRK.3.8	pekina pe cen Yerusalim, pekina pe cen tanaʹ Idumia, pekina pe cen tanaʹ be tahaʹ dipa sungai Yardin. Un pe palai cen dale diaʹ pipa Tirus ngan Sidun. Nuyan ca mpun bioʹ ne kina, uban nte lepa kenahan dau denga ban pemuyan Yesus. 
MRK.3.9	Kadoʹ kelunan pempun kina, sulo Yesus cuk diaʹ bayaʹ katuk ke tai petenup ca alut, uban ne malap dulu ke ngesen ia. 
MRK.3.10	Kadoʹ dulu diaʹ Yesus paget kina. Un pe diaʹ sakit petem diseʹ pesuntung pita janan apan nte sukat tai man ia. 
MRK.3.11	Un pe diaʹ bali nelasek. Dalau re taʹan Yesus, sulo re muʹup kata ia ngan ngelengap kuma ha: “Ikoʹ iaʹ Anak Allah.”
MRK.3.12	Miʹa dau Yesus payen bali dina tai pedenga ia me dulu.
MRK.3.13	Tai Yesus kusun ca apau, sulo ho mengin kudaʹ usa diaʹ ia ubaʹ. Sulo nai re palaʹ ia, 
MRK.3.14	ngan ia lemileʹ puloʹ dua usa ke ngadan lawa Injil. Un dau Yesus: “Akeʹ lemileʹ ikem apan ncem ke ngelineʹ ngan nceʹ. 
MRK.3.15	Laʹa akeʹ ke cuk ikem tai badaʹ denga tiga, ngan akeʹ ke naʹ nyingan man ncem pekarap bali.”
MRK.3.16	Dini ne puloʹ dua usa diaʹ ia lemileʹ didai: Simun (iaʹ Yesus naʹ pit ngadan ne Peterus); 
MRK.3.17	Yakup ngan iaʹ cenganak ke Yaya, diaʹ ban anak Sapdi, (Yesus naʹ pit ngadan Buanigis mida dua. Un sen ngadan ina: “Kelunan baloʹ koʹ baʹan puyan dau langit are”); 
MRK.3.18	ngan Anderias, ngan Pilipus, ngan Batulumius, ngan Matius, ngan Tumas, ngan Yakup anak Alpius, ngan Tadius, ngan Simun iaʹ dulu naʹ laki sanget uban ne sanget pasat pulitik ading nte, 
MRK.3.19	ngan Yudas Iskariut iaʹ ban mencai Yesus me bunoʹ o.
MRK.3.20	Tai Yesus kaʹ dalem ca amin. Kadoʹ kenai kelunan pempun, pa Yesus ngan ida telu diaʹ bayaʹ katuk ke dina, abeʹ un biʹen ke uman. 
MRK.3.21	Dalau diaʹ pengamin Yesus kenahan dau denga puyan ina, tai re ke mulen ia, moʹ un dulu diaʹ pisiu kuma ha: “Seʹ e buling pekele.”
MRK.3.22	Un pe kudaʹ usa guru Adet Yahudi diaʹ ban nai cen Yerusalim, dau re: “Un bali Balsibul neng ia.” Un pe dau palai kuma ha: “Uban tuʹa bali bioʹ iaʹ naʹ nyingan me ia, ina ukoʹ o senteng pekarap bali.”
MRK.3.23	Tuman ina Yesus mengin kelunan kadoʹ dina ngenyeng ia, sulo ho pekatuk ida man kata katuk diaʹ pekini dau: “Kumpin puyan bali Sitan ke pekarap bali Sitan tupe? 
MRK.3.24	Buk kelunan neng ca tanaʹ ke pepatai neng ahang ida selepeʹ, atek ketai pasi lete kelunan neng tanaʹ ina. 
MRK.3.25	Ca kata laʹa, buk ca pemanak de neng ca amin muʹo ke pepatai neng ahang ida selepeʹ, atek de ketai pasi lete neng pemanak de. 
MRK.3.26	Pekina lete buk diaʹ dalem gaham bali Sitan muʹo ke pepatai neng ahang ida selepeʹ, abeʹ nyatan nte ke un pa majan. Ketai kuʹo ho ke pasi lete.
MRK.3.27	“Ca kata neng ca kelunan iaʹ pali. Abeʹ un aheʹ iaʹ senteng ke ngelau amin ne ngan ke magang inu ue, buk ke are un ke ngaput laki iaʹ pali ina ading. Uʹo ina le ida senteng ke ngelau amin ne.
MRK.3.28	“Nawai tiga le ikem neng dau heʹ ini. Naʹ pe kudaʹ naʹan penyalaʹ kelunan, nga kudaʹ naʹan isiu re iaʹ jaʹat ngan pejaʹat Allah pe, senteng te mung penyalaʹ dina ke pesau cen ida. 
MRK.3.29	Tengeca neng kelunan diaʹ pejaʹat Berua Tuhan iaʹ Buheʹ, nyahut penyalaʹ de senteng ke pesau cen ida pa majan ngan pabeʹ bayaʹ.” 
MRK.3.30	(Pekina dau Yesus moʹ palai dulu kuma ha: “Berua bali Sitan iaʹ dalem ia.”)
MRK.3.31	Dalau ina nai ueʹ Yesus ngan diaʹ cenganak ke nekejeng tahaʹ awang amin ina. Sulo re cuk ca usa tai palaʹ Yesus ngan mengin ia kawang. 
MRK.3.32	Kadoʹ kelunan pempun madung pipa Yesus. Kun nte badaʹ mia kuma ha: “Naʹat coʹ ading. Un ueʹ koʹ ngan diaʹ cenganak koʹ nekejeng kawang ne. Nai re mengin ikoʹ.”
MRK.3.33	Un dau Yesus mipa: “Aheʹ ueʹ keʹ tupe? Ngan aheʹ diaʹ cenganak keʹ tupe? 
MRK.3.34	Sulo Yesus nyileʹ naʹat mung kelunan diaʹ madung pipa ia kina, penco dau ue: “Naʹat cem ading. Dini ne diaʹ ueʹ keʹ ngan diaʹ cenganak keʹ. 
MRK.3.35	Ban ne aheʹ iaʹ ti pengubaʹ kimet Tuhan Allah, ia iaʹ cenganak laki heʹ ngan cenganak leto heʹ, ngan ueʹ keʹ pe.”
MRK.4.1	Un pe ca liwai laʹa Yesus pekatuk kelunan kaʹ sada bahi leteng Galilia. Bioʹ laleʹ mpun kelunan kadoʹ dina, ina ukoʹ Yesus tai neng ca alut ngan madung kidi. Alut ina un kaʹ beluaʹ kediʹut de, ngan dulu diaʹ kadoʹ dina nekejeng kaʹ tanaʹ, abeʹ kaʹ sada bahi sungai ina. 
MRK.4.2	Kadoʹ naʹan kata katuk man Yesus pekatuk kelunan dina. Dalau ue pekatuk, un dau ue:
MRK.4.3	“Tiga hem ngeringa ading. Un ca kelunan iaʹ tai mula beneʹ. 
MRK.4.4	Dalau ue miwet beneʹ ina neng uma ha, un palai beneʹ diaʹ laboʹ kaʹ janan, sulo kenai sui uman ne. 
MRK.4.5	Un pe palai diaʹ laboʹ kaʹ tanaʹ bere, kukoʹ tanaʹ a nyipe. Sangkit kenai ie mudip moʹ abeʹ tanaʹ a kapan. 
MRK.4.6	Dalau kenai mpau tau, sulo tai ie kuko moʹ abeʹ pakat te dalem. Ina ukoʹ o laho maʹang. 
MRK.4.7	Un palai luang dina laboʹ dalau suhaʹ. Nai ie mudip, penco suhaʹ ina mampun inan padai ina, sulo ho abeʹ un buʹan. 
MRK.4.8	Un pe palai beneʹ dina laboʹ kaʹ tanaʹ diaʹ tiga. Nai ie mudip, ngan teto kenai ie un buʹan. Un pe diaʹ telu puloʹ, un pe diaʹ nem puloʹ, un pe mato pengekadoʹ o neng ʹo beneʹ e.”
MRK.4.9	Kun dau Yesus neng kebayaʹ a: “Aheʹ diaʹ un telinga, tiga re ngeringa.”
MRK.4.10	Dalau Yesus ngelineʹ neng ata ha tengen, nai kun palai me dulu diaʹ lepa kenahan dau ue. Un pe diaʹ puloʹ dua usa diaʹ bayaʹ katuk ke, nai re lemutu Yesus kumpin puyan kata katuk ina are. 
MRK.4.11	Un dau Yesus mipa ida: “Puyan iaʹ linget dalem puyan pengaren Allah, lepa ne Allah naʹ a mikem. Un sepuʹo dulu diaʹ tahaʹ awang, ida diaʹ ke kenahan puyan ini man kata katuk, 
MRK.4.12	apan tai nuyan bayaʹ isiu pegawa iaʹ kuma ha:
MRK.4.12	‘Naʹat, naʹat te ida, abeʹ pe ida taʹan.
MRK.4.12	Ngeringa, ngeringa te ida, ia iaʹ abeʹ pe ida tisen.
MRK.4.12	Buk are pekina, masaʹ de nyepuleʹ kimet de cen
MRK.4.12	penyalaʹ de, ngan penco nai palaʹ Allah,
MRK.4.12	ina le Allah ke sau penyalaʹ de.’ ”
MRK.4.13	Sulo Yesus lemutu ida telu: “Abeʹ lepe ikem ban tisen kata katuk ina tupe? Kumpin ncem ke ngetisen puyan diaʹ ca nuʹo tupe? 
MRK.4.14	Laki iaʹ mula beneʹ ina seleket te mula katuk Tuhan. 
MRK.4.15	Tahaʹ palai ie, katuk ina laboʹ kaʹ janan, koʹ baʹan puyan kelunan diaʹ kenahan dau ue, sulo kenai Bali Jaʹat magang katuk iaʹ Tuhan lepa mula dalem kimet de. 
MRK.4.16	Un pe diaʹ ca laʹa, koʹ baʹan beneʹ diaʹ laboʹ neng tanaʹ bere. Dalau re kenahan dau katuk ina, seʹ de alaʹ a ngan bangen. 
MRK.4.17	Di abeʹ e tai detem dalem kimet de tengen, bang seʹ de kanan ne nuat tuaʹ le. Dalau re sihoʹ taru ngan dulu nyakit ida ban tuman katuk ina, penco luʹap ne kimet de. 
MRK.4.18	Un pe kelunan diaʹ ca laʹa koʹ baʹan beneʹ iaʹ dalau suhaʹ. Lan te ida kenahan dau katuk ina, 
MRK.4.19	un sepuʹo tawai re ngawaʹ puyan usun tanaʹ ini, ngan malaʹ kimet de neng kayaʹ, pincaʹ pe kadoʹ naʹan diaʹ ca iaʹ ke pekaseng kimet de, pa ha ke nampun katuk ina. Ina ukoʹ o abeʹ un buʹan. 
MRK.4.20	Un pe kelunan diaʹ ca laʹa, koʹ baʹan beneʹ diaʹ laboʹ neng tanaʹ iaʹ tiga. Ida kenahan dau katuk ina, mentung nte ngetisen sen ne, pa kenai ie un buʹan. Neng palai un telu puloʹ, palai laʹa un nem puloʹ, palai laʹa un mato pengekadoʹ o neng ʹo beneʹ ina are.”
MRK.4.21	Un dau Yesus laʹa: “Mpi un aheʹ kelunan iaʹ ngkin ca pelitaʹ kaʹ amin ngan mekep pe man ca tukaʹ, buk are naʹ a kentaʹ tilung nge? Di lareʹ ia ke mahung nge neng mpau padung pelitaʹ lete. 
MRK.4.22	Inu inu iaʹ suhuk, atek kenai lete luhaʹ ʹo, ngan inu inu iaʹ pekep, atek ke luhaʹ lete kata iaʹ dema. 
MRK.4.23	Aheʹ iaʹ un telinga, tiga ha ngeringa dau isiu ini, ngan nawai kidi.”
MRK.4.24	Un dau Yesus pisiu ida laʹa: “Nugen tiga le neng inu iaʹ ikem ke kenahan. Kuaʹ baʹan puyan ncem nyuaʹ puyan dulu, Tuhan Allah lete ke nyuaʹ ikem kuaʹ puyan ina laʹa, ngan ia ke naʹ pit te mikem puʹo. 
MRK.4.25	Kelunan iaʹ un ca puyan inu, palaʹ ia lete Tuhan Allah ke naʹ pit puyan inu mia laʹa. Kelunan iaʹ abeʹ un ca puyan inu, cen ia lete Tuhan ke sau inu iaʹ ia un, naʹ pe iaʹ kediʹut le.”
MRK.4.26	Un dau Yesus laʹa: “Puyan pengaren Allah ke ngaren ilu kelunan un koʹ baʹan ca kelunan iaʹ mula beneʹ neng uma are. 
MRK.4.27	Luntoʹ o tegoʹ ngahu, taga ngan tai nyitau ue naʹ tau. Mentung kenai luang ina nelecuk, ngan nai dadoʹ, ngan abeʹ laki ina tisen moʹ kumpin ban kenai luang ina mudip. 
MRK.4.28	Kuʹun tanaʹ ina tengen kenai pula ina mudip, ngan nai un buʹan. Iaʹ ading nai inan ne, ʹo ina nai sapuk ke, bayaʹ ina kenai ulo ho iaʹ sangan kuʹun luang nge. 
MRK.4.29	Dalau tai padai ina mesak, penco kenai laki ina ke ngkin puʹe ajau ue, uban jakaʹ ajau lepek un.”
MRK.4.30	Un dau Yesus: “Kumpin le ke pisiu seʹ puyan pengaren Allah ke ngaren ilu kelunan tupe? Inu kata katuk man le ke badaʹ puyan ne tupe? 
MRK.4.31	Koʹ baʹan ca luang ampeʹ, iaʹ atek iʹut neng ʹo ketoʹ naʹan beneʹ kusun tanaʹ ini. 
MRK.4.32	Uʹo le mula ha, nai ie mudip ngan tai nuyan ca inan kujau iaʹ bioʹ neng ʹo kujau diaʹ ca. Daʹan ne pe lataʹ, pa ketai sui uyan sala kentaʹ lingau ue.”
MRK.4.33	Kadoʹ kata katuk koʹ baʹan ina are man Yesus penco katuk ke me dulu. Ia badaʹ a mida pa re tisen ke pekimet te. 
MRK.4.34	Abeʹ e pekatuk dulu buk ke abeʹ un kanan kata katuk. Un sepuʹo dalau ue tengen un ngan ida telu diaʹ bayaʹ katuk ke, ia badaʹ puyan sen katuk ina mida.
MRK.4.35	Tai tahup tau ina, kun Yesus pisiu diaʹ bayaʹ katuk ke dina, un dau ue: “Tiga ne tepat tai pelawat kaʹ dipa leteng ini te. 
MRK.4.36	Sulo tai re ne mecin kelunan kadoʹ dina. Tai re pat diaʹ bayaʹ katuk ke peging ngan Yesus ngedung neng alut ina, penco tai re puke. Un pe alut diaʹ ca ngan nte kina. 
MRK.4.37	Kenai bahiu kasa, ngan luyak nai nyeludung kedalem alut ina, pa alut ina nyeng ke sangan kuʹun sungai. 
