GEN.1.1	Koluw koluw mamu kinna, Ngindrai imangsani kol pwan pe hu kol yang. 
GEN.25.14	Misma, Tuma, Masa, 
GEN.25.15	Hatat, Tema, Yetur, Napis pe Ketemah. 
GEN.25.16	Ariyo ara ngala ndraye noru Yismayel hu kamai songui pe lumou. Pe ngalahu ara kinrayah ngalahu kol mendre-mendreheh mepo humimpwan aliy. 
GEN.25.17	Yismayel iyen pe hayou tan iho sangat tingui pe andrtoyoh (137) pwen pe imat pe iho ndruwa tumbun hu. 
GEN.25.18	Pe ndraye Yismayel hu huya pe huye kol namandran ndrokolo Hawilah pe Sur. Pe Sur ara ita pakeh Yisip ngilse sai iya pwen te Assiriya. Hapeko yihu ara hu konohompwan hiyan pwi.
GEN.25.19	Iye ara titiye ta noru Aparaham, Yisak.
GEN.25.19	Aparaham ara tama Yisak. 
GEN.25.20	Pwen Yisak ara hayou tan iro mahaangui pe iwiri Repekah, mepo noru Petuwel pihin. Pe Petuwel ara ndramira Aram mepo para kol Mesopotemiya,
GEN.25.21	Repekah ara kinlahiy para kikun mbunah pwi, pwen Yisak itohun iya kili 
GEN.25.22	Yiy ara norun mwan,
GEN.25.23	Pe 
GEN.25.23	“Hilu ndramat malpat hiltora ndriyam.
GEN.25.23	Pe hilmalpat ara andre hilu konto wule pwi.
GEN.25.23	Andre hu hapat kaya pwokeyahu katahu hapat.
GEN.25.23	Pe yiy mepo nakisarayah mu andre kiya pwandrendres ta yiy para mulan.”
GEN.25.24	Pwen pe iro mwonen lang nakimwalahiy kiyata norun kamai malmou mwan,
GEN.25.25	pe imwalahiy tan imu ara sangin laman pe yomun soyon iramburuhi yiy, tehe hasai koyau, pwen pe huyoh ngalan Esau.
GEN.25.26	Pwen Repekah imwalahiy iyata nalin hamou paiwe, pe yiy imbultuwe tisingi mbutika Esau. Pwen pe huyoh ngalan Yakop.
GEN.25.27	Hilu mbunah malmou kanna wihou pwen, pe Esau irayah ndramat hamou para kahaya yohou iya kene yangiy masih. Yakop ara mbunah hamou waison pe ngara kiye wum o. 
GEN.25.28	Yisak ara ngara kinamili Esau, paratesah yiy ndramat para kahaya yohou para namnam; hapeko Repekah ara ngara kinamili Yakop.
GEN.25.29	Lang sih aro Yakop ara iro tuwe suw hayah, pe Esau iro yangiy pe isarayah isa wum mamundruwan. 
GEN.25.30	Pe Esau ipwai iyata Yakop ipa, “Kileh, kunmundrui turuwe yo. Aiki hayah suw laman mahapo antuwaniy ita kisa.” Ndroiyin ara ko pe huyoh ngala Esau handra “Etom.”
GEN.25.31	Pe Yakop ipwai iya kili yiy ipa, “Aiki ndrohonokum tehe ndrohan ara kisa kili yo pe andre kuiki suw kisa kili wou.”
GEN.25.32	Pe Esau ipwai ipa, “Animei! Yo ara pakeh nakumat. Kapa kumat, tesah hiyan ndrokonan ita ndrohonoku tehe ndrohan?”
GEN.25.33	Pwen Yakop ipa, “Apwatisingiy ndrokonan, pwen aiki ndrohonokum tehe ndrohan ara kisa kili yo.” Pwen Esau ipwatisingiy ndrokonan, pe iyki ndrohonokun tehe ndrohan ara iya kili Yakop.
GEN.25.34	Pwen Yakop iyki ndrina nohun hayah iyasura suw nepo imbusiy iyau mbuwa malkei handra para kaniyai,
GEN.26.1	Pe song namandran isarayah iro kol Kanaan paiwe, pe irayah tehe koluw mamu kintayah pwen, iro tandrohonga Aparaham. Pwen pe Yisak iya kili Kenon Apimelek para kol Kerar ita ngondriya kol namandran Pilistiya. 
GEN.26.2	Pe 
GEN.26.3	Ayendron kol iye na, pe andre kuro sura wou pe andre kutoholi wou. Yo andre kuiki pwan iye kisa kili wou pe ndrayem hu nepo nakasarayah kamulan. Pe andre kuramwaniyani tapaniu to nepo kunpwai kinna ta tamam Aparaham. 
GEN.26.4	Andre kumbusi ndromweya ndrayem hu kasarayah soyo-soyon iya, tehe hu piriy hora yang; pe pwan masih iye andre kuikiy kiyatahu. Pe hu ndramat para kol masih topo kol pwan ara andre kutoholi hu kiyau kili ndrayem hu ko; 
GEN.26.5	paratesah, Aparaham ihilingi nongno pe ipwatisingi pwahanou to masih.” 
GEN.26.6	Pwen Yisak ara iye ndron Kerar.
GEN.26.7	Pwen hu ndramat hayah para kol ara husike Yisak iyata Repekah, pe Yisak ipa, “Yiy ara pisu.” Yisak ara inoh para kipohowe Repekah ara nambuyun, paratesah lohonge tan ara ipa, “Matisan hu ndramat para kol ara hu katingundru, paratesah, Repekah ara lahayan iya.”
GEN.26.8	Yisak iro kol ara ndrangan niwen iya, pe Kenon Apimelek para kol Pilistiya ara, maran iyau marasip pe inime Yisak iro tokonani nambuyun Repekah. 
GEN.26.9	Pe Apimelek iyoh Yisak pe ipa, “Nahapo upahasaniy tehe pihin ara, ara pisum pwi; yiy ara nambuyum. Paratesah apohowe yiy ara pisum?”
GEN.26.9	Pe Yisak ipa, “Ulolohonge pe upa, kapa kupa yiy ara nambuyu andre hu katingundru.”
GEN.26.10	Pwen Apimelek ipa, “Wou apambusi tesah kisa kili yowu? Kapa hamou ndramiro kirandroyani nambuyum, pwen apaiki nopwaran ara kisa kili wu ko mwaihei, hapeko ndrokonan paraliy ara wou mbukenam.”
GEN.26.11	Pwen pe Apimelek ipwatisingiy iya kili hu ndramat masih pe ipa, “Kapa hamou ndramat kirandroyani Yisak ndre nambuyun, ara andre yiy kimat.”
GEN.26.12	Pe Yisak ara ihisi piyang hambut pe ndrohonga hayou ara anandrinai soyo-soyon iya isarayah iro pwan ara, paratesah, 
GEN.26.13	Pe yiy ara irayah ndramat hamou namandran iya, pe meltan iro tayah iya soyon iya. 
GEN.26.14	Pe hu sipsip pe hu mbulmwakau tan, iyapolo hu ndramiran para poya mbulyan ara hu soyon iya. Pwen pe hu Pilistiya ara hu ndrangis iyatan. 
GEN.26.15	Pwen hutalon pwan pe huratulungi hu ndran ndrikou masih nepo hu ndramira Aparaham husoyei koluw.
GEN.26.16	Pe Apimelek ipwai iyata Yisak ipa, “Wawu karakuhuye pe kaya mawen kili yowu, paratesah, pwoke ta wawu kinsarayah pwokeyan iya isa kili yowu.”
GEN.26.17	Pwen Yisak irakuhuye pe iyau iya pwenten para Kerar pe ipwili numwan pe iyen aliy. 
GEN.26.18	Koluw Aparaham isoye hu ndran ndrikou iro aliy ara, pe yiy kinmat pe hu Pilistiya huya pe huratulungi hu ndran ndrikou ara. Pwen Yisak iya pe ikaihi hu ndran ndrikou ara paiwe pe ipohowe ngala hu ndrikou ara tehe taman ipohowei mamu kinna.
GEN.26.19	Pe hu ndramat para poya mbulya Yisak ara, huro talon pwan iro Pwenten Kerar pe ndran isuw mbulu pwan isa paingan pe ihou aliy. 
GEN.26.20	Hapeko hu ndramat nepo huro nimnim iyatahu mbulmwakau tahu Kerar ara, hurakokowai iyasura hu ndramat ngara hu kanimnim kiyata hu mbulmwakau ta Yisak ara hupa, “Ndran ndrikou ara towu!” Pwen Yisak ipohowe ngala ndran ndrikou ara “Takokowai,”
GEN.26.21	Pwen pe hu ndramira Yisak husoye ndran ndrikou sih paiwe, pe hurakokowai yi. Pwen Yisak iyoh ngala ndran ndrikou ara, “Songot.”
GEN.26.22	Pwen pe Yisak itali hape ara pe iya soye ndran ndrikou sih paiwe; iro tandrohongan ara, ara hu kanrakokowai pwi. Pe Yisak ipohowe ngala ndran ndrikou ara, “Ndrohonoku para pwanpwan hiyan.”
GEN.26.23	Pwen Yisak itali kol ara pe iyau iya kol Peersepa. 
GEN.26.24	Ping ara ko Ngindrai iyarayah iya kili yiy pe ipa, “Yo ara Ngindrai ta tamam Aparaham. Mbunanoh. Yo uta sura wou; pe yo andre kutoholi wou pe ndromweya ndrayem hu andre kasarayah soyo-soyon iya, paratesah, unamili ndramiro, Aparaham.”
GEN.26.25	Yisak isoye keyeu sih para totohun, pe itotohun iya ngala 
GEN.26.26	Iyamulan Apimelek itali kol Kerar pe iwiri Ahussat, ndramat para pwahanou yiy, iyapolo Pikol, ndramat ngara kiya mu para singora pahun, pe huya nime Yisak. 
GEN.26.27	Yisak isok hu ipa, “Koluw wawu kanpwayi yo pe kanrase yo kunyau, pe paratapeh wawu mui wawu sa kili yo paiwe?”
GEN.26.28	Pe yihu somwi yiy hupa, “Yowu nimei tehe 
GEN.26.29	pe wou mbunambusi mwomwan kisa kili wu, paratesah, yowu kanrandroyani wou pwi. Yowu mbusi hiyan o kinsa kili wou, pe yowu pwandrisa wou ayau ayapolo koisirai. Pe mahapo 
GEN.26.30	Pwen Yisak ipo anandrinai namandran hape iyatahu, pwen huya pe hunamnam pe huyin ndran iyawule. 
GEN.26.31	Pe hutine makohuping o para lang sih, pe hupwatisingi nongan para tapaniu iro mwele hu. Pe Yisak ipwandrisa hu huyau, pe huyau huyapolo koisirai.
GEN.26.32	Lang ara ko hu ndramat para poya mbulya Yisak huya kili yiy pe hupa, “Yowu soye ndran ndrikou pe ndran ara kinisuw kinsa hiraliy.” 
GEN.26.33	Pwen Yisak ipohowe ngala ndran ndrikou ara “Sipah.” Iro tandrohonga lang ara isa manne mahapo hutorayoh ngala kol ara “Peersepa.”
GEN.26.34	Tandrohongan ara, Esau iyen pe hayou tan mahaangui; pe yiy iwiri Yutit SuPeeri iya nambuyun, iyapolo Pasemat SuElon. Peeri hilu Elon ara hilu ndramira Hit. 
GEN.26.35	Kultuwayi mbuyungundra Yisak pe Repekah ara ngara kimbusi ndrina hilu kimwa.
GEN.27.1	Yisak ara, kinna parangoloh pwen, pe maran ara kinyoh para kinnime handra melit pwi. Pwen pe iyoh Esau, norun ndrihou kamai pe ipwai iyatan ipa, “Noru!”
GEN.27.1	Pe Esau isomwiy ipa, “Tomo, apa tesah? Yo urupo.”
GEN.27.2	Pe Yisak ipa toro: “Yo kunna parangoloh pwen, pe kunpahasaniy sehe lang andre yo kumat ara pwi. 
GEN.27.3	Wou awiri kei tapwiwe kiyasura nah tam, pe aya yangiy pe ayakah ano hamou puyap. 
GEN.27.4	Pwen awiri yohou ara pe aruwani kiyasura anandrinai kapan iya nepo ngara kunamiliy, pwen awiriy kisa kili yo. Pe anandrino kuiniy kihipwen, pwen andre kuiki lomwes to kisa kili wou; kiyamulan kumat.”
GEN.27.5	Yisak iro wong iyata Esau manau, pe Repekah ara iro hilingiy. Pwen Esau kinyau kinna yangiy para kiyakah yohou kisa, 
GEN.27.6	pe Repekah ipwai iyata Yakop ipa, “Nahapoko yo uhulingiy tamam ipwai iyata Esau ipa, 
GEN.27.7	‘Awiri hamou yohou pe aruwaniy kiyapolo hayah anandrinai pe awiriy kisa kili yo. Andre yo kuiniy kihipwen, pwen andre yo kuiki lomwes to kisa kili wou kiya mara 
GEN.27.8	Pwen Repekah ipa, “Kiya, noru, wou ahalingi nokulani sehe melit nakupwai kisa tam para ambusiy mahapo. 
GEN.27.9	Aya kou pe apirani noru meme malmou mepo nombuwe hilu imuh, pe awiriy kisa kiliyo. Pe andre yo kuruwaniy kiyasura anandrinai kapan iya, mepo tamam ngara kinamiliy. 
GEN.27.10	Pe wou awiriy kiya kili tamam, pe andre kiyniy. Pwen andre kiyki lomwes tan kisa kili wou; kamulan kimat.”
GEN.27.11	Hapeko Yakop irapaiwani poho tinan pe ipwai iyatan ipa, “Wou apahasaniy tehe Esau ara yomyomun soyon, hapeko yo ara pwi — yo mondro saiyon. 
GEN.27.12	Matisan tomo andre kihingoruwe yo pe kipa yo ara upwasike yiy; pwen yo mbukeno andre kumbusi tehen tora pe andre kiten ano — pwen andre kunwiri lomwes tan pwi.”
GEN.27.13	Hapeko tinan ipwai iyatan ipa, “Noru, wou mbunalolohonge. Yo andre kukuni nopwaran ara. Ambusi sehe melit kunpwai; aya kou pe awiri meme malmou kisa kili yo.”
GEN.27.14	Pwen Yakop iya pe iyawiri meme malmou pe iyaikiy iya kili tinan. Pe Repekah iruwani anandrinai kapan iya nepo tama Yakop ngara kinamiliy. 
GEN.27.15	Pwen Repekah iyawiri koyau hamou lahayan ata Esau iro seu, pe ikohi Yakop iyaliy. 
GEN.27.16	Pe yiy ikulani nima Yakop pe koyun saiyon iya kapilo meme. 
GEN.27.17	Pe Repekah iwiri anandrinai nepo kapan iyasura ndrina nohun nepo kinruwaniy, pe iyaikiy iya kili Yakop.
GEN.27.18	Pwen Yakop iya kili taman pe iyoh ipa, “Tomo!”
GEN.27.18	Pe Yisak isomwiy ipa, “Apwai, noru. Wou hiyeh?”
GEN.27.19	Yakop ipwai iyata taman ipa, “Yo Esau, norum ndrihou kamai. Yo kunmbusi melit masih tehe anpwai kinsa kili yo. Kiya, atine, ampwan, pe aini anam yohou. Kihipwen, aiki lomwes atam kisa kili yo.”
GEN.27.20	Hapeko Yisak isok norun ipa, “Noru, indrou sah awiri yohou ara isa?”
GEN.27.20	Pe Yakop ipwai iyatan ipa, “
GEN.27.21	Pwen Yisak ipa toro iyata Yakop: “Asa pakeh pe kusehe mandram pe kuhungorwe wou. Wou noru ndrihou kamai Esau ndrokonan ndre pwi?”
GEN.27.22	Pe Yakop iya pakeh kili taman, pe taman ihingoruwe sangin pe ipa toro: “Wou ngasa mbulukoyun ara tehe Yakop. Hapeko yo uhungoruwe nimam ara tehe nima Esau.” 
GEN.27.23	Yisak kinyorowe Yakop pwi, paratesah, yomu meme ara ikulani nima Yakop, pe imbusi niman ara yomyomun soyon iya tehe ata Esau. Pwen itoholi yiy. 
GEN.27.24	Hapeko isok yiy paiwe ipa, “Wou ara noru Esau ndrokonan ndre pwi?”
GEN.27.24	Pe Yakop isomwiy ipa, “Ehe, yo kopu.”
GEN.27.25	Pwen Yisak ipa, “Arai ano hape yohou kisa. Yo kuiniy kihipwen, pwen andre kuiki lomwes to kisa kili wou.”
GEN.27.25	Yakop iwiriy iya kili yiy, pe iyniy; pe isap hayah ndrunu 
GEN.27.26	Iyamulan taman ipwai iyatan ipa, “Noru, asa pakeh pe arahunghung kisa kili yo.”
GEN.27.27	Pe Yakop iya pakeh pe irahunghung iya kili yiy, pe Yisak ihingi koyau ta Esau iro sangi Yakop. Pwen pe Yisak iyki lomwes iyatan pe ipa toro:
GEN.27.27	“Ngonoho melit hiyan ata noru,
GEN.27.27	ara tehe ngonoho piyang
GEN.27.28	Andre Ngindrai kimbusi naya para ping kisa
GEN.27.28	pe kimbusi anandrinai soyon kirayah kiro piyang tam masih.
GEN.27.28	Pe andre yiy kihingini wou wit pe 
GEN.27.29	Andre hu ndramat para kol pwan masih kasarayah pwandrendres tam,
GEN.27.29	pe andre hu katukuruhu kisa kili wou.
GEN.27.29	Pe andre nalim hu pe ndraye tinam hu masih ara
GEN.27.29	andre hu koro pahandram o.
GEN.27.29	Kapa hiyeh kiten anam, andre Yapan kiten anan.
GEN.27.29	Pe kapa hiyeh kitoholi wou ara andre Yapan kitoholi hu yi.”
GEN.27.30	Yisak iyki lomwes iyata Yakop ihipwen, pe Yakop itali yiy nakiyau, pwen nalin Esau iro yangiy ara isarayah. 
GEN.27.31	Yiy iruwani anandrinai hayah kapan, pe iyaikiy iya kili taman. Pwen ipwai iyata taman ipa, “Tomo, atine pe aini anam yohou iripo kili yo, pwen pe aiki lomwes tam kisa kili yo.”
GEN.27.32	Pe taman Yisak isok yiy ipa, “Wou hiyeh?”
GEN.27.32	Pe isomwiy ipa, “Yo yeh, yo norum ndrihou kamai, Esau.”
GEN.27.33	Yisak ara, sangin ilelen namandran iya, pe ipa, “Ara hiyeh ndrokonan nepo iwiri yohou pe isaikiy isa kili yo mamu? Yo uniy iroho pwen, pe wou asarayah. Yo kuniyki lomwes to kinna kili yiy, pe lomwes ara atan masih.”
GEN.27.34	Esau ihilingi nongna taman, pe yiy ara irang turut pe ipa, “Tomo, wou aiki lomwes tam kisa kili yo yi.”
GEN.27.35	Hapeko yiy ipa, “Nalim isa pe ipwasike yo pe kinwiri topwe lomwes tam.”
GEN.27.36	Pwen Esau ipa, “Ngalan ‘Yakop’ ara ilahi yiy imwonen
GEN.27.37	Yisak ipwai iyatan ipa, “Yo kunbmusi yiy kinrayah pohon ta walu kene. Pe yo kunbmusi yowem hu andre kasarayah pwandrendres tan, pe kuniyki wit pe 
GEN.27.38	Esau ipwai iyata taman ipa, “Tehen tapeh Tomo, lomwes ariya ko ndre ita ndron? Kapa kiro ndron, Tomo, aiki lomwes kisa kili yo yi!” Iyamulan Esau irang turut paiwe.
GEN.27.39	Pwen Yisak ipa toro iyatan,
GEN.27.39	“Andre kolom ara kiro mawen pwan hiyan,
GEN.27.39	pe nambutun para ping ara kinlahiy para kisa ndrita pingem pwi.
GEN.27.40	Wou andre apopahun kiya semen opu para apo anandrinam pe mipwan hiyan;
GEN.27.40	pe wou andre aro pahandra nalim.
GEN.27.40	Hapeko kamulan wou andre anto pahandra pwokere ta nalim pwi,
GEN.27.40	pe kapa kiwong, andre anhilingi yiy pwi yi.”
GEN.27.41	Esau ara ndrinan ilokuh ta Yakop, paratesah, taman iyki lomwes masih kinna tan. Lohongan ilohonganiy pe ipa, “Pakeh tomo nakimat. Pe koisirai tan kihipwen, kutingundru Yakop.”
GEN.27.42	Hapeko Repekah ara kinhilingi lohonga Esau pwen, pe iyoh Yakop pe ipa, “Ahalingiy! Nalim Esau ara ndriyan ita kiskis para kitingundrum. 
GEN.27.43	Noru, ambusiy sehe melit nakupwai satam; atine kileh pe awop aya kili wayi Lapan ita kol Haran. 
GEN.27.44	Aya pe aro sura yiy kipo ndrina lokuh ta nalim kihipwen. 
GEN.27.45	Kapa ndrina lokuh ta nalim ara kihipwen, pe koyun kirut sehe melit ambusiy iyatan, pwen andre yo kupwanos wou pe amui asa yi. Tehen tapeh, andre kupiyani walu noru malmou kene porosih o?”
GEN.27.46	Pwen Repekah ipwai iyata Yisak ipa, “Yo ara wele kinimai kinata hilu pihi Hit. Kapa Yakop kiyesou kiyatahu pihi Hit, ara hiyan para kumat.”
GEN.28.1	Yisak iyoh Yakop pe iyki lomwes iya kili yiy, pe ipwatisingiy iyatan ipa, “Wou mbunayesou kiya kili hamou pihi Kanaan; konan! 
GEN.28.2	Mahapoko aya Pattan Aram, aya wum ta tama tinam, Petuwel. Aro kili salim, Lapan, pe awiri norun hamou pihin kiya nambuyum. 
GEN.28.3	Ngindrai Pwokeyan Masih andre kitoholi yesou tam, pe norum hu ara andre kasarayah soyon iya, pe wou andre asarayah tumbu hu yau soyon. 
GEN.28.4	Ngindrai andre kihingini lomwes ta Aparaham kisa kili wou pe ndrayem hu kamulan. Pe pwan mamu nepo Ngindrai kiniykiy kinna ta Aparaham, mahapo asa amiraliy, ara andre awiriy kiya pwenem.” 
GEN.28.5	Pwen Yisak ipwandrisa Yakop iyau iya Pattan Aram, iya kili Lapan noru Petuwel, yiy ndramira Aram. Pe Lapan ara wayi Repekah, tina Yakop pe Esau.
GEN.28.6	Napwai Esau kinpahasaniy pwen tehe Yisak kiniyki lomwes kinna ta Yakop, pe kinpwandrisa yiy kinna Pattan Aram para kiya yesou. Itandrohonga iyki lomwes iya kili yiy, ipwatisingiy iyatan ipa, “Mbunayesou kiya kili hu pihi Kanaan.” 
GEN.28.7	Pe Yakop ihilingi nongna taman pe tinan, pe kinyau kinna kol Pattan Aram. 
GEN.28.8	Napwai Esau kinpahsaniy pwen tehe taman Yisak ara kinoho namili hu pihi Kanaan ara pwi yoh. 
GEN.28.9	Pwen Esau iya kili hu yowe Yismayel NdraAparaham pe iya wiri Mahalat SuYismayel, pisu Nepayot, iya nambuyun. Pe iwiriy iya paiwa hilu pihi mu ita kili yiy.
GEN.28.10	Yakop itali kol Peersepa pe iyau para kiya kol Haran. 
GEN.28.11	Yiy irotokai ipo iyarayah iya kol hakol, pe yiy iro aliy para kimatin, paratesah, paramwandrai ara kinipiyah pwen. Pwen pe iwiri pat sih pe iyki iye pwan iya waingan pe iye matin aliy. 
GEN.28.12	Yiy imatin pe inihiyani kannen sih, sahin iro pwan, pe sahin ara iya paingan yang, pe hu angelou ta Ngindrai ara soyon iya huro ngas ya paingan, pe hurotuh sapwan. 
GEN.28.13	Pwen yiy inime 
GEN.28.14	Ndrayem hu ara andre kasarayah soyon iya tehe kohu pwan, pe andre yihu kamasumbuwe kaya rai, kup, hai, pe tolau. Hu ndramat para kol pwan masih andre hu kawiri lomwes ara kiyau kili wou pe ndrayem hu. 
GEN.28.15	Hape aleheh nayaliy ara uta sura wou, pe uta pwokarani wou, pe andre yo kuwiri wou amui asa pwan iye yi. Pe andre kuntali wou pwi kipo kumbusi melit masih tehe upwai satam.”
GEN.28.16	Yakop isa poyoi pe ipa, “Ndrokonan tehe 
GEN.28.17	Yiy inoh pe ipa, “Kol iye tehen tapeh ndrokonan; andre ndrohonoku numwa Ngindrai! Ndrokonan! Hape aro ara andre ndrohonoku karam para yang.”
GEN.28.18	Yakop itine mandroulang pe iwiri pat iye waingan ara pe isondritiyaniy iro tine para kiho rikai pe lohongan kiro aliy. Pwen pe itilingi ndraikei para 
GEN.28.19	Koluw hupohowe kol ara “Lus,” pe lang ara Yakop ipaiwani ngala kol ara iya “Petel.”
GEN.28.20	Pe Yakop irapaniu iya kili Ngindrai toro: “Kapa Ngindrai kiro sura yo, pe kipwokarani yo para tokuyo uropo mbusiy, pe kapa kihingini yo anandrino pe koiwe, 
GEN.28.21	pe kapa yo kuro hiyan o pe kumui kuyarayah kuya kol ta tomo, pwen andre 
GEN.28.22	Kol mepo usondritiyani pat ita tine aliy ara para kulohonganiy tehe aro ara numwa Ngindrai. Pe melit masih nahang yo ara andre kuiki sih kiyau mwele melit masongui ara kimui kisa kili wou.”
GEN.29.1	Yakop iro rikai manau iropo iya, pe iyarayah iya kili hu ndramat para kup. 
GEN.29.2	Pe maran pakiya pwi, inime ndran ndrikou iro kol ngawan. Pe yihu sipsip hurokum huya mandrairoyoh pe huye matin ndrahasa ndran ndrikou, paratesah, ngara hu kayin ndran ara. Hapeko pat namandran ara iye ndrita pohomara ndrikou. 
GEN.29.3	Kapa hu sipsip kasa harong, pwen hu ndramira sipsip ngara hu kasa pe katiriyani pat kiya mawen pohomara ndrikou, pe hu sipsip kayin ndran. Kihipwen, ngara katiriyani pat kimui kiya nokun paiwe.
GEN.29.4	Yakop isok hu ndramira sipsip ipa, “Wawu nali, wawu paraleheh?”
GEN.29.4	Pe yihu somwiy hupa, “Yowu para kol Haran.”
GEN.29.5	Pwen Yakop isok hu ipa, “Wawu pahasani tumbu Nahor kamai ngalan Lapan, ndre pwi?” Yihu somwiy hupa, “Ehe, yowu pahasani yiy.”
GEN.29.6	Pe ipwai iyatahu ipa, “Yiy hiyan o, ndre?”
GEN.29.6	Yihu pa, “Ehe, yiy hiyan o. Animei! Norun pihin Rahel isayau yohou iyasura hu sipsip ta taman.”
GEN.29.7	Yakop ipwai iyatahu ipa, “Akanimei, paramwandrai iripondron paingan pe lang para hu sipsip karawurehu ara mapu. Akahang hu ndran pe akawiri hu kamui kaya yan ndromndriu.”
GEN.29.8	Yihu pa, “Yowu kanlahiy para kanmbusiy pwi, kipo yihu sipsip masih kasa harong. Pwen andre yowu kawiri pat kiya mawen pe yihu sipsip kayin ndran.”
GEN.29.9	Yakop iro wong iyasura hu manau pe Rahel isarayah iyasura hu sipsip ta taman, paratesah, ngara kipwokerani hu. 
GEN.29.10	Yakop inime noru salin pihin iyasura sipsip tan, pwen iya ndrikou pe itiriyani pat iya mawen, pe iyuk ndran iyatahu sipsip ta salin Lapan. 
GEN.29.11	Pwen pe Yakop irahunghung iyata Rahel pe irang namandran. 
GEN.29.12	Yiy ipwai iyata Rahel ipa, “Yo pe tamam ara yolu hapat o. Yo ara noru Repekah.” Pwen pe Rahel ingap iya pe inese ndrainga taman.
GEN.29.13	Lapan ihilingiy tehe noru pisun, Yakop, isa, pe ileheleh iya pe iya puhunani yiy iho sai. Lapan indrohosi yiy, pe irahunghung iyatan, pe iwiri yiy iya seu. Pwen Yakop itiyani melit masih irayah kili yiy. 
GEN.29.14	Lapan ipa, “Ndrokonan! Talu ara ndriya sih opu.” Pwen pe Yakop iye manau sura yiy walah sih imwonen.
GEN.29.15	Lapan ipwai iyata Yakop ipa, “Mahisan apa ndre wou ara ndraiye pe apo mbulyo ko mwaihei, ara pwi yoh. Apwai sato, kennem masahayeh?”
GEN.29.16	Pe Lapan ara manorun malmou pihin — pihi namandran ngalan Leyah, pe pihi mendreheh ngalan Rahel. 
GEN.29.17	Leyah ara maran lahin,
GEN.29.18	Yakop ara inamili Rahel pwokeyan, pe ipa, “Andre kupo mbulyam nondriya hayou manandrtoyoh. Kihipwen, pwen kuwiri Rahel, norum kopwan pihin.”
GEN.29.19	Pwen Lapan ipa, “Hiyan! Andre kuniyki yiy kinna tahu hayah pwi. Hiyan para kuiki yiy kisa tam. Pwen andre aro sura yo.” 
GEN.29.20	Yakop ipo mbulen iya manne hayou andrtoyoh para kiwiri Rahel. Hapeko, hayou manandrtoyoh ara tehe lang masahayeh o, paratesah ndriyan imbulihi Rahel namandran pe pwokeyan iya.
GEN.29.21	Pwen Yakop ipwai iya kili Lapan ipa, “Hayou manandrtoyoh pwen; awiri Rahel kisa pe yolu nakayesou ara.”
GEN.29.22	Pwen pe Lapan ipo kowase hilu pe imbultani hu ndramat masih para kol ara husawule pe hunamnam. 
GEN.29.23	Ping ara kiniwiri Rahel pwi, hapeko iwiri Leyah isa kili Yakop, pe Yakop imatin iyasura yiy. 
GEN.29.24	Lapan iyki pihin hamou para poya mbulyan, ngalan Silpah, ara iya kili Leyah para kipo mbulyan.
GEN.29.25	Ndroulang para ping ara, Yakop inimei tehe yiy ara Leyah! Pwen Yakop iya kili Lapan pe ipa, “Paratesah pe ambusi tora isa kili yo? Yo upo mbulyam para kuwiri Rahel. Paratesah apwasike yo?”
