MAT.1.1	Lunu niirwo olulyo lwa Yesu Kurisito omwizukulu wa Dawudi, iye eyabbaire omwizukulu wa Ibbulaimu:
MAT.26.46	Musetuke twabe tubasangaane! Era andiiremu olukwe ngonu atuukire.”
MAT.26.47	Awo oYesu oweyabbaire akaali atumula, oYuda omoiza oku beegibe eikumi na babiri, nʼatuuka nʼekiyindi ekinene ekyʼabantu ababbaire nʼempiima nʼemiigo. Abantu abo, abakabona abakulu nʼabantu abakulu omwigwanga niibo ababbaire babatumire. 
MAT.26.48	Atyanu eyaliiremu oYesu olukwe yabbaire amalire okuwa ekiyindi kyʼabantu ekyo akamanyiciryo ngʼabakobere ati, “Omuntu ogunasugirya nga mmugwa omu kifubba, yaabba niiye oyo, mwamukwata-bukwati.”
MAT.26.49	Awo oYuda oweyatuukire, amangu ago nʼayaba egiri oYesu nʼamusugirya ati, “Musomesya oli otya!” Era nʼamugwa nʼomu kifubba.
MAT.26.50	Neye oYesu nʼamukoba ati, “Munange, okole ekikuleetere.” Awo ni baiza ni bakwata oYesu era ni bamukalangula.
MAT.26.51	Amangu ago omoiza oku babbaire nʼoYesu nʼatoolayo empiimaye, nʼatemaku omugalama wa kabona akira obukulu ekitwi nʼamutiicaaku. 
MAT.26.52	Neye oYesu nʼamukoba ati, “Empiimayo ogikanjeeyo omu kiruutu kyayo, olwakubba bonabona abakolesya empiima okwita bona balibaita nʼempiima. 
MAT.26.53	Oseega oti timpezya okusaba oBbaabba nʼampeererya enkumi nʼenkumi egyʼabamalaika okwiza okunkuuma? 
MAT.26.54	Neye owensaba ni babampa oolwo kaisi eBiwandiike ebikoba biti kinu kiteekwa okuntuukaku bibba byatuukirira bitya?”
MAT.26.55	Omu kaseera ako oYesu nʼakoba ekiziima kyʼabantu ati, “Mwizire okunkwata nga muli nʼempiima nʼemiigo ooti mwaba kukwata muyeekera? Kale buli lunaku natyamanga na inywe omu Yeekaalu nga njegesya ni mutankwata.
MAT.26.56	Neye binu byonabyona birikubbangawo lwa kutuukirirya Biwandiike abanaabbi ebibawandiikire.” Awo abeegibe bonabona ni bairuka ni bamuleka awo.
MAT.26.57	Awo abo abakwaite oYesu ni bamutwala e wa Kayaafa okabona akira obukulu, abakugu omu byʼaMateeka ga Musa nʼabantu abandi abakulu omwigwanga, egibabbaire bakumbaaniire.
MAT.26.58	Neye iye oPeetero yasengereirye oYesu ngʼalekerekuuwo eibbanga okutuukira nakimo omu luuga lwa kabona akira obukulu. Yaingiire nʼatyama nʼabakuumi bʼeYeekaalu abone ebyazwamu.
MAT.26.59	Olwo abakabona abakulu nʼabʼoLukiiko oLufugi olwʼaBayudaaya bonabona ni banoonia obujulizi obwʼobubbeyi obubasinziriraku okwita oYesu. 
MAT.26.60	Neye nandi ni babusuna, waire ngʼabajulizi abʼobubbeyi bangi baizire ni bamusibiriryaku. Neye oluzwanyuma ni wazwayo babiri 
MAT.26.61	era ibo ni bakoba bati, “Omusaiza onu yakobere ati, ‘Mpezya okuvunawo eYeekaalu ya Kibbumba era nʼokugyombeka omu naku isatu.’ ”
MAT.26.62	Awo okabona akira obukulu nʼayemerera nʼabuulya oYesu ati, “Tiwairemu? Niki ekyokoba ku binu ebibakulumiriza?” 
MAT.26.63	Neye oYesu nʼasigala ngʼasirikire. Awo okabona akira obukulu nʼamukoba ati, “Nkulagira nti olayire oKibbumba onyere obwomi, otukobere obanga niiwe oKurisito oMwana wa Kibbumba.”
MAT.26.64	OYesu nʼairamu ati, “Ee, kityo ngʼowookobere. Era mbakobera nywenanywena nti mwalibona oMwana wa Muntu ngʼatyaime nʼoKibbumba omu kifo kyʼekitiisya eino
MAT.26.65	Awo okabona akira obukulu omu busungu nʼanyiira eganduulaye, era nʼakoba ati, “Omusaiza onu yeeyeta okubba Kibbumba! Tete tukaali tutakira niki abajulizi abandi? Nti ngoyo muwuliire ebibono ebyatumwire. 
MAT.26.66	Inywe museega mutya?” Ibo ni bairamu bati, “Awomeire kumwita.”
MAT.26.67	Awo ni bamwanda ebitanta omu maiso era ni bamukubba ebinfuute, abandi ni bamukubba empi
MAT.26.68	neenu webamukoba bati, “Kurisito, otukobere, naani akukubbire?”
MAT.26.69	Awo oPeetero oweyabbaire ngʼatyaime e nza oku luuga, ni wabbaawo omoiza oku baala ababbaire abaweererya e wa kabona akira obukulu nʼaigerera egyali, kaisi nʼamukoba ati, “Wena wabbaire nʼoYesu owʼe Galiraaya.” 
MAT.26.70	Neye oPeetero ni yeegaana omu maiso gaabwe bonabona, ngʼakoba ati, “Ekyokoba tinkimaite.”
MAT.26.71	Awo oPeetero nʼazwa oku luuga nʼayaba oku muzigo, era tete eeyo yona omwala ogondi omoiza oku baweererya nʼamubona, nʼakoba abantu ababbaire awo ati, “Oyo yena yabbaire nʼoYesu owʼe Naazaleesi.” 
MAT.26.72	Tete era oPeetero ni yeegaana ngʼalayira ati, “Omu mazima aganyere nze omusaiza oyo timmumaite.”
MAT.26.73	Tete nga wabitirewo akaseera katono, ababbaire beemereire aawo ni bakoba oPeetero bati, “Dala oli moiza oku basengereri ba Yesu, olwakubba nʼentumulayo ekuloopa nti oli Mugaliraaya.”
MAT.26.74	Neye oPeetero nʼatandiika okweraama era nʼokulayira ati, “Omu mazima aganyere nze omusaiza oyo timmumaite!”
MAT.26.74	Amangu ago onkoko nʼakookoola. 
MAT.26.75	Awo oPeetero nʼayewukirya ebyo oYesu ebiyabbaire amukobere ati, “Onkoko yaabba akaali nʼokukookoola, nga wanegaine emirundi misatu ngʼokoba oti tommaite.” Era awo oPeetero nʼawuluka, era nʼakunga ino.
MAT.27.1	Awo obwire owebwaceire amakeezi, abakabona abakulu bonabona nʼabantu abakulu omwigwanga, ni bateesa era ni basalawo okwita oYesu. 
MAT.27.2	Kale ni bamusiba amangalo, ni bamutwala ni bamuwaayo eeri oPiraato omufugi oMulooma.
MAT.27.3	Atyanu oYuda eyaliiremu oYesu olukwe, oweyaboine ngʼoYesu bamusaliire ogwʼokufa, ni yeejusa olwʼekiyabbaire akolere. Era amandusu gʼefeeza nago 30 nʼagakanjirya abakabona abakulu, nʼabantu abakulu omwigwanga,
MAT.27.4	ngʼabakoba ati, “Nkolere kibbikibbi okuwaayo omuntu abulaku omusango okumwita!” Neye ibo ni bairamu bati, “Kaisi iswe ekyo kitukwataku? Iwe ekyo kigosikyo.” 
MAT.27.5	Kale oYuda nʼamuma amandusu ago omu Yeekaalu, kaisi nʼayaba ni yeemyeda.
MAT.27.6	Neye abakabona abakulu ni balondya amandusu ago, era ni bakoba bati, “Amateeka gaiswe tigaikirirya okuteeka empiiya ginu omwigwanika, olwakubba gyʼokusuka isaaye.” 
MAT.27.7	Kale owebamalire okuteesa, ni bagigulamu ekigona ekibakuulangamu eitakali lyʼokubbumbamu ebintu, baliikengemu abageni. 
MAT.27.8	Era ekyo niikyo ekigira ekigona ekyo bakyeta Kigona kyʼoKusuka Isaaye paka atyanu.
MAT.27.9	Awo onaabbi Yeremiya ekiyatumwire ni kituukirira ekikoba kiti:
MAT.27.9	“Batwaire amandusu gʼefeeza 30,
MAT.27.9	nga niiyo ebbeeyi abamo oku bantu bʼe Isirairi egibapatanire bati niigyo egituuka okumugula,
MAT.27.10	era ni bagigulamu ekigona ekibakuulangamu eitakali lyʼokubbumbamu ebintu,
MAT.27.10	ngʼoMusengwa oKibbumba oweyabbaire ankobeire.”
MAT.27.11	Awo oYesu ni bamutwala ni bamwemererya omu maiso ga Piraato omufugi oMulooma era omufugi oyo nʼamubuulya ati, “Niiwe okabaka wʼaBayudaaya?” OYesu nʼamwiramu ati, “Ee, kityo ngʼowookobere.”
MAT.27.12	Neye abakabona abakulu nʼabantu abakulu omwigwanga owebabbaire bamuvunaana, tiyabairiremu kadi. 
MAT.27.13	Awo oPiraato nʼamubuulya ati, “Towulira ebyo byonabyona ebibakulumiriza?” 
MAT.27.14	Neye oYesu nandi nʼamwiramu ekibono kadi kimo kwebyo ebibamuvunaanire. Era omufugi oyo ni yeewunya ino.
MAT.27.15	Atyanu mu buli biseera ebyʼoMukolo ogwʼoKutambukirya, yabbaire mpisa yʼomufugi oMulooma okuteeranga omusibe, abantu ogubamusabanga okuteera. 
MAT.27.16	Kale oku mulundi ogwo, wabbairewo omusibe owakabbikabbi ogubabbaire bamaite ino, nga bamweta Bbalaba. 
MAT.27.17	Era abantu owebakumbaine e wa Piraato nʼababuulya ati, “Aliina ogumutaka mbateerere; Bbalaba, ooba Yesu abamo ogumweta oKurisito ogubasukireku amafuta?” 
MAT.27.18	Yababwirye atyo olwakubba yabbaire amaite ati bawaireyo oYesu egyali lwʼengongi.
MAT.27.19	Awo oPiraato oweyabbaire atyaime oku ntebe eyʼobulamuzi, omukaliwe nʼamutumira obukwenda ngʼakoba ati, “Omuntu oyo abula omusango, kale tiwamukola ekintu kyonakyona, olwakubba ngadire ino omu kiire kinu omu kirooto okululwe.”
MAT.27.20	Neye abakabona abakulu, nʼabantu abakulu omwigwanga, ni basendasenda ekiziima kyʼabantu okusaba oPiraato ateere Bbalaba, neye iye oYesu bamwite. 
MAT.27.21	Awo oPiraato nʼababuulya ati, “Oku babiri mutaka mbateerere naani?” Ni bairamu bati, “Bbalaba.”
MAT.27.22	Awo oPiraato omufugi oyo oMulooma nʼababuulya ati, “Kaisi iye oYesu abamo ogumweta oKurisito ogubasukireku amafuta mmukole ntya?” Bonabona ni bairamu bati, “Omukomerere oku musalabba!” 
MAT.27.23	Neye oPiraato nʼababuulya ati, “Lwaki? Kibbikibbiki ekyakolere?” Neye ibo ni bongeramu maani kukooka-bukooki bati, “Iwe omukomerere ku musalabba!”
MAT.27.24	Awo oPiraato oweyaboine nga bimukaisirye, era nʼabantu nga bataka kwediima, nʼakwata amaizi, era nʼanaaba omu ngalo
MAT.27.25	Era abantu bonabona ni bairamu bati, “Oleke omusango gubbe ku niiswe nʼabaana baiswe olwʼokufaakwe!”
MAT.27.26	Kale oPiraato nʼabateerera oBbalaba. Neye nʼalagira ni bafaamuula oYesu nʼofaalu aliku emirobo egisima, kaisi nʼamuwaayo okwaba okumukomerera oku musalabba.
MAT.27.27	Awo abaisulukale bʼomufugi oMulooma ni batwala oYesu omu lubiri lwʼomufugi nago, olubeeta Pulaitoriyo. Era ni bakumbaania abaisulukale abʼekibinja ekyo bonabona ni beeruguulirirya oYesu. 
MAT.27.28	Awo ni bamutoolamu ebizwalobye, ni bamuzwalisya ekizwalo ekitukuliikiriri. 
MAT.27.29	Era ni baluka engule eya mawa, ni bagimuzwalisya oku mutwe. Ni bamukwatisya nʼolugada omu ngaloye endiiro. Awo ni bakoma amazwi omu maisoge, ni bamukiina nga bamukoba bati, “Owangaale, iwe okabaka wʼaBayudaaya!” 
MAT.27.30	Era ni bamwandaku ebitanta, ni bakwata olugada, ni bamukubba oku mutwe emirundi nʼemirundi.
MAT.27.31	Awo owebamalire okumukiina, ni bamutoolamu ekizwalo kidi ekitukuliikiriri, ni bamuzwalisya ebizwalo ebibye, awo ni bamutwala okumukomerera.
MAT.27.32	Awo owebabbaire bawuluka omu kibuga e Yerusaalemi, ni basangaana omusaiza owʼe Kuleene, ogubeeta oSimooni, ni bamukaka okwetiika omusalabba gwa Yesu. 
MAT.27.33	Era owebatuukire omu kifo ekibeeta Gologoosa, amakulu gaakyo eKifo kyʼeKiyanga, 
MAT.27.34	ni bawa oYesu enviinyo okunywa, nga bagitabwiryemu ekintu ekirulu ooti maizi gʼomu ndulwe. Neye oweyakombereku, nʼagaana okuginywa.
MAT.27.35	Awo owebamalire okumukomerera oku musalabba, ni bagabana ebizwalobye, nga babikubbiraku kalulu.
MAT.27.36	Oluzwanyuma lwʼekyo ni batyama awo era ni bamukuuma.
MAT.27.37	Era e ngulu wʼomutwegwe bateekereyo ekiwandiiko kyʼomusango ogubamuvunaana bati, “ONU NIIYE OYESU, OKABAKA WʼABAYUDAAYA.” 
MAT.27.38	Era ni bakomerera nʼabaibbi babiri oku misalabba okumpi nʼoYesu, omoiza oku lubba lwa Yesu olwʼengalo endiiro, nʼogondi oku lwʼengooda.
MAT.27.39	Awo ababbaire babitawo ni batengeetya emitwe nʼobulwa nga baduula oYesu,
MAT.27.40	era ni bakoba bati, “Iwe ayaba okuvunawo eYeekaalu, tete ogyombeke omu naku isatu, weeramye. Aale ngʼoli Mwana wa Kibbumba, ozwe oku musalabba oike ansi!”
MAT.27.41	Era abakabona abakulu nʼabakugu omu byʼaMateeka ga Musa, nʼabantu abakulu omwigwanga bona ni bamukiina, nga bakoba bati, 
MAT.27.42	“Yalamyanga abandi, tayezya okweramya onyere! Iye oKabaka wa Isirairi, aale atyanu azwe oku musalabba aike ansi kaisi tumwikiririryemu. 
MAT.27.43	Akoba ati yeesiga Kibbumba, era yakobere ati Mwana wa Kibbumba. Kale aale ngʼoKibbumba amutaka, amulamye.”
MAT.27.44	Era abaibbi abebakomereire okumpi naye, bona ni bamuduula mu ngeri enanyere eyo.
MAT.27.45	Atyanu okuzwa oku saawa omukaaga egyʼomusana, paka oku saawa omwenda egyʼeigolo, endikiirya nʼekwata oku kyalo kyonakyona. 
MAT.27.46	Era oku saawa ooti mwenda, oYesu nʼakunga nʼeigono eryaminkirira ati, “Eloyi, Eloyi, lama sabbakusaani?” Amakulu gaakyo gati, “Kibbumba wange, Kibbumba wange, lwaki ondekerewo?”
MAT.27.47	Era abamo kwabo ababbaire beemereire aawo owebawuliire, ni bakoba bati, “Ayeta onaabbi Eriya!” 
MAT.27.48	Era amangu ago omoiza kwibo nʼairuka, nʼakwata ekijuulo, nʼakitimya omu nviinyo ensasaami, nʼakiteeka oku lugada, nʼawa oYesu okufunfuuna.
MAT.27.49	Neye abandi ni bakoba bati, “Aale muleke tubone ooba ngʼEriya yaiza nʼamulamya!” 
MAT.27.50	Awo oYesu tete nʼakunga nʼeigono eryaminkirira, era nʼafa.
MAT.27.51	Omu kaseera ako olutimbe olwʼomu Yeekaalu ni lunyiirikamu akati, okuzwa angulu okutuuka ansi ni bibba ebitundu bibiri. Ekyalo ni kitengeeta, era amabbaale ni gaatikamu.
MAT.27.52	Era amagombe agamo ni gaatikamu, era abatuukirirye bangi ababbaire bafiire oKibbumba nʼabazuukiza, 
MAT.27.53	ni bazwa omu magombe. Era oluzwanyuma lwa Yesu okuzuukira, ni baaba omu kibuga e Yerusaalemi, era abantu bangi ni bababona.
MAT.27.54	Omukulu wʼekibinja kyʼabaisulukale 100 era nʼabaisulukale ababbaire naye nga bakuuma oYesu, owebaboine ngʼomusisi atengeetya ekyalo, era nʼebintu ebindi byonabyona ebyabbairewo, ni batya ino, ni bakoba bati, “Dala onu abbaire niiye oMwana wa Kibbumba!”
MAT.27.55	Era wabbairewo abakali bangi aawo ababbaire e yalakuuku nga balengera. Babbaire basengereirye oYesu kuzwa Galiraaya nga bamuweererya. 
MAT.27.56	Era mwibo mwabbairemu oMalyamu oMangadaleena, nʼoMalyamu omaaye wa Yaakobbo nʼoYusufu, era nʼomaaye wʼabataane ba Zebedaayo.
MAT.27.57	Awo obwire owebwabbaire bwatira okwirugala, omusaiza omusuni owʼAlimasaaya ogubeeta oYusufu, era yena eyabbaire asuukire omwegi wa Yesu nʼatuuka egibakomereire oYesu. 
MAT.27.58	Kale nʼayaba egiri oPiraato, nʼamusaba omulambo gwa Yesu. Era oPiraato nʼalagira okugumuwa.
MAT.27.59	Kale oYusufu nʼatwala omulambo, nʼagulingira omu lugoye olutukula, olusa olwʼebbeeyi eino. 
MAT.27.60	Era nʼaguteeka omu magombege agʼempuku,
MAT.27.61	Era oMalyamu oMangadaleena nʼoMalyamu ogondi babbaire batyaime aawo okumpi nga balingiriire oku magombe.
MAT.27.62	Awo oku lunaku olwairireku, era nga ku Saabbaato, abakabona abakulu nʼaBafalisaayo, ni baaba egiri oPiraato, 
MAT.27.63	ni bamukoba bati, “Musengwa, twewukirya tuti omubbeyi oyo oweyabbaire ngʼakaali mwomi, yakobere ati oluzwanyuma lwʼokufa yalizuukira oku lunaku lwokusatu.
MAT.27.64	Kale olagire bakuumire nakimo amagombe paka oku lunaku lwʼokusatu nga bamuliikire. Anambula ekyo abeegibe bayinza okwaba ni baibbamu omulambogwe, kaisi ni bakobera abantu bati, ‘Azuukire!’ Olwo obubbeyi obwʼoluzwanyuma obwo bubba bwabba bubbibubbi okukiraku obwasookere.”
MAT.27.65	Awo oPiraato nʼabakoba ati, “Mutwale abaisulukale abakuumi, era bakuumire nakimo amagombe ago ngʼowebeezya.” 
MAT.27.66	Kale ni baaba, ni basiba bakalangulira nakimo eibbaale omu mulyango, era ni balekawo abakuumi.
MAT.28.1	Awo ngʼeSaabbaato ewoireku, amakeezi pwi olwesaabbiiti, oMalyamu oMangadaleena nʼoMalyamu ogondi ni baaba okubona amagombe agʼempuku omu babbaire bateekere oYesu. 
MAT.28.2	Kale owebatuukire ni wagwawo omusisi owʼamaani, olwakubba omalaika wa Musengwa oKibbumba yazwire omwigulu nʼaika oku magombe nago nʼayiringitya eibbaale eryabbaire omu mulyango nʼalitoolawo, era nʼalityamaku. 
MAT.28.3	Omalaika oyo yabbaire amasaamasa ooti kumesya kwa ikendi, nʼebizwalobye nga bitukula ooti mabbaale ga ikendi. 
MAT.28.4	Nʼolwekyo abakuumi ni bamutya ino, ni batukuta era ni babba ooti bafiire.
MAT.28.5	Awo omalaika nʼakoba abakali abo ati, “Timwatya, mmaite nti munoonia Yesu ogubakomereire oku musalabba. 
MAT.28.6	Aanu abulawo, azuukiire ngʼoweyakobere. Mwize mubone egibabbaire bamuteekere. 
MAT.28.7	Olwo kaisi mwabe mangu mukobere abeegibe muti, ‘Azuukiire, era yeesookere okwaba e Galiraaya, eeyo gimwamubonera.’ Obwo niibwo obukwenda obumbakobeire.”
MAT.28.8	Kale abakali abo ni bazwa mangu oku magombe agʼempuku nga batiire, neye nga baizwire eisangaalo, ni bairuka okukobera abeegibe.
MAT.28.9	Awo owebabbaire baaba, oYesu nʼabeerukira ngʼabazwera omu maiso, nʼabakoba ati, “Mbasugiirye!” Era bamwigereraku, ni bakoma amazwi kaisi ni beevambirya oku bigerebye ni bamusinza. 
MAT.28.10	Kale awo oYesu nʼabakoba ati, “Timwatya, mwabe mukobere abeegi bange baabe e Galiraaya eeyo niiyo egibambonera.”
MAT.28.11	Awo abakali abo owebabbaire bazwa oku magombe nga bali omu nzira baaba, abamo oku baisulukale abakuumi bʼamagombe ga Yesu, ni baaba omu kibuga, ni bakobera abakabona abakulu byonabyona ebyabbaire bituukirewo. 
MAT.28.12	Kale abakabona abakulu ni bakumbaana aamo nʼabantu abakulu omwigwanga, ni bateesa. Era ni basalawo ni bawa abaisulukale empiiya nyingi okubagulirira, 
MAT.28.13	nga babakoba bati, “Mukobe muti, ‘Abeegibe eizo baizire obwire nga tugonere, ni baibba omulambogwe.’ 
MAT.28.14	Ekyo omufugi oPiraato oweyakiwulira, iswe twabawozererya ni mulama omusango.”
MAT.28.15	Kale awo abakuumi ni bakwata empiiya, era ni bakola ngʼowebabakobere. Ekibono ekyo ni kisaalaana omu Bayudaaya paka atyanu.
MAT.28.16	Awo abeegi eikumi na moiza ni baaba e Galiraaya, oku lusozi oYesu egiyabakobere okwaba.
MAT.28.17	Era owebamuboine, ni bamusinza, neye abamo kwibo ni bamubuusabuusa.
MAT.28.18	Awo oYesu nʼaigerera egibali kaisi nʼabakoba ati, “Bampaire obwezye bwonabwona omwigulu nʼoku kyalo. 
MAT.28.19	Nʼolwekyo mwabe musuuce abantu abʼamawanga gonagona babbe beegi bange, nga mubabatiza omu liina lya Bbaabba, nʼeryʼoMwana, nʼeryʼoMwoyo oMweru,
MAT.28.20	nga mubeegesya okukwatanga byonabyona ebinabalagiire inywe. Era dala naabbanga na inywe paka ekyalo owekyaliwaawo.”
MRK.1.1	Ganu niigo aMawuliro aMasa agakwata oku Musengwa, oYesu Kurisito oMwana wa Kibbumba.
MRK.1.2	Gatandiikire ngʼonaabbi Isaaya oweyawandiikire ebyo oKibbumba ebiyakobere oMwanawe ati:
MRK.1.2	“Obone, ntuma omukwenda wange
MRK.1.2	akwekubbembere okukwewulirya enzira egyoyaba.
MRK.1.3	Era niiye oyo atumulira omu kitera nʼeigono eryaminkirira ati,
MRK.1.3	‘Mutegeke oluguudo lwa Musengwa aiza,
MRK.1.3	mutereerye amanzirage.’ ”
MRK.1.4	Omukwenda oyo yabbaire Yokaana oMubatizi eyabonekeire omu kitera, era ngʼalaabba eeri abantu beenenye era bababatize, kaisi oKibbumba abasoniye ebikole byabwe ebibbibibbi.
MRK.1.5	Abantu ni bazwanga omu byalo byʼomu Buyudaaya mwonamwona, nʼomu kibuga e Yerusaalemi, ni baabanga egiri oYokaana, ni babbutulanga ebikole byabwe ebibbibibbi era nʼababatiziranga omu Mwiga oYoludaani.
MRK.1.6	OYokaana oyo yazwalanga ekizwalo ekibakolere omu byoya bya kisolo ogubeeta ongamira, ngʼomu nkende yeesiba musipi gwʼeidiba. Era yaalyanga nzige nʼomujenene gwʼenzoki egyʼomu kigona.
MRK.1.7	Abantu yabalaabbiranga ati, “Waliwo ankiraku obwezye aali kwiza oluzwanyuma lwange, nze oguntasaanira naire okukotama okusibindula obusibiro bwʼengaitogye ni ngitoola omu bigerebye. 
MRK.1.8	Nze mbabatiza nʼamaizi, neye iye yalibabatiza na Mwoyo oMweru.”
MRK.1.9	Omu naku egyo, oYesu nʼazwa omu kabuga kʼe Naazaleesi omwitwale lyʼe Galiraaya, nʼayaba oYokaana nʼamubatizira omu Mwiga oYoludaani. 
MRK.1.10	OYesu nga yankazwa omu maizi, nʼabona eigulu nga lyeigula, era nʼoMwoyo oMweru ngʼamwikaku ooti njiiwa. 
MRK.1.11	Eigono ni lizwa omwigulu nga likoba liti, “Niiwe oMwana wange omutake, era ogunsiima eino.”
MRK.1.12	Awo amangwago oMwoyo oMweru nʼasindika oYesu omu kitera, 
MRK.1.13	nʼamalayo enaku 40 ngʼoSitaani amukema. Yabbaire aamo nʼebisolo bya mu kigona neye ngʼabamalaika bamulabirira.
MRK.1.14	Awo nga bamalire okwigalira oYokaana omu mabbuusu, oYesu nʼayaba omwitwale lyʼe Galiraaya, nʼalaabbanga eeri abantu aMawuliro aMasa agazwa eeri oKibbumba, 
MRK.1.15	ngʼabakoba ati, “Ekiseera ekimwabbaire mukumiriire kituukire; ekitegeeza kiti, obwakabaka bwa Kibbumba bwigereire. Kale, mwenenye era mwikirirye aMawuliro aMasa agʼengeri ya kwingira omu bwakabaka obwo.”
MRK.1.16	Lumo, oYesu oweyabbaire ngʼabita oku mbale kwʼenyanza oGaliraaya, nʼabona oSimooni nʼomugandawe Andereya nga batega akatimba omu nyanza olwakubba babbaire bazibuli. 
MRK.1.17	Awo oYesu nʼabeeta ati, “Mwize mubbe beegi bange! Nalibasuuca bazibuli bʼabantu omu kifo kya bazibuli bʼenyanyi.” 
MRK.1.18	Era amangu ago ni baleka aawo obutimba bwabwe, ni baaba naye.
MRK.1.19	Tete oweyeeyongeireku omu maiso butyayi buti, nʼabona oYaakobbo nʼomugandawe oYokaana, abataane ba Zebedaayo, nga bali omu lyato bakwania obutimba bwabwe. 
MRK.1.20	Amangu ago bona nʼabeeta. Owebawuliire ngʼabeeta, ni baleka aawo oitewaabwe oZebedaayo nʼabapakasibe omu lyato; batyo bona ni basuuka beegi ba Yesu.
MRK.1.21	Awo oYesu nʼabeegibe ni batuuka omu kibuga e Kaperenawumu. ESaabbaato oweyatuukire, oYesu nʼaingira omwikumbaaniro lya Bayudaaya omu beegeseryanga ebyʼediini, nʼatandiika okwegesya. 
MRK.1.22	Abantu abamuwulisisyanga ni beewunya ino engeri egyayegesyamu olwakubba yayegesyanga ngʼonyere obwezye, nga tali ooti bakugu omu byʼaMateeka ga Musa.
MRK.1.23	Kaisi omwikumbaaniro oomwo mwabbairemu omuntu aliku omuzimu. Omu kaseera ako, nʼaceera ino ati, 
MRK.1.24	“Otubbaire niki iwe Yesu owʼe Naazaleesi? Oizire kutujigirica? Okoba oti tinkumaite? Niiwe oMweru oyo azwa egiri oKibbumba.”
MRK.1.25	Neye oYesu nʼagukaawuukira ati, “Osirike mangu, nʼomuntu onu omuzweku!”
MRK.1.26	Omuzimu ni gusukunsulya ino omuntu oyo, era ni gwasyamika omulundi gumo, ni gumuzwaku.
MRK.1.27	Era bonabona ababbairewo ni bawuninkirira nga beebuulyangana bati, “Enjegesyaye eenu nga mpyaka! Aate eizwire bwezye! Alagira nʼemizimu ni gimuwulira! Onu muntuki onu?”
MRK.1.28	Okuzwa nʼolwo, okufumakwe ni kusaalaanira omwitwale lyʼe Galiraaya lyonalyona, nʼoku mirirano.
MRK.1.29	OYesu oweyazwire omwikumbaaniro, nʼayaba nʼoSimooni nʼAndereya omu nyumba yaabwe aamo nʼoYaakobbo, nʼoYokaana. 
MRK.1.30	Yabbaire yankatuuka ati, ni bamukobera bati omaaye wa muka Simooni yabbairewo ngʼomusuuja gumuluma ino. 
MRK.1.31	OYesu nʼayaba egyali, nʼamukwata oku ngalo, nʼamusetuca. Awo, omusuuja ni gulama, era nʼatandiika nʼokubainula.
