MAT.1.1	Buk towen waseg delen Yeisuw Kelis, tabun kweiboug Deibid, kweiboug tonen tabun Ebelam.
LUK.18.40+LUK.18.41	Yeisuw iligen, itoun ilana, “Kumeyes taw towen.” Imeyes, isineikim; Yeisuw ikatigan; ilana, “Aveiyag sivinam bavag peinam?”
LUK.18.40+LUK.18.41	Ilana, “Tamwey kuvag matag beilal, bakin.”
LUK.18.42	Iw to Yeisuw, ilana, “Bo ilal matam. Nukusimounid waseg yey, mapuna bo kubwein.”
LUK.18.43	Nuwanaw matan ilal, ikin-wan; ikikun Yeisuw, iyya̱kawn waseg Yowbad. Gamag babaw bo ikines, bo ikavasis Yowbad.
LUK.19.1	Isap Yelikow, ikatidumwal wavtakon ven, in.
LUK.19.2	Ven towen waseg taw yagan Sakiyus, takaweins ta̱kis sitovek, nawliyoug singay babaw.
LUK.19.3	Mtowen Sakiyus sivinan bikin kal mtowen Yeisuw. Ta-ma̱wan. Gamag singay babaw, o towen Sakiyus takayakus.
LUK.19.4	Mapuna isawl in wanakoug, imwen kay kaytan yagan sikamol va̱gan bikin Yeisuw, peinan beinoy beim ked towen waseg.
LUK.19.5	Yeisuw im, itoun, itamnow matan, iban Sakiyus, idibek, ilana, “Sakiyus, nuwanaw kubus kum, sivinag bamasis wambunatum nagein.”
LUK.19.6	Nuwanaw mo ibus, itam peinan bo anbwabwal towen; imwa̱saw silma̱nin.
LUK.19.7	Tasiyas gog nikines, ivtokays livan, ilansa, “Yeisuw bo inek mtowen takalbaleb wanbunatum.”
LUK.19.8	Tage Sakiyus idibek Yeisuw, ilana, “Guyaw, bo baliv gunwuliyoug, mwasanin basekes tasiyas tasimavs, mwasanin yey. O magat kweiboug basilponay gamags siwliyoug bakwey, bo bayamen mo bakatimweis siva̱toun, mamagina bo bimlavag siva̱vas basekes.”
LUK.19.9+LUK.19.10	Iw to Yeisuw, ilana, “Nagein Yowbad bo ikatinob bunatum towen, peinan taw towen Ebelam delen. Peinan Gimlilitoun yey gunawotet va̱gan banineiv takalbalebs, tasiyas mamagina sip bo nilasisulis ked, mo bakatinabwes.”
LUK.19.11	Iliganes anilivan towen, mo ankabebay isekes. Silawun kabebay peinan kakita bisap Yelusalem; o tasiyas gog idokes nuwanaw mo bikines Yowbad nakaleiwag. Tage ikakina nag nuwanaw Yowbad bisilamaw nakaleiwag.
LUK.19.12	Mapuna ikabebay, ilana, “Tamwey teitan in kadiveiyov ven va̱gan bimlavag takaleiwag avakaein, mo beiyum beim.
LUK.19.13	“Kakita binoun, idawes natouwats sinawatan, isekes simoney, sinawatan sinawatan, ilana, ‘Mimoney towen mamagina biwotet. Kuymiyises miwliyoug kweitan magin, kweitan magin, mamagina stow waseg gamag bigimwals, va̱gan mimoney mo kwatimweisis bibabaw. Kuvva̱ges ma̱wan ee... mo ba̱yum bam.’
LUK.19.14	“Tage nagamag bo ikamliwes, ikayabes gamag mwasanin wankuyeim, asilivan mamagina, ‘Kapiyev taw towen. Awoum bikaleiwag wasigeis yakamey.’
LUK.19.15	“Ilivans, bo nag. Taw towen imlavag takaleiwag avakaein. Iyum, in wanven, mo idawes natouwat bimeis, va̱gan bikin isimoney akweivin ikatimweisis.
LUK.19.16	“Teitan inek, ilana, ‘Guyaw, money nukusekeig sinawatan bo akatimweis imlavag lakatutan sinawatan.’
LUK.19.17	“Iwa̱ge natovek, ilana, ‘Bwanabwein! Bo kutoukum yak. Peinan nukutoukum waseg wotet kakit bo basekeim mukwaleiwag waseg sinawatan ven.’
LUK.19.18	“Tayuwein inek, ilana, ‘Guyaw, money nukusekeig sinawatan bo akatimweis imlavag sinawanim sinawatan.’
LUK.19.19	“Iwa̱ge natovek, ilana, ‘Ya̱koum-vak basekeim mukwaleiwag waseg kweinim ven.’
LUK.19.20+LUK.19.21	“Tatounun inek ilana, ‘Guyaw, mumoney towena. Bo asumweil asen, peinan bo aweneim, tayakeikay yak, peinan kuninineiv simwey sivavag bukukwey.’
LUK.19.22+LUK.19.23	“Iwa̱ge ilana, ‘Guntouwat kalbaleb yak. Amlivan toneim waseg bakatimlakeim amsinap kalbaleb. Kukwakin tayakeikay yey; aninineiv sigwey sivavag, akwekway. Aveiyag wawun nag kusen gunamoney wanuwan benk va̱gan ba̱yum bam mo bakow son intalest-nen bikatimweis bibabaw.’
LUK.19.24	“Mo idibakes tasiyas nitowas wadadan, ilana, ‘Kukow inamoney, kusek mtowen namoney lakatutan.’
LUK.19.25	“Ikatimapus siguyaw aygan, ilansa, ‘Towen namoney babaw, lakatutan.’
LUK.19.26	“Mounid gog adibakeimiy, kukin kalisiy sivavag, bikatimweisis bibabaw; tage kukin kal navavag nag, bo bikwayes aveiyag idok nises, mo bimlavag tasimav tatonen.
LUK.19.27	“Tasiyas gog nikamliweigs o nipiyaves gunakaleiwag, kumeyes kuweiys wamatag.”
LUK.19.28	Ilivan ikous, imug, ikatulag, in silma̱nin Yelusalem.
LUK.19.29+LUK.19.30	Inoun ee... koy yagan Oliv, kakita mo bisap ven Betipeig son Betaniy, mo ikayabes navamul asteiy, bineis waven, ilana, “Kuneis waven palatan nises, kusaps ven towen mo bukuba̱nes donkiy mwana̱tan, kayon niyawanis vatul; igaw naptabod, nag ikakin gamag bisinis watapwan. E, bukuba̱nes donkiy mana̱wen, kulikus, kumeyes.
LUK.19.31	“Kukin kal bikatiga̱neimiy, bilana, ‘Aveiyag wawun kulikus?’ mo kwatimapus aygan, kulansa, ‘Peinan tanuwagan sivinan.’”
LUK.19.32	Tasiyas nikayabes nineis, iba̱nes donkiy ma̱wan nilivnek.
LUK.19.33	Bilikus donkiy mana̱wen, natuwa̱vek ikatiga̱nes, ilansa, “Aveiyag wawun kulikus alem mana̱wen?”
LUK.19.34	Iweis tasiyas, ilansa, “Tanuwagan sivinan.”
LUK.19.35	Ilikus, inawes Yeisuw waseg, iyaves asikweim watapwan; Yeisuw isin.
LUK.19.36	Mwasanin iyeves asikweim wa̱ked, Yeisuw mo inoun.
LUK.19.37+LUK.19.38	Kakita biwloubus koy towen Oliv, inavamul asibabaw bo imwa̱saws, ikavasis Yowbad, peinan bo ikines nawotet tawtoun. Ages avakaein ilansa,
LUK.19.37+LUK.19.38	“Kalin nuwem Guyaw ya̱koum; nukum,
LUK.19.37+LUK.19.38	Yowbad yagan waseg.
LUK.19.37+LUK.19.38	Niwal son kamnat
LUK.19.37+LUK.19.38	avakaein, wanakaew, walba̱lab.”
LUK.19.39	Palisiy mwasanin wanuwan babaw gamag mo idibakes Yeisuw, ilansa, “Takatimlakay yak. Kusilbwed asilivan muvamul.”
LUK.19.40	Iw to Yeisuw, ilana, “Magat tasiyas bika̱pays, mo dakul siyas biwkuwaks.”
LUK.19.41+LUK.19.42	Kakita bisap Yelusalem, ikin wunovek, iva̱lam peinan, ilana, “Magat nagein bukukwakins miked silma̱nin niwal. Tage bo isowm; mata ge bukukines.
LUK.19.43+LUK.19.44	“Peinan igaw kweitan tut abamiy bigeg singay. Tasiyas ikamliweimiy bituyes pwepway bimlavag koy watoulan miven, o bidiliwunis watibwelon miven, va̱gan bikalituwanis boul biweis, biwaweimiy, bilaveimiy bukuneis wapwepway, simiyas nitimiyas; mibunatum bigulekwes beikous. Nag kweitan dakul bisesun wakaban. E, binuwakeimiy ma̱wan, peinan Yowbad bo ilakwaneimiy; nag gog, nag kuwtusis, nag kukwakins.”
LUK.19.45+LUK.19.46	Mo isiw in wanuwan Yowbad nabunatum ikikayabes tasiyas taggimwals, idibakes, ilana,
LUK.19.45+LUK.19.46	“Yowbad anilivan mamagina: Gunbunatum
LUK.19.45+LUK.19.46	silma̱nin nitoug, tage nukuva̱ges kid buntuman veinaw.”
LUK.19.47+LUK.19.48	Yam katanok katanok ikatimlakay Yowbad wanbunatum. Tanuwgwes lun sisiyas takatimlakeins kaleiwag, sisiyas tammwayas Yudiy sivines kid beiweiys Yeisuw. Ta-ma̱wan binuwakes beiweiys, peinan gamag babaw sivines anilivan.
LUK.20.1	Yam kweitan Yeisuw ikatimlakes gamag Yowbad wanbunatum, o igeiguy livan bwanabwein, mo inekes Yeisuw tasiyas tanuwgwes lun sisiyas takatimlakeins kaleiwag, sisiyas tasiyas tammwayas.
LUK.20.2	Inekes Yeisuw, ilansa, “Aw-kaleiwag waseg kuwotet ma̱wan? o kal isekeim mukwaleiwag towen?”
LUK.20.3+LUK.20.4	Iw to Yeisuw, ilana, “Kweitan youd bakatugan wasigeis yakamiy. Kudibakeigs. Yon inakaleiwag waseg nibapta̱yses gamags, Yowbad isek nakaleiwag? o nag? gamag mwasanin isekes nakaleiwag?”
LUK.20.5+LUK.20.6	Sisiyas illivans, ilansa, “Kukin bitalivans ‘Yowbad isek,’ mo bikatimop aygads bilana, ‘Aveiyag wawun kupiyaves?’ Tage kukin bitalivans, ‘Gamag isekes’ mo gamag biwaweids, peinan idokes Yon palopit teitan.”
LUK.20.7	Mapuna ikatimapus Yeisuw anilivan, ilansa, “Yakamey nag kakakin kal isek Yon nakaleiwag.”
LUK.20.8	Iw to Yeisuw, ilana, “Yey-vak nag badibakeimiy kal nisekeig gunakaleiwag silma̱nin wotet towen.”
LUK.20.9	Mo isekes nakabebay towen, ilana, “Teitan tamwey isop bigulen gleip, isekes gamag mwasanin siwotet va̱gan bimtakavates, mo inoun in kweitan ven, isik tut kadiveiyov.
LUK.20.10	“Tutan gleip bimwanoug ikayeb natouwat bikow bag anagin, bimey, mo beikam, tage tamtakavateins bag bo kayuses anagin, iwaweiys tamwey natouwat towen ikous, mo ikayabes. Makava inoun, iyum.
LUK.20.11	“Wankuyeim tamwey ikayeb tayuwein natouwat, iwaweiys-vak mtowen, iyagages, ivag anmwasin seikwan. Ikous mo ikayabes. Makava iyum.
LUK.20.12	“Wankuyeim tamwey ikayeb tatounun, ibasis mtowen sikayal waseg, ikines bwayan kayal wa̱won, mo ilaves in watoulan ven.
LUK.20.13	“Tanuwagan bag nag ikakin seik ama̱wan biwkek, mo ilana, ‘O, bo bakayeb natug bwanabwein; tasiyas bigoulus, bisekes anagin bimey.’
LUK.20.14	“Inoun in natun, kakita binekes, tamtakavateins bag iwtusis, ilansa, ‘Natun mtowen. Tamwey bikanig mo nakiyay bikow, bag towen. Bo bitaweiys mo takawes dakiyays ya̱kids.’
LUK.20.15	“E, ituts, iwekes, iyousis, inawes watoulan bag ikatimates. Tanuwagan bag igaw mo beim, aveiyag binuwakes tasiyas?
LUK.20.16	“Adok beim biwaweiys biyakous gamag tasiyas, mo binineiv gamag mwasanin, bisekes siwotet bimtakavates inabag.” Iliganes anilivan towen; ilansa, “Awoum.”
LUK.20.17	Tage Yeisuw ikikines tasiyas, ilana, “Silawun agulivan towen Bukitab waseg nileles mamagina:
LUK.20.17	‘Wululay towen tawteleins bunatum
LUK.20.17	nipiyaves,
LUK.20.17	tage bo imlavag anmwamwan bunatum.’
LUK.20.18	“Wululay towen yey. Kukin kal bikalivatow wakunuwatan wululay towen mo bibilek won; tage wululay towen bikalouw wakunuwatan gamag mo bikanimimey.”
LUK.20.19	Tut towen tasiyas takatimlakeins kaleiwag sisiyas tanuwgwes lun sivines kid biyousis Yeisuw, peinan ikakins Yeisuw nakabebay silawun mamagina asisinap tatineis. Sivines kid biyousis Yeisuw. Ta-ma̱wan, peinan iwenes gamag babaw.
LUK.20.20	Deisa ikaymates Yeisuw, o ikayabes sitouwat mwasanin, askakin mamagina tasimounids tage tayyaweids; bikatiliganes Yeisuw anilivan va̱gan biliganes silawun ya̱tal, waseg biyateles Yeisuw wamatan takaleiwag avakaein, ven Yudiy waseg. Takaleiwag mo biligen ya̱tal, bikaluweg.
LUK.20.21	Tasiyas inekes Yeisuw ilansa, “Takatimlakay yak, kakakin amlivan bwein o mukwatimlakay bwein, o nag kuwenes gamag mwasanin o mukwatimlakay katanok-wan gamag babaw wasigeis. Peinan Yowbad inaked kwatimlakem mounid.
LUK.20.22	“E, tab kadilok bitapa̱yin Sisal nata̱kis? o nag?”
LUK.20.23+LUK.20.24	Tage Yeisuw ikakin asisinap, idibakes ilana, “Money dakul kusekeig kweitan, bakin.” Isekes mo ilana, “Kal kululuwan nileles? o kal yagan nileles waseg?”
LUK.20.23+LUK.20.24	Ilansa, “Sisal.”
LUK.20.25	Iwa̱ge Yeisuw, ilana, “Kadiloka Sisal navavag bitasekes Sisal; o Yowbad navavag bitasekes Yowbad.”
LUK.20.26	Peinan tasiyas iyokons; bo nag. Ta-ma̱wan biba̱nes aveiyag kalbaleb Yeisuw bilivan wamtes gamag babaw va̱gan biyateles. Iliganes gog Yeisuw nakatumap, bo isom ninous, isesusa ikka̱pays.
LUK.20.27	Ikous asilivan tasiyas, mo Sadusiy mwasanin mo inekes. Gamag tasiyas Sadusiy idokes gamag ya̱kids bitakanigs, nag bitakits vayuwein.
LUK.20.28	Tasiyas ikatiga̱nes Yeisuw, ilansa, “Takatimlakay yak. Moses nilel dakaleiwags va̱gan kukin kal taw bikanig, nakwav sam, tage natun nag, takanig bwadan o tuwan mo beivay son nakwab, mo bikop natun bimlavag takanig natun.
LUK.20.29+LUK.20.30+LUK.20.31	“Taw teitan siney budan teinim tatanok, ivay son nakwav, ikanig, natun nag. Isiken ivay son nakwab, mo ikanig, natun nag. Isiken ivay son nakwab, ikanig, natun nag. Ma̱wana ma̱wana ee... tasiyas teinim teiy ivays sisiy vin mana̱wen ikanka̱nigs ikous, nitus nag.
LUK.20.32	“Ikous, mo vin ikanig.
LUK.20.33	“Igaw beikits vayuwein, kal nakwav mana̱wen? Peinan sikwev asibabaw.”
LUK.20.34+LUK.20.35+LUK.20.36	Yeisuw ikatimop asilivan, ilana, “Ven watinow gimgilis nibokeimiy kuveivays, tage tasiyas Yowbad idok asisinap kadilok beikits vayuwein silma̱nin tut wanakoug, tasiyas gog nag iveivays o nag ibokes, nag. Ta-ma̱wan bikanigs vayuwein, peinan imlavags min-liba̱lab tasiyas. Peinan ikits vayuwein bo imlavags Yowbad nitun tasiyas.
LUK.20.37+LUK.20.38	“Takanka̱nigs ikits vayuwein. Moses ikatimlakeids ma̱wan. Bukitab bitavin kweiboug liva̱nen Moses iligen Yowbad aygan wanuwan kaligweg makaywen nigidaged kov, peinan Moses idok Yowbad mamagina Ebelam naYowbad, Aysak naYowbad, Yekob naYowbad. Nag takanig tasiyas. Yowbad tamwamovs gamag siYowbad; nag takanig siYowbad. Yowbad waseg babaw tamwamovs.”
LUK.20.39	Iweis tasiyas takatimlakeins kaleiwag ilansa, “Mounid, takatimlakay ya̱koum amlivan bwein.”
LUK.20.40	Asilivan babaw ikatimop bwein, mapuna iwenes vayuwein bikatiga̱nes.
LUK.20.41	Yeisuw mo ikatiga̱nes tasiyas, ilana, “Ama̱wan gamag bidokes Kelis Deibid tabun?
LUK.20.42+LUK.20.43	“Deibid anilivan, nilel, nises buk yagan Sam waseg:
LUK.20.42+LUK.20.43	‘DaGuyaws idibek gunguyaw, ilana:
LUK.20.42+LUK.20.43	Kusin wagunka̱tay va̱gan bava̱ges tasiyas
LUK.20.42+LUK.20.43	astameiliw yak, mo bimlavags mamagina
LUK.20.42+LUK.20.43	mukwabtatet, bukuvnivans wakunuwtes.’
LUK.20.44	“E, kuninuways Deibid idok Kelis inaguyaw. Kukin Kelis meinoy neim Deibid waseg, ama̱wan bivkek bikativin bimlavag naguyaw?”
LUK.20.44	Yeisuw ikatiga̱nes, ta-ma̱wan bikatimapus anilivan.
LUK.20.45+LUK.20.46	Yeisuw mo iguyes tasiyas inavamul, o gamag babaw niliganes, ilana, “Kadiloka kupiyaves tasiyas takatimlakeins kaleiwag asisinap, sivines kid asikweim vayvayov, o sivines gamag bikakoks binounas wamtes, o tapwa̱loul waseg sivines keb wanakaew, o sivines bimliguyaws sagal waseg.
LUK.20.47	“Tage ikukwayes nakwabs sivavag, mo ikululs initougs aveiyov, va̱gan gamag bisimounids, bidokes asisinap bwein. Nag gog, kalbaleb. Igaw Yowbad bimop asisinap. Singay kalbaleb bilivatus.”
LUK.21.1	Yeisuw itamnow matan, ikines guyawaw mwasanin imulouls Yowbad wanbunatum.
LUK.21.2	Wankuyeim mo ikin nakwab nasimav imuloul akweiy toya.
LUK.21.3+LUK.21.4	Ikin ikous, mo ilivan ilana, “Mounid adibakeimiy nakwab mana̱wen namuloul bo itamap wasigeis tasiyas asibabaw. Peinan tasiyas simoney babaw, imulouls ikous, tamkwalan nises; tage mana̱wen namoney misinaka kweiy toya, imuloul ikous, nag aveiyag nises bigimwal kan.”
LUK.21.5	Gamag mwasanin ilivans Yowbad nabunatum liva̱nen, peinan bo ikawyamis dakul bwana̱bweins, o gamag sisiwa̱youb wasigeis. Yeisuw iligen asilivan, ilana,
LUK.21.6	“Youd tasiyas nukukines, igaw kweitan tut mo bigulekwes biyakousis. Nag kweitan dakul bisesuna wakaban.”
LUK.21.7	Iweis tasiyas, ilansa, “Livan towen nukulivan, avei-tut waseg mo bivag ma̱wan? Ama̱wan bakakakin kakita bo bigulekwes?”
LUK.21.8	Ilana, “Awoum gamag bikatidavimiy. Tawaw babaw bisaps yagag waseg bilansa, ‘Yey mtowen yey’; o adok bilansa, ‘Anayam bo neim.’ Awoum kubwa̱kuns wasigeis tasiyas.
LUK.21.9	“Igaw bukuliganes bulagan naviy o bulagan kawpwanaw; awoum beivag amipwa̱yat. Sinap tasiyas wanamug, tage tut nakabiyokous wankuyeim.”
LUK.21.10	Mo idibakes, ilana, “Ven avakaein bikanaviys wasigeis ven avakaein. King siney nagamag bikanaviys wasigeis kweitan king siney nagamag.
LUK.21.11	“O nik binkunik avakaein. O ven mwasanin bikamates moun, o katoun bisap; ven mwasanin gimgilis bimta̱mats. O gamag biwenes singay peinan bikines walba̱lab mulin naman Yowbad.
LUK.21.12	“Youd tasiyas kalbaleb tut wanakoug singay, tage watapwan tut gamag biyousimiy biyagageimiy, biyateleimiy sinagog waseg, o bisena̱miy wa̱deil; o peinan gungamag yakamiy bo biyateleimiy wamtes tasiyas king, o takaleiwags kawka̱veks wamtes.
LUK.21.13	“Igaw tutan biyateleimiy, mo kwamteles liva̱neig yey.
LUK.21.14	“Awoum ninoumiy bibabaw. Awoum ninoumiy kulansa, ‘Ama̱wan bakakatimop asilivan?’
LUK.21.15	“Peinan yey basekeimiy amilivan, o amisinap, o bukutawtouns wasigeis tasiyas niyateleimiy. Nag kadilokes bikatimapus amilivan, nag.
LUK.21.16	“Timimiyas bisilkodeimiy. E, inmiyas, tuwmiyas, budimiyas, tawlimiyas o veimiyas bisilkodeimiy, mo bikatimateimiy yakamiy mwasanin.
LUK.21.17	“Asibabaw bikamliweimiy, peinan gungamag yakamiy.
LUK.21.18	“Tage nag biyagageimiy. Nag bigutus walitanok kunumiy.
LUK.21.19	“Kukin bukwaptuleimiy mo bukuyamoveimiy.
LUK.21.20	“Tage igaw bukukines takanaviy asibod babaw bidiliwunis miven Yelusalem, mo bukukwakins kakita bigulekwes.
LUK.21.21	“Yakamiy magat bukusikes Yudiy, kadiloka kusawls kuneis wa̱koy; o yakamiy waven kadiloka kuneis wanawoud; o yakamiy wa̱bag awoum kumeis waven.
LUK.21.22	“Tut towen waseg Yowbad bo bimop gamag asisinap, mamagina bo bikamat sinap babaw nilivnek Bukitab waseg.
LUK.21.23	“Tut towen siyas takakuda̱poms bilivatus kalbaleb, o tasiyas nisasus nitsiyas. Peinan ven watinow gimgilis abes singay bigeg, o Yowbad bikawkunes gamag tasiyas.
LUK.21.24	“Gamag tasiyas bimta̱mats naviy waseg; o tobwag gamag bimeis bigulekwes ven towen Yelusalem, bitokes min-Yelusalem binawes ven babaw wasigeis; o tobwag gamag tasiyas mo bivva̱nis Yelusalem pwepway-nen ee... tobwag gamag tasiyas situt mo biyakous.
LUK.21.25	“Gamag bikines mulin naman Yowbad bivag ka̱las waseg, o tibukon waseg, o wutun wasigeis, biyagages. O ven watinow, kaysay singay bika̱wot avakaein, mapuna ven babaw gimgilis biliganes, beivag ninous babaw. Ta-ma̱wan bikakins, bikatinabwes.
LUK.21.26	“Tawaw bo bisoumats, aspwa̱yat, bininuways ven watinow bo biyageg. Peinan liba̱lab tatonen bo bigulek.
LUK.21.27	“Ikous, mo bukukineigs Gimgilitoun yey bo bam, lov waseg, son guntawtoun o yakawanag avakaein.
LUK.21.28	“Igaw bisilamaws youd tasiyas, bweina bukutamnawes kayoumiy, bukukines takatinabweimiy bo beim.”
LUK.21.29+LUK.21.30	Nakabebay kweitan isekes mamagina: “Kukines yaveinun siney amweilok babaw, biya̱sus yageivein kweivaw mo bukukwakins wuwal bo beim.
LUK.21.31	“E, ma̱wan bukukines sinap tasiyas bisipsaps, mo bukukwakins Yowbad nakaleiwag bo bisap.
LUK.21.32	“Mounid adibakeimiy tut towen gimgilis bisesus ee... mo sinap tasiyas bisipsaps.
LUK.21.33	“Liba̱lab son ven watinow beiyakous, tage agulivan nag biyakous, nag.
LUK.21.34	“Kuvna̱seimiy. Awoum ge ninoumiy bibula̱bol peinan kuninuways kaeimiy, o amiyoubwein, o amiwiskiy, o youd katanok katanok ven watinow waseg, mo Yowbad anayam bisibluteimiy, mamagina sik bikwaneimiy.
LUK.21.35	“Peinan bo bisiblutes gamag ven watinow wadaban pwepway.
LUK.21.36	“Tage yakamiy, kadiloka kukwaymates tut babaw, kuninitougs va̱gan Yowbad bilabeimiy bikimtuweimiy, mata ge bikwaneimiy youd siyas kalbaleb, wankuyeim mo bukutamanaws yey Gimgilitoun yey wamatag.”
LUK.21.37	Yam katanok katanok ikatimlakes gamag Yowbad wanbunatum, o boug waseg inoun in wa̱koy yagan Oliv, imasis.
LUK.21.38	Ga̱boug katanok katanok gamag babaw mo ikattuyouns imimeis Yowbad wanbunatum va̱gan biliganes aygan.
LUK.22.1	Yam mwasanin ikous mo bisagals, Kaltuwon Sigeilin. Sagal towen nag ikams bled son yist tage makava bled ikams.
LUK.22.2	Tasiyas tanuwgwes lun sisiyas takatimlakeins kaleiwag iyokons ama̱wan beiweiys Yeisuw bikatimates. Ta-ma̱wan, peinan iwenes gamag babaw.
LUK.22.3	Seitan nanon mo isiw wanuwan Yudas, yagan Iskaliyot, Yeisuw navamul teitan. Navamul babiweis sinawatan asteiy.
LUK.22.4	Seitan nanon isiw Yudas wananon; Yudas isap, inoun, inekes tasiyas tanuwgwes lun sisiyas tulals, sisiy illivans, ama̱wan bisilkod Yeisuw va̱gan tasiyas mo biyousis.
LUK.22.5	Tasiyas iliganes anilivan, imwa̱saws, ilivans money kid bisekes Yudas, maysan nawotet towen.
LUK.22.6	Mtowen Yudas itam, iyokon ama̱wan bisilkod Yeisuw. Sivinan gamag babaw bigayays, mo Yeisuw biba̱nes anmwa̱net, biyousis.
LUK.22.7	Yudas ikayamat ee... anayam waseg ikams makava bled, o beiweiys aleis la̱miy Yowbad wanbunatum, silma̱nin Kaltuwon Sigeilin.
LUK.22.8	Yam towen Yeisuw mo ikayabes Pita son Yon bineis waven, ilana, “Kuneis kuva̱ges Kaltuwon Sigeilin; bitakams ya̱kids.”
LUK.22.9	Iweis tasiyas, ilansa, “Avanuy bakavag kan?”
LUK.22.10+LUK.22.11	Ilana, “Bukunounas, bukusaps waven, taw teitan ikokew kunasoup bilivatumiy, mo bein, beisiw wabunatum. Kwabkunis, kudibakes tanuwagan bunatum, kulansa, ‘Datakatimlakays ilana: Avanuy bwabwal yakamey mabunatum waseg bakakamkwam Kaltuwon Sigeilin, sigwey gunavamul?’
LUK.22.12	“Kulivans ma̱wan mo bikamtilakeimiy bunavakaein wanakaew wanbunatum nises, son kabanen. Towen waseg kuva̱ges kads.”
LUK.22.13	Iliganes, ineis, iba̱nes ma̱wana nilivnek; mo iva̱ges kan silma̱nin sagal towen beikams.
LUK.22.14	Anatut beikams, Yeisuw isinis siney tasiyas takaweins anilivan.
LUK.22.15	Idibakes, ilana, “Singay sivinag sigwey yakamiy bitakams sagal towen, peinan bo balivet mamayuy.
LUK.22.16	“Nag vayuwein ba̱kam sagal towen oko anatut sagal towen wuta̱lan beikous Yowbad nakabkaleiwag waseg.”
LUK.22.17+LUK.22.18	Ilivan ikous, mo ikow kwa̱vig, ikalin nuwan waseg Yowbad ikous, ilana, “Kukwawes kwa̱vig towen kumoums tatanok tatanok yakamiy, peinan igaw nag ba̱moum gleip sipinen ee... Yowbad nakaleiwag mo bisilamaw.”
LUK.22.19+LUK.22.20+LUK.22.21	Wankuyeim mo ikow bled; ikalin nuwan ikous, ikivis, ivvagein, isekes, ilana, “Woug towen, tage mtowen tasilkodeig sidayas nitakamkwams.
LUK.22.22	“Peinan Gimgilitoun yey gunaked Yowbad bo ikaluweg. Ked towen ba̱noy ban, tage mtowen tasilkodeig mo bilivet kalbaleb.”
LUK.22.23	Navamul tasiyas mo illivans sisiyas wasigeis, idokes kavel bisilkod Yeisuw.
LUK.22.24	Ikous, tasiyas-wan kamniman kweitan iva̱ges, peinan idokes kal bimlavag astamumug.
LUK.22.25	Yeisuw mo idibakes, ilana, “Ven tasiyas igaw dadub siking ikalawages tasiyas, o ilansa, ‘Amatakaleiwag ilabemas.’
