MAT.1.1	Yisas Karaisi maen Abaraamun nú Kin Devitin núi anan pintéi afoká ukhan mi ma ven anafuyan aví ino.
MRK.9.28	Mantavíkan Yisasi ínaimpáké mánaumpin oríkan bei eyo iyampon kayo ana váken béin inaemí, “Mai náisá ukhará tetí ankan ída kanaí erá mai namu aunan do sianté tiferafuno.”
MRK.9.29	Máa síkan Yisasi evaránen betí ankan tiamemí, “Tireti ma Tiyarafenu vaípá ma kokhon dádá amúkinte maen máan namu aunan kanaíe yo siantan nompo ena aa ída van mino.”
MRK.9.31	Para va ino. Bei eyo iyampon kayo vei furin afova ameno van mino. Béi semí, “Banta kayo ayampin Banta Anin amintin béin aruan purinten mino. Aruan púdantin ma kanú manaú damú orivintin béi evaránen e mantanten mino.” 
MRK.9.32	Máa síkan betí ankan ída mai vaya afová ukhen béin inain nan peren mino.
MRK.9.33	Mairá betí ankan Kapeniamú oren mino. Oriven béi ma mápin báken betin inaemí, “Ayanafá tiretí ankan nái vará asive asive iya rafono.” 
MRK.9.34	Máa síkan bei eyo iyampon kayo ano iyé minóti kákan ban nafino siren ayanafá asiven eriyaren béin ída siamen mino. 
MRK.9.35	Maira Yisasi kumamen tiyan míkan mifo sirantan kan orun kádan (12) eyo iyampon aran eríkan betí ankan tiamemí, “Mana vanta ano ma kákaní ono van minó banta ánaimpá báken ná minói eyo vá bariyan bano.”
MRK.9.36	Máa siren Yisasi mana arara iyampon avían betin aúbanapin mantaan táden béin ayan bana fákaren o yafayóden betí ankan tiamemí, 
MRK.9.37	“Iye anó téin nan inireyá mana máan tukhein iyampon arará aya inten nafi mai ano séin mi siya inten mino. Inká iye anó téin tiya inten nafi mai ída séin tiya inten mifo Tifóe ma séin tisintá erikheruna mai véin mi aya inten mino.”
MRK.9.38	Yoni véin tiamen temí, “Aru soe, setí ankan onékun mana vanta ano éin avíkánamu aunan do siantiyaren mifo véi ída setí ankan ma manápá noin bantan bakái véin airo ananí uanté uno.”
MRK.9.39	Máa síkan Yisasi véin tiamemí, “Tiretí ankan ída vá béin airo anani uantano. Mana vanta ano ma séin tivíká ma mana avúavá daná ma uvariyaren mai vanta ano ída ainen téin nan namu vaya sinten mino. 
MRK.9.40	Setin ma ída namuroí iyain banta mai setin tirona ino. 
MRK.9.41	Téi fura siré tiretin tiamé uno mana ano ma siretin nan Yisasini kéká ino siren ma non dáan amin nain mano fura siren bei miyan baranten mino.
MRK.9.42	“Banta ano ma mana auyen monó kéká ma séintá mumunan ukharé intin ma vetí ankan pinte ma e avíá dantin ma umefin orintin mae vá mai vanta amempin ná kákan onámaná kurená un nompin karúdantin námen aravino. 
MRK.9.43+MRK.9.44	Éin ayan mano ma umefin ma avían kaintiya mai ayan ná tikareya karú dano. Mana ayan mana ma éin baréinti kanaíe éi ída kípan aunan baran nono. Mai kama inten mifo éin ma kankanan ayan ma áesin báken mana ayan mano umeí iyá intin mae ída kípan íra ma kiyan ma uman baren berai siyan purin barufin mi orin nono.
MRK.9.45+MRK.9.46	Éin arantan mano ma umefin ma avían kaintiya mai arantan ná tíkareya karú dano. Mana arantan mana ma éin baréintiya ída kípan aunan kanaíeya varan nono. Mai kama intenmifo éin ma kankanan arantan ma áesin báken mana arantan mano ma umeí iyá inti mae ída kípan ira ma kiyan ma uman baren berai siyan purin barufinmi orin nono.
MRK.9.47	Éin auu ano ma umefin ma avían kaintiya mai auu víaná karúdan orino. Mana auu ana ma éin baréinti Tiyarafenui yafisimpin oferan nono. Mai kama inten mifo éi ma kankanan auu ma áesin báken mana auu ano ma umeí iyá inti mae ída kípan ira ma kiyan ma uman baren berai siyan purin barufin mi orin nono.
MRK.9.48	Mai varufin tító bintókéna kayo ma vetí ankan aufin bain mai ída furintin ira ída yusiminten mino. 
MRK.9.49	Tiyarafenu ano minó nanin banta kama ino van ara ara uman betin ané ma kaiyain mano irará ma iyó uren antereiní iyan mino.
MRK.9.50	Un kama yaná ifo veni ase ma kípavintiya siretí ankan náisá uresin ná evaránen ase inten nafino. Éi un ande vá afá aváen má manafin kamaeya vano.
MRK.10.1	Yisasi mai varu me ampiren Yudia varafá oriaren Yodan non e kháden ena ufá oríkan kokhon nanin banta ovaránen béi vaintá e átaru íkan béi ma iyain avúavasíen Tiyarafenui vaya vetí ankan tiamen mino.
MRK.10.2	Tiamiyákan Farasisi kayo ano véi vaintá eriven béin akhenókaen temí, “Tetinti man baya ano kanaisá intin ná mana vanta ano ve aná ifá uantanten nafino.”
MRK.10.3	Máa síkan Yisasi evaránen betí ankan tiamemí, “Tiretí ankan Mosesi ano intéa man bayá amikhan nafino.”
MRK.10.5	Máa síkan Yisasi evaránen betí ankan tiamemí, “Tiretí ankan átakharé en nan mi Mosesi ma man baya siretin uvaman amikhan mino. 
MRK.10.6	PefáTiyarafenu ma araíen minó daná ma uvarein damú “béi vanta vá anasi vá uvaren mino.” 
MRK.10.8	Mai vanta vá anasi vá ano mana vukhafaí ukhen mino. 
MRK.10.9	Máan tukhan ma Tiyarafenu ano veyantái vanta vá anasi vá maman kasuantákein mai vanta ano ída yaimin nono.”
MRK.10.10	Máa siran betí ankan ínaimpáké má naumpin oriven Yisasintá bei eyo iyampon kayo ano mai vaya van evaránen inaen mino. 
MRK.10.11	Inaíkan béi vetí ankan tiamemí, “Mana vanta ano ma ve aná ifá uren ma ena nanin ma o varanten mai vanta ano mai nanin má pamúkuíi inten mino. 
MRK.10.12	Inká mana nanin mano ma ve avafun ifá uren ma ena vanta ma o varanten mai nanin mano mai vanta vá pamúkuíi inten mino.”
MRK.10.13	Manáa ano Yisasin nan ayan ánontá kaú antanovare siren arará iyampon arinta aviren eríkan beni eyo iyampon kayo ano vetí ankan asen mino. 
MRK.10.14	Asíkan Yisasi vetí ankan onan aran kiyaimpin temí, “Tiretí ankan áesin arará iyampon arinta séi varunafá erino. Tiyarafenui Yafisin mai kayo ma einí ukhein nanin banta ina ino. 
MRK.10.15	Téi fura siré tiretí ankan tiamiyá uno mana nanin banta ano ma ída arará iyampon arinta anden ma Tiyarafenui Yafisin ída varanteya maifin ída kanaíeya oferan nono.” 
MRK.10.16	Máa siren mai iyamporinta yafayó diyan ayan ánontá kaúden avu amen mino.
MRK.10.17	Mairá Yisasi e manten oríkan mana vanta ano savaen me aron durafúden matimen temí, “Kama aru soe, séi inté ma erá ídakípan aunan barante rafuno.”
MRK.10.18	Máa síkan Yisasi véin tiamemí, “Pará éi séin nan kama e siya fono. Tiyarafenu veyáká anan kama ukhen mino. 
MRK.10.19	Man baya éi afová ukha ono.
MRK.10.19	‘Ída vá banta aruan purono.’
MRK.10.19	‘Ída vá ábasu namu ono.’
MRK.10.19	‘Ída vá umoyan daná barano.’
MRK.10.19	‘Ída vá ena vanta kampun kó tiantano.’
MRK.10.19	‘Ída vá kampun tire ena ína yaná barano.’
MRK.10.19	‘E anoifon aránaó pasá bano.’” 
MRK.10.20	Máa síkan mai vanta ano Yisasin tiamemí, “Aru soe, séi ma iyampon táké eré tare ma e varúna mai man baya kayo máa minó bákuriyá uno.
MRK.10.21	Máa síkan Yisasi véin ódaren arunaná máden béin tiamemí, “Éi mana yaná o útúka ompo ei ona minó mo sarí ure vá ona ma ída van nanin banta mai moní ameno. Amiráka mae mai ínaimpáké inaru fáke kama yaná baran nompo eriveya séin tivákurono.” 
MRK.10.22	Máa síkan mai vanta ano kokhon ona kaúdákaréin ará ano uman diyaimpin me ampiren oren mino.
MRK.10.23	Orivíkan Yisasi vei eyo iyampon kayo onen eúkiyan temí, “Ona ma kokhon kain ma vain banta ano Tiyarafenui yafisimpin ída kanaíen oferanten mino. 
MRK.10.24	Máa síkan bei eyo iyampon kayo mai vaya van anúden orera íkan Yisasi evaránen betí ankan tiamemí, “Tikhafana oe, banta ano ma Tiyarafenui yafisimpin ma oferan mai ákona yoran mino.
MRK.10.25	Kameri ano ma ufi aimpin ódin mai uman dakhen mifo kokhon ona ma yákein kéká ano ma Tiyarafenui yafisin barufin ma ódin mai moéken uman mi yakhen mino.
MRK.10.26	Máa síkan beni eyo iyampon kayo anú duren betiyan ten orera emí, “Máan ma ukhantin maen mai iye ná Tiyarafenu ano kanaíen aviranten nafino.”
MRK.10.27	Máa síkan Yisasi vetí ankan kakháben temí, “Minó danápin banta ano ída kanaí inten mifo Tiyarafenu veyáká anan kanaí inten mino.”
MRK.10.28	Máa síkan Pita ano Yisasin mana vaya siamemí, “Ineno setí ankan minó daná me ifá uréi éin dakhafiyá uno.”
MRK.10.29	Máa síkan Yisasi semí, “Téi fura siré tiretin tiamé uno. Manáa vanta kayo ano ma sen má tenti kama vaya va san ma iniren afá aváen má ayofin má anóe afóen má iyampon má dunan ana vá ma me ampikharen maen 
MRK.10.30	betí ankan ena mana antaretivá (100) baranten mino. Betí ankan ma varará para vantin Tiyarafenu ano vetí ankan ma fefa mantá ein danasinta esantaren kokhon daná aminten mino. Betí ankan kokhon má bá afá aváen má ayofin má anóe afóen má iyampon má dunan ana vá barantin maen manáa vanta kayo ano vetin namu avúavá uantanten mino. Máan uantiyaré intin ínaimpá ma yamú afoká intin ída kípan para oriyan ban aunan baranten mino. 
MRK.10.31	Baranten mifo aní maen oriyain nanin banta kayo ano ínainí intin ínainí maen oriyain nanin banta kayo ano anona aní inten mino.
MRK.10.33	“Yerusaremí ódé tifékun maen mana vanta ano Banta Anin maman monó ánon banta kayo vá man baya ma afová ukhein banta kayo vá ayampin kaintin béin aruan purono van betí ankan kó tiantanten mino. Béin ída Yutan banta anampin aminten mifo ena anan bantafin mi aminten mino. 
MRK.10.34	Amintin maen betí ankan mano véin ayanavan baya sen akhare sen dafiyó ankamen uren béin aruan purinten mino. Aruan púdantin kanú manaú damú orivintin maen béi evaránen e mantanten mino.”
MRK.10.35	Máa sirákan Sebetin anin kanan Yemisin nú Yonin nú ano véi vaintá eriven temí, “Aru soe, berasan mana yana san ina urékuya éimai yanasí berasan usintano van muno.”
MRK.10.36	Máa síkan béi evaránen békanan tiamemí, “Tiré kanan téi nái yanasisá uantano vará iya fono.”
MRK.10.37	Máa síkan béin tiamemí, “Ínaimpáké ma éi ma kákan Kiní uvesí berasan pintena mana ano éin ayan kurompá kumanintin mana ano ayan ópá kumanintí ono van muno.”
MRK.10.39	Síkan Yisasi vékanan tiamemí, “Pura ino saréa ma séi ma nanuna kápifin tiré kanan má maifin nan nono. Téi ma feranuna non tiré kanan má peran nono. 
MRK.10.40	Máan tin nompo séin tiyan kurompá kumanintin tiyan ópá kumanintin ma in mai ída sen tina yaná ino. Tiyarafenu veyantái mai kumanin manáa vanta kayo aminten béi fefái vetin nina funtáadan ban mino.”
MRK.10.41	Máa síkan tiyan míkan eyo iyampon kayo ano iniren Yemisin nú Yonin nú anan uanten mino. 
MRK.10.42	Anan uantákan Yisasi vetí ankan arákan béi vaintá eríkan betin tiamemí, “Tiretí ankan afová ukha ono ánon banta kayo ma ída Tiyarafenurá ma mumunan iyain nanin banta kayorá ma yafisé iyain mai vetí ankani ákona vákan mi yafisé iyan mino. 
MRK.10.43	Dafisiyan mifo siretí ankampin ída vá ma avúavá bano. Tiretí pinté ma kákaní ma ono van béi vá tiretíi yoran banta vá bano. 
MRK.10.44	Mana ano ma siretíi ánon bantaí ma ono van béi vá minói miyan ída van doran banta vá bano. 
MRK.10.45	Mai fara vara seyo, Banta Anin ma erikhein mai véin ayaen dóantano vará erikhen naino. Ída ino. Béi vanasi ayaen doren be aunan amintin mai ano kokhon nanin banta miyaní uren avirano van mino.”
MRK.10.46	Betí ankan Yerikó barurá oren mino. Béi Yerikó me ampiren oríkan bei eyo iyampon kayo vá kokhon nanin banta kayo vá béi oriyákan Timeasin anin Batimeasin auu yufúkukhan aa akhempá kumanten banasi vaípá moni san inantiyaren mino. 
MRK.10.47	Inantiyaren iníkan Nasaretíké Yisasi eriyan mino síkan béi avádóden oovaren temí, “Devitin anin Yisasi oe, séin nan éi arunan usintano.”
MRK.10.48	Máa síkan kokhoná banta ano véin asen temí, “Ei vaya fákano.”
MRK.10.48	Máa síkan mai vanta ano moéken avádóden enádá oovaren temí, “Devitin anin noe, séin nan éi arunan usintano.”
MRK.10.49	Máa síkan mairá Yisasi o mantaven temí, “Béin aresin erino.”
MRK.10.49	Síkan betí ankan mai auu yufúkukhein banta araren béin tiamemí, “Éin ará ano vá ákona ino. Éin ariyan mifo e mantano.” 
MRK.10.50	Máa síkan béi vei au anamun me karúdaren e manten Yisasi vaintá oren mino.
MRK.10.51	Oríkan Yisasi véin tiamemí, “Éin náisá téi uantano vará inikhe fono.”
MRK.10.51	Máa síkan mai auu yufúkukhein banta ano véin tiamemí, “Aru soe, séi evaráné onarami iyá uno.”
MRK.11.1	Máan turen Yisasi má bei eyo iyampon kayo vá ano Yerusaremí áde suron oriven Orifí Anuyon ádé ma Betfakhé baru vá Betaní baru vá baintá oren mino. 
MRK.11.2	Oriven mai ráké Yisasi vei eyo iyampon kayo fintena kankanan tianten temí, “Tiré kanan ma mesan barufá oriveya onesin maen mana ano ída ané kumantan nain donkin ayanan kurantin banten mino. Mai vá ayanan utú deya séi varunará bare ereno. 
MRK.11.3	Eresin ma mana ano ma siré kanan inaen ma ‘fará máan tiya fono’ ma sintiya vá béin ná tiameno, ‘Bafani yoran bákan mi véi sisintá e aviriyarúna veni yoran ma kípantin ainen ovaránen tiantantin erinten mino.’” 
MRK.11.4	Máa síkan beni eyo iyampon kanan mai varufin oriven onákan aa akhempá mana namun onará ayanan kuran baré íkan míkanan mai donkin ayanan mo útufen mino. 
MRK.11.5	Útufíkan manáa vanta mairá áde mantakharen békanan inaemí, “Tiré kanan náisá intoyá mai arará donkini ayanan útufiya fono.” 
MRK.11.6	Máa sen ina íkan Yisasi ma vékanan tiamein baya máa mai kayo siamíkan “Kana ifo avirano” síkan mai donkin békanan aviren oren mino. 
MRK.11.7	Oren mo Yisasi vaintá mai donkin kaúden békanani au anamun davá den mai donkin ané uvídan Yisasi mairá kumanen mino. 
MRK.11.8	Kumamen oríkan kokhon nanin banta ano vetíi au anamun davá diyan aasá uvisin manáa ano yaa ayan iyaren uvisíen mino. 
MRK.11.9	Máan tiyákan manáa nanin banta ano auufá orin manáa ano oyampá orin iyáken oovararen temí,
MRK.11.9	“Bafani avisá daní ono!”
MRK.11.9	“Bafani avíká ma eriyain avisá daní otifano!” 
MRK.11.10	“Ma ma eriyain tétin tinafu Devitini yafisin an dakhein mifo avábasá ino.”
MRK.11.10	“Tiyarafenui avisá moéke yani suron ono!”
MRK.11.11	Máa siyákan Yisasi Yerusaremí o unaven monó namumpin un pében minó daná onen eúkiyan áau eraven inúpasí íkan bei sirantan kan orun kádan (12) eyo iyampon máa vá Betaní oren mino.
MRK.11.12	Ená damú Betaní me ampiren eriyá íkan Yisasin arafan puren mino. 
MRK.11.13	Arafan puriyan eriyaren béi onákan manáa nentá mana ananoni ukhein fiki anaa ampantan béi mai anafin aranan doseno van oren mino. Mai fiki ano ma aran iran damusí ída ukhan ananon dakhaní ana ukhan mai yaa anafin oriven onákan ída mana aran baren mino. 
MRK.11.14	Máan tukheimpin Yisasi mai fiki yaa van temí, “Éini aran mana ano ída vá evaránen nano.” Máa síkan bei eyo iyampon kayo mai vaya inen mino.
MRK.11.15	Betí ankan Yerusaremi oriven Yisasi kákan monó namumpin ódiven maifin ma sarí iyan ma miyaní iyá ein kéká bá inká moní arumiyan ma nun kayo sarí urákan ma miyaní iyá ein takhó bá kumanin má banaan karú diyáken do sianten mino.
MRK.11.16	Banaan karú daren betí ankan ma minó daná baren kákan monó namumpin ma non airo ananí uanten mino. 
MRK.11.17	Uantáden betí ankan tiamemí, “Tiyarafenui vompon dóki ano ída máa sikhen nafino,
MRK.11.17	‘Téin timá ma vain mai minó nanin banta ano vá amúkin namun mino vá teno.’ 
MRK.11.17	Máan ná tin nompo ‘siretí ankan mano mai namun maman umoyan banta kayoi aúpá baruíi e ono.’” 
MRK.11.19	Mairá inúpasí íkan Yisasin má bei eyo iyampon kayo vá Yerusaremí me ampiren oren mino.
MRK.11.20	Ená damú pe ákurá betí ankan oriyaren onákan mai fiki yaa ana anaa vá arú bá minó ira khakhan onen mino. 
MRK.11.21	Ódaren Pita mai van ovaren inen temí, “Aru soe, inuran ma ma fiki yaa van ma namu ono ma seona mai inka irakhen mifo onano.” 
MRK.11.22	Máa síkan Yisasi evaránen tiamemí, “Tiyarafenu rasá mumunan ono. 
MRK.11.23	Téi fura sé uno. Éi kanaíeya ma anuyon nan teya ‘anuyon noe, e ankábore un nonafin oferano ma’ sesin maen mai ano fara éi ma sinonaí inten mifo éi ma ída kankanan ineine vanti ma mumunan ma ukhesin mi Tiyarafenu ano mai yanasí uantanten mino. 
MRK.11.24	Tiretí ankan ma mana yaná baranton iyáke ma amúkiya mumunan e ma fura mai yaná tetí baranté uno ma sesin mai ma siretí ankan ma varano van muno ma sinona yaná ano afoká inten mino. 
MRK.11.25+MRK.11.26	Inten mifo siretí ankan ma mana vanta ano ma namu uantáká inti mae amúkiya mai vantai ume vá ifá uantano. Ifá ma uantesin maen mai siretí afóe ma inarufá bain mano siretíi ume ifá uantanten mino.
MRK.11.27	Enádá Yisasin má bei eyo iyampon kayo vá Yerusaremí oriven béi kákan monó namumpin nókan monó ánon banta kayo vá man baya ma afová ukhein banta kayo vá ánon banta kayo vá ano véi vaintá eren mino. 
MRK.11.28	Eriven betí ankan béin inaemí, “Éimpin intéa ákoná bayá éi máan tiya fono. Iye ano éin mai ákona amiren ná éin nan mai yorarí ono sikhen nafino.” 
MRK.11.29	Máa síkan Yisasi evaránen betí ankan tiamemí, “Téi mana yana san tiretí ankan ina onté uno. Inaéku ma ovaráne mai vaya ma séin tisimídesíi mai séi ma manté doriyarúna ákona siretin tiamenté uno. 
MRK.11.30	Tiyarafenu anó Yonin monó non péantan doran amen nafino áa vanta ano mai yoran amen nafino. Tiretí ovaráne vaya séin tisimeno.” 
MRK.11.31	Máa síkan betiyan ten orera emí, “Teti ma sé Tiyarafenun anon mai yoran Yoni amikhan mino ma sékun mai siretí ankan, ‘Pará ída mairá mumunan iya rafono,’” sinten mino. 
