GEN.1.1	起初，上帝創造天地。 
1KI.2.20	說：「我要向你提出一個小小的請求，請你不要回絕我。」王對她說：「母親，請提出來，我必不回絕你。」 
1KI.2.21	說：「請你把
1KI.2.22	王回答母親說：「為何替
1KI.2.23	王指著耶和華起誓說：「
1KI.2.24	耶和華堅立我，使我坐在父親
1KI.2.25	於是
1KI.2.26	王對
1KI.2.27	就革除
1KI.2.28	雖然
1KI.2.29	有人告訴
1KI.2.30	來到耶和華的帳幕，對
1KI.2.31	王對他說：「你可以照著他的話去做，殺了他，把他葬了，好叫
1KI.2.32	耶和華必使
1KI.2.33	這二人的血必歸到
1KI.2.34	於是
1KI.2.35	王就立
1KI.2.36	王派人召
1KI.2.37	你當確實知道，你何日出來過
1KI.2.38	對王說：「這話很好！我主我王怎樣說，僕人必照樣做。」於是
1KI.2.39	過了三年，
1KI.2.40	起來，備上驢，往
1KI.2.41	有人告訴
1KI.2.42	王就派人召
1KI.2.43	你為何不遵守你對耶和華的誓言和我吩咐你的命令呢？」 
1KI.2.44	王又對
1KI.2.45	但
1KI.2.46	於是王吩咐
1KI.3.2	當那些日子，百姓仍在丘壇獻祭，因為還沒有為耶和華的名建殿。
1KI.3.4	王到
1KI.3.5	在
1KI.3.6	說：「你曾向你僕人我父親
1KI.3.7	現在，耶和華－我的上帝啊，你使僕人接續我父親
1KI.3.8	僕人住在你揀選的百姓中，這百姓之多，多得不可點，不可算。 
1KI.3.9	所以求你賜僕人善於了解的心，可以判斷你的百姓，辨別是非。不然，誰能判斷你這麼多的百姓呢？」
1KI.3.11	上帝對他說：「你既然求這事，不為自己求壽、求富，也不求滅絕你仇敵的性命，只求能明辨，可以聽訟， 
1KI.3.12	看哪，我會照你的話去做，看哪，我會賜你智慧和明辨的心，在你以前沒有像你的，在你以後也沒有興起像你的。 
1KI.3.13	你沒有求的，我也賜給你，就是富足、尊榮，使你在世一切的日子，列王中沒有一個能比你的。 
1KI.3.14	你若遵行我的道，謹守我的律例、誡命，正如你父親
1KI.3.16	那時，有兩個妓女來，站在王面前。 
1KI.3.17	一個婦人說：「我主啊，我和這婦人同住一屋。她在屋子裏的時候，我生了一個孩子。 
1KI.3.18	我生了以後第三天，這婦人也生了。我們是一起的，屋子裏除了我們二人之外，再沒有別人在屋子裏。 
1KI.3.19	夜間，這婦人的兒子死了，因為她壓在她的兒子身上。 
1KI.3.20	她半夜起來，趁你使女睡著的時候，從我旁邊把我兒子抱走，放在她懷裏，又把她死的兒子放在我懷裏。 
1KI.3.21	清早，我起來要給我的兒子吃奶，看哪，他死了；早晨我仔細察看他，看哪，他不是我所生的兒子。」 
1KI.3.22	另一個婦人說：「不！我的兒子是活的，你的兒子是死的。」但這一個說：「不！你的兒子是死的，我的兒子是活的。」她們就在王面前爭吵。 
1KI.3.23	王說：「這婦人說：『這是我的兒子，他是活的，你的兒子是死的。』那婦人說：『不！你的兒子是死的，我的兒子是活的。』」 
1KI.3.24	王就說：「給我拿刀來！」人就把刀拿到王面前來。 
1KI.3.25	王說：「把活孩子劈成兩半，一半給這婦人，一半給那婦人。」 
1KI.3.26	活孩子的母親為自己的兒子心急如焚，對王說：「求我主把活孩子給那婦人吧，萬不可殺死他！」那婦人說：「這孩子也不歸我，也不歸你，你們就劈了吧！」 
1KI.3.27	王回應說：「把活孩子給這婦人，萬不可殺死他，因為這婦人是他的母親。」 
1KI.3.28	全
1KI.4.2	這些是他的官員：
1KI.4.3	的兩個兒子
1KI.4.4	的兒子
1KI.4.5	的兒子
1KI.4.6	作管家，
1KI.4.8	這些是他們的名字：在
1KI.4.9	在
1KI.4.10	在
1KI.4.11	在
1KI.4.12	在
1KI.4.13	在
1KI.4.14	在
1KI.4.15	在
1KI.4.16	在
1KI.4.17	在
1KI.4.18	在
1KI.4.19	在
1KI.4.21	統治諸國，從
1KI.4.23	十頭肥牛，二十頭草場的牛，一百隻羊，還有鹿、羚羊、麃子，以及肥禽。 
1KI.4.24	管理整個
1KI.4.25	在世的日子，從
1KI.4.26	擁有給戰車用的四萬個
1KI.4.27	這些官員各按自己的月份供給
1KI.4.28	他們各按其分，把給馬與快馬吃的大麥和乾草送到指定的地方去。
1KI.4.29	上帝賜給
1KI.4.30	的智慧超過所有東方人的智慧，和
1KI.4.31	他的智慧勝過萬人，勝過
1KI.4.32	他作箴言三千句，詩歌一千零五首。 
1KI.4.33	他講論草木，從
1KI.4.34	地上凡曾聽過他智慧的君王，都派人來；萬民都有人來聽
1KI.5.2	也派人到
1KI.5.3	「你知道我父親
1KI.5.4	現在耶和華－我的上帝使我四圍太平，沒有仇敵，沒有災禍。 
1KI.5.5	看哪，我吩咐要為耶和華－我上帝的名建殿，是照耶和華向我父親
1KI.5.6	現在，請吩咐人在
1KI.5.8	送信給
1KI.5.9	我的僕人必把這木料從
1KI.5.10	於是
1KI.5.11	給
1KI.5.12	耶和華照著所應許的賜智慧給
1KI.5.14	派他們輪流每月一萬人上
1KI.5.15	有七萬扛抬的，八萬在山上鑿石頭的。 
1KI.5.16	此外，
1KI.5.17	王下令，他們就鑿出又大又貴重的石頭來，用以立殿的根基。 
1KI.5.18	的工匠和
1KI.6.2	王為耶和華所建的殿，長六十肘，寬二十肘，高三十肘。 
1KI.6.3	殿的正堂前走廊長二十肘，與殿的寬度一樣，殿前寬十肘； 
1KI.6.4	他為殿做了有框嵌壁式的窗戶。 
1KI.6.5	靠著殿牆，圍著外殿和內殿的牆，周圍建造了廂房； 
1KI.6.6	下層寬五肘，中層寬六肘，第三層寬七肘。他在殿牆的周圍造坎，免得梁木插入殿牆裏。
1KI.6.7	殿是用山中鑿成的石頭建的，所以建殿的時候，鎚子、斧子和別樣鐵器的響聲都沒有聽見。
1KI.6.8	在殿右邊當中的廂房有門，可以從螺旋梯上到中層，再從中層上到第三層。 
1KI.6.9	完成殿的建造。他用香柏木作梁木和橫板，遮蓋殿頂。 
1KI.6.10	靠著整個殿所造的廂房，每層高五肘，香柏木的梁板擱在殿的牆坎上。
1KI.6.11	耶和華的話臨到
1KI.6.12	「論到你所建的這殿，你若遵行我的律例，謹守我的典章，遵從我的一切誡命，行在其中，我必向你應驗我所應許你父親
1KI.6.13	我必住在
1KI.6.15	他用香柏木板建造殿的內牆，從殿的地到牆頂
1KI.6.16	他在殿的後部建了一間內殿，長二十肘，從地到牆
1KI.6.17	殿，就在內殿的前面
1KI.6.18	殿裏一點石頭都不顯露，一概用香柏木遮蔽；香柏木上刻著野瓜和綻開的花。 
1KI.6.19	他在殿的中間預備內殿，在那裏安放耶和華的約櫃。 
1KI.6.20	內殿
1KI.6.21	用純金貼殿內，又用金鏈子掛在內殿前，內殿也貼上金子。 
1KI.6.22	整個殿都貼上金子，直到貼滿；內殿前的整個壇，也都包上金子。
1KI.6.23	他在內殿裏用橄欖木做兩個基路伯，各高十肘。 
1KI.6.24	這基路伯的一個翅膀長五肘，另一個翅膀長五肘，從一個翅膀尖到另一個翅膀尖共有十肘； 
1KI.6.25	第二個基路伯也是十肘；兩個基路伯的尺寸、形狀都一樣。 
1KI.6.26	這一個基路伯高十肘，第二個基路伯也是如此。 
1KI.6.27	他把兩個基路伯安在內殿中間。基路伯的翅膀是張開的，這基路伯的一個翅膀挨著這邊的牆，第二個基路伯的一個翅膀挨著那邊的牆，向內的兩個翅膀在殿中間彼此相接。 
1KI.6.28	二基路伯都包上金子。
1KI.6.29	殿周圍的牆上全都刻著基路伯、棕樹和綻開的花，內外都是如此。 
1KI.6.30	殿的地板都貼上金子，內外都是如此。
1KI.6.31	他用橄欖木製造內殿的入口、門楣和五邊形的門柱。 
1KI.6.32	在橄欖木做的兩門扇上刻著基路伯、棕樹和綻開的花，都貼上金子。基路伯和棕樹上也灑上金子。
1KI.6.33	他又為外殿的入口，用橄欖木製造門柱，是四邊形的。 
1KI.6.34	他用松木做兩扇門。這一扇有兩葉摺疊，第二扇也有兩葉
1KI.6.35	上面刻著基路伯、棕樹和綻開的花，雕刻物都均勻地貼上金子。 
1KI.6.36	他又用三層鑿成的石頭、香柏木一層建造內院。
1KI.6.38	到十一年布勒月，就是八月，殿和一切屬殿的都按著樣式造成。他建殿共用了七年。
1KI.7.2	他建造
1KI.7.3	廂房以上覆蓋著香柏木，在四十五根柱子之上，每行十五根。 
1KI.7.4	窗戶有三排，三排的窗與窗相對。 
1KI.7.5	所有的門和門柱都有四方形的框，共有三行，彼此相對。
1KI.7.6	他建造有柱子的廳，長五十肘，寬三十肘。在這前面有走廊，前面有柱子和頂蓋
1KI.7.7	他又建造一個有座位的廳，就是審判廳，他在那裏審判；這廳的地板從這邊到那邊都鋪上香柏木。
1KI.7.8	廳後面的院內有
1KI.7.9	建造這一切所用的石頭都是貴重的，按著尺寸鑿成，用鋸子裏外鋸齊；從根基直到房檐，從外頭直到大院，都是如此。 
1KI.7.10	根基是貴重的大石頭，有長十肘的，有長八肘的； 
1KI.7.11	上面有香柏木和按著尺寸鑿成的貴重石頭。 
1KI.7.12	大院周圍有鑿成的石頭三層、香柏木板一層，都照耶和華殿的內院和殿的走廊的樣式。
1KI.7.14	他是
1KI.7.16	他做了兩個柱頂安在柱上，是用銅鑄造的，一個柱頂高五肘，第二個柱頂也高五肘。 
1KI.7.17	柱子頂上有裝飾的網子和編成的鏈子，一個柱頂有七個，第二個柱頂也有七個。 
1KI.7.18	他做了柱子
1KI.7.19	走廊柱子頂上的柱頂高四肘，刻著百合花。 
1KI.7.20	兩根柱子上面有柱頂，柱頂靠近網子的圓凸面上，有石榴的行列環繞著，共二百個，第二個柱頂也是如此。 
1KI.7.21	他把兩根柱子立在殿的走廊前：右邊立一根，起名叫
1KI.7.22	柱頂上刻著百合花。這樣，柱子的工程就完畢了。
1KI.7.23	他又鑄一個銅海，周圍是圓的，直徑十肘，高五肘，用繩子量周圍是三十肘。 
1KI.7.24	銅海邊緣下面的周圍有野瓜的形狀，每肘十個，共兩行，繞著銅海，是造銅海的時候鑄上去的。 
1KI.7.25	銅海安在十二頭銅牛上：三頭向北，三頭向西，三頭向南，三頭向東。銅海安在牛上，牛尾都向內。 
1KI.7.26	銅海厚一掌，邊如杯邊，像百合花，容量是二千罷特。
1KI.7.27	他用銅製造十個盆座，每座長四肘，寬四肘，高三肘。 
1KI.7.28	銅座的造法是這樣：周圍各有嵌邊，嵌邊裝在框架中。 
1KI.7.29	裝在框架中的嵌邊上有獅子和牛，以及基路伯。框架上有小座，獅子和牛的上面和下面有錘成的花紋浮雕。 
1KI.7.30	每座有四個銅輪和銅軸，它有四個支架在盆以下，這些支架是鑄成的，各邊都有花紋。 
1KI.7.31	它的口在柱頂裏，向上高一肘，口是圓的，做法如座一樣，直徑是一肘半，口上也有雕工。嵌邊是方形的，不是圓的。 
1KI.7.32	四個輪子在嵌邊以下，輪軸與座相連，每輪高一肘半。 
1KI.7.33	輪的樣式如同車的輪子；軸、輞、輻、轂都是鑄成的。 
1KI.7.34	每個座四邊有四個盆形的支架，這些支架是與座從一整塊鑄成的。 
1KI.7.35	座頂有圓架，高半肘；座頂有支柱和嵌邊，是與座從一整塊鑄成的。 
1KI.7.36	他在支柱和嵌邊上，每個空處刻上基路伯、獅子和棕樹，周圍有花紋。 
1KI.7.37	他按照這樣的做法造了十個盆座，它們的鑄法、尺寸、樣式全都相同。
1KI.7.38	他又造十個銅盆，每盆的容量四十罷特，直徑四肘。在十個座上，每座安設一盆。 
1KI.7.39	他把五個安置在殿的右邊，五個安置在殿的左邊，又把銅海安置在殿的右旁，在東南邊。
1KI.7.41	兩根柱子和柱子頂上兩個如碗的柱頂，以及蓋著如碗柱頂的兩個網子； 
1KI.7.42	四百個石榴，安在兩個網子上，每網兩行石榴，蓋著柱子上面兩個如碗的柱頂； 
1KI.7.43	十個盆座和其上的十個盆； 
1KI.7.44	銅海和其下的十二頭牛； 
1KI.7.45	盆、鏟子、盤子。
1KI.7.46	是王在
1KI.7.47	允許這一切器皿不過秤，因為所用的銅太多，重量無法計算。
1KI.7.49	內殿前的純金燈臺，右邊五個，左邊五個，以及其上的花、燈盞、燈剪，都是金的； 
1KI.7.50	純金的杯、鉗子、盤子、勺子 、火盆，以及聖殿的最裏面，就是至聖所的門樞和外殿的門樞，都是金的。
1KI.8.1	那時，
1KI.8.2	以他念月，就是七月，在節期時，所有的
1KI.8.3	眾長老一來到，祭司就抬起約櫃。 
1KI.8.4	祭司和
1KI.8.5	王和聚集到他那裏的
1KI.8.6	祭司將耶和華的約櫃請進內殿，就是至聖所，安置在兩個基路伯的翅膀底下約櫃的地方。 
1KI.8.7	基路伯張開翅膀在約櫃上面的地方，從上面遮住約櫃和抬櫃的槓。 
1KI.8.8	這槓很長，從內殿前的聖所可以看見槓頭，從外面卻看不見。這槓直到今日還在那裏。 
1KI.8.9	約櫃裏沒有別的，只有兩塊石版，就是
1KI.8.10	祭司從聖所出來的時候，有雲充滿耶和華的殿， 
1KI.8.11	祭司因雲彩的緣故不能站立供職，因為耶和華的榮光充滿了耶和華的殿。 
1KI.8.12	那時，
1KI.8.12	「耶和華曾說要住在幽暗之處
1KI.8.13	我的確為你建了一座雄偉的殿宇，
1KI.8.13	作為你永遠居住的地方。」
1KI.8.14	王轉過臉來為
1KI.8.15	說：「耶和華－
1KI.8.16	『自從那日我領我百姓
1KI.8.17	我父
1KI.8.18	耶和華卻對我父
1KI.8.19	但你不可建殿，惟有你親生的兒子才可為我的名建殿。』 
1KI.8.20	現在耶和華實現了他所應許的話，使我接續我父
1KI.8.21	我也在那裏為約櫃預備一處。約櫃那裏有耶和華的約，就是他領我們列祖出
1KI.8.23	說：「耶和華－
1KI.8.24	這約是你向你僕人
1KI.8.25	耶和華－
1KI.8.26	的上帝啊，現在求你成就向你僕人我父
1KI.8.27	「上帝果真住在地上嗎？看哪，天和天上的天尚且不足容納你，何況我所建的這殿呢？ 
1KI.8.28	惟求耶和華－我的上帝垂顧僕人的禱告祈求，俯聽僕人今日在你面前的祈禱呼求。 
1KI.8.29	願你的眼目晝夜看顧這殿，就是你說要作為你名的居所；求你垂聽禱告，你僕人向此處的禱告。 
1KI.8.30	你僕人和你百姓
1KI.8.31	「人若得罪鄰舍，有人強迫他，要他起誓，他來到這殿，在你的壇前起誓， 
1KI.8.32	求你在天上垂聽、處理，向你的僕人施行審判，定惡人有罪，照他所行的報應在他頭上；定義人為義，照他的義賞賜他。
1KI.8.33	「你的百姓
1KI.8.34	求你在天上垂聽，赦免你百姓
1KI.8.35	「你的百姓若得罪了你，你使天閉塞不下雨；他們若向此處禱告，宣認你的名，因你的懲罰而離開他們的罪， 
1KI.8.36	求你在天上垂聽，赦免你僕人你百姓
1KI.8.37	「這地若有饑荒、瘟疫、焚風
1KI.8.38	你的百姓
1KI.8.39	求你在天上你的居所垂聽、赦免、處理。因為你知道人心，惟有你知道世人的心，求你照各人所行的一切待他們， 
1KI.8.40	使他們在你賜給我們列祖的土地上一生一世敬畏你。
1KI.8.41	「論到不屬你百姓
1KI.8.42	他們因聽見你的大名和大能的手，以及伸出來的膀臂，來向這殿禱告， 
1KI.8.43	求你在天上你的居所垂聽，照著外邦人向你所求的一切而行，使地上萬民都認識你的名，敬畏你，像你的百姓
1KI.8.44	「你的百姓若奉你的派遣出去，無論往何處與仇敵爭戰，他們若向耶和華所選擇的城，以及我為你名所建造的這殿禱告， 
1KI.8.45	求你在天上垂聽他們的禱告祈求，為他們伸張正義。
1KI.8.46	「你的百姓若得罪你，因為沒有人不犯罪，你向他們發怒，把他們交在仇敵面前，擄他們的人把他們帶到仇敵之地，或遠或近， 
1KI.8.47	他們若在被擄之地那裏回心轉意，在擄掠者之地悔改，向你懇求說：『我們有罪了，我們悖逆了，我們作惡了』； 
1KI.8.48	他們若在擄他們的仇敵之地盡心盡性歸向你，又向自己的地，就是你賜給他們列祖的地和你所選擇的城，以及我為你名所建造的這殿禱告， 
1KI.8.49	求你在天上你的居所垂聽他們的禱告祈求，為他們伸張正義， 
1KI.8.50	饒恕得罪你的子民，赦免他們向你所犯一切的過犯，使他們在擄他們的人面前蒙憐憫。 
1KI.8.51	因為他們是你的子民，你的產業，是你從
