MAT.1.1	Jeacuu tiene aay ke bang Deabid kedea Deabid tiene aay ke bang Abraahm.
LUK.2.48	Kaa ayoad Maaryae ngo ge keehd Jocebe e ge thiow ge acahg gaahy ne cohg. Maa arub Maaryae mene yihre, “Nye waahda gihn! Kwaad gihn noono ayugi rog wan nu? Maahny an kedea wuru kaa abuohj wane ke daahd yihn e wudh wan ane cohd kii ngo!”
LUK.2.50	E kwaad dhe yoohn ni abeehr Jeacuue ngo yihr gen yea ngo kuu adead gene beer mee ne cohg.
LUK.2.52	Maa abar Jeacuue maalo keehd doohngo ke guohbe kedea ke ngahy luube thiow, e Juog kedea nyoge arumo cwihny gen ake mihno ree keter.
LUK.3.1	Yihdh nihn nu, e ngaa me nyinge Tiberio e naa anahg Jaah gihr Roama gihn duohng naa amag paajo keehd kar run apaar wonge abiihj. Yihdh run nu thiow e Poantya Pilaato anaa anahg muudiihr gihr muudiihrya mar Judea. Kedea Eroade e anaa anahg ruohdh naa amag Gaalili ke kare maa Pihlihb umen e naa amag Yiturea kedea piny Tracoanitij. E thiow Licanaj e naa amag piny Abilen. 
LUK.3.2	Yi wong nu thiow e naa anahg Anaj kedea Kaaypaj jo doohng yaa lam. Yihdh run nu e naa abeehn Juoge unyoadhe luube yihr Joon waahd Jakarya, maano e Joon anaa yi ukang dom. 
LUK.3.3	 Batiene arumo e Joon ake aay e kaahn yihdh miehy dhe naam Joohrdoan e puohny nyoge kejea maan gene anyoohne giih ayug gene kedea umuoj wudh gen ke luogwahy beere anyoohne giih gen wii piny yihr gen. 
LUK.3.4	Gihn nu apahdh kare wa kaa anaa agweede yi kitaab mar Yicaaya agamloohngjuog naa,
LUK.3.4	“Nud ke duol me kwaag yi ukang,
LUK.3.4	‘Gwiiru yooh yihr Ruohdh,
LUK.3.4	gwiir yooh me ne cohg cohg yihre.
LUK.3.5	Yoadu kwaad kuohn beehda aluungo ni,
LUK.3.5	dhiilu yihdh gen ke paahngo une wudh gene yiiw yiiw.
LUK.3.5	Maa kuohn thoohny ni,
LUK.3.5	kedea kuohn beehda goode ni,
LUK.3.5	laahyu wudh gen piny cang.
LUK.3.5	E thiow dahng yoadu dhog yiehdhe
LUK.3.5	giih ne ngool ngool ni,
LUK.3.5	tienyu gen udoohng gene ne cad cad.
LUK.3.5	E kwaad yiehdhe muu yihdh gen ne cony cony ni,
LUK.3.5	ge dhiilu kaa puuyo udoohng gene nong mee.
LUK.3.6	dhe yoohn ka ubeehn Juog ne boadh nyoge kii ngo
LUK.3.6	udhiil gene ke niido ke nying gen.’ ”
LUK.3.8	 A teed lubo maa athiir yihru: thubu kaa awaahn kan ke tiihy giih me beeye beere ngo ke ngeyo rogu kejea anyoohne giihu ge alogu ngahdhu. Kaano e kare nud umuoja wudhu ke luogwahy. Yaage wudhu keá paru kejea ne nahgu nyethen Abraahm e Juog wu buu ukihme. Wu kihm Juoge kihmo keehd maa akwanye wun ne joe. Kare nud yihr Juog ukaabe wey leele giih ni uloge gen udoohng gene ne kwaay Abraahm. 
LUK.3.9	 Ukihm mar Juog muu uroomo wa ley maa apaage me ngod yen piny keehd biey gen agwiire ke nyingu. E kwaad yaadh gihn nyuol keehd nyethen me be cam dhiil kaa ngod piny cang uthoohre yi maaj ne waang.”
LUK.3.10	Batiene arumo e nyoge Joon apeehny gene peehnyo kob gene, “Abea yug wane gihn arumo?” 
LUK.3.11	E ngo abeehr Joone kobe, “Ngaa yihre ne waare ariow, dhiile acielo ke cubo yihr ngaa yihre tooro waahro. E ngaa yihre ne gihn me cam, nywaage cam nu keehd ngaa yihre tooro cam.”
LUK.3.12	Yaa gwaay cuol thiow, ge abeehn bang Joon beere wudh gen ke muojo keehd luogwahy. Maa apeehy gene kob gene, “Ngad puohny, yug wane gihn?”
LUK.3.13	Kob Joone yihr gen kea, “Jwaaru ajweehr gihn daahd akuume cog.”
LUK.3.14	Kaano thiow e acaakere mooge ge ake peehyo yihre kob gene, “Yug wane gihn?”
LUK.3.14	Kob Joone kea, “Ngiihny nyoge keá peeju ke bad. Gihn maa toohd thiow, keá tahru piny yi kuohm dhaano ke dhieny. Rom dhaane kaa koohg mare cog ne kooge ke ngo.”
LUK.3.15	Amahr nyoge me thoohdh thiow ge anaa ake kuro kejea Juog ka oohre Ngad Boadh nyoge yihr nyoge adoohng cahng. Gihn nu arumo e nyoge cang cwihny gen aroam gene roamo kejea ka moogo e buu unahg Joon e nuu unahg Ngad Boadh nyoge keree? 
LUK.3.16	 Maa abeehr Joone ngo yihr gen cang, “Yaage luogwahy mara ge cuba yihru kan ni, beehda luogwahy mar piih now. Ngaa me teege akaal wiih teeg mara muu ulog beehno ke batiena nud. Ngaan nu e naa ngaan duohng riha, gihn me a be rom goony thool giih wuoy tiene. Wahy Juog ke ngude e nuu uwuoje wudh nyoge ne muoj gen ke luogwahy beere nyoge cwihny gen ungahmo kedea uteehng yiiho gihr gene wa ngiihnyo e thaahdh ke maaj. 
LUK.3.17	Ataaj me wa gihr kuor beel nii cinge, noono e nyoge ge kuore kuoro wa beel ukedhe liil yi gala. Abea coang ge ucwinye keehd deeh maaj me waang e ngo be gug.” 
LUK.3.18	Joon nyoge anaa puohnye keehd Ciig Beer keehd dhog yiehdhe me thoohdh keter uwiide wiih lume piny yihr gen thiow kejea dhiil gene dhe yoohn kar kuowo mar gen ke waaro.
LUK.3.20	Maa abeehn Eroade uyuge deeh awuohj moogo me duohng umage Joon udiile ngo wod yi karkoohn.
LUK.3.22	 ubeehn Wahy Juoge wa kihd akuur upiihe wiih Jeacuu. Kaano e duol ake lihngo kii maalo kobe, “Yih naa waahda maa anhyaara kedea cwihnya med rihi.”
LUK.3.23	Ge anaa athub Jeacuue ke tiihy mare ni, e rune ge anahg kar dhaano aduuno wonge apaar. Ngo anaa acuohn kejea ngo beehda waahd Jocebe now. Jocebe ge waahd Ehli ni. 
LUK.3.24	Abea wur Ehli anahg Mathahd.
LUK.3.24	Mathahd wahn anahg Leabi,
LUK.3.24	wur Leabi anahg Malagi.
LUK.3.24	Malagi wahn anahg Janaa,
LUK.3.24	e wur Janaa anahg Jocebe moogo.
LUK.3.25	Jocebe gihn anahg waahd Mathiiatyaj.
LUK.3.25	Amoj ge anahg wur Mathiiatyaj.
LUK.3.25	Wur Amoj anahg Nahum,
LUK.3.25	e Nahum wahn anahg Ejli.
LUK.3.25	Nagai wur Ejli.
LUK.3.26	E Nagai waahd Maadh.
LUK.3.26	Maadh waahd Mathiiatyaj moogo,
LUK.3.26	wur Mathiiatyaj gihn ni naa Cemean.
LUK.3.26	Cemean wahn anahg Joceg.
LUK.3.26	Joda wur Joceg.
LUK.3.27	E Joda wahn anahg Joanan.
LUK.3.27	Rehja naa wur Joanan.
LUK.3.27	Jerubaabel wur Rehja.
LUK.3.27	Cealtiel wur Jerubaabel,
LUK.3.27	e wur Cealtiel beehda Neari.
LUK.3.28	Neari waahd Malagi moogo keehdo.
LUK.3.28	E Malagi gihn wahn beehda Adi.
LUK.3.28	Adi waahd Kojam,
LUK.3.28	e Kojam waahd Elmadam.
LUK.3.28	Elmadam waahd Er.
LUK.3.29	E Jocwa moogo e naa wur Er.
LUK.3.29	Eliejer wur Jocwa.
LUK.3.29	Jorim wur Eliejer.
LUK.3.29	Mathahd moogo keehdo e naa wur Jorim,
LUK.3.29	e Leabi moogo e naa wur Mathahd gihn ni.
LUK.3.30	Leabi gihn wahn anahg Cimon.
LUK.3.30	E Cimon wahn anahg Juuda.
LUK.3.30	Juuda wahn anahg Jocebe moogo keehdo.
LUK.3.30	Jonam e naa anahg wur Jocebe gihn ni.
LUK.3.30	Elyakihm anahg wur Jonam.
LUK.3.31	Ubeehn Melea unahge wur Elyakihm.
LUK.3.31	Melea keehdo wahn anahg Mena.
LUK.3.31	Wur Mena Mathaadha moogo dahng.
LUK.3.31	E Mathaadha gihn ni wahn anahg Nathan.
LUK.3.31	Nathan wahn anahg Deabid Ruohdh.
LUK.3.32	Deabid wahn anahg Jeci.
LUK.3.32	E Obed e naa anahg wur Jeci.
LUK.3.32	Buoj wur Obed.
LUK.3.32	Calmon wur Buoj.
LUK.3.32	Naacohn wur Calmon.
LUK.3.33	Aminadaab wur Naacohn.
LUK.3.33	Admin wur Aminadaab.
LUK.3.33	Wur Aminadaab e naa Arini.
LUK.3.33	Ejron wur Arini.
LUK.3.33	Perej wur Ejron.
LUK.3.33	Perej wahn Juuda moogo.
LUK.3.34	Juuda gihn wahn anahg Jeakob.
LUK.3.34	Jeakob waahd Yijaag.
LUK.3.34	Yijaag waahd Abraahm.
LUK.3.34	Abraahm waahd Tearah.
LUK.3.34	Tearah waahd Noohr.
LUK.3.35	Wur Noohr e naa Cerug.
LUK.3.35	E Cerug wahn anahg Rio.
LUK.3.35	Peleg wur Rio.
LUK.3.35	Peleg keehdo wahn anahg Eber.
LUK.3.35	Wur Eber anahg Ceala.
LUK.3.36	Ngad batien Kaayn wur Ceala.
LUK.3.36	Arpagjad wahn anahg ngad batien Kaayn.
LUK.3.36	Ceam e naa wur Arpagjad.
LUK.3.36	Nooh wur Ceam.
LUK.3.36	Lamej wur Nooh.
LUK.3.37	Methucala wur Lamej.
LUK.3.37	Enog wur Methucala.
LUK.3.37	Enog wahn anahg Jared.
LUK.3.37	Maahlaalel wur Jared.
LUK.3.37	Kaayn moogo e naa wur Maahlaalel.
LUK.3.38	Enoj e naa wur Keanan gihn ni.
LUK.3.38	Cedh naa wur Enoj.
LUK.3.38	Adam e naa wur Cedh.
LUK.3.38	Abea Adam, e naa waahd Juog.
LUK.4.2	kaa atum atiihb ukeehge ngo ke nihn jiehariow. Gihn maa acame tooro yihdh nihn nu maa anahg kahje ngo batien nihn nu. 
LUK.4.3	Maa arob atiihb ukeehge ngo yihre kobe, “Nea yih beehda Waahd Juog ne cohg, kea log leen ni naa amono.”
LUK.4.4	Maa abeehr Jeacuue ngo yihre kea, “Bekihde! Wa ngo agweed yi kitaab Juog naa, ‘Padh amono cog e ne bodh nyoge keehde.’ ” 
LUK.4.5	Maa akaab atiihb ukeehge ngo ukedhe ngo maalo ka me baahr mee, unyoadhe kwaad giih nud upiny kan cang yihre ke kwaan gen ke nye wong kaano. 
LUK.4.6	 Urube yihr Jeacuu kobe, “Yih uyuga ne ruohdh yihdh giih nu cang. Giih anyoadha yihri ge beehda giiha maa acub yihra. Caahn e beehda kar cwihnya ucuba gen yihr ngada me daahda me nhyaar cwihnya. 
LUK.4.7	Awaahn ni nea wiihi kuuli ke piny nyuma kan uwuori an e ge cuba cubo yihri cang.”
LUK.4.8	Maa abeehr Jeacuue ngo yihre kea, “Wa ngo agweed yi kitaab Juog naa,
LUK.4.8	‘Nahge ke Juog keede e ne wuor
LUK.4.8	kedea e ne gihre tiihj.’ ”
LUK.4.9	Jeacuu akaab atiihb ukeehge ukedhe ngo geen Jeruucalem ucube ngo alidh Wod Juog. Maa arube yihre kobe, “Nea yih naa Waahd Juog ne cohg, kea thoohr rihi piny ke kan. 
LUK.4.10	Bang gihn ngo agweed yi kitaab Juog naa,
LUK.4.10	‘Juog Wuohdjuog giihe, e koar yihn,
LUK.4.10	ge uoohre bangi urihng gene ukoal gene yihn beer mee.
LUK.4.11	Yih uboam gene uthaang gene yihn kii cing gen beer mee,
LUK.4.11	utoor leelo me cwaany tieni.’ ”
LUK.4.12	Maa abeehr Jeacuue ngo yihre kea, “Wa ngo arob kitaab Juoge kea,
LUK.4.12	‘Juog e ge naa Juog Ruohdh,
LUK.4.12	ngo keá tum now ke dhieny.’ ”
LUK.4.15	Jeacuu apuohnyo ke bang yihdh kuohn amaade giih yaa Judea maa apuoj nyoge ngo keraahyo.
LUK.4.16	Keehdo e Jeacuu acahg aay ucea Naajaread kaa adoonge yea. Batiene yi cahng Cabadh man arumo, e ngo acaa yi wod amaad gihr yaa Judea wa kwaad ka ne kwaaye ngo ke tiihyo. Uyedhe wiih abar maalo ne kwaan kitaab Juog. 
LUK.4.17	Batiene e kitaab Juog gihn agweed Yicaaya agamloohngjuoge, ake cubo yihre. Maa alare kood warga arumo uyale kaa agweede yea kejea,
LUK.4.18	bang gihn Juog a akwahnye oogo,
LUK.4.18	beere Ciig Beer ni,
LUK.4.18	kahla kahlo yihr nyoge maa angoohng.
LUK.4.18	Juog thiow a akwahnye oogo,
LUK.4.18	ubeehna ne luny jo amag oogo kedea thiow,
LUK.4.18	a aoohre uyaba nying yaa acoor,
LUK.4.18	uniid gene piny.
LUK.4.18	A aoohr Juoge keehdo thiow,
LUK.4.18	ulunya yaa guum bahng oogo.
LUK.4.19	Juog a aoohre keehdo thiow,
LUK.4.19	ne teede yihr nyoge
LUK.4.19	kejea cahng boadh Juoge nyoge yea, adoohng cahng.”
LUK.4.20	Noono e Jeacuu kood gihr wargahng kitaab Juog adole dolo, urwaage ngo yihr ngaan cuung buud ngad kwaahno. Ucea ne piih kur yaa puohny. Amahr yaa anaa anudo wod amaad nying ge atal ne many bang Jeacuu. 
LUK.4.21	Noono maa acahge rob yihr gen kobe, “Tihn gihn agweed yi kitaab ni ngo apahdh kare.”
LUK.4.23	Maa arob Jeacuue ngo yihr gen kobe, “Ngo beehda gihn me ngahya ngo urobu yihra ke ucaale kejea, ‘Akiihm kuong rihi ke thiehdho umodho.’ Thiow urobu yihra kejea, ‘Tiihy kwaad giih anaa alihng wane e ge ke robo kejea ge ayugi Kaparnaam yi geen wan!’ ”
LUK.4.25	Teeda teedo yihru kejea yihdh nihn Eliija gule me thoohdh ge anaa anudo tien paar yaa Yijarael ge anaa abeehn kodhe ukweere ke cwii keehd kar run adahg ke nuuj ubeehn kahje me duohng upahdhe paajo. 
LUK.4.26	Abea keehd maano e Juog Eliija anaa aoohre ke bang gulo acielo maa anaa piny Ciihdoan yi geen Jarepadh. 
LUK.4.27	Thiow, nyoge mooge ge anaa anudo me rog gen anaa dhoobo yi piny Yijarael, yihdh nihn Elica agamloohngjuog. Abea wong dhaano acielo keew gen maa anaa athiehdhe atooro unahge ke dhoohb Nyaamaan, ngad Ciihrya e naa athiehdhe.”
LUK.4.28	Naa alihng yaa anaa amahdo giih ni arob Jeacuue, e yihdh gen ake kuohd ke ngeenyo. 
LUK.4.29	Noono upaahr gene ke maalo upahdh gene ke rih Jeacuu, ujoob gene ngo joobo, ukedh gene ngo oogo yi diih buur geew, beere ngo kedh gene ke ne thoohr piny ke wiih alidh good. Good ageer geew wiihe. 
LUK.4.30	Abea Jeacuu ake kahnho ke kiin gen uaaye ke waahdhe.
LUK.4.31	Naa a'aay Jeacuue, e ngo abeehn Kaparnaam, geew me nii piny Gaalili, kaa abeehne nyoge ne puohnyo yea yi cahng Cabadh. 
LUK.4.32	 Nyoge anaa agaahy cang bang gihn ngo apuohnyo wa ngaa me yihre ne teeo.
LUK.4.33	Yi wod amaad gihn anaa apuohny Jeacuue nyoge yea ni, nyin moogo anaa anudo kaano me wiihe anaa atiihb ukeehg. Kaano, e nyin ni amaahr piny keehd lalo, e duone atihnge maalo, abea e ngo urubo kobe, 
LUK.4.34	 “Caay! Ngahda yih Jeacuu ngad Naajaread e gihn ne? Gihn keree e ne daahdi rog wan? Yih abeehn ne nahg wan ne? Kedea yih ngahya ne cohg! Yih naa waahd Juog naa aoohr Juoge.”
LUK.4.35	Maa acuow Jeacuue ngo kea, “Lengi! E thiow beehn oogo yi kuohm nyin.” Noono e atiihb ukeehg nyin abaahle ke piny nyum nyoge kaano ubeehne ke oogo yi guohb ngo, abea gihn me raaj maa ayuge rih nyin tooro.
LUK.4.36	Nyoge ge atud kedea ucwaahng gene maa arub gene kob gene, “Beehda puohny me ngihde e gihn? Maahnyu kaa agoohd atiihb ukeehge oogo rog nyoge ge arube yihr gen keehd duol me teeg!” 
LUK.4.37	Gihn nu arumo e rob ke nying Jeacuu yi paajo amore ke bang yihdh miehy cang.
LUK.4.38	Gihn nu e Jeacuu wod amaad gihn ni awiie ke piny ucea paar ge Cimoane. Miih ciih Cimoane anaa amag jwaahy me teeg maa arobe yihr Jeacuu kejea konye ngo. 
LUK.4.39	Noono e Jeacuu acaa wod bange, ucuunge buude, urube yihr jwaahy kobe, “Kaa aay ree keehdo!” Maa a'aay jwaahye oogo ree. Ubeehn dhaar ni uyedhe ke maalo piny piow piow uthube ke goong gen.
LUK.4.40	Ge adoohnge e cahng kwaar piny ni, e nyoge yaa rog gen ne kwaad atwaanye me thoohdh ge akahl gene bang Jeacuu. Naa acube cinge wiih ngaa atwaany e ngo athiehdhe thiehdho. 
LUK.4.41	 Nyoge me thoohdh thiow atiihb ukeehg abeehn oogo rog gen e ge uyuog kob gene, “Yih beehda Waahd Juog.” E Jeacuu dhog gen adume piny ucuowe gen kedea ge keá meehg rob bang gihn ngo ngahy gene kejea ngo beehda Ngad Boadh nyoge.
LUK.4.42	Ke nyang coon e piny adoohng ne waany arumo, e Jeacuu a'aay oogo yi buur geew ucea kar keede. Nyoge ake thubo e ge daahd ngo, naa ayoad gene ngo arumo, e waahdhe adaahd gene kaa areehdho. 
LUK.4.43	 Abea arob Jeacuue yihr gen kejea, “A dhiil cidho wudh geedhe mooge upuohnya Ciig Beer bang gihn e naa tiihy mara naa acub Juoge yihra ne beehn ne tiihyo.” 
LUK.4.44	Arumo maa abare maalo ke puohny ke bang yihdh wuud amaade giih piny Judea.
LUK.5.1	Cahng man Jeacuu anaa ke cuungo dieng agan baaw gihr Geneajared maano e nyoge ge anaa doohng ne yong yong buude e ge lihng lum Juog bange. 
LUK.5.2	Kaano, e naa aniide baabuure ariow maa amag piny dhe waadh abea ge anahg baabuure giih yaa maay me luog booy giih gen. 
LUK.5.3	Maa apaahre yi baabuur acielo. Baabuun ngo anahg gihr Cimoane. E Jeacuue ake rubo yihre kea, “Kiiw baabuur ka me thiin oogo dhe waadh.” Kaano e apiih upuohnye nyoge e nii baabuur.
LUK.5.5	Gihn nu e ngo abeehn Cimoane ke ne beehro yihr Jeacuu kejea, “Ruohdh! Wa abuohj ke maay keraahyo ke bang dewaahr ke kare. Abea kihd wong reehyo acielo now maa amag wane tooro. Abea bang gihn nahge yihn e naa arob ngo wa maano e booy ge uthoohra yi kud.”
LUK.5.6	Arumo maa athoohr gene booy maa amag gene amahr rej me thoohdh ne cohg, me booy apud gene ke ne yiey piny. 
LUK.5.7	Muudhe yaa gen mooge maa anaa ka me lied keehd gen, acuohn gene beere ge ubeehno ne kony gen. Maa apaahng gene baabuure giih ariow ni keehd rej upud baabuure ne diihr piny.
LUK.5.8	Naa aniid Cimoane gihn ni arumo, e ngo apahdh wudh conge nyum Jeacuu urube yihre kobe, “Aay oogo buuda kan, Ruohdh! Bang gihn a beehda ngad adhemuohm now.” 
LUK.5.9	Cimoane keehd yaae naa adiehno ge abeehn ne cwaahng keter ke nying alwaa amahr rej giih amag ni. 
LUK.5.10	Keehd waahd Jebeade, Jeamij ge keehd Joon umen thiow, ge abeehn ne cwaahng. Ge noono ariow ge anahg yaa Cimoane tiehd.
LUK.5.10	Batiene maa arob Jeacuue ngo yihr Cimoane kobe, “Cimoane gihn me tudi ke nyinge tooro! Ngahy ngo kejea ne thube ke wa awaahn ni, unahg nyoge ge naa giih udaahdi daahdo ukahli gen banga wa kwaad gihr rej ge amagi ni.” 
LUK.5.11	 Batiene e baabuure giih gen ateehl gene ke oogo dhe agala uwii gene giih nyepinye piny cang, ubuodh gene batien Jeacuu.
LUK.5.12	Maano e Jeacuu anaa yi geew kiin geedhe e nyin me ree anaa dhoobo abeehno. Kaa aniid nyine Jeacuu niido e ree ariedhe ke piny thaahdh tien Jeacuu, uthube ke kwaj wonge e urubo yihre kejea, “Ruohdh nea cwihnyi ne bange kea yug kuohma kwel.”
LUK.5.13	Kaano e Jeacuu cinge arwaage bang ngo maa agweele nyin kedea urube kea, “Cwihnya ne bange! Beehn kuohmi doohnge kwel.” Nye wong kaano arumo e dhoobo ake aay ree.
LUK.5.16	 Abea Jeacuu ne kwaay aay ucea ke kar keede ne kway Juog yea.
LUK.5.17	Cahng man, maano e Jeacuu anaa ke puohnyo e nyoge mooge kiin yaa Paarijea kedea yaa loohng, ge anaa apiih thiow ne lihng. Ge anaa abeehno ke wudh miehr mooge giih Gaalili cang kedea bang yi piny Judea maa ke bang yi geen Jeruucalem. Teeg Juog anaa rih Jeacuu ne cohg ne thiehdh amahr yaa atwaanye. 
LUK.5.18	Kaano e nyoge mooge ake beehno e ge bien ngaa maa abab piny maa apiehle yi belo. Yaa ni cwihny ge anaa bange beere nyin kedh gene ke wod bang Jeacuu. 
LUK.5.19	Abea naa atoor dhe yooh yihr gen me kedh gene nyin abab piny wod bang Jeacuu, ke nying thoohdh nyoge, e ge ayedh maalo ungaany gene wiih wod maa alwaay gene nyin piny yi wod ke belo gihre keew nyoge kedea ucub gene ngo ke nye kaa apiih Jeacuue yea.
LUK.5.21	Batien lum nu e yaa loohng kedea yaa Paarijea naa anudo kaano, ge ake thubo ke ngoan kii cwihny gen kob gene, “Beehda ngad gihn noono dhahl Juog wa maan ni? Dhaano utaahngo me rom anyoohne ke wii piny nud ne nea padh Juog keede?”
LUK.5.22	Gihn nu angoan gene kii cwihny gen ke nying ngo aguo Jeacuue ke ngeyo maa apeehnye gen kobe, “Nye yaage! Gihn e ne ngoanu ke nyinge yaa aduunu? 
LUK.5.23	Maa aweehne e ne teeg ke tiihyo, ne rob ngo kejea, ‘Adhemuohme giihi ge awii piny yihri ne,’ wale ne rob ngo kejea, ‘Yedh maalo ucaahdhi!’ 
LUK.5.24	 Awaahn ni, a ge adoohng ne dhaano utaahngo, a utiihyo ke gihr nyepiny kedea uniidu ngo, gihn me be rom ree tiihyo yihr dhaano utaahngo ne nyoadh ngo yihru kedea ungahyu ngo kejea yihra ne tee wiih ngoom me wiia adhemuohme giih nyoge piny.” Batiene urobe ngo yihr nyin abab piny arumo kejea, “Ateeda yihri, kaa yedh maalo ukaabi belo gihri uci paajo!” 
LUK.5.25	Ke wong kaano, e nyin a'aj maalo nyum nyoge cang, ukaabe belo gihre uaaye ne kew e ngo puoj Juog. 
LUK.5.26	Nyoge ge acwaahng maa apuoj gene Juog e ge urubo kob gene, “Wa kwaad giih me teeg ge aniido tihn ne cohg!”
LUK.5.27	Batiene e Jeacuu anaa ake caahdho ke waahdhe maa ayoade ngad gwaay cuol me nyinge Leabi e ngo apiih ne gwaay cuol. Maa arob Jeacuue ngo yihre kea, “A daahd udoohngi ne ngad waahdha!” 
LUK.5.28	 Maa ayedhe maalo, uwiie giihe ke kaano, uaay tiehd ke Jeacuu.
LUK.5.30	Gihn nu e yaa Paarijea maa yaa loohng me ne kur Paarijea, jo waahdh Jeacuu apeehny gene peehnyo kob gene, “Ke nying gihn e ne cahmu kedea umahdhu keehd yaa gwaay cuol kedea nyoge maa awaadh paaje?”
LUK.5.31	Maa abeehr Jeacuue ngo yihr gen kobe, “Padh yaa rog gen tooro atwaany ge ne daahd akiihm abea beehda nyoge me tuu, gen ne daahd akiihm. 
LUK.5.32	 A kuu abeehno kaa nying yaa koohbo kejea ge abiohgrwaale. A abeehno kaa nying yaa ayiih ngo kejea ge yaa adhemuohm uwii gene tiihy adhemuohme.”
LUK.5.35	Abea cahng ukaab athiehg oogo bang gen ubeehn. Yihdh nihn nu e nuu ukweehr gene cam.”
LUK.5.36	Maa ateede ucaal ni yihr gen, “Kare tooro uyiej dhaane waaro me nyaahn udhahbe ngo rih jwaahd waaro maa ayiej. Nea ngo yug dhaane yugo wa gihn nu, e waahr nyaahn e naa araany kedea waaro gihn nyaahn ge be roohm keehd jwaahd waaro gihn acoon. 
LUK.5.37	Thiow kare tooro yihr dhaano uyoade koongo me poohd kuu ayaahnyo upege ngo yi keej maa acoon maa akuoj. Bang gihn nea koongo caa ne yaahnyo e yi keej gihn akuoj ucoohdo ubeehn koongo naa tudo uwoje piny cang. 
LUK.5.38	Nea kare ne cohg, e koongo me poohd kuu ayaahnyo dhiil kaa peg yi keej me nyaahn! 
LUK.5.39	Dhaano maa amahdho ke koongo me keej be cahg yiiho ulyaahbe ngo ke koongo me waj keehdo, bang gihn me keej e ne med yi dhee.”
LUK.6.1	Cahng ni arumo e Jeacuu ake caahdho e ngo cor yihdh puohdh maa apuur keehd beel. Cahng ngo anaa anahg cahng Cabadh. Noono e jo waahdh Jeacuu ge ake thubo ke jag cwed beel, udwihny gene gen dwihnyo ke cing gen e ge nyam gene ke maalo. 
LUK.6.2	Gihn nu yaa Paarijea mooge apeehyo kob gene, “Maany gihn tiihy jo waahdhi. Ge tiihy gihn maa acier loohng Moaje ke tiihyo cahng Cabadh?”
LUK.6.3	Maa abeehr Jeacuue ngo yihr gen kejea, “Ka moogo e gihn anaa atiihy Deabid Ruohdhe naa anahg kahje en maa jo waahdhe anaa akwaanu? 
LUK.6.4	Deabid anaa abeehn ne ci yi wod Juog maa acame amune giih lam ne giih kweehr kedea ucube mooge yihr yaae ne camo. Kwaad gihn ayug Deabide ni, anahg gihn maa anaa amahn loohng paaje ke tiihyo yihr dhaano maa now me padh ngad lam giih kweehr.” 
LUK.6.5	Maa agooy Jeacuue wiih lume noono piny kejea, “A ge adoohng ne dhaano utaahngo a naa ruohdh acub loohng gihr Cabadh yi cinga.”
LUK.6.7	Yaa Paarijea maa yaa loohng ge adaahd dhe yooh me luom gene Jeacuu. Noono maa apiih gene ne boar ngo beer mee. 
LUK.6.8	Abea gihn anaa yi cwihny gen ngo angahye maa arobe ngo yihr nyin cinge abaahl kobe, “Yedh maalo ucuungi nyum yaa ni kan cang.” Maa a'aj nyine maalo ucuunge.
LUK.6.9	Kaano e Jeacuu arubo yihr gen kea, “Yaage, a daahde upeehnya wun! Kwaad gihn me ngihde, e naa gihn rob loohnge yihro kejea tiihye yi cahng Cabadh, tiihy gihn me beer ne, wale tiihy gihn me raaj? Kony dhaano me nii thoo, wale paahle oogo yi thoo?”
LUK.6.10	Maa amaahny Jeacuue bang nyoge, e maahny kun ke kun. Noono maa arube yihr nyin cinge abaahl arumo kea, “Nyieh! Riihy badi!” E nyin bade ariihye riihyo, ubeehn bade udoe kare ne rihb. 
LUK.6.11	 Gihn nu e yihdh yaa ni ake kuohd keehd tiel kedea ngeenyo maa athub gene ke gweehg ke keew gen ke gihn urom gene ke yugo rih Jeacuu.
LUK.6.13	Naa aruu piny arumo, e Jeacuu jo waahdhe ge acuohne maa akwanye apaar wonge ariow oogo kiin gen kedea ucuohne gen ne jo oohr. 
LUK.6.14	 Yaa ngo ge anahg Cimoane ge acuohn ne Piihter kedea Andrya umen maa Jeamij ke Joon. Pihlihb ge keehd Bartholomeao. 
LUK.6.15	Matheewo maa Thoamaj, Jeamij ge beehda waahd Alpaawo kedea Cimoan moogo.
LUK.6.16	Kedea Juudo waahd Jeamij moogo thiow maa Juudo Yijkaariod ngaan anaa abeehn ne luom Jeacuu.
LUK.6.17	Naa abeehn Jeacuue piny ke wiih good keehd gen e acuungo ka maa alaahy ree piny. Thiow jo waahdhe me thoohdh ge anaa anudo kaano. Kedea amahr nyoge me thoohdh ge anaa awaahdo e ge beehn kaa bang yi Judea cang kedea ke bang yi geen Jeruucalem, e mooge ge abeehno ke bang dieng naam duohng gihr Taayr keehd Ciihdoan. 
