MAT.1.1	Dool asaame hana juduud Isa al-Masiih ibn Dawuud ibn Ibraahiim. 
MAT.22.40	Wa l-wasaaya al-itneen deel, humman amm al-Tawraat wa kutub al-nubuuwa kulluhum.
MAT.22.41	Wa wakit al-Fariisiyiin gaa’idiin ma’a Isa, hu sa’alaahum wa gaal : 
MAT.22.42	Chunu fikirku fi l-Masiih ? Al-Masiih yabga ibn yaatu ?
MAT.22.42	Wa raddo leyah wa gaalo : Al-Masiih Ibn Dawuud.
MAT.22.43	Wa sa’alaahum wa gaal : Kan kalaamku sahiih, kikkeef Dawuud gaal al-Masiih hu siidah wakit gaa’id yikallim be gudrat al-Ruuh al-Khudduus wa gaal 
MAT.22.44	{Allah kallam le siidi al-malik wa gaal : Agood fi nussi al-zeenaay lahaddi nukhutt udwaanak tihit rijileenak} ? 
MAT.22.45	Kan Dawuud gaal al-Masiih siidah, kikkeef al-Masiih yabga wileedah ?
MAT.22.46	Wa ma gidro yuruddu leyah kalaam. Wa min al-yoom da, naadum waahid ma jarrabah be ayyi su’aal.
MAT.23.1	Wa Isa gaa’id yihajji le l-naas wa le talaamiizah 
MAT.23.2	wa gaal : Al-ulama wa l-Fariisiyiin gaa’idiin yi’allumuuku fi badal Sayyidna Muusa. 
MAT.23.3	Achaan da, asma’o kulla l-kalaam al-yi’ooruuku min al-Kitaab wa taabu’uuh. Laakin ma tisawwu misil humman bisawwu achaan buguulu cheyy waahid wa bisawwu cheyy aakhar. 
MAT.23.4	Wa yi’allumu al-diin le l-naas wa bisawwu al-diin leehum tagiil bufuut raashum wa ma induhum niiye yi’aawunuuhum, hatta be cheyy sakhayyar kula. 
MAT.23.5	Wa kulla cheyy al-bisawwuuh, humman bisawwuuh achaan bidooru al-naas bichiifuuhum. Balbaso lubaas khaass le l-diin ziyaada min al-naas al-aakhariin. 
MAT.23.6	Wa fi l-aazuuma biriidu bagoodu ma’a l-kubaaraat wa fi buyuut al-sala biriidu al-saff al-awwal. 
MAT.23.7	Wa humman farhaaniin wakit al-naas yisallumuuhum fi l-chawaari’ wa fi l-suug wa binaaduuhum «Ya sayyidna al-mu’allim !».
MAT.23.8	Wa laakin intu ma tikhallu naadum binaadiiku «Ya sayyidna al-mu’allim», achaan induku mu’allim waahid bas wa intu kulluku akhwaan. 
MAT.23.9	Wa ma tinaadu naadum waahid fi l-ard abuuku achaan induku abu waahid wa hu abuuku Allah. 
MAT.23.10	Wa ma tikhallu naadum binaadiiku «Sayyidna», achaan induku sayyid waahid wa hu al-Masiih. 
MAT.23.11	Wa khalli al-kabiir minku yakhdim leeku misil khaddaamku. 
MAT.23.12	Achaan ayyi naadum al-yisawwi nafsah kabiir, Allah yisawwiih sakhayyar wa l-naadum al-yisawwi nafsah sakhayyar, Allah yisawwiih kabiir.
MAT.23.13	Wa laakin ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan tisiddu baab mamlakat Allah min al-naas. Wa intu zaatku ma tindasso wa l-naas al-bidooru bindasso intu tadharoohum minnah.
MAT.23.14	Ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan intu gaa’idiin taakulu buyuut al-awiin al-rujaalhin maytiin wa tugummu tisallu sala tawiile achaan al-naas yichiifuuku. Achaan da, al-azaab al-yanzil foogku yabga chadiid ziyaada.
MAT.23.15	Ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan intu tisaafuru ba’iid be derib tawiil wa tagta’o al-bahar achaan naadum waahid yadkhul fi diinku wa wakit hu dakhal fi diinku khalaas, tisawwuuh naadum fasil ziyaada minku.
MAT.23.16	Ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan tuguudu al-naas fi l-derib wa intu zaatku amyaaniin. Tuguulu kan naadum halaf be Beet Allah, haliiftah baatle wa laakin kan naadum halaf be dahab hana Beet Allah, haliiftah sahiihe. 
MAT.23.17	Ya l-jaahiliin al-amyaaniin! Min al-itneen dool, weenu al-kabiir ? Al-dahab walla Beet Allah ? Wa l-dahab ma mukhaddas illa kan gaa’id fi Beet Allah. 
MAT.23.18	Wa tuguulu kan naadum halaf be madbah
MAT.23.19	Ya l-amyaaniin, min al-itneen dool, weenu al-kabiir ? Al-dahiiye walla l-madbah hana Beet Allah ? Wa chokhol ma yabga dahiiye illa kan gaa’id foog al-madbah fi Beet Allah. 
MAT.23.20	Khalaas, kan naadum halaf be madbah hana Beet Allah, hu halaf be kulla cheyy al-gaa’id foogah. 
MAT.23.21	Wa kan naadum halaf be Beet Allah, hu halaf be siidah. 
MAT.23.22	Wa kan naadum halaf be l-sama, hu halaf be kursi Allah wa be l-gaa’id foogah.
MAT.23.23	Ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan intu munkaribiin fi uchur
MAT.23.24	Ya intu al-tuguudu al-naas wa intu zaatku amyaaniin. Intu tisaffu al-almi min al-baa’uuda wa laakin tazurtu al-jamal.
MAT.23.25	Ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan wakit tilwaddo da yabga misil tikhassulu al-kaas wa l-kooro min barra laakin fi daakhal humman malaaniin tak min khumaam al-sirge wa min tama’. 
MAT.23.26	Ya l-Fariisi al-amyaan ! Awwal khassil al-kaas min daakhal achaan yabga taahir min barra kula.
MAT.23.27	Ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan ayyi naadum minku bichaabih misil khabur matluus abyad wa min barra jamiil wa laakin daakhal malaan be udaam al-maytiin wa be l-afaana. 
MAT.23.28	Be misil da, kulla l-naas yichiifuuku wa yahasbuuku adiiliin wa laakin fi galibku intu malaaniin be l-nifaakh wa be l-fasaala.
MAT.23.29	Ya l-ulama wa l-Fariisiyiin al-munaafikhiin ! Al-azaab yarjaaku achaan intu gaa’idiin tabnu khubuur al-anbiya al-maato zamaan wa tifandusu khubuur al-saalihiin. 
MAT.23.30	Wa tuguulu kan awwal ichna fi zaman juduudna, ma nichaaruku ma’aahum fi katil al-anbiya. 
MAT.23.31	Wa misil da tachhado foog nufuusku wa tuguulu intu awlaad kattaaliin al-anbiya. 
MAT.23.32	Khalaas, kammulu al-khidme al-juduudku badooha wa tammumuuha marra waahid ! 
MAT.23.33	Ya dabaayib ! Ya iyaal amchideegaat ! Kikkeef tanjo min azaab Jahannam ? 
MAT.23.34	Wa khalaas nirassil leeku anbiya wa ulama faahimiin wa mu’allimiin. Wa waahidiin minhum taktuluuhum fi saliib wa aakhariin tafurchuuhum fi buyuut al-sala wa taturduuhum min hille waahide le hille aakhara. 
MAT.23.35	Wa kulla l-naas al-saalihiin al-kataloohum fi l-ard, dimmithum taji fi raasku, min dimmat Haabiil al-saalih lahaddi dimmat Zakariiya wileed Barakhiiya al-kataltuuh been Beet Allah wa l-bakaan al-yigaddumu foogah dahiiye le Allah. 
MAT.23.36	Nuguul leeku al-hagg, khadab Allah hana kulla l-katil da banzil foog naas hana wakitna dool.
MAT.23.37	Ya Madiinat al-Khudus ! Ya Madiinat al-Khudus ! Ya kattaaliin al-anbiya. Intu al-tarjumu al-naas al-Allah birassilhum leeku. Kam marra dawwart nilimm iyaalku misil al-jidaade tilimm iyaalha tihit janaheeha laakin intu abeetu. 
MAT.23.38	Chiifu, beetku yikhalluuh yaabis marra waahid. 
MAT.23.39	Wa khalaas nuguul leeku ma tichiifuuni battaan lahaddi tuguulu {Mabruuk le l-jaayi be usum Allah}.
MAT.24.1	Wa Isa marag min Beet Allah wa macha giddaam chiyya wa talaamiizah jo wa wassafo leyah buna hana Beet Allah. 
MAT.24.2	Wa Isa gaal leehum : Chiftu kulla l-buyuut dool ? Nuguul leeku al-hagg, ma yikhallu hajar yagood foog hajar. Yarmuuhum kulla ke.
MAT.24.3	Wakit Isa gaa’id fi Jabal al-Zaytuun, talaamiizah jo leyah wiheedhum wa gaalo : Ooriina mata da yabga. Weeni al-alaama al-tiwassifna inta tigabbil gariib wa kumaalit al-dunya tidoor tabga ?
MAT.24.4	Wa Isa radda leehum wa gaal : Aw’u baalku ! Ma tikhallu naadum yukhuchchuku. 
MAT.24.5	Achaan naas katiiriin baju be usmi wa bihajju be nufuushum wa buguulu humman al-Masiih. Wa yukhuchchu naas katiiriin. 
MAT.24.6	Wa tasma’o khabar hana duwaas gariib wa duwaas ba’iid. Khuttu baalku achaan ma tibarjulu. Da kulla ke laabudda yabga wa laakin da lissaa’ ma kumaalit al-dunya. 
MAT.24.7	Naas hana balad waahide yahjumu naas hana balad aakhara wa mamlaka tahjim mamlaka wa juu’ chadiid yanzil wa fi diyaar katiiriin yukuun zilzaal. 
MAT.24.8	Wa laakin al-ta’ab da al-bidaaya bas. Hu misil al-talaga al-awwalaaniiye le l-mara al-khalbaane. 
MAT.24.9	Wa fi l-wakit daak, yisallumuuku le l-naas al-yi’azzubuuku wa yaktuluuku wa kulla l-umam yakrahooku achaan intu naasi. 
MAT.24.10	Wa mu’miniin katiiriin yikhallu al-iimaan wa yakraho akhwaanhum wa yukhuunuuhum. 
MAT.24.11	Wa naas katiiriin yisawwu nufuushum anbiya wa yukhuchchu naas katiiriin. 
MAT.24.12	Al-fasaala tiziid wa tabga aama wa l-mahabba tabga da’iife fi guluub naas katiiriin. 
MAT.24.13	Wa laakin al-naadum al-gaa’id saabit lahaddi kumaalit kulla cheyy, yanja. 
MAT.24.14	Wa yiballukhu bichaarat mamlakat Allah fi kulla l-dunya wa yachhado leeha le kulla l-umam wa ba’ad da bas, kumaalit al-dunya.
MAT.24.15	Wa wakit tichiifu al-cheyy al-haraam al-bijiib al-kharaab waagif fi Beet Allah wa da al-cheyy al-nabi Danyaal hajja foogah (khalli al-naadum al-yagri al-kalaam da yafhamah), 
MAT.24.16	fi l-wakit daak, khalli al-naas al-gaa’idiin fi daar al-Yahuudiiya yajru fi l-hujaar. 
MAT.24.17	Wa ayyi naadum al-gaa’id yinjamma fi raas beetah, khalli yajri wa ma yidalli yichiil khumaamah min al-beet. 
MAT.24.18	Wa ayyi naadum al-gaa’id fi l-zere’ khalli yajri wa ma yigabbil yichiil khalagah. 
MAT.24.19	Fi l-wakit daak, yabga gaasi marra waahid le l-awiin al-khalbaanaat wa l-awiin al-biraddi’an. 
MAT.24.20	As’alo Allah achaan ma laazim tajru fi l-chite walla fi yoom al-sabit. 
MAT.24.21	Fi l-wakit daak, al-ta’ab yabga chadiid bilheen. Wa ma fi ta’ab mislah min Allah khalag al-ard lahaddi al-yoom. Wa ta’ab chadiid misil da abadan ma yabga battaan. 
MAT.24.22	Wa kan Allah ma nagas adad ayyaam al-ta’ab da, naadum waahid ma yanja. Wa laakin Allah fakkar fi l-naas al-ikhtaaraahum wa fi chaanhum hu nagas adad ayyaam al-ta’ab da.
MAT.24.23	Wa fi l-wakit daak, kan naadum buguul leeku «Chiifu ! Al-Masiih hini» walla «Chiifu ! Al-Masiih hinaak», ma tisaddugu kalaamah. 
MAT.24.24	Achaan naas katiiriin baju wa buguulu humman al-Masiih walla buguulu be kidib humman anbiya. Wa yisawwu alaamaat kubaar wa ajaayib achaan yukhuchchuuhum, kan da mumkin, le l-naas al-Allah ikhtaaraahum kula. 
MAT.24.25	Aywa, ana ooreetku be kalaam da gubbaal ma yabga. 
MAT.24.26	Wa kan buguulu leeku «Al-Masiih ja wa gaa’id fi l-kadaade», ma tamchu. Walla kan buguulu «Al-Masiih ja wa gaa’id fi l-beet daakhal», ma tisaddugu kalaamhum. 
MAT.24.27	Akiid al-barraaga tabrug fi l-sabaah wa tinchaaf fi l-kharib wa jayyit Ibn al-Insaan tabga misil da kula. 
MAT.24.28	Al-rimme tinaadi al-suguura.
MAT.24.29	Wa ajala ba’ad ta’ab hana l-wakit daak, al-harraay tabga zarga wa l-gamar ma yidaawi wa l-nujuum yaga’o min al-sama wa khuwwaat al-samaawaat yinhazzo. 
MAT.24.30	Fi l-wakit daak, alaamit Ibn al-Insaan tinchaaf fi l-sama wa kulla l-umam yabku. Wa yichiifu Ibn al-Insaan raakib fi sahaab al-sama be gudra aziime wa majiide. 
MAT.24.31	Wa hiss al-burunji al-aziim yinsami’ wa hu yirassil malaa’ikatah fi ayyi jiihe achaan yilimmu al-naas al-ikhtaaraahum min ayyi bakaan fi l-ard.
MAT.24.32	Wa fakkuru fi chadarat al-tiin
MAT.24.33	Wa sawa sawa misil da, wakit tichiifu kulla cheyy al-ooreetku beyah, ta’arfu hu yidoor yaji gariib. 
MAT.24.34	Wa nuguul leeku al-hagg, naas hana l-wakit da ma yikammulu gubbaal kulla al-kalaam da ma yitimm. 
MAT.24.35	Al-sama wa l-ard yabgo ma fiihum wa laakin kalaami yagood daayman.
MAT.24.36	Wa l-cheyy al-yabga ba’adeen da, naadum waahid ma ya’arif yoomah wa saa’atah. Al-malaa’ika fi l-samaawaat kula ma ba’arfuuh wa Ibn Allah ma ba’arfah, illa abuuh wiheedah ba’arfah. 
MAT.24.37	Wa haalat al-naas fi yoom jayyit Ibn al-Insaan tabga sawa misil haalat al-naas fi zaman Nuuh. 
MAT.24.38	Wa fi l-ayyaam gubbaal al-almi ma yaji yaakulhum, humman gaa’idiin yaakulu wa yacharbo wa l-rujaal gaa’idiin yaakhudu awiin wa l-awiin gaa’idaat yaakhudan rujaal lahaddi al-yoom al-Nuuh dakhal fi l-safiina. 
MAT.24.39	Wa almi sabba wa naas ma fihmo al-cheyy al-yabga wa l-almi akalaahum kulluhum. Wa yabga sawa sawa misil da fi yoom jayyit Ibn al-Insaan. 
MAT.24.40	Wa fi l-wakit daak rujaal itneen yagoodu fi zere’ wa waahid minhum yinrafi’ wa l-aakhar ma yinrafi’. 
MAT.24.41	Wa awiin itneen gaa’idaat yarhakan khalla wa l-waahide tinrafi’ wa l-aakhara ma tinrafi’. 
MAT.24.42	Wa khalaas, agoodu waa’iyiin achaan intu ma ta’arfu yoom hana jayyit Rabbuku.
MAT.24.43	Wa afhamo al-masal da. Kan awwal siid al-beet irif fi l-saa’a kam al-sarraag baji fi l-leel, hu yagood waa’i wa ma yikhalli al-sarraag yadkhul fi beetah. 
MAT.24.44	Wa khalaas, intu kula agoodu jaahiziin achaan Ibn al-Insaan yigabbil fi yoom waahid al-ma tarjooh foogah.
MAT.24.45	Yaatu minku yabga al-abid al-amiin wa l-faahim ? Siidah kallafah fi kulla abiidah achaan yantiihum al-akil fi l-wakit al-waajib. 
MAT.24.46	Mabruuk le l-abid da kan siidah yaji min al-safar wa yalgaah yakhdim fi khidimtah. 
MAT.24.47	Be l-sahiih nuguul leeku hu yidarrij al-abid da mas’uul fi kulla cheyy al-indah. 
MAT.24.48	Wa laakin kan al-abid fasil, hu buguul fi galbah «Sayyidi yitawwil wa ma yaji ajala». 
MAT.24.49	Wa yugumm yudugg akhwaanah al-abiid wa yaakul wa yachrab ma’a l-sakkaara. 
MAT.24.50	Akiid siid al-abid da yaji fi yoom waahid al-abid ma jaahiz le yilaagiih foogah wa fi saa’a hu ma ya’arifha. 
MAT.24.51	Wa siidah yi’aakhib al-abid da wa yukhuttah fi bakaan al-munaafikhiin. Hinaak yabku wa yi’addu asaabi’hum min al-azaab.
MAT.25.1	Wa fi l-wakit daak, mamlakat Allah tichaabih misil achara banaat. Fi yoom al-iris chaalan fawaaniishin al-yakhdumu be dihin wa machan achaan yilaagan al-ariis
MAT.25.2	Khamsa minhin indihin fikir wa khamsa minhin ma indihin fikir. 
MAT.25.3	Wa l-banaat al-ma indihin fikir chaalan ma’aahin fawaaniishin wa laakin ma chaalan dihin. 
MAT.25.4	Wa l-banaat al-indihin fikir chaalan ma’aahin fawaaniishin wa koob hana dihin.
MAT.25.5	Wa l-ariis akhkhar bilheen wa noom chaalaahin wa kullihin naaman. 
MAT.25.6	Wa fi ust al-leel sim’an hiss naadum binaadi buguul : Chiifan, al-ariis jaayi. Yalla, gumman wa amchan laaginah.
MAT.25.7	Wa kulla l-banaat gamman sawa wa gabbadan fawaaniishin. 
MAT.25.8	Wa l-banaat al-ma indihin fikir gaalan le akhwaathin al-indihin fikir : Antuuna chiyya min dihinkan. Fawaaniisna yidooru yumuutu.
MAT.25.9	Wa l-indihin fikir raddan leehin wa gaalan : Kan anteenaakan, akuun ma yitimm leena. Amchan wa achran dihin le nufuuskan min al-suug.
MAT.25.10	Wa wakit al-banaat al-ma indihin fikir maachaat yachran al-dihin, al-ariis wisil. Wa khalaas, al-banaat al-jaahizaat machan wa andassan ma’aayah fi beet al-aazuuma wa naadum waahid sadda l-derib.
MAT.25.11	Wa ba’adeen al-banaat al-aakharaat gabbalan wa gaalan : Sayyidna, sayyidna, fukk leena al-derib nindasso.
MAT.25.12	Wa l-ariis radda leehin wa gaal : Nuguul leekan al-hagg, ana ma na’arifkan.
MAT.25.13	Wa Isa gaal : Khalaas, agoodu waa’iyiin. Intu ma ta’arfu al-yoom wa la l-saa’a al-Ibn al-Insaan yaji foogha.
MAT.25.14	Wa yabga misil naadum waahid al-yidoor yisaafir. Hu naada khaddaamiinah wa antaahum amaana hana maalah. 
MAT.25.15	Le waahid, anta khamsa kiilo hana fudda wa le khaddaam aakhar, anta kiilo itneen hana fudda wa le l-khaddaam al-taalit, anta kiilo waahid hana fudda. Wa anta le ayyi waahid ale gudurtah. Wa khalaas khatar. 
MAT.25.16	Wa ajala ke al-khaddaam al-indah khamsa kiilo chaalah wa saawag beyah wa ligi maksab khamsa kiilo ziyaada. 
MAT.25.17	Wa l-khaddaam al-indah kiilo itneen sawa nafs al-cheyy wa ligi maksab kiilo itneen ziyaada. 
MAT.25.18	Wa laakin al-khaddaam al-indah kiilo waahid macha wa nakat nugra wa dafan maal hana sayyidah.
MAT.25.19	Wa ba’ad mudda tawiile, sayyid al-khaddaamiin dool ja min al-safar. Wa naadaahum achaan yisawwi ma’aahum hisaab. 
MAT.25.20	Wa l-khaddaam al-sayyidah antaah khamsa kiilo hana fudda ja. Wa gabbal leyah al-fudda wa antaah al-khamsa kiilo al-ziyaada wa gaal : Ya sayyidna, awwal anteetni khamsa kiilo wa ana ligiit minnah faayde. Da khamsa kiilo ziyaada.
MAT.25.21	Wa sayyidah gaal leyah : Tamaam ! Khidimtak samhe. Inta khaddaam adiil wa saadikh. Awwal anteetak amaana chiyya wa inta khadamt adiil wa gariib nantiik amaana katiire. Ta’aal andassa wa afrah ma’a sayyidak.
MAT.25.22	Wa l-khaddaam al-sayyidah antaah itneen kiilo hana fudda ja wa gaal : Ya sayyidna, awwal anteetni itneen kiilo fudda wa ana ligiit minnah faayde. Da itneen kiilo ziyaada.
MAT.25.23	Wa sayyidah gaal leyah : Tamaam ! Khidimtak samhe. Inta khaddaam adiil wa saadikh. Awwal anteetak amaana chiyya wa inta khadamt adiil wa gariib nantiik amaana katiire. Ta’aal andassa wa afrah ma’a sayyidak.
MAT.25.24	Wa ba’ad da, al-khaddaam al-sayyidah antaah kiilo waahid kula ja wa gaal : Ya sayyidna, irift inta raajil gawi. Inta tagta’ al-khalla al-ma teerabtaha wa tilimm min al-zere’ al-ma chattatt teeraab foogah. 
MAT.25.25	Wa khuft minnak wa l-fudda al-anteetni dafantaha fi l-turaab. Haak, da maalak.
MAT.25.26	Wa sayyidah radda leyah wa gaal : Inta khaddaam fasil wa kaslaan. Inta irift ana nagta’ khalla ma teerabtaha wa nilimm min zere’ ma chattatt teeraab foogah. 
MAT.25.27	Wa kan ana misil inta gultah da, waajib leek awwal tidiss gursi fi l-banki wa misil da wakit naji min al-safar, nalga maali be faayditah.
MAT.25.28	Wa gaal le khaddaamiinah : Chiilu al-kiilo minnah wa antuuh le l-khaddaam al-indah achara kiilo.
MAT.25.29	Achaan ayyi naadum al-indah, yalga ziyaada katiir wa laakin al-naadum al-ma indah cheyy, al-cheyy al-indah yinrafi’ minnah kula. 
MAT.25.30	Wa laakin al-khaddaam al-ma yanfa’ da, azguluuh fi l-dalaam al-barraani. Hinaak naas yabku wa yi’addu asaabi’hum min al-azaab.
MAT.25.31	Wakit Ibn al-Insaan yigabbil be gudurtah al-majiide ma’a kulla malaa’ikatah, hu yagood fi kursi haggah wa da al-kursi al-majiid. 
MAT.25.32	Wa kulla l-naas min kulla balad yilimmu fi giddaamah wa hu yifaarighum misil al-raa’i yifaarig khanamah, kubchaan wa tuyuus. 
MAT.25.33	Wa yilimm al-kubchaan fi nussah al-zeenaay wa yilimm al-tuyuus fi nussah al-israay. 
MAT.25.34	Wa l-malik yihajji le l-naas al-gaa’idiin fi nussah al-zeenaay wa yuguul : Abuui baarakaaku. Ta’aalu, chiilu wirisa hanaaku wa hi al-mamlaka al-Allah jahhazaaha leeku min hu kawwan al-dunya. 
MAT.25.35	Achaan juu’ sawwaani wa anteetuuni akil. Wa atach sawwaani wa anteetuuni churaab. Wa ana deef fi baladku wa dayyaftuuni. 
MAT.25.36	Wa ana aryaan wa kasseetuuni. Wa wakit ana mardaan, jiitu leyi ziyaara wa wakit ana fi l-sijin, jiitu leyi.
MAT.25.37	Wa l-saalihiin yuruddu leyah wa yuguulu : Ya Rabbina, mata chifnaak jii’aan wa anteenaak akil walla atchaan wa anteenaak churaab ? 
MAT.25.38	Wa mata chifnaak deef wa dayyafnaak walla aryaan wa kasseenaak ? 
MAT.25.39	Wa mata chifnaak mardaan walla fi l-sijin wa macheena leek ziyaara ?
MAT.25.40	Wa l-malik yuguul leehum : Nuguul leeku al-hagg, kan sawweetu cheyy misil da le waahid min akhwaani al-sukhaar dool, da misil sawweetuuh leyi ana.
MAT.25.41	Wa yihajji le l-naas al-gaa’idiin fi nussah al-israay wa yuguul : Kussu ba’iid minni, intu al-man’uuliin. Amchu fi l-naar al-abadiiye al-Allah jahhazaaha le Ibliis wa khaddaamiinah. 
MAT.25.42	Achaan juu’ sawwaani wa ma anteetuuni akil wa atach sawwaani wa ma anteetuuni churaab. 
MAT.25.43	Wa ana deef fi baladku wa ma dayyaftuuni. Wa ana aryaan wa ma kasseetuuni wa wakit ana mardaan wa fi l-sijin ma jiitu leyi ziyaara.
MAT.25.44	Wa l-naas dool kula yuruddu leyah yuguulu : Ya Rabbina, mata chifnaak jii’aan walla atchaan walla ajnabi walla aryaan walla mardaan walla fi l-sijin wa aniina ma aawannaak ?
MAT.25.45	Wa yuguul leehum : Nuguul leeku al-hagg, kan ma sawweetu cheyy misil da le waahid min akhwaani al-sukhaar dool, intu ma sawweetuuh leyi ana.
MAT.25.46	Wa l-naas dool yindasso fi l-ikhaab al-abadi wa l-saalihiin yindasso fi l-haya al-abadiiye.
MAT.26.1	Wakit Isa kammal kalaamah da, hu gaal le talaamiizah : 
MAT.26.2	Ta’arfu ba’ad yoomeen Iid al-Fisha baji wa yisallumu Ibn al-Insaan le l-kubaaraat achaan yaktuluuh fi l-saliib.
MAT.26.3	Wa fi l-wakit da, kubaaraat rujaal al-diin wa l-chuyuukh lammo fi beet Gayaafa wa hu kabiir rujaal al-diin. 
MAT.26.4	Wa rakano kikkeef yakurbu Isa be l-achiir wa yaktuluuh. 
MAT.26.5	Wa gaalo ambeenaathum : Ma nakurbuuh fi ayyaam al-iid achaan akuun fitna tabga ambeenaat al-naas.
MAT.26.6	Isa gaa’id fi hille usumha Beet Anya fi beet Sim’aan al-Mubarris. 
MAT.26.7	Wa mara waahide jaat leyah wa jaabat gazaaza hana itir khaali bilheen wa sabbatah kulla ke fi raas Isa wakit hu gaa’id yinjamma. 
MAT.26.8	Wa wakit al-talaamiiz chaafo al-cheyy al-hi tisawwiih, zi’ilo wa gaalo : Maala tallafat al-maal misil da ? 
MAT.26.9	Kan bi’na al-itir da, nalgo gurus katiir achaan nantuuh le l-masaakiin.
MAT.26.10	Wa Isa irif kalaamhum wa gaal leehum : Maala tibachtunu al-mara di ? Hi sawwat leyi cheyy sameh. 
MAT.26.11	Al-masaakiin gaa’idiin ma’aaku daayman wa laakin ana kamaan ma nagood ma’aaku daayman. 
MAT.26.12	Hi sabbat al-itir fi jildi wa misil ke jahhazatni le l-khabur. 
MAT.26.13	Nuguul leeku al-hagg, fi ayyi bakaan fi l-dunya al-yiballukhu foogah al-bichaara, yihajju fi l-cheyy al-hi sawwatah wa yizakkuruuha.
MAT.26.14	Wa fi l-bakaan da, waahid min al-talaamiiz al-atnaachar usmah Yahuuza al-Iskhariyooti macha le kubaaraat rujaal al-diin. 
MAT.26.15	Wa gaal leehum : Tantuuni kam achaan nisallim leeku Isa ?
MAT.26.15	Wa hasabo leyah talaatiin riyaal fudda. 
MAT.26.16	Wa min al-wakit daak, Yahuuza gaa’id yifattich fursa achaan yisallim leehum Isa.
MAT.26.17	Wa awwal yoom min ayyaam Iid al-Khubza bala Tawwaara, talaamiiz Isa jo leyah wa gaalo : Tidoor aniina namchu ween achaan nihassulu leek acha hana l-Fisha ?
MAT.26.18	Wa radda leehum wa gaal : Adkhulu fi l-madiina wa amchu fi beet fiilaan wa guulu leyah «Al-mu’allim yuguul leek wakti garrab khalaas wa naakul al-acha ma’a talaamiizi fi beetak».
MAT.26.19	Wa l-talaamiiz sawwo kulla cheyy misil hu gaalah leehum wa hassalo acha hana Iid al-Fisha.
MAT.26.20	Wa fi makharib, Isa gaa’id yinjamma ma’a l-atnaachar. 
MAT.26.21	Wa wakit gaa’idiin yaakulu, hu gaal : Nuguul leeku al-hagg, naadum waahid minku yukhuunni.
