GEN.1.1	Diad gapoy gapo nen pinalsa na Dios iray katawenan tan say dalin,
GEN.37.2	Si Jose a mantaoy labimpito so manaasikaso ed saray karniro tan kanding. Kaiba to ray agagi ton lalaki ya anak di Bilha tan Zilpa, ya asawa met ira nen ama to. Indalem tod kinen ama to ray maoges a gagawaen da ray agagi to.
GEN.37.3	Inararo nen Jacob si Jose nen saray arum ya anak to, ta nianak nen masiken lay Jacob. Inggawaan toy Jose na kawes ya andokey so taklay to. 
GEN.37.4	Nen anengneng na saray agagi nen Jose ya inaro ni nen Jacob ya ama ra nen say sikara, aliwa-liway pitotongtong dad sikato lapud kabkabosul da.
GEN.37.5	Aminsan a labi nankogip si Jose, et tinongtong to ya ed saray agagi to. 
GEN.37.6	Inkuanto, “Dengel kayod kogip ko. 
GEN.37.7	Wala tayon amin ed kaalogan a mambeberber na trigo. Inmalagey imay binerber ko tan nantanyareg; saray binerber yo et niliber da tan tinmuek ira.”
GEN.37.8	“Anto? Abaloan mo sirin manari kad sikami?” tepet na saray agagi to. Kanyan lalon binosul da, lapud saray imbagbaga ton nipaakar ed kogip to.
GEN.37.9	Insan nankogip lamet si Jose tan inkuantod saray agagi to, “Nankogip ak lamet. Anengneng koy agew, bulan, tan labinsakey a bitewen a tinmuek irad siak.”
GEN.37.10	Imbaga to met yan kogip to ed kinen ama to, et nampasnukan da. “Anto tan a kogip?” inkuanen ama to. “Abaloan mo sirin si inam, saray agagim, tan siak et ondago kamin ondakmomod sika?” 
GEN.37.11	Mangimon iray agagi nen Jose ed sikato, balet ninudnunot ira ya nen ama to.
GEN.37.12	Aminsan ya agew, nen saray agagi nen Jose et linma rad Sikem a mampastol na saray karniro nen ama ra, 
GEN.37.13	inkuanen Jacob ed kinen Jose, “Laen mo ra may agagim dimad Sikem a kawalaan dan pampapastolan.”
GEN.37.13	Inmebat si Jose, “On, ama.”
GEN.37.14	Inkuanen ama to, “Nengneng mo no antoy kipapasen da ray agagim tan saray karniro, insan pawil ka dia tan ibagam ed siak.” Kanyan pinasiput nen ama to ed Patar na Hebron.
GEN.37.14	Sinmabiy Jose ed Sikem, 
GEN.37.15	tan manliliber-liber diman nen anengneng na sakey a too a nantepet, “Antoy aanapen mo?”
GEN.37.16	“Aanapen ko ray agagik a mampapastol na karniro,” ebat to. “Ibagam pad siak no iner so kawalaan da.”
GEN.37.17	Inkuanto may too, “Andi la ra dia. Arengel kon ibabaga ra ya onla rad Dotan.” Kanyan tinombuk ira nen Jose ed Dotan, et nalmo to rad man.
GEN.37.18	Anengneng da nen arawi ni tan kasakbayan to ran naasinggeran, nantotongtongan dan pateyen. 
GEN.37.19	Inkuan na sakey tan sakey ed sikara, “Nia la may managkogip. 
GEN.37.20	Pateyen tayo, insan tayo ibantak ed bobun so bangkay to. Ibaga tayon pinatey na ayep ed katakelan. Nengnengen tayod satan no antoy pagmaliwan na saray kogip to.”
GEN.37.21	Nadngel ira nen Ruben, kanyan labay ton iyagel si Jose. “Ag tayo ekalay bilay,” inkuanto. 
GEN.37.22	“Ibantak yo labat ed sayay bobun diad kalawakan, balet ag yo didiwiten.” Inkuanto ya, pian niagel tod sikara tan nipawil tod kinen ama to. 
GEN.37.23	Nen sinmabiy Jose, inekal day kawes ton andokey so taklay. 
GEN.37.24	Insan siningkat da tan imbuntok dad bobun a nakatan.
GEN.37.25	Nen mangakan ira, anengneng day olup na saray Ismaelita a nanlapud Galaad tan mamapaarap irad Egipto. Napnoy beneg na kamilyo ra na pasas tan rikado. 
GEN.37.26	Inkuanen Juda ed saray agagi to, “Antoy nagunggona tayod pamatey ed agi tayo, insan tayo ibori? 
GEN.37.27	Ilako ti lad saray Ismaelita. Diad ontan ag ti la napasakitan; agi tayo ni met, kalamanan tan kadalaan tayo.” Inmabubon ira may agagi to. 
GEN.37.28	Nen onlalabas iray komirsiantin Madianita, inagwat na saramay sanaagi
GEN.37.29	Nen pinmawil ed samay bobun si Ruben tan anengneng ton anggapo lad may Jose, pinilat toy kawes to diad ermen to. 
GEN.37.30	Linmad saray agagi to tan inkuanto, “Andid man si Jose! Antoy gawaen ko?”
GEN.37.31	Amatey iray sakey a kanding, tan insawsaw dad dala to so kawes nen Jose. 
GEN.37.32	Inyakar da may kawes ed kinen ama ra tan inkuanda, “Nalmo mi ya. Nengneng yo pa no kayaryan nen anak yo.”
GEN.37.33	Abirbir to tan inkuanto, “On, kawes to! Pinatey na sakey ya ayep ed katakelan. Abingbingkas si Jose ya anak ko!” 
GEN.37.34	Pinilat nen Jacob so kawes to diad ermen to tan nansolung na sako. Abayag a nanermen lapud si anak to. 
GEN.37.35	Dinmagon amin iray anak ton lalaki tan bibii a manligliwad sikato, balet ag to labay so naligliwa tan inkuanto, “Anggan wala ak lad pasen a panaayaman da ray inaatey, panermenan ko ni so anak ko.” Kanyan ag to tinondaan ya inermenan si anak ton Jose.
GEN.37.36	Leleg a nagagawa ra ya, inlako na saramay Madianita si Jose ed kinen Potifar diad Egipto. Sakey ed saray opisyal na ari si Potifar tan pangulo na saray guardia ed palasio.
GEN.38.1	Ag abayag nanlapud samay impangilakod Jose, tinaynan nen Juda iray agagi to tan linmad kinen Hira a taga baley na Adullam. 
GEN.38.2	Akabat tod may sakey a biin Cananea a say ama to et manngaray Sua. Inasawa to, nanlokun, 
GEN.38.3	tan nananak na sakey a laki ya inngaran to na Er. 
GEN.38.4	Nanlokun lamet tan nananak na sakey a laki ya inngaran to na Onan. 
GEN.38.5	Nananak na kumatlon laki ya inngaran to na Sela. Walad Aczib si Juda nen nianak si Sela.
GEN.38.6	Si Juda inalaan toy Er na asawa a Tamar so ngaran to. 
GEN.38.7	Maoges so kagagawa nen Er, kanyan nampasnuk so 
GEN.38.8	Inkuanen Juda ed kinen Onan ya agi nen Er, “Laka, ta akdulan moy balo ya ayrom. Gawam so kanepegan mon agi na asawa to, pian nawalaan na anak so agim.” 
GEN.38.9	Balet amta nen Onan ya ag nibilang iran anak to iray nailalak to, kanyan kapag miakdul ed kinen ayro to, iyibung tod dalin so bini to, pian ag nawalaay anak si agi to. 
GEN.38.10	Nampasnuk so 
GEN.38.11	Insan inkuanen Juda ed kinen manugang to, “Sempet ka nid abung nen amam tan ag ka ni miaasawa ya anggad ibaleg nen anak kon Sela.” Inkuanto ya lapud antakot, ta ompan napatey met si Sela, a singa agawad saramay duaran agi to. Sinmempe la sirin si Tamar.
GEN.38.12	Ag abayag, inatey so asawa nen Juda. Nen asumpal so impanermen to, linmad Timna si Juda tan si kaaro ton Hira a taga Adullam ed pasen a pankakatlian na saray karniro to. 
GEN.38.13	Walay angikuan ed kinen Tamar, “Onlay katolangan mo ed Timna a mankatli na saray karniro to.” 
GEN.38.14	Kanyan inekal toy kawes na balo ya akasolung ed sikato, sinakbungan toy lupa to na pandung, tan nanirung ed lolooban na Enaim, sakey a baley ed dalan a mamaarap ed Timna. Kabat to a balolaki la si Sela, balet ag to ni inasaway Tamar.
GEN.38.15	Nen anengneng nen Juda, abaloan ton sakey a biin marotak, ta sinakbungan toy lupa to. 
GEN.38.16	Inasinggeran tod gilig na dalan tan inkuanto, “Gala, ta paliket mo ak.” (Ag to amta a si Tamar iman a manugang to.)
GEN.38.16	Inkuanto may bii, “Antoy iter mod siak?”
GEN.38.17	Inmebat, “Ipawitan ta kay kilaw na kanding.”
GEN.38.17	Inkuanto, “Labay ko, no itdan mo ak na kaletan ya anggad pakaawat koy kanding.”
GEN.38.18	“Antoy iter kod sikan kaletan?” tepet nen Juda.
GEN.38.18	Inmebat, “Say singsing mon panagmarka, a pati say kadina to, tan say baston a sankalibit mo.” Inter ira sirin nen Juda ed sikato. Nanakdul ira, et nanlokun si Tamar. 
GEN.38.19	Sinmempet lay Tamar, inekal toy pandung to, tan insolung to lamet iray kawes na balo.
GEN.38.20	Imbaki nen Juda si kaaro ton Hira a mangiter na samay kanding ya insipan to tan mangala na samay kaletan ya inter to, balet ag naalmo nen Hira imay bii. 
GEN.38.21	Tinepet tod pigaran lalaki ed Enaim, “Kawalaan to may biin marotak a wadya nen saman ed gilig na dalan?”
GEN.38.21	Inmebat ira, “Anggapo pa ni dian balut so ontan a bii.”
GEN.38.22	Pinmawil ed kinen Juda tan inkuanto, “Ag ko naalmo. Inkuan na saray lalakid man ya anggapo nid man a balut so biin marotak.”
GEN.38.23	Inkuanen Juda, “Paolyan mo la sirin ya iyatol to ra may inter ko, ta ompan elekan ita na saray totoo. Talagan bayaran ko met ingen, et ag mo met naalmo.”
GEN.38.24	Kasumpal na sakey a taloy bulan, walay angikuan ed kinen Juda, “Walay piaakdulan nen manugang mon si Tamar, ta malokun.”
GEN.38.24	Ingganggan nen Juda, “Ipaway yo, insan yo poolan ya anggad ag to ipatey.”
GEN.38.25	Nen ipapaway da si Tamar, impaibaga tod kinen katolangan to: “Alokunan ak na lakin akankayaryan ed saraya. Nengneng mo ra tan ibagam no siopay akankayaryan—sayan singsing, a pati kadina to, tan sayan baston.”
GEN.38.26	Abirbir ira nen Juda tan inkuanto, “Anggapoy kasalanan to, ta ag ko ginaway kanepegan kod sikato. Impaasawak komun ed kinen anak kon Sela.” Ag lan balut inakdulan nen Juda si Tamar.
GEN.38.27	Nen asingger lan mananak si Tamar, nalmoan a lasun a lalaki so iyanak to. 
GEN.38.28	Nen mampapasakit, impaway na sakey ed sikara so lima to; siningkat na manamyanak imay lima, binerberan to na ambalangan tinebey, tan inkuanto, “Sikato yay onaan a pinmaway.” 
GEN.38.29	Balet ginoyur na samay ogaw so lima to, tan samay agi to la laingen so onaan a pinmaway. Insan inkuanto may manamyanak, “Onya manaya so kapapaway mo!” Kanyan angaranay Fares.
GEN.38.30	Sinmoblay a pinmaway so agi to, samay walay ambalangan tinebey ed lima to, et angaranay Zara.
GEN.39.1	Saramay Ismaelita inyakar dad Egipto si Jose tan inlako rad kinen Potifar, sakey ed saray opisyal na ari tan kapitan na saray guardiad palasio. 
GEN.39.2	Walad si Jose sa 
GEN.39.3	Anengneng na amo to a walad si Jose so 
GEN.39.4	Makaliliket ed sikato si Potifar, kanyan ginawa to a dilin aripen to. Impasen ton inkargado na abung to tan amin a kayaryan to. 
GEN.39.5	Nanlapud saman, binindisionan na 
GEN.39.6	Impia tod kinen Jose ya amin iray kayaryan to, kanyan anggapoy nepeg ton asikasoen, likud labat ed pampili toy kanen to.
GEN.39.6	Maung ya impanlaman si Jose tan guapo. 
GEN.39.7	Ag abayag, naibegan na asawa to may amo to. Kinerew ton manakdul ira, 
GEN.39.8	balet ag labay nen Jose tan inkuantod sikato, “Anggapoy nepeg ya asikasoen nen amok, lapud wadya ak. Impasen to ak ya inkargado na amin a kayaryan to. 
GEN.39.9	Nampara lay pakaoley mi ed sayan abung tan anggapoy ag to inter ed siak, likud ed sika. Ag ko nayarian a gawaen itan a kabandayan, ta mankasalanan ak ed Dios.” 
GEN.39.10	Anggaman ya inagew-agew ton kerewen a manakdul ira, ag labay nen Jose.
GEN.39.11	Balet aminsan ya agew nen linmoob ed abung nen Potifar si Jose a manumpal a kimey to, nibanan andi rad may aripen. 
GEN.39.12	Siningkat na samay asawa nen Potifar so saloy na kawes nen Jose tan inkuanto, “Akdulan mo ak la.” Balet akaokpus si Jose tan batik ed paway; atilak ed lima to may bii so kawes ton kolibemben. 
GEN.39.13	Nen anengneng ton akabatik ed paway si Jose tan atilak so kawes tod lima to, 
GEN.39.14	tinawag to ray aripen to tan inkuanto, “Nengneng yo ya! Eekalan itayoy kagalangan na samay Hebreo ya insempet na asawak. Linmoob ed kuartok tan labay to ak ya akdulan, balet inmeyag ak na anggaay nayarian ko. 
GEN.39.15	Nen nadngel ton inmeyag ak, batik ed paway, et atilak tod abay ko so kawes to.”
GEN.39.16	Insinup to may kawes, anggad sinmempet so amo nen Jose. 
GEN.39.17	Insan inkuan na samay bii, “Samay aripen a Hebreo ya insempet mo dia et linmoob ed kuartok tan papasooten to ak. 
GEN.39.18	Balet nen inmeyag ak, batik ed paway, tan atilak toy kawes to ed abay ko.”
GEN.39.19	Mapalaloy pasnuk nen Potifar, 
GEN.39.20	kanyan impaerel toy Jose tan impaikolung to a kaiba to ray priso na ari. 
GEN.39.21	Balet walad kinen Jose so 
GEN.39.22	Impasen toy Jose ya inkargado ed amin da ray arum a priso tan amin a nagagawad prisowan. 
GEN.39.23	Anggapo lay sakit na olo to may inkargadoy prisowan ed antokaman a nipiad kinen Jose, ta walay 
GEN.40.1	Ag abayag, nankasalanan ed ari so inkargadoy alak tan say pangulon panadiro ed palasio. 
GEN.40.2	Diad pasnuk na arid sikara, 
GEN.40.3	impaipriso to rad abung na kapitan da ray guardia, a diman met so akaiprisoan nen Jose. 
GEN.40.4	Abayag irad prisowan, tan samay kapitan impasen toy Jose a mangasikasod sikara.
GEN.40.5	Aminsan a labi, diman ed prisowan, nankogip imay inkargadoy alak tan samay pangulon panadiro; nandomaan iray kogip. 
GEN.40.6	Nen linmad sikara si Jose diad kabwasan, anengneng ton nagugunigon ira. 
GEN.40.7	Tinepet to, “Akin et nengneng yoy nagugunigon ed sayan agew?”
GEN.40.8	Inmebat ira, “Walay kogip na balang sakey ed sikami, et anggapo diay makapangipatalus.”
GEN.40.8	“Say Dios so manangipatalus,” inkuanen Jose. “Ibaga yod siak ira tay kogip yo.”
GEN.40.9	Kanyan inkuanto may inkargadoy alak ed palasio, “Diad kogip ko, walay tanaman ya ubas ed arap ko 
GEN.40.10	a taloray sanga to. Kapaway na saray bolung, nanrosas, tan aluto ray bunga. 
GEN.40.11	Sankabembenan koy kupa na ari, kanyan inalak ira may bungay ubas tan pinespes ko rad kupa, insan ko inter ed ari.”
GEN.40.12	Inkuanen Jose, “Niay talus to: saramay taloran sanga kabaliksan day taloran agew. 
GEN.40.13	Kalabas na taloy agew, ibolus kay ari, pirdonaen to ka, tan ipawil to kad gendat a kimey mo. Iderew mod sikatoy kupa, a singa gagawaen mo nen sikay inkargado na alak to. 
GEN.40.14	Balet kerewen ko pad sika a no maung lay kipapasen mo et salita mo ak met ed kinen ari, pian natulongan mo ak ya ompaway ed sayan prisowan. 
GEN.40.15	Diad tuay tua, inala ak labat ed dalin da ray Hebreo, tan anggan diad Egipto anggapoy ginawak a makasengeg na kaprisoan ko.”
GEN.40.16	Nen naamtaan na samay pangulon panadiro a maung so impangipatalus nen Jose ed kogip na samay inkargadoy alak ed palasio, inkuanto, “Wala met so kogip ko; sankaagtok so taloran pananginay tinapay. 
GEN.40.17	Diad samay pananginan a walad tapew, wadman ya amin so klasiy kakanen a para ari, balet totoktoken na saray manok.”
GEN.40.18	Inmebat si Jose, “Niay talus to: saramay taloran pananginay tinapay kabaliksan day taloran agew. 
GEN.40.19	Kalabas na taloy agew, ibolus kay ari—balet papotul toy olom! Insan paibitin tod tiken so kabalgan mo, et kanen na saray manok so bangkay mo.”
GEN.40.20	Kalabas na taloy agew, nen agew na inkianak na ari, angiparaan na ponsia a para amin ya opisyal to; impaipaway to may inkargadoy alak ed palasio tan samay pangulon panadiro to tan inyarap to rad saray opisyal to. 
GEN.40.21	Pinapawil to may inkargadoy alak ed gendat a kimey to, 
GEN.40.22	balet impapatey to may pangulon panadiro. Agawan amin ira may imbaga nen Jose, 
GEN.40.23	balet ag lan balut anunotan na samay inkargadoy alak si Jose—alingwanan to lan amimpinsan.
GEN.41.1	Kalabas na duay taon, kinogip na arid Egipto a sikatoy manalalagey ed pandel na Ilog na Nilo. 
GEN.41.2	Kabebekta pinmaway ed ilog so pitoran baka a mararakep tan matataba, tan nankakabkab ira na dika. 
GEN.41.3	Insan pinmaway met so pitoran baka a mapmabeng tan kapokepokel. Inmasingger ira ed saramay onaan a pitoran baka ed pandel na ilog. 
GEN.41.4	Insan saramay mapmabeng a baka kinan da ra may matataban baka. Abangon ed satan so ari. 
GEN.41.5	Akaogip ni tan nankogip lamet. Pinmaway ed sakey a sengeg so pitoran dawa a maiiyan tan mataktakken. 
GEN.41.6	Insan pinmaway met so pitoran dawa ya apa tan amaga ra, lapud adalan ira na dagem a nanlapud kalawakan. 
GEN.41.7	Saramay pitoran dawa ya apa inakmun da ra may pitoran maiiyan. Aliing so ari, tan naamtaan ton nankogip. 
GEN.41.8	Kaimbuas agunigon, kanyan impaawit to ray amin a salamangkiro tan saray makabat a lalaki ed Egipto. Imbaga tod sikara iray kinogip to, balet anggapoy makapangipatalus ed sikara.
GEN.41.9	Insan samay inkargadoy alak inkuantod ari, “Akoen kod sayan agew a nankasalanan ak. 
GEN.41.10	Nen nampasnuk kad siak tan samay pangulon panadiro, impaipriso mo kami ed abung na kapitan da ray guardia. 
GEN.41.11	Aminsan a labi, nankogip kami, et nandomaay talus da ra may kogip mi. 
GEN.41.12	Walad may kaiba min sakey a Hebreon malangwer ya aripen na kapitan da ray guardia. Imbaga mid sikato ra may kogip mi, insan to ra impatalus. 
GEN.41.13	Tinmua ya amin so imbaga to: impawil mo ak ed gendat a kimey ko, balet pinatey mo may panadiro.”
GEN.41.14	Impaawit nen ari si Jose, kanyan nipaway a tampol ed prisowan. Kasumpal ton nambalbas tan nampales, pinmarontal ed ari. 
GEN.41.15	Inkuan na arid sikato, “Walay kogip ko, et anggapoy makapangipatalus. Abalitaan kon nayarian moy mangipatalus na kogip.”
GEN.41.16	Inmebat si Jose, “Ag ko nayarian, Kagalang kon Ari; balet say Dios so makapangiter na dugan talus na kogip.”
GEN.41.17	Inkuan na ari, “Kinogip kon manalalagey ak ed pandel na Ilog na Nilo. 
GEN.41.18	Kabebekta sinmakbit a nanlapud ilog so pitoran baka a mararakep tan matataba, tan nankabkab ira na dika. 
GEN.41.19	Insan sinmakbit met so pitoran baka a mapmabeng tan kapokepokel. Sankaaliwaan iran bakan anengneng kod intiron Egipto. 
GEN.41.20	Saramay mapmabeng a baka kinan da ra may matataba, 
GEN.41.21	balet ag nabaloan so impangan da, ta ag met naoman so nengneng da. Abangon ak ed satan. 
GEN.41.22	Kinogip ko met ya anengneng kon pinmaway so pitoran dawa a maiiyan tan matatakken. 
GEN.41.23	Insan pinmaway met so pitoran dawa ya apa tan amaga, lapud adalan na dagem a nanlapud kalawakan. 
GEN.41.24	Saramay pitoran apa a dawa inakmun da ra may pitoran maiiyan. Imbagak ira yan kogip ko ed saray salamangkiro, balet anggapod sikaray makapangipatalus ed siak.”
GEN.41.25	Inkuanen Jose, “Saksakey so talus da ra yan duan kogip mo; imbagay Dios ed sika so gawaen to. 
GEN.41.26	Saramay pitoran baka a matataba kabaliksan day pitoran taon, tan saramay pitoran dawa a maiiyan kabaliksan da met so pitoran taon; saksakey so kabaliksan da. 
GEN.41.27	Saramay pitoran baka a mapmabeng a sinmakbit, tan saramay pitoran dawa ya apa tan amagaan lapud adalan na dagem a nanlapud kalawakan, kabaliksan day pitoy taon a walay eras. 
GEN.41.28	Onung na imbagak lad sika, impanengneng na Dios ed sika so gawaen to. 
GEN.41.29	Onsabiy pitoy taon a walay inawa ed intiron dalin na Egipto. 
GEN.41.30	Kasumpal to ya, ontombuk so pitoy taon a walay eras; nalingwanan ira may maung a taon, ta say eras deralen toy intiron bansa. 
GEN.41.31	Nalingwanan imay panaon na inawa, ta ontombuk so mapalalon eras. 
GEN.41.32	Say impakapidwa na kogip mo kabaliksan to a say Dios tinibokel to lad kanunotan to yan gawaen, tan asingger lan nagawa.
GEN.41.33	“Natan mamili kay sakey a toon makabat tan maisip, tan ipasen mon inkargado ed intiron bansa. 
GEN.41.34	Mamili ka met na saray arum ya opisyal a mantipon na kakalima na amin a bungay dalin legan na pitoy taon a daakan so naani. 
GEN.41.35	Patipon mon amin iray kakanen legan na saray onsabin maung a taon, tan itdan mo ray pakaoley a mangisinup ed kamalir diad saray siudad, tan pabantayan mo ra. 
GEN.41.36	Saray taganon atipon igana ran para saray onsabin pitoran taon a walay eras ed Egipto, pian ag naerasan iray totood Egipto.”
GEN.41.37	Sayan plano inabubonan na ari tan saray opisyal to, 
GEN.41.38	tan inkuantod sikara, “Anggapo lay naalmo tayon magmaung a too nen say si Jose, ta walad sikato so ispiritu na Dios.” 
GEN.41.39	Inkuan na ari ed kinen Jose, “Impanengneng na Dios ed sika yan amin, kanyan anggapoy ontalonad sika ed kakabatan tan kaisipan. 
GEN.41.40	Ipasen ta kan inkargado ed bansak, tan onuren na totook iray amin a ganggan mo. Sikay onkumadwad siak ed pakaoley. 
GEN.41.41	Toroen ta ka natan a gobirnador na intiron Egipto.” 
GEN.41.42	Inekal na ari so singsing to a panagmarka, insan to insolung ed gamet nen Jose. Sinolungan toy kawes a linen, tan initdan toy kadinan balituk a para beklew to. 
GEN.41.43	Impaikana to ed kinen Jose so kumadwan karwahi to, insan saray guardiad palasio nambabando rad onaan to, “Paliis kayo! Paliis kayo!” Onya so inkatoro nen Jose a gobirnador ed intiron Egipto. 
GEN.41.44	Inkuan na ari ed sikato, “Siak so ari, sikay onkumadwa, et anggapod intiron Egipto so makagawa na antokaman no anggapoy abuloy mo.” 
GEN.41.45+GEN.41.46	Initdan toy Jose na balon ngaran: Zafenat-panea. Initdan to met na asawa a si Asenat ya anak nen Potifera a pari ed siudad na Heliopolis.
GEN.41.45+GEN.41.46	Mantaoy talomplo si Jose nen ginmapon manlingkur ed ari na Egipto. Nampatanir ed ari tan nanliber-liber ed intiron Egipto. 
GEN.41.47	Legan na pitoy taon na inawa, amayamay so naani. 
GEN.41.48	Tinipon nen Jose ray amin a naani legan na saramay pitoy taon, tan inkamalir to rad saray siudad. Diad balang siudad tinipon to ray naani ed kaalogan a kaabay to. 
